-0.00496255+0.00255035j -0.00495177-0.00120098j 0.00150449+0.00032691j 0.00709132-0.000954002j 0.000377256+8.99917e-05j -0.00061097-0.000677769j 0.00104328-0.000300507j 0.00599105-0.000232778j 0.00324656-0.000228404j 0.00389799-0.00048132j 0.00112317-0.000362385j -0.0029406-0.000532931j 0.00364734-1.80313e-05j 0.0018482+4.49627e-05j 0.00226725+0.000494113j -0.00038595-0.00149089j 0.00290585+0.000543354j 0.00186705+0.000523309j -0.00338084+8.15766e-05j 0.00246606-0.00088476j -0.00207163-0.000943737j 1.60216e-05-6.68702e-05j -0.00518265-0.000819358j 0.00366644-0.00189698j 0.000327294+0.00178941j 0.000899423-0.00195013j -0.000409655-4.21642e-05j -0.000293819-0.00531612j -0.00727712+0.00105141j 0.00215498+0.00303307j 0.0195296-0.0051666j -0.00845512+0.00462522j -0.0169681-0.00121096j 0.0168206-0.00901466j 0.00170351-0.00255864j 0.00065606-9.1584e-05j -0.000530828+0.00599684j -0.0131378+0.00102169j 0.000414554-0.00028935j -0.000723285+0.00275948j -0.00635718+0.00275078j 0.00227634-0.0032674j -0.00412661+0.00172063j 0.00230396+0.00137001j 0.000471205-0.00401121j 0.00307093-0.00248594j -0.00302435-0.000651798j -0.00155555-0.00302774j -0.000198773-0.000953656j -0.0034681+0.00281048j -0.00155546-0.00149506j -0.00148688-0.00284756j -0.00118265+0.0026615j 0.00165824-0.00235229j -7.71905e-05+9.54716e-05j 0.00152898+0.00137857j -0.00072641-0.000792615j -0.00186796+0.00176703j -0.00182656-0.00244733j 0.000881316-0.00264056j 0.00151884-0.00161527j 0.00310715-0.00321687j 0.000946901+0.000116548j -0.00131926-0.00292574j 0.00052495+0.00340088j -0.00331011-0.000907192j -0.003037+0.00629742j -0.000184888+0.000979992j 0.00251642-0.00164424j 0.00302264-0.00934554j 0.0049214+0.0914558j 0.0612122+0.0214445j 
-0.00193168-0.00495334j 0.000851827-0.00471968j -0.00140754+0.00393796j -0.0042132-0.00183061j -0.00782002-0.00791641j -0.0126727+0.00588776j -0.0133314+0.00868085j 0.0155541-0.00842927j 0.0129156-0.00278938j 0.00846625+0.01215j -0.00683013-0.0154453j 0.0225185-0.00775701j 0.0141193-0.00197675j -0.0140762-0.00305998j -0.00817071-0.0141697j -0.00609102-0.0128348j 0.0146064-0.00238734j 0.00882621+0.0057605j 0.00521195+0.00716881j -0.0196387-0.0172843j -0.00472102-0.00448457j -0.0134813+0.000427709j 0.00386554-0.0100073j 0.00852395+0.0109126j -0.0260209-0.00928933j -0.0158831-0.00723867j 0.00610356-0.00855561j 0.00292117+0.0104635j 0.00381349-0.00238031j 0.000761878-0.00910878j 0.000637469-0.000148392j -0.00376211+0.00793365j 0.00216136-0.0078104j -0.00647288-0.00165937j 0.00733408+0.0321409j 0.0135329+0.00273439j 0.00801475+0.00380813j -0.00352897-0.001647j -0.0056073-0.0295052j -0.000794766-0.00989741j -0.00233053-0.0159983j -0.00274743-0.0185311j 0.00660852-0.0117008j 0.00261054+0.00374841j -0.00555538+0.0260048j 0.0184834-0.0442708j -0.00690384+0.0225145j 0.0118621-0.0155564j -0.00082579-0.0261996j 0.00737554-0.0177523j 0.0027265-0.071231j -0.0104972+0.00712143j -0.019813+0.0537058j 0.00875313+0.0195762j 0.00586664-0.00766386j 0.00450567-0.0296343j -0.00947687+0.0109087j -0.00351455+0.0238967j 0.00558076-0.0167568j 0.00691167-0.0105106j 0.0120383-0.0256112j -0.000628138-0.00244317j 0.00446109+0.00464022j -0.00162643-0.00972937j 0.0036877-0.0282311j -0.000179144-0.000632886j -0.0026502+0.00366393j -0.00221996+0.00406564j 0.00427222-0.0110207j -0.00288485+0.00655995j 0.00043487-0.00148526j -0.00130467+0.00301692j 
-0.00117596+0.000679662j -0.000861535+0.000175767j 0.00130755+0.00347772j 0.00254332+0.00584312j -0.00387825-0.00225771j 0.00585893-0.0119284j -0.00369935+0.00817658j -0.00168315+0.0106173j -0.0241367+0.0111753j 0.0191104+0.0100599j -0.014955-0.00133874j -0.0108799+0.00218442j -0.0254496-0.000460907j -0.00718705+0.0012515j -0.0242871-0.00401106j -0.00368911+0.009101j -0.00777632+0.00252724j 0.0128809+0.00224964j 0.0153376-0.00323346j 0.0336255+0.000931724j -0.00665795+0.000972746j 0.0143767+0.000345451j 0.00313559-0.00285548j 0.00455334-0.00293478j 0.0175679-0.00684708j 0.0115339+0.000450378j 0.0053493-0.000435265j -0.00346375+0.00394198j -0.00551836-0.00708297j 0.00892167+0.00226643j -0.0065971+0.00618835j 0.00524159-0.00242118j -0.00404865+0.00763212j -0.00236533+0.00427678j -0.00203015-0.00904723j -0.0048208-0.00743593j 0.0052361+0.0272161j 0.00794995+0.00338735j 0.00355357-0.00889496j -0.000631089-0.0218269j 0.00294749+0.0262002j 0.00929653-0.0195492j 0.00702521-0.0249168j -0.0105553-0.0550006j -0.00060775+0.0188157j 0.00886931-0.00650239j 0.0039192-0.0333553j 0.0145907+0.00538612j 0.0143047+0.0307899j -0.0051538-0.025697j -0.000486633+0.00275639j 0.0150376-0.042397j -0.00810698+0.0311093j 0.00800176-0.00108299j 0.00465466+0.124702j -0.00188899-0.020249j 0.000543195+0.00729459j -0.00858401+0.0333596j 0.0117735-0.0189447j -0.00138344+0.0688265j 0.00200016-0.0362927j 0.0062977+0.00409688j -0.00245369+0.0219963j -0.00125927+0.00111959j -0.00519788+0.00435906j -0.00149794+0.00943282j -0.00290195+0.00664799j -0.000615544-0.00312223j 0.00161099-0.00299441j 0.00311881+0.00619299j 0.000118416-0.00423476j -0.00302073-0.000139244j 
0.00362497+0.00182971j -0.00153893+0.00232947j 0.0170378+0.000979922j -0.00619844-0.000315679j -0.0159593+0.00356215j 0.00949224+0.00762789j -0.0076515+0.0047971j -0.00270256+0.00413511j 0.0423682+0.00851469j -0.0454527+0.00603812j 0.0200528-0.0121663j -0.00910799+9.69435e-05j -0.0082183-0.00366102j -0.0146469-0.00548533j 0.0102976-0.00216634j 0.00640473+0.00204013j -0.00464123+0.000793809j -0.0424792-0.00744572j -0.0369712-0.00983701j -0.0336378+0.00824648j 0.0192752-0.000990374j -0.00222918+0.00172159j 0.00194048+0.00692369j 0.000661668+0.00166711j 0.00588514+0.00849133j -0.0241587-0.00640289j 0.00335827+0.00216951j 0.00725568+0.00634852j -0.000265415-0.00218606j 0.00393101+0.00110818j 0.00387647+0.00693868j -0.000581815+0.00327431j 0.0024883+0.00915961j 0.00793214-0.00430108j 0.00115597-0.0226433j -0.00123891+0.00318226j -0.00230248+0.0118489j 0.0102302-0.0154386j -0.0100187-0.00126564j 0.01132-0.0174163j -0.0103594-0.017552j -0.0173531-0.00243045j 0.00413869+0.000120825j -0.00742953+2.98086e-05j -0.0052508+0.0225934j -3.95305e-05-0.0686653j 0.00011026-0.0119761j -0.0231852-0.0106025j 0.0192534+0.0164445j 0.0121538+0.0384277j -0.000545901-0.00845686j -0.00281659+0.0372098j 0.000836667-0.00703515j -0.0121629-0.00738982j 0.000494122+0.0107633j -0.0226113+0.0114493j -0.0136037-0.00155498j 0.00973726-0.0066102j 0.00419453+0.0147037j 0.0067019+0.0195608j 0.00698715+0.0084732j 0.00266916+0.0492213j -0.00256404-0.00208772j -0.00171995-0.0315739j -0.00456557+0.0115812j 0.000477909+0.0020452j -2.11104e-05+0.0228005j -0.00072179-0.0142877j -0.00209745+0.0053454j 0.00159755+0.00023623j -2.08883e-05+0.00546653j 0.000453634+0.0010948j 
0.00136923-0.00264521j 0.00205802-0.00155711j -0.00737273-0.00751283j -0.00819814-2.54592e-05j 0.0130167-7.46742e-05j -0.0103475+0.021207j 0.00287924-0.004889j 0.00299211-0.000712781j 0.0113875-0.012406j 0.00362809-0.00858249j -0.0163689-0.0047485j 0.032332+0.00876151j -0.00552773-0.0155422j 0.0433982-0.00507511j -0.000375214-0.00748593j 0.0024931-0.00464362j 0.00458843-0.00657806j 0.00744412+0.000625197j -0.0161367-0.00838099j 0.0098239+0.0038179j -0.0145322-0.0119905j 0.0225065-0.00242404j 0.00132548+0.00289435j -0.00337631-0.00236156j 0.00108565+0.0094171j -0.011702-0.00122763j 0.00631146+0.000537819j 0.00765955-0.00323994j 0.00275539+0.00275613j 0.00633101+0.00130089j 0.000323219-0.00341375j 0.0106693+0.00763941j 0.00952227+0.00376021j -0.00938518-0.0103712j 0.000472829+0.00322452j 0.00886343+0.00164973j -0.0124015-0.019598j -0.0111068-0.00226347j 0.00397433+0.00071093j 0.00132191+0.00274826j -0.00257003-0.016643j -0.00699396-0.0262867j -0.00522674-0.0442472j 0.0205187+0.00102997j 0.0130038+0.00553026j -0.00861664+0.00519191j -0.00279525-0.0734132j 0.00937534-0.0259145j 0.00128914-0.00151176j -0.00551838+0.0133478j 0.0083699-0.0081313j -0.00762182+0.018186j 0.00279844+0.00642626j -0.00276346-0.0181834j 0.00514682+0.0187703j 0.016683-0.0467027j 0.0153423+0.00574881j -0.00243783-0.0242914j -0.01526+0.00832904j -0.00257754+0.0233331j -0.00997676+0.00409331j -0.000738649+0.0186755j -0.00225758-0.0256982j 0.00630139-0.00494549j 0.00655189+0.000586226j 0.00211265-0.000997566j 0.00780425-0.00758872j 0.000576893+0.00653392j -0.00168351-0.000674291j 0.000623058+0.00420101j 0.00166984+0.00530004j -8.08445e-05-0.00879197j 
0.00268289+0.00195088j -0.00634239+0.00275364j 0.00667437-0.0055404j 0.00730408-0.00609898j 0.0254643-0.00763952j -0.00165546+0.0064035j -0.0229611+0.009444j 0.0120767+0.000452727j -0.0183864-0.00606848j -0.00455005-0.0162807j -0.00815867-0.0149577j 0.0183211-0.00462382j 0.00221363+0.0011371j 0.0079353-0.0104896j 0.00971288+0.0133237j -0.0157156+0.0038319j -0.00603542+0.00136814j -0.0168567+0.00275833j 0.00463012-0.00375947j 0.0159223-0.00939282j -0.0103621-0.00480851j -0.000724873-0.00167756j -0.00506456-0.00494936j -0.00162691+0.000369606j 0.0030227-0.00280638j -0.00676462-0.0112856j 0.0057218+0.000189124j 0.0229507+0.00661943j -0.0103478-0.0102993j 0.00741737+0.00501218j 0.0052568+0.00530186j 0.00725916+0.011481j 0.00336882-0.00986866j 0.0115698-0.0114886j 0.0184815+0.0182791j 8.7502e-05+0.00532054j 0.00702069-0.000667493j -0.00564976+0.0111434j 0.0045732+0.0271032j -0.0150548-0.0405385j -0.00450508-0.0304157j -0.00554228-0.0226329j 0.00217267+0.00640321j 0.0040318+0.0346216j 0.0152731-0.032099j 0.0142448+0.0274529j 0.00873587-0.0014726j 0.00465477+0.0161764j -0.00791503+0.0303767j 0.011255-0.0268894j -0.0150742+0.0142901j -0.00101126-0.0285186j -0.00581137+0.00626028j -0.0178699+0.0193354j 0.0054987+0.0359001j 0.0152281-0.00534397j -0.00933572+0.00335686j -0.000728657-0.0166375j -0.0127774-0.0137277j -0.000626191-0.0134498j 0.0121846-0.0410882j 0.00388511-0.0132004j 0.0102635-0.0208457j -0.00823173+0.00107691j 0.0138581-0.0354692j -0.00495823-0.00424221j 0.00320758-0.00127875j 0.00286-0.00890974j -0.00173061-0.00216263j -0.00110371+0.00883851j -0.00103157+0.00915418j 0.00120211+0.000811769j 
0.0010098-0.00216632j 0.00170349-0.000101865j -0.00161176+0.00743374j -0.00341542+0.00435323j -0.00371771-0.0014919j 0.00410473+0.00154349j 0.0198261+0.00713521j -0.00334741-0.00790422j 0.00185662+0.00206037j -0.0289972-0.00228689j 0.0189042+0.00594632j 0.0491745+0.0019169j 0.0132282+0.0043147j -0.026547-0.00563931j 0.0319484+0.00980024j -0.0239743+0.00736607j -0.0192407-0.00119869j 0.0022755+0.00438759j -0.0233165-0.00821052j -0.010827-0.0077221j -0.0336129-0.00278414j -0.027848-0.0119331j -0.0115591-0.00194253j 0.0168517+0.00203825j -0.0130621-0.008346j 0.0104272+0.00180144j 0.00375592+0.00332952j -0.000613215-0.000485253j -0.00755684+0.00179803j 0.00782855-0.00499435j -0.00838264+0.00526958j 0.00490237+0.0018302j -0.00102494+0.0123048j -0.00505129-0.00136312j -0.00176167-0.00506608j -0.00279688+0.00544221j -0.00258929+0.0382346j 0.00145676-0.0032041j -0.00100384-0.0338182j -0.000173084+0.017914j 0.00165868-0.0267286j -0.0104213+0.0379793j 0.0060255+0.0377094j -0.0208566+0.0405118j 0.0179811-0.0171041j -0.0236575-0.0045553j 0.0198066-0.00874802j 0.0100703+0.0789801j -0.00843089+0.0597812j -0.00256342-0.0164929j 0.0133079-0.0561362j 0.012232-0.0106726j -0.00357024+0.0233365j 0.00789511+0.0369385j -0.00838472+0.0402489j 0.0106217+0.00430809j 0.00594578+0.0486117j 0.00015996+0.00574327j 0.013692-0.0149858j 0.00156945+0.00591887j -0.00588874-0.00604514j 0.00752695-0.0011799j -0.00503815+0.0183076j 0.00396555+0.00706514j -0.00531333+0.00868271j 0.0059775+0.00720935j -0.00117765+0.0087381j 0.00111869+0.00402102j -0.00168458-0.00374931j 0.00530648+0.00437746j -0.000471663-0.0017194j -0.00231016-0.00273666j 
0.00442441+0.00026093j 0.00380278+0.000187959j -0.000223467+0.0113749j 0.000142895+0.00279673j -0.00881828+0.0093349j 0.00351175+0.0106925j -0.0269006+0.00858345j 0.0101661-0.00284024j 0.017042+0.0023711j 0.00350088+0.00855537j -0.00107794+0.00507296j 0.0236765-0.000292277j -0.00798744+0.00995979j 0.000370507-0.00997464j -0.00997428+0.0013835j -0.00713705+0.00865564j 0.0175941+0.00460145j -0.00454982+0.00133122j -0.00504477-0.00687316j 0.0101651-0.00546192j -0.00210714-0.00281742j -0.00418908-0.00876974j 0.0125791+0.00518636j -0.00303738-0.000838186j 0.00509004-0.00197428j -0.0155753-0.00304256j 0.00448437-0.00188612j -0.00398596+0.00466691j 0.0180299+0.00642473j -0.0199296-0.00981611j 0.00665915-0.0127756j -0.00580248+0.00460315j 0.00242052-0.0225778j -0.00396894+0.0106382j 0.00216029+0.0160177j 0.005426+0.00897502j 0.0178041-0.0269211j 0.00589464+0.021105j -0.0190628+0.028131j -0.00607149+0.0261425j 0.00208344+0.0221002j -0.00266557-0.0434724j 0.00153413+0.0345573j -0.00277078+0.0234005j -0.0226288-0.000551026j 0.0121347+0.029939j 0.0110533-0.0396177j -0.0253065+0.0505483j 0.00546703+0.0392373j 0.00510774-0.026306j -0.0145833+0.0290721j 0.000588526-0.0189839j -0.0043734+0.0253194j 0.0010718+0.00937568j -0.00488733+0.0366186j -0.0187958-0.0368409j -0.022032+0.00177216j 0.00912735-0.00688214j 0.00668709-0.0318641j -0.003834+0.0034869j 0.00267251+0.00304376j -0.000818245-0.0185394j 0.00208508-0.00227946j -0.00591007-0.00690965j -0.0124779+0.000960063j 0.00127833-0.0203844j -0.00323743-0.002793j -0.00488492-0.00225987j 0.00216615+0.00557722j -0.00107763-0.0180438j 0.000707641-0.000639116j 0.0014546+0.000363113j 
-0.00676403+0.00128852j -0.0012935-0.00285771j 0.0116752-0.0119873j 0.0151401-0.0148212j -0.0116642+0.00296705j -0.00850748-0.0104348j 0.00439752-0.000653984j -0.0309972-0.0101236j 0.0440856+0.00268156j -0.0168598-0.00385885j -0.000625436+0.00299432j 0.0109204-0.00354288j -0.00285322+0.00379307j 0.0220425+0.0115066j 0.0103557+0.00312341j -0.0129666-0.0100641j -0.0118463-0.0145083j -0.00891296-0.0055515j -0.0098385+0.00097903j 0.0092612-0.00351344j 0.0199246+0.00373005j -0.0155685+0.00225369j -0.00514683-0.00549158j -0.0162283-0.00369407j 0.00698371+0.00345036j 0.00805286-0.000562054j -0.011152-0.0103898j 0.00209509+0.00269064j -0.00136177+0.000238941j 0.00809764+0.00610903j -0.00740857+0.0014677j -0.00559307-0.0110968j -0.0129615+0.00980776j 0.0122083+0.00710586j -0.00352798-0.00563597j 0.00359453-0.0177968j -0.0103661-0.0124881j -0.00911719-0.0190064j -0.0108964+0.0313466j 0.000677005+0.0157137j 0.00509046+0.00355511j -0.020687-0.00682909j -0.00257291+0.0755244j 0.0125386-0.0360617j -0.00395715-0.0136382j -0.01106+0.01638j -0.00400636-0.034306j 0.0180141+0.00718649j -0.0109388+0.0464152j 0.00735617-0.0370174j 0.0151647+0.00909976j -0.00163883+0.00563053j -0.00108946+0.0580658j 0.0148932-0.0338207j -0.0109244+0.0524501j -0.00194701-0.00235773j 0.0169318-0.0175319j -0.00248366+0.0196853j 0.00423516-0.000422315j 0.00194436+0.00925613j 0.00286507-0.0199496j -0.00708392+0.00663407j -0.00519897-0.00222126j 0.0057751-0.00626375j 0.00152289+0.00572059j 0.00186833+0.00451534j -0.00231337-0.00329501j 0.000362056+0.00389253j -0.000168134-0.00552302j -0.00153999+0.00309439j -0.00113216-0.00329243j 0.000595769+0.00711462j 
-0.00347432-0.00124597j 0.00175975-0.00633984j -0.0236941+0.00251198j 0.0104531+0.00276689j 0.00884337-0.000499358j -0.000906629+0.00846725j -0.000877768+0.00813874j -0.00368694-0.00308544j -0.00909551+0.00746383j 0.0263934+0.00652518j 0.0104134-0.00202244j 0.00410206+0.000514863j 0.00996482-0.00308138j 0.00122475-0.0132525j 0.0252727+0.0185589j 0.0170098+0.00349963j -0.0113119-0.00689266j -0.0103363-0.0137928j -0.00435635-0.00571398j 0.0125867+0.011453j -0.023168-0.0109697j -0.00181799-0.00586513j 0.0231491+0.00595145j -0.00717657-0.00229957j 0.0106047+0.0104635j -0.0129199-0.0100438j 0.00655828-0.0077137j 0.00250447+0.00983431j 0.00984919+0.00526777j 0.00576484-0.00356536j -0.00542333-0.00157878j 0.0126669+0.00640263j -0.0143632+0.00218703j -0.0122681-0.000668096j 0.0076615+0.0073361j -0.00224097-0.00491427j 0.00723573+0.0144515j 0.00198109-0.00234375j 0.0123566+0.0171989j -0.0148745+0.0198989j -0.00498557-0.00677533j 0.0123356+0.0123938j -0.0141737-0.0240264j -0.0100736+0.0720421j 0.00130943+0.009535j 0.0047187+0.0234683j 0.00116216+0.0192262j 0.00421262-0.0116058j 0.00321037+0.0295242j 0.00480774+0.039585j -0.0127218+0.00985303j -0.00690781+0.0157626j -0.00894033-0.0251814j 0.016188-0.0539635j 0.00809062-0.0121059j -0.00272543+0.00936886j 0.00329135+0.0138681j -0.00566284-0.0184423j 0.00158554-0.0109063j 0.00641308-0.015477j 0.00388567+0.00322985j 0.00116384+0.00466077j 0.00430931-0.0110736j -0.00484246+0.0124538j -0.00319703+0.00368657j -0.00414897+0.00096193j 0.00187106+0.00323374j -0.00337033+0.00994435j 0.00272251-0.00799741j -0.00111082+0.0158525j 0.00101123-0.0041499j -0.00336443-0.00178905j 
0.000266683+0.00094062j -0.000495782-0.00213885j 0.00857938+0.0104505j 0.0119356-0.010861j -0.00161446+0.00581613j 0.0271359+0.00125564j -0.0347825+0.0126378j -0.0362136-0.017153j -0.00114295+0.0126076j -0.0197975-0.00319035j -0.000964012-0.000470267j 0.00163416-0.00302654j -0.00774423+0.00322203j 0.0301194+0.00735897j 0.00450221+0.00909213j -0.0232774+0.00198106j 0.00770673-0.000481913j -0.00848836-0.000553731j -0.00861045-0.00273884j 0.00664535-0.00409826j -0.00141412+0.00532899j -0.00774643-0.000987638j -0.0195893-0.00683516j 0.00187026-0.00332499j 0.00267539-0.00291806j 0.00435832-0.00549594j 0.00192423-0.006522j 0.00929483+0.00729252j -0.00731658+0.00352652j 0.00306589-0.00741286j -0.00491768+0.00110636j -0.00227371+0.00235481j -0.014775-0.000464195j 0.0107626+0.00439326j 0.00713066+0.0179367j -0.0120228+0.0138646j 0.0148253+0.035873j 0.0194537-0.0117216j -0.00343672+0.0105972j 0.00106492-0.0421217j 0.00685725+0.084814j -0.0186858+0.0058519j 0.0144758-0.0723032j -0.00389163+0.0192785j 0.00208481+0.00494572j -0.0225706+0.0233454j 0.0121924+0.0379253j 0.0177129-0.0268355j 0.00538671-0.0619394j 0.00757525-0.00286018j 0.015738+0.0331611j 0.00889118+0.0248961j 0.00368682-0.0312255j 0.0144363-0.00359443j -0.00545562-0.0157535j -0.00792907+0.0233478j 0.00823271-0.00874593j 0.00557018-0.0266817j 0.0168115-0.0227215j 0.00674833-0.0319744j 0.000113485-0.0205227j 0.00142009-0.0148832j -0.00552755+0.00636789j 0.00173112+0.00688068j -0.00871298+0.00458156j 0.00698833-0.00641945j -0.00577575+0.0104078j -0.000794691+0.00359596j -0.00114714-0.0069273j 0.00369344-0.00417903j -0.00195631-0.001219j -0.000732286+0.00529078j 
-0.00257247-0.00185623j 0.00322381+0.00574368j 0.00585263-0.0117635j 0.0162922-0.016106j -0.00607754-0.000820444j -0.0321666-0.0285738j -0.00399678-0.0228077j -0.00707626+0.000393698j 0.0141412-0.00272765j 0.0124353-0.00503501j 0.012256+0.0122132j 0.0147303+0.000126739j 0.0242275+0.0203358j -0.00210631-0.00453358j -0.0197363-0.007816j -0.00236046-0.000550931j 0.0157935+0.0139403j 0.006972+0.00693122j -0.00528017-0.00674195j 0.00156365+0.00495789j 0.0147911+0.00952875j -0.0262858-0.0194718j -0.00969667-0.0019985j -0.0114993+0.0039178j 0.00457431-0.00171088j 0.0135053+0.013026j -0.00963825+0.00937991j 0.00168489+0.000753635j 0.0131264-0.0019743j -0.00488988+0.00403125j -0.0107513+0.00550461j 0.00845416-0.00707538j -0.00215109+0.0108282j 0.00650571+0.00422304j 0.0106071-0.0258735j 0.00223374-0.0298331j -0.00926313+0.00154532j -0.00385897-0.000573577j 8.16132e-05-0.0249287j -0.0166431-0.0522391j -0.0294036+0.021502j 0.000670608+0.00497055j -0.00154046-0.0157637j -0.0113854+0.0178122j 0.0146311-0.021168j 0.0109246-0.00604148j -0.00492895-0.0200561j -0.00522433+0.0300322j -0.0180247-0.0277538j -0.00646218+0.0302779j -0.0310007+0.0174561j -0.0186896+0.00648103j 0.00147139-0.00896451j -0.0037922+0.00704181j 0.00492423+0.00043965j 0.0142853+0.00499738j -0.0136225+0.0291056j 0.00150409-0.0128073j -0.00977747+0.00156319j -0.00483395+0.0117794j 0.00124662+0.00925645j -0.000135093-0.0130175j 0.00831993-0.0130346j -0.00491894-0.000754394j 0.0037944+0.0114202j -0.0046821+0.00882329j 0.00325635-0.0109774j 0.00118725+0.00134381j -0.00199014+0.00732687j -0.00320074+0.0139712j 0.0011657-0.000121972j 0.0023327-0.00385442j 
-0.00264195-0.00801004j -0.00215585+0.00243405j 0.0227937-0.00568964j -0.0279653+0.00461536j -0.00200092-0.0239838j 0.0169317-0.0245439j 0.0211008-0.00189878j -0.0193465+0.00593354j 0.013232+0.00488875j -0.0144596-0.00136215j -0.0291622-0.00498849j -0.0157041+0.00350995j -0.0040358+0.0090826j -0.016949-0.0153474j 0.012906+0.0147054j -0.00736661-0.00526434j -0.00111264-0.00317065j 0.0141527+0.0148495j -0.0131119-0.00500509j 0.0219523+0.0194191j -0.00319159-0.00537874j -0.0121429-0.00473609j 0.0106757+0.0153884j 0.0189179+0.0164994j 0.0107121-0.000527283j 0.0152832+0.00528096j 0.00702752+0.00934515j -0.00551948+0.00270699j -0.0118265-0.00985961j 0.0121969+0.000683191j -0.00168534+0.00272012j -0.0165395+0.00386323j 0.0121802-0.021636j -0.00440373-0.00220426j -0.00589208+0.0379315j -0.0114672-0.030842j -0.0102612+0.0053187j 0.0199896+0.0539027j -0.0276169-0.00494721j 0.00784127-0.0173369j 0.0211811-0.00405989j 0.0174229-0.011819j 0.00208797-0.0105336j 0.0084411+0.057613j 0.0258454+0.0021707j 0.00533577-0.00356991j -0.0236133-0.004375j 0.00369817-0.0111178j -0.0114145+0.0277391j -0.029535+0.0500929j 0.00547948+0.0270344j 0.0083785+0.00243854j 0.0149621-0.013081j -0.00541557-0.00761046j 0.00147937-0.0217932j 0.0103574-0.0484842j 0.00845195-0.00325502j 0.0023861-0.00263829j -0.00575282+0.00387548j -0.00151168+0.00234664j -0.0106035+0.0201675j 0.000594769-0.00186894j -0.00171866-0.0176613j 0.00958074-0.0181329j 0.00415397-0.0183087j 0.00296448-0.00123507j -0.00314492+2.89984e-05j 0.00650244-0.0217475j -0.00187758+0.00303503j -0.000453554-0.00591585j 0.00109039-0.00435295j 0.000336325+0.00209629j 
-0.00248899+0.00431511j -0.00142987-0.000913038j 0.00920649+0.0140568j 0.0171892+0.0211772j -0.0305554+0.0129553j -0.0159+0.0111025j 0.00694006-0.00121456j -0.0248432+0.0192679j 0.0310578+0.00336217j -0.00554228-0.00502429j 0.00661971+0.0150434j 0.0234747+0.0314984j -0.00731285+0.000614739j 0.0118035-0.00257328j 0.0200721-0.00832534j -0.0168142-0.0241238j -0.0204269-0.00600586j -0.00589665-0.0151028j -0.00561969-0.00308989j 0.0107808+0.0050367j -0.00469128-0.010258j 0.00634552-0.00298596j 0.00122576-0.00276289j 0.00621175+0.00270714j -0.0066651+0.00250783j 0.0118244+0.0172173j -0.00204478+0.000735654j -0.00773831-0.00551268j -0.00305994-0.00680871j 0.00623273+0.00595615j -0.0157655-0.00624112j 0.00304205-0.00639654j -0.00551653-0.00154121j 0.000911978+0.00125527j -0.0162063-0.00773611j 0.0125326+0.0176039j -0.0214449-0.00568485j 0.0073537+0.0454435j -0.0181594+0.00405196j -0.0299675-0.0203005j -0.0114411+3.30836e-05j -0.00157626+0.0694431j 0.00674002-0.0227531j -0.00671802+0.036302j 0.0020018+0.0138175j 0.0291935+0.0113139j 0.0192005-0.0536339j 0.0240513-0.0447359j 0.00449213-0.018671j -0.0103284+0.00287885j -0.0161404+0.00940571j -0.00261616+0.0109187j -0.0158901+0.0292916j 0.00864651-0.0136616j 0.0159978-0.036404j 0.00666404-0.0134788j -0.00538032+0.0121156j -0.00974308+0.0185683j -0.010137+0.00717027j -0.00411442+0.00410061j -0.000348202+0.00453826j 0.00216884-0.0151734j 0.00828928-0.0171177j -0.00561295+0.0102442j -0.00349102+0.000536137j -0.00642901+0.0126677j 0.00219059-0.0218696j -0.00299778+0.000255983j 0.00376512-0.00117234j 0.00228656-0.00578471j -0.000584439-0.00543866j -0.00148639-0.00112531j 
