-0.0154068-0.00154814j -0.00103115+0.0177387j 0.00280716-0.0144171j 0.011485-0.00149155j 0.00422356-0.00365844j -0.000613441-0.00641228j -0.00373222-0.00650088j 0.00837991+0.00488917j 3.41023e-05+0.000542843j -0.00828014+0.00450835j -0.00312292+0.00366048j -0.00706264+0.00503973j -0.000682088+0.00229195j -0.00639213+0.00846199j -0.00348068+0.00371065j -0.003245-0.00981377j -0.00156533-0.00345073j -0.0011744-0.0025302j 0.00341364+0.00255227j -0.0099492+0.00287605j 0.00701367-0.00222791j 0.00237129+0.00719814j -0.00233315+0.00245915j 0.0125319+0.00240074j 0.0031104-0.000156543j -0.00592959+0.00349097j -0.00693807-0.00958797j -0.00884088-0.00674537j 0.00547056+0.00596323j -0.00969479+0.0110216j 0.00291249-0.00119861j 0.00231017-0.00139736j -0.00914199+0.00848101j 0.00227542-0.00151563j 0.00536785+0.00050995j -0.00298782+0.00932294j 0.00062336-0.000226699j 0.0030138-0.00467048j -0.000727769-0.0113451j 0.00234185-0.00191154j -0.00512092+0.00401971j -0.00109638+0.000900416j -0.00217387+0.0028272j 0.00160054-0.00392051j -0.000811844+0.00925601j 0.00287074-0.00471565j 0.0082111+0.00944737j -0.00109-0.0107878j -0.0180737+0.00529421j -0.00491099-0.0163436j 0.0136689-0.00839098j -0.00962449-0.0121017j 
-0.00285881-0.00455204j 0.00073837+0.00286686j 0.000838466-0.00827448j 0.00210781+0.00300416j 0.0085618+0.00991836j 0.00186771+0.00339197j 0.000675301-0.00526428j 0.00186516-0.000672767j 0.00369455+0.00691078j 0.00573238+0.0104758j 0.00295676+0.00635845j 0.00300487-0.0164305j -0.000189544+0.0126035j 0.00927629+0.00100951j -0.00601816+0.00591655j 0.00128471+0.00683236j -0.000917184+0.00589839j 0.00151742-0.00307125j -1.60059e-05+0.00787214j -0.00103732-0.00629846j 0.00275508-0.00820014j 0.00115281+0.00545936j -0.00374745-0.00584054j -0.00444779+0.00247216j 0.000656758-0.00208352j 0.000562002+0.00610169j -0.00222055-0.00250682j -0.0102101-0.000913241j -0.00429449-0.00605746j -0.00414728+6.45011e-05j 0.000140941-0.00111884j 0.00920993+0.000931875j 0.00824009-0.00137848j 0.0190392-0.00170328j 0.00439786+0.00113394j 0.000535021-0.00177997j 3.58203e-05-0.0110775j 0.0116122+0.00560777j 0.000557496+0.000316951j 0.00352158-0.000261798j -0.00186762+0.00186826j 0.000691762+0.00730066j 0.0104629+0.0109401j 0.00505251+0.00100147j -0.0017524-0.00730283j 0.00149218-0.0026802j 0.00702405-0.00942763j 0.00410657+0.00180653j 0.00746052-0.00391788j 0.00171413+0.00111134j -0.000570017-0.00102777j 0.000563207-0.000245788j 
5.31551e-05-0.00606999j -0.000156916+0.00391042j -0.00382109-0.000366117j -0.000666248-0.0024858j 0.00793279+0.0059193j 0.00160144+0.0026719j -0.00718116+0.00328875j 0.0013031+0.00974769j 0.00962136+0.00459693j 0.00160945+0.0121599j 0.00436713-0.000318153j -0.00516826+0.000255104j 0.00982552+0.00143123j -0.00139926-0.00161635j 0.00083925-0.000325628j 0.0028198+0.00608616j 0.00210595+0.00227676j -0.000921359-0.00475222j 0.00503148+0.00145794j -0.00345478-0.00818207j -0.00573134-0.000493638j 0.00452699+0.00991968j -0.00451745+0.00115431j 0.00501871+0.00761285j -0.00600723+0.001412j 0.000847133+0.00565526j -0.00289334-0.00516272j -0.00331039+0.000237969j -0.00637511-0.0066624j 0.00723344+0.00266029j 0.00783241+0.00810314j -0.00412287+0.0109126j -0.0161872+0.00183296j -0.0204852+0.0119683j 0.00449264-0.00389614j -0.000222316+0.000875286j -0.00131982-0.00804741j -0.00425583+0.00165699j -0.00103437+0.00464778j 0.00202343-0.00988337j 0.00771649+0.0110689j -0.00660455+0.00507783j -0.024869-0.0102j -0.00449149+0.0051999j 0.00457776-0.0123698j -0.0016432-0.000338723j -0.0029113-0.00966156j 0.00254868-0.00162563j 0.00349557-0.00356234j 0.00260049+0.000859831j -0.0025152-0.000172526j 8.10876e-05+0.000758458j 
-0.00181367+0.0015456j 0.00185121+0.00672079j -1.79125e-05-0.0060515j -0.00196138+0.00147921j 0.0014899+0.00324414j -0.000384294+0.00639094j -0.00281009-0.00888497j 0.00142593+0.0153015j -0.00761003-0.00228351j 0.000801527+0.00669554j 0.00372841+0.0033283j 0.00174594+0.00459166j 0.00340397+0.000468674j -0.0019768+0.00350062j -0.00561776-0.0113045j -0.00102325-0.00188187j 0.00429756+0.00516051j -0.000963085-0.00505838j -0.00338665-0.00502386j 0.00077715-0.00665873j -0.00200093+0.000978173j -0.0015478-0.00867766j -0.00432147-0.00596379j 0.00114734-0.000158427j -0.00275495-0.00746717j 0.00344471+0.00389493j -0.00108819-0.00212875j -0.00522888-0.0032856j 0.00306244-0.0120869j 0.00451508-0.00224655j -0.000891305+0.00831669j 0.00390003+0.005359j 0.00100586-0.00811124j 0.000871685-0.000233219j -6.41597e-05-0.00254124j -0.00338987+0.00784945j -0.00108506+0.00854508j -0.00187793+0.00278649j 0.00325605-0.00684459j -0.00514117+0.00904849j 0.00272472-0.00920274j -0.0021431-0.00399173j 0.00136693-0.00102454j 0.00473542-0.00170529j 0.00688031-0.00857035j 0.000398794-0.0108282j 0.00298743-0.0102349j 0.00319238-0.00149989j 0.00609768-0.00204302j 0.00186567+0.00197291j 0.00500301-0.00229824j 0.00460998-0.000406915j 
0.00117512-0.00229981j 0.00128844-0.00025929j 0.000213111+0.00286879j -0.00432689-0.00299194j -0.000359593+0.00206448j -0.00154678-0.000227719j -0.000817299+0.00268564j 0.00861659+0.0030628j 0.00153333+0.0018092j 0.000754828+0.00360458j -0.000461363+0.00211846j 0.00547101+0.00868009j -0.000100238-0.00961962j -0.00177583+0.000269923j 0.00073955-0.00752268j 0.000628041+0.000934242j 0.00411231-0.00265253j -0.00017442+0.00154695j 0.00125691-0.000470984j -0.00154088-0.00266684j 0.00748582+0.00719318j -0.000727861+0.00637479j 0.00185385+0.00807949j 0.00177977+0.00227792j -0.000925999+0.00576208j -0.000673673+0.000443919j 0.000663015+0.00118644j -0.00519243-0.00697907j -0.00254713-0.00188936j -0.00135475+0.00150832j -0.000627067+0.0255212j 0.00546791+0.0158538j 0.00416458-0.0073678j 0.00998972-0.00579973j -0.00461956-0.0182507j 0.00169598+0.0167104j 0.000753905+0.0218229j 0.00301601-0.00417088j -0.00118447+0.00867874j 9.19834e-05-0.00304013j -0.00566243+0.0104239j 0.00493235+0.00862399j 0.0101519+3.99387e-05j 1.16849e-05+0.0110626j -0.00428004-0.00627838j 0.000253141+0.0036194j 0.00130906-0.00465762j 0.00232808-0.000587057j 0.000283604+5.73278e-05j 0.00056868+0.000162166j -0.00312504+0.000758093j -0.000953351+0.00129815j 
-0.000807783+0.000209683j 0.00108425-0.0045111j -0.00359048-0.00368997j 0.000133974+0.00115195j 0.00562022+0.000881281j -0.00567796-0.000660405j 0.00567783+0.00390523j -0.0108697-0.0104131j 0.00328602+0.00389992j 0.00406279-0.00027328j -0.00304993-0.00363578j -0.00819164-0.0115688j -0.00442192+0.00679931j -0.00171833-0.00680762j 0.00316304+0.0109083j -0.000761168-0.00522828j -0.00378256+0.00392718j -0.00276146+0.0021572j 0.00179583+0.00158053j 0.0043418+0.00893718j 0.000325015+0.00349782j 0.00101576+0.0019651j 0.00378321-0.00604776j -0.00325895-0.00861507j 0.0021343+0.00169351j -0.000883972+0.00188955j -0.000801764-0.000128969j 0.000999117+0.00559567j 0.00061046+0.00825714j -0.00257115-0.00669468j 0.000562049+0.017731j -0.00489639+0.00918811j -0.00304831-0.00100841j -0.00152095+0.00425944j -0.00148573-0.0176976j -0.0007839+0.0128281j 0.00318524+0.0319001j 0.00062437-0.0185108j 0.00109043+0.00825159j -0.00262392-0.00193283j 0.00225464+0.000438749j 0.000802181-0.00404134j -0.00413758+0.00266477j 0.00183983+0.00153656j 0.00292168+0.0052587j 0.00293069+0.00227751j -0.00353352+0.0060073j -0.00694162+0.00342716j 0.00410093+0.000588404j -0.00233364+0.00124311j 0.00422231+0.000631721j 0.000415778-0.000599473j 
0.0086977-0.00692246j 0.00211238+0.000382055j 0.01166+0.00547299j -0.000374432-0.00911802j 0.00337951-0.00333804j 0.00175332+0.0103711j -0.00788149+0.00295534j 0.00823758+0.00696266j 0.0116802+0.00695493j 0.000488427-0.00288663j -0.0128618-0.0153967j 0.00540574-0.00165905j -0.00313019+0.00688693j -0.00182611+0.00934622j 0.00218987+0.00656716j 0.00400392-0.00303964j -0.000918497+0.00301257j -0.000605931+0.00254364j -0.000947305+0.0016115j -0.00641326-0.00148845j 0.00391227-0.0015j 0.000427247+0.00630036j 0.000441222+0.0103938j 0.00754605-0.00301611j -0.00702009-0.00142418j -0.00369207+0.00185706j -0.00142043+0.000419513j -0.0108314-0.00291642j -0.0016595+0.00337776j 0.0067996-0.000594837j -0.0149096-0.00476821j -0.0100569+0.00310013j -0.00167936-0.00183326j 0.00863863-0.00281624j -0.0106646+0.00530472j -0.00539382-0.0040865j -0.000455846-0.0180064j -0.0033345+0.0124844j 0.00245064+0.0030801j -0.0105304-0.00547122j -0.00298681+0.00573022j 0.0112359+0.0061195j 0.00291323-0.000422488j 0.000316009+0.00206262j 0.000845311-0.00490116j 0.00239243-0.000828082j -0.0092463-0.000410425j -0.000511714-0.00250785j 0.0070173-0.000117297j 0.00101703+0.00109945j 7.92211e-05+0.00266452j 0.00067383+0.00120613j 
0.00153512-0.00226731j 5.70414e-05-0.00256652j 0.00247346-0.0105911j 0.0033496+0.00517225j 0.00770519+0.00262286j 0.00157598-0.000878783j 0.00463436+0.00357025j -0.00342962-0.00642287j 0.00409741+0.000626964j -0.00134155+0.00337931j -0.000864906+0.000743955j -0.000507637-0.00961887j -0.00358364+0.00611798j 0.00357799+0.000728814j -0.00143903+0.00801591j 4.71353e-05+0.00313984j -0.00433385+0.00195455j -0.00115402-0.00334183j -0.000163836+0.00360783j 0.00130612+0.00391641j -0.00351382-0.00284721j 0.00112178-0.00401858j -0.000401273-0.00930594j -0.00487244+0.00102948j 0.00289174+0.000770114j -0.000100066+0.00163354j -0.00364341-0.00172705j 0.0013245+0.00512738j 5.91445e-05+0.00501892j -0.00260986-0.00260715j 0.00182353-0.0141431j -0.00266822-0.00619191j -0.00280455+0.00591683j 0.000477048+0.008018j 0.000665851+0.011205j 0.00129357-0.0121334j 0.00238932-0.0203896j 0.00311236+0.0051055j 0.00248572-0.00147407j -0.000402728-0.00273161j 0.00188977-0.00486366j -0.00196632-0.00147761j -0.00599047+0.00586485j 0.000352674-0.00697686j 0.00175074+0.00375644j -0.00109399+4.46294e-05j -0.00182795+0.00320816j -0.00555262+0.00223139j 0.00471971-0.000514351j -0.00146637+0.000619132j 0.00430025-0.00153498j 0.000736942-0.00171854j 
0.00184324-0.00243465j 0.00384954-0.00598032j 0.00164457+0.000676984j 0.0071859+0.00795009j 0.00547191+0.00302997j -0.00701814-0.0016419j 0.00751206+0.00541704j 6.79773e-05-0.0038543j -0.00197235-0.00685791j 0.00296799+0.0169732j -0.00980127-0.00893375j 0.00266524+0.0121171j -0.00230831-0.0147542j -0.00177637+0.000239833j -0.00109232-0.00875241j 0.00103399+0.00112281j -0.000846902-0.00902869j -0.00459161-0.00822442j 0.00288326-0.0061368j 0.00118195+0.0048555j -0.00151336-0.00280159j 0.00026535-0.000860721j -0.00156918-0.0055844j -0.00327098-0.0115774j -0.00265398-0.00332534j -0.000282576-0.00123891j 0.00106284-0.000754526j -0.00465393+0.0122252j -0.000888103+0.00782766j -0.00277882-0.00494155j -0.0101067-0.00192919j -0.0142446-0.00675502j -0.00293353+0.000520647j 0.00231123-0.000220842j -0.00183105+0.00409493j -0.000101766-0.00560343j 0.00392539-0.00417198j 0.00270912-0.00356237j 0.00154531-0.00717991j -0.00341486+0.0019035j -0.00287683-0.0138558j 0.00510081-0.00900005j 0.000334525-0.000114777j 0.00242239-0.00622133j -0.00112003+0.0140269j 0.000630191+0.00132317j -0.0051541+0.00748616j -0.00292079+0.00239819j 0.0058443-0.00395077j -0.000476626-0.00183957j 0.00255731+0.000243223j -0.00248444-0.00373728j 
-0.00867939+0.00316383j 0.0131991-0.00866379j -0.00779808-0.00362706j -0.000858258-0.00184703j 0.00272223-0.0136349j -1.39777e-05-0.00213189j 0.0195517-0.0209393j -0.00712796-0.000363246j -0.0167984-0.00299493j 0.00159644+0.000104561j 0.00125146+0.00926335j -0.00421052+0.000538739j -0.00452263+0.00381051j 0.007616+0.00430252j 0.00496477-0.000171214j 0.0081968+0.00182262j 0.000303295+0.0025296j -0.00313235+0.00276879j -0.000104372+0.00266521j -0.00589571+0.000568145j 0.00145585-0.000449717j -0.000444822+0.0099049j 0.00531007+0.0058117j -0.00573353+0.002131j -0.0105501+0.00323327j 0.00187412-0.000897159j 0.00506411-0.0015298j -0.00201732+0.000479168j 0.00115109-0.00381349j -0.0045112+0.00252074j -0.00421853-0.00105644j -0.0149211+0.00383133j -0.00193119-0.00278314j -0.000802728+0.00213842j -0.00449751+0.00101115j -0.00175606+0.000849644j 0.00697201-0.000522179j -0.00709294+0.00146442j 0.00133881-5.23593e-05j -0.00187576+0.00170777j 0.00112205+0.00259291j 0.00520656+0.00259365j -0.00559511-0.00146754j 0.00488998+0.000789441j 0.00250475-0.00497896j 0.00219662-0.0020474j 0.00329693-0.00570992j -7.83997e-05-0.00617632j -0.000845714+0.00289714j -0.00425671+0.000151044j 0.00352122+0.00322936j -0.00384945+4.71736e-05j 
-0.00606844+0.00772268j -0.00266579-0.00549259j 0.00543081+0.0116572j -0.007724+0.00704591j -0.0113029+0.0007198j -0.00163517-0.0080329j 0.00311045-0.0168021j -0.00109274-0.000363174j 0.000127487+0.0138238j 0.00884546-0.00494868j 0.0032416-0.0158766j -0.00451301-0.00393689j -0.00480499+0.00198984j 0.00778358-0.0034936j 0.00508797+0.00501764j 4.91006e-05-0.00125812j -0.00441202+0.00400102j 0.00146126+0.00294794j 0.00123437-0.000562329j 0.0060349+0.000810534j -0.00120576-0.00128914j 0.00226177+0.00578453j 0.00280738+0.00540125j -1.09286e-05-0.00523832j 0.00340204+0.00570772j -0.00155092-0.000534683j -0.00292111+0.0014251j 0.00432805+0.00173968j 0.00202856+0.00213498j 0.00230324+0.000597721j 0.000511008-0.000376105j 0.00270553-0.00496778j -0.000214156+0.00736062j -0.00292937-0.000454786j 4.30124e-05+0.00151218j 0.00215426-0.00147681j -0.00269605-0.00515116j 0.00369402+0.00171716j 0.000521838+0.00239651j -0.00160899-0.00225831j 0.00434445+0.00462552j -0.00279485+0.00210838j -0.00147888-9.5481e-05j 0.00108081+0.000326648j -0.000765087-0.00135313j 0.00238343-0.000232487j 0.00358351+0.00189546j -0.00297209+0.00050716j -0.00775486+0.000231372j -0.00240813+0.00104144j -0.000329851+0.00251633j 0.00270384+0.00284878j 
0.00257718-0.00225723j -0.00029342-0.00154756j -0.00285882+0.00266282j -0.00218363-0.0025066j -0.00308295-0.0124356j 0.00630064+0.000910092j -0.00903506+0.00344009j -0.00225816-0.00935115j 0.00193178-0.0178152j -0.0064359-0.0132711j 0.00125231+0.00331401j -0.000494968-0.00482347j 0.0031954+0.00531981j -0.00502509-9.30976e-06j -0.0022751+0.0037319j -0.00354022-0.0113848j 0.00252277-0.00144872j 0.00283808+0.00627036j 0.000840218-0.00161652j -0.00871103+0.00967452j 0.00271853-0.00094776j -0.00472581-0.0109767j -0.00299242-0.00217173j 0.00584695-0.00630717j -0.00144085-0.00405131j 0.00172069-0.00354352j -0.000321786+0.00585566j 0.00104473+0.00305409j -0.00204443-0.00212327j 0.00323826-0.00496715j 0.00100749-0.00702172j 0.00411376-0.00808519j -0.00133187-0.00392736j -0.0025671+0.000501945j 4.56363e-05-0.000407288j -0.000532179+0.00421004j -0.0039121+0.0179382j -0.00265833-0.00649408j -0.00213219-0.00396723j 0.00219806+0.00975314j 0.00147222-0.00937469j 0.00101942-0.00797807j -2.09306e-05+0.00117059j -0.00275376-0.00629764j -0.0051105+0.00389446j -0.00511091-0.00201724j -0.00874905+0.00711954j -0.00190556-0.00525018j -0.00249113+0.000854653j 0.000506802-0.00256097j -0.000860079-0.000280766j 0.000344974-0.00080429j 
-0.00353182+0.00872145j -0.0050655+0.00468906j -0.00349351+0.00348183j 0.00491097+0.00367504j -0.00817419-0.00312978j 9.6515e-05+0.00313052j -0.0133706-0.00560228j 0.00357607+0.00475413j -0.00687143+0.00215572j -0.000269193-0.0079804j 0.00567329+0.00165392j -0.00246381+0.0130577j 0.00233113-0.00259202j 0.000887708-1.81812e-06j -0.0046442-0.0100186j -5.09751e-05-0.000382776j 0.000998549-0.0051455j -0.00404554+0.000261912j 0.000441596-0.00331521j -1.08054e-05-0.00242362j -0.00375001-0.00609412j -0.000791483-0.00801226j 0.000953725-0.00609951j -0.00133979+0.00452469j -0.000528766-0.00411691j -0.00014396-0.000932696j -0.000439901-0.000850151j 0.00211741+0.00195745j 0.00522372-0.00430762j 0.00222751+0.00290092j -0.0102158-0.0124334j -0.00753115-0.0089734j -0.0012903+5.27937e-05j -0.00202411-0.00431426j -0.00187721+0.00970801j 0.000726122-0.00817935j 0.00758288-0.0167136j -0.0013293+0.00620534j 0.00149459-0.00947579j -0.00313405+0.00345497j 0.00113251-0.00892139j 0.0032038-0.00326089j 0.00202259-0.00466381j 0.00386613-0.00546502j -0.00382185+0.000309607j -0.00332621-0.00414023j 0.000390286-0.00390988j 0.00303229-0.000897969j -0.004606+0.000260783j 0.00128573-0.000206263j 0.00121252-0.00266704j 0.00145681-0.000333975j 
0.0051165-0.00346448j 0.00393463-0.0113041j 0.00835391+0.00270225j -0.00694499+0.00342723j 0.000782436-0.00252637j 0.00282526-0.00243574j 0.0170067-0.00319044j -0.0028401+0.00484475j 0.00430465-0.0135376j -0.0103044+0.00786184j -0.00433724+0.000691738j 0.00385366+0.00427188j 0.00576271-0.00350696j -6.78131e-05+0.00769893j 0.00348254-0.00510592j 0.000729153+0.00111584j 0.00055524-0.00361719j 0.00630057+0.000387473j -0.000542695-0.00597521j 0.000313878-0.000133453j -0.000948858-0.00489954j 0.00159186-0.00173718j -0.00161421-0.00127067j 0.00100286-0.00263427j 0.000291189+0.000558401j 0.00233882-0.0023686j 0.000467807-0.0010715j 0.000639044+0.00647288j -0.00170594+1.7821e-05j -0.0039915-0.000322091j 0.0185329-0.00347785j 0.0194517-0.0013944j 0.0023647-0.00241063j -0.00245869-0.00470815j 0.00454553+0.00563303j 1.75491e-05-0.00390423j -0.0144481-0.0098454j -0.00371614+0.00659938j 0.00232011-0.0062188j 0.00611214+0.00235971j 0.00224167-0.00769648j -0.00106919-0.00480481j 0.00507056-0.00230437j -0.00294106-0.00296846j 0.00514596+0.00371987j 0.00039317-0.00356455j 0.0011187+0.00197927j -0.0037306-0.000130701j 0.00560014-0.00237956j -0.0017549+0.00141452j 0.00396327+0.00231297j 0.00090942+0.000312001j 
-0.000267461+0.00477247j 0.013839+0.00895637j 0.00158476+0.00470236j -0.00331079-0.00840829j 0.00570974-0.00468051j 0.00749704+0.00495381j 0.0139402+0.00535588j -0.000143779+0.00475531j 9.87127e-05-0.00550394j 0.00119979-0.0103951j -0.00522168-0.00417951j -0.00489336-0.00315081j 0.000507101+0.00599728j -0.00100604+0.00857903j -0.000220491+0.00615083j -0.000257467+0.000482507j -0.000243054+0.00319286j 0.00344612+0.00388669j -0.00117009+0.000330845j -0.00520976-0.00417195j 0.00236955-0.00239766j -0.00150623-0.00227223j -0.0021948+0.00926047j 0.00459727-0.000883049j -0.00378312-0.00503363j 0.00144417+0.0024036j 0.00339185+0.00227844j -0.000918928-0.00497136j 0.00137961-0.00049593j 0.00470981+0.000777521j 0.0054989-0.00948572j 0.00306771-0.00638246j 0.00648034+0.00368596j -0.00244361-0.00105728j -0.00097683+0.00887703j -0.00115453-0.00363006j -0.00213777+0.000738356j -0.00626165+0.00212669j 0.00102045+0.000483913j -0.00511515+0.00213457j 0.00223984+0.0076861j -0.00334586+0.000289875j -0.000644126-0.000885778j -0.00184478+0.00617678j 0.00205155-0.00702465j 0.0010899+0.00283667j 0.000523294-0.00262889j 0.0063665-0.00344883j -0.00388018+0.000706108j 0.00174588-0.00248663j -0.0028852+0.000125562j -0.00196377-0.00159648j 
-0.000893747+0.0159447j 0.0201918+0.00380752j 0.00207187-0.00613355j -0.00528581+0.000492359j 0.00165322+0.00428023j 0.00552989+0.00149502j 0.0174259+0.0152565j 0.00734646+0.000263879j -0.0043813+0.00770145j 0.00177822+0.00126475j -3.14603e-05+0.0024556j -0.00449151+5.40632e-06j 0.00110666-0.00441048j 0.00135388-0.00765266j 0.000703342-0.00202542j -0.00317801-0.00324085j -0.00144732-0.00320126j 0.000301302-0.00652047j 0.000309667-6.14594e-05j 0.00224218+6.09415e-05j 0.000942351+0.00173079j -0.00569992-0.00437735j -0.00145326-0.002226j 0.000611648-0.00398171j -0.000987141+0.00122311j 0.00181592+0.00449419j -0.00205184-0.00172593j 0.00220216+0.00221997j 0.00535046+0.00985694j -0.00373858-0.00667136j 0.00217442-0.000215004j 0.0022176-0.00622569j 0.000443421+0.000788012j -0.00190468-0.00205541j 0.00114126-0.00132395j 0.00139613+0.00424427j -3.83047e-05+0.0126922j 0.00300825+0.00342407j 0.00155255+0.00179212j -0.000519832-0.00192812j 0.000665603-0.00102174j -0.00312396-0.00218139j 0.00106896-0.00142606j 0.00258272+0.0019117j 0.000142927-0.00288504j -0.00471222+0.00511329j -0.0012557+0.00100943j -0.00419659+0.00200544j 0.00284015-0.00201841j -0.00142831-0.000593568j 0.00665895-0.00873587j -0.00182572-0.00478537j 
0.0117958+0.00781733j -0.000935216-0.00684077j -0.00322709-0.00696957j 0.00801492-0.000864766j 0.00468253+0.00181046j -0.00153269+0.00787045j -0.00759085-0.0044051j 0.0056271+0.00546056j 0.00480864+0.0104812j -0.00405178+0.000417001j 0.00307985+0.0041348j 0.00200239+0.00314155j 0.000412041+0.00156515j 0.000938658-0.0106886j -0.0032373-0.00510495j 0.000919075-0.00697297j 0.00171968+0.000172007j -0.00101724-0.00461589j -0.000823089+0.00255115j -4.55696e-05-0.00316035j 0.00105575+0.00165326j -0.00392154-0.00294316j 0.000222572-0.0020633j 0.00236953+0.00113937j 0.000494739-0.0069731j 0.00173572-0.000762025j -0.00405281-0.00459344j 0.00171428-0.0027448j 0.00335182+0.00117236j -0.00380101+0.00214175j 0.000581873-0.00967586j -0.0005158+0.00173852j -0.00178118+0.00206393j 0.00400388+0.00270298j 0.00128349+0.016387j -0.00230308-0.00474849j -0.00258978+0.00855729j -0.00157188-0.00274825j 0.000849189-0.00537927j -0.00170632+0.0118025j -0.002259+0.00576197j 0.00303162-0.00752066j -0.00274867+0.00334277j -0.000422648+0.00623475j -0.00121161-0.00568541j -0.00590594+0.00168936j -0.00585674-0.0063472j -0.00164528+0.00213163j 0.00489502-0.00101518j 0.000929671+0.00334486j 0.00435461-0.00902374j -0.00118426-0.000295846j 
-0.0117554-0.000943038j 0.00257164+0.00632745j 0.00265711+0.00243125j -0.0056572-0.00121701j -0.00449909-0.00175366j 0.00192536-0.000529285j 0.00549322+0.00651359j 0.00070323-0.00025028j -0.00619972-0.00124509j 0.00586666+0.00276972j -0.00147289+0.000903719j -0.00145617-0.000890385j -0.000457539-0.00125999j 0.00193648+0.00331807j 0.00403+0.00118946j -0.00206842+0.000459465j -0.0031652-0.00153105j -0.00136243-2.18818e-05j -0.000892053-0.00178268j 0.00211031+0.00232399j -0.00097675-0.00122513j 0.000492316-0.000729791j -0.00195417-0.0015088j -0.00192907-0.00127326j 0.00129283+0.00555226j -0.00276482+0.00217904j -0.00104552+0.00150389j -0.00112351+0.00447183j 0.00141898+0.00429757j 0.000129765-0.00405669j -0.0022625+0.00456998j -0.000165748-0.00195875j -0.00387529-0.00173493j -0.000827012-0.00169937j -0.00163873-0.0126344j -2.96808e-05+0.00589793j 0.00111471-0.00901357j -0.000289603+0.00886558j 0.000829974+0.00319117j -0.000669282-0.0100538j -0.000662244-0.00885737j 0.00118704+0.00267103j 0.00127398-0.000666201j 0.00167918-0.0135318j 0.0026798+0.00230084j 0.000177459-0.0055016j 0.00252407+0.00811803j -0.000712457+0.000581878j -0.000719558-0.003605j -0.000794498-0.00141447j 0.00314175+0.00149379j 0.00074101-0.00170668j 
-0.0161075-0.00834267j -0.00177432+0.00593967j 0.00653122+0.00623914j -0.005208+0.0040058j -0.00833754-0.00180544j -0.000860072-0.00279302j 0.00829655+0.00638536j -0.00338403-0.00183643j -0.00482625-0.00434195j 0.0106057+0.0124177j -0.00337648-0.00453902j 0.000957442-0.00321j 0.00370199-0.00488299j 0.00469311+0.00219089j 0.000211512+0.000162718j -0.00306534+0.00171581j -0.00272643-0.00463739j 0.000907185-0.00440966j 0.00142681-0.000370957j 0.00572377+0.00314969j 0.00140446-0.00639398j 0.000468223+0.00575445j 0.000761054+0.00489444j 0.000756502-0.00794706j -0.00324729+0.000259969j -0.00107594+0.00236366j 0.00101749+0.000354495j 0.00214181+0.00646059j -0.000780361+0.00546858j 0.00176855+0.000529762j -0.00301679-0.00169483j 0.00193244-0.00142109j -0.00231743+0.0113509j 0.00112674-0.00828198j 0.00208768+0.0219628j -0.000457879-0.00637277j 0.0028131+0.00356372j -0.00147194-0.0027686j 0.000424178-0.00315529j -0.00101508+0.00986j -0.00147043+0.0149972j 0.00232975-0.0106947j 0.000110614-0.00216697j 0.00159884+0.0169716j 0.00267474+0.000254624j 0.00163171+0.00692598j 0.00474126+0.00323272j -0.00255201+0.00366387j 0.00100883-0.0046328j -0.00153934-0.000424095j 0.00290654+0.00464676j 0.00152512-0.00107521j 
-0.005616-0.00208914j -0.002845+0.00218722j -0.000843263-0.00263495j 0.000603708+0.000338616j -0.00245542-0.00341711j -0.00162854-0.0013713j -0.00105171+0.000737234j 0.00263299+0.00142559j -0.00484171-0.00628508j 0.000896438+0.000248391j -0.00173129+0.00577813j 0.000287793+0.00491773j -0.000622811-0.00365351j -0.00114358+0.000305735j 0.00197118-0.00464483j -0.00069123-0.00283583j 0.00133255+0.000515488j -0.00328775+0.00146949j -0.00141975-0.00113481j 0.00162768+0.00309846j 0.000384999+0.00670659j 0.00161553-0.00467768j 0.000391225-0.00085157j 0.000711436-0.00241914j 0.000800262+0.0026619j 0.000834303+0.000113157j -0.00161266+0.00125097j 0.00494016-0.00521062j -0.000544149-0.00150856j -0.00163644-0.00638061j -0.00354519-0.00573006j -0.000315327+0.011777j 0.0046417+0.0165497j 0.0143484+0.0266633j -0.000411007-0.00102157j -0.00203074+0.00240292j 0.00118562+0.00616787j -0.00278311+0.006796j 0.000918257-0.00116656j -0.00375225+0.00511087j 0.00181759-0.00907135j -0.00355176+0.00410341j -0.0106556+0.0282622j -0.00126252+0.00509705j -0.00219915-0.00633711j -0.00117778+0.000548681j 0.0024841+0.00401695j -0.00171955+0.00190274j -0.000903847+0.00204543j -0.000222993-5.74952e-06j 0.0020096+0.000136604j 0.000274746-0.000544312j 
