-0.0154068-0.00154814j -0.00103115+0.0177387j 0.00280716-0.0144171j 0.011485-0.00149155j 0.00422356-0.00365844j -0.000613441-0.00641228j -0.00373222-0.00650088j 0.00837991+0.00488917j 3.41023e-05+0.000542843j -0.00828014+0.00450835j -0.00312292+0.00366048j -0.00706264+0.00503973j -0.000682088+0.00229195j -0.00639213+0.00846199j -0.00348068+0.00371065j -0.003245-0.00981377j -0.00156533-0.00345073j -0.0011744-0.0025302j 0.00341364+0.00255227j -0.0099492+0.00287605j 0.00701367-0.00222791j 0.00237129+0.00719814j -0.00233315+0.00245915j 0.0125319+0.00240074j 0.0031104-0.000156543j -0.00592959+0.00349097j -0.00693807-0.00958797j -0.00884088-0.00674537j 0.00547056+0.00596323j -0.00969479+0.0110216j 0.00291249-0.00119861j 0.00231017-0.00139736j -0.00914199+0.00848101j 0.00227542-0.00151563j 0.00536785+0.00050995j -0.00298782+0.00932294j 0.00062336-0.000226699j 0.0030138-0.00467048j -0.000727769-0.0113451j 0.00234185-0.00191154j -0.00512092+0.00401971j -0.00109638+0.000900416j -0.00217387+0.0028272j 0.00160054-0.00392051j -0.000811844+0.00925601j 0.00287074-0.00471565j 0.0082111+0.00944737j -0.00109-0.0107878j -0.0180737+0.00529421j -0.00491099-0.0163436j 0.0136689-0.00839098j -0.00962449-0.0121017j 
0.000115767+0.0015333j -0.00233562+0.00521909j -0.00240345-0.000786689j -0.000679008+0.00137554j 0.00356744+0.00486041j 0.00272429+0.000541349j 0.000559362+0.00390053j 0.0068978+0.00595483j 0.00181427+0.00846852j 0.00179973-0.00064108j -0.00221424-0.000816988j 0.00125495-0.00455965j -0.00352075-0.00193104j -0.00170379-0.0028603j 0.00316056-0.00385791j -0.00205155-0.00116632j -0.00756042+0.00355591j -0.0025939-0.00199515j 0.00279348-0.00451192j 0.000764043+0.00578796j -5.48166e-05-0.00351995j 0.00252519-0.00282264j -0.00114828-0.0033313j -0.000464708-0.000420302j -0.00167262-0.000238563j 0.00462204-0.00456801j -0.00328049+0.00404508j -0.00319757+0.000390777j -0.00288805+0.00351964j 0.00638366+0.00380074j -0.00465635+0.00149231j -0.00707193+0.00357191j 0.00685869+0.000685991j -0.000690075-0.00108527j 0.0105888-0.00474838j 0.0314705-0.0111684j -0.0116959+0.00441826j -0.0109616+0.00359983j 0.0224883+0.0139975j 0.00801978+0.010588j -0.0146084-0.0101078j -0.00122872+0.00129485j -0.00295929-0.00601789j 0.00331628-0.000246618j -0.00233592-0.00557815j 0.00432864+0.00520111j -0.000849497-0.0019165j 0.00322332+0.000258086j 0.000288017-0.00181413j 0.000371663+0.000618627j 0.00891102+0.00144413j -0.000722928-0.00127043j 
-0.00168556-0.00246156j 0.0012588-0.008353j 0.00433167+0.000613236j 0.00163116-0.00287151j -0.00153163-0.00636501j -0.00483511-0.000574506j -0.00299879-0.00547695j -0.00537784-0.00824898j -0.0060553-0.0120056j -0.00303706+0.000617563j 0.00266724+0.00123474j 4.93029e-05+0.0066154j -0.00340393+0.00165987j 0.000768952+0.00378948j -0.00528663+0.00627834j 0.00593051+0.00247591j 0.0067692-0.00424837j 0.000650717+0.00360719j -0.00123202+0.00698262j 0.000523869-0.00834606j -0.00420703+0.0042373j -0.000160803+0.00408438j 0.00120575+0.00494194j 0.00119001+0.000716816j -0.00083489-0.000113795j -0.00424179+0.00605917j 0.00478175-0.00528561j -0.000770733-0.00134842j 0.00992971-0.00485415j -0.000929337-0.00578739j -0.00758896+0.000987189j 0.00812461-0.00261293j -0.0115528-0.00113733j 0.00409376+0.00167663j 0.00925321+0.00391501j 0.0152715+0.019924j -0.00900783-0.00518097j -0.00706703-0.00610599j 0.0198148-0.0211091j 0.00172333-0.015813j -0.00995963+0.0118296j -0.00401889-0.00268248j -0.00247808+0.006572j 0.00849925+0.00530333j 0.000886985+0.00717385j -0.000489429-0.0066081j -0.00372392+0.00143454j -0.00100184-6.62338e-05j -0.000529441+0.00218706j 0.00106901-0.000508424j -0.0148115-0.00166294j 0.00216376+0.00211832j 
0.00208956+0.00748297j 0.00201146-0.0071334j 0.000276635+0.00440491j 0.00498297-0.000480748j 0.00117423+0.00475055j 0.00343289+0.00806886j 0.00269162+0.00584397j 0.000647511+0.0070108j -0.00563266-0.00465433j 0.00110734-0.000724205j -0.00239399-0.00904492j -0.00589691-0.0217238j -0.00347535-0.00725235j 0.000668606-0.00905923j -0.000313715-0.0197956j 0.00523828+0.0127077j -0.00306115+0.00692794j 0.00419423+0.0134867j 0.000408667-0.0015744j 0.00476081+0.0209889j 0.00158508-0.00776481j 0.000630406-0.00230006j -0.00110039+0.00467466j 0.000678985+0.0100854j -2.29876e-05+0.00260223j -0.000395072-0.013016j -0.00214587-0.0155052j -0.00081755-0.0108255j -0.00310137+0.00478187j 0.0059338-0.00210971j -0.00122999-0.0038085j -4.18245e-05+0.000518741j 0.00300175-0.00510575j -0.00150547+0.0041379j -0.00107697+0.00593571j 0.00043266+0.0208212j 0.00298906-0.0040096j 0.00373325-0.00746581j -2.19749e-05-0.0296653j -0.00219881-0.00551473j -0.00126361+0.0123879j -0.00546464+0.00498198j 0.000459084+0.00266859j -0.00179021-0.0025351j 0.000289715+0.00101775j 0.00361745-0.00836976j -0.0031847+0.00543804j -6.66073e-05-0.00227837j 0.000212333+0.00179689j -0.000623453-0.00278156j -0.00313416-0.00432143j -0.00439084+0.000440738j 
0.00357829+0.00306864j 0.00431052+0.0154559j 0.0105245+0.00377677j -0.00637714+0.0023382j -0.00122982-0.00289975j -0.00312491-0.00591134j -0.0012275+0.00111092j -0.00221547+0.0141892j 0.00462326+0.00956208j 0.000273738-0.000584507j 0.000438225-0.000684895j 0.00288868-0.0137924j 0.00176812-0.00876192j -0.00483978+0.000214475j -0.00462472-0.013456j -0.00257006-0.0222892j -0.00210865+0.00893033j 0.00270787-0.00936707j 0.00455424+0.00376263j 0.00793287+0.000589139j 0.00191514-0.00698095j 0.00204147-0.00305773j 0.00554058-0.0138458j -0.00296911-0.000579935j -0.00976702+0.0038711j 0.00246375+0.0037253j 0.0019756+0.010579j 0.000174237+0.00891563j -0.0035949+0.000213452j 0.00262852-0.0137152j -0.00330809+0.00271791j 0.00242716-0.0022914j -0.00458746-0.0053846j 0.000526541+0.00299061j -0.00175968+0.00518436j -0.00010958+0.0120099j 0.00230888-0.00710206j 0.00396302-0.0111792j 0.00176369-0.0113636j -0.00287931-0.0122067j 0.000700768+0.00721693j -0.00461436+0.00761253j 0.00261647+0.00453503j -0.00193682+0.00368528j 0.00157007+0.00452638j -0.00132758+0.0110462j -0.000730263-0.00744305j -0.0052139+0.000246987j 1.70943e-05+0.00838064j -3.12234e-05+0.00355522j 0.000597531-0.00320071j 0.00498112+0.000794868j 
0.00755885-0.00480851j 0.00028108+0.00217716j -0.00159096-0.00277608j -0.00519373-0.00454775j 0.00156395+0.00883295j 0.00623938-0.00669275j -0.00180839-0.0119979j -0.00583412-0.000838503j -0.00323544-0.0137389j 0.00333286+0.00607606j 0.000338005+0.00424545j 0.00638901+0.0101778j 0.00593575+0.00107566j -0.000329008+0.00490917j -0.00764124+0.00876435j -0.00430422-0.013014j -0.000727743-0.00420755j -0.00122435+0.00609888j 0.00561926+0.00363819j 0.0131016+0.0152261j 0.00342962-0.0101537j 0.00176496+0.00623861j -0.00154541-0.00235518j 0.00193338+0.00478399j -0.0101454+0.00304671j 0.00835699+0.00303392j 0.000346576-0.00661544j 0.00663893+0.000733645j -0.00305373-0.00544055j -0.00262503+0.0095184j 0.00384163-0.0016925j -0.00779212+0.00413741j 0.0103419+0.00467896j -0.00320357-0.00103597j -0.00526448-0.00343561j 0.0034283+0.00705369j -0.00345804-0.00279644j -0.000158932-0.00168121j -0.000537025-0.00666525j 0.00227595-0.00300267j 0.00410905+0.00858428j 0.0117777+0.00923154j -0.000276165+0.000897966j -0.00528081+0.00499474j -0.006193+0.000618879j 0.010206-0.00335292j 0.00561098+0.00101955j 0.00714252-0.003649j 0.00273703+0.00186771j 0.000687384-0.00328101j 0.008271-0.0113545j -0.00824636+0.0039145j 
-0.00581788-0.0118391j 0.00313402+0.00522034j -0.00352709+0.00965804j 0.0079657+0.000389184j -0.00701655+0.000284304j 0.00239771-0.00392288j 0.0039666-0.00765456j 0.00439801+0.00127701j 0.00635194+0.00728078j 0.00519568-0.000970322j 0.00131768+0.0134591j -0.00530203+0.00218967j -0.00589206+0.00258485j -0.000666443+0.00382596j 0.00615478-0.00065681j 0.00678107-0.00262927j 0.0012969-0.000458498j 0.00319821-0.00370525j -0.00216282-0.0115781j -0.00406227+0.0134418j -0.00237184-0.00971361j -0.00363767+0.00560237j 0.00299666+0.00520212j -0.00326221-0.00143558j 0.00213053+0.00755789j 0.00508888-0.00272015j 0.000874551+0.0122944j -0.000903068-0.00691596j -0.00124784+0.00286031j 0.000632267+0.0159298j -0.00289019-0.00204619j 0.00557152+0.00187193j -0.0103749+0.00546866j 0.00346627-0.000248984j 0.00250476-0.00440994j -0.0019995-0.00373057j 0.00124687+0.00179769j -0.000618279-0.00121673j -0.000725317+0.000872111j 0.00182817+0.00870428j -0.00558648-0.00252864j 0.0011551+0.00245722j -0.000263947-0.00391423j -0.000473437-0.00424301j -0.000225834-0.00202992j -0.0100105-0.00683487j -0.00684648-0.00545431j -0.00968764-0.00201526j -0.000184618+0.0186779j -0.00196297-0.00107996j -0.00909013-0.00057295j 0.0106598-0.00674901j 
0.00205431+0.00873923j -0.000643261-0.000549379j 0.000190277+0.013117j 0.00663297-0.0141817j -0.00476408+0.00792244j 0.00746945+0.0040562j 0.00566538-0.00824944j 0.0021113-0.0157037j 0.0061468-0.000103588j -0.00276384+0.00040557j 0.00505316+0.00348502j 0.000133439+0.0100359j 0.000493371+0.00760176j 0.00202813+0.00320981j 0.00252851-0.0125182j 0.00619568-0.00106783j 0.00203162+0.00249156j -0.00446649-0.00281208j 0.00178455+0.0042084j -0.00500016+0.0183393j 0.00465557+0.00359878j 0.00580274+0.00107871j 0.0107464+0.00521455j -0.000764924+0.000779612j 0.003144-0.0071714j -0.00942899+0.0139093j -0.0123146+0.0141167j -0.0109829+0.00753208j 0.00203003+0.00205466j 0.0139985+0.00277338j -0.00205019-0.00141655j 0.000311207+0.00112286j 0.00809992+0.000892147j -0.00215094-0.00144745j -0.00148354-0.0038693j 0.00159232+0.00141371j 0.00582349-0.000406745j 0.000550219+0.00121948j -0.00052475-0.00019823j 0.00605905-0.00441195j -0.00616245+0.000476626j -0.00843106-0.000731067j -0.00158413+0.000177028j -0.00877214+0.0017254j 0.00644081+0.00337913j -0.00484702+0.00831688j 0.00617297+0.000269542j -0.00311762-0.0034318j 0.00190395+0.00629566j -0.005702+0.000622081j 0.00223769-0.0025118j -0.00420706+0.00239358j 
-0.00804291+0.00293168j 0.000645088-0.00469799j -0.00321722+0.00578408j 0.00386097-0.0088768j -0.00774338+0.00907841j -0.00138329-0.00293076j 0.00209364-0.000286456j -0.00113435+0.000672203j 0.0104837-0.00428625j -0.00464801-0.00511235j -0.0001141+0.00620506j 0.00191505+0.00741294j 0.00127677-0.00745913j 0.000423083-0.00295812j -0.0163787+0.00804098j 0.00681502+0.00519898j 0.00680858+0.0062119j -0.00159864+0.00401771j 0.00624347+0.00109512j 0.0126983-0.00124308j -0.00064278-0.00683918j 0.00704491+0.0041716j 0.000159984+0.00242699j 0.00721191-0.00290926j -0.0154784-0.00693293j 0.00142059-0.00127586j 0.00472426-0.00932024j 0.00912048+0.00303637j 0.0016471+0.000446428j -0.000732451-0.00193304j -0.00383129-0.00238764j 0.00460132+0.0144663j -0.00029052+0.00615497j -0.000185563-0.00178411j -0.00459229-0.00222036j 0.000223165+0.0206291j 0.00453291+0.00259398j 0.00369856-0.00412726j 0.00555811+0.00782155j -0.00502105-0.00129139j 0.00135734-0.0104513j 0.00153811-0.00224464j 0.0092381-0.00734269j -0.00476861+0.00727948j -0.00125511+0.00328589j -0.00691866+0.00771484j 0.00413174-0.00525387j -0.00652257+0.00682825j 0.00519892-0.00228758j -0.000356474-0.00053916j 0.00107811+0.00888086j 0.00388344-0.00834988j 
0.00369993+0.0037563j -0.000239594-0.000513357j 0.000444715+0.00957591j -0.0111659-0.00616143j 0.00343513+0.00496404j -0.00718029-0.00771553j 0.00480502-0.00527866j 0.00470481+0.00743437j -0.00382962-0.0056167j -0.00253434-0.000422413j 0.000516936+0.00892818j 0.00210548-0.00558753j -0.000989733-0.00120818j -0.00147969+0.000152692j 0.00787061+0.00986441j -0.000175368-0.015573j 0.0004894-0.00492995j -0.00114203-0.00494209j -0.00739138-0.00523684j -0.000438197-0.0123418j -0.00807051-0.00324902j 0.0050588-0.000597313j -0.00512799-0.00344851j -0.00273255-0.000131932j 0.00132062+0.0188503j -0.0123578-0.0108369j -0.0109602-0.00585881j 0.00213855-0.00507482j -0.00435025-0.0100091j 0.0084724-0.00888929j -0.00623697-0.0102079j 0.00136498+0.00252075j 0.00789716+0.00755096j -0.00112291+0.00242928j -0.00252335+0.00129107j 0.00042337-0.00872941j 0.00133703+0.00267461j -0.000695593-0.0015882j -0.00376517-0.00465056j 0.00919673-0.00296491j 0.00404319+0.00969648j 0.00326538-0.0029121j 0.00433016-0.00450102j 0.0024964-0.00723979j -0.00819789+0.0176093j -0.00640937-0.00134796j -0.00306404-0.00484279j 0.00269695+0.0041153j 0.0111961-0.00459646j 0.00106168+0.00433678j -0.00780351-0.00121399j -0.00124175+0.00608512j 
0.00413125-0.00117892j -0.00117549-0.0001464j 0.00343615-0.000322633j -0.00676089-0.000259445j 0.007434+0.00029831j -0.0017404+0.000122017j 0.00237271-0.00353314j 0.00207916+0.00241682j -0.00650927-0.00274689j -0.000621457-0.000325091j 0.00729437+0.00173607j -0.00183231-0.00314573j -0.0074268-0.000661119j -0.00688273-0.00207293j 0.00575319+0.00335788j -0.00810319-0.00536806j -0.0107993-0.00593352j 0.00297855-0.000544261j -0.00562646-0.00237778j -0.00709606-0.00522299j -0.00273562-0.00344798j 0.00261731+0.00010584j -0.00468445-0.000454656j -0.0120803-0.00166619j 0.0038044+0.0075522j -0.00906639-0.00805807j -0.00510181-0.00174845j -0.00177983-0.00607153j -0.00240673+0.00149496j 0.00656196+0.0110591j 0.00487915+0.0254287j -0.0022782+0.00288439j -0.00214665-0.0110954j -0.000573245+0.00153411j -0.00180136-0.00446619j 0.00333132+0.0222442j 0.000159845-0.00591716j -0.000481565-0.00929033j 0.00386375+0.00208561j 0.000831617-0.00614785j 0.00913233-0.0187102j 0.00605533-0.00575639j -0.00319916+0.0012772j -0.0104438+0.0248791j -0.00116932-0.0119614j -0.00695289+0.00811302j -0.00403731+0.00145269j 0.00296451-0.000389191j 0.00155289+0.00209507j 0.00113232+0.00247912j -0.00408661-0.00211719j -0.00154968+0.00517282j 
0.00130984-0.00437597j -0.000298158+0.00115066j -0.00227454-0.00699812j 0.000735255+0.00890218j 0.00121813-0.00878319j -0.00267649+0.00167247j 0.00230987+0.00489341j 0.00525958-0.00155369j -0.00645174+0.00651991j 0.0009807+0.00187287j 0.00190151-0.00490073j -0.00358819-0.000283093j 0.00130733+0.00121496j -0.00755995+0.00448041j 0.0116952-0.00986063j -0.00296531+0.00154476j -0.00500552+0.00532142j 0.000911929+0.00345501j -0.00719693+0.00551024j -0.00937453+0.00601669j -0.00496431+0.00441383j -0.00171009+0.002988j -0.00226574+0.00102872j -0.00414022+0.00530166j 0.00977309-0.00362333j -0.00095822+0.00739961j -0.00410957+0.00190691j -0.00686331+0.00196305j -0.0025071-0.00770804j -0.00727123-0.0139883j -0.000270391-0.00316211j 0.00427302+0.0254178j 0.00191434+0.0165936j 0.00633952-0.00209506j -0.00131865-0.0148841j -0.000139123+0.0102239j -0.000233668+0.00911916j -0.00453507+0.00134273j 0.00272772-0.00345202j 0.00225455-0.00212981j 0.00304823-0.00690957j 9.89623e-07+0.00862386j 0.00850251-0.0243185j -0.000843476+0.00907894j -0.00464445+0.0114884j 0.0020823-0.00326767j 0.00159141-0.0119965j 0.00166039+0.00190812j -0.0003769-0.00729689j 0.000159288+0.000308889j -0.000645787-0.00208044j -0.000521669+0.00197515j 
-0.00178856+0.00183139j 0.00137883+0.000780529j 0.000689856-0.000393665j 0.000688385-0.00582963j -0.00262191+0.0014333j 0.00211316-0.0028278j 0.000734444+0.00119935j -0.0049273-0.000612869j 0.00304052+0.000618193j -0.00148646-0.00137322j 0.000837776+0.00212632j 0.00118559-0.000699729j 0.00114619+0.00298135j 3.80175e-05-0.00283331j -0.00394066+0.00174614j -0.00195008+0.000881555j 0.00834761-0.0018949j 0.00326874+0.00210795j 0.00233546-0.00587331j 0.00443458-0.00530174j 0.00322333+0.000603018j 0.00143316-0.000535217j 0.000942881-0.000964089j 0.00127499-0.00553304j -0.00346646+0.00242698j 0.000580174-0.00339104j 0.000991783-0.00266771j 0.00144411+0.00500456j 0.00230008-0.00133357j 0.000197809+0.00054378j -0.00103479+0.023661j -0.00183935+0.00975559j -0.00323336-0.00356243j 6.69965e-05-0.00303982j -0.00271642-0.0249219j 0.00287063-0.0279543j 0.00218924+0.0180927j 0.00126151+0.0118776j 0.00596229-0.0292602j -0.00199107-0.00978417j 0.0017515+0.00489168j 0.000944131+0.00258149j 0.00111982+0.00136709j -0.00449125+0.00757725j 0.00175248-0.00597601j -0.00213246+0.00409085j 0.00137594+0.000194718j -0.00262563+0.000415928j 0.000251314+0.00237624j -0.000827116-0.000890886j 0.0016179+0.00219064j 0.000714935-0.00389065j 
-0.00189256-0.00710746j 0.00038164+0.00171881j 0.000728018-0.00437162j -0.0113596+0.00403268j 0.0033908-0.00412772j -0.00733371+3.47444e-05j 0.00248827-0.00181849j -0.0066381-0.00984265j 0.00266711+0.0112224j -0.00302462-0.00019597j -0.00423836-0.00431014j 0.0030213+0.00438766j 0.00140456+0.00699088j 0.0023571+0.0142388j -0.00870152-0.0246822j -0.0055641-0.000520793j -0.00473796+0.00929151j 0.00587504-0.00245088j -0.00337595+0.0105878j 0.00624295+0.0171011j -0.00873635+0.00861016j 0.000569217+0.00222477j -0.0122628+0.00900776j -0.00568575+0.011485j -0.0011288-0.0113702j -0.00965961+0.00514605j 0.00237113-0.00356707j 0.00696721+0.00955005j -0.00354211-0.00519524j 1.66117e-05+0.00489529j -0.00154433+0.00202466j -0.00119755-0.00546335j -0.00213867-0.00175107j 0.00219532-0.0027514j -0.00226073-0.00168408j 0.00334751-0.00352813j -0.00407418+0.000245327j 3.04009e-05+0.0015017j 0.000429078-0.000889797j 0.00208654-0.00664897j 0.00870013+0.00267064j 0.012428-0.00714199j -0.00340674+0.010507j 0.000628732-0.00174108j -0.0116798-0.000852218j -0.0115891-0.000853032j -0.00896297+0.00235631j 0.00390535+0.00457589j 0.00730252-0.000556936j 0.00647928+0.00340832j -0.00860195+0.00350453j 0.00322291+0.0013068j 
-0.00170582+0.00995284j -0.00556154+0.00682844j -0.00275693+0.0100195j 0.00789837-0.0061484j -0.00369426+0.00952751j 0.000120872+0.00739365j -0.00316417+0.00229876j 0.00486335-0.0023979j -9.47282e-05-0.00133391j -0.000517362+0.000615866j -0.00536312-0.00209679j -0.00091697+0.00165906j 0.00268078+0.0052881j 0.00635928+0.00459188j 0.00166284-0.00466018j -0.00192269-0.0103757j -0.000239955-0.00294516j -0.0025496-0.00663484j -0.00530924+0.00733675j -0.00155399+0.00201225j -0.000771304+0.00914113j -0.0010899+0.00113749j -0.00251344-0.00171234j 0.0041469+0.00284821j 0.00374445-0.00864287j 0.00544979-0.00796497j 0.0184214-0.00152498j -0.00174998+0.00564684j -0.00184142-0.000981969j -0.00765223-0.0133865j 0.00418213+0.00767987j -0.00234597-0.00863031j -0.000432793+0.00132102j -0.000742228-0.00108911j 0.00392332-0.00231836j 9.30193e-05+0.000719884j -0.000365077-0.00128972j -0.00205218-0.00247398j -0.000841219-0.000165853j -0.00501724+0.0013075j 0.000781049-0.00122587j -0.00294291+0.00334362j 0.000244282+0.00141618j 0.00194991+0.0104971j 0.00454709-0.00224805j 0.0143407-0.0104543j 0.00252928+0.00395236j 0.000647174-0.00528545j -0.00460294-0.0116215j 0.00458574+0.00206196j 0.00293428-0.00300228j 0.00370518+0.0108198j 
-0.00366898-0.00390862j -0.00121652-0.00190411j -0.0177913-0.00913916j 0.00966507+0.0147117j -0.00742608-0.00714527j 0.000640248+0.00192797j 0.00660279+0.000449894j 0.00222757+0.00788165j 0.00612315+0.00524055j 0.00184637-6.85288e-05j -0.00504342+0.00233904j 0.00423573-0.00138356j 0.00289337+0.00198372j 0.0113692+0.00348757j -0.00590347+0.00199962j 0.0125321-0.00350939j 0.00734355+0.000631525j 2.30249e-07-0.00596888j 0.00086192-0.00306257j 0.00749011+0.000675967j 0.00290445+0.0027661j 0.0051351+0.00481933j 0.00648698+0.00109314j 0.00665716+0.00801196j 0.00124519+0.00443418j 0.000389543-0.000179352j -0.0111324+0.0108322j -0.000715881-0.0045179j -0.00568322+0.000613359j 0.0189042+0.00433336j -0.000478936+0.00443852j 0.00184051-0.00131576j 0.00926787+0.00171317j -0.00552173-0.00352249j -0.00265062-0.000561354j 0.00307522-0.00160891j 0.00379072+0.00396011j 0.00113244-0.00247372j -0.00166398-0.000538122j 0.00316388-0.00502095j -6.45705e-05-0.00683269j -0.00652308-0.00820877j 0.000475943+0.00274186j -0.00532897+0.00641681j 0.0033181+0.0133014j 0.000466952+0.00515714j -0.000213727+0.00681008j 0.00291987-0.0081342j 0.0064585-2.34035e-05j -0.00224898+0.00100208j -0.00454656-0.00465732j -0.00423874+0.0127708j 
-0.00325207+0.000252958j 0.00119602-0.0014133j -0.00946949-0.00969817j -0.000758205+0.00336328j -0.00670766+0.00541248j -0.00379658-0.00165627j -0.00291691+0.00266802j 0.0111548+0.000902997j -0.00139909+0.00405018j -0.00752936-0.00218256j 0.0125966-0.00554802j -0.0017148+0.00718666j -0.00358427+0.00191917j -0.0129567+0.00453421j 0.0169717-0.000979732j -0.000275509+0.00262351j -0.00404904-0.00107623j 0.00606225+0.00238646j 0.000529534-0.00605781j -0.0141513+0.00152906j -0.0185914-0.00708324j 0.00995871+0.000612525j -0.0152862-0.00725817j -0.0057843-0.00227396j -0.00416074-0.00387912j -0.0162708-0.00555383j 0.00310697-0.00113687j -4.89739e-05+0.00301484j 0.00251362+0.00536664j 0.00538103-0.00538753j -0.00310366+0.000528615j 0.00233703-0.00233087j 0.00599232+0.000354962j -0.000835239+0.00203506j 0.000345833+0.00429774j 0.00167701-0.00133186j 0.00241228-0.000710245j 0.0074441+0.000656732j 0.00778102+0.000127033j -0.0137905-0.00516385j 0.0039354+0.012858j 0.0014282+0.00160689j 0.00351873+0.00828193j -0.0070615-0.000615067j 0.00345583+0.00196771j 0.00880181+0.00575686j 0.00675358+0.00911299j -0.00881831-0.00379234j 0.00398074+0.00309406j -0.00258265-0.000714829j 0.00480301-0.000476314j -0.000695961+0.00221468j 
-0.000886527-0.00139543j -0.000464133+0.000784714j 0.00813906-0.000979776j -0.000465347+0.00290211j -0.00112769+0.0022664j 0.00935196-0.00324808j -0.00700412+0.000964469j -0.00756428+0.00540831j 0.00285567-0.000573475j 0.00787087-0.00797914j 0.00741068-0.00169831j -0.00796504+0.00326686j -0.0070576+0.00585649j -0.000900297-0.00785467j -0.00306774+0.00372428j 0.00244306-0.0030369j 0.00627853+0.00174661j -0.0138457-0.00610284j 0.0114754-0.000671932j 0.00073046+0.00924067j 0.0231761-0.00274847j -0.0035048-0.00346058j 0.00538072-0.00174466j 0.00351364+0.00926703j 0.00364755-0.00661835j -0.00967749-0.0207016j 0.0199486+0.000140385j -0.0100377-0.00660498j 0.00206582+0.00458011j 0.00446746-0.00904164j 0.000850805+0.000708979j 0.00422276+0.00168427j 0.00558807+0.00576629j -3.0028e-05-0.00024099j 0.00303455+0.000348383j 0.000669114+0.00157368j -0.00308417+0.00269845j 0.0025058+0.00889333j -0.00678887+0.00400791j 0.00227925-0.00454871j -0.00430844+0.00178699j -0.00260811-0.00222103j -0.00853548-0.0093714j -0.000383607+0.00334905j -0.00110861+0.00535959j -0.00278288-0.00099547j -0.00125719+0.0118349j -0.00591412-0.00619504j 0.0026178-0.0032798j 0.00284633-0.000117122j -0.00327981+0.00324804j 0.00356734+0.00426718j 
-0.00383082+0.00280468j -0.00326599-0.00191096j 0.0056213+0.00402543j 0.0166227-0.00210175j -0.000499708-0.00636788j 0.00781137+0.00711505j 0.0082025-0.0102526j -0.00717806-0.000173003j -0.00469129-0.00494999j -0.000487108+0.00141794j 0.0106814+0.00401686j -0.00700693+0.00340997j -0.00479554+0.00344616j -0.0172937-0.000668562j -0.00464271+0.0017478j -0.0187827+0.00164413j -0.0114143+0.00349549j 0.00730183+0.00169755j -0.000650018-0.000334825j 0.00254532-0.00353744j 0.00851808-0.00326253j 0.00889724-4.29933e-05j 0.00472919+0.00282311j -0.0180618-0.00353833j -0.00927416-0.00408791j 0.00627785-0.00134447j -0.00666406+0.00789332j -0.00654248-0.000180215j -0.010873-0.00421763j 0.00979462+8.98259e-05j -0.00444982-0.00434606j -0.00207348+0.00439947j -0.000665728+0.00406745j 0.00325809-0.000375468j -0.00651893+0.00411842j 0.000408988-0.00242695j -0.00963366-0.00196704j 0.0103972+0.00753729j 0.00653898+0.00380641j -0.0153849-0.00766985j -0.000151573+0.0118216j 0.00987308-0.00309428j 0.00235987-0.000699724j -0.00937815-0.00656403j -0.0108405-5.3415e-06j -0.0105586+0.00547277j -0.0104531-0.00410235j 0.00312703-0.0109913j -0.00263718-0.00483097j 0.0010316-0.00145623j -0.00287108+0.00101417j -0.00212536+0.00347932j 
0.0016157+0.003757j 0.00184889+0.000249742j -0.00286544-0.0015502j -0.000756788-0.00641611j -0.00248315+0.00507756j 0.00216032+4.56383e-06j -0.00937642-0.000601908j -0.00717913-0.00119974j 0.000762758+0.00106002j 0.00525382+0.00449248j -0.00276032-0.00325572j 0.0111002+0.00140668j -0.00205898+0.00144136j 0.00114015+0.0100946j -0.0162792+0.00178635j -0.00274282+0.00675311j -0.0102882+0.00768752j 0.0203111-0.0131952j -0.00720291+1.73643e-05j -0.0025961+8.54373e-05j 0.0080041+0.00784684j 0.00237137-0.00881022j -0.0101547+0.00673722j -0.0173778+0.000243901j -0.00620084+0.00569834j 0.00662628+0.00502003j 0.0035386+0.00677593j 0.00720767+0.000495635j 0.000282185+0.00174566j 0.000889949-0.00242047j 0.00417375+0.000744212j 0.00689729+0.00206718j 0.00202504+0.000344305j -0.00151063+0.000762272j 0.0072779+0.00267522j -0.000946962+0.00344069j -0.00488286+0.000758596j 0.00385552-0.00363273j 0.00755912-0.00864928j -0.00560296+0.00244861j 0.0187877-0.00226827j -0.00284704-0.00544403j 0.0013724-0.0108409j 0.0056575+0.00020376j -0.00218164+0.00632825j 0.015085+0.00528619j -0.0053077-0.00225603j -0.00552123-0.00104306j -0.00194025+0.00167897j -0.0021404-0.000287011j 0.00260798-0.00327036j -0.00159255+0.000193168j 
