0.0604406-0.0548188j -0.0492096-0.0592676j -0.00137215-0.0040427j 0.00950406+0.010868j -0.0185056+0.0208852j 0.0152244+0.0175681j 0.0098384-0.012922j -0.018071-0.0068078j -0.00382234-0.0112286j 0.00454692-0.00728766j -0.00839932+0.00809374j -0.00562721-0.00274641j 0.000396388-0.00638524j -0.00326524+0.000143477j -0.00607938+0.000491375j 0.00456786+0.00555171j -0.00105872+0.00442738j 8.51773e-05-0.0135661j 0.00722676+0.0110999j 0.000954209-0.00514315j 0.00960117+0.00782411j -0.0214576+0.00770528j 0.00890242+0.0185335j -0.00641964+0.0044857j 0.0103813-0.0116478j 0.0217532+0.00278121j -0.0082199+0.0143944j -0.00233116-0.0200267j 0.000764023-0.00139186j 0.0233156+0.00803176j -0.0172369-0.00671079j 0.00780532+0.0091585j -0.0145554-0.00971013j -0.000362779+0.00342738j 0.00202784+0.00781284j -0.0130802-0.00765766j -0.00915403-0.0138012j 0.00207277-0.00531969j -0.0173904+0.00500522j -0.00622075-0.0131491j -0.00486903+0.0236069j 0.00504838+0.00953681j -0.00952377-0.00227825j -0.0124102+0.0162444j 0.0143236-0.00290758j -0.0174978-0.0211791j 0.00450997-0.00208364j -0.0132918+0.0148499j -0.00555815+0.00792998j 0.0021361-0.00474677j -0.00236312-0.0216566j -0.00577238+0.00275012j -0.0136294-0.00414371j 0.00719517+0.0102041j 0.00420235-0.00134238j 0.00911947+0.0079973j 0.00728194+0.0160069j 0.00123797-0.0136235j 0.0107812+0.00618307j 0.000815397+0.000274547j 0.00204376+0.00407086j 0.00641746+0.0149132j -0.00115233+0.00672894j -0.00261988+0.00209596j 0.00947068+0.0088293j -0.00545397+0.00555421j -0.00173789+0.00021945j -0.0197477+0.00707541j 0.00744074-0.00736991j -0.00312257+0.000440584j 0.00879877+0.0102632j 0.00821638+0.0108953j 0.0104369-0.00369726j -0.00450588-0.00492706j -0.00159292-0.00619973j 0.00217184+0.0188939j 0.00929121-0.0150488j 0.0120609-0.013043j 0.00919092+0.011222j -0.0060992+0.00885997j 0.0178073+0.0174907j -0.00464619+0.00179634j -0.00218524+0.00244194j 0.0133262-0.0407997j -0.0143731+0.0017126j 0.0113296+0.00747584j 0.0319497+0.0172967j -0.0166175+0.0234818j -0.0269056+0.0112165j 0.00443135+0.018695j 0.0186954+0.000484766j 0.00624974-0.0271819j -0.0224891-0.00854306j 0.0598876-0.0659129j 0.0650986+0.0632292j 
-0.00167264+0.00100332j 0.000957536+0.00123453j 0.00431814+0.000426503j -0.000437036-0.00217997j -0.00228372-0.00146811j 0.000206761+0.0020423j 0.000564505-0.00438198j -0.00729392+0.00212757j -0.000874035+0.000197527j 0.00152551-0.00355748j -0.0015101+0.00257464j -0.00203354+0.00081409j -0.00219932-0.000226782j -0.000775559+0.00106368j -3.25678e-05+0.00197542j -0.0027491+0.0017489j -0.00330598+0.000602557j -0.00597477-0.00746619j 0.00307896+0.00137328j 0.000726251-0.00126769j -0.00153146-0.00349125j 0.00173221+0.00834829j 0.000324951+0.00307293j -0.000945982-0.00519943j 0.00533678-0.00537669j 0.000607789+0.00764266j -0.00296973-0.00395389j -0.00785456+0.00323887j 0.00399857-0.000637091j -0.00451395-0.003381j -0.00157597-0.00182195j 0.00316003+0.00310098j -0.00616576-0.00861535j -0.000346052+0.00220976j 0.0101123-0.00442147j -0.00385586+0.00126854j 0.0114716-0.00412433j 0.00402391+0.00737013j 0.0109662-0.0116125j 0.00564933+0.00927933j -0.00770498-0.000250211j -0.00444554+0.00852053j 0.007766+0.00929364j 0.00432537-0.009431j 0.0105531-0.0061071j -0.00617407+0.00577892j -0.00634114+0.00715025j -0.00184473+0.0165916j 0.0105836+0.0116052j -0.000129731+0.00532587j -0.0013839+0.00428099j -0.00735933-0.00590074j -0.000692156+0.0037565j 0.00716417+0.00588101j 0.0050606-0.00239412j -0.0113878+0.00242334j -0.000632154-0.00554225j 0.000711332-0.0075966j 0.00443686+0.00448002j -0.00608799-0.00155201j 0.00355711-0.00207662j 0.00116407+0.00851468j 0.00288463-0.00511735j -0.00156089+0.000181156j -0.00369343-0.000869851j -0.00946527+0.000425508j -9.83623e-05-0.00440138j 0.00638903-0.00158541j 0.00261948-0.00239917j 0.00207189+0.000199525j 0.000367187-0.00423935j 0.00343977-0.00218993j -0.00365726+0.00122148j -0.00489464-0.00171735j -0.00707129+0.000898162j -0.00266707+0.00103404j -0.00149608-0.00349122j -0.0021623+0.0045417j 0.00316779-0.0129383j -0.0101186-0.00243139j 0.000778149+0.00509518j -0.00669363+0.00547338j -0.00998275-0.00127838j -0.00287569-0.0023453j 0.00220789+0.00180518j -0.00139014+0.00794513j -0.0007763+0.00097216j -0.000894251-0.00371248j -0.00551317-0.000768276j -0.00246673+0.000583001j 0.00024477+0.00300411j 0.00265964+0.00288469j 0.00457615+0.000115499j -0.000396163-0.00072449j 3.8273e-05-0.000150016j 
0.00180529-0.00158517j -0.000555949-0.000985735j -0.00158364-0.000709208j -0.00221189+0.00107346j 0.00207522+9.79645e-05j 0.00330598+0.00156503j -0.00291367+5.15717e-06j 0.00291111+0.0042472j 0.00406933-0.00364645j 0.0043252-0.00307999j -0.00571776-0.00399411j 0.00864038+0.000804957j 0.0123936-0.0118158j -0.000195795-0.0141634j 0.00997669+0.00327937j 0.00600835-0.00982872j -0.00787747+0.00864344j -0.00617147-0.0110768j 0.00602743+0.0012395j -0.00416029+0.000450511j -0.00473089+0.00766345j -0.00599376-0.00301697j 0.00459134-0.00469556j -0.0036617+0.00149084j -0.00179108-0.000225823j 0.00596417+0.00261231j -0.00834644+0.00551569j -0.00460201-0.000485912j 0.00546789+0.00451726j -0.002208+0.00477522j 0.0109063+0.00169284j -0.00267391-0.0101137j 0.00224101+0.00232326j -0.00301788-0.000406249j -0.00393484-0.00067231j -0.00108155+0.00621437j 0.00370686-0.00103198j 0.0053906-0.00396207j -0.000450232-0.00462195j -0.0153909-0.00125257j -0.00106478-0.00248632j 0.00308772+0.0027565j -0.000475849+0.00155496j 0.00188154+0.00154204j 0.000637415+0.00315608j -0.00403929+0.00297286j -0.00439984-0.00102155j 0.00231203+0.0053538j -0.00290793-0.000737915j -0.000327794+0.000706004j -0.00189748-0.00212994j -0.00392542+0.00199594j 0.00062523-0.00141671j -0.00580861-0.00144575j -0.00175818+6.87118e-05j 0.002331+0.0016005j -0.00420773-0.000580767j -0.00335849+0.00440794j -0.000203428-0.00585688j -0.00474644-0.00622343j 0.00723165+0.00811308j -0.0114391+0.0162187j -0.00490018-0.00475915j -0.00838422+0.000696902j -0.0105642+0.00282879j -0.00408233-0.00357622j 0.00079391+0.00650886j -0.00632667+0.00523774j -0.00813028+0.00152364j 0.00777103+0.0116742j -0.000716428+0.00717106j 0.00274309+0.00165844j -0.00432945+0.000978407j -0.00493883-0.00351231j 0.00131102+0.00285207j 0.000858175+0.00260413j -0.00457439+0.00525001j -0.00121652+0.00693869j 0.00321185+0.00211002j 0.000476862+0.00185674j 0.00693187-0.00523938j 0.00109562-0.00261214j 0.0032042-0.00387698j 0.00165168-0.00315973j 0.00857113+0.00280994j 0.00220994+0.0023685j 0.00477512+0.00177697j -0.00424036+0.00199442j -0.00314369-0.000695151j 0.00284824+0.00346768j 0.00525817-0.00311576j 0.00198119+0.000270606j 0.00030794+2.75622e-05j -0.00037733-0.0011482j 5.34268e-06+0.00166084j 
-0.000688626+0.000558195j -0.000249531+0.000501368j -0.000691302-0.000262554j -0.0009385+0.00107366j 0.00299778+0.00107609j 0.00186149+0.00151075j -0.000531523-0.00588036j -0.000503201+0.00327436j -0.00035162-0.000622869j -0.00232404+0.00251989j 0.00796377+0.0015567j -0.00155687-0.00625084j -0.00737689+0.00431725j 0.00602711+0.00943876j -0.00618858-0.00253756j -0.00263886+0.00235681j 0.00216025+5.10054e-05j 0.00646358+0.00104887j 0.00142794+0.00461904j 0.000111078+0.000446619j 0.00463913+0.000220418j -0.00201542-0.00315735j 0.00604046-0.00235686j -0.00309155+3.67082e-05j -0.00322769+0.00273724j -0.00325751+0.00283124j -0.00509848-0.00344877j 0.00465271-0.00518778j -0.000102507-0.00227231j -0.000687449-0.00301082j -0.0053308+0.0114537j -0.00470387-0.00211619j -0.00842669-0.000619541j 0.00165448+0.00666375j 0.0107757+0.0013414j 0.00443737+0.00152136j 0.00702026+0.00550362j -0.000913728-0.00268666j -0.00322332+0.0011655j 0.000163285+0.00612822j 0.00141822+0.00177694j 0.00357923+0.00128414j 0.0025862-0.00380313j 0.00330548-0.00128832j -0.000573997+0.00288917j -0.000364681+0.00372402j -0.00230751-0.00277213j 0.00340958-0.0066763j -0.0116935-0.000317499j 0.000579334-0.00778256j 1.86297e-05-0.0052055j -0.00336095+0.00159596j 0.000454158-0.000435598j -0.00491781-0.00148332j 0.00344123+0.00303119j 0.000590769+0.00447237j -0.00684648+0.00284153j 0.00726591-0.00432236j 0.00123456+0.000419993j -0.00715992-0.00282683j -0.00505397+0.00267526j -0.00483386+0.00322485j -0.00341138-0.00025794j -0.0104845+0.0033137j -0.00328561-0.00254018j 0.00330948-0.00123059j 0.00263975+0.0020739j -0.00218007-0.00407421j 0.00165888-0.00116186j -0.000294027+0.00859076j 0.00565104-0.00561731j -0.00258931-0.00518294j -0.00528577+0.000537566j 0.00484652+0.00617337j 0.00309502-0.00178329j 0.00364241-0.00276564j 0.00133803+0.0063413j 0.00502261-0.00129824j -0.000605156+0.00470783j 0.00568608+0.00433317j 0.00272465-0.000189854j 9.22176e-05-0.000245978j -0.00645226+0.000515332j -0.00219684-0.000189882j -0.00366855+0.000265701j 0.000786015-0.00253918j 0.0050303+0.00302769j -0.00181308+0.00566738j 0.00207439+0.00256954j -0.00425353-0.00206152j -0.0024168+0.00399114j 1.54219e-05+0.00296634j 0.00478287+0.00110817j -0.00122525+0.000354063j -0.00183029-0.00104706j 
-0.00194283+0.000123791j 0.000630804-0.000342768j 0.005018+0.002605j -0.00102577-0.00102884j -0.000119536-0.00105572j 0.00381243-0.00231744j 0.00207828-0.00675403j -0.00431184-0.00124617j 0.00473618+0.00622145j 0.00279021+0.00205718j 0.00107033+0.000487294j -0.00537272-0.000114332j -0.00303638+0.00243663j -0.000986371+9.73191e-05j 2.494e-05-0.00282079j -0.00797905-0.000557431j -0.00352441+0.00029547j 0.000693533-0.00692648j -0.00623004+0.00270414j 0.00120282+0.00152584j -0.00594733-0.00284217j 0.00902745-0.0024325j 0.00352638-0.00110693j 0.0027771+0.00387582j -0.000118941+0.00445674j 0.000311795-0.002964j 0.00845518+0.00149873j 0.00093117+0.00487888j 0.0053814+0.00069119j -0.00748139+0.00154779j -0.00893019+0.000725616j 0.00255374-0.00731322j -0.00901749-0.00271713j -0.00310339+0.000728802j 0.00527492+0.000161682j 0.00669278-0.00117826j 0.00232922+0.00292911j -0.00713295-0.00762439j 0.000575701+1.0858e-05j -0.000441799-0.00263032j 0.00309068+0.0025629j 0.00139986-0.005137j -0.010864-0.0012076j -0.00690507+0.00470798j 0.0127187+0.00837164j 0.00533464+0.00276509j 0.00230506+0.00275743j -0.000966788+0.00199308j -0.00139335-0.00247726j -0.00198853+0.000537099j 0.000378737+0.00396112j 0.00251577-0.00635621j -0.000462611+0.00398255j -0.00378657-0.00933573j 0.000640371+0.00454551j 0.00362492-0.00202945j -0.00620163-0.00278978j -0.00208275-0.00181095j 0.00650934-0.00580047j 0.0015076-0.00362784j -0.00890547+0.000901563j 0.00190399+0.00859482j -8.75131e-05+0.00740583j -0.00597741-0.000807249j -0.00549807-0.00104318j -0.00168468+0.000525055j 0.00528899+0.00744104j -0.00407881+0.00200911j -0.00491666-0.00321888j 0.00595348+0.0129209j 0.008541-0.00290742j -0.00346708+0.00464819j -0.00489346+0.0036617j 0.00105555+0.000319869j -0.00373959+0.000499931j 0.00140005+0.00429654j -0.00243523-5.2625e-05j 0.00320961+0.00489515j 0.00290288+0.00181988j 0.00120596+0.000961006j 0.00269441-0.000534685j 0.00130211-0.00208818j -0.00132562+0.000706014j -0.000371775-0.00467682j -0.000445405-0.0026531j -0.00282035+0.00593704j 0.00253014+0.00118349j -0.000601106+0.0010851j -0.000297941-0.00192186j -0.000899822+0.000702799j 0.000542064+0.000603026j 0.00208467+0.002738j 0.0017605+0.000355638j 0.00247762-0.00112793j 0.00189523+0.0018459j 
-0.000868775+0.00537121j 0.0042176+0.00186547j -0.00202655-0.000734477j -0.000577325+0.00129954j 2.84375e-05-0.00178256j -0.00041952-0.00080366j 0.00174273-0.00166638j 0.00229729-0.000617027j 0.0014131-0.0115275j 0.00416208-0.000149374j 0.000937114-0.00689845j 0.00553124+0.002842j -0.00364637+0.00293364j -0.00412041+0.000871369j 0.00385471+0.00606061j 0.000398136+0.00146191j -0.00174611-0.00937881j -0.000967125+0.00190948j 0.000455046-0.00302836j 0.000122224+0.0050181j -0.00407001+0.00144824j -0.00379197-0.00302723j 0.00376728-0.0019846j 0.00215796+0.0054794j 0.000871196+0.00320632j -0.000864085+0.00341129j 0.0115068+0.00785164j -0.00330315+0.00800771j 0.00547016+0.011565j -9.30346e-05+3.04136e-05j 0.00147834+0.000472474j 0.00518682-0.00058914j 0.00786378+0.00307496j -0.000374559-0.00890313j -0.010195+0.000960212j -0.000181713+0.00557516j -0.000947563-0.00418967j 0.00616356-0.00555232j 0.00260764+0.000530009j 0.000310934-0.00687691j -0.00637438-0.00696824j 0.000157721+0.000495593j -0.00591346+0.000559259j 0.00324285+0.00204789j 0.00720184-0.00340147j 0.00746271-0.00368381j 0.00452387-0.00533459j 0.00426929-0.00498676j -0.0010142+0.00168082j 0.00148642+0.00793524j -0.00623579+0.000190681j 0.00314167-0.000352667j 0.000767316-0.00324849j -1.31712e-05-0.00535095j -0.00248419+0.00195254j -0.000778941-0.00544931j -0.0012923-0.00875928j -0.00678056+0.00252284j 0.00487704-0.00308158j 0.00466654+0.00335421j -0.00372135-0.00239716j 0.00245536-0.00328314j 0.0029621+0.0010551j 0.000503593-0.00373934j 0.00380579-0.00785312j -0.00141854+0.00161783j -1.98544e-05-0.00153513j -0.000452712-3.73064e-05j -0.00935092+0.00077528j 0.00643452+0.00386491j 0.0076598+0.00201432j -0.0064477+0.00730213j -0.00182188-0.00013098j -0.00447928-0.00157335j -0.00687307-0.000274933j -0.0059334+0.00221687j 0.00125946-0.00470795j -0.00805993+0.00246637j -0.00358223-2.47357e-05j 0.00150748-0.00142001j -0.0034762-0.000321452j 0.00741074-0.00133406j 0.00743139-0.00637291j -0.0009421+0.00626682j -0.000993871+0.00430634j 2.01367e-05-0.00881899j -0.00132892-0.00323917j 0.00224994+0.00261527j 0.00628132+7.37216e-05j -0.000836606-0.00186045j -0.000695071-0.000170272j -0.00331751-0.0043006j -0.00543409-0.000126618j -0.00342605+0.00701074j -0.00599305-0.0041674j 
-0.00128693-0.00176802j -0.00161798-0.000467927j 0.00457722+0.00413938j 0.00227923-0.00122301j -0.00235167+0.00174156j -0.00174069-0.00067916j -0.00473749+0.00185704j 0.00042665-0.00240202j 0.00313832+0.01317j -0.00251185-0.00048767j -0.00353026+0.00146966j 0.00219275+0.00587774j 0.00881201-0.00409357j -0.000782807-0.0114094j 0.00457107-0.00313161j 0.00120648-0.00830471j -0.00411483+0.00399937j -0.0052658-0.00435526j -0.00486193-0.00474573j -0.00137699-0.000382914j -0.00435894-0.000802251j 0.00739455+0.00145357j 0.000438954+0.00233103j 0.00530906-0.00112145j 0.000125226-0.00156234j 0.00351679-0.00769524j 0.00215205-0.00311934j -0.00147193+0.00064482j -0.000662114-0.00263994j -0.00361973+0.00248771j -0.00121387-0.00544475j -0.0001094-0.00164286j 1.46303e-05-0.00641771j -0.00306252+0.0033933j 0.005679+0.00203182j 0.00097431+9.24493e-05j -6.49488e-05+0.00403537j -0.00548861+0.00432309j -6.79732e-05-0.0043104j -0.00220401-0.00221157j 0.00776287+0.00138483j -0.000415082-0.000885859j -0.00469603+0.00149741j -0.00496051+0.0050168j 0.0028974+0.00933807j -0.00273107+0.00570031j 0.00128609+0.00682602j -0.00309459+0.00525727j 0.00251743-0.00168023j -0.000784504-0.00194857j 0.00534858+0.00496401j -0.00108973-0.00711058j -0.000873749+0.0076831j 2.16814e-05-0.0036491j 0.00054023-0.00389219j -0.000201237-0.00378244j -0.000484481-0.00114494j -0.00194994-0.00695791j 0.00613528-0.00423168j 0.00353778-0.000783772j -0.000241231+0.000642181j 0.0013643+0.000212824j 0.00300239+0.002949j 0.0055817+0.00392204j -0.00267431+0.0068365j 0.00152939+0.000232159j -0.00206837+0.00438062j -0.00141414+0.00268475j 0.00101609-0.00428587j 0.00145107+0.0014493j -0.00675661-0.000758477j -0.000149696+0.000660158j -0.00082147-0.00140334j 0.00462229-0.00137908j -0.000823076+0.00408579j 0.00256978+0.00183577j 0.00448852+0.00414593j 0.000683472+0.00527216j 0.00559101-0.00242324j -0.00118878-0.00093978j 0.0031551+0.000580068j 0.00320803-0.00099169j -0.00465642+0.00324303j -0.00385439-0.00723156j 0.000363941-0.00370095j 0.000785968+0.00891744j 0.00186224+0.00183605j -0.00186987+0.00121761j -0.00440555-0.00647259j -0.00166023+0.00249897j 0.00107316+0.00370729j 0.00604495-0.000899621j -0.00214653-0.0029886j 0.00500094+0.00012907j 0.000399467+0.00223915j 
0.0017697-0.000655098j -0.000427158-0.00159953j 0.0040307+0.000461845j 0.00562257-0.00124041j -0.00605949-0.000912223j -0.00265546+0.0017576j -0.00113223+0.00350424j 0.00281978-0.00680015j -0.00041683+0.00284186j -0.00355227-0.00481695j 0.000486985-0.0009759j -0.00111445+0.00224168j 0.00217648-0.00638476j -0.00170364-0.00321054j 0.00132369-0.00301997j 0.00599095-0.00173878j 0.00380011+0.00354711j 0.00222835+0.00252479j -0.00453204-0.000772411j -0.00168536-0.0028727j 0.00473535+0.00128815j -0.00220864+0.00503282j 0.000138794+0.00253255j -0.00230638+0.00238484j -0.00374534+0.00250573j 0.00184212+0.00259665j 0.00873575-0.00246082j 0.00415702+0.00248069j -0.00298172+0.000441118j -0.00591757-0.00317967j -0.00766803+0.00394457j 0.00355794-0.000545168j 0.000347689-0.00227118j 0.00192691-0.00512017j -0.000251419-0.00248912j 0.00357584+0.000105961j 0.00314596-0.00360643j 0.00425099-0.00734361j 0.00228607+0.00853889j 0.00206685-0.0024233j -0.00244242-0.00274206j 0.00182372-0.00230446j 0.00247317+0.0103688j -0.00134514-0.000944477j 0.00702044+0.00185675j 0.0025399-0.00194941j -0.00200044-0.00235331j 0.00020992+0.00899702j 0.00334395+0.000766324j -0.000153344+0.00769277j -0.00752017-0.00510965j -0.0010946+0.00231758j 0.00178048-0.00798511j 0.00274827-0.00251919j 0.0054618+0.00993944j -0.000329623+0.00120904j 0.00342838-0.00239864j 0.000309364+0.00373952j -0.00192019-0.0012463j -0.00331406+0.000428561j -0.0125692-0.00635875j 0.00498261+0.00852208j -0.000241026+0.00474637j -0.00629128-0.00806j -8.76383e-05-0.00211319j -0.00604172-0.00481067j 0.00634969+0.00242272j 0.0015254-0.00719164j 0.000555466-0.00442899j -0.00098972+0.00646238j 0.0102763-0.00124455j -0.00229834+0.00590008j -0.00382128+0.000161564j -0.00234947+0.00039592j -0.00165466+0.000857229j -0.00462972+0.00228468j -0.00452347-0.00130136j 0.00359425+0.000620257j 0.001278-0.00364517j -0.00353207+3.14748e-06j -0.000574609-0.00408133j 0.00217182-0.000810865j 1.76387e-05-0.00138839j 0.00170365+0.00192938j -0.00170457-0.00339406j -0.00143984-0.00357697j -0.00160057+0.00100496j 0.00113195+0.00129688j -0.000819822+0.00391645j -0.00296547+0.000137389j 0.000486679+0.00208084j 7.61657e-07-0.000869141j 0.00101652+0.00124708j -0.00125737-0.00132329j 0.000939132-0.000505912j 
-0.00331371-0.000706743j -9.7038e-05+0.000503944j 0.00288273+0.00383383j -0.00113376-0.00265179j 0.00160286-0.00197618j 0.00242807-0.00472797j 0.00754456-0.00183741j -0.00917793-0.000497318j 0.00266352+0.00214068j 0.0107004+0.000474882j -0.00843583-0.00288969j -0.00409533+0.00163216j 0.00181311+0.00930339j -0.00822614+6.83787e-05j 0.00362064+0.000447016j -0.0100464+0.00280299j -0.00392065-0.00263717j -0.00442337-0.00371767j -0.00133347+0.00344922j 0.00198087-0.00119717j -0.00738507+0.000980928j 0.00621445-0.00209082j -0.00584429+0.00158405j 0.00524885-0.00193926j 0.00398135-0.00250439j -0.00382919-0.00201658j -0.00218928-0.000132862j -0.00297504-0.00243798j 0.0020003-0.00165057j 0.00717306+0.00443312j 0.00166818-0.00409038j -4.09886e-06+0.000355733j -4.86315e-05+0.00296211j 6.21964e-05+0.00244117j -0.00795191-0.00131747j 0.0029228-0.00437563j -0.00581517-0.00394054j -0.00185416+0.00291827j -0.00192736-0.00204996j -0.00161741+8.20456e-05j -0.00566907-0.000914244j 0.00213788-0.000554035j 0.000959892-0.00463573j -0.000416227-0.00564196j -0.0129475-0.00161549j -0.00352328-0.00114322j -0.00108322-0.00635536j -0.00445281+0.00221991j 0.00378882-0.00713387j -0.0073988+0.000431492j 0.00017677-0.00308781j -0.000128048+0.00380227j -0.0030712-0.000144391j -0.00305704-0.00152616j -0.00106322+0.00388435j 0.00445257+0.000782957j -0.000312967+0.0050334j 0.00106496+0.00833636j -0.011877-0.00029483j -0.00220547+0.00646063j 0.000438956-0.00151168j 0.000779674-0.003429j 0.00498273-0.00171366j 0.00278725+0.000790397j 0.0049455+0.00222539j 0.00528761-0.0027941j -0.00133682-0.00256562j 0.00381808+0.00507224j 0.00280444+0.00428007j 0.00181233-0.00717792j -0.00488403-0.00143662j 0.00296882-0.00405701j 0.00648326-0.00110112j -0.00231554-0.00510255j 0.00835072-0.000829339j 0.000230012-0.00277734j 0.000221214+0.00488637j -0.00380354-0.00168113j 4.33132e-06+0.00562438j 0.00292424-0.0059357j -0.000171478-0.000338658j 0.00181729-0.00238504j 0.0030724+6.11559e-05j 0.00234926+0.0012266j 0.00292224-0.00151343j 0.000472381+0.00157832j 0.0018042-0.00275691j 0.00053504+0.00389725j 0.00361986-0.00053177j 0.00201985-0.000963203j -0.0011256-0.00226968j -0.00247027-0.00284902j -0.00319866+0.00125732j 0.0011273-0.000614773j 0.0011686-0.000139685j 
0.000145425-0.00117228j -0.00136235-0.001097j 0.00182607+0.00127155j 0.00117977-0.000354557j -0.0027652+0.00215217j 0.00365299+0.00182521j -0.0020388+0.00784425j 0.0108298+0.0132563j -0.00403562+0.00691127j 0.00323283+0.0076911j 0.0111318+0.00802513j -0.00589747-0.010704j -0.00329237-0.00566172j 0.00708491+0.00114068j -0.00843553-0.00326303j 0.00391985-0.000631996j 0.00417341+0.0147556j -4.81772e-05+0.00127744j 0.00490427+0.0034902j 0.00644503-0.00146399j -1.58018e-06+0.00267843j 0.000582874-0.00256393j -0.00129799-0.00474968j -0.00198591+0.00452386j -0.00207926+0.00105968j 0.00304588+0.00321766j -0.00177966+0.000811317j 0.00353749+0.00394128j -0.00296968+0.00283793j -0.00270808-0.00160638j 0.00703589-0.002414j 0.00580037+0.000566913j 0.0107093+0.000445963j -0.000841758-0.00514002j -0.00224096+0.00448613j -0.00614919+0.0055455j -0.00703236+0.00487114j 0.00165361+0.00388095j 0.00234822+0.00595295j -0.00363656-0.00573477j 0.00519189-0.000706814j -0.00289142-0.00705264j 0.00199119+0.00873185j 0.00107419+0.00286997j 0.00172087-0.00585112j 0.00278618-0.00455557j 0.00221077+0.00217742j -0.00136011+0.00808044j 0.01185+0.00189941j 0.000314509+0.00755196j 0.000239429+0.0056657j -0.00273054-0.00424241j -0.00453251+0.00178628j 0.00541507+0.00321914j 0.00173631-0.00507533j -0.00141185+0.00474161j 0.00477064-0.000391148j -0.00198255+0.00055926j -0.00246935-0.00074416j 0.000334665+0.00366746j 0.00368769+0.000221435j 0.00448987-0.00176756j 0.00306594+0.00378799j 0.00288781-0.00199369j -0.00310759-0.00183394j -0.00339553+0.00272282j 0.00135918-0.00426679j 0.00271023-0.00124077j 0.00173974+0.000161392j -0.000844495-0.00817398j -0.00309722+0.000570993j 0.00703394-0.0010154j 0.000909645+0.000178726j 0.000296203-0.00460554j -0.00532596+0.00207994j -0.00116051-4.81064e-05j -0.00226139-0.00647979j 0.000458913+0.00559185j -0.00342889-0.00805347j -0.00810976-0.00148589j -0.00595478-0.000841314j -0.00829108+0.0032725j -0.00156877-0.00330029j 0.0016338+0.00314493j 0.00243804+6.05183e-05j -0.00491584+0.0001955j -0.00896565+0.00030279j -9.57828e-05-0.0117306j -0.00341776+0.00253008j -0.000331736-0.00036463j -0.00032479-0.00109781j 0.000598328-0.00245658j -0.00136261-0.00195349j 6.35541e-05+0.00292653j -0.00206134-0.000144999j 
-0.0043138+0.000359163j 0.000436186+0.00208015j 0.00160183+0.00160646j 0.000689098+0.00467553j -0.00234282-0.000307048j 0.00503717-0.00563287j -0.00195837+0.00194195j 0.00484923-0.00643651j -0.00328114+0.000421741j 0.000469875-0.00945657j 0.00159177-0.00176213j -0.00747401-0.00777379j -0.000317157-0.00470205j -0.00147159+0.00234008j -0.00230365+0.00172919j -0.00248467+0.00808747j 0.00523658+0.00341327j -0.000807259+0.00316878j -0.000531172+0.00237474j 0.00552052-0.00449119j 0.0104179+0.00897846j -0.0103795-0.000498172j -0.00258416-0.00484596j 0.00321313+0.00544327j -0.00304177+0.000292678j -0.00495374+0.000214924j 0.0043165-0.00380378j 0.0100784+0.00187848j -0.00136601-0.000820425j 0.00217113-0.00271286j -0.00177705-0.00112118j 0.00856454+8.29826e-05j 0.00286941-0.00416885j 0.00240404-0.00583722j 0.00160888-0.000331272j 0.00553835-0.00370509j 0.00434077-0.000475442j -0.0010172-0.00221898j -0.001848+0.0051212j -0.000619603-0.00677736j -0.00319764-0.00302079j 0.00601212-0.00283571j -0.00488481-0.00209005j 0.00115464-0.00357903j 0.003533+0.000957204j 0.00990894+0.000723041j -0.00308531-0.00472775j 0.00657656-0.0016848j -0.000296308-0.00157025j -0.0023323+0.00861759j 0.00382428+0.00208186j 0.00296639-0.000793827j -0.00147818+0.000433353j -0.00495177-0.00433243j 0.000523872-0.0005722j 0.00355619-0.00484257j -0.00334603-0.000943982j -0.00275921-0.00178567j 0.000889017-0.00405242j 0.00533126-0.00164449j -0.0074476+0.00426035j 0.00301157+0.00426576j 0.0086876+0.00709789j -0.0081611-0.000130488j -0.00215685-0.00157137j -0.000874711+0.000973957j 0.0021116+0.00531671j -0.0016276-0.000664256j -0.000225785-0.0014757j 0.00691718+0.000638609j -0.00257029-0.0083719j -0.00232333-0.00244782j -0.00103133+0.00686393j 0.00308329-8.87875e-05j -0.00331962+0.0018543j -0.00600506+0.00294301j 0.00525757+0.00846852j -0.000517021+0.00541024j -0.00191699+0.00352441j 0.00231529-0.00104902j 0.000872003-0.000110593j -0.00263356+0.000809845j -0.00546537-0.00714273j -0.00855102+0.00141535j -0.00127982-0.00523288j 0.000431958-0.00106239j 0.00369964+0.00105454j -0.00235367+0.00638035j -0.00317769+0.0024547j -0.00659741+0.00297353j 0.00238338+0.00528235j 0.00226805-0.00206937j -1.63211e-05+0.00190327j -0.00170582+0.00172354j -0.00065378-0.00284821j 
