0.0375118+0.01787j 0.020902-0.0362537j 0.0321028+0.0215107j -0.0143558+0.0305102j 0.00247533+0.0034603j 0.00323766-0.00598334j -0.00323835-0.00184531j -0.0118219+0.0127596j -0.00569163-0.0021335j -0.00809281-0.000101313j 0.00579359+0.00113257j 0.00642286+0.0110751j -0.00660943-0.00993361j -0.000126357-0.00472299j -0.00235813+0.00549501j -0.00726475+0.00511263j 0.000221668+0.0114254j -0.004823-0.00668588j -0.00194865+0.0057648j -0.0145864+0.00254829j -0.000298455+0.00608344j -0.00520973+0.00697782j 0.00158795+0.00756164j 0.00251649-0.00109378j -0.00408743+0.00622865j 0.00230621+0.0029223j -0.0027569-0.00906377j -0.00930228-0.000789827j 0.00285378+0.00765999j -0.0112004-0.00544524j 0.00104058+0.00856345j 0.00231978-0.00475078j 0.00285918-0.00421186j -0.00528588-0.00807619j 0.00508889-0.00352375j -0.00223708-0.00377886j -0.00263984-0.00489343j 0.00283461-0.00488264j 0.00231301-0.00675934j -0.00546514+0.00065101j 0.00382326-0.00721667j -0.000236612+0.00482994j -0.00370766-0.00164928j -0.00521381+0.00579287j -0.00132241+0.00140468j 0.00224396-0.00242453j 0.00457482-0.0102202j 0.00026356+0.00276465j 0.00217729-0.000654604j 0.00403408+0.00115038j 0.00179103-0.00146041j 0.0038029-0.00111635j -0.00302622+0.010425j 0.00160606-0.00101426j -0.00413531+0.00467205j 8.95512e-05-0.00385422j 0.00148753+0.00268071j 0.00554891+0.00283224j -0.0038494+0.00351613j -0.00165859+0.00976822j 0.00781221+0.00414243j -0.00689932+0.00473382j 0.0037429+0.00323612j 0.0006256+0.00836293j -0.00174234+0.00442389j -0.00147657+0.0157658j 0.00215564-0.00275805j 0.00481996-0.00477121j -0.00523953+0.0016576j 0.00686203+0.001048j 0.00493726+0.00138538j -0.00747736-0.00135305j 0.00321804-0.00654159j 0.00460296+0.00119019j -0.00522121-0.00861517j -0.0146464-0.000852684j -0.00232152+0.00948516j 0.0109022-0.000680164j -0.00642126-0.00818821j 0.00484497+0.00510164j 0.00493721-0.014978j 0.00152645+0.0152873j -0.00820836-0.00070235j -0.017761+0.0057898j 0.0215601+0.0025606j 0.000412371+0.00239852j 0.0109652-0.0014157j 0.00408888+0.00935662j -0.0240915-0.0190169j 0.0229935-0.0240888j 0.000676311+0.0401864j -0.0407251-0.000972234j 
-0.0191225-0.00360905j -0.00311546+0.0218012j -0.0165066-0.0115588j 0.0100804-0.0141758j -0.00353408+0.00291889j 0.00627127+0.000929844j 0.00139878+0.00150557j 0.00655936-0.0123003j 0.0161844+0.00725137j 0.00596739+0.0132511j -0.0198813-0.00849072j -0.0110243+0.00964259j -0.00215337+0.00907557j -0.00160889+0.00728027j -0.00868822+0.00644668j 0.00462883+0.00502457j 0.000293761-0.0150948j -0.00205044-0.00370861j 0.0110039-0.00231335j 0.00883377-0.00898602j -0.0033093-0.00932315j 0.0105324+0.00153908j -0.000154247+0.00443367j -0.00124852-0.00247535j -0.00487162-0.00846768j 0.0106872-0.00478422j -0.00446294-0.000716222j 0.00776825-0.00365186j -0.00407988-0.00342682j 0.00785694+0.00198j -0.0128708-0.00261076j 0.00159012+0.000505282j 0.00619241-0.0001301j -0.012751+0.00139563j -0.00521857+0.0154603j 0.0043197+0.00174287j -0.00208839+0.00371321j 0.00810271-0.0071297j -0.00223262-0.00470748j 0.00105529+0.00373511j 0.00047235-0.00273137j -0.00202687+0.00329983j -0.00100587-0.00127932j -0.0060948+0.00370415j 0.00689241+0.00536607j -0.00802169-0.00487448j -0.00347325+0.00845378j 0.00716527-0.0134095j -0.00301051+0.00729679j -0.00304802+0.00141637j -0.00325491+0.00179515j 0.00683911+0.00403512j -0.00768989+0.00113026j 0.00416068+0.00363312j -0.000145582-0.00198983j -0.0120678+0.0120394j 0.00255086+0.000951377j -0.00344699+0.00613688j -0.00394438-0.000861087j -0.00367802-0.0055444j -0.00203198-0.00867915j -0.000969597+0.00301719j 0.00301368-0.00664641j -0.0025145-0.00121648j -0.00339433-0.00770377j -0.00214466-0.00136106j -0.00191885+0.00576341j -0.00153096-0.0160679j -0.000386203-0.0103615j -0.00464524-0.00388615j 0.00120553+0.00152541j 0.0125845+0.00430955j -0.0108477-0.00419429j 0.00162687+0.00389669j 0.0012222+0.00655806j 0.0123739-0.00265167j -0.00138147-0.0068666j -0.00551736-0.00212644j 0.000278972+0.0119638j -0.00568709+0.00753372j -0.0118469+0.00268108j 0.000346997-0.00592914j 0.00313845+0.00874062j -0.00113182-0.00294388j -0.00298309-0.00449515j 0.00220901+0.000181924j -0.00433978-0.00662798j 0.00389358+0.00248487j -0.00125336+0.015671j -0.0134364+4.2303e-05j -0.00732099-0.0216016j 0.0177397-0.00435731j 
0.0147659+0.00720586j 0.00804379-0.0151688j 0.0189459+0.014181j -0.0136532+0.0201239j 0.011711+0.00685329j 0.00301322-0.0143646j -0.0126444+0.00286401j -0.00411007+0.0137509j -0.00447012+0.00281844j -0.00663025-0.00438337j 0.00331883+0.00221914j 0.000218828+5.24004e-05j -0.00574489-0.00307936j 0.00557712+0.00647854j -0.00161388-0.00404496j 0.00402444-0.000728615j 0.00447968+0.00999136j 0.00273283-0.000676848j -0.000503372-0.00647735j -0.00853359-0.00518693j -0.00522508+0.00296775j -0.00782271+0.00999043j -0.0084537+0.000360268j 0.00137692+0.00283463j -0.0122442-0.0107682j 0.00870147-0.0058209j -0.00948069-0.000433925j 0.00219183+0.00667875j -0.00294989-0.00490608j -0.00517158-0.00413623j -0.00113761+0.000747252j -0.00239063-0.00263556j 0.00659635-0.0045033j -0.000582064-0.00259192j 0.00276246+0.000393567j 0.00939266+0.000958112j 0.00100475-0.00618624j 0.00626999-0.00595221j 0.000304936+0.00542507j 0.00875505+0.00893019j 0.0119999-0.0151224j -0.00444386+0.000139869j 0.000932899+0.000998476j 0.000560342-0.00865j -0.0025572+5.88597e-05j -0.00952386+0.00251042j 0.00270638-0.0123416j 0.00611873+0.00182741j -0.00281788+0.0038848j 0.0116786-0.00579446j -0.00161358-0.000270638j 0.0157857+0.00472568j -0.00457516+0.00190979j 0.00837704+0.00408083j 0.00686253+0.00218712j 0.00488116+0.00335191j 0.000316006+0.00892149j 0.00416467+0.00230904j -0.00422567-0.00433261j 0.0103558+0.00402959j 0.00868718+0.000811269j 0.00309609-0.00173955j 0.00822267-0.00259395j -0.00565199+0.00024059j 0.00225025+0.00709781j -0.00181333+0.00830264j -0.0112451-0.00845268j -0.00309429-0.0101891j 0.00202599+0.000966081j 0.00489248+0.0127609j -0.000269736-0.00530863j -0.00184809-0.00223403j 0.00417417-0.00705172j 0.00535568+0.00113547j -0.00599725-0.00270193j -0.00918506-0.00694834j 0.00140658+0.000240954j 0.00588924+0.0010083j -0.00132169-0.00613015j 0.00311629+0.000194155j 0.000947417-0.0108776j -0.00579435+0.00275609j -0.00206695-0.00138315j -0.00301562+0.00392949j 0.00932623+0.00472223j 0.00784945+0.00901315j 0.0022058-0.00868246j 0.00240732-0.00436734j -0.0106031-0.0178251j 0.0173878-0.0118712j 0.00497098+0.0152455j -0.0142891+0.002222j 
0.0166536+0.00865433j 0.00958132-0.0162483j 0.0072932-0.00170434j 0.00248114+0.00353534j -0.0134177-0.0104165j -0.00137144+0.00813379j 0.00785334-0.0144267j -0.0136339+0.00563102j -0.00775647-0.0106447j -0.000971434+0.00514738j 0.0107269-0.00568514j 0.0049756+0.0114186j -0.0023693-0.00714773j 0.00453288-0.00968482j 0.00621111-0.00505851j -0.018822+0.0109345j -0.00260019+0.015799j 0.00364217+0.00893485j -0.00189947-0.000825397j -0.0043319+0.00320386j -0.0102682+0.00498342j -0.0187374+0.0111747j -0.0104607-0.00667986j 0.00812445+0.00117027j -0.0154382+0.0113908j -0.000720835+0.0131688j -0.0017587+0.00275811j -0.00482585-0.00775412j 0.00606099-0.00242096j -0.00841272-8.04548e-05j -0.000791343+0.00297971j 0.000783731+0.00628875j -0.00408247+0.00545124j 0.000372961+0.00941943j -0.00382434+0.00785088j -0.00779107+0.00534936j -0.000533095+0.00133505j 0.00226045+0.00433861j 0.0114111-0.00374152j 0.00475868-0.00860922j 0.00392341+0.00137574j 0.000758271-0.000811593j 0.00340703+0.00403131j -0.0088477+0.000619689j -0.00604103+0.00511774j 0.00908617+0.00842641j 0.0019399+0.00196198j -0.00471504+0.00470097j 0.00201004-0.00931405j -0.00474827+0.000480734j -0.00440726-0.00539402j -0.0106976+0.00493532j 0.0138149+0.00584415j 0.00327027-0.00345526j -0.00391214-0.00832424j 0.0155709-0.000448204j -0.00467477+0.00637094j -0.00606834-0.0040619j 0.00863842+0.000137355j -0.00103114+0.0128678j 0.000320045+0.0116229j 0.00760854+0.00890704j 0.00219338+0.0108151j 0.000314478+0.0100707j 0.0032584+0.0123742j 0.00154354+0.00668344j -0.00887698+0.00661106j -0.00128343+0.00205206j 0.000584483-0.000441898j -0.00667587+0.0163515j -0.00693856+0.0191623j 0.0187697+0.0122674j 0.00488316-0.0111965j 0.0141924+0.000108584j -0.000165652+0.00374101j -0.0181612+0.00103087j -0.00161217+0.00507324j 0.0130142+0.0033015j 0.00177329-0.00635241j -6.98371e-05-0.000957376j -0.0035146-0.00969987j -0.00793475+0.00356582j 0.0109569-0.000767799j -0.00261559+0.0161761j 0.0132488+0.0101116j 0.000506357-0.000553989j 0.00645006+0.00790897j -0.0109974+0.00677285j -0.00655286+0.00106083j 0.00223678-0.00681463j 0.0018216+0.0172137j -0.017178+0.0019401j 
0.0174622+0.000515953j 0.00131164-0.0170651j 0.00783529+0.00467915j -0.00378654+0.0072097j -0.0107133-0.0123876j -0.00304508+0.0107148j 0.012963-0.00943182j -0.00312336-0.00629327j -0.00846653-0.000506813j -0.00110714-0.00210999j 0.0033035-0.00737097j -0.00353375-0.0026707j -0.000543961+0.00671615j 0.00275033-0.00148251j 0.00525792-0.00388102j 0.00500102+0.00147836j -0.00397873+0.0123671j -0.0130554+0.00216288j -0.000562953-0.00650218j -0.00399458+0.00706889j 0.00724816+0.00377142j -0.00791286-0.00299587j -0.00623981+0.00683768j -0.0023195-0.00773414j 0.0033197-0.00206719j 0.000708726-0.0032128j -0.0159782-0.00370797j 0.00400891+0.00758046j -0.0032985-0.00024619j -0.00602336-0.0104752j 0.00776566+0.0026521j -0.00253023-0.00920182j -0.00116215-0.00201291j -0.00456712-0.000299778j 0.00780486+0.00248493j 0.00394904-0.00108363j -0.00031788+0.00212995j 0.00335245+0.00395134j 0.00198499-0.00636557j 0.0016229+0.00870572j 0.00468385-0.00784632j -0.00850928+0.000120942j 0.000760047-0.000597151j 0.00335123+0.00748782j -0.000435625-0.00562913j -0.00715713+0.0037185j -0.00712499-0.00081319j 0.0156113-0.00295159j -0.000376522-0.00706883j 0.0038496-0.000661185j -0.00198509-0.0038323j 0.0178646-0.00235541j -0.00417339+0.00110223j -0.00137857+0.00733751j -0.00822874+0.00457467j 0.00284392+0.00612619j -0.00276369+0.0151943j 0.00851037+0.00450153j 0.00273215-0.00493498j 0.00270186+0.000240475j 0.00636838+0.00119901j 0.00317304-0.00266447j 0.00360588+0.00385006j -0.00474544+0.00381348j -0.00168933-0.00293871j -0.00402432+0.0118385j -0.00214824+0.0105597j -0.00384315-0.000186052j -0.00688379+0.00961113j -0.0104788+0.00842122j 0.00136653+0.00847441j 0.0125054+0.000540539j 0.0102167-0.00181088j 0.00959365+0.0126331j -0.00129559-0.000806861j -0.00861061+0.000182129j -0.00534971+0.002827j 0.00384483-0.00487034j -0.0038046-0.00619733j 0.00999009-0.00649186j 0.00567381+0.00663428j 0.00189474+0.00465917j 0.0089901-0.00407954j -0.0013327+0.00549296j 0.00776257+0.00654041j -0.00121757-0.00595103j -0.00532112+0.0119717j -0.00609208+0.00111621j 0.00127552-0.0124189j 0.011397-0.00202803j 0.00370556+0.0178534j -0.017438+0.00564191j 
-0.012691-0.0109861j -0.0107163+0.0126723j -0.0160811-0.0107537j 0.00376069-0.01728j -0.0135841-0.00615836j -0.0162531+0.0223729j 0.0133684+0.00482879j 0.00696528+0.00324945j -0.00642832-0.00986964j 0.0152735-0.0110689j 0.000720091-0.00530489j -0.00809065-0.00851124j 0.00260052-0.00181609j 0.000172062+0.00439391j -0.00314626-0.00686572j -0.00118432-0.00628245j -0.00385914-0.000842447j 0.00823758+0.0101786j -0.00768159-0.00446271j 0.00849823+0.000865627j -0.000505341+0.0039787j 0.00154528-0.00353285j -0.00251328-0.0026732j -0.00321698+0.00475525j 0.00595424-0.00525832j 0.00181144-0.0123384j -0.00711112+0.00286853j 0.00981092+0.00583524j 0.00251332-0.00479988j -0.00588594+0.0157901j 0.00343855-0.00628817j 0.00714137+0.00764593j -0.00139247-0.00229999j -0.000108159+0.00501357j -0.0169962+0.00922611j -0.00443294-0.0023046j -0.000993315+0.000528939j 0.00019568+0.00300415j -0.00508267-0.00222216j 0.00825635+0.00231322j -0.0049364+0.00728136j -0.0107317-0.00604652j -0.00590614+0.00765577j 0.0045358-0.00614009j -0.00104659-0.00245814j -0.0134084-0.00340899j -0.00177729-0.00136024j 0.00205195-0.0189389j -0.000618309-0.0013952j 0.00944675-0.00371708j -0.00714687-0.00794559j -0.00136063-0.00298039j 0.0141257-0.00630753j -0.000614917+0.00953074j 0.00273848+0.000825448j 0.00410875-0.00483007j -0.00273998-0.0143439j -0.00429009-0.00452349j 0.00629155-0.00901956j -0.00167619-0.00473892j 0.000371356-0.000812482j -0.00379766-0.00733628j -0.0058279+0.00869947j 0.00639338-0.00246297j 0.00210724-0.00181311j -0.00400553+0.00365986j -0.000445454+0.00338817j -0.00768078+0.00331745j 0.00743094+0.000799082j 0.00553258-0.00576028j -0.00564994+0.0098236j 0.00457078+0.00249593j -0.00147157+0.00581111j -0.00391363-0.00291986j 0.00438693-0.000948484j 0.00128857+0.00135113j 0.00675279-0.00132392j -0.0030063-0.00953472j -0.00921053-0.00313315j -0.00680622-0.00374242j 0.00624729+0.0106089j -0.00287029+0.00318733j 0.0188139-0.00594502j 0.0063893+0.00909068j -0.00559386+0.00847906j 0.00334992-0.00481481j -0.00929954+0.00393142j -0.00342593-0.00129429j 0.0235343+0.012455j -0.00825175+0.022755j -0.00088153-0.0165452j 0.0158938+0.00298511j 
0.0075346-0.00794627j -0.00613677-0.00702006j -0.0106835+0.0162985j -0.0113374-0.00829213j 0.0117096-0.00204271j -0.00367882-0.00447748j 0.00526734+0.00485641j -0.00193817-0.0030775j 0.00866772+0.00523463j -0.0123121+0.00172707j 0.00199009+0.00679613j -0.00252713+0.00562502j 0.00487483-0.00745099j -0.00411805-0.0108225j -0.000497752+0.0132043j -0.00205329+0.000959871j 0.00575855-0.00359186j 0.00431993-0.00465874j 0.00711795+0.00127605j -0.00260037-0.00152112j -4.76387e-05-0.00729601j -0.00027111+0.00392836j -0.00537668-0.000147389j 0.00103478-0.00577644j -0.000830614-0.00580343j -0.00126025+0.00701485j -0.00178666-0.00328919j 0.00318175-0.000638951j -0.00459558+0.00375745j -0.00157534-0.00289593j -0.00129953+0.00461525j -0.00160845+0.00323886j 0.00436273+0.00439691j -0.00219646-0.0130097j -0.000865262+0.00146238j -0.00317185-0.00084844j 0.00513637-0.00658233j 0.00512323-0.00452208j -0.00392241+0.00757137j -0.00192794+0.00173286j 0.000692278+0.00522232j 0.00576964+0.0107029j -0.00358917+0.0028667j 0.000381407-0.00129701j -0.00697941-0.00187996j -0.000277504+0.0013225j -0.00368089-0.00710802j 0.0114393-0.00791173j 0.00186261+0.00122927j 0.0132483+0.00370218j -0.0144611-0.00300073j 0.00162395+0.00148069j 0.00713262+0.00363732j 0.00606238-0.00944585j 0.000125998-0.0061771j -0.00968569-0.0156671j -0.00574648-0.0012533j 0.00831663-0.00212756j 0.00121188-0.007291j 0.00290893+0.00297052j -0.0029445+0.00198273j 0.000643236-0.00632451j -0.00905132-0.000605793j -0.000877126+0.00435091j -0.0056306+0.00183659j 0.000780643+0.00166431j -0.00247593+0.00505475j -0.00590977+0.00276999j 0.00621238+0.00733393j 0.00284863-0.00547101j 0.00282669+0.0015644j -0.0161304-0.00312228j 0.00168521+0.00762623j -0.00370066-0.00349835j -0.0123808+0.00750785j -0.00387227-0.00619386j 0.00513508+0.00776152j -0.00625399-0.00182822j 0.00747723+0.00888435j -0.000493206+0.00362941j 0.00841388-0.00748136j -0.0136975-0.00909414j -0.0136091-0.00625595j 0.00426975-0.0178851j -0.00254197+0.000301363j 0.0095754+0.00555081j -0.00238078-0.0124399j 0.00552389-0.00096531j 0.00422313-0.00620966j 0.00608911+0.00321453j 0.0135833+0.00509309j -0.00574019+0.0135756j 
-0.0037518-0.00220532j -0.0030452+0.00635202j -0.0116536+0.00333283j 0.000643261-0.0114705j 0.0018801-0.00514399j -0.00486644+0.000699553j 0.00791667+0.00672358j -0.00129221-0.00269844j 0.00496882+0.00245751j -0.004308+0.00141378j -0.0026779+0.00515519j -0.000280763+0.0102043j -0.00302976-0.00604272j 0.000458115+0.00409333j -0.00610226-0.00530573j -0.00468348+0.0097813j -0.00341913-0.00411405j 0.000672835+0.00340404j 0.00256834+0.0111477j 0.00434457-0.00342829j -0.00333887-0.00357642j -0.00506934+0.00391614j -0.00147069+0.0092972j 0.00155112-0.00717605j 0.00358304-0.00106205j 0.0056766-0.00381209j 0.00621051-0.00848857j 0.0155414-0.00262828j 0.00258106-0.0033538j 0.000204355-0.00563334j -0.00744967-0.00149518j -0.00788228-0.00214941j -0.00811485-0.00245409j -0.00150046+0.0131424j -0.00426003-0.00374045j 0.00629655-0.00394377j -0.00804807+0.004961j 0.00441726+0.0121276j 0.00103754-0.00137381j -0.0024832-0.00303655j 0.00911016-0.0072326j -0.00598249+0.00247949j 0.00730134-0.00513004j 0.0049509+0.000335141j 0.0079896-0.00137423j 0.00335486+0.000576072j -0.00937397+0.004411j -0.0072663-0.00586431j -0.000674388+0.00227452j -0.00448957+0.00806392j 0.0099925+0.0101661j -0.00212536-0.0022318j -0.00245855-0.00974735j -0.00877278+0.00822551j 0.00746815+0.00693968j -0.000737536-0.00640212j 0.00811892+0.00685426j -0.00315103-0.00759683j -0.0028726+0.00286181j -0.00578826-0.00240711j 0.0108448+0.00296467j -0.00803664+0.00557419j -0.00197842+0.00594308j 0.000378675-0.00223243j -0.0034895-0.00209625j -0.00691053-0.000961559j -0.00295669-0.00283414j -0.00644145-0.00269978j 0.00235959+0.00394287j 0.00432782+0.000739955j 0.00281992+0.00915926j 0.00174516+0.00568499j 0.00107547-0.00254977j 0.000335393-0.00290556j -0.00641743+0.00236465j -0.00532955-0.00116577j 0.00836849+7.39948e-05j -0.00695409-0.00689752j 0.00207421+0.011645j -0.000663787+0.00546944j 0.00291367-0.00382271j -0.00501365+0.0037868j 0.000286416-0.00731777j 0.0061412+0.00268875j -0.00538605-0.00065109j -0.0017056-0.00188166j -0.00329845-0.00164559j -0.000736677-0.00201801j 0.00918248+0.0103516j -0.011653+0.00753741j 0.00437602-0.00914943j 0.00557273+0.00347683j 
-0.025316-0.0110752j -0.0121785+0.0214393j -0.00855428-0.0105162j 0.00417816-0.0104051j 0.00846544+0.00726207j 0.000971067-0.00582747j -0.00972956+0.00463305j 0.0110194+0.00375216j 0.00422219+0.00804587j -0.00647088+0.00904226j 0.00339936-0.000194424j -0.00247181-0.00625896j -0.00445143+0.0129787j 0.00753456+0.00440327j 0.000414031-0.0113011j 0.00474046-0.00404797j 0.000230628-0.00429622j 0.00635537+0.00316252j -0.000160165-0.00370661j 0.00971528-0.00566158j 0.000117658-0.0093455j -0.00321829-0.00717111j 0.00167035+0.00448238j 0.000736327-0.00502702j 0.00623526-0.00527573j -0.00352713-0.00309449j 0.00351062-0.00216382j 0.0139905-0.00219617j 0.00176535+0.00157589j 0.010804+0.00217465j -0.00770858-0.00283601j 0.0021904-0.00421246j -0.00105279+0.00555866j 0.00262008+0.00761887j 0.00516407-0.00142823j 0.00542001+0.0018027j 7.37618e-05-0.00110873j -0.00195118+0.00693888j -0.00393604+0.0043016j 0.00602327+0.00516186j -0.00215768-0.000750569j -0.00422524-0.00481305j 0.00445369-0.000490172j 0.00814321+0.00119339j -0.000378177-0.00420832j -0.00309099+0.00931158j -0.00289847+0.00390606j -0.00286523+0.00349258j 0.00178092+0.00166417j -0.00286846+0.00153258j 0.00553323+0.0100269j 0.00596394-0.00829305j 0.00332356-0.01021j -0.00985796+0.00505891j 0.00756521-0.00296181j 0.00570344-0.000219328j 0.00169429-0.0050413j 0.00316676+0.00180847j 0.0015975-0.00209113j 0.0115359-0.00316932j -9.87933e-05-0.00120263j 0.0063024-0.0020945j -0.00366596+0.00523401j -0.00442788-0.00857181j 0.000183955+0.00199851j 0.0010383-0.0143997j -0.00664709+0.00137425j -0.00366389+0.00525942j 0.00108135+0.00495288j -0.00311794-0.00372005j -0.00567759-0.00891356j 0.00187048-0.00681573j -0.00433454+0.00498659j -7.5222e-05-0.0017552j 0.00190001-0.00309069j 0.0103284-0.000914845j -0.00664216-0.00716395j -0.00559562+0.00846277j 0.00554632+0.00411937j -0.00777295-0.00441016j -0.00263909+0.0126811j -0.00309238-0.00257286j 0.00162774+0.00503043j 0.00188794-0.0102418j -0.0166365-0.00295423j 0.00105397+0.00675414j -0.000957855-0.00789355j 0.0100086-0.00471008j 0.00823237+0.00813266j -0.00414548+0.0143376j -0.00282756-0.0214462j 0.024647-0.00219542j 
0.00899464-0.0120395j -0.0108246-0.00946039j -0.00333021+0.0249391j -0.0200403+0.00181545j 0.018521-0.00535618j 5.51581e-05-0.00918621j 0.0111341+0.00360403j -0.00935596-0.0112588j 0.00454794+0.00819506j -0.0165559-0.00362792j 0.0019114+0.00963808j -0.00394028-0.000633803j 0.0116314+0.00512368j 0.00924605-0.0116257j -0.00222115+0.00386161j 0.00521386-0.00774941j 0.00794259-0.00634156j 0.000380547-0.000651221j -0.000880841-0.00122934j 0.00169469+0.00175174j 0.0082546-0.00479501j 0.00760717-0.0015053j -9.31798e-05+0.00413126j 0.0040979+0.00203702j 0.00288685-0.00553576j -0.00204806+0.00522588j 0.00125407+0.00513237j -0.00683208+0.00304475j -0.00857121+0.00520576j -0.00225487+0.011495j 0.00708372+0.00803266j -0.00481454-0.00377991j 0.00912839+0.00765082j -0.00184719-0.0110454j 0.00139808-0.00767601j -0.00807235+0.00143451j 0.00129701-0.00368796j 0.000857479-0.00451381j -0.000817738-0.00291837j -0.00231573-0.00064346j -0.00194197+0.00523699j 0.00746556-0.000777301j -0.00672451-0.00282393j 0.00118389-0.00494325j -0.00163335-0.00476987j 0.00380466-0.0128856j -0.00254792-0.000492092j -0.00130253+0.00326857j 0.00923732+0.00533062j 0.00521814+0.00261073j 0.0046126+0.000364044j 0.00314065+0.00213623j 0.00128149-0.00174024j 0.000126079-0.00702816j -0.00210539+0.0106757j -0.00126455+0.00419096j -0.00582558+0.00139404j 0.00041809-0.00985403j -0.0066033+0.00286047j 0.00117939-0.00214307j 0.00794722+0.00595918j -0.0056374-0.00716197j -0.00366498-0.0107803j -0.000801928+0.00698071j 0.00728991-0.00395956j -0.00789469+0.0112413j -0.00271001-0.00248106j 0.0106372+0.00163366j -0.00721795-0.00675094j 0.00782313-0.00692163j 0.00529417+0.000404324j 0.00573268-0.00747439j -0.00165275-0.0143536j 0.0102485+0.0114846j -0.00535538-0.00338822j -0.000326527+0.00175791j -0.00315513+0.00807417j -0.00360236-0.00132728j 0.00374272+0.00915203j 0.00611514+0.0132964j 0.00782403-0.00142564j 0.000373502-0.00160673j -0.00569953-0.00592887j 0.00454682-0.0103172j -0.0156537-0.000295562j 0.00383257+0.00254068j -0.0138309-0.0101265j 0.0128473-0.0146901j 0.00598524-0.0230275j 0.017732+0.00435287j 0.0201009+0.0094991j -0.00942798+0.0183664j 
-0.00877676-0.00638668j -0.00710858+0.00566654j -0.000466135-0.00249549j -0.000557773-0.00544717j 0.00229233-0.0037197j -0.00288806+0.0023173j -0.00452227-0.000940069j 0.00801058+0.00536667j -0.00591126+0.000954976j 0.00262396+0.000934883j 0.00134062-0.0117056j -0.00429835-0.000994447j 0.000721298+0.0133212j 0.00513286-0.00144913j -0.00442409-0.00421485j 0.00627158-0.00319119j -0.00954317-0.00519037j 0.00464021-3.62654e-06j -0.00416274-0.00573057j 0.00895123+0.00207174j 0.00938567-0.00107077j -0.00252022-0.0098476j 0.00298261+0.00234297j -0.0113607+0.00710807j 0.00275195-0.00842873j -0.00355661-0.00417513j -0.00228789-0.00557954j -0.00170495-0.0048004j 0.0102189-0.0023489j -0.00160778-0.00456487j -0.00336501-0.0107205j -0.00250712+0.00240028j -0.00363096-0.00464517j -0.000803523-0.00557552j 0.00295464+0.000929432j 0.00359066+0.0019248j -0.00125189-4.33265e-05j -0.00135398+0.00217019j 4.26065e-05+0.00273541j 0.00271427+0.00373245j -0.00192276-0.0024469j -0.00509541-0.00200391j 0.00249194+0.00263479j -0.0023304+0.000566521j 0.000840804+0.00247414j -0.000465212+0.00387809j 0.00101631+0.0150026j 0.00821878-0.00289975j 0.00677602+0.00187665j -0.0127146-0.00188335j 0.00150678+0.0030516j 0.000187435-0.00283458j -0.00113025-0.00465448j -0.00968864-0.00607383j 0.00503075+0.00629666j -0.00408089+0.00652215j -0.00191034-0.00917781j -0.00464471-0.000294772j -0.00143607-0.000976782j 0.00200676-0.0117028j -0.0019556-0.00632642j -0.00258288+0.0050671j 0.00195865-0.000441041j -0.000397313-0.0011565j 0.00415645-0.00228524j 0.00155027-0.00639116j -0.00285474+0.00472205j -0.0035804-0.0036532j 0.000460113+0.007146j -0.00582599+0.00920055j -0.0025129-0.00549758j 0.00672261-0.00508805j -0.00749108-0.000527543j 0.00132333+0.0076133j -0.00511759+0.00225252j -0.00379376+0.00614828j -0.000921052+0.00499451j -0.00307276-0.00353482j 0.00234706+0.00469556j 0.00254297-0.00239772j -0.00309624+0.0002019j -0.00398519+0.00209957j -0.00266558+0.00642125j 0.00425532-0.00615019j -0.000978599-0.00437358j -0.00273883+0.000750061j 0.00565317-0.00919453j 0.00672591-0.00264321j 0.00580241+0.00438929j 0.00348052+0.00995854j -0.00494129-0.0101319j 0.0128284-0.00620608j 
