0.0205782+0.012651j -0.0141488+0.0201212j -0.0180703-0.0206572j -0.0186248+0.0136208j 0.000557193-0.00389148j -0.00397108+0.00107521j -0.00261786-0.00960242j 0.00723553-0.0105686j -0.00522322-0.00329144j 0.00601425+0.00395876j -0.00177176-0.00790524j 0.00748246+0.00207791j -0.00132472-0.00388114j 0.00147604-0.0106255j -0.00251796+0.000527017j 0.000486474-0.0015357j 0.00338223+0.00521744j -8.19752e-05+0.000207266j 0.00132627+0.00521775j 0.000922411+0.000811197j 0.00727564-0.00585886j -0.00592059+0.0105249j -0.00859631+0.00381187j -0.00261716+0.00524822j 0.00502153-0.00114887j -0.00477853+0.00156968j 0.00579651-0.00529633j -0.00144281+0.00358972j 0.000354475+0.00728979j 0.00273136+0.000602835j 0.00141574-0.0026896j 0.00106886+0.000648394j -0.00368779-0.00655762j -0.000877236-0.00245901j -0.00646636+0.00304668j -0.00456068+0.000792965j 0.004181+0.00405064j -0.00342207-0.00711567j 0.00864511-0.00254465j 0.00570807+0.00294787j -0.00437009+0.00462941j 0.00235+0.0123748j 0.00320612+0.00527962j -0.00977508+0.0048351j -0.0139557+0.00200912j -0.00143822+0.00199139j 0.00820536+0.00175734j 0.00181562+0.00525791j 0.0191531+0.00679759j -0.00969897+0.0184665j 0.00437366-0.0235353j -0.0238664-0.00666275j 
0.00182736-0.00385787j 0.00313484+0.00221967j 0.00359839+0.00411086j 0.00279585-0.00392208j 0.00901305+0.00431259j 0.00445846-0.00287428j -0.00161793+0.00194308j -0.00190093+0.00318381j -0.000179342-0.00652965j 0.00334744-0.00329132j 0.000857584-0.00396921j 0.000503355-0.00456622j -0.000764086-0.000340219j 0.0040163+0.00420644j 0.000351099-0.00760524j -0.00410645-0.00803255j 0.00171603+0.00127147j -0.00497398+0.0036796j -0.00805827-0.00110134j 0.00178921-0.00404481j -0.00444658+0.0101861j 0.00301511+0.00137817j -0.000292159+0.00296674j 0.00638323-0.00153158j 0.00201723+0.00108489j -0.000214284+0.00192168j -0.00221523+0.00227705j 0.000990657-0.000453268j -0.0030297+0.00186846j -0.00406881-0.00191986j 0.000956782-0.0012427j -0.00776929+0.000148631j -0.00523483-0.00403909j 0.00335991-0.000985221j 0.000793808+0.00195473j 0.00545721+0.000103467j 0.0058046+0.00703979j -0.00572447+0.00266534j 0.00081364-0.000468654j 0.00260762+0.00067889j -0.00168672-0.00447858j -0.00177849+0.00184296j -0.00161303+0.00154659j -0.00295226+0.00323138j 0.00536597-0.00127998j -0.00248752-0.000666145j -2.36552e-05+0.00435615j 0.00215902-0.00113609j -0.00780822+0.00186567j -0.000761757-0.00701338j -0.000930124-0.00149212j -0.000439012+0.00173621j 
0.0100985-0.00469869j 0.0053249+0.0115766j -0.00102024-0.0127994j -0.0143991+0.00221419j -0.0150439-0.00919629j 0.00581286+0.00119165j 0.00194504-0.00387911j 0.00642299-0.00801172j 0.000501899+0.00483419j -0.00599746+0.0145122j -0.000224617+0.00335739j -0.00471089+0.00621137j -0.00220955+0.00374368j 0.000895054-0.015605j 0.00562987-0.00306479j 0.00811659-0.00988981j -0.00518697+0.00315791j -0.00128147-0.00640005j 0.0213892+0.00928018j -0.0177068-0.010464j -0.00295479-0.00363625j -0.00236507+0.0030799j -0.00126048-0.00586612j 0.00188327-0.00408978j 0.00434087+0.0163768j -0.0105864+0.00114764j -0.00292432-4.61158e-05j -0.00607527-0.00643816j 0.00838596-0.00224377j -0.00568267+0.00136569j 0.00264355-0.0134466j 0.000742928+0.0062327j 0.00263081-0.0101042j 0.000557597+0.00827388j 0.00153506-0.00165193j 0.00263004-0.00222173j -0.0019916+0.00418341j -0.00406205-0.00503709j 0.00977133+0.000113683j 0.00337523-0.00716565j -0.00716599-0.00141164j -0.00927548-0.00497445j 0.00362976-0.000820555j -0.00121244-0.0086941j -0.00163949-0.00229645j -0.00353897+0.000483337j -0.00541947-0.00231353j 0.00826204-0.00766258j 0.00181097+0.00975601j -0.00477281+0.00530267j -0.00518248-0.00891258j -0.00728383+0.00392289j 
-0.0188125-0.00661338j 0.0041646-0.0175852j 0.0065084+0.0185991j 0.0146006-0.00866354j 0.00852375-0.0150078j 0.00297143+0.000449692j -0.0025594+0.00721386j -0.00280436-0.00157387j 0.0107088+0.0078568j -0.00200391-0.00185743j -0.00222566+0.00839946j -0.0124173+0.00166759j 0.000499762-0.0011755j -0.0015577+0.00901723j 0.0078741+0.00406914j 0.00506527-0.00169679j -0.0112637-0.00210884j -0.000617204+0.00145574j -0.0108115+0.000575543j -0.00180396+0.00976336j -0.00559607+0.0116411j 0.00748865+0.000940005j 0.00679489+0.00471181j 0.007861+0.0058334j 0.00829917+0.00266192j -0.000506797+0.0100266j -0.00218121+0.00335269j 0.000703257+0.00106454j -0.00817191-0.0115419j -0.00493699-0.00213407j -0.00629753-0.00285959j 0.00748815+0.00190792j 0.00267376+0.00556912j -0.00377488-0.0130491j 0.00748907-0.00032731j 0.00910101-0.00310786j 0.000769891+0.00363051j -0.00460114+0.00403196j 0.0030037-0.00254497j -0.00976567+0.0063101j 0.0109691-0.00700091j 0.00807972-0.000891268j 0.00188657-0.0125412j -0.000632005-0.00362622j 0.0112488-0.0038951j 0.0045032-0.0016619j 0.00175117+0.000638325j 0.00254091+0.000158367j -0.00156409-0.00393324j 0.000448436-0.00717359j 0.00385048+0.0140587j 0.0151942-0.00128715j 
-0.00594722-0.00263816j 0.00206437-0.00522846j 0.00457914+0.00753888j 0.00506619-0.0076455j 0.00585861-0.0045416j 0.00364521-0.00120779j -0.00178092+0.00206488j 0.000206965-0.00153064j 0.00145338+0.00521608j -0.00170257-0.0015988j 0.00183112+0.00410092j -0.00659093-0.00327786j -0.00161012-0.00148761j 0.00170023+0.000985912j 0.00493186+0.0018449j 0.00209336+0.000543901j -0.003067-0.00289095j -0.00306849+0.000621827j 0.00376221+0.00608423j -0.00329831+0.000799155j -0.000226409+0.00852317j 0.000166618+0.0033382j 0.00414588+0.00123811j 0.00719492+0.00169419j 0.00736105+0.00248228j 0.00419776+0.00859637j -0.0101436+0.000690845j -0.00223117-0.0050625j -0.00302236-0.00448693j -0.00445611+0.00241668j -0.00473337-0.00156958j 0.00482458+0.00181106j 0.0018108+0.00341702j 0.00152241-0.00503317j 0.0050509-0.00317669j 0.00186604-0.00767998j -0.000780053+0.00383776j -0.00512585+0.000579709j 0.00380339-0.00289724j -0.00024326-0.00260636j 0.00616524+0.00127923j -0.0037169+0.00223323j -0.000220217-0.0043189j -0.000896699+0.00128201j -0.00286227-0.00419012j 0.000657576-0.00371798j 0.00110451+0.00374699j -0.00177863+0.0012021j -0.00227666-0.00662856j 0.00502308-0.00421429j 0.00207066+0.00690116j 0.00716869-0.00124492j 
0.0129394+0.00294799j -0.0035972+0.0127645j -0.00325863-0.00502864j -0.00403607+0.00483395j 0.00187542+0.00102169j -0.00107403-0.00602093j 0.00408753-0.00401068j 0.00110451-0.000575622j -0.00434005-0.00292361j 0.000878664+0.00187158j -0.00533319-0.0106958j 0.00441623-0.000371086j -0.00691307-0.00114726j 2.20125e-05-0.00122193j -0.00725375-0.0048326j 0.00365524-0.00270876j -0.00166916+0.00811793j -0.00276316+0.00436891j 0.00547325+0.00385594j -0.00575826-0.00658924j -0.000981794-0.000325428j -0.00441602+0.012959j 0.000123785+0.000975326j 0.00200637+0.00807825j 0.00153032+0.00234535j 0.00205721+0.00404539j -0.00216646+0.00115515j -0.00107835-0.00102674j -0.00267489+0.0077527j 0.00186983+0.000923434j -0.00401263-0.0012002j -0.00309678+0.00145123j 0.002642-0.00477949j 0.000579246+0.00434275j -0.00298673-0.00308496j -0.00143451-0.00723603j 0.0019672+0.00727994j -0.0119301-0.00361482j 0.00477395+0.00213746j 0.00536745+0.00285194j -0.00718157+0.00622204j -0.00136728+0.00516996j 0.00619545+0.00692615j -0.00863692+0.00559313j -0.00307699-0.00486063j -0.00439339-0.00237323j 0.00454652+0.00961741j -0.00100348-0.00369088j -0.000689066+0.00402382j 0.00207634+0.00508284j 0.00150534-0.0140196j -0.0127675-0.00159622j 
0.00784241+0.00286001j -0.00376983+0.00760828j -0.00616368+0.000157748j -0.000822054+0.00315574j -0.00218276+0.00561761j 0.0131791-6.69954e-05j 0.00561305+0.00556204j -9.36687e-05-0.00285419j 0.00315114-0.0121024j -0.00527461+0.00557192j 0.00385606-0.000385549j 0.00406902+0.00647465j 0.00204511+0.00713362j 0.00136685-0.00281646j -0.00598491-0.00715641j -0.0109865+0.00641142j 0.0024777+0.0040213j 0.0040626-0.00134525j -0.00689827+0.00518283j 0.00329062+0.0011293j 0.00429479-0.00985588j 0.00264346+0.00140836j -0.00825296-0.00229761j -0.00560772+0.00303045j -0.0061243-0.00786513j -0.0171127-0.00233614j 0.00536331-0.00330627j 0.003009+0.0106783j 0.00197018-0.00119226j 0.00642908+0.00678168j 0.00857358+0.00531158j -0.00767846+0.0103908j -0.000206286-0.00434573j -0.00130903+0.00584634j -0.00723543+0.00204316j -0.00181512+0.0163032j 0.00577202-0.00272551j 0.00792378+0.00527119j -0.00891957-0.00475627j 0.00182414+0.00323739j -0.00403978-0.00473857j -0.00502065+0.00574157j 0.00133399+0.0138579j 0.00864649-0.00377867j -0.00324903+0.00348627j -0.00555489+0.00356625j 0.00285834+0.00623354j -0.000768267+0.00127863j 0.00404697+0.00189847j -0.000817202+0.00134583j 0.000707009-0.0060324j -0.00594559-0.00124331j 
0.00233378+0.00172511j -0.000912361+0.00211065j 0.000944659-0.00330363j -0.00107726+0.00160112j 0.00112643+0.0058203j -0.000261959+0.000679419j -0.00588669-0.00232569j -0.000234474-0.0020315j 0.00338664-0.00625191j 0.0024884-0.00217941j -4.1315e-05-0.00241249j 0.00169214+0.00911468j -0.000994143-0.00489223j 0.00467204+0.000465565j -0.000526525-0.000248055j -0.00133924-0.00287121j -0.00335199-0.00105239j -0.00343008+0.00242555j -0.00525802+0.0035129j -0.00087426+0.00413601j -0.00107215+0.00186383j 0.00553959-0.00313858j 0.0064937+0.00453934j 0.000630356-0.00557661j 0.00415462+0.0037054j -0.00165522+0.00167029j 0.00309168-0.000755654j 0.000801055+0.00405018j 0.0069709-0.00266789j -0.00381016+0.00291158j 0.00211045+0.0016672j -0.00540708+0.00491167j -0.00294287-0.00208409j 0.00435089+0.000675563j -0.00150215+0.000888131j 0.00276224+0.00611411j 0.00449275+0.00285596j 0.00127946-0.00496455j 0.00492056+3.59045e-05j 0.00802794+0.000608124j -0.00297818-0.00501782j 0.00570755-0.00589906j -0.00175762-0.00717747j -0.000803054+0.00180982j 0.00197383+0.00107556j -0.000965996+0.00322412j -5.43758e-05+0.00105457j 0.000622612-0.0034965j -8.31403e-05+0.00358311j -2.30731e-05+0.00186343j 0.000190511-0.0020413j -0.00161287-0.000586727j 
0.00282422-0.000476172j 0.000211469+0.0019307j 0.00132515-0.00284095j -0.00301725-0.00183545j -0.00612455-0.00105867j 9.4164e-05+0.00447745j 0.00149101+0.00261373j 0.000747391-0.00676137j 0.00171957-0.0154549j -0.00568669-0.00129644j -0.00618101-0.00501045j 0.00774724+0.00721066j 0.000748296-0.00121725j 0.00981737-0.00126266j -0.00482229-0.00057917j -0.00426785-0.00509137j 0.00739985-0.00176926j -0.012685-0.0116608j 0.000464215+0.00637254j -0.0116463+0.00385591j 0.00644143+0.00379392j -0.00112174+0.00413165j 0.00833534-0.00584471j -0.00566313-0.002546j 0.00225879+0.00754221j -0.0121339+0.00346358j 0.000748303+0.00342242j -0.011013+0.0071704j 0.0046934-0.00376654j 0.00218455+0.00204098j 0.0132768+0.0035464j -0.00540896+0.00952365j -0.00577835-0.0029552j 0.00376127-0.00273043j 0.00097781-0.00473179j 0.00356759+0.0236118j 0.0075132+0.00517241j 0.0090812-0.00644028j -0.0010769-0.0055976j 0.00806749-0.0016438j 0.000853283-0.00864675j 0.00148216-0.00877377j -0.00140474-0.00526618j 0.00122783-0.00220183j -0.00144687+0.0078928j -0.00713597+0.00358402j -0.00254803-0.00158914j 0.00388256-0.000843011j 0.0049464+0.00359054j -0.00567422+0.0014929j -0.00359224-0.00199889j -0.0029621+0.00247259j 
0.00350626+0.00277783j -0.00118462+0.00263634j 0.00255857-0.00584385j -0.00460517+0.00312452j -0.00728152+0.00878918j 0.00325992-0.00490947j 0.00300135+0.000301403j 0.00522955-0.00209861j -0.00413558+0.000174758j -0.00414882+0.00802544j 0.00647834-0.00133091j 0.0023441-0.000825045j -0.000737774+0.00674492j -0.00382966+0.00282164j 0.00805989-0.00247614j -0.00348278+0.00973893j -0.000342908+0.00788186j 0.000128306-0.00495678j 0.00320854-0.00035539j -0.00174687+0.00285077j -0.00610979-0.00803398j 0.003606+0.00520875j 0.00501066-0.00552702j -0.00214105-0.00555736j -0.0149246-0.00730083j -0.00496185-0.00564268j 0.00426779+7.77113e-05j 0.00386374+0.00224924j 0.00403428-0.00148712j 0.000417471+0.000442663j -0.00298156+0.00730104j 0.00342506+0.00307215j 0.000869381+0.00576819j -0.00319728+0.00869843j 8.33391e-05-0.0011074j 0.00309838+0.000305579j -0.00147714-0.00653922j 0.0120428+0.00436434j -3.34844e-05+0.00700559j 0.000363389-0.0093139j 0.00144951+0.00323982j 0.00230469+0.00127415j -0.000815775+0.00665155j 0.00574059+0.0015251j -0.00595179+6.03375e-05j 0.00279226-0.000948972j -0.000993175+0.000937127j 0.00214437+0.00403675j 0.000700784-0.00147455j 0.0035027+0.00521522j -0.000638388+0.000674546j -0.00046763+0.000925826j 
-0.00549804-0.000210124j 0.00145698-0.0052894j 8.167e-05+0.00355861j 0.00242665-0.00307255j 0.00996878+0.00814791j 0.00339628+0.00129117j -0.00979033+0.000714152j 0.00127963-0.00136113j 0.00503664-0.00410598j 0.00375407-0.0085982j 0.00417724+0.00640382j -0.00429159+0.00567789j 0.00470119-0.00578718j 0.00370329+0.00514496j 0.00109435+0.000340464j -0.00687437+0.00176143j -0.00372768-0.007145j -2.80162e-05-0.00064106j -0.0148307+0.00236571j 0.00830067+0.0100245j 0.00100483+0.00231623j 0.0039014-0.010647j 0.0013327+0.00573329j 0.00209025-0.00315811j 0.00455671-0.00166489j -0.000256892+0.00470882j 0.00261429-0.000324759j -0.00115224+0.00367463j 0.00543136-0.00746578j -0.00152021-0.000756311j 0.00232361+0.00573265j 0.000379901+0.000988225j -0.00314197+0.000322417j 0.00122538-0.00490809j -0.00295998+0.00279545j -0.00052508+0.00608904j 0.00151841-0.00268573j 0.000335339-0.00297026j -0.00308385-0.003169j -0.0015915+0.00342866j 0.00326811-0.0034051j 0.00291945-0.00517417j -0.00486417-0.00823536j 0.00433947-0.000837902j 0.00249821+0.00109597j -0.000342765+0.00346512j 0.00155432-0.00485355j -0.00051477+0.0044097j -0.00425604-0.00346451j 0.00267309-0.00424217j 0.00203028+0.00562329j 0.00614265-0.0019067j 
0.0116969-0.00122838j 0.0014055+0.0112225j -0.00359857-0.00963567j -0.00760276+0.00117294j -0.00101994+0.0108683j 0.000567866+0.00390005j 0.00281166-0.00181563j 0.00358127+0.00392831j -0.00715609+0.0047591j 0.00210701+0.00344192j 0.00609211-0.00159634j -0.00722697-0.0031681j -0.00607108-0.000618593j -0.00431518+0.00271245j -0.00426881-0.00123032j 0.00163905+0.00757087j 0.00551983+0.00359434j 0.00141492+0.00318213j 0.00533013+0.00507188j 0.00399011+0.000835317j 0.00606022-0.000109219j 0.00080021+0.00650185j -0.00478846+0.000689866j 0.00227094+0.00781297j 0.00104971-0.00648993j -0.00077137+0.00296296j -0.00609031+0.000644356j -0.00193326-0.0012366j -0.00626213+0.00775034j 0.00409285+0.000542898j 0.00139482+0.00233509j 0.0013058+0.00338239j 0.00259059-0.000284554j 0.00459804-0.00192039j 0.000361048+0.000168018j -0.00190813-0.00403573j -0.00445876+0.00648324j -0.0018262-0.00020857j 0.00314811-0.00441928j 0.00240166-0.00216223j -0.00249+0.00293447j -0.00479433+0.00553762j -0.00278331+0.00599123j -4.33655e-06-0.00083685j -0.00465272-0.00201737j 0.000524082-0.000161445j -0.00277249+0.00391632j -0.00037461-0.000881163j -0.000578846+0.00753845j -0.00475213+0.00146587j -0.00280987-0.0109386j -0.0110088+0.00232477j 
0.00101439+0.000879213j -0.00232898+0.000534445j -0.00317661-0.00456169j -0.00297752+0.000205694j 0.00237017-0.000872842j 0.00187225-0.00583373j 0.006414+0.000199533j -0.00622429-0.000100785j 0.00408395+0.00386267j 0.00142291-0.00268883j 0.00967792+0.00666161j 0.000586191-0.0037771j 0.00745435+0.00330802j 0.000674682-0.00259112j 0.0038711+0.000374735j -0.001975-0.00159705j -0.00197779-0.00361212j 0.0106072-0.0046364j -0.000786017-0.00213145j 0.00583788-0.00454929j 0.00231879-0.0113543j -0.0019833-0.00139073j -0.00576022+0.00860091j -0.00405339-0.00053658j -0.00517306-0.00413493j -0.00224085-0.00749097j -0.00536977-0.00978896j 0.00645173-0.00342878j 0.00469298-0.00696313j 0.00217058+0.00316005j -0.00143865-0.00114676j -1.4424e-05-0.00263342j -0.00435164-0.00789148j -0.00976571+0.00123636j -0.00732604-0.00163731j -0.0088965-0.00272516j 0.00314193-0.0144345j -0.00511248-0.00413501j -0.00687755+0.00122266j -0.00653861+0.00274317j -0.0016454+0.000282003j -0.00609029+0.00271744j 0.00113478+0.00234077j 0.000259368+0.000431059j -0.00366532-0.00160091j 0.0026679+0.000865078j -0.000721562-0.00719293j 0.00298443+0.000328927j 0.00108959+0.00190596j -0.00275757-0.00265163j -0.000476723-2.95136e-06j -0.000271943+0.000395076j 
0.00395061-0.00516921j 0.00340068+0.00315619j 0.00438112-0.0101493j -0.00883428-0.00360893j -0.00797418-0.00514037j -0.00127095+0.0117654j 0.00232618+0.00566684j 0.000923515+0.00308436j 0.00222762+0.0080451j -0.004738-0.0097567j -0.000208017-0.00406128j -0.00323797-0.00357301j -0.00984306+0.00567788j 0.00167136-0.00401327j 0.00135767-0.0128475j -0.00401673-0.00338759j 0.00225422+0.00837598j -0.00146098+0.000634273j 0.00880628+0.000336366j -0.0106894-0.000952485j -0.00666022-0.001061j -0.00125417+0.00382811j -0.00391551-0.0024278j 0.00932497+0.00372274j -0.0032089+0.00301172j -0.00024071+0.0105764j 0.000765206+0.000144916j -0.0104284-0.00409196j 0.00285409-0.000546601j 0.00403313-0.007311j 0.0066927+0.00328097j -0.0034812+0.00520017j -0.00865281-0.000455819j -0.00884128-0.002896j -0.0110171+0.0027194j -0.00334951-0.00069227j 0.00355638-0.00597545j -0.00495502-0.0101512j 0.00849865+0.00438798j -0.00340856-0.00467752j -0.00797482+0.00562761j -0.0113033-0.000231152j 0.00957428+0.0060485j 0.00620164-0.0116939j 0.0017173-0.00071336j 0.00241132+0.00497661j 0.00184966-0.00606971j 0.00930835-0.00440535j 0.000791852+0.0118925j -0.00358595-0.00111544j -0.00460308-0.00460279j -0.003515+0.0037014j 
-0.0117327-0.00209715j 0.00288729-0.0111304j 0.00223816+0.00645141j 0.00446143-0.00514082j 0.00723198-0.00561347j -0.000774074+0.00157204j -0.00881692+0.004147j 0.000121682-0.00295656j -0.00387576+0.00732832j -0.0029266-0.00394304j 0.000684603-0.000273727j -0.00493102-0.00703899j -0.00552559+0.00473501j 0.00421909+0.00100025j -0.00289249-0.00308307j -0.00820355-0.000659491j -0.000100158-0.000336143j -0.00612017+0.00126474j -0.00696217-0.00556652j -0.00236143-0.00133083j -0.00405198+0.00465355j 0.00686655+0.0049591j -0.00134005-0.00972137j 0.00535894-0.012945j 0.00332049-0.00513068j 0.00680583+0.00414421j 0.00192854+0.00755248j -0.00417096+0.0010986j 0.00163734-0.0129297j -0.00163782-0.00272992j 0.00481913+0.00312459j 0.00292709-0.0121598j -0.00423069+0.0109647j -0.00288042-0.00533956j 0.00258009+0.000233996j 0.0044156+0.000644791j -0.0029557-0.000873977j 0.00498358-0.00130734j 0.00100367+0.0114829j 0.00309776+0.000724163j 0.00281763+0.00228341j 0.000902694-0.00595974j 5.06135e-06-0.0049494j 0.00345798+0.00509212j 0.00677661-0.00177882j 0.00323358+0.0012348j 0.00299563-0.00370305j 0.000232921+0.00189555j -0.00339169-0.00516346j 0.00125661-0.00428908j 0.00186167+0.00861433j 0.0089579-0.000781599j 
0.0067762+0.002396j -0.00333875+0.00529129j 0.000365731-0.00100184j 0.00240824+0.000137466j -0.00757992+0.00576908j 0.00146378-0.00571425j 0.0136886-0.00288669j -0.000229976-0.00441465j -0.00217264-0.00665074j 0.00834236+0.0189119j 0.000624964-0.00166171j 0.00240675+0.0135267j 0.0119655-0.00861639j -0.00480134+0.00274575j -0.00230703+0.00255931j 0.00661754+0.00337721j -0.00654231-0.00215679j 0.0133684+0.00078386j -0.00841624+0.00388812j 0.0152636-0.00650724j -0.00223073-0.00619196j -0.000781209+0.00126j 0.00147591+0.00646797j -0.00998773+0.00607097j -0.00104341+0.00137981j -0.0127855-0.0025946j 0.0021692-0.00405807j 0.00393778+0.00562045j 0.000725364+0.00210079j -0.00301153+0.00768657j -0.00597494-0.000649746j -0.00168635-0.00108245j -0.00277546-0.0163372j 0.00354217+0.00617764j -2.16762e-05+0.00365701j -0.00190608-0.00580722j 0.00380483-0.00188211j -0.0144629+0.00371573j -0.000454914-0.00745365j 0.0033893+1.25669e-06j -0.00228606-0.00759439j 0.00457951+0.00271575j -0.00665263-0.000784241j -0.00874177+0.00633294j -0.00252394-0.00579617j 0.00084433-0.00336499j -0.00119989+0.00340054j 0.00041328-0.00203339j 0.00241122+0.00322873j -0.00142325+0.004919j -0.00210799-0.00559684j -0.00587188+0.00209933j 
-0.00512403+0.000329849j 0.00070951-0.00541244j 0.000556165-0.00100965j 0.000721536-0.00125717j 0.00296808+0.00237477j -0.00587795+0.00157952j -0.00300394-0.00145998j 0.000657355+0.00111796j -0.00484913+0.00723421j -0.00179661-0.00483102j 0.0103901+0.00632513j -0.00296282-0.00697612j -0.000285548+0.003027j -0.00297268+0.00580655j 0.00240826+0.00482034j -0.00404561+0.00382278j 0.00153535-0.00220763j 0.0024635-0.000215689j -0.00123939-0.00423461j 0.00453924-0.00269348j -0.000227162-0.000359364j 0.00151784+0.00182105j 0.00355719-0.000583687j 0.000761305-0.00453826j -0.00116956-0.00573062j 0.00217152-0.00292136j 0.000219801-0.000307341j 8.2478e-05-0.000728309j -0.00195215-0.0019447j -0.00149148-0.00386781j -0.00242002-0.00493234j 0.00788197-0.00806353j -0.000986191+0.00332786j -0.00237659-0.00244545j 0.00384283-0.00241225j 0.000300275-0.00045557j -0.00651575-0.00533594j 0.00224626-0.000204272j -0.00237622+0.00641401j -0.00507845-0.0021849j 0.00396816+0.00102534j 0.000826656-0.0030036j -0.00211681-0.00477224j 0.00330167+0.000683415j 0.00113345+0.00111003j 0.000773219-0.00359386j -0.00413685-0.00236206j 0.0026599+0.00254073j -0.00451206-0.00354862j 0.00461771-0.00144242j 0.00178738+0.00720456j 0.00699598-0.000962374j 
0.00359181+0.000458879j -0.000128365+0.00447992j -0.000908563+0.00118703j -0.00334238+0.00469038j -0.00563546+0.00055253j -0.0022072-0.00309917j -0.000224692-0.00570164j 0.000457278-0.00243416j -0.000657782-0.00697009j 0.00789501+0.000312527j -0.000158984-0.00507047j 0.00493787+0.00175838j 0.00187334-0.00187567j 0.00271011+0.00433934j 0.00449899+0.001173j 0.00894104-0.000766419j -0.00284905+0.00331774j 0.0035515+0.00384828j -0.00257161+0.00473954j 0.000287633+0.00267574j 0.00409878+0.0038779j 0.00486427+0.000108286j 0.000379459+0.00464984j 0.00477303+0.00476075j -0.00362038+0.00908889j -0.00973243-0.00184548j 0.00630884-0.00304158j -0.000210821+0.00281817j -0.00178738+0.000228196j -0.00174708-0.00257598j -0.00750637-0.0046822j 0.00762211+0.00776615j -0.00239414-0.00548489j -0.00158026-0.00201297j 0.00381873+0.00498926j -0.00413929+0.00377079j 0.0003389-0.000571831j -0.00402678-0.0072466j 0.00109136-0.00627729j -0.0080103+3.39837e-05j 0.000975292-0.00254816j -0.00144234+0.00400328j -0.00765344-0.00437653j -0.00151154-0.00197012j -0.00151038+0.00141413j -0.00487307+0.000114419j -0.00309595+0.0016777j -0.00111972-0.0020839j -0.0010116-0.000118277j -0.002159+0.00203464j 0.000300278-0.00449854j -0.0040604-0.0011516j 
-0.00478319+0.00158377j -0.00133719-0.00411984j -0.00184965+0.00192372j 0.00232833+0.00187888j 0.00120575+0.000773972j -0.00314711-0.00194205j -0.00139626-0.00285963j -1.74095e-05-0.00246267j 0.000454824+0.000353268j -0.00186228-0.00306229j -0.0010768+0.00497699j 0.00172801-5.35246e-05j -0.00430592-0.00139282j 8.59264e-05+0.00557597j 0.0113265+0.00909505j 0.000455686+0.00223945j 0.00231998-0.00239196j -0.00380082+4.51704e-05j -0.00506309-0.00150253j -0.00699514+0.00794233j -0.00187404+0.00352756j -0.00291553-0.00472187j 0.00843228+0.000623155j 0.00245287+0.000221321j 0.000393533+0.00937098j 0.00244132+0.00877769j 0.00833581+0.00362146j -0.00321035+0.00330574j -0.00572406+0.00219968j 0.002619-0.00847138j -0.00279277-0.00378579j 0.0112102+0.00329234j 0.00354425+0.0062691j 0.000682035-0.0012031j 0.00285715-0.00637552j -0.0039887+0.0112817j -0.00440783+4.42863e-05j -0.000493865-0.0069258j -0.00669718-0.00800259j -0.00942214+0.000640569j 0.00290818-1.94076e-05j 0.00954989-0.00534094j 0.00326751-0.0062944j -0.000233734-0.00230632j 0.00525788+0.00138185j -0.000905976-0.00553708j 0.00251882-0.00267854j -0.000638756+0.0031746j -0.00268353-0.00640747j 9.02231e-06+0.00461271j 0.00377397+0.00298697j 0.00325417-0.00219045j 
0.00290242+0.00706229j -0.00717021+0.00200357j -0.00811406+0.000293895j 0.00457017+0.00746224j 0.00740456+0.0020352j 0.00129321-0.00504022j 0.00221937-0.00144915j -0.000810978-0.00257737j -0.00645574-0.00506932j 0.00288474+0.00666194j 0.00236605-0.000341062j 0.0042269+0.0036208j 0.00107963-0.00410267j -8.93771e-06-0.00926208j 0.000309833+0.00880879j -0.0076099+0.000960544j -0.000660179-0.00273088j 0.00538055+0.00655206j -0.00916309-0.00580855j 0.0085817-0.0113956j -0.00178551-0.00139067j -0.00317616-0.00746846j -0.00245558+0.00796438j -0.00724963-0.00482721j 0.00745771+0.00599862j 0.00272123-0.0100905j 0.00145674+0.000120853j 0.0132967+0.00317016j 0.00123892+0.010539j -0.00568076+0.00779807j -0.00303001-0.011478j -0.00406533-0.00740699j -0.00201601-0.00205151j 0.00763958+0.00699794j 0.00133322+0.000845147j -0.00571752-0.00935053j -0.00425844+0.00059469j 0.000952292+0.00698011j -0.00321801+0.0053977j 0.0102231+0.00561545j 0.000211613-0.00653138j 0.00177956+0.000686117j -0.00652885+0.000968303j -0.00449153+0.0134012j -0.00682512-0.0013223j -0.000846131-0.00153877j 0.00165845+0.00888704j -0.00333416+0.0018865j 0.00573257-0.00264655j 0.00593632-0.00241647j 0.0026191-0.00219667j -0.00295791-0.00320818j 
