-0.426118+0.415913j -0.261512+0.416296j -0.980256+1.75408j -2.48628-0.589438j -0.657166-0.630923j -0.636624+0.413567j -0.547636-0.755803j -0.0374863+1.08336j -0.0489508+0.54778j -0.655173-0.109806j -0.185244-0.143807j 1.18571+1.06431j -0.150055+0.738038j 0.93233-0.613793j -0.171237-0.182441j -0.161687+0.483716j 0.283709-0.63874j 0.0417623+0.204554j 0.0591766+0.956544j 0.522236+0.749542j -0.307331-1.3499j -0.965598-0.440839j 0.0973617+0.642382j 1.00724+0.265046j -0.855232-0.0977655j -0.378832-0.284465j -0.2336-0.485964j 0.0739358-0.145444j 0.0438812-1.12568j 0.924599-0.838709j 0.367021+1.06846j -0.145125-0.175559j 0.325203-0.220473j -0.423213-1.08792j 0.157562-0.557874j -1.27143-1.0011j 0.165711-1.29151j 0.294532-0.326438j 1.54312-0.735702j -0.0834482-0.90701j 0.578113+2.01757j -3.65912+1.55385j 1.49602+2.78602j -2.02666+1.64231j -1.92396-2.45026j 0.610272-0.418052j -0.356939-0.461571j 0.807553-0.110416j 1.29771-0.271375j -1.29594+0.566679j 0.092544-0.734219j -0.577727-1.79979j -0.541337-2.18777j 1.33663+0.385414j -0.287724-0.298027j -0.478007+0.583411j 1.15584-0.412814j 0.953778-0.287006j -0.130683-0.393169j -0.808129+0.375731j 0.816682-0.230311j -0.617058+1.36961j -1.10361+2.24571j -0.243054-0.16198j -0.58409+0.630354j -0.076041+0.640025j -0.191744-0.358064j -0.5907-0.81654j 0.046464+0.993917j -0.999783-0.0231368j 0.686351+0.307156j -0.362753-0.0272909j -2.21368-0.513748j -0.990953+0.899601j 0.713028-0.850497j 0.825977-0.453568j -1.207+0.0377145j 0.0801862-0.357718j 0.0171635-0.408837j 0.354285+0.170055j 0.79158+0.249166j -0.763829+1.66515j -2.11968-0.882844j 0.246884-0.231128j -0.587216+0.58005j -0.59576-0.238134j -0.889045-0.980608j 0.35131+1.11501j -1.05037-0.593178j -0.054878+1.06213j -1.57696-2.13291j 1.87808-2.19431j 
-0.108637+0.0129044j -0.365444+0.525173j -0.214819+0.154683j 0.364222-0.407627j 0.673461+0.161011j -0.225236-1.10859j -0.125611+0.723391j -0.658694-1.52484j -0.572604-0.661424j -0.146399-0.980907j -0.429525+1.1085j 0.881639+0.169098j 1.28948-1.96997j -0.969911-0.934893j 0.204742+2.33347j 0.657625+0.708123j -0.37239+0.276199j -0.24518+1.04898j 0.598733-1.61231j 0.0746377-3.68737j 0.244066-1.04617j -0.763686-0.366909j -0.201111-1.06945j -0.0107307+0.160347j 0.177884+2.16066j -0.245176+2.9122j -0.0476584-1.32759j -0.547133-0.797089j -0.122352+1.14017j -0.26484-2.79707j -1.11719-0.594193j -0.639133-0.346402j 0.854634-1.24161j -0.157202-0.0961475j -1.91444-0.663345j 0.34838+0.0235634j -0.221076+0.872997j 0.0329166+0.291013j 0.133604+1.27058j 0.449513-0.750745j 0.844544+0.214939j 0.251225+1.58376j 0.341732-0.968649j -0.198859-0.890584j -0.807443+4.28058j -0.331995-7.90199j -0.2779+1.4425j -0.0924876-8.75501j -0.494033-11.2465j -0.381962+3.73825j 0.857043-14.4283j 0.0899103+10.3868j 0.335726-5.93793j 0.209072-13.2713j -0.191485-5.19545j -0.324195+28.9062j -0.71841+22.3965j 0.529795-0.0160493j 0.888353-6.85646j -0.205435-2.05199j -1.03015+9.45429j 0.256149+30.2148j 0.0915168+4.21686j 0.26053-26.037j 0.406475+0.398257j -0.0688439+24.0057j -0.451233-9.32191j 0.620237+2.29495j -0.059589+23.2214j 0.975138-3.00705j -0.452685+31.8527j 0.368826-0.919131j 0.59886+7.60958j 0.0702126+8.14541j -0.0509157+2.16412j 0.140793+15.3768j -0.192425-29.0892j 0.0813412+5.03862j 0.219963+14.3897j -0.369276+9.18883j -1.42495+8.07439j 0.0193207-14.4084j 0.582543-0.618308j -0.278952-5.05652j 0.228202-11.2553j 0.655871-0.986079j -0.0132837+8.06942j -0.508017+1.05419j -1.03301+3.2815j 0.0265421+2.31475j -0.4422-1.35623j 0.272649+0.942376j 
0.216542-0.163905j -0.4883-1.9205j -0.382378+0.690564j -1.18415+4.58897j 0.881842-2.50817j 0.675915+7.12483j 0.254839-1.8831j 0.201311+10.9906j 0.0827245+1.90597j 0.393227+0.744325j 0.192372-11.7148j 0.307044-0.616672j 0.833866+15.0842j -1.14898+3.44609j 0.0357964-9.74947j 1.71332-7.81728j -0.536779-3.29073j 0.0269495-6.62136j -0.471422+6.1627j 1.23913+17.3305j -0.601387+2.91425j -1.02323+6.49403j 0.5798+8.19902j -0.87025-0.478534j 0.274359-6.41794j -0.0336877-6.64768j -0.630303+4.67043j -0.174886+9.40153j 0.148288-1.96541j -0.689398+5.83778j 0.760011+1.8502j 0.335185+5.8212j -0.278466-0.602739j -1.40963+0.378473j -1.5519+1.51673j 0.123356-1.65972j -0.438684-1.13348j 1.82732+1.32933j -0.0215753-7.06134j -0.569933+2.83497j -0.690355+3.57875j -0.501061-10.2055j -0.346538+9.40793j 0.328658+3.58213j -0.896998-23.2866j 1.42557+46.4541j 0.0139998-11.0977j 1.41683+56.1407j 2.39067+76.2524j -0.166041-23.2757j 2.01739+93.9622j -1.58381-64.4648j 1.08904+40.6867j 1.11501+84.4883j 0.592569+33.5676j -4.95327-185.696j -4.21986-140.944j 0.297883+2.2724j 1.20886+46.7848j 0.323616+12.538j -1.84606-57.8724j -5.20894-196.849j -0.369147-25.27j 4.62745+168.971j -0.0834668-4.18769j -4.41679-152.475j 1.72315+55.4185j -0.091115-14.3834j -4.5599-147.703j 0.981215+13.9223j -5.72232-207.707j -0.0156555+7.76339j -1.01881-45.5091j -0.990851-51.4469j -0.0659891-14.0413j -2.78189-98.2078j 5.9519+186.091j -1.15214-29.7057j -2.27246-91.6428j -2.00282-55.2074j -1.53394-51.3664j 3.21119+92.1749j 0.222361+7.68157j 0.21855+42.169j 2.69005+69.6282j 0.289972+5.82423j -0.433549-45.5969j -0.602307-15.2984j -0.387842-23.1922j 0.0921752-14.1082j 0.447757+8.45698j 0.0610767-1.40478j 
0.194481-0.124366j 0.369516-0.810717j -0.00934281-0.101922j -0.812181+0.689659j -0.498175-0.760462j 0.533405+2.33117j 0.44982-1.27572j 0.688108+2.95245j 0.46701+0.967402j 0.212587+1.39352j 0.348022-2.65074j -0.901727-1.07445j -0.726561+3.96369j 0.403353+1.26601j -0.318322-3.45911j 0.234838-2.08784j 0.0502027-1.49698j 0.437029-2.43129j -1.15302+1.6048j 0.732771+6.08111j -0.735196+1.07101j 0.0313368+2.03446j 1.04437+2.34919j -0.737751-1.21678j 0.361389-3.42878j 0.416862-3.53179j -0.298726+2.45302j 0.620612+2.34373j 0.470329-1.69905j -0.597549+3.07044j 1.93409+0.792037j 1.10394+2.09507j -1.57542-0.240983j -1.00018+0.276737j 1.05644+1.20182j -0.333711-0.197215j 0.0269749-1.52498j 0.903693+0.173543j -0.22267-2.3528j -0.490593+1.03119j -1.25238+0.221434j -0.322869-2.9914j -0.400656+2.43281j 0.448236+1.82982j 0.224658-7.49074j 0.491398+13.6306j 0.567952-3.39241j 0.204834+16.3611j 0.370459+21.3794j 0.0824341-6.96226j -0.338591+27.777j -0.443004-18.6901j -0.0866949+11.7813j -0.0893514+24.8438j 0.281227+9.73009j -0.760316-53.78j -0.303513-40.9851j 0.096892+0.924487j -0.212447+13.6415j 0.252661+3.55966j -0.0813371-17.2022j -0.716622-56.7339j -0.355754-7.85111j 0.377928+49.0313j 0.0581252-0.777347j -0.4838-44.0415j 0.548401+16.1474j 0.132431-4.01503j -1.1576-43.0082j -0.144805+4.65524j -0.416422-60.2474j -0.497193+2.43919j -0.0954266-13.135j -0.154188-15.0944j 0.291215-4.09196j -0.41386-28.4834j 0.96883+53.9197j -0.46206-8.283j -0.526282-26.9308j -0.376954-16.3968j 0.181287-15.1773j 0.395997+26.399j -0.364254+2.31553j -0.200483+11.9344j 0.642086+20.2601j -0.74447+2.06166j 0.353691-13.5936j 0.739755-4.27959j 0.385446-6.65726j -0.0906431-4.08738j 0.201615+2.05938j -0.517524-0.435878j 
0.453707-0.246369j -0.790602-2.58748j 0.100442+0.793252j -1.27972+6.08242j 0.647083-2.59546j -0.14126+7.76662j -0.0439187-1.60425j 1.61315+13.2028j 0.725437+2.13164j 0.343426+0.484084j 0.373485-12.7135j -0.0762926+0.640879j -0.226866+16.5615j -0.0861088+4.1501j 1.46909-12.0895j 0.194645-8.6988j 1.08752-1.52539j -0.65582-5.23334j 0.768135+9.02785j -0.568603+20.6598j -0.521077+3.71364j 1.13541+6.623j -1.12972+9.48678j 1.38314+0.979423j -0.646419-6.91722j 1.91335-8.82878j -1.04101+4.55037j 0.450463+10.5317j -0.476595-2.58591j -0.0599409+9.93243j -0.587623+3.41365j -0.362577+5.15114j 0.000238304+1.87098j 0.0198948+0.676346j 1.35819+2.18479j 0.250647-2.04945j 0.00749884-0.228111j 1.91715+0.70327j -0.575739-7.41684j -0.571388+3.11492j -0.671288+4.55084j 0.0400533-12.0439j 0.042232+10.7822j 0.858088+4.43718j -1.31706-26.5748j 2.31242+53.5517j -0.120177-13.5188j 1.78026+64.1694j 2.45296+88.6374j -0.797197-26.6046j 3.59868+108.307j -2.69444-74.794j 1.56498+46.9964j 3.35582+97.0753j 0.837101+37.8257j -8.03928-213.036j -5.89791-163.505j -1.30537+1.35805j 0.897117+53.8251j 0.984856+14.4091j -2.37106-66.6474j -7.96721-225.341j -1.39482-28.1931j 6.89719+193.266j -0.374559-4.53273j -6.03771-176.856j 2.02079+63.3544j -1.80065-15.8351j -5.83955-168.472j 1.17213+16.0315j -7.73972-238.699j 0.430989+8.23787j -2.08789-52.0478j -1.99452-58.9485j -1.39196-16.8269j -3.83199-112.957j 7.11223+214.011j -1.48234-33.9901j -3.45295-104.678j -2.05671-63.5475j -1.40599-58.674j 3.31919+107.586j -0.351603+10.0063j 0.834547+48.3097j 2.49364+81.1252j 1.45352+7.21715j -2.29136-54.087j -0.842026-17.1337j -1.63173-27.1952j -0.653017-16.1159j -0.0685918+9.76035j -0.142294-0.797793j 
-0.0565812-0.119215j 0.369473-0.0706966j 0.219829-0.250871j -0.204533-0.776119j 0.209139-0.0327238j 0.224201-0.969855j -0.0713534-0.391149j 0.192743-1.81425j -0.0780436-0.139236j -0.267103+0.702131j 0.168816+2.1282j 0.420051+0.0217254j -0.224851-1.75881j -0.026119+0.467878j 0.456457+1.27632j -0.377107+1.46102j -1.0219+0.512965j -0.127746+0.70017j 0.00463832-1.65556j 0.553599-2.31825j -0.123242+0.531743j -0.00410866-0.568793j -0.564821-0.671795j 0.191936+0.228361j -0.661789+0.194243j -0.757766+1.6288j -0.526066-1.25925j 0.29907-1.39732j -1.03376-0.606028j -0.323052-2.30085j 0.188061-0.714746j 1.32789-1.2387j -0.482272+0.823431j 0.578293-0.639439j -1.13517-0.923163j 0.171688+0.223836j 0.735724-1.14623j -0.932772-2.31986j -0.929581+0.739641j -0.620881+0.265733j -0.871226-0.815689j -0.129809+2.25935j 0.27-2.3188j -0.967883-0.147702j -0.0266031+3.46991j 0.242095-6.86898j 0.465704+2.23802j -0.406023-8.82468j -0.274006-11.6098j -0.726561+3.5027j -1.41535-14.9871j 0.831382+9.60765j 0.0786863-5.96612j -0.523064-12.9296j 0.585784-3.91398j 0.950722+27.899j 0.573844+21.8972j -0.472778+0.109042j 0.0318812-7.35312j -0.279384-2.03668j 0.0280887+8.87342j 0.990567+30.2542j 1.28622+4.52581j -0.965104-26.3561j -0.261148-0.673145j 0.34388+23.6696j 0.656102-9.0676j -0.567607+1.82712j 1.31569+22.6429j 0.794556-3.2067j 1.40985+31.48j 1.06334-1.11104j -0.779806+5.84363j 0.285217+8.10998j -0.125836+2.88047j 0.812594+14.8124j -1.6963-28.2369j -0.0675029+3.32448j 0.807535+14.1675j -0.975327+8.742j -1.08672+6.70193j -0.888176-13.5432j -0.266252-1.67104j -0.512493-5.33566j -0.390557-10.1188j 1.29794-1.62318j -0.612445+6.93859j 0.0603927+2.53366j -0.714288+1.52868j 0.698253+0.546714j 0.481882-1.51564j -0.302761-1.1292j 
-0.066283-0.239192j -0.657582-0.777741j -0.823984-0.113504j -0.231851+1.89688j 0.618229-0.691568j 0.187654+3.37705j -0.698573-0.207878j 0.226604+5.38722j 1.0307+1.7445j 0.135572-0.126966j -0.631542-4.865j 0.739965+0.15524j 0.170498+6.5224j 0.66175+2.87403j -0.588307-4.86499j -0.357471-3.20665j 0.17194-1.66694j 0.236169-3.78888j -0.413343+3.9744j -0.198813+7.97114j -0.881369+0.774997j 0.494061+2.44506j -0.209477+3.54336j 0.814632+1.20347j -0.0190788-2.4641j 0.491545-4.38449j 0.0827706+1.78151j 0.080328+4.57662j 0.628555-1.12318j 0.444456+3.56864j -0.13933+1.42344j -0.553944+1.84371j 0.16052+0.738159j 1.09992-0.0197963j -0.525818+1.04068j 0.255498-1.90759j -0.708117-1.33847j 0.971614+0.0382282j 0.819102-3.26276j -0.435509+1.16981j 0.435062+2.01905j -1.26688-5.90651j -0.521368+4.26934j 0.186714+1.59905j -0.61811-12.1971j 0.293072+23.271j -1.45649-5.63459j 1.99071+28.8814j 1.06092+36.775j 0.561851-11.436j 1.16765+47.9242j -1.75697-31.8748j 0.0339554+19.3746j 2.04334+42.4742j 0.475079+16.0665j -3.81327-93.1808j -2.22116-69.4737j 0.919963+0.914122j 2.15909+22.8546j 0.325923+5.43397j -0.490936-30.1167j -4.89873-96.8303j 1.16305-10.7079j 3.43704+83.8715j -0.0342618-1.93764j -2.92471-75.4023j 2.86537+27.3604j 0.521114-7.79594j -3.42046-72.6609j -0.206932+5.81946j -4.77464-101.832j 0.466764+3.92434j -1.28223-22.1602j -1.7114-24.4332j -0.643687-8.22077j -2.38689-49.7925j 3.45348+91.3568j -0.0587682-16.3774j -1.91673-44.2972j -0.548811-27.1978j -1.18199-26.0923j 1.79646+46.2371j -0.694978+3.6425j 0.696478+20.0328j 1.67449+34.4425j -0.45329+1.90673j -1.26609-23.0593j -0.269199-9.01271j -0.917192-11.1597j 0.0518795-6.31974j 0.705399+4.31662j 0.39217-0.29973j 
0.44464-0.147457j -0.0774836-1.7979j 0.26254+0.0387237j -0.41196+4.17119j -0.199321-1.99925j -0.262238+4.82541j 0.357952-1.72255j 0.231951+10.1938j 0.430936+1.462j -0.0237982+0.72559j -0.0504425-10.5441j 0.674409-0.0197359j -0.0997916+12.9458j 0.13913+3.9702j -0.29628-8.40559j 0.557219-5.96583j 0.728161-1.25089j -0.379037-5.12008j 0.414826+6.84813j -0.683036+15.7079j -0.371752+2.18484j 0.37131+3.73161j 0.273018+6.90628j 0.27358+1.06441j 0.630409-5.85084j 0.022578-7.49282j 0.504212+3.84132j -1.13575+7.91208j 0.399631-2.24641j 0.177947+6.64964j -1.50229+2.41022j -0.302198+3.96921j 0.202385+1.21518j -0.0950669+0.540523j -0.184847+1.74386j -0.265051-1.60046j 0.902903+0.369586j -0.321544+1.14741j 0.0927293-5.623j -0.221372+3.73752j -0.543257+3.32278j -0.486936-8.71648j 0.0435446+7.33954j 0.0656257+2.87158j -1.11717-20.4394j 1.2161+40.5822j -0.825126-9.40451j 1.29082+49.2032j 1.42798+66.4713j -0.62769-19.7059j 2.48171+82.5497j -2.18123-56.6307j 1.2287+34.7197j 2.16826+74.1634j 1.80818+29.5213j -5.39413-160.952j -4.26449-123.948j -0.0157204+1.72226j 1.40579+40.383j 0.890988+10.4467j -1.47186-49.9653j -5.52864-170.971j -0.410035-21.4911j 4.82361+147.376j -0.942243-3.54335j -3.96507-133.627j 1.47663+48.4068j -0.311334-12.7711j -4.88047-127.436j 0.632598+12.4833j -5.9438-181.593j -0.379076+6.36121j -1.40769-39.7335j -0.594329-45.4684j -0.66957-13.592j -2.63517-84.8401j 5.30597+162.654j -0.804396-26.1255j -2.90906-80.0402j -1.8487-46.6516j -1.40278-45.4133j 3.04591+81.7614j 0.670041+6.95327j 0.786694+36.505j 1.73589+61.5313j -0.422608+5.33991j -1.58517-41.2783j -1.09658-14.4151j -1.77241-20.338j 0.49554-13.206j 0.738563+7.02152j 0.0400221-1.42749j 
-0.21927-0.427294j -0.197989-0.0775427j -0.284826+0.232446j -0.0906832+1.24129j -0.351489-0.526008j -1.05398+2.23216j 0.521952-0.137532j 0.85122+2.85359j 0.173223-0.201499j 0.394154+0.721379j -0.420904-3.83151j 0.373441+0.408221j -0.0210016+2.89529j 0.342037+0.725556j -1.11553-2.8711j -0.123869-1.74009j -0.948465+0.342279j -0.650444-1.33916j -0.613473+1.8489j 0.797545+4.47686j -0.141976+0.633866j 0.16627+1.90401j -0.802861+1.108j -0.451243+1.55379j 0.569807-1.2044j -0.347377-1.9303j -1.04977+1.5265j 1.04485+1.39971j 0.00960951-0.468567j -0.850937+1.71206j -0.078475+0.852241j -0.878519+1.85595j 0.136643+0.452717j 0.0739485-0.0520472j 0.529843+0.115879j -0.207539-1.49895j 0.279285-0.14749j 0.0966369+0.0158446j 0.250251-1.57987j 0.13496+0.780575j 0.611117+1.20333j -0.34409-2.70165j 0.652255+2.52844j 1.03868+0.981462j 0.226439-5.49301j 2.72797+10.1473j -0.432543-2.05583j 0.32132+11.2086j 0.0933233+17.8219j 0.0749669-3.35942j 0.837119+20.3036j 0.51108-13.9293j -0.243878+9.64509j 1.48941+20.257j 0.195861+7.4381j -0.726063-42.3629j -1.34899-32.8488j 1.38361-0.328762j 0.0901209+10.9803j 0.310012+3.68014j -0.579722-13.5074j -1.89008-44.4444j -0.166906-6.18118j 0.99923+40.365j -0.813759-1.86902j -1.56136-33.8687j 0.889258+13.0243j -0.563755-4.08218j -1.17258-33.9883j -0.304822+2.58572j -1.99717-49.043j 0.216316+3.38438j -0.915941-10.804j 0.0998247-10.9076j 1.47469-3.33506j -1.73254-20.6464j 2.01924+43.0247j -0.0777112-7.64081j -2.43473-21.4737j -0.179679-12.6312j -1.76684-12.0223j 1.6668+20.5147j -0.0588552+2.31849j -0.613858+8.73737j -0.318295+15.8417j 0.356169+1.08069j -1.19292-11.2436j -0.264942-2.86044j -0.727269-5.139j -0.173646-2.63898j -0.0184584+2.28636j 0.110488-0.00806414j 
0.117467+0.0961133j -0.051228-0.825372j -0.0459916+0.152021j -0.154135+1.10271j 0.301988-0.0734904j -0.165458+2.62571j 0.151284-0.224607j 0.312816+3.60508j 0.320148+0.600718j 0.221002+0.526094j 0.244225-3.83158j 0.263623+0.343147j -0.207603+5.59451j 0.333866+0.433139j -0.437227-3.58447j 0.149399-1.62015j 0.419574-1.10278j 0.218052-1.99197j 0.816691+2.35644j 0.540608+6.63889j 0.488638+1.17359j -0.701949+1.01862j -0.426467+2.82761j 0.670074-0.0627436j -0.385325-1.8981j -0.943636-2.84378j -0.241919+1.0864j 0.00403972+2.82392j 0.0230746-0.318159j 1.22795+2.29553j 0.390951+1.05259j -0.708287+1.39981j 1.24149+0.823121j 0.240519-0.5864j 0.653565-0.428533j -0.213272-0.639527j 0.0243497-0.497543j -0.0174907+0.982031j -0.059695-2.33015j 0.0642328+0.874345j -0.285969+0.966725j -0.14247-3.51602j 0.280906+3.45777j 0.273079+1.61433j 0.0816637-7.20282j 0.249075+15.7807j 0.0795404-4.00042j 0.548021+18.8248j 0.951814+25.3396j -0.548465-7.87961j 0.528915+31.7737j -0.500404-21.7467j 0.552741+13.6378j 0.674354+29.2762j 0.414157+11.6165j -2.36825-62.1612j -0.647402-46.8899j 0.559527-0.221904j 0.926597+15.4219j 0.560113+4.49819j -0.491289-18.7932j -2.69573-66.501j -0.433888-8.57103j 2.01655+56.6815j 0.268761-1.75249j -0.735825-50.9761j 0.499926+18.5164j -0.0332224-5.48708j -2.42494-49.1461j 0.252528+3.7446j -2.17569-69.8214j 0.544807+2.97614j -0.305596-15.5483j -0.535534-17.4596j 0.147121-4.9308j -1.0467-33.3695j 1.5949+61.9444j -0.237484-9.86524j -1.31425-31.1033j -1.09225-17.8205j -0.798555-16.6648j 0.444997+30.6694j -0.228462+2.53522j 0.547221+15.5295j 0.687273+22.1979j 0.0134473+1.63415j 0.971158-15.918j -0.566631-4.97155j -0.519145-7.90698j -0.0382595-4.85288j 0.112192+2.84265j -0.0303284-0.467532j 
0.338252-0.0406064j 0.377798-0.762254j 0.440559-0.16408j -0.0610902+1.65463j -0.737346-1.23725j 0.153766+1.31924j 0.886849-1.20278j -0.486216+4.54543j 0.198645+0.217806j -0.105939+0.451623j 0.209165-5.54754j 0.795613-0.375768j -0.378538+6.37074j 0.155827+1.85585j -1.30267-3.55994j 0.843983-1.95281j 0.825268-0.380056j 0.193835-2.82808j 0.320117+3.41851j -0.714351+7.57516j -0.00122238+0.236671j -0.0190538+0.59228j 1.39507+3.40356j -0.213011-0.0420719j 1.48189-2.97061j -0.584481-4.77572j 1.30186+2.65173j -1.99159+3.17119j 0.922517-1.39875j 0.431153+2.97215j -1.44043+1.05854j -0.478614+2.2161j 0.378167+0.00863799j -0.917972+0.298479j -0.408711+0.77785j -0.236349-0.621202j 1.09922+1.19384j -1.39069+1.40424j -0.120244-2.25652j 0.304561+2.93091j -0.755696+1.55508j -0.418526-3.84862j -0.178288+3.47629j -0.190471+1.56092j -0.513601-9.33211j 0.523875+18.6312j -0.00577821-4.09213j 0.761306+22.4747j 0.592978+30.4522j -0.250348-8.81916j 1.4713+37.3374j -1.18162-25.4735j 0.279887+15.4793j 1.30196+33.8647j 1.1996+12.9342j -2.04621-72.7031j -2.17284-56.256j 0.303761+0.507394j 0.686555+18.2374j 0.353778+4.61104j -0.318214-22.5146j -2.57239-77.6845j -0.467301-9.81907j 2.52826+67.0447j -0.118729-1.27496j -1.66263-60.8086j 0.854895+22.1845j -0.160975-6.17606j -2.18478-57.268j 0.571837+5.79499j -3.04772-82.468j -0.380104+3.50305j -0.588036-18.1314j -0.675039-20.987j -0.506568-6.16964j -0.968194-38.7511j 2.53925+73.8841j -0.252744-11.947j -1.60309-36.2118j -0.406528-20.9844j -0.842889-20.5551j 1.55341+36.8723j 0.165264+2.76309j 0.456208+16.5536j 0.883338+27.7752j -0.135988+2.94714j -0.611327-18.7418j -0.77281-6.2294j -0.424398-8.89288j -0.384927-6.13344j 0.199781+2.79133j -0.14133-0.495847j 
-0.224534-0.197678j -0.0746007+0.936766j -0.0450084-0.0163405j 0.108641-0.589329j -0.44215-0.507592j 0.318297-2.76041j -0.188612+0.089252j -0.622468-3.07619j -0.427764-0.56224j -0.185053-0.666669j -0.284943+3.09414j -0.0728469-0.563531j 0.650695-5.39572j -0.865212+0.292757j 0.655841+3.36604j 0.132732+0.68225j -1.06177+1.36414j -0.451558+1.54626j -1.37737-2.1241j -0.782529-6.57475j -0.879784-1.34054j 1.09245-0.115967j 0.806995-2.66597j -1.38202+0.457723j 0.795027+1.69152j 1.62469+2.88235j 0.340318-0.636172j -0.138799-2.28097j 0.0297822+0.16893j -2.343-2.07108j -1.03488-1.33012j 1.20195-1.05606j -2.05853-1.20806j -0.509287+1.27117j -1.51203+1.30075j 0.344873+0.264683j -0.249464+0.880001j 0.112195-1.43891j -0.0139436+2.01819j -0.146153-0.327446j 0.4389-0.451877j 0.189572+3.16956j -0.343182-2.75375j -0.333161-1.26958j -0.325862+6.92766j -0.569722-13.9138j 0.102332+3.53738j -0.489477-16.3204j -0.718886-21.9675j 0.502332+6.83279j -0.615713-27.8902j 0.61226+19.0538j -0.359443-11.7935j -1.24111-25.3247j -0.461747-9.92962j 2.122+53.8102j 0.441011+41.6434j 0.266331+0.261947j -0.471411-13.2773j -0.703709-3.60493j 0.181297+16.735j 2.47355+57.3523j 0.504137+7.24223j -1.54132-49.1964j -0.0287393+1.48851j 0.849544+45.0137j -0.497178-16.1599j 0.479868+4.51032j 1.80516+42.5671j 0.256463-3.73297j 1.78844+60.9615j -0.504033-2.26347j 0.533755+13.4667j 0.593729+15.0971j 0.194929+4.33455j 1.15802+29.0511j -1.11893-54.4818j 0.285158+8.69772j 1.39728+26.8628j 0.638955+15.6126j 0.132175+14.8335j -0.389041-27.5347j 0.372556-2.56752j -0.972394-12.9422j -0.217845-19.834j 0.193549-1.6775j 0.159893+14.5874j 0.100423+4.0739j 0.389174+6.80958j 0.126912+4.13964j -0.157214-2.41879j 0.11883+0.363834j 
-0.262505-0.583006j -0.0165474+0.0446477j -0.128093+0.425398j -0.639734+1.10208j -0.851502-0.974256j 0.273191+1.06559j -0.318241+0.0894546j 0.0624915+1.45413j 0.391833+1.76902j -0.0967928+1.11708j -0.691707-0.963043j 0.352383+0.467044j 0.226169+2.52519j 0.566767-0.457017j 0.154996-0.287187j -0.578886-1.5066j -1.00271-0.43128j 0.291703-0.906426j 1.06018+1.56665j -0.0733279+2.91048j 0.33976-0.0317791j -0.271925-0.247338j 0.0771764+1.18358j -0.42011-0.325308j -0.580669-0.754655j -0.168189-0.335201j 0.212657+0.821786j -0.65538+1.10223j 0.539521+0.625062j -1.02282+1.01153j 0.328318+0.688089j -0.0750764+1.45902j 0.0585032+0.393941j 0.281671+0.261333j 0.689113+0.0760338j -0.379004-1.35629j -0.306123-0.308259j 0.0459014-0.619646j -0.191122-1.15578j -0.149307+0.89067j 0.189839+0.542826j 0.433361-1.08695j 0.898819+1.72179j 0.875104+1.19707j -0.621261-1.07057j -0.779962+5.31083j 0.58217-1.47555j 0.838431+8.54069j -0.623905+8.38656j -0.420442-1.4642j -0.341911+12.4488j -1.73874-8.25347j 1.12616+5.60705j 0.482055+9.79229j 0.71299+5.46697j -0.730466-24.1491j -0.745235-18.814j -0.666094-0.515217j -0.476473+5.74342j -1.02989+2.47097j 0.156161-8.15331j -0.332849-24.2231j 0.758856-3.20324j 2.62502+21.2948j 1.08828-1.05925j -0.336918-20.3053j -0.174294+8.12069j 0.193919-2.05001j -0.538697-18.5131j -0.602392+2.35612j -0.756583-26.2141j -0.952231+0.58683j -1.57489-5.96686j -1.3261-5.49093j -0.833757-1.40061j -0.34897-12.9723j 2.39848+24.2456j -0.154817-3.16017j -0.616507-10.6978j -0.864753-6.94599j -0.0867061-6.6227j 1.0811+10.1423j 0.632222+0.679966j -0.72247+5.66289j -0.466018+8.76999j 0.144008+0.0401475j 0.124742-6.80339j -0.38393-2.22863j -1.02541-2.85214j 0.140895-1.64943j -0.00254037+1.18384j -0.164833-0.0278096j 
