-0.0998963-0.0392721j 0.0926774-0.0190954j 0.0411296+0.0060517j 0.0500107-0.00342269j -0.0485931+0.0162758j 0.0474961-0.0143187j -0.0655481+0.00252036j 0.0254394-0.000250744j -0.00573633+0.0283289j -0.00733661-0.0201895j -0.222318-0.0128364j 0.0173779-0.120878j 0.13173-0.10308j 0.165307-0.0167279j -0.0639118-0.17554j 0.20576+0.0777287j 0.0801748-0.280482j -0.107922-0.250577j -0.142262+0.0627411j 0.0172367-0.122022j 0.133556+0.180438j 0.049563-0.0548819j -0.058694-0.206857j 0.269981-0.134064j 0.101504-0.119879j 0.127398+0.0960068j -0.0436344-0.0271229j 0.00971587+0.207463j 0.221206-0.0212571j 0.0484422+0.00262215j 0.105672-0.000813944j -0.101358+0.0164005j 0.0207612-0.0450052j 0.0743381+0.0575278j 0.0566945-0.0400701j -0.00991147+0.0322032j 0.00583347+0.00126746j 0.0304904-0.0170391j 0.00420318-0.000921527j -0.0149433+0.00427364j -0.017973+0.00970806j 0.0195046+0.0139341j 0.015438+0.0126205j 0.0348122+0.0219717j -0.0118175+0.0391509j -0.0411667-0.0142033j 0.0283457-0.0757962j 0.085669+0.0316818j 0.102561-0.015013j 0.0463492+0.00472134j -0.00953843+0.0431809j -0.0127092-0.00930607j -0.0183162-0.00731263j -0.0071287-0.00169344j 0.000305437-0.00180796j -0.0247495-0.000681557j -0.00455657+0.00834257j 0.0223992+0.00503053j 0.00341868-0.0148081j 0.00365433+0.0146009j -0.00506537-0.0208932j 0.0166848-0.00793536j -0.0114286-0.0117694j 0.0143021-0.00333719j 0.0282566+0.00302516j 0.00652728-0.00337604j 0.0198512+0.000217723j 0.00857149-0.00632484j -0.00010425-0.019744j -0.0071575+8.15524e-05j -0.0088854-0.0160114j 0.0297173-0.0137336j 0.0170135+0.017181j -0.0341871-0.0072355j 0.0391388+0.0269358j 0.0388735-0.0450402j 0.049664-0.00812933j -0.0476569-0.00845257j -0.0118914+0.0049308j 0.0143128+0.00248781j -0.00305294-0.00547487j 0.00772589+0.00130491j 0.00523376+0.00324647j -0.00596017+0.00768683j 0.00610825-0.0138804j 0.0173964+0.0120117j 0.0141107-0.00128994j -0.0179348-0.016237j 0.0163327+0.0104435j 0.0140761-0.00320116j -0.0377265-0.000636583j 0.0572708-0.0110313j 0.0172178+0.0045904j -0.0170953-0.00212707j -0.0132627+0.00374067j 
-0.00173032-0.00791887j -0.00606121+0.00834823j 0.00247818-0.00193843j 0.00523463+0.00398664j 0.0136071-0.000358747j 0.0203319-0.00308292j 0.00445192+0.00846686j -0.00417651-0.0028637j -0.00447783+0.00217542j -0.00387153-0.000685066j -0.0203117+0.00381445j 8.89207e-05-0.00884417j -0.0112327+0.0243219j -0.00567225+0.00566019j -0.0139125-0.0384199j -0.0278748-0.0196302j -0.00798586-0.00215491j -0.0153866+0.0206068j 0.0122523+0.0278641j -0.005636-0.0308459j -0.00225794+0.00625034j -0.00947093-0.00372217j 0.0267689+0.012157j 0.0015262-0.0048041j 0.00718008+0.0312646j 0.00513271+0.0210803j -0.00453541-0.0214118j -0.0175227-0.00626116j 0.00103635-0.00499218j 0.00130978+0.000405258j -0.0561518-0.0261393j 0.0608827-0.0087996j 0.0770067+0.00539714j 0.0464098+0.0101098j -0.00403747-0.00754553j 0.00880675+0.00272014j 0.00392576+0.0133139j 0.025934+0.016852j 0.0112488+0.00783264j -0.0147794-0.00507688j -0.00774435-0.0102895j -0.0238838+0.00079768j 0.00870011-0.00376597j -0.0123734+0.00643866j -0.0207351-0.00268451j -0.0161565+0.000778278j 0.0108578+0.000528702j 0.0400636+0.00910698j 0.00691855-0.00928503j 0.0112966-0.00262098j -0.000831227-0.028408j 0.0217816+0.0141424j -0.0368794+0.00631385j -0.0257738-0.00149496j -0.00271489-0.0230838j 0.0182861+0.00647888j -0.0153428+0.00872472j 0.0211222-0.000929305j -0.0179629+0.038241j -0.0163333-0.0145462j -0.0323198-0.000721278j 0.0175789+0.0201821j -0.0135653+0.0161349j 0.0148152+0.00190411j 0.00496841+0.00932501j -0.0184008+0.0114803j 0.0291261-0.00586915j 0.0251912+0.0085746j -0.00370771+0.000364441j 0.0135404-0.00504178j 0.00840927+0.0120957j 0.0149703+0.0038254j -0.00783739+0.00190683j -0.0505658+0.00136616j -0.0261182+0.000805929j -0.02823-0.000830316j 0.0742449+0.0253729j 0.0767739+0.0282571j 0.0522321-0.0936708j 0.227647+0.116358j 0.192969-0.139873j 0.00275457-0.202166j -0.0496918-0.0553986j -0.0196384-0.0087279j -0.0906483-0.0220794j -0.0108888+0.136582j -0.0124351+0.0290958j 0.0335787+0.118662j 0.0199717-0.0670255j 0.11505-0.00857811j 0.0725914-0.104431j -0.0441355-0.0593905j 0.0887008-0.0300639j -0.0283747-0.00967434j -0.0235+0.0147875j 
0.00782435-0.000273469j -0.000548595+0.00739754j 0.0059612-0.00032314j 0.00459242+0.00528348j 0.00612267-0.000127126j 0.00389504+0.00191354j -0.000294869+0.00411103j -0.00112855-0.00134708j -0.00129654+0.00212555j -0.00468062+0.00478154j 0.0187053+0.00128941j 0.00688189+0.00385344j 0.0267563+0.00253966j 0.0120303+0.000191074j -0.00966109-0.0181952j 0.0254065+4.13469e-05j -0.00250087-0.00292866j 0.0107826+0.0107094j 0.0134958+0.00432848j -0.0206039-0.0165542j -0.00167934+0.00434917j -0.0066573-0.002481j 0.00730855+0.00941213j 0.00340279-0.00586462j 0.0115706+0.00842039j 0.0125746+0.00028429j 0.00611232-0.00847931j 0.005082-0.0118237j 0.00961604+0.00106007j 0.00230762+0.00330103j 0.083179+0.0240721j -0.0471159+0.00578404j -0.0348802-0.00193402j -0.0131723+0.00418128j -0.00675195-0.00437171j -0.00234287-0.00306891j 0.0110123-0.00764751j -0.00376492-0.0158765j 0.00391783-0.00199911j -0.020146+0.00799468j 0.00478051-0.000733399j 0.00886224-0.00749243j -0.00833955+0.00885138j -0.00178408-0.00512079j 0.0724123-0.000142846j -0.0423294-0.0148701j 0.00392656-0.000661105j -0.0674644-0.00705691j 0.00465818+0.000383511j -0.0293041-0.00184759j -0.0096111+0.0211955j -0.0375878-0.0130571j 0.0451451-0.0170399j 0.0140507-0.00328809j -0.00203224-0.043921j 0.0287711+0.00151356j 0.00202181+0.0295549j 0.0124438-0.00318067j -0.0150246+0.0130438j -0.0556969+0.0239032j -0.00384365-0.00899556j -0.0102193-0.00391082j 0.0148996-0.0417984j -0.0917372-0.0155086j -0.0351112-0.0122881j -0.0315125-0.0144689j -0.0166975+0.00346159j -0.00471502-0.0130685j 0.0104305-0.0240842j -0.00419332+0.00227608j 0.00104214-0.0102667j -0.0146933+0.00019776j 0.00862462+0.00329766j 0.0360897+0.00217426j 0.0309749+0.0173241j 0.0317128-0.0267225j -0.0589372-0.029301j -0.117175-0.0371763j -0.056259+0.103557j 0.0520677-0.00673781j 0.0907411+0.0187977j -0.034704-0.0627888j -0.0157219-0.00849891j 0.0385995-0.0805477j -0.0457828+0.0845969j -0.0134212-0.0542429j -0.0313007+0.0131937j 0.0226066+0.0901544j 0.014915-0.052314j -0.0047812-0.0554309j 0.0733374+0.138283j -0.0326164+0.149305j -0.155607+0.0426438j 0.0662682+0.0136561j 0.04172-0.0363972j 
-0.0180842-0.00995708j 0.0195954-0.0085272j -0.00551123+0.000285683j -0.00263649+0.00175967j -0.0147655+0.0028291j -0.0172428-0.000787505j -0.00339697+0.00465733j 0.00236408-0.0013324j 0.00322484+0.00878377j 0.00674017-0.00190011j -0.0370522+0.00522424j 0.00691145-0.0389137j 0.0235336+0.0299611j 0.00256403-0.00662888j -0.0336084-0.0206814j -0.0482355-0.0455087j 0.00857999-0.0175575j 0.008459+0.0112008j 0.0157038+0.0453934j 0.0137796+0.00943525j 0.0257348+0.0051589j 0.0170863+0.0251332j -0.0174199+0.00278219j 0.00446799+0.0349182j -0.00298587+0.0329048j -0.00171137+0.0141654j 0.00394284+0.0248884j -0.00178478+0.0248444j 0.00652375+0.00340241j 0.0147231+0.0208527j -0.0292829-0.0204466j 0.145455-0.00926461j 0.011246+0.000925673j 0.0236507-0.00801904j 0.0846383-0.00406239j 0.00483579+0.00254359j -0.0346228+0.00693822j 0.0424569+0.0073566j 0.00426617-0.00415571j 0.000722489-0.00457588j 0.00930775-0.00174985j -0.05041+0.00339826j -0.0104669-0.00196538j -0.046496+0.00828455j 0.060569+0.000188917j 0.00660248+0.0101961j 0.0123132+0.0104807j 0.0254723-0.00202246j -0.0254547+0.00121925j 0.0137352-0.00971848j 0.00207655-0.0509743j 0.0324911+0.0074625j 0.00669069+0.00412445j -0.0460131+0.00722609j 0.00674414-0.0280151j 0.0136737+0.00165556j -0.000306628+0.019562j -0.0401942-0.00811009j -0.00836035+0.0075174j 0.00438155-0.00371675j -0.00361956+0.0208301j -0.0307217+0.0212929j 0.013716-0.000810279j 0.0253337-0.00652114j -0.0304623+0.00998767j -0.013003-0.00832614j -0.0295547-0.00314065j -0.00790356+0.0143668j -0.00372851+0.00279144j -0.00214071-0.00578896j -0.0099031+0.0220703j -0.0518342-0.0141989j -0.0568902-0.00440231j 0.00974372-0.00166258j 0.0149201-0.00446816j -0.00427024+0.0198802j 0.0303998+0.0304673j 0.130703+0.0421145j 0.0712868-0.0769336j 0.304596+0.217576j 0.125461-0.299152j 0.0930753-0.15687j 0.0403401+0.0393082j -0.0569272+0.144083j 0.0893806-0.0739567j 0.0532501-0.0664319j 0.0643082-0.038537j -0.0590969-0.0586014j 0.0260501+0.0392313j -0.0461344-0.00665155j -0.0756671+0.0530873j 0.054666+0.00381903j -0.0159195+0.0150605j 0.0174642+0.0174975j 0.0186708-0.0138685j 
-0.00336141-0.00923455j 0.0012883-0.00162362j 0.0105923+0.00148846j 0.0029679-0.00324581j 0.0135706+0.001045j 0.0166035-0.00146999j 0.000802519+0.00443148j 0.00588199+0.00105655j -0.00610225+0.00610167j -0.00779231+0.000245837j -0.033836-0.00265559j 0.0214554-0.0213437j 0.000279111-0.000144031j 0.0271566-0.00640785j 0.00571754-0.00741104j -0.00135828-0.0226102j -0.0140319-0.0185191j -0.0318684-0.00525923j -0.00813966+0.0101442j 0.0414008+0.0194196j -0.027294-0.00818823j -0.00629982+0.0172529j -0.0187092-0.00624335j 0.014565+0.0118154j -0.00371559+0.0202125j -0.00684383-0.00452192j 0.00734329+0.0247247j 0.00188154+0.015446j 0.0049725+0.00754314j 0.0258814+0.0140194j -0.012047+0.000478045j 0.0718059-0.0103577j -0.0439145-0.00339255j -0.0266237-0.00250164j 0.0310311+0.00712885j 0.0147233-0.011037j -0.0216861+0.00463844j 0.00647717+0.00114548j -0.0039565-0.00838259j 0.00212378-0.00671003j 0.000337021-0.00208765j -0.0194615-0.00344126j -0.0112783+0.00332006j -0.011721+0.00312728j 0.0413526+0.000343167j 0.0101835+0.00917081j 0.00984144+0.00411302j -0.000931635-0.00756188j -0.00138578-0.00184714j 0.0136079-0.0109787j -0.00477953-0.0465177j 0.00534618+0.0114512j 0.036932+0.00305927j 0.00661704+0.00692364j -0.00321871-0.0157231j 0.0423493-0.00790183j 0.00729776-0.0167401j -0.033582-0.00931264j -0.00468343+0.0063079j 0.0260799+0.000353624j 0.018439+0.0265023j -0.0328639-0.00322537j 0.0101562-0.00851323j 0.0359277-0.00578917j -0.040082+0.00209042j -0.00110569-0.0197558j -0.0471412+0.00909998j 0.000174038+0.00371515j -0.0105882-0.00382555j -0.0174623-0.00390227j 0.00133837+0.0112958j -0.0244775-0.00773802j -0.0103498-0.0168725j 0.0317541-0.00222324j -0.0103514+0.000185065j -0.0200715+0.0107522j 0.00154393+0.0101497j 0.0461289+0.0288536j 0.0253455-0.0409927j 0.0565302+0.0669562j -0.0465106-0.0911509j 0.0563768-0.018362j -0.0377015-0.0397786j -0.10463+0.12612j -0.0211063-0.000504421j -0.0278015-0.0942153j 0.0685146+0.0491138j -0.101342-0.0688188j -0.0898515+0.0705832j -0.0424021-0.0122118j -0.0681632+0.0824006j 0.0504012+0.0348649j -0.0528287+0.024676j 0.0179508+0.00855649j 0.0117472-0.01226j 
-0.00691633-0.00177695j 0.0186917-0.000599448j 0.00491714-0.000131337j 0.00191747-0.0005318j 0.00527015-0.00010469j -0.00706495+0.00313724j -0.00139306-0.00357088j 0.00660979-0.000360472j -0.00868234-0.00249744j 0.00509023+0.00380508j -0.0232213-0.00853402j -0.00531255-0.00880762j -0.00714012-0.00410758j -0.00934373-0.00258044j -0.0283047-0.0376952j -0.00357297-0.022097j 0.0157541-0.00879064j 0.00315338+0.0103907j 0.00711743+0.00357017j 0.0132781-0.0123369j 0.000188071+0.00248513j 0.00827418-0.000420901j 0.00518836+0.0138331j 0.000172292-0.0171758j 0.00914121+0.0361127j 0.01481-0.00327268j 0.00340982+0.00650417j 0.00510254-0.00773647j -0.0240189+0.0115829j -0.0144167+5.45454e-05j -0.0571484+0.0167652j -0.118002-0.0129269j -0.0787829-0.00547614j -0.0519259+0.000296237j 0.00708266-0.00725542j -0.010455-0.00317765j -0.036054+0.00590423j -0.0449496-0.00125762j -0.0272775-0.00256429j 0.0100268-0.00222301j 0.00582327-0.00105883j -0.0112239+0.00335605j -0.00121634+0.00736103j -0.0139677+0.00941639j -0.021288-0.00266976j 0.0365197+0.000385369j -0.0292394+0.00400679j 0.0174182-0.00935402j 0.0219455+0.00287248j 0.0368147-0.00230582j 0.00533358-0.0302455j -0.00994088+0.0124689j -0.0456235+0.0116073j -0.116329+0.00291575j -0.0294218-0.000316116j 0.070471-0.0129446j -0.0489404-0.01054j -0.0157171+0.0063737j -0.0337075-0.0302129j 0.00929494-0.0101645j 0.014548-0.00103568j -0.008477-0.0103234j 0.0205367-0.00678461j 0.0240833+0.0114494j 0.000537145-0.0106792j -0.0177167+0.00541217j -0.01369+0.000470082j -0.01366-0.0125861j -0.00952938-0.0188961j -0.00975012+0.0116824j -2.48727e-05-0.0121771j -0.00745988+0.0205079j -0.0084255-0.0240181j 0.00188532+0.00864107j -0.0140133-0.0335769j -0.000618508+0.0364413j -0.100745-0.0287648j -0.0183001-0.00630658j -0.0294674+0.100641j 0.00215666-0.0602119j 0.115464+0.0741403j -0.0933993-0.201777j -0.00398486-0.0187516j 0.133281-0.0579583j -0.053936-0.00581222j -0.0420943+0.0288236j -0.0527084+0.196199j -0.032654-0.0965851j -0.103832+0.118473j 0.0198339-0.0209395j -0.0506746+0.0113034j 0.0558232-0.0208349j -0.00641495+0.001172j -0.0394726-0.0450656j -0.0608661+0.0321614j 
0.0215552-0.00833505j 0.0291544+0.0118605j 0.00331158+3.37666e-06j -0.00361956-0.00125385j -0.00540358+0.00554617j 0.00589886+0.00123955j -0.00817851-0.00191048j 0.00259646+0.000935026j -0.0071287-0.00235664j 0.00699265+0.00292681j -0.0556626-0.0301673j 0.124881+0.0129523j -0.0886198-0.0480069j 0.0049865-0.0135237j -0.0164139-0.00567221j -0.0130722+0.00274414j 0.00452682+0.00399877j -0.0154779-0.0138722j -0.0103075-0.0346218j -0.0108356-0.0041643j 0.0144349+0.00878801j 0.00761106-0.00727407j -0.00356986+0.0116604j 0.00767398-0.0267239j 0.00756046-0.00642419j 0.00168238-0.0246933j 0.00940903+0.0135237j 0.0217811-0.0164527j -0.0077282+0.0139723j 0.149725-0.0132267j -0.154888-0.0117748j 0.0392372-0.00812022j 0.0873895-0.016901j -0.00118124+0.0123413j -0.0621212-0.000581325j 0.00943124+0.00117866j 0.023077+0.0135508j -0.0228502+0.0367761j 0.0103661+0.0121636j 0.0175911-0.0113562j -0.0104196-0.00726501j 0.0221334+0.00379991j 0.00313795-0.0013233j 0.0569698+0.00864171j -0.00420552+0.0133468j 0.0151022+0.00575271j 0.0138861+0.00647342j -0.0653223+0.00317434j 0.062771-0.00743364j 0.0758465-0.0156511j -0.0406344-0.025454j -0.071128+0.00995762j 0.0868272+0.000642965j -0.0696847+0.0102087j -0.0130149-0.0326233j -0.0197181-0.00994949j -0.00698947-0.000868507j 0.0423603+0.0224031j 0.0110099-0.00553245j 0.0263966-0.0570721j 0.022963+0.0659833j -0.00773212-0.0400747j -0.0344192-0.00145115j -0.00478924+0.0196847j -0.08081-0.018953j 0.0456154-0.00299296j -0.00759811+0.0320413j 0.0278481-0.0367615j -0.00179542-0.0096821j 0.0453138-0.00194376j 0.073572-0.0182652j -0.00202198+0.0336978j 0.0279085-0.0269797j -0.0341671+0.00972274j -0.0307584-0.0126023j -0.0915534-0.0193689j 0.175936+0.0548517j 0.104095+0.137826j 0.0808468-0.357264j -0.094353-0.0786862j -0.0131298+0.116414j -0.0367029+0.0314676j 0.00367353-0.000443694j 0.0405603-0.0642238j -0.014937-0.0301492j 0.0117661+0.114938j -0.0186881+0.0325771j 0.0150552-0.0267673j 0.00481281-0.0113347j 0.0487215-0.0959084j 0.00802558+0.095213j 0.0271115+0.0710474j -0.0512396+0.0287477j 0.0103608-0.0294905j -0.0151132+0.00405408j 
0.0511131+0.00177225j 0.021728+0.00702833j 0.0117386+3.19721e-06j -0.00585811-0.00141739j -0.00155226-0.000449345j -0.0060063+0.00417361j -0.000514747-0.00449352j -0.00632648+0.000424692j 0.00865702-0.00394394j -0.00669988+0.0046211j 0.0456017-0.0200898j 0.121441+0.0236721j 0.0143339-0.0290672j -0.000103102-0.00105934j -0.0203361-0.0171538j 0.00793208-0.0147733j -0.043524+0.00514916j -0.00306631-0.0103946j 0.0121653-0.0167957j -0.00552693-0.00758225j 0.0034604+0.00728169j 0.0147638-0.0088563j -0.000142658+0.00743127j -0.000173898-0.0247568j 0.000794078+0.00942827j -0.0170693-0.0122259j 0.0298081+0.00463064j 0.015081-0.0134373j -0.016359+0.00954103j 0.16645+0.00161858j 0.109972+0.0191814j 0.0143218+0.0104064j 0.0135105-0.00761574j 0.00204791+0.0147489j 0.00613029-0.0108878j 0.0076251-0.017994j 0.00501627-0.0016775j 0.0134619-0.0136861j 0.0116817-0.00176949j -0.0123537-0.00243833j -0.0163947+0.00162351j 0.00923585+0.00333134j -0.00502451-0.000120234j 0.0364187-0.000371155j 0.0685956-0.00140961j 0.0154667-0.00574412j 0.0287524-0.00210797j -0.025534-0.0037559j 0.0400115+0.00390926j 0.0175282+0.00601191j -0.00507454+0.0277741j 0.114634-0.00711192j -0.029223-0.00336963j 0.00276255+0.00448837j 0.0296892+0.0022993j 0.0107214-0.00543839j 0.0124772-0.0116295j -0.00531115+0.0168019j 0.00264983-0.00484653j 0.0113257-0.0672553j 0.00871556+0.0525124j -0.0238808-0.026588j -0.00526298+0.0132502j -0.00909694+0.0229361j -0.0547391+0.0129756j 0.0103097+0.0116377j -0.000297247+0.0135602j -0.00376494-0.018207j -0.00547064-0.0161135j 0.042093-0.0296419j 0.0425568+0.0143011j -0.0135324-0.0184427j 0.00741513+0.00935694j 0.00569872-0.0121423j -0.00645796+0.0452065j -0.0321001-0.0831505j 0.0918083+0.021901j 0.00868442+0.0411337j 0.0185221-0.181065j -0.0113144+0.0150046j 0.025543+0.0143423j -0.021956-0.0143686j 0.00144478+0.0127309j 0.0265599-0.0628707j 0.00048827+0.151821j -0.0231236-0.224491j -0.0124881+0.0202784j -0.00359472+0.095675j -0.0281968-0.0262278j -0.0739158-0.00219617j 0.0331938+0.110909j -0.0707452+0.139446j -0.0531568+0.0457559j 0.0406703+0.0460364j 0.0548811-0.0571024j 
-0.0164752-0.00203651j 0.0241599+0.000280827j 0.00655974-0.000308447j 0.000386995-0.00128481j 0.00879906+0.000204962j -0.000939447+0.00140973j -0.00480334-0.000916814j 0.00569048+9.77589e-05j -0.00583412+0.00055647j 0.000696299+0.00159091j -0.0774453-0.00761012j -0.00710986-0.000844979j 0.0100545-0.0108722j -0.0113703-0.00620378j 0.00580321-0.0064773j 0.0189221-0.0200662j -0.0109937-0.00275653j 0.0138308-0.00708476j 0.00366585+0.0024081j -0.00108294+0.00707672j -0.0130549+0.00577282j 0.00490686+0.00804006j 0.00491338+0.00178183j 0.00625182+0.00611728j 0.00434859+0.00556352j 0.00874089-0.00589347j 0.00489685+0.0116601j 0.0132449+0.000183588j -0.00549101+0.00368823j 0.0550882-0.00223738j -0.121537-0.00741021j 0.0115115-0.0120769j 0.0079938-0.00244316j 0.00272357-0.00269003j 0.0195473+0.0032075j 0.00316877+0.00487092j -0.00499804+0.00661839j 0.00924145+0.0178705j -0.00540851+0.00585676j -0.00709005-0.00394564j 0.00836391-0.00334773j -0.0210018+0.0014884j -0.000524566+0.00314589j -0.0537474+0.00894665j -0.0103494+0.0102408j -0.0385312+0.00551528j -0.0244499+0.00510634j -0.00699663-0.00618217j -0.0195843+0.00235812j -0.123973+0.0024373j 0.0103055-0.00327544j -0.0139227-0.0166647j -0.0788497-0.0149214j 0.0388529-0.0036379j 0.00198744+0.0320684j -0.00172381+0.011942j 0.00451301+0.0295086j -0.0135879+0.0095682j 0.00146572+0.0160601j -0.0159759-0.0290914j 0.00423528+0.0521195j -0.00663357-0.03022j 0.000446872-0.00999119j -0.0176589+0.00512621j -0.0102461-0.0120129j 0.00262091-0.0162655j -0.00273639+0.0166907j 0.00309257-0.0100204j 0.000700172+0.00413061j -0.00241519+0.0230485j 0.00619934-0.0167009j -0.00764289+0.0330775j 0.0144653-0.0258636j 0.0224544+0.0120713j 0.0174441-0.0281324j -0.00491824+0.0312168j 0.0780742+0.0138925j 0.0443287+0.0598943j 0.0320522-0.0619505j -0.0136533+0.0133509j 0.00643236-0.0275174j -0.0120813-0.0312662j -0.00436614-0.0131906j 0.015571+0.0370446j -0.0158996-0.100611j 0.000255152+0.152821j -0.00946181+0.0224082j 0.00155622-0.0710295j -0.0118454+0.0151553j 0.0366782-0.110354j -0.0188515+0.126497j 0.0550961+0.0682323j 0.00665202+0.0567373j 0.06593+0.03781j 0.138216-0.0304422j 
0.00136203-0.00140931j 0.0300502+0.00100431j 0.00844627-4.37833e-05j -0.00265236-0.000329335j 0.00684929+0.000517155j -0.0003292+0.00135635j -0.00590324-0.00106862j 0.00255677+0.000310055j -0.00144522-0.000415144j 0.000308369+0.00219102j -0.0630109-0.00886336j 0.0434483+0.00013896j -0.0142516-0.0146285j -0.0106102-0.00573384j -0.00697195-0.0073746j 0.0110381-0.0108829j -0.0142441-0.000127932j 0.0053404-0.0038985j -0.00318984-0.00642142j -0.00024208+0.00242766j -0.00495563+0.00345274j 0.00704196+0.00182106j 0.00694498+0.00538245j 0.00221602-0.00462531j 0.00960078+0.00617411j -0.00215912-0.00771218j 0.0245088+0.00912957j 0.0197955-0.00283803j -0.0109339+0.00531181j 0.100161-0.00511551j -0.0702388-0.0138876j 0.0100902-0.0124961j 0.0146776+0.00214858j -0.00658673-0.00421418j 0.0123926+0.00339082j 0.00918178+0.00546143j 0.00447806+0.0108677j 0.0210478+0.0278853j 0.00573983+0.0093369j -0.00370516-0.00862476j -0.00187637-0.00469854j -0.00646109+0.00700625j -0.00148875-0.00308777j -0.012668+0.0131028j -0.0163245+0.00576667j 0.00178638+0.0165617j -0.0120172+0.00737376j 0.00843325+0.00630126j 0.0201711-0.00208342j -0.0752257+0.00140283j 0.0195689+0.00270721j 0.0373509+0.000300183j 0.0417521+0.00134328j -0.00790602-0.00528107j 0.013922+0.0123506j 0.00511661+0.00556594j 0.00715102+0.0141878j 0.00785675-0.000380235j 0.005139+0.00341244j 0.00403529+0.0123152j 0.0104356-0.00661772j -0.01654-0.00308928j -0.00279364-0.0127205j -0.026711-0.00665791j -0.058706-0.00419125j 0.00832205-0.00800309j -0.0188675-0.00138158j 0.000837688-0.0013792j 0.00259185-0.00813238j 0.0285563+0.0143694j 0.0381406-0.00354901j -0.0264954+0.00253268j 0.00443554-0.00694004j 0.0130989+0.00443993j 0.00621047-0.0280357j -0.0260018+0.0242098j 0.0105205+0.039563j -0.0418893+0.0675138j 0.00165948-0.195075j 0.00522299-0.0100494j -0.00531968+0.0188424j 0.00556542-0.0392492j -0.000220701-0.00726247j -0.00675232+0.00336501j -0.00602764-0.0145826j 0.018907+0.013079j 0.00403497+0.0486156j 0.00207389-0.0757585j 0.0222442+0.0690979j 0.00260122+0.0464384j 0.0358361-0.0999561j -0.00255723-0.103869j -0.114624-0.0281484j 0.0330352-0.00683237j -0.035066+0.039798j 
0.00563975+0.00229958j -0.00488808-0.00154287j -0.000590278+0.000252039j -0.00131155+0.00135427j -9.82011e-05-0.000855471j -5.84725e-05+9.42923e-05j 0.000912828-0.000324668j -0.00190516+0.000267907j 0.00282922-0.00191858j 0.000180033+0.000538286j 0.0224386+0.00539997j 0.00288581-0.00382078j -0.0112708+0.00619335j -0.00783691+0.00444475j -0.0106109-0.00205547j -0.00887582+0.0147729j -0.00722883-1.7123e-05j -0.00350209+0.00574278j -0.00710438-0.00225481j 0.00827283-0.0097364j 0.00606439-0.00513709j 0.00726259-0.00652332j 0.00548122-0.00108857j 0.00116442-0.00909723j -0.00079073+0.000830019j -0.0127257+0.00634478j 0.0102873-0.0151476j -0.00410004-0.00349126j -0.00333334-0.00361694j -0.0203244-0.0116083j -0.0103806-0.00898371j -0.0252788-0.0124229j -0.00573295+0.00441373j -0.00239755-0.00675612j 0.0105377+0.00435665j 0.0100219+0.00828215j 0.0177796+0.00375313j 0.0397867+0.0154855j 0.0174984+0.00804208j -0.0122992-0.000501284j -0.00607574-0.00534087j 0.0169662-0.000329968j -0.00758938+4.74945e-05j 0.0225043+0.00297148j 0.00703086-0.0022552j 0.00367186+0.00308074j 0.00607567+0.00299825j 0.000684441+0.00550438j 0.0128889-0.00478289j 0.0995704-2.2407e-06j -0.0303556-0.0410312j -0.047455-0.011134j -0.140449-0.0145552j 0.0579617-0.00297805j -0.0160855+0.0223778j 0.0013129+0.00449802j 0.00968776+0.0100281j -0.0493148+0.000827128j 0.00123079-0.00591177j -0.0233633+0.0185093j 0.0406899-0.0260602j -0.0436239-0.0064271j -0.00264204-0.00476093j -0.0333876-0.00960324j -0.0867682-0.0164711j 0.0289092+0.00601498j -0.0461677-0.00745397j 0.0132986-0.000430374j -0.00250167-0.00913707j -0.00424773+0.0113057j 0.0410721-0.00223314j -0.0458306+0.00963314j 0.0175497-0.00355987j 0.0442015+0.0133558j 0.0499605-0.00735731j 0.00135669+0.0162549j 0.0181068-0.00733666j -0.00612038-0.00979163j 0.0184933+0.0146354j 0.00821006-0.0349676j -0.00122656+0.039753j 0.00891409-0.0121378j -4.58188e-05-0.00739856j -0.0144198-0.017118j 0.00810932-0.059492j -0.00257597+0.131519j 0.00851114+0.0298651j -0.0212773+0.0334264j 0.0267545-0.0402604j 0.00197556-0.0362393j -0.0366698-0.0615608j 0.118541-0.0176974j -0.0284807+0.0610931j 0.171831+0.247303j 0.34067-0.116403j 
