-0.00801687-0.0696806j -0.0247033-0.0233761j 0.0726332-0.0951594j 0.0157804+0.0555585j -0.0255685+0.0315827j -0.0448722+0.0162466j -0.0463798-0.0676781j -0.000561653+0.217972j 0.128865+0.0140199j -0.0244355-0.0389244j 0.0186626+0.0699703j -0.098208+0.142116j 0.00719242-0.172641j -0.0422774+0.00365003j 0.0392618-0.0337848j 0.0177381-0.112101j 0.00957401-0.0415504j 0.0466842-0.0774122j 0.00730565-0.0325704j 0.0250047-0.00505091j 0.105859+0.170823j -0.0650656-0.0155037j 0.00664471-0.123976j 0.00823354-0.0280315j 0.0439152+0.064536j 0.00464628+0.0388503j 0.0418327-0.10192j 0.00925224+0.0518438j 0.0251216-0.0355373j -0.0678875-0.259083j 0.0742669-0.243528j -0.0343838+0.0622647j -0.0587909+0.0234669j -0.0204538+0.11125j 0.0732414+0.108284j 0.070166-0.128094j 0.00956006+0.143011j 0.0454393+0.0225055j 0.0387697+0.0361604j 0.0223784+0.00590775j 0.00689455+0.0276739j 0.0354804-0.0335022j 0.0180992-0.0021488j -0.0444107-0.0835855j -0.0139189-0.0248353j 0.0398966+0.0636545j -0.0555681-0.00287744j 0.0580133-0.00711283j -0.0441022+0.0549768j -0.0947035+0.000302743j -0.0373007-0.00278506j -0.0715046+0.0736381j 0.0280736-0.0289816j -1.77337e-05-0.0548797j -0.0599456-0.00256319j 0.0416205-0.00776871j 0.103299+0.0384371j 0.146457+0.205007j 0.0606703+0.0425706j 0.096769+0.0813746j 0.00319904+0.0398053j 0.0325313+0.00444428j 0.0562233-0.0171873j 0.0288223+0.0275048j 0.0662827+0.0709897j -0.0149945-0.0131873j -0.00215807-0.0483178j -0.140204-0.123707j 0.0387244+0.0353979j 
0.000862622-0.00144162j -0.00778948-0.0135508j -0.00448069-0.00886672j -0.0114556+0.000620698j 0.000170729+0.00117215j -0.0149008-0.00138855j 0.00825991+0.00269351j 0.00129317-0.00198625j 0.0223804-0.00159343j 0.00106667+0.00133123j 0.0143526-0.00579867j 0.00239296-0.0166081j -0.00381432-0.014349j 0.0257056-0.0103911j 0.000761465-0.00522364j -0.00725349+0.00291194j 0.0122979+0.0150073j 0.014229+0.00858955j -0.00590734-0.00250464j -0.00243484+0.020831j 0.00583329+0.0133144j 0.00115446+0.0061852j -0.000694414-0.000803931j -0.0162706-0.0123008j -0.0123182-0.0125344j -0.0114416-0.0359794j 0.000348952+0.000995986j 0.0166003+0.00133325j -0.00429456-0.00711357j -0.00592928+0.00532934j 0.021734+0.0145836j -0.0127427-0.01887j -0.00673432+0.00793686j 0.0313094+0.0137587j -0.00217036-0.0121795j 0.00589886-0.0111598j 0.0109176-0.0226482j 0.00719834-0.0468966j -0.0115499+0.00175738j -0.0396693+0.00597576j 0.00403459-0.0248017j 0.00186288-0.0425716j 0.0148262-0.00547411j 0.0394838+0.0025334j -0.0120311+0.0115047j 0.0123958+0.0304766j -0.0153877+0.00651181j -0.0127197+0.0039593j -0.0166705-0.00592655j -0.00854651+0.0826485j -0.00149846-0.022218j -0.00134962-0.0155113j -0.000168429+0.00443092j 0.0176382+0.00321797j -0.0131546-0.012516j 0.0281499+0.00884618j -0.0205725-0.0292335j 0.000893899+0.0234602j 0.00388801+0.0101097j 0.0401058+0.0108615j -0.0265525+0.0450867j -0.0860857-0.00399419j 0.00424264-0.0216396j 0.0420973-0.0723329j 0.020318-0.0147875j 0.0271785-0.0174289j 0.00306674-0.0427419j 0.00678104-0.0437182j 0.0398196-0.0476474j 
0.00247924+0.00262118j 0.00226006+0.00739687j -0.000678932+0.00311651j -0.00200548-0.00499858j -5.00884e-05+0.0133547j -0.00243466-0.00994565j -0.00038237-0.00264285j 0.00362897-0.0127287j -0.0034438-0.0139465j 0.00983503+0.00467649j -0.00800541+0.00691637j 0.0106916+0.00576013j -0.00573267-0.00583955j -0.00440889+0.00600516j 0.00165509-0.00490258j -0.00553727-0.0174161j -0.00631399+0.00715821j -0.00954131+0.0173294j 0.00202489-0.00633961j -0.00159668+0.00468196j -0.00174116+0.00813956j 0.00253789-0.00576257j -0.014659+0.0160854j -0.0111457+0.00393292j -0.00143222+0.000657469j 0.0075214+0.00866646j -0.0117341+0.0139169j -0.00679354-0.0194315j -0.017287+0.00299089j 0.021056-0.0194311j 0.0110489+0.00118082j 0.00431438-0.0294703j 0.000983169-0.0133347j 0.00807773-0.00557905j -0.00640426+0.00867583j 0.00379494+0.00944845j 0.00675352-0.00972186j 0.00474474+0.0033969j 0.0108056+0.0103578j -0.00485681-0.0029069j 0.000709155+0.0186677j -0.0115657+0.00224061j 0.00515419+0.000190317j 0.00622675+0.010886j 0.0116527+0.00722346j 0.00749052+0.00638882j -0.0149092-0.00322716j -0.00347484-0.00415634j -0.00817219+0.0254113j 0.0025415-0.0107228j -0.00630617-0.000422725j 0.00375702+0.00922221j -0.0181579-0.0139771j 0.00665649-0.011154j 0.0121836+0.00209734j -0.0109322-0.024868j 0.00900085-0.00791604j -0.0124627+0.00255829j 0.0112962+0.00294251j 0.0224172+0.018684j -0.00629784+0.0131336j 0.0302029+0.00286314j -0.0137659-0.0137188j -0.00904374+0.00136362j -0.0132202-0.0163345j 0.00427431-0.00846258j -0.011633+0.00756451j 0.0146765+0.000115989j -0.0122278-0.0398041j 
-3.0211e-05+0.00125646j 0.00614099+0.00173876j 0.00679453+0.0120739j 0.0106968+0.00314806j 0.00112846+0.00193001j 0.0026607+0.00355655j -0.0083181-0.00373531j 0.00239459+0.0119916j -0.00588301-0.0014995j 0.00410082-0.00146186j 0.0035092-0.000390773j -0.00450573-0.0172015j 0.0030314-0.0186535j 0.00696928-0.0162351j -0.0110796+0.0285145j 0.0152169-0.0154035j -0.00726899+0.0251551j 0.0061372+0.00305135j -0.00858393-0.0242833j 0.00615323+0.00514586j 0.00123151+0.0152387j -0.00686611+0.0128001j -0.0176659+0.0191398j 0.00384855-0.0133668j 0.0048418-0.0142868j -0.0174089-0.0204024j 0.00250178-0.0138774j -0.014567-0.00485523j 0.00319236+0.0140957j 0.015742+0.0200729j -0.00208264-0.00564967j -0.00044411-0.0396987j 0.00523515+0.00348938j -0.00406356+0.0227734j -0.00844253-0.0178873j -0.0099008+0.00310515j -0.000230537+0.0070485j -0.00103909+0.00960162j 0.0323091+0.00969768j -0.00228956-0.0209704j -0.0222825+0.0151653j -0.023158+0.0129368j -0.0240553-0.0243943j 0.00268342+0.0357553j 0.00963267-0.00393259j -0.00923364-8.43406e-05j 0.00735874+0.0155707j 0.0241404+0.00266598j -0.0325879+0.00928189j 0.0130866-0.00824338j -0.0366648+0.0125356j 0.0434609+0.0189921j -0.0244695+0.0159153j 0.0117029+0.00607299j 0.0332439+0.011335j 0.0114179+0.00191383j -0.00898298+0.00356954j 0.0154419+0.00373876j -0.00119435+0.00835831j -0.000219317-0.00221446j -0.0109125-0.0211711j 0.0725674-0.0145072j 0.0105092-0.0107621j -0.00642519+0.0445799j -0.0256451-0.0363785j 0.027185+0.00374142j -0.0182181+0.00358792j -0.00171208+0.0106745j 0.00724391+0.0075992j 
-0.000729815-0.00482389j 0.00254325-0.00181061j -0.000867088-0.00557287j -0.00010709-0.00747296j -0.00206598+0.0168249j 0.00799285-0.0050371j 0.000187358-0.00287631j -0.00363749-0.00310837j -0.00521194-0.00492391j -0.00769711+0.0131502j -2.06485e-05-0.00362752j -0.0013922+0.0016687j -0.00338204+0.00230632j -0.00951015-0.0096114j 0.0112504+0.0119281j 0.000539625-0.0174004j -0.00827474+0.000171695j -0.00682382+0.00385682j -0.00120877+0.000657276j -0.00906618-0.00672738j 0.00373236-0.00382163j 0.00215701-0.00301021j -0.00728322-0.00155584j -0.000424579+0.00293747j 0.0146758-0.00504739j 0.00202763+0.0002341j 0.0264757-0.0108745j -0.0109931+0.00202358j -0.00157243-0.00545048j -0.0204883+0.0150206j 0.00415658+0.00478667j -0.00906474+0.00871563j -0.00201042+0.0115736j 0.0054143-0.00463152j 0.00322018+0.00245406j 0.00163748+0.00755176j 0.00177433+0.00662407j -0.00378773+0.0111407j 0.00134093-0.00221695j 0.00988956-0.00300319j -0.00505235+0.00630899j -0.0011579+0.00579587j -0.00855524-0.00168486j 0.000349292+0.0210602j -0.00299197+0.00904147j 0.00308384+0.00126718j 0.000157393+0.00634054j -0.00219235+0.00313858j -0.00990864-0.0022787j -0.00463573-0.0166718j 0.000535384+0.00268594j 0.00993914+0.00287539j -0.00431097-0.00217138j -0.015654-0.00157085j -0.00392235-0.00152318j -0.00908272-0.00936001j 0.00974929+0.00514405j 0.00544745+0.00399811j -0.00840927-0.00926918j 0.0065716+0.000567363j 0.000945745-0.00699972j 0.0232579-0.00850611j 0.00159767-0.00947212j -0.00169606+0.00400986j 0.00200712+0.00664746j 0.00546623+0.00431523j -0.00337747+0.0102721j -0.00328439+0.0084643j -0.00545282+0.00143822j 
0.00114183+0.000761598j 0.00431192-0.011119j -0.00549614+0.00335966j 0.000534931-0.00172788j 0.00245091-0.00305961j 0.0106027-0.00186983j 0.00648919+0.00527073j 0.00480178-0.000613029j -0.00594177+0.0102073j 0.0061003-0.00736872j 0.00244847+0.00124284j -0.00492281-0.001035j -0.00327967+0.00746109j -0.0042356-0.0222518j 0.0143082+0.0210132j 0.0084052-0.0102405j 0.00592715-0.0192632j 0.00584155-0.0400019j 0.00651673+0.0130517j 0.00387821-0.00959567j -0.0271057-0.0240173j -0.00210347+0.00735587j 0.000674332+0.0214687j -0.00796786+0.0266502j 0.00242545+0.00770252j 0.00261275+0.0285346j -0.0135068+0.0147119j 0.0081169-0.0229945j 0.00185009-0.000145141j -0.0105515+0.00804992j -0.00786533-0.018539j 0.0113624+0.0137885j 0.000597302-0.000235914j -0.011333-0.00969127j 0.0110768+0.0149482j 0.00732078-0.0063981j -0.0175341+0.0265713j 0.00423754+0.0107505j -0.0124987-0.0105882j 0.0254873-0.000219006j 0.00974162-0.00901697j -0.00770215-0.00772754j -0.0309729-0.0118808j 0.000462354+0.00904118j -0.0089214-0.0173487j 0.00125835+0.00942068j 0.0290092+0.00300934j 0.00385346+0.0107884j 0.0108395-0.0211511j -0.0152597+0.0011591j 0.00363097+0.0083223j 0.00478911-0.00757982j 0.00764838-0.00178774j -0.00848977-0.0113009j -0.00371772+0.0078989j -0.0229249+0.00772306j -0.00050073+0.0179492j 0.0202456-0.00352495j -0.0199202-0.023522j -0.0133043+0.0065412j 0.00224965-0.0283389j 0.0117146-0.0178851j 0.00361433-0.0201772j 0.0207003+0.00753965j -0.0143053+0.031568j -0.0167173-0.0161759j 0.0341847+0.0319358j -0.00259446+0.00316334j -0.0260212+0.0364j 
-0.00368305-0.00193972j -0.000656656-0.000578662j 0.00114365+0.000635273j -0.00998355-0.0053403j 0.00813009+0.00728405j -0.00644915+0.000139916j 0.00486748+0.000285907j -0.00581302+0.00783896j -0.000295495-0.00979947j 0.00138955-0.00179686j -0.00315948+0.0155168j 0.00844132+0.00361817j 0.0056225+0.00891346j 0.000365488-0.00436471j -0.00238231-0.0119493j 0.00936265+0.00257218j -0.00290035-0.0102483j 0.00662764+0.00740951j 0.00324343+0.0030631j -0.0197738+0.00133518j 0.0060309-0.00478485j 0.00385473-0.00321023j -0.000783466+0.00266411j -0.0115797+0.00802902j 0.00827235+0.012502j -0.0163441+0.0090978j 0.01593+3.08348e-05j -0.00740903+0.00266366j 0.0107152-0.00187732j -0.0117117+0.0198983j -0.00893385-0.00581643j -0.0066521+0.00147859j -0.00139408-0.00167055j -0.00382747-0.018245j 0.00179678-0.00107773j 0.00104065-0.00370271j -0.000428231+0.00221276j -0.00764444-0.00948811j -0.0110291+0.000952068j -0.00812599+0.00200942j 0.0180378-0.00469217j 0.00309057-0.010013j -0.000655846+0.000165775j 0.00408982-0.0128207j -0.000662089-0.0115311j -0.0109091+0.00631179j 0.00315404-0.00926161j -0.00287176+0.00204924j 0.0118993-0.00644584j 0.00546133+0.000518059j 0.0104527+9.1823e-05j -0.027142-0.00227339j 0.0121104-0.0139317j 0.0136138-0.00550359j -0.00249101-0.00701366j -0.00320553+0.00587582j -0.00312475-0.00697271j -0.00720157-0.00837399j -0.000205484-0.000250067j -0.0049992+0.00214393j -0.00107134+0.00705512j -0.0334949+0.0172681j -0.00690348+0.00548385j -0.00783461-0.0148501j 0.00653233+0.00188061j -0.0113848-0.00369132j 0.00905576+0.0015792j 0.00746124-0.00752109j -0.0063058-0.00546242j 
0.00266808+0.00930148j -0.000854467+0.0163834j 0.018245+0.0193675j 0.00473045+0.00693507j -0.00461799+0.00452754j 0.0102613-0.0104292j -0.00614669-0.000141193j -0.00460528+0.00970621j -0.0204094+0.022584j -0.00117437-0.00622835j -0.011585+0.00521041j 0.000929219+0.000591002j -0.0123425-0.0167241j 0.00881677+0.00671202j 0.00171733+0.0223457j -0.00119269-0.0256613j -0.0192655+0.00723989j 0.0109512-0.0147985j -0.0241909-0.0182505j -0.00514251-0.0225565j 0.00707858-0.0176127j -0.007459+0.0352591j 0.00990498+0.052313j 0.0022119-0.00169981j 0.00353331+0.0177197j 0.00640644+0.0147486j 0.00691897-0.0260713j -0.0051061+0.0151365j -0.0241373-0.00250667j 0.00925313-0.0300764j 0.000577182-0.00703928j 0.00113836+0.00521584j -0.016389+0.00203868j 0.0014317-0.0149039j 0.00517727+0.0193752j 0.00731733+0.0182055j -0.0091528-0.0317866j 0.043769-0.00118763j 0.0603654-0.0102864j 0.0075964+0.000484302j -0.0282638+0.00587394j -0.0499808+0.0225527j -0.000828152-0.0040234j -0.00337628+0.0274467j 0.0310839+0.0272156j 0.00016022+0.0145054j -0.0161961+0.017438j -0.00100925+0.00550429j -0.0355701+0.0519849j -0.0204419+0.0162078j -0.0292102-0.0167407j 0.025657+0.00763017j -0.0660636-0.0136168j -0.0230212+0.00732655j 0.0590078+0.0452091j -0.0149744-0.0371268j 0.00732321+0.00781292j -0.0189491-0.0172034j 0.0108557+0.00184534j 0.00699332+0.0157729j -0.0136296+0.00661381j 0.145452-0.0359742j -0.00875394-0.0835167j 0.0446359+0.04815j -0.0899595-0.0123693j 0.0364045-0.0384147j -0.0117625+0.00413375j 0.00368823-0.0090792j -0.011078-0.0470714j 
-0.00812053-0.00877667j -0.0101877-0.0240308j -0.0115063+0.0277803j 0.0219916+0.00165905j 0.0100798-0.00566496j 0.00561851-0.0094005j -0.00685122-0.0199527j 0.020844+0.00705818j -0.00473038+0.0077184j -0.00219844+0.00777167j 0.00445017-0.0164566j -0.0170806-0.0114973j -0.0300379+0.0185607j -0.000128321+0.0280777j 0.00240071+0.0316282j -0.0287499+0.00398757j -0.00614835-0.00561199j 0.00972416+0.00723336j 0.0239373-0.0252709j -0.00203855-0.0209419j -0.00113467-0.00597682j -0.00188194+0.0264341j -0.00256418+0.0330848j -0.00815645-0.000703305j 0.0238392+0.0262383j -0.00997819+0.0138072j 0.00178357-0.0290355j -0.00783639+0.0155455j 0.0138645+0.00602803j 0.00990572-0.0287717j 0.000302732+0.0308839j 0.0135679-0.00299397j 0.00205383-0.00210645j -0.0196201-0.0170715j 0.0255931-0.0184026j -0.0126329-0.0102516j -0.0464743+0.023384j 0.0397594+0.00305238j 0.0609869-0.0254152j 0.0103479+0.0175309j -0.0291139-0.0221805j -0.0585746+0.0245356j -0.0416506+0.00149855j -0.0378214+0.00442473j 0.0142791-0.000765916j -0.0152049+0.00822447j 0.00888803-0.00322759j 0.0326318+0.000565321j -0.0349482+0.00899181j -0.0319853+0.00726108j -0.040043-0.0101885j 0.0357596+0.0221428j -0.0082327+0.0309496j -0.023645+0.0108599j 0.0589131+0.0410382j 0.0188405+0.0059813j 0.000666944+0.0295095j 0.00598076+0.0221184j -0.0206209-0.0106129j 0.00153545-0.0521633j -0.0207052-0.0510794j 0.123047-0.0478063j 0.0465579-0.0416385j 0.0608555+0.0757376j -0.0784506-0.00776536j 0.0263834+0.00353608j -0.0205968+0.00109016j -0.0195761+0.0109754j 0.0430739+0.0686703j 
-0.00414572-0.00554422j -0.0108308-0.014125j -0.0218152-0.00462535j -0.00378507+0.00287468j -0.00905744+0.00834147j -0.0123168-0.00520864j -7.0165e-06+0.000186464j 0.0086177-0.00438642j 0.00434443+0.00619014j -0.00614214+0.0131853j 0.00776463-0.0219483j 0.00433037+0.001553j -0.0240291+0.00996037j 0.00660154+0.00135873j 0.00119215-0.0200656j 0.000345849+0.00555539j 0.00361431-0.0128797j -0.00253788-0.00956819j 0.00130816-0.00368865j -0.0106482-0.00100825j 0.0105473+0.0016991j -0.0168736-0.00222667j 0.0252462+0.00290752j 0.0255897-0.00917213j -0.000646935+0.000858933j 0.0136461+0.0252928j 0.00500129+0.00903691j -0.00333328-0.00603659j 0.00960903+0.00899791j 0.0028463+0.00382376j 0.00712608+0.00594488j -0.00581603-0.000946107j 0.00352143-0.009207j -0.0155066-0.00990748j 0.0160348-0.00742574j -0.00294684+0.00112012j -0.00809456+0.0150983j 0.0181256-0.00341267j -0.00770926-0.00278234j 0.00447248+0.00300218j 0.00163344-0.0149368j -0.00807393+0.00170179j -0.0236548+0.0087184j -0.0209921-0.00322302j -0.00677861-0.029875j -0.00290426-0.00387739j 0.00619696+0.00347533j 0.00126978+0.00788149j -0.00895087-0.0254732j -0.00893636+0.00242472j 0.0107883+0.00265571j -0.00123965+0.0024422j 0.00843701+0.0104806j 0.00367644-0.00508866j -0.000830179+0.00059297j 0.0133497+0.011776j -0.00874184+0.0120286j 0.00441769+0.0119716j -0.0210447-4.5272e-05j 0.0197207-0.0229808j 0.00129177-0.0119668j -0.000834381-0.011428j 0.0063388+0.0149099j 0.0117878-0.0273959j 0.00645348+0.00481664j 0.0117369+0.0269912j -0.0083542+0.0106857j 0.000661434+0.0135742j 0.0151136+0.0364362j 
-0.00101106+0.00128266j -0.00808297-0.000552408j -0.00106725+0.00109132j 0.00339899-4.55613e-05j 0.00406849+0.0168403j -0.00270399+0.00859748j -6.2922e-05+0.00346147j 0.00818737-0.014966j 0.00588818-0.00829516j 0.00164631-0.0068876j -0.00188525-0.00508745j 0.0042846+0.00667844j 0.00851435-0.00561743j -0.000791143+0.0135564j -0.0139934-0.00243816j -0.00645507+0.012748j 0.00525819-0.00178684j 0.00110683+0.0175581j -0.00703297-0.00730211j -0.000649009+0.00360044j -0.000226429-0.00362705j 0.000667739+0.00107977j -0.00476167-0.0102363j -0.00907894-0.00670446j -0.00401884+0.00554211j -0.00819391-0.00801249j -0.00436263-0.00337455j -0.000595126+0.00454978j -0.00478003+0.00143309j -0.00265412-0.00436008j 0.00201015+0.0172255j -0.00121856-0.00180555j 0.00452703-0.00159926j -0.00807818-0.0063695j 0.00614065-0.00244389j -0.0110367+0.00773387j -0.00631047+0.00408379j -0.00962519+0.00273261j 0.000287131+0.00274545j -0.0028284-0.0113073j 0.00887319-0.00173791j 0.00567731+0.00279718j 0.0173598+0.00515839j -0.0256403-0.00557115j -0.0123226-0.0145832j -0.00215794+0.00218983j -0.000511933-0.00374099j 0.0126307+0.0023036j -0.0123468+0.00505747j 0.00377053-0.000419138j 0.000404938-0.00439754j -0.00169698+0.0040294j 0.00211318+0.0101823j -0.0130431-0.00892267j -0.0137321-0.00593781j -0.000178117+0.00614703j -0.00251827-0.00648428j 0.0107388+0.00799451j -0.0111018+0.00313766j 0.00516678-0.0106902j 0.00108427-0.0108676j -0.0304699+0.0233845j 0.00790611+0.0118283j -0.0152487-0.0183318j 0.0215777-0.00511166j 0.0177446+0.0143277j -0.00622427-0.00544468j -0.00310108+0.00697689j 0.0111332+0.0161161j 
0.000707704+0.00719454j -0.0133449+0.0267169j 0.0214671+0.0167362j 4.69599e-05+0.00943225j -0.00148134-0.00367965j -0.0034445+0.0119573j -0.00312256-0.00237703j 0.00261406+0.00446067j 0.0048828-0.00622406j 0.000844074-0.00368424j -0.0351468-0.00795657j 0.00340818+0.0166099j -0.000298682+0.0204952j 0.00726955+0.00458688j -0.0201365+0.0205988j -0.0266213-0.00106122j 0.0173775+0.0141667j 0.0171262+0.00125993j -0.0266373-0.0173111j 0.00646655-0.0172539j 0.00554833-0.000622456j -0.00664631+0.0145879j -0.00451855+0.0226384j -0.000256829-0.00527622j 0.00143021+0.00622732j -0.0233501+0.00595532j -0.00297345-0.0260531j -0.0288266+0.00725331j 0.00372143+6.08498e-05j 0.0225143-0.00418328j -0.00219858+0.0122682j 0.00197284-0.0344832j -0.00788416+8.64635e-06j -0.0106032+0.0220941j 0.0375691-0.0181618j -0.00122011+0.00897218j -0.0167714+0.0306586j 0.0151163+0.0165937j 0.0549926-0.00832169j 0.0156192+0.00349985j 0.0114345-0.0104722j -0.0337506+0.00309222j -0.0408369+0.0190724j 0.0261205-0.0226183j 0.0338223-0.0204872j -0.00506042-0.0174496j 0.0115577-0.0211922j 0.0311785+0.0127778j -0.00355247-0.0246922j -0.0374788-0.0269703j -0.0137408+0.0159818j 0.0293261+0.0139773j -0.0140272-0.0304499j -0.0204841-0.00868899j 0.0431666+0.0155614j -0.00782658+0.00248808j 0.0104306+0.0298218j 0.000525525-0.0117086j -0.00420987-0.00594091j 0.0073946-0.0351131j 0.00257135-0.0409847j 0.0725635-0.0231294j -0.0283388-0.00210458j 0.00615699+0.0860308j -0.0568539-0.0369545j 0.0154223+0.0116437j -0.0236083+0.024048j 0.00854728+0.0380639j -0.0171486+0.0453547j 
-0.003693-0.00258455j -0.0462094-0.00878295j -0.0302235-0.0019731j -0.00677908-0.00339159j 0.00259186-0.0134785j -0.0217287-0.000591564j 0.00874928+0.00284158j -0.0152923+0.00459301j 0.0085637+0.00193707j -0.00997249+0.00537875j -0.00977394-0.0546834j 0.0144812+0.0211478j -0.0329666+0.0255126j 0.00429787+0.0162316j 0.00906707-0.0351748j -0.0272197+0.0230719j -0.0237372-0.0172202j -0.00868971+0.0275715j 0.00466597+0.0100423j -0.00800191+0.00670073j -0.00356673+0.015795j 0.0253272-0.0289412j 0.0179781-0.0517952j -0.0144894-0.00714864j -0.00555304-0.0155093j 0.0147531+0.00332821j 0.00328474+0.0243012j 0.0226148+0.00359657j 0.000140204+0.00815215j 0.0155286+0.00970026j -0.00433835+0.0322608j -0.026826-4.17882e-05j 0.0083215-0.00628325j -0.0262707+0.000919374j 0.0505295-0.0312949j -0.00417201+0.0136283j -0.00540074+0.0193111j 0.00183712+0.00323191j -0.0458296+0.0130176j -0.0141268+0.000254779j 0.00257193-0.0252241j 0.0119589+0.000449133j -0.00257799+0.0199278j -0.0201944-0.0149833j -0.033415-0.0536122j -0.00299748-0.0112423j 0.00642169+0.00630013j 0.00979249+0.00165756j -0.00842925-0.0654814j 0.00890946-0.0101217j 0.0174831+0.00810565j -0.00997279+0.000878061j 0.0441185+0.0383372j 0.00164673-0.00664905j -0.0402968-0.0335727j 0.0210865+0.0369256j -0.0202405+0.0164325j 0.00465016+0.0332852j -0.0451171+0.0103519j 0.0353651-0.0591699j 0.043023-0.0286929j -0.0749878+6.49969e-05j -0.0123995+0.103187j -0.0106012-0.086782j 0.0766004-0.00077746j 0.023686+0.0847805j -0.0263574-0.000628798j -0.00889739+0.0554503j 0.0269899+0.0985107j 
0.00110149-0.0016951j 0.0127341-0.0125536j -0.0117528-0.0174951j -0.0156959-0.0181924j 0.003653-0.00873536j -0.000130207+0.0113688j 0.00751235+0.00635596j 0.0074118+0.00354009j 0.00677911-0.00473371j 0.00815691-0.0131477j 0.0187521+0.0179868j 0.00155384-0.00262142j 0.00725882+0.00656112j -0.0100762-0.0125649j 0.00623485-0.0424917j 0.0113111+0.0169145j -0.00718094-0.00387779j -0.0147045+0.0232046j 0.00547151+0.0270876j -0.00551497+0.0281168j -0.0084462+0.0207177j -0.00502967-0.0433218j 0.0167111-0.0569887j -0.00580066-0.00058425j -0.0158303-0.0334274j 0.0263573-0.0142719j -0.000384577+0.0367361j 0.0138948-0.00630954j -0.00166882-0.000273542j -0.0138523+0.0192256j -0.00219595-0.0126076j -0.0268748+0.0126609j 0.00425638-0.00205108j 0.0194419+0.00706652j -0.0352449+0.0133917j 0.0172645-0.00265373j 0.0392739-0.0173858j -0.0563367-0.00884783j -0.0884235+0.0249547j -0.0178111+0.00565016j 0.0169922+0.00381581j 0.0588798-0.0394333j 0.0451761+0.00351392j 0.0349215-0.0144439j -0.0381638-0.00322526j 0.0257742-0.0052729j -0.00779966+0.0010791j -0.0298384-0.0177506j 0.04371-0.0149084j 0.019302+0.00701133j 0.0292623+0.00206614j -0.0401162-0.0255511j 0.0548622-0.0113754j 0.0366181+0.00425003j -0.0780172-0.0482816j -0.00826782+0.0157253j 0.00713496-0.0278354j -0.00712283+0.00849423j 0.0206749+0.00560666j -0.00706936+0.0304786j 0.0247136+0.0517971j -0.153977+0.0321285j -0.0124928+0.0638452j -0.0363564-0.0807363j 0.09692+0.029138j -0.0590808+0.00694092j 0.0336361-0.0131651j 0.00174834-0.0192767j -0.0123244-0.0370755j 
0.000381337-0.00173998j 0.0108333-0.00134418j -0.00765449-0.00858822j -0.00827175-0.0113172j -0.00296575-0.00674558j -0.0126124+0.00215634j -0.00358138-0.010625j 0.00231955+0.00673589j 0.0150561-0.0141247j 0.00499386+0.00583077j 0.0137711+0.0157241j 0.0124834-0.010445j 0.0251277-0.0224205j 0.00182494-0.0330539j -0.0163473+0.00259711j 0.0210213-0.0171912j 0.0209927-0.015714j 0.0140249-0.0341283j -0.0148714+0.0167566j 0.00590371+0.00937532j -0.00234108+0.00930933j -0.00355097-0.0159271j -0.0204895-0.0131287j -0.0160119+0.00794954j -0.0114446-0.0172296j 0.00150217+0.00951097j 0.00815891+0.0177419j -0.0161622-0.0130118j 0.00584291+0.010934j 0.00275577+0.0164697j -0.00298009-0.0193344j 0.0126422+0.00174006j -7.7885e-05-0.00529753j -0.0032775+0.0130511j -0.0197954+0.000518208j -0.00838279-0.000730233j 0.0272847-0.0117833j -0.0231373-0.00782083j -0.0139258-0.00165706j -0.00166352-0.0219012j 0.0264246+0.020646j 0.0274627-0.002404j 0.0174003-0.00700348j -0.0039875-0.00479035j -0.00748119+0.00989114j 0.00398467-0.00328079j 0.000384248-0.00366843j -0.0217006+0.00914758j 0.0146138+0.00923354j 0.0247551+0.00237116j 0.0133336+0.0167734j -0.0254065-0.000353392j -0.00204846-0.0100944j 0.00529348+0.00459827j -0.0176107-0.0101416j 0.013805-0.00787144j 0.00263259-0.0151532j -0.0078716-0.00224916j 0.0262669+0.0127955j 0.00467937+0.0264187j -0.0152554+0.0349036j -0.077489+0.0437239j -0.00748698+0.0100302j -0.0310272-0.0280864j 0.0344172-0.00818405j -0.00295329-0.000818925j 0.00111216-0.0123851j 0.00744467-0.0201284j 0.00495101-0.0509613j 
