-0.00353645+0.00996267j -0.00852959-0.00222762j -0.00931588+0.00131014j -0.000169746+0.00926588j -0.00698711+0.00309356j -0.0046523-0.00590277j 0.00321693-0.00883263j 0.00986224-0.00131862j 0.000575459-0.0059765j -0.00191197-5.99142e-05j 1.83842e-05-0.00369979j -0.00494921+0.00607049j 0.00868856+0.00626967j -0.00378627+0.00354496j 0.00336026-0.00315892j 0.00204516-0.00126302j 0.000350954-0.00502556j -0.00329599-0.00384377j -0.00197791+0.00132235j -0.00215818+0.00307529j 0.0069504-0.000474801j 0.0011245+0.0060611j -0.00494783+0.00127247j 0.00247695+0.00162239j 0.00018917+0.00109807j -0.00159277+0.00181145j 0.00349848+0.00121639j 0.00515264-0.000359712j -0.00265529-0.00192538j -0.000275838-0.00265645j 0.000571978+0.000130256j -0.0077167-0.00289638j 0.00449448-0.00121299j 0.00458973+0.00138373j -0.000915493+0.000450466j 0.00170008+0.00208724j 0.00117318+0.00560624j -0.00488933+0.00955852j -0.00314991+0.00691494j 0.000938604-0.00261415j -7.5433e-05+0.00472951j -0.00143018+0.00507228j 0.00109622-0.00609341j 0.00263897+0.00127381j -0.00213374+0.0072844j 0.00529901-0.00223154j -0.00391681+0.000118379j -0.00124388+0.00471389j 0.00640315+0.00318415j 0.00255039-0.00320537j -0.00148035+0.00184396j 0.00395321+0.0023604j 0.00510671-0.000664749j -0.00651268-0.00190567j -0.00580309+0.00102579j -0.0106328-0.0085632j -0.00177874-0.00181478j 0.005323+0.0125923j -0.000845288-0.000742228j 0.00519732-0.00368415j -0.000198609-0.00887662j -0.00141758-0.00570669j -0.00519937-0.014326j -0.0028629+0.00286197j 0.00455515-0.00185189j -0.002847+0.00272906j -0.0263817+0.00495518j 0.0274704-0.0074928j -0.0187237-0.00481359j -7.01124e-05-0.00715398j 0.0074383+0.00343784j -0.0301793+0.00351575j -0.00555188+0.0111852j -0.00644286-0.0160855j 0.0172759+5.31482e-05j 0.0369257+0.0214873j 0.0262135-0.0337091j 
-0.000396901+0.00210028j 0.00182471-0.00386185j 8.102e-06+0.00247356j -0.00330091+0.00212665j 0.00182087+0.00512433j 0.00246225-0.00619291j 0.000550578+0.00019635j 0.00103161-0.000533167j -0.00418155-0.00742673j -0.0001394+0.00613436j 0.00143565+0.00914867j 0.0021502+0.0134672j 0.00416605+0.0006041j -0.000347102-0.0054117j -4.36291e-05+0.000284133j 0.00473959+0.0110538j -0.00443865-0.0191689j -0.00201384-0.00116424j -0.00121425+0.00132484j -0.00623299-0.0191731j -0.000681761-0.00756608j 0.00172623-0.0134272j -0.00710472-0.0191438j -0.0159338-0.0210643j -0.00266172-0.0102868j 0.00328785+0.00971613j -0.0105987-0.00542312j -0.0109004+0.00788805j -0.00148917+0.00436471j -0.00136691-0.022825j 0.00578316-0.00958182j 3.80676e-05-0.00873803j -0.00280862+0.00752243j 0.0057405+0.00458735j 0.000638372+0.00911623j -0.00493279-0.00630978j 0.00234338-0.026523j 0.000540499+0.00790628j 0.00117263+0.00156873j -0.00112166+0.0346274j 0.00773566+0.000865722j -0.00859454+0.00715477j -0.0029846-0.0154599j -0.00365329+0.0298327j -0.00314856-0.00158211j -0.00626174+0.0074054j -0.0123194+0.00569633j -0.00440752-0.000761078j 0.00954875-0.00829925j -0.00222356+0.000790213j -0.0109542+0.00180993j 0.00100664+0.0133584j 0.011191-0.0186187j -0.010667+0.00495221j -0.000276358+0.00125626j 0.00475709-0.00545762j 0.000644643-0.00526902j 0.00322128-0.00394724j -0.0057274+0.0122127j 0.00425634+0.00569485j -0.00561297-0.00903988j -0.0067754-0.00297422j 0.00640657+0.0037731j 0.00513491-0.00107193j -0.00430556+0.00779896j -0.000920753+0.00340807j 0.00252679-0.00182019j -0.00591647+0.00564734j 0.003407-0.00294718j 0.000916656-0.00557964j 0.000872365+0.00561165j 0.00267099-3.91152e-05j -0.003187-0.00178796j -0.00154463+0.00205319j 0.00298731-0.0010233j -0.000908657-0.002544j 0.00151868+0.00110111j 
-0.000686209+0.006584j 0.00198531+0.000682327j -0.00167638-0.00322036j -0.00268909+0.0012116j -0.00208619-0.00565589j -0.00475926-0.00630243j 0.000620764+3.34842e-05j -0.0010432-0.000184229j 0.00445091-0.00185297j 0.00119891-0.00710058j -0.00111501-0.00354442j 0.00159296-0.00513048j -1.35987e-05-0.00776836j 0.00644361+0.00360861j 0.00266279+0.00543679j 0.0021373+0.00508432j -0.00555157+0.00671216j -0.00545179+0.00105827j -0.000443559-0.0140686j -0.0011946-0.00263917j 0.000463181+0.00366745j 0.00592078-0.0138551j 0.00434089+0.00289941j -0.000447026-0.00212777j 0.0115096+0.0147254j 0.000214868-0.0116023j 0.00133346-0.00104121j 0.00140976+0.00912814j 0.000407617-0.000590011j -0.00457815-0.0104941j -0.000152151-0.00103364j 0.00381939-0.00980258j -0.00832603+0.0152322j -0.00206266+0.0122341j 0.00223499+0.00829063j 0.0108743-0.0177908j 0.0080057+0.000103257j -0.000429408-0.00674108j -0.00223254+0.00957075j 0.0029253+0.0121781j 4.41504e-05+0.0204939j 0.0129041-0.00772834j 0.0118701-0.00942046j -0.00953163+0.0103053j 0.00685056+0.00091203j 0.00407651-0.0189387j 0.00800846+0.0199155j -0.0151944+0.00674017j -0.00143081-0.0110346j 0.0120179+0.00886317j 0.0134904-0.0158046j 0.00363475+0.000940638j -0.0125868+0.00952554j 0.0106714+0.00621131j 0.00423546+0.0258664j -0.0173036+0.0116972j 0.0042775-0.0071072j -0.00184022+0.00123424j 0.00552124+0.00224098j 0.00131943-0.00469965j 0.00752129-0.00809524j -0.00346246-0.00717151j 0.00393826-0.0127135j -0.00311792-0.00343221j 0.0088353-0.0130973j 0.00516816-0.00247171j -0.00487693-0.00593105j -0.00384841-0.00817346j 0.00400819-0.00435765j -0.00274887-0.00158853j 0.00292127+0.00117397j -0.000238557-0.00654597j 0.000581105+0.0012343j -0.00112094+0.00126072j -0.00172135+0.00197061j 0.000683753-0.00492151j 0.00019727-0.00109206j 
-0.00184832+0.00306302j -0.00108857-0.00276803j 0.000848215-0.000660987j -0.00230489+0.00538304j 0.00135445+0.00767642j 0.00483108+0.0024667j -0.000775357-0.00824893j -0.00033198-0.00444628j -0.00560237-0.0143828j -0.00182161+0.0104893j 0.00276212+0.0146376j -0.00319535-0.0069226j 0.00769214-0.00081909j -0.00273555+0.00563429j 0.00318863+0.020299j -0.00799038-0.00128955j 0.00288439-0.00345014j 0.00610441+0.00297882j -0.00757475-0.0201689j 0.00723707+0.00668601j 0.000294618+0.01262j 0.00143706+0.00241167j 0.00459026+0.0133344j 0.00477939+0.0102942j 0.00348806+0.0175452j -0.00352764-0.0171543j -0.00433032+0.00112055j 0.0059959+0.00378538j 0.00530341+0.00365753j 0.00665131-0.00197582j -0.00078519-0.00817188j 0.00571621-0.00208721j 0.00114084+0.00726268j -0.00297121+0.0222962j 0.00157749-0.00671723j -0.00921331+0.0104651j -0.00545913+0.0120843j -0.000272468+0.00249356j 0.0115905+0.0220722j 0.00610631-0.0247197j -8.30978e-05+0.00840799j -0.00542788-0.0230345j -0.00878007-0.000886754j 0.0139007-0.00756741j -0.00129058-0.00345601j -0.00131043+0.00974074j 0.00789743+0.0015742j -0.00679222-0.00626362j 0.00404156-0.0124207j -0.0099229+0.0113142j -0.00311861+0.00777962j 0.00831004-0.00867891j 0.00491302-0.0149275j -0.00661365+0.00486555j -0.000786864+0.0164346j 0.00332982-0.0112178j -0.0146306+0.0100405j -0.0113315+0.00733102j -0.00840764-0.00633151j -0.00259075+0.00400155j -0.00254679-0.00269499j 0.00551004-0.00930066j -0.0015954+0.00305203j -0.00130612+0.00145025j -0.00148912+0.0108722j 0.0035673+0.00301637j -0.00316039+0.00100612j -0.00911441+0.0112989j 0.00492461-0.00613829j 0.00378037-0.00797259j -0.000683518+0.00838038j 0.000561102+0.000811038j -0.0013255+0.00260556j -0.00187276-0.00644729j 0.00205905-0.000395949j -0.00131139-0.00245824j 0.00136744+0.00296825j 
-0.00061409+0.0016932j 0.00134939+0.00382977j -0.000792043-0.00373855j 0.00148797+0.00316044j -0.000777674-0.0057856j 0.00235181+0.00344485j -0.00146277-0.00125071j -0.00298854-0.00655432j 0.00428704-0.000271477j 0.000633567+0.00231769j -0.00132734-0.000773513j 0.0015139-0.00717143j 0.00311786+0.00307232j -0.0042649-0.0197695j -0.00140538-0.00303752j -0.00611942-0.0102187j -0.00420829-0.0183339j 0.000594654+0.00763385j -0.000875322-0.00516475j -0.00273274+0.00357584j -0.0050318-0.00730838j -0.000507617+0.00506048j 0.000567058-0.0191303j -0.000526504-0.0163082j -0.00478055-0.0126099j -0.00523421+0.00876657j -0.00423601-0.0102263j 0.00264795-0.0056208j -0.00782011-0.00860632j -0.00764972-0.0134944j 0.00118892-0.00865681j -0.00188286+0.00464361j -0.00360714-0.0019316j -0.00645555-0.0197294j 0.00487019-0.00251288j 0.014463+0.0177546j -0.00741307-0.0116581j -0.00918654+0.0142331j 0.0121983-0.0143264j -0.00240164-0.000292675j -0.00809712-0.00517592j -0.00713495+0.00170729j 0.00670282-0.00831296j 0.00935823+0.00671035j 0.00160155+0.00470551j -0.010729+0.00173588j -0.00187467-0.00638548j -0.0150064-0.00274806j 0.000764151+0.00295937j 0.0154627-0.00089185j 0.00161441+0.0103955j 0.0106071-0.0203994j 0.0013378+0.0056612j 0.0129185+0.000964713j 0.0213012+0.0061709j -0.0109032-0.0113472j 0.0137906+0.00931248j -0.000141983-0.000798498j -0.00568427-0.00738625j -0.000741362+0.0113625j 0.00205633-0.0104542j 0.00694903-0.00301895j -0.00512779-0.000527829j -0.00640303+0.00294962j -0.00117733-0.00205795j 0.0050811+0.0078799j 0.000268504-0.00552968j -0.00317838-0.000552452j 0.00404934-0.00017475j -0.00148525+0.00724796j -0.0021044+0.00091391j 0.000380739+0.00163413j 0.00175925-0.000134318j -0.0010317-0.00141735j -0.00239016+0.00201494j 0.00141251-0.0017686j 0.000817593+0.000933739j 
-0.00406696+0.0010296j 0.000425758+0.000768336j -0.00110908+0.00156199j -0.0018448-0.00587891j 0.000538519+0.0112537j 0.00220872-0.00355089j -0.00173836+0.000633721j -0.000741535-0.00904755j 0.0022021-0.00862408j -0.00161168+0.000212178j 0.00232623+0.00775099j 0.0054158-0.000523244j 0.000415326+0.00067568j -0.00111673-0.000624023j -0.00581183+0.00139204j -0.00516234+0.00420034j -0.00212627-0.00349229j -0.00026138+0.00137002j -0.00623559-0.00997467j -0.00503246-0.00730745j -0.000621617-0.00439187j 0.00434941-0.00415467j -0.000337477+0.00613407j -0.00375489-0.00446875j 0.00715055-0.00118121j 0.00128464-0.00056987j -0.0055525+0.00327963j -0.000540626-0.00499372j 0.00034532-0.000409059j 0.00140931-0.00367426j -0.00130523-0.000539823j -0.00102345+0.00318773j 0.00253665-0.00129957j -0.0106818-0.00349683j 0.00797964+0.00677339j -0.00900869+0.0025656j 0.000254472+0.00031361j 0.00181561+0.0100114j 0.00561236-0.0105429j -0.00152296+0.000694329j -0.00342046-0.00414282j 0.0067555-5.96621e-05j 0.00350625-0.00162216j -0.000407178-0.0316199j 0.00321789+0.00914082j 0.0098598+0.00323409j -0.00324296-0.0281626j -0.0081714+0.0153637j 0.00168596+0.0128227j 0.00730339-0.0150182j 0.0176687-0.00023573j 0.00391285-0.00440956j -0.00880068+0.0143321j -0.00488854+0.00480252j -0.00368259-0.0350457j -0.00247281+0.0105669j -0.00678715+0.00146322j -0.00611946+0.0149121j -0.00650393+0.022952j 0.005584+0.0101592j -0.00886897+0.0174057j 0.00867767+0.00164513j 0.00212361-0.0204985j -0.000784258+0.00156395j -0.000495561+0.0118068j 0.00139095+0.0036868j 0.0049718-0.00310273j 0.00340628-0.00636215j 0.00134725+0.00602546j 0.00123701+0.00293639j -0.000199909+0.00532951j 0.00366191+0.0019061j 0.000767963-0.00846866j 0.000264931+0.00100402j 0.00238391+0.000374059j 0.00281028-0.00206358j -0.00194247+0.00276557j 
-0.0037944+0.00175698j 0.00275314+0.00420716j -0.000445011-0.0028358j 0.00300631-0.00246372j 0.00228972+0.00553812j 0.00118223-0.0048901j -0.00414384-0.00544444j -0.00473734-0.000191345j 0.00673113+0.00101122j -0.000756115-0.00151199j 0.00161614+0.00202197j 0.00169332+0.00454203j -0.00320078+0.00075035j 0.000387502+0.00470323j -0.00565892-0.00233123j -0.000652091+0.00433573j 0.00504584+0.010915j 0.00143269+0.00704791j 0.00402962-0.00339245j -0.00530306-0.011272j -0.000956503+0.000366948j 0.00571058-1.66004e-05j 0.00288435+0.0159305j 0.00626374+0.00472058j -0.00190222-0.00321715j 0.000704205+0.00523306j -0.0056517-0.00927815j 0.00177969-0.00352543j -0.0066772+0.00646428j 0.00114609+0.00821593j -0.00343082-0.00616508j 0.00512913+0.00019172j -0.00385347-0.00275241j -0.00980485+0.00247192j 0.00540625+0.00381761j -0.00674522-0.0147198j 0.00221686-0.00869185j -0.00698389-0.0130362j 0.00075678+0.0138642j -0.00597923-0.00038178j -0.0135695-0.0105146j 0.0023171-0.0039487j 0.00497016+8.87305e-05j 0.0125866+0.0247882j -0.00993938-0.0133575j 0.00362424-0.0177895j 0.00806003+0.00378766j 0.00508438-0.00936455j 0.00314181+0.00485343j 0.00360279+0.000337228j 0.00160627+0.000204587j 0.0015067+0.0060374j 0.00424383+0.0166798j -0.00920155-0.00181577j 0.00109075+0.0136116j 0.00161504+0.000401886j 0.00667657-0.00938993j 0.00572423+0.00333646j -0.000695934-0.0100713j 0.00172078+0.00683459j -0.00178836-0.0201886j 0.00894803+0.00213863j -0.0127471-0.0167109j -0.0024503+0.00458614j 0.00454717+0.00405042j -0.00309905+0.0140507j 0.00391767-0.00369672j -0.00276636+0.00618726j 0.00111673+0.00067621j -0.00452312+0.0119939j -0.00311534+0.00356984j -0.000397636+0.00785734j 0.00262891-0.0150572j 0.000652735+0.00249989j -0.00285878+0.00383165j 0.00300815-0.00288081j 0.000417224+0.00198j 
-0.00325806+0.00196695j 0.000148455+0.00289843j 0.00110545+0.00277714j 0.00239516+0.00641994j -0.00255459-0.00319719j -0.00110952+0.00678271j 0.00174699+0.00292907j 0.00317246+0.0109523j -0.00401286+0.0060741j 0.00387102+0.00445404j 0.00191278+0.00560863j 0.0030579+0.00668265j -0.00289672+0.0105578j -0.00271896-0.00479757j -0.00539234+0.000703119j 0.00294595+0.0141112j -0.00229544-0.00108823j -0.000431346-0.00749278j 0.00132655+0.00472847j -0.00800623-0.0029371j 0.000948382+0.00441626j -0.00389315+0.0023918j -0.000857546-0.00158493j -0.00313579+0.00115463j 0.00803077-0.0143772j -0.00317031+0.0133313j -0.00222448+0.0146602j -0.00716232-0.00445361j 0.00493469-0.00739499j -0.00473552-0.0085563j -0.00506858-0.000871202j 0.0029303+0.0170033j 0.011014-0.00369753j -0.00495888+0.0161938j 0.00181992-0.0156421j 0.00523392+0.0207556j -0.00958471+0.00467187j -0.00039631-0.00971919j 0.013063-0.00459391j -0.00561638+0.00576189j -0.00185141-0.00697573j 0.00900031+0.000513201j 0.00718351-0.0067884j 0.00174181+0.00705774j 0.00895784+0.00509849j 0.0044517+0.00277618j 0.0122144+0.00826611j -0.00986559-0.0139288j 4.01333e-05-0.00473447j -0.00881374-0.0138796j 0.013669-0.00574924j 0.00882799-0.00838844j -0.0163721+0.0132149j 0.0112084+0.0150518j -0.0176969+0.025937j -0.00946331-0.0128678j -0.0116652+0.00986268j -0.00222928-0.0063209j 0.00628061+0.00938769j 0.000680457+0.000872944j 0.00287527-0.00401872j -0.00083317+0.00038516j -0.0144286+0.00249324j 0.00596645-0.00905862j 0.00400301+0.00341776j -0.00235127-0.00371712j -0.00270743-0.010374j -0.00129019-0.00562969j -0.0110936+0.00240157j -0.00573638+0.000829179j 0.00175439-0.000728738j -0.00500827+0.00271206j -0.00240606+0.00128998j -0.00225783-0.00171754j -0.00509013+0.0035806j 0.000804118-0.000614317j 0.00076539+0.00250884j 
0.00124077-0.00345555j -0.00291727-0.00465621j -4.59275e-06+0.00401167j -0.000528944-0.00701896j 0.000923535+0.00782802j 0.00369916+0.00212607j -0.000160276+0.00773714j -0.000816147-0.00618728j -0.00450577-0.00371516j -0.00288655+0.000698033j 0.00234107+0.00106845j 0.00125263+0.000584088j 0.000477282+0.000882239j -0.00274067+0.0020605j -0.000909451-0.00951861j -0.000248005-0.00724573j -0.00481379-0.0117268j 0.00368982-0.00565015j -0.00201026+0.00462783j -0.00891752-0.00893977j -0.00049717-0.00748021j -0.0029382+0.00459556j -0.00781926-0.00236193j -0.00466742-0.00477329j 0.00425296-0.0209753j -0.00111374+0.0082355j 0.00410622+0.00940522j -0.00121977-0.0017993j 0.00295751-0.00905744j 0.00656888-0.00136506j 0.00291829+0.00827431j -0.00456274+0.00969157j 0.00618891-0.011439j 0.000126201+0.0147558j 0.00135091-0.0013485j -0.00269239-0.0083851j 0.00594617-0.000174009j -0.00417278+0.00705826j 0.0170998-0.00763243j 0.00529721-0.00324267j 0.00265456-0.0118629j 0.00795079-0.019908j 0.00673606-0.0208389j 0.0157014+0.0227089j 0.00313372-0.0253946j 0.00954407+0.0015915j 0.0134183+0.00534033j -0.0127035+0.0231217j -0.010259+0.00227453j 0.00151903+0.0153629j 0.0175681-0.0092085j 0.00610902-0.00499694j -0.00593936-0.000742315j 0.0124522-0.0148319j 0.00451305+0.00316043j -0.000895008+0.0105826j -0.0112756-0.0088209j -0.00207813+0.00844284j 0.00649473-0.00519402j 0.00176778-0.00839279j 0.00247653-0.00865165j -0.00542135-0.00693434j -0.0029138-0.00928823j -0.00908601-0.00347629j -0.000176873+0.00381564j -0.00330224-0.00109365j -0.00965646-0.00143535j -0.000973627+0.00408358j -0.000995765-0.00336785j 0.00513759-0.00425157j 0.000636927+0.00242103j -0.000866912+0.000428985j 0.00181613-0.00565155j 0.00321997+0.00196397j 0.00402443-0.00306789j -0.000107458+0.00419551j -0.000496679-0.00166254j 
0.00339279-0.00732152j -0.0014946-0.00631451j -0.00207984-0.00447046j 0.00193597-0.00695991j 0.00139383+0.00138935j 0.0020253+0.00259367j 0.000695216+0.00121629j 0.00019559+0.000288607j -0.0033894-0.00589766j 0.00370362+0.011086j 0.00274049-0.0104989j -0.000513149+0.00666473j -0.00219893-0.00863969j -0.00230852+0.00700735j 0.00542633+0.0043727j -0.00391026-0.0108906j 0.00260886+0.00490204j -0.00155405+0.00494954j -0.00222693-0.00642704j 0.00364943+0.0091894j 0.00280337-0.0078762j -0.00201802+0.00457665j -0.00707959-0.0166751j 0.00641814+0.000846863j -0.00148133+0.0181331j -0.00114979-0.0113038j 0.00312413-0.017162j -0.000416325-0.00157387j 0.00179154-0.00987606j 0.00325103+0.00751824j -0.00171104-0.0183659j -0.00692718-0.0126937j 0.00998306+0.00540556j -0.00565531-0.00640126j -0.00439819+0.00185893j -0.00344808-0.00186908j -0.00564258+0.00434441j -0.00379357+0.00126081j 0.0137086+0.0229197j 0.00379366+0.00521638j 0.00630912-0.00708993j 0.0171346+0.0151754j 0.00551529-0.00286218j 0.00850872+0.00835026j 0.00484364+0.00177455j 0.0104289+0.00171399j 0.0123346-0.00432549j -0.010518-0.0174058j -0.0129347-0.0101098j -0.00134905-0.00871926j 0.0139775+0.0339282j 0.00638978+0.00509865j -0.0134248-0.0142186j -0.00138579+0.00476955j 0.00296294+0.00591091j -0.00152424-0.00953801j -0.0048895-0.0204654j -0.00847855-0.0129514j -0.00722633-0.00136634j -0.00297529+0.00632629j -0.00488257+0.00236846j 0.0045266-0.00862684j 0.00712984-0.00510382j 0.00123192-0.00334852j -0.00167824+0.00304991j -0.0024193-0.00201776j 0.00510623-0.015285j 0.000349774-0.00523074j 0.00567777-0.00424267j 0.00440008+0.00699212j -0.00346762-0.00688874j 0.00117002+0.00131848j -8.13073e-05-0.00252151j 0.00153991+0.00786531j -0.000336677-0.00105478j -0.0022627+0.00584852j -0.00129126-0.00387844j 
7.10931e-07+0.00259065j -0.000418406-0.00408116j 0.00471183+0.00743059j -0.00146573+0.000167088j -0.0033455+0.00452621j 0.00240749+0.00871508j 0.00301804+0.00642294j 0.00193721+0.0056813j -0.00877087-0.0241417j -0.0055143-0.0165253j -0.00512121+0.00774709j 0.00637648-0.000109513j -0.00454309-0.00550197j -0.00209864+0.00833572j 0.00706946-0.00474945j -0.00980873+0.00764996j 0.00370428+0.00576705j 0.00153348-0.0109668j 0.00128256-0.000568457j -0.0116293+0.0183058j 0.00410733-0.00312009j -0.00131614+0.00437299j -0.00126724-0.00208338j 0.0095953+0.019977j -0.0044723-0.00563345j -0.00412058-0.0119915j 0.0038162-0.0106657j 0.00226105-0.00353111j 0.0138143-0.00704887j -0.0051047+0.00174023j 0.00897602-0.00319114j 0.0133804+0.00462547j -0.00913632+0.010541j 0.00726501-0.0130793j 0.00814392+0.00210463j 0.00160464+0.00163496j 0.00953917-0.00217995j 0.000838939-0.000430039j 0.0021422+0.000812464j 0.00474373-0.00665636j -0.0030964-0.00926524j -0.00182963-0.000731725j -0.000203297+0.0200347j 0.00956993+0.000373366j 0.0144494-0.0123408j 0.00570444-0.00443718j -0.0105264+0.0039125j 0.00133413+0.000691355j -0.00418186+0.00566015j 0.0219161-0.00794242j -0.00189575+0.00871694j 0.00372326+0.00278049j 0.00239393-0.0063588j 0.00873553-0.00350278j -0.00675084+0.0133576j -0.0028306-0.00529663j 0.00587576+0.0105058j 0.00548102+0.00357154j 0.00177859-0.00102712j 0.00511344+8.83307e-05j 0.00424357-0.00892986j -0.00472605+0.000202305j 0.00286041-0.0087443j 0.0062439-0.0096855j -0.00305696+0.00777425j -0.00434578+0.0049106j 4.62553e-05+0.00963404j 0.000920608-0.00320492j 0.000576133+0.00951901j 0.00035201-0.00432688j 0.00334622-0.00267894j 0.000980023+0.0045226j -0.00173557+0.00240215j -5.19025e-05-0.00205275j 0.00184353-0.00411811j 0.000737938+0.000163957j 0.00131021-0.000353401j 
0.000405505-0.00170602j 0.000226096+0.00370289j 0.00183332+0.000362442j 0.000197597+0.00153303j 0.000601527-0.00689239j -0.000928088+0.00377058j -0.00192002-0.00165929j 0.000827004+0.00984338j -0.00122986-0.0046762j -0.003207-0.0082367j -0.00303378-0.0104141j 0.00214556+0.00580568j -0.00384476-0.0054452j -0.00417717-0.00794504j 0.00102515-0.00326861j 0.000923021+8.08561e-05j -0.000953291+0.0113036j -0.00570429+0.00825181j 0.00181613-0.00138832j -0.00314699+0.023927j 0.00540213-0.0156033j 0.00039454+0.00724672j 0.00081913-0.015734j 0.0023425-0.0107023j -0.0074195-0.00129519j 0.00723658-0.0193613j -0.00882728-0.0187258j -0.000818173-0.0106126j 0.00331519-0.030321j 0.00283886-0.00255324j 0.0118272-0.00101882j 0.00630207-0.00479978j 0.000524831+0.00431304j 0.0131568-0.00601002j 0.00109719+0.00393414j -0.0114705+0.0159625j 0.00419675-0.00262562j -0.00338473+0.00691255j -0.0020545-0.0107762j -0.0112195+0.0109169j -0.0078983+0.00467248j -0.00287765-0.0153031j 0.00423058-0.00723988j -0.00675576-0.00938534j 0.000433215-0.000186455j 0.00597598-0.00355014j 0.0260568-0.0255052j -0.00317988+0.00400825j -0.0016405+0.00914472j -0.0156166-0.0103345j 0.00233202-0.022722j -5.57023e-05-0.000556402j 0.0053572-0.00206007j -0.00825399-0.00932316j -0.00507828+0.00725808j -0.00276691+0.00964865j -0.0134881+0.0017654j 0.00147632-0.000989925j 0.00128082-0.00348579j -0.00944725-0.000183437j -0.00448203+0.0057457j 0.0137513+0.00236492j -0.0105408+0.0080259j -0.00141776+0.00137979j 0.000850371+0.00224838j 0.00261883+0.00531155j -0.000947924+0.00162502j 0.00169875+0.00217998j 0.00218666-0.000844229j 0.000433709-0.00171057j -0.00213492+0.00471875j -0.000750007-0.00169641j 0.00235001+0.00311519j -0.00287197-0.00220785j -0.00256644-0.00282001j 0.000624068-0.000256536j 0.000191681+0.000637104j 
-0.00267429+0.000897307j 0.000131173+0.00277274j 7.67658e-05-0.00150168j 0.000322045+0.00479494j 0.00110198-0.00374443j 0.00071985+0.00391313j -0.00314523-0.00295679j 0.000532216+0.0121431j -0.0010973+0.00531542j 0.000769892-4.2372e-05j 0.00041913+0.0033016j -0.00229786+0.00239013j -0.00174389-0.00192359j 0.00013961-0.00130694j -0.000235172+0.00914905j -8.5878e-06+0.00100963j -0.00193383+0.00464359j 0.00501779+0.0100345j 0.00522996-0.00560827j 0.00370523+0.00900075j -0.000302225+0.0140777j -0.00259745-0.00673869j 0.00787467-0.00382033j 0.00024792+0.0029083j 0.00474653+0.00215155j -0.00276411+0.0104609j -0.00730692-0.00469394j -0.00488076-0.000598038j 0.00846673-0.00106502j 0.00225409+0.0171503j -0.0112886-0.0128772j 0.00888182+0.0126883j 0.00474092+0.00987404j 0.00545587+0.0131776j 0.00247492-0.0166974j -0.00222653-0.0187523j -0.000855105-0.00166006j 0.00139638+0.00228975j -0.00646382+0.00180004j 0.00910947-0.00358159j 0.00639717+0.0170993j 0.00746078+0.000653396j -0.00354037-0.0298158j -0.00028442-0.0138383j 0.00290382-0.0161317j -0.00541734-0.00858466j -0.0187074+0.00132654j 0.00817186+0.0119634j 0.00492784-0.000406104j 0.00421976-0.0303753j -0.00284966+0.00213925j 0.00491849-0.00725108j 0.00632444-0.00281111j 0.00817063-0.0228104j 0.00715211-0.0128134j -0.00150736+0.0191128j 0.00616855-0.00343964j 0.0110399+6.54517e-05j -0.00206325+0.00073783j 0.00153491+0.00613631j -0.0121424+0.00638335j -0.00131573-0.00639528j -0.00825596+0.00479119j 0.00149326+0.00108325j -0.000659174+0.00143921j -0.00809721+0.00331404j 0.00268137-0.00516131j -0.00536842+0.00403754j -0.00318082-0.00584994j -0.00442209-0.00247556j -0.00312901+0.0038056j -0.000351053-0.00110772j 0.000973016+0.00088008j -0.00396355-0.00167469j -0.00402554+0.000578925j -0.000782612-0.00121817j 0.000318297+0.00355271j 
