0.0120523+0.00310116j -0.0307754-0.0720559j 0.0314911-0.0709397j 0.0258466+0.0413046j -0.0467829+0.051301j 0.00274246+0.05499j -0.022211+0.0556681j 0.0471298-0.0178461j -0.0257137-0.0103956j 0.0353707-0.0042327j -0.0346711+0.00138076j 0.0782665-0.0393961j 0.0707216-0.0212543j 0.0165248-0.00900661j -0.0193811+0.0136346j -0.00246158-0.000268049j -0.00477584-0.000667033j -0.0405989+0.0194472j 0.058894-0.0435412j 0.0334025-0.0165265j -0.0241726+0.0116661j 0.0226306-0.0150078j -0.0168841-0.000921039j -0.0567153+0.0280935j 0.0184283-0.00625683j 0.0440798-0.0242839j 0.00554519-0.00322487j -0.0375208+0.0137605j 0.0244543-0.00928434j -0.0228097+0.00197259j -0.0230729-0.010221j -0.0349674+0.0307472j -0.0156846-0.00745625j 0.0384-0.0307649j -0.00426916+0.0389778j 0.00623256-0.0227839j -0.0041781+0.0175261j 0.0231762-0.0484557j -0.0266653-0.0439543j 0.0813395-0.12146j -0.0920512+0.0101199j 0.0261004-0.0203688j 0.0863975+0.0217549j -0.0794041+0.146696j -0.12097+0.106084j -0.112275-0.00514623j -0.112296+0.0625117j 0.041139+0.054838j 0.0244831-0.185352j 0.160534-0.168089j 0.164731-0.0523485j 0.00178926-0.0213915j 0.0685681-0.00340756j 0.0832982-0.0820121j -0.0950573+0.0018305j -0.0192535+0.0922554j 0.0383016-0.0252935j -0.0350217+0.0443685j 0.0155194-0.0129085j -0.0205623-0.0231403j 0.0822617-0.0627489j 0.0263137-0.0430878j 0.00563227+0.0210703j 0.00288802+0.0402036j 0.0573507-0.0318843j 0.0148152+0.00255001j -0.00952238+0.0202515j -0.00434787+0.0383678j -0.00744708+0.0182085j 0.0311956-0.0149549j -0.0248866+0.0103963j 0.0353997-0.0150304j -0.00167131-0.0185396j -0.017075-0.00236984j -0.00976861-0.00272634j 0.0063949-0.0206361j 0.0514727-0.0441294j -0.0180285+0.00633976j -0.0135961-0.00257625j -0.00514607+0.0155461j 0.00551313-0.00102593j 0.0236108-0.012127j -0.00863448-0.0103664j 0.00830306+0.00537046j 0.00554042-0.0126155j -0.00782436+0.019598j -0.0377027+0.0240847j -0.0212406+0.0318472j 0.00340758-0.00216174j -0.0202308+0.0130182j 0.00886122-0.0283335j 0.0346944-0.0250336j 0.0214694-0.0426977j 0.0178028+0.000996432j -0.0753372+0.143196j -0.104317-0.0205438j 0.0825186-0.12491j -0.0670046+0.0222844j 
-0.00350911-0.0296356j -0.0132851+0.0145869j 0.048307+0.0279216j 0.0158806+0.0514839j 0.0116181+0.0155045j 0.00797824+0.03013j 0.00447715-0.131457j 0.00809983+0.0469836j 0.0289996-0.00172369j -0.0329366+0.0165754j -0.0317948+0.0077348j 0.0756731-0.0135762j 0.0361395-0.0146868j -0.0787882-0.103734j -0.00884319+0.0971272j 0.0223817-0.0426235j 0.0577587-0.173351j -0.0864933-0.0135907j 0.0455871+0.0316677j 0.097804-0.0507896j -0.0921379+0.00438848j -0.0960219-0.0883107j 0.201118+0.0234181j 0.0522893-0.0163814j -0.0501766+0.132064j 0.0014636-0.0116498j -0.0422576+0.126936j 0.0459963-0.154228j -0.0686838-0.0307504j -0.0686173+0.0109927j 0.0470348+0.0908392j 0.0501158+0.0779382j -0.173864+0.0427272j 0.0963637+0.0108958j -0.0392976-0.0955903j -0.0409759+0.0320844j -0.0127448+0.0150334j -0.0192415-0.0531812j 0.0702249-0.0576399j -0.122586-0.0099722j -0.00327177-0.0331019j 0.105255+0.041351j 0.0290983-0.0657141j 0.029611+0.012531j -0.0149928-0.034414j -0.0192065-0.00884773j 0.0231657+0.0198462j -0.0194389+0.0604702j -0.0044099+0.00618795j 0.00446512-0.0149658j 0.0181872+0.000644975j 0.0139218-0.0163072j 0.00348671+0.00966003j -0.0203574+0.00223168j -0.0140512-0.00330803j 0.00223889+0.0138354j -0.0168974-0.0241988j -0.0134491+0.0350696j 0.0404289+0.0090673j -5.74983e-05-0.0172141j 0.0163175-0.0115736j 0.00500388+0.00460987j -0.0159882+0.0118273j -0.00214218+0.0186827j -0.0269706+0.0104557j 0.00716597+0.00429744j 0.00480939-0.0310041j -0.0105026-0.0190174j -0.00490687+0.00644095j -0.00563163-0.00311199j 0.0132465-0.00140286j -0.0283334+0.0151627j -0.0195076-0.000291859j -0.0349398-0.0266006j -0.0055107+0.014829j -0.0142089+0.012581j -0.00105684-0.0115339j 0.00770768+8.02087e-05j -0.0210713-0.00169271j -0.00937756-0.000143365j 0.00852917-0.00184916j 0.0156254+0.0011868j 0.001428-0.00189862j 0.00202097-0.00551515j 0.0107817+0.0028749j 0.00585712+0.008854j 0.0130382-0.00169016j 0.00166938+0.0102577j -0.0060682-0.00854434j 0.00424627-0.0081179j -0.00803127-0.00925483j 0.00713156+0.0120915j 0.0138741-0.0151299j -0.0115104+0.00841329j 0.00842079-0.00580935j 0.00991378+0.00177484j -0.00393996-0.0123006j 0.00040013-0.00863851j 
-0.0102581+0.01577j 0.00574787-0.0157165j 0.0673603+0.107988j -0.0674204+0.0646138j -0.0417001-0.0886916j -0.121494+0.0294573j -0.12814-0.0448376j -0.0238417+0.0798404j 0.0407166-0.132949j 0.12701-0.0182794j -0.0566102+0.0245896j -0.259077+0.0240116j 0.0560193-0.0129265j -0.0381001-0.00656022j -0.023081+0.0054674j 0.0594036+0.0637352j 0.0694669-0.0340043j 0.0128757+0.094292j 0.118696+0.0224121j -0.0524989-0.052789j -0.0692992-0.00487446j -0.0896065-0.0495306j -0.0992818-0.0557947j -0.179396+0.0261611j -0.0532274-0.0427968j 0.0717011+0.0802124j -0.0163955-0.0732385j -0.0458742+0.0385828j -0.0714433+0.0500143j -0.0135748-0.00453844j 0.0981803-0.0435225j 0.0676433+0.0299327j -0.0548501-0.0236591j 0.181058+0.0336638j 0.0241934+0.0769676j -0.0820644-0.0561835j 0.060003+0.0917121j -0.132236+0.00321979j 0.0990087-0.0212321j -0.0963653+0.0540785j 0.0515101-0.0227519j 0.0944473+0.0659767j 0.0469885+0.00815388j -0.0390831-0.0633353j 0.0744847-0.0525798j -0.0344029-0.0369285j -0.0215714+0.0112502j -0.0101377+0.0530443j 0.0499037-0.0261552j 0.0263961-0.0185658j -0.0218957-0.0664j -0.0369868+0.0115269j -0.0370485-0.0283545j -0.0510493+0.0166105j -0.00805243+0.0446988j -0.0152848-0.019974j 0.0130664-0.0204226j -0.0434553-0.0148675j 0.0400277+0.0142769j -0.00569029+0.00933236j 0.00992629+0.0206689j 0.024417+0.00144482j -0.0314323+0.0321584j -0.00281518-0.00658959j 0.003773-0.0256502j 0.00600525+0.000998857j -0.00396618-0.00118466j -0.000194377-0.00756282j -0.00800003+0.0225217j 0.0235339-0.00405583j 0.0112534-0.00430033j -0.011721-0.0315802j 0.0046884+0.0156972j -0.0186939+0.0154743j 0.00229046-0.00883815j -0.0315079-0.0170228j 0.0320468-0.0210703j 0.0272807-0.00205358j 0.0164422+0.0148356j -0.0110282-0.0226329j -0.0149386+0.00893236j 0.00800517-0.0123267j 0.0283185+0.0141537j 0.00380336-0.0121191j -0.00782068-0.0173866j -0.00790503+0.00678166j 0.0146213-0.0109945j -0.00665014+0.00177335j -0.00414677-0.00899481j 0.000466569-0.00586328j -0.00095085-0.0115115j -0.00426323+0.0107321j 0.0125905-0.00718954j -0.012499-0.00305385j 0.00333528+0.00019484j -2.37724e-05-0.0136681j 0.0133044-0.00786605j 0.0117774+0.0177989j 
0.0278677+0.0702825j 0.0391089-0.00634798j -0.0528922-0.0401823j 0.0187865-0.00456317j 0.0598998-0.106666j -0.0842846-0.0114245j 0.0229579+0.206789j 0.172594-0.0166215j -0.0635411+0.0772602j 0.0386123-0.0588355j -0.0293183-0.0174391j -0.0610851+0.0410713j -0.0106744+0.0185945j 0.00806689+0.0252044j -0.041899+0.0174269j 0.0703536+0.0905437j 0.0361476-0.0718595j -0.0632569-0.00561728j -0.0458124+0.00631577j -0.0080245-0.0430931j -0.0628238+0.0339642j 0.00156811+0.0842529j 0.0282376+0.0206174j -0.0535768-0.0994274j -0.0174152-0.0214495j 0.00796492-0.0502783j -0.0972934-0.0240105j -0.0559385-0.0386374j 0.0298947+0.115739j -0.0212502-0.0111694j 0.00370807-0.0294013j 0.0494853+0.0125791j -0.0800497+0.0343688j -0.00510487+0.0470258j -0.0368078-0.0335903j -0.0617154-0.0142807j 0.106291-0.0222508j 0.0232312+0.0199599j 0.0503851+0.0106188j 0.0692268-0.0327802j 0.0146263-0.000335627j -0.0532455-0.0162678j 0.0165937-0.0146001j 0.00529921+0.00337051j 0.00168659+0.0058469j -0.0257447-0.0464023j -0.0533103-0.0326052j 0.0351388-0.144548j 0.0850422-0.0422319j -0.0324436-0.0014077j -0.0304133+0.0158501j -0.00309966+0.0164818j -0.00744061+0.0300741j 0.0266627-0.0199484j 0.0103956-0.00457959j -7.81049e-05+0.0130433j -0.00100056+0.00125513j 0.00203234+0.0199207j 0.0108408+0.0289373j 0.0315461+0.0189088j 0.0153925-0.0245452j -0.014514+0.00463537j 0.0072075-0.010635j -0.0148161+0.0167804j -0.0124575+0.00476431j -0.0215421-0.00717992j -0.0137794-0.0227846j -0.00956797+0.00270506j -0.0208024-0.00624628j 0.0161953-0.00536294j 0.0250085+0.00104239j -0.00953824+0.012449j -0.00242891-0.0107653j 0.0313287+0.00761803j -0.0118589-0.00817394j -0.0114909+0.0165018j 0.00888833-0.00235312j -0.0143445-0.00995567j 0.00727665-0.0177787j -0.00153676-0.0019276j -0.0161207-0.00166955j 0.00135413-0.00988123j 0.0251819-0.00675797j 8.34388e-05-0.00144263j -0.0150485-0.0169327j -0.0046861+0.0029906j 0.000435685-0.00206249j -0.0069429+0.00787393j 0.00378358+0.00592743j 0.0182467+0.00187446j -0.00391641+0.0156176j 0.000936503-0.000631717j 0.00378588+0.0171149j 0.0146822-0.00713841j -0.019189-0.00235227j -0.0122806+0.0246218j -0.0035495-0.00528823j 0.0124235-0.0129981j 
-0.0199961-0.0191438j -0.048352-0.0103937j -0.0568822+0.0225315j 0.0107506-0.0354651j 0.0908473-0.0287558j 0.0600239-0.0611727j 0.00277994+0.0265245j -0.0646515-0.115853j 0.0372169+0.0170352j 0.0245193+0.150845j 0.0736698-0.0463717j 0.0318802+0.00922519j 0.0801998-0.0982416j -0.0187646+0.028781j 0.0884588-0.00303722j -0.03094+0.0240035j -0.0828616+0.0535675j -0.0486611+0.0231573j 0.147513-0.101915j -0.102499-0.0210786j 0.0236519-0.00352834j -0.0675755+0.0575147j 0.0241123-0.119466j 0.0947644-0.0685528j 0.0871647-0.000390993j -0.0489929-0.0239215j 0.0361075+0.0499687j 0.0228829-0.0231627j -0.0515699-0.0309168j 0.0289905+0.0746153j 0.0101951-0.0428966j -0.0284633+0.0245449j -0.0594815+0.00290314j -0.0490865+0.0433172j -0.0436884+0.104524j 0.0629785-0.0856081j 0.0410396+0.0897087j -0.0268129-0.0543585j -0.0702537-0.0289334j -0.025186+0.106926j 0.00713614+0.0287931j -0.151314+0.0184024j -0.00691832-0.00878509j -0.0392175-0.0649691j -0.00515329+0.0231036j 0.00538724+0.0166811j 0.0373057-0.0507923j 0.0240288+0.0243302j -0.0141458+0.0285894j -0.00299878+0.0163744j 0.0407223+0.0278478j -0.00391459-0.00556749j 0.0101557+0.00583977j 0.00787296+0.0195195j -0.0116727-0.00406513j -0.013882-0.00325685j 0.020194+0.00295161j 0.0117105-0.0072841j 0.026829-0.00686316j -0.00664451+0.00731435j -0.00446959-0.0234164j 0.0115283+0.0177524j 0.0213213-0.0202304j -0.026507-0.00445435j -0.00706425+0.0133633j 0.0214126+0.00653551j -0.0100985-0.00684384j -0.0101133-0.0278234j -0.015359-0.0183559j -0.00567057+0.00371386j -0.0151903+0.00665774j 0.00705392+0.0260309j 0.0213108+0.0166766j -0.00247193+0.0126168j 0.00749267+0.00210332j 0.0100923-0.00117456j 0.013229-0.00317785j 0.0138314+0.000609132j 0.00626742+0.000562632j 0.0144475-0.0211787j 0.0124533+0.00188255j -0.00226184+0.0238219j -0.0129333-0.00536444j -0.00149302-0.00822268j 0.00550975+0.0054256j -0.00595515-0.011743j 0.0176097+0.00849641j -0.0041324+0.0111166j 0.00247492+0.00625722j -0.014665+0.000177772j -0.00556817-0.0135949j -0.0115884-0.00362534j -0.0195009+0.0117477j 0.00833219+0.0203591j -0.00742366-0.0135288j -0.0173896+0.00243356j 0.00170281+0.00961968j -0.00991685-0.000515362j 
0.0452513-0.0007656j 0.00862176-0.0290879j 0.0365267-0.0699738j 0.0919744+0.0415559j -0.0386346-0.00250854j -0.0128701+0.0818721j 0.0343376-0.042392j 0.0731046+0.070106j 0.00246273-0.0499188j 0.0435591-0.152212j 0.0748471+0.0246217j -0.0424995-0.092578j 0.0641084+0.048475j -0.0352038+0.0748607j 0.00873805-0.091099j -0.0130614+0.0161692j -0.123782+0.0432437j -0.0654563+0.0892074j -0.00828899+0.0298526j -0.0409834+0.00550434j -0.0120323+0.0229167j -0.0047681+0.120627j -0.0517118-0.181528j -0.0202573-0.149692j 0.0648109+0.0585918j 0.0541982-0.0116245j 0.0692742+0.0681511j -0.0119902-0.0179389j -0.0512134+0.0476502j -0.0159842+0.0130541j 0.0854102+0.0384353j 0.0674386+0.0497003j 0.00403249+0.0984782j -0.0034329+0.0515828j 0.0212497+0.0370793j -0.0703467-0.0419159j -0.00587309+0.00809943j 0.0409087-0.0118588j 0.0508481+0.12285j 0.0268641+0.0248179j -0.0682653+0.00913137j 0.112934-0.0159709j -0.0688389-0.0629287j 0.0490773+0.0662641j -0.0171209-0.00323269j 0.00446934-0.0202886j -0.00366003+0.0229364j -0.0166957+0.00266333j 0.00624449-0.04488j -0.0325983-0.00934884j -0.0272398-0.0190362j -0.0422158+0.0352545j 0.0463345+0.0482256j -0.0218344-0.00838072j -0.00295126-0.0229505j 0.0169009+0.011816j -0.00745636+0.0315796j -0.000518297-0.0104818j 0.00607713-0.0314292j 0.0157947-0.013038j -0.0146206-0.00895466j 0.00588272+0.0204727j 0.0135464-0.00766103j 0.00681237+0.0323924j 0.0277168-0.00224962j -0.0263895+0.0129338j -0.0250318-0.00568216j -0.000838261+0.022602j -0.00546553-0.000637853j -0.0104227+0.00143797j 0.000142385-0.0027186j 0.00337573+0.00629914j 0.00107532+0.0105059j -0.00722752+0.00237847j 0.015441-0.000665283j 0.0244232-0.00561987j -0.0160121+0.000146342j -0.00631161-0.0069296j -0.00787939-0.002045j 0.0211049+0.0135482j -0.000717197-0.00281931j 0.00709732+0.00418547j -0.0028301+0.00298486j 4.07773e-05+0.00744744j -0.00410586-0.000383649j 0.000647851-0.00299498j 0.0108443-0.000484514j -0.00407746+0.0119812j -0.00628206-0.00529853j 0.0166044-0.00443877j -0.0144805+0.00322873j 0.014115+0.00273704j 0.00511914-0.00155132j 0.0126234+0.00274328j -0.0125456-0.000750615j 0.0193847+0.0129178j -0.0179068-0.0108365j 0.00216758-0.0155095j 
-0.011254-0.00768675j 0.0251792+0.000219768j -0.0688995+0.0428273j -0.0221028-0.123455j -0.0425804+0.0872854j 0.153703+0.0460631j -0.0371555+0.119909j 0.0174866+0.00217062j 0.0396954+0.0417909j 0.13545-0.0105783j 0.0179923-0.00798643j -0.0293396+0.0541328j -0.119544-0.187555j -0.0120384+0.14782j -0.028772-0.0233792j 0.085366+0.0629581j -0.0449442+0.00541544j -0.0241975+0.106607j -0.131136-0.114875j -0.0306247+0.064059j 0.0443446+0.0164798j -0.0442168+0.107907j 0.122389-0.144252j -0.0743286-0.12339j 0.0809012+0.00450927j -0.168801-0.0982439j -0.063399+0.0429226j -0.170646-0.0104518j 0.0476697+0.0897707j -0.0670602-0.0233187j 0.0159829+0.0055746j -0.0254291+0.0509841j -0.0578348-0.00912545j 0.0420327-0.000509707j -0.0610775+0.017548j 0.01166+0.026264j -0.0180276-0.0754847j -0.0121267-0.122195j -0.0234295-0.0739716j -0.0151159+0.0231861j 0.0275074+0.0229406j -0.0964201-0.0463652j 0.0465563+0.0793968j -0.0475992-0.0613359j 0.0121744-0.0379218j -0.0197207+0.0545522j 0.0081954+0.0528665j -0.0147586+0.0141852j -0.0509372+0.0156647j -0.0281219-0.000503943j -0.0189658-0.00310485j -0.00792438+0.0226799j -0.00915281+0.0165084j 0.0174951+0.0241876j 0.000540299+0.0207475j 0.0363358-0.00155176j 0.0273673-0.00422777j 0.0327758+0.0232891j 0.0073661-0.0261411j 0.00468349+0.0103949j 0.0140335-0.0140589j -0.0247943+0.00561495j 0.0206687+8.64356e-05j 0.0122653+0.00328578j 0.00109337+0.0236424j 0.0279922-0.0122793j -0.000942708+0.0105374j 0.00173563-0.0204507j 0.0159027-0.00507383j 0.000648678-0.0155121j 0.00284912+0.00705308j -0.00296071-0.00366491j 0.00256331+0.00949757j 0.0166657-0.000150549j -0.00650895-0.00221689j 0.0119177-0.00284695j -0.00180404+0.000332267j 0.00291298-0.0173174j 0.00914992-0.0039993j -0.00811769+0.00262121j 0.0102283-0.00537686j 0.00811498-0.0199774j -0.0145809-0.00304509j -0.00710206+0.00398771j -0.00299537-0.00581697j -0.00914859+0.0140107j -0.00967801+0.00938868j 0.0115922-0.00872511j -0.00377928-0.00592444j 0.00311674-0.00510469j 0.0248234+0.00105962j -0.0028211-0.000195734j 0.000352774-0.0171754j -0.0209816-0.011105j 0.0220765+0.00624182j -0.0105659-0.0229465j -0.00444593+0.00523096j 0.00553231+0.00889726j 
-0.0167485+0.00929206j -0.00426195-0.020551j 0.120688+0.0486114j -0.0395604+0.10139j -0.119163-0.0261329j -0.0989548+0.0414295j 0.103384+0.0290435j 0.0600811-0.123043j 0.0461879-0.0159088j -0.0669405-0.0789893j -0.0252959+0.0304642j -0.164275-0.049408j 0.078335+0.0632834j 0.0128634+0.10853j 0.0261988-0.0428587j 0.0605044+0.078522j -0.0201173-0.0425118j 0.00638194-0.0572823j 0.0554538+0.0456905j 0.102451+0.0705975j -0.0537656+0.0699308j -0.0180066-0.0238319j -0.141704-0.182569j 0.0881484+0.103455j 0.00372748+0.00428327j -0.010913-0.0180506j 0.0573167+0.0143871j 0.007225+0.108146j -0.0634938+0.0145886j 0.0431347+0.0620624j -0.00874813+0.0620304j 0.0187327-0.0343581j 0.0109426+0.0268474j 0.0417186+0.0502536j -0.0823351+0.0416658j 0.0428048-0.00216725j -0.00107937-0.0322738j -0.0942818+0.0993913j -0.0711825-0.00495921j -0.00801862-0.0494989j -0.00434365-0.089728j 0.0619461-0.0238022j 0.016764+0.00673809j -0.0318228-0.0992544j -0.0612956+0.0121774j -0.00353684+0.0556608j -0.0279817+0.0286171j -0.0886395-0.0241271j 0.0483217-0.060932j -0.0193055+0.00129429j -0.0511652-0.00952979j -0.0238117-0.0322718j -0.022366+0.00829772j -0.0355281-0.00763698j 0.0221533+0.0194982j -0.0102096-0.0092818j 1.72071e-05+0.021189j 0.024705+0.0247333j 0.00682773-0.0103141j -0.00188148-0.00767689j -0.00573584-0.00585012j 2.81904e-05-0.00855993j -0.0059803+0.0304176j -0.0170415+0.00505682j -0.00506299+0.000912607j -0.00355159+0.00717427j -0.00929654-0.0054892j -0.0175348+0.0163131j 0.0164098-0.00162315j -0.00490326-0.00863253j 0.0219772-0.0163225j -0.0197117-0.00255431j -0.00459559-0.0078966j -0.00758546-0.00964305j -0.00925251-0.00813964j -0.0169635+0.00108468j -0.0213109+0.00908923j -0.010524+0.00415315j -0.00862837+0.00303164j -0.00467508+0.000259995j -0.000510957-0.00220698j 0.00390686+0.00175334j -0.00158491+0.00246881j -0.00272038+0.0011258j 0.00613913-0.00541193j 0.0215357-0.00523943j -0.00460454-0.00661498j -0.00738552-0.0170752j -0.00688717+0.00198078j -0.0102255+0.0151328j -0.00848755-0.000236284j 0.00981403+0.0119312j 0.00210331-0.00521479j -0.00610425+4.99524e-05j -0.00689278+0.00249184j 0.0113889-0.00616526j 0.00948059-0.00725229j 0.010483+0.00779308j 
-0.0980118-0.00361241j 0.000241264+0.0628163j -0.0072945-0.0197346j 0.117538-0.0270536j -0.0395207+0.00566178j 0.0483248-0.0235341j -0.0543346+0.0610276j 0.10287+0.0891875j 0.0307901-0.00982573j -0.0016304-0.0365926j 0.0163877+0.100858j 0.0630997+0.0752894j 0.0797325-0.0198965j 0.0868575+0.0301431j 0.0705306-0.102004j 0.053289+0.0627597j -0.0835082+0.0578386j 0.117873+0.0490941j 0.0282663+0.010207j 0.225535+0.0225073j 0.0264529-0.105882j -0.00281993-0.0177445j 0.0817841-0.0848444j 0.107175+0.116449j 0.0429488-0.0737446j -0.109007-0.0326066j 0.0379221+0.0346768j -0.15956+0.104226j 0.0320691-0.0608835j -0.0583117+0.0453215j 0.0495353-0.0163013j 0.0538949-0.0079176j 0.06282-0.0238226j 0.0813531-0.043865j -0.0593571-0.122956j -0.0612233+0.0346353j -0.0282708-0.0958915j 0.104239-0.0283784j -0.00608121-0.00438974j -0.0298112+0.0200694j 0.0500093-0.0287212j -0.0148748+0.027581j -0.0264518-0.0234077j 0.0394145-0.000200192j -0.00243428-0.0418175j 0.00733563-0.0063266j 0.000248157-0.0594302j 0.0023431-0.00930011j -0.000806702+0.0242792j 0.0259331-0.00900166j -0.0190461-0.021207j -0.0127233+0.05146j -0.00262488+0.0163191j 0.0194804+0.0228099j 0.0193497+0.00905364j -0.00210369+0.0119969j -0.0272166-0.00162193j -0.0173487-0.00749563j -0.012567+0.00978169j 0.00277199+0.0209099j -0.00347663-0.0199616j -0.0116853+0.00510592j -0.022834-0.00542793j 0.00304516-0.00357004j -0.00350791+0.00210645j -0.0182755-0.00143132j 0.00755262+0.0110304j 0.00212057-0.00677586j -0.0108068+0.0132604j -0.00971843-0.00314722j -0.0196257-0.0105555j 0.00534914+0.00224813j 0.0123963-0.0141535j 0.0232686-0.00972784j 0.0023286+0.00602313j -0.0133168+0.0340624j 0.0053496+0.000787075j -0.0208974-0.0128142j 0.00506148-0.00350894j -0.0053762-0.0115253j -0.0288852-0.00653329j -0.00933122-0.0153775j 0.00738335-0.00829889j -0.00392842-0.0117962j 0.00191254-0.00408978j 0.00113599-0.000429148j -0.00269609+0.0102538j -0.00773631-0.000776701j 0.0101098+0.00047485j 0.0003275+0.00106896j 0.00146837-0.00309889j -0.0155515+0.0154227j 0.0117103+0.00980412j -0.00573787+0.00550587j -0.0041583-0.0148546j -0.00226806+0.0130961j 0.00815999-0.00995353j 0.0115039-0.00265609j 
0.0419092-0.0403481j -0.0243468-0.0696242j 0.0808032-0.0469679j 0.090205+0.0379942j 0.0156141+0.0650009j 0.0147921-0.0547862j -0.101923+0.092521j 0.0390163+0.0175479j -0.0615827+0.0926751j 0.0170598-0.125047j 0.0593148-0.137539j -0.016392-0.109359j 0.00645126-0.0497165j -0.0634325-0.142227j -0.0284431-0.202781j -0.0568456-0.0238792j 0.10953+0.0787161j 0.0646536-0.102272j -0.0661007+0.0295447j -0.147135-0.0149301j 0.0176752+0.0226202j -0.0464097-0.0426553j -0.054114-0.0374634j 0.0743418-0.145308j 0.0207837+0.0673935j 0.136094-0.0966053j -0.00821248+0.0389098j 0.0184972-0.0138625j -0.0304636-0.0262599j -0.0591126+0.0902961j -0.108-0.00195366j -0.0465335+0.029937j 0.148781-0.00567785j 0.0511094+0.0743045j -0.0536436-0.0104451j 0.068576-0.0159328j -0.0702094+0.0299896j 0.0539002-0.0483058j -0.0320311+0.0373221j -0.0327773-0.0227057j 0.0197596-0.0241246j 0.0588593-0.0788017j -0.084562+0.0403513j 0.0243877-0.0286597j -0.0360599+0.0231095j 0.0299199+0.0507189j -0.00262123-0.0370919j 0.0668728-0.0152279j -0.000390233+0.0319709j -0.0306692-0.0574554j -0.0417675+0.0100382j 0.0320559+0.0537313j -0.0239027+0.00443868j 0.0133773-0.00730925j -0.0148848-0.052014j 0.0332757+0.0180553j 0.02303+0.017969j 0.00987183+0.0230247j -0.0198206+0.0272635j 0.0179333+0.011873j -0.0206413-0.022721j -0.0208203-0.0049447j 0.00157464-0.027978j -0.019296+0.0110289j -0.0180089+0.00658348j -0.00317032+0.00218087j 0.00510408-0.00358407j 0.0148504-0.00607317j 0.000697555-0.00875504j 0.0053287+0.00769858j -0.0207338+0.0203126j -0.013675-0.00229018j 0.0137881-0.00276968j 0.00264984-0.00762005j 0.00211795-0.0025681j 0.00662816-0.0123244j -0.0189702+0.00952045j -0.0047917+0.00713847j 0.000278937-0.00839832j 0.00495179+0.0201572j 0.0108278-0.00770333j 0.00869603+0.00828803j -0.0150647+5.27065e-05j -0.00795281-0.00406227j -0.00023833+0.00585675j 0.0152463-0.00334955j 0.00139936+0.00377244j 0.00463552-0.000192584j -0.0144745-0.00964435j 0.0124686-0.00210566j -0.00165705+0.0014429j 0.0138672+0.0025228j -0.00684345-0.00657961j 0.00831408+0.00516991j -0.0119083-0.00571168j 0.0134504-0.00612157j -0.013184-0.00684654j 0.00619825+0.00120474j 
0.0111124+0.0417269j 0.0410196-0.0342596j -0.0328477-0.0744216j 0.154739+0.0578258j -0.051458+0.0670357j 0.129746-0.0680738j -0.0260467-0.136039j -0.0791617+0.161298j -0.0684101+0.0374148j 0.0421577-0.0464499j -0.0938924-0.0368601j 0.010891+0.0279021j 0.117181+0.0766441j 0.0115704+0.0322716j -0.063757-0.00648208j -0.0466356+0.0352574j 0.0490858+0.0465312j 0.000169781+0.0102871j -0.0644614+0.0269343j 0.0408028+0.0879657j -0.080968+0.138725j 0.117627+0.0272233j 0.0257848-0.0697918j -0.0978994+0.0171517j 0.00995731+0.0271046j 0.00734169-0.0223852j -0.0434533-0.000457056j 0.025359-0.0839822j 0.102548+0.0683489j -0.0375139-0.0750058j 0.0155861+0.0433216j -0.0567325+0.0314282j 0.0134251+0.0286912j -0.0456594+0.0900005j 0.0198021+0.0473266j -0.0382817-0.0658816j 0.0713524-0.0948347j 0.0181431+0.0620709j -0.00258296+0.107411j 0.0362104-0.101289j -0.108386+0.0307973j -0.00729562-0.0836189j -0.134979+0.00718619j 0.059678+0.0715033j 0.00698357-0.00548988j 0.0553447-0.0403801j 0.0226699-0.045121j -0.00625438+0.0223137j -0.0420183+0.0454598j 0.0143279+0.00133924j -0.0198369+0.0265153j 0.00609705+0.010303j -0.0180877+0.0192496j -0.0279723+0.013349j -0.0410746-0.0233732j 0.00102309-0.0100188j -0.0147718-0.01417j 0.00622339-0.010578j 0.00928441-0.0171342j -0.0129707+0.00453248j -0.0159715+0.0329807j 0.0112504+0.00879577j 0.00692766-0.0227953j 0.00166843+0.00512183j 0.0212375+0.0113677j -0.012751-0.000234184j -0.0092455+0.0103272j -0.003833-0.0209306j 0.000595196-0.0299859j 0.0144696-0.00117602j 0.000703654+0.0118976j 0.0145376-0.0253894j -0.0106757+0.00142042j 0.00723565-0.00830316j -0.00148699-0.00115833j 0.0208773-0.000757169j -0.00398045+0.00800695j 0.0111889-0.0215211j -0.00260478-0.0150612j 0.0138261+0.00860655j 0.00659951+0.00190765j -0.0133859+0.00803418j 0.00153612-0.00538512j 0.00945007+0.00904977j -0.00420117-0.0066859j -0.0241633+0.00173839j 0.00835082+0.0129131j -0.0104255-0.00174306j 0.0219474+0.0227354j -0.0191153+0.0157149j -0.00966039+0.00296122j -0.00954687-0.0125452j -0.019452+0.00878395j -0.00538131+0.00807618j 0.00851688+0.00484967j 0.00456822-0.000705303j -0.00438948+0.0137867j -0.00379752-0.0173312j 
