-0.00485189+0.00692655j -0.00549765-0.00351678j -0.00407878+0.000883844j 0.00215998-0.00521406j 0.000592283-0.00376984j 0.000431766+0.00530935j -0.00440228-0.00189167j 0.00041965-0.0027131j -0.00200328-0.0011442j 0.000326656-0.00390147j -0.00378167+0.00126291j -0.00112158+0.00197711j 0.000638267-0.00482091j -0.00417775+0.00452016j -0.000755778+0.000258249j 0.00269982-0.000781167j -0.0037913-0.000421296j 0.00148827-0.000799424j 0.0055813-0.00453469j -0.0042843+0.00321775j 0.00135219+0.000158306j 0.00515835+0.000192293j -0.00072959-0.00062605j 0.00262718+0.000766751j 0.0060048-0.000449201j -0.000228145-0.00233383j 0.00300451-0.00127328j 0.00672443-0.00012608j 0.00330555-0.000844237j 0.000298087-0.00218016j 0.000133115-0.00153235j -0.000937222+0.00322256j 0.00470321+0.00115523j -0.00215391+0.000910867j 0.00297276-2.8044e-05j -0.000647235-0.00160953j -0.00139136+0.0030938j -0.000544935-0.000603925j -0.00329473+0.000798823j 0.00405412+0.0021724j 0.00307119+0.00346801j -0.00547622+0.00485557j 0.00147912-0.00104459j 0.00272036+0.00277971j 0.00250068-0.00191494j -0.00298264+0.00799492j -0.000750155+0.00499897j 0.012064-0.00183721j -0.000374699+0.00128675j 0.00318444+0.0296013j 0.0157092-0.00280512j 0.0184191-0.0238351j -0.00739985+0.0337508j 0.0748389+0.00468909j -0.0799832+0.028829j -0.268113-0.0223589j 
0.000601728-0.0115865j 0.00202317-0.00429796j -0.00281684+0.00226016j -0.00375275+0.000365391j 0.00429404-0.00444117j 0.00213767-0.00736261j 0.0105596-0.000446443j 0.000430355-0.00304021j 0.00140015+0.00254759j -0.0104558-0.00123376j 0.0246853+0.00536382j 0.00315495-0.00164452j 0.00904774+0.000805647j 0.00220453-0.00469337j -0.00521335-0.00433656j -0.0391632-2.70007e-05j 0.0283339+0.00576527j 0.0278858-0.00736803j 0.0242295+0.00154227j -0.00950279-0.00541008j -0.034785-0.00487554j -0.0127041-0.0101472j 0.0200197+0.00154498j -0.0883875-0.00220761j -0.0127986-0.00357567j 0.0113268+0.0057807j 0.0269417+0.00299226j -0.0406505+0.00935236j -0.00638804+0.00484164j -0.0173755-0.00898521j -0.0156257+0.00388793j -0.0429779+0.00327017j -0.042787+0.00262135j 0.0222454-0.00874105j -0.0748635-0.00744918j 0.0691463-0.00550916j -0.0748432+0.00442314j -0.0561472+0.00542797j -0.0249809-0.00830813j -0.10201+0.0130655j -0.0116049-0.00542116j 0.0222902-0.00745871j -0.0655147+0.0137249j -0.0408149-0.00907356j 0.0197929-0.014666j 0.0905715+0.00175074j -0.00616508+0.0055098j 0.0938791-0.0105123j 0.015365+0.00784482j 0.036399-0.00486773j 0.00489817-0.00150237j 0.0262512-0.000383964j -0.0216543-0.000301123j -0.00983349+0.00984775j -0.00671202-0.00149109j -0.00983203+0.00281811j 
-0.000235514-0.0015561j 0.00194006-0.00128625j -0.00022841+0.000871736j 0.00151242+0.0023038j -0.00225065+0.000961676j -0.0128641+0.00188315j 0.000347937+0.00156327j 0.00605716+0.000881703j 0.0033146-0.00216571j 0.0136893-0.00332807j 0.00951462-0.0037852j 0.0197567-0.000381332j -0.0156512+0.004411j -0.00709205+1.63634e-05j -0.018887+0.00274285j -0.0250441+0.00527601j -0.0199847-0.00346327j -0.00137924+0.00219706j 0.0123252+0.00434914j 0.0016103+0.0021999j 0.00727087+0.00717156j 0.0222426+0.00391338j 0.0390346-0.0106619j 0.0284605-0.000912625j 0.0137639-0.00637781j 0.0268763+0.00364098j 0.0230108+0.000719971j 0.00381471-0.0160855j 0.036497+0.00088617j 0.0367563-0.00423759j -0.00561763-0.00507422j 0.0282902-0.000297121j -0.0253426+0.0103764j -0.00449101+0.00705765j 0.0307204-0.00391059j -0.0388402+0.00151536j 0.0287753-0.00348384j 0.0923374+0.014224j 0.0783819+0.0101052j -0.0559382-0.00678482j 0.0844052-0.00125999j 0.0818378-0.0104121j -0.0650512+0.00442387j 0.032131+0.000512502j -0.0115956+0.0096864j -0.0490963-0.00812928j 0.0574044-0.00313996j -0.0222516+0.00324023j 0.000309938+0.00403627j 0.0155971+0.00415124j -0.0290768+0.00799652j -1.40608e-05-0.000697511j -0.00457688+0.00325957j 0.0123693-0.00192459j 0.0010298-0.00174448j -0.00269907+0.000688863j 
-0.00105901-0.000447341j -0.00131749+0.0103781j -0.00609857-0.0047037j -0.00657481+0.00436586j 0.00107631+0.00830309j -0.00442868+0.004452j -0.0134509+0.00546579j -0.00452831+0.0011297j -0.00658553+0.00254781j -0.000465137+0.000486535j -0.0278736+0.00182872j -0.00667592+0.00690692j -0.0104273+9.80225e-05j 0.063125-0.00470082j -0.0158489+0.00171177j -0.0131677-0.00268521j -0.0203233-0.00710521j 0.00833652+0.00135852j -0.0200977-0.00520135j -0.0148557-0.0152202j 0.0170052-0.0125262j -0.00903532-0.00936841j 0.0551215-0.00582249j 0.0107728+0.00148249j 0.00134157-0.00276372j -0.0790625-0.00624995j -0.0423639+0.000207106j 0.00715107-0.000749929j 0.00654715+0.00336229j -0.0409409+0.00249508j -0.0880289-0.0125326j -0.0243705-0.00246335j -0.0347038+0.00396169j 0.0993264+0.00915718j -0.0124023+0.00759849j -0.0116425+0.00334683j -0.00486166-0.00877548j 0.0395984+0.0096808j -0.0272583+0.00344372j 0.00919981+0.00635363j 0.0892073-0.0108533j 0.0177161-0.0168075j 0.054003-0.0131384j 0.0392461-0.000732566j 0.0907304-0.00798086j 0.0555039+0.000928077j -0.0180753+0.0170137j -0.0374219-0.00896943j 0.0251103-0.00430976j -0.00828181+0.00294339j -0.0418642+0.00343692j 0.000135616-0.00533422j 0.0165686-0.00414832j 0.00141795-0.00491311j 0.0125027-0.00346936j -0.00685976-0.00147177j 
0.00582294-0.00729166j 0.0056466-0.00169377j 0.00387496+0.00572376j 0.00249791-0.00123073j -0.00945567-0.00354468j -0.0289148-0.00314209j 0.00689187+0.0081883j 0.0310548-0.000269969j -0.00028437-0.00212125j -0.017936-0.00469718j 0.0280828+0.000243964j -0.0224535-0.00495133j 0.0243665+0.000466678j -0.0460205-0.00085672j 0.0309067-0.00191882j -0.0273318+0.00365576j -0.022867+0.0010315j 0.0619834-0.00207497j 0.0347036-0.00492838j -0.00421064+0.0090409j -0.0162825+0.00491438j -0.0259974-0.00949704j -0.00509102-0.00686097j -0.0158017+0.0016287j 0.04533-0.00765206j 0.00747162-0.0062361j 0.00253497+0.00958452j 0.0470956-0.00063101j 0.0555379+0.00750575j 0.0292971+0.0085772j 0.0101149-0.00360717j -0.10715+6.99185e-05j 0.0504044+0.0155978j -0.0110829+0.00156696j 0.0392157-0.00050884j -0.0178713-0.0125j -0.0101598-0.00626959j -0.0457472+0.0068484j -0.0143077-0.0102373j -0.106276+0.000260213j 0.0876931-0.00905547j -0.0418665-0.00167306j 0.0563355-0.00524703j 0.0209005-0.00598506j -0.0641831+0.00208563j 0.0180518-0.000689494j 0.0490111-0.00595878j 0.0729455-0.000447133j -0.013938+0.0111156j 0.0637398-0.0024576j -0.0199321+0.0151518j -1.40566e-05+0.000532822j -0.0132246-0.000869672j -0.0144611+0.00642226j 0.00365962-0.00184367j 0.00529475-0.0033848j 
-0.00172803+0.00928934j -0.00315825+0.00369381j -0.00224528-0.00599851j -0.00587219+0.000546683j -0.00559156+0.00561538j -0.0117491+0.00561175j -0.0136613+0.00106108j -0.00103687-0.00111456j -0.00549984+0.000841665j 0.00508803+5.64008e-05j -0.0164549-0.00164889j -0.00538403+0.00431536j 0.00420812-0.00464682j 0.0368486+0.00166858j 0.00899997-0.000427227j -0.013035-0.00211032j -0.0475115-0.00347309j -0.0454754+0.00201535j -0.0301193-0.000710074j -0.00285641-0.00790663j 0.0677388-0.00142755j -0.0162206-0.0112408j 0.0248174+0.00526837j 0.0219569+0.00209431j -0.0028809+0.014539j -0.00743886-0.00825033j 0.00927897-0.000265338j -0.0104941+0.0004761j 0.0260581+0.0109014j 0.0752921+0.00522416j 0.0723896+0.00282654j -0.0835815-0.00185175j 0.054016+0.00195499j 0.0467811+0.00513086j 0.0592004-0.00173321j 0.0532096+0.00667536j -0.0710782+0.0090853j -0.0316569-0.000509373j 0.0394141+0.000386944j 0.0788756+0.00727823j -0.042252+0.00434868j 0.0252623-0.00318621j 0.0101429-0.00467978j -0.0111036+0.000413929j 0.069861-0.0068739j 0.0192129+0.00523847j -0.0125845+0.00873372j -0.0292246-0.00262034j 0.0205065-0.0097026j -0.0233466-0.00212203j 0.00952477-0.00451405j -0.0205579-0.00277122j 0.0327585-0.00325977j 0.00586412-0.00763861j 0.00136646+0.00283491j 0.00724675-0.00137377j 
0.0028952+0.00261148j 0.000748541+0.00564579j -0.00284703+0.00377635j 0.0077841-0.00183324j -0.00243379-0.00103236j -0.00541496+0.00293296j 0.00438553+0.00116933j 0.00896581+0.00127197j -0.0131579-0.00211168j -0.0206064+0.00257026j -0.000380544+0.00213074j -0.0209152+0.00127473j 0.00946768-0.0039848j 0.00711716+0.00136543j -0.0166631-0.00344611j -0.0294071-0.00311506j -0.0139985+0.00113448j 0.00311704+0.009182j 0.0332435-0.00422637j 0.0116649+0.00637205j 0.042611+0.00135362j -0.0243226-0.00269231j 0.0875935+0.00221338j -0.0336992+0.0053378j 0.026684+0.00225735j -0.0495356-0.00507163j 0.0224853+0.000446175j 0.0455189+0.00455831j -0.00400064-0.00533667j -0.0275423+0.00708482j -0.0210204-0.00375276j 0.0815607-0.0113265j 0.108731-0.00261862j -0.00287183-0.000120225j 0.0205693+0.000160221j -0.0233388-0.00451529j -0.0102119-0.00611555j -0.0609388-0.0124749j -0.0274072+0.00221504j 0.00889536-0.00202399j -0.00536517+0.00253449j -0.122521+0.00999292j -0.0244785-0.00683799j 0.034649+0.00207746j 0.0299841-0.0015423j -0.0212833+0.00842591j 0.00938636-0.00444472j 0.00470417+0.00266599j -0.00950807-0.000144963j -0.00390354+0.00135765j -0.00645772+0.00137835j 0.00203861-0.000385287j 0.00276424-0.00252549j -0.00997992-2.72473e-05j 0.0085251-0.000138352j 0.00849697-0.00456859j 
-0.000850674+0.00247695j 0.00604463-0.00543204j -0.0114664+0.00237437j 0.0102581+0.00205534j -0.0182993-0.0012196j -0.0183736+0.000506701j -0.0047542-0.00168439j -0.0199004+0.00051361j -0.0288554-0.00697373j -0.0403615+0.0035283j -0.00802604-0.00531289j -0.011765+0.000808091j -0.00820558+0.00397282j -0.0107914+0.00367334j 0.00386511-0.0116007j 0.0242825-0.00591373j -0.000366261+0.00215284j -0.0417495-0.00607854j 0.0306581+0.00059487j 0.0599576+0.00426258j 0.0356038+0.00881274j -0.0548059+0.000846437j 0.0148751+0.00574197j 0.0835571+0.00317822j -0.0334509-0.00132112j -0.0140369-0.00285056j -0.0763481+0.00614681j 0.0133881+0.001132j 0.0243098-0.00254743j 0.0228283+0.00342273j 0.0710812-0.00617475j -0.065928-0.00147596j -0.0436415+0.00372291j -0.10348-0.00800807j -0.00246241+0.00150064j 0.0252468+0.00734601j -0.10738+0.0209944j 0.0449202-0.00765392j -0.0627661-0.00266258j -0.00445578+0.00748969j 0.0311372-0.00261669j 0.0175375-0.00356549j -0.0436091+0.00645641j -0.00594052-0.00480835j -0.0452318-0.00678532j 0.0674478-0.0120097j 0.00924694-0.00279824j 0.0337053-0.00727237j -0.0159975+0.00636194j 0.00383332-0.0011046j -0.0053391+0.00369078j 0.00151778+0.000186968j 0.0052053+0.00113883j 0.0123295-0.00164339j 0.00107295-0.000146401j 0.00327393-0.000448015j 
0.00220689+0.000423949j 0.0034243-0.00051119j -0.00264516+0.00297448j 0.0124171-0.00254127j -0.0155765-0.00187787j -0.0128879-0.00312523j -0.0111758+0.00186429j 0.0104944+4.34075e-05j -0.0150896-0.00406821j -0.00680919+0.00300426j 0.0323158-0.003241j -0.00749367-0.00160706j -0.034271-0.00462308j -0.0127637+0.000222143j -0.00278844-0.00467837j -0.010311-0.0059791j -0.0341819+0.000483482j -0.0294333-0.00585562j 0.0810145+0.00123171j 0.00891402+0.00775436j 0.00630348-0.00689635j 0.0321611+0.00465464j 0.0117704+0.00412675j 0.0206997-0.00141166j -0.0157608-0.00585219j 0.0238725-0.00706851j 0.0844357-0.00514394j -0.0354899+0.00182882j -0.062873-0.00031773j 0.0354874-0.000400856j 0.000234012+0.000249472j -0.023821-0.00551645j 0.0580735+0.00798053j -0.0245441-0.00663392j -0.0341826+0.000361977j 0.0170688+0.0021059j -0.00124188+0.00271926j -0.0262209-0.00222735j -0.0809636+0.00535885j 0.0327809-0.0017002j 0.057866-0.00603429j -0.0218304+0.000344933j 0.0549486-0.0121381j 0.0105373+0.00372971j -0.0153022-0.0008234j -0.0287959+0.00276243j 0.00523286-0.00396231j 0.00633751+0.00565194j -0.0172594+0.00146818j 0.0165454-0.00402338j 0.014505+0.0031209j -0.00958197+0.00286605j 0.00138519-0.00186065j -0.00603002+0.000733311j 0.00321742-0.000237063j 0.00530061-0.00200079j 
0.00378176-0.00735268j 0.00295657-0.000516145j -0.01239+0.00122309j 0.0213931-0.000357192j -0.022486+0.00328312j -0.0253626-0.00595383j 0.00614575+0.00445927j 0.0047118-0.000184198j -0.0144593-0.0110374j -0.0408314+8.30488e-06j 0.0502355-0.00688451j 0.0262021+0.00481316j -0.00321505+0.00324075j -0.0136762-0.00932864j 0.0732807-0.00304607j -0.0228551-0.0019108j 0.0329297+0.00669544j 0.0686947-0.00803745j -0.0301671+0.0124819j 0.0362344+0.00476462j 0.00680578-0.00947741j 0.0465119+0.00286509j -0.00388542-0.00120783j -0.0882526-0.000506617j -0.043958-0.0161917j 0.00048347-0.00367688j -0.00715577+0.000333016j -0.0663359-0.00704695j -0.0493191-0.00881424j -0.0183823-0.00546278j -0.0299863-0.000240559j 0.00261828-0.0119855j 0.0423268+0.00400171j -0.0382617-0.00180187j -0.00294327+0.0119424j -0.113467-0.00538169j -0.0391694+0.00406779j 0.0699209-0.00293824j 0.0308684+0.00356745j 0.0353379-0.00477126j 0.0661556-0.0107917j 0.0148426-0.00909277j -0.00486259-0.00464494j 0.0928881+0.00876151j -0.00472533-0.00691745j -0.00971083-0.00674773j 0.0180521-0.00443565j 0.00304618+0.00513419j -0.0395918+0.00319659j 0.025205+0.000361051j -0.0133962+0.0091308j -0.0156146+0.00336219j -0.000528268-0.000969694j 0.008839-0.00182411j 0.00235262-0.00319972j -0.00739005+0.00139565j 
0.000722502-0.000140649j -0.00326241+8.48911e-05j -0.00501072-0.00343422j 0.00778145-0.00100227j -0.00293154+0.00428008j 0.00309863+0.000773212j 0.0239663-0.00371668j -0.00576385-0.00209819j 0.00156597-0.00659397j -0.0202638-0.000740144j 0.0283-0.00168516j 0.00660287+0.00597615j -0.00342493+0.0062338j 0.0344183-0.00793927j -0.0214902-0.00219559j -0.0497237+0.00841492j 0.0476922+0.00412749j -0.00190325+0.012615j 0.0200397+0.00974124j 0.0314044+0.00082305j -0.0283007+0.00697145j -0.0634538-0.0034771j 0.0565417+0.0017656j -0.106767-0.00120566j 0.0475577-0.0055272j 0.0416015+0.00520733j -0.044258-0.00159392j -0.053912+0.000573378j -0.0338659-0.00292331j 0.0510451+0.00780395j 0.0508782+0.00335553j -0.00403628+0.00222887j -0.0304674-0.000806446j 0.0287943+0.00719034j -0.0118678-0.00244106j -0.0797258-0.00842477j 0.0982148-3.67267e-05j 0.00312401-0.00421824j 0.0413264+0.000273845j 0.119456-0.0104734j -0.029066+0.00735528j 0.0343229-0.0010926j -0.00944972+0.00471069j 0.0240248+0.0104553j -0.000593909-0.00240237j 0.00469109-0.00775593j -0.0124852-0.00120086j -0.024545+0.00128657j -0.0190252-0.00491206j -0.0293969+0.00683484j -0.00710588-0.00155725j -0.0112453-0.000507263j 0.0110999+0.00104581j 0.0180244-0.0060596j -0.00570375+0.00110398j -0.00413764+0.00270329j 
0.00120036-0.00210741j -0.000373385+0.00455507j -0.000398999+0.000725601j 0.0161436-0.0038648j -0.0102099+0.00220814j 0.0255828-0.00414376j -0.00956593+0.000779137j -0.0170136+0.00087572j -0.00208801-0.00484411j -0.0191872+0.00514871j 0.012152-0.00203194j -0.0144185+0.00467706j -0.0196194+0.00206879j 0.00495118-0.00587957j -0.00546509-0.00107638j 0.0413664-0.00188023j -0.0028676+0.00857339j 0.021185+0.00392077j -0.00397727-0.0063516j 0.0502097+0.009432j -0.157369-0.0106438j 0.00313077+0.0027272j 0.00839734+0.00590786j -0.0201083+0.00603061j 0.0486249-0.000752408j -0.0726288-0.0111386j 0.0791035+0.00722297j -0.00662449-0.00244806j -0.0369214+0.00518919j 0.100705+0.00409646j -0.0530173+0.011841j -0.0358604-0.00315646j 0.089777+0.00495357j 0.0194784-0.00230329j 0.0463891-0.0120712j 0.00924525-0.00251283j 0.0105292-0.00218016j 0.0053493-0.010354j -0.0304959+0.00868833j 0.0557386-0.00276067j 0.0194901+0.00126976j -0.0347966+0.00404685j -0.00704417-0.00586562j 0.0290935+0.00413518j 0.00808066-0.00689408j -0.0119119-0.000341496j 0.00573682-0.00834122j -0.000873777+0.00425334j -0.0395319-0.00258965j -0.00703544+0.000218112j 0.0129427+0.00216053j -0.0225733+0.00442976j 0.00467115-0.00407108j -0.0104029-0.00056256j 0.00644557-0.00182098j -0.000429445-0.00135103j 
-0.00354959-0.0043086j 0.0036355-0.000620112j -0.00326404+0.000827636j -0.00654529+0.00576999j -0.00702665+0.00200426j 0.00888404-0.00211519j -0.022917+0.00238123j -0.0387377+0.00606571j 0.00923219+0.00140008j 0.0258263+0.000641671j -0.0136645-0.00632383j 0.029259+0.0060163j -0.0359549+0.0133717j 0.0071041+0.00522933j -0.00987282-0.00259352j -0.0177617+0.00458945j -0.0165688+0.00148544j -0.0504018-0.00194588j -0.109908-0.00477266j 0.0287706+0.0039289j 0.00893348+0.00228965j -0.0946546+0.000620115j 0.0119592-0.00781732j -0.00446563-0.00123804j -0.0206989-0.00347851j 0.0219236-0.00683043j 0.066004+0.0167448j 0.0609497+0.00280103j 0.0799901+0.00392165j -0.018991+0.0082773j -0.0847444-0.000386456j -0.0724195+0.00953203j -0.00615868-0.00085388j -0.0832095+0.00425222j -0.0580323+0.00448667j -0.04482+0.00112752j 0.0143994-0.000177405j 0.0269496-0.0059597j -0.0579674+0.00620496j 0.00160397-0.00495699j 0.0660435-0.00441871j -0.0169248-0.00171187j 0.0017717-0.00709383j -0.00788175-0.00818795j -0.0373353+0.00242617j 0.0245511-0.0103243j 0.049109-0.00472615j 0.00765326-0.00190739j -0.00780658+0.00468895j 0.0254409-0.00269064j -0.0191134+0.00898142j -0.00898542+0.00121347j -0.0025077+0.000346051j 0.00402084+0.000638372j 0.0053213-0.00407544j -0.00834631+0.00116957j 
-0.000753539-0.00154355j 0.00116566-0.0045563j 0.0046092-0.00104733j -0.00947212+2.57226e-05j 0.00752131-0.00203445j 0.020003-0.00500829j -0.0105509-0.00244088j -0.0109582+0.00104119j 0.00270111+0.00357477j 0.0197881+0.00318731j -0.000778032+0.00149897j -0.00314592-0.00566544j 0.0199126+0.00142853j -0.0349688+0.00349464j -0.0449144-0.0071354j -0.0161526-0.00126461j 0.0121792+0.00241484j -0.0809375-0.00678706j 0.0482705+0.00103072j -0.0289413+0.000370633j 0.00723458-0.000878662j -0.0328522+0.0041921j -0.0808521-0.00343468j 5.14694e-05-0.00496416j -0.114825-0.00106114j -0.00718886-0.00449932j -0.0139116-0.00666436j -0.0617057+0.00440629j 0.0480742+0.00189561j -0.0237916+0.00480488j -0.0679253-0.00196666j -0.0530877+0.012655j -0.00346924-0.00125609j 0.0208203-0.00721051j 0.0186284+0.00674034j -0.016472-0.00131641j -0.0231071-0.00263834j 0.0475498-0.00345702j 0.000160918+0.00473769j -0.0145518+0.00375016j 0.0281049-0.00385947j -0.0221484-0.00300628j -0.000284839-0.00619722j -0.00634791-0.00824599j 0.00427601+0.0003041j 0.00724726-0.0020565j 0.0211453+0.000788104j -0.0025219+0.000189091j 0.0206264-0.000226733j 0.0113638-0.00415426j 0.0110036-0.0007038j 0.00188167+0.000930727j -0.00534284+0.00103157j -0.000336422+0.00238783j -0.00470253+0.00023955j -0.00366289+0.00202398j 
-0.00510319+0.00400726j 0.0044263+0.00418286j -0.0103005+0.00627097j 0.00604665+0.00603765j -0.0106717-0.00251469j -0.014216+0.0101057j -0.0261954+0.00180609j -0.0202652+0.00374726j -0.0246642+0.00221995j -0.00751476-0.00312267j -0.0183545-0.00670164j -0.0297054+0.00801069j -0.104108-0.00129174j 0.097834+0.0102939j 0.0109246+0.00633948j 0.0293284-0.000581444j -0.0412119-0.00638033j -0.0240182+0.00622945j 0.0473526+0.0011118j -0.00887072+0.003071j -0.00487174+0.00618579j 0.0831742+0.00030782j -0.0268594-0.003782j -0.0400877-0.002833j 0.0865176-0.0062126j 0.0168816+0.00698236j -0.00323472+0.00418613j 0.0529648+0.00559842j 0.0392072+0.00423047j -0.03185+0.000444921j 0.0133364-0.000727996j 0.0125292-0.00953732j 0.0479281-0.0062184j -0.0878359+0.0135137j 0.0507591-0.00161154j 0.0191731-0.000432809j 0.0129534+0.00230502j -0.0123978-0.00403533j 0.0100267-0.00439765j -0.0421571-0.00632532j -0.0269267+0.0036172j -0.0174587+0.00641599j -0.00393835+0.00687525j -0.0241274-0.000641284j -0.028073+0.00539508j -0.0204319+0.00632613j 0.00572097-0.00628396j 0.0387579-0.00193417j -0.0134369+0.00615876j 0.00150601+6.06708e-05j -0.0086852+0.00262548j 0.00649363-0.00104165j -0.00113733+0.000898762j 0.000197687-0.000794906j 0.0110916-0.00205258j 0.00648-0.00354363j 
0.0017496-0.00543793j -0.0097223+0.00800853j 0.00488945-0.00440139j -0.00353621-0.00506796j 0.0135859+0.0076574j 0.0378862-0.00682393j 0.0157468+0.00441952j 0.00425146+0.00247833j 0.0597538+0.000445159j 0.026647+0.00794555j -0.0506313+0.0102821j 0.124481+0.0100855j -0.103007-0.00457353j -0.0192937-0.00899997j -0.00179818-0.00512993j -0.0452426-0.00409654j 0.0412536+0.00675835j 0.0752801-0.00125354j 0.0282262-0.00375984j 0.109411+0.000820618j -0.0330129-0.00883847j 0.0511174-0.00594512j 0.0399273-0.00641795j 0.0352685+0.0065785j -0.0177245+0.00267679j -0.118905-0.00941052j -0.0181306+0.00219525j 0.00912867+0.00682058j -0.00927587-0.0128522j 0.000606758+0.003548j 0.0137692+0.00589541j -0.0306718-0.00765394j 0.0447832+0.0050608j 0.0120436-0.00190708j 0.0089706-0.00501634j 0.0118641-0.00152692j -0.0586935+0.00148747j -0.04979-0.00220186j -0.013129-0.00727895j 0.0224455+0.00436032j -0.000869254-0.00548884j -0.00905041+0.00546871j -0.00597772-0.00154585j 0.0477227+0.00305737j 0.0139948-0.00986891j 0.0380663-0.00332798j -0.0292539+0.00206255j -0.0181936-0.0022904j -0.02256-0.00361886j -0.0077688+0.00202027j -0.00359804-0.000427284j -0.0150951+0.0036475j 0.00323188-0.00636466j -0.0197061+0.00188654j 0.00722664-0.00261604j -0.00736921-0.000415183j 
0.00891038-0.00243649j -0.00158062-0.000740345j 0.00419049-0.000977271j 0.0136424-0.0048021j -0.016598+0.00206398j -0.0507844-0.00107025j 0.0395569-0.000592935j 0.0304739-0.00521756j 0.016205-0.0132247j 0.0560091-0.00117058j 0.0986051+0.00678117j 0.0180197-0.00276588j -0.0748594+0.00561389j -0.0806557-0.0117965j 0.0274215+0.00356527j -0.0376552+0.0100213j -0.0220613+0.000568925j 0.0137463+0.00227556j -0.0383551-0.00666932j -0.0632837-0.00459361j -0.0481471-0.000504206j -0.0979354-0.00205691j 0.0581002+0.011627j 0.00598616+0.00155348j 0.036233-0.00490186j -0.0108836-0.00386488j -0.0833286+0.00810252j 0.0105645-0.00176746j -0.0319692-0.0015992j -0.0336698+0.01167j 0.0164566-0.00383236j 0.00864419+0.00372066j -0.00674855-0.00386j 0.0613827-0.00546002j -0.000755837-0.00197291j 0.022735+0.00106295j -0.0026849-0.00142151j -0.0021244-9.42991e-06j 0.00956283+8.96499e-05j 0.0434806+0.00530876j -0.0373579+0.010264j 0.0323199+0.000847352j -0.0254845+0.00325252j -0.00256048+0.00349113j -0.00487499-0.00268624j 0.0246279-0.00868334j -0.00111032+0.00314694j -0.0295765+0.00130845j -0.0103654-0.00300731j -0.00609162+0.00592653j -0.0150825+0.00134358j -0.00279797-0.00133093j 0.00134913+2.24885e-05j 0.00454511-0.00139288j -0.00612224+0.0015757j -0.000840743+0.000813544j 
-0.00434946+0.00489852j -0.00591495+0.00102222j 0.0144068-0.00964818j -0.015757-0.00257053j 0.000282898+0.00778367j 0.017924-0.000365843j 0.00539583+0.00122737j 0.0358264-0.00321457j 0.0508725+0.00517881j -0.00655936-0.00199086j -0.105636-0.00557751j -0.0352844+0.00506419j -0.0150109-0.00991822j -0.0121035-0.00656877j 0.0663625+0.0028427j 0.0594025+0.00153029j -0.128397-0.0114108j 0.0122073+0.00138774j 0.0240166+0.00458557j 0.109765-0.00414698j -0.00834638+0.00412696j -0.0853026-0.00565583j 0.0350414-0.00309275j -0.0665525-0.0140939j 0.00655242+0.00334716j 0.0961106+0.0020965j -0.0132773-0.00164517j -0.0786533-0.00112119j -0.0538317+0.00513249j 0.026058-0.0022615j 0.00363571-0.0035722j 0.0302778-0.00101098j -0.0182486+0.00584109j 0.0267328-0.00165106j -0.0110363+0.00362897j -0.0136577-0.0102455j 0.0264209+0.000663549j 0.0323548-0.00395007j 0.0155188+0.0037982j 0.0319224-0.000103691j 0.00356535-0.00110633j 0.0214805-0.00710943j -0.0137969+0.000253371j 0.0124014+0.00464583j 0.0255494-0.00492375j 0.0194823-0.00283181j -0.0203768+0.00371828j -0.0227876-0.00131461j 0.00314285-0.00764535j -0.0218266+0.00177955j -0.0024801-0.00126412j -0.0165695-0.00183172j 0.0246626-0.00238411j 0.00585763-0.00528572j -0.00477664+0.00283364j 0.00267872+0.000416124j 
-0.00641727-0.00375986j -0.000493101-0.00336204j 0.00417155-0.00626585j -0.0469261+0.00983048j -0.00456522+0.00548484j 0.0537058-0.0017451j -0.0091466+0.00336526j 0.117408+0.00754248j 0.0421508+0.0142855j 0.0227222-0.0109308j 0.0706529-0.0101785j -0.0912827-0.000228406j -0.00904503+0.00885233j 0.131007+0.00180774j -0.00469591-0.00904069j -0.0682077+0.000743899j 0.0513983+0.000571393j -0.0845517-0.00238044j -0.0864916-0.00046918j 0.0847507-0.00686247j -0.0162194-0.00320376j -0.0194645+0.00670036j -0.0499886+0.00163605j 0.0031137+0.00233617j -0.010568+0.0055767j -0.00546261+0.00644411j 0.00820662+0.00347294j 0.0277552+0.00283569j 0.0182564+0.000608074j -0.00772022+0.00203425j -0.00841233+0.00259888j -0.0130204-0.00644586j 0.0298413-0.00363546j -0.0841607+0.00436638j 0.00731803-0.000145676j -0.0378483+0.00235334j 0.0136146+0.00971807j 0.0325275-0.00402916j -0.0133591+0.00557721j 0.00711047-0.00923697j 0.0283648-0.00697599j 0.0246411+0.000194411j -0.0262443+0.00386591j 0.000607876-0.000259036j -0.0348302-0.000283742j 0.00708781-0.00471813j 0.001684-0.00256895j 0.0227286-0.00272887j -0.00896404+0.00249893j 0.0163945-0.00350615j -0.00628124+0.00268436j -0.0101613-0.00017398j 0.00775249+0.00120812j 0.0107719-0.000603293j -0.00284702-0.00142328j -0.00934699+0.00352061j 
