0.155897-6.93889e-18j 0.0761025+0.0167851j -0.0475283-0.0858521j 0.0167134+0.041845j -0.0088575-0.0289277j 0.0480139-0.0346134j -0.00891298-0.0267212j 0.00126742+0.0283118j 0.00935732-0.0117445j -0.0154384+0.00205057j -0.0140908-0.0364923j 0.0922544-0.00236099j -0.0139298-0.0703589j 0.0398158-0.0374383j 0.00290391-0.0529292j -0.00269264+0.00687302j 0.0292147+0.0348644j 0.00677423+0.00466064j 0.0248563-0.0851404j -0.0466341-0.0675264j -0.0110989+0.00415073j -0.0412515+0.0618343j -0.0202617+0.0468788j -0.0423783-0.0382071j -0.0189838-0.0564924j -0.0120874+0.00870859j -0.00861149+0.0321753j 0.00406305+0.0379545j 0.00816543-0.0166539j -0.00914136-0.0138407j 0.00554681+0.031102j -0.010433+0.0397026j 0.000728303-0.0784015j -0.00155652-0.00917859j -0.00576957-0.0457026j 0.0467574+0.0148352j 0.00733337-0.0818514j 0.00666239-0.0181547j -0.0272563-0.0429361j -0.0433854-0.0131594j -0.0359149-0.0122819j -0.0199983-0.0647747j 0.134936+0.0161077j 0.0088459+0.0642474j 0.0275582-0.0380225j 0.0561503-0.00571709j 0.0172267+0.0181525j -0.0298689+0.0193244j 0.0606662-0.0309045j -0.0453052-0.0175104j -0.00196561-0.01209j -0.00339793-0.00448108j -0.003762+0.000349788j -0.0138914+0.0364403j 0.12219+0.0597523j -0.00326474+0.0344843j 0.0173417-0.0406966j -0.126185-0.111499j 0.0451277+0.101515j 0.0636572-0.0638784j -0.126096-0.0352088j -0.0197204+0.328379j 0.170401-0.0478614j 0.0132794-0.0499943j 0.119859-0.0217784j -0.00859029+0.152771j -0.132913-0.0759709j 0.0923796-0.0192982j -0.172887-0.0767215j 
-0.0433854+0.0131594j -0.0454164+0.0169745j 0.0844331+0.0350638j -0.0706982-0.123368j -0.00867704-0.13202j 0.062373-0.0282999j -0.0927153-0.0367621j 0.101752-0.165242j 0.026313+0.00881641j 0.00347583+0.0331674j 0.114139-0.0194925j -0.127845+0.113146j 0.055114+0.0237891j 0.0450569-0.0713546j -0.114215+0.0520367j 0.0957234-0.0376056j -0.00361113+0.0867584j -0.0588362+0.0235195j -0.176238-0.0250145j -0.0370839-0.125121j 0.0526348+0.0619421j -0.149632+0.0115249j 0.010984-0.0289482j -0.00565807+0.00589565j 0.028169-0.0156519j -0.000173684-0.00586892j 0.0110829+0.0215038j 0.0110576+0.039225j -0.0188672+0.0230756j 0.0430565-0.12667j 0.0903089-0.0196373j -0.0704311+0.0939522j 0.0993097-0.00263223j -0.0296902-0.0235229j -0.0674027-0.057179j 0.0821093-0.0857818j 0.0401547-0.0173716j -0.0429355-0.119394j -0.00490325-0.0150595j 0.0765522-7.98667e-15j -0.0392558-0.0031793j -0.0233804+0.0535274j -0.0310112-0.0725721j 0.0882711-0.0539723j -0.0231284-0.0178197j -0.0480698+0.0132291j 0.0383174-0.0537407j 0.0511808-0.0573053j 0.104932-0.0372126j -0.0794292+0.0632401j -0.132657-0.0180478j 0.0550368-0.00990855j 0.0339099+0.134406j -0.126339-0.0497236j -0.0593313-0.0606453j -0.0199011-0.0501718j 0.00430586-0.0912272j -0.0233944+0.0236937j -0.0513975+0.0552709j 0.0847121-0.00706343j 0.0413332+0.0508884j -0.0762505-0.0653135j 0.0519387-0.0619232j -0.00168021-0.114283j -0.0172629+0.0283952j -0.0557924+0.0265158j 0.00969988-0.0623857j 0.0146878+0.0130675j 0.02804-0.000283223j 
-0.0359149+0.0122819j -0.0251346-0.023746j -0.0682556-0.0339625j 0.0124715+0.0697981j 0.0488479+0.0468412j -0.0941786+0.0576399j -0.0153678+0.00336864j -0.0524871-0.072644j -0.0235177+0.0376426j 0.159065+0.020567j -0.0739462-0.089286j -0.0393088-0.0768124j -0.0431453+0.0562593j -0.0649294-0.0207673j -0.0288172-0.0168526j 0.0661677-0.0745348j -0.0600822+0.0070936j 0.0939736+0.0109562j 0.107477-0.0219958j -0.0327986+0.0186355j 0.000665418+0.00992097j -0.073265+0.0961514j 0.0579002-0.157857j 0.075754+0.0411663j -0.0873852+0.0315077j 0.0116115+0.0112461j 0.114156+0.0436427j 0.035219-0.0386854j -0.0103879+0.0528291j 0.0219703+0.0821826j 0.0909748+0.016602j 0.0122042+0.0622994j 0.062862-0.0366956j 0.0234352-0.00999469j -0.019679+0.151596j 0.0474179+0.0448924j -0.0975026-0.000664729j 0.156653+0.0473598j 0.0427049-0.00801125j -0.0392558+0.0031793j 0.0542544-1.80411e-16j 0.0711999+0.0868881j 0.0376357-0.0283853j 0.11302-0.0720535j -0.0193492+0.116471j 0.131184+0.0201745j -0.0819759+0.0267867j 0.0633309-0.0282958j 0.00259629-0.0117502j -0.0624785+0.0534903j 0.079431-0.0534766j 0.0686842-0.00690087j 0.0658776+0.00621072j 0.0596017+0.0188709j 0.0654466+0.077352j -0.00485526-0.0736598j -0.00806023-0.00752759j -0.0336394+0.115356j -0.0376271+0.0211123j 0.0466827+0.0183914j -0.0283719-0.0647959j -0.0856782+0.0824655j 0.0477884-0.0203655j 0.0488675+0.0440237j -0.00753721-0.0083226j 0.0645424+0.0227471j -0.000632083-0.0397234j -0.0574674+0.0322336j 0.0385865-0.0129027j 
-0.0199983+0.0647747j 0.0310636-0.00708035j 0.00543306-0.0228652j 0.0331939-0.00928351j -0.0508027-0.14228j -0.133346-0.115006j 0.0642021-0.149636j -0.0454986+0.0152932j 0.0349571+0.0565956j 0.0143936-0.00136571j -0.0858803+0.0269267j 0.0414914-0.133515j -0.0553315+0.0422737j 0.0083361+0.113629j 0.0995888+0.0527398j -0.0771894-0.0411795j 0.000196768-0.0687852j 0.115778-0.0929323j 0.0175327+0.00140871j -0.0118653+0.083366j 0.103825-0.0363333j 0.124683-0.0910007j 0.0745225-0.0237042j 0.0275012-0.0525439j 0.0313514+0.0890042j -0.059894-0.00184751j 0.00257804+0.00274503j -0.0955348+0.102697j 0.138705-0.0121769j 0.0370385-0.0259737j -0.0698976-0.0443444j 0.0409794+0.0429j 0.0126082+0.0142706j 0.0759563+0.0438789j 0.0533326-0.00826786j -0.0341226-0.0236626j 0.0633112+0.020291j 0.055188-0.0655938j 0.0586813+0.0763635j -0.0233804-0.0535274j 0.0711999-0.0868881j -0.110223-1.96371e-15j -0.0341225+0.00289746j -0.00663024-0.0129513j 0.029823+0.0683668j 0.166149-0.0436104j -0.0183072+0.0911099j -0.00130496-0.00395652j 0.113662+0.0230425j -0.0501314+0.04557j 0.018649+0.0335841j 0.0573683-0.0303927j 0.0168001-0.0496563j -0.045661-0.0376214j 0.0716459-0.186508j 0.0160052+0.0133452j -0.0947419-0.0464373j 0.0163375+0.000448156j -0.00726617+0.0368195j 0.0150002-0.0255901j -0.101347-0.0185029j -0.0216141+0.0871169j -0.077654-0.0292909j 0.0205362-0.067813j -0.0120996-0.00331228j -0.00700491+0.0231982j -0.0348761+0.0888958j 0.0710389+0.0388528j -0.0608954-0.0441347j 
0.134936-0.0161077j 0.0102851-0.114834j 0.0819182-0.00176743j 0.0296444+0.0415431j 0.161131-0.120027j -0.0686227-0.0254126j -0.01223+0.0101575j 0.0449349-0.136169j -0.0359407+0.119092j 0.0176582-0.0327858j 0.0266432-0.00798686j -0.0243467-0.0300764j -0.0104462+0.0674959j -0.0531962-0.0759193j 0.0116604+0.0357441j -0.000387181+0.0160027j -0.0544774-0.0214131j -0.032421+0.0304786j -0.0442088+0.0379264j -0.0120305+0.0469134j 0.154005+0.000428677j -0.0269006+0.0534884j 0.0995528+0.023807j 0.0243714+0.0920123j -0.0073215-0.0118464j 0.17179-0.0370685j 0.0920557+0.0299051j 0.0457726-0.00900937j 0.00899732+0.0598182j 0.0587889+0.0839334j 0.0856439+0.131812j -0.0596294+0.0975148j 0.107125-0.0630706j -0.0220902-0.0418331j -0.0493245+0.0238155j 6.22089e-05-0.0849906j -0.0221622+0.0396809j -0.0335348+0.024488j -0.0457397+0.06736j -0.0310112+0.0725721j 0.0376357+0.0283853j -0.0341225-0.00289746j 0.0334656+1.08455e-14j -0.0938245+0.111978j -0.0290779-0.0177802j -0.0670984+0.0724049j -0.0249383+0.0386031j -0.093365+0.0714874j -0.0753338+0.0539982j 0.0102451-0.0618663j 0.00439528+0.0305785j -0.0215571+0.00505218j -0.0517382-0.0347274j 0.0243117+0.0657166j 0.046344-0.024315j 0.0673702+0.108241j -0.072902-0.01702j 0.0571569-0.129469j -0.0435696+0.0294457j 0.00933431-0.0674441j -0.114583-0.0334378j -0.0577968-0.0269321j -0.0131473+0.00326368j -0.063619-0.0730036j -0.026601-0.0338831j 0.0490286-0.0558559j -0.00327071+0.0968636j 0.0776619-0.0467147j 0.0511368-0.000109599j 
0.0088459-0.0642474j 0.031373+0.076229j 0.0241243-0.0628631j -0.0916552+0.0316153j 0.0747616-0.0802887j 0.0842171-0.00686221j 0.00472001+0.0487387j 0.018748+0.0338235j -0.0848425+0.0503325j 0.00770168-0.0718807j 0.0149325-0.0100289j -0.00882597+0.0793803j 0.151349-0.00740254j 0.0816167-0.068547j -0.0639172+0.0490113j 0.0428414+0.0101259j -0.081983+0.0362838j -0.0660647+0.160798j -0.0195992-0.106082j 0.0653037+0.0210421j -0.00559676-0.0250909j 0.0473577+0.000234539j -0.00556275-0.00547357j 0.103113+0.0477714j -0.0966821-0.00133909j 0.00861288+0.00338241j -0.0797382-0.0247423j -0.0453383+0.0480376j 0.0196232+0.00284798j 0.0180181+0.0243592j 0.0132741-0.0292577j -0.0345749+0.0093929j -0.064442-0.0155098j 0.0170511+0.0104736j 0.0582481-0.0250117j -0.0276994-0.0130566j -0.01476+0.0584912j -0.020228-0.0274099j -0.00619896+0.0368926j 0.0882711+0.0539723j 0.11302+0.0720535j -0.00663024+0.0129513j -0.0938245-0.111978j 0.0545326-3.47812e-16j 0.0844947-0.193336j -0.0125288-0.00304572j -0.117897-0.0389887j 0.0638188-0.0910939j 0.0759737+0.0807222j 0.0374846-0.0265351j -0.0312196+0.00498315j -0.0391158-0.0236148j 0.00275311-0.0832141j 0.0435232-0.174031j -0.0490609+0.0576805j -0.0368957+0.0405744j -0.0118602+0.0120196j -0.0360337-0.0262176j 0.00947797-0.0756075j -0.102156+0.0399678j -0.0900767+0.112487j 0.0266445-0.119168j 0.0618463-0.00263648j -0.0323946-0.0411774j 0.00244325+0.0729097j 0.072312+0.0678017j -0.156003+0.0663619j 0.00584699-0.0236042j -0.00442255+0.0133309j 
0.0275582+0.0380225j 0.00444867-0.0216871j -0.0667923+0.00691864j -0.0261333-0.0453443j 0.0280628+0.00363257j 0.0310419-0.00627478j 0.0558035-0.0606716j -0.0582999-0.0153737j -0.00677935-0.00573666j 0.01232+0.0355494j 0.036007-0.0284209j -0.0223733-0.0092405j 0.0387506+0.0188864j 0.0264899+0.0383573j 0.0126247-0.0254136j 0.0169689-0.0363901j -0.0463838-0.0207466j -0.0516156+0.0230691j 0.0449745+0.0462521j 0.031523+0.0330356j 0.0280482-0.0222895j -0.0027905-0.082545j 0.0321804-0.0714011j -0.0618551-0.0735764j -0.00375351-0.0321078j 0.00836314-0.0130257j 0.1003+0.0393629j -0.0549173+0.0801913j 0.0187767+0.0101482j -0.0542283-0.00701908j -0.0577134+0.0407414j 0.00566183+0.139094j 0.0246509-0.00669741j 0.0464052+0.0273268j 0.0486172-0.112658j 0.0113056-0.103807j 0.0847475-0.0325548j 0.0180961+0.0212379j 0.0178534+0.109183j -0.0231284+0.0178197j -0.0193492-0.116471j 0.029823-0.0683668j -0.0290779+0.0177802j 0.0844947+0.193336j -0.0478368-2.77556e-17j -0.10149+0.0944527j 0.0248386-0.0180405j 0.111864+0.0448161j 0.0822372+0.0285974j 0.0768724-0.00702656j 0.00191023-0.0402772j -0.0150631-0.0154618j -0.107678-0.0958238j 0.0481346+0.113094j -0.0192843-0.00581428j -0.0758867+0.0633766j -0.11022+0.096958j 0.0161707+0.074646j -0.0620353+0.259895j -0.0852404+0.111733j 0.0377454-0.00560248j 0.0488462-0.0624813j 0.00729314+0.0845901j -0.0319322+0.131931j -0.109919+0.0952652j 0.0675105+0.00567516j 0.0313408+0.103897j 0.0536481-0.00688676j -0.0126156+0.0730296j 
0.0561503+0.00571709j 0.00319409-0.125992j -0.0366312-0.0530873j 0.0227306-0.0700379j 0.0647219-0.0464895j -0.0498677-0.00370378j 0.0416396-0.0685396j -0.0130773-0.112775j -0.0431196+0.0320518j 0.0222566+0.00129872j -0.0398278+0.0346271j 0.0180302-0.0107256j -0.00651251+0.0763661j 0.111035+0.0129047j -0.022664-0.0750174j 0.0220605+0.0116993j -0.0187221+0.00185215j 0.0685823-0.0833451j 0.0837083+0.0251042j -0.0465828-0.0415943j -0.0268205+0.000359077j 0.0732695+0.011642j -0.0218807-0.0664618j -0.0378261-0.0715291j -0.0191521+0.0570208j -0.0273998+0.0898864j 0.0203284-0.0528513j 0.0152201+0.080908j -0.00825497+0.00816922j -0.00339302-0.122636j 0.0101727-0.163697j 0.0417677+0.0666074j 0.0343609-0.0575027j 0.027408-0.0169669j 0.0188728-0.00108484j 0.0337437+0.0900065j -0.0161164-0.0132847j 0.00991398+0.0986471j 0.0467578+0.0226488j -0.0480698-0.0132291j 0.131184-0.0201745j 0.166149+0.0436104j -0.0670984-0.0724049j -0.0125288+0.00304572j -0.10149-0.0944527j -0.12019-1.33574e-15j 0.0443328-0.125887j -0.0282792+0.02637j 0.0014046+0.0528654j 0.0581544-0.0998566j -0.0286417-0.00102249j -0.131731+0.0445019j 0.0842786+0.078693j 0.108321-0.00545025j -0.0380446+0.0640828j 0.00219538-0.102397j 0.128763+0.00614456j -0.184053+0.112468j 0.00291722-0.0668066j 0.125935-0.087259j -0.0290642+0.0240291j 0.0852521-0.0177838j 0.0965118+0.153557j 0.0482097+0.0118282j 0.00866995-0.112592j -0.00699295-0.0975103j 0.00906326-0.0617612j -0.0944986-0.0343789j 0.061411-0.0454414j 
0.0172267-0.0181525j -0.0348654+0.0192669j 0.0781336-0.00575387j -0.0131708-0.125192j -0.0147735-0.0398373j 0.0462766-0.0297809j -0.0653522-0.0696371j 0.0443829-0.0643349j 0.0480266+0.0147971j -0.0389515+0.00440105j 0.0656339+0.014582j 0.0116119+0.00330474j -0.0296025-0.00789663j -0.0178814-0.0158691j 0.04882+0.0625571j 0.0305169+0.00188131j -0.0682411-0.040453j 0.0145518-0.0457563j -0.0434775+0.1301j 0.0727575+0.0884655j 0.0928737-0.00474884j -0.101594-0.0954604j -0.0302513-0.0249376j 0.0324641-0.0239744j 0.101816-0.0234415j 0.0230576+0.0148643j 0.0131776+0.0835976j 0.00456372+0.0608788j 0.00849736-0.031102j 0.0230032-0.0166871j -0.00833485+0.117228j -0.00971187+0.0621661j 0.019832-0.0358114j -0.0196744-0.0275636j -0.0152846-0.0172724j -0.014897+0.0453109j -0.0152576+0.031056j 0.0200209+0.0720091j 0.0104098+0.052383j 0.0383174+0.0537407j -0.0819759-0.0267867j -0.0183072-0.0911099j -0.0249383-0.0386031j -0.117897+0.0389887j 0.0248386+0.0180405j 0.0443328+0.125887j 0.0781145+1.41831e-14j 0.0680326-0.0295728j 0.105752+0.12202j -0.0104662-0.0982008j -0.0343705+0.00338323j 0.0421145+0.0160023j 0.0683395-0.0358411j -0.116056-0.018197j -0.0619879-0.00461932j 0.0296727-0.0623119j -0.00183786-0.135503j -0.0667326-0.018811j 0.104924-0.123985j -0.0305197-0.102044j -0.0405779-0.151723j 0.0128467-0.00616958j -0.0123015+0.00910748j 0.0959117-0.0646155j -0.0479047-0.0976759j 0.0274525-0.107631j -0.0157441+0.111893j 0.0714862+0.0470998j -0.0973789-0.000881068j 
-0.0298689-0.0193244j -0.0250884+0.00191051j 0.0243898+0.011458j 0.0595307+0.0716856j 0.00763755+0.107214j 0.0299549+0.179316j -0.026079+0.0879776j 0.00848473-0.0151133j 0.00401166-0.0490565j -0.012901+0.095385j -0.00147778-0.0569425j -0.0415517-0.0632995j -0.0243089-0.0149151j -0.0431369+0.087216j -0.00411873+0.0314245j 0.00622207-0.003123j 0.0334078-0.114778j 0.00822115-0.0294863j 0.00575276-0.0526202j -0.00695533-0.0787556j 0.0127061+0.0437865j -0.0375702+0.00689307j -0.0135099+0.0106498j 0.0280703-0.0925102j 0.0327623-0.0282815j 0.0496736+0.0290119j -0.0577689+0.0893983j 0.0636776+0.0246556j -0.0296223-0.00447717j 0.0097979-0.0501154j -0.0367965-0.0421097j 0.0645471+0.0226529j -0.049128-0.0350903j -0.00994111+0.000705404j 0.00231512-0.000722659j 0.0351851+0.046205j 0.000213486+0.0272702j 0.0405309+0.0701698j 0.120465+0.00850235j 0.0511808+0.0573053j 0.0633309+0.0282958j -0.00130496+0.00395652j -0.093365-0.0714874j 0.0638188+0.0910939j 0.111864-0.0448161j -0.0282792-0.02637j 0.0680326+0.0295728j -0.080761+4.3715e-15j -0.0315348+0.0742325j 0.0869655+0.00281212j 0.0749677+0.0647825j 0.0425822+0.108802j -0.0616863-0.0810395j -0.0662013-0.0388932j -0.143693+0.114044j -0.0680317-0.095669j 0.140124+0.109227j -0.156877+0.105964j -0.135104+0.10109j 0.177064-0.182338j -0.0769238+0.0239824j -0.0321651-0.00634623j -0.103365+0.0200014j 0.0113355-0.0747684j 0.0145425+0.0202337j -0.0652325+0.0857719j 0.0261321+0.0267836j 0.038741+0.0398878j -0.0316044-0.012903j 
0.0606662+0.0309045j -0.0485979-0.0041953j 0.020164+0.0992748j 0.0177078+0.123899j 0.00555167-0.0335901j -0.00695309-0.0755972j -0.0274355+0.0218078j -0.0256447-0.0610108j 0.0392997+0.0316899j 0.0087946+0.0660141j -0.0248376-0.0589851j -0.0563714+0.00512091j -0.028753-0.0897029j -0.0649102-0.06863j 0.00547141+0.0211158j 0.0426785-0.0133486j -0.00890844+0.0309674j 0.0117997-0.0209157j -0.0186531-0.0106309j -0.0816676-0.0301159j -0.0592332+0.0780077j -0.0306762-0.0191781j -0.0211955-0.069606j -0.0228083-0.0308729j 0.00180213+0.131682j 0.00533504+0.0383668j -0.00418905+0.0283243j 0.0672891+0.0425468j -0.0580232+0.0167715j -0.0391735-0.0488929j 0.0789673-0.0494551j 0.0358235-0.0238782j -0.0212186+0.038083j -0.00242536-0.0374967j -0.0193455+0.0231187j 0.122248+0.0627553j -0.0756519+0.00699991j 0.0834851+0.0962886j 0.0953723-0.0128994j 0.104932+0.0372126j 0.00259629+0.0117502j 0.113662-0.0230425j -0.0753338-0.0539982j 0.0759737-0.0807222j 0.0822372-0.0285974j 0.0014046-0.0528654j 0.105752-0.12202j -0.0315348-0.0742325j -0.0495774+1.61156e-15j 0.0833371+0.0886099j -0.0673609+0.0934163j 0.00449649+0.0339455j 0.0443972-0.0904953j 0.026528+0.119858j -0.102109+0.00998021j -0.105894+0.0338708j -0.0583274+0.0460052j -0.0459952-0.0581988j 0.149315-0.0317449j -0.189753+0.0928919j -0.158805+0.0132611j 0.0367901+0.0191923j -0.236463+0.143425j 0.0641984+0.00703098j -0.0119951+0.0371582j -0.0567765+0.0945575j 0.0499874-0.0677372j -0.0144414-0.013812j -0.00912969-0.101202j 
-0.0453052+0.0175104j 0.0117764-0.00972078j -0.0648444-0.0503809j 0.00760456+0.0502825j 0.0122546+0.0325851j 0.0358957+0.0916656j 0.0572773+0.0214048j -0.00572977+0.0400799j -0.0150264-0.00777928j 0.0229726+0.00533363j -0.0526831-0.010241j -0.0355546-0.0151653j 0.0404096-0.0144899j 0.00422406-0.000850448j -0.0121372-0.00859411j 0.00767722+0.0598979j -0.0745012-0.05481j -0.0232527+0.0582724j 0.0203319-0.0856128j -0.0861481-0.00152649j 0.0740876+0.0581258j -0.0152+0.00772713j 0.0038946-0.0378091j -0.065933-0.0560314j 0.0572358-0.00550588j 0.0147858-0.03474j 0.0442852+0.0385334j 0.0375707+0.00132737j 0.0422192+0.0277991j 0.0487622+0.050482j 0.0123649+0.0633676j 0.0287704+0.038241j 0.0659578-0.0316485j -0.0112499+0.0488095j -0.0527412-0.0141739j -0.0786341-0.0982904j 0.015092-0.0121525j -0.060703+0.0496601j -0.0028702+0.0386556j -0.0794292-0.0632401j -0.0624785-0.0534903j -0.0501314-0.04557j 0.0102451+0.0618663j 0.0374846+0.0265351j 0.0768724+0.00702656j 0.0581544+0.0998566j -0.0104662+0.0982008j 0.0869655-0.00281212j 0.0833371-0.0886099j -0.160624+1.44676e-15j 0.0365351-0.00783215j 0.0521202-0.0198258j -0.0552738+0.0443024j 0.0533003-0.00964671j 0.0787978-0.0704548j 0.0763872+0.0324835j 0.237596-0.0865349j 0.02196-0.0940777j 0.209362-0.0572228j 0.0867341-0.0529867j -0.071283-0.116488j 0.0520611+0.0491288j -0.0110344+0.117445j -0.0361989-0.0476587j -0.00834904-0.0549106j -0.044044+0.0183082j 0.057437+0.0060405j 0.0266794+0.03907j -0.00109393+0.00828181j 
-0.00196561+0.01209j 0.00344472+0.0256814j -0.0405776+0.0589418j 0.00388454-0.0232636j -0.0322856-0.0575228j 0.0980717+0.0660822j 0.0770932-0.104772j -0.0592606-0.0602521j -0.109862-0.0930052j -0.0115477+0.211779j 0.0305845-0.00887824j -0.109789+0.096536j 0.0649969-0.00320796j 0.0439468+0.0622672j 0.022781+0.135941j -0.0498189+0.0258393j 0.010907-0.0205183j 0.00751878+0.0512207j 0.105701-0.0653361j -0.112943+0.11901j -0.017933-0.0310776j 0.000726205-0.0543079j 0.0573287+0.0108612j -0.0218525+0.0445799j 0.0426912-0.0228777j 0.0184016+0.0580507j -0.0259197-0.0173846j -0.0382246-0.00417458j 0.0111055-0.0804186j -0.0146154+0.0510281j -0.0925939-0.0860823j 0.0229758-0.0398313j -0.00904628-0.00674065j -0.0191424+0.00706489j 0.111344+0.00751243j 0.073086+0.0304304j 0.00349384-0.0401617j 0.0389414+0.0851911j -0.0279834-0.0568467j -0.132657+0.0180478j 0.079431+0.0534766j 0.018649-0.0335841j 0.00439528-0.0305785j -0.0312196-0.00498315j 0.00191023+0.0402772j -0.0286417+0.00102249j -0.0343705-0.00338323j 0.0749677-0.0647825j -0.0673609-0.0934163j 0.0365351+0.00783215j -0.196573-1.33846e-13j -0.00508279-0.0122799j 0.0846383-0.0358263j -0.00456814-0.0172942j 0.0439463-0.0410937j -0.123243-0.0153467j -0.0999642+0.0139445j 0.0381274-0.0887839j 0.0329239+0.092965j -0.0229676+0.0026547j -0.0426145-0.0830702j 0.0179319+0.0188655j 0.0220002+0.0377299j -0.0159165-0.00811685j -0.0020997-0.0893339j 0.00838267-0.0976832j 0.0153185-0.012958j 0.024637+0.00729695j -0.0144285+0.0140828j 
-0.00339793+0.00448108j -0.00866232+0.00235653j -0.0595979-0.0768992j -0.0240876+0.0332076j 0.0705505+0.0617058j 0.00330175-0.0320136j 0.00551814+0.145636j -0.00171839+0.0678012j 0.0813099+0.126459j 0.00309842-0.226044j -0.0361955+0.0265711j 0.0261617-0.0517022j -0.00441016-0.000459531j 0.0407508-0.09749j -0.00612265-0.0743372j 0.0132068-0.0319044j -0.0860524-0.041377j -0.0981568+0.0867671j -0.0518136+0.0142644j -0.0807127+0.0910348j 0.0557102-0.00283022j 0.0645186-0.0331181j 0.00020055-0.109483j -0.0208811+0.0305789j 0.0157664-0.0354098j 0.0708176+0.0041864j -0.0115038+0.0177397j -0.0195332+0.0130595j -0.00279956+0.0760698j -0.0317647-0.113267j -0.00860211-0.0105259j -0.0736753-0.0122504j 0.000652414-0.0184051j -0.0409903-0.0229212j -0.022643+0.0377335j 0.0206544+0.0486866j -0.053528-0.0542705j 0.0141199+0.0743159j -0.0958209-0.0634873j 0.0550368+0.00990855j 0.0686842+0.00690087j 0.0573683+0.0303927j -0.0215571-0.00505218j -0.0391158+0.0236148j -0.0150631+0.0154618j -0.131731-0.0445019j 0.0421145-0.0160023j 0.0425822-0.108802j 0.00449649-0.0339455j 0.0521202+0.0198258j -0.00508279+0.0122799j -0.158918-1.1127e-13j 0.132131-0.0143443j -0.0431033-0.00712767j 0.0217473-0.0284943j -0.141522-0.00305477j -0.0561775-0.00299022j -0.0277234-0.0374195j -0.039865+0.0990906j 0.00331749-0.0369842j -0.0136382-0.0375008j -0.0161881+0.0168659j 0.0501069+0.0102425j -0.0179106-0.00965713j -0.00764885-0.0933585j 0.000335824-0.085123j 0.0132324-0.00633835j 0.0182961+0.012575j -0.015503+0.0128853j 
-0.003762-0.000349788j -0.023082+0.0126402j 0.00366255+0.0305518j 0.0179314+0.0329899j -0.0592913+0.107876j 0.00127014-0.0132587j -0.00547952+0.012166j -0.0103748+0.0113675j 0.0152525-0.043931j 0.00185646+0.0502165j 0.0272758+0.0137675j 0.0164681+0.0220085j -0.0465366-0.00793891j -0.0410744+0.0873229j 0.01294-0.0378304j 0.0140422+0.0355591j -0.0197098+0.0917702j -0.0265969+0.0809418j 0.0268859-0.0865201j 0.102735+0.199209j 0.00709259-0.099525j -0.0587369-0.0118071j 0.0496161-0.0115788j 0.0478952+0.0226443j -0.00394523-0.166647j -0.0351587-0.0565574j 0.0224251+0.149682j -0.0198177-0.0669279j 0.00394245-0.0342641j 0.0114553-0.0423953j 0.00667836-0.0711641j -0.00244915-0.0710458j -0.00304681-0.0493406j 0.000825067+0.00625116j 0.00387049+0.0658101j 0.0435385+0.0683497j 0.020783+0.0137966j 0.00459442+0.0113609j 0.0116492-0.11786j 0.0339099-0.134406j 0.0658776-0.00621072j 0.0168001+0.0496563j -0.0517382+0.0347274j 0.00275311+0.0832141j -0.107678+0.0958238j 0.0842786-0.078693j 0.0683395+0.0358411j -0.0616863+0.0810395j 0.0443972+0.0904953j -0.0552738-0.0443024j 0.0846383+0.0358263j 0.132131+0.0143443j 0.0132425-1.15134e-14j -0.187211+0.0277642j 0.0257936-0.0133862j -0.0166267+0.0571159j 0.0214302-0.123889j -0.0530099+0.0101996j -0.0553805-0.0684322j -0.0772177+0.0168057j 0.031613+0.136804j 0.0413418-0.0153389j -0.0665782-0.00156124j -0.0515369+0.010676j -0.0895158-0.13442j -0.00383703-0.0178085j 0.00188011-0.0106835j -0.00875302-0.0289256j 0.014632-0.0133735j 
