-0.0485828-4.16334e-17j 0.15854+0.00533241j 0.0291937-0.0811922j 0.0201496+0.0134904j -0.0468628-0.0381124j -0.0526741-0.0573889j 0.00590138+0.0816342j 0.0372514+0.0829374j 0.014141-0.020441j 0.00545869+0.0121416j 0.0200279+0.0406757j 0.0566251+0.0403804j 0.0575697+0.0132021j 0.0147751+0.078409j -0.022537+0.0114355j 0.054623-0.0786113j 0.0922939+0.00392131j -0.0236513+0.0197864j 0.056306-0.12915j -0.026983-0.110265j -0.0965822-0.0166072j 0.0710404+0.0398079j 0.00164802+0.0463408j 0.0358938-0.0477985j -0.074663-0.0361185j 0.0241797+0.0755308j 0.0645502+0.000196406j -0.0350904-0.0358516j 0.0714725+0.00716984j 0.0737812+0.0156498j -0.025537+0.00729551j -0.0243482+0.108714j -0.0252376+0.0152209j -0.0468605-0.0407934j -0.0692487-0.0364444j -0.0246109+0.02853j -0.0738123-0.0357596j -0.000474662+0.0974731j 0.0104728+0.050545j -0.0220918+0.0222134j 0.00488041+0.0460058j -0.0152204-0.0106413j 0.0272677+0.00875743j 0.0537527+0.0441491j -0.0295672+0.0190369j 0.0458051+0.019615j 0.0153876-0.00416559j 0.016021-0.0309471j -0.0153443+0.0397323j -0.0394524+0.0201j -0.00919417+0.0582403j 0.00885245+0.0349985j 0.0054108-0.00193764j -0.0019758-0.0628966j -0.0165823+0.0127426j -0.0582902+0.0163261j 0.0175255-0.0211753j 0.0143357-0.018271j -0.0133027-0.00620019j 0.0693291+0.0171053j -0.0202735-0.0684776j -0.0799444-0.0593855j -0.0174149-0.0241396j 0.017385-0.0679901j 0.013588+0.00505003j -0.0527072+0.0140265j 0.0582775-0.0267955j 0.0335025-0.0170094j -0.020067-0.0160389j -0.0109636+0.0342402j 0.0372463-0.0198105j -0.00133821+0.0338269j 0.01254-0.0674848j -0.0312468+0.0349519j 0.0222379-0.0441569j 0.000373779-0.0480194j -0.0266189+0.0106424j 0.0170401+0.0438394j 0.00231512+0.0256906j -0.0199709+0.013386j -0.00902726-0.0028642j -0.0414578+0.0597103j 0.100406+0.0625609j -0.0135212+0.216475j 0.109461+0.174464j 0.13061-0.104468j -0.141813-0.00618276j -0.000775024-0.0130102j -0.014921-0.0280796j 0.00400203+0.0688093j 0.0473714-0.0278647j -0.028442+0.0545306j 0.0814323+0.0735471j 0.113193+0.019503j 0.137642+0.114633j 
-0.0692487+0.0364444j -0.0223414-0.168541j 0.0138451-0.0475288j 0.0150106-0.0567159j 0.0755986+0.107847j 0.038039-0.114728j 0.0558957-0.0151831j 0.13834-0.00598394j -0.0451698+0.0142084j 0.0221134-0.0415882j 0.0264264-0.000684239j 0.0749792+0.0245821j -0.014676+0.0772519j 0.0646682+0.0596422j 0.0101135-0.0186852j 0.0336605+0.00667845j -0.0374909+0.117412j 0.0219847+0.0261455j 0.0153754-0.0269588j -0.0791081-0.138754j -0.0341777+0.0517584j 0.100291+0.197358j -0.0704844+0.0324047j -0.129669+0.0589236j -0.0822551+0.033177j -0.0379576+0.0106664j -0.151111-0.0730932j 0.0738332+0.0251386j 0.0896952-0.0487452j 0.101659-0.0998886j 0.111996+0.135726j -0.0857612-0.0545235j -0.0851729+0.0310218j 0.017647+0.0394235j 0.0562317+2.30718e-15j 0.113591-0.0696958j -0.159835-0.0253325j -0.0358256+0.0269814j 0.00998856-0.00724595j -0.0228608-0.0344056j 0.013927+0.0881427j 0.045581+0.00627235j 0.00408821+0.0116266j 0.00811478+0.0269863j 0.00195039-0.067123j -0.0192495-0.0212254j 0.0147617-0.0163419j 0.0369835-0.075247j -0.0202725+0.0256784j 0.0153237-0.0535368j -0.031926-0.0149554j -0.0257815-0.0403347j -0.0483644-0.0326325j -0.00430345+0.00132001j 0.0237064-0.0104775j 0.0336417+0.0221488j 0.00404146-0.0119901j -0.0257544+0.0144899j -0.0128857+0.0409867j -0.0325728+0.0505114j 0.00321793+0.0221319j 0.0134197-0.0114983j 0.0631997+0.0426017j -0.00355576+0.0415348j 0.0080677-0.00342592j -0.0230182-0.0184753j -0.000191554+0.0126643j -0.0113836-0.00949215j -0.00424118+0.0255928j 0.0308354+0.0352338j -0.00606679+0.034424j 0.00824276+0.00952042j 0.0241505-0.0113597j -0.0498564+0.07997j 0.0225555-0.0252405j 0.0514124-0.0250685j 0.0274202+0.0506059j -0.0634143-0.032567j 0.00339858+4.96297e-05j 0.017818-0.0216211j -0.0272551+0.0418564j 0.0748697-0.048999j 0.0215466-0.00463379j 0.0109719-0.0230403j -0.0571754-0.0315644j -0.0421783+0.0217604j -0.0351826+0.0132942j -0.000298618-0.000939779j -0.00037807+0.0381797j -0.0179513-0.0724321j 0.0285963+0.0157102j 0.0133917-0.0278744j -0.029556+0.0468861j 0.0229362+0.000966656j -0.0229543-0.0371773j 
-0.0246109-0.02853j -0.0318473+0.0480401j -0.0136307-0.00742849j -0.0188636-0.0631262j 0.0179708+0.00315647j -0.00558846-0.0506545j -0.0136111+0.00488171j -0.0282354-0.0135354j -0.00485318-0.0308478j 0.0173415+0.0164035j 0.0337457+0.0300714j 0.00160836-0.00209545j 0.0433219+0.0786131j 0.0533891-0.0674154j -0.0317136-0.0298634j -0.0168937+0.0528625j 0.0659475-0.0192095j 0.0882151+0.00250146j -0.11276-0.0436431j -0.0132543-0.0308709j 0.0366121+0.0593686j 0.040789-0.0166697j -0.0437597+0.133591j -0.0838557+0.0661271j 0.0513396+0.0524998j 0.0122811+0.0332636j -0.0261789+0.0362723j 0.0484458+0.0294707j -0.118192+0.0565334j 0.0588856-0.0399243j -0.0305148-0.00128839j 0.0455597-0.0825732j 0.0152874-0.0309777j -0.0261291+0.0137716j 0.113591+0.0696958j 0.020762-5.45397e-15j -0.148055+0.0403346j 0.0235094-0.123792j 0.0419717+0.0124314j -0.082848+0.029975j -0.0106052-0.0444094j -0.0348534-0.0227914j 0.0306419-0.0389173j 0.0922677-0.0037484j -0.0106455+0.0738177j 0.0325846+0.0154011j -0.0517924+0.00589506j -0.0509908+0.12645j -0.00169701+0.00372593j -0.0333072-0.00973457j 0.031842-0.0861839j -0.00163578-0.00435435j -0.00709562+0.0390771j 0.0425802+0.0240204j -0.0179707-0.0044805j 0.0330521+0.0245769j -0.039079-0.0290817j 0.0467167-0.0810898j -0.0159855+0.00597027j 0.038463-0.0415405j -0.0029588+0.0331012j 0.0199638+0.0118309j -0.0430895+0.0171505j -0.00793593-0.0576871j 0.00441464-0.0243316j -0.00557953+0.02255j 0.00925529+0.045691j -0.0291054+0.00932633j -0.0022656-0.0183039j -0.0179281-0.0125192j 0.0392598-0.0588174j 0.00240268+0.0219674j 0.0632261-0.110889j -0.0112845-0.031983j 0.0302284-0.0421507j -0.0373991+0.00276434j -0.0443769-0.0492485j 0.0480441+0.00821433j -0.108377+0.0519514j -0.0555589+0.0298227j 0.0367535-0.127108j -0.126386+0.121734j 0.105832-0.0182989j -0.0343362+0.0326101j -0.0564182+0.0545112j 0.0521959+0.0485566j -0.0357638-0.0373126j -0.0394264+0.0940417j -0.0526628+0.0374528j -0.00687876+0.0860933j 0.0238352+0.0825918j -0.0354691+0.0187438j -0.0361914+0.0338571j 0.0907433-0.000755689j 0.023192+0.0279745j 
-0.0738123+0.0357596j -0.0325075-0.0304602j -0.00137974+0.0121244j -0.0146382-0.0070905j -0.00661039+0.0917866j 0.120827-0.100351j 0.0806259-0.102657j 0.0542433+0.0255424j -0.0235622-0.0245678j 0.0212711-0.00171558j 0.0463+0.0347793j 0.041987-0.0271039j -0.0665992-0.0767662j 0.023327+0.0526324j 0.00280267-0.00214667j -0.00134942-0.03874j -0.043171+0.0840519j 0.00260925+0.0229702j -0.0706073-0.0383978j 0.0358091+0.0896543j 0.0840904+0.032362j 0.0263154+0.124143j -0.0883015-0.0836006j -0.0413035+0.145507j -0.0641405-0.00147586j 0.0715727-0.0104605j 0.0642781-0.0699161j 0.0755438+0.0278186j 0.210856-0.0440076j 0.0115083+0.0744611j 0.109193-0.0420485j -0.0494994+0.0400565j 0.0884169-0.00623791j 0.104853-0.00209024j -0.159835+0.0253325j -0.148055-0.0403346j 0.0852193+9.54965e-16j -0.028829+0.0237863j 0.0163861-0.0413587j 0.0903336-0.0177945j -0.0417862-0.000882093j -0.0333512-0.0446274j -0.00540371-0.0224595j -0.123935+0.0311233j 0.0352225+0.0770032j 0.0067498-0.0533608j 0.0148542-0.0643353j -0.0303708+0.0126989j -0.0210066+0.0207722j -0.0371304+0.0588453j 0.00388283-0.0229449j 0.0242148+0.00963579j 0.0284147+0.0250093j 0.00806611-0.0163862j 0.0635554-0.0537689j -0.0472137+0.0384969j -0.0160888-0.0267984j 0.0544306-0.00910167j -0.0116756+0.0281683j -0.00864239+0.0884834j -0.0436993-0.0324961j -0.0177121-0.0408775j 0.0764589-0.0302608j 0.0233008+0.0356283j 0.0142614+0.0275433j 0.00157028-0.0574578j 0.065068+0.00939881j -0.0189657+0.00995663j 0.0306107-0.0348832j -0.0114379-0.044322j 0.0120728-0.0061304j 4.32565e-05+0.0030186j 0.0287356-0.0138461j 0.033644-0.0844588j -0.0336256+0.0448301j -0.0612401+0.0936946j -0.0140374-0.0168659j 0.0560117-6.19605e-06j -0.0513992-0.0736459j -0.0227954-0.0350463j 0.0303618-0.101737j -0.054213+0.0352857j -0.0676335+0.0960075j -0.0479396+0.0304465j 0.0244695-0.0444607j -0.00745214-0.0659503j 0.0644365+0.0122463j -0.0143157+0.00436049j 0.0306036-0.123955j -0.00677882+0.0534663j -0.0697544-0.00396416j -0.0409929+0.0361577j 0.0042194+0.0314493j -0.0473087+0.0540327j 0.0254364+0.0112612j 
-0.000474662-0.0974731j 0.0719548-0.0204731j -0.0183451+0.0479382j -0.0473858+0.0335829j 0.0607757+0.0287998j -0.155361-0.120795j -0.00550921+0.0715974j 0.0810066+7.19136e-05j 0.00877686+0.0254177j 0.0534841-0.0119468j 0.0425504+0.0242513j -0.016469+0.0177001j -0.055311-0.106343j -0.0103325+0.102183j 0.0221257-0.0217769j -0.0266906-0.0436122j -0.0317187+0.0753148j -0.00148535+0.107104j 0.0449569-0.0558485j 0.023647+0.0362186j 0.0803024-0.0282618j 0.138675-0.13002j -0.00603689+0.0819505j -0.0559513+0.0972998j 0.0133471+0.169296j -0.0224773-0.0746467j 0.134672-0.0184917j -0.0366793-0.035004j 0.077809-0.159062j 0.012304-0.0549252j 0.00756827+0.000381099j -0.106225-0.105466j -0.0548968+0.0418303j -0.0479292+0.0543221j -0.0358256-0.0269814j 0.0235094+0.123792j -0.028829-0.0237863j 0.0689423-9.36751e-16j -0.0133389-0.0725592j 0.127379-0.0901955j -0.0277843+0.134856j 0.0382915+0.0136861j -0.0756005+0.0159277j -0.0378957+0.0359274j -0.0146705-0.0467106j -0.0163742-0.0148798j 0.00239119+0.0777106j -0.00517324+0.0327726j -0.0380045+0.0403949j 0.0127842+0.00594943j -0.0279705+0.0470631j -0.0510718+0.0161648j -0.0248396+0.0161312j 0.0265403+0.0350546j 0.00799642-0.0143827j 0.0374518-0.00741034j 0.0540007-0.0104266j 0.0562461-0.00306442j 0.00512901+0.0686452j 0.0356833-0.0146217j -0.0824368+0.0343801j -0.0175499-0.0276843j 0.0878896-0.0493417j 0.0100105-0.00771846j 0.0201277+0.0266192j -0.0315544-0.00957436j 0.0154251-0.0503942j -0.00487478+0.0325671j -0.0180475-0.0176733j 0.00985346-0.0481327j 0.0105468-0.00548692j 0.0218826-0.0129968j 0.0148244-0.030256j 0.0138048+0.0299984j 0.031476-0.014164j 0.0545609+0.0462092j 0.0443168-0.0288775j -0.0259696-0.0666306j -0.0399566-0.0138529j -0.0472244+0.037846j -0.0238027-0.00959069j -0.0184622-0.0238082j 0.00170658+0.00811715j 0.0145563-0.0162191j 0.0406402+0.0132993j -0.0319271-0.0249311j -0.0284645+0.036913j -0.0213575+0.0304966j -0.0349343+0.0292912j 0.0369367-0.0445291j -0.0247814-0.0160288j -0.00417784+0.00336666j 0.0235707-0.0290009j -0.0131013-0.0446631j -0.0746196+0.0524309j 
0.0104728-0.050545j 0.0418347-0.00370088j 0.00336622+0.021828j -0.0257826-0.00724975j 0.0893286-0.0246178j -0.0902027+0.0806328j -0.0140762+0.0444659j -0.00536535+0.00898683j -0.00407133-0.0339166j 0.038098-0.0155723j 0.0531713-0.0110291j 0.00237708+0.0354727j 0.0128455-0.0323984j 0.0205215+0.0126434j 0.00349935+0.0246286j -0.0365019+0.0148657j 0.00622783-0.0475278j -0.00266415-0.0351316j 0.0137209+0.0063485j 0.0518041+0.0165493j -0.0579034+0.0153427j -0.00126457+0.00182513j -0.0794167+0.0351187j -0.0630172+0.00466052j 0.0467897+0.0578686j -0.127708+0.021336j 0.0517136-0.0107503j 0.00204319-0.0337423j 0.0263048-0.0700544j 0.0537651-0.0694482j 0.0232513+0.0589317j -0.0689039-0.0542814j 0.00959412-0.00316215j -0.00843155+0.0139914j 0.00998856+0.00724595j 0.0419717-0.0124314j 0.0163861+0.0413587j -0.0133389+0.0725592j 0.00767986-6.03684e-16j -0.00482935-0.0595648j -0.045682-0.0258513j 0.0272424-0.00471086j -0.0375037-0.00312032j -0.0462409-0.0584477j -0.00994814+0.0199619j 0.0140053-0.039338j -0.000512609-0.00359825j -0.0390447+0.0095885j -0.0039942-0.143888j 0.0411912+0.171842j 0.024472+0.0168038j 0.0408192+0.00480032j -0.00974653+0.0351925j -0.0197933+0.0315477j 0.0627178+0.00106329j 0.0517737-0.0407234j -0.03722+0.0666246j 0.00439421-0.0244153j 0.0283953-0.0206695j 0.0677253+0.0111484j -0.0470628-0.00439716j -0.0791376+0.0065732j 0.0418004+0.00754495j -0.0148877+0.0325271j 0.0131387+0.0482288j 0.00173191-0.0616436j -9.90117e-05+0.0240991j -0.0138802-0.00225966j -0.00173054-0.0372632j -0.00210194-0.0234049j 0.0755109+0.0734897j -0.00483662+0.00922852j 0.0212072+0.0206044j -0.143461-0.0655597j -0.011924-0.0195725j -0.0984421+0.0267257j 0.0154841-0.0740731j 0.0339058-0.0417874j 0.108839-0.0553642j -0.0365883+0.0568288j -0.0353373+0.0217833j 0.0225031-0.0368257j -0.100705-0.00412043j -0.107442+0.00606283j 0.0141594+0.0251559j 0.0808642+0.011435j -0.0793596-0.0550765j -0.0178171-0.0238637j -0.0936703-0.0255727j -0.0611843-0.019215j 0.00264996-0.0067653j -0.0710268+0.0411947j -0.027153+0.0708131j -0.0164819+0.13893j 0.177906+0.0711058j 
-0.0220918-0.0222134j -0.0660311+0.0847708j 0.0043398-0.000680683j 0.037051-0.0161476j -0.0212167+0.0226331j 0.0172337+0.0672009j 0.000862064-0.0720046j -0.0184064-0.0638849j -0.0132156+0.0260672j -0.0194893-0.00839698j -0.0046849-0.00521689j -0.00117848-0.0144953j -0.0172241-0.0306935j 0.00339648+0.0332873j 0.0184446+0.0118796j -0.00551773-0.0230265j 0.0125377+0.0596465j -0.0404739+0.0170677j 0.0147945+0.0301014j 0.00198008+0.0534473j 0.0134463+0.088421j -0.0166525-0.0566196j 0.0435833-0.0088882j 0.0819254-0.183241j -0.102538-0.0210801j -0.0057279+0.00180473j -0.0571803+0.0479712j -0.011771-0.0798833j -0.0545882-0.0509315j 0.0741933-0.075527j 0.0358214+0.0325054j -0.0692366+0.0232835j 0.0121172+0.0205015j 0.0167485-0.0436988j -0.0228608+0.0344056j -0.082848-0.029975j 0.0903336+0.0177945j 0.127379+0.0901955j -0.00482935+0.0595648j -0.00931638-3.69496e-16j 0.0105996-0.034956j 0.0284431+0.00175434j 0.0329458-0.0638629j -0.00431482-0.0648877j 0.00818223+0.0476268j 0.0674017+0.0322768j -0.0445533+0.0165039j -0.0927102-0.0232191j 0.0173408+0.0274199j 0.0423848+0.0290004j 0.0126282+0.0732765j -0.0414139-0.0932122j 0.0399144+0.0131584j 0.0806645+0.0663894j 0.00660585-0.0783942j 0.0103933+0.00837231j -0.00839128+0.0150542j 0.00400057-0.00497427j 0.0237997+0.0481811j 0.0483421-0.0214862j -0.018393-0.00489332j 0.0492309-0.0252137j 0.00387446+0.0494905j -0.0550933+0.0550757j 0.0518654+0.0153421j 0.0307694-0.0622807j -0.103064+0.115562j -0.0762591+0.0141457j -0.00275963-0.0243852j 0.0329825-0.00270204j -0.00463024+0.0584534j 0.0455416-0.0191482j 0.0568465-0.0437261j -0.00771198-0.053803j -0.00187596-0.045444j 0.0430904-0.0280735j 0.0691024-0.0671063j -0.0226941-0.0132679j -0.0397421-0.00689971j -0.0594445+0.0923887j 0.0233432-0.0209462j -0.0271727-0.0306949j 0.0731949-0.0708568j -0.0260393-0.0970614j -0.0141483+0.105931j -0.0224492+0.117438j -0.109429-0.0291523j -0.0677482+0.0762689j -0.132642+0.147421j 0.0320283-0.0394662j -0.0475387+0.0196112j -0.0409146-0.0321699j -0.0698251-0.0401781j -0.0227841-0.0422586j -0.0818362+0.0698899j 
0.00488041-0.0460058j 0.00303057+0.0815776j -0.0373833-0.003349j -0.00671077-0.0153532j -8.41375e-05-0.0103479j -0.0644019+0.0102539j -0.00293186+0.0235106j -0.0091072-0.0361099j 0.0164192-0.0148899j 0.0256139+0.0578084j 0.0293111+0.0654847j -0.00903119+0.00921654j 0.0632034+0.0556809j -0.046421-0.0513876j -0.0337394-0.00389801j 0.00777733-0.0105908j -0.0124521-0.0289657j 0.035512-0.0415531j -0.0167405+0.0108075j -0.0332756+0.0341695j -0.0736195+0.107066j 0.0479056+0.0166644j -0.0591279+0.115295j 0.021585+0.086541j 0.0552353-0.0358644j -0.0289499+0.00187256j 0.0556346+0.0396689j -0.0370781+0.0150867j 0.00179269+0.0614911j 0.0400494+0.093076j 0.00359277-0.0477488j 0.00566792-0.0496956j -0.0207806-0.00238191j 0.024052-0.0398428j 0.013927-0.0881427j -0.0106052+0.0444094j -0.0417862+0.000882093j -0.0277843-0.134856j -0.045682+0.0258513j 0.0105996+0.034956j 0.028151-8.60423e-16j -0.0223775+0.0129623j 0.00204964+0.00953028j -0.0401952-0.137121j 0.000846255+0.0457179j 0.0303849+0.00935322j 0.00400128-0.0666248j -0.0425635-0.0121961j 0.0484305-0.0495655j -0.0282543-0.0658299j 0.00882102-0.0921681j 0.0165758-0.0614044j 0.0568702-0.0645302j 0.107545+0.00200422j 0.03656-0.0504373j 0.108493+0.0272381j -0.0353438-0.155642j -0.00516515+0.0303293j 0.00609485-0.00844859j 0.00835228+0.135828j -0.0913302+0.0323635j -0.0323729-0.0176159j 0.0345464-0.0298549j -0.0500674+0.0568697j 0.0251027+0.0539573j -0.0323498-0.0284286j 0.018687-0.0727957j -0.041233-0.0223607j -0.00346429-0.0120608j -0.0369506-0.06361j -0.0610819+0.022477j -0.0420708-0.0585736j -0.0335432+0.0100433j 0.0738247+0.0442828j 0.107084-0.0466108j 0.205145-0.123328j 0.0220498-0.0120529j -0.0484695+0.00414883j -0.044718+0.00388082j -0.0136731-0.0246919j -0.0848875+0.0369547j -0.0840624+0.056066j -0.0721189+0.0190425j 0.0419997-0.0197646j 0.00717899-0.0182846j -0.012064-0.033095j 0.0522359+0.0448566j -0.00815629-0.08069j -0.0951696-0.156308j 0.0579259-0.0451479j -0.0471267-0.081567j -0.0448411+0.0339585j -0.0535113+0.07991j -0.118508-0.0921005j -0.0251724+0.151364j 
-0.0152204+0.0106413j 0.00284449-0.0197216j 0.00337242+0.0218468j -0.0387173-0.00807795j 0.0200574-0.000688745j 0.0332213-0.0655934j 0.00647244+0.0276546j 0.0138784-0.0357751j 0.00644359+0.0186995j -0.00649566+0.00291143j 0.00291737-0.0095096j -0.00858636-0.0128423j -0.0224067-0.0115472j -0.0269416+0.0450881j -0.00370283+0.0401423j -0.0103134+0.0108735j -0.00468829-0.0351401j 0.0683159+0.00900685j -0.0226947-0.0290341j 0.0521777-0.0164869j 0.0261841-0.0150847j 0.0155973+0.00477915j 0.00414144-0.00403021j -0.0091252+0.00352152j -0.00719522-0.00548925j 0.00415607-0.00706398j -0.0258984-0.00355599j 0.00161824+0.000770682j 0.010745-0.0337727j 0.0156706-0.048464j -0.0234038+0.0595818j -0.0385972+0.0094438j 0.0303822-0.00634479j 0.0518459-0.120381j 0.045581-0.00627235j -0.0348534+0.0227914j -0.0333512+0.0446274j 0.0382915-0.0136861j 0.0272424+0.00471086j 0.0284431-0.00175434j -0.0223775-0.0129623j -0.109498+3.34455e-15j 0.103392-0.0499941j -0.00089455+0.0499566j -0.0275877+0.166078j 0.0451198+0.0446998j 0.0147422-0.0978558j 0.0884614+0.0102259j 0.0691365-0.105814j 0.0516083-0.0345537j -0.0311812+0.177675j 0.118937+0.0243479j 0.0324436-0.0535046j 0.0983994+0.0425453j -0.0888623-0.0582431j -0.0317214-0.0236914j -0.0364735-0.0572894j -0.0844335+0.115913j 0.0427457-0.113652j -0.0380575+0.0266969j 0.000634275+0.0820596j 0.0282055+0.042828j 0.00803519-0.0551615j 0.0376903-0.0512903j -0.0958807+0.0638739j 0.0123975-0.0513127j 0.0180275+0.0744163j -0.158068+0.0897156j 0.00319186+0.0333879j -0.0500075-0.0102501j -0.00749191+0.0345163j 0.0801117+0.0225387j -0.0911953+0.151572j -0.0412252+0.0541755j 0.016558+0.0364607j 0.0706974-0.0630109j -0.140886-0.0498705j -0.059342+0.0328445j 0.171342-0.136125j 0.0517772-0.0931606j -0.125903+0.00522495j 0.0316921+0.171916j 0.0862218-0.0442138j 0.00216965+0.0799818j -0.0252302-0.0323781j 0.0270935+0.125483j 0.0662053-0.0081255j 0.0563548-0.242353j -0.0278559+0.164746j 0.149268-0.0258423j -0.0275675-0.00692989j -0.0384948-0.00575074j 0.0152409-0.0626665j 0.0500911+0.0225011j 0.00621493-0.0397869j 
0.0272677-0.00875743j 0.000985244+0.0132762j -0.0031114+0.00703004j -0.000919965+0.00551532j -0.0063974+0.0180705j -0.0487823+0.0255259j -0.0140289-0.00927983j 0.0149342-0.000814979j 0.00630849-0.0168286j 0.0198898+0.0210457j -0.00707172+0.0212977j 0.0116184+0.00885096j 0.00593496+0.00523808j -0.00674829+0.00141207j 0.011101-0.0332382j -0.00611827+0.00224406j -0.0134196-0.00503955j 0.0173408+0.0550085j 0.0354381-0.0165065j -0.0201678+0.0197619j 0.00267063+0.0198162j 0.0273573+0.000240792j -0.0208304+0.0128197j 0.00272585+0.00168532j -0.0191967-0.00748168j 0.0146964-0.00155917j 0.00414832+0.0167116j -0.0145538-0.0133194j 0.0101249-0.00364368j 0.035638+0.00588209j 0.0450067-0.00992327j 0.00829819+0.0146274j -0.0483824-0.0414528j -0.0346596+0.0703096j 0.00408821-0.0116266j 0.0306419+0.0389173j -0.00540371+0.0224595j -0.0756005-0.0159277j -0.0375037+0.00312032j 0.0329458+0.0638629j 0.00204964-0.00953028j 0.103392+0.0499941j -0.112814+1.9082e-15j 0.0243267-0.00432133j 0.0240092+0.0859297j -0.0365148+0.053066j 0.0715269-0.0284904j -0.0295913+0.041532j 0.0393574-0.0146289j 0.0317971-0.038477j -0.0017362-0.0188283j -0.0316626-0.00401636j 0.0363649-0.0336251j 0.0168798-0.0214521j 0.00443573+0.00150591j 0.0141386+0.0541951j -0.0102277+0.147729j -0.0545356-0.0140663j 0.029834-0.084192j 0.0116342+0.0589502j -0.00533929+0.0410471j 0.0225041+0.0186664j -0.00463542+0.00222375j 0.00426005-0.0846109j 0.049412+0.00312283j -0.0283101+0.0836303j 0.0644647+0.0326394j 0.0351911+0.083295j -0.0257512-0.0519288j -0.0516649-0.035923j -0.176724+0.0369353j 0.0662082+0.0370748j 0.0474704-0.0713596j -0.0882431-0.0465049j -0.0440709+0.12835j -0.0390809-0.124884j 0.0543558-0.0578997j 0.00708943-0.0970707j -0.0931875-0.152569j -0.0134378-0.0990889j -0.132883-0.104236j 0.100058+0.0625337j 0.00987788-0.0128361j 0.0297481+0.0156585j 0.0625912+0.0230372j -0.089615-0.0502673j -0.0854637+0.00738047j 0.135966-0.0289186j -0.0514055+0.042075j -0.0348329+0.0900667j 0.0579999+0.142559j 0.138919-0.00864247j -0.0409698-0.010938j -0.0563563-0.0188437j -0.0163993+0.0335416j 
0.0537527-0.0441491j -0.00432822+0.0429495j -0.0166208+0.0225166j -0.000707615+0.00867403j -0.0112969-0.00804751j -0.00926745+0.0285071j -0.00456752+0.0264437j 0.0152277-0.00563541j 0.0388374+0.00878383j -0.00893198+0.0331058j -0.03805+0.0371903j -0.0122171-0.00376666j 0.0232526+0.0150373j -0.0459401-0.011481j -0.00524124-0.0131511j 0.0247876+0.0125572j -0.0386661-0.0172123j 0.00035428+0.0114427j 0.0194282-0.0243115j -0.0683495-0.0186454j -0.0656976+0.0714431j 0.0707095+0.00834668j -0.0480111+0.0508144j 0.0704538+0.0698463j 0.0119559-0.00134793j 0.00143763+0.074123j -0.0164705-0.00218691j 0.0261575-0.00622841j 0.0181199+0.00714209j 0.004048+0.0619121j -0.000936583+0.0184453j 0.016029+0.0218208j -0.00789157+0.00865335j -0.0252626+0.0329994j 0.00811478-0.0269863j 0.0922677+0.0037484j -0.123935-0.0311233j -0.0378957-0.0359274j -0.0462409+0.0584477j -0.00431482+0.0648877j -0.0401952+0.137121j -0.00089455-0.0499566j 0.0243267+0.00432133j 0.0607288+7.13741e-15j -0.0570462-0.0359182j 0.0231615+0.10412j -0.0172788+0.0606033j -0.0104079-0.038911j 0.011954-0.0556551j 0.00561487+0.0997823j 0.072975-0.0344845j -0.0432585-0.105697j 0.0146089+0.0122016j 7.83838e-05+0.00560488j -0.0522963-0.090392j 0.0269314-0.0368452j 0.0508459+0.0563702j 0.0246845+7.53616e-05j -0.0304921+0.0274243j 0.0497983-0.0875097j -0.0155578+0.00192052j 0.067128-0.00143155j 0.0478784+0.0182394j -0.0650457+0.00442582j 0.0490509-0.00441655j -0.0404203-0.0536407j -0.0384378+0.00509707j -0.0446411-0.0158979j -0.0283858+0.0108732j 0.083104-0.00134602j 0.0140494+0.0290378j 0.0735619+0.0124101j 0.0460971+0.00399407j 0.0270526-0.0381462j -0.0111946-0.0295346j 0.0180652+0.0470131j -0.0211526+0.0250648j -0.000611995+0.0105412j -0.0383436+0.0105875j 0.0223226+0.00718714j 0.0285738-0.0253504j -0.0244454-0.0144776j 0.0517001+0.0538353j 0.0590637+0.0166558j -0.0679856-0.202007j -0.0243215-0.0155772j 0.0324019+0.140606j -0.0479803+0.0936084j -0.0153709+0.210535j 0.0186477-0.0609248j 0.0480748-0.00409868j -0.0714434-0.01698j -0.0593629+0.0712572j -0.0500563-0.0217468j -0.0608164+0.0173459j 
