2.29623e-14-0.290315j -1.07262e-14+0.10125j 9.88575e-16-0.0408675j 1.23116e-14-0.129651j -6.0114e-15-0.0831509j -2.33886e-15+0.11794j 9.28816e-15-0.166747j 4.17509e-16-0.0718207j -5.81607e-15+0.218349j -1.91e-14+0.247285j -3.98189e-15+0.19114j -1.59611e-14+0.109026j 4.61029e-15+0.0807701j 1.26793e-16-0.13117j 1.97939e-14-0.247236j 2.08344e-14-0.0335633j -2.25882e-14-0.104136j -9.66984e-15-0.0194047j -7.91669e-12-0.0712768j 1.32598e-14+0.0833029j 1.38695e-14-0.120852j 9.04999e-15+0.139873j -1.02326e-13+0.0670301j 2.09478e-14+0.0811178j 1.09756e-14-0.0369821j -4.36516e-15-0.0615876j 2.25782e-14-0.0314309j -2.46969e-14+0.196025j -3.12544e-14-0.00446354j 1.98696e-14-0.0324831j 3.98382e-15-0.039842j -5.35133e-15+0.0330879j -5.58271e-15+0.0531502j 7.84834e-16+0.0429062j -1.68819e-15-0.104476j 1.96926e-15+0.0367593j 1.35555e-15+0.00683281j 4.16661e-15-0.0281014j -3.65854e-15+0.0204438j 2.89293e-14+0.0363187j 8.07544e-15+0.0880715j 1.34753e-14-0.0463093j -2.76973e-15+0.0446279j 1.46031e-15+0.00547655j 5.68062e-15-0.0721049j -1.68704e-15-0.000533547j -3.59018e-15+0.0457986j -8.27346e-15+0.0822878j 2.4086e-15-0.0370441j -6.81018e-15+0.129496j 6.29479e-15-0.0561512j 1.13531e-15-0.0170653j 9.77968e-15-0.143179j -1.09245e-15-0.054385j -3.47663e-14-0.0318519j -1.89126e-15-0.171533j 
2.72287e-16+0.00135646j -1.64929e-16+0.00281807j 1.73446e-16+0.00575542j 2.07205e-16-0.00304911j 1.33128e-16+0.00189335j -9.76618e-17-0.00227747j 2.37901e-16+0.000715514j 3.59894e-17-0.000587499j -1.15686e-17-0.000183393j -8.42052e-17+8.29038e-05j -3.08905e-16-0.00347857j 8.82147e-17+0.00111809j -2.46354e-16-0.00268684j -2.04177e-16-0.001966j 4.2223e-16-0.00160314j 6.31931e-16-0.000863456j 3.55144e-16+0.00364565j 3.09766e-16-0.00147839j 2.00504e-13+0.00180373j -1.83322e-16-0.000787751j 1.15857e-16+0.00524002j 8.68381e-17-4.25571e-05j 7.95569e-15-0.00537059j -7.34186e-17+0.000581435j 5.12159e-16+0.00253821j -4.66952e-16-0.00261635j 1.16836e-16-0.00145554j -3.95711e-17+0.00043421j -6.33601e-15-0.00206532j -1.66147e-16-0.000112169j -1.20654e-16-0.000187538j 5.21999e-16-0.000614344j 3.65696e-16-0.000689387j -5.67741e-16-0.00290895j 9.34696e-17+0.000143679j -2.91309e-17-0.00323945j -4.00203e-16-0.0057924j 8.85711e-16+0.000608468j 4.91263e-17-0.00516958j -2.53311e-15-0.00349586j -1.39284e-15-0.00383073j -6.47154e-16+0.000824747j 2.74254e-16+0.00140351j -1.29729e-17-0.00325206j 1.39735e-17+0.00251111j 7.11833e-16+0.00530577j -8.62629e-17+0.00400231j -4.90074e-16-0.00472031j -2.97161e-17+0.000323299j 1.06274e-16+0.00295807j -3.64019e-18-0.00303732j 4.83516e-16+0.00905252j 1.9367e-16+0.000116261j 1.92386e-16+0.00226577j 4.6166e-15+0.00693916j 9.56233e-16-0.00077241j 
-3.26904e-17-0.00258847j -1.97705e-16+0.000414991j -1.64516e-16-7.84879e-05j 2.26766e-17-0.00392268j -1.12898e-16+0.00102551j 9.72958e-17+0.0026476j -3.45266e-17-0.0062698j 4.29812e-17-0.00233249j -5.5979e-18-0.00173026j -5.58763e-17-0.00306337j 1.61683e-16+0.00148567j -1.58284e-16+0.00075201j 1.20642e-16+0.00541792j -6.08348e-17-0.00263388j 4.58192e-16-0.00284258j 1.38863e-15-0.00506589j 1.95924e-16+0.00213815j -1.53428e-16-0.000490832j -1.33916e-13-0.00120371j -3.51275e-16-0.00287434j -1.24285e-16-0.00114411j 1.29607e-16+0.00166147j 1.6337e-15-0.00142881j -1.33655e-16+0.000187877j -7.80522e-16-0.00653629j 9.45998e-17-0.00195176j 1.26889e-15-0.00566771j 5.94796e-17+0.00304855j -3.86662e-15-0.000982614j -1.08706e-15+0.00540018j -7.43999e-18+0.00127799j -3.91719e-16-0.00701894j -2.46352e-16+0.000767147j -3.40035e-17-0.000938442j -1.47839e-16-0.000325349j -4.38288e-16-0.000994259j 2.45959e-16+0.00312346j -2.11337e-16-0.00302005j 2.4759e-16+0.00319484j 1.18333e-15+0.00172267j -1.53391e-15-0.0046324j -1.98465e-15-0.000212442j -1.32599e-16-0.000482065j 9.56002e-17-0.00510597j 5.22126e-17-0.000380118j -2.74035e-16-0.0028908j -7.03062e-17-0.000900629j 7.90039e-17+0.00172663j -8.65392e-17-0.000800571j -8.72713e-17+0.00710187j -1.36925e-17-0.00182555j -2.26116e-16-0.0035556j -6.46545e-17-0.00536942j -3.93781e-17-0.000712024j -4.80527e-16-0.000819605j -5.98135e-18+0.00165802j 
-2.2232e-16-0.000755275j 2.10397e-16-0.00132607j -2.90969e-16+2.24624e-05j 2.50677e-16-0.00363554j -3.11416e-16-0.000310684j 3.31993e-16-0.00224792j 1.88667e-16-0.0029443j -3.66077e-17+0.000601333j 1.53572e-16-0.00232544j -2.51548e-17+0.00451996j 1.09514e-17+0.00387092j -1.61653e-16-0.000940499j 2.29794e-16-0.00141106j -5.03409e-16+0.00593126j 3.7049e-16-0.00271397j 5.41049e-16-0.000704075j 8.93484e-17+0.00264235j -5.8044e-16-0.00138246j -2.58811e-13-0.00232612j 2.46632e-16+0.000611876j -3.68276e-16+0.00278084j 1.60042e-16+0.000373395j 1.39659e-16+9.9001e-05j -1.22748e-16-0.00011493j -5.15492e-16-0.00046165j 4.36906e-16+0.0040483j 3.64468e-16+0.000953875j -4.71608e-17+0.00371374j 5.29246e-15+0.0019326j 4.54684e-17+0.00131921j -1.60115e-16+0.00510514j 8.00872e-17-0.00082753j 4.77537e-16-0.00219413j 2.40478e-17-0.000210716j -4.20222e-16-0.000459269j 1.24559e-16-0.00560101j 1.78427e-16+0.0012347j -2.39512e-16-0.00220787j 3.23093e-16+0.00257339j 6.25126e-17-0.000665723j -1.59619e-16+0.0018094j -1.47665e-16-0.00261192j 3.64487e-16-0.00498461j 2.93437e-16-0.000536044j 1.01707e-16-0.0020168j 2.89387e-17-0.00538231j -2.85948e-16+0.00175515j 2.60041e-16-8.651e-05j -3.22624e-16+0.00294448j -3.00279e-18-0.00165389j 3.845e-16-0.00347997j -3.35907e-16+4.6293e-05j -6.67905e-17-0.00270086j -1.26902e-16-0.00127524j -4.01568e-16-0.000477654j -2.27668e-16+0.00141288j 
3.08448e-16-0.00220459j 4.10451e-16-0.00309559j 2.21464e-16-0.00083976j -5.5308e-16+0.00399564j -2.42555e-16+0.00610014j -7.95199e-17-0.000230753j -2.14928e-16-0.00016931j 7.81214e-17-0.00153978j -3.53163e-16-7.03246e-05j 3.59812e-16-0.00237651j -2.72434e-16+0.000924926j 2.52083e-16+0.0002252j -3.8524e-16+0.00626088j 3.4453e-16-0.00465429j 8.24831e-17+0.00434119j 9.1215e-17-0.000718891j 2.16996e-16+0.00306675j -3.34854e-16-0.000669609j -3.27636e-13-0.00294825j -3.46408e-16-0.00441493j 2.00094e-16-0.000634839j -1.04828e-16+0.00127709j -2.24638e-15+0.0012744j -1.50822e-16-0.000115886j 2.23448e-16-0.0052343j 1.22428e-16-0.00137679j 8.59706e-16-0.0022486j -3.73905e-16-0.000118854j 2.47785e-15+0.0010035j -6.48085e-16+0.00111181j 2.0381e-16-0.00377718j 6.30108e-16-0.00630545j -1.47573e-15+0.00664654j -7.1637e-16-0.00326409j 6.54264e-17-0.00257477j -3.45207e-16+0.000497121j -1.10214e-15+0.00617495j -4.76075e-16+0.00160726j 4.36671e-16-0.0014766j 2.31006e-16+0.000347632j -1.97141e-16+0.00244951j 1.46484e-16-0.00198859j -6.8905e-17+0.000389188j 1.03842e-16-0.0038146j -2.30521e-16+0.000341063j 4.00435e-16-0.000696097j -2.99011e-16+0.00127542j -6.63118e-16+0.00407035j 3.5725e-16-0.00165314j -1.42113e-16+0.00373259j -2.18577e-16+0.00117067j 6.52716e-16-0.00644075j -4.86675e-16+0.00396591j -2.49944e-16+0.00281855j -2.29498e-15-0.00421675j -2.1811e-16-0.00101461j 
-1.18659e-16-0.00187166j 5.31016e-16-0.00442755j 1.5708e-17-0.000732818j 9.06093e-17-0.00132175j -1.82845e-17+0.00439759j -5.80336e-17+0.00309946j 2.59888e-17-0.00493255j -3.32559e-17-0.00294612j 1.08665e-17+0.00174922j 1.94414e-17-0.00096161j 1.36202e-17+0.00877768j -2.73671e-16+0.00407438j 1.71178e-16+0.00408358j -2.74555e-16+0.000997788j 5.43189e-16-5.49765e-06j 1.00848e-15-0.00317035j 6.27719e-16+0.00340276j -8.82323e-16-0.00150499j -4.24873e-13-0.00381934j 2.83029e-16+0.00135678j 5.75121e-16+0.000737726j 1.19836e-15+0.00607703j -2.80609e-15+0.00208794j 1.20637e-15+0.00357752j 2.70104e-17-0.00104108j 2.58313e-16+0.00259176j -2.70239e-17+0.000503428j 2.0392e-16+0.0018473j -4.38362e-15-0.00167561j 5.52161e-16-0.000681892j 2.95523e-16-0.000611599j 3.36884e-16-0.00643716j 6.48792e-16-0.00171354j -4.08195e-16-0.00184865j -5.53521e-16-0.00279744j -5.65215e-16-0.00527224j -3.08005e-16+0.008833j -1.20435e-15+0.00100608j -1.3232e-16+0.00226634j -4.13529e-15-0.00606057j 1.23083e-15+0.000865738j 1.76583e-15+0.0025619j 3.58172e-17-0.00229397j 2.42407e-17-0.00046301j -2.26616e-17-0.00437943j -8.40669e-17-0.00827971j 9.21098e-17-0.00579844j -8.60457e-18+0.0067012j 5.13575e-17+0.000139814j 1.61385e-17+0.00734281j -5.75938e-17-0.00120354j -1.74408e-17-0.00811562j 5.77754e-17-0.000969484j -4.40361e-17+0.00318512j -2.79643e-15-0.00545584j -7.53413e-16+0.00429639j 
4.37613e-17+0.00055624j 3.50278e-16-0.00344935j 6.34818e-17-0.0011727j -2.34681e-16+0.000472185j -5.04356e-17+0.00241292j -5.30423e-17+0.0013398j -8.25064e-17+0.000258096j -4.5945e-17+0.00233232j -3.59687e-16-0.00145475j 2.0657e-16+0.000918969j -1.30692e-16+0.000660719j 4.2524e-17+0.00193848j -6.07958e-17-0.00089415j 1.82302e-16-0.00201316j -1.65239e-16-0.0012105j -7.33288e-16+0.0032313j -5.7866e-16-0.0022811j -1.98528e-16-0.000518351j -1.7357e-13-0.00156048j -1.26868e-16-0.00121492j 4.75786e-17-0.000102583j 2.26041e-16+0.00136841j 1.43214e-15-0.00116697j -4.76513e-16-0.00128589j 4.64151e-16+0.0025118j -2.61143e-16-0.000651597j 1.48363e-16-0.00127856j -1.17324e-16+0.00021935j -3.78941e-15-0.00122653j 1.649e-18-0.000109517j 1.03425e-16-0.00176951j 4.13979e-16-0.000478741j 7.71255e-17-8.53534e-05j -5.93158e-16-0.00288699j 1.85677e-16+0.000969261j -9.40248e-17-0.00103094j -1.24654e-16+0.000336849j -6.27275e-16+0.00030365j -1.50311e-17+0.0025912j -2.3984e-15-0.00312361j 1.90069e-15-0.00131692j 2.52805e-15+0.00633162j 1.46383e-17+0.000224781j -1.55637e-16-0.000518697j -2.01526e-16-0.000370139j 1.7976e-16+0.00138269j -2.53041e-16-0.00417862j -1.31525e-16-0.000247223j 2.09996e-16-0.00310984j -1.07349e-16+0.00134923j -3.36397e-17-0.000493746j 1.30362e-16-0.000853296j -2.61595e-16+0.000780531j -1.74598e-16+0.00303695j -1.05637e-15-0.00236189j -6.91876e-17+0.0022946j 
-6.03316e-16+0.0035114j 3.79259e-16-0.00201515j -7.60763e-16+0.00356895j 1.20964e-15-0.00620146j -6.94787e-16+0.00529548j 1.64863e-16-0.000652788j 9.68512e-16-0.0060879j 2.78999e-16-0.00175876j 1.0098e-15-0.00816811j -5.30533e-16+0.00409913j 5.90595e-16-0.00309473j -1.05239e-15+0.00538901j 6.64601e-18+0.00187352j -1.22426e-16+0.000103604j -9.86942e-16+0.00551083j -1.78377e-15+0.00332304j 2.24122e-16-0.00240532j -1.2508e-16-0.00169902j -3.51298e-13-0.00316045j 1.2702e-16-0.00404779j -8.49867e-16+0.00347558j 2.8107e-16-0.00174978j 7.7863e-15-0.00470457j -3.71118e-16-0.000452318j -7.61129e-16+0.0047127j 7.02071e-17-0.0025799j -2.10227e-16-0.000513416j 4.32501e-16-0.0044503j 5.1861e-15+0.00199127j 9.16165e-16-0.00248388j 1.33503e-16-0.00198761j 6.74855e-16-0.000653519j 1.75479e-15-0.00268861j 5.01317e-16-0.0109945j -5.72657e-16+0.00467197j -8.21486e-17-0.00167906j 9.1778e-16-0.00206896j -3.42713e-16-0.000619058j -7.26751e-16+0.00356626j -1.82378e-15-0.00420214j -5.54826e-16-0.00438365j -9.6396e-16+0.000659653j 5.0358e-17-0.0006883j 1.04261e-15-0.00754708j 7.76095e-16-0.00581659j -9.11261e-16+0.00615675j 5.43048e-16-0.0052922j 9.51306e-16-0.00527831j -9.7424e-16+0.0061227j -1.12551e-15+0.0069549j 4.39654e-16-0.00238928j -6.4907e-16+0.00243669j 7.85804e-16-0.00438906j 2.33642e-17+0.00020167j 2.67582e-15+0.00387859j -3.74837e-16+0.00784675j 
1.7021e-16+0.0015371j -3.51009e-17-0.00194444j -2.70306e-16-0.00204114j 6.29897e-16+0.00332384j 3.43604e-16-0.000317389j -1.25251e-16-0.000299595j 1.4246e-16+0.00193415j 3.50343e-16-0.000150464j -1.71912e-16-0.00240325j -6.48379e-16-0.0049243j -2.26812e-16+0.00226217j -2.16398e-16-0.00324249j 2.59332e-16+0.00435231j -7.28549e-17+0.000578884j -4.26194e-16+0.00325595j -7.28892e-16+0.00301361j -2.82168e-16-0.00222197j 2.74684e-16+0.00253079j -2.00951e-13-0.00181277j -5.61645e-17+0.0008566j 3.70637e-16+0.000875857j 7.0576e-16+0.00237516j -2.57998e-15+0.00182958j 4.7138e-16+0.000246346j 4.00701e-16+0.0020631j -3.27131e-16-0.0020467j 4.47929e-17+0.000260225j -2.00071e-16-0.000864362j 4.85188e-15+0.00169694j -1.43048e-16+0.000589469j -1.4833e-16+0.000107869j -2.09637e-16+0.00134635j 7.01494e-17+0.00222274j -5.42391e-16-0.00149586j 4.95681e-17-0.000785455j 6.72338e-17+0.00325469j 3.67952e-16+0.00466568j -5.76656e-16-0.00189816j -2.39903e-16+0.00264839j -2.48635e-15-0.00285049j 2.58826e-15+0.00244281j 3.81853e-15+0.00480299j 3.56178e-17+0.00166736j -8.90404e-17-3.871e-05j 4.1317e-16+0.00225979j -4.1493e-16-0.00655194j 1.39489e-16-0.00468563j 2.40238e-16+0.00655221j -4.5925e-16-0.00262653j -1.14857e-16-0.000809536j 1.39239e-16+0.00446912j -6.44897e-16-0.00764734j 6.19426e-16+0.000950762j 2.32298e-16-0.000480767j -3.0703e-15-0.00455792j -6.4878e-16+0.00104726j 
-8.35876e-16-6.14833e-05j 4.27421e-16+0.000798081j 9.92533e-16+0.00171193j -3.1546e-15-0.00633329j -1.48498e-15-0.00339373j 6.91683e-16+0.000910036j -4.91192e-16-0.00137209j -1.4835e-15-0.00371297j -2.77236e-16-0.00316265j 2.92885e-15+0.00364313j 4.53337e-16+2.5972e-06j 1.7583e-15+0.00270081j 2.80754e-17+0.00123345j -4.31635e-16+0.000799908j 8.61159e-16+0.00519599j -1.89427e-16-0.000251389j -1.30424e-15-0.00236181j -2.80135e-15-0.00312304j -3.12416e-13-0.00279334j 5.64795e-16-0.000158532j -9.06692e-16-0.00152641j -8.81911e-16-0.00208924j -4.26447e-16+0.000482555j -8.51263e-16-0.00166293j 1.97315e-15+0.00305348j -1.33586e-15-0.00188081j -3.22253e-16-0.000284932j -3.61271e-16-0.00144517j 4.59767e-16+0.000398599j -3.68749e-16-0.000789687j -2.80119e-16+0.000294334j 1.76419e-15+0.00298043j 1.413e-16-0.000674415j -5.65091e-16-0.00173814j 3.20486e-16+0.00111776j 1.20425e-16+0.00141638j -9.9766e-16-0.00166186j -7.85427e-17-0.000503919j 1.81549e-15+0.00683802j 2.9936e-15+0.0028304j 6.18342e-16+0.00176152j -1.17816e-15-0.00274909j 4.38845e-16+0.000806989j -7.51577e-17-0.00115831j -1.89972e-15-0.00380409j 1.90482e-15+0.002097j -2.66662e-15-0.00646363j -1.45892e-16+4.54597e-05j 1.45223e-15+0.00442293j 4.96083e-16+0.000326582j -2.43913e-16+0.000893225j 2.04736e-15+0.00189653j -3.17949e-15-0.00751737j -1.03634e-15-0.00390411j 1.86365e-15+0.00109442j 1.00348e-15+0.00322479j 
-2.31808e-16-0.00305237j 1.37196e-16-0.00140734j 2.76731e-16-0.000661781j -6.71193e-16+7.43712e-05j -2.83819e-16+0.00295552j 2.32906e-16+0.000354173j 8.84438e-17-0.000365008j -4.19988e-16+0.00538235j -3.37735e-18+0.00347505j 5.18913e-16+0.00675058j 2.64002e-16+0.00196501j 3.65857e-16+0.000954648j 1.74337e-16-0.000872328j -1.9188e-16-0.00470839j -2.64916e-16-0.00911562j -1.55352e-15+0.00737056j -9.32712e-16-0.00401945j -6.9775e-16-0.00210126j -1.02554e-13-0.000917393j 3.33337e-16-0.000732763j -1.76356e-17+0.000589216j 5.25793e-16+0.00214584j -1.94815e-15+0.00152446j 2.20138e-16+0.00037619j 9.39553e-16+0.00206299j -6.10257e-16-0.000650392j 2.43716e-16-0.000482086j -6.12198e-17+0.000604922j 5.08764e-16+0.000268984j -4.84313e-16+0.00162308j -1.95686e-16-0.000721361j 3.41721e-17+0.00413479j -4.18059e-16+0.00337969j -3.27377e-16+0.00101437j -1.49387e-16+0.0013599j 1.85394e-16-0.0011668j -1.65904e-16-0.00326827j -3.54654e-16+0.00364006j 2.62128e-16-0.00194819j -4.52708e-15-0.00613753j 2.96995e-15-0.000800072j 3.87919e-15+0.00880576j 4.10208e-16-0.00163294j 3.03147e-17+0.000740876j -3.93239e-16-0.00167791j 1.90355e-16+0.00619645j -7.57916e-16+0.000412203j 2.16516e-16-0.00248918j 1.27277e-16-0.00516572j 1.44735e-16+0.00275961j -9.2647e-19-0.00435413j 3.14389e-16+0.00414753j -7.4721e-16+0.00263687j -1.46415e-16+0.00534591j -2.72043e-16-5.46681e-05j 1.05201e-16-0.00207575j 
-5.09788e-16-0.00381373j -8.00426e-17+0.00149369j 7.80198e-17+0.000207845j -2.81786e-16+0.00158094j -4.20228e-16-0.00363239j 2.73496e-16+0.0012744j 2.41687e-16+0.00540007j -3.92778e-16-0.00247761j 6.82803e-16+0.00651238j 1.28615e-16-0.00194552j 4.57408e-16+0.00403676j 2.86249e-16-0.00110191j 3.16608e-16+0.000806393j -4.48236e-16-0.00277751j 2.59139e-16+5.67583e-05j 6.75006e-16-0.00229063j 3.44797e-16+0.00288982j -1.01549e-15-0.000929102j -1.44522e-13-0.00129591j 1.1212e-15+0.00440727j -3.31995e-17-0.00148633j 1.05691e-15+0.00390555j -1.50042e-15+0.0014188j 8.44389e-16+0.00174836j 8.03096e-16+0.000815949j -7.49508e-16-0.00247097j -4.32697e-17-0.000618849j 1.27511e-16+0.00289527j -5.58835e-15-0.00179046j 1.71757e-16-0.000508356j -5.50284e-17-0.00208096j 6.67409e-17-0.000171227j -1.16217e-16+0.00407154j 2.80861e-16+0.00320967j -9.49605e-16-0.00634711j 2.39132e-16+0.00113231j 6.70571e-17+0.0031376j 3.09627e-16+0.000215404j 5.00056e-16-0.00159679j 3.9539e-16+0.000523998j 2.07258e-15+0.00496452j 1.53909e-15-0.000683174j 3.78535e-16+0.0041127j 3.55513e-16+0.00420517j 8.9932e-17+0.00431271j -1.93921e-16-0.00462897j -3.80507e-16+0.000456972j 8.9881e-16+0.00767977j -2.25042e-16-0.00387735j 8.4621e-17-0.00224225j 3.00493e-16+0.00341915j -1.22085e-16-0.00151757j -3.55569e-16+0.000836621j -8.52105e-17+0.000136818j -2.90999e-15-0.0029456j -9.30835e-16-0.00535766j 
1.317e-16+0.00412962j -3.64548e-18-3.529e-05j 1.45042e-16+0.000897613j -5.58767e-16-0.00173434j -2.32318e-16-0.000338258j -3.62213e-17-0.00291291j -1.21002e-16-0.000313986j -8.63586e-17+0.0019408j -3.99624e-16-0.00583423j 5.13337e-16+0.00245661j 3.38788e-16-0.00504895j 1.21569e-16-0.00064185j -1.13708e-16-0.0036895j 3.95518e-16+0.00359986j 1.07455e-16+0.00298532j -3.44355e-16+0.00123376j -8.87906e-17-0.000643145j 9.35007e-17-0.000531686j 1.13769e-13+0.00102804j -3.82753e-16-0.00341195j -2.29277e-16+0.00119058j -1.22803e-15-0.00638179j 2.30206e-15-0.00174334j -1.63778e-15-0.0039658j -4.49386e-17+0.000263745j 3.77632e-16+0.00248543j -8.36387e-17+0.000796109j 7.70168e-18-0.00231256j 4.8762e-15+0.00166376j -2.63482e-16+0.000501496j 9.44612e-17+0.00260747j 3.60062e-16+0.00200467j 2.87273e-18-0.00228258j -1.60237e-16-0.00124107j 3.7737e-16+0.00452182j -8.83298e-17-0.00111641j 1.04179e-16-0.00519329j 1.09143e-16-0.000203531j 3.48428e-16+0.00198882j 2.41641e-15+0.00354251j -1.52636e-15-0.00168524j -2.0271e-15-0.0032431j -2.29104e-16-0.003367j -1.26284e-16-0.00181735j -3.60396e-16-0.00204314j 5.25816e-17+0.00532248j -6.85616e-16+0.000903725j -9.76293e-17-0.00810415j 2.73849e-16+0.00437271j -1.30278e-17-0.00364118j -4.3945e-17-0.00222446j 2.80359e-16+0.00543602j -5.66358e-16-0.00114997j -1.5053e-16-0.00186505j 3.07845e-15+0.00402384j 1.1083e-15+0.00321244j 
4.98755e-16+0.000652509j -1.13637e-16-0.0012946j 3.90961e-16-0.00100937j -1.36945e-15-0.0034414j -3.07681e-16-0.0016315j -1.79057e-16+0.00167781j -4.52978e-16-0.00258767j -1.58781e-16+0.00162301j -1.22819e-15-0.00155969j 1.22849e-15+0.00361063j 3.2214e-16+0.00459065j 4.00109e-16+0.00130827j -1.00385e-16+0.00117682j 6.65794e-16+0.000279182j 3.4102e-16-0.000965392j -7.57e-16+0.00457308j -9.06385e-16-0.00446808j -1.31058e-15-0.000648738j -3.48753e-13-0.00312933j 4.31261e-17+0.000590085j 6.13913e-16+0.000729105j -2.70732e-16+0.00101171j -1.95352e-15+0.00120858j -1.41977e-15-0.00319137j 1.51056e-15+0.00513036j -2.90237e-18-0.000125266j 2.75923e-16-0.000437742j -2.73532e-16+0.000589037j -2.48625e-16+3.91036e-05j -3.97743e-17+0.000626106j 5.54677e-16+0.00153135j 6.36253e-16+0.00326504j -5.26901e-17-0.000171423j -1.32305e-15-0.00244627j 5.05088e-16+0.00137183j -8.61449e-16-0.000510094j -2.44668e-16-0.00042879j -1.03699e-15-0.000260389j 9.255e-16+0.00672558j -2.69619e-15-0.00335348j 3.10007e-15+0.000665952j 3.90859e-15+0.00704504j -6.79698e-16-0.00249663j -5.3747e-16-0.00142818j -1.14124e-15-0.00311268j 3.97048e-16+0.000283096j -1.59239e-15-0.00821447j -7.64325e-16-0.000862515j 9.13817e-16-0.00084925j -4.00761e-17+0.00159964j -5.55369e-16-0.00100269j 8.15399e-16-6.3751e-05j -1.28336e-15-0.00399902j -3.36128e-16+9.33249e-06j 5.66526e-16-0.00072031j 1.31259e-15+0.00412255j 
-4.03164e-16+0.00232653j 2.93646e-16-0.000118071j -1.35158e-16-0.00496145j 6.39006e-16+0.00357327j 9.56737e-17-0.000739005j 1.88199e-16+0.00415704j 2.91339e-16-0.00407697j -1.14567e-16+0.00495113j 7.89058e-16+0.00148253j -7.75922e-16-0.00359064j -6.53307e-17+0.00251339j -1.52494e-16-0.000713869j 2.03498e-16+0.00117495j -3.68368e-16-0.00138046j -9.45668e-16-0.00493568j -1.24983e-15+0.00351281j -9.80752e-16-0.0059637j 1.19424e-15+0.0060024j 2.21079e-13+0.00197492j -1.12521e-16+0.000957685j -2.31042e-16-0.00165002j 6.32995e-16+0.0011378j -1.00301e-15+0.000593052j 2.44716e-17-0.00183568j -5.25078e-16+0.000501942j 5.79989e-18+0.00102119j 7.68801e-17-0.000263509j 2.65891e-16-0.000613678j -9.46227e-16-0.00023622j -2.90262e-16+0.000906219j -3.02227e-16-0.000305826j -2.45392e-16+0.000259424j 4.35566e-16-0.00175905j 8.51936e-16-0.000511257j -2.00693e-17+0.00290082j 4.91899e-16+0.00245871j 3.39842e-16+0.000754179j 9.9092e-18-0.00156307j -8.42009e-16+0.00147499j -2.63134e-15-0.00283981j 1.9108e-15-0.0053602j 2.43057e-15+0.0097771j 4.42055e-16-0.00190036j 2.14379e-16-0.000196996j 5.09855e-16-0.000667647j -4.09028e-16-0.000409956j 5.84309e-16-0.00484158j 6.39675e-16-0.00364352j -5.94047e-16-0.00463863j 2.78166e-17+0.00279362j 2.68159e-16-0.000189736j -5.22914e-16-0.00427804j 6.00794e-16+0.00165197j 1.56077e-16+0.00130703j -4.72962e-16-0.000979236j -8.10496e-16+0.00286071j 
-2.65333e-16+0.000306398j 3.84583e-16-0.00270969j -4.10833e-17+0.00104965j 2.23862e-16+0.00239275j 4.85243e-17+0.00612881j 6.41446e-17-0.00507979j 6.43883e-17+0.00235217j -2.4187e-17+0.00235375j 3.32456e-16-0.0055383j -1.72905e-16+0.00345019j 1.16132e-16-0.00681267j -1.2413e-16-0.00111714j 2.4006e-16-0.00129679j -9.08343e-17+0.000819298j -6.45814e-16-0.000741936j -1.24529e-15+0.00441102j -2.55201e-16-0.00210502j 7.149e-16-0.00119285j 2.00196e-13+0.00180036j -4.56382e-16-0.00478981j -1.09018e-16+0.0031949j 3.06841e-16-0.000312342j 8.78725e-17+4.34377e-06j -4.80418e-16-0.00263391j -2.36257e-17+0.00139924j -3.22047e-16-0.000364319j 1.05764e-16-0.000972699j 2.01742e-18+0.000584837j -3.52149e-15-0.00108576j 2.21791e-16-0.000741919j -1.23469e-16+0.00173229j 2.87911e-17+0.00181493j 4.87612e-16-0.000568123j 2.11582e-16-0.0011772j -3.60796e-17+0.00158196j 3.20008e-16+0.00153732j 1.44727e-16-0.00248728j -1.38516e-16+0.00293282j -4.56797e-16-0.00211102j -3.75138e-16-0.000658338j 1.21838e-15+0.00359811j 1.52973e-15+0.000172468j 3.3569e-16-0.000309082j 1.8457e-16-0.00425133j 2.75193e-16+0.00368947j -1.50004e-16+0.00476057j 3.14371e-16+0.00694912j 3.05261e-16+0.00119806j -2.43045e-16+0.000486293j 1.19177e-16-0.00339816j 1.28862e-16+0.00127258j -2.10016e-16+0.00133974j 1.66148e-16+0.00464425j 5.80419e-17+0.00122864j -5.8403e-16-0.000183661j -4.35581e-16-0.00260517j 
