0.0411901+0.0161512j -0.0312711+0.0297284j 0.0215809-0.0864127j -0.0521484-0.0355615j -0.0180361+0.0930035j -0.00373656+0.0438095j 0.000927674-0.0577484j 0.125959-0.0153827j -0.0477553+0.00643945j 0.0131553+0.0516651j -0.0241322-0.0270716j 0.0409643+0.0576333j 0.0050273-0.0812032j 0.00601275+0.059626j -0.0323921-0.00659178j -0.0454007-0.00768826j 0.0852543-0.0274673j -0.0839579+0.105864j -0.035971+0.0806503j -0.0337969+0.0451942j -0.0190618-0.0287925j -0.0331635+0.00427918j 0.0246586-0.00668779j -0.0705049-0.0372058j 0.00379019-0.105834j -0.0871557-0.105461j -0.00043075+0.0713483j 0.0190122+0.0187812j 0.0162407-0.00790098j 0.0229915-0.0687197j -0.0845002+0.116151j 0.0800774+0.0865324j 0.0889623-0.0413025j -0.144108-0.0789128j -0.0565462-0.0544548j 0.0027406+0.00954805j 0.0621734-0.00658537j 0.0556116-0.147569j -0.000127309+0.0800208j -0.0883016-0.106997j -0.0325214-0.00216412j 0.00706532+0.120565j -0.108218-0.11721j -0.0550612+0.130308j -0.00717336+0.0515639j 0.0230359+0.0119616j 0.18521-0.0694689j 0.262173+0.0351593j 0.0480094+0.00213408j 0.00647217+0.0950422j 0.0852593+0.112448j 0.000936299+0.031328j -0.126594-0.0323515j -0.0863602-0.0621622j -0.132072+0.0728842j 0.00914836-0.301608j 0.0942069+0.00746512j -0.0211524-0.0797917j 0.0517979-0.0125845j 0.0365356+0.00224682j -0.0973985-0.0406893j -0.0265178-0.040282j 0.0288746-0.00717521j -0.00585935-0.0619923j 0.0274582-0.0252216j 0.104734-0.00405507j -0.0288322+0.059134j 0.0112759+0.047726j 0.0449491-0.0361426j 
0.00548878-0.000162001j -0.00342711-0.00848739j -0.00090963-0.00729083j -0.00545221+0.00588869j -0.0100908-0.000346209j 0.00349983-0.0159453j 0.00013314-0.0111422j 0.000571636+0.00342139j 0.00174844+0.00176474j 0.0116678+0.000503611j -0.00576544+0.00440294j 0.0004244-0.0113601j -0.0112484-0.00294502j 0.00659454+0.000662613j -0.0031214+0.00717453j 0.0057358-0.00311164j 0.00362137-0.00207047j -0.00506639-0.000455223j 0.00746988+0.00418216j -0.00409107+0.00667464j 0.00117772+0.00968782j -0.00696831+0.00803692j -0.00319235-0.0100683j -0.00522645+0.00240496j -8.51525e-06+0.0158682j -0.00234131-0.00739432j -0.00666702+0.0012581j 0.0149261+0.00303554j -0.00253877+0.00234804j 0.0124351-0.000480152j -0.0118081+0.0024802j -0.0138119+0.00864548j 0.0162664-0.0169635j -0.00411358-0.00377606j -0.0168847+0.0103504j 0.000850893-0.0148827j 0.0129075+0.00105192j -0.00774314-0.000406117j -0.0232024-0.000353707j 0.00121352+0.000272837j -0.00618615+0.00155403j 0.00430462-0.00806218j 0.00731549+0.00873732j 0.0119133-0.00942512j -0.0139955-0.00136139j 0.00333006-0.00471726j -0.0113219+0.00621143j 0.0146136-0.00565707j -0.00657788+0.0124113j -0.0173905+0.000672021j 0.00568672-0.00342727j 0.015694+0.00713723j -0.00710749-0.0127848j -0.00416102+0.00227775j 0.0108146-0.00653445j -0.0164785+0.00187848j -0.0141309-0.00529783j 0.0192169+0.000753443j 0.00331186+0.00512442j 0.00484075-0.0131719j -0.00362875+0.00594407j 0.0169071-0.00447488j 0.00735694-0.0118679j -0.00140953-0.00330528j -0.0113454+0.0045622j 0.00571861+0.00705191j -0.0192667-0.00524087j -0.018347+0.014833j -0.00102811-0.00953716j 
-0.00734204+0.00501344j -0.00583644+0.00501562j 0.00121512+0.00141869j 0.000763653+0.00676876j 0.003328-0.00766926j 0.00225487-0.00358759j -0.00181744+8.9619e-05j -0.00741907-0.000994385j -0.000792379+5.80223e-05j -0.00143508-0.00053019j 3.49502e-05-0.00414849j -0.00247607-0.00181675j -0.00136591+0.0161117j -0.00125238+0.00503872j -0.00264887+0.00131041j 0.000352771+0.00398464j -0.000934803+0.00617796j -0.00372717+0.00891405j -0.0119714+0.00176074j 0.00164827+0.00140257j 0.00391257-0.00546922j -0.00410634+0.00506389j -0.000817425+0.00482666j 0.00262812-0.00194361j -0.0110198+0.00500618j 0.0170065-0.00831388j 0.0120545-0.00184579j -0.0107016+0.00526439j -0.0038118-0.0090315j -0.00741159+0.000783978j -0.00483023+0.00221778j -0.00467516-0.0027635j -0.00365828+0.00824472j 0.00726169-0.00685191j 0.0121988+0.00329093j 0.00285706-0.00578245j -0.00135284+0.0039409j -0.00477132+0.000100424j -0.00580747+0.0144069j 0.000245204-0.0184872j -0.00816786+0.00664218j 0.0079505+0.00513049j -0.0132982-0.00381328j 0.00265906-0.0254074j 0.00809021+0.000732592j -0.000908158+0.0099856j 0.00263038-0.0157161j -0.0013095+0.00362951j 0.00516636-0.000876205j 0.00997121+0.0109373j 0.00600705-0.00962567j -0.00298474+0.00432842j 0.00999054-0.00131663j 0.00113977+0.00379215j 0.00526233-0.00495669j 0.00151983-0.00624284j -0.00157531-0.0086667j -0.00656761+0.000507647j 0.00166275+0.00246672j 0.000390153-0.0028439j 0.0186054+0.00316774j -0.00415982-0.00232459j 0.0118059+0.00300485j -0.00280291+0.00189381j 0.000803355-0.00610488j 0.00236697+0.00267328j 0.000151314+0.00325702j 0.00889297-0.00719313j 0.00871068+0.00183749j 
0.0132363+0.00241989j -0.00660404-0.00613212j 0.005671-0.00140362j -0.00621349-0.00683867j 0.000640917+0.00275372j -0.000492699+0.00278558j 0.00359628-0.00309145j 0.00454808-0.00321154j 0.00188886-0.00241087j -0.00767086-0.00328426j -0.00213686+0.00621225j 0.00229649-0.012019j -0.00490823-0.0044661j -0.00730587-0.00611311j 0.00185139-0.00576568j -0.000816057-0.00292615j 0.00690699+0.0047735j 0.0120738+0.00467452j 0.00179172+0.000882879j -0.00686424-0.00241876j -0.0129343+0.00666784j -0.00106884+0.00810926j -0.00253241+0.0021675j -0.00392361+0.00883857j 0.00264476+0.0070453j -0.00216246+0.0113528j 0.00254439-0.00422747j -0.0169221+0.0195146j -0.00802259-0.000721599j -0.00438169-0.00985261j -0.00553326-0.00229011j 0.00442683+0.0074842j 0.00871739+0.000187119j 0.00779605+0.005933j -0.00900992-0.00606777j 0.0154927-0.0165581j 0.00156501+0.0039743j -0.00504024+0.0176104j 0.000413122+0.00182889j -0.00948941+0.00485319j 0.00926378-0.00872995j -0.00539138-0.0110302j 0.0126618+0.00322738j 0.00585542-0.00104149j -0.00282909-0.000291554j 0.00670573+0.00671796j -0.0100783-0.0120638j 0.00775462-0.000147056j -0.00538135+0.00033602j -0.0107987+0.010222j -0.00761707-0.000917404j 0.00147528+0.010822j 0.00249394+0.0103588j -0.00958628-0.00383804j 0.00797084-0.00572441j -0.00951489+0.00310427j -0.00862387-0.0146101j 0.00389533-0.000168198j -0.00905643+0.00486252j -0.000859125-0.0033043j -0.0255532-0.00216949j 0.0200795+0.00462186j -0.0182326-0.00234496j -0.00527993-0.00473833j -0.0151537+0.00744862j 0.00390239-0.00338474j -0.0224864-0.000271715j -0.00539231+0.0169234j -0.0203378-0.0177853j 
0.0403905-0.000769267j -0.00990804+0.00679321j 0.004106-0.000382071j 0.00482018+0.00154147j 0.00380069+0.000791607j 0.00272623+0.000539494j 0.00582202+0.000311514j -0.0120323-0.00770996j 0.00298962+0.00221338j -0.00472293-0.00983301j -0.00543311-0.0015773j -0.00535122+0.00113996j 0.0068259+0.00219347j -0.000319917-0.00575776j 0.000179389+0.00354087j 0.00202877-0.00460587j -0.00374858-0.00747925j -0.00363506-0.00619414j -0.00423584+0.00457859j 0.014081-0.00172661j 0.00357298+0.00662021j 0.00627506+0.00716788j 0.00961844+0.00693543j -0.00276549+0.0026892j -0.0102683-0.0137252j -0.0104519-0.000585782j -0.00994201-0.0094594j 0.0120202-0.0191503j 0.00449991+0.010844j 0.000339366+0.00177696j 0.00214782+0.000901075j 0.00493746+0.00281679j 0.00178494+0.0131121j -0.00245873+0.000635096j -0.000141088-0.00114534j -0.00201057+0.00215998j 0.00113288-0.0018265j 0.00225417+0.00316202j -0.0063458-0.00813651j -0.0061507-0.00431381j 8.27471e-05+0.00287965j 0.000218036+0.00342128j -0.00741073-0.00440609j 0.00225815-0.00602458j 0.0115915-0.00346789j 0.009093+0.00478567j 0.00363727+0.00521763j -0.00567344-0.00036469j 0.00700761-0.000725168j 0.00109623+0.000972685j -0.00444094+0.00273905j -0.00860901-0.00139228j 0.00153014-0.00182955j -0.000491905+0.00318663j -0.00518582-0.00360116j 0.00291846+0.00290792j -0.00210392-0.00466712j -0.00145593+0.00499318j 0.0060169+0.00151366j -2.42859e-06+0.00271825j 0.0118494+0.00411454j 0.00446237+0.0044895j 0.00601758-0.00417754j -0.0066377-0.00439449j -0.0105283+0.00336366j -0.00215303+0.00785233j 0.00106723+0.0033356j 0.00317624-0.00166542j 0.00604356+0.00293446j 
0.0295223+0.00145808j -0.0046107-0.0002555j 0.00261947-0.0031636j -0.00338759-4.36807e-05j -0.00868572-0.00335186j -0.00296116+0.00451858j -0.00240046-0.00803453j 0.0149976+0.00549886j -0.00290026+0.00353244j 0.00232838-0.000123268j -0.00014008+0.00562156j 0.00399496-0.00302039j -0.00605517-0.00219979j 0.000765358+0.00148959j 0.000166203+0.00620862j 0.000872057-0.00612873j -0.00282861-0.00259081j -0.0118385-0.00706354j -0.0105772+0.00550748j -0.00161794-0.00413169j -0.00589646-0.000757465j -0.00442813+0.00964029j -0.00276778-0.0012302j -0.00349829+0.00447682j 0.00305608+0.00214033j 0.0131931+0.00719033j 0.000911738+0.00413825j -0.0181477+0.00434584j -0.0050608-0.00370037j 0.00279537+0.00814255j -0.00607833+0.00142656j -0.0122096-0.00347941j -9.82075e-05-0.0025918j 0.00811476+0.00208876j 0.00199872+0.00806616j 0.00672065+0.00615572j 0.00218243+0.00570263j -0.00706323-0.00358515j 0.000429011+0.00192179j 0.0104418-0.00674536j -0.00653082+0.00870344j 0.000212952+0.00336647j 0.0216163-0.00164876j -0.00729896+0.00675763j -0.0104297+0.00243849j -0.00388182-0.0102715j -0.00399277-0.00677034j 0.00394746+0.000372258j -0.00653711-0.00658502j 0.000929697+0.0183428j 0.00611309+0.011929j 0.00880638-0.00674418j 0.00115979-0.00508362j 0.0136858-0.0112723j 0.0176345+0.00547919j 0.003688-0.0138052j -0.00655807+0.0118414j -0.00349747-0.00778149j -0.00208249-0.0029787j 0.00754488-0.00676324j -0.00956257-0.0160001j -0.0381044-0.00687518j -0.0102977+0.0152829j 0.0191212+0.0119592j 0.0228116-0.0228812j 0.00725493-0.00913588j 0.0017246-0.00142177j -0.00993159-0.00221788j -0.00471302+0.00344996j 
-0.0178637-0.00167092j 0.00422705-0.0045333j 0.00610334-0.00211872j 0.00359089+0.00464807j 0.0144533+0.00230166j 0.00415475+0.00569458j 0.00246255-0.00354361j -0.0136956-0.00836269j 0.00398056-0.00543826j -0.00839336-0.00819563j 0.00427525+0.00666509j 0.0059912+0.00102726j 0.00249739-0.0125163j -0.0143636-0.00262933j -0.00168777+0.0131496j 0.00844521-0.00151237j 0.00595692-0.0101171j -0.00620037+0.00412358j -0.0118064+0.00327343j 0.000938724+0.00804175j -0.00653861+0.0100249j -0.00112298+0.00994557j 0.00328154-0.0132914j -0.000734367+0.00189448j -0.00393722+0.0120129j -0.00316366-0.00130423j -0.0129651-0.0128547j -0.0088556+0.00745714j -0.000775976-0.00225518j 0.0125112-0.0127931j -0.0112011+0.0022448j -0.012664+0.0130794j 0.0138949-0.0044216j 0.0119836-0.000766301j -0.0001323+0.0021985j -0.00133027-0.000548548j 0.00542495+0.00159953j 0.00655735+0.010058j -0.0186229-0.000770857j 0.0131128-0.000869299j -0.0134985+0.0109283j -0.0075885-0.0165137j 0.0375671+0.00167417j 0.00287008+0.00749162j 0.0103284+0.000465936j 0.0130736-0.00241226j -0.0190941-0.007566j 0.0169673-0.00527387j 0.00895198-0.0154465j -0.0163678+0.0242527j 0.0185973+0.0061168j 0.0101101+0.00673205j 0.00165566-0.0112694j -0.00532066-0.00251828j 0.0227022+0.00779381j -0.0138191-0.0100938j -0.00838877+0.00267849j 0.00535536-0.0046708j -0.00380321+0.00125086j 0.00883788-0.00527895j -0.00560975-0.0129808j -0.0302541-0.00352335j -0.0154022+0.0146768j 0.0106954+0.00577548j 0.0232459-0.0137785j 0.00170431-0.00889097j -0.00598276-0.00295049j -0.00870621+0.00116176j -0.0039308-0.000891235j 
0.0118536+0.00125502j 0.00171719+0.000397782j 1.70941e-05+0.00169629j -0.0021555+0.00912777j -0.00284421-0.00300087j 0.00562774-0.0112551j 0.00236457+0.00502129j 0.00147012-0.00231608j -0.00103289+0.000309276j 0.00709248+0.000252508j 0.00692276+0.00498356j -0.000228167+0.00126123j -0.00688592-0.0156342j 0.00138135-0.0054955j -0.00760703-0.00205277j 0.00901271+0.00549331j 0.00230039-0.013297j -0.0102635+0.00992862j -0.00477693+0.00466233j -0.00850487-0.000333448j -0.00623318+0.0171242j -0.00357761+0.0118357j 0.00233336-0.00295773j 0.00175636+0.0126346j 0.00595763+0.0231421j 0.00487449+0.00062762j -0.00797263+0.00190898j 0.00313022+0.00446358j -0.00188301+0.000822205j 0.00368259-0.00173643j -0.00440995+0.00680355j -0.0185554+0.0149935j 0.00158396-0.0129092j -0.00766641+0.0010863j 0.00149825+0.00677436j -0.00287052-0.00118528j -0.00160343-0.00498324j 0.0219274+0.00229054j -0.00758208+0.00212546j 0.0137425+0.0145062j 0.00134962-0.00853848j 0.00889385-0.00851294j 0.0316977+0.00364099j 0.0253604+0.00834437j -0.0140903-0.00278677j -0.00427999-0.0083482j -0.012259+0.000312309j 0.0130586-0.00750978j -0.00410337-0.00569642j -0.0249415+0.00907726j 0.00816336-0.0133714j 0.0121991+0.00134345j 0.0105089-0.0218237j -0.0126384-0.00992813j 0.00259853+0.0019695j -0.0168403-0.0173883j -0.00114322+0.0087576j 0.00931737-0.00306508j -0.000725867-0.00107041j 0.00174068-0.00810224j 0.00388161-5.6809e-05j -0.022969-0.00500877j -0.00473371+0.0188777j -0.00077798+0.00840398j 0.0142568-0.0128726j 0.00282702-0.00121434j -0.000258895-0.00384605j 9.48579e-05-0.00376058j -0.000345218-0.00135163j 
-0.0157349-0.0029767j 0.00914499-0.00484107j -0.00301647+0.00158466j -0.00252647+0.00708953j -0.0184216+0.0135936j -0.00737771-0.000244493j 0.00289394+0.00406769j 0.00672101-0.0034303j -0.00128843+0.000540749j 0.00661952+0.000550213j 0.00251014-0.000634686j -0.00224964+0.00208566j -0.00940718+0.0058092j 0.00616024-0.00645593j -0.00263509+0.00138471j 0.00383048-0.00884306j -0.00104006+0.000756376j 0.000168241-0.00996353j -0.00776381-0.000523939j 0.0127151-0.0108687j 0.000969134+0.0125841j -0.0049225-0.00468334j 0.00175698-0.0050093j 0.00310269-0.00741837j -0.0101388+0.00555238j -0.014121-0.00106876j -0.01538-0.00169363j 0.00579836-0.00961544j -0.00512945+0.0137407j -0.000401206-0.00402652j 0.00743834-0.00275988j 0.000730435+0.0045571j 0.00776116-0.00260353j 0.00239238-0.00496485j 0.00105789-0.00120958j 0.00606589-0.00652705j -0.00643116+0.00913495j 0.00132515-0.00591051j 0.00184498+0.00875677j -0.0018843-6.59838e-05j -0.00289515-0.00314267j 0.00989141+0.00383814j 0.00294652+0.00328983j 0.00529003-0.00858667j -0.0195651-0.00517133j 0.00153579-0.00397787j 0.00733785-0.00664064j -0.00375665+0.0120727j -0.013255-0.000830565j -0.000105958+0.00679442j -0.00214285-0.00792938j 0.00301876-0.00858452j 0.00962856-0.00308602j 0.00447449-0.000835517j -0.00114668-0.00327864j 0.00148031-0.0114858j -0.00742049-0.000423983j -0.000470987-0.0043256j -0.00120158-0.000472442j 0.00334331-0.00421012j 0.00192246-0.0023983j -0.010389-0.0048054j -0.00131697+0.00749187j 0.003359+0.00703765j 0.00910374-0.00690809j 0.00622035-0.00353124j -0.00222944-0.00264736j 0.00112721-0.000102599j 0.000159126-0.00061045j 
0.00314412+0.00737899j 0.00220592-0.00159008j 0.000363008-0.00173518j -0.00297442+0.00431086j -0.00171167-0.00191958j 0.00424921-0.00418586j -0.000621073-0.0039122j -0.00208339+0.00114095j -0.00420015-0.00147338j 0.00165836+0.00364619j -0.00137276+0.00508081j -0.00695387-0.00152901j 0.00648779-0.00719388j 0.00539245-0.00770337j 0.00754292-0.0158608j 0.0108153-0.000378168j 0.0225853+0.0133134j 0.00249048+0.00122579j 0.0157255-0.00734978j -0.020207-0.00273742j -0.00970841-0.00160701j -0.00426961+0.00539563j 0.00537464-0.000354324j -0.0120534-0.000113287j 0.00424956-0.000669977j -0.00323769-0.00317361j 0.00780588+0.00311864j -0.0121729+0.0126285j -0.0022427-0.00753868j 0.00140193+0.00297878j 0.00343221+0.0018221j 0.000968235+0.00998109j 0.00917237-0.00115114j -0.00926504-0.00524803j -0.00490634+0.001978j -0.0036663-0.00497636j -0.00296453-0.00191655j 0.00881062-0.00816152j 0.00400453+0.00661081j -0.00904569+0.012434j -0.00767182+0.00769426j 0.00451415+0.00207886j 0.00678451-0.00559325j 0.0145486+0.000381743j -0.00144998-0.00330324j -0.00730305+0.00012435j -0.00509359-0.00776616j 0.00284094+0.016251j 0.00535915+0.0047956j 0.00520507+0.00659249j 0.00469504+0.00449675j -0.00990452-0.0101476j -0.00238444+0.00688189j -0.00538172+2.08584e-05j 0.002289-0.00911074j 0.000446851+0.00259348j -0.0138185-0.000500387j 0.00110866-0.00378788j -0.00229489+0.00164286j 0.00579727-0.00669502j 0.010025+0.000462899j -0.00943557-0.00247521j -0.000978146+0.00280006j 0.00218644+0.00214649j 0.00434486-0.00366879j 0.00354931+0.0035583j -0.00503668-0.00432831j 0.00475452+0.00520382j 0.00582439-0.000443019j 
0.00630485-0.00222222j 0.00300038-0.00370368j 0.00562411+0.00130677j -0.00343629-0.00608581j 0.00512224-0.00510825j 0.000267395+0.00820208j 0.00104812-0.0054196j 0.00620217+0.00902378j 0.00421181-0.0068982j -0.00235994-0.00386768j -0.00409006-0.00259539j 0.00758976-0.00366625j -0.00106686-0.0034843j 0.00336542+0.00713353j 0.000224531-0.000560173j -0.0053431-0.00109712j 0.00803838+0.00490483j -0.0186631-0.0102796j 0.0154258+0.00114838j 0.000884163+0.00679593j 0.00424312+0.00292233j -0.000521612+0.00153011j 0.000813502-0.0079828j -0.00572837-0.00344335j -0.00330454-0.00498026j -0.00885389-0.00243543j -0.0015243+0.00288388j 0.00650582+0.00305498j 0.00701897+0.00143025j 0.0144677+0.00430739j -0.0124317-0.00266106j 0.0099774+0.00545965j -0.000615961-0.00191038j 0.00137805-0.00871785j -0.00452542+0.00730811j 0.00154591-0.00401576j 0.00429991-0.000348709j 0.00385581+0.0131336j -0.00216663-0.00504098j -0.00325358-0.0128647j 0.00944809+0.00350653j 0.00256696+0.00149695j 0.0105128+0.00910427j 0.0125559-0.010125j 0.00396611+0.0102084j -0.00408351-0.000821559j -0.0108655+0.00557617j 0.00552866+0.00526636j 0.000766329-0.0128221j 0.00244396+0.00639902j -0.0108599-0.00551151j -0.000590791+0.00464569j -0.00220931-0.011505j 0.0122141+0.0117157j 0.00171124-0.00804564j -0.0113112+0.00440825j -0.00178429-0.00636565j -0.00402847+0.00137251j 0.000979036+0.00334887j 0.00590788-0.00129397j -0.00380518-0.00717724j -0.00189662+0.00541309j -0.00943015+0.00559873j 0.000456852+0.00304694j -0.00294242+0.0071164j -0.0039007-0.0103169j -0.0085029+0.00672943j -0.015947-0.00345163j -0.0118554+0.00158526j 
0.0263998-0.000679238j 0.00346978-0.00597821j -0.0210596-0.00684374j -0.00426783+0.0129882j 0.0122254-0.00033583j -0.0100165+0.0172441j 0.0120777+0.0205173j 0.0114158-0.000752269j -0.00465795-0.0132487j 0.000129351-0.00837031j 0.00945248+0.005267j -0.000878274+0.00679722j 0.00722765-0.00304685j -0.00790958+0.0047781j -0.00327059-0.000137161j -0.00283486-0.00596274j 0.00905328+0.000175989j 0.00675219+0.00700425j 0.000901253-0.00923822j -0.00216012-0.00215345j -0.00635537+0.00221262j 0.00180867-0.00843047j 0.000161559-0.0143085j 0.0139302-0.0130491j 0.00380998+0.01145j 0.00250407-0.00585126j 0.00654499-0.00406384j -0.000574018-0.00118728j 0.00400012-0.00131764j -0.00451028-0.00924734j 0.00358232+0.00169068j -0.000298223+0.000485569j -0.00279231-0.00745141j 0.00213084+0.00455424j -3.78575e-05-0.00337887j -0.0030026-0.00541458j -0.00515956-0.00520139j -0.00539859-0.00550117j 0.000260821+0.000114575j -0.000135247+0.000226774j -0.00801987-0.000434812j -0.00358151-0.00799833j 0.00113274-0.00516998j -0.00943288-0.000693448j 0.000256072-0.00798658j 0.00258909-0.00049754j -0.00120019-0.00382704j -0.00161004-0.00190055j -0.00101141-0.00230347j 0.00284627+0.00290653j 0.0129183-0.00595093j -0.00453229-0.00331696j 0.00104302+0.000228251j -0.00316261-0.00427927j 0.000766224+0.00711102j 0.00317142-0.00516861j 0.00665518-0.000146264j 0.000806824-0.00497658j 0.00439982-0.000271391j -0.00430226-0.00151972j 0.00546637+0.000745192j -0.00132241+0.00209894j -0.0024243+0.000617916j -0.00367036-0.00114519j 0.000379108-0.00260891j 0.00228683+0.00331036j 0.00157145-0.00219547j 0.00218075-0.000809204j 0.00228016-0.00109922j 
-0.00350544+0.00142269j -0.00776343-0.00939179j 0.00753321-0.000589874j -0.00761269+0.000295107j 0.00332229-0.00183553j -0.00171634+0.00139925j 0.00418758-0.00660149j -0.00441545+0.00190541j -0.00182237+0.00594232j -0.000906128-0.00511844j -0.00132789+0.0109929j -0.00129831-0.0134482j -0.00480847-0.00789159j 0.00110807+0.0222051j -0.0034325-0.0186586j -0.0207161-0.0352604j 0.00490773+0.0154904j 0.00637478-0.00131038j 0.00183824-0.00395684j 0.00265345+0.015903j -0.00502032-0.013669j 0.00458324+0.000521941j -0.00765168-0.00690581j -0.00221282-0.00704177j -0.00191154-0.00970142j 0.00208567-0.000962501j 0.00539338+0.00133092j -0.0102108-0.0140806j 0.00069705+0.00332259j -0.00480721-0.0132964j -0.000566371+0.00788663j 0.0017251-0.0137366j -0.00621504-0.0165207j 0.00538317+0.0225768j 0.0125582+0.0087192j 0.0246083-0.00451672j -0.0199389+0.00304694j -0.00939281+0.0106151j 0.014129-0.0131785j -0.000305591-0.0191191j -0.00787421-0.00735936j -0.0036253-0.00189728j -0.0299179-0.00625135j -0.0361072-0.00470364j 0.0143879+0.00168005j 0.0114831+0.000254713j 0.00782162+0.00152253j -0.00378275+0.00636578j -0.00260389-0.0272461j 0.00864804+0.0141348j -0.00274933+0.00554955j -0.00567529-0.0213363j 0.00733445-0.0031233j 0.00632609-0.00440946j 0.00120649+0.0183556j 0.00366249-0.0246533j 0.00432892+0.000298361j 0.00593676-0.0168427j -0.00265969+0.0102545j -0.0112998-0.0180525j -0.00658871-0.0140033j -0.0230885+0.00750088j -0.0172761+0.0249234j -0.00188463+0.011792j 0.0155744-0.013947j 0.00444898-0.00547352j -0.0138323-0.00617034j -0.0117587+0.00980515j -0.0127648-0.0131303j 
-0.00620285-0.000286244j -0.000573608-0.00456371j 0.00921824+0.00448967j -0.00611514-0.00103875j -0.0153122+0.000873862j -0.00596079-0.00279198j -0.0057203-0.00156897j 0.00430006+0.00201509j -0.0102896+0.00769416j 0.00752974+0.00205229j -0.0081965+0.00544874j -0.00322332+0.00999113j 0.00342117-0.0106499j -0.00693012-0.00023417j -0.00846165-0.013518j -0.00536-0.016031j 0.0096009-0.0137501j 0.0127451+0.0121732j 0.00175196+0.0134196j -0.00336711-0.00109975j -0.00735248-0.00692225j 0.00695148+0.018576j 0.0079223-0.0105832j 0.00420111+0.00553932j -0.000478128+0.00100168j -0.0032523+0.00802728j -0.00673245+0.00389995j 0.00254856+0.00084139j 0.00874894+0.00219921j -0.00735243-0.00110693j 0.0043707+0.0112951j -0.00640834-0.000214048j 0.00256239-0.00452224j 0.00323497+0.00329346j 0.00306325-0.0121755j 0.0019894-0.00634931j 0.00822851-0.00806213j -0.0160763+0.0129757j 0.00369077-0.00637976j 0.00210634+0.0117075j -0.0045476-0.00228728j -0.0133719-0.0199596j 0.0164229-0.0105251j -0.00279623-0.00459068j -0.012503-0.0104572j -0.00159021-0.00189342j 0.00282201+0.00597685j 0.00070074-0.00255502j -0.0129384-0.00765691j -0.00367894+0.00895246j 0.0111845-0.00604268j 0.00304545-0.00160232j 0.00207915-0.0104205j 0.00538653-0.00621764j 0.0156498+0.00134585j -0.00293085-0.0140361j 0.000735059+9.66566e-06j 0.000610016+0.00332616j 0.0158272-0.00314398j -0.00978661+0.00377498j 0.00822023-0.000637041j 0.00176108+0.00873433j -0.00981804+0.00356899j -0.00969498-0.00217879j -0.00795383-0.00957892j -0.00333825+0.00813996j 0.00214515+0.00297414j 0.00534938-0.00357602j -0.00182852-0.000923847j 
-0.00237972-0.000818046j -0.000547077-0.00159047j 0.00356857+0.000221674j -0.00730936+0.00299418j 0.00809201-0.000977509j 0.000921647+0.00134354j 0.00336613-0.00353792j -0.00284497-6.077e-05j -0.000133526-0.0010978j 0.000310594+0.00125299j -0.00239323-0.00207045j 0.00847808+0.0178228j 0.0100506+0.00221757j 0.00661192+0.0043394j 0.00305613-0.012901j 0.00629597+0.0077863j 0.00360821-0.00753101j -0.0102979+0.0046261j 0.00618085-0.00010596j -0.00428176+0.00162737j -0.0057235+0.00367433j -0.000511989+0.00334543j 0.00330543-0.0108372j -0.00728128-0.0027373j -0.00578972-0.0089507j -0.00792546-0.00228867j -0.000106164+0.005967j 0.000694335-0.00186462j 0.000207015-0.000765614j -0.00183111+0.00570266j 0.00546519+0.009504j -0.0156881+0.00130617j 0.00727644+0.0112252j 0.00456971-0.0197697j 0.00362498+0.00147328j -0.0189067+0.0187863j 0.012194-0.00429382j 0.0137034+0.000765035j -0.00379766-0.0165762j 0.0181901+0.00695304j 0.000876049+0.00671802j 0.0045964-0.016326j 0.00193955+0.000451755j 0.00952373-0.00322511j 0.0016132-0.0180986j 0.00275301-0.00655328j 0.000925675-0.00439877j -0.000463351+0.0105296j 0.00655734-0.00714542j -0.0191891+0.017007j 0.00432411-0.00415894j 0.0158949-0.00859698j -0.0117878-0.0171974j -0.0102615+0.00271619j 0.00522155+0.00647212j 0.00504144-0.00599825j -0.0126205+0.00541858j -0.00903955+0.00176952j -0.00556945-0.011943j 0.0188629+0.0162579j 0.0161072+0.0163896j 0.00165576+0.00985356j -0.00686084-0.000417441j -0.0303932-0.00146245j 0.00577446-0.00801469j 0.00507082-0.0026099j 0.00716396+0.0185648j 0.0209522-0.0189993j 0.00528631+0.0042071j 
