-0.0144765-0.0840185j 0.000510842-0.121689j -0.191282+0.307291j -0.154103+0.127531j 0.126801-0.185057j -0.201784+0.250689j 0.278143-0.221118j -0.207055-0.152631j -0.104518-0.0844242j -0.347618+0.175663j 0.107663-0.153863j 0.017662-0.308412j -0.0906127+0.462169j -0.131248+0.122129j -0.227987-0.0758363j -0.492716-0.114874j -0.498511-0.0611003j 0.00540846+0.126917j 0.479504-0.0763014j 0.397657-0.737468j -0.647143-0.39502j -0.108334-0.329265j -0.5364-0.500426j 0.0296835-0.07972j -0.91772+0.868331j -0.705615-0.0920012j 0.573411+0.511022j 0.411017-0.146262j -0.041735+0.509975j -0.711857-1.06783j -0.296506+0.296653j 0.82882-0.0870996j -0.127062+0.512059j -1.04798-0.190969j -0.62377-0.346313j -0.0609872+0.152865j -0.872088-0.645971j -0.25104-0.893413j -0.652822+0.89947j 1.3225-1.41941j -0.683769+2.41771j -0.115985+0.616551j -0.875899+0.0122863j 2.2898+0.501906j -0.228713-0.30906j 0.182765+0.238068j 0.278538+0.763259j -0.0950298+0.277962j 0.183983-0.518235j -0.760938-0.229602j 0.0947744+0.0177785j -0.0862915-0.128661j 0.204041+0.0803434j 0.637428+0.0713961j 0.405983+1.12824j 0.0635681-0.644649j 0.0862986-0.666486j -0.14148-0.209355j 0.203385-0.273894j -0.152179+0.0271712j -0.0261984-0.0603811j 1.48881+0.239354j 0.43005-1.00037j -0.436854+0.369392j -0.289237+0.776228j -0.271255+0.805613j 1.5576+0.636399j 0.351931+0.224501j 0.656441+1.10543j -0.681669-0.453224j 0.981154-0.141206j -0.183062-0.484909j 0.765531-1.94612j 0.929944+0.737446j 0.751991+0.864189j -1.22616+0.182863j -0.257437-1.12983j 0.255539+1.73702j 0.396668+0.364253j 0.882758-1.01853j -0.618085-0.54112j -0.788198-0.0689053j -0.619447+0.283363j 0.715963-0.870869j -0.911489+0.348105j -2.01914-0.176094j -0.202506+0.169939j 0.0230599-0.381819j 0.83855+0.704125j 0.269652-2.19305j 2.06726+2.21089j -1.85591+2.23325j 
0.520797+0.0331136j 0.514157-0.279832j -0.0129647-0.683805j 0.928306-0.382405j 1.6887-0.618237j 0.532667-2.14891j 0.3604+0.736835j -0.772159+0.697353j 0.133802+0.311968j -0.236341-0.152238j 1.59628-1.68647j -0.200043+0.12019j -3.42871+1.31364j -1.7338+1.52855j 2.53143-0.790448j 0.42999+0.893611j 0.541844-0.941438j -0.3027-1.0866j -2.3709+1.82242j -3.70034+1.50008j -0.90341+0.135946j -1.07255+1.23442j -1.9855+0.827937j 0.143981+0.0881816j -0.421547-0.671381j -1.58501+1.9986j 2.0186-0.711612j 3.93964-2.71898j 0.347744+1.46656j 1.9202-0.799004j 0.458758-0.674505j 1.05344-0.723599j 0.247731+0.16198j -0.332382-0.0138216j 1.0797-0.558513j -0.986776+0.135499j -0.189033+0.59441j -0.504558+0.379651j 0.415218+0.333966j -0.27997-0.184348j 0.0372317+0.367185j 0.0520612+0.345744j 0.28193+0.604296j 0.597165+0.0234227j 1.68592+0.661778j 2.41255+0.0840451j -0.821318+1.60521j 2.45624+1.19353j -2.21116-1.0988j -1.00419-0.131384j -3.63849-2.70756j 2.93516+1.33164j 2.10925+0.913329j 4.49495+2.86273j 2.08379+0.286892j 7.82899+4.81922j 6.71864+3.54595j 1.16366-0.139191j -1.90717-0.702728j -0.0993202-1.11282j -2.79413+0.077138j -8.51526-4.91798j 0.226521+0.0226855j 6.17639+4.4268j -0.586787-0.465162j 5.84617+3.75818j 3.26536+1.7757j 0.712246+0.660331j 6.68105+3.36961j -0.161577-1.0762j 8.49002+5.73419j 1.44941+0.908315j -1.41761-0.741903j -2.37456-1.37809j 0.809272+0.270045j -4.20403-2.13693j 7.06222+5.32906j -0.0194664-0.149781j 2.48204+1.85241j -1.83909-1.66253j 0.485848+2.21146j -3.87029-2.39089j 0.634583-0.361829j -1.53359-1.47363j 2.90767+2.36297j 0.671438+0.752395j -1.5487-1.49128j -0.702265-0.282806j 0.587458+1.06755j 0.230521+0.562088j 0.217796-0.526219j 0.576685-0.0587298j 
-0.228903-0.146808j 0.277935-1.27484j 0.873269-0.959498j -0.562358-0.265018j 0.0505677+0.518263j -1.82709+0.25665j -2.41423+0.46267j 3.48269+1.75837j -0.0499057+0.0357603j 1.16126+0.0905041j -1.78664-0.904466j 0.622813-1.17677j 3.62917+2.50951j -0.121916+0.390689j -2.7193-0.888416j -1.12369-1.02267j -1.49673+0.382956j -2.00954+0.103056j 1.8872+1.98244j 5.09126+3.94952j 2.23543+0.0762806j 2.53085+1.49169j 2.7126+0.909546j 0.376542-1.19448j 3.11558+1.70337j 2.48888+1.01892j -1.13356+0.539429j -4.95211-1.9908j -0.857139+0.541239j -3.14494-2.7462j -1.97082-0.501194j -1.40781-2.06612j -1.03195-0.522264j -1.12424-1.90055j -2.15448-1.26727j -0.000356878-0.605078j -0.194269-0.10246j 1.65049-0.0210502j -0.67065+0.585314j 0.17118+0.351759j -0.045684+1.30993j 0.957762+0.0655549j 0.760671-0.344351j 0.370957-0.0441063j -3.53834+0.70836j -6.75856-0.28338j 1.34247-1.19798j -6.94046+0.70922j 8.78281-2.07452j 2.28232-0.987995j 12.0967-2.89843j -8.431+1.51566j -5.77571+2.01452j -10.4434+1.46878j -3.61118+0.526446j -22.2609+3.93843j -16.7241+4.98765j 1.2952+0.0256227j 4.75461-0.634256j -0.88572+0.335962j 7.32804-2.00464j 23.4049-5.25448j -2.60848+0.27439j -20.2602+3.59487j -0.96719+0.265909j -17.2671+3.92738j -5.92813+0.824815j -1.62096+1.45556j -17.7236+3.83951j 1.56783-0.63541j -23.988+3.84376j -0.330007+0.322915j 5.90699-1.74216j 6.06755-1.53319j -1.67564+0.434604j 11.8603-2.40433j -21.65+4.79853j 2.94621-1.17578j -11.5104+2.23778j 5.26405-1.55607j -6.26413+0.772089j 10.4877-2.0889j -1.55013+0.979885j 4.37661-0.229857j -8.0203+1.16167j -0.983635-0.281712j 5.05806-1.0553j 1.21683-0.913223j -2.73825+1.00592j -1.03318+0.595241j 0.869824+0.0630877j -0.375417-0.296525j 
-0.391427-0.574469j -0.425494-0.581506j -0.556002+0.447229j -0.831675-0.815408j -1.41414-1.41932j -2.38704+0.647397j 0.0903416-0.598818j 0.979878+0.319818j -0.0338429-0.329196j 0.257973+0.607688j -2.30131-0.583908j 0.1309-0.152292j 2.73174+2.83955j 2.02981+1.04378j -2.01509-1.67033j 0.726772-0.624687j -1.28721+0.0145549j -1.50552+0.631578j 3.02448+1.52866j 3.31957+2.64039j 0.918351+0.262127j 2.1262+0.71857j 1.8418+1.2233j -0.197958-0.181001j 0.0760069+0.44215j 3.37545+0.664642j -1.88512-1.2384j -4.99238-2.77737j 1.44382-0.879342j -2.43794-1.34964j -1.40584-0.0368951j -1.73267-0.628135j -0.194699-0.18471j -0.116078+0.673039j -1.48373-0.374284j -0.407206+0.509658j 0.526958+0.00573844j 1.13752+0.186957j -0.777386+0.0569608j -0.62284+0.629128j 0.266826-0.224864j 1.99635+0.0319122j 1.96352-0.0819648j 0.332696+0.289111j -2.02344+0.528107j -4.77178-0.447673j 1.17495+0.878009j -5.7082+0.629334j 8.38467-1.09362j 2.16642+0.280802j 9.68216-1.97819j -6.22543+0.99746j -3.87683+0.509936j -7.17893+1.77695j -2.548+0.148678j -18.0682+2.51695j -12.7063+2.12105j 1.15826-0.0172165j 4.29729-0.143391j -1.90052-1.13403j 5.5956+0.745313j 18.2252-2.78206j -2.909-0.17154j -16.8796+2.14308j -1.34981-0.59441j -14.4427+2.00012j -4.26222+0.778701j -1.51222+0.222494j -12.7225+1.63173j 1.61083-0.720946j -19.1503+2.8612j 0.297372+1.09159j 4.86001-0.129536j 4.25401-0.758036j -0.97613+0.0668112j 8.72189-0.744939j -16.9365+2.49974j 3.3948+0.385399j -9.16551+0.369064j 5.14357-0.900367j -6.00102+0.863241j 7.91093-0.984409j -0.621751-0.320968j 3.99712-0.350401j -6.12992+0.955722j -0.695678+0.29159j 4.26656-0.680511j 1.26147-0.135348j -2.23178+0.427072j -1.21515+0.239494j 1.32651-0.309103j 0.332342-0.0559692j 
0.513006-0.157551j 0.459127+0.709656j 0.0661146-0.175912j -0.504501-1.27668j -0.48696-0.253848j -0.979087-0.448136j 0.689306+0.964438j -0.391418+2.40404j -1.4367-0.0785602j -1.6993-0.471617j 3.2872-2.12819j -0.965589+1.05124j -2.06225+2.1445j 0.0732796+0.425414j 2.34745-1.10071j 1.49871-1.93143j 1.08267-0.933686j 0.914716+0.573941j -1.36314+0.903107j -3.25328+3.72875j -1.15669+0.518677j -1.70939+2.31949j -1.05221+2.48759j 0.278097-0.0972641j -1.45282+1.62554j -0.901954+1.75483j 1.71975-1.46069j 1.52398-1.77863j -1.12139+0.636429j 2.02462-1.42244j 0.887968+0.289664j 0.631067-0.311186j 0.671873-0.43046j 0.543228+0.033999j 0.556977-0.663685j -0.572479-0.178948j 0.688752+0.160037j -0.716324+0.490382j 0.38067+0.996973j 0.283281+0.253488j -0.136467+0.508224j -0.91001-0.908886j 0.355011+0.135353j 0.756792+0.0747073j -0.286846-0.185399j 1.12031+2.29038j 0.841052+0.15298j 1.11051+1.2575j -2.75609-2.12965j -1.17278-1.93817j -3.53099-1.88938j 3.81048+1.12614j 0.899758+2.36385j 3.96701+2.16291j 0.930666+1.5276j 6.88486+5.44691j 5.12687+4.27825j 0.530034+0.252579j -2.10741-0.598244j 1.19765-0.495317j -3.35224-2.15504j -7.40266-5.71876j 0.207674+0.361789j 6.55564+5.38672j -0.220553-0.196587j 6.30319+5.4766j 1.73363+1.59839j 0.932446+0.141379j 4.66077+4.35303j -1.33769+0.0776645j 7.14486+7.3624j 0.54376+0.611479j -1.03907-1.62094j -1.16378-1.98923j 0.144484+0.205703j -2.12293-3.51556j 5.64274+7.94178j -0.982634-1.01872j 3.30083+4.46826j -1.91654-2.41849j 1.49575+2.08884j -3.51234-3.84975j 1.26006+0.445227j -2.1355-2.01487j 2.93942+2.87852j 0.246167+0.805627j -1.38347-2.26837j -0.450917-0.431387j 0.870755+1.90611j 0.485574+0.808732j 0.323295-0.223711j 0.488597+0.236846j 
0.212087-0.00210764j 0.267529+0.118861j -0.204056+0.149137j 0.659608-0.308373j 0.221714+0.106313j -0.143013-0.27j 0.234637+0.754799j -2.48765+0.792217j 1.41406+2.36728j 0.372393-0.505193j 0.858376+0.875213j 0.165773+0.446233j -0.835549+3.11666j -0.0661352+0.301601j 2.09749+1.25068j 0.00545883-1.52683j 0.465517+0.669463j 2.20412+0.04048j -1.09017+0.858103j -0.864059+2.52145j -0.519361+0.876136j -0.224176+0.218564j -0.602954+0.80368j 0.106726-0.717704j -0.924483+0.0354764j -1.09235+0.627637j 0.539488-0.598489j 1.69052-1.8248j 0.186905-0.556223j 0.816017-0.85617j 0.332118-0.445014j 0.6269+0.100295j 0.247433-0.160039j 0.306903-0.20967j 0.672674-0.48368j -0.241877-0.171329j -0.311871+0.271994j -0.156382+0.346266j 0.297227+0.477956j -0.0290694+0.146029j -0.252921+0.078115j -0.0961647-0.462319j -0.271079+0.311384j -0.00109936+0.263783j 0.669878+0.279221j 0.360938+0.468842j 0.0816938-0.225559j 3.60647+2.36558j -0.637065+0.35256j 0.166205-0.997598j -1.67138-1.78008j 3.21152+0.866883j 2.54907-0.509196j 1.01262-0.540573j 0.786936+0.628242j 3.52721+3.21454j 2.00234+1.24451j -0.971415-0.833079j -2.19317+0.576132j -0.493006-0.538843j -1.13399-1.9189j -1.29232-3.02215j 1.30942+0.249322j 3.71217+1.34728j 0.468748+0.329592j 2.18947+1.56779j 0.895669+1.19654j 0.577907-0.335468j 1.64442+1.78957j 0.0718506+0.512699j 2.30675+3.8491j -0.042+0.0064j -0.224745-0.538638j -0.852785-0.98127j 0.996324+0.0230052j -1.45294-1.67726j 2.81328+2.56668j -0.0972189-0.467205j 0.251932+1.18279j -0.875844-0.80239j 0.244414+0.96059j -1.11816-1.6148j -0.433966+0.205407j -0.972607-0.733583j 1.26891+1.18738j -0.118373+0.303707j -0.569499-0.777701j -0.484381-0.609458j 0.0294579+0.539217j 0.0879427+0.356207j 0.0706003-0.0485996j 0.155173-0.0210381j 
-0.434721-0.455773j 0.786853-0.972554j 0.0548504+0.00137795j -0.907656+1.2243j 0.0217059+0.191386j 0.322383+1.28661j 0.552964-1.41025j 2.1898-0.495495j 0.558276+1.15389j -0.0922698+2.06179j -3.11966-2.18666j 1.75498+0.360292j 2.63211+1.26956j 0.18258-0.099623j -1.69054-1.46684j -2.37929-0.571886j -1.51657-0.79735j -0.231018-0.696951j 1.65559+0.978561j 5.15109+1.60913j 1.42359+1.03376j 3.10731+0.985347j 3.29853+0.0441314j -0.19584+0.119267j 2.43726+0.479495j 2.68519-0.131258j -2.61777-0.985344j -3.19777-0.483878j 0.985628+0.945801j -2.54396-1.0724j -0.124838-0.816832j -0.876847-0.0993134j -0.773499-0.42239j -0.207386-0.217372j -1.45182+0.185018j -0.157657-0.0870179j -0.205177-0.635725j 1.06555+0.54212j -0.674268+0.499215j -0.501773+0.381069j 0.203616+0.310914j 1.19171-0.2648j 2.15849-0.11309j 0.699426-0.56347j -3.33533+0.290962j -5.40482+1.976j 1.77331-0.437701j -6.61423+1.1086j 8.07248-1.92168j 1.90383-1.60778j 10.6551-0.506402j -5.44305+0.218122j -4.56568+1.41337j -8.09036+0.991398j -3.50007+0.926395j -19.193+2.35974j -14.7282+1.61913j 0.357049+0.414533j 4.19829+0.544986j -0.548637-0.464643j 4.7844-1.33234j 19.3798-1.75639j -2.9479+0.147415j -16.3876+1.62028j -0.620671-0.112254j -14.3728+2.16734j -5.34119+0.308538j -1.27213-0.457212j -14.55+0.631579j 0.326931+0.243229j -20.0578+1.6544j -0.721941+0.482514j 4.9319+0.103736j 5.23701-0.319173j -1.79634-0.209429j 10.454-0.239197j -18.2967+1.84454j 3.07387+0.0874957j -8.52872+1.13573j 5.09334-0.683172j -5.1752+0.25284j 8.2032-0.939059j -0.116763-0.0778797j 3.58069+0.013813j -6.12434+0.00142402j -0.724281+0.110636j 4.49767-0.290957j 1.62543+0.264827j -2.18492+0.61182j -1.05305+0.43813j 1.23799+0.0997764j 0.150051+0.0820816j 
-0.111501-0.307746j 0.160477-0.425464j 0.421243+0.219096j -0.537016-0.679053j 0.0837473-0.435238j -0.423066+0.0759083j 0.566044-0.805275j 1.72274+2.40809j 2.07029-2.59615j -0.789552-0.366099j 0.461461-1.27265j 0.591609-0.486742j 3.59462-0.301926j 0.378029-0.0410928j 0.420751-2.49954j -1.56289+0.79069j 0.606872-0.647762j -1.04803-2.32899j 1.359+0.765316j 3.14072-0.203462j 1.26896+0.278196j 0.478053+0.08976j 1.16237+0.242312j -0.688569+0.134846j 0.626115+0.830762j 1.43576+0.711264j -1.06778-0.105136j -2.95884-1.08191j -0.592102+0.0353801j -1.47513-0.370744j -0.8336-0.103629j -0.413017-0.503113j -0.348879-0.160743j -0.416194-0.120116j -0.983872-0.309358j -0.0462199-0.096629j 0.320845+0.256475j 0.673597+0.0493532j -0.394953+0.159998j -0.197105+0.343673j -0.0596991+0.347013j 0.637011-0.119587j 0.68269+0.0518839j 0.252373+0.0205934j -1.42076+0.194927j -3.00086+0.0470161j 0.579485-0.250266j -1.05199+1.18861j 5.05901-0.30722j 1.36094-0.616472j 5.58811-0.845514j -1.62188+0.207919j -0.713467-0.463537j -4.96818-0.0552254j -1.75481+0.342978j -9.79537+2.04927j -7.94371+0.812424j -0.478484-0.660815j 1.55137+0.676852j -1.11995-0.644096j 3.00402-1.42875j 11.7789-1.77292j -0.55714+0.137031j -8.01861+0.747785j -0.0129529+0.341848j -7.97744+0.564043j -2.71197+0.523351j -0.537697-0.182586j -7.9969+0.627095j 0.83162+0.325093j -11.5327+1.74832j -0.525676+0.0925544j 2.79399-0.0217571j 2.70495-0.493634j -0.228717-0.0314455j 4.93998-0.590229j -9.34828+0.961801j 1.86156-0.157409j -5.29735+0.307519j 2.66421-0.342914j -2.87175+0.328437j 4.72182-0.672792j -0.825826-0.0478987j 1.93673-0.0304455j -3.35861+0.239849j -0.559634+0.000934118j 2.35504-0.197179j 0.629402-0.25821j -1.33188+0.101505j -0.617334+0.193958j 0.49528+0.00473944j -0.00577929-0.0440656j 
-0.521712-0.127768j -0.472244-0.14686j 0.944355+0.232961j -0.595774-0.553084j 0.161679-1.33481j -0.759433+1.11159j -0.732597-0.641561j 1.50265-2.02505j 1.5698+2.07015j -1.40322-1.31846j -0.906174+1.244j 0.712679-0.441464j 1.22942-2.31371j 0.453844+0.351747j -1.81379+3.16436j -0.835135+1.41224j -0.00739027-0.517206j 0.333543+0.939806j 1.74553-1.27339j 0.966594-2.88869j -0.16961-0.439128j -0.469951-0.979124j 1.14453-1.00269j -0.392872+0.690985j 1.60461-0.969015j 1.4141-0.900961j -1.219+1.35886j -2.01274+1.99287j 0.665085+0.351362j -1.04145+1.75035j -0.320451+0.631061j -0.420555+0.0771907j -0.299492+0.332205j -0.215166-0.162581j -0.891766+0.3179j 0.562895+0.354777j 0.0819249+0.0685738j -0.0758292-0.902335j -0.366572-0.790822j -0.124298+0.154063j 0.180674+0.0274732j -0.530542+0.599392j 1.10029-0.282841j 0.514035-0.613761j -0.477497-2.25025j -2.62247-1.25903j -0.477276-0.424673j -1.39901-0.472202j 3.00605+1.40391j -1.43283-0.0047413j 3.15413+2.04475j 0.293713-0.38507j -0.620415-0.994072j -2.52628-0.979503j -1.20821-1.43729j -3.63607-3.60084j -2.77011-2.20107j 0.145646+0.735586j 0.846341+1.42426j -0.286141-1.30763j 1.58718+1.47356j 3.08063+4.51696j -0.271786-0.843657j -1.44827-3.65855j -0.575899-0.21763j -2.17255-2.99566j -0.285679-1.041j -0.57629-1.43163j -2.01691-3.54645j 0.471213-0.1802j -3.37028-6.50828j -0.42376+0.0576232j 0.397527+1.41945j 1.39658+2.61228j -0.4993-0.921709j 0.872788+1.94j -3.18813-4.55329j 0.656778+0.903426j -0.902912-2.04525j 0.942973+1.40415j -0.284273-1.07902j 1.2764+2.95979j 0.167237-0.784199j 1.11909+1.53381j -1.58458-2.49747j 0.120215-0.588959j 0.654093+1.18055j 0.00843301+0.97276j -0.0619301-1.19315j 0.112254-0.587802j -0.076899+0.283261j -0.307552-0.0205818j 
0.343071+0.449757j 0.286178-1.01016j -1.76092-1.02307j 0.106687-0.887587j -0.86989-0.138395j 0.0117632+0.902683j -0.129038-1.56523j 0.444977+0.35415j 0.193696-0.310762j -0.0815264-0.5235j 0.678992+1.09541j -0.445832-0.451326j -0.0821593+0.311156j -0.684575-1.86583j -0.431282+0.744628j 0.261387-1.09318j -0.424656-0.57516j 0.0133472-0.181052j 0.194874-1.09377j -1.03874-1.38757j 1.29171-0.195674j -0.317737+0.402708j -0.404347-0.40852j 0.111828+0.155593j -0.199626-0.0937626j -0.455266+0.127866j 0.549346-0.75046j -0.110592-0.177259j 0.163138-0.26543j -0.3563-0.439092j 0.0607476-0.129071j 0.00316775+0.547573j -0.146348-0.0890013j -0.33066+0.0117003j -0.194077+0.569603j -0.623689+0.279388j -0.473412+0.205135j -0.0719784+0.0658008j 1.06936-0.985842j 0.701544-0.671413j -0.0564662-0.163262j 2.661+1.51406j -0.930905-0.263252j -0.430166-0.58666j 0.365713-1.64403j -0.171438-1.038j 0.64357-0.703933j 0.775167-0.195915j -0.52561-0.742552j -1.93131-0.0307492j 0.679957+1.60032j 1.12032-0.128929j -0.658165+0.212786j -0.028521-0.722075j 0.70655-0.244618j 1.38787-2.70496j 1.68338-0.513999j -1.08293-0.0277846j -0.38182+0.294965j 0.778085-0.513992j -0.282583-0.67088j -0.308262+1.95504j 0.673773-0.0196674j 0.917688-1.17866j -0.699652-0.234206j 1.51386-1.50099j -0.971956+0.612442j -0.913301-0.180149j 1.1756-0.573362j -0.436043-0.890886j 1.75776-2.994j 0.0585788-0.189638j -0.429599+0.315283j -0.639272-0.030771j -0.683104-0.653514j -0.454073+1.46937j 0.852002-2.69949j 0.437375+0.285828j 0.495524-0.623214j -0.12588+0.904066j 0.104774-0.536164j -0.334726+1.05991j -0.619886-0.174718j -0.212231+0.37645j 0.18278-0.802739j -0.152201+0.297979j -0.406487+0.117558j 0.054568-0.054612j 0.12765-0.667355j -0.231923-0.341339j 0.180619-0.637801j 0.277224-0.284399j 
-0.0409096+0.825484j -0.414095+0.754162j -0.105976-1.32045j -0.517176+1.28394j -1.64234+0.316354j 1.85866+0.502485j -0.703008+1.39386j -2.5573-1.69111j 1.18127-2.42965j -0.872491+2.28366j 1.6129+0.488863j -1.01948-0.733625j -3.30889-1.1601j 0.217664-0.360946j 3.65489+0.852597j 2.17279+0.551686j -0.729975+0.161941j 1.03295-0.629405j -1.96985-1.42965j -3.99804-0.0404397j -0.754634-0.107189j -1.30876+0.826366j -1.9065-0.999116j 0.853137+0.507084j -1.77064-1.37904j -1.70615-1.08241j 2.3406+1.06731j 3.44214+1.88957j 0.275094-0.843904j 2.90457+0.66236j 0.966058+0.191255j 0.718135-0.151916j 0.65085+0.27553j 0.145577+0.0587065j 1.18765+0.401224j 0.0467299+0.346115j 0.276865-0.208908j -1.33188+0.0860666j 0.27761-0.25652j 0.652278-0.460758j 0.50252-0.296184j -1.55153+0.342195j -0.347816-0.097693j -0.0449765-0.0635955j 1.99249-1.29116j 2.85976-0.566993j -1.43294+0.14559j 5.05674-0.865219j -5.84255+1.60208j -2.88198+0.34465j -7.95244+1.18107j 6.88978-0.122991j 3.92843-0.720175j 6.55714-1.11036j 2.43815-1.21808j 16.6619-2.52541j 12.3809-1.50554j 0.231121+0.480482j -3.99803+0.727211j 1.06511-0.940025j -4.7774+1.14636j -17.4537+2.54276j 2.60154-0.581426j 15.7493-1.55383j 0.287753-0.275972j 13.3623-1.06419j 5.32359-0.379201j 1.26148-0.892037j 12.9464-1.37506j -0.764042+0.0359396j 18.0909-2.51091j 0.33132+0.0775741j -4.31029+0.312253j -4.02431+1.62379j 1.21227-0.463266j -8.83179+0.241837j 15.4011-1.31354j -2.48827+0.19923j 7.94993-0.131141j -4.35204+0.443962j 4.67183+0.154926j -7.72452+0.987595j 1.03631-0.191513j -3.28391+0.0913959j 5.53197-0.538339j 0.882353+0.0412895j -3.76203+0.0290685j -1.57083+0.277568j 2.16916-0.165072j 1.20142-0.290641j -0.883046+0.14897j -0.11372+0.0742461j 
-0.327253+0.670962j 1.54347-0.0484548j 0.0603306-2.62204j 1.42448-0.24031j 0.230607-1.1059j -1.08386+0.141717j 2.00132-0.834637j -0.199532+0.793849j 0.10052-0.0272577j 0.371791-0.699286j -1.00497+0.695509j 0.344374-0.307631j -0.432051+0.389281j 1.94673-1.48592j -0.532898-0.746301j 1.40286-0.434463j 0.583869-0.402265j 0.136343+0.104137j 1.28851+0.189488j 1.36289-0.877141j 0.750688+1.68273j -0.455398-0.357311j 0.494963-0.183872j -0.126288+0.203099j 0.415231-0.0584722j -0.237644-0.405697j 1.16036+0.441137j 0.341713-0.439088j 0.123048+0.323241j 0.478842-0.615551j 0.170695-0.124383j -0.721672+0.0379705j 0.0925276-0.232833j -0.148004-0.622007j -0.763305-0.392119j 0.153585-0.376759j -0.282866-0.652951j -0.260041+0.0142918j -0.631726+0.381262j 0.131932+0.280575j 0.224878+0.951884j -1.19413+0.366967j 0.726123+0.49321j 0.688207+0.0440231j -0.393895+0.780115j -0.211596+0.386747j -0.344489+0.209795j -1.17539-0.337472j 1.45536+0.768062j 1.69502-0.082771j 0.36059-0.0919518j -1.18194-0.244082j 0.104366-0.646996j -0.865606-0.307559j -0.491627+0.0543109j -2.793+0.0301299j -2.24071-0.856751j 0.703467+0.20088j 0.856753+0.338606j -0.646575+0.162938j 0.615483+0.904488j 2.02745+0.322925j -0.296426-0.313958j -1.89044-0.740765j 0.311321+0.314212j -2.17663-0.649679j 0.0663992-0.765728j 0.30025-0.0281942j -1.72527-1.27132j 0.276612+0.477355j -2.89328-0.843062j -0.0652716-0.00763566j 0.628505+0.417434j 0.724843+0.721097j 0.282567+0.201299j 1.23341+0.29628j -2.38529-0.679499j 0.135361+0.217815j -1.07397-0.805791j 0.733183+0.075899j -0.49572-0.266065j 1.01341+0.423067j 0.256819-0.0441263j 0.561046+0.556055j -0.689269-0.575283j 0.260639-0.331737j 0.57186+0.678253j 0.0117463+0.295121j -0.231291+0.0285524j 0.011908+0.184051j -0.255394+0.40904j -0.277369+0.0118469j 
0.733979+0.293861j 0.190864+0.487419j 1.0592-1.71962j 0.420957-0.319722j -1.28024-0.976132j 0.108863-0.725894j -0.0900421-0.244694j 0.898001+0.777078j -0.514937+1.89657j 0.266533+0.863954j 0.958855-0.63544j 0.371174-0.0500573j 0.192073+1.22263j 1.0413-0.275061j -0.1993-1.21711j -0.87972-0.0578417j -0.319662-0.996201j 0.562973+0.130357j 0.292108+1.0397j 0.247456+0.637444j -0.732957-1.35981j -0.468677+1.02765j -0.43376+0.0169925j 0.387325-0.49838j -1.07762+0.267973j -0.431604+0.371082j 0.82966+0.0202072j 0.890928-0.69469j -0.346749+0.119891j 0.504349-0.892778j 0.16705+0.296742j -0.16637-0.236531j 0.129459-0.191223j 0.326703-0.00459274j 0.244623+0.0921347j -0.915453-0.899414j 0.0918425+0.285967j -0.536866+0.301231j -0.183529+1.07327j -0.220107+0.878487j 0.105309-0.79738j -0.812136+1.30072j -1.54138-1.11646j -1.35328-0.373736j -0.133254-0.430522j -1.43066+0.200489j -0.517525+0.523948j 0.478682-0.0801311j -0.395781-0.297224j -0.143168+1.1646j -0.410632-2.23795j 0.604569+2.26748j -0.0582275+1.14285j 0.0730962+0.477321j 0.601079+0.49925j 1.28126+3.59635j -0.0926883+3.07842j 0.365884-0.145819j 0.672765-0.0992578j -0.636777+1.16923j -0.243909-1.70744j -0.0856532-3.54648j -1.43729+0.916587j 0.536271+3.43987j -0.471779+0.0288018j 1.02341+3.49617j 0.49248+1.70917j 1.13837+0.113341j 0.665944+3.49138j -0.664647+0.517779j 1.994+5.36124j 0.543876+0.336229j -0.343126-0.819757j -0.746262-0.876787j -0.697693+0.572957j -0.900806-2.1014j 1.51754+3.80839j -0.711934-1.11524j 0.6068+1.95755j -0.591233-1.21062j -0.194801+1.23642j -0.135809-2.61675j 0.400355+0.349545j -0.557495-1.30465j 0.559092+2.24613j -0.413711+0.133737j -0.527987-1.06132j -0.25864-0.105613j -0.298506+0.932741j 0.0264062+0.662047j -0.272721+0.424058j 0.0179758+0.215444j 
