-0.0336128+0.0651999j -0.0124756-0.0203444j 0.341392+0.237101j -0.24119+0.0778307j 0.000219476+0.109767j 0.609986+0.207668j -0.380064-0.0904146j -0.358286-0.240394j 0.851036+0.168801j -0.650725-0.383774j 0.058055+0.0442601j 1.42416+0.709559j -0.301764-0.237879j -0.372247-0.340299j 0.462301-0.0177575j 1.52506+1.12913j -1.2964-0.547206j 1.32778+0.853753j 1.41586+0.700509j -0.223281-0.121049j 0.412592+0.0333687j 2.01624+1.00355j 1.61733+0.809206j 1.10707+0.280568j 1.41651+0.75772j -2.8871-1.22997j -0.338061+0.322015j -0.636637-0.477403j 0.0806638-0.0858839j -1.37148-0.428569j -0.848405-0.400764j 1.5297+0.588177j -1.18429-1.08933j 1.0031+0.699816j 1.199+0.860758j -0.0360007-0.109559j -0.839343-0.472432j 0.973014+0.84496j -1.40725-1.08864j 0.930334+0.572632j 1.21984+1.07459j 0.0474292+0.487974j -0.585098-0.0528078j 0.452967+0.358722j -2.69697-2.10321j 0.868548+0.459034j -0.54491-0.659969j 1.29561+0.91126j -1.73062-0.716435j 0.591806-0.0320906j -0.55901-0.185616j 1.18083-0.00452853j -1.53967-0.882753j 0.665751-0.093455j -0.7667-1.01773j 0.0429612+0.00864204j 0.75096-0.489552j -0.365638+0.662772j -1.22983-0.834791j -0.421839-0.614858j 0.208277-0.261294j -0.676503+0.545512j -0.512923+0.141697j 0.00287355+0.47539j -0.526106-1.01816j -0.194+0.707508j -0.345923-0.325099j 0.0821607+0.388844j 2.59201+0.397224j -0.761083+2.40226j 
5.40487-5.1377j 61.0179+3.28403j 232.187-22.8597j 33.7037-23.4985j 21.2336-1.52248j 481.215-13.4885j -77.8531-16.2022j -357.204+30.8741j 509.269-0.205627j -722.29+15.6032j 115.984+9.87818j 1016.43-55.861j -386.634+57.7559j -28.4576-4.28903j 328.031-6.01018j 1233.81-79.3217j -1152.09+87.3588j 1335.66-97.1561j 1025.62-82.4055j 67.6422-20.2595j 426.033-40.0365j 1684.38-137.142j 1328.54-105.043j 743.077-67.0485j 1125.8-92.5223j -2567.8+222.716j -378.786+29.1607j -543.849+38.6436j 92.0732-21.3593j -1375.8+132.379j -805.936+90.0929j 1689.25-163.538j -1612.47+152.974j 748.564-64.3335j 1597.97-164.147j 23.2946-3.9092j -776.742+96.2933j 1642.27-186.427j -1712.52+190.397j 790.533-75.3307j 1396.12-155.276j 67.5338+7.51714j -579.986+82.2353j 399.246-53.3773j -2651.68+321.445j 1172.13-148.122j -761.065+87.9883j 1390.43-177.402j -1755.27+221.117j 435.858-48.4776j -42.5005-9.72439j 1071.84-135.781j -1413.58+187.675j 1211.43-156.442j -1321.75+185.187j 380.75-66.2335j -39.961+10.6006j 352.797-18.3838j -1108.39+163.721j 156.697-38.3455j -832.802+144.341j 605.608-113.807j -367.914+43.7369j -120.818+35.1878j -546.43+91.4398j 22.6151-3.12338j 1.92356-18.7316j -237.606+27.5538j -77.7909+17.0793j 3.46113-4.69593j 
-2.73341+0.792585j -4.8978+2.73007j -30.8508+15.1153j -12.0565+4.14956j -3.27955+1.20565j -52.9982+26.8897j 2.05301-1.91214j 46.8646-22.2678j -50.8892+27.3234j 76.6746-40.0214j -7.64905+5.6354j -121.421+59.642j 60.2225-26.0596j 1.19387-1.28797j -34.665+18.3102j -151.406+74.3678j 145.491-70.681j -168.06+81.1348j -132.111+62.1365j -13.7307+5.56724j -57.125+26.5031j -216.601+103.399j -172.279+80.5968j -98.3115+46.7795j -144.139+69.7558j 335.278-159.261j 48.192-23.6287j 67.7653-31.8894j -17.6235+5.19183j 184.9-85.8136j 113.515-51.6354j -228.091+106.212j 215.884-101.359j -97.511+48.3798j -220.446+100.92j -3.42231+2.82526j 112.376-51.4792j -231.59+105.513j 240.73-110.397j -107.447+48.9048j -194.537+89.3749j -5.23251+2.82132j 88.2644-40.9596j -59.7132+27.7971j 383.171-172.449j -171.241+77.7236j 109.04-48.9837j -203.614+91.108j 255.947-116.576j -60.5572+25.9107j 2.41279-2.0899j -156.724+70.2508j 210.397-93.3847j -179.497+79.8897j 200.409-89.3469j -63.7108+26.8375j 8.4048-3.12242j -42.9346+20.8917j 170.315-74.0388j -29.8346+11.7127j 137.13-57.8678j -103.899+42.9778j 52.8428-23.775j 25.1162-9.56911j 87.8459-37.7105j -3.38609+1.63202j -7.46211+1.30533j 34.0811-16.1802j 14.0151-5.67177j -2.21436+0.418079j 
-6.54988+2.58691j -11.3102+8.25304j -75.6101+39.7753j -31.5365+11.2571j -6.53078+3.34556j -126.607+73.0663j 3.1403-7.16397j 114.755-58.6211j -119.134+73.9406j 183.425-108.458j -16.5999+14.7285j -294.474+160.583j 149.041-68.5509j 2.78551-3.78447j -81.9539+49.5467j -367.365+197.975j 357.087-186.605j -410.551+218.404j -322.382+168.235j -37.2882+13.3829j -139.57+69.9535j -530.976+279.061j -415.399+218.078j -241.686+123.673j -354.615+187.297j 822.097-428.422j 116.351-63.2723j 163.45-91.1632j -43.1885+16.2768j 454.28-230.834j 279.917-137.267j -558.406+283.95j 529.944-271.121j -238.107+125.957j -541.498+269.537j -8.92698+4.03813j 278.527-137.427j -572.284+283.04j 589.987-294.236j -259.733+131.571j -483.577+238.927j -9.93039+6.1858j 217.221-104.935j -147.398+71.6313j 944.98-460.985j -422.037+206.512j 267.568-131.441j -504.895+241.954j 633.764-309.195j -150.308+73.4313j 0.753781-3.04855j -389.306+185.154j 521.992-248.565j -442.964+211.095j 496.839-233.369j -157.675+69.7482j 20.8091-8.93439j -102.237+56.5035j 425.345-197.466j -75.7732+31.6203j 343.255-152.746j -258.36+112.576j 131.397-62.9576j 65.107-23.5237j 221.84-98.8078j -7.70224+3.42442j -21.316+3.57346j 83.28-42.0809j 35.4179-15.1264j -5.84733+0.914466j 
-2.58412+9.44973j -129.338-19.7324j -439.001-7.984j -28.2833+40.8099j -40.0202-0.837613j -960.647-78.9017j 186.455+48.3413j 677.192+15.8045j -1041.82-112.531j 1451.72+131.31j -255.102-47.4464j -1983.78-112.149j 689.969-34.6166j 63.0895+14.6023j -660.961-61.8014j -2386.51-112.069j 2205.21+77.6546j -2564.31-97.9077j -1958.07-62.0304j -102.59+27.284j -803.178-13.3889j -3208.93-96.2898j -2537.15-82.1124j -1404.77-27.9349j -2143.52-64.1412j 4871.38+119.894j 724.941+27.9341j 1050.02+46.991j -148.659+26.6736j 2584.63+35.0497j 1488.99-8.85394j -3174-42.184j 3036.85+48.6865j -1425.22-39.1078j -2980.66-16.3642j -44.3446-0.161511j 1422.01-23.1356j -3036.02+17.83j 3174.09-9.72157j -1489.85-24.8236j -2583.93+9.84322j -149.764-28.1581j 1049.94-37.4849j -725.409+20.1377j 4868-68.0555j -2141.48+42.0903j 1403.42-12.9066j -2534.18+56.3079j 3206.67-63.3842j -803.338+5.14194j 103.488+28.5021j -1955.47+42.4484j 2562.95-72.2117j -2203.27+54.1082j 2382.84-88.459j -658.187+55.1438j 63.4811-13.7677j -689.178-40.6182j 1980.33-91.6903j -254.688+45.4775j 1447.51-115.326j -1038.55+102.799j 677.596-8.18107j 185.44-46.8147j 958.582-68.661j -39.8846+1.13808j 29.3241+40.9235j 438.941-3.60983j 128.555-18.1617j 2.66651+10.0237j 
-0.460623-7.33186j 112.139+21.9431j 363.305+26.5552j 10.5037-32.1371j 33.4211+2.91359j 813.424+106.297j -168.624-47.8692j -560.906-42.0844j 891.158+138.928j -1232.68-170.351j 224.03+50.0703j 1665.04+178.053j -556.305-0.999882j -56.8496-14.527j 561.395+79.1635j 1993.96+196.778j -1835.47-159.496j 2136.89+193.365j 1627.75+136.345j 75.6719-18.6452j 663.628+44.2853j 2664.35+220.68j 2108.62+179.038j 1160.07+82.8953j 1780.78+148.456j -4038.96-312.691j -603.974-55.3797j -877.269-85.9304j 113.678-16.881j -2134.86-144.332j -1220.52-58.3002j 2619.55+173.899j -2508.98-173.715j 1182+95.1387j 2452.94+142.883j 36.9016+1.22173j -1161.82-43.7483j 2487.89+118.111j -2602.25-130.511j 1230.92+84.6258j 2121.83+104.816j 131.808+30.2025j -849.845-17.701j 590.131+15.8453j -3976.73-155.289j 1745.62+59.945j -1148.88-51.5776j 2066.4+64.9274j -2615.64-88.2106j 658.824+30.8228j -93.6619-27.8835j 1593.72+51.5086j -2083.17-52.7759j 1793.14+50.7487j -1930.82-30.9082j 523.339-15.8767j -47.0756+9.37518j 580.794+63.8509j -1599.12-10.8108j 194.705-25.9283j -1154.17+33.3288j 822.25-40.1206j -552.956-22.7417j -137.819+31.4384j -765.953+15.4138j 32.7736+1.26753j -37.0127-35.5127j -359.567-16.292j -99.6136+9.39441j -5.35776-8.44867j 
-6.36333+7.08596j -77.9722-4.41688j -291.971+25.2495j -37.421+29.5472j -25.6559+2.08685j -610.46+12.1302j 103.198+20.6702j 449.277-35.4047j -650.078-5.92813j 916.399-9.73918j -150.011-14.5971j -1285.71+58.014j 480.231-69.6504j 36.6039+5.47892j -417.356+3.49365j -1556.85+86.8768j 1450.23-98.3461j -1682.18+109.02j -1290.68+92.4738j -81.8147+25.5098j -534.797+45.3222j -2116.9+155.515j -1670.83+117.882j -932.136+77.2784j -1413.44+103.846j 3226.39-252.5j 475.476-31.6139j 686.376-42.0124j -112.25+25.9574j 1725.31-152.313j 1008.38-106.517j -2118.94+187.126j 2022.86-175.015j -941.354+73.3271j -2000.51+192.179j -30.306+3.44107j 969.286-114.308j -2053.68+219.41j 2141.79-222.983j -993.289+84.9152j -1745.55+181.768j -88.2187-8.75837j 723.447-97.4297j -498.317+62.9133j 3313.03-378.775j -1462.81+175.433j 949.903-103.608j -1734.36+210.276j 2189.53-261.77j -543.345+57.3028j 55.4886+12.9558j -1337.82+161.146j 1759.93-222.352j -1510.39+185.784j 1647.45-221.887j -468.862+80.265j 49.6338-13.0145j -445.725+18.4966j 1377.47-196.705j -191.488+47.2041j 1029.52-177.025j -747.005+139.257j 460.22-51.5598j 146.682-43.2626j 676.906-110.229j -27.082+2.98074j 0.362627+24.9417j 297.509-33.3465j 95.0264-20.5412j -2.82844+5.97678j 
-0.771499+0.503916j 0.332603+1.44732j -1.86743+5.33823j -2.92955+0.928686j 0.147933+0.930236j -0.469707+11.0971j -1.6496-1.78553j 2.58644-8.02234j 1.60794+11.8706j -0.204666-16.3204j 1.87982+2.59553j -4.23669+23.0621j 5.96561-8.97877j -0.412175-0.46908j 0.319766+7.5178j -5.67798+28.17j 7.1128-24.9887j -8.65908+30.6591j -7.75797+23.7747j -2.41834+0.534144j -3.58773+9.62202j -12.8518+38.6495j -9.11296+32.5035j -5.98846+16.7081j -8.49072+25.0821j 21.1571-58.7921j 2.06113-9.18399j 4.59116-13.7752j -3.28133+2.56992j 12.7899-31.4662j 9.04199-18.3428j -15.4425+39.052j 14.3347-36.903j -4.55125+17.2738j -15.9853+36.8938j 0.632149-0.0445598j 9.75549-17.7563j -19.1623+37.5905j 18.2748-40.5677j -6.86651+19.1826j -16.0148+30.3767j 1.60305+1.56019j 6.84838-13.8797j -4.61889+9.19093j 32.9261-62.2717j -14.416+27.7043j 8.97285-17.9406j -18.3351+31.1862j 22.1895-40.076j -6.33968+9.70439j -2.71445-2.05425j -13.5827+24.0713j 19.6067-32.1459j -15.5178+28.0924j 18.026-30.0125j -6.54791+9.05202j 1.58808-1.32425j -1.22209+8.62049j 17.8157-24.775j -4.59767+3.62185j 15.7808-18.9319j -11.9801+14.3627j 4.43828-8.1032j 3.93837-2.05808j 10.0169-11.4732j 0.124074+0.404387j -2.80691-0.231919j 2.2985-5.77612j 1.92168-1.69569j -0.541046+0.00063558j 
6.71911-6.11686j 65.3959+1.5822j 253.965-30.3555j 38.6206-26.9012j 23.0989-2.43824j 522.766-27.9655j -83.6189-14.8614j -390.055+43.2102j 552.435-14.2836j -783.046+35.5918j 124.377+7.73907j 1106.97-88.1513j -424.937+73.2288j -29.2514-2.76446j 355.224-14.656j 1344.46-119.518j -1256.61+126.137j 1457.03-144.719j 1119.11-116.851j 74.8761-23.4952j 465.539-53.5523j 1836.13-195.741j 1449.2-150.492j 811.507-92.7079j 1226.92-131.763j -2802.27+311.038j -411.71+42.5982j -592.564+56.2557j 101.836-24.5344j -1503.07+181.736j -881.906+121.456j 1846.17-222.977j -1761.2+209.023j 817.903-89.2428j 1745.82-223.007j 24.4627-4.86952j -849.917+127.859j 1797.06-247.65j -1873.57+252.464j 864.028-101.442j 1527.36-207.71j 72.6022+7.25646j -637.949+104.338j 437.939-69.4859j -2903.51+422.416j 1284.07-193.537j -832.977+116.652j 1523.63-231.468j -1921.59+287.67j 475.78-63.5664j -45.4341-9.06791j 1175.86-178.496j -1548.88+243.745j 1326.87-203.459j -1451.89+237.199j 417.628-84.2968j -44.6521+13.0783j 383.649-30.8214j -1215.89+207.518j 174.464-45.4801j -915.206+180.433j 667.54-140.368j -403.186+56.8666j -134.702+40.6901j -601.798+114.012j 24.0561-3.70452j 5.12964-20.7449j -260.618+37.1193j -85.4537+20.609j 3.86942-4.99854j 
-5.23653+3.14493j -32.5015+1.94208j -138.949+26.4431j -28.8969+15.6492j -12.4783+1.48887j -275.436+36.1192j 37.0983+4.81671j 213.048-38.7855j -284.752+29.8829j 411.065-51.4835j -60.6905+1.65447j -593.327+91.2825j 241.401-54.9098j 14.1275+0.399016j -185.983+23.1887j -723.616+118.646j 681.829-117.508j -788.458+135.961j -608.32+106.593j -46.3079+14.793j -256.432+47.337j -997.966+178.235j -786.67+138.221j -445.046+83.5104j -667.19+119.182j 1529.86-277.099j 223.585-39.5108j 319.373-54.2394j -60.9216+16.7488j 823.441-155.038j 488.527-99.0499j -1014.15+192.194j 965.713-181.252j -446.103+80.9068j -963.361+186.561j -14.1691+3.93885j 475.209-100.931j -997.663+202.286j 1038.29-209.752j -474.559+88.3729j -847.861+168.688j -33.954-2.34071j 358.669-81.0908j -246.723+53.9369j 1620.36-338.582j -718.316+153.685j 462.523-93.7426j -853.124+179.989j 1076.11-226.458j -263.567+51.4911j 19.8607+3.34875j -657.09+139.705j 870.502-188.641j -744.467+158.76j 819.22-181.392j -240.386+60.0769j 27.5868-9.63742j -205.803+29.8132j 688.816-155.385j -104.203+30.637j 527.861-128.565j -388.195+97.8587j 224.105-46.2593j 83.1547-25.7775j 345.476-83.2283j -13.2698+2.43983j -9.67935+10.6479j 145.22-30.0666j 50.5521-14.4134j -3.68882+2.5192j 
6.52654+14.6983j -237.864-52.8028j -743.399-83.3846j -1.2015+62.3353j -67.677-7.89346j -1693.79-278.564j 367.168+108.119j 1150.05+130.114j -1869.95-349.226j 2574.71+441.646j -480.318-118.581j -3443.43-492.374j 1115.55+48.762j 122.866+33.8394j -1172.78-204.129j -4113.91-556.267j 3772.69+469.349j -4399.83-563.783j -3342.98-405.475j -140.502+32.9444j -1356.76-144.494j -5473.2-658.638j -4333.56-530.942j -2376.89-263.255j -3655.58-443.274j 8278.11+956.243j 1242.54+161.669j 1808.96+246.553j -218.521+23.3995j 4362.16+460.631j 2481.05+217.426j -5351.53-561.066j 5130.45+552.807j -2423.25-289.813j -4999.08-484.424j -75.8352-5.27948j 2351.57+184.018j -5054.43-440.909j 5294.88+476.454j -2514.81-268.972j -4309.81-384.19j -278.215-65.828j 1711.78+104.283j -1188.71-82.4438j 8060.19+638.505j -3532.21-263.783j 2329.78+195.339j -4173.87-298.045j 5288.67+391.172j -1335.64-113.84j 206.125+62.7459j -3224.11-232.441j 4201.52+276.536j -3620.63-248.046j 3884.98+221.129j -1039.53-9.90446j 90.9304-13.5072j -1200.22-174.161j 3207.74+149.48j -374.192+36.2656j 2289.81+26.6491j -1620.86+14.1451j 1121.11+88.9435j 256.671-52.6373j 1524.3+31.2463j -65.8886-4.89061j 95.2376+75.422j 729.583+63.4256j 194.268-11.068j 15.6551+17.6388j 
-0.316835+0.672367j -8.08262-0.94899j -29.9362+0.850413j -2.84988+2.93415j -2.30271-0.153154j -63.3055-1.54848j 11.315+3.00844j 45.9133-1.86923j -68.0945-3.34661j 95.0375+3.29999j -15.141-2.5203j -132.51+0.0290334j 48.336-4.9673j 4.41055+0.983305j -43.5483-1.17001j -160.124+1.00449j 148.505-2.92545j -172.773+2.68812j -131.638+3.69982j -8.69799+2.70662j -55.9013+2.70988j -217.337+5.52781j -171.685+3.67276j -94.9069+4.5093j -145.044+4.87096j 330.655-9.85885j 46.7942+0.756026j 70.9163-1.09322j -10.9502+2.28134j 175.954-7.77349j 102.058-6.73499j -215.58+9.99252j 205.859-7.80452j -97.1319+3.28688j -203.609+10.2707j -3.10954-0.34871j 98.6993-7.65931j -207.947+12.1919j 218.104-12.1709j -101.726+3.7823j -177.475+10.3277j -9.21725-1.63911j 73.265-6.97194j -48.3059+2.54276j 335.007-23.8174j -148.954+11.1148j 97.3251-5.39103j -174.974+13.8577j 221.33-16.8427j -55.8383+4.24742j 6.76795+0.876675j -135.598+9.57107j 177.252-14.9277j -152.265+11.6019j 165.414-15.1103j -47.0657+6.31724j 4.80423-1.74229j -46.312-0.0407901j 138.434-13.4842j -18.278+3.2438j 102.455-12.813j -74.523+10.6098j 46.802-3.08694j 13.8322-3.93168j 67.7713-8.09025j -2.47103-0.0329378j 0.650225+2.90882j 30.0362-2.06003j 9.11607-1.65152j -0.157227+0.67365j 
-10.9662+13.2006j -147.073-9.20825j -548.199+43.7413j -68.4195+56.322j -49.154+3.60438j -1150.54+16.0167j 196.092+40.8869j 843.405-61.486j -1225.94-18.9127j 1729.22-8.86128j -284.07-28.6446j -2417.37+96.2438j 899.08-124.79j 69.2809+10.7088j -785.629+2.73514j -2924.74+146.98j 2724.05-168.791j -3161.54+186.418j -2425.72+159.656j -153.249+46.0563j -1004.41+78.1226j -3978.45+267.111j -3139.63+202.291j -1752.15+135.233j -2657.75+180.74j 6061.36-439.591j 892.567-56.6673j 1289.36-69.0827j -207.462+47.4685j 3238.76-266.941j 1888.11-189.652j -3979.12+332.861j 3798.55-306.55j -1769.47+125.852j -3755.21+339.833j -55.0886+7.13468j 1818.21-205.165j -3851.11+390.122j 4017.99-394.785j -1864.4+151.082j -3275.25+324.243j -165.311-18.7802j 1355.98-176.055j -930.116+116.044j 6211.54-678.068j -2742.56+314.461j 1783.51-185.513j -3250.73+378.326j 4106.15-468.701j -1018.9+101.797j 108.414+25.7028j -2507.1+288.147j 3299.01-403j -2828.78+334.439j 3083.13-398.402j -876.64+147.66j 91.9822-25.0561j -840.498+31.1668j 2578.86-353.423j -356.917+87.2177j 1924.69-319.805j -1396.81+253.321j 862.777-92.1542j 272.352-80.1601j 1266.77-201.156j -50.5957+5.68346j 3.4319+47.113j 558.225-59.0512j 177.293-38.6246j -4.26194+11.1239j 
-5.14012+0.0522335j 17.0024+10.5955j 26.8447+33.9431j -20.6489+0.689842j 2.18393+2.37158j 91.5401+74.0283j -35.8814-15.015j -42.5855-50.5775j 114.737+81.2964j -144.936-112.384j 38.345+21.0318j 161.176+151.031j -16.7118-48.2329j -11.4669-6.68419j 66.4319+52.4313j 181.75+182.543j -153.97-166.812j 184.011+195.679j 132.579+148.267j -10.0853+6.01005j 48.4249+59.0145j 215.575+242.897j 173.418+191.428j 85.9001+104.514j 144.102+164.713j -312.761-370.5j -51.0026-55.7779j -77.9647-82.7547j -7.82327+7.01293j -151.811-192.047j -71.8183-110.108j 183.73+239.495j -180.681-228.573j 93.4177+109.53j 158.989+221.143j 2.82114+3.68215j -59.7396-106.327j 143.854+225.287j -155.79-236.043j 88.0346+112.418j 124.567+191.297j 22.8916+11.1804j -34.0414-78.3263j 25.1381+53.7111j -209.504-358.808j 85.4407+158.675j -64.4951-105.253j 97.7947+186.341j -127.636-236.37j 39.244+58.868j -20.7719-8.09279j 76.4142+143.331j -90.7543-187.743j 81.8825+159.994j -73.136-172.451j 3.9608+46.2674j 3.72215-3.96638j 57.5726+52.9697j -50.9528-141.164j -11.8407+16.611j -10.4927-100.807j -3.64086+71.0242j -29.4999-49.7548j 16.1476-9.84809j -11.2537-66.8428j 1.23797+2.46142j -23.7661-5.12275j -20.1141-33.1094j 3.58086-8.47025j -5.28303-0.930073j 
-7.7762+14.7623j -183.369-20.813j -648.209+18.4972j -58.7203+62.7133j -58.8896+0.907255j -1392.1-51.9807j 257.037+60.2687j 997.428-21.9294j -1498.59-98.4527j 2099.82+96.912j -359.635-53.599j -2896.49-33.1708j 1037.18-96.471j 89.175+16.9886j -953.699-46.433j -3493.17-4.44145j 3238.73-34.4179j -3764.75+28.3694j -2879.26+40.4836j -163.662+47.6417j -1184.6+34.7175j -4720.95+75.9806j -3729.5+50.5423j -2069.41+53.9863j -3152.2+50.4653j 7178.44-152.849j 1066.16-9.44721j 1537.27-1.41643j -228.6+46.9058j 3820.44-121.853j 2211.3-111.625j -4691.68+152.045j 4485.2-132.685j -2095.89+41.0541j -4415.01+178.098j -65.9751+5.12577j 2120.01-134.22j -4511.01+231.381j 4711.52-227.896j -2200.58+66.973j -3838.3+188.944j -209.534-31.8357j 1571.44-126.884j -1084.21+78.8124j 7252.14-432.603j -3195.17+210.011j 2087.17-114.523j -3784.09+254.017j 4783.81-310.247j -1192.14+61.1107j 141.341+36.582j -2920.89+193.959j 3832.61-280.39j -3291.32+229.696j 3571.42-289.92j -999.704+125.113j 99.7875-24.7284j -1008.08-14.3059j 2977.91-269.193j -396.091+83.1947j 2197.54-268.715j -1584.25+222.027j 1007.91-58.4819j 294.285-81.0213j 1450.27-166.241j -59.5421+3.48089j 26.7376+58.4641j 652.686-35.629j 198.583-35.6078j 0.267704+13.6557j 
-2.50642-5.72096j 90.4522+19.5241j 284.717+29.9242j 1.23388-23.8646j 26.0167+2.99368j 647.616+101.985j -139.492-40.4657j -440.326-46.3606j 713.964+129.492j -983.147-163.272j 183.751+43.8438j 1316.94+179.857j -427.335-17.3339j -46.552-12.8258j 448.025+76.5302j 1575.37+202.234j -1444.02-169.939j 1684.22+205.152j 1281.11+148.022j 54.292-11.8804j 520.774+50.6879j 2094.79+237.636j 1659.63+192.22j 910.568+94.3312j 1399.63+159.564j -3169.55-345.112j -475.785-57.9294j -692.586-88.3875j 84.0136-10.7554j -1671.94-164.589j -950.529-75.8656j 2051.19+199.695j -1966.06-197.602j 927.343+105.083j 1915.37+172.68j 30.1223+2.98242j -902.332-62.9559j 1938.12+154.959j -2029.6-167.69j 964.718+96.4547j 1653.14+136.143j 107.133+23.9917j -657.82-35.3837j 455.525+28.4986j -3091.07-222.05j 1355.43+91.4455j -893.626-67.4678j 1601.83+103.423j -2028.71-135.847j 512.263+39.4482j -77.6667-23.4501j 1236.96+80.5813j -1613.21-95.5326j 1389.61+84.4385j -1491.76-72.9579j 399.519+0.0483353j -34.6203+4.75799j 459.717+63.7227j -1231.86-48.5186j 144.352-14.9029j -880.306-3.84955j 624.314-9.56059j -430.04-30.9479j -100.012+20.6832j -586.023-7.52663j 25.3097+1.77741j -35.3467-28.7332j -279.785-22.2305j -75.0303+4.82091j -5.77644-6.65247j 
1.92949+1.35843j -25.4435-6.81337j -74.1456-13.2011j 4.70629+5.7465j -6.9623-1.04037j -174.993-39.2713j 42.1511+12.9012j 113.811+21.0795j -196.903-45.4011j 267.293+60.0724j -52.4894-14.4841j -348.807-71.8431j 104.42+12.3833j 13.726+3.97085j -122.369-28.0278j -416.472-82.9271j 378.108+71.8744j -441.199-86.1159j -334.385-64.2083j -11.5012+2.99425j -132.58-23.4422j -545.906-102.525j -432.701-82.4515j -234.711-41.6307j -365.132-69.1587j 822.216+151.741j 125.485+24.4877j 183.404+36.3549j -17.8148+1.89623j 429.985+77.2468j 240.718+38.1034j -527.961-92.2282j 506.181+90.9099j -240.829-46.1644j -489.332-82.883j -7.7648-0.358566j 227.807+35.1005j -490.549-80.0744j 515.223+84.5131j -248.566-44.4899j -418.571-68.933j -30.1218-7.33193j 160.867+22.5741j -113.712-16.9557j 776.897+121.332j -338.953-52.8099j 226.368+36.5167j -399.976-58.277j 507.31+77.8653j -130.176-20.4529j 23.3286+7.94229j -308.747-46.1737j 401.038+58.809j -347.1-51.6429j 368.848+50.441j -94.6108-8.79199j 7.0728-0.291895j -122.589-24.9376j 301.667+38.4339j -31.1813+0.304816j 209.181+20.2566j -145.55-10.669j 108.61+16.9357j 18.9528-3.18961j 140.241+14.1699j -6.42292-0.494297j 14.2694+7.85103j 70.7674+11.6292j 16.4417+0.518767j 2.61264+1.4767j 
-5.12678-3.69679j 72.2964+20.1373j 209.416+43.6139j -12.8017-15.479j 19.1301+3.48158j 496.063+119.353j -117.833-37.7938j -325.115-66.0331j 556.327+143.32j -759.072-188.233j 148.078+44.0301j 994.34+225.829j -299.681-43.8534j -39.0632-11.7579j 346.129+84.6238j 1182.31+261.623j -1075.96-228.211j 1256.46+270.414j 950.785+199.274j 29.7063-4.82918j 382.129+75.2549j 1554.54+328.139j 1233.41+260.214j 669.433+135.193j 1037.74+219.678j -2342.95-483.745j -355.485-77.039j -518.171-115.995j 53.2954-0.853676j -1226.12-242.806j -688.283-126.091j 1501.96+298.653j -1443.99-289.732j 686.681+144.88j 1396.55+267.487j 20.6221+3.15011j -646.96-116.661j 1401.25+259.089j -1470.25-273.134j 709.01+140.232j 1197.15+221.959j 86.7181+23.6051j -465.852-77.6258j 324.117+55.5634j -2221.37-396.193j 969.322+169.76j -643.652-117.379j 1143.77+196.243j -1451.87-253.291j 370.326+67.2229j -66.5534-21.9564j 884.394+152.594j -1146.77-191.49j 990.857+167.069j -1054-167.406j 272.53+32.0763j -21.3042+0.801312j 347.057+79.0862j -864.587-129.047j 89.9226+1.30218j -599.687-71.8257j 418.957+41.8815j -309.667-54.8285j -56.7238+6.91586j -402.38-51.1654j 17.7776+3.14103j -39.1281-22.4812j -201.821-37.9758j -48.3886-2.57088j -7.52537-5.28146j 
-5.75967+7.21934j -80.5689-5.20457j -299.667+23.5844j -36.218+30.4011j -27.3993+2.20862j -630.421+7.88092j 108.966+22.3553j 460.023-33.6389j -672.791-10.6587j 948.2-3.81804j -156.608-16.1669j -1322.57+52.0991j 490.291-68.127j 37.2697+6.78323j -429.203+1.08834j -1599.47+78.4333j 1488.81-90.4841j -1729.13+99.9334j -1324.79+85.374j -81.7506+25.7996j -549.084+42.3588j -2175.04+144.25j -1717.67+109.366j -957.034+73.9093j -1451+96.8968j 3309.3-234.99j 489.777-29.4718j 703.685-38.1908j -112.738+28.2507j 1770.69-143.393j 1029.6-102.302j -2170.41+178.07j 2074.3-164.093j -966.712+67.9312j -2048.77+183.744j -30.3975+3.5157j 991.512-111.648j -2100.24+210.96j 2191.67-213.383j -1017.8+80.8156j -1786.45+176.692j -91.1689-11.485j 738.107-94.5609j -507.695+62.2332j 3386.98-366.33j -1495.31+170.79j 972.024-99.4189j -1770.11+204.433j 2236.67-253.794j -555.288+53.9873j 59.7751+13.3343j -1366.58+156.117j 1796.77-217.07j -1542.26+180.946j 1678.79-215.685j -476.339+80.1496j 49.5989-13.392j -459.927+15.8669j 1404.47-191.011j -193.284+47.2825j 1046.49-172.948j -758.752+138.395j 470.151-49.7053j 147.202-43.7275j 689.247-109.363j -27.9453+3.3398j 3.39918+26.1216j 304.363-32.0322j 96.1907-20.9752j -1.73143+5.90269j 
