0.0337264-0.0575593j -0.0429632+0.0302986j -0.0441834+0.0395564j -0.08541+0.0167069j 0.0148933+0.034022j -0.0726741-0.00488738j 0.107469+0.0119203j -0.0216907-0.062174j -0.00488981-0.0303557j -0.014564-0.127905j 0.0424159+0.0123736j 0.127477+0.0277054j -0.129171-0.0594598j -0.066846-0.115007j 0.0387762-0.0536919j 0.112511-0.112082j 0.0944329-0.0906179j 0.0210583-0.0588149j -0.0516522+0.131409j 0.0271869+0.153968j 0.134076+0.17782j 0.0650844+0.0898857j 0.0909084-0.0109387j -0.029974-0.0727271j 0.260654-0.189799j 0.0393667-0.0079742j 0.0935727-0.0520755j -0.0432954+0.108663j 0.0800118+0.301798j 0.116794-0.0146022j 0.0178402-0.0440248j 0.14438-0.235615j 0.0410866-0.0497302j -0.262636-0.0542746j -0.34349-0.123233j -0.0879408+0.0303736j 0.146744-0.279671j -0.0845558-0.535803j -0.286446+0.0220096j 0.236031+0.119625j 0.789576+0.0603926j 0.0891575-0.0626981j -0.61446+0.495462j 0.788729-0.48423j -0.09398+0.0846701j -0.0711874+0.0634222j -0.0500876+0.0934584j -0.0386638+0.0548233j 0.18521-0.184744j 0.110001-0.244349j -0.0956922+0.0868507j 0.042561-0.0442273j -0.0653927+0.0650731j 0.0161857+0.0844585j -0.244332+0.0951236j 0.146187+0.0231298j 0.183396+0.0309146j -0.019284+0.0149922j -0.116883+0.158685j 0.219146-0.153087j -0.181874+0.16604j -0.207423+0.254698j -0.0778215+0.276182j 0.0380108-0.204666j -0.0874085-0.109653j -0.178761-0.0939283j -0.513074-0.2639j -0.153243-0.0859047j -0.225968-0.0790367j 0.293765-0.412718j -0.37857+0.186892j -0.0696702+0.0714691j 0.216286+0.0494216j 0.291305-0.477318j 0.0165375-0.283641j -0.173271+0.0942507j 0.552977+0.363316j 0.506193+0.253466j 0.231175-0.167673j -0.21548-0.0438753j 0.0945233-0.512455j 0.217438+0.635079j -0.662091-0.341666j -0.225039-0.14861j -0.675513+0.487638j 0.10398-0.454243j -0.725354+0.0803474j -0.0932068-0.929824j -0.680116-0.112391j -0.523776+0.541504j 1.69533-0.190002j -0.295009+1.41397j 
0.0458245+0.0624746j -0.00302528+0.171593j -0.10121-0.0160147j -0.113283+0.0963304j -0.00373581-0.216738j 0.269624-0.0826069j -0.121057-0.0461758j 0.23635-0.182172j 0.0925115-0.0550633j -0.145318-0.0694904j 0.39043+0.216385j 0.224406+0.0669378j 0.241137+0.0379848j -0.250677+0.0285718j -0.590794+0.41905j 0.0795429+0.248639j 0.428383+0.405426j 0.479282-0.277164j 0.105783-0.0022035j 0.573041-0.156341j 0.037773+0.076133j 0.0152376-0.0868085j -0.626379-0.215197j 0.330185-0.365017j -0.00678682+0.0183658j 0.778403+0.141833j 0.241086+0.0948255j -0.399634+0.365698j 0.167535-0.0465213j 0.526604-0.252268j 0.230037-0.268151j -0.308103+0.0120818j -0.0652629+0.172278j 0.0295638+0.043466j 0.282348+0.240241j 0.131339-0.0316939j -0.10694+0.21984j 0.203014+0.120008j -0.273456-0.0288302j -0.236327-0.0141618j 0.01056+0.163423j 0.0637766+0.0454323j 0.222842-0.126126j 0.0806361-0.0671888j -0.0918433-0.226097j 0.477201+0.444426j -0.136872-0.247776j -0.0132796-0.182887j 0.190879-0.0132851j -0.0893972-0.660511j 0.0850619-0.755972j 0.0725934+0.317507j 0.148781-0.189449j -0.223933-0.121204j 0.222769-0.0441628j -1.24708-0.440037j 0.54527+0.299701j -0.715106-0.932471j -0.43959+0.0271755j 0.178979+0.00378005j 0.0762092-0.116645j 0.16479+0.085093j 0.0102714+0.306691j -0.852211+0.565041j 0.360105+0.436927j -0.511994+0.0664111j -0.0904392+0.290708j 0.500724-0.384765j -0.895136-0.506878j 0.0839417-0.168026j -0.336448+0.062358j 0.0180393+0.505937j 0.0479888-0.0409716j -0.293071-0.116978j -0.459055+0.88153j -0.918981+0.363673j -0.798901+0.515037j -0.0535559-0.0704482j -0.346208+0.490182j -0.310255-0.297565j -0.0565339-0.333302j 0.0233803+0.81139j 0.0593226-0.546932j 0.0992919+0.283081j -0.146502+0.300498j 0.127137-0.142446j -0.476387+0.365536j -0.0872179-0.292627j -0.149346+0.0543241j 0.00446374-0.00447548j 0.342165+0.0551749j 0.0249894-0.0742714j 
0.0802766+0.0913313j -0.105713+0.198019j -0.0506155-0.0666415j -0.0585199+0.0186315j 0.193066-0.279885j -0.0212457+0.0923083j -0.281062-0.0713614j 0.077544+0.056309j 0.104096+0.106926j 0.38435+0.17918j -0.0954311-0.130866j 0.388541+0.334677j -0.0936228-0.198863j -0.475996+0.204089j 0.271515+0.325961j -0.345258+0.0772711j -0.167421+0.334196j -0.524171-0.229936j 0.549795+0.018233j -0.188643-0.0713173j -0.251645+0.168454j -0.274463-0.046979j 0.482266+0.0181842j -0.248042-0.340914j -0.227322-0.508375j -0.285664-0.17736j 0.00944302-0.0213455j 0.0541926-0.0485513j -0.18236+0.00498403j 0.576429-0.283537j 0.273102+0.0673181j 0.094189-0.0323074j -0.0961154-0.0960786j 0.024709-0.189319j 0.0101367+0.534021j 0.140667-0.0037646j 0.0745135-0.165518j 0.0181193+0.137464j -0.243765-0.101936j -0.199357-0.119987j 0.0190572+0.0617354j 0.0996762+0.099653j 0.489947+0.127118j 0.298138+0.0437018j 0.190344+0.128851j 0.127746-0.267973j 0.0654982-0.314183j 0.0105602+0.359878j -0.195366-0.0341987j 0.275045-0.0199879j 0.0783562+0.10143j -0.570475-0.565277j 0.0582218+0.929382j -0.96373+0.0886141j 0.379246+0.250867j -0.343372-0.0668875j 0.0376386-0.493455j -0.826947-0.225418j 0.447195+0.41961j -0.542083+0.776346j -0.860955+0.641697j 0.0798305-0.129763j -0.515699+0.404287j 0.18227+0.551621j -1.26184-0.413406j -0.99662-0.166041j 0.266105+0.678175j -0.0466505-0.0833427j -0.301772-0.214658j -0.343782-0.28893j -0.0981648+0.246017j -0.436814-0.323714j -0.184843+0.44615j 0.789912+0.0197543j 0.715553-0.0352378j 0.392881-0.449187j 0.317212+0.0711608j 0.445392+0.0907529j -0.127238+0.234091j -0.420612+0.0309593j -0.119567-0.380923j 0.0165159+0.403771j -0.00126346+0.0289474j -0.406473+0.395067j -0.385787-0.296145j -0.242205-0.152589j -0.506148-0.199341j 0.227972+0.117181j 0.103572+0.369031j 0.000634182+0.115892j 0.303935+0.145536j 0.19697-0.0252484j 
-0.1021+0.097975j 0.00979981+0.345981j -0.234048+0.00177114j -0.0445567+0.0755717j -0.0520733-0.149431j 0.0963462-0.0914922j 0.117223-0.407703j -0.148923-0.24311j 0.333301-0.0953757j -0.152989-0.0335959j -0.320018+0.159654j -0.242062+0.19536j 0.0203892-0.37341j 0.646756+0.0153553j -0.113371-0.107417j -0.333726+0.219054j -0.0280359-0.154219j -0.0272899+0.0331057j 0.172296-0.748729j -0.299487-0.332297j 0.0788042+0.0453092j 0.00172435-0.182816j 0.212188+0.0501322j 0.193095+0.299845j -0.278205+0.0109104j 0.32024-0.27073j -0.385324-0.174006j -0.0362654-0.120563j -0.262319-0.160457j 0.477081+0.38218j 0.00875369-0.218979j 0.210279+0.25555j 0.19504-0.0201576j 0.215658-0.0169629j 0.0307283+0.221993j 0.310963+0.228327j 0.0937799+0.419266j 0.0606082+0.0180647j -0.291262+0.203731j -0.596814+0.15449j -0.0914792-0.272267j -0.0843902-0.0155333j 0.214206-0.00565333j -0.00401099+0.0624689j 0.28086-0.137574j 0.455626+0.244902j 0.14253-0.209091j -0.0144924+0.494997j 0.587933-0.371796j 0.603501+0.149991j 0.639112+0.0538347j -0.278635+0.129877j -0.826778-0.943664j 0.108513+0.0255444j 0.504926+0.00326876j 0.0344046+0.627602j -1.12404-0.134796j 0.00266382+0.614734j 0.0828295-0.554026j -0.392569+0.533557j 0.700202+0.230434j 1.00471-0.230802j 0.16418+0.195962j 0.254186+0.399618j -0.186379+0.280789j -0.174899+0.900236j -0.154962+0.351682j -0.748037+0.443458j -0.669063-0.333967j -0.0492232-0.0833833j 0.496401+0.149508j 0.0415092+0.242416j 0.0323316-0.316661j 0.272998-0.293762j -0.00336391-0.133343j 0.192949+0.357616j -0.513517+0.109093j 0.164123-0.054924j -0.452582-0.250874j -0.0562344-0.70279j -0.024946-0.115252j -0.162428+0.0569315j -0.596241+0.354817j -0.332907+0.102003j 0.243217-0.309437j 0.119523+0.0904801j -0.22677+0.0191449j -0.299946-0.502503j -0.237408+0.208963j -0.299045+0.293049j -0.155179-0.143595j 0.115442-0.173979j 
0.139506+0.207568j -0.133863+0.0805642j -0.138597+0.0129976j -0.00964661+0.0801332j 0.18628+0.14589j 0.333668-0.190027j -0.107122-0.0749698j 0.140126-0.119765j 0.0644239+0.187703j -0.431562-0.0629033j 0.0426168+0.0242597j 0.139768-0.0992918j -0.285131-0.689366j -0.306427-0.170522j 0.198378+0.248221j -0.48929+0.441354j 0.480626-0.530309j -0.383306-0.303651j -0.568359-0.273682j 0.147835-0.817989j 0.0120728+0.0766486j 0.0700493-0.0278409j -0.336727-0.0777947j -0.0428251+0.169474j 0.186732-0.250058j 0.0329344+0.368169j 0.139922+0.0427544j 0.692493-0.0808007j -0.101628+0.290995j 0.258697+0.157032j -0.0835548-0.135523j 0.140211+0.174454j -0.127472+0.0937368j 0.0423135-0.108379j -0.0816708+0.148977j 0.246116-0.354409j -0.065702+0.0721214j 0.00112229-0.134497j -0.0125012-0.531922j -0.156243-0.138961j -0.136115+0.272368j 0.0040962+0.392121j -0.312784+0.040243j -0.28293-0.105083j -0.111607-0.255894j 0.41696+0.445213j -0.032761-0.226591j -0.045027+0.484031j -0.0597722+0.292167j -0.273799-0.623417j 0.333511+0.375557j -0.322026+0.354191j -0.0958357-0.0625038j -0.493691+0.360748j -0.34143+0.448024j -0.245269+0.0784609j -0.58526+1.14299j -0.149011+0.942299j -0.176207-0.448815j 0.661596-0.200325j -0.481447-0.174245j 0.196979-0.323294j 0.532119-0.271842j -0.193037-0.489138j 0.34483-0.947291j -0.214934+0.378223j 0.00349634+0.327931j -0.0725118+0.238684j 0.267989+0.934393j 0.295278+0.641334j -0.279027+0.601332j -0.610203+1.04182j 0.252943-0.0655521j 0.108464-0.141394j 0.122106+0.43926j -0.446949+0.0842545j -0.355807+0.142968j -0.0251498+0.274397j -0.0531733-0.645728j 0.171147+0.125499j -0.295654-0.450724j -0.368398+0.0578376j -0.0399157+0.0951521j -0.205833+0.180653j 0.0581725+0.0154701j -0.0471573-0.260485j 0.13676-0.0180569j -0.111088-0.244664j 0.116277+0.196451j 0.132395+0.137691j 0.280401+0.374579j 0.120961+0.0572198j 
-0.00336883+0.286896j -0.233921+0.0772579j -0.135496+0.0822307j -0.0224564-0.313677j 0.116299+0.122255j -0.490976-0.305959j -0.00344095+0.0494206j -0.267946+0.417842j -0.209562-0.401294j -0.180516-0.646121j 0.600731+0.152532j -0.44192+0.0290026j -0.123362-0.3721j 0.437183-0.00316674j 0.0236972+0.466437j 0.149598-0.179821j 0.387997-0.0455957j -0.241194+0.111871j 0.0164012-0.46154j -0.214976+0.0329573j -0.394916-0.298465j -0.373263+0.259845j -0.105797+0.511492j -0.141713-0.022416j -0.302067+0.0227987j 0.0436745+0.187378j 0.171706-0.388129j -0.0401401-0.0917327j -0.0429091+0.247666j 0.292801+0.166378j 0.229095+0.26204j -0.00958347+0.232873j 0.174576-0.0191493j -0.115038+0.108441j -0.318829-0.149668j 0.447102+0.146546j 0.312196-0.0653919j 0.150106+0.0238304j -0.0157326-0.26403j 0.0695777-0.192395j -0.191063+0.0819581j 0.148317+0.277143j -0.359665+0.571835j -0.137743+0.372691j 0.214939-0.0395219j -0.199101-0.586293j 0.282366+0.362735j 0.341796-0.599361j 0.432987-0.218515j 0.833711-0.0267463j -0.886579+0.315724j 0.310548+0.864282j -0.00920581-0.0595569j 0.057886+0.530588j -0.42261-0.0114986j -0.163055-0.322142j 0.0897689+0.0241439j 0.314058+0.28085j -0.745397-0.240665j 0.426406+0.672338j 0.918717-0.786796j -0.164136-0.235145j 0.0331725-0.279237j 0.00609455+0.0347156j -0.101007+0.380097j -0.595038+0.928406j 0.126434-0.157805j 0.125696-0.355856j 0.449554-0.154812j -0.666603-0.105129j 0.00307017+0.11745j -0.406325-0.133698j -0.269275+0.152115j -0.188095+0.31436j -0.00673641-0.204185j 0.402872+0.721627j -0.436866-0.305219j 0.257831+0.0514821j -0.202151+0.103592j 0.151487-0.0656092j -0.308161-0.0350987j -0.39428-0.245503j 0.320694+0.0742627j -0.161375-0.0144595j 0.427768-0.0813056j -0.287788-0.0465178j 0.113697+0.207738j 0.11375+0.328378j -0.513789+0.374677j 0.0258055+0.0196754j 0.116452+0.399852j 0.0555304+0.131022j 
-0.0351289+0.0630496j -0.0795712+0.0707396j -0.114248-0.0532929j 0.024744+0.135074j 0.0191026+0.0157771j 0.0194569+0.019185j -0.188692+0.0696051j -0.0971159-0.628076j -0.280643+0.887224j 0.0344794-0.107082j -0.29162+0.319095j 0.0406164+0.105772j -0.305813+0.306387j 0.00794053+0.0200607j -0.331413+0.776058j -0.0517784-0.0904218j -0.13363+0.284276j 0.324916+0.630688j -0.39245-0.100007j 0.174242+0.410068j -0.199551+0.187808j 0.0942191-0.178238j 0.0556868-0.148188j -0.0743817-0.0126447j -0.0286807-0.417817j -0.127395-0.00890961j 0.214735+0.0746467j 0.168626-0.310272j 0.21084-0.214669j 0.0471796+0.0652746j -0.0792025+0.0628498j 0.0126778+0.328322j 0.0136771+0.0124945j 0.102188-0.107717j 0.0432228+0.00198105j 0.0981814+0.0250287j -0.17571+0.120997j 0.0189747-0.0155435j -0.0926523-0.154185j -0.166131-0.0837402j -0.0495097-0.0298263j -0.0154475+0.17524j -0.0384784-0.0871006j -0.0576155-0.0640645j 0.0227831-0.0349005j 0.302551-0.0681114j 0.0515234-0.0864028j -1.57738+0.961143j -0.431765+0.093866j -0.0378415-0.039395j 0.0815447+0.102415j -0.363113+1.19466j -0.117944+0.868315j 0.273258-0.0606902j 0.048945-0.0864294j -0.493284+0.462083j 0.211058+0.200747j 0.52458-0.340617j -0.666418-0.578887j 0.794149-0.286375j 0.850086+0.0224909j 0.614943+0.719839j 0.169906+0.57849j 0.380548+0.946549j -0.207467+0.298247j 0.6081+0.0202216j -0.191085+0.266225j 0.376816+0.467065j 0.168392-0.239967j -0.293258+0.429343j -0.85753-0.101706j -0.290829-0.0862689j -0.0813533+0.171084j 0.0724576+0.00709877j 0.38147+0.257015j -0.200164-0.329201j 0.36247+0.141757j 0.249656+0.443171j -0.386876-0.480983j -0.09141+0.0344234j -0.220158+0.126869j 0.133385+0.0351175j -0.184367-0.310635j -0.23989-0.134645j 0.197153+0.113999j -0.130796-0.220554j 0.00160757+0.0104348j -0.0282549-0.291887j -0.0339917-0.0791384j -0.0338771+0.0287669j 0.0146861+0.0866925j 0.0369054+0.0237472j 
-0.168733+0.170819j -0.338587+0.104902j -0.254988-0.37126j -0.34189+0.462736j -0.204444+0.130382j 0.282344+0.138233j -0.282302+0.180352j -0.350144-0.490648j 0.425753-0.826887j -0.172756+0.561408j -0.175048+0.26428j -0.338711+0.0193325j -0.126948-0.207467j 0.184237-0.195376j 0.300785-0.00137936j 0.287722+0.0873377j -0.395848-0.279447j -0.288875-0.0102913j -0.522197+0.020969j 0.196609+0.30973j 0.215473-0.116626j 0.443009+0.0782353j -0.106328-0.00983983j 0.305723-0.266523j -0.419762-0.0463708j -0.0580495-0.288319j 0.166446-0.0346894j 0.573375-0.0107446j -0.247382-0.115662j 0.194201+0.0801467j -0.0139798-0.191653j -0.141413+0.414763j 0.0611167-0.00199703j -0.0619298-0.0752365j 0.0283808+0.0785668j 0.203438+0.367809j -0.0805097-0.00437213j 0.0872036+0.268732j -0.183608-0.428409j -0.0733283-0.423455j -0.0356313-0.11803j 0.00920507+0.498435j 0.371387-0.300448j 0.118196-0.245452j -0.750788-0.195749j -0.429456+0.877874j -0.372901-0.136858j -0.00901197+0.412j 0.532718-0.981307j -0.288916+0.101382j 0.300643-0.571647j 0.876881-0.178284j 0.00988027+0.332216j -0.448444+1.12077j -0.412965+0.104685j -0.569463+0.590151j 0.584712+0.459929j -0.140192-0.253264j 0.433283+0.123759j -0.121879+0.0292163j 0.373066-0.121871j 0.218812-0.507103j -0.447381-0.71474j -0.173014-0.422212j -0.209355+0.0534796j 0.629411-0.331999j 0.0958464-0.42098j -0.342193+0.522548j -0.0699007-0.274946j -0.135195+0.0372507j -0.845097+0.167817j 0.132274+0.102343j 0.243531-0.150542j 0.355824-0.793262j -0.372418+0.259995j 0.0993534+0.485479j 0.100825+0.213963j 0.0950355-0.308955j 0.328619-0.520791j -0.0973346-0.188528j -0.103912-0.37461j 0.048222-0.104955j -0.454792-0.0818903j -0.216965-0.0407233j 0.0575434+0.214536j -0.14893-0.24618j -0.260574+0.17081j 0.265299+0.0520704j -0.281634-0.0240597j 0.0271508-0.132803j 0.1123+0.205346j 0.0525468+0.124751j 
-0.102913+0.0160286j -0.0894002+0.0515228j -0.109509+0.452099j -0.103616-0.165247j -0.130066+0.460584j 0.258278-0.168835j -0.512258+0.193682j -0.0885935-0.0920959j -0.134704+0.203239j -0.316142+0.607593j 0.095556-0.383291j -0.182575-0.0550164j 0.2895-0.469184j -0.139266+0.416074j 0.338369+0.115465j -0.173067+0.0933761j -0.0475963+0.306677j -0.170753+0.175422j -0.394984+0.238444j -0.120805+0.399996j -0.441285+0.0127864j 0.0392647-0.182869j -0.092449+0.316285j 0.106429+0.0475432j 0.106743-0.191957j 0.170729+0.20967j -0.202185-0.0618861j 0.0461433+0.103138j 0.179815+0.250602j -0.224776+0.234735j -0.042544-0.00135161j 0.0383148-0.124057j -0.0290993+0.0947916j -0.183708+0.0780083j 0.0173591-0.0421344j 0.237068+0.453705j 0.305439+0.290942j 0.124349-0.0324887j 0.217889+0.0460936j -0.0774431-0.013749j -0.23151-0.0915843j 0.372804-0.468935j -0.884856+0.156065j -0.491001-0.0572819j -0.0776499-0.549075j -0.323319-0.0778424j 0.244631-0.796352j 0.453563-0.43423j -0.72853-0.261974j -0.1594+1.01462j 0.530376-0.60868j 0.488237-0.361101j 0.0921577+0.61662j 0.734566-0.343113j -0.202029+0.649152j -0.906922-0.34348j 0.476316-0.20525j -0.00343326+0.8304j -0.0338933+0.492291j -0.581961-0.25407j -0.213389-0.176933j -0.00496317-0.558992j 0.484395-0.0436748j -0.00530419+0.22761j -0.139808+0.4301j 0.0105721-0.209554j 0.434899+0.0171078j -0.0493824+0.455178j 0.65811-0.169203j 0.0370166+0.211391j -0.284856-0.0590828j -0.0982272+0.103252j -0.0698804+0.212484j -0.133656+0.39868j -0.0221701+0.655121j 0.100451+0.0588464j -0.331367-0.138017j 0.218813+0.183374j 0.235462-0.123866j 0.240861+0.151181j -0.301163+0.0128384j -0.0208381-0.241632j 0.343228+0.124994j 0.076823+0.0607975j -0.0539262+0.130499j 0.0764185+0.478167j -0.115546+0.0773263j -0.327102+0.00834225j -0.361905+0.0714628j -0.221383+0.124671j -0.260021-0.136333j -0.0629952-0.0310474j 
-0.329605+0.0784366j -0.342477-0.00066236j 0.390767-0.22416j 0.13783+0.168377j 0.143556-0.482035j 0.251303+0.0824937j -0.274273-0.429924j 0.197894+0.112771j -0.715921-0.160981j -0.0213767+0.233075j -0.00109428+0.15193j 0.501434-0.0332626j -0.113631+0.123215j 0.584791+0.253016j 0.319215-0.0281953j -0.274494-0.30707j -0.0964781-0.695855j 0.0258925+0.17564j -0.0677494+0.363995j 0.208326+0.123079j -0.112623-0.363772j -0.132162+0.236456j -0.0731719-0.100267j 0.121357+0.0675472j -0.454269-0.167096j 0.00226935-0.026047j 0.0981882+0.31514j 0.110806+0.0709815j -0.126961+0.151931j 0.0230729-0.142167j -0.112855+0.229852j -0.434446+0.0327792j -0.0159593-0.0212139j -0.0539428-0.0810235j -0.221313-0.0146451j 0.0425138+0.578097j 0.0648525+0.268461j -0.12315-0.108028j -0.0775726-0.395795j -0.245989-0.276603j 0.190976-0.109553j -0.724092+0.0819914j 0.308593-0.566667j 0.210848-0.451406j 0.380067+0.10863j 0.974454-0.70181j -0.476519-0.771214j 0.77169+0.709384j -0.103024-0.844455j -0.521203-0.555534j 0.412289+0.312615j -1.05121-0.0782249j 0.338877-0.561721j 0.209757+0.243455j 0.157586+0.0324149j -0.666526+0.407632j 0.0579737-0.169702j -0.130296+0.192244j -0.179643+0.800893j -0.142355-0.444733j 0.19167-0.229281j -0.261875+0.429897j -0.800441-0.101978j 0.197173-0.159636j -0.142751-0.333201j -0.0835053+0.34335j -0.198865-0.252075j 0.0134999+0.137454j -0.0848351-0.150251j -0.593206+0.252248j -0.31015+0.440756j -0.0566551+0.347043j 0.419233+0.269371j -0.221357-0.116641j -0.243014-0.417647j 0.09585+0.264877j 0.131827-0.157692j 0.308532-0.224681j -0.0126213-0.0664213j -0.0643624-0.106746j -0.213026-0.383594j 0.449695+0.239323j 0.3188+0.189681j 0.00767813-0.325456j -0.245317+0.230737j 0.0346232-0.104817j -0.0663687-0.145595j -0.293549+0.00440273j -0.29598-0.072355j -0.26829-0.0204234j -0.316544+0.0200377j -0.104522+0.179269j 
0.169346-0.20573j 0.0694845+0.220579j 0.634109-0.250432j 0.172829+0.276518j -0.00595969-0.36074j 0.571873+0.404103j 0.014983+0.0462803j 0.254159+0.379302j 0.162815-0.318261j -0.304529-0.441148j -0.436127-0.0710295j -0.61895+0.271614j 0.12152-0.0523258j -0.441972-0.131975j 0.0364228+0.234708j 0.216111+0.00442821j -0.159148-0.075471j 0.0537302-0.0260347j 0.154568-0.170991j -0.273411-0.173497j 0.322908+0.215854j 0.20704+0.098551j -0.0719074+0.0224702j -0.185438-0.0364957j -0.246313-0.0949896j -0.0837547+0.0969485j 0.160557-0.311645j 0.0925485-0.1998j 0.350072-0.00390427j -0.0738876-0.124966j 0.216032-0.0839669j -0.153146-0.0551858j 0.0103673-0.0170077j -0.140906+0.203773j -0.182482+0.122457j 0.115802-0.158327j 0.229018-0.00402372j 0.0532728-0.0433486j -0.619308+0.246842j -0.396671+0.198685j 0.324008+0.22917j -1.6351-0.826524j 0.211286-0.624977j 0.0395832-0.580718j -0.534641-0.0402423j 0.154186-0.162707j 0.367854+0.165895j -0.282338+1.07186j -0.0855118+0.326027j -0.906627+0.0988789j -0.626706-0.0330134j 0.26807-0.773701j 0.0707299+0.0104368j 0.255488+0.588583j 0.282774-0.117999j -0.373752-0.489983j -0.338766+0.170561j -0.202237-0.578784j -0.109187-0.599851j 0.655839+0.198608j -0.363157-0.213932j 0.437298+0.0788206j 0.356729-0.229551j -0.0582305+0.190578j -0.210998+0.0994947j 0.185589+0.0994104j -0.0916011+0.0278047j -0.0702006-0.336885j 0.0117131+0.264905j 0.35696-0.441131j 0.45903+0.0522613j 0.187582-0.039326j 0.425115-0.10475j 0.109666-0.179493j 0.0778172-0.00647468j -0.131282+0.182027j 0.260067-0.151473j 0.213528+0.345494j 0.0592532-0.311352j -0.115635+0.227252j -0.280591+0.225372j -0.0454514+0.00998367j 0.262145-0.424977j 0.130017+0.0862002j -0.125109-0.0178132j -0.034975+0.377373j 0.0142478+0.143832j -0.104859+0.136849j -0.208568+0.412341j -0.169618+0.194204j -0.0276876+0.16988j 0.0548767+0.0911831j 
-0.858496-0.505229j -0.563669+0.266107j 0.252783-0.152908j 0.111492-0.484657j 0.254321+0.320649j -0.470952+0.423126j 0.0193338+0.166965j -0.614522-0.429792j -0.0892357-0.271403j -0.177471+0.0717598j 0.24712-0.389128j 0.19781-0.462604j 0.130932+0.371834j -0.165758-0.00903235j -0.231819-0.031029j -0.489645-0.289948j -0.148872+0.13473j -0.132048+0.0716128j 0.153052-0.145952j 0.0400362-0.198258j 0.114076-0.348365j -0.0394277-0.216985j -0.0774065-0.0687062j 0.0422499+0.139951j -0.214136-0.0583298j -0.0126567+0.0120253j 0.0261916-0.0731499j 0.0854-0.0300561j 0.0543494-0.133563j 0.00782225+0.0557208j 0.0556659-0.1638j -0.0620727-0.0416679j 0.010755+0.00879901j 0.0660161-0.211968j 0.0110744-0.224372j 0.161164+1.58239j -0.00203258+0.108657j -0.179871-0.231783j -1.8197-0.26747j -0.826316-0.0956571j -0.028062-0.0148598j 0.530562+0.450003j 0.407622-0.56027j 0.158874-0.634724j -0.400807-0.663003j 0.843596-0.163239j -0.0845179-0.404187j -0.678782-0.337586j 0.172372+0.229497j 0.596986-0.467835j 0.365976-0.736384j 0.261426+0.383514j 0.121764-0.0896469j 0.310491+0.460461j -0.554991+0.346516j 0.699668-0.323482j 0.53048-0.0113036j -0.0751897+0.273882j 0.160502+0.659205j -0.128821-0.0688834j 0.124525-0.0384533j 0.352224+0.465085j 0.152702+0.385324j -0.271986-0.0629109j -0.125818+0.0827821j -0.321191+0.0426326j -0.563141+0.245622j -0.312842+0.183754j -0.0838215+0.0989036j -0.236618-0.398342j 0.0648014+0.27891j 0.0142313+0.0615867j -0.177755-0.241262j -0.18899-0.228738j 0.00399628-0.0398801j -0.146737+0.0735189j 0.199706+0.00409713j 0.336177+0.0258024j 0.00570386-0.186676j 0.0339182+0.0439747j 0.163098+0.102301j -0.0245357+0.00767761j -0.104625-0.227325j 0.0876661+0.049631j -0.105578-0.0319924j 0.141905+0.0200149j 0.06214+0.0284816j 0.0180733+0.0471637j 0.164508+0.0704895j 0.155548+0.00273164j 0.110214+0.074442j 0.0135059+0.0306788j 
-0.0845356-0.00433467j 0.16865+0.17289j 0.0995338-0.081617j 0.0492342+0.0968802j 0.100215+0.18564j 0.0860158+0.0369626j -0.103785-0.172804j -0.0699511+0.0671707j -0.0425919+0.0244761j -0.160349-0.160992j 0.0196139-0.102253j 0.0765259+0.0558875j -0.0959568+0.207322j -0.098086+0.147928j -0.0590031-0.0663638j -0.0552819-0.142892j -0.0784141-0.33911j -0.0485532-0.035085j 0.157542+0.302108j 0.335299+0.0982766j 0.307834+0.114463j 0.282208+0.0403299j 0.209195-0.197992j -0.141303-0.05199j 0.10168-0.479995j 0.0828158-0.168029j -0.0963564+0.234312j 0.04999+0.442622j 0.16952+0.337191j 0.194269+0.0859266j 0.325318+0.0187145j 0.167093-0.373066j 0.0901905-0.0531066j -0.152788+0.509599j -0.375672+0.020515j 0.0489351-0.167151j 0.500618+0.499594j -0.0422515-0.519813j 0.281119+0.18853j -0.485422+0.524066j 1.49267+0.444586j -0.0139714+0.358537j 0.0825283+0.565661j -0.517653-0.381859j 0.216839+0.0515822j 0.00104737+0.0707461j -0.104111-0.0969256j 0.133558+0.0314456j -0.286708-0.129381j -0.0139706-0.189851j -0.0158825+0.10526j 0.212619-0.225278j -0.154097+0.133207j 0.0907504-0.0623549j 0.116195-0.00654723j 0.116023-0.125799j 0.115393-0.289635j 0.0259439-0.0213532j -0.0240838+0.0884654j -0.00649134-0.378855j -0.0716302+0.378678j 0.00807834+0.247499j -0.0848552+0.291405j 0.00260839-0.141723j -0.164601+0.0212904j -0.236806+0.176051j -0.155501+0.00699816j -0.120799-0.013686j -0.141536+0.169014j 0.0631795-0.313744j 0.03798+0.598154j 0.0138728+0.0560438j 0.3282-0.456651j -0.228418-0.339584j -0.00332554-0.253117j -0.196086-0.0128697j 1.04468+0.278056j 0.74858+0.0525766j 0.43758-0.454162j -0.193021+0.152202j 0.30096+0.0207184j 0.362617+0.87141j -0.212257-0.75251j -0.153928-0.501699j -0.926593+0.512749j 0.547054+0.106814j -0.776146-0.557469j 0.733514-0.559552j 0.0438245-0.94544j -0.426728+0.244098j -0.154961+0.0231232j 1.94081-0.187012j 
