-0.112806+0.0251147j -0.0430406+0.00289999j -0.0526192+0.00344613j 0.0337203+0.00450175j 0.00257302-0.00973615j 0.00632013+0.0241744j 0.000643187+0.0108645j 0.00517761-0.00187198j -0.0112985-0.0083975j -0.00064364+0.0154362j 0.00626832-0.00855376j 0.00553669+0.0207877j 0.00349959-0.026488j -0.00229218-0.00898147j 0.0107105-0.0125628j 0.0113565-0.00742662j 0.0410343-0.00685507j 0.0139805+0.0029031j -0.00246539+0.0133773j 0.00867664-0.00149362j -0.00826096+0.00059786j 0.00347797+0.00510215j -0.00890763+0.00373581j 0.00805459-0.00105012j -0.00769621+0.0010993j -0.00155171+0.00463477j -0.000648078+0.000278275j 0.00203177-0.00263651j -0.00569193+0.00586655j -0.00122424-0.00109235j 0.001485+0.00584553j -0.00161636-0.00496629j 0.00626142-0.00376379j -0.00336868+0.00351253j 0.00285926-0.00183857j -0.00514234+0.00554172j 0.00906547+0.000523698j 0.000170201-0.00217518j 0.0115877+0.00132954j 0.00648814-0.00282067j -0.00711188+0.00447811j -0.0212859+0.00449429j 0.0229157-0.00141908j 0.00213886+0.00166054j -0.00506256+0.00745557j 0.00541215+0.0023159j 0.000559445+0.00117135j 0.000372137-0.000267129j -0.00464054-0.00296557j -0.00284296-0.00369899j -0.000274736-0.000168111j -0.00645233+0.00283247j -0.0103345+1.45626e-06j 0.00994909+0.000572084j -0.00599555+0.000687072j 0.00544093-0.00199393j 0.00113707+0.00194396j 0.0237521-0.0060326j -0.00184113-0.0106938j -0.00689153+0.0129331j 0.0316499-0.00441568j 0.0207736-0.00150663j 0.00462375+0.00519384j -0.00178096-0.00239771j 0.00351334+7.54617e-05j 0.0206693-0.00504761j 0.0153113-0.00485583j 0.0224455+0.00483232j 0.0311474-0.00282275j -0.000995157-0.000548713j 
-0.00886974-0.00784782j -0.00320445-0.00356223j -0.00866689-0.00170271j -0.00347589-0.0015969j -0.0423562-0.00031417j -0.00633744-0.000452236j -0.0296856-0.000751819j -0.0153523+0.000940111j 0.00436676+0.00225727j 0.00952359-0.00368184j -1.46735e-05-0.00157015j -0.000231665-0.00205317j 0.00772447+0.00440405j 0.00288586+0.00160991j -0.014044+0.00128859j -0.00262075+0.00232115j -0.0110724-0.0174427j -0.0189487+0.0175403j 0.0778497-0.00303526j 0.0361311-0.00720279j 0.0302873+0.00942742j 0.0392858+0.00156419j -0.00739976+0.0141954j 0.0169755+0.00830074j -0.00637779-0.00245279j 0.0178757+0.00316226j 0.0259397-0.0140923j 0.0104822+0.00187218j -0.00774266+0.0113518j 0.0214311+0.00509285j 0.00861417-0.0056264j 0.0281756-0.0146119j 0.0346598-0.0120646j -0.0172721+0.00247103j 0.00243407-0.00436413j 0.0153054-0.000656946j -0.0154638+0.00300069j 0.00964873-0.00132144j -0.00237717-0.00315911j 0.00524945+0.010117j -0.00355887+0.00121007j 0.00137996+0.00968736j 0.0263114-0.00900939j 0.00815222-0.00134265j 0.0206215-0.0244151j -0.00509699+0.010593j 0.0021144+0.00860951j 0.00112318-0.0332601j -0.00746388-0.00659173j -0.0129864+0.00261144j -0.000602076+0.00103752j -0.00300952+0.00621885j 0.00444135-0.00151576j -0.00108395+0.00514983j -0.0278171+0.00338445j 0.00341043-0.000743642j -0.00172689-0.0157603j -0.0251484-0.0115589j -0.0173317-0.032192j -0.0156049+0.0351432j -0.0338697-0.0151653j -0.00500598-0.00565383j 0.0229358+0.00464285j -0.00453198+0.00413641j 0.00164374-0.00754726j -0.0233778-0.00666582j 0.0176169-0.0200376j -0.0436301-0.0124624j -0.0496241-0.00522033j 0.0175157-8.37615e-05j 
0.00551522-0.00185335j 0.00985893-0.000768514j -0.0327764+0.000807017j 0.00362185+0.000399147j 0.0254649+4.52031e-05j 0.0143056+0.000299299j 0.0197499-0.00123235j 0.00921175+0.000589427j 0.0201957+0.000534024j -0.00638873+0.000499402j -0.00370921-0.00175965j -0.00299856+0.000171332j -0.012488-0.00155576j 0.00217764-0.00113518j 0.00826767-0.00157085j -0.00518429-0.00108145j -0.0206912-0.01672j 0.0136165+0.0149877j -0.045412-0.0106052j 0.029927-0.00044701j 0.0748+0.002457j 0.0365591+0.002402j -0.0063948+0.00523729j 0.00753684+0.0132145j -0.0117634+0.00392374j 0.0184026+0.00451157j 0.00543053-0.00813123j 0.0315628-0.00580404j -0.033933+0.00560612j -0.00852871+0.00511724j -0.00564372-0.0093466j -0.018789-0.00525718j -0.0230434-0.00125615j 0.0214779+0.00222794j -0.000322191-0.00154993j -0.00812984-0.00690622j 0.00386607+0.00556513j -0.00993989-1.76614e-05j 0.00572804+0.0143545j -0.000109397+0.00796176j 0.00711182-0.00861853j -0.000648904-0.00226158j -0.00387487-0.00252793j 0.018779+0.0143583j -0.0133693+0.0126748j -0.00827927+0.0236712j -0.00290987-0.00712006j -0.000283526+0.0154358j 0.00163991+0.0123972j -0.000605153+0.0147078j 0.000906965+0.000194692j 0.013398-0.0178631j 0.000459755+0.00622637j -0.0102697-0.0186567j -0.0320322+0.015388j 0.0239325+0.0438791j -0.00652767+0.000395361j 0.00729973-0.00790398j -0.014136+0.0290754j -0.0247199-0.00774424j 0.00185911-0.00488784j -0.00066954-0.004j -0.0101941-0.0111669j 0.000778611+5.36689e-05j 0.0027918+0.0015219j -0.00845854-0.00389214j 0.0310948-0.00238575j -0.0258364-0.0040485j -0.0296547-0.00505237j 0.0095711-0.000161579j 
-0.0106546+0.0069555j -0.00713753+0.00113329j 0.00151986+0.00400082j -0.0403759+0.0107922j -0.00238877+0.00056687j 0.00335197+0.000285482j 0.00936301-0.000513707j 0.00113899+0.00183504j 0.0274522-0.00189782j -0.00453894+0.00140772j -0.00602041+0.000521252j -0.00524574-0.000281886j 0.000252464-0.00161272j 0.00552389+0.000770473j -0.00962569-0.00245747j -0.00584462-0.00342144j 0.0454545+0.0285745j 0.0921555+0.00997289j 0.0269897+0.000541459j -0.0209369+0.00172231j 0.0626345-0.0118159j -0.0247681+5.82947e-05j 0.00671013-0.0145706j -0.000816779+0.00318082j 0.00986682-0.0146824j 0.0123398-0.00132875j -0.0146389-0.0115086j -0.00312916+0.00579103j -0.00511915-0.0189049j -0.00860551-0.00591105j -0.011729-0.00633175j 0.0196222-0.00850269j 0.0137046-0.000174658j -0.00616229+0.0108026j -0.0223797-0.00348942j -0.00587663-0.00349094j -0.0100585-0.00358757j 0.0334971-0.00138014j 0.000324288+0.00272218j -0.00933414-0.000332307j -0.0261997-0.0059847j 0.0066787+0.00251563j 0.00925179+0.00189542j 0.0103572-0.0131293j 0.0173845-0.0163249j 0.00622094-0.013936j -0.0298402-0.00791986j 0.00304514-0.0158149j -0.0177248+0.00869254j -0.0296266+0.00257587j -0.00244982+0.000388806j 0.0108813-0.00942526j -0.00485318+0.0105535j 0.00509648-0.00759374j -0.00397481+0.0079882j -0.00384095-0.0145552j -0.000309044-0.00522786j 0.00464257-0.0115479j 0.00409651+0.00743057j -0.00304301+0.00267563j -0.00104906-0.00653571j -0.000640138-0.00379431j 0.0224747+0.000793407j -0.00427662+0.00095654j 0.00181077-0.00198639j -0.0113786+0.00974831j 0.0127932+0.00929888j -0.0256292-0.000485396j -0.0236727+0.00677561j 0.0185423-0.00020439j 
-0.00294854-0.00657794j 0.0117594-0.000615143j -0.0272209-0.00743135j -0.019709-0.00598628j 0.00462348+0.00364077j -0.00440165-0.000578124j 0.00810284-0.00155724j -0.00973857+0.0012785j -0.00353346-0.00509155j -0.000665338+0.000108997j 0.00260576+0.00128425j -0.00110998+0.00427328j 0.00418209-0.000301224j -0.0195582-0.00164059j 0.00750834+0.00541424j 0.0110572+0.0047976j 0.0543037-0.0242565j -0.0544663-0.0202017j 0.0502921-0.0101446j -0.00933445-0.00412245j 0.0182835-0.00551606j -0.0618045+0.00519697j -0.0169428+0.00489548j -0.0629242-0.0113652j 0.00609393+0.00588406j -0.0138411-0.0255849j 0.0167371+0.0100088j -0.0086097-0.0110474j -0.0229843-0.00923472j -0.00852072+0.00330925j 0.00832748+0.00493188j 0.0156664+0.00486343j -0.0160836-0.000481702j 0.00482047-0.000679235j -0.0134271-0.00286667j 0.00165964-0.00675974j -0.00328795+0.000837999j 0.0065213-0.0139192j -0.0181186-0.00322797j -0.00487341+0.00807622j 0.00896159+0.00668377j -0.00191093-0.0139525j 0.0298734-0.0109537j -0.0154288+0.00834784j -0.007333+0.0265916j 0.00237845+0.004464j -0.0484805+0.00186218j 0.00320172+0.0134054j -0.0109841-0.00343847j -0.0127564-0.0148764j -0.000276905-0.00159852j -0.0200739+0.00973399j -0.00894557-0.00832155j 0.0128448+0.00064129j -0.00993472-0.013251j 0.0159806-0.00411258j -0.00349794+0.00392254j 0.0174828-0.0187004j 0.00322218+0.0202948j -0.0180747-0.00125807j -0.0544311-0.0104736j -0.026412-0.000828966j 0.0354476+0.0112308j -0.00786406-0.00312547j 0.00732618-0.000729215j 0.0142264-0.00354987j 0.0429308-0.00902223j -0.0512183-0.00196678j -0.0825196-0.00153014j 0.00179739-0.000149676j 
0.0164114+0.00373567j -0.0024053-0.00143552j 0.0202814+0.0214089j 0.029791+0.000733752j -0.00248645-0.00418366j -0.0115184+0.00153448j -0.00479646+0.00451588j 0.00250398-0.00401682j -0.00298433+0.00746124j 0.00095128+0.00152248j -0.000760404-0.00272117j -0.00548756-0.00152969j -0.00186111-0.00265907j 0.00376048+0.000580544j -0.0116868-0.00527305j -0.00564339-0.00182741j 0.044135+0.00988154j 0.00340762+0.0194024j -0.0129813+0.00835383j -0.00754925+0.00255805j -0.0624234-0.00338923j -0.0197113-0.00535092j -0.0405681-0.000473299j -0.00470391+0.0106925j -0.0141277-0.0178023j 0.041999-0.0147534j 0.0145822-0.0172466j 0.0178756+0.000642301j -0.00475009-0.00558577j 0.00818923-0.00139851j -0.0005741+0.00328498j -0.00343145-0.0120722j -0.0233263+0.00177895j 0.020438-0.000884463j -0.0032758-0.00143427j 0.0117403+0.00242148j -0.0121909-0.00474752j -0.00466836-0.0107045j -0.015888+0.00103319j -0.017064-0.00134648j 8.49863e-05+0.00585674j 0.0251821-0.0223422j 0.0468277-0.00674384j 0.0167222-9.93422e-05j 0.00926813-0.0269296j 0.0253987+0.00295691j -0.0481409-0.00851095j 0.00763392-0.00645567j -0.0225246+0.00780174j -0.0271821+0.0194208j -7.41604e-05+0.00138918j 0.0103951-0.000308046j -0.0296627-0.000612651j 0.0122815-0.00852316j -0.014772+0.00630923j 0.0246094+0.0348866j 0.00415226-0.00256288j 0.0535497+0.0340551j 0.0120218-0.00972495j 0.0217653-0.0154013j 0.015457+0.00223863j -0.0230875+0.00742379j 0.0371149+0.0153248j -0.00769886-0.00272502j 0.00548754+0.00287076j 0.025531+0.00581791j 0.0201301+0.0134102j 0.0129673+0.0081289j -0.0972938+0.00676764j -0.0256578+0.000492582j 
-0.0118226-0.00725914j -0.0146607-0.00277459j 0.0432914+0.001824j -0.0134891-0.00451658j 0.00184804-0.00204019j -0.00370828-0.00388069j -0.000435048-0.000820492j 0.00742138-0.00416183j 0.00169509+0.00163876j -0.00555463-0.000776464j -0.0017029-8.0007e-06j -0.000563005+0.00136486j 0.000569707+0.00173108j 0.00968163-0.00209755j -0.00467945+0.00366892j -0.00305028+0.00407343j -0.00784149-0.020822j 0.119087-0.0118557j -0.038153+0.000124439j 0.01557-0.00590474j -0.0114734+0.00780933j -0.0113238+0.00157733j -0.0393904+0.0100301j -0.0106614-0.0149144j -0.00505302+0.0146214j 0.0443667-0.00327698j 0.0140003+0.00110422j 0.0241065-0.00242707j -0.00299353+0.00836361j 0.000879972-0.0035839j -0.00443152-0.000680546j 0.00968551+0.00446675j 0.00155845+0.000983781j 0.00425896-0.00441288j -0.00368266+0.00674279j 0.0187188+0.00350192j -0.024119-0.000842499j 0.0192734-0.00435662j -0.0207139-0.0107386j -0.0138015-0.00154963j -0.0150654+0.0144188j -0.00347555-1.08545e-05j -0.00644698+0.00084748j -0.0140913+0.0180516j 0.0211767+0.00813857j 0.0264298+0.0307357j 0.0149797+0.00945018j -0.00103943-0.0051597j 0.00399512-0.015282j -0.000332773-0.0229945j 0.00175654+0.000600672j 0.0483071+0.0142451j 0.00220361-0.0180128j -0.0123015+0.00615292j 0.0547067-0.00956144j -0.0385404+0.00923929j 0.0086653-0.00728437j -0.000583864+0.0127497j 0.0123056-0.00968008j 0.0210621+0.00205748j 0.0190194+0.00723024j -0.0154085+0.00705815j -0.00587765+0.00914158j 0.00262134+0.000792465j -0.00477899-0.00555894j 0.0108673-0.00804596j -0.0408977-0.0161924j 0.0290903-0.00429145j -0.0262433-0.00355311j -0.0326446+0.000643755j 
0.00750635-0.00261192j -0.000730355-0.000207513j 0.028045-0.0108883j 0.022023-0.000650107j 0.0168625+0.000274544j -0.00350509+0.00182135j -0.00276986-0.00161621j 0.00802792+0.00156418j -0.001002-0.00196113j -0.0011677-0.00115342j 0.00168192+0.000855095j -0.00606296+0.000796482j 0.000340509+0.00195499j 0.00434388+0.000217648j -0.00536453+0.00278633j -0.00378483+0.0040163j 0.095624-0.00916424j 0.00302891-0.00020083j -0.0246426-0.00564747j -0.00942097-0.00349959j 0.00747626+0.00740427j 0.0224673-0.00138211j 0.0160317+0.00237946j 0.0195083+0.00263466j 0.00223033+0.0016371j -0.00064595+0.00929849j -0.0123099-0.00146172j -0.00553801+0.00598653j -0.00147776+0.00549907j 0.00599854-0.00235653j -0.0187638+0.00392731j -0.0123461+0.00347141j -0.0334798+0.010732j 0.0194838-0.00361573j -0.0128918+0.000171604j -0.0207028+0.00623557j 0.00851885-0.00615814j -0.019179+0.00400658j 0.00820616-0.00400172j -0.006714-0.00904969j -0.0181557-0.00257195j -0.0048585-0.00866362j -0.0129582-0.000592588j 0.0618387-0.00392489j 0.00295531-0.0127779j 0.0116058+0.00418456j 0.00870663+0.00370134j 0.000673565-0.00572305j -0.00312493+0.00240946j -0.00351589+0.00392263j 0.000513362+0.000894971j 0.0227834-0.00605694j -0.00948097-0.000224261j -0.00466989+0.00300956j 0.00356273+0.00566467j -0.00620157-0.00747803j 0.00197554-0.006295j 0.0396276-0.0134948j 0.0310268-0.00120111j 0.0580148+0.0196647j -0.178493-0.010062j -0.0333464-0.0096087j 0.0245494+0.00476463j -0.00367261+0.000508593j -0.00129681-0.00220566j -0.00741787-0.0197893j -0.00461789-0.00629502j -0.0754495+0.0312029j 0.100403-0.0179647j 0.0419289-0.0043129j 
-0.000491359+0.00200527j 0.00501952+0.000734789j -0.0356677+0.00128253j -0.000536406+0.00108558j -0.00320363-0.0011631j 0.0016206-0.000943326j -0.000393055-0.00201801j 0.00298384-0.00186786j -0.000577718-0.000229894j -0.0037617+0.00138953j 0.00112058-0.000810479j 0.00091289-0.000705685j -0.00101373+0.00111889j 0.00188364-0.00146336j 0.00491351-0.00138838j 0.00431774+7.42483e-05j -0.0499715+0.025435j 0.0188106-0.0058176j 0.00743089+0.00178146j 0.0292503+0.00149299j 0.000983587-0.00117842j 0.00343389-0.00554992j -0.0396708-0.00497219j 0.000658306-0.00548138j -0.0269021-0.00383293j 0.0199901+0.00160509j 0.014049+0.0061869j 0.0223966+0.00201018j -0.0376755-0.00156775j -0.000507017+0.00104307j 0.0021991+0.00666329j -0.00425704+0.00542765j -0.0127337+0.00635143j 0.0120147-0.000180673j -0.00889096-0.00346573j -0.00584777+0.00597581j -0.00313274-0.00739928j -0.0157723+0.00242483j 0.00979272-0.00767057j 0.0213944-0.0104148j 0.00825906-0.0020826j 0.00189231-0.00564992j 0.0720885+0.0117168j -0.065137-0.0031961j 0.0230907+0.000211545j 0.00641027-0.00279933j 0.126724+0.0120052j -0.00417549+0.00113275j 0.00950212+0.00233382j 0.0113976-0.000415855j 3.48095e-05-9.62349e-05j -0.0123945+0.00309184j 0.00191992-0.00180346j -0.00397707+0.00030293j -0.00313509+0.000213961j 0.0235157-0.00510671j -0.00336223-0.0016413j 0.0207305-0.0195088j 0.0223646-0.00661208j 0.0310785+0.0177336j -0.0869442-0.0199139j -0.0169816-0.00223266j -0.0411735-0.0200001j 0.00872549+0.00275534j -0.0049547+0.00259573j 0.0943733+0.00292074j -0.0640805+0.0214985j -0.0147687-0.0104549j -0.00331737-0.00253851j -0.0843513+0.00359862j 
0.00743559+0.00193077j -0.00114552+0.00117313j 0.0246548-0.00185192j -0.00675182+0.00237012j -0.0173474+0.00202158j 0.000894324-0.000285687j 0.00838253-0.000550618j -0.0101539+0.000211377j 0.0107799-0.0020096j 0.00736099+0.000460495j -0.00757409+0.00100737j 0.00126743+0.00158208j -0.00973675-0.00156558j -0.00300835-0.000678531j -0.0135737+0.000765465j -0.00963196-0.000109741j -0.0241401+0.00784187j 0.0201455-0.00362655j 0.0214691-0.00312808j 0.0144098+0.00126644j -0.0140477+0.00347036j 0.0162102-0.00481484j -0.00317658-0.00471501j 0.0238483-0.00379315j -0.0178119-0.00127407j -0.0137145-0.00363578j -0.0179257+0.00309769j -0.00208304+0.00247196j -0.00684527-0.00657163j 0.0123244-0.000605619j -0.00144368+0.00413256j -0.0162811-0.000640259j 0.00703448+0.00491093j -0.00140232-0.00354732j 0.00153417+0.00466699j -0.00793618+0.00154939j 0.00690077-0.000250017j -0.018514+0.00338768j 0.0146804+0.00237028j 0.0132919+0.00460377j 0.0112806+0.0019438j -0.0536363-0.0124998j -0.00429785+0.00213193j -0.00754539+0.0012107j 0.00928572+0.0321058j 0.0263773-0.0242948j 0.0170361-0.00757227j 0.00268994+0.00553267j -0.00821269+0.0102369j 0.00060497+0.0197752j -0.00135299-0.00075319j 0.0185515-0.0162383j 0.0256073+0.0215629j 0.00559078-0.0111974j -0.0251768+0.00666077j -0.0705131+0.01076j 0.0187155+0.0156438j 0.0789536+0.0158792j 0.0584751+0.00186841j -0.125539-0.0164109j -0.0599828+0.00309086j -0.0386193+0.00401183j 0.000170623+0.0108684j -0.00397776-0.00511296j 0.0144825-0.0170519j 0.024471-0.0125562j 0.0683551-0.0323647j 0.0409577-0.0117033j 0.0198327-0.00797987j -0.018551+3.01546e-05j 
-0.0036525+0.0021572j -0.00157784+0.00068273j 0.00240215+0.000550991j -0.00297837+0.00192371j -0.0104144-0.000456715j -0.00631433+0.00123119j -0.00213644+0.00103227j -0.00912254+0.000451285j 0.00894093-0.00121118j 0.00130193+0.00054309j -0.00171124+0.000822258j -0.0022181+0.000725412j 0.0027621-0.000918474j -0.00116551-0.000112294j -0.00150436-0.000664129j -0.00372617-0.00142498j -0.0224966+0.00866921j 0.0106733-0.00189283j -0.00381491+0.0040178j 0.00654201+0.00156434j 0.0084142+0.00218381j -0.00762886-0.00205207j 0.00718953-0.00439337j 0.0121514-0.00634826j 0.00205372-0.00199192j -0.0144571-0.00296845j -0.0214289-3.62699e-06j 0.00268649+0.00183859j 0.000524409-0.00517982j 0.0190021-0.0035885j -0.0406907-0.00065378j -0.000557791-0.000629662j -0.0157112+0.000743728j 0.00192578-0.000808643j 0.00819053+0.0032451j -0.00568581-0.00022787j -0.00618118+0.00101497j -0.0150225+0.00338266j -0.0309119-0.00242597j 0.0108562+0.00877007j 0.0175361+0.00117211j -0.0127851-0.00473939j 0.015078+0.000229909j -0.0231587-0.00215751j 0.0134597-0.0104936j -0.00190806-0.00141754j -0.000356795+0.00308561j 0.00209746-0.0125037j 0.0322239+0.00062602j 0.0560266-0.00180713j -0.000716392+0.000847303j 0.0127944-0.0069536j -0.0184536+0.00765329j 0.0144147-0.00355104j -0.0202496+0.000931828j -0.0438341-0.00822357j 0.0251259-0.014891j 0.070831+0.00741622j -0.129912+0.00624335j -0.041345-0.0120297j -0.0400665+0.00429627j -0.0333936+0.00180844j 0.0242456-0.00159618j -0.00497658+0.00407546j -0.00141863+0.0296934j 0.0030898-0.011009j 0.0113488-0.0239116j 0.0221794-0.00937275j 0.010146-0.00765481j -0.0246184+0.000203634j 
0.00462418-0.00183328j 0.00370383-0.000538001j -0.0193195+0.00437279j 0.000992883-0.000583336j 0.0051225+0.000504636j -0.00715147+3.89058e-06j -0.00113246+0.00132169j 0.00270666-0.000969506j -0.00111057+0.00152458j -0.00150076-0.00079669j -0.000386405-0.00189639j -0.00655349-0.00059204j 0.0039822-0.00049272j -0.00440591-0.0016305j -0.00196509-8.64696e-05j 0.00115984+0.00248272j 0.0081328+0.00480791j -0.00110395+0.000649815j -0.00557609+0.00351476j 0.00356381-0.000441223j -0.028768+0.00464891j 0.000989644-0.00136587j -0.0157427+0.00170885j 0.00487486-0.00426416j -0.0235624+0.00127953j 0.00631425-0.0014301j 0.000411337+0.000340203j -0.00512735-0.00130768j 0.00402965-0.00339456j -0.0169579-0.00102j 0.0114422-0.00165904j -0.0154103-0.00513521j -0.0113864-0.0110851j 0.0172063+0.00383548j -0.00475751+0.000412708j -0.00997113+0.00351521j 0.0221385-0.00166076j -0.00837257-0.000763354j 0.0166013-0.00272957j -0.00269205+0.00672569j 0.0148825+0.00660159j -0.0112428+0.00901728j 0.0668437+0.00457135j -0.0336519+0.00569532j 0.00933431-0.0164862j 0.0115737+0.0142688j -0.0482084+0.0160858j 0.00551562-0.00317782j 0.00516718-0.0115994j -0.00399709-0.0144165j -0.00174246+0.000210195j 0.0735396-0.00440132j 0.0158479-7.62618e-05j -0.0209487+0.0113126j -0.0281618-0.00121359j -0.057529-0.0161067j -8.08727e-05-0.00501426j -0.076638-0.0234282j -0.0650539+0.0122993j -0.0569795-0.000154371j 0.026375-0.0102174j -0.0848082-0.00551283j -0.00804111-0.017376j 0.00288925+0.00413653j -0.00250085-0.010235j 0.0136882-0.00994018j -0.0250557+0.0459647j -0.0371337+0.0499562j -0.00946557-0.0154105j -0.0370173-0.00304078j 
0.0084625-0.00392524j 0.0032896-0.00103087j -0.00515836-0.00083582j 0.0111771-0.00199992j -0.00610978+0.00456732j 0.010252-0.00546033j 0.00345895-0.00259602j -0.00321473+0.000748661j -0.0091733+0.00163454j 0.00548348-0.00218635j -0.00108607+0.00184087j 0.00523362-0.000820486j -0.00526173+0.00164369j -0.00588771+0.00143236j -0.00333649+0.0024554j -0.00467418+0.00115358j 0.0140019-0.00258239j 0.000683346+0.000179032j 0.0101427-0.0117192j -0.00137704-0.00651274j -0.0139404+0.00104235j -0.0270175+0.00182634j -0.0209273+0.00388451j 0.00540264-0.0021205j 0.00931782+0.000329992j -0.0110267+0.00199099j -0.0025232+6.2043e-05j 0.015832-0.000184616j -0.0275259+0.000308574j 0.0477513+0.000729754j -0.0193666-0.00405911j 0.0101348+0.00124672j 0.0124271-0.00242723j -0.0150178+0.000542817j 0.0113122-0.000777328j -0.0190387-0.00576738j 0.00988227-0.00547688j 0.0224309-0.00170449j 0.00202152-0.00612925j -0.011335-0.000968505j -0.0109451-0.00285802j 0.00338893+0.00515342j 0.0230771+0.00841363j -0.00721164+0.00988272j -0.0297759+0.0637329j -0.0415182-0.0253116j 0.00171551-0.00862139j -0.0103769-0.00151308j 0.0151822+0.014743j -0.0101982+0.0202586j 0.00163269+0.000634323j 0.0635883-0.0193248j 0.0150713+0.0136951j -0.0525225-0.0126791j 0.0219836+0.0136096j 0.0184282+0.0140492j -0.0179088+0.00365239j -0.0555015+0.0106547j 0.0187167-0.0396881j 0.0365295+0.0160504j 0.0353734-0.0140723j -0.023979+0.00121962j -0.0354396+0.0161592j 0.00678025-0.0113343j -0.00133177+0.0647587j 0.0296949-0.0105723j 0.00515824+0.00131012j -0.0273665+0.0275683j -0.0077476-0.00109797j -0.000689915-0.00179075j 
8.57456e-05-0.000217448j 0.000369294-0.000513166j 0.0165269-0.00198596j -0.0082764+0.000216967j -0.00210243-0.000143014j -0.00418424+0.00171403j -0.00354185+0.000427188j -0.0062541+0.00179629j -0.000135088-0.000240463j 0.000403352+0.000384568j -0.000880274+0.000269473j 0.0027706+0.000310763j 0.00283592+0.00030204j -0.0019394+0.000620388j 0.00516159-0.000803991j 0.0050965-0.00117602j -0.00755474-0.00530018j -0.00652463+0.00283039j 0.01429-0.00733208j 0.00917295-0.00456019j -0.000924517-0.000849207j -2.17789e-05+0.00479243j 0.00273308+0.00592141j 0.00823814+0.00436213j -0.0297749+0.00757334j -0.0337693+0.00406767j -0.0225857+0.000510237j -0.00855266-0.00115469j -0.00978931+0.00578432j -0.0139191+0.000646074j 0.00764249-0.000769284j -0.0184184+0.0025722j 0.0123792+0.00107886j 0.00127416-0.00185797j -0.00234832-0.00106669j -0.00665022+0.000593499j 0.00116729-5.60268e-05j -0.00742098-0.000131906j 0.0130739+0.00162493j -0.000365015-0.000670183j -0.00487278-0.000593424j 0.00784838-0.00505127j -0.0666867+0.00398091j 0.0414933-0.000857932j -0.0135368-0.0147683j -0.118763+0.00302455j 0.0365228+0.015181j 0.00255766-0.007405j 0.00673766-0.00940311j -0.0140579-0.0195751j -0.00058375-1.63346e-05j 0.0326153+0.00943458j 0.0167844+0.00770968j -0.00872726-0.00667186j 0.00299333-0.00407963j -0.0760657+0.00330212j 0.0198049-0.0132896j 0.0385243-0.0207098j 0.0102942+0.0176629j 0.0473356-0.0186397j 0.0481513-0.0355637j 0.0527723+0.0041218j 0.0289403+0.0380351j -0.00717028-0.00516055j 0.00693747+0.00423631j 0.0468723+0.00466893j 0.0218158+0.0264127j -0.00244628+0.0192468j 0.00610374+0.0146808j 0.0288827+0.00144385j 
0.00126494+0.000475799j 0.00124665+0.000223563j 0.00179476+0.00058512j -0.000572531-0.000426217j 0.000346029-3.20669e-05j -0.00273351-6.33888e-06j 0.00283138+0.000139428j 0.000553801+4.57909e-05j 1.63616e-05+0.000407131j 0.000540836+0.000158828j 0.00305004-0.000631278j -0.000469693+0.000919476j -0.000532317-0.00117529j -1.33653e-05-0.000581803j 0.000128337-0.00075593j -0.00360478+4.42946e-05j -0.00434476-9.96457e-05j -0.0042619+0.000660294j 0.00070426+0.00361456j 0.00426295+0.000345407j 0.0030174-3.3807e-05j 0.00326103+0.000792981j -0.00334984-0.00179323j 0.00472381+0.000618632j -0.00997393+0.00161748j -0.00164246-0.000441236j 0.00787977-0.000609311j -0.0112796+0.00122265j 0.0117295+5.26144e-05j -0.0342771+0.00230121j -0.00164903+0.00127603j 0.00861678-0.000550382j -0.00308776+0.00130278j 0.00192685+0.00113065j 0.0115272-0.00010297j 0.00824929+0.00161346j 0.000547608+0.0032696j -0.0107725+0.000251642j 0.000576678+0.00105457j 0.00728336-0.000296604j -0.0113527+0.00137227j -0.00956277+0.000224444j -0.00753509-0.00151302j 0.00150834-0.00188478j 0.00817592-0.0236061j 0.0231378+0.0116998j 0.000722898+0.00410705j -0.00373767-0.0068959j -0.0105331+0.000565296j -0.0226737-0.00706j -0.000105137+0.00106854j -0.00483141+0.00423247j 0.00247495-0.0168121j -0.00295911+0.00347042j -0.00844548-0.00467696j -0.00227005-0.00699225j -0.00536998-0.0142384j 0.00802465-0.00707049j 0.033819+0.0167272j -0.0255828-0.00519892j -0.000852235+0.00175642j 0.00348783-0.00148544j 0.00386281-0.00753977j 0.00653872+0.034542j -0.00523259+0.18217j -0.00335106-0.00852123j 0.00145962-0.0174316j 0.00309547-0.00143951j -0.000368456-0.000286087j 0.000444279+8.68984e-06j 
