0.101123+0.0595101j 0.167472+0.122301j 0.200141+0.281181j 0.116658+0.191829j 0.155611-0.204765j 0.302946-0.392415j -0.0623472-0.290203j 0.160477-0.0250439j -0.131373-0.291412j -0.328782-0.548419j -0.492786+0.016539j -0.00956719-0.546087j 0.937898-0.0265569j -1.71258+0.777952j -0.73419-2.26783j 0.082027-0.187404j 0.148294-0.190901j 0.0874867-0.437054j 0.120675-0.272859j 0.444712-0.30366j -0.620397+0.406077j -0.0572041-0.115663j -0.186497-0.521784j 0.358477-0.0292715j -0.299888-0.384964j 0.522465+0.374397j -0.312651-0.0475724j -0.400033+0.00638191j 0.591954-0.220984j -0.18356+0.116303j 0.519562-0.00311126j 0.143707-0.183028j 0.152909-0.596614j -1.06207-0.40884j 0.94235-1.14931j -1.5795-3.06407j 2.3719-1.44543j 0.13692+0.0286929j 0.0255901+0.0761047j 0.124088-0.22734j -0.0302005-0.266175j -0.0240921+0.0364215j 0.0373862-0.0057507j -0.367716-0.244471j 0.0276247-0.00526021j 0.328455-0.182576j -0.135328+0.145214j 0.252499+0.0250323j 0.329828+0.377188j 0.0245237-0.143012j 0.495934-0.0630088j -0.348447+0.462523j -0.14313-0.3434j 0.191987+0.381561j 0.106366-0.469876j -0.160323+0.0296176j 0.246992+0.111565j -0.288597-0.137468j -0.0135072+0.698331j -0.238402-0.491239j 0.133276-0.194307j -0.659829-0.587301j 0.150385-0.231895j -0.639953-0.428218j 0.0223234+0.0530876j -0.684973-0.0123207j -0.562529-0.0313635j 0.250698-0.0191866j 0.453136-0.0233726j 0.523918-0.557906j -0.227681+0.211283j 0.0572602-0.188295j -0.255503+0.755585j 0.182675-0.149702j -0.289946+0.278847j -0.0724885-0.692555j -0.451987-0.00390192j -0.0495333-0.13919j 0.259449+0.739042j 0.0640788+0.211167j 0.157762+0.222268j 0.206518-0.0237905j 0.314993+0.488323j -0.300039-0.314593j 0.11981-0.207669j 0.629576-0.0559734j 0.88151+0.2801j -0.468751+0.448203j 0.359662-1.72853j -0.589801+0.281905j -1.6121-1.23361j -0.973497+1.16947j 3.49424-0.323179j -1.15356+0.0183099j 0.194679+4.11428j 
-0.0758566-0.66506j -0.337846+0.618921j -0.79802+0.378161j 2.38478+0.19099j 0.144552+2.09769j -1.38125-1.54079j -0.892249-0.25115j -0.183554-0.0509732j 0.465421+0.246247j -1.31451-0.0434225j -0.212429-0.4837j -0.382461+0.0326389j 0.617528-0.193892j -0.34741+0.85409j -0.461035-0.490069j -0.271478+0.179905j -0.594239+0.285171j 0.795481+0.504712j 0.11521+0.209789j -1.30513+0.323569j -1.43294+1.43705j 0.357766+0.63496j -0.660334-0.859249j 0.372562+0.46433j -0.774457+0.224629j 0.525397+1.76561j 0.128876-0.36081j -0.795303-0.709573j -0.527491+0.656735j 0.464824-0.464377j 0.553151+0.143153j -0.216368+0.357683j -0.12809+0.430373j -0.148682+0.0945251j 0.242379+0.0237923j -0.13299-0.325633j 0.313613-0.00360924j -0.185841-0.101883j 0.262066+0.126955j 0.30963-0.104133j -0.292272-0.751204j -0.0903457-0.500755j -0.315916-0.782161j 0.555437+4.2194j -0.103224-0.0525126j -0.23536+1.21392j 0.20057+0.268011j -0.864961-4.45262j 0.14073+0.492128j 0.544742-0.716123j -0.165008-1.55708j 0.389641+7.14845j -0.0933162-1.94347j 0.9876+5.94497j 0.46665-2.47288j -0.436915+0.700781j -0.152695+2.50036j -1.172-0.807942j 0.50778+0.431691j -1.20171-7.61424j -0.839161-0.994723j -0.291468-2.69591j 0.0132619-0.3565j 0.5659-7.23045j -0.162211+0.969271j -0.619111-5.04732j -2.1531-5.35582j 0.334845+0.973186j 1.00502+3.66212j -0.884412+6.05985j 0.224864-2.25633j -0.105928-1.08997j 0.0757528-6.59871j -0.154529+0.953137j -1.26734-2.5849j 0.263942+1.82944j -0.015035-1.5449j -0.502507+2.26156j 0.367564-2.66944j -0.693174-3.78244j -0.0736198-0.884917j -0.196172-6.02456j 0.537632-2.35843j -0.0262828+0.00148519j -0.0251338-3.02155j -0.134137+2.13139j 0.52487-0.291618j 0.158234+1.03674j 0.153023+1.64748j 0.273711-2.20115j 0.0713248+0.548127j -0.506162+0.685691j 0.273966+0.394524j -0.254994-0.251488j 0.131563-0.11062j 
1.21059-0.478117j -0.131957+0.312062j -1.16133-0.131263j 0.42471+0.97032j -0.756334-1.35785j 0.54981-0.504783j 0.326352-0.311858j 0.963385+0.588381j -0.413915+0.495492j -2.13523+0.625701j -0.606227+1.35287j 0.321852+0.0416538j -0.241506-1.0631j 0.312962-0.461246j 0.11257-0.449612j -1.08284+0.474016j 0.705915-0.291053j 0.949404+0.662768j -0.713028-0.254237j 1.51971-1.91311j 0.751575+0.709621j -0.527645-1.44423j 0.17957-1.11666j -0.0549747+1.23069j -0.602833-0.513768j -0.0458106+2.49996j 0.669024-0.67415j 0.376716-1.19274j 0.590111+1.4814j 0.145048-1.23292j 0.0627165+0.623678j 0.169508+0.37382j -0.216091+0.520716j 0.264149-0.426494j -0.411109+0.546703j 0.0978304+0.442506j 0.161497+0.209957j -0.315623-0.523509j -0.0517132+0.784075j -0.310032-0.870267j 0.805096+0.204814j -0.105394-2.16127j -0.950155-1.0142j 1.21652+9.28599j 0.541645+1.29221j 0.753117-3.91202j 1.4788+1.9403j -1.05991-11.6878j -1.37353-1.78732j 1.17714-5.61893j 1.47556-0.599707j 2.27828+21.8163j 1.24269-4.93821j 1.23122+18.2009j -0.0569862-8.97713j 0.425417+3.12137j -0.896944+5.54028j -0.804301-0.388813j 0.616088+4.18888j -3.94088-20.2909j -0.045302-2.66039j 0.495884-4.38165j -3.7312+0.658353j -1.53344-22.6271j 0.516435+0.87008j 1.91045-14.9247j -2.36608-15.8219j -0.313625+4.65335j 3.32074+10.9411j -0.370804+17.7184j -0.589858-4.94231j -0.452562-1.39699j 1.19285-19.7704j -0.392899-0.618945j -2.12543-7.96523j -0.114574+6.18647j 0.168324-5.53392j -1.20035+5.13593j 0.750095-8.9571j -3.07044-12.1332j -1.1586-3.81409j 0.233348-17.4218j 2.22998-7.25435j 0.646242+1.20661j 0.599836-8.65132j -0.360538+6.80788j 1.62821-0.750222j -0.142523+2.44383j 0.296567+3.77082j 1.10495-7.12593j -0.515099+2.41071j 0.0239004+1.63548j 0.0745651+1.13682j -0.15596+0.282321j 0.0996407-0.444904j 
0.330125-0.681356j -1.19337-0.840119j -1.7955+0.945817j 0.228849+0.750075j 0.0885571-2.10233j -0.672429-0.924875j 1.1037+0.784392j -0.865062+0.51525j 0.0158889+0.16269j -0.1937-0.537885j 0.0997073+0.12367j -0.511179-0.291717j -0.159988+0.114042j 0.0221022-0.121307j -0.0309619-0.0461665j -0.140941+0.483109j 0.984862+0.208825j 0.312152-1.26409j -0.471856-0.107053j -1.24136-1.29334j 0.584552-0.281143j 3.04385-0.719575j -0.0291699-1.12095j 0.21972+0.777171j 0.0652641-0.366519j 0.552807+0.80616j 0.209313+0.0591889j 0.586087-0.777477j -0.0829247+0.870174j -0.0404235-0.221908j 0.030301+0.696824j -0.028584+0.257505j -0.132079+0.495571j -0.207504-0.0220616j -0.0743721+0.360016j 0.0105464+0.0636362j 0.0104705+0.0162534j -0.0785913-0.0613704j 0.197186+0.100182j -0.186246-0.526036j -0.0918634+0.519701j -0.397493-0.54028j 0.807379-0.280187j 1.09087+3.67868j 0.0710234+1.1526j 0.805853-0.377159j -0.433111+1.92516j -0.0503564-4.26114j -0.845573-0.980025j -0.501513-1.55775j 1.0898+0.357409j 0.753161+8.86697j 0.231873-1.76984j 0.127275+4.26281j -0.34808-3.34852j 0.693156+1.18881j 0.172232+5.02289j 0.318258+1.12983j 0.399087+1.83445j -0.92372-7.65657j 0.460307-1.45715j 0.525693-0.776512j -0.775193+0.114093j -0.408054-8.31805j -0.0504632+0.160297j 0.494347-5.33781j -0.80311-5.89561j 0.145358+1.8152j 0.968896+3.84512j -0.180671+6.32151j -0.259746-2.10489j -0.509141-0.419046j 0.356639-7.25727j -0.342609-0.202578j -0.416055-2.87051j -0.148493+2.01035j 0.326859-2.0459j -0.367725+1.88758j 0.0480282-3.27541j -0.871764-4.22548j -0.400663-1.11627j 0.313072-6.46358j 0.360982-2.63958j -0.183364+0.252542j 0.125804-3.28644j 0.00225228+2.36908j 0.454634-0.152635j 0.109319+0.952926j -0.12008+1.40731j 0.251023-2.49823j -0.0534592+0.822047j -0.0663425+0.596538j 0.0807797+0.37132j -0.0459413+0.1358j 0.034506-0.167316j 
-0.701876-1.65093j 0.0901945-0.939512j -1.64273-0.563915j -0.179523+0.910253j 1.24386+1.98072j -0.205249+0.148501j 0.548143-0.903157j -1.14275+1.79745j -0.767798+0.0638443j -0.672809+0.0488824j -0.400072+0.242982j 0.542581-0.204818j -0.532151+0.0938939j -0.0513525+0.0707557j 0.325701+0.0329148j -0.421079+0.0208115j -0.901062+0.337252j 0.11366+0.278083j 1.44762+0.965271j -1.26165+0.0108307j 0.914916-0.292403j -0.219388-0.255686j 0.70616+0.517853j -1.29201-0.593038j -0.436401-1.08757j 0.237803+0.108947j 0.148134-0.383253j 0.0239515-0.455451j 0.425547+0.884469j 0.147635+0.418919j 0.131671-0.117168j -0.0133918+0.0522855j 0.0541017-0.190431j -0.193473-0.146137j -0.0126532+0.189145j -0.265012-0.0937948j -0.162831+0.123489j 0.1839+0.0501641j -0.509157-0.564554j -0.310968-0.0986895j 1.09497+0.0899066j 0.0899977+0.463891j -0.224447-1.30954j -0.151195+0.530607j 0.121535+0.569254j -0.94415+0.769845j 0.36973+0.481005j 0.228794+1.11847j 0.272517-0.65199j -1.03546-1.51967j -1.05568+0.518299j 0.800897+1.33802j 0.144972+1.60889j -0.159187-0.347996j 0.215006+0.999138j -0.586127+0.659113j 0.852146+0.0503634j -0.347358-1.27062j 0.466239+0.246907j -0.533126+0.81423j -0.612967+1.00035j 0.0178148-0.144982j 0.289118+1.38423j -0.404325+0.323529j -0.137653-0.000156431j -0.739915-0.987624j 0.176158-0.00180277j 0.227696+0.0479228j -0.398799-0.228433j 0.731538+0.025142j -0.0356688-0.00193783j -0.331331-0.170494j -0.830947-0.179667j -0.0840938-0.128913j -0.112847-0.0884279j 0.195624+0.111454j 0.0372823+0.0781716j 0.16487-0.0420778j -0.352708-0.0885968j 0.124512-0.123569j 0.22305+0.256403j -0.622347-0.145599j -0.395042+0.320013j 0.0107319+0.133345j -0.44365+0.0950031j 0.132164-0.23981j 0.216412-0.234051j 0.092546-0.0924929j -0.0799319-0.100828j -0.154018-0.214501j 0.0194002+0.0904009j 0.114135-0.0121622j 0.00390784+0.200673j -0.0133068-0.273357j 0.0173688+0.129164j 
-0.0471493+0.16799j 0.27585+0.0829561j 0.670261-1.02934j -0.495442-0.444877j 2.57504+0.493377j -1.3808-0.707541j 1.92587-1.66617j 0.163567-0.72683j 0.123035+0.0298265j 0.308637-0.572167j 0.983025+0.216365j -0.996596+0.421432j -0.0735498+0.348356j -0.296564+0.266852j -0.385613+0.0671988j 0.90818+0.931823j 0.782676-1.31189j -0.160182-0.336329j -0.41866-0.211682j 0.474441+0.575585j -0.586816+1.34799j 0.245017-0.0833988j 1.24994+1.39397j 0.298098+0.0868998j -0.386286+0.629112j 0.818125-1.01938j 0.83814+0.519096j 0.205858+0.0408396j -0.173874-1.3832j -0.292379+0.743986j 0.440149-0.434958j 0.0575959-0.540108j -0.141142-0.606513j -0.0871283+0.589568j 0.183272-0.427791j 0.154304-0.271631j 0.100318-0.201262j -0.0819099+0.5068j 1.24245+0.0616793j -0.466462+0.425551j 0.96919+1.2063j 0.104113+1.59159j 0.817411-0.0216756j -0.926126-5.67049j 0.0552439-0.699808j 0.206505+2.60351j -0.230859-1.86103j 1.46491+9.29559j 0.396528+1.07881j -0.937367+0.124563j -0.525836-0.441044j -1.89118-13.9133j -1.09243+3.05914j -1.85074-10.8531j 1.28641+5.30852j -0.211584-2.04292j 1.4999-4.40419j -0.712467+0.38079j -1.63355-2.4842j 1.44745+13.4434j 0.196515+1.47772j -1.62177+2.94393j 1.47773+0.282524j 2.10246+14.227j -0.688524-0.153933j -1.02912+9.05601j 1.97425+9.00567j 0.387784-3.0079j -2.24611-7.41152j -0.0237973-11.8468j 0.247156+2.21321j 0.550308+0.611626j -0.316824+12.1204j -0.328464+0.357562j 1.54868+5.00842j -0.239137-4.45116j -0.0230865+3.82801j 0.453907-3.2537j -0.639689+5.57226j 1.98084+7.55709j 0.300433+2.44264j 0.0382629+10.8389j -1.03912+5.00088j -0.443956-0.84409j -0.0028082+5.50038j -0.00951044-4.50653j -0.871143+0.455826j 0.0272361-1.45868j -0.312604-2.15872j -0.554585+4.54403j 0.430114-1.62809j -0.223602-1.06364j 0.0225461-0.812875j 0.0240868-0.0951689j -0.0386541+0.205774j 
1.07287-0.147474j 1.17958-0.824286j 1.6312+1.84106j 0.294091-1.15994j 0.476843-0.659366j -0.31066+0.156585j -0.513851+0.198044j -1.67104-1.02003j 0.0670309+1.10995j -0.974897+0.0490826j 0.391466+0.461118j 0.0265373-0.0158622j 0.591484-0.174552j -0.312152+0.824569j -0.334713-0.0814025j -1.51537-0.135293j -0.369096+0.308415j 1.07018-0.897174j -0.752497+0.594097j 1.38834+1.07278j 0.451461+0.15154j 0.110914-0.343598j 0.000352311-0.972175j 0.558278-1.36212j -0.510993+0.0419386j 0.301483+1.28361j -0.349872+0.252759j -0.18162-0.315434j 0.0240462+0.0444904j -0.319573+0.224215j 0.319797+0.343407j 0.0168218-0.267274j -0.103384+0.0620216j -0.155315-0.308521j 0.321171+0.0487705j -0.262808-0.437522j 0.0735311-0.120199j -0.256304+0.0653012j -0.0883262-0.0145029j -0.495081-0.451533j 1.79215+1.05141j -0.201237-1.00462j -0.0239697+1.43083j 0.941836+1.94217j -0.235791+1.21353j 1.31514+0.0815194j -0.18159+2.42157j -0.604738-1.53136j 1.28702-1.31079j 0.496257-0.99144j -1.58843+0.981798j 1.13409+3.51739j 0.475192-1.85211j 0.198953+3.64659j -0.576533-2.28014j -0.673635-0.13591j 0.0587725+1.25727j 0.340134+0.441428j -0.112528+0.222285j -0.198431-3.98097j -0.657969-1.07925j -0.260298-1.48914j 0.178645-0.0819659j -0.590303-4.20363j -0.058821-0.0810205j -0.269499-2.83382j -0.630636-3.44749j 0.17843+1.1168j 1.01446+2.60893j 0.276771+3.23647j 0.0401511-1.02211j 0.399126-0.312281j 0.105039-3.5535j -0.273431-0.441352j -0.589728-1.97727j 0.141409+1.18031j -0.445992-1.07033j -0.296688+0.616184j 0.0540576-1.58524j -0.767759-2.4176j -0.83269-0.569198j 0.0211853-3.29887j 0.183981-1.32888j 0.0129359-0.1217j 0.180234-1.80811j 0.181591+1.20051j 0.216269-0.0031534j 0.144196+0.6245j 0.422947+0.800343j 0.23837-1.22084j -0.054036+0.38397j -0.312231+0.4664j 0.0997036+0.302482j -0.144115-0.320133j 0.0779174-0.0252877j 
0.545958-0.887537j -1.68058-1.21388j -1.0779-1.56818j 2.141-0.134585j 0.127342+0.0505646j 0.732472+1.7656j 0.542656-0.0825971j -0.413622-0.288866j 0.614419+0.322018j 1.0797-0.643091j 0.706194-0.0976216j -0.0724577-0.127008j -0.10001+1.06275j -0.10691+0.166027j 0.217899-0.0158266j 0.916238+0.18196j -0.00363017+1.20658j -0.315058+0.474692j -0.302241-1.10418j 0.969244+0.197397j 1.10179-0.0388102j 0.448168-0.610534j 0.76396-0.682617j 0.127212-0.076881j -0.217553+0.239637j -1.0886+0.15043j 0.244815-0.218618j 0.404588-0.554842j -0.674691+0.511699j 0.4551-0.561607j -0.202925+0.812845j -0.17218+0.319469j -0.515108+0.604355j -0.0519337+0.045736j 0.177785+0.58738j -0.145559+0.0265605j -0.0730551+0.116607j 0.140228+0.188271j 0.165751-1.73862j 0.00345971+0.242506j -0.0599398-1.91186j -0.234085+0.014946j 0.0103612-2.71901j 0.822577+4.54202j -0.0701874+0.404676j 0.846264+0.694953j 0.55498+0.403209j -1.28874-4.14815j 0.691945-0.987779j 1.48077-2.70359j -1.05993+0.149711j 2.12596+7.42686j 1.16713-3.05341j 0.0806287+6.67314j 0.215059-4.00839j 0.50735+1.59369j 0.224188+2.51353j -0.283048+0.881033j 1.66439+2.06289j -1.46638-7.77881j -0.109894-0.743485j 1.49434-1.05355j -0.90414+0.376477j -0.799489-8.17369j 0.292978+0.158955j 0.377009-5.85769j -2.39611-5.3512j -0.00655329+1.83607j 1.95666+3.60732j -0.457989+7.02128j -0.123727-0.982621j -0.0996238-0.305733j 0.333408-7.81842j -0.173935-0.119041j -0.9011-2.48654j 0.137638+2.82561j -0.161931-2.27521j -0.340125+2.27079j 0.116044-3.62822j -0.954443-4.05687j -0.309103-1.05669j -0.244293-6.73993j 0.515347-3.0354j -0.094753-0.0688687j 0.0136151-3.40352j -0.0146873+2.48637j 0.317247-0.755935j 0.151529+1.14953j -0.0109692+1.88726j -0.0549281-2.63702j -0.16901+0.702964j 0.123276+0.610244j 0.0452539+0.469354j 0.00178368+0.061984j 0.032802-0.0893346j 
-0.301107-0.905928j -0.0830626+1.94831j -1.28523+0.899214j -1.0202-2.05762j 0.973734+0.187789j 0.10459-0.041719j 0.0570028+0.0600217j -0.273135+0.851958j 0.0940391+0.483789j 0.240234+0.283797j 0.534659+0.0604464j 0.196141+0.206839j -0.100829+0.0834725j 0.287817-0.333988j 0.237851-0.203746j -0.232997+1.46366j 1.62979-0.0269796j 0.830406+1.99582j -1.83138+0.826666j -0.472354+1.23255j -0.04556-0.180916j 0.211688+0.227527j 0.393249+0.0505839j -1.20901-0.259731j -0.0833422+0.297893j 0.0643904+0.111961j 0.178293+0.117228j 0.122722+0.0317321j 0.0263863-0.125821j 0.246664+0.22942j -0.152626+0.0320722j -0.127401-0.0788484j -0.362545+0.144029j 0.0446359+0.166757j -0.0135919-0.0768899j -0.0233207+0.277944j 0.0578558+0.161543j 0.312976+0.0174017j -0.262065+0.288143j 0.444337-0.289121j -1.97172+1.03214j 0.355087+0.272712j -1.01672-1.28496j -0.385824+0.220431j 0.0803842+0.730356j -0.96422+0.265664j 0.281182+1.45113j 0.124042-0.464917j -0.122828-0.715019j 0.536152+0.86403j 0.333305+0.754365j 0.676679+0.641988j 1.30963-0.0921317j -0.330271+0.455699j -0.335147-0.630317j -0.593033+0.271084j -0.708263+0.228815j 0.514096+0.139967j -0.24478-0.232755j -0.229272-0.472962j -0.632507+0.0696297j 3.62564e-05-0.284071j -0.458991+0.121956j 0.572853-0.676514j -0.0691163+0.00736956j 0.406304-0.5197j 0.211575-0.378197j -0.0252723+0.171992j 0.0827599+0.24955j -0.234102+0.507565j 0.237384-0.145682j -0.266967-0.404566j 0.394509-0.634296j -0.213319-0.126066j -0.107883-0.164995j 0.0621223+0.210312j 0.301536+0.0673804j -0.325496+0.161381j 0.119753-0.366488j -0.568376-0.216347j -0.146491+0.203947j 0.406469-0.707243j 0.566349-0.259806j 0.0198794+0.176276j 0.334309-0.353502j -0.312117+0.104865j -0.213337-0.351052j -0.161511-0.0130742j -0.0878346+0.00753108j -0.0434539-0.341916j 0.078908+0.145482j -0.0631358+0.0525107j 0.198898+0.0430259j -0.178851+0.0179702j 0.086526-0.0169511j 
0.633939+3.5041j -0.68085+1.03977j -1.20836+1.10219j -1.13632+0.661786j -0.202402+0.951827j -0.259123+1.12449j 0.300756+0.573187j -0.1812-0.647562j 0.226466+0.763507j 0.28613+0.561563j 0.575549+0.0156775j 0.229388+0.694402j -0.672662-0.0395579j 0.176518-0.647961j 0.128944+0.134797j 1.66491-1.00504j 0.509904+0.434824j 1.03765+0.473123j 0.565593+1.20408j -0.864552+0.346608j 1.03772-0.210267j -0.212038+0.145902j -0.591186+0.81552j 0.511429+0.0643123j -0.390101+0.543338j 0.0593447-0.411333j -0.162364+0.433332j 0.0340417+0.20598j -0.458383-0.656875j -0.284232+0.44818j 0.0626178-0.354289j -0.0943944-0.19587j -0.157596-0.0442138j 0.457429+0.216339j -0.373757+0.0847574j 0.299932+0.205584j 0.0189912-0.0613153j -0.445192+0.430891j 2.70617-2.81618j 0.118088-0.234297j -0.16555+1.38789j 0.775285-0.415949j -1.57258+1.76615j -0.305998-0.594229j 0.608284+0.256848j -0.764695+0.5198j 0.848886+0.499284j 0.581473+1.39385j 0.355524-0.0394901j -0.702677+0.485957j -1.17922+0.276031j -0.58245-1.38353j -0.931255+1.40133j 0.0765482-1.81912j -0.0168934+0.500851j 0.0611637+0.0956868j 0.273188-1.06334j 0.0811583+0.331618j 0.376409-0.370935j 0.131014+1.36117j -0.169169+0.604264j 0.303103+0.463994j 0.0872181-0.480136j -0.16587+2.32972j 0.0192731-0.0683303j 0.107046+1.49715j -0.060917+0.855102j -0.0780709-0.383908j 0.0716683-0.663715j -0.115352-2.01314j 0.345206+0.0951299j 0.0646017+0.075149j 0.104337+2.01503j -0.324053+0.173098j 0.0398079+0.524691j 0.144979-0.89275j -0.0276771+0.599031j -0.155047-0.500095j -0.104002+0.951094j -0.0795879+1.31882j 0.0760857+0.411259j -0.148231+1.75727j 0.169824+0.386491j -0.34759-0.116406j -0.0358991+0.779487j -0.0634784-0.468373j -0.0257469-0.249763j 0.113307-0.203507j -0.122345-0.158497j -0.135429+0.589817j -0.199765-0.33583j 0.470883-0.133813j -0.274123-0.260119j 0.218381+0.367289j -0.151999-0.0255122j 
3.10086-0.99738j 0.151237+1.80217j 0.277333-1.07313j 0.154223+0.026238j -0.236305-0.573615j -0.914426-0.655356j -0.437551-0.110188j -0.419087+0.0256618j -0.440258+0.112842j -0.336997+0.73781j 0.0104544+0.195411j 0.277667+0.308585j -0.501055+0.0229402j 0.11297-0.226429j 0.105281+0.232077j -0.730907-2.80153j 2.3686-0.267984j -0.760942+0.53808j 0.47371-0.0710359j 0.487829-0.433473j -0.220754+0.6008j 0.110027-0.110188j 0.114967-0.550546j 0.1845-0.121633j -0.200611-0.398724j 0.536711+0.215432j -0.0728615-0.186607j -0.217548-0.068659j -0.0365806+0.203012j -0.340023+0.238507j -0.041799-0.345967j 0.0117622-0.0255078j -0.0520259-0.0594056j 0.234973-0.0505018j -0.142542+0.236791j 0.0787668+0.0208123j -0.122661-0.074687j 0.488619+0.32554j -2.45151-2.19473j 0.557604-0.452441j -2.28867+1.13157j -0.359789+0.576273j 0.52314-1.6242j -0.260979+0.043694j 0.234108+0.0439066j -0.0848122-0.512145j 0.405109+0.240973j -0.00985237-0.168549j 0.187019-0.241274j 0.202826-0.333709j -0.127048+0.0262938j 0.238772+0.220398j 0.15795-0.748515j -0.0270566+0.484954j 0.179386-0.00326275j -0.0864306+0.073715j 0.154241+0.492932j -0.314287-0.216674j -0.136806-0.0337622j 0.25205-0.208095j -0.0331375-0.0465164j -0.44942-0.408997j 0.474448+0.341929j 0.0892697-0.596481j -0.0908047+0.0152417j -0.476085-0.49772j 0.0874018-0.598478j 0.152685+0.135289j -0.157526+0.426098j 0.220467+0.465898j -0.189242-0.557778j 0.0305383-0.399679j -0.227584-0.474802j 0.101481+0.206316j -0.0670193-0.453331j -0.143984-0.0305062j -0.0470488+0.112345j 0.0527431+0.0691283j 0.0719295-0.0740626j -0.197822-0.563985j -0.0424058-0.206196j 0.000978283-0.198242j 0.025273-0.23412j -0.335159+0.26296j -0.047716-0.122229j 0.0770787+0.215716j 0.129945-0.301998j 0.163032-0.0587975j 0.108801+0.20015j 0.0425256-0.256835j -0.258762+0.158583j 0.344296-0.120007j -0.238918+0.0974901j 0.215606+0.134297j -0.103007+0.001375j 
