-9.92873e-13-0.291075j -6.29149e-14-0.00609196j -1.97599e-15+0.0206521j 3.19591e-15-0.0879086j 9.43778e-16+0.0411788j -9.07921e-17+0.141137j -5.43317e-15+0.140414j -5.40522e-16-0.00251723j 3.83021e-15-0.0677039j -1.33421e-15-0.0323783j 6.51646e-15+0.0966061j 9.85082e-16-0.133233j -2.84842e-15+0.0591949j -7.23824e-15+0.10979j -1.81001e-15-0.0393896j -3.66888e-16-0.0449267j -4.37313e-14+0.162326j -2.17914e-14+0.0252493j 1.94907e-14-0.121164j -4.72275e-15-0.00994046j 9.59902e-15+0.043446j 4.14223e-15+0.0433049j -1.09817e-14+0.123358j 1.08298e-14+0.147259j 9.68841e-15-0.0524909j -1.94012e-14-0.0842319j -1.7897e-14+0.131087j 6.30968e-14-0.0949218j 8.26964e-15+0.0791833j -2.76172e-14-0.0137125j 2.80171e-14+0.0266451j 1.49e-13-0.031245j -2.94278e-12+0.29715j 1.8884e-15-0.0967893j 1.76342e-14-0.021309j 3.51716e-13+0.0423351j -9.23042e-15-0.0100229j 6.09832e-14+0.00607892j -1.35374e-13+0.0983837j -1.88455e-14+0.0354806j 2.26846e-14-0.117625j 6.37375e-15+0.00696491j -1.12895e-14+0.00880436j 4.42057e-15+0.102682j 6.15741e-15-0.0499919j -6.88746e-15+0.0146917j 1.82507e-14-0.0179743j 3.46474e-15-0.0328036j 5.56548e-15+0.172279j -2.81192e-14-0.0510315j 1.30132e-14+0.124744j 1.87314e-14+0.0479374j 1.08696e-14+0.0380237j 7.16999e-14-0.166117j 2.81726e-14-0.0796125j -8.46202e-16+0.134553j -2.36451e-14-0.00254049j -1.51445e-15-0.033264j -6.98158e-15-0.0100484j -3.93522e-15-0.00975947j 1.19405e-14-0.121255j 1.09843e-14+0.170802j -2.94171e-15+0.0809565j 6.18836e-16-0.0103681j -1.48095e-15+0.0708114j 5.69787e-15-0.116161j 7.9698e-15-0.0384664j -3.495e-14-0.0587586j 2.40589e-15-0.0488268j 9.52306e-16-0.0911033j 2.43459e-15+0.0869388j 2.0412e-15+0.112575j 2.92614e-15-0.0316664j 1.41463e-15-0.146838j 2.93865e-15+0.0273201j 2.82344e-14-0.133971j -3.8278e-13-0.238232j 
3.11301e-15+0.000835645j 1.18843e-16-0.000181408j -1.90848e-16+0.00160268j -1.58005e-17-0.000313678j 1.35249e-16-0.00192709j -7.45167e-17-0.000866252j -2.75527e-16+0.000548162j 7.46038e-17+0.000607909j 2.94275e-16-0.00338732j 6.59427e-17-0.000570361j 1.80894e-17+0.0010615j 1.47108e-16+0.000532001j 8.66865e-17+0.0002424j -6.27116e-17-0.000329573j 9.99904e-17-0.00285333j 9.12957e-17+0.00120276j 3.82867e-16-0.00146669j 3.15381e-16-0.0019969j 9.08562e-17-0.000628276j 5.49756e-17+1.94576e-05j -2.68929e-16-0.000694225j 1.79686e-16-0.00257356j -2.26643e-16+0.00298664j -2.68713e-16+6.17364e-06j -8.824e-17+0.00142359j -6.81584e-17-0.00163587j -3.15728e-17-0.000171479j -2.26847e-16+0.00113455j -2.44765e-16-0.00162691j 1.3063e-15+0.00255004j -3.42927e-16-0.00104954j 3.44833e-16+0.00490548j -1.11243e-14+0.00134601j -4.27656e-16+0.00401828j -1.45982e-15+0.000777012j 1.2125e-14+0.00148695j -4.36275e-16-0.00160501j 5.99521e-16-0.000343671j -1.00576e-15+0.000675396j -1.05314e-15+0.000543313j 3.43491e-16-0.00136106j -3.52237e-16+0.000103891j -4.45236e-16-0.00138593j 5.59712e-16-0.00189763j -1.92836e-17-0.00105173j -4.6932e-17-0.0023518j -1.7123e-15+0.00446937j -3.97925e-16-0.00146125j -2.749e-16+0.000794622j 3.29838e-15+0.00306639j 6.85854e-16-0.00240651j -2.63936e-16-0.000608506j -3.15333e-17+0.00368154j -7.85503e-17-0.000177913j -6.69458e-17+0.00114565j 7.68048e-17-0.00140668j 3.46162e-15+0.000358537j -3.26447e-17-0.000649494j -2.04214e-17+0.000476514j 1.2858e-16+0.00259242j -1.14073e-17+0.00134271j -3.9025e-17+7.62534e-05j -1.26455e-16-0.00261415j 1.39266e-16-0.00232413j -5.14177e-17+0.00202823j 1.42411e-16-0.000695785j -3.09575e-17+0.000844478j -5.01219e-16-0.000962066j 2.79462e-16-0.00263699j 5.62171e-17-0.000521079j -1.62624e-16+0.00163504j -1.0534e-16-0.00184309j 9.6646e-17-0.00152214j -3.31469e-17+0.000594745j -2.33011e-17+0.00183795j -3.37562e-17+0.000559752j 1.60731e-15+0.000817736j 
2.19523e-14+0.00637493j 1.35451e-15-0.000375676j -1.33856e-16-0.000357387j -2.93265e-18+0.00105931j 9.1948e-17-0.000878336j -7.70795e-17-0.00288801j -1.71164e-16-0.00294698j 6.07716e-17+0.000564879j 2.33046e-16+0.00095719j 1.77416e-16+0.000815361j -1.87633e-16-0.00161432j 1.71041e-16+0.00341458j 1.32811e-16-0.000568399j 6.24601e-18-0.00237867j 1.14662e-16+0.000196806j 7.78611e-17+0.00202304j 8.19941e-16-0.00350917j 5.89013e-16-0.000754688j -1.99776e-16+0.00210521j 1.58813e-16+0.00055805j -1.84557e-16-0.000919489j 6.6262e-17-0.00178511j 1.16714e-17-0.00181672j -4.89938e-16-0.00327609j -8.62113e-17+0.00181692j 5.25079e-16+0.00134801j 3.84412e-16-0.00215366j -1.33079e-15+0.00269628j -3.18249e-16-0.00227679j 9.2172e-16+0.00129501j -3.86907e-16-0.000230142j -2.71491e-15+0.00132716j 4.90606e-14-0.00493854j -2.692e-16+0.00270769j -7.65522e-16+0.000892727j -3.7265e-15-0.000417664j -2.1868e-16-0.000993008j -7.00068e-16-0.000322479j 1.64989e-15-0.00129245j -8.27086e-17-0.000358946j -2.17399e-16+0.00169768j -4.90063e-17-0.000348278j 6.23202e-17-0.000357492j 1.57514e-16-0.0018674j 4.53086e-17+0.00117727j 2.95746e-16-0.00194957j -9.15258e-16+0.00161353j -1.84714e-16+3.85273e-05j -3.2562e-16-0.00300819j 1.01751e-15+0.00153035j -1.73652e-16-0.00315276j -5.71703e-16-0.00142214j -4.07215e-16+1.46078e-05j -1.49236e-15+0.00367701j -4.81101e-16+0.00251441j 3.10638e-17-0.00301564j 3.37728e-15+0.000364632j 4.84466e-17+0.00028417j 5.31503e-17-0.000102774j -6.4188e-17+0.000312175j -2.00953e-16+0.00291837j -2.78218e-16-0.0031998j -6.19441e-17-0.00265927j 1.10055e-16+0.000123601j -6.99916e-17-0.000547073j 8.73946e-18+0.00253477j -1.85173e-16+0.00152212j 7.12746e-16+0.00100377j 2.57584e-16+0.000969038j 6.47156e-17+0.00145278j -2.76418e-16-0.00172848j -1.22169e-16-0.00284618j 8.8522e-17+0.000331108j 3.45654e-17+0.00247203j -1.99294e-16-0.000317625j -5.60334e-16+0.00255429j 9.32436e-15+0.00558138j 
-1.18604e-14-0.00315149j -1.07384e-15-0.00253657j 1.45587e-16+0.000362506j -6.66831e-16-0.00474225j 1.13774e-16+0.00137549j 7.84954e-17+0.00110141j 3.66128e-16+0.00255279j 1.40907e-16+0.00102381j -3.34959e-16-0.0011671j -4.79836e-17-0.000153233j 4.01346e-16+0.00129244j -4.24989e-16-0.00162889j 8.6822e-17+0.00124688j 6.4827e-16+0.00385516j 1.18613e-16+0.00186807j 1.70029e-16+0.00147177j -2.09472e-16+0.00241211j -6.64217e-16-0.00133035j -1.34339e-16-0.0029794j -1.24188e-16+0.000493306j 6.93284e-16+0.00137473j 1.0754e-17-0.00105504j 6.54719e-17+0.000186534j 3.73756e-16+0.00180291j -2.7731e-16-0.00300869j -4.72854e-16-0.00021034j -1.10892e-16+0.000872021j 9.94905e-16-0.00146157j -6.70294e-17-0.00170869j -3.03085e-16-0.000295923j 3.70589e-16-0.000705772j 3.39267e-15-0.00221442j -6.40092e-14+0.00648161j 9.84797e-17-0.0013108j 5.04424e-16-0.00151529j 7.78351e-15+0.000941348j -1.01859e-15-0.00213417j 2.3989e-15-0.000435204j -4.70718e-15+0.00361273j -5.40687e-16+0.000950001j 5.67626e-17-0.00263374j 3.75927e-16-0.000335186j -1.88442e-17+0.0010945j 2.15746e-16+0.000715601j -4.67645e-16-0.00244193j 2.58835e-16-0.00374666j 6.27055e-16-0.00108652j 1.82299e-16+0.000942283j 5.50181e-16+0.00353503j -2.5498e-15-0.00195721j -3.88552e-16+0.0003265j 4.78812e-16+0.000859444j -3.5955e-16-0.00174929j 6.1696e-16-0.00172621j 6.19896e-17-0.00177572j 2.45304e-16+0.00146767j 1.0388e-14+0.00110016j -2.28444e-16-0.00101839j -3.48903e-16-0.00150349j -4.5405e-17-0.00074382j -3.68135e-17+3.29643e-05j 9.62296e-16+0.00355866j 4.41934e-16+0.00288012j 1.52911e-16+0.00193193j 3.81558e-16+0.00230008j -2.54413e-16-0.000692351j -5.35533e-17+0.000240389j -5.85193e-16-0.000768198j -3.03874e-16-0.000760563j -2.74758e-16-0.00191466j 1.11607e-17-0.000222607j 7.33393e-18+0.000484772j -3.18589e-16-0.00174719j -7.38767e-16-0.00505406j 3.08599e-16+0.000611843j -4.04278e-16-0.00346113j -1.64745e-15-0.00107223j 
1.5078e-14+0.00492579j 1.06093e-15-0.00685198j 1.02439e-16-0.00183195j 6.49853e-17-0.00934976j -1.31634e-17+0.00325087j 1.54136e-16-0.00260201j 1.64176e-16-0.00193447j -7.53686e-17+0.00441478j -1.36383e-16+0.00205009j 2.80969e-16+0.00246817j 1.6308e-16+0.000984939j 9.88403e-17+0.00207592j -3.1664e-17+0.00399446j 1.17506e-16+0.00401002j -7.11002e-17+0.00390795j 1.05931e-16+0.00710389j 5.22771e-16-0.00121297j 3.22089e-18-0.00229263j 3.91113e-16-0.00333236j -2.37765e-16+0.00333689j 1.20517e-15+0.00237682j 2.27144e-16-0.00306469j 2.99611e-16-0.00347518j -2.63844e-16-0.00363921j 1.92094e-16-0.00166193j 3.28208e-17+0.00203528j 5.65176e-16-0.000110265j -4.35458e-16+0.00325114j -1.6289e-17-0.00821156j 5.44336e-16+0.00290152j 4.58849e-16+0.00248362j 4.09964e-15-0.00575873j -6.81129e-14+0.00664641j -1.48364e-16+0.000791206j 1.09267e-15-0.0021943j -4.4849e-15-0.000502736j -2.38682e-15-0.00685833j 4.51984e-15-0.00153236j -9.714e-15+0.00642316j -1.69206e-15+0.00183539j 9.36715e-16-0.0041416j 3.43906e-15-0.00365788j -1.60984e-16+0.00118432j 6.95174e-16+0.000624828j -3.53026e-16+0.000235133j 2.96364e-15-0.013247j 1.2102e-15-0.00160565j -7.44458e-17+0.00123407j -2.67039e-17+0.00189654j -4.16566e-15-0.00246437j -1.14821e-15-0.00438859j -3.1767e-16-0.00167593j -1.02761e-15-0.00466992j -2.12079e-15+0.00453439j -5.62636e-16+0.00278438j -5.43067e-17+0.000593499j 2.75795e-14+0.0029879j -1.67882e-16-0.0014506j -3.46644e-16-0.00384162j -2.52137e-16-0.00322646j -8.68372e-16+0.00557329j 6.87096e-16+0.00396056j -1.03073e-16+0.00109478j 8.30525e-18+0.00509975j 1.37282e-16+0.00375384j -1.3282e-16+0.00215286j -4.67129e-16+0.0034584j 5.45726e-16+0.000832424j -1.2287e-16+0.00343933j -6.96134e-17-0.00166084j -1.10766e-16-0.00577513j 8.89499e-17-0.00450155j 1.53623e-17-0.00197867j -4.43755e-17-0.00790447j 1.14654e-16-0.000927773j -1.05336e-15-0.00358492j 1.44849e-14+0.0085354j 
5.97239e-15+0.00169312j 3.50805e-16+0.00130184j -1.20577e-16+0.00151499j -9.31156e-17+0.00237063j 1.33162e-16-0.00232145j 9.21992e-17-0.00114055j -2.82769e-17+0.000200805j 3.53049e-17-0.000816695j 1.5407e-16-0.00228123j -6.53179e-17-0.00085476j -5.05441e-17-0.000771052j -4.47294e-17+0.00103121j 1.17156e-16-0.00177043j 7.80303e-17-0.00157592j 7.49323e-17-0.00143654j -5.26819e-18-0.000409538j 6.65996e-16-0.00167378j 4.42406e-16-0.00137902j -2.90345e-16+0.00139314j 8.78311e-17-0.000880739j -5.26926e-16-0.0013621j 8.61357e-17-0.00174908j 9.37929e-18+0.00113989j -2.69435e-17+1.45996e-05j -1.83191e-16+0.000737467j 1.09075e-17-0.000433971j 1.39578e-16-0.00171766j -4.4144e-16+0.000162083j 4.86095e-17+0.000114447j 7.72686e-16+0.000357554j -5.31745e-16-0.00254143j -2.02498e-15+0.00445569j 3.41837e-14-0.00325176j -3.59912e-16+0.00283068j -1.13434e-15+0.000985142j 8.10743e-15+0.000986398j 3.96115e-16+0.000662242j -1.06846e-15+5.50432e-05j 2.68668e-15-0.00180133j 1.31939e-17-0.000473839j -3.33029e-16+0.00144732j -1.47409e-15+0.00132842j -7.30021e-18-0.000714095j 3.04494e-16-0.00258184j -1.48872e-17-0.00126759j -5.37712e-16+0.00154314j -1.44399e-15+0.00305524j -2.92996e-16-0.000283926j -6.96506e-17-0.00116842j 2.57787e-15+0.00248265j 6.43158e-16-0.00151897j -1.12714e-16-2.62e-05j 1.22568e-16+0.00238624j -7.17527e-17-9.69417e-05j -1.42627e-16-6.43272e-05j 1.76646e-16-0.00265817j -2.59962e-15-0.000294863j -1.94075e-17+0.000136173j 1.0128e-16+0.0010634j 1.4196e-16+0.00249128j -1.07702e-16+0.000556635j -1.93019e-16-0.0025498j 6.73501e-17-0.00179318j 9.68448e-17-0.00202995j -1.75272e-17-0.000182017j -2.70097e-17+0.000486425j -1.02477e-17+5.61963e-06j -2.17606e-16-0.000340347j 1.52264e-16-0.00248588j -4.03242e-17+0.000788064j 7.51591e-18+0.00171113j 6.25653e-17-0.000825534j 2.94893e-17-0.000526831j -1.43811e-16+0.00313391j -3.61357e-17+0.00132156j -1.36339e-16+0.00207718j 5.84206e-16+0.000519379j 
-5.98246e-14-0.0176846j -3.83069e-15+0.00287698j 5.05657e-17-0.000845903j 4.47606e-17-0.000198475j -4.1871e-17+0.00324558j 4.87369e-18+0.00993871j -2.47633e-17+0.00578959j -3.61381e-17-0.00155194j -4.58951e-17+1.80119e-06j -1.45113e-16-0.00125645j 3.79794e-16+0.00496337j -1.36464e-16-0.00758024j -1.72728e-16+0.00351201j -2.84156e-16+0.00270789j -5.97641e-17-0.00378349j -1.95363e-16-0.00559245j -2.95491e-15+0.0098942j -1.58786e-15+0.00598476j 8.47562e-16-0.00463471j -1.51134e-16-0.000898226j 4.32218e-16+0.00207867j -4.77475e-17+0.00691307j -6.01383e-16+0.00682287j 9.32427e-16+0.00786685j 2.78687e-16+0.0002521j -7.79396e-16-0.00488168j -1.14654e-15+0.00972965j 2.77011e-15-0.00501339j 1.25884e-16+0.00939228j -2.63707e-15-0.00176276j 1.67033e-15+0.00530455j 6.29772e-15-0.00372193j -1.29323e-13+0.0129983j 2.68323e-16-0.00874502j 1.02836e-15+0.000280619j 4.30269e-15+0.00047317j 3.76043e-16+0.0026704j 9.84033e-16+0.00124134j -2.6729e-15+0.00231426j 1.39006e-16+0.00120563j 7.48629e-16-0.00469083j 7.11876e-16+0.000261007j -5.02427e-16+6.41948e-05j -6.11753e-16+0.00927593j 3.26333e-16+0.0017282j -1.53444e-15+0.00699348j 1.5779e-15-0.0031781j 6.25793e-16-0.00333045j 7.17419e-16+0.00746592j -1.43455e-15-0.00357646j 8.33791e-16+0.0107968j 1.10491e-15+0.00228366j 9.57082e-16+0.00261351j 3.6664e-15-0.00923253j 1.37975e-15-0.00314506j -4.85895e-17+0.00966297j -1.76422e-14-0.00188153j 4.83757e-17-0.000729156j -2.95659e-16+0.000642959j -3.00373e-16-0.00243543j 1.13506e-15-0.0100516j 5.81451e-16+0.00825177j 5.44765e-17+0.00322652j -5.10776e-17-0.00141123j -1.9501e-17+0.000846814j 2.38154e-16-0.00713137j 5.12903e-16-0.00329934j -1.55617e-15-0.00244845j -8.68746e-17+0.000609507j -5.16397e-18-0.00398723j 2.71898e-16+0.00498169j 1.5896e-16+0.00895029j 2.53201e-17+0.00160342j 2.13469e-17-0.00495066j 7.18108e-17-0.000700998j 1.83413e-15-0.00583652j -2.68735e-14-0.016379j 
-1.91936e-14-0.00519233j -1.40989e-15-0.00683925j 6.90891e-18+0.00366006j -2.3493e-16-0.0120933j 6.39658e-17+0.000336255j -5.44008e-17-6.11839e-05j -1.12105e-16+0.00748748j 7.39695e-17+0.00268206j -7.4706e-17-0.00759641j -5.03929e-17-0.00156961j 3.20337e-16+0.00304428j 6.5789e-17-0.00363367j -1.07219e-16+0.00126863j 1.81562e-16+0.0102395j -3.42578e-17+0.00369013j 4.73603e-16+0.00459624j -1.97196e-16+0.00334359j -5.13127e-16-0.00760342j 5.8221e-16-0.00741729j -4.0398e-16+0.000574771j 7.79794e-16+0.00236784j 2.06939e-16-0.00656635j -5.56349e-17+0.00178486j 2.60613e-17+0.00448202j 3.19025e-16-0.00862035j -1.18406e-15-0.00100849j -3.22725e-16-0.00124698j 3.07909e-15-0.00356279j 5.79049e-16-0.00744331j 8.38717e-16+0.000501016j 2.87426e-16-0.00619978j 8.27532e-15+0.000339185j -1.46437e-13+0.014856j 1.98353e-16+0.00214261j 9.49119e-16-0.00412177j 3.34589e-14+0.00407361j -2.16812e-15-0.00617675j 6.31548e-15-0.00153465j -1.29585e-14+0.00898622j -2.33154e-15+0.00231811j 1.19623e-15-0.00649954j -9.29807e-17+0.000132472j -2.94942e-16+0.00178096j 1.24182e-15-0.00340029j -4.29401e-16-0.00982414j 1.73241e-15-0.0113946j 4.67062e-16+0.00144278j -3.79413e-16+0.00292937j -9.34645e-17+0.00861351j -2.85188e-15-0.00155895j -5.21566e-16-0.00333415j 6.61079e-16+0.00231599j -4.87596e-16-0.00204685j 2.28197e-15-0.00424439j 7.99061e-16-0.00521692j -9.57481e-17+0.000179296j 3.15947e-14+0.00335644j -4.29678e-16-0.00285866j -4.79083e-16-0.00305694j 2.19475e-16+0.00208813j -4.51872e-16+0.00293218j 7.9832e-16+0.00742584j -1.04167e-16+0.00620874j 1.63492e-16+0.00273958j 2.50326e-16+0.0072568j 1.01272e-16-0.00151303j 7.63264e-17+0.000929563j -1.61876e-15-0.00271793j -1.38517e-16-0.00650816j -9.8912e-17-0.0044518j -1.82037e-17+0.000949742j -1.16655e-16-0.00163635j -1.2381e-16-0.00693831j -3.48412e-16-0.0111418j 5.8063e-16+0.00421793j -1.3528e-16-0.00736394j 4.98436e-16-0.000291472j 
1.61104e-14+0.00463825j 1.02254e-15+9.2615e-05j -4.96353e-18+0.00072253j 5.31236e-17+0.00134788j -6.50697e-17-0.00189748j -1.31465e-16-0.00418375j -7.67025e-17-0.00209893j 1.65431e-17+0.00018337j 6.87588e-18-0.000767418j -1.8755e-17-5.22098e-05j -7.31714e-17-0.000555977j 4.51157e-17-0.000895563j -3.47776e-17-0.00162341j -5.61466e-17+1.0978e-05j -4.47681e-17-0.000157532j 1.0916e-16-0.00119049j 1.02408e-15-0.00418344j 6.11653e-16-0.00239813j -3.56682e-16+0.00118807j 7.54108e-17-0.000187493j -5.79378e-17-0.000367542j -8.68e-17+0.00015629j 7.96023e-17-0.00167508j -3.88134e-16-0.00238403j -3.372e-17-0.000783201j 4.29149e-17+0.000974081j 2.10937e-16-0.00421664j -4.48783e-16+0.000765819j -7.89301e-18-0.00308289j 8.82023e-16+0.000504274j -6.9714e-16-0.00110628j -2.4057e-15+0.00188333j 5.13213e-14-0.00515363j 3.55027e-16+0.00406195j 3.1291e-16-0.00193323j -1.19763e-14-0.00148909j 7.47745e-16+0.00171091j -1.19962e-15-6.02034e-05j 2.10681e-15-0.00169306j 2.9758e-16-0.000795993j -1.23417e-16+0.00107371j 5.60854e-16-0.00104038j 1.77258e-16-0.00151859j 5.15464e-17-0.00478667j 1.08112e-16-0.000413784j 1.27445e-16-2.49541e-05j 7.95081e-17-0.000403454j -8.94625e-17+0.00139697j -4.11262e-16-0.00335836j 1.87753e-15+0.00218682j -2.02726e-16-0.00370199j -3.41783e-16-0.000203777j -1.02569e-16-0.000316397j -7.33578e-16+0.00252153j -3.10765e-16-6.39248e-05j -6.49327e-17-0.00120537j -1.59545e-15-0.000183231j 8.62847e-17+0.00120172j 3.34557e-16+0.00135879j 2.08644e-16+0.00211181j -2.29151e-16+0.00344685j -2.12565e-16-0.00151768j -1.41357e-16+0.000162107j -7.18651e-17-0.00162309j -4.78757e-17-0.00135101j 7.84058e-17-0.000440682j 1.241e-16-0.00100873j 5.00154e-16+0.000768878j 1.73153e-17-0.0012603j 8.03779e-17+0.00202624j -1.09461e-16-0.00138775j -1.82011e-16-0.00338007j -1.92293e-17-0.000584379j 1.32103e-16+0.00284425j -1.01655e-17+0.000480608j -2.8758e-16+0.00236199j 6.10647e-15+0.00367857j 
-2.54954e-15-0.000681179j -1.24034e-16-0.000811685j -3.35912e-17+0.00145904j 4.58855e-17-0.00139408j 1.97115e-17-0.000707132j 4.61709e-17-0.000327499j -4.73275e-17+0.00223763j -1.97269e-17-0.000346224j 3.90716e-17-0.00219825j -8.0998e-17-0.000897276j -5.12542e-17-0.000529822j 2.58282e-17-0.000318277j -1.90999e-17-0.00137578j -2.69886e-17+0.00185984j -5.02061e-17+0.00176209j 6.75997e-17+0.000409512j 1.26341e-16+0.000626077j 9.40189e-17-0.00222794j 2.43136e-17-0.000583644j -8.07767e-17-0.000646038j -1.45932e-16-9.73513e-05j 5.94389e-17-0.0020945j 7.71582e-17-0.000327234j 3.28159e-17+0.00148298j 1.47422e-16-0.00287159j -2.54496e-16+0.000363408j -1.37862e-18-0.00170762j 8.04851e-16-0.00170424j 4.25668e-16-0.000995905j 1.15039e-16-0.00123206j -9.77774e-17-0.00363316j 5.70806e-16+0.000960024j -8.09525e-15+0.000843034j 3.42387e-17+0.00046136j 2.37206e-16-0.000708762j 1.08475e-14+0.00132325j -1.13748e-17-0.000389221j 6.36434e-16-0.00020683j -1.08745e-15+0.000725724j -7.46712e-17-4.89634e-05j -3.4786e-17+0.000255837j -1.25684e-15+0.00132018j 1.57547e-16+0.000927207j 2.82124e-16-0.00198801j 3.38929e-18-0.00354729j 1.75594e-16-0.000589803j -6.94012e-17+0.000439793j -1.68916e-16+0.00155561j -9.08294e-17+0.00119461j -7.00659e-16-0.000303473j -5.66061e-17-0.000722981j 2.18373e-16+0.00108686j 1.9798e-17-0.000845785j 8.5596e-16-0.00136352j 2.97708e-16-0.0024011j -9.7594e-18-0.0015778j 5.36817e-15+0.00056365j -9.16192e-17-0.000410112j -1.85533e-17-0.000376796j 1.00116e-16+0.00114612j -1.8845e-16+0.000404798j -1.03396e-16-0.000172234j -3.55847e-17+0.0019148j 1.34624e-17+0.000630485j -1.25183e-17+0.00081748j -5.43266e-18+0.000602127j 4.65461e-17-0.000141896j -3.30502e-16-0.000550164j 1.11892e-17-0.00252785j -9.89229e-18-0.000389516j 6.56838e-17+0.00086972j 4.59564e-17+8.83168e-05j 2.28769e-17-0.00161184j -1.26775e-18-0.00103364j 1.05105e-16+0.00130756j 2.665e-17-0.000791465j -3.13533e-16-0.00020606j 
-5.25386e-15-0.00165396j -4.00163e-16+0.00128253j 1.9227e-17+0.00181483j -6.27622e-17+0.00153848j -4.71486e-17-0.00179515j -9.95676e-17+6.4979e-05j -3.689e-17+0.00203324j 3.17614e-17-0.00126458j -6.60901e-17-0.00274979j -1.72854e-16-0.00139719j -4.1657e-17-0.000241102j -2.29942e-17-0.00118054j -4.85855e-17-0.00196819j 1.90083e-17+0.000344053j -5.65286e-18-0.000531853j 7.39646e-17-0.00175766j 2.3828e-17+0.000250975j -1.56361e-17-0.00140369j -1.3978e-16+0.000277064j -2.17202e-18-0.00133822j -4.40647e-16-0.000737436j -1.28114e-16-0.00074225j -2.89864e-17+0.00126204j 7.4851e-17+0.00190569j -6.33551e-17-0.00138391j -2.51172e-16-0.000649744j -2.62255e-16-0.00137173j 6.28627e-16-0.00187628j 1.38884e-16+0.00102325j 2.1505e-16-0.00108404j -4.38528e-16-0.00317391j -5.05324e-16+0.00311095j 1.14842e-14-0.00103352j 1.90105e-16+0.00109876j -3.20957e-16-0.00010792j 8.91696e-15+0.00106193j 6.07002e-16+0.00157264j -7.51652e-16+0.000231027j 1.7682e-15-0.00114615j 2.44691e-16-0.000460784j -2.19264e-16+0.00088592j -1.60016e-15+0.00165152j 5.81938e-17-0.000181367j -5.41079e-17-0.00218401j -5.41504e-17-0.00262741j -7.81916e-16+0.00281001j -4.69751e-16+0.0012863j -1.10359e-16+0.000539269j -7.19386e-17+0.000297357j 1.48092e-15+0.00116146j 2.75906e-16+8.32112e-05j 2.10982e-16+0.00112048j 3.3555e-16+0.00134979j 1.09921e-15-0.00212643j 2.6383e-16-0.00227357j -6.19131e-17-0.00117386j -3.73278e-15-0.00042332j -3.41075e-17+0.000130522j 1.14386e-16+0.00105242j 2.91504e-16+0.00228759j 1.77392e-16-0.000793129j -2.24491e-16-0.000912443j 4.69547e-19+0.000733686j -2.07635e-17-0.00162033j 2.19646e-17-0.000190576j 5.76826e-17-0.000704156j 1.85932e-16-0.00114185j -4.91123e-16-0.000751592j -8.65175e-17-0.00323037j 8.24101e-18+0.000191444j 9.59041e-17+0.00234257j -9.57324e-17+0.000721678j -8.71375e-17-0.000895651j -1.72739e-17+0.00160011j 1.40779e-16+0.00149819j 2.89381e-16+0.000557836j -3.84379e-15-0.00232735j 
-7.0607e-15-0.00223145j -5.1165e-16+0.00235326j -2.1575e-17+0.00123909j -7.96254e-17+0.00315081j -2.40005e-18-0.00136921j -8.2615e-17+0.000949105j -5.35261e-17+0.00185138j 4.63558e-17-0.00213438j 5.92946e-18-0.00132913j -1.59685e-16-0.0013712j -7.9729e-17-0.0010912j -1.11893e-16-0.000849311j 1.38409e-17-0.00254939j 3.45437e-17-0.00066459j 9.89985e-19+0.000109167j -1.37053e-17-0.0027534j -2.24075e-16+0.00103334j -4.62649e-17+4.5823e-05j -2.26323e-16+0.00131381j 6.68604e-17-0.00172812j -5.12318e-16-0.000959701j -8.72306e-17+0.000408362j -4.57816e-17+0.000470659j 1.35974e-16+0.00219962j -3.52498e-17-0.00119487j -1.04721e-16-0.00017131j -2.47555e-16-0.00101528j 6.20681e-16-0.00242848j 1.86878e-16+0.00305825j -3.65923e-16-0.00242477j -1.792e-16-0.00299652j -1.6131e-15+0.00194027j 2.8568e-14-0.00281621j 2.02664e-16-0.000829871j -1.37238e-16+0.000442206j 5.7866e-15+0.000692766j 1.02309e-15+0.00282716j -1.65615e-15+0.000560054j 3.72519e-15-0.00243403j 8.85335e-16-0.000919245j -5.60745e-16+0.00229214j -2.18886e-15+0.00230019j 2.38872e-16+0.000397167j -2.94498e-16-0.00106458j 1.24107e-16-0.0019095j -1.18961e-15+0.00549152j -2.82404e-16+9.18742e-05j 3.48579e-17+0.000721764j 9.99603e-18-0.000395349j 6.06349e-16+0.000221509j 2.1158e-16+0.00175457j 2.87946e-16+0.00137543j 3.80113e-16+0.000613673j 1.3362e-15-0.00242934j 3.81064e-16-0.00265238j 4.2587e-17-0.00111994j -8.58238e-15-0.000938799j 2.66907e-17+0.000484694j 1.29169e-16+0.00120793j 1.43909e-16+0.00142264j 3.12488e-16-0.00221576j -2.84477e-16-0.00199724j 1.01158e-16+0.00105795j -1.56965e-17-0.00115423j -3.12054e-17-0.00151736j -2.76854e-17-0.000137593j 1.93386e-16-0.00154618j -2.68953e-16-0.000402491j -4.76214e-18-0.0022573j 9.82801e-18+0.000632421j 5.6997e-17+0.0024539j -5.85497e-17+0.00218714j -4.88959e-17+0.000224419j -3.70184e-17+0.00264584j 1.91407e-17+0.000730122j 3.88888e-16+0.00103084j -5.88138e-15-0.00347543j 
