-5.74766e-15-0.169402j -3.15067e-15-0.0220258j 2.4412e-15-0.251588j 4.23868e-16-0.000883047j -7.37079e-15-0.245055j -1.44059e-14-0.214022j 9.46631e-15+0.0794145j 3.16527e-16-0.0211081j 3.1095e-14+0.0861949j -2.26121e-13-0.405492j -1.4408e-14-0.0194803j 9.27274e-15+0.213395j -4.31112e-14-0.169188j -4.47548e-15+0.0576781j -3.98904e-15+0.0796991j -3.61508e-15-0.0376965j -2.17862e-13+0.0456195j -7.75326e-14-0.3223j -1.61307e-14-0.286218j 1.35372e-14+0.108559j 4.23335e-14+0.0899208j 5.57944e-15+0.218849j -1.34927e-14-0.149101j 5.56404e-14+0.205258j -2.62794e-15+0.085083j 7.91353e-17-0.148286j 7.6528e-18+0.184361j -1.29474e-14+0.139703j -1.16512e-13+0.0521857j 3.30616e-13+0.185405j -5.2542e-13+0.294581j -9.12031e-14-0.00660532j -4.59011e-16-0.0167124j -5.00612e-16+0.0309154j -4.92879e-17-0.0230805j -1.21421e-15-0.0153875j -9.66479e-16+0.00346345j -1.63443e-15+0.00026202j 2.15651e-16+0.0105405j 3.56558e-16-0.0101032j -2.61339e-16-0.00366026j -3.5665e-16+0.0146483j -5.1062e-16+0.00368119j 2.48264e-15+0.00889436j 6.19642e-17+0.000714575j -4.40612e-16-0.00093614j 1.75758e-16+0.000710812j 4.17887e-16+0.0080272j 4.76079e-16+0.000379795j 7.54619e-16+0.000455327j -7.74393e-14+0.00137471j -4.73073e-16+0.0143193j -1.26347e-15+0.00179576j 1.66474e-15-0.00349584j -2.13615e-16+0.00366088j -1.78691e-17-0.000433597j 8.00147e-17-0.00419461j 1.53786e-16+0.00247182j 7.11603e-17-0.00656411j -1.25487e-17-0.000209644j -3.30871e-16+0.0201824j -4.33456e-16-0.00389725j -2.67329e-16+0.0179947j -1.75371e-16+0.00626278j 7.91068e-17+0.00529626j 3.53707e-16-0.0022377j -5.74522e-16-0.026061j 3.3209e-16+0.0270025j -8.47501e-17+0.00483055j -4.40416e-16+0.0430017j 1.11566e-15+0.0126902j -1.52142e-15-0.0488367j 
8.75773e-17+0.00340897j 7.02241e-17+0.000225364j -1.53764e-17+0.00170576j -1.89279e-17-0.000196776j 2.91704e-17+0.000965169j 9.92776e-17+0.00114195j -5.95319e-17-0.000810151j -3.26277e-17-7.28284e-05j -1.28364e-16-0.000409174j 9.5906e-16+0.00171428j 2.4522e-17+0.000350733j -2.257e-17-0.000719681j 2.23729e-16+0.000788648j 2.17654e-17-3.30892e-05j 2.63285e-17-0.00037262j 2.22472e-17-0.00012235j 5.25691e-16-0.000111802j 2.44245e-16+0.00110225j 6.33604e-17+0.000760132j -3.97323e-17-0.000294066j -1.76057e-16-0.000402042j -8.94187e-18-0.000611651j 5.06794e-17+3.31152e-05j -1.44067e-16-0.000517034j 1.02989e-17+0.000110748j -1.57623e-17+0.000488853j 6.88003e-19+0.000204123j 2.29483e-17-0.00071006j 1.75456e-15+0.000106187j -4.93664e-15-0.00246141j -2.93479e-15+0.00154398j -5.13579e-16+0.000462256j -3.48275e-17+9.57957e-05j 1.22453e-17+0.00118346j 3.27566e-17-0.000690917j 1.66795e-17-0.00137868j -5.97388e-18+0.00265485j 7.2161e-17+0.000247076j -3.22713e-17+0.00248006j -2.03064e-17-0.000539961j -4.70651e-17+0.0016065j -3.81766e-18+0.000946312j -4.48286e-18-0.00173947j 1.47178e-16-0.00056315j -2.63881e-16-0.00252409j -5.47601e-16+0.0028977j -5.1361e-17-0.00030173j -1.0514e-16-0.00295575j -1.07965e-16+0.00055507j -2.64703e-17-0.000304099j -4.09336e-15+7.44309e-05j -6.02755e-17-0.000399697j 4.82607e-17-0.000161175j -1.25386e-16+0.000563128j 9.85186e-18-0.00248395j 1.19713e-16+0.0001416j -1.01821e-17+0.00337885j -2.05028e-16-0.00198019j -2.9141e-16-0.000919191j -1.09016e-16-0.00168179j 1.26161e-18-0.00144827j -1.55613e-18+0.00120162j 6.17751e-17-0.00179832j 8.10405e-18-0.0020763j 8.14541e-17-0.000535193j 9.32278e-19+0.00206776j -4.46421e-18+0.0024994j -1.16075e-17-0.00106466j 5.45131e-17-0.000476822j 1.89063e-17-0.00215667j -6.58261e-17-0.00071218j 9.68756e-17+0.00394358j 
2.34383e-16+0.00737792j 1.13898e-16+4.84897e-06j -2.7834e-17+0.00378662j 1.344e-17+0.000410651j 9.16984e-17+0.00247346j 2.44033e-16+0.00267728j -1.76241e-16-0.00211807j -4.43646e-17+0.000310323j -3.09966e-16-0.00101349j 2.2574e-15+0.00402813j 6.32964e-17+0.000812141j -7.02458e-17-0.00192261j 4.84642e-16+0.00175626j 6.05531e-17-3.71653e-05j 6.87582e-17-0.000786059j 4.66407e-17-0.000219773j 1.06625e-15-0.000227199j 5.79134e-16+0.00264074j 1.33951e-16+0.0020239j -8.54031e-17-0.000658332j -3.77851e-16-0.000880834j -2.91315e-17-0.00168778j 8.81767e-17+1.02486e-05j -4.43015e-16-0.00148854j 1.91689e-18-0.000142724j -5.63474e-18+0.00155605j 3.50684e-17+0.000433126j 6.92122e-17-0.00116015j 3.78398e-15+0.000251933j -1.06497e-14-0.00529025j -5.62761e-15+0.00284907j -9.36537e-16+0.00166233j 3.32317e-17+0.00159222j -1.94677e-17+0.0016247j -4.83148e-17-0.00280179j -2.76092e-17-0.00332256j 3.88548e-17+0.00550483j -4.88693e-17-0.00243248j -4.48859e-17+0.00476013j 3.96334e-17+0.000267314j -4.38811e-17+0.00403019j 2.07378e-18+0.00179608j 2.87375e-16-0.00189674j -6.09265e-16-0.00333434j -8.92795e-16-0.00756089j -8.98792e-16+0.00536772j -1.17458e-16-5.64279e-05j -3.02276e-16-0.00611442j -3.90273e-16+0.000174365j -3.44894e-16-0.0018512j 1.62478e-13-0.00288763j 4.7901e-17+0.000920808j -2.27403e-16+0.000562282j -3.10272e-16+0.00224569j 2.61388e-17-0.0052873j 1.98118e-16-0.000602544j -6.71995e-17+0.0074252j -1.98778e-16-0.00165329j -3.61532e-16-2.33888e-05j -3.36973e-16-0.00491157j 2.08821e-19-0.00273847j -5.47167e-18+0.00212871j 3.29526e-17-0.00502087j 4.42251e-18-0.00405007j -6.42801e-17-0.00425104j -2.17675e-18+0.00383651j 1.713e-18+0.00480631j 4.73793e-18-0.0016478j -2.77388e-17-0.00289284j 2.25337e-17-0.00437268j -2.00664e-16-0.0021461j 2.5697e-16+0.00804671j 
-7.2019e-17-0.000244948j -1.23281e-16-0.000353888j -3.68011e-17-7.77269e-05j 1.90845e-16+0.00059538j 4.51295e-17+0.000173384j 6.10368e-18+4.12488e-05j -6.64901e-17-0.000190785j 1.03101e-16+0.000327983j -1.68417e-17-5.13026e-05j 2.25769e-17+5.74734e-05j 2.90351e-18+1.1491e-05j -4.50499e-17-0.000179888j -4.14657e-17-3.8813e-05j 1.77528e-17+3.35064e-05j 2.3838e-17+4.87679e-05j 5.74399e-18+3.45734e-05j -1.03782e-16+2.34236e-05j 6.52624e-18+6.44384e-05j 2.13495e-17+0.000177531j 1.49501e-17+1.7848e-05j 3.29275e-17+3.03397e-05j -4.05504e-17-0.000185556j -4.06845e-17-6.39383e-05j -1.14091e-16-0.000197339j -7.99147e-17-0.00026275j 8.68235e-17+0.000295941j 2.78401e-17+4.08229e-06j 1.03014e-16+0.000326613j -1.34756e-16+1.50917e-05j 4.6983e-16+0.000210599j 5.21989e-16-0.00040665j 2.47867e-16+0.000429842j 3.1732e-16+0.000956102j -2.25308e-16-0.000725912j -2.98193e-16-0.000867553j -7.09815e-17-0.000147527j -7.3081e-17-0.000341343j -6.74425e-16-0.00208267j -1.49293e-16-0.000584178j 3.24527e-16+0.00103415j 9.9491e-17+0.000279602j -5.99146e-17-0.000235639j 5.79111e-16+0.00141537j -1.01171e-15-0.00143532j -5.10646e-16-0.00129573j 3.1873e-18-0.00081935j 1.11339e-16+0.000435361j 7.99529e-17+0.000391531j -2.96116e-16-0.000751545j -3.99981e-16-0.000810912j 1.1905e-13-0.00212798j 4.52343e-16+0.00127177j -7.04404e-17+0.000645329j 1.46952e-16+0.000677863j 8.14717e-17+0.00022495j -2.13364e-16-0.00064241j -9.70365e-17-0.000143617j 6.96147e-16+0.00196337j 5.74304e-16+0.0014286j -2.43619e-16-0.000775526j 1.05541e-16+0.00037324j -1.14915e-16-0.000407901j -2.25512e-16-0.000666031j 1.21176e-16+0.000445788j -7.01418e-16-0.00211819j -1.67555e-16-0.000580574j -1.6263e-16-0.000587096j 1.65381e-16+0.000530357j -4.19063e-16-0.00126414j 9.49629e-17+0.000352206j -1.23306e-16-0.000372893j -1.62255e-16-0.000604665j 
9.96192e-17+0.00115866j 4.53787e-17+0.000808346j 9.30162e-18+0.0008468j -2.778e-17-0.00126296j -4.70164e-18+0.00024551j 3.05471e-17+0.000469921j -1.65476e-17+0.000162163j -1.8309e-17-0.000648199j -6.43191e-17-0.000112353j 4.95982e-16+0.000897032j 4.27502e-17+4.66865e-05j -3.36548e-18-0.000143306j 1.50997e-16+0.000511977j 1.33359e-17-0.000197823j 2.76986e-18-0.000305207j 2.39663e-18-9.10303e-07j 7.57518e-16-0.000156998j 1.55911e-16+0.000652406j 4.75468e-17+0.000309175j -2.90898e-17-0.000296409j -1.42823e-16-0.00029108j -1.05057e-18-0.000134408j 2.99965e-17+0.000459538j 2.57207e-17-7.25539e-05j 3.74275e-17+0.000375998j -2.11646e-17-0.00025988j 1.32323e-17-0.000390946j 4.03592e-17-0.0010454j 7.09293e-16-0.000135943j -2.01027e-15-0.00104392j -2.98049e-16+0.000341347j -7.04219e-17-0.00084957j -5.3085e-17-0.00196143j 6.66357e-17+0.00155227j 3.30481e-17+0.00181326j -4.73363e-18+0.000230224j 4.69716e-17+0.000925142j 9.29869e-17+0.004388j 4.07365e-17+0.00140491j -4.28798e-17-0.00219133j 3.39822e-17-0.000447431j 1.86542e-17+0.000539779j -3.73699e-16-0.00311868j 1.18363e-15+0.00294538j 1.0972e-16+0.00251025j -4.57533e-16+0.0019571j 2.99485e-17-0.000939335j -4.57322e-17-0.00107984j 1.50484e-16+0.00162084j 3.00318e-16+0.00167509j -2.5124e-13+0.00446653j -1.45526e-16-0.00273116j 5.63939e-16-0.00137062j 1.36899e-16-0.00136829j -1.27201e-16-0.000682479j 4.9332e-17+0.00135995j 2.49671e-16+0.000586075j -2.94464e-16-0.00428514j -3.48894e-16-0.00305731j -6.76535e-17+0.00148986j -3.39778e-17-0.000944754j 2.79902e-17+0.000962076j -1.95128e-17+0.00121128j -5.05974e-17-0.00111805j 9.27779e-17+0.00438777j 6.23772e-17+0.00139135j 5.96203e-17+0.00149183j -4.2534e-17-0.00125776j 5.10692e-17+0.00260217j -4.57472e-17-0.00100784j -1.48954e-17+0.000696551j 1.10644e-16+0.00169584j 
4.97555e-17+0.000855948j 3.68891e-17-2.50302e-05j 1.7358e-18+0.000912296j -3.88651e-17+0.000173454j 2.11937e-17+0.000877132j 5.78723e-17+0.000769915j -2.80879e-17-0.000396156j -2.44211e-17+0.000158351j -1.05446e-16-0.000314728j 7.80404e-16+0.0013911j 4.35054e-17+0.000106009j -2.33085e-17-0.000757072j 1.51148e-16+0.000569509j 1.33079e-17-0.00015555j 1.13119e-17-0.000258312j 1.1132e-17+0.000100938j 6.43432e-16-0.000135627j 2.56169e-16+0.00107673j 4.38674e-17+0.000966543j -4.60827e-17-0.00033911j -1.40679e-16-0.000297149j -8.97243e-18-0.000759686j 4.85428e-17+0.000402544j -1.89928e-16-0.000712587j 2.18952e-17-0.00031148j -1.62824e-17+0.000581287j 2.20621e-19-0.000489486j 1.38532e-17-0.000380464j 5.15206e-16-0.000127387j -1.48258e-15-0.000784249j 1.30701e-15-0.0007546j 1.9804e-16+0.000223708j -5.58257e-17+0.000377224j 4.62904e-17-0.000167834j 5.08763e-17-0.000316394j 8.26164e-18-0.00019207j 3.20892e-17+0.000235899j 1.35367e-16-0.000658457j 3.99591e-17+0.000111785j -6.65202e-17+0.00029859j -1.99536e-17+0.000320262j 1.82848e-17+8.54537e-06j -4.03454e-17+0.000224171j -8.50236e-17-0.000577449j 1.11787e-17-0.000773224j 6.19006e-17+0.000122478j -4.24211e-17+0.000101682j -5.18945e-17-0.000292237j 9.87429e-18-0.000175424j -3.89282e-18-0.000311489j 3.95228e-14-0.000699961j -6.77386e-17+0.000327729j -1.20164e-16+0.00018731j -8.54209e-17+0.000310905j -6.62589e-18-0.000271454j 5.17668e-17-0.000192818j -1.23188e-17+0.000420928j -1.21037e-16+0.00037688j -8.47051e-17+0.000368267j 3.41784e-17-0.000484127j -2.55414e-17-0.00012869j 2.97344e-17+3.80483e-05j 4.51243e-17-0.000514739j -3.07958e-17-0.000150376j 1.29084e-16-0.000790157j 3.82796e-17+9.31745e-05j 4.36239e-17+0.000216357j -3.59046e-17-4.387e-05j 7.80969e-17-0.000497545j -2.33731e-17-0.00029561j 8.77559e-18-0.000255709j 6.29761e-17+0.000469814j 
-3.59003e-17+0.000474392j -8.07825e-17+0.000213427j -3.48829e-17+0.000432989j 1.50762e-16-0.000302487j 3.50132e-17+0.00027106j 1.83283e-17+0.000303038j -6.0138e-17-4.00697e-05j 8.027e-17-0.000138327j -5.05222e-17-0.000102841j 3.03726e-16+0.000567123j 2.48894e-17+3.32416e-05j -4.16947e-17-0.000217014j 5.2982e-17+0.000270679j 2.0752e-17-9.32777e-05j 2.24892e-17-0.00014271j 9.4497e-18+2.73359e-05j 3.72061e-16-7.55444e-05j 9.78861e-17+0.000431416j 5.18464e-17+0.000314869j -5.7574e-18-0.000162007j -5.68298e-17-0.000148031j -3.85769e-17-0.00021716j -1.05924e-17+0.000227832j -7.84213e-17-0.000189903j -5.14285e-17+2.37831e-05j 6.32057e-17+6.53664e-05j 2.04449e-17-0.000234987j 1.16247e-16-0.000372249j 3.03008e-16-7.15816e-05j -7.71685e-16-0.000441717j 2.12072e-16-0.000123111j 1.61838e-16-0.000187311j 2.413e-16-0.000449915j -1.69968e-16+0.000366172j -2.27775e-16+0.000434939j -4.60669e-17+4.03548e-05j -6.83132e-17+0.000267474j -5.30149e-16+0.00104481j -1.36164e-16+0.00037225j 2.62167e-16-0.000521847j 8.81716e-17-7.23749e-05j -5.32198e-17+0.000134491j 2.82791e-16-0.000775624j -1.03177e-16+0.000680426j -3.35075e-16+0.000546164j -3.25692e-16+0.000520271j 1.21021e-16-0.00022904j 8.00521e-17-0.000319031j -1.65096e-16+0.000394601j -1.47541e-16+0.00039093j -6.01474e-14+0.00105924j 3.03754e-16-0.000666508j 3.07369e-16-0.000329453j 2.11644e-16-0.00031082j 2.05209e-17-0.000212319j -1.56928e-16+0.000325468j 3.38909e-17+0.000207043j 4.424e-16-0.00105582j 2.88698e-16-0.000737225j -2.31925e-16+0.000321135j 8.76912e-17-0.000267747j -9.73981e-17+0.00025421j -1.86761e-16+0.000238419j 9.94255e-17-0.000309831j -5.43598e-16+0.00102577j -1.32276e-16+0.000371268j -1.34283e-16+0.000422256j 1.28945e-16-0.000340009j -3.25719e-16+0.000603937j 7.87561e-17-0.000314382j -1.07024e-16+0.000141418j -1.20252e-16+0.000516371j 
-5.61296e-17-0.00024805j -9.55158e-18+3.20633e-05j -1.14078e-17-0.000215212j 9.31012e-18-8.38345e-05j -5.9763e-18-0.000208145j -1.94586e-17-0.000181908j 1.64604e-17+0.0001184j 7.21187e-18-5.86653e-05j 2.52479e-17+7.57944e-05j -1.78593e-16-0.000314735j -1.30183e-17-3.24105e-05j 3.8023e-18+0.000178713j -3.50298e-17-0.000125643j -6.53904e-18+2.56312e-05j -2.38559e-18+5.43857e-05j 1.63811e-18-1.72388e-05j -1.23171e-16+2.5836e-05j -5.28768e-17-0.000237738j -3.28581e-18-0.000217373j 7.37682e-18+6.91896e-05j 3.03471e-17+6.42132e-05j -1.84446e-18+0.000175963j -7.12809e-19-6.67733e-05j 4.1549e-17+0.000165402j -1.04256e-17+7.8194e-05j 3.96333e-18-0.000150808j -1.59251e-17+8.00169e-05j -3.78831e-19+6.02085e-05j -1.44198e-16+1.75578e-05j 4.25834e-16+0.00020546j -2.35548e-16+0.00012168j -3.63731e-17-9.93233e-05j 7.2331e-18-0.000166714j -2.78824e-17+6.13396e-05j 5.90119e-18+0.000167807j 2.30519e-17+9.74714e-05j -5.00401e-17-0.000101019j -2.49351e-17+0.000317972j -4.77582e-17-4.83389e-05j 1.98148e-17-0.000138191j -2.1354e-17-0.000141634j -1.97237e-17-1.1065e-05j 1.83889e-17-0.000121064j 7.71327e-17+0.000266965j 5.93314e-17+0.000356716j -6.18118e-17-4.13083e-05j 1.58503e-17-5.12707e-05j 6.23611e-17+0.000116611j 6.61786e-19+8.72887e-05j 2.23432e-17+0.000147695j -1.8929e-14+0.000335991j 1.21668e-17-0.000172145j 4.8483e-17-9.25693e-05j 1.64882e-17-0.000143328j 3.79881e-17+0.000113061j -1.33572e-17+9.3948e-05j -4.45669e-17-0.000179321j 4.82435e-17-0.000194896j 2.49905e-17-0.000176917j 2.53692e-17+0.000223315j 2.65852e-17+3.63552e-05j -2.4444e-17-8.01892e-06j 1.97001e-17+0.000221897j 3.84469e-17+5.49699e-05j -1.05319e-17+0.000372511j -3.95452e-17-3.09218e-05j -4.64546e-17-6.74343e-05j 2.11965e-17-8.01709e-06j -4.2662e-18+0.00023248j 3.58491e-17+9.31549e-05j 1.2455e-17+0.000108097j -7.53667e-17-0.000161631j 
1.1523e-17-0.00139233j -1.10985e-17-9.89273e-05j 2.11352e-17-0.000661493j -2.12086e-17+9.81825e-05j -1.54096e-17-0.00034752j -3.39595e-17-0.000431047j 2.41161e-17+0.000316213j -2.78856e-18+4.3468e-05j 4.74255e-17+0.00015153j -3.49123e-16-0.000630049j -4.21023e-18-0.000141845j 1.4517e-17+0.00025152j -7.97309e-17-0.000295144j -7.86113e-18+2.93701e-06j -1.38901e-17+0.000140317j -1.30238e-17+5.95835e-05j -1.78449e-16+3.79156e-05j -8.69695e-17-0.000391826j -3.2665e-17-0.0002536j 1.34322e-17+0.000100878j 6.22131e-17+0.000149996j 1.15233e-17+0.000205249j -2.08357e-17+1.48581e-05j 5.69518e-17+0.000168281j 1.23995e-17-7.05436e-05j -6.06319e-18-0.000165493j 9.14729e-18-0.00012249j -2.53576e-17+0.000276154j -7.08568e-16-5.44649e-05j 1.96717e-15+0.00099337j 1.39454e-15-0.000714207j 2.21738e-16-0.000179673j -2.7192e-17-1.07772e-05j 4.31245e-17-0.000518884j 1.53068e-17+0.000269206j -1.81225e-17+0.000573552j 5.1434e-17-0.00111595j 6.60711e-17-0.000159035j 7.11441e-17-0.00105111j -4.49032e-17+0.000254846j 2.69343e-17-0.000661032j 2.46646e-17-0.000403578j -7.89384e-17+0.000762036j -1.91679e-17+0.000194183j 1.34403e-16+0.00101657j 3.07303e-16-0.0012291j -2.48858e-18+0.000137278j -1.07924e-17+0.00124033j 8.37334e-17-0.000251555j 3.96037e-17+0.000104779j 5.03906e-15-8.85531e-05j -3.47369e-17+0.000197828j -5.80207e-17+8.41485e-05j 2.6504e-17-0.000215657j -4.40499e-17+0.00104017j -1.96837e-17-7.61924e-05j 5.03718e-17-0.00141071j -2.45413e-17+0.000877317j 4.93075e-17+0.000422735j 5.96293e-17+0.00067984j -3.44779e-17+0.000609311j 3.3905e-17-0.000510803j -1.76082e-17+0.00072763j -4.89555e-17+0.000875748j 5.36398e-17+0.000164893j 5.11209e-17-0.000876637j 5.84798e-17-0.00105179j -3.10885e-17+0.000452331j 2.77046e-17+0.000163652j -4.88267e-17+0.000899232j 3.54856e-17+0.000284089j 3.42389e-17-0.0016493j 
6.90405e-18+0.000231891j 3.43236e-18+8.54067e-06j 2.13941e-18-0.00016227j 1.28311e-18-5.03123e-05j -7.51347e-18-0.000269423j -8.97472e-18-0.000187374j 5.09896e-18+1.81036e-05j -2.56537e-18-5.66661e-05j 3.24911e-17+8.41246e-05j -2.34442e-16-0.000420862j -1.96618e-17+1.92401e-05j 1.16604e-17+0.000253461j -3.81563e-17-0.000162655j -3.54526e-18+8.96982e-05j -2.46091e-18+7.5448e-05j -3.06054e-18-8.1816e-05j -2.79471e-16+5.8365e-05j -9.33611e-17-0.000373692j -1.71091e-17-0.000368231j 1.71502e-17+0.000135994j 4.38835e-17+8.86616e-05j 7.61167e-18+0.000278699j -1.64838e-17-0.00024039j 7.29314e-17+0.00027055j -3.32216e-18+0.00016628j -8.8709e-19-0.00018345j 2.09589e-18+0.000336014j -1.56754e-17+0.000115844j 7.21475e-17+0.000101821j -1.9747e-16-6.38624e-05j -1.32352e-15+0.000730938j -2.27357e-16+4.32758e-05j -1.43707e-19-4.51856e-05j -9.37012e-19+0.000250597j -1.94748e-18-0.000111914j -2.92138e-18-0.000224839j -3.48648e-20+0.000410236j -4.63392e-18+0.000105953j -3.87237e-18+0.000404129j 3.14669e-18-0.00013096j -2.4698e-18+0.000222602j -9.29348e-19+0.000172257j -3.24858e-19-0.000298354j 3.38365e-17-2.11443e-05j -4.96574e-17-0.000329759j -8.95708e-17+0.000454722j -4.23511e-18-5.79159e-05j -1.72135e-17-0.000437395j -1.69823e-17+0.00010771j -3.90152e-18-1.74458e-05j -4.71069e-15+8.37289e-05j -3.70941e-18-7.75246e-05j 1.80445e-17-4.22476e-05j -7.9397e-18+5.51669e-05j -3.14323e-18-0.000369251j 1.41237e-17+4.15122e-05j 6.72256e-18+0.000498213j -2.40053e-17-0.000354148j -3.98093e-17-0.000194306j -2.49924e-17-0.000223761j -4.02795e-19-0.000193356j -1.5176e-18+0.000184997j 1.12626e-18-0.000214437j 3.3627e-20-0.000311868j -1.77091e-18-3.75183e-07j 8.73246e-19+0.000321743j -1.10509e-18+0.000346355j 4.13912e-19-0.000130426j -7.09353e-19-2.07674e-05j 7.67204e-19-0.000259712j -1.15609e-17-7.20784e-05j 1.48832e-17+0.000523032j 
-3.217e-17-0.00059032j -1.95164e-17+0.000169395j -3.51689e-18-0.000351929j 1.94514e-17-0.000329687j -1.02499e-17-0.000352105j -2.91671e-17-0.000301514j 1.54718e-17+0.000302059j 1.53364e-17-0.000192604j 3.58305e-17+0.000132411j -2.63576e-16-0.00046431j -7.17947e-18-8.39355e-05j 6.18734e-18+0.000299321j -4.6577e-17-0.000169993j -4.95379e-18-4.0383e-06j -5.58742e-18+6.13291e-05j -3.92589e-18-2.37918e-06j -7.47256e-17+1.6652e-05j -7.28453e-17-0.000326223j -6.52869e-18-0.00031882j 1.19632e-17+6.90872e-05j 3.55191e-17+8.07186e-05j -7.18589e-19+0.000281167j -1.21365e-17+7.29432e-06j 7.86218e-17+0.000266361j -6.261e-18+0.000155023j 7.51925e-18-0.000312082j -3.44234e-18-1.36457e-05j 1.03747e-17-3.07316e-05j -2.96194e-16-2.26761e-05j 8.51414e-16+0.000416054j 1.31472e-16-1.95147e-05j 3.5712e-17-0.00036558j 2.5299e-17-0.00061828j -2.14277e-17+0.000209527j -2.11439e-17+0.000680921j 2.26645e-18+0.000377895j -2.3225e-17-0.000342733j -6.64558e-17+0.00124517j -2.5057e-17-0.000153711j 3.42994e-17-0.000532629j 1.53306e-17-0.000511107j -1.17397e-17-4.88978e-05j -4.3685e-17-0.000516492j 2.73563e-16+0.0010132j 7.29045e-17+0.00133546j -6.51211e-17-9.66874e-05j 3.92852e-17-0.000207796j 5.34441e-17+0.000376459j 3.83978e-17+0.000351822j 7.0267e-17+0.000568698j -7.37689e-14+0.00130972j 1.8804e-17-0.000705773j 1.79387e-16-0.000367784j 8.98692e-17-0.000540607j -8.42436e-18+0.000380649j -3.73551e-17+0.000370298j 3.89952e-17-0.000618764j 4.89219e-17-0.000807532j 2.4028e-17-0.00069824j -5.74413e-18+0.000835012j 1.59111e-17+7.42926e-05j -1.75595e-17+1.72803e-06j -2.71025e-17+0.000794356j 1.85358e-17+0.000158228j -6.11409e-17+0.00143194j -2.17951e-17-7.18189e-05j -2.581e-17-0.000162224j 1.85571e-17-0.000102692j -3.77807e-17+0.000887835j 1.36368e-17+0.000239634j 5.21343e-18+0.000383492j -4.9006e-17-0.000457578j 
2.52232e-16+0.00162148j -2.80654e-17-0.000297359j 4.00466e-17+0.000429473j 8.8423e-17+0.000526881j 3.31654e-17+0.000219503j 6.56349e-17+0.000273499j -1.06943e-16-0.000561614j 2.82471e-17+0.000261209j -2.74794e-17-0.000114106j 1.13244e-16+0.000187626j 5.81856e-18+0.000202428j -1.07066e-17-0.000140701j 1.88784e-17+5.84938e-05j 3.26229e-17+0.000164028j 1.82008e-17+5.67353e-06j -1.56462e-17-0.000142776j -3.19455e-16+6.76971e-05j -3.86653e-17-8.1212e-06j -2.40565e-17-2.27644e-05j 2.91998e-17+9.96737e-05j 1.32319e-17-8.54902e-06j 6.18819e-18-5.89632e-05j -7.84496e-17-0.000434615j -3.26594e-17-4.2528e-05j -1.09949e-17+3.09336e-06j 3.64726e-17+0.00028067j 1.05704e-16+0.000621523j 2.54306e-17+0.000239857j 7.72008e-16+0.000224599j -2.19244e-15-0.000969828j -2.49502e-15+0.00136591j -3.41005e-16+0.000778542j 1.7971e-16+0.00108834j -1.4544e-17+8.0619e-05j -2.39978e-16-0.00149993j -1.73692e-16-0.00114791j 2.01529e-16+0.00144538j -3.53039e-16-0.00215238j 1.27082e-16+0.00107331j 1.33326e-16+0.000757356j 1.74037e-16+0.00140179j 5.51853e-17+0.000422852j 2.63474e-16+0.000397146j -8.39074e-16-0.00196277j -7.65696e-16-0.00317039j 1.34742e-17+0.00106722j -6.32847e-18+0.000280756j -3.0233e-16-0.00156562j -2.33984e-16-0.000457086j -3.59584e-16-0.00111111j 1.30083e-13-0.00231817j 2.28363e-16+0.00118153j -1.65287e-16+0.000613875j 2.29009e-17+0.00113217j -1.56758e-16-0.00143975j -4.1278e-17-0.00062049j 2.04629e-16+0.00214153j 1.49497e-16+0.000840281j 1.30321e-16+0.000946782j -3.71069e-16-0.00201628j -6.33052e-17-0.000522804j 3.94634e-17+0.000357508j -2.56766e-16-0.00192683j -1.12026e-16-0.000907778j -4.34118e-16-0.00271434j 8.89276e-17+0.000762068j 1.20087e-16+0.000988544j 7.21885e-18-6.74199e-05j -2.69262e-16-0.00172334j -1.15398e-16-0.000972023j -1.7912e-16-0.000870343j 3.10559e-16+0.0018984j 
