-0.193019+0.115222j 0.481475+0.0766969j 0.169506+0.403788j 0.190437-0.402304j 0.289689-0.0114386j 0.00733019-0.0524311j 0.0490138+0.0266363j -0.016605+0.0120352j 0.0307641-0.0284266j -0.0424667+0.00319573j 0.00324417+0.0447022j 0.056553+0.0191618j 0.0120327-0.0186893j -0.032845-0.00094408j 0.00489327-0.0183493j -0.00400739-0.0245771j -0.0226593-0.0217779j -0.00301617-0.0559571j 0.0280996-0.0162577j 0.088863-0.0145573j 0.0697976-0.0725087j -0.0237429-0.0163164j -0.0302975-0.00750584j -0.0184707+0.0175465j 0.015613+0.0138097j 0.0147055+0.0137029j 0.00597698+0.00168219j 0.0201193-0.0230964j 0.00335148-0.0159721j -0.00168296+0.0108966j 0.0327944-0.0323442j -0.0284496+0.0152485j -0.0223662+0.00466723j -0.0173208-0.0352519j 0.0130926+0.0052725j 0.00995631-0.00747894j 0.00616407-0.0351809j -0.0178651-0.0179168j 0.00913173+0.0302104j -0.0040649-0.00970456j 0.0234411-0.0216878j 0.00640962+0.00893442j 0.038597+0.00953984j 0.00481682-0.041859j 0.0219701+0.00441613j -0.0236473-0.00625008j -0.0274866+0.0243051j -0.0147773-0.0197684j -0.0180252+0.00204213j -0.0222836+0.0059926j 0.0107545-0.0323702j 0.026528-0.0213339j 0.0215319+0.0369202j 0.0205808-0.0142496j -0.0200751-0.0118542j 0.0197948+0.0305303j -0.0191822-0.0151878j 0.0559608-0.00226712j 0.0362397-0.019575j 0.0102448-0.0144268j -0.0086356+0.0247757j -0.00329703+0.00400172j -0.00512675+0.0138982j 0.00315543-0.00552622j 0.00237336-0.014985j -0.00168235-0.00302423j 0.000732146+0.0128602j 0.0134893+0.0129702j -0.00598321+0.0133395j 0.0083227-0.00491843j -0.0127065+0.0190815j 0.000419296+0.00547088j 0.00190331-0.0023696j -0.000884762+0.00058329j 0.0161092+0.00724428j 0.0194295-0.0379305j 0.00998428+0.0110011j -0.00520777+0.000162534j -0.00221843-0.00250651j 0.0217556+0.00300879j 0.00391222+0.00454661j -0.0355059+0.0263578j 0.00291128-0.0057194j 0.019258-0.00727338j -0.00694985-0.000150545j -0.00350316-0.013232j 0.00146759-0.00588437j 0.00620482-0.0116119j -0.00358535-0.00475883j -0.00772572+0.0212048j 0.0190178-0.00484918j -0.00609356+0.0136154j 
-0.0327932-0.072897j -0.0396564-0.00713943j 0.0348308+0.0194908j 0.0101257-0.0205463j 0.0106371-0.0170985j -0.0137517-0.0472444j 0.0492613+0.00508106j 0.0151738-0.0791449j -0.0677184+0.0214171j -0.0246487+0.0261957j -0.00389641-0.0084255j 0.00560715+0.00643494j 0.0733294-0.0378477j -0.034608+0.000443399j -0.0333697-0.0133484j -0.0434294-0.0281649j 0.0106208-0.0134109j 0.0517314-0.0492422j -0.00188167+0.0162086j 0.00573376+0.00577261j 0.0133104+0.0127765j -0.0452736-0.00266573j 0.0690346+0.14178j 0.102301+0.0879051j 0.10783+0.0800541j 0.101209-0.0138362j -0.0767499+0.0370011j 0.027647+0.0465012j -0.00928984+0.0562613j -0.00822093-0.0764625j -0.0791558-0.02462j 0.0461366+0.079729j 0.0571138-0.0747807j 0.0795032-0.0168169j 0.0478754+0.00869813j -0.0372607-0.109854j 0.0269011+0.0674121j -0.0519934+0.0204928j 0.160689+0.094125j 0.0216117-0.0605753j -0.0175443+0.0072271j 0.00326172+0.00536307j 0.0436833-0.0876935j 0.00450432+0.0419135j -0.0207096-0.0637489j -0.0509111+0.0360694j 0.0597227+0.0172688j -0.0551784-0.0119188j -0.0182144-0.0167045j -0.0771335-0.0255749j 0.0912924-0.0352388j 0.0305149-0.0466246j 0.00475216+0.0406192j 0.0840965-0.0132541j -0.0533473+0.00406918j 0.0217604-0.0142213j -0.0602232-0.0770382j -0.058477+0.0507354j -0.0491226+0.0633878j -0.0836264-0.0147923j -0.0471167+0.0616429j 0.0403166-0.0597507j -0.0246203-0.0395175j -0.0141908+0.12628j -0.0691035-0.043752j -0.0855198-0.0173428j -0.0679511-0.0810937j -0.0362468-0.131965j -0.0936407+0.0375518j 0.0725888+0.0451994j 0.0378646-0.0236455j -0.0282729+0.113428j 0.0587629-0.103172j -0.0146898+0.117326j -0.0423936-0.0909351j 0.00799483+0.013818j 0.0512745+0.00650697j 0.0400096-0.0943505j 0.0750546+0.0175607j -0.00952155+0.0922241j 0.0437085+0.0869907j 0.0214998+0.0267193j -0.0641437-0.00809123j 0.0362709+0.0738438j 0.0899736-0.0170051j 0.0455104+0.0235809j 0.0659193+0.112799j 0.0165755+0.0292511j -0.0477539+0.0311196j 0.0335943+0.078251j -0.00721906-0.0598695j 0.0203377+0.0355497j 
-0.0304917+0.0133444j 0.0222992+0.0179165j 0.00612281+0.0141491j -0.0131965-0.0121965j -0.0325519-0.050475j 0.00501697+0.0459787j 0.0213751+0.00995235j -0.00449746+0.0301991j -0.0280745+0.00309275j -0.0329349+0.0257611j -0.014759+0.00508809j 0.00895142+0.00787346j -0.0169911+0.0335091j -0.00483189-0.0119419j 0.00614028+0.0102397j 0.010784-0.0189629j -0.00804857-0.00317736j -0.0392563-0.0142412j 0.00363736-0.0102563j -0.0513789-0.00330825j 0.0143031+0.0164995j 0.0115502-0.010675j 0.0131342+0.0143067j 0.00545278-0.0864976j -0.00208766-0.0125048j -0.0218473-0.00638115j 0.0152479+0.0006127j 0.0497187-0.069036j -0.0585399+0.00325362j -0.0212445-0.0189468j -0.0295552+0.00666398j -0.0525871-0.0772506j -0.084769+0.0808281j 0.00346959-0.0031515j 0.0410738+0.0400971j 0.0203131+0.0158689j 0.0127554-0.0188099j -0.0239328+0.0241667j 0.0109744+0.0264491j 0.0132939+0.0211112j -0.0384024+0.00134745j 0.0262023+0.0620728j -0.0436345-0.00162172j -0.0487481+0.0679954j 0.0286289+0.0456894j 0.0318081+0.0640087j -0.071481-0.0332156j -0.076612+0.0143632j -0.0451015+0.0398025j 0.0521694+0.123075j -0.0722953+0.00534857j 0.0162243+0.0434922j -0.0208671+0.0890916j 0.00545656+0.0414228j -0.0274085-0.07064j -0.000858621-0.0101992j -0.0523922-0.00870973j -0.0427464-0.0645426j 0.0267912-0.0504679j -0.0586058-0.0112328j -0.126036-0.026276j 0.00189608-0.0513356j -0.0777337+0.0203991j -0.00404785+0.0940023j 0.000735584-0.0537027j 0.0223499+0.0440109j -0.0272895-0.0279646j -0.104318-0.0860259j 0.0792435+0.112255j 0.0647877-0.0754632j 0.0230881-0.0263057j 0.0583439+0.0193145j -0.143969-0.0322251j -0.0255756+0.00913007j -0.0127734-0.0034114j 0.0194908-0.0133688j -0.110438-0.0453806j -0.115298+0.0458377j -0.0398407-0.0445797j -0.0071696-0.0932814j 0.0349986-0.0237049j -0.0334937-0.0231656j 0.101466+0.00166954j -0.0347395-0.0698147j 0.0323386+0.00922389j -0.0264319+0.0537753j 0.0410254+0.0825087j 0.0596617+0.00236881j 0.0194652+0.0486253j -0.000917231-0.0385826j -0.0295574+0.0567464j -0.0476094-0.027123j 
0.0600515+0.00316419j 0.0222932-0.0239143j 0.0406787-0.0160784j 0.044998+0.00537612j -0.0252561+0.0331487j -0.0209534+0.035097j -0.0327049-0.0545347j 0.0494061+0.0845034j -0.0109253+0.000164312j -0.047373-0.0115469j 0.0395464-0.0386791j 5.45439e-05+0.102762j 0.0103691+0.0691911j -0.0232196+0.0109078j -0.0582249-0.0482926j -0.0359261-0.0610644j 0.0152742-0.0520933j -0.0127435-0.0104463j 0.0299538+0.0343273j -0.07286-0.0805208j -0.0227496+0.0267843j 0.0248291+0.0732082j -0.121635-0.0895092j 0.0136774+0.0926015j -0.149443-0.0464498j -0.0871484-0.00871528j 0.069018-0.038572j 0.00663475+0.0808292j -0.0178531-0.0516368j -0.00167301-0.0824985j 0.0312246-0.0574473j -0.0652908-0.162906j -0.0228219-0.0707003j -0.0493172-0.0159945j -0.0472187+0.0507579j 0.081708-0.119832j -0.0863041+0.0804935j 0.0799183+0.0959239j -0.134571+0.0468798j -0.00642014-0.0446427j 0.0523044+0.0211322j 0.00405686+0.030526j 0.0169005-0.012865j 0.029052+0.0180822j 0.0532497-0.00353159j 0.00966637+0.0556949j 0.0049755+0.0227768j 0.0803958-0.0268674j 0.0496403+0.0355115j 0.0507907-0.00871431j -0.033286+0.022605j -0.054565+0.0690971j 0.019998-0.0590997j 0.0203665-0.0401924j 0.0345444+0.0728257j -0.00538556-0.00348407j 0.0401949-0.0172755j 0.0413498-0.0136526j -0.0430367-0.124912j 6.92028e-05+0.0461219j -0.051578+0.0329861j 0.00198722-0.0427561j -0.0369597-0.0059998j -0.0532768+0.0962901j -0.0673846+0.0779766j -0.077781+0.0704888j 0.0245647-0.141244j 0.118739+0.013408j -0.0567773+0.103935j 0.0162108-0.123961j -0.0642284-0.0606524j -0.11274+0.0397876j -0.0269487+0.0477208j 0.121318-0.0471348j 0.0641049+0.0650579j -0.00455329+0.0617445j -0.0300918+0.0749551j -0.0584697+0.0378011j -0.0447253-0.203694j -0.0531646-0.0382314j -0.00855981+0.00194294j -0.0236189+0.0487647j 0.0121982+0.028926j 0.0110186-0.05318j 0.0486464+0.000921802j 0.135006+0.0324545j 0.0205678+0.0584649j -0.000423521+0.0330342j -0.023591+0.00103996j 0.0599685-0.0567801j 0.0140147+0.0443988j 0.000361085-0.0144231j 
-0.0324559+0.0268289j 0.0568652+0.03104j 0.0149373-0.0278173j -0.00510238+0.00242827j -0.119423-0.0621438j -0.0160743+0.10326j 0.107421+0.0847013j -0.0917133-0.0173209j -0.0261485-0.050539j -0.00884123-0.0149039j -0.0308824+0.00361316j -0.015774-0.00586827j -0.0158094-0.00088483j 0.0314611+0.0763209j -0.0219033+0.0144461j 0.00327397+0.00878657j -0.00344036-0.00865924j -0.0584861+0.0332146j -0.00476638+0.0320699j -0.0245706-0.0374904j 0.0643666+0.0905184j -0.0394299+0.00588053j 0.178924+0.180433j -0.0329319-0.062257j 0.0114445-0.0236608j 0.00665217+0.0128541j 0.0111067-0.0230073j 0.0544121-0.000113309j 0.0345662+0.000483925j -0.0117774-0.0399258j 0.0142628-0.0210238j 0.102037+0.0285899j -0.0265894+0.0230065j 0.0654941+0.076257j 0.0600008+0.0458581j 0.0566924+0.0367079j -0.0466915-0.0212873j -0.0065524+0.0168282j 0.052837+0.117605j -0.0474453-0.0254884j -0.0144334-0.0374372j -0.0507504+0.0160815j -0.0413586-0.0454299j 0.00118588-0.00893036j -0.0229893+0.0108268j -0.00716707+0.0273094j 0.0165007+0.0438772j -0.0284916-0.0485242j 0.0435305-0.0115437j 0.0101402+0.0826694j -0.0294467+0.0622656j 0.0510973+0.0308429j 0.0243556-0.0273332j -0.00220395-0.021377j 0.00163799+0.00472456j -0.00668279+0.000257357j 0.0198986-0.0188623j 0.0201951+0.0273215j 0.0124993-0.0799189j -0.0531577-0.0509706j -0.0912033-0.0734582j 0.0151073+0.0388622j 0.0501309-0.0160873j -0.0400797-0.0476279j 0.0612188+0.0664927j 0.0173604-0.00528454j 0.0966919-0.0299587j -0.0940263-0.0848573j 0.015836-0.0951279j 0.0032689+0.235421j -0.0483629+0.137405j -0.0808543+0.0572559j -0.0126337-0.073277j -0.0479483-0.107813j -0.0112538+0.0295038j 0.0823877+0.115728j -0.0189202-0.0285036j -0.0554681+0.0291138j 0.0156487-0.0744006j -0.0486968-0.0611098j -0.0364291-0.0598207j -0.02508+0.0347431j 0.0757103+0.0281471j 0.00561221-0.0794052j -0.0183818+0.021807j 0.0809084-0.0128403j -0.169477-0.11484j 0.0126608-0.0319399j 0.0110729-0.0293907j 0.00781067-0.0714683j 0.0240134+0.0524112j -0.00412527-0.0146663j 
-0.0114924+0.00918645j -0.0409286+0.0595081j 0.0171436+0.00448815j -0.0073258+0.0128344j 0.00654924-0.0801606j -0.0764676-0.0458857j 0.00963682-0.0483954j 0.00211145+0.0370144j 0.0244297-0.0104897j 0.00874822+0.0748614j 0.000930154-0.00772222j 0.0150898+0.0259681j -0.0235571+0.0398124j 0.000442964-0.0300103j 0.0435296+0.034924j 0.0262026-0.049382j -0.00443598+0.0155339j -0.00651695+0.043989j 0.0369475-0.0524257j 0.0212682+0.0768608j -0.0700662+0.000950376j 0.0210668-0.164598j 0.014355-0.154338j 0.0396743+0.0912259j 0.0630084-0.065449j 0.0700367+0.0714697j -0.0245363+0.0480364j -0.0168834+0.0198386j -0.0135958+0.0862613j -0.0597966-0.0672103j -0.0720668-0.0407828j 0.0747391-0.000683273j -0.0879087+0.048607j 0.00192339+0.0520134j -0.0191561+0.0556858j -0.091198-0.0366492j 0.0241441-0.00500752j -0.0272599-0.0331299j 0.0120146+0.0428269j -0.0595445-0.00168566j 0.0649265+0.0171403j -0.0349191+0.024339j -0.0268231+0.0379699j -0.0659878+0.0512331j 0.0445295-0.0730159j -0.0273616-0.0226855j -0.0629486+0.00556545j 0.0269249-0.0106107j 0.0782065-0.0206907j -0.0751065-0.00563846j -0.0378486-0.051077j -0.012761+0.073543j 0.0226006-0.00592632j -0.0242366+0.0196837j 0.110815+0.00191743j -0.0811392+0.0656837j 0.0634261+0.00549261j 0.142949-0.139209j -0.00111388-0.0101573j -0.0378563-0.0496155j 0.158879-0.0795722j 0.064782+0.0448128j 0.0974193-0.164582j 0.0107515+0.077346j 0.0711406-0.0342252j 0.0320781-0.0186072j -0.123476-0.0368265j 0.0124253+0.0120428j 0.00854765-0.0598842j 0.0920474-0.0876598j -0.0164169+0.0285601j -0.0674431+0.103343j 0.0569934+0.0889308j 0.0525342+0.00587566j 0.139579+0.0286034j -0.028944-0.0278251j 0.0151329-0.0365387j -0.0206663-0.0487435j -0.0886886+0.0506398j 0.0631189+0.00986047j -0.0220433-0.0654777j 0.121015-0.0543597j 0.0297191-0.0285245j 0.0239564-0.0273447j -0.206037+0.0430745j 0.0505449+0.0343746j -0.0418308+0.13142j -0.0255665+0.0974094j 0.061881-0.00235346j -0.0369399+0.0610913j 0.030413+0.0325269j 0.0586337-0.0185738j 
0.0147626+0.0285757j -0.00470667-0.0930869j -0.00874412+0.0099858j -0.0125373+0.00315108j 0.0147941+0.050793j 0.097826-0.0762139j 0.0592108+0.00497391j 0.0601262+0.00810952j -0.0271254+0.00133002j 0.030436-0.0177173j -0.0244946+0.0108082j -0.0447933-0.0191512j -0.00573087+0.0448601j -0.0339938-0.0823968j 0.00817012+0.0125793j -0.00926879+0.0144501j -0.00605388-0.00442674j -0.0058811+0.0512064j -0.00817765+0.00862001j 0.0143675-0.0291446j -0.0476599-0.0808273j 0.10037+0.111963j 0.03341+0.0265266j 0.0362966-0.122252j 0.0151446+0.100389j -0.12663-0.0909616j -0.037443+0.0933829j 0.0279105-0.0335204j -0.00153091+0.000811202j -0.0982637+0.121859j 0.0115922+0.0331161j 0.0108346-0.0497628j -0.0358227-0.0668585j -0.0899516+0.0533018j -0.0425988+0.00958653j 0.0728668+0.0664407j -0.00208493+0.00519019j -0.00644228-0.0675528j -0.103088+0.0218552j -0.0192431-0.00465544j 0.039493-0.00564633j -0.0421192-0.0025698j 0.0134197-0.0316953j 0.0124861+0.00108137j 0.0591593-0.0698674j -0.00691745-0.0691663j -0.030499+0.0583155j 0.0822717-0.0447855j -0.00716793-0.0573808j -0.0114956+0.0797638j 0.0122069-0.0466718j -0.0883293-0.0563558j 0.0580716-0.0297668j 0.0332562+0.0363776j 0.075479-0.00967345j -0.0299903+0.0889596j -0.0117667-0.075216j -0.0441059+0.0407679j -0.0542251-0.0265985j -0.0180881-0.19391j -0.0444175-0.105437j 0.139687-0.0379607j -0.0132067+0.0592264j -0.0544402-0.0693446j 0.0323961-0.0538279j -0.0563991-0.00555782j -0.0247836-0.0180973j -0.0137117+0.093988j -0.0441219+0.0540648j 0.0493349+0.0202425j -0.0267162-0.0530813j 0.0525185-0.0281862j 0.0350798+0.0426392j -0.00110508-0.0103465j 0.113216+0.00374356j -0.0700606-0.0631529j 0.117633-0.133019j -0.0424142-0.0489784j 0.00139094+0.124341j -0.068741+0.00904133j 0.0645278-0.000413018j 0.146972-0.0714417j 0.0662725-0.0258667j 0.102416+0.0106494j 0.0432701-0.0202589j 0.0842354+0.0688664j 0.04026-0.0237194j 0.00501276-0.0379756j 0.00999944-0.0342488j 0.0141859-0.0113459j 0.0257492-0.0499774j -0.0292394-0.03144j 
-0.0270228-0.0225384j 0.0236205-0.0196883j 0.0183483+0.00989189j 0.00774671+0.00335275j 0.0185369-0.0684189j -0.0635189-0.0362834j 0.0611568-0.0284228j 0.0748269+0.0672827j -0.00416276+0.0666983j 0.00295417-0.0175486j -0.00940902+0.0263561j -0.0179355+0.0122881j 0.0261439+0.055552j -0.00993978-0.0468326j 0.014337-0.000919996j -0.0115982+0.00944578j 0.00440542+0.00358412j -0.072686+0.00713531j -0.0510927+0.0305369j 0.0337037+0.0446628j -0.0423265-0.0940692j -0.12321-0.016466j -0.0537523+0.0451797j 0.0563644-0.0518162j -0.0620833-0.00136993j 0.0581837+0.0878196j -0.0780265+0.0516681j 0.135456+0.0224797j -0.00173683-0.0382732j 0.064354+0.0540882j -0.0182161-0.00448969j 0.0080925+0.0961721j 0.0408552-0.0420542j 0.0685398-0.0130586j 0.0178066-0.0151104j 0.0780441-0.0519315j 0.00467754-0.0035766j -0.0124638+0.0338419j 0.0453541+0.0015973j 0.00809-0.00855683j 0.00501571-0.000239225j -0.00962941-0.0555905j 0.0248835+0.0128976j 0.00063543+0.0173487j -0.0308257-0.0219906j -0.0371701-0.011255j 0.00228445-0.00907559j -0.0324416+0.0296277j -0.0610784-0.0437956j 0.0111395-0.0296903j -0.0620846-0.0669146j 0.0460769-0.035172j -0.0567101+0.0501022j 0.0553918+0.0733848j -0.00817952-0.0194298j 0.0260422+0.079502j 0.0312603+0.124527j -0.0221468-0.027776j -0.0757078-0.0497554j 0.078842+0.0991134j -0.0742995+0.163298j -0.0894679+0.0230779j -0.0390841-0.12457j -0.0578985-0.0542653j 0.0837757-0.0340701j -0.072138+0.0424359j -0.079944+0.0241103j 0.0224347-0.0336032j -0.0984006-0.059084j -0.0236001-0.0224939j -0.0486013+0.0252265j 0.00376614+0.0399382j 0.0128327-0.00108429j -0.0281236+0.0494728j -0.0133873+0.0761713j 0.00717087-0.0361368j 0.0267727+0.0185163j -0.0931046+0.0463927j -0.0873463+0.00725562j 0.00629746-0.0934275j -0.0953766-0.0747653j -0.124095-0.0445314j 0.139651+0.0521301j -0.0261807-0.111676j -0.0201346-0.0278249j 0.082491-0.0194521j -0.0338643+0.0602478j 0.0550739-0.00863712j 0.0265147+0.0497827j 0.0672777-0.0542836j 0.0926183+0.165002j 0.00119581+0.0890843j 
0.0093273-0.00822884j -0.0179386+0.019484j 0.001144-0.00979785j 0.00113335-0.00311057j -0.0104971-0.075526j -0.00875555-0.0583639j -0.00841883+0.00563576j -0.0231409+0.0537465j -0.0283765-0.00751917j 0.0226577-0.00273026j -0.0124891-0.00982908j 0.0151648+0.0143239j -0.000786409+0.00971098j -0.0303587-0.0129651j -0.0162941+0.0181601j -0.0093692+0.000358953j 0.0109844-0.0112737j -0.0170493+0.0379714j -0.0190182+0.0274901j 0.00721407-0.0571601j -0.034318-0.000938248j 0.0177276-0.0269012j 0.0856675-0.0760294j 0.0495218+0.0267037j 0.0564592-0.12608j -0.00114967+0.0361559j -0.00413624+0.0467064j 0.0572957+0.0122641j -0.0196027+0.0839316j -0.0229899+0.0138065j 0.0227136-0.00874569j 0.0167965-0.0156357j 0.086618-0.00901809j 0.00796442+0.0169279j 0.0291994-0.00487528j -0.00192741+0.0191939j -0.0307146-0.0365132j 0.0550409-0.0098125j 0.012788-0.0404663j 0.0279614-0.00205161j -0.0267975-0.0262221j 0.0209068-0.00601297j 0.0262444-0.0169771j 0.0422589-0.0327257j 0.0128202-0.0199431j 0.0805687-0.0233029j 0.0265592-0.0190459j -0.0586987-0.0277776j -0.0177405-0.0649407j 0.0166764+0.0165789j 0.0570569-0.063065j 0.0115653+0.0583362j 0.0507124+0.00371679j 0.0481926-0.0245508j 0.0175827+0.0808089j 0.0329545+0.032532j -0.0275915-0.00677827j -0.0063214+0.0600952j 0.0874087+0.0280927j 0.105957+0.15339j -0.0575194+0.0529593j -0.0618594+0.137554j -0.0132285+0.0452466j -0.0223052-0.0413858j 0.0909716-0.0397545j 0.0135603-0.0413135j -0.0284557+0.00333379j -0.00938872-0.0200788j 0.0507193+0.0151143j -0.051795-0.0419049j 0.0161629+0.049049j -0.0652003+0.0116664j 0.0114948-0.0165687j -0.0625121-0.0118932j -0.136392+0.031394j -0.103333-0.0392954j 0.0275155-0.229346j -0.0508062-0.0910066j 0.0758982+0.0552901j 0.0194719-0.0464424j 0.107094-0.0123445j 0.104555-0.0236302j -0.150855+0.0650205j -0.0863283-0.0610511j -0.0886026+0.0604476j 0.0623331-0.0184743j -0.0421794-0.00124979j -0.0163158+0.0591687j 0.0689189-0.106051j 0.00399347-0.00382758j 0.0870573-0.0636298j -0.203561-0.175769j 
0.00658809+0.00469058j 0.00703286-0.0111739j 0.00482213-0.00552583j 0.000961601+0.00092985j -0.0249132-0.00206867j 0.0263808-0.0472188j 0.0508991+0.0111862j 0.0101319+0.0195555j -0.0221948+0.0194501j 0.00128174-0.0209511j -0.0176337+0.00114074j 0.00924466+0.0023492j 0.0192951-0.00361752j -0.01408-0.0182268j -0.00233346-0.0166734j -0.00848019-0.00213274j -0.0225017+0.0052112j -0.00393748+0.0201346j 0.00733428+0.0270737j 0.000849167+0.0135968j 0.0250322+0.00502775j -0.0377975-0.0178815j 0.0206003-0.0565505j 0.0550076-0.0190606j 0.0713238-0.0821771j -0.102678+0.0284889j 0.0165264+0.059189j 0.116986+0.063913j 0.0762658-0.00653438j -0.0396063+0.042092j 0.0337125+0.0311648j 0.0133756+0.023861j 0.00234884-0.0317923j 0.0251526-0.0103477j 0.0591107+0.00389312j 0.028187-0.00694503j 0.0155775-0.0131773j -0.00236634+0.00531015j -0.00467046+0.0104165j 0.0242502-0.000881291j -0.0220026+0.00900428j 0.0191735+0.00689068j 0.0575265-0.00731265j 0.00112275-0.000745964j -0.0078319+0.0135686j -0.0273442+0.0290508j 0.0237926+0.0318229j 0.0102909-0.0119771j -0.0551267+0.00720947j -0.0231808+0.0301895j -0.0332505-0.0339315j 0.0416339-0.0631532j -0.0971102-0.0240529j -0.068914+0.046962j -0.0634759+0.0960317j 0.00894072+0.0146231j -0.0309537+0.0896337j -0.0922337+0.00730398j -0.000739526-0.0955807j 0.0315249-0.065994j -0.0406358+0.0316445j -0.000646644+0.00393049j 0.0398027-0.0654637j -0.0429557-0.143737j 0.0112524-0.0280503j -0.0379307-0.0065885j -0.0151715+0.026538j -0.0338318-0.0430305j 0.0290871-0.172861j -0.0147086-0.029898j 0.0534604+0.0524045j -0.0398893-0.0288455j 0.0673344+0.0678096j -0.00968771+0.0875457j 0.00613132-0.078785j -0.0421534-0.0159738j 0.0170355+0.137168j 0.0591729+0.0147082j -0.025835-0.000978373j 0.0388881+0.14606j -0.047496-0.0403708j 0.063159-0.0372492j -0.0452165-0.0605426j 0.0532503+0.0195075j -0.033991-0.0593457j -0.0241944+0.106971j -0.009109-0.00614367j 0.0626267-0.0725825j -0.0444473+0.0783266j -0.163413+0.110603j -0.160951+0.049408j 0.0529447+0.0617833j 
-0.00300004-0.00811366j 0.0291062+0.00447179j -0.0107738+0.0142258j -0.0106627+0.0025663j -0.0493957+0.00200199j -0.0521084+0.088192j -0.0237595-0.0121635j 0.0250882+0.0245022j -0.0365339-0.0242039j -0.00106937+0.0167967j -0.00508321+0.0143583j -0.0309198+5.01705e-05j -0.0221754+0.0232499j -0.00614497-0.0152702j 0.037007+0.0220984j 0.0144713+0.00625507j -0.00984703+0.0136745j 0.0251315+0.0142251j 0.00653583-0.00874872j 0.0157482-0.0335741j -0.000321633+0.0589274j -0.0416474-0.101942j -0.0365119-0.0384989j -0.0239283+0.0236907j -0.092491+0.0338908j 0.0477397-0.0151216j -0.0458204-0.0269974j 0.0071569+0.00451973j -0.0210263-0.0716352j -0.0424739+0.0416733j 0.0721673-0.0854719j -0.00273296+0.00689836j 0.0431286+0.0126388j -0.0364263-0.0129941j 0.0101506-0.0352499j 0.00705754-0.0203329j -0.00397125+8.11783e-05j 0.0784057+0.0322018j -0.0123806+0.029362j 0.0077355-0.0060124j -0.0474547+0.0302566j -0.0445374-0.00846128j 0.0299468-0.0142983j -0.0242433+0.00276232j -0.0314477+0.0380353j -0.0175385+0.0678499j -0.0601326-0.0610826j -0.0502101-0.0133888j -0.131534+0.101991j 0.0597815-0.0144071j -0.0188926+0.0146323j -0.00989032+0.0185378j -0.0159095+0.0295547j 0.0333538+0.0855278j 0.0996885+0.0283508j -0.0200479-0.0454919j 0.052184+0.0571847j 0.0483157+0.0197753j -0.0374064+0.0692063j -0.0575259-0.081342j -0.0255496-0.02717j 0.0318295-0.0247518j 0.128537+0.000786571j -0.00749979-0.0405698j -0.0886829-0.0517882j 0.0393619+0.068498j -0.0347726+0.00201947j 0.0154048-0.00763543j -0.00930745+0.0511332j -0.00632097-0.00653318j 0.0598957+0.0519138j 0.0350321+0.0149157j 0.00981447+0.0519663j 0.0182571+0.00682894j 0.0588877+0.0628371j 0.0301623-0.00360999j 0.0693487-0.102054j 0.0263312-0.0696685j 0.0487095+0.0715777j 0.0532602-0.0265986j 0.0153888+0.0174669j 0.0237692-0.111972j 0.047238+0.0327237j 0.081963+0.0166534j -0.101795-0.0186449j -0.0854502+0.172298j 0.0314001+0.00760515j -0.0801493-0.0777467j 0.172166+0.124529j -0.117056+0.124235j -0.0387762-0.20311j -0.210334+0.0167234j 
