0.00583159+0.660725j -0.0130086+0.434318j -0.0041122-0.260704j -0.00427456-0.159129j 0.00991455+0.0105586j -0.00018681+0.333196j 0.000333893+0.0768323j 0.000186816+0.00555939j 0.000538138-0.00935126j -0.000673723+0.0654331j 0.000488573-0.00784736j 0.00103678+0.0128782j 0.000349072+0.0575341j -6.32662e-05+0.0291042j -6.58455e-06-0.0399909j 0.000122046+0.0106887j 0.000604645-0.0405685j -0.000173779-0.0230828j 0.00166914-0.0874853j -0.00158326+0.00151634j -0.00304209-0.0921923j -0.00024261+0.00832744j 8.80241e-05+0.0546657j -0.000785918-0.0489021j -5.85654e-05-0.0896586j -3.29378e-05-0.0348402j -0.000156535-0.0298002j -6.50639e-06+5.36228e-05j 0.000528041+0.0133847j -8.66232e-05-0.00398743j 0.00100958+0.0269094j 0.000359048+0.0314514j 0.000350313-0.00543102j -0.000254795+0.00759603j -7.69598e-05-0.00939197j -0.000711934-0.00687082j 0.000241108+4.01287e-06j 0.000225878-0.00408648j 0.000175812+0.00261864j 0.000119928+0.00418763j -0.000465713+0.00288983j -5.37543e-05+0.00497983j -0.000482793+0.000457647j 0.00032135-0.0069344j -0.000123663-0.00740686j -0.000358912-0.00470361j 0.000887554-0.00618398j 5.33899e-05+0.00232033j 0.000990166+0.00224454j 0.000726563-0.0247967j 0.000367636+0.0109124j -0.000172943-0.00759241j -8.64504e-05+0.059745j 0.00143969-0.0331937j 4.66878e-06+0.0281042j 0.00136914+0.0524869j -0.000936654+0.0150756j 0.00052647-0.0601026j 0.0016731-0.055139j 0.000716691+0.00855182j -0.000622086+0.00439623j 0.000168688-0.0277262j 0.000399352+0.0153091j 8.73933e-05+0.0183949j -0.000895567-0.0243956j 0.000146839+0.00189217j 0.000117554-0.00841851j 4.9763e-05+0.0186669j 0.000245661+0.00797381j -0.000124227-0.00334312j 0.000336825-0.00502508j -0.000195802-0.00559848j 5.77356e-05-0.000919864j -0.000205124-0.0167724j -0.000384863+0.00217403j 0.000292907+0.039468j 0.000439021-0.0182754j -0.000724734+0.00653628j 0.000996541-0.03961j 0.000129292+0.0480488j -4.78393e-05+0.0454772j 0.00070476+0.0445288j 0.000187649-0.0286788j -0.000298269+0.0426713j -0.000112763+0.0226156j -0.000323237-0.00439698j -0.000162356+0.00348703j -1.69461e-05+0.0708341j 8.69604e-05-0.00492724j 0.000416515+0.00680157j 0.000107223-0.033619j 9.33107e-05+0.0109181j 
-0.00306475-0.02034j -0.000577236-0.0115963j -2.41292e-05+0.0231083j 0.000225498+0.0223818j 5.69855e-05+0.0108428j 0.00402474-0.0363505j -0.0024527-0.0749556j -0.00220959-0.0518611j 0.000615169+0.0585514j 0.00069774+0.00872396j -0.00164797-0.00461235j -0.00175208-0.00527997j 0.000575756-0.00109673j 0.000299718+0.0160456j -0.00383971-0.0210878j 0.00222767+0.0194101j -0.00205081-0.00834533j -0.002268-0.0125666j -0.00393017-0.00530517j -0.000974563-0.0194009j 0.00134818+0.00134529j -0.00245618-0.032009j 0.00488336+0.189943j -0.00818229+0.127291j -0.0064731-0.156526j -0.00144868+0.158296j -0.00441265-0.0626883j -0.0041268-0.0262961j -0.00344841+0.0747806j -0.00609494+0.0133936j 0.00531173+0.0249001j -0.000806013-0.045579j 0.0029039-0.00283429j 0.000524174+0.0181563j 8.52181e-05-0.0402932j -0.0091899-0.0430649j -0.000367452-0.0320556j -0.000749784+0.00297367j 0.00537328+0.0508255j 0.000593972-0.00634024j -7.44273e-05+0.00660897j -0.00502081-0.00450554j -0.00522997+0.0262116j 0.0035233-0.0160411j 0.00530256-0.0181561j -0.00546015-0.0132158j 0.000710375+0.00796808j -0.00380256-0.0117207j -0.0018091+0.000693278j 0.000992083+0.044897j 0.000238966-0.0170551j -0.00388489+0.0194878j 0.00214479-0.0559423j 0.00848102-0.024808j -0.0054293-0.00517123j 0.00110716-0.0384874j 0.00206361-0.0414635j 0.0018334-0.029836j 0.000824636+0.00935867j 0.000119631+0.04969j 0.00235517+0.108755j -0.000353512-0.497878j 0.0011038+0.513394j -0.00272737-0.111892j -0.00993981+0.0761005j -0.00309562+0.0484315j 0.0052195-0.175249j 0.00350733-0.0853623j -0.00263389+0.196579j -0.00082581+0.0337626j 0.00190516+0.0962497j 0.00218417-0.0527398j 0.00116199+0.0932274j -0.00762294+0.0548j -0.00485008+0.0695568j -0.00358763+0.120938j 0.00161492-0.0161116j -0.0100834+0.019242j 0.00378183-0.0377935j -0.00724218+0.00594062j -0.00290883+0.037153j -0.0004749-0.0745553j -0.00031587-0.0618914j 0.000497864-0.0493032j 0.000459359+0.0480553j -0.00223727-0.0194305j -0.0022802-0.100918j 0.000918019+0.115921j 0.00102263-0.073552j -0.000759301+0.00432907j 0.00074597+0.0448483j -2.29813e-05+0.0572668j 
-0.00452595-0.0442956j 0.00272436-0.17924j 9.70064e-05+0.0263562j -0.000260151+0.027576j 0.00415178-0.21095j 0.0066612+0.164047j -0.00212798+0.00588191j 0.000273097+0.00261184j 0.00036926-0.0242184j 0.000558518-0.0170916j -9.30778e-06-0.0336151j -0.00131152-0.00912992j -0.000161718+0.0201887j 0.00107527-0.00695991j -0.00157953-0.0240215j 0.000295905+0.0349998j -9.9316e-05-0.00507595j -0.00247309+0.00237327j -0.00146741+0.0330518j -0.00191773+0.114215j -4.19559e-05-0.153947j -0.00937735+0.0694086j -0.000229958+0.16141j -0.00681927-0.214461j -0.000700506-0.0708003j 0.000726647+0.0522828j 0.00212801+0.065501j -0.00319581+0.00204213j 0.000489949-0.0374775j -0.00568705-0.0959205j 0.00353948-0.0219848j 0.00452435+0.0382911j 0.00665832+0.073361j -0.00534438+0.00653689j 0.00145189-0.0157964j -0.00779923-0.00414189j 0.00327307-0.00280409j 0.00304862-0.0130078j -0.00427071+0.00994491j -0.000255583-0.00753036j -0.00107207-0.00385678j -0.00371021-0.00746256j 0.000187421+0.00179621j 0.00287067-0.024541j 0.000448771+0.0265478j -0.00359473-0.0058079j 0.00121249+0.011045j -0.00283807+0.0310418j 0.00695516+0.0236557j 0.00151044+0.00731356j -0.00246843-0.0185802j -0.000188444+0.0262197j 0.000666198-0.0130708j 0.0085747+0.0465703j 0.000126749+0.0765221j -0.00100721-0.00852673j -0.00115475-0.0268101j 0.00554853+0.0729446j 0.000712837-0.0809873j 0.00603189-0.252611j 0.00191916-0.226292j 0.00263709-0.339952j 0.00166302-0.147585j -0.00219287+0.253435j -0.00331459+0.111859j -0.00265414-0.078548j 0.00117964-0.078851j 0.000599748+0.0766902j 0.00209391-0.0842745j -0.000400721+0.0402597j 0.00112683-0.273185j 0.00131634+0.00210097j -0.00203263-0.113199j 0.000644646+0.0287943j 0.00131061-0.028113j -0.000656758+0.133849j 0.00299118-0.0271962j -0.0073665-0.00385191j 0.00466988+0.0286528j 0.00647074+0.00222185j -0.0014347-0.0382919j 0.00127725+0.107224j 0.00370842+0.112079j -0.00623547-0.0328339j 0.00235239+0.0255372j 0.000545416-0.103563j -0.000805114-0.0323296j -0.00119523+0.188691j -0.00211352+0.0884299j 0.00391031+0.00493561j -0.000513328-0.162362j 0.000218033-0.0974771j 
0.000455115+0.136148j -0.00319177-0.0740837j 0.000366694-0.0304731j 0.00056285-0.0117908j -0.0039565-0.217548j 0.00267581-0.22583j -0.000427455+0.0988658j -9.70432e-05+0.0372223j -0.000225496-0.0412272j -0.000471933+0.0225635j -0.000337611+0.0158778j 0.000475001-0.00227619j -6.69426e-06-0.00445726j -0.00138609+0.0127697j 0.00104899-0.0234378j -0.000172087-0.00166273j -0.000261044+0.000623484j 0.00249938-0.0220868j -1.16826e-05+0.000281997j 0.00330978-0.0842643j -0.00203025+0.0621545j 0.00686819+0.340854j -0.00034076-0.0211143j 0.000322693+0.132256j 0.000148128-0.0517525j -0.000951541-0.11658j 5.97913e-06-0.00396559j 0.000417003-0.0247777j -7.48435e-05-0.00253165j 0.00218975+0.0413113j 0.000211409+0.0128887j -0.00168799-0.00651467j -0.00199817-0.0012299j 0.00280815+0.0162609j -0.000299878+0.00107982j 0.00286749-0.00536491j -0.00110709+0.00708336j -0.00289942-0.0288684j 0.00255967+0.0250276j 4.57718e-05+0.00297363j -0.000220372-0.00862444j 0.00164103-0.00510752j -0.00162024-0.0510719j -0.000514967+0.0243873j -0.00115659+0.00221546j 0.00285273-0.00935976j -0.00157268+0.00713901j 0.000208395-0.0279565j -0.00548156+0.041837j 0.00433966+0.03744j 0.00577082+0.0376067j -0.000311218-0.0249094j -0.0035987+0.0121331j -0.00735957+0.112179j -0.00160275+0.036437j 0.002751-0.0127169j 0.00491061-0.19314j -0.00207373-0.0263198j 0.00228686-0.0381336j -0.00260554+0.444944j -0.00935282+0.213368j -9.18504e-05-0.174814j -0.000393849-0.120852j 0.000747687-0.00828519j 0.00246736+0.0747516j -0.0105132-0.181234j -0.000704677+0.0031024j -0.00266479-0.00178772j 0.00548776-0.079958j -0.000429844+0.0151262j 0.00462838-0.0761161j -0.000229365+0.0103653j 0.00170961-0.0293356j 0.00259661-0.0124955j 0.00540487-0.000489142j 7.17098e-05-0.0356796j 0.00734766-0.0302286j -0.00375275-0.00734009j -0.00245718-0.0254861j 0.00431303+0.0306305j 0.00254368-0.0286804j 0.00300138+0.146865j 0.00645826+0.0165432j 6.06511e-06-0.079067j 0.00343367-0.160594j 0.00150276+0.0942224j -5.01429e-05+0.00206424j 0.00146176+0.0387246j -0.00441465+0.0192175j 0.00263932-0.165092j -0.00207974+0.00927325j 7.169e-05-0.208206j 
0.000599704+0.0444875j -0.00145484+0.00832069j -5.7147e-05-0.0138171j 5.11487e-05-0.00806672j -0.00247994-0.0113539j -0.000290647-0.131429j 0.000729222+0.049063j 0.000629509-0.0115139j -0.000424764+0.000481662j -1.49733e-05+0.0141432j -2.91257e-05+0.00188778j 7.17606e-05-0.0110726j 5.83222e-05-0.00652606j -0.000221643+0.010031j -0.000128507-0.0158638j 3.67231e-05-0.00212974j -4.21692e-05-0.00361243j 0.000164844-0.0178807j 0.000139805-0.0230754j -3.33369e-05-0.0835975j -0.000124182+0.110029j 0.00460337+0.0170742j -0.000612826+0.0282361j -0.000902192-0.0147086j -0.00184668-0.0371165j -0.000603438-0.00115092j 6.35709e-05-0.00352581j 0.00128244+0.0161756j 0.000325258-0.0132634j -0.00145512-0.0336482j 0.000370931-0.0293499j -0.000213906+0.00209243j 0.000479276+0.0121676j 0.0001198-0.00464886j -0.000375886-0.00593374j 0.000209641-0.00329989j 0.000147915-0.00827683j -3.57086e-05+0.00425867j -0.000381619+0.00108669j -2.64778e-05-0.00586935j -8.78143e-05+0.0108943j -0.000108934-0.00523341j 0.000209326+0.0146835j 0.00013426-0.0112333j -0.000317611+0.0239118j 0.00013225-0.0165108j 0.000263475-0.00804315j -0.000405734+0.0160606j -8.63934e-06+0.0240072j 0.000235829-0.0258692j 0.000457128-0.0191924j -0.000119212+0.00995584j -0.000266728+0.0179264j -0.000311263+0.00699951j -0.000771707+0.0162023j -0.000966891+0.014817j -0.00107448-0.0305873j -0.00328414-0.0406603j -0.00040315+0.0526218j -0.00475929-0.0389389j 0.00191839+0.0311625j 0.00013525-0.0676002j 0.000125653-0.0729906j -0.00253692+0.25223j 3.4446e-05-0.0886994j 0.00442619-0.133908j 0.000355082+0.0123519j 0.000316401-0.0272032j -0.00163811+0.0997778j 4.44134e-05-0.00403415j -0.000326555+0.126927j 0.000154372-0.0215742j -0.000275184+0.122016j -0.000545133-0.0612396j -0.0016037+0.0373399j -0.0019407-0.0410197j -0.00486035+0.0223192j -4.57156e-05+0.0719243j 0.00161581-0.0798762j 0.00865247-0.0849783j -0.00713657+0.0713545j 0.00505115-0.0424199j 0.00507217-0.240212j -0.00847831-0.275541j 0.00519055-0.0517116j 0.0080327-0.183944j 0.000508436-0.00462117j -0.00165124-0.286269j -0.0101863-0.0361116j 0.0110502+0.0424856j -0.00406054-0.54088j 0.00278578+0.202576j 
-0.00147861+0.010483j -0.000394866-0.0306206j 3.21749e-05+0.00414238j -0.000182154+0.00842237j -0.000998296-0.0434139j 0.0046484-0.0641005j -0.000549808-0.00408796j 0.00197382-0.0215004j -0.00221115+0.0443856j -0.000278486+0.00649211j 0.000297951-0.00425446j 0.000117448-0.00422004j 0.000789563-0.00887026j -0.000187145+0.00382559j -0.000177617-0.00619178j -0.000218625+0.00672158j 0.000403795+0.00158616j -0.00155372+0.010821j 0.000908936+0.000694067j 0.000104969-0.00757813j -0.00314745+0.0422036j 0.00509963-0.0214789j -0.00173721+0.0526097j -0.00183052-0.00605862j -0.0010013-0.083815j -0.00168+0.0510138j -0.0016276+0.0061349j -0.000655257-0.0197614j -0.000704012+0.0114569j -0.00187194+0.0715153j 0.000511441+0.0907184j -0.000358048+0.00369336j 0.000171714+0.0291411j -5.49507e-05+0.0098257j -0.000120678+0.0399178j -0.00284431+0.0636226j 0.00032475+0.0291227j -0.00028949-0.015765j -0.000134456+0.00451571j 0.00011106+0.00549786j -0.000722792+0.0166067j -0.00120452+0.0284122j -0.000894071-0.0334238j 0.00162414-0.0214697j -0.00223192+0.00752817j 0.000375476-0.00262069j 0.000239413+0.0134182j -0.00375814+0.0391391j -0.00132356+0.0606508j 0.00289443-0.00278037j 0.0019896+0.0179708j -0.00139026-0.0210408j -0.000874463+0.0342926j 0.000271973-0.0570061j -0.00169969+0.0492852j -0.00139656+0.0533731j -0.00494475+0.0995621j -0.00644661+0.0962382j 0.000573048-0.0135685j 0.00247194-0.0713588j -0.00698602+0.115983j -0.00245201+0.0118542j -0.000115508+0.0730429j -0.00433296+0.006009j -0.00723663-0.107772j 0.0173951-0.137089j 0.00191014+0.0191741j 0.00272647+0.0137176j 0.00478128+0.0359397j 0.000521816+0.00323556j -0.003188-0.00288473j 0.00222748+0.0124572j -0.0022812-0.015381j -0.00296864+0.00698675j -0.00740871+0.0108604j -0.00854427-0.00126664j -0.00275991+0.0373257j 0.0131265-0.0911215j 0.00760946-0.0584597j 0.0210577+0.132387j -0.0195108+0.054269j -0.00447388+0.0284224j -0.00249679-0.153052j -0.0114216+0.0219775j 0.000970736+0.034903j 0.00383524+0.398611j 0.000815455+0.035621j -0.00478141-0.0105146j 0.000233868+0.553159j 0.00515571+0.380089j 0.00150249-0.065551j -0.000256652-0.105149j 
0.000818808-0.00634858j 0.000960107+0.00189815j -1.22976e-05-0.00205203j -0.000861075-0.00133142j 0.000437076+0.00689782j -0.00033464+0.00129454j 0.00132335+0.0134073j 0.00172165+0.00726319j -0.000853875-4.11957e-05j 0.000722043+0.00897858j 0.00102904-4.55297e-05j 0.000784117-0.00118464j -0.000320849+0.00417487j -0.000698055-0.00480203j 0.00131782+0.00379275j -0.0014712-0.00333468j 0.0017984-0.00247591j 0.000643448-0.00257047j 0.00125272-0.00608513j -0.00122433-0.00187239j -0.0010928+0.00132299j 0.000332591-0.00059666j -0.00327757-0.0117486j 0.00224653-0.0131762j 0.00519183+0.00316177j -0.00208079-0.034127j 0.0037212-0.0189105j 0.00560881-0.00224155j -0.0100805-0.0101853j -0.00303867+0.00521915j 0.00705635+0.00491094j -0.00365196-0.002635j -0.000977511-0.00397205j -0.00345163-0.00712975j 0.00218978+0.00971991j 0.00042998+0.0060217j -0.00200126+0.0011013j 0.00150568+0.00314487j 0.000901759-0.0069798j 0.000302233+0.00123019j -0.00101928-0.00173194j 0.00118854-0.000902893j -0.00106337-0.00386633j -0.000175527+0.0059862j 0.000471126+0.00394383j -0.00165521+0.00197575j -0.00631269-0.000886236j 0.00174521+0.00115279j 0.00226335+0.00528559j -0.00221726-0.0049481j -0.00768477-0.00176171j -0.00934389-0.00916916j -0.0103237+0.00205088j -0.00636701-0.0124632j 0.00331279+0.0107512j 0.00167389+0.00249271j -0.00344337+0.00197769j 0.00170475+0.000665538j -0.00200862+0.00315321j -0.000872927+0.00905672j 0.00057154+0.00397987j 0.000268703+0.0677427j 0.000141284-0.115114j 0.000120169-0.035861j -0.00215842-0.0711492j -3.51131e-05+0.000389404j -0.0109109+0.0110246j -0.00456608+0.0232473j -0.000419892-0.00666798j -0.000158492-0.0109163j -0.00125737+0.0191336j 0.00976487+0.00389667j 0.00418637-0.00215559j -0.000429803+0.00746449j -0.00191447+0.0189343j 0.00171146+0.12391j 0.000298525+0.0041181j -0.00137338+0.000340099j 0.000187261-0.110388j -0.000271733+0.0114131j 2.44333e-05-0.0803402j 0.000309978-0.0398441j 0.000235639-0.00260697j -3.05233e-05-0.00661138j -0.000451325-0.010035j 0.000213133+0.0520525j 0.000887063-0.900978j -0.00033206-0.00269365j -6.85058e-06+0.0113668j 1.98741e-05+0.00804654j 3.42857e-05-0.000703208j -2.48099e-06+0.000246588j 
0.00145153+0.0812773j -0.00395874+0.0267854j 0.000373257-0.0157547j 0.000839046-0.00639846j -0.00571664-0.0196608j -0.0014187-0.11365j -0.000531479+0.0400289j 0.000822934-0.0185374j 0.00215953+0.0398207j -0.000124925-0.00580533j -0.000716259+0.00314858j -0.000142994+0.00832292j 5.69495e-05-0.0100851j -6.86147e-05-0.00998838j -0.000926527+0.04426j 0.000997148-0.0272774j -0.000691723+0.00144568j 0.00239097+0.00823425j -0.00037944-0.00754071j 0.00158825-0.0491342j 0.000863067+0.0819098j 0.00708274+0.00605864j -0.00172899-0.0907715j 0.000189147-0.0202328j -0.00532222+0.121008j 0.00505173+0.0457284j 0.000385847+0.107303j 0.00275321-0.0136043j 0.000600478+0.0657939j 0.00135497+0.0214701j 0.000655437+0.0171587j -0.00064919-0.00547433j -0.000171895-0.00862847j 0.000120312-0.0119241j 0.000825266+0.000447603j 0.00474733-0.000542306j 0.000509486-0.0172226j 0.000814882+0.0037516j -0.000715149+0.0123108j 8.76943e-05-0.00515903j 0.00150729+0.00468881j 0.0021058-0.00771036j 0.000946484-0.00245011j -0.00188523+0.0125724j -0.000433421+0.0364896j 7.05305e-06-0.0131836j 0.000574685-0.0407293j 0.000483836+0.00705169j 0.002097+0.00775594j -0.00412614+0.00204376j -0.00164458+0.00652523j -0.00119531+0.0444j 0.00287207-0.0587819j -0.00431397+0.0263267j -4.58443e-05-0.0453465j -0.00449678-0.0187567j 0.000966953+0.0960133j -0.00331167+0.0879653j -0.00599652+0.0622615j -0.00649824+0.00818537j 0.00603705-0.0692983j 0.0111509+0.218383j 0.0106119+0.0211221j 0.00674239+0.0231736j -0.00299194+0.160653j 0.00735305-0.171526j -0.00183693-0.0353231j 7.46875e-05-0.0593j 0.00100907+0.0186279j -0.000818713-0.0120677j 0.00592378+0.0605233j -0.00226389-0.0184606j 0.00329669-0.00725062j 0.00529359+0.0578261j 0.00505604+0.0557028j 0.0151228+0.00552517j -0.0100728-0.00862149j -0.0194228-0.0511482j 0.0114619+0.057071j 0.000785798-0.0928009j 0.00339566-0.110626j 0.0160332-0.170183j 0.00092864-0.102805j -0.00230074-0.315746j -0.000586744+0.0338948j -0.00196866+0.045587j -0.000500477+0.0117347j -0.00100345+0.640653j 0.000548214-0.0477415j 0.00546198+0.011776j 0.00154986-0.0719193j 0.00113542+0.0841641j 
-0.000475302+0.013141j 0.00101403-0.076052j -0.00012905-0.00680667j -0.000341264-0.00284353j 0.00139763-0.138834j 0.00102092+0.0286576j 0.000790399+0.0682921j 0.000355669+0.0680486j -0.00122591-0.0581129j -0.000508101-0.0275143j 0.000211442-0.0123593j 0.000303681+0.00311655j -3.71296e-05+0.0101184j -0.000541463-0.0205202j 0.000812747-0.0152051j -0.000501645+0.0136732j 7.69228e-05-0.0154917j -0.000155195+0.0126089j 0.000113622+0.00246586j 0.000189787+0.0316472j -0.00133401-0.0661937j -0.000754067+0.204199j -0.00177995-0.13414j -0.002258-0.1741j 0.00208705-0.000518064j -0.00138542-0.0063982j 0.000248385-0.0125582j -0.000624746-0.0587173j 0.000804364+0.0610299j -0.00262291-0.071277j -0.000836061-0.0156202j 0.000391931-0.00511089j 0.000637947+0.0262078j -0.000990896-0.0306213j -0.000379791+0.0141565j -0.00293861-0.086277j -0.000113882-0.000343821j 0.000684908+0.0409256j -0.000780916-0.016023j -4.08979e-05+0.00332461j -0.000299065+0.0163338j -0.00154798-0.0367752j 0.000546931+0.00228199j 0.00106652+0.0140055j -0.000102324-0.00306175j -0.000474595-0.0451129j 2.31778e-05-0.00864557j -0.00110635-0.0422824j 0.000473423+0.0730879j 0.000191123-0.0776794j -0.000642731-0.0662773j 0.00106007+0.0184501j -0.00111051+0.058619j 0.00186734+0.055016j -0.00123408+0.0540651j -0.00042977-0.0664165j -0.000175492-0.0433948j 0.00114502-0.00184322j 0.00138753-0.112449j -0.00186418-0.00984594j -0.00744669-0.324398j -0.00228034-0.0845534j -0.00251322+0.0075161j -0.0115388-0.112563j 0.00405383-0.00681893j -0.00340436-0.0443154j 0.000910442+0.00848052j -0.00298876-0.0205375j 0.00269144+0.0241934j -0.000457302-0.00542419j 0.00436057+0.0472675j 0.00124105-0.0026484j -0.000340287+0.0349893j 4.21504e-05-0.000888197j 0.000779928+0.0097141j -0.0118745+0.0259841j -0.0033728+0.0258521j 0.00162177-0.0208609j -0.0104194+0.00166792j 0.00328338-0.03028j -0.00553687+0.132552j -0.00222873-0.0317687j -0.00563391-0.141197j 0.00622682-0.0060897j -0.00234468-0.218255j -0.0125634+0.38527j -0.000348125+0.0161966j 0.00247405-0.105443j 0.00982586-0.117718j -0.0043684+0.0181372j 0.00587948+0.156293j -0.000276215+0.440596j 
0.00307387-0.0659808j 0.00162549+0.134833j -0.000960578-0.00288865j -0.000766951-0.0150474j 0.000657347+0.258751j -0.00944092+0.0263363j 0.00518219-0.011526j -0.00154568-0.0706496j 0.000251282-0.0250816j 0.000375728+0.0137261j 6.08509e-05+0.00671361j -7.29269e-05-0.00609779j -0.00104445-0.0101116j -0.000233583+0.0065729j 0.000591133+0.00615054j -0.000770271-0.00971951j -8.13091e-05+0.000698621j -0.000478805-0.00892953j -0.00112401-0.0342312j -0.00436716-0.0348412j 0.00576879+0.0918105j -0.00121256-0.232809j -0.000368297+0.0895837j -0.00430268-0.0253087j 0.00148714+0.116253j -0.00120312-0.112535j 0.00143565-0.0346934j 0.00256968-0.036967j 0.00345078+0.000472392j -0.00431584-0.013564j -0.000127609-0.0610106j 0.000152723+0.00376877j 0.00123859-0.0241873j -0.00158346+0.0228707j -0.00117426-0.0231334j -0.00199094-0.0427458j -0.000252408-0.026105j 0.00216439-0.0168779j -0.00123361+0.0306617j -5.4395e-05+0.00228638j 0.000334082-0.0263916j -0.00187977-0.00010152j 0.00166518-0.0075675j 0.000447522+0.00265794j 0.00288876-0.00888338j -0.00269995+0.0260519j 0.000176335-0.0191703j 0.00128977+0.0133651j 0.00462657-0.130415j -0.00335729+0.0746998j -0.00389352+0.0479024j 0.00309222+0.00292912j 0.00047665-0.0419628j 0.00620461-0.078365j 0.00127073-0.0457726j -0.000390044+0.0860383j -0.00149539+0.119076j 0.0011482-0.0041058j 0.00417111+0.0730371j -0.0145219-0.155108j 0.00523516-0.0761197j -0.000773392-0.195528j -0.00328069-0.102513j -0.0179201-0.151083j 0.0106707+0.0863127j -0.00968828-0.0850589j 0.000493214+0.000849256j -0.00354866-0.0318215j -0.00378362-0.00737018j -3.86813e-05-0.00291474j -0.000217427+0.0336278j 0.00226295+0.00283713j -0.00638466+0.0232604j 0.00255766+0.00767672j 0.00146763+0.0293381j -0.0134682+0.013684j -0.0114653-0.00499721j -0.00751387+0.00794779j -0.0204458+0.0696415j -0.00382893-0.00781387j -0.00113129+0.00396135j 0.00719607+0.133845j -0.00137361+0.0388863j 0.000195002-0.130598j 0.0136684-0.49496j 0.0029293+0.258455j 7.06893e-05+0.00812158j 0.00371913-0.0169463j -0.00761539-0.0320106j 0.005029-0.16052j -0.00481837-0.0915901j 0.0014648-0.212051j 
-0.00133991-0.0745626j 0.00271446-0.0181773j 6.88191e-05+0.0249949j -0.000147775+0.0151319j 0.00507981+0.026843j 0.000860332+0.241062j -0.00145068-0.124798j -0.00164349+0.0266822j 0.000226199-0.000150573j 0.000545765-0.0355174j 0.000268253-0.000494417j -0.000287491+0.0213458j -0.000156287+0.0196375j 0.000661616-0.0167847j -4.5191e-05+0.0333582j -0.000172438+0.00691722j 0.000306483+0.00279838j -0.00097981+0.0423337j -0.000297873+0.0470224j -0.000931079+0.168415j 0.00158741-0.227999j -0.00834139-0.0886619j 0.00374152-0.0289396j 0.00256588+0.0997555j 0.00234264+0.0621252j -0.00124333+0.0295005j 3.05087e-05-0.0170074j -0.00138245-0.0892718j -0.00151585-0.0686848j 0.00217702+0.0892835j -0.00030349-0.0441055j 0.000610409+0.00238266j -0.000484507-0.0406167j 0.000779446+0.0237216j 8.57622e-05+0.016684j 0.000478318+0.0147047j -0.00017782-0.0199204j -0.00128674-0.0374017j 0.00112371+0.0371058j -5.08844e-05+0.000237461j -0.000685691-0.000178123j 0.000727222+0.0265106j -0.000964165-0.0095532j -0.000166281-0.0195876j 0.00016992-0.0234107j 0.00103188+0.053997j -0.000331427+0.00049697j 0.00130496+0.0189266j -0.00279652-0.117744j 0.00291181+0.0230687j 0.00233951+0.0237939j -0.000620905-0.0235126j -0.00140531-0.0193849j -0.00123638-0.121366j 0.000147799-0.0699986j 0.00402931+0.0446046j 0.00216071+0.200605j 0.00151802+0.252033j 0.00352987-0.0893958j 0.00428587+0.339484j 0.00106206-0.0812526j -0.00407865-0.0341472j -0.00411806-0.0149545j 0.00903056+0.033339j -0.00036786-0.00864501j -0.00755091-0.0217791j -0.000203882+0.000550472j 0.00108284+0.0149488j -0.00329096-0.0176627j 0.000313466+0.00403716j -0.00340849-0.0523524j -0.00140342+0.00819802j 0.00222815-0.0382389j -0.00305182-0.0062755j -0.000882996-0.034061j 0.00474538-0.0144248j 0.0159178-0.0737496j 0.00792613+0.000805271j 0.00331314-0.0933214j -0.00205815-0.16765j 0.00866082-0.0156372j -0.011985+0.224835j 0.00765027-0.318366j -0.000750682-0.272435j 0.00444747+0.141736j 0.0131094+0.00584547j 0.000540895-0.00139493j -0.0011113-0.0953066j -0.0107593+0.00356796j 0.00150929-0.0510131j -0.00366842+0.0918423j -0.000485213+0.0178596j 
