-0.0815081-0.174968j 0.0254168-0.380368j -0.307554+0.256362j -0.0859504+0.147071j -0.0828217-0.0995979j -0.176653+0.0154162j 0.028546-0.0453356j -0.334785+0.0864376j -0.231146+0.0661773j -0.00473859+0.946536j 0.440359+0.416988j 1.44782+0.439684j -1.40008+1.20275j -0.424833+1.44176j 1.97927+0.226899j 0.175834-0.251801j -0.455944+0.281155j -0.716942-0.158173j -0.271371+0.094195j 0.15888+0.370163j -0.556747-0.396676j -0.0126942+0.0112663j 0.17231-0.277634j 0.0770179-0.0163105j -0.399913-0.283741j -0.672362+0.325779j 0.21084+0.0730071j -0.268662-0.503612j 0.137883-0.249994j -1.15522-1.57633j 2.1159-0.665241j 0.940601-0.320106j -0.0559917+1.72508j 0.0781236-0.0674762j 0.0345-1.02488j -3.56587-0.0385951j 1.32498-2.45131j 0.069011-0.0949411j -0.128494-0.118592j 0.390491-0.0614115j 0.00912626+0.334275j -0.0398485-0.606362j 0.402175+0.104457j -0.539243+0.0995068j -0.300242-0.266379j -0.0203039+0.339737j 0.212524-0.185174j -0.0435302+0.466205j -0.511864+0.789342j -0.182429-0.106133j 0.488146+0.658584j -0.479168-0.50025j -0.360652+0.0549758j -0.398495+0.180313j -0.530538+0.237421j -0.243996-0.311518j 0.0458313+0.284812j 0.0939642+0.166806j -0.292134+0.995534j 0.157681-0.690496j 0.411622+0.0400519j -0.564665-0.684602j 0.171627+0.140795j 0.475909+0.544581j 0.113907+0.0304595j 0.20878-0.00883832j 1.15896+0.0741453j 0.135232-0.106639j -0.383269+0.556532j 0.72886-1.27422j -0.713523-0.78472j 0.679049-0.565849j 0.388479+1.15465j -0.205978-0.445367j -0.470377-0.824762j -1.2186+0.335592j -0.814861-0.947039j -0.809072-0.020062j 0.371188+0.0161595j -1.48495+0.134804j 0.0385202-1.03527j -0.552652+1.29933j 0.736399-1.34904j -0.192484-0.503017j 1.05192+0.461815j -0.774427-0.447743j 0.477936-0.591876j -1.12342-0.287707j 1.15832+0.973289j 0.415503+0.444915j -2.22355-0.623094j 1.44457+1.78997j 2.861-3.00157j 0.151992+0.0923062j -1.90358-1.95458j 
-0.0611206-0.0421339j -1.12748+1.19859j -0.0377352-0.82278j 0.480065+0.33091j 0.053817-0.3067j 0.341662+0.151358j 2.61088-0.0789094j 0.62316-0.321417j 1.00728-1.88361j -0.0844732-0.347059j -0.165977-0.36109j 0.643826+0.703005j 0.531626-0.4971j 1.64135+1.41573j 0.453488+0.076115j -0.0693232-0.0881478j 0.478783-0.658903j 0.0312841-0.037153j 0.635895-0.161277j -0.41103+0.3425j 0.0621393-0.182054j -0.343031-0.207425j 0.144101-1.30655j 0.308803+1.0314j 0.672842-0.614645j 0.174001-0.192243j 0.0802204+1.1675j 0.175782+0.748267j 0.0869168-0.817424j -0.490138+0.848342j 0.179537+0.683166j 0.0199721+0.589928j -0.508181-0.623035j -0.55847-0.785781j 0.064201+0.0127008j 0.227814+1.10754j 0.00513932-0.154257j 0.121265-0.561441j 0.677826-0.376317j -0.00222824+0.556805j 0.720114-0.110851j -0.121625-0.0957471j 0.0351756+0.138221j 0.267827-0.176981j 0.0981396-1.04209j -0.524805+0.47135j -1.83797+0.737552j 0.0863682+0.484681j 0.565352+0.336967j 0.477476-1.50106j -0.950778+0.727187j -0.285796+1.20063j -0.686465+0.0211938j 0.519006+0.716182j 0.236346+1.2094j 0.795965+0.484877j 0.210765+2.68817j -2.25181-0.0484828j -0.982077+0.353254j -0.133158-1.63996j -0.0100309-1.35964j 0.521953+0.341608j -0.580766+0.362682j -0.553416+1.77572j -0.000757365+0.000925377j -0.520786+0.814822j -0.538071+0.693593j -0.354746+0.535545j 0.390225-0.3094j -0.0275928+0.0391201j 0.0883777+0.0866808j 0.0228408-0.189754j -0.402354-0.823317j 0.879727+0.378106j -0.326895-0.461123j -0.654241+0.62925j 0.653108+0.954386j 0.275779+1.59556j -2.03976+0.670551j -0.300951+0.835496j -0.156263-0.596265j -0.0238587+1.12205j -0.0573097+0.911702j 0.815244+1.41727j -1.09086+0.00906979j -1.50055+0.184848j -0.222237-0.654015j -1.89132+0.0244587j 0.0404505+0.0360616j -1.05889-0.237424j 0.319084-0.530816j 0.0505428+0.0264703j -0.337402+0.192174j 0.501585+0.499347j -0.81013-0.105228j 
0.031511-0.175019j -0.136089-0.196623j -0.249862-1.41632j 0.628463+0.00491315j -0.873554+1.30718j -0.430654+0.690629j 1.48736+0.481379j 0.657833-0.332663j -0.767583-0.96344j 0.506661-0.72642j 2.34568+0.333328j 1.43128+0.0221689j 0.328863-0.667735j 0.170806-0.429505j 0.227345+0.108163j -0.0494378-0.258891j 0.343557-0.193893j -0.25241-0.836442j 0.184011-0.163923j -0.0589778-0.878678j -0.343193+0.247982j 0.64568+0.447474j 0.166708-0.0867497j 0.0907844+0.344749j -0.658903-0.161039j 0.101589-1.54073j -0.459898+1.80948j -0.621615-0.931423j -0.0724787-0.0548992j -0.357014+0.233405j -0.831885-0.662783j 0.631879-0.859551j -0.507236+0.949475j -0.259997-0.447877j 0.594331-0.490421j 0.494896+0.362281j 0.037416-0.294656j 0.352458-0.324645j 0.341428+0.021181j -0.439736-0.074203j 0.238715+0.533376j 0.0180404-0.609236j -0.440895+0.434518j -0.244776-0.484586j 0.215874-0.198007j -0.24275-0.670822j 0.264977+0.593606j -1.01249-1.00917j 0.438529-0.140875j 0.147171+1.83017j 0.559383+0.248286j 0.641585+0.627973j 0.411407+0.650077j 0.350739+0.29865j -0.370994-0.0824316j 0.196808+0.202218j -0.0521853+0.344755j 1.02667-0.601113j 0.604554+0.982872j -1.301-0.698186j -0.198518-0.270021j 1.10541-1.20565j 0.576493+2.00583j -0.000454079+3.08672j -0.00829958+0.717554j -0.264602-0.549247j -0.61054+1.30312j -0.328075-0.313915j -1.17799+0.460137j -0.97949-1.38804j 0.760397-0.599572j 0.426632-0.253239j -2.24699-2.74377j -0.638322-0.772381j -0.432941+1.59464j 1.6297+1.15482j 1.08618+0.590706j 0.537197-1.06623j 1.38176-0.738015j 0.240942+0.881831j -0.293957+0.57037j -0.583098+0.839848j 0.18709-0.882397j -0.24016+0.772047j 0.598087+1.78214j 0.47988-0.214521j -0.00814937+0.0909414j -0.72511+0.0126374j 0.0710697+0.370357j 0.013336+0.654843j -0.280782-0.198579j -0.0775226-0.256374j -0.197866+0.465108j 0.0736623-0.0940095j -0.453069-0.133668j 
-0.200551+0.0307808j 0.828701-0.00102338j -0.147356+0.194737j -0.667756-0.2514j 1.24767-0.532719j -0.896917+1.67276j 1.86444+1.12335j -0.758467+0.218319j 0.103369+0.12394j -1.1023-0.499927j 0.00972898-0.309937j -0.99362+0.290244j -0.116523+1.57376j -0.260327-0.590356j -0.31419-0.170253j -0.337906-0.123098j -0.179382-0.634184j -0.0435644-0.134644j 0.0779771-0.552896j -0.0610524+0.0443815j -0.741727+0.00389019j 0.949876-0.993027j -0.0710125+1.42323j 0.528139-0.108459j 0.0849221-1.87088j -0.829709-1.04773j -0.858401-1.25609j 0.951787+0.0759707j 0.00935012+0.94326j -0.725629+0.505402j -1.02951-1.05933j -0.306301+0.530983j -1.34508+0.186195j -0.287452+0.488279j 0.13398-0.864732j 0.763887+0.555866j 0.0615206-0.345427j 0.334022-0.298017j -0.212168+0.110195j -0.0119322+0.100139j -0.227591-0.0901257j 0.0684537-0.0738864j 0.157046-0.0848293j 0.559185+0.309608j 0.714724-0.246344j -0.0407331+0.263784j 0.265745+0.206275j -0.610026-0.409566j 0.289622+0.54129j -0.184264-0.405877j -0.0834655-0.0752963j 1.0169-0.666969j 0.339061+1.27079j 0.115755-2.48502j -1.56093+1.30256j -0.0761647-0.0706592j 0.336207-0.119296j -0.736699+0.110311j -0.452596+1.05988j 0.663459+0.830265j 0.0302636+0.119369j -0.295484-0.0693571j -0.515346-0.15292j 0.648439-1.28282j 1.50127+1.62442j 0.786238+0.309992j 0.0463551+0.557526j 0.17464+1.15117j -1.25809+0.224891j 0.435322+0.742591j 1.60291+0.302521j 0.518311-0.304934j -0.727586+0.379103j -0.0255335-0.888307j -0.154441+1.90102j 0.429051+0.186134j 0.448623+0.103119j -0.423033+0.517824j -0.0431054-1.25739j 0.0984505+1.31144j 1.33272-0.196868j 0.519951+0.752577j 0.285411-0.729383j -1.02188+0.23393j -0.674884-0.682344j -0.0110587+0.344754j 0.367757-0.951442j -0.65171+0.00108305j -0.0704842+0.306528j -0.772171+0.0643504j 0.212023-0.109025j -0.4007+0.119473j -0.460312-0.0175963j -0.117453-0.166484j -0.319617-0.199415j 
-0.0507959+0.0374782j -1.41196-0.343068j 0.344131-0.0650666j 0.296988+0.399125j 0.0171538+0.0418925j 0.17957-0.036545j 0.819872+1.97195j 0.591255+0.423318j 2.5914+0.257453j 0.0218984+0.201589j -0.0132257-0.13856j 0.162847+0.845998j 0.532111-0.0818857j -0.627279+1.72639j 0.0805857+0.457889j 0.294191+0.310142j -0.195982+1.01494j 0.0559166+0.2955j -0.648847+0.503105j 0.510633-0.779657j 0.0926765+0.352122j 0.483293+0.34236j 0.970562+1.70426j -0.733595-1.53927j -0.294245+1.16415j -0.0817074+0.863126j -0.587345-1.56073j -0.519276-1.29438j -0.275734+1.38252j 1.02321-0.934385j 0.396441-0.786671j 0.15774-0.943857j 0.319583+1.03922j 0.520874+1.23216j -0.0504942+0.0129082j -0.318286-1.27097j -0.31044+0.594165j -0.791424+0.21984j 0.0455621-0.175759j 0.464187-0.121682j 0.337512-0.160008j 0.112349+0.405537j 0.18119-0.0570557j 0.834795-0.133278j -2.11594-0.104631j -0.0136439+0.612746j -0.496256+0.441273j 1.54895-0.723024j 0.641817-0.361865j -0.407006-0.310179j -0.232231+0.194137j -0.637549+0.0521586j -0.370964+0.411173j -0.0806813-2.55721j 1.43319+0.288236j 0.447466-0.9665j 0.15324-0.649672j -0.19603-0.354436j -0.0545831+0.046265j -0.623967+1.0051j -0.0765359+0.0208938j -0.407+0.0647878j 0.330766-0.122997j 0.286174+0.155613j 0.212161-0.0360744j -0.378822-0.149492j -1.08053+0.401216j 0.214004-0.539568j 0.529574+1.01181j -0.777753-0.419642j -0.0424458-0.214108j -0.0470918-0.987556j 0.52124-0.0546753j 1.82083-0.832189j -0.756342-0.933495j -0.151823-0.22412j -0.369107-0.242065j 0.732635+0.198967j 1.42948+0.854357j -0.348969+0.459637j 0.0553227-0.430834j -0.229231+0.665082j 0.878138+1.17142j 1.12533+1.04436j -0.0656725+0.101724j 0.0621384+0.940278j -0.0944335-0.44195j 0.530037+0.89207j 0.0518808+0.105474j -0.407695+0.4753j -0.122499-0.161077j 0.0774869+0.145389j 0.567366+0.218075j 0.153855+0.31829j 0.386529+0.662604j 
-0.0526725+0.0432375j 0.569891+0.421968j -1.32486+1.36001j -0.0136969-1.69563j -0.436516+0.556354j 0.582339+0.0333578j 0.905241-0.762035j -0.0818988-0.651753j 2.76748-0.520379j -0.629782+1.99694j -0.606537-0.405223j -0.207956-0.704417j -0.698789-0.574154j -0.0870558-1.05147j -0.187538-0.466913j -0.206919+0.100703j -0.37359-0.439172j -0.505214+0.991785j 0.283209-0.992765j 0.16773+0.593519j 0.806084-0.773802j -0.0631931+0.383218j -0.145593-0.296344j -0.0325779+0.863699j -0.542226-0.722326j -0.392964+0.430659j -0.926949+2.16345j 0.224406-0.522539j -0.0479522+0.467702j 0.101282+2.00842j 0.774265+0.523108j -0.47689+0.13385j -0.378418-0.669732j -0.219806+0.00362264j 0.0718741-0.153513j 0.201536-0.0721016j -0.0230222-0.00127999j -0.101777+0.148879j -0.501794-0.0619101j 0.374988+0.0136159j -0.349929-0.551344j -0.331333+0.764584j 0.883983-0.297089j 0.244864+0.87537j 0.181959-0.387631j 0.453675+1.22156j 0.129709+0.606452j -0.0619708+0.737762j -0.518624+0.596824j -0.597942-0.101614j -0.76315+0.174413j -0.0153746-0.956144j 0.565653-1.5869j -0.330366-0.697436j -1.10446-0.659449j 0.0509593+0.11476j -0.451433-2.19468j -0.295589-2.23951j -0.083491-1.6278j -0.227295+0.776458j 0.0450487-0.0391605j -1.8271-0.0541111j 1.06796+0.695767j 1.10433+0.0919538j -0.609517-0.443508j -0.751451-0.868686j 0.250277-0.697144j 0.692278-2.18868j -0.949432+0.138709j 1.27519-0.872649j -0.671904+0.305611j 0.248545+0.0735016j -0.657101-1.29683j 0.579557-0.858673j 1.16763-0.0336983j 0.0562733-1.39241j -0.0132924+0.365736j 0.300291+3.1327j 0.927405+0.413308j 0.125317-0.395557j 0.685375+0.248015j 1.03939-0.171798j -0.523425-0.116039j -0.151713-0.620947j 0.623892-1.33646j -0.230014-0.0318715j -0.176414-0.109365j 0.152056-0.205129j -0.0853941+0.110201j -0.158777-0.114676j 0.151472+0.135705j -0.063222+0.0403422j 0.0519169-0.249923j -0.124343-0.330517j 0.251653+0.122097j 
0.18238+0.0430172j 0.177189-0.306048j 0.842439-0.381629j 0.308244+0.461986j -1.58416-0.431468j -0.205234-0.347565j -0.0998125+0.358254j 0.523121+0.529892j 0.693027-0.879379j 0.71943+0.86159j -0.0930141+1.96235j 0.471653+1.28654j 0.851457-0.345463j 0.376021-0.175594j 0.00667655+0.219164j 0.0468479+0.24213j -0.432864+0.0995674j 0.478057+0.613797j 0.213643+0.00424612j 0.712675+0.763639j 0.342008-0.620432j -1.0566-0.777178j 0.172237+0.194896j 0.0350229-0.1649j 1.24638-1.26415j -0.17242+1.87464j -0.0187883-2.5246j 1.24044+1.52503j -0.120755+0.219557j -0.0920158+0.155771j 0.752401+0.666147j -1.27453+1.09304j 0.1671-0.896553j -0.212874+0.358221j -0.47317+0.280025j -0.235102-0.11805j -0.0273468+0.140865j -0.209422-0.0855487j 0.115635+0.00199137j 0.0571997+0.541814j 0.0267417+0.106809j -0.542457+0.122129j -0.0783441+0.120211j 0.182468+0.829448j -0.337323+0.189059j 0.237258-0.0297853j 0.271932-0.702518j -0.650023+1.65285j -0.595599-0.773694j 0.124308+0.162289j -0.0662737-0.177675j -0.484934-0.621701j -0.213694-0.443044j 0.281549+0.25451j -1.80464-0.270365j 0.319626-0.0773587j -0.347605+0.169063j -0.714817-0.138305j 1.22011-0.325081j -1.17318+2.70784j 0.0175336+0.106844j -0.381587+0.0272528j 0.913476-1.17998j 0.275906+0.704534j -0.23555+0.810981j -0.673158-0.0201591j -0.720999+1.66874j -0.0287084-0.00541217j -0.241134+2.58875j -0.603457+0.205895j -0.809907-1.48158j -0.169139-0.495385j -0.474827+0.751059j -1.56419-0.524571j -0.0532188+0.965873j -0.142711-0.6378j -0.141294-0.363434j -0.79352+0.102455j 0.169561-0.219031j 0.261222-0.00701744j -0.623223+1.42682j -0.280315-0.145632j -0.447462-0.694017j 0.162715+0.232431j 0.648856-1.0701j -0.433864-0.215805j -0.115716+0.174739j -0.0649884+0.11939j -0.114658-0.298306j 0.120436-0.0899268j -0.0331096+0.355751j 0.24418-0.0991403j 0.297967-0.0834093j -0.00192906+0.118136j 0.121599+0.145362j 
0.0372864+0.105383j -0.239811+0.0288622j 0.322987+1.27205j 1.13995-1.58728j 0.780635+0.880566j -1.01817-0.383635j -0.00850981-0.0229559j 1.46817-0.789335j 0.500693-0.101382j -1.85242+0.0608708j 0.756851+1.23724j 0.550137-0.423976j -1.72404+0.372582j -0.489225+0.3749j 0.197282-0.348955j -0.213497+0.0774238j 0.179699-0.358686j 0.10139+1.0018j 0.465285-0.85878j -1.03012-1.11204j -1.42498+0.859295j -0.520024+0.453699j 0.123662+0.538419j -0.0720477-0.0233022j 0.0579814+0.746076j -0.0387983-0.905665j 0.392676+0.0335155j 0.448549+1.23471j -0.131512-0.804668j 0.119899-0.0995341j 1.17516+0.277802j 0.182166-0.129261j -0.57901+1.10152j -0.412009-0.470247j -0.900404-0.714248j -0.453704-0.0768037j -0.289858+0.0656005j -0.485611+0.0811948j -0.474964-0.334132j 0.0788977+0.878256j 0.644488-0.931053j 0.0266648+1.66351j 1.61109-1.34641j -0.13709-0.0160848j 1.01868-0.0780284j 0.00353986-0.238358j -1.16392-1.36676j -0.608804-0.0475419j 1.07451-0.723991j 0.844467-0.731378j 1.85478-0.22526j -0.11144-0.650599j -0.226834+0.271625j 0.259404-0.530291j -0.101675-0.548644j -0.118873+0.0217133j 1.20328-0.642075j 0.176703-0.373192j 0.769816-0.467792j -0.493549+0.82331j 0.859942+1.1437j -0.732087-1.27024j -1.03385-0.49313j 0.10399-0.264425j -0.185968+0.733686j -0.590307+0.945403j -0.0793606-0.692396j -2.53713+0.311893j -0.62241+0.848044j 0.84677-1.62143j -0.211874-0.338169j 0.247612+0.169328j -0.506391-0.325213j -0.0419273+0.360974j 0.497307-0.57998j 0.440827-0.311485j -0.376039-0.568897j -0.626748-0.0379189j -1.28515-0.518236j 0.147838+0.370159j 0.38571+0.225352j -0.459928-1.27166j 1.17603+0.833947j 0.0964354-0.507692j -0.0149669-0.843673j -1.07745+0.829678j -0.847089+0.747678j 0.2753+0.109021j 0.70341+0.125659j 0.819778+0.786497j 0.253635+0.0445501j -0.658486-0.217668j 0.691197-0.765401j -0.306128+0.306612j 0.142723+0.29282j 
0.00753496+0.0669464j -0.0142588-0.341052j 1.45883+0.674428j -1.03891+0.321986j 0.498939+0.443664j -0.453522-0.811315j -0.281108-0.742227j -0.335663+0.0184769j -1.13856-2.62777j 1.81395-0.17599j -0.171156+1.04046j -0.203225+0.402786j -0.517663+0.433949j -0.57377+0.599856j -0.200211+0.328605j 0.0171439+0.355341j -0.666813+0.20918j 0.241843+1.19774j -0.0433128-0.664872j 0.603127+0.184946j 0.646008-1.00316j -0.0286808+0.468407j 0.701595+0.288128j -0.198003+0.413812j -0.451281-0.665202j -0.331068+0.967083j -1.31421+1.24421j -0.0339568-0.812039j -0.545846+0.866585j -0.200599+1.7539j 1.01401+0.626512j -0.840211-0.307456j -0.419763-0.408854j -0.236911+0.350949j -0.199369+0.0374695j 0.0502839-0.470573j -0.26587+0.212215j -0.361769-0.194777j 0.133969-0.00711285j 0.196079+0.588682j 0.193955+0.00917677j -0.592453+0.135362j -0.23437-0.125038j -0.238628+1.29527j 0.0406556-0.941417j -0.243737-0.323055j -0.512284-0.561641j 0.490522+0.407331j -0.817139-0.627478j -0.0415414-0.139029j 0.428665-0.199974j 0.561412-1.18019j -0.148069+0.903819j 0.145437-0.991817j 1.45674-2.60892j 0.0354171+0.616732j 0.501983-0.20286j 0.221165-0.23674j 1.42369+1.0289j -0.24449-1.85231j 0.0955992-0.0794825j 0.233433-0.754937j -0.260906+1.26144j -0.866081-0.338213j 2.09614-0.826742j -0.265119-0.332606j -0.0417405+0.544105j 0.453645+0.293343j 1.14581-1.18842j -0.536725+0.534278j 0.492079-0.938329j -0.258301+0.145566j 0.969278-0.316428j -0.620398+2.55694j -1.84553+0.892836j 0.0723611-0.260574j -0.440557-0.229976j -1.7107+0.086564j 0.191652+0.605829j -0.260466+0.665678j -0.923204+0.375057j -0.746366+0.14851j 0.506183-0.310956j 0.0858718+0.228895j 0.258607-0.26769j -0.489113+0.107225j 0.395143+0.133801j -0.0767614+0.216514j -0.0920815-0.164121j -0.245309+0.126454j 0.00925128+0.0376713j 0.063005+0.0766614j 0.237278+0.119512j -0.0237838+0.335037j -0.00484786+0.334517j 
0.457434-0.323007j 1.13682+0.991717j -0.721376+0.154357j -0.310029+1.73314j 1.3758+0.839676j -0.436174-1.52623j 0.414304+0.922284j -0.837178+1.51141j 0.630892+0.543948j 0.301288-0.00414432j 0.944608+0.783727j -0.439925-1.40569j 0.118355-0.160707j 0.23105-0.990273j 0.0741567-0.306821j 0.401341-0.107294j -1.1094-0.511679j 0.201021-0.344363j -0.190769+0.0788101j -0.923191+0.0461374j -1.82576-1.19084j 0.115165+0.0300247j 0.812916+0.161928j -0.044111+0.40674j 0.601433+0.219941j 0.680695+1.44057j 0.0467293-0.185437j 0.0989267+1.51158j 0.0406131-0.180294j -0.0571939+0.154502j -1.06171+0.301498j 0.493801+0.0596973j -0.375953+0.157954j -0.913176+1.24428j 0.367511+0.776879j 0.583228-0.666164j -0.144857-0.053362j -0.0556792-0.161775j -0.155034-0.177755j 1.19128+0.0772242j -0.904057-0.958567j 0.351901-0.590354j -0.662035+0.38936j -1.27499-0.331025j -0.392122-0.11726j -1.15845-1.69785j 1.1175+0.00917207j 0.224645+0.585819j 0.935345-0.0397164j 0.589885-0.813941j 1.23754+1.5027j -0.739516-0.612648j -0.368855-1.25563j -0.251909-1.07399j -0.318251-0.0657499j 0.622756-0.149023j -0.544998-0.772173j -1.23899-0.632648j -0.181136-0.539827j -0.433792+0.621264j -1.17025-1.67313j -0.0522558-0.59223j 0.101292+0.583415j 0.302938+0.765671j 0.182638+0.552621j -0.420131-1.06039j -0.0956231-0.11176j -1.5521+0.690688j -0.836895+0.0184004j -0.867-1.767j -0.130553+0.405624j 0.602554-0.803242j 0.383456-0.567259j -0.366249+0.466738j 0.116779-0.292212j -1.32728-1.67309j 0.468479+1.10588j -0.737699-1.09714j -1.16336-0.194675j -0.0169109-0.596053j -0.361071-0.115463j 0.540169-0.87461j -0.618066+0.375525j 0.709703-0.196366j -0.311654-0.132018j 0.833293-0.59278j 0.572848-0.402561j 0.248438+1.6035j 0.211939-0.532939j -0.0245429-1.12828j 0.236851-0.246904j 0.573686+0.191382j -0.313974+0.175403j 0.254185-0.482126j 0.271613+0.508098j 
0.112895+0.0204707j 0.270589+0.366253j 1.39344-1.10592j -1.78115-0.316671j 0.551261-1.01977j 0.289737+0.827004j -0.28626-0.214099j -1.04407-1.21969j -0.173935-0.2929j 0.856144+1.59119j 1.0452-0.864287j -0.251804-0.465292j 0.980571+1.82506j 0.816487+0.442528j -0.337071-0.0105125j -0.253969+0.324519j -0.130717-0.569535j 0.610117+1.607j 0.0301251-0.883377j -0.782757-0.844538j -1.06762+1.21886j -0.776458+0.374802j 0.588398+0.77154j -0.12906-0.123105j 0.0326058+0.835313j -0.0393831-0.712173j -0.0177995+0.277402j 0.0386224+1.15429j -0.169806-0.522692j 0.107593-0.250777j 1.5294+0.725867j -0.0296194-0.218151j -0.970047+0.889523j -0.105236-0.575915j -0.304487-0.718157j -0.507443-0.573033j -0.142935+0.128839j -0.339126-0.400679j 0.347304+0.135815j -1.16827+0.531133j -0.342626+0.335715j -1.90996+0.705268j -0.779442+0.639365j 0.302261+0.228116j 0.304511+1.78569j 0.0606614-0.181738j 1.10196+0.403777j 0.00358304-0.183038j 1.75032+0.157107j -0.160425+0.276745j -0.177839-0.0348684j -1.57324+0.342048j -0.941918-0.396179j 0.0925426+0.257173j 0.906695+0.171315j -0.16936-1.29913j 0.000306987+0.588011j 0.195999-0.514419j -0.222242+1.85552j 1.52131+0.0823496j -0.511291+0.020129j 0.262073-0.0614412j 1.27461-0.62444j -2.07169+0.488949j -1.41143-1.34879j -1.34052-0.256185j 0.433513+0.288005j -0.080025-0.850244j 1.04423-0.919932j -0.360387+0.649045j -0.0237075+0.315523j -0.41603-0.90895j 1.12573-0.228469j -0.736136-0.820251j -0.926055+0.656915j -0.565463+0.368462j 0.156067-0.319276j -0.499388-0.0352697j 0.666305-0.378113j -1.2974-1.10414j -0.623458+0.115523j -1.3298-0.195067j -0.965181+0.40372j 0.27565+0.314944j -0.0592795+0.151708j -1.02575-0.0819003j 0.19252-1.47765j -0.0828954+0.332732j -0.304974+0.426052j -0.345417+0.447023j -0.305907+0.0220116j 1.07565-0.00413266j 0.522766+0.406901j -0.272077-0.023545j 0.0923719+0.161236j 
-0.620661-0.41899j 0.336303-1.6523j 0.570345+0.658731j 1.40119-0.362868j 0.134464-1.80716j -1.23605+0.939435j 0.440361-0.883655j 1.37871+0.0644342j 0.385497-0.800681j -0.0578435-0.334179j 0.785924-1.11366j -1.53667+1.09543j -0.180641-0.149587j -1.19735+0.224221j -0.413457+0.0570736j 0.0965076-0.0340333j -1.1949+0.315243j 0.120294-0.316856j -0.171238-0.250383j -1.17029+0.365757j -2.24027-0.559228j -0.0424421-0.0507205j 1.07618+0.108294j 0.0607653+0.323608j 0.48222+0.32752j 0.570978+1.55069j -0.0762976-0.143817j -0.432643+1.894j -0.234238+0.137259j 0.196291+0.211177j -0.77122+0.0428027j 0.542994+0.0344068j -0.482509+0.0647785j -1.23825+0.751748j 0.00794571+0.750676j 0.38311-0.228633j -0.428501+0.0031604j 0.0198652-0.352991j -0.00146993+0.00922638j 0.462292+1.15146j 0.400371+0.684466j 0.73+0.165678j 0.275392-0.262176j 0.530312-2.23388j -0.538889-0.818401j 0.671964+0.473688j 0.118889+0.478408j -0.506998+0.41305j 0.938924+1.75896j -0.118548+0.525237j -0.54906-0.354289j -0.972811-1.21106j -0.28344+0.34646j -0.284897-0.128171j -0.622225-1.25461j -0.41507+2.23906j 0.209058-0.114019j 0.709112-0.10243j -0.267427+0.338102j 1.78501-0.883536j 0.902641-0.299229j 0.263255-0.025978j 0.112719+0.685271j -1.57756-0.594381j -1.78565-0.584543j -0.240915+0.176509j -0.557154-1.52959j -0.193749-0.846858j 1.76857-0.94193j -0.223733-0.0373775j -0.253739-1.43761j -0.353232+1.53141j 1.1844-0.0740771j -0.351424-1.62287j 0.0290293+0.119512j 0.446413-0.32554j -0.581105+0.113346j 0.144892-0.339628j 0.592211-0.562261j 0.186867+0.0329259j 0.606649+0.100174j -0.0484928+0.28205j 0.346615-0.186693j -0.990615+0.961599j -0.0819702-0.247977j -0.201301+0.27922j -0.544421+0.722794j -0.754704+0.302761j -0.289068-0.180187j 0.292185+0.231968j 0.486556+0.162888j -0.180878-0.105083j -0.0478432-0.0116622j -0.041821+0.568127j -0.27625+0.26273j 
0.744745+1.00462j 1.07707+0.764969j 0.338108+0.279282j -0.469824+1.21073j -0.326781-1.6339j -1.35772+0.181215j -0.0696175-1.09592j -0.13824+0.719094j -0.466317+0.508441j -0.373589-0.129631j -0.812094+0.289105j 0.639199-0.994442j 0.0685196+0.613081j 0.796903+0.0552793j 0.665666-0.104012j 0.555912+0.62673j -0.599733-0.757495j 0.132488+0.0506093j 1.11031+0.844574j 0.982458+0.729711j -0.312102-0.261793j 0.66257+0.431617j 1.66379-0.218809j -0.649967-1.26487j -1.15575+1.01642j -0.0681329-0.862829j 0.693107-0.530256j 0.974251-0.746732j 1.39172-0.770833j -0.660042-0.117579j 0.00110875+0.18219j -0.128998+0.0284152j -0.289282-0.634246j -1.16852+0.318069j -0.577333+0.293534j 0.432451-0.00948585j -0.310067-0.4013j -0.0121448+0.149178j -0.368262-0.0619616j 0.615456+1.17501j 0.264406-1.2529j -0.869437-0.104118j 0.50881+0.951858j 0.514371+1.18674j 0.373241-0.132138j -0.290851+2.31331j -0.229034-0.208468j 0.403247+0.0936589j 0.617928+0.617627j -1.45873-0.619643j -0.0771937+1.41909j -0.00825583-0.525717j 0.408633-0.983337j 0.187547-0.842009j 0.828124-0.3916j -0.51387-0.216137j -0.404985-0.714401j 0.308551+0.673291j 0.297921+0.484706j -0.669328+0.748525j -0.119085+0.481368j 0.0334584+0.335428j 0.160385-0.580593j 1.8628-0.805751j -0.0396829-0.220971j 0.0771212+1.71635j 0.385732-0.38012j 0.0445797+0.0749685j 0.114617+0.415891j 1.02856-0.926159j -0.0886912-0.526666j 0.811428+0.364225j -1.66477+1.52444j 0.329206-0.0514833j -0.410038+0.0669363j 1.5049-0.872691j -0.905567+1.36001j 0.199515-0.733621j -0.163821+2.01657j -0.390944-0.378171j 0.0786396+0.101996j 0.41107-1.83869j -0.550276+1.23815j 0.0508592+0.32694j 0.780648-0.883158j 0.492366-0.514913j 0.176951-0.520078j -0.104458+0.195705j 0.00524843-0.230412j -0.117244-0.574034j 0.152217-0.0472755j 0.00393989+0.202878j -0.00291337-0.19058j 0.400491+0.0802754j -0.424913+0.694174j 
