-0.00647215+4.9062e-05j 0.0215282-0.00352821j 0.0220216-0.00371804j 0.0173229+0.00062676j -0.0180009+0.00343066j 0.033273-0.00399438j 0.0203785+0.00389237j -0.0228068+0.00400468j 0.00535447-0.00223807j 0.0171486-0.00528284j 0.03657+0.00614045j 0.0361764+0.000828323j -3.85962e-05+0.00663279j 0.0337575-0.00848884j -0.026203+0.00808707j -0.0102011-0.00580935j 0.0248355-0.000167852j 0.0258448+0.00150322j 0.0101919-0.00897049j -0.000833666+0.000920528j -0.0367934+0.00203044j 0.00150169+0.00768021j -0.033908+0.00767589j -0.0147112+0.00684402j 0.00398451-0.000308576j 0.0233605-0.00550675j 0.0137573-0.0088146j -0.010524-0.00621193j 0.0151507+0.00209761j -0.0238461+0.00761922j 0.00708158-0.000567749j 0.0148227+0.000599309j -0.0209854+0.00440996j 0.0057552+0.00383067j 0.00428772-0.00308729j 0.0143312-0.00314961j -0.0121845-0.00386899j 0.00589468+0.000762327j -0.0183251+0.00624815j -0.0139864-0.000675576j -0.00800993+0.000596652j -0.0158329+0.00879068j -0.00597148+0.00526878j -0.00174576-0.00312533j -0.00336911+0.00666719j 0.0123098-0.00507597j -0.00543776-0.00298468j 0.00142976-0.00782821j -0.000636076-0.00467267j 0.00781524-0.00474758j -0.0138996-0.00427186j 0.00539896+1.39431e-05j -0.0140523+0.00524953j -0.010261+0.000285351j -0.0245262-0.00239993j -0.0124505+0.0105105j -0.00961547+0.00532215j 0.00386388+0.00975547j -0.0227196-0.0085518j 0.00333988-0.00265571j -0.0357822-0.00655875j 0.0102037+0.00381174j -0.0246426+0.00238217j -0.0200742+0.0110419j -0.0202232+0.010443j 0.00941317+0.00414194j 0.0133813-0.000397349j -0.0511287+0.00810813j -0.0290319+0.00160221j 0.0402603-0.00766729j -0.00669914-0.00520842j 0.043166+0.00342875j 0.0344418+0.00336352j 0.00431936-0.0120071j 0.0283616-0.000254077j 0.0687259-0.0105711j -0.00107822-0.00377239j 0.0593038-0.00934701j 0.00554194+0.00575836j -0.0747723+0.0360056j 0.0277189-0.0266849j -0.0425326-0.00210679j 0.122895+0.027749j 0.102967-0.0176489j -0.129865+0.133176j -0.354214+0.00183309j 0.185219-0.0310026j 0.0734886-0.0529538j 0.0546823+0.0535703j 0.112672-0.0217193j 0.0321206-0.011548j -0.0179196-0.025679j 0.0507674-0.0225154j -0.0347806-0.00781559j -0.000448622-0.0184811j -0.0189857-0.00679716j 0.108536-0.00323511j 0.437993-0.00271836j 
-0.00171105-0.00985302j -0.00323585-0.00768711j 0.00644351-8.81471e-05j 0.0163149+0.00248542j -0.0236728+1.54663e-05j -0.00658577-0.0096914j 0.0316242+0.00891772j -0.00209885-0.00936924j 0.0453745+0.0132344j 0.0274415-0.0130867j 0.0247015+0.0073986j 0.0216264-0.0138926j -0.0259643+0.0184589j 0.0085563-0.00508057j -0.0227881+0.00863695j 0.00308208+0.0167154j 0.00423696+0.0173754j 0.0172486+0.0224152j 0.00358918-0.0132075j 0.00385915-0.0061496j -0.000512574+0.0156251j 0.0203185-0.000970919j 0.000296734-0.00790738j -0.00886171+0.00466448j -0.00293811+0.00517726j 0.00402213-0.0153219j -0.00317799-0.0116909j 0.0199526+0.000286137j 0.00392941+0.0106403j -0.00122483+0.00179355j 0.00436468+0.00312054j 0.00950476+0.0100591j -0.00693324+0.00253132j 0.0066236-0.00259386j -0.00850061-0.00586566j -0.011275+0.00759789j 0.0250788-0.0130765j -0.00425368+0.0030828j 0.0129504-0.0260589j 0.013788-0.000532697j -0.0344868-0.0226464j -0.00934158+0.0116433j -0.0313712+0.0125296j 0.015811-0.0235626j 0.0387321-0.00328703j 0.00547527-0.00575057j -0.0172832+0.000709752j 0.0203774-0.0204374j 0.0184997-0.0102409j 0.045518-0.00566365j -0.0292068-0.00676925j -0.00243628-0.00665643j 0.0130433-0.0116799j -0.0096139-0.027414j 0.119273-0.0190915j -0.165397+0.0203002j 0.00139556+0.0397986j -0.00654991-0.0142052j -0.0251261-0.000626572j -0.0264347+0.0381316j 0.0306393+0.00261931j -0.0705935+0.0710188j 0.0726767+0.0517582j 0.0677634-0.0381182j 0.189097-0.0854115j 0.000979007+0.000635711j -0.135354+0.00871929j -0.0427821-0.0341967j 0.0268034-0.0263149j 0.0858274+0.00218021j -0.0277461-0.0325965j -0.00267614+0.0727657j 0.0633255-0.032545j -0.0434238+0.0232724j -0.0939308+0.00797461j 0.00181863-0.00648129j 0.00480616+0.152282j -0.0482822-0.161519j 0.048163+0.163829j -0.0231273+0.0409193j 0.0270151-0.00177047j -0.0355787-0.0246606j -0.0113772-0.0426932j -0.00353914-0.016775j -0.0293143+0.0511416j -0.0411284-0.0444862j -0.0225961-0.0638138j -0.0100019-0.00365461j 0.035239+0.0135052j -0.216292+0.0708599j -0.0896247+0.00734769j -0.00650672-0.0719876j 0.0495031-0.00418166j -0.0119249+0.0422585j 0.117066+0.00621512j -0.00156098-0.0244026j 0.0210705+0.0159809j 0.0272724-0.000179015j 
0.00572801-0.00653478j -0.00217909-0.0120145j 0.00774351-0.00616076j -0.0057595+0.0135596j 0.00709442-0.0165691j 0.000451101-0.0184548j -0.0217521+0.0256847j 0.00317042-0.0240819j -0.0114766+0.042839j -0.0248115-0.00013504j -0.0148462+0.0202895j -0.0084223+0.000409163j -0.0056476+0.000955184j -0.00706146-0.0147239j 0.0252841-0.0335398j -0.0153968+0.020902j -0.00150606+0.0189549j -0.0184273+0.0260042j 0.00289908+0.0111516j 0.0222907+0.00892434j 0.00972823+0.00083463j 0.0130336+0.0232172j 0.0033405+0.00367234j -0.0217267+0.00513795j -0.0281312+0.0211375j -0.00852825-0.0204891j -0.00432757+0.0168859j -0.00474182+0.035614j 0.0239322-0.00101132j -0.016144+0.00184937j 0.0227729+0.0363131j -0.0136022+0.00874194j 0.0115807+0.0108082j -0.00589992+0.0169011j -0.0159411-0.0240522j 0.00655894-0.00618795j -0.0208037+0.0265179j -0.00779727+0.0157129j 0.0209867-0.0177579j -0.0262982+0.0251006j 0.0232204-0.0193513j 0.000741959+0.00468097j 0.0334728+0.00748235j -0.0380101-0.0342363j -0.013638+0.00656355j -0.000736873-0.000527962j 0.031833+0.00457408j -0.0570519-0.0061679j 0.0171308-0.00664496j -0.0461675+0.0260357j 0.0439226-0.0507044j -0.033771-0.0324186j 0.0426176+0.0374234j 0.0130803+0.0201482j -0.105894+0.0280235j 0.0807068-0.0734215j -0.00105376+0.00562418j 0.0277723-0.0131085j 0.0165303-0.0143861j 0.0519404+0.00160478j -0.0469906+0.0309241j 0.00187473+0.0246317j -0.0245407-0.0208354j -0.0608955-0.0510429j -0.0711697+0.0479398j -0.11752-0.0615167j 0.183678+0.0553454j -0.0743353-0.0978043j 0.0613541-0.0399082j -0.0660568-0.00654213j 0.0140084-0.0293303j -0.118438-0.0191436j 0.0784074+0.0631168j -0.0284384+0.0208568j -0.0501675+0.0127119j -0.0744681-0.0513635j -0.0391728+0.193815j 0.0607725-0.227893j -0.00531516+0.200598j -0.0184279-0.0398697j 0.0463746+0.111565j 0.039694+0.0220693j 0.0292294-0.0192371j 0.0615083+0.012823j 0.027809-0.0341588j 0.0420307-0.0245484j -0.00501375-0.0792326j -0.0198645-0.0153873j -0.0101352-0.0408611j 0.179617+0.108303j -0.0691022-0.0119887j 0.0610923-0.069343j 0.00649088+0.0239579j -0.0596359+0.0420731j 0.0676479+0.040066j -0.00131851-0.0505566j -7.79651e-05+0.00702424j -0.00475167+0.00434191j 
0.0143454-0.00384067j 0.00943613+0.00112935j 0.0211255-0.000931228j -0.0141753+0.0106826j -0.0146481-0.00514691j 0.0209017+0.0031825j -0.0115676+0.00929808j -0.0249102+0.00253403j 0.0248423-0.00123828j 0.0377764-0.00886351j -0.00484142+0.0147119j 0.022276+0.00367007j -0.0109962+0.00233925j -0.0100118+0.00902623j -0.0404764+0.0166708j 0.01733-0.00321367j 0.0170944+0.00213048j 0.0239144+0.00142114j 0.00484265-0.0121126j 0.00946228-0.0135582j -0.0268326-0.00378161j 0.000913067-0.00718468j 0.0396055-0.0200183j -0.0508441+0.013133j 0.00549139-0.00951389j 0.0244906+0.00660113j 0.0407352-0.0235445j 0.0377456-0.0152472j -0.0124167-0.000266222j 0.000834819+0.00895446j 0.0281701-0.009086j -0.0201351+0.00225211j 0.0207575-0.0149724j 0.023201+0.0202458j 0.0138381+0.00176938j -0.00742745+0.010613j -0.00642386+0.0104352j -0.0104772-0.0157652j 0.00148348+0.00480425j 0.00945232-0.0160234j 0.0370755-0.0121038j -0.0295398-0.0114584j 0.0322347-0.0240838j -0.0601817+0.0124238j -0.00183637+0.0141135j -0.0463666+0.0165846j -0.000763411-0.00683664j 0.0858743+0.00531825j -0.0378893+0.0134829j 0.0350693+0.00293446j 0.0272072+0.0188964j 0.00354725-0.0299832j 0.0142439-0.0198692j 0.120137-0.0416102j -0.0110804+0.00813418j -0.0200492-0.0542902j -0.224675+0.0628465j 0.0175773-0.00770274j -0.0752852+0.0238553j -0.0910994-0.00495883j 0.012989+0.00433887j -0.0493907+0.0309301j -0.203885+0.0952129j -0.0203379-0.030164j 0.090456+0.0289071j -0.0317376+0.0169556j 0.0880162-0.108985j 0.0490847-0.00780569j -0.00608117+0.0285119j -0.106507+0.0123039j -0.013249+0.00130862j 0.0506184+0.0101097j -0.0344659+0.0623854j 0.0133657+0.0144556j 0.0241972-0.0692472j -0.0399712+0.0326276j 0.0192743-0.0293768j 0.00982131+0.0129126j -0.00136414+0.0408396j -0.0073713+0.0185637j 0.0308601+0.0149641j -0.00230237-0.0626178j -0.099838+0.0205949j -0.00333799+0.0406815j -0.0581226-0.00128793j 0.0141578-0.10919j 0.00355297+0.0561416j -0.163967+0.0228051j 0.219353+0.0233842j 0.0419652+0.0223918j 0.0231517-0.0216283j 0.0538718-0.018432j -0.0160694-0.000358478j 0.0275516-0.0239252j 0.022532+0.00666928j 0.009341+0.0286932j -0.0488275+0.00754487j 0.0317628+0.0161172j 
0.00251402+0.000883907j -0.0138915+0.00428808j -0.0128532+0.0133294j -0.0069478-0.00315868j -0.0115249-0.0114499j -0.0223416+0.00319867j -0.0123613-0.0108524j 0.0159799-0.0117686j 0.0446026-0.00309813j 0.00796046+0.017002j -0.0249611-0.0114598j -0.00765913+0.00294374j -0.00597806+0.000232927j -0.00018102+0.00981682j 0.017003-0.00499774j 0.0208271+0.00549207j 0.0187851-0.0126703j -0.00674466+0.00572017j -0.00483432+0.0151341j 0.0107186+0.000131555j -0.0207439+0.020747j 0.0746329-0.0254368j 0.0134237-0.000477299j -0.00111969-0.024699j 0.0172133+0.00840491j 0.00555307+0.00413442j 0.0489925-0.0360102j 0.0291707+0.0354554j 0.0297275+0.00568759j -0.0303527+0.0186478j -0.00236027+0.00130244j 0.0220506-0.00868112j -0.0178206+0.020774j 0.00109055-0.0194951j -0.0365063+0.0161538j -0.00198765-0.0265772j 0.0445121-0.0285733j 0.0484476-0.019312j 0.0466884-0.00999849j 0.0027479+0.00853439j 0.0110521-0.0043134j 0.0180186+0.0149096j 0.00792092+0.00244829j 0.0294302-0.0164756j -0.0804837+0.0552318j -0.0020036-0.0545066j 0.0426641-0.0155392j -0.135178+0.0469275j 0.0687937-0.00725201j 0.00899436+0.00379204j -0.0341772+0.00589163j 0.0758714+0.00852215j -0.0380754-0.0151332j -0.0817163+0.038847j 0.00132069+0.045153j 0.0917859-0.0262344j -0.0230345-0.0555299j -0.0578475+0.0635538j 0.0285247-0.0337324j -0.0805668+0.031949j 0.172205-0.0664833j -0.0446846-0.00683777j -0.138106-0.0259778j 0.048609+0.0246523j -0.0254206+0.0194586j 0.0134688-0.0360393j -0.0459-0.013044j 0.0388443-0.0254107j -0.00886111+0.023716j 0.0670741+0.124711j 0.0811959-0.0812081j 0.0565343+0.0362856j 0.115498-0.0185783j -0.00226623-0.00878057j 0.0654159-0.0909057j 0.0191506-0.019408j 0.041908+0.0467735j -0.0795094-0.0246914j -0.0180944+0.0395552j 0.0243295-0.0501942j -0.0134006-0.0192023j 0.00099939-0.0757727j 0.0192722-0.0875687j -0.074586+0.0191679j 0.00468645-0.0809132j 0.0621574-0.0147054j 0.0887656+0.00170912j 0.175272+0.0540846j 0.138659+0.00391278j 0.0247649+0.0132167j -0.00655485-0.0312566j -0.0526999-0.0171458j -0.0429697+0.0331748j -0.0109708+0.0109065j 0.0408658+0.0335715j -0.00823441+0.0110336j -0.025414-0.0129465j -0.0388506+0.00332892j 
0.00204022-0.000391954j 0.0116082-0.000949125j -0.000932775+0.00604369j 0.0222324+0.00648751j -0.00852982-0.010921j 0.0307566-0.0182694j 0.00125226+0.00361514j 0.00102535-0.00107413j 0.000361066+0.0177204j 0.00139821-0.00828296j 0.00499656+0.0071011j 0.00775606+0.000727733j -0.00443885-0.0113251j -0.00515653-0.00104325j 0.0015145-0.0106538j 0.0147407+0.0108252j 0.0157095-0.00250475j 0.010626-0.00172004j -0.0359531+0.0116103j -0.020785-0.0119497j -0.0378819+0.0139048j -0.0410005+0.0206404j -0.0498113-0.000217493j 0.0142645-0.00449711j -0.0126338-0.0142619j -0.00637008-0.0218123j -0.0115406+0.000600165j -0.0455518+0.0103407j 0.00494241+0.0138889j 0.0046157-0.0262441j 0.00945441-0.00285166j 0.00678166-0.0223071j -0.00476418-0.00506514j 0.0316842+0.00496334j 0.0212337-0.0378362j -0.0248809-0.0112628j 0.0237863-0.00384115j 0.00455019-0.00472138j -0.0752008+0.0229759j -0.0481392+0.0130339j -0.00181665-0.0213646j -0.0322498+0.00474518j -0.0444872+0.011939j -0.00900848+0.0144406j 0.0242003+5.65698e-05j 0.0503355+0.00165396j 0.00601637+0.0478282j 0.0560937-0.0752043j -0.0457268+0.0342588j 0.0157654-0.039955j 0.0142065-0.0287717j -0.0731569-0.014857j -0.0716935+0.0200216j -0.0425607-0.050265j -0.0022264-0.00664753j -0.0332287-0.00219689j 0.0928211+0.0332536j -0.0609502+0.033971j -0.0367953-0.00104439j -0.113041+0.0160869j 0.0934571+0.00895708j 0.0996447-0.0305085j 0.0341563-0.0257274j -0.0410437-0.0244577j 0.0622984-0.0558437j -0.00641986-0.096052j -0.0819518-0.00011538j 0.0820236-0.104935j -0.0142302+0.0457027j -0.037359+0.10805j 0.0874147+0.0306592j -0.0482551-0.124975j 0.0824265+0.211203j 0.0672349+0.00121184j -0.00133723-0.024157j 0.0170596-0.0298144j -0.0413362+0.0169237j 0.0277811-0.0281035j -0.0170232+0.00344822j -0.0317737-0.0337094j 0.0314536+0.100085j -0.0241345-0.048034j -0.0113971+0.0822168j 0.0414817+0.00858559j 0.00598316+0.0360265j -0.0357485+0.0116271j -0.139039+0.0123993j 0.0826049-0.00342407j 0.00453154-0.019963j -0.0642642+0.0393657j 0.0395278-0.0610843j -0.00430321-0.0425164j -0.0798815+0.0198402j -0.117403-0.0230247j -0.00615778+0.00904347j 0.00345821-0.00660723j -0.0104894+0.00288144j 0.0151023+0.00131675j 
0.0047355+0.00615404j -0.00323253-0.00639938j 0.000379161+0.00339577j 0.0173498-0.0219995j -0.0176722+0.0243394j 0.00163719-0.0189668j 0.00156395+0.00190366j -0.0179614+0.00332013j -3.5905e-05-0.0208132j 0.000150206-0.00527123j -0.0174892+0.0163784j -0.00931121-0.00803621j 0.0279756-0.00158066j -0.0203018-0.0112848j 0.0106115-0.0129943j 0.0131491-0.0238013j -0.0183218-0.00330423j -0.000257081-0.00202632j 0.00697383+0.0106998j -0.0213434+0.0399832j 0.000638155+0.0177834j -0.0426796+0.0186609j 0.0224034+0.0207048j 0.0184964-0.0204546j 0.0177727+0.0107015j -0.00181698-0.00933498j -0.0159526+0.0326097j 0.000943379-0.0188557j -0.02098+0.00107928j 0.037415-0.0190466j -0.00557347-0.0010121j -0.00910723-0.00859363j 0.00847541+0.0123253j 0.0172562-0.00633928j 0.00768238+0.0201109j 0.0108337+0.0377454j -0.0037474-0.0128574j -0.0340853+0.00722842j 0.00521597+0.00989604j -0.000911054+0.00337311j -0.0030269+0.00445654j -0.0181538+0.00955405j 0.0265073+0.00416822j -0.0370372+0.00333814j 0.0298793-0.0317759j -0.022608-0.0023075j 0.00492139-0.0161187j 0.0144261+0.00223781j -0.0292755+0.0492016j -0.0513674+0.00298107j 0.0645965+0.00756967j -0.0106736+0.0351345j -0.0449744+0.0420979j -0.0317171-0.00429507j -0.0215428+0.0422465j -0.0254827+0.0307314j -0.0819634+0.0737289j 0.00126177+0.0273108j -0.0519592+0.052246j -0.0933488+0.0606623j -0.0444456-0.0343289j 0.0615143+0.0129922j -0.0922184+0.0929942j -0.0551617+0.0924036j 0.0934101+0.146205j -0.110268-0.0490256j 0.0404965+0.110886j 0.04203+0.0370205j -0.0108032+0.00647563j 0.0844609+0.122394j 0.0166893-0.0485241j -0.0116633-0.036391j 0.0909679-0.195749j -0.0190868-0.169373j 0.00656631-0.0352475j 0.0160685-0.0216002j -0.04815-0.0338975j 0.0323691-0.0444897j -0.0458433-0.0371233j -0.0413864-0.0870327j 0.0110178-0.0830887j 0.00848907+0.0527221j -0.000677189-0.0365539j -0.017335-0.0417602j -0.0317484+0.0239287j 0.0392355+0.00398899j -0.0852228-0.0747328j -0.039282+0.0177223j 0.078134+0.00673039j 0.0266703-0.0300588j 0.0213994-0.00821235j -0.0430758+0.0401813j 0.105316+0.0288567j -0.0702139+0.0476239j 0.00107406-0.0113052j 0.010742-0.0141274j 0.0363912+0.00360033j -0.0161072-0.014477j 
0.0184769+0.00915592j -0.0102407+0.000395055j 0.00134688+0.00992552j -0.0208193+0.00332885j -0.00263343-0.0194065j -0.0271714-0.00296663j -0.0318044+0.00136532j -0.00365501-0.0193796j -0.00822426+0.0171797j 0.00492549+0.00671141j -0.0340169+0.0100976j -0.00519819+0.00295802j 0.0256591+0.00204346j -0.0403137-0.0189123j -0.0393566-0.0103727j 0.0191398+0.0224291j -0.00950263+0.0106314j -0.0002195+0.0173806j -0.00133564-0.0247149j -0.0570023-0.00751183j 0.0363085-0.00646892j 0.0083188-0.00811047j 0.0526953-0.0212514j 0.0384021-0.0132037j 0.00446698+0.00150331j -0.0346785+0.00114977j -0.00648964-3.18031e-07j 0.0258916-0.019371j 0.00800561+0.00342066j 0.00230641-0.00644716j -0.00861044-8.37692e-05j -0.00140802-0.0247921j 0.013089+0.0156504j 0.0104429+0.0311388j -0.0455956-0.0152849j 0.0207615+0.000330755j -0.0241178+0.00863584j -0.00047103+0.0052069j -0.0369762-0.0228361j 0.0381654-0.00866167j -0.0641087-0.00602327j 0.0175826+0.00435291j 0.0116333-0.00775036j -0.0371477-0.00184705j 0.0302221+0.0153617j -0.0329903-0.0299755j -0.0616902-0.00232868j 0.0346814+0.0297577j 0.0194781+0.00260494j 0.0565386+0.0384515j -0.0470878-0.00362448j 0.0795707-0.0418007j -0.0406095+0.044362j 0.0496949-0.00265225j 0.0148619+0.0264178j -0.0845269-0.00457325j -0.0786574+0.0713894j 0.037243-0.0365145j -0.0392001-0.0281328j 0.0616939-0.0113512j -0.133462-0.0200164j -0.0922032+0.0868328j 0.0348486-0.0286112j 0.0627809-0.00612004j 0.039007+0.00335869j 0.0830998-0.0754959j -0.101946+0.0630303j -0.0682913-0.0197404j -0.0181199-0.0503618j -0.0343503+0.0406914j -0.0813722+0.0582335j -0.0166647-0.129924j -0.0459956+0.087539j 0.00366115+0.077026j -0.0194696-0.0386754j -0.0177532-0.0371806j 0.0116332+0.00446648j -0.0644984+0.0137002j 0.0331536-0.0316864j 0.0468222-0.109474j 0.00507506+0.0848928j 0.0225285+0.0196371j -0.0032629+0.00835659j -0.038825+0.0770386j -0.0607551-0.0762416j -0.0443281+0.0387201j 0.0651415-0.0144686j -0.127997+0.0177945j -0.0515353-0.0664248j -0.0696438+0.034675j 0.032017-0.00520787j -0.0510694+0.0168768j 0.0196638+0.0457489j -0.0490165-0.0152702j -0.00489782+0.0339652j -0.0254957-0.00853337j -0.0201266-0.0181601j -0.0638493-0.000184103j 
-0.0125963-0.000998481j 0.00205078-0.015691j -0.00149267-0.00700954j 0.0124083+0.00792604j 0.0034988-0.013334j -0.00402653-0.00911133j 0.0370912-0.00743274j 0.0128007+0.000938792j 0.034787+0.0263578j 0.0219532+0.0023903j 0.0196063-0.0174379j -0.0106246-0.0148542j -0.0116173+0.0257392j 0.0205089-0.00632399j -0.00136057+0.00613996j 0.0157145+0.0300032j -0.00214231+0.0250794j 0.0267281+0.00331637j 0.00245506-0.0134875j 0.00803468-0.0230436j -0.0125245+0.00527031j 0.00342934-7.64328e-06j 0.0277514-0.00316182j 0.0333347+0.0243972j 0.0269717-0.0122361j -0.00208932-0.0195766j 0.0167053-0.00469895j 0.0287861-0.005573j -0.0319269+0.00914004j 0.0227186+0.00517145j 0.00529578+0.022563j 0.00222458+0.0114693j 0.0102946+0.00467553j 0.00507493+0.0347888j -0.00161328-0.0369397j 0.0179049+0.0221347j 0.051716+0.0168413j -0.00592286+0.00422956j 0.0829108-0.0389443j 0.091769-0.00912821j 0.0254417-0.0264035j 0.0228365-0.00082208j -0.0126381+0.0143958j 0.0505276-0.0240915j -0.0317791-0.0108537j -0.000209802+0.00714851j 0.0202943-0.0195496j -0.0690886-0.0104474j -0.0242675-0.0177501j -0.0362097+0.0257696j -0.0283242-0.00657326j 0.00662075-0.0436923j 0.029665+0.00705983j 0.019216+0.00601671j 0.0620869-0.0434185j -0.0036536-0.033319j -0.0137247+0.000659359j -0.0381564-0.0344217j 0.0535788+0.00668475j -0.0456876+0.0153026j -0.00287282-0.0955415j -0.0390691-0.00208548j -0.15436+0.018067j 0.00827049-0.0763443j -0.057756-0.0302465j 0.0843632-0.00399382j 0.0550829+0.0915958j 0.0209499-0.0841735j -0.112836-0.0461503j 0.00575158-0.192267j 0.0402209+0.0283938j 0.0461617-0.16064j 0.000444332+0.0816931j 0.0422351+0.0822315j 0.0562392-0.0501906j 0.024429-0.114934j -0.00501734-0.0168643j 0.0401885+0.0543816j -0.00313875+0.0340566j -0.00224654-0.00394671j -0.0128609+0.0761292j -0.035314+0.0594095j 0.0016716+0.0467124j -0.0165836+0.057697j 0.0275721+0.091367j 0.0928677+0.0553814j 0.0846804-0.033337j 0.0384182-0.103345j 0.0670422-0.0452062j -0.00997355+0.0432954j 0.092042-0.0271796j 0.0526332+0.0077229j 0.0539606-0.0232226j -0.0477805-0.0267664j -0.0176122+0.00313352j -0.000366949-0.0240874j 0.0472891+0.0125831j 0.0224277-0.011864j 
-0.0208966+0.0127419j 0.0115609+0.0010379j -0.00345841-0.00547063j 0.00749365-0.00249948j 0.0157818-0.0157797j -0.00614578-0.0065541j 0.0170241-0.013996j 0.0241115-0.0129556j -0.0194431+0.00493171j -0.00814573+0.0109714j 0.0156509-0.027727j 0.0059974-0.00827043j -0.00892454+0.0195036j 0.0319763-0.0138955j 0.0336694-0.0225182j -0.0452894+0.019j -0.0109252-0.0206535j -0.00825531-0.00673783j 0.0280514-0.00236331j 0.0218336-0.0277972j -0.00474639-0.00188769j 0.00556419-0.00708748j 0.0385475+0.00566148j 0.00738632+0.0288404j -0.0216005+0.0193039j 0.0158175-0.0144114j -0.000751157-0.00651654j -0.0115591+0.00887164j -0.00339459-0.00512354j 0.0238886+0.00360555j 0.014833-0.0352307j 0.0256001-0.0130786j -0.0238399-0.00228841j 0.0111373+0.0176921j 0.00777694-0.0156101j 0.0214215-0.013847j 0.0244571+0.003173j -0.0339752+0.0106845j 0.0708831-0.0182722j -0.0101387+0.0244917j -0.00153785-0.0460556j -0.0584823+0.00954184j -0.0382355-0.0193553j -0.0262639+0.0148131j -0.0109624+0.0131384j 0.00965228-0.0567293j -0.0312895-0.00783879j -0.0445641+0.0162331j -0.000121308+0.0147956j -0.0916655+0.0426362j 0.0583424-0.0729486j -0.0145182+0.0556764j 0.0878496-0.0200911j 0.0945613-0.0472414j 0.0330619+0.0685163j -0.0582088-0.0323085j -0.0666758+0.0399j 0.0674982+0.0233794j 0.0865027-0.00786579j 0.0102877-0.0491282j 0.00718888-0.0174277j 0.00206916+0.0308732j -0.121059-0.0797111j -0.0691103+0.0365403j -0.0398835+0.0161862j 0.022638+0.0537509j -0.117296-0.131004j -0.0419825+0.032883j 0.0294175-0.102956j 0.00765662+0.184511j -0.0443198+0.0443201j 0.10287-0.00656337j 0.0454872+0.0875986j 0.0462831+0.0982349j 0.0410795+0.00670761j 0.0578878+0.0368469j 0.0246599+0.0165564j 0.0039681-0.0588916j -0.0364277-0.046736j -0.0169688-0.0249377j -0.0548157+0.0260921j -0.0264839-0.0245905j 0.0273047+0.0282899j 0.0670483+0.0149387j -0.0488797+0.0773079j 0.104364+0.10149j 0.0249871-0.0260712j -0.0603209+0.0164611j 0.0158193+0.000540947j 0.0230845-0.0621444j -0.0112533+0.0205303j -0.120872-0.0193786j -0.0443718+0.0177691j -0.0187709-0.0228944j -0.0308732-0.0013886j 0.0152872-0.0115259j 0.0313846-0.00289926j 0.00264093-0.0175521j 
0.0213928+0.000214096j 0.0232875-0.00139875j 0.0199357-0.00866655j -0.0230435+0.01287j -0.0011006-0.0072213j 0.00856817-0.00332727j -0.029012+0.013782j 0.0035623-0.00356151j -0.0225365+0.00947676j 0.00633743+0.00413909j -0.0170001+0.00317093j 0.0130617-0.0282861j -0.028336-0.00134141j 0.00416396+0.00141304j 0.0165222+0.000139339j -0.00774774+0.0230439j -0.0200699-0.00742663j -0.011757+0.00399363j -0.0234458-0.00989787j -0.000990209+0.00109975j -0.0118083+0.00243515j 0.00642354-0.0483106j -0.0243918-0.00510228j -0.0233193+0.0269182j -0.0252248+0.0214424j 0.0108346-0.00800054j -0.0208021-0.0117783j -0.0137127+0.000414903j 0.0351791-0.033736j -0.0224763+0.0381571j -0.0169341-0.0117551j -0.048404-0.0302774j 0.0368669+0.0373237j -0.0139526+0.0297201j -0.0133888+0.00304443j -0.0374519+0.0138695j -0.017872+0.0212754j 0.0264949-0.0115122j -0.00165605-0.00194724j -0.0292572+0.0491697j 0.0491951+0.006808j 0.0106091+0.00859058j -0.0254287-0.00661108j 0.0252214+0.0141754j 0.0816557+0.0204421j 0.00236123-0.0176013j -0.00174321-0.0125511j -0.0621574+0.025935j -0.0236267-0.0388013j 0.00562872+0.0174672j -0.00440872-0.0239432j -0.0115056-0.0378428j 0.0824847+0.0653408j -0.0487314+0.0304386j -0.0274701+0.0715426j -0.0192195-0.0231258j 0.0393663+0.03398j -0.0834048-0.0374276j 0.00358841-0.0189759j -0.0404946-0.0223308j 0.052854-0.103274j 0.0681494+0.0716889j 0.0202603-0.0912872j 0.00162776+0.0172458j 0.0164375-0.00306204j -0.0322894+0.0177622j -0.00019355+0.10909j 0.0693744+0.0306464j -0.0314408-0.171894j 0.0842355+0.0416655j 0.0581559+0.0478977j 0.028359-0.0701252j 0.0203449-0.0562886j 0.0309259+0.0834909j -0.0833799+0.0380027j 0.0200913-0.00693912j -0.00107297-0.0124104j 0.00975926+0.0776482j 0.0531314-0.0832568j -0.0451306-0.130902j 0.0386771+0.00428806j 0.0374473+0.0543295j 0.0366206+0.0819986j 0.00821382+0.113701j 0.0458581+0.0718741j 0.00687454-0.0752754j -0.0584121+0.00845316j 0.0400173-0.0255622j -0.0133808+0.0209433j 0.00892192-0.00248264j 0.0247872+0.0486102j -0.0194939+0.0206931j 0.0827258+0.0509041j 0.010039-0.037794j 0.0216521-0.0146119j 0.0596763+0.0167229j -0.0437527+0.0079754j 0.0219684+0.00863441j 
