-0.114662-0.061153j -0.0989282+0.0637873j -0.0315845+0.0420336j 0.0509807+0.105458j -0.0290929-0.04084j 0.0137754+0.0169291j -0.100156-0.121089j -0.0426662+0.056328j 0.0448168+0.0482663j -0.0436521+0.0683659j -0.0160945+0.131215j -0.00160789+0.122243j 0.0384914-0.0852162j -0.152313-0.0296343j -0.070618+0.00551619j 0.0273092-0.000610204j -0.00802586-0.0193508j 0.0193843+0.038088j -0.0269112-0.107386j 0.0543404-0.00749098j 0.00662448-0.00812479j -0.0225722+0.00933161j -0.00249855+0.0305494j 0.0286385+0.014265j 0.0119208-0.00841688j -0.0692609-0.0326849j 0.0250695-0.0387282j 0.0176348+0.00383473j -0.0414885+0.00179843j 0.0462143-0.0556037j -0.0487023+0.0313411j 0.0153636+0.0230393j -0.0815162+0.0854197j 0.000738897+0.00659895j -0.0657311-0.0383125j -0.0559228+0.0491403j -0.0969078+0.106733j 0.116648-0.0962816j -0.140844-0.0993652j 0.0440342+0.0483392j 0.0631242-0.00236664j 0.106378+0.087625j 0.0854892+0.00669959j 0.107241+0.110475j 0.0864175+0.000608324j -0.0642766+0.0519466j -0.162753-0.0364325j -0.0305961+0.0674911j -0.0322564+0.0250257j -0.0540666+0.0358763j 0.0345043+0.0562314j 0.0485516+0.047939j 0.0357192-0.0208884j 0.0634294-0.0232268j -0.095975-0.0267839j -0.0223332-0.0944387j -0.0219927+0.0166087j 0.0793761+0.0286384j -0.157116-0.0503056j -0.0262732+0.111942j 0.0411243-0.0517707j -0.0710498-0.0629202j 0.00944881-0.000166484j 0.0650174-0.0245397j 0.0262125+0.053393j -0.0137631+0.0445075j -0.0490379-0.220994j -0.109533+0.0220125j -0.249764-0.21171j 
-0.00882023+0.0118341j 0.0119996-0.00340484j -0.00890066+0.00412579j -0.0141072+0.0184351j 0.00640395-0.000200909j 0.00143809+0.00113367j 0.00420582-0.00772187j -0.00588805-0.00641766j -0.0032869+0.000815243j 0.0201777-0.0121649j -0.00480192-0.00318158j 0.00332667+5.76114e-05j -0.0021177-0.00859184j 0.013291+0.000585966j -0.00101862+0.00953761j -0.0081132+0.0166641j 0.00637734+0.00989573j -0.0167169+0.0074133j 0.000552663-0.00523206j 0.00665217-0.0111451j 0.014549-0.0204234j 0.0155276+0.0300219j -0.00250196+2.64098e-05j -0.0137669-0.0027308j -0.0089992+0.00992738j -0.0106923-0.000484161j -0.00339027+0.000936339j -0.00393459+0.00155179j 0.00499126-0.0100252j -0.0018678+0.00716509j 0.00237809-0.000653209j 0.00316365+0.0153036j 0.00663478+0.0243026j 0.00794568+0.0138263j -0.00991541-0.00179618j -0.00869256+0.00247725j 0.00237552+0.00557951j 0.00808957-0.0120652j 0.00780943+0.00609708j 0.00810567+0.00657872j -0.00451326-0.0140011j -0.0025447+0.00346524j -0.00596121-0.00546484j 0.000511611-0.0113562j -0.000923104+0.0124704j 0.00580687-0.00522452j -0.00493063+0.00836314j -0.0153936-0.00203316j 0.0114688-0.00487817j 0.0140862-0.00364253j -0.0242596-0.00676421j 0.00940108-0.00899228j -0.00269909+0.0186602j 0.00166904-0.00316691j 0.00259395+0.00423032j 0.00392082+0.0268915j -0.0102764-0.00543732j 0.00020069+0.0105308j -0.0158841-0.0031161j -0.00528428-0.0156036j -0.00336036+0.00220424j 0.00026624-0.00606458j -0.00744599+0.00315194j 0.00443612+0.00528266j 0.0159806+0.00320469j -0.0205993-0.0136782j 0.013112+0.00379609j 0.00807449+0.000609426j 0.0043346+0.00629493j 
0.00367533-0.00549797j 0.00141398+0.00391692j 0.00204216-0.0151645j 5.25959e-05-0.00360506j 0.0125985+0.00957176j 0.00782562-0.00139771j 0.00344338+0.0045299j -0.00742706+0.00366748j -1.92475e-05+0.00536075j -0.0104833-0.00400789j -0.00091116+0.00723961j 0.0082158-0.00475514j 0.00320116-0.0114751j -0.00433039+0.000381808j -0.0123834-0.000170125j -0.0151835-0.000494127j -0.0212624-0.00594122j 0.0227464-0.0078645j 0.00496511-0.00329064j -0.00206306+0.00156219j -0.00588853+0.00115295j 0.0072541-0.0298083j 0.0080972+0.00913225j 0.00506912-0.00317474j 0.00661811-0.0166551j 0.000890676-0.0134256j 0.00491894+0.00272693j 0.00219766-0.000645304j -0.0141696+0.0221495j 0.00197545-0.00509229j -0.00703032+0.00160421j -0.00652156-0.00128367j 0.00562867+0.0136238j -0.0031367+0.00935331j 0.0140759+0.0113768j -0.0043786+0.0186479j 0.00200253-0.0167247j -0.00900947+0.00124587j 0.00750773-0.00415831j -0.0296545-0.00857682j -0.0381029-0.0179586j 0.00318518+0.0119111j 0.00635315+0.0119799j 0.00914143-0.0108762j 0.00686196+0.0323309j 0.016713-0.00355575j 0.00391392-0.00832028j -0.00845822+7.76925e-05j 0.00518883+0.00585093j 0.0146642+0.000614124j 0.0211305-0.011856j 0.0159181-0.00463023j -0.0168753+0.00189525j 0.0140746-0.00379515j -0.00551374-0.0176719j -0.0210258-0.012875j 0.0249236-0.00287297j 0.010318-0.00116218j 0.000150815+0.00880966j -0.00211531+0.00512919j -0.00100004-0.00103202j -0.000500627-0.00725018j -0.00623551+0.0121295j -0.0123083-0.0151729j -0.0185276-0.0120379j -0.0251911-0.0263527j -0.00425981+0.0324288j -0.00348543+0.0113198j 0.00161313-0.00986009j 
-0.00432435-0.00286252j -0.00560651+0.00849445j 0.00741373+0.00123398j 0.000515772-0.00435409j 0.0159952+0.00815409j -0.00760528-0.0125337j 0.0101577-0.00970286j -0.00388872-0.00441903j 0.0118889+0.00716249j -0.0114561-0.00240604j 0.00422091-0.00282997j -0.00339244+0.00201099j -0.0122295-0.0174415j -0.000186527+0.00464957j -0.0105199+0.00550405j 0.00128921+0.00392285j 0.00472778+0.00846932j -0.00464823-0.00591319j 0.00556281+0.00445647j -0.00125082-0.00531357j 0.0149882-0.0263021j 0.00655435+0.0231105j -0.00283681+0.00118344j -0.0103159+0.0131493j 0.00759959+0.0207959j 0.0309008-0.0133899j -0.0219872+0.00478439j 0.00176852-0.0101608j 0.00378106-0.00648374j -0.0183777+0.0192898j 0.00441167-0.017572j 0.0107311+0.00453737j -0.00384647+0.01283j -0.00221188-0.000460165j -0.00476038+0.00110077j 0.000765453+0.00289326j -0.00517557+0.0253526j 0.00377848-0.00973648j 0.0177327+0.0211583j 0.000167054-0.00369765j 0.00191531+0.00386338j -0.0108796+0.00224955j -0.00294361+0.00612556j 0.0210508+0.00587267j 0.000721913+0.00710584j -0.00157819+0.00851789j 0.00481232+0.0137918j -0.00438002-0.00690104j 0.0181412-0.00779935j 0.00597368+0.00907401j -0.026601-0.00297923j 0.00476872+0.0127474j 0.00497047-0.0033748j -0.00961128-0.0092427j 0.00524511+0.0091223j 0.0154769+0.0477725j -0.00524931-0.019692j 0.00351826+0.0155445j -0.0223562+0.00453153j -0.0110797-0.00296575j 0.00734818-0.00911338j 1.41669e-05-0.00100847j 0.0106957+0.00150924j 0.00378456+0.000224752j 0.0181246-0.00550989j 0.0126433-0.0126172j -0.00260205+0.0111956j 0.000523766+0.00773434j 0.000403634+0.000786842j 
0.00145941+0.00546642j 0.000136961-7.69786e-05j 0.00307054-0.0119668j 0.00266356-0.0106957j -5.50402e-05+0.00217169j -0.00467761+0.00244755j 0.0157455-0.00969914j -8.25179e-05+0.00101595j 0.00610525-0.0014057j -0.0185956-0.00328989j 0.00553111-0.0103504j -0.00218752-0.0098789j -0.012678+0.00480836j 0.00237347-0.00890131j -0.0100603-0.00537595j -0.00666124-0.00744027j -0.0156553-0.00502506j 0.0128075-0.00899945j 0.00665377+0.00396088j -0.0144122+0.000817911j -0.0173562+0.02099j 0.0100153-0.0221212j -0.00537486-0.00579278j 0.00378339-0.00964038j 0.00211317-0.0105028j -0.00107626+0.0105464j 0.00893335-0.019861j -0.000730272-0.00396144j 0.0264144-0.00746783j -0.0135283-0.00541067j 0.0172409+0.0033089j -0.00970626+0.00228439j 0.0105227-0.0145339j -0.0168714+0.0171644j 0.00714376+0.00078841j 0.00200669+7.4972e-05j -0.00719177+0.000403415j 0.00107733+0.00542768j 0.00350331-0.0274752j -0.0074317+0.00129583j -0.023551-0.0058193j 4.57852e-05+0.00436998j -0.000344592-0.00134706j -0.00614839-0.00198879j 0.000981862+0.00723648j -0.00154339-0.00729615j 0.0067182-0.00886262j 0.00395161-0.00418626j -0.0173434+0.00452159j 0.00194212-0.00557239j 0.0206779+0.00547808j 0.00324947-0.0023534j -0.00106341-0.00293898j 0.00462268-0.00380145j -0.00263477-0.00125954j -0.017422-0.0397878j 0.00509023+0.00243225j 0.00253956-0.00809605j 0.0135625-0.000239038j 0.00229751+0.00637619j -0.00140105+0.0016122j 0.00930108+0.00282175j 0.000881536-0.0107643j -0.00652034+0.00111312j -0.0170725+0.00385326j -0.00446559+0.00102238j -0.00360534-0.0042176j -0.00564256-0.000591444j 0.00466056-0.00439116j 
-0.000444059-0.00132983j -0.013842-0.00235302j 0.00618319-0.0253414j 0.0133948-0.00293702j -0.00727481+0.00445334j -0.0127647-0.00689627j -0.0142406-0.0107376j -0.00953885-0.00260599j 0.00409599+0.00840845j -0.000730026+0.0114649j 0.00752845+0.00181502j 0.0169636-0.0120715j -0.00337668-0.00270191j 0.00218182-0.017429j 0.0116641-0.00214555j -0.00935351-0.00629296j -0.00554899-0.028748j 0.0122527-0.00707609j -0.00738914+0.0166767j 0.00355641-0.00249444j -0.00929699-0.0180076j -0.00423646+0.0126504j 0.0094897+0.00150921j 0.00999836+0.00884164j 0.0102689+0.00573068j 0.00171625-0.0194467j 0.00191762-0.02865j -0.00836688-0.0143437j 0.00366777-0.0119117j 0.0355472+0.00153873j 0.0208278-0.0135985j -0.00320374+0.00203096j 0.011577+0.0263881j -0.00104475-0.00387584j -0.00164225+0.00263904j -0.00732348+0.00623949j 0.00827325+0.019512j -0.00497598+0.00125595j 0.0136834+0.0130323j -0.00458403+0.00766736j -0.00318162-0.00251497j -0.00397695+0.000461922j -0.0179756+0.0160147j 0.000551267-0.00862405j -0.00110235+0.00194644j -0.00133084-0.00257758j 0.00296671-0.00380454j 0.00162175-0.0125778j 0.00967+0.000322966j -0.0004004-0.0152982j -0.000623058+0.0109572j -0.00786351-0.0101027j -6.45081e-06-0.00419426j -0.0104637-0.0188768j 0.0033156+0.0153279j -0.000116442-0.0181928j -0.0125734-0.00549951j 0.0146197+0.00895438j -0.0149917+0.00201579j -0.0110099-0.0141202j 0.00926145+0.000529612j 0.0118922+0.00661131j -0.00536877-0.0115872j 0.00558041+0.0047499j 0.0158947-0.00587366j 0.00170966+0.00144618j 0.0065566-0.0100144j -0.0159087-0.00631499j 0.0127083+0.0072837j 
0.020364-0.00745654j -0.00437664-0.00506145j -0.00813354+0.0010312j -0.000497058-0.0028181j -0.0153262+0.00993474j 0.00740645-0.0162864j -0.000393821+0.000416839j 0.00392771-0.00876691j -0.00595111+0.00113042j 0.00343404+0.0151771j 0.0088363+0.00265165j -0.005745-0.000391448j 0.0143235-1.42691e-05j -0.000181778-0.00843817j 0.00231018-0.00786756j 0.00740738+0.00373453j -0.0114537+0.0255889j 0.00465638+0.0140721j -0.0128846-0.00954574j 0.00230391-0.00783611j 0.0143089-0.0111148j -0.00313699+0.00344968j 0.00378608-0.00630518j -0.0110742-0.00494219j -0.0148842+0.00399832j 0.0134335-0.00885596j -0.0164725+0.0283521j 0.00239606+0.00280845j 0.0125673+0.0128741j 0.0157201+0.00325377j 0.0141951-0.00213589j 0.00196668-0.000618639j -0.00352314-0.013315j -0.0131753-0.0038552j 0.00428655-0.0129999j 0.00390836-0.00241047j 0.00196225-0.010115j -0.00332252-0.0219895j 0.00144763-0.00677112j -0.0087078-0.00193967j 0.00490687+0.00478036j -0.00698478-0.00475282j 0.0155575+0.00565448j 0.000882961+0.00753637j 0.00838756+0.00241186j 0.009054-0.000598427j 0.00259282+0.00570077j -0.00653393+0.0106889j 0.00301346-0.00818274j 0.0016167+0.0214581j -0.010265-0.0143838j 0.00869596+0.00762278j -0.00507332-0.0118447j 0.00194566+0.00758932j 0.00593627+0.0024664j 0.00534345+0.0387463j 0.0190997-0.0136862j -0.0116287+0.00137343j 0.00507074+0.017787j 0.0035259+0.017661j 0.00737282-0.0133752j -0.0146882-0.00291402j 0.0143583+0.0120435j -0.0093927-0.00416648j -0.00378865-0.00673845j 0.00326671-0.0119926j -0.00291892+0.0197538j 0.00239871+0.00190815j 0.000921102-0.00875859j 
0.000935813-0.0253993j -0.0174973+0.00398469j 0.0258122+0.00152798j 0.0193419+0.000462267j -0.00890185-0.0243384j -0.00556204+0.00489606j -0.0114703-0.00511776j 0.00723636+0.00865331j -0.00221382+0.00121751j -0.00123883-0.00511779j -0.00334673-0.00246084j 0.0179484-0.00277414j 0.00488499-0.00260453j -0.00572017+0.00557649j 0.0169633-0.00285413j -0.021842-0.00393198j -0.0164953-0.0143323j 0.0299509-0.013359j -0.0103089-0.00513426j 0.00587915-0.00154401j 0.00145986-0.0297463j 0.00133179+0.0180593j 0.0116347-0.000475137j 0.0138302+0.0244719j 0.0123785+0.0206104j -0.0144245-0.0191177j -0.00323092-0.0178069j -0.00775373-0.0114818j 0.000184153-0.00170682j -0.0240458+0.00812754j -0.011926-0.0118746j -0.0118758+0.00604027j 0.0146039+0.00376431j 0.00812922-0.0106623j -0.00921288-0.00716663j -0.00396829+0.00476728j 0.0185288+0.00188825j -0.015174-0.00969517j 0.00992477+0.00779081j -0.01452+0.000751562j 0.0015541+0.000820729j -0.000837921+0.00253734j -0.0131161+0.0136159j 0.00907805-0.00410056j -0.00458604+0.00557386j 0.000318397-0.00471226j 0.000413286-0.0120315j 0.000212173-0.0003505j 0.0190985-0.00443407j 0.00596909-0.0047304j 0.00464095-0.00356544j -0.00444612+0.00483096j -0.0102472+0.00147007j 0.00437786-0.0128114j -0.000732326+0.00308008j 0.00931942-0.0109305j 0.00382791-0.00848109j 0.0169845+0.00432868j 0.0017379+0.00309031j -0.00726576+0.00509398j 0.00504221+0.0038166j -0.00282319+0.00506928j -0.00258366-0.0072721j -0.00871273-0.0118721j 0.0150465-0.00610383j -0.000827048+0.00301916j 0.00201995+0.0101734j -0.0219567-0.00258747j 0.00512159-0.00548759j 
0.0193313-0.0108743j 0.00400457+0.00577749j -0.0115689-0.000975423j 0.00769166+0.0241983j 0.00497568-0.00306393j -0.00935647+0.00495909j -0.0138391+0.00399341j 0.00306+0.00433067j 0.0141483-0.00596656j 0.00290104-0.00220407j 0.00566713-0.00362037j -0.0143584+0.00817127j -0.00625326-0.0042239j 0.0179179+0.00821703j 0.0099348+0.00309884j 0.00435152-0.000253503j 0.015621+0.00690514j -0.0145016+0.0225371j -0.00190657-0.00681608j 0.00269293+0.03117j 0.00329383+0.0125269j -0.00864884+0.00433488j 0.00303076+0.0188663j -0.00285824-0.0148386j -0.00434764+0.0089627j 0.00149821+0.00877904j -0.00443368-0.00604979j 0.00672528+0.0172622j -0.00122648-0.0046155j -0.00927731+0.00569954j 0.00395197+0.0143558j -0.00213304-0.0268073j 0.013032+0.00929415j 0.0112335+0.0016249j 0.013043-0.000713986j 0.00392774+0.00411381j 0.0113287-0.00601004j -0.0107378+0.00189907j 0.00897413-0.00136776j 0.00238683-0.00115426j 0.0175886-0.0108234j -0.00457406-0.00718056j 0.00270878-0.0101672j -0.00851803+0.0119797j -0.0108167-0.00835478j -0.00922662+0.0122123j -0.00888298+0.00117325j 0.00927394+0.00881435j -0.00153579+0.0183164j -0.0166868+0.00208352j 0.00311901-0.0195251j -0.0117051-0.010656j -0.00142527+0.0135527j -0.00333062+0.0220881j -0.00572913-0.0240637j 0.0166254+0.0101344j -0.00607304+0.0147262j -0.016365-0.00453176j 0.0116276+0.00174993j 0.0227146-0.00206025j -0.00937264-0.000978443j -0.00200842-0.00422272j -0.0107839+0.0194942j 0.00675489-0.0090992j 0.00506218-0.00328965j 0.0045685+0.0198856j 0.00382019+0.00424399j 0.0190153-0.00123002j -0.00150767+0.0067786j 
-0.00620155+0.0127065j 0.00442286-0.00335174j -0.0198611-0.0066369j -0.00563902+0.00945313j 0.00590828-0.0140655j -0.00440227-0.00346208j 0.00730611+0.00270825j -0.00580744-0.0111363j -0.026518+0.000739617j 0.00153085-0.00237841j -5.00543e-05-0.00831725j -0.0104349+0.00600386j 0.00493922-0.0136845j 0.0132884-0.00357829j -0.00210887+0.00365359j 0.0104265-0.000756738j 0.0199481-0.00556188j -0.0101753+0.0169789j -0.0047653+0.000776889j 0.00720255-0.00689257j -0.00567126-0.000409397j -0.00941685+0.0213504j 0.00276255+0.00528327j 0.00501268+0.00395659j -0.00629028+0.00614789j 0.00120646+0.0101547j -0.00361607-0.00434431j 0.00248774+0.0108868j 0.0325239+0.00850263j -0.0108169-0.00675176j 0.0214168+0.00675966j 0.0119032-0.00815876j 0.00245931+0.00340484j -0.000561185+0.00545109j 0.00477112-0.00629807j -0.00515871+0.00619851j 0.00489316-0.00955721j 0.00449492+0.0131104j 0.00458664+0.00170761j 0.00640007-0.00106638j 0.0156749-0.00159995j 0.0052595-0.00719068j 0.00493828-0.00952322j -0.00089876-0.000477281j -0.00909124-0.00882609j -0.0029174+0.0107161j -0.00191764+0.00556395j 0.00696106+0.00577609j 0.011994+0.00480447j -0.0146034-0.0163571j 0.00606921-0.00194227j -0.00441122-0.00857592j 0.00248704+0.00731552j -0.00399289+0.0159442j -0.000504896-0.0164143j 0.00715028+0.0021938j -0.00856728+0.0129752j -0.0148333+0.000275749j -0.000475767-0.00731537j 0.00642201-0.00462101j -0.00280626+0.000235671j -0.00191943-0.00406806j -0.00916279+0.0184542j 0.0127462-0.00446128j 0.00237738+0.0079865j 0.00272055+0.00609663j 0.00445077-0.0010116j 0.0145927+0.00357137j -0.00866659+0.00667141j 
-0.00191626-0.013164j 0.00304996-0.00334562j -0.00344484+0.000576685j -0.00656672+0.0109859j 0.00118258+0.00627235j 0.00770605-0.00838074j 0.000996268-0.00349269j -0.0118038+0.0115674j 0.0137197-0.021201j 0.00929598-0.00937862j 0.0162968-0.0110702j -0.00614514+0.00686749j -0.0042322-0.00297547j 0.00517664-0.00948289j -0.012086+0.00345022j -0.00236524+0.00359945j 0.0295626-0.0158353j 0.00256563-0.00135182j 0.000132587+0.00484527j 0.00301011+0.00198113j 0.00332973-0.00164397j -0.00411014-0.0065115j 0.0165591+0.0100676j 0.00330439-0.00146227j -0.00131395+0.000968489j -0.0116876+0.00698426j -0.0112244-0.00854797j -0.00263217+0.00426032j 0.00587941+0.00224779j 0.00329023+0.00806652j -0.00804911-0.00272314j 0.0233363-0.00130113j -0.00381171+0.00355828j -0.000660803+0.00319459j -0.00483434-0.0065226j 0.00502494-0.00442187j -0.00232769-0.0254428j 0.000287472+0.00729776j -0.00172024+0.000102057j -0.00336779-0.0142652j -0.00421134+0.00607138j 0.00881936+0.00687918j 0.00381062-0.0188233j 0.00858103+0.002899j -0.00509281+0.00407465j 0.00929701+0.00260579j -0.000868383-0.00131177j 0.00489464+0.00553111j 0.00765952+0.00311069j -0.0111174-0.00908143j 0.0122077-0.00508472j 0.00303108-0.0070291j 0.00790542+0.00665016j -0.00100934+0.01199j -0.00593136-0.018008j -0.00126771+0.013985j -0.00641721+0.00571355j -0.00794658-0.0040263j -0.00774799+0.0032366j 0.0077104+0.00393741j -0.00177468-0.00169902j 0.00255988-0.00353764j -0.00248797+0.0172274j 0.00658771-0.0168744j 0.000381758+0.00546068j -0.0115729-0.00389077j 0.00122941+0.0152624j 0.0109713+0.00984732j -0.0119791-0.00241728j 
-0.00722142+0.000607849j -0.00681343+0.00906356j 0.00468189+0.0019589j 0.00227712+0.0112759j 0.00141939+0.00637105j 0.000711953-0.00633806j -0.00474288+0.00517178j -0.0111987-0.00318066j 0.00765798-0.00190901j 0.000965312-0.0030732j -0.00104506+0.00372542j 0.00328784+0.00473056j -0.00325281+0.012306j -0.0061094-0.00273279j 0.00821846-0.00513905j 0.00296353-0.0285013j -0.0156318+0.00417842j 0.0300025+0.0151778j 0.00903355-0.00766146j 0.0170387-0.0145381j -0.0334537-0.010373j 0.000597807+0.0348448j -0.00300419+0.00210296j 0.0212892+0.0121067j -0.0126835+0.0283666j -0.00317971+0.00389098j 0.0147083+0.00699172j 0.0145401+0.00312829j -0.0032017-0.0280083j 0.00787812+0.00750237j 0.011555+0.000592599j 0.00491156-0.00687875j 0.00179052+0.0191975j 0.0160541-0.0193358j -0.0169731-0.00879848j -0.0211268-0.00759364j 0.00504336+0.00296848j 0.00711587-0.00512661j -0.000640939+0.0119502j 0.000149693+0.00460444j -0.010626-0.0137744j -0.00647729-0.0273537j -0.00852164-0.0173079j 0.00644096+0.0132458j -0.0136737+3.32839e-06j -0.00292797+0.00160558j -0.0125254-0.0179625j 0.0118035+0.0198889j 0.016388-0.0110713j -0.0277402-0.0206593j 0.0203142-0.032856j 0.0055789-0.0176809j -0.00652473+0.00460772j -0.00605709+0.0138771j 0.00732776-0.0275723j 0.00589856-0.0267028j -0.0137665+0.0136586j -0.00855056+0.0144307j 0.0105911+0.000221357j 0.0199176+0.0126578j 0.00776839-0.000576215j -0.005345-0.00656553j -0.00653015+0.00689601j 0.00447775-0.0249211j 0.0222325+0.00310687j 0.00344161+0.0180358j 0.00202091+0.0184646j -0.00829217+0.00503663j -0.00351111-0.0140053j 
-0.00627142+0.00760941j 0.0160156+0.00775435j 0.00795027+0.00989355j -0.012805-0.0129166j -0.00456411+0.0124958j -0.0015216-0.0100783j 0.00420179-0.000108278j 0.00904276+0.0202111j 0.00339166-0.00280869j -0.00333632+0.0124566j 0.0176047+0.00288463j -0.0100527+0.0073774j -0.000561195-0.00549894j 0.00324184-0.00337777j 0.0112056+0.00626321j -0.01148+0.000448336j 0.0232884-0.00565764j -0.00316308+0.00308798j -0.00422538-0.014934j 0.00753029+0.0173252j 0.00484189+0.00720913j 0.00109899+0.0143609j 0.00827981+0.000704756j 0.00663335+0.0176266j -0.0158004-0.0136264j -0.01724-0.0159857j -0.00892515-0.00277583j -0.00192474+0.00153194j 0.00133888-0.0231788j 0.00158207+0.00209019j -0.00986368+0.0204319j 0.00471898-0.0184069j -0.00213165-0.00182313j 0.000514128-0.00864886j 0.00213077-0.0137491j -0.00706996+0.00876281j 0.00114519-0.015091j 0.0043782+0.00545885j -0.00269277-0.00202931j -0.00553075-0.00557507j 0.00133222-0.000772557j 0.00432067+0.000423468j 0.00988942-0.00408289j 0.000789998+0.00450103j -0.000657803+0.008499j 0.00133762-0.000407908j -0.00502157+0.00352443j -0.00187337+0.00349458j 0.00952344+0.00564798j -0.00446604-0.00706865j 0.00307784+0.00118139j 0.0011516-0.00616036j 0.00279831+0.00161893j -0.00122368+0.0175508j -0.00654829-0.0169844j 0.00102804+0.0062523j -0.00484459+0.000911878j 0.00441257-0.0039501j 0.00461026-0.00391433j 0.00079677+0.00378764j 0.00215563+0.000770346j -0.00893194-0.00211773j -0.00212316+0.0154511j 0.00750353-0.0111421j -0.00200385+0.00468609j 0.00925314+0.0110597j 0.00142965+0.00891504j 0.00977793+0.00504408j -0.00856823+0.000592037j 
-0.0166153+0.00891268j 0.016497-0.013975j -0.000858961+0.00676023j 0.00897723-0.0140389j 0.0106299-0.0107751j 0.000122022-0.00736329j -0.00830348+0.0133957j 0.0055578-0.00806545j -0.00600249+0.00629384j -0.00408561-0.00547736j -0.00445855-0.00384307j -0.0174626+0.00463416j 0.0145666-0.0135489j 0.00843207+0.00298113j -0.0148026+0.0154817j 0.00656674+0.00372411j -0.00201557-0.001096j 0.0256863-0.0484216j -0.00849851+0.00164913j -0.00153429-0.041571j 0.000678771+0.0188326j -0.00326229+0.00753746j 0.00936884+0.0173923j 0.0189491-0.0136761j 0.000206253+0.0276132j -0.00203791-0.0246594j 0.00787562-0.00740483j -0.0155773-0.0235209j 0.00547998-0.0058767j -0.000605379+0.00542063j -0.011771-0.00950113j 0.00174389+0.0102429j 0.012122+0.0191427j -0.00138312-0.00516486j 0.00196871-0.0154994j -0.000730031-0.00587669j 0.0154925+0.0132729j -0.00287327-0.00955688j 0.000921444+0.0180657j -0.00320725-0.0170066j -0.00218274+0.01252j 0.00797584-0.00133505j 0.011491-0.0125407j -0.00164813+0.0104435j 0.00765939-0.00219957j 0.00861976-0.0331565j 0.0136044+0.0116906j -0.000409886-0.00766234j 0.00688377-0.0143998j 0.009642-0.0102342j 0.0330454-0.0150713j 0.00593186+0.00885634j -0.00667538-0.0056673j 0.00443358+0.0087943j 0.00306443-0.0137904j -0.0109128-0.00682487j -0.00545178+0.00390575j 0.000932181+0.0147832j 0.000106567-0.00133387j -0.0123405+0.0253022j 0.00524319-0.0211366j -0.0167127+0.00274305j 0.0120067-0.0143543j 0.00619092+0.0108284j 0.0127247+0.0117417j -0.00825037-0.0199015j 0.00166932+0.00303542j -0.00215693-0.000973902j -0.00886144-0.00025834j 
-0.00732993-0.00429326j 0.00124918+0.0255677j 0.00329333+0.00115133j -0.0116926-0.000369199j 0.00888151-0.00842355j 0.0124601+0.0141296j 0.00425567+0.00517746j 0.0102143-0.00915167j 0.0096182+0.0170006j -0.00773368+0.000581136j 0.000581293-0.00510148j 0.00117669+0.0056164j -0.00337973+0.0133906j -0.000625257-0.00207025j -5.68586e-05+0.00278921j 0.00547601-0.000701581j -0.0148237+0.00534185j -0.0148794+0.0113163j 0.0136912+0.000876473j 0.00353993+0.00636868j 0.00797263+0.0118041j 0.0204535+0.00330045j -0.00505768-0.00347653j -0.0154608-0.0358573j -0.00139847+0.00931053j -0.0104383+0.00112945j 0.0120689+0.00537399j -0.00495219-0.00511497j -0.00255433+0.00570922j 0.00127135+0.00541825j -0.00231287-0.00605479j -0.0172349+3.66249e-05j 0.00586936-0.00810259j -0.00439756+0.00645769j -0.00747569-0.000341266j 0.0118057-0.00822607j 0.0134657+0.000104842j 0.0124663-0.00539821j -0.00929697+0.00370619j 0.000246061+0.0118715j -0.00179228-0.00102439j -0.0214909-0.0120333j 0.000348783-0.00659534j -0.0107113-0.00262043j -0.00951457-0.0190853j -0.0123505+0.00771678j 8.97812e-05+0.0116401j -0.0122673+0.0149177j -0.0194139+0.00187955j 0.00685196+0.00601487j -0.00379915+0.00178593j 0.00138728+0.00144189j -0.00433522-0.00845099j 0.0015697+0.00272072j -0.00644298-0.00273283j 0.00691751-0.0027658j -0.00175566+0.00971041j 0.00548287+0.00490796j 0.0163367-0.00525502j 0.00280411-0.00690406j 0.00268491+0.00164806j 0.00424116+0.00597955j -0.00701559-0.0107033j 0.00115193+0.0133223j 0.00394746+0.0001763j 0.0132839-0.015775j -0.00480035-0.0130013j 0.00540696-0.0033453j 0.00538486+0.00632092j 
