-0.00154814+0.0154068j 0.0177387+0.00103115j -0.0144171-0.00280716j 0.00149155+0.011485j 0.00365844+0.00422356j -0.00641228+0.000613441j 0.00650088-0.00373222j 0.00488917-0.00837991j 0.000542843-3.41023e-05j -0.00450835-0.00828014j 0.00366048+0.00312292j -0.00503973-0.00706264j 0.00229195+0.000682088j 0.00846199+0.00639213j 0.00371065+0.00348068j 0.00981377-0.003245j 0.00345073-0.00156533j -0.0025302+0.0011744j 0.00255227-0.00341364j -0.00287605-0.0099492j -0.00222791-0.00701367j 0.00719814-0.00237129j -0.00245915-0.00233315j -0.00240074+0.0125319j 0.000156543+0.0031104j 0.00349097+0.00592959j -0.00958797+0.00693807j -0.00674537+0.00884088j -0.00596323+0.00547056j 0.0110216+0.00969479j -0.00119861-0.00291249j 0.00139736+0.00231017j 0.00848101+0.00914199j -0.00151563-0.00227542j -0.00050995+0.00536785j -0.00932294-0.00298782j 0.000226699+0.00062336j 0.00467048+0.0030138j -0.0113451+0.000727769j 0.00191154+0.00234185j 0.00401971+0.00512092j -0.000900416-0.00109638j 0.0028272+0.00217387j 0.00392051+0.00160054j 0.00925601+0.000811844j -0.00471565-0.00287074j 0.00944737-0.0082111j 0.0107878-0.00109j -0.00529421-0.0180737j 0.0163436-0.00491099j 0.00839098+0.0136689j -0.0121017+0.00962449j 
0.00120175+0.00633349j -0.00501596-0.00175672j -0.000914648+0.0133149j -0.00200069-0.000986138j 0.00224167-0.00244375j 0.000252152+0.000187703j 0.00638665-0.00711877j 0.0031191+0.0154495j 0.0027137-0.00666073j 0.00703227+0.000607154j 0.00140968-0.0114538j 0.00314735+0.00889272j 9.18265e-06-0.0105722j 0.00263194-0.00113992j -0.00717747+0.00299246j 0.00414695-0.00595625j 0.000130916+0.00635959j -0.00256633+0.00817815j 0.00384152+0.00067232j 0.00409621-0.0169453j 0.00074333+0.000308891j -0.00117366-0.00694067j -0.00241268+0.0119104j 0.00104764-0.00875914j 0.000548206-0.0059111j -0.00507007+0.00288316j 0.00457444-0.000204403j -0.00114499-0.00121427j -0.00238917+0.0138524j -0.00472229+0.00970606j -0.00237031+0.000280647j -0.00259029-0.000819661j -0.0039595+0.000519358j 0.00452741-0.000986061j -0.00156042+0.00246636j -0.00132043-0.00385671j 0.000150219-0.00906898j -0.0013345-0.00782607j -0.000928435-0.00161501j 0.00415734+0.00714494j 0.00110956-0.00575116j -0.00223873+0.00871813j -0.0014614+0.000848253j 0.000715524+0.0036979j -0.00310539-0.00568204j 0.00787483+0.00396867j 0.00176588-0.0127593j -0.00031329-9.01844e-05j 0.00199481+0.00110192j -0.00039078-0.00394647j -0.00179205+0.0051289j -0.0055101+0.00185541j 
0.00546841+0.00547771j 0.00104449+0.00418958j -0.00923827-0.00873646j -0.00251353+0.0101136j -0.00260014-0.00772854j -0.00102351-0.00158706j -0.00333206+0.00614648j 0.00559619+0.0132533j -0.00639038-0.0114741j -0.000815447+0.00110872j -0.00463458+0.00811958j 0.000501334+0.0160819j -0.00182103-0.00931719j -0.00104796-0.00589195j 0.000696656-0.00909381j -0.00183571-0.00194284j 0.00303802+0.00296441j 0.00675642+0.00715483j -0.00409379+0.00275764j -0.00131203-0.0057833j -0.00659053-0.00153193j 0.00573637+0.0124055j -0.00330083-0.00520272j 0.00914303+0.00172949j 0.000174044+0.00383498j 0.0103917+0.00668981j 0.00149122-0.000229926j 0.00148817+0.00155376j -0.0035821-0.0106293j -0.00252344+2.10953e-05j 0.00201233-0.00206498j 0.00240449-0.00160344j 0.00353173+3.6794e-06j -0.000145081+0.000819104j 9.90171e-05+0.00176907j -0.00181291+0.00641632j 0.000950291+0.00142917j 0.00216301-0.000452766j 0.00357894+0.00347953j 0.00309179+0.0122491j 0.00430018-0.00393349j -0.00218958+0.00299297j -0.000259925+0.00364838j -0.00406374+0.0031154j 0.0012203+0.0142189j -0.011705+0.0100644j 0.000253931+0.0136382j -0.00146552-0.00169764j -0.0032635+0.00200455j -0.00430581+0.00282971j 0.000798248-0.00181173j 0.00893575-0.00516369j 
-0.00366151+0.011868j 0.00674878-0.00645472j 0.00428283+0.0214497j -0.00209831-0.000922895j 0.00552969-0.00537529j 0.0071995+0.0120406j 0.000580318-0.00296752j -0.0126756+0.00559352j 0.000336504-0.00687761j -0.00724614+0.00455587j 0.00137524+0.0258902j -0.00662985-0.00616977j 0.00532288+0.00313427j 0.000136708+0.0113726j -0.00104442+0.000253244j 0.00537544-0.0137973j 0.00281798-0.00627334j 0.00644882+0.00416781j 0.00451479-0.0015538j 0.0147889-0.000224035j -0.001372-0.00194461j -0.00453399+0.0119781j 0.00441779+0.0101424j 0.0076509+0.00314526j 0.00421751+0.00201511j 0.00180132+0.00316002j 2.04745e-05-0.00443894j -0.00684462+0.0106645j -0.00163836-0.00300985j -0.00593663-0.0048416j 0.000733802-0.00340457j -0.000212352+0.00602446j -0.000883809-0.0029662j 0.00311999+0.00689662j -0.00122564+0.000911536j -0.00266503+0.000694207j 0.00136375-0.00716218j -0.00635659+0.00919001j -0.000734479+0.000196807j -0.00490731-0.00122555j 0.0036725-0.000849611j -0.00413366-0.00291261j -0.0069482-0.00194512j -0.00434532-0.00600966j -0.00376733+0.0056568j -0.00400088+0.00260036j 0.00716822+0.00572097j -0.000266156+8.09608e-05j -0.007576+0.00136187j 0.00224152+0.00265249j 0.0018826-0.00447013j -0.000822421+0.00014395j 
-0.0076782-0.0007243j -0.00260467-0.00834151j -0.000415186-0.0120773j -0.00131276-0.00220815j -0.00219399+0.00210451j -0.00646683-0.000362175j 0.00270473-0.00586413j -0.00124541+0.00903642j 0.000722432+0.00374535j 0.00397151+0.0126265j -0.00041448+0.00539264j -0.0005634+0.00686427j 0.00254627-0.00370191j 0.000743478+0.00590355j 0.000124306-0.00684775j 0.00253231+0.000804844j -0.000360755-0.00176932j -0.00642381-0.00858183j 0.00225632-0.00715926j -0.00741395+0.00088623j 0.00206786+0.00288813j -0.00590373+0.00402804j -0.000475742-0.0105139j -0.0102896+0.00269304j -0.00318977+0.00201649j -0.0014406-0.0141376j -0.00140158+0.0142599j -0.00157855-0.000380865j 0.00162159+0.00211727j -0.00370243-0.00329844j 0.00221208+0.00385886j 0.00044268-0.00452291j -0.00486287+2.77501e-05j 0.00105867-0.00371446j -0.00242147-0.0111207j 0.00377355+0.00168764j 0.00370228+0.00269458j 0.00363461-0.00141129j -0.000909074+0.00341278j -0.00243871+0.00550853j -0.00268947+0.00570067j -0.0076464+0.00424664j -0.00167283+0.00209421j -0.00688103+0.00194595j 0.00105815-0.00240619j 0.00387562+0.0101406j 0.00013711-0.00225093j 0.0050288+0.00317496j 0.00129623+0.00928904j 0.00521513-0.00602965j -0.00345373-0.00237535j -0.00297031+0.00326308j 
0.00397491-0.00189277j 0.000594985+0.00222147j -0.000888182-0.00300059j -0.000382425+0.00832011j -0.00577135-0.00717465j -0.000788277-0.00279619j 0.00747607+0.00336836j -0.00425334+0.000637586j -0.00916546+0.00178966j -0.00571252+0.00107785j -0.00449163+0.00509774j -0.000376808-0.00687306j 0.00189258+0.00822625j -0.00412843+0.00137872j 0.00470758-0.0012364j 0.00175686+0.0124302j 0.00511249+0.00555691j 0.00417763-0.00427057j -0.00121102-0.00413371j -0.00470336+0.00127676j -0.0021008+0.00142315j -0.00715552-0.00588759j 0.00490593-0.0139727j -0.00122556+0.00619687j -0.00429529+0.00243736j 0.0136349+0.0204448j 0.0105037-0.013334j -0.00496136-0.00227045j -0.00107154+0.00610476j 0.00127318-0.000471906j 0.000906997-0.000134053j -0.00216988-0.000571876j 0.000588142-0.00421041j -0.000462715+0.000524457j -0.00206654-0.00967421j -0.000334715+0.00260824j 2.06171e-05+4.19296e-05j -0.00976473+0.00272857j -0.00104304-0.0024149j 0.00790805-0.00125474j -0.00109398-0.000621181j 0.00852793+0.0067729j -0.00335981+0.00258058j -0.00200471+0.000619561j -0.00506626+0.00211121j 0.00446218-0.00061392j -0.00339226-0.00158684j -0.012527-0.00171478j -0.00282512+0.00700613j -0.00858169+0.0055367j 0.00497389-0.00163715j -0.00151735-0.000402647j 
-0.000587114+0.00242863j 0.00081202-0.000783032j -0.00160454+0.00103518j -0.0168138-0.00132895j 0.00378403+0.00164385j 0.00949186+0.00145272j -0.00436622+0.00235988j 0.00367823+0.00164893j 0.00038512-0.00219629j -0.00339584+0.00174134j 0.00290996-0.00280644j 0.0107638-0.00164388j -0.00113163+0.001325j -0.000608254-0.00231187j 0.00692332+0.00112198j -0.0112186-0.00181143j -0.008899+0.00464442j -0.0166311-0.00293501j 0.00711365-0.00536701j 0.00483951+0.000517237j 0.0167204-0.00448965j 0.000751959-0.00914772j -0.0153865+0.00145474j -0.00932259+0.00107514j -0.00621145-0.00279052j -0.000684926-0.00144467j -0.00309989+0.00261929j -0.014154-0.00870243j -0.00616152-0.00721776j 0.00870255+0.00077799j 0.00108985+0.00234759j -0.00339584-0.00584908j 0.00553711-0.000172682j -0.00320549-0.000793804j -0.001996-0.00192702j 0.000614015+0.000266787j -0.00229499-0.00450824j -0.00190817-0.000259244j -0.00492337+0.00649563j -0.00307047-0.00399055j -0.0106765+0.0069025j 0.00916852-0.00203876j -0.00185674-0.00130351j 0.00178334+0.00254059j 0.00460281+7.24676e-05j -0.00466848+0.00192433j 0.00486664+0.0041952j -0.00236183+0.00319127j 0.00181156-0.00345448j 0.00227835+0.00454094j -0.000267755+0.00247531j -0.00498395-0.002482j 
0.00341919+0.00481634j -0.000854944-0.000191752j 0.00510123+0.0117866j 0.00445327-0.00178884j 0.00177644-0.000189056j -0.00408081+0.00776369j 0.00424481+0.00290636j -0.00582062-0.00211343j -0.00713457-0.00926915j -0.00353718+0.000453853j -0.00476598-0.00201531j 0.00301505+0.00333829j 0.00599879+0.00355898j -0.0082854+0.00252458j -0.00681516-0.00228712j 0.00642704-0.00584209j 0.00341624+0.0111456j -0.00050921-0.01978j -0.000391505+0.00478311j 0.00254114+0.00509687j 0.00422364-0.0206861j -0.0047161-0.00903549j 0.00251108-0.0079628j 0.00476756-0.00287932j -0.00366042+0.00734989j 0.00358768-0.000405433j 0.00674216+0.00280337j -0.000424332-0.00247339j -0.00251667+1.54186e-05j -0.0032065-0.00698777j 0.00225795+0.00526611j -0.00179924-0.00492063j -0.000476798-0.00335409j 0.00256351+0.000691895j -0.00147756+0.0034107j -0.00108167-0.00706878j 0.00481719-0.0166039j 0.00424949+0.00650216j 0.00280365+0.0190047j 0.00357127-0.00427958j 0.00227255+0.0208134j -0.00183533-0.000727003j -0.00179503+0.0141358j -0.0042476+0.020543j -0.00159214-0.00212512j 0.00214041-0.00534585j -0.00606203+0.00633129j -0.00192261+0.00237398j 0.00591879-0.00132638j -0.00288937+0.00131162j -0.000857984-0.00104346j 0.00243504-0.000867665j 
-0.00431263-0.00313191j -0.00487377+0.00203005j 0.00992624+0.00234184j -0.0113675+0.00577318j 0.00133855-0.00244277j 0.00335074+0.000736619j 0.0124547+0.000133236j -0.00377183+0.00185863j -0.00330814+0.00316522j -0.00534554-0.00147451j -0.00547178+0.003013j 0.00482501-0.00588889j 0.00277949+0.00512091j -0.00820063-0.00165038j 0.00578641+0.000211058j 0.00605484+0.00250639j 0.00402487-0.000855076j -0.00408343+0.00773188j 0.00460344-0.00157472j -0.00233995-0.000587454j 0.00467272+0.00149545j -0.0146434+0.00605592j -4.24572e-05-0.00180956j -0.00832494-0.00122666j 0.000230505+0.00221817j 0.0131308-0.000421038j 0.0123405+0.0013781j -0.0096724-0.00231771j 0.00244722+0.00939405j -0.0157835-0.00188027j 0.004925-0.00385329j -0.00165653+0.00782276j -0.0116917-0.00212519j 0.00402764+0.00112799j -0.00453745-0.00350518j 0.00420749-0.00190284j 0.00134654-0.00492737j -0.00213378-0.00350266j 0.000114007-0.00523195j 0.00444348-0.00871265j -0.00420113-0.00708446j 0.00134364+0.00789316j -0.00247531+0.00152057j -0.00452459+0.00457344j 0.00399725-0.00327681j 0.0108395-0.00214175j 0.00459417-0.00370904j 0.00338682+0.00728426j 0.00566754+0.00814373j 0.000681699+0.00113383j -0.00522611-0.00386115j 0.00292436-0.00148321j 
-0.00344691-0.00553111j 0.00532536-0.00346811j -0.00240691-3.12199e-05j 0.000898097+0.00638606j 0.00266409-0.000638402j 0.0011574-0.0055055j -0.0053484+0.00341701j -0.00040177-0.00634276j 0.0075741+0.00392607j -0.00312184-0.0042032j 0.00987664+0.00191566j -0.00607687-0.00207028j 6.31831e-05-0.00251513j -0.0055649-0.0160781j 0.00392349-0.00367118j -0.00638404+0.00434714j 0.00396815+0.0130813j 0.00368244+0.00661357j 0.00325893+0.0100403j -0.0013882+0.00224064j 0.00579795-0.000271694j 0.00536731+0.00899121j 0.00244157-0.00214992j 0.00734105-0.0153634j 0.00953408-0.00784411j -0.00989587+0.00524856j -0.0118966+0.00664751j 0.000377792-0.00595085j 0.00517469+0.00809213j 0.0110154-0.00289292j -0.00218961-0.00916912j -0.00211692+0.012564j 0.00361681-0.00501061j -0.000942277+0.00481359j -0.00159036-0.00243037j -0.00130194-0.00390218j -0.0044671-0.0155846j 0.00416693+0.00537075j 0.00184893+0.00266805j -0.00123816-0.0131217j -0.00222371+0.005498j -0.0029429+0.00625871j 0.000469851+0.0100351j 0.00463264+0.0232758j 0.00591385+0.00385674j -0.000942545-0.0101378j 0.00248817+0.0057284j 0.00247924+0.00336836j -0.00861586-0.00156006j 0.00442702-0.00226183j 0.00247322+0.00104723j -0.00197871+0.00162606j 
0.000647528+0.0019478j -0.00396777+0.00191101j 0.00887545-0.00362666j 0.00264567+0.000468723j -0.00323606-0.00447117j 0.00301952+0.00303108j 0.00301774-0.00675767j -0.00872282+0.00273049j -0.00404705-0.00723271j -0.00660853-0.00405432j 0.00296901-0.00661318j 0.00773929-1.4506e-05j -0.00325041-0.00547362j -0.0129989+0.00331224j 0.00279717-0.00284882j 0.00371295+0.00327896j -0.00603987-0.000589222j -0.010853+0.0089752j 0.00301731-0.00756159j -0.00363808-0.00534899j 0.0124351+0.0118021j -0.00336225+0.00115782j -0.00342516-0.0107507j 0.0016448+0.0121286j 0.0033576-0.0069923j -0.00177372+0.0128597j 0.00671904+0.0114866j -0.00460538-0.00638372j 0.00571619-2.13347e-05j -1.94008e-05-0.000997466j 0.00168819-0.00413794j -0.0025657+0.0115192j -0.003513-0.00129858j -0.00126705+0.00172729j -0.00112895-0.00766473j 0.00177141-0.00101916j 0.00784754-0.00710534j -0.00300941+0.00212511j -0.00284748+0.00708562j -0.000957484-0.00859183j -0.00332298+0.0110418j -0.0054887+0.0078573j -0.00202847+0.00414546j -0.00266848+0.0179311j -0.00488306+0.000886525j 0.00371615-0.013432j -0.00462087+0.00088999j 0.00108437-0.00273088j -0.00178256-0.000528753j -0.00201366-0.00553359j -2.24757e-06+0.00306389j 0.00193033+0.00442839j 
-0.00269572+0.00145689j -0.00202519-0.00250536j -0.000117114+0.00295024j -0.00227501+0.00202958j 0.00617015+0.00224615j -0.000188629-6.16841e-05j -0.00264583-0.00327631j -0.00540469-0.00822419j 0.000138243-0.00319968j -0.00108626+0.0100083j 0.00198379-0.000791611j 0.000840994-0.0029282j -0.00313403-0.00125457j -0.0113551-0.00737344j 8.85902e-05-0.00352817j 0.00412719+0.0102744j 0.00438261+0.0196124j -5.22764e-05+0.00445664j 0.000959827+0.00283391j 0.00099449+0.00160772j 0.00499023-0.0183622j -0.00332233+0.00631694j -0.00278131-0.0140723j 0.0070012+0.00936296j 0.00458326+0.00863912j -0.00289204-0.00106531j -0.000746661+0.00153499j 0.000414938+0.00161287j 0.00213112+0.00164235j 0.00238665+0.00141585j -0.00194856-0.00104343j -0.00148969-0.00299571j 0.000606747+0.00855435j -0.000650069-0.0015223j 0.00187117+0.0151576j 0.00157571+0.000416226j 0.00756973+0.0128654j -0.00103756-0.0099986j 0.00162593-0.0262081j 0.00275551+0.00412881j 0.00319902-0.034564j -0.00403018+0.00418862j 0.00203068-0.0131891j 0.00443592-0.0260665j -0.00118002-0.000903363j -0.000621912+0.00143286j -0.00505376-0.00203987j 0.00513096+0.000511364j 0.00285411-0.00091843j 0.00197124-0.00158478j -0.00125779-0.00105352j 0.00303271+0.00275479j 
-0.00232029+0.00158763j -0.00205538+0.00220376j -0.00150232-0.00448691j 0.00505103+0.00113987j 0.000717892+0.00146908j -0.00562889+0.00164106j 0.00255854-0.000359383j 0.00223683-0.00381557j 0.00681126-0.00500909j -0.00049463-0.0118999j -0.00918205-0.00283427j -0.00539238+0.00639121j 0.00125992+0.0057082j 0.0147015-0.00605662j 0.00685108+0.00162612j -0.01183-0.00852647j 0.00486407+0.00321603j 0.00129279+0.00179778j 0.00371509+0.00114918j 0.00046841+0.00876136j -0.00324401-0.0142008j -0.0106914+0.00987418j 0.00736944+0.00119403j -0.00673638-0.00425141j -0.00486317-0.00310364j -0.00326345+0.0114616j 0.0031288+0.0086658j 0.00172961+0.00299492j 0.00631979+0.00100911j -0.000693592+0.000974615j 0.000752364+0.00179068j 0.00149211-0.00332587j -0.000284332+0.00813414j 0.00273979-0.00249555j -0.0029295-0.00355259j -0.00186547+0.000834037j -0.00709202-0.00304598j 0.00421981+0.00187145j -0.00610109-0.0129144j -0.00464072+0.00164246j -0.00617638-0.0169408j -0.000120748+0.00667816j -0.00369149-0.00154661j -0.000435818-0.00906983j -0.000399225+0.0033225j 0.00101219-0.00299189j -0.00319732+0.00085783j 0.00174314-0.00349272j -0.00216398-0.00280133j -0.000440328-0.00546086j 0.000614621+0.00203441j 0.00169294+0.00554009j 
0.0023804-0.0056299j 0.00722878+0.00453292j 0.00137723-0.00371867j 0.00298414+0.00119901j -0.00902816-0.00561257j 0.00146721+0.00625363j 0.0017608-0.00218235j -0.00288453+0.00869139j -0.00654433+0.0100854j -0.0053328-0.010423j 0.00741157+0.00169811j 0.00516651+0.0112342j 0.00400604+0.00550545j -0.0057612-0.00378344j -0.0109901-0.00851803j 0.0110496+0.00164125j 0.000623338-0.00908021j 0.00215509-0.00866774j -0.00403659-0.00265685j -0.00197687+0.00418361j -0.000305117-0.00680729j 0.0109724-4.94083e-05j 0.00214195+0.0111653j 0.00559174+0.0144823j 0.00711188+0.0155179j -0.00397592-0.00669042j 0.00318783+0.00297715j -0.00725976+0.0108741j 0.00078785+0.00449449j 0.000924658-0.00709838j -0.00116197-0.00519587j -0.000354496+0.00470783j 0.000173804+0.00107213j 0.00284061+0.002504j -0.00272024-0.00219122j 0.00249971-0.00190079j 0.00214804-0.00639606j -0.00044229-0.00219137j 0.000816664-0.0186991j 0.00112058-0.0094708j 0.000539629-0.0312471j -0.00176104+0.0127753j -0.0039365+0.000857212j 0.00327199+0.00626834j 0.0033052+0.000427065j 0.00193074-8.06149e-05j 0.00619787+0.00404842j -0.0113413-0.00341367j -0.00535211+0.00941413j -0.00457867+0.00123376j 0.00519896+0.00292964j -0.00871671-0.00484833j 
0.00267948+0.0031864j -0.00153895-0.000262671j 0.00841393+0.00405169j -0.00323758+0.00508233j 2.7238e-05-0.0035233j 0.00945503+0.000577161j -0.0101036+0.00422985j -0.0118005+0.00261628j -0.00700097-0.0029041j -0.00301303+0.00498018j 0.019694-0.000823037j 0.00540689-0.00609041j -0.00454594+0.000530987j -0.0292938+0.00644684j -0.0095075+0.000672364j 0.0153404-0.00141453j -0.00221159+0.00204167j -0.000539866-0.000766815j -0.00265725-0.0016599j -0.0015147-0.00442835j 0.0070296+0.00305645j 0.0128995-0.00399452j -0.00907367-0.00583505j 0.0195161+0.000483875j 0.0123128-0.00161337j -0.00130904+0.000681346j -0.00473461+0.00245177j -0.00132028-0.00291697j 0.00145692-0.000850659j 0.0070938+0.000675683j -0.0022206+0.000979988j -0.00155315+0.000141532j 0.00112312-0.00180884j -0.000720504+0.000543308j 0.00286654+0.00572493j 0.00117581-0.00162989j 0.00906927-0.00107566j -0.00489295-0.00224617j 0.0029594+0.00478368j 0.0014757+0.00246378j 0.00551071+0.00390454j -0.00386973-0.00361159j 0.00066203-0.0010183j 0.00198893-0.000452647j -0.00439216-0.00268362j -0.00448502-0.00148934j -0.00391247-0.00196602j 0.000901801+0.00199819j -0.00107028-0.00119721j 3.36349e-05-0.000289317j -1.79727e-05-0.000116348j 0.00181685+0.00118577j 
0.00121483-0.00184903j 0.000953264+0.00539739j -0.000140881-0.00639196j 0.00965664+0.000240768j -0.00486034-0.00641719j 0.00351268+0.0054073j 0.0058625+0.0144758j 0.00780156+0.0161557j 0.0033907-0.000710502j -0.00101948-0.00754958j 0.0109463+0.00120997j -0.00179488+0.00295406j 0.00357092+0.0063001j 0.0042577+0.0118641j -0.00374936-0.00487846j -0.00593872-0.00851662j -0.0100729-0.00833819j -0.00237929-0.00504685j -0.00136351+0.0044021j 0.0060635+0.0114319j 0.00140669+0.00146626j -0.00481579+0.00539462j 0.00695312-0.00376819j 0.000607181-0.00923743j 0.00725438+0.00265479j 0.00635836+0.000960635j -0.00906752-0.00789955j -0.00757595-0.00925181j -0.00349758+0.0163345j 0.00461994+0.00787058j -0.00492411+0.0125296j -0.00138661-0.0140254j -0.00345635-0.00389644j 0.00375134+0.000700827j 0.00464356+0.00325438j 0.00295162-0.00449822j 0.00119862+0.00866397j -0.000146136-0.00921302j 0.001242+0.00325841j -0.00173697+0.00534668j 1.03812e-05+0.00842248j 0.00802546-0.00989744j -0.000342831-0.00176927j -0.00325144-0.00879833j 0.0120694-0.014752j -0.00186851-0.00548892j 0.00527859-0.0176808j 3.09439e-05+0.00689381j -0.00753691+0.000974021j 0.00109294-0.00204845j -0.00732783-7.62891e-06j 0.00937101+0.00172803j 
-0.00442651+0.00143956j -0.00217317+0.000216199j -0.00140674+0.00497934j -0.0166805+0.00440162j 0.0117755-0.00101138j -0.00118735-0.000604604j -0.00454734+0.00301134j 0.00512851+3.09852e-05j 0.00202217-0.00372437j 0.00680162-0.00562001j -0.00406522-0.00545226j -0.00618277+0.000352883j -0.00442498-0.00180911j -0.00110992-0.00646064j 0.000646111-0.000807863j 0.00550741+0.00180668j 0.0068733+0.00147752j 0.0133215+0.00110669j -0.00122042-0.00588676j -0.00285624-7.56012e-07j -0.00833137-0.00385295j 0.00367291+4.70795e-05j 0.00965257+0.00377923j 0.00164891+0.00592286j 0.00727978+0.00324358j 0.00290542-0.00108193j 0.000824508+0.00417263j 0.00112424+0.0047533j -0.002805-0.000723633j -0.00385024-0.00294228j -0.0051426-0.00437038j 0.00719498+0.0099967j -0.00597039-0.000944762j 0.00704374+0.000865935j 0.0268064-0.0062581j -0.00456336-0.000321471j 0.010976-0.00900843j -0.000475441+0.00144999j 0.00107712-0.0032414j -0.0116447-0.00723805j 0.0128149-0.0081864j 0.0119983+0.00451591j 0.00234479+0.0024091j -0.00525863+0.00904225j 0.00204206+0.0068528j 0.00760155-0.00202334j -0.00439111+0.0050911j -0.000926991+0.00126814j 0.0024076+0.0022426j -0.000415634+0.00152914j 7.67611e-05-0.000272885j -0.00144408-0.00114419j 
0.00519519-0.00123744j 0.00366187-0.00243446j 0.00241232-0.00116307j 0.0210927-0.00597122j -0.0131342+0.00661444j -0.00273635-0.000620398j 0.00701882-0.0052825j -0.00101951+0.000782612j -0.00249207+0.00321216j -0.00839833+0.00800456j 0.00238897-0.000534519j 0.00881346-0.00712259j -0.00433295-0.0061399j 0.00564208+0.00207392j 0.00691263-0.00564084j -0.00801876+0.00193037j -0.00792861+0.0050689j -0.0212874-0.0022969j 0.0137204+0.00160674j -0.000437293-0.000612726j 0.0132747-6.3757e-05j -0.00466405-0.0011557j -0.00996457-0.00788411j -0.0043803-0.00346121j -0.00388213+0.000262089j -0.00796837-0.00117723j 0.00303915+0.00105697j -0.00550074-0.00115407j -0.00498154-0.00468495j 0.00124266+0.00331011j -0.00437906+0.00010354j 0.00314163-0.00148158j 0.00293159+0.00127722j 0.00349152-0.000425662j 0.0162318+0.000489857j -0.00323442+0.000992004j 0.00883773+0.00438272j -0.000916041-0.00167926j -0.0071959+0.000509314j -0.0144229+0.00255786j 0.00045254+0.00514446j 0.0117236-3.37762e-05j -0.00106162-0.00208083j -0.000622725-0.00417761j 0.00267358+0.00165941j -0.000267075+0.00180872j -0.0018273+0.00103025j -0.00037433-0.00450404j -0.0012461-0.00189978j -0.000994687-0.00215284j 0.00357559+0.000102437j -0.000906552+0.00151502j 
-0.0027064+0.000704834j 0.00253481+0.000767167j -0.00598421+0.00296382j 0.00126318+0.000997065j 0.00373031+0.00238112j -0.00666067+0.00209515j 0.00374621+0.00377803j 0.00400568+0.0124083j 8.51798e-05-0.00124354j -0.00233961-0.00131819j -0.00963914-0.00268284j 0.00244946-0.00443109j 0.00278896-0.0125932j -0.00223906+0.000378585j 0.00279513-0.00117895j 0.000221747+0.00394574j -0.00339268-0.00405948j -0.00310875+0.000925952j -0.000924714-0.000821384j -0.000900387+0.00361621j 0.00210071+0.00695248j -0.00562457-0.000546133j 0.00268623-0.00046941j -0.00715367+0.00862552j -0.000172658+0.00474311j 0.000502747+0.00183689j 0.00613037+0.00362j -0.00303209-0.00483841j 0.000563913-0.00284973j -0.00263691-0.00679764j 0.00293724+0.0151377j -0.00462172-0.00454904j 0.000261138-0.0108511j -0.00345375+0.0034972j 0.00235657+0.0362597j 0.00109278-0.02043j -0.00280585-0.0189172j 0.0059571+0.00458661j -0.000801736+0.00236347j 0.00147997-0.0167057j -0.00200215+0.00893281j 0.000969897+0.0167248j 0.00222465-0.000816414j 0.00253575-0.00283089j -0.000803962+0.00284795j 0.0013188+0.00282074j 0.000962303+0.000446509j -0.00297604+0.0018878j 0.00148874+0.000174607j -0.00161056+0.000505797j 0.00132319-0.00104112j -0.00118915+0.00112691j 
-0.000391798+0.00278039j 0.000771785-0.000230943j -0.00158215+0.00599183j 0.00223561-0.00238444j 0.00770879+0.00429017j -0.0014607+0.000826412j -0.00285596+0.00730852j -0.00186818+0.00257875j 0.00148068-0.0101654j 0.000400143+0.00421848j -0.000853063-0.0126763j 0.000159213-0.000805419j -0.00182456+0.00540716j -0.00753496-3.27093e-05j -0.00259588+0.00171464j 0.00354443+0.0100974j -0.00183408-0.00553818j -0.00231176+0.00659998j -0.00516331-0.012794j 0.00169775-0.00491272j 0.000249296+0.00254613j -0.00572862-0.00407242j 0.00590351-0.00108893j -0.00222284+0.0154029j 0.00544895+0.00539547j -0.000577488-0.00100392j -0.00104269+0.0017359j -0.000332614+0.00321133j -0.000276973+0.0080577j 0.00912812-0.00410847j -0.000811463+0.0129254j -0.0017434-0.00205148j 0.000811499-0.00229412j -0.00131649-0.00674889j -0.000264342-0.0044859j 0.00168678-0.00998437j -0.00133131-0.0331053j 0.00308555+0.0113719j 0.00148027-0.0027452j 0.00299826-0.00345241j 0.000345656-0.0151048j -0.000935679+0.00135777j 0.00320967-0.00114546j 0.00107943+0.00271102j 0.00026794+0.000639658j -0.00361653-0.0111381j -0.00536309+0.00436221j 0.00221296+0.00232664j -0.00284327-0.00134179j -0.000427423-0.000694956j -0.00182148-0.000293953j 0.00578263+0.00167652j 
