0.00174945+0.00960303j 0.0408034+0.0593645j 0.0135621-0.060535j 0.000857568-0.0172202j -0.00712754+0.0184892j 0.00220966-0.0336792j -0.00772208-0.0112216j 0.0531234-0.0379651j 0.000982138-0.00443186j -0.00877557+0.00529817j 0.0118189-0.0115851j -0.0261841-0.00792213j 0.0290913-0.00708813j -0.00287461+0.0013376j -0.00669563-0.0029867j 0.00614408-9.07506e-05j 0.00368468-0.00891912j -0.0295414-0.0117154j 0.00832659-0.0100416j -0.00315164-0.00544388j -0.0136882+0.00496933j 0.00553367-0.00366823j -0.0179699-0.0173322j 0.00961724-0.0016554j 0.0045605+0.00178604j 0.0103546-0.0104465j -0.033066-0.0121132j -0.00237257-0.00665286j -0.00940534+0.00766099j -0.00512541+0.0141926j 0.00541543-0.0133227j 0.0191914+0.00793034j -0.0395303-0.0201364j -0.0168148-0.00694685j 0.0392445+0.00948798j -0.00443915-0.00517351j -0.00470252+0.00110708j 0.0238917-0.0113973j 0.0165408+0.0134251j 0.00465472-0.00339181j -0.0161969-0.0734973j 0.0663345+0.0396529j -0.0546581+0.0883125j 0.0649809+0.0133165j -0.00295963+0.0589371j -0.0152932-0.0210335j 0.0728919+0.00362305j -0.00502679-0.00917805j 0.00628036+0.0550198j -0.0812899+0.00776265j -0.0173195-0.0178173j -0.119077-0.0738226j 
0.0348473+0.0275674j 0.035393+0.0191632j -0.0304706-0.009677j -0.0306147+0.0401578j -0.0135733+0.0243163j 0.0185278-0.0188924j -0.0310392+0.016158j 0.0507934-0.00802468j 0.0178433+0.00532113j -0.00826432+0.0106513j -0.00610894+0.0205327j -0.0337495-0.0118241j 0.00811065-0.0290445j -0.00503314+0.00706225j 0.0407828-0.0074988j -0.00711129-0.03419j 0.00610491-0.0126013j -0.0206914-0.0169197j 0.0157118-0.0162109j -0.0291559+0.0147852j -0.0316192+0.00754295j -0.000988951+0.00476998j 0.0427185-0.038405j -0.00938392+0.0284965j 0.00472504+0.0438856j 0.0625973-0.000583903j -0.0122204-0.0209947j 0.0214316+0.0374508j 0.0186332-0.00546108j -0.0304162+0.0322829j -0.00557671+0.0423465j 0.0146317+0.00329742j 0.00852656-0.0507938j -0.0369412+0.0105886j -0.00494199-0.054359j -0.048269-0.0246641j -0.111314+0.042418j -0.0321475-0.0700549j 0.0260577+0.0482417j 0.0333986+0.0452192j -0.00566385-0.0575864j 0.00550451-0.0415451j 0.033607+0.00887213j 0.0763765+0.00119714j -0.0437681+0.0422937j -0.0547431-0.0215069j 0.0115996+0.0120617j -0.0384296-0.00340251j 0.08251-0.0873703j -0.0948335-0.0322882j 0.0106339+0.0672814j -0.0313135+0.0016891j 
0.0343322+0.0382965j 0.0254285+0.0403939j 0.0264203-0.0848639j 0.0244309+0.00829879j -0.0015297+0.00236591j 0.00636221-0.0230901j -0.017006+0.0223264j 0.024412-0.0404376j -0.0343287-0.0291763j -0.0166399-0.030935j 0.0109557-0.000310027j -0.0375877+0.0289568j 0.00825146+0.0325657j -0.0411702+0.0190655j 0.0181086-0.0145256j 0.0041558+0.0256711j 0.0018238+0.0402131j -0.0716171-0.0195045j -0.00728528-0.0424913j -0.0221781+0.0399909j -0.0436919+0.0194457j 0.0314785+0.00205543j -0.0198517-0.0146525j -0.0154797+0.00409893j 0.0465651+0.0032168j 0.0117395-0.0288763j -0.0509169+0.0131922j 0.015019+0.0267965j 0.0074853+0.0223103j 0.00553109+0.0394634j 0.0202094+0.0208764j 0.0134835+0.0126318j -0.0185404+0.00998062j -0.050524-0.0119881j -0.0188536-0.0131419j -0.00772378+0.0604973j 0.0430437+0.0341463j 0.00713652-0.00731942j 0.0343547-1.0919e-05j 0.0119086-0.0438399j -0.0890677-0.0833512j 0.139116-0.0670362j -0.00165719+0.126234j 0.0717706-0.0938288j 0.0392828+0.0966343j -0.0733475-0.0841729j 0.157947-0.0643957j -0.0580979-0.0680786j 0.0575964+0.000194355j -0.122144+0.00143087j 0.0175141+0.0211308j -0.0644182-0.112216j 
0.0103659+0.0597107j -0.0159767-0.0259655j 0.00292038+0.0403939j -0.0496412+0.0716652j -0.0231158-0.0314109j 0.0146842+0.0190748j -0.0455258+0.0493214j -0.0154771+0.0658802j -0.03782+0.0218387j -0.0399975-0.00647433j 6.03447e-05+0.0425505j -0.0372227+0.0271613j -0.0394813+0.0251204j -0.0175169-0.0110434j -0.000959821-0.0276233j -0.0125024-0.0117762j -0.0349331+0.0236926j -0.00385829+0.0222525j -0.00951166+0.00156173j -0.0133805+0.0453981j 0.0188291+0.0166197j 0.0110377+0.00695114j 0.0020401+0.0093366j -0.0105781+0.00146346j -0.00849322-0.0103765j 0.000802186+0.0149803j -0.00365471+0.0127317j -0.00936435-0.0530288j 0.0355105+0.019585j 0.057045+0.00469588j 0.0584673+0.0144647j -0.0277356-0.00597515j 0.0644798-0.00034981j 0.00614963-0.0516756j 0.0142983-0.0443926j -0.0133361-0.0186943j -0.0188927-0.0480425j 0.0185548+0.0569393j 0.0412997+0.0425178j 0.0297658-0.00356448j -0.0809183+0.0422173j -0.106378-0.215604j 0.123997-0.0285712j 0.0050265-0.0247119j 0.10328-0.00131456j -0.120487+0.119765j -0.0779516-0.0973359j -0.162149-0.00644964j 0.110881-0.047848j 0.026306-0.00043148j 0.0555607+0.165614j 0.0451293-0.00891283j 
-0.00194163-0.0429915j -0.0115445+0.0699782j -0.0618562+0.0282132j -0.00998161-0.00614075j -0.0281856+0.0207766j -0.00783107+0.0297444j 0.00353113+0.00587765j 0.020621-0.0251814j -0.0140687-0.00332096j -0.0143455+0.0256619j 0.00508413-0.0169174j -0.0457151-0.0210192j 0.028772+0.0162852j -0.0119819-0.0218223j -0.0247517-0.0289262j 0.00505307-0.0341373j 0.0104224+0.0118383j -0.0169477+0.00549564j -0.0174262-0.0345061j -0.0121856+0.0274015j 0.0648551+0.0408942j 0.0035763-0.0081377j -0.0466898+0.00424929j -0.00149735+0.0275662j -0.0144316+0.00955678j -0.00959798-0.0156978j -0.0395965-0.0174305j 0.00148416+0.0162319j -0.028903+0.0399068j 0.047539+0.0511056j 0.0629792-0.00775384j 0.0137097+0.00575351j -0.080943-0.00304223j -0.0174085+0.00985117j 0.0265006+0.0847347j -0.0426842-0.0259677j -0.00422063+0.0561171j -0.0288636+0.112536j 0.0593861+0.0689492j -0.0496715+0.0324799j -0.0772654-0.0736517j 0.0371286+0.0496423j -0.052401+0.0100194j 0.0363365+0.0258463j -0.013021+0.132768j -0.0216112+0.0020512j 0.0816495+0.0885265j -0.00840346+0.0124571j 0.0387575-0.050326j -0.0689016-0.058119j 0.0223393-0.00502859j 0.00697131-0.128094j 
-0.00456835-0.00771267j -0.0229484-0.0252692j -0.00967227+0.036514j 0.0185939-0.0117804j 0.015993+0.0112594j -0.0229157-0.00922504j -0.010636-0.0158943j 0.00197395+0.00364848j 0.0133701+0.00901086j 0.00348616-0.00717546j 0.0178624+0.0145541j 0.049726-0.0196807j -0.0125334-0.00568743j 0.0179812+0.0145157j 0.0127332-0.0433821j -0.0302429-0.0266951j 0.0232615+0.0165413j -0.00967874-0.00249088j -0.0138675+0.0102198j 0.0229837-0.0137619j -0.0183598-0.0311693j 0.0334099+0.0206343j -0.00167816-0.00627966j 0.00176997-0.0130106j 0.0264678+0.0389591j -0.00135476-0.0148224j 0.0459979+0.0446234j 0.0648984-0.0140543j -0.00564364+0.00351098j -0.0314452+0.0164021j 0.0254403-0.00243755j -0.064885-0.020228j 0.0191539+0.0186328j -0.0169836+0.0975578j -0.0795106-0.0141384j -0.0365242+0.0850559j 0.0059635+0.0677066j -0.0404542-0.0355084j 0.00659837+0.0209j 0.052932-0.000447585j 0.0324041+0.0430363j 0.0324575+0.0504995j 0.0202812-0.101756j -0.0627552+0.00482177j -0.0314775-0.0525852j -0.0291158-0.00758209j -0.0779424+0.0187099j 0.108191-0.122703j -0.049153+0.0546087j 0.0806536+0.0129236j 0.0239186-0.0104729j 0.0359333+0.0183403j 
0.0159806+0.00121266j 0.0237628+0.00349024j 0.000216795+0.0139447j -0.0286526+0.0160819j -0.0271643-0.0301063j -0.0267378-0.0715163j 0.00391998+0.0292988j 0.0199898+0.00740214j 0.0282144+0.0205298j 0.0440043+0.00771437j -0.0233553+0.0190522j -0.0404039+0.0179493j 0.0224617-0.0281849j 0.0266274+0.0261532j 0.0169293-0.0411099j -0.0224107-0.0403427j -0.0106956+0.00752118j -0.023832+0.0446506j 0.0776171+0.020841j -0.053205+0.0257049j -0.0792286+0.0270552j -0.0467663-0.0158844j -0.0294323-0.0301532j -0.0141168+0.0291634j -0.0465092-0.0214421j -0.0517984+0.0639743j 0.000277547+0.0241779j -0.0203828+0.0860608j -0.0506595-0.0422818j -0.0662968+0.00491707j 0.0256338-0.0625012j 0.0489906-0.0447233j -0.0588757-0.0792401j 0.0328293-0.0928864j 0.0304234-0.0294683j 0.0132173+0.029699j -0.00536555+0.085253j 0.0539139-0.00605571j -0.0807527-0.0540562j 0.060749+0.00271703j 0.05844+0.0573129j -0.0217405-0.16373j -0.099928+0.109707j 0.0477843+0.00602417j -0.0217872-0.0242851j 0.0126007-0.0315481j 0.0956142-0.0272903j -0.110624+0.112901j 0.0411808-0.114218j -0.00386448-0.0573495j -0.084627-0.0441442j -0.0624092+0.121126j 
0.0576978-0.0128854j -0.0306761-0.00281396j 0.00913647-0.00435267j -0.0228452+0.00880385j -0.0335306-0.040049j -0.00370078+0.0563699j 0.0128417+0.0194145j 0.0393016-0.040507j 0.0137025+0.0096546j -0.00095876+0.0428339j -0.0610393+0.0521099j -0.0485249+0.00397601j 0.050339-0.0206518j -0.00327354-0.0398955j 0.0113718-0.0211063j -0.016053-0.00473677j -0.00651839+0.00932467j -0.0471979+0.0321551j 0.0250607-0.0100745j -0.00240991+0.0234319j 0.00564446+0.00205809j -0.0247839-0.049702j -0.018365-0.0166532j 0.00317804+0.0183837j 0.00331336+0.0023016j 0.0483577+0.0258062j -0.00309338+0.0236769j -0.00374087-0.00913523j -0.00233502-0.0691236j -0.0190446+0.0710208j 0.0309745+0.0326904j 0.0243961-0.08466j 0.0346285+0.0212171j -0.0757094-0.0431506j -0.0126819+0.0674612j 0.00070954+0.0354477j 0.0331164+0.0959403j 0.000523341-0.0253424j -0.0995155-0.00372705j -0.0474259-0.174043j 0.0893982-0.0133887j 0.0334962+0.0707085j 0.00915187-0.0768399j 0.0653125-0.185256j 0.00211211-0.0547721j -0.0665511-0.0166641j 0.0381701+0.0489397j 0.0796407+0.0465598j -0.0744809+0.026371j -0.0469046-0.0438554j 0.118923-0.217921j -0.159653-0.0593353j 
0.0714672+0.00195626j -0.000867675+0.0299663j -0.0498589-0.0403147j 0.0310945+0.0120087j 0.0336262+0.0172464j -0.00746299+0.00977582j -0.0205979-0.0150453j -0.00525216-0.0349401j 0.0510859+0.0390324j -0.0088168-0.012153j -0.0140499-0.00930576j -0.0143532-0.0355999j 0.0118144+0.000826475j -0.0133454-0.0376059j 0.0265929+0.0180451j 0.00941994-0.030193j -0.0135875-0.0238575j -0.0309146+0.0267967j 0.00546971+0.0385646j 0.00988905+0.0128501j -0.000164162-0.0497359j -0.0432309-0.0161013j 0.0760393+0.0223862j 0.0254567-0.0245313j 0.0383094+0.000585868j -0.0129425+0.0496905j -0.042811-0.0925084j 0.0278542-0.0534579j 0.0276489-0.0498441j 0.0337505-0.0639374j 0.0511121-0.0155886j -0.016721-0.0133644j -0.045275-0.0341613j 0.0585911-0.00962188j -0.0318786-0.0685378j -0.0297183+0.0479478j -0.0582597+0.0173917j 0.0121988-0.0927179j -0.0493702+0.0559968j -0.00529597+0.0257013j -0.00300627-0.0558548j -0.160164-0.0319047j 0.0506061+0.166965j -0.0587316+0.00495767j 0.0308541-0.00484913j 0.025763+0.0323162j 0.0274742+0.0143945j 0.0631492+0.0525783j 0.0792087+0.0173919j -0.010908-0.0199064j 0.0296364-0.05974j -0.0770625+0.00290811j 
-0.0613238-0.046851j 0.0181109+0.0439381j -0.0272403-0.0174429j -0.00619241-0.0360801j 0.00787476-0.01707j -0.0034154-0.0134955j 0.0224111-0.029704j -0.0625574+0.0169867j 0.0138018-0.0237228j -0.00278928+0.0126597j 0.000344936-0.0420567j 0.0231791-0.0118935j -0.0309783+0.0227788j -0.0502689+0.0128893j 0.0145342-0.0295578j -0.00463121+0.0380484j 0.00448362-0.00831749j 0.0650391-0.00997713j 0.0220361-0.0623811j 0.042727-0.0036064j -0.0114914-0.0174104j 0.0191256-0.0346789j 0.0091961+0.00321433j 0.0580687-0.00497291j -0.0259641+0.024426j 0.00884734+0.0440399j 0.0672545-0.0269909j -0.0202579-0.0403766j -0.0156071-0.0360153j -0.0590347+0.0276292j -0.00426482+0.0411663j 0.0180659+0.111055j -0.00473273-0.0873496j 0.0245131-0.114509j -0.0226749+0.0625475j 0.0497441-0.0154937j 0.0103112-0.0337098j -0.00354794+0.00397068j 0.0573649+0.0979486j -0.10949+0.124614j -0.126349+0.147119j -0.0564496-0.0360404j -0.087514+0.0128438j -0.0305842+0.0866605j -0.0326646+0.106j 0.20651-0.0671594j 0.042699-0.0711873j -0.159561+0.16384j 0.0824405-0.169231j -0.0741928-0.00044276j -0.172518+0.134708j 0.136289+0.042365j 
0.0186359+0.00316042j 0.0522913-0.00129197j 0.00990326-0.0261031j -0.0260102-0.0446999j -0.0234772-0.0417201j 0.0336015+0.00374762j 0.0310563-0.0161839j -0.0250722-0.0250621j -0.027575-0.0307332j 0.0124037-0.0206065j -0.0435298+0.0568835j 0.0122387-0.0125881j 0.0257942-0.00879104j -0.0347799-0.0229617j -0.0307473+0.0141037j 0.019901+0.0375526j 0.0443693+0.0453565j -0.00788501+0.0653455j 0.0542459+0.0148878j -0.0606993+0.0215093j -0.0326465+0.0524912j 0.0126546+0.0194556j 0.0232538+0.037237j 0.00302373+0.0314754j -0.0519881+0.0465754j -0.00934547-0.00237633j 0.0485222+0.00691459j 0.0365614+0.0349384j 0.0340219+0.0430559j 0.0195962+0.0321657j -0.0426253-0.0232505j -0.0132781+0.029617j -0.0300471-0.00418162j -0.0227987-0.0526159j 0.122897+0.00288356j 0.0459383-0.0548746j -0.0377692-0.0359189j 0.0962909+0.0402587j -0.0559978-0.0119449j 0.163485-0.131939j -0.0439015+0.0325324j -0.0467318+0.0168741j 0.115187-0.0396403j 0.0918992+0.107017j 0.00877109-0.0194123j -0.0502373+0.0530347j -0.0285869-0.0792134j -0.0088537+0.0995766j -0.00706665+0.016882j 0.0112045-0.123773j -0.118147-0.102567j -0.128596+0.159859j 
-0.0211795-0.0276888j -0.00957722-0.00591331j -0.0122739+0.0157102j -0.00202581+0.0253448j 0.011923+0.0175473j -0.0201256+0.0136836j -0.0100213-0.00910562j -0.0273107+0.0308941j -0.0202617+0.026616j 0.0106681-0.00611379j -0.0079766-0.0348502j 0.0076606-0.0164152j -0.0500241+0.0217005j 0.0146615+0.0254555j -0.0218126+0.00808628j -0.00350392+0.0115377j 0.0489944+0.0502615j 0.00751727-0.0105196j 0.020615+0.0456956j 0.0101042+0.0130605j 0.00911605+0.00379427j -0.00867889+0.0531355j -0.0127641+0.0186299j -0.0290736-0.00971188j -0.00213163-0.052955j 0.0102931+0.0409213j 0.00986958+0.0081322j 0.0288721+0.00769116j 0.0105773-0.00718257j -0.041371-0.06085j -0.00631304+0.0177555j -0.0010859+0.0190761j 0.00841276+0.0656576j -0.00419648-0.0018654j -0.108868-0.0512541j -0.0242212+0.0430017j -0.00311661-0.0197507j 0.0446347-0.0579004j -0.0427447+0.0622743j -0.0744613+0.128376j -0.0714939+0.0366099j 0.0477771-0.0763922j -0.0106397+0.00282309j -0.00468844-0.0963196j 0.000829243-0.0141772j 0.0695543+0.0079558j -0.0346589-0.0116014j -0.0405815-0.0584759j 0.0144234-0.049911j -0.0240267+0.123606j 0.019848+0.113416j 0.124759-0.06402j 
-0.0240507-0.0156482j -0.0507333-0.0394086j -0.00367015-0.0269754j -0.0352525-0.000237966j 0.0178628-0.0295022j 0.033128+0.0900508j -0.0311886-0.017651j -0.0261928-0.00817957j 0.038065+0.0360646j -0.024584+0.00510946j -0.00963691+0.0554118j -0.0207558-0.0377173j -0.0462379+0.0389233j 0.00303843-0.00944123j 0.0133315-0.0445138j -0.0133351+0.0486411j 0.0242229+0.0570624j 0.00927331+0.0136119j -0.0227787+0.0269101j 0.0017392+0.037006j 0.00906616+0.0237317j 0.00974558+0.0288342j -0.0486391-0.0304171j -0.0335744+0.0420898j 0.0320681-0.0664734j 0.0590824+0.0621879j -0.0186985-0.00846765j -0.00207961+0.0335599j 0.0758516+0.00849216j -0.0103716-0.0268504j -0.0422258+0.160553j 0.0400343+0.00201941j 0.0682154+0.0769497j -0.0721867+0.0174321j -0.0981976+0.000464453j -0.0468194-0.0134265j 0.00147006-0.0455315j 0.0347657-0.00362899j -0.0559232-0.0133499j -0.222527+0.0489251j -0.00159836-0.0286802j 0.0783651+0.049083j -0.0878979-0.0262121j -0.00167602-0.229451j 0.0186671-0.0584053j 0.0558457-0.0332964j 0.00209014+0.0426801j -0.0054699+0.0312207j 0.000483858-0.0233566j -0.138738+0.0582123j 0.145533-0.0075786j 0.0416498-0.193099j 
-0.0389614-0.0120969j 0.0301528-0.00810855j -0.0281231+0.031479j -0.0138348-0.0199077j 0.029349+0.0747379j 0.0121546+0.0892745j -0.0301623+0.00569589j 0.0367757-0.0226556j -0.00415141+0.0150773j 0.0219602+0.0228526j 0.020632+0.0384444j -0.0226548+0.0108177j 0.0232439+0.00811669j 0.0118356-0.0488204j -0.0472514+0.0252076j -0.0195053-0.0548151j -0.00182324+0.0412714j 0.0140066-0.0534737j -0.0160552-0.0404729j -0.00175602+0.025565j 0.0502727-0.00731512j -0.0118914-0.042824j -0.00922589-0.00719614j -0.0463058+0.0544903j 0.0617367+0.0057698j -0.00995202+0.0536583j 0.00929681-0.0017488j -0.00906582-0.0245918j -0.0102171+0.0751841j -0.0587823+0.0713283j 0.0325254-0.052317j -0.0456977-0.0868661j 0.075801+0.00135559j 0.0138831+0.0293163j 0.126486+0.10142j 0.048141+0.0513318j -0.0268854-0.132615j 0.181952+0.0538055j 0.0375867+0.169483j -0.120145+0.0264817j 0.00910043+0.0697122j 0.0672895-0.0685135j 0.0737563-0.0680949j -0.033852+0.0215832j 0.0588308-0.0369577j -0.044848-0.0340059j -0.0218987-0.000143151j -0.0617502+0.0498236j 0.168108+0.0247835j -0.0652407-0.16206j 0.0468298+0.0241339j 0.0152356-0.0928389j 
0.0162041-0.000288278j -0.000857676-0.0224066j 0.0239074+0.0324522j -0.0228712+0.03554j -0.0220518-0.0309552j 0.001539-0.0938474j -0.00632995+0.0195874j 0.0177405+0.10317j -0.0388379+0.00258629j 0.0198378+0.0126257j 0.0167015-0.034015j -0.0168272+0.0600684j -0.0207468+0.0337401j 0.0155376+0.041285j -0.0242675-0.00827092j 0.00980401-0.00749678j 0.0244882+0.0367787j -0.0220038+0.0126823j -0.0106867-0.061385j 0.0252445-0.010339j 0.0606785-0.0104563j 0.0050779-0.0227305j 0.0292511+0.0855341j -0.00229032+0.028421j 0.00734673-0.0114988j -0.0198912-0.0409708j 0.00990139+0.00449968j -2.80536e-05+0.0722848j 0.0166028-0.0612494j -0.0668903+0.0512869j -0.00464611+0.0600573j -0.070585-0.0143222j 0.0296292+0.00886499j 0.0897587-0.00726447j -0.13477-0.0547793j -0.101349+0.0430633j 0.00557436+0.105954j -0.112342-0.0378306j 0.00124917-0.148806j 0.0224276+0.061771j -0.054477-0.0127345j 0.0961152-0.0356343j -0.0195235-0.00725934j 0.0082296-0.0302477j -0.074838+0.00960861j 0.0721063-0.0605665j 0.00783561+0.00936846j 0.0053094-0.000151022j -0.102996-0.000765266j 0.0819229+0.162525j 0.000908834+0.0426393j 0.056637+0.0692542j 
0.0385073-0.0134234j 0.00418609-0.00220115j 0.029272-0.0671625j -0.0348171+0.0345976j -0.0637824-0.0170467j -0.0202063-0.0114831j 0.0443035+0.0299121j 0.00552144-0.0693811j -0.0487095+0.0224706j 0.0221726+0.00140487j -0.0219074-0.0772404j 0.0454909+0.00909441j -0.0211027-0.00482146j 0.0693513-0.00712158j -0.0202475+0.0659761j 0.0206057+0.0527259j 0.00233701-0.0510233j -0.0157014+0.0302775j 0.00529767+0.0979883j -0.0203168-0.0261264j -0.0402687-0.00665062j -0.0340963+0.0782189j -0.0534857-0.00622828j 0.0136716-0.0313074j -0.0037149-0.103178j -0.0219335+0.0537631j 0.0409194+0.0433429j -0.0472904-0.134129j -0.0407702-0.0242706j -0.0330163+0.00532974j -0.0812193+0.0323559j 0.00546928+0.021232j -0.0811685+0.00316488j -0.0683783-0.0254549j 0.0995877-0.0365287j 0.077199+0.0229035j 0.00482133-0.171059j 0.0756667-0.0557636j -0.083641+0.0370846j -0.0244373-0.0216621j -0.0600493+0.00129907j 0.0543637+0.0748798j 0.038592-0.0036267j 0.0739394-0.00815046j 0.000469723+0.0334362j 0.000933498+0.12225j 0.0148295-0.0739982j -0.0789092-0.0548323j -0.0990316+0.0318075j -0.0646441+0.200774j 0.00850076-0.040893j -0.0450271-0.0540481j 
-0.0629791+0.00505218j -0.0100005+0.0167798j 0.00335504+0.0407284j 0.0161673-0.050225j 0.00309828-0.0106853j -0.0565443+0.0545355j 0.00894082-0.00112291j -0.0272125+0.0142313j 0.00782579-0.0204304j -0.00516363+0.0276435j -0.0105878+0.00756945j -0.0392284-0.0265569j -0.0142749+0.0466969j -0.0255156-0.0039639j -0.0126057+0.0114367j 0.00622646+0.0452166j 0.00355459-0.00596021j 0.0548884-0.052275j 0.0607064-0.0398242j 0.0662837-0.0143066j 0.024207-0.0164661j 0.0658794-0.00207585j -0.080804+0.0362215j 0.0403636-0.0671501j -0.0591209-0.0281001j 0.00488418+0.0198495j -0.0588128+0.00136951j -0.0414588+0.0132634j 0.0418694-0.0220965j 0.127194-0.0943563j 0.0688617-0.0722527j 0.0230211+0.0189149j 0.087247+0.113464j -0.0903912-0.0314368j -0.0608869+0.0388939j 0.0429845+0.105831j 0.241345+0.0132438j 0.11504+0.0787605j -0.0432444-0.0303719j 0.106801-0.188872j 0.0584364-0.0620017j -0.0448652-0.0941986j -0.125985+0.106292j 0.0130176-0.0889858j 0.0303945-0.0108035j -0.0979249+0.0481652j 0.0326374-0.0365051j -0.0163774-0.139817j -0.0423704-0.013905j 0.0301676-0.0646153j -0.00900231+0.0293982j 0.0272261-0.0383816j 
0.0192938+0.0288598j 0.0124555+0.00656067j -0.0144544+0.00983493j 0.0513759+0.0331307j 0.0318052+0.00964932j -0.0153142+0.00124834j -0.0231627-0.0177101j -0.0175246+0.0647614j -0.0105422+0.0144288j 0.0257307-0.00214797j 0.00296967+0.0116947j -0.0898153-0.0147659j -0.0309524+0.0310675j -0.00334738+0.0436558j -0.0614971-0.0386875j 0.0302337-0.0286605j 0.0119563+0.00639946j -0.00752406+0.0417232j -0.0528705-0.0278138j -0.0627982-0.0581038j 0.0141271+0.0341188j 0.0330318-0.0304287j -0.0943201+0.0705128j -0.0317103-0.0152627j -0.0075667-0.0329458j 0.0102098-0.0273753j -0.165166+0.0988739j 0.0185569+0.0314598j -0.0420179+0.0114258j 0.0810019-0.000465878j 0.0284863-0.0604227j -0.159375+0.0756044j -0.0554496-0.0195783j -0.0575703+0.0489123j -0.00508473-0.0376772j 0.0546552-0.0146017j -0.17911-0.0233291j -0.0211083-0.14321j 0.150868+0.0667979j 0.020861-0.0363593j 0.0866616-0.116049j 0.0292487+0.057682j -0.0534203-0.0140386j 0.0393589-0.0426255j 0.0709756+0.0164504j -0.105647+0.00562877j -0.0627611+0.0722944j 0.1482-0.144212j 0.0218617+0.116575j 0.119837-0.0227616j 0.0798931+0.0818655j 0.0108446-0.0045574j 
0.00811649+0.0284675j -0.0673021+0.0092069j -0.00133742+0.038012j 0.0220948+0.0190901j 0.0477016+0.0561929j 0.00254877+0.0618551j -0.00961694+0.0230828j -0.0284961-0.0432577j 0.0337151+0.0289054j 0.0205522+0.01612j -0.0570765+0.0920552j -0.0561953+0.0109806j 0.0398851-0.0741654j -0.00283205+0.00107621j 0.0360849+0.0113527j -0.0108206-0.0252725j -0.0171647-0.00884676j -0.0190514+0.0254603j 0.0996505+0.0222093j -0.095609+0.0346983j 0.00310533+0.0813027j -0.0918081-0.00344265j 0.0177027-0.0484041j 0.0216027+0.00316001j 0.00499823+0.0537345j 0.0356804+0.0713412j 0.0264504-0.0725985j 0.00927923+0.0379156j 0.0442042-0.00352009j -0.00170741-3.04682e-05j -0.0220461-0.0372253j 0.0485412+0.00638387j -0.114547-0.0244708j 0.00790699+0.0033983j -0.0856123+0.0166235j -0.00102341+0.0401212j -0.0312965+0.141049j -0.037881-0.0456651j -0.103626-0.00577835j -0.0703784+0.109387j 0.0124108+0.0292616j -0.027006-0.03085j -0.0156284+0.0521756j -0.0339704-0.0273153j 0.0243247-0.0952276j 0.0738898-0.0518586j 0.0389927-0.00747548j 0.0332084+0.0947305j 0.119225-0.125499j -0.0924082-0.0747562j 0.0613804-0.0622344j -0.0126585-0.0406768j 
-0.0201321-0.0115223j 0.0239248-0.00507725j -0.0272547+0.040612j 0.0016852+0.00740913j -0.00404205-0.00878921j 0.0335492+0.0006403j -0.000894196+0.0150785j 0.0235751+0.0064181j -0.00396327-0.0693343j -0.0134084+0.00603342j 0.00506775-0.0419781j 0.0319125-0.0221576j -0.0117345-0.00582588j 0.0168196+0.00848962j 0.0541336+0.0153063j -0.0233461+0.0297777j 0.00957261+0.00309672j 0.0156599-0.0898682j 0.00937499-0.0612189j -0.0063796+0.000888707j -0.0592846-0.0249564j 0.0236078+0.0190658j 0.0208423-0.0109991j -0.040812-0.0281084j 0.0117657+0.0184512j 0.0302089-0.0561911j -0.00927833-0.0337588j -0.0362528+0.191532j -0.0221728-0.0349773j 0.0143751-0.0395581j 0.0812794+0.0281107j 0.0808519-0.000432541j 0.054376-0.0105482j -0.096742+0.0435252j -0.0378694-0.00813916j 0.0151232+0.0658756j 0.0334187+0.10351j -0.018894+0.0221593j -0.0615314+0.0566021j 0.0963598-0.0144964j 0.0234272-0.032281j 0.0581743-0.0872115j -0.0431588+0.036544j 0.0648327-0.0216161j -0.04852-0.00129213j -0.0646512-0.0135242j -0.0285079+0.0332992j -0.0185055-0.046901j -0.00603853-0.070767j 0.00862045-0.0394899j -0.0287036+0.0319956j 0.0153017+0.0534914j 
0.00768476-0.00842647j -0.0212055-0.0158751j 0.034113-0.0217265j -0.0018507-0.0213557j 0.0208495-0.0211985j -0.0589234-0.0219955j -0.0107392+0.0283474j -0.0341743-0.0292946j 0.0244718+0.0420151j 0.0185127+0.039514j -0.0132778-0.000682481j -0.0340759+0.00947447j 0.0553748+0.025675j -0.00278709+0.0238703j 0.0185921-0.0370503j -0.0228473+0.0388743j -0.0263439-0.050457j -0.008776+0.0706931j -0.0163951-0.0246785j -0.00713477-0.0631693j 0.0708606+0.00891495j -0.0301974-0.0173059j 0.0252402+0.0256009j -0.00436519+0.0133019j -0.0903911-0.0501113j -0.0875717+0.06276j 0.010315-0.0969077j -0.02352+0.0153369j -0.00292961+0.0919369j 0.0633775+0.0339193j -0.109276-0.111676j -0.0247405+0.0109072j -0.0869889+0.0603974j 0.161448-0.0657388j -0.111014+0.0606548j 0.0511513-0.0865943j 0.165726+0.0301202j -0.0678078+0.0201685j 0.0699414-0.246206j -0.11181+0.0102912j -0.0200607-0.000443133j 0.0235622+0.00653782j -0.0372068+0.141003j -0.011352+0.0510321j 0.029967+0.0623133j 0.101683-0.0959495j 0.132814-0.0744521j -0.0203971+0.0677946j -0.0151913+0.0151228j -0.0247792+0.0690864j -0.0257845-0.0422843j 0.00297178-0.015861j 
