0.00117437+0.0165693j -0.0148954-0.00449202j 0.00763184+0.00907264j -0.004862+0.00669728j -0.00750714-0.0230301j 0.019278-0.00276661j -0.00442054-0.00437211j -0.00045582-0.00524458j -0.00196928-0.000288546j 0.00733517+0.00184526j 0.00244896+0.00952878j -0.0061912-6.1662e-05j -0.00708983-0.00381714j -0.00908753+0.00228186j -0.00381835+0.0153697j 0.00340902-0.00434449j 0.00122606-0.00567935j 0.0088037-0.00996175j 0.0179211+0.0152176j 0.00542066+0.00398066j -0.0162998-0.0175965j 0.00179177+0.00666595j -0.000354129+0.0160415j -4.82472e-05+0.00696964j 0.00291851+0.0101054j -0.00948252-0.00932978j 0.00645993+0.0017708j 0.0110463-0.00608446j 0.0107678-0.000319237j -0.011714+0.0143595j -0.0122664-0.0118701j -0.00384025+0.00306607j 0.0155535-0.00204024j 0.0129194-0.00469219j 0.00354964+0.0104103j -0.00688964-0.00574867j 0.00478814-0.00257981j 0.0107688-0.0110833j 0.008702+0.00263278j -0.00516114-0.00671481j -0.0122831-0.0205446j -0.00259632+8.19838e-05j 0.0157349-0.00499957j 0.00362011+0.00562738j -0.00336066+0.000464209j -0.00512433-0.0191075j 0.0131386+0.000700345j -0.0102393+0.00751431j -0.00866024+0.00832926j 0.00567661-0.00128964j 0.0105312-0.0133644j -0.000120307+0.00862881j -0.000343296-0.00396851j -0.000760959-0.00224904j 0.00639488-0.00784408j 0.007038+0.0029027j -0.00637983-0.00155107j -0.0158755-0.000951748j -0.00143172-0.0025033j -0.00175537+0.00742416j -0.00429139-0.00153076j -0.000481981-0.00435547j 0.00675604-0.000541554j 0.0037188+0.00208143j -0.00548036-0.00149957j 0.000573529-0.00278409j 0.00148583-0.00875245j 0.000950699+0.00559998j 0.00280114-0.00587388j 0.00995753+0.0029193j -0.00648992-0.000348973j -0.00522933-0.00105657j -0.00236666+0.00345791j 0.00711484+0.00333837j 0.0132418-0.00530629j -0.00213438+0.00649116j 0.00256384-0.00923992j -0.00079761-0.000398419j 0.0110609+0.00253534j 0.000798272+0.000137363j 0.0142535+0.00625867j 0.00801377-0.0064341j -0.00424638-0.00273214j -0.0233504+0.0102007j 0.00976634-0.0043779j 0.00726673-0.0046711j 0.00334528-0.00449299j -0.012326-0.00761537j -0.00722906+0.0105628j 0.00523543-0.00476626j 0.000675651+0.00613767j 0.000976888-0.0163974j 0.0254044+0.0249352j -0.00929696+0.00524607j -0.0103612-0.00393526j -0.0034514+0.0145599j -0.00242414+0.0125253j 
0.00849494-0.0395133j 0.0330375+0.016009j 0.0142255-0.031291j 0.0461408+0.0112274j 0.00487198+0.102279j -0.073897-5.36216e-06j 0.00178963+0.032795j -0.00219848-0.00438662j -0.0141359+0.0418686j 0.0138312-0.0650627j 0.0776948+0.000514799j 0.0519013+0.0544201j 0.0207606+0.0418169j 0.0398177-0.0105125j 0.0993875-0.0228417j -0.00379714+0.0198281j 0.00957354-0.0180602j -0.0601554+0.087824j -0.0221343-0.0758332j -0.0688483+0.010069j 0.00139623+0.1617j 0.00885453-0.0138949j 0.0508854-0.0863248j -0.0595136+0.0585248j -0.0409382-0.0323534j 0.0792593+0.197485j 0.0203462+0.0139053j -0.0589235-0.0301808j -0.131977-0.0486122j 0.157767-0.0866691j -0.0234536+0.0604195j 0.00405196+0.113475j -0.0731646-0.0195219j -0.0245499-0.107033j -0.00918324+0.0517679j -0.0343764-0.0163879j -0.0783085-0.0730846j -0.0592436-0.0464304j 0.0781446-0.0343404j -0.0110781+0.0364448j -0.019167+0.0664924j 0.0566085-0.0455901j -0.102408-0.0333249j -0.0349779-0.0749989j 0.030277-0.0215884j 0.00657864+0.0729484j -0.0342095-0.020781j -0.0194154-0.037719j 0.00199994+0.00963167j -0.0631046-0.0377766j -0.0367084+0.0708661j 0.0230981+0.00299859j -0.0102706-0.0263013j -0.0190775-0.0329684j -0.0156587+0.0506181j -0.0171793+0.0280647j 0.017118+0.0168762j 0.041585+0.00496469j -0.0394914+0.0150286j 0.00277106-0.0143446j 0.00625744-0.000744181j -0.00844687+0.0394118j -0.026817-0.0202636j 0.00398612-0.0108923j 0.0141334-0.00126189j -0.0061013+0.0367421j 0.0182714+0.0275857j -0.0150552-0.0191524j -0.00665916+0.0073672j -0.000196159-0.0122528j 0.00217904-0.00918118j 0.0048788+0.00515653j 0.0368557+0.0295141j 0.0134006+0.0126019j 0.0125512+0.0191922j 0.000298944-0.000429628j 0.0106204+0.0137541j 0.00651246+0.0059612j -0.0303265-0.00897068j 0.0289628-0.00708264j -0.0152934-0.00943811j -0.0293988+0.0279427j 0.0141111+0.00210309j 0.0342405-0.00143323j -0.0199572+0.0252062j -0.00809678+0.0179169j 0.0113476+0.0457311j 0.0148329+0.0335883j 0.00463202-0.0277361j 0.000852182+0.0150765j 0.0274407+0.0127936j -0.00062492-0.00481943j -0.00199069+0.00742306j -0.00411165-0.0282002j 0.0120554+0.00823014j -0.000399194-0.00539364j 0.00438975+0.00618797j 
-0.00966771-0.00455043j 0.00931325-0.000641873j -0.00691529+0.0218716j -0.0120422-0.00912738j -0.00162949+0.0050272j -0.0192246-0.0170267j -0.00887128-0.0213179j -0.0583757-0.0255668j 0.0158451-0.0242345j 0.0202141+0.0699003j -0.0394942-0.0345686j -0.0350158-0.0227313j 0.0518771+0.0189231j 0.0530713-0.0129439j -0.028612-0.0259677j 0.0760952+0.0506976j 0.027121+0.00199763j 0.056285+0.0116161j 0.00576262+0.0325962j 0.0198297+0.0124807j -0.026805-0.0102119j 0.120935-0.0346142j -0.0173581+0.0739083j -0.0557385-0.0896338j -0.0151714-0.0211695j -0.0625026-0.0787145j -0.0170441-0.0461394j -0.073889-0.00742211j 0.0130485-0.0675916j -0.010354-0.0285736j 0.120827+0.150265j -0.104518-0.0239841j 0.107752+0.0140557j 0.0442895+0.0418266j 0.0607604+0.0128114j -0.0010899+0.031383j -0.0433129+0.0581654j 0.149529+0.0191919j -0.0327669+0.0331208j 0.0758358-0.0747991j 0.0245268+0.0148774j 0.0178523+0.0194628j 0.0314443+0.0233557j 0.0411622-0.0149814j -0.00741021-0.0398691j -0.0140563-0.0108011j -0.0318537-0.0616842j -0.0418823+0.0153847j -0.0471573-0.0154257j -0.0192537+0.0191832j -0.0091713-0.0339384j 0.00542881+0.00362314j 0.0135455+0.0177564j 0.00811879-0.00681698j -0.0311308-0.0024789j -0.0384105-0.00444952j -0.0183614-2.93226e-05j -0.00776074+0.0360841j 0.0274513-0.0081866j 0.037643+0.016841j -0.022272+0.00671114j -0.000863037+0.0136631j -0.00456041-0.0309627j -0.00345744-0.00299079j -0.0162821-0.00245423j 0.0233694+0.00195528j -0.00820761-0.0188598j -0.0219912+0.0128503j -0.0257374+0.00385089j 0.00779121+0.00263931j -0.0109785-0.00761311j -0.0370337-0.00232979j -0.0043693+0.00514051j 0.00580335+0.0118648j -0.00889157+0.00149536j -0.0191362+0.00609901j -0.023746+0.0091049j 0.0133702+0.0280896j -0.00781743-0.0229026j 0.00664505-0.00392566j -0.0186284+0.00843629j 0.0204129-0.0061165j -0.0231651-0.021099j -0.0387276+0.0102909j 0.00766062-0.00688373j 0.00444094-0.0182293j -0.0104732+0.00168492j -0.0145442+0.00178994j -0.0118226-0.0169397j -0.0014332-0.00177194j -0.014439-0.00665917j -0.0105917-0.000259337j 0.00531139+0.0125552j -0.00279095+0.00216712j -0.00861848-0.0050164j -0.00455876+0.00663464j 0.00543312+0.00681878j 
0.0260098+0.0113403j 0.00998235+0.00982584j -0.010156-0.0309672j 0.0183575+0.0198918j -0.0532554-0.0063665j -0.0250498-0.00953355j 0.00832415+0.0113946j -0.00171949-0.0142412j 0.0167095+0.0212274j -0.0575003-0.0854145j 0.0469366+0.0189797j 0.0256454+0.0150593j -0.00375345-0.00727728j 0.0404487+0.0214949j 0.0665862+0.0183873j -0.0365229+0.0140661j 0.047967+0.0270706j -0.0442941-0.0397198j 0.00939191-0.0309037j -0.0147552-0.0291863j -0.0534593+0.0337614j 0.034413-0.00866782j -0.032935+0.00862376j 0.0663819+0.0982082j 0.0237145-0.00486489j 0.031143+0.0762927j 0.0471339+0.0314566j -0.0474376-0.0176268j -0.018434-0.0385676j 0.139412-0.00165424j -0.0788256-0.0555617j -0.0702705+0.0213467j 0.0290601+0.0842689j 0.0120179-0.0167573j -0.0352851-0.0502423j -0.0145833-0.110262j -0.0504896-0.0826881j -0.0439275-0.122717j 0.0210168+0.0287131j -0.0260356+0.0308117j -0.00189212+0.0666419j 0.0728568+0.0420381j -0.0666607-0.00261949j 0.0740159-0.0596011j 0.0271413-0.00167113j -0.019124-0.0260792j 0.0401563-0.0444534j -0.0327549+0.0168598j -0.0302558-0.00191546j 0.00922969-0.0168069j 0.0108753-0.0356276j 0.0224016-0.0065524j 0.0094054+0.00235169j 0.00984167+0.00387075j -0.0113682-0.0604237j -0.010924-0.0291475j -0.00912872+0.0304393j -0.0309037+0.0137774j -0.0102799+0.0115694j -0.0164663-0.0248959j -0.0133899-0.00952547j -0.0115952-0.0451092j -0.00147622+0.0422329j -0.0118816+0.00501293j -0.0141662+0.00119426j 0.00380243+0.0034439j 0.038323+0.00788206j -0.0223112-0.00975319j -0.0154674+0.00040857j -0.0243937+0.0165501j -0.00124051+0.0132478j -0.0135699-0.033846j 0.0149772+0.0197075j 0.0183012+0.0115808j 0.00244624-0.0210526j -0.00581379+0.0341209j -0.00213855+0.0149832j -0.0162151-0.0130053j 0.020593-0.00398273j 0.0327679+0.000445592j -0.0166127-0.0217625j -0.00518353-0.00610162j 0.00655952-0.00587636j -0.00658343+0.0189215j -0.00287902+0.00603746j 0.00793265-0.00986971j -0.0163818-0.0145664j 0.00595875-0.0197666j 0.0197745+0.0330625j 0.000444808+0.0133609j 0.0107929-0.00101009j -0.000610106-0.0147763j -0.0264279-0.00359256j 0.0130378+0.0128012j 0.0104481-0.00817511j -0.00784542-0.00612864j -0.0141287+0.00147455j 
0.0130269+0.00752455j 0.00593922+0.016963j 0.0410506+0.0180167j 0.0142151+0.0289436j -0.0408285-0.00182134j -0.0388175-0.0371446j -0.0406202-0.00215964j -0.00790048-0.0353539j 0.00525454+0.0196736j 0.0645421+0.0477303j 0.0251834+0.0248063j -0.0223767+0.012192j 0.00845357+0.0403253j -0.0224419+0.0245899j -0.00951804+0.052592j -0.0101847+0.0184518j -0.00629848+0.015348j -0.0906741+0.0337472j 0.092908+0.00477446j -0.0280304+0.0417242j -0.0142368+0.0459515j -0.0412011+0.114081j 0.0783111+0.057725j -0.137858-0.0108354j -0.0244034+0.0698408j -0.100478+0.0449035j -0.0434782-0.0198722j -0.0300729-0.0500552j -0.0532555-0.0450068j -0.0169861+0.0360325j -0.043997+0.0601848j 0.00975262-0.0663102j -0.0319715-0.0720131j 0.0520202-0.0502486j 0.0107791+0.0769895j 0.0273659+0.103695j 0.167506-0.0181825j -0.0244872+0.0370291j 0.0124072-0.116007j -0.056376-0.0162311j -0.0456321+0.0484942j 0.077854-0.035644j 0.071851+0.00349934j -0.0335933+0.0269227j -0.0363312-0.0812995j -0.0749049-0.0664406j -0.0110584-0.0274092j 0.0532075+0.00948651j -0.0213483+0.0403691j 0.0183301-0.0393694j -0.0741119-0.040152j -0.0057364+0.0342678j -0.00633366+0.0491997j -0.00970918+0.0245065j -0.0235573-0.0205505j 0.048964-0.00962718j -0.0542206-0.0224349j -0.0195341+0.00499563j -0.012233+0.0621389j 0.019238-0.00795246j -0.00183004+0.0118707j 0.034602+0.0061397j -0.0130125-0.0280079j 0.0129396+0.0127372j -0.0106579-0.0117957j -0.013004-0.0132638j -0.0173853+0.00963825j -0.00907378-0.0142368j 0.0126167-0.0264084j 0.030752-0.0134352j -0.00483353+0.00625762j -0.00249153+0.0176104j -0.0341085+0.0123267j 0.0162865+0.019133j 0.000120303+0.0118167j 0.0180783+0.0101803j 0.0195872-0.0198507j 0.0264226+0.0454943j 0.00590162-0.00777389j 0.0235203+0.012665j 0.0259218-0.000193023j -0.0157153+0.0278681j -0.0477731-0.0254905j -0.0151356+0.0233632j -0.00977747+0.000590733j -0.00817207-0.0123547j -0.0245798+0.00135113j -0.0289481-0.00542469j -0.0198579-0.00764748j -0.020406+0.0153446j -0.0155151+0.00394427j -0.00324962+0.0116327j -0.0277945+0.00025351j 0.00736551+0.00370909j -0.0150602-0.00656213j 0.000790652+0.0147556j -0.0188012-0.00406868j 
0.0345516+0.0104914j 0.00271767+0.0263638j 0.00527489+0.00508738j -0.0187705+0.0359139j -0.0637068-0.0134593j -0.00943465-0.049329j 0.0089242-0.00220526j 0.0280274-0.00562651j -0.0686661+0.0113076j 0.0471931+0.00209754j -0.031438+0.0694799j -0.025758+0.0301099j -0.0427668+0.0283039j 0.0281023+0.0340276j 0.0451628+0.0691292j -0.0163797+0.0267013j -0.075768+0.0239279j -9.67805e-05-0.0566019j -0.0208436+0.00184445j -0.0324834-0.0662985j -0.0941333-0.0251457j -0.0158985-0.00768153j 0.109674-0.0177371j -0.0230686-0.0787438j 0.0206629-0.0361528j -0.120823+0.0601637j -0.0293869-0.00999614j 0.0329755-0.112981j 0.0704941-0.148251j 0.0456086+0.0992086j 0.0332568-0.0514727j 0.101734+0.0456127j -0.0581329-0.0168359j 0.0365648+0.0468132j -0.0537907+0.0647985j 0.0184277+0.0986221j -0.0389578+0.014664j 0.0346738-0.0720716j 0.0478275-0.0224441j -0.0182879-0.0319505j -0.012269-0.051521j 0.0473624+0.0586151j 0.0135007-0.0473693j 0.0523796-0.0502042j -0.014947+0.05539j 0.0252578+0.00511306j 0.0244765-0.0429441j -0.0569238+0.0358523j 0.04264+0.00100744j 0.0351832+0.000396397j -0.0289534-0.0203856j -0.000700128+0.0195387j -0.0283702-0.00230802j 0.0166875+0.0057979j 0.0191934-0.0326767j -0.0253242+0.00860979j -0.0163984+0.00321832j 0.0302319+0.0152916j -0.0147365-0.00952018j -0.00066946+0.0228362j 0.00815798-0.000811426j -0.0256719+0.00715194j -0.00496907-0.0240796j 0.0117504-0.00619457j -0.012427+0.00711633j -0.0307375-0.000498033j 0.017285+0.0167321j 0.0175008-0.0381454j 0.0057897-0.00275438j -0.00998904-0.00869494j 0.00127841+0.0249046j 0.00679656+0.0108913j 0.0104948+0.00662492j 0.00775766-0.00167992j 0.00386958-0.0118947j -0.0264785+0.0192685j 0.0110551+0.00413054j -0.0185884+0.0074934j 0.00156506-0.00507658j -0.00602587+0.0265559j -0.00522881+0.00843704j 0.000416724-0.0208378j 0.00268257-0.000435322j 0.0277443+0.0165959j -0.0281524-0.00323805j -0.0153311-0.00599571j -0.0209139-0.00140704j 0.019002+0.00184756j 0.0157248-0.000102093j 0.0100192-0.00830677j 0.00867633+0.0115559j -0.00318752-0.0030726j 0.00203223-0.010108j 0.0236441+0.000698268j 0.0211672+0.00151497j -0.00450293-0.00622794j 0.00221678-0.00540627j 
-0.0156986-0.00725621j 0.0192371-0.0177864j -0.0225943-0.0133744j 0.00980916-0.0247752j 0.0270169+0.0100342j -0.0192681+0.0346312j 0.00223955+0.0101581j -0.0426007+0.0341385j 0.0333979+0.0180384j -0.0401154-0.00461282j -0.012537-0.036653j 0.0240689-0.0425223j 0.0817093-0.0249679j 0.0148566-0.057541j -0.0108629-0.0867922j 0.0299227-0.0805364j 0.00114639-0.0471587j 0.0257734+0.020587j -0.050421-0.00520665j 0.0145993+0.0527719j 0.0624712+0.08086j 0.0774679+0.0175408j -0.0358698-0.0824296j 0.0316129+0.0420944j 0.0180826+0.0392667j 0.0846131-0.0361507j 0.0149281-0.0687719j -0.078399+0.0309857j -0.0407367+0.122494j -0.0264348-0.14759j 0.0444295+0.010185j -0.00833849+0.0225235j -0.00357786-0.0290937j -0.0825947-0.134869j 0.0687964+0.0891906j 0.0419192-0.0120786j -0.0460874+0.0678191j -0.0107713-0.0570124j -0.0957098-0.0534804j 0.0210739+0.0326368j 0.0571443+0.0280361j -0.0214221+0.00142505j 0.0353403-0.0708957j 0.0306424-0.020756j -0.0380452-0.00389474j -0.0075437-0.0324945j -0.0300582+0.0132069j -0.00857431+0.0456944j 0.0260256+0.0336322j -0.0293693+0.0206146j 0.0110469-0.0240602j 0.00150438+0.00441919j -0.00679164+0.0143811j -0.00509551-0.0212661j 0.0163557-0.00760303j -0.000952575+0.0050218j -0.0177838-0.0193538j -0.00491109-0.0150397j 0.0402985+0.0095132j -0.000132251+0.00317261j 0.0012583-0.00966977j 0.0154248+0.0198263j -0.00932111-0.00569738j -0.00149839+0.0089984j -0.0137279+0.00335466j -0.00362712-0.00129724j 0.0173572+0.000805871j -0.0190995+0.0023164j 0.00310718+0.00502565j -0.0163914-0.00616105j -0.00457332+0.00729971j -0.00362319+0.0149244j 0.012589-0.0178849j 0.00655695-0.0198115j -0.000830689-0.00753205j -0.000392942-0.00396223j -0.00349054-0.0225243j 0.0111877+0.00945344j 0.00401275+0.00795485j -0.0012914-0.000963194j -0.00369249+0.0284111j 0.0291287-0.0120228j -0.0203778+0.00444424j -0.0103832-0.0070374j 0.00982375+0.000737805j -0.00620308+0.000296215j 0.000202061-0.00905207j 0.00764305-0.0170415j -0.0134614-0.00233563j 0.00829957-0.0163814j -0.00709695-0.00855912j -0.0133768+0.00593773j -0.00585601+0.00691307j 0.00118536+0.00338548j 0.000250494-0.0101915j -0.00632587+0.00384516j -0.00406784+0.000223059j 
-0.00245761+0.0185633j 0.0259382-0.00446789j -0.00356418-0.021098j 0.0134258-0.0154111j 0.0336544-0.0446212j -0.0483523+0.0317419j -0.00893447+0.00511658j 0.0174839-0.0144336j 0.0222035+0.0341204j 0.00725953-0.0329682j -0.00740805-0.0117543j 0.0400811-0.0472547j 0.0403932-0.0186582j -0.00605289+0.0255355j 0.00846604-0.00356405j -0.0479462+0.0052058j -0.0452445+0.0147294j -0.0280042-0.0340035j -0.0190528-0.00852683j 0.00947795+0.00584871j 0.067873+0.0237583j 0.0410366+0.0269001j 0.0559847-0.0375825j 0.00305878+0.0621493j -0.0330859+0.0586809j 0.0660687-0.0200858j -0.00744087-0.0156687j -0.0222572-0.0205308j 0.0293508+0.0603884j -0.00694721-0.0603912j 0.0240756-0.136905j 0.0543619+0.00920307j -0.0570625+0.0497467j -0.0898309+0.0191342j 0.0297738+0.00059479j 0.0241877-0.0164371j -0.00292783+0.00981113j -0.0224171+0.000790375j -0.0394053-0.0445249j 0.0157898+0.0568217j 0.0254576+0.01648j 0.049519-0.00605402j -0.0245935+0.024478j 0.0249833-0.00508227j -0.0407432-0.0198724j -0.0495017+0.00772562j -0.0352161+0.0338227j 0.0210979+0.0111338j 0.0347723-0.000208621j 0.0188221+0.0260004j -0.0865272+0.013575j -0.00617283-0.0110953j -0.017465+0.0255444j -0.0409904+0.0232456j 0.00196893-0.0509359j 0.0379397-0.0224088j -0.00643512-0.00741266j 0.0152653-0.0421364j 0.0138116+0.030392j -0.00575448-0.0248115j 0.0206441-0.00139569j 0.0111882-0.0294557j -0.0122087+0.0278723j 0.0152554-0.0040243j -0.00558771-0.00962225j -0.0120282-0.0219275j 0.00634061+0.0199058j 0.0064755-0.0024282j 0.0232767-0.00490889j -0.016156+0.00244913j -0.00432966+0.0153128j -0.00580445-0.00879075j 0.00619499-0.000911474j 0.000918343-0.000136192j -0.000438764-0.0250522j -0.0104343+0.021526j 0.0207539-0.0242021j 0.00935963-0.0112989j 0.00199944+0.0216405j -0.00519875+0.00320441j 0.00894304-0.0158376j -0.0116199+0.0212783j -0.0334011-0.00829425j 0.0160945+0.000553616j -0.0277782+0.0211402j -0.0132313+0.00407261j -0.0213803-0.0165139j 0.000235225-0.00950119j -0.00313208+0.0279371j -0.00041049+0.0233231j 0.00199518-0.00607583j -0.0111291+0.0148444j -0.00198765-0.0114684j 0.0192036+0.0164723j 0.0105183-0.0021602j -0.00630961+0.0112903j -0.00269996-0.0122648j 
0.0315182+0.00532201j -0.01771-0.0324381j 0.00136141-0.0220227j -0.012651+0.0103249j -0.0555164+0.00197206j 0.0255012+0.077797j 0.00603631-0.00015796j -0.0344483+0.00159757j 0.00485989+0.0201986j -0.0117629-0.0938091j -0.0135296+0.0453965j -0.052122+0.0618226j -0.0349091-0.00846203j -0.0143281-0.0345625j -0.00839604+0.0301458j 0.0614816-0.0429041j -0.0385675-0.0266703j 0.0276709+0.0446222j 0.0637049-0.0134277j 0.0407445+0.0235594j -0.0371192-0.0795552j 0.0139879-0.0226572j -0.00545487-0.156454j 0.0763022+0.10027j 0.0803387+0.00831382j -0.0861065+0.0825277j -0.068747+0.0983279j -0.0172051-0.023397j -0.0280545+0.0637501j -0.0302858+0.0428882j 0.0883207-0.0439363j 0.0052168+0.0710132j 0.0466699-0.0288876j -0.00273003-0.0240547j 0.0771959+0.133558j -0.0365262+0.0868997j -0.0469757+0.00467331j -0.0740932-0.0510823j 0.014962-0.107197j -0.0222498-0.0627757j -0.0421785-0.067603j -0.0294268+0.0544938j -0.0270865-0.0590008j 0.00554105+0.0644328j 0.0207571-0.00284053j -0.0528401-0.0720543j -0.00783426+0.00027048j 0.0100763+0.0208943j 0.015321+0.00931053j -0.0352617+0.0214321j 0.0349182-0.0168261j 0.0266509+0.0242951j -0.0407712-0.0073301j -0.00572309-0.0106428j 0.0188482-0.0141333j 0.0303469-0.0026286j 0.0124586-0.0107178j -0.033526-0.00930337j -0.00686198-0.01226j 0.0163908+0.0388797j -0.031025-0.000591923j 0.00274143+0.0184713j 0.0196704-0.0169964j -0.0170635-0.0226128j -0.0160366-0.0108814j -9.03513e-05+0.00963307j -0.00296687+0.00697692j -0.007497+0.013592j -0.0119434-0.0035204j -0.00447686-0.054008j 0.00298037-0.0116179j -0.0171424+0.0259409j 0.0306335+0.0126804j 0.0163059+0.00406233j -0.00692819-0.00205024j 0.00882556-0.0126824j -0.00719741-0.016772j -0.0318548-0.0081913j 0.0221041+0.0158338j -0.0213437+0.00223387j 0.0250994+0.0306221j -0.0203598-0.0188636j 0.00554655+0.00922744j -0.0206967-0.00255142j -0.00153257-0.0162487j 0.00652787-0.0142658j 0.00301831-0.0122382j -0.00270412-0.00492279j 0.00717377+0.00694393j -0.0204117-0.0207679j -0.0199348-0.0113354j -0.00434033+0.0140404j -0.0192674-0.00361045j 0.00388439+0.0206144j -0.00338472+0.00208913j -0.00446342+0.0102621j -0.0172022-0.00836515j 
0.0372801-0.0121221j 0.00510826+0.0056763j -0.0278232-0.00256206j -0.00538612+0.00537081j -0.0458786+0.0144948j 0.00369243+0.00222474j -0.0106051-0.0286396j 0.0118216+0.013211j -0.0229486+0.0186688j -0.0538728+0.00864971j -0.00526534-0.027857j 0.000942014+0.017682j -0.049107+0.0121048j 0.0325117-0.0256107j 0.0460088-0.0460286j -0.0305866-0.0225168j 0.0207232+0.0548607j -0.0799041-0.0702103j -0.0270794-0.027448j 0.00298804+0.028066j -0.0968344+0.0692247j -0.0519753-0.0274j 0.0515905+0.056525j 0.132415+0.0612854j 0.0400359+0.0115233j -0.0316515+0.0116041j 0.0518964-0.0229368j 0.0364743+0.054884j 0.0326511-0.0238515j 0.116236-0.0461051j -0.0273939+0.0216108j -0.0457911-0.0726259j 0.00115622-0.00416181j 0.0185024-0.0379123j -0.119875-0.0657511j -0.00721807-0.0470426j -0.00453515+0.0568886j -0.0289356-0.0318725j 0.0141476-0.00790859j -0.064479-0.0364617j -0.0358019+0.0554977j -0.00585646-0.0676249j 0.0246051+0.0504796j 0.0974471+0.0127927j 0.00783189-0.0161588j -0.00754734-0.00152261j 0.0155614-0.0190104j -0.0314132-0.0169404j 0.0281696+0.0113676j 0.0241676+0.0241949j -0.031691-0.000254284j 0.00286478-0.0156305j -0.0379909-0.00921313j 0.0214891+0.0163315j 0.00911101+0.03228j -0.00123171+0.0318759j 0.040737+0.00401282j 0.0254353-0.00498012j -0.0248432+0.022434j 0.0044286-0.0232249j 0.0289915+0.0106208j -0.0473961+0.0123068j 0.0201377+0.0019766j -0.0125313+0.00235758j 0.0249878+0.00669823j -0.0260837-0.0142602j -0.00801728-0.00448256j 0.00721999+0.00127935j 0.0312096+0.021892j -0.0354303+0.0071097j 0.000356777-0.00148357j -0.000133545+0.000806628j 0.00462806-0.0207457j -0.00867682+0.00419609j -0.00993168-0.00196668j -0.0250567+0.011541j 0.0228844+0.0144296j -0.027718+0.0122204j 0.00726275+0.00401645j -0.0364637-0.0131353j -0.0155144+0.00193512j -0.0135768+0.0126496j 0.00308857-0.0274782j 0.0188716+6.10754e-05j -0.0259279+0.0125951j -0.0064391-0.00611016j -0.0129887-0.00681809j 0.0245451+0.0158792j 0.0134692-0.0163475j 0.00330011+0.00973746j 3.55459e-05-0.00337218j -0.0117477-0.00194146j 0.00468097+0.000889915j 0.0209615+0.00297109j 0.0318355+0.00563791j -0.00892969-0.000178091j 0.00595184-0.00282139j 
-0.00109149-0.0133016j 0.00821544+0.00927998j -0.00644638+0.0196403j -0.0267514+0.0102631j -0.000849839+0.0427544j -0.0325858-0.00254533j -0.0291656+0.0392291j -0.0031203+0.0175368j -0.0129161-0.0229938j 0.0224922+0.0387234j -0.0525359-0.00937157j -0.0336087+0.00684767j 0.000948857-0.0144148j 0.0278027+0.0283361j -0.0391592+0.0421367j -0.0296308-0.00426085j 0.0300582-0.00906626j -0.0733731+0.0608415j -0.0208781+4.89053e-05j 0.0148519-0.00950635j -0.0334623+0.0806784j 0.0399488-0.0130766j -0.0281306+0.0945506j -0.000345899+0.00855782j -0.0241806+0.0424032j -0.0764561+0.0314651j -0.0518973-0.00992407j -0.0404338+0.066931j 0.0148278-0.00768805j -0.00286365+0.00882708j 0.0404862+0.0812685j -0.112385-0.0162561j 0.0234875-0.115599j -0.0236195-0.00215316j 0.0206417-0.103135j -0.0167971+0.0456571j 0.0611487-0.0738869j 0.052549-0.000660156j -0.0266431+0.012188j 0.0368574+0.00332179j 0.017513+0.0943028j 0.0119471-0.00665769j -0.0621752+0.0314712j 0.0567953-0.0216396j 0.0687026-0.0683324j 0.0208234+0.0275914j -0.0139024-0.0198672j -0.00236492-0.0129404j -0.0152807+0.0597654j 0.0408671-0.0291822j 0.00192645+0.0190043j -0.023796+0.0116458j -0.0103252+0.0240889j 0.00546497+0.0166477j -0.0271137+0.0176598j -0.00326514-0.0282076j -0.0125816+0.0242089j 0.00481146+0.0385624j -0.00241391+0.0155367j 0.0301863-0.0350779j 0.00904144+0.0176004j -0.00596703+0.0045672j -0.0184917+0.00832237j -0.00704159+0.0237509j 0.0121569+0.000535171j 0.00876402-0.0192325j -0.00559945-0.00734684j -0.00596778-0.0014531j -0.00877352-0.0028954j -0.0123342+0.0108144j 0.000986094+0.00120867j -0.0167664+0.0283126j -0.0123793+0.0140201j -0.0310131+0.0110883j -0.0197622+0.015136j -0.0222891-0.0043534j -0.0215202+0.0188588j 0.00103369+0.00672218j -0.0101818-0.0173898j 0.00621297-0.0137997j -0.00818018-0.0259174j -0.0104898+0.0264814j 0.00543153+0.00182451j -0.0195523+0.0608652j -0.0119252-0.00728355j -0.00568174-0.00265117j -0.0205605+0.0216503j 0.014092+0.00721733j -0.000654686+0.00275406j -0.0157086+0.0385221j -5.56097e-07+0.0243314j -0.0119865-0.00178089j 0.0299675+0.0179463j 0.0083581-0.0147925j 0.0087531-0.00450934j -0.00363854+0.00276048j 0.0220114+0.0155718j 
