0.0236101+0.0331292j -0.0374895+0.0205525j 0.0449969+0.029882j 0.0274432-0.0430516j 0.0284924-0.00347532j 0.00745202+0.0386523j -0.00700419+0.0159313j -0.0175488-0.00649111j -0.000550376-0.0246525j -0.0163184-0.0013454j -0.0285102+0.00719345j -0.0110543-0.0161066j 0.00935818-0.028251j 0.0138425+0.0149156j -0.0032446-0.00986756j -0.0094556-0.0122083j 0.00148376-0.000623858j 0.011074+0.000613384j 0.00895017-0.0108758j 0.0123701-0.0139885j 0.0160975-0.00515076j 0.0115485-0.00586099j 0.00552112-0.000844247j 0.011105-0.0130454j 0.00877763-0.0215885j 0.000439808+0.00194792j 0.000655428+0.00213221j 0.0167658-0.0186128j -0.0104612-0.0233787j 0.0238307-0.00582521j 0.0031902+0.000182516j 0.0163411-0.00487859j -0.0076125-0.00649147j 0.00103418-0.00750234j 0.00952686+0.000344929j -0.00431572-0.00328906j -0.0113016+0.00719309j 0.0305336-0.00469475j 0.00447097+0.0155576j -1.55762e-05+0.0169325j -0.006856+0.00890087j 0.00716958+0.0239402j 0.000500568+0.0175458j 0.0274314-0.021334j -0.0118442+0.0146106j -0.0047572+0.0149985j 0.00201731+0.0123914j 0.0165992+0.0144528j 0.049785+0.01151j -0.00974516+0.0444153j 0.0131899-0.0373432j -0.0395101-0.0206964j 
-0.033067-0.00827595j 0.0111991-0.0289894j -0.0117179-0.0199319j -0.0158797+0.00813269j 0.00283157-0.00303129j 0.00402927-0.0038124j -0.00928054-0.0280141j 0.0215354-0.00102067j -0.0170107+0.0213346j 0.0200128+0.00603758j 0.00741639-0.00505165j -7.8422e-05+0.0298928j -0.00442972+0.00846058j -0.00824734-0.0183918j -0.00680408+0.00371661j 0.0104859+0.0200896j 0.0103468-0.000474332j -0.00410282-0.00375242j 0.00302098+0.0188568j -0.0164362+0.000697138j -0.0120729+0.00786008j -0.00330623+0.0103392j -0.0097464-0.0133251j -0.00543301-0.0121611j -0.0184074+0.0236379j 0.0205618-0.0250875j 0.0052807+0.00404662j -0.017409+0.0102227j 0.000618069-0.00348215j -0.00888319+0.000788951j -0.0108057+0.00506656j -0.00477567-0.00615042j 0.00945176+0.0094444j -0.0013163+0.00344611j 0.00393134+0.00378708j -0.000798512-0.00189222j 0.0157649+0.0173088j -0.00318222-0.0125182j -0.00173989-0.0142158j 0.0113879-0.0135678j 0.0116215-0.0129297j 0.0140861-0.0110149j -0.00170731-0.0315499j 0.000673977+0.00157916j 0.0231883+0.0143768j -0.0145662-0.0191837j 0.0152707+0.015612j -0.00173871-0.00266525j -0.00724549-0.0039547j 0.0105562-0.00637935j 0.0154221+0.036411j 0.0387985-0.00964714j 
0.00775941+0.00324839j -0.000410045+0.0143562j 0.0236725+0.00860565j 0.0195397-0.0301933j 0.0161908+0.0104864j 0.0173241+0.0225927j 0.00499899-0.00157554j -0.0190531-0.0112004j 0.000936654-0.0176549j -0.00537845+0.0212903j -0.0166974+0.0129959j -0.0238605+0.00102739j 0.00903934+0.0137092j 0.00941391-0.00278852j -0.00718811+0.000965259j 0.0162032-0.0146401j -0.00526502-0.00562182j 0.0061962+0.0013702j -0.010421+0.00357159j 0.00587566-0.0084712j -0.00994523-0.00530586j 0.0115598+0.00527701j 0.00475337-0.00897572j -0.00781343-0.00571076j -0.00593371+0.00237384j -0.0228042-0.00544771j -0.00733048-0.0124724j 8.98234e-05-0.00377505j -0.000407127-0.00566386j 0.00620344-0.0127393j 0.000347147+0.00889866j -0.00550418+0.0103687j 0.011653-0.00217203j 0.00772741+0.00242756j 0.00828065-0.000574286j 0.000420815-0.00888846j -0.00358552+0.00945763j 0.0185081+0.00537557j -0.00190718+0.0106787j 0.0067993-0.00106336j 0.0045533-0.0128346j -0.00453191-0.00445191j -0.00674738+0.00738868j -0.00340002-0.000595089j 0.00163809+0.0112527j -0.00171276+0.00995517j 0.00411704-0.00174943j -0.00148535-0.00457423j 0.00507174+0.0160335j -0.0271773+0.00522277j 0.00353013-0.0292062j -0.0225809-0.00794493j 
0.0148537-0.00927667j 0.00764654+0.0158364j 0.00426397-0.00216896j 0.00039709-0.00296279j -0.00959255+0.00582274j -0.00370004-0.0124966j 0.0054852+0.00586474j -0.00373688-0.00689772j 0.00765421+0.00103158j -0.000164616-0.0093894j 0.0167003-0.0025396j 0.00102398-0.00270878j -0.0114684-0.00249056j 0.00306045-0.00391583j 0.00147618+0.00505011j -0.000561963+0.000872566j -0.00110962+0.00680072j -0.00215303-0.00146201j -0.00249663-0.0020065j 0.00171561+0.00768223j 0.000825728-0.0064896j -0.00295285+0.00225868j -0.00574814+0.0021531j 0.0080715+0.00776392j 0.00451797-0.00070924j -0.00599866+0.00590542j -0.0064238-0.000152825j -0.00146556-0.0038047j 0.00681918+0.0152333j 0.00351477+0.00606193j 0.0015793-0.00025899j 0.00358734+0.000155108j 0.00163687+0.0057792j -0.00378242+0.00134928j -0.00606479+0.00307791j 0.00347581+0.000104406j 0.00503406-0.00652264j -0.0109537+0.00729464j -0.00411959+0.000330621j 0.000575375-0.00443034j -0.000524023-0.00870829j -0.00771378+0.000275655j -0.00521292-0.00023906j -0.000878563+0.0052865j -0.0108249-0.0150648j 0.000306625+0.00126735j 0.00632586+0.00420501j -0.0120484-0.00409318j -0.00171857+0.0221216j -0.0198707+0.00179099j -0.0088573-0.0230331j -0.019025+0.0118107j 
0.00914854+0.00518628j -0.00696209+0.00593854j 0.0106866+0.00772865j 0.00525175-0.0080954j 0.00229884+0.00962167j -0.0141661+0.00536856j 0.00279113-0.00103271j -0.00383824+0.00647615j -0.00188441+0.000949701j -0.00927659-0.00674742j 0.000485366+0.0031214j 0.00151758-0.0121042j 0.00391276+0.00356687j 0.000801605+0.00146729j -0.00695445-0.00456821j -0.0062961-0.00308759j -0.00443565+0.000519459j 0.00236647-0.00725679j 0.00115895-0.000957978j -0.000511297-0.00153332j 0.00396838-0.00813319j 0.00100164+0.00317199j 0.00392997+0.00478743j -0.000806347-0.00023051j 0.00702062-0.00568793j -0.0068847+0.00635502j -0.00346895-0.00403059j -0.000628145-0.00254305j -0.0015895-0.00421905j 0.00759812-0.00522727j 0.006499+0.0010489j -0.00264975-0.00328713j -0.00306125+0.000561038j -0.00645233-0.00400929j -0.00131594-0.00195614j -0.00188312-0.0032642j -0.00260195-0.00481059j 0.00959861-0.00515428j 0.004658+0.00296499j -2.94629e-05+0.00515067j -0.00590321-0.00659467j 0.00576788+0.00598277j -0.00588898+0.00493947j 0.00380464-0.00729232j 0.00126019-0.0047297j 0.00344439+0.00363938j 1.01272e-05-0.000746135j -0.000923014-0.00350282j 0.00605627+0.00793049j -0.0043396+0.00600583j -0.00339427-0.0124865j -0.0135674+0.00308503j 
-0.00181372+0.00100954j 0.000651174-0.00142029j -0.00439142-0.00195739j 0.000265485+0.00840948j 0.00552302+0.00740622j -0.00624003+0.00402425j 0.00346059-0.00110164j -0.0078801+0.0169868j -0.00464086+0.00218955j -0.0134332+0.00215908j 0.00872318-0.00712124j -0.000211824-0.00741856j 0.010444+0.00687672j -0.013755-0.00209596j -0.0090067+0.00228518j 0.000362743+0.00883082j -0.00107727+0.00400716j -0.0101818-0.00987063j -0.00133626+0.00346001j -0.00259307+0.000341646j -0.00076286-0.00553379j -0.00862365+0.00618021j 0.000927869-0.000179845j 0.00619364+0.00429111j 0.00422398+0.00290989j 0.00467479+0.0124652j -0.00746708-0.00671211j -0.00244976-0.0020732j -0.00506817+0.0052496j -0.00205479+0.00104987j -3.423e-05+0.000394035j -0.00649224+0.00584754j -0.00753988+0.005638j -0.00252726-0.0019047j -0.0108698+0.00495093j -0.00393508+0.00812641j -0.00311721+0.00293093j -0.000849298-0.0196307j 0.00502987-0.0033786j 0.00614697+0.0112908j -0.0137428+0.00275622j -0.0011061+0.00474311j -0.00422066+0.00333652j 0.00246275-0.000204016j 0.0130635-0.0066002j 0.0112412+0.00255417j 0.0149253-0.00966046j -0.00291226-0.0127899j -0.00720717-0.00757394j 0.0050532-0.00511799j 0.00423028+0.0079868j 0.00957146-0.00311307j 
0.000981608-0.00245374j 0.0043549+0.00439711j 0.00215337-0.00604666j -0.00102352+0.00363419j -0.00123649+0.0219077j -0.0134763+0.00483036j 0.00105104-0.00710394j 0.00374397-0.00393154j 0.00139761-0.00235742j 0.000297293-0.00131507j -0.0139508-0.00517533j -0.00970494+0.00161344j 0.00699519-0.00967852j -0.0112393-0.0066902j 0.00624222-0.00331506j 0.00829423+0.00273185j 0.00773551+0.00248178j -0.00205053+0.0151652j 0.00265016+0.015413j 0.00134809-0.00981195j -0.00866567+0.00286151j 0.00169882-0.0128734j 0.000735604+0.00855502j -0.00407422-0.00885284j -0.00506012+0.00213657j 0.00790247-0.00797615j 0.00507036+0.00678848j -0.00594692+0.00771734j -0.00453424-0.0231925j -0.00887311-0.00507454j 0.00329852-3.75822e-05j -0.00570326+0.00993394j 0.00633676-0.0123168j 0.0145998-0.00151169j 0.00987394-0.00469114j -0.0011793+0.00516936j -0.000347709+0.0161927j 0.0103229-0.00558839j 0.0079262+0.00154119j 0.00296202-0.0115331j -0.00283848-0.00234982j -0.00128687-0.00835243j -0.00955698+0.00062602j -0.0077856+0.0224301j 0.00552469+0.00366688j 0.00747664-0.00491902j 0.00144064+0.014608j 0.00586684-0.00692627j -0.00647893-0.0148759j 0.00808934-0.00067286j 0.00373482-0.00340803j -0.00300587-0.00267338j 
0.000973207-8.96578e-05j 0.0014872+0.00240503j 0.00573794+0.0019864j 0.00571183-0.00423822j 0.00147635+0.00470343j 0.00330183-0.00550904j 0.0105011+0.00296544j 0.000181519+0.00659128j 0.00288463-0.00370341j 0.00406393-0.0042583j 0.0158865-0.00230125j 0.00480547+0.0124724j -0.0116029-0.00246825j -0.00205912+0.00771511j 0.00113431+0.00282324j -0.00878936+0.00864825j 0.00218275+0.00359153j -0.00343233-0.00970723j 0.00998219-0.0165535j 0.00249804+0.00873693j 0.00992696+0.000805467j 0.00484578+0.0104099j -0.00249869-0.00284645j -0.00208203+0.00819778j 0.00509693-0.00234144j 0.00543447+0.00793922j -0.00113179+0.0114268j 0.00530705+0.00685484j -0.00759462+0.0132409j -0.00808855+0.00394381j 0.00398931+0.00235508j 0.0150157-0.0130432j -0.00272331+0.00364825j -0.00828025-0.00154657j 0.000456716-0.000297542j -0.00227087-0.000558244j -0.00215313-0.00349031j -0.000720712+0.00399281j 0.00262167-0.00700817j -0.00529579-0.00258727j -0.00689277-0.00692339j 0.00442153+0.00425535j 0.00284076+0.00420712j -0.00171999-0.00795167j -0.0120607-0.00149236j -0.00271554-0.00952318j 0.00943256+0.0118731j -0.000155991-0.00370318j -0.00256873+0.000889333j -0.00114286+0.000314334j 0.00570316-0.00243115j -0.000746218-0.00388537j 
-0.0102465+0.00319477j -0.00244709-0.0101184j -0.00660008-0.00444278j -0.00170281+0.0108687j 0.00461956+0.0106115j -0.00835035+0.00571838j 0.0116024-0.00986462j 0.00452156+0.0201894j -0.00580619-0.000390972j -0.00439097-0.00160171j -1.95178e-05-0.000614219j 0.00119264+0.00210705j 0.013853+0.00574299j -0.00609473+0.00124366j -0.00690127-0.00012713j 0.0047912+0.0140689j 0.00223776+0.00437227j -0.0123339-0.00361579j 0.00544429+0.00193387j -0.000929673+0.00110969j -0.00131968-0.0105374j -0.00455341+0.00941726j 0.00242609-0.00244193j -0.0061791+0.00117154j 0.000453995-0.000987619j 0.00687083+0.00124476j -0.00272118-0.000601446j -0.00369425+0.0035485j -0.00928127-0.00137932j -0.00798884-0.00670606j 0.00306854+0.00705394j -0.00790831+0.00637081j 0.00136111+0.0043437j 0.000432243+0.00112239j -0.001714+0.00519571j -0.0024471+0.00829286j -0.00598493+0.00544312j 0.00411363-0.010076j 0.00793488-0.00283446j 0.0117886+0.00206312j -0.0104448-0.00183076j 0.00854187-0.00152237j -0.00820484+0.00549827j -0.00814682-0.00126837j 0.00737004-0.0067519j 0.0204421-0.00142168j 0.0131326+0.000252843j 0.000788017-0.0209788j -0.00521407-0.0113217j 0.00560666-7.35676e-05j 0.00705702+0.0112635j 0.0116844-0.00442205j 
0.00519244-0.000959315j 0.000406389+0.00805137j -0.00172724-0.00727394j -0.00711377+0.00449182j -0.00520363-0.00969575j 0.00378125+0.00521668j -0.014709+0.0115301j -0.0102763-0.00176208j -0.0052074+0.00675632j -0.0169133+0.00182154j -0.00307409-0.00872194j -0.00751527-0.0171175j 0.00598108-0.00534969j -0.0133106-0.00999318j 0.000410151-0.00221118j 0.00398495-0.00479788j 0.00195175+0.00157179j 0.00142647+0.00455922j -0.0061897+0.023524j -0.00816296-0.00287592j -0.00807622+0.00427529j -0.0125991-0.00288123j 0.00263168+0.00190105j 0.0186253-0.0112135j 0.00345162+0.0134674j -0.0013345-0.00094122j -0.0105211-0.0116418j -0.0101662-0.0130111j 0.0105599-0.00437917j 0.0180245+0.0107675j -0.0154315-0.00827214j -0.00359047+0.0130736j -0.0108712+0.00912409j 0.00436939-0.00538819j -0.00934927+0.00846196j 0.00181376-0.00203149j 0.0124483-0.000482319j -0.0112047-0.0130653j -0.00431638+0.00565629j 0.0113115+0.0126751j 0.00935685+0.00515929j -0.0107847+0.0103256j -0.00720194-0.00521507j 0.0184222+0.00361399j 0.0061361-0.0100899j -0.00317485+0.0128633j -0.000244082-0.00570137j 0.00303606+0.00816136j 0.0113757+0.00419149j -0.0058256+0.0084963j -0.000981656-0.00616685j -0.00308967-0.000250703j 
-0.000286217+0.00822873j -0.00603146-0.00383983j -0.0126651-0.0108517j -0.0108583+0.00191221j 0.00727837-6.24768e-05j 0.000514901-0.00495198j 0.00746023-0.00281607j -0.00604462-0.0116367j 0.000978893+0.00862512j 0.0111599+0.00551932j -0.000823163+0.00456098j -0.00216765+0.00261315j -0.0146434-0.00497417j 0.00524586-0.00485039j -0.00064219+0.00529963j 0.011468-0.00146066j -0.0103879-0.000233298j -0.00142854+0.00870308j 0.00653406+0.00822171j 0.0052819-0.00807609j -0.00528874-0.00788814j -0.00951768-0.00450199j -0.00322068-0.0064314j 0.00208999+0.00344112j 0.000337052-0.00890763j -0.00431494+0.000823213j 0.00901631+0.00552956j 0.00833444-0.00512724j -0.000366595-0.00398547j -0.000563723-0.00722671j -0.0141331-0.0106173j 0.00511864+0.00695469j 0.00966516-0.00658138j 0.0167595+0.00660115j -0.00997634+0.00241333j 0.00657469+0.0137073j 0.00493424+0.00746948j -0.0106298+0.0254159j -0.00599891+0.0068545j -0.00411758-0.00778773j -0.00427266-0.00511482j 0.0108941-0.00841996j 0.00930788-0.00768854j 0.00768422+0.00322521j 0.00391674+0.00546352j 0.00385472-0.000784833j -0.0127276-0.00652406j -0.00560566+0.00825015j 0.00260077-0.00376204j 0.00485764-0.000687288j 0.00104518+0.0123892j 0.00701224-0.000536395j 
0.00870446+0.00939625j -0.00691206+0.00946715j 0.00589197-0.0055538j -0.000631556-0.00976478j 0.0128805+0.00948376j 0.00185541+0.0045634j 0.00824986+0.00333297j -0.0121919-0.00336207j -0.000936632+0.00131564j 0.0054847-0.000736565j 0.00193612-0.00767082j -0.00370236+0.00669272j -0.01595-0.00772862j -0.00828083-0.0039175j 0.00192666+0.00427964j 0.00758864+0.0100623j 0.00224598+0.0083439j -0.00740356+0.00554072j 0.0102814+0.00224913j 0.00558112-0.00722748j -0.00150241-0.00533581j -0.00439615-0.00176221j -0.00391768-0.00310684j 0.00699709-0.00408184j -0.000357819-0.00465178j 0.00992457+0.0010858j 0.00974252+0.0129003j 0.00535636-0.00565487j -0.00291852-0.00407498j 0.0014994-0.00212227j -0.0144143-0.0059587j 0.0097227-0.00311311j 0.00336531-0.00372247j 0.00903562-0.00107126j -0.00190091+0.00420896j 0.00064726+0.0136108j 0.00415529+0.0114819j -0.000602687+0.00916192j 0.00223766+0.0027114j -0.00332605-0.00465933j -0.0148091-0.00693531j 0.00943814-0.00193153j 0.00182485-0.00570441j 0.013551+0.00603805j 0.000818314+0.0061294j -0.00150484-0.00416683j 0.00838997+0.00633801j -0.000289524+0.00640036j 0.00982994-0.00226964j 0.00131768+0.00820802j 0.0121957-0.00510279j -0.00473743-0.0115017j 
0.000809415-0.00824554j 0.00925877+0.00478441j 0.0101781+0.0022799j 0.00427606-0.0054704j -0.0110019-0.00117619j 0.00249489-0.00455261j -0.0132205+0.00943998j 0.00507186-0.00633952j 0.00106124-0.00503262j -0.00302475-0.00138704j -0.00070673-0.00962242j 0.00126621+0.00274392j 0.000312073-0.00636773j -0.00461712+0.000628493j 0.00492659-0.00185045j -0.0130623+0.000135691j 0.0108254-0.00362902j 0.00547434-0.000771025j -0.00654591+0.0024506j -0.00184235+0.00539894j 0.00784327+0.0191551j 0.00998838-0.00929593j -0.000996911+0.00610748j 0.00282845-0.00795705j 0.00329541+0.00837376j 0.00812689-0.00290666j -0.00224677+0.00356125j -0.00816037+0.00917784j 0.00972627-0.00354497j 0.00205338+0.0123806j 0.0062385-0.00132893j 0.0031295-0.0114527j -0.00303211+0.00483261j -0.00789542-0.00112146j 0.0103289-0.0056287j -0.00591648-0.0109413j 0.000895926-0.00129111j -0.0034477-0.0161287j -0.00127854-0.0076028j -0.00138284-0.00320053j 0.00896147+0.0029948j -0.00842256+0.00914267j 0.00081925-0.00165257j -0.00329428+0.00203588j -0.00337031+0.00442562j -0.0185517-0.000750626j 0.0035889+0.00785355j 0.0104073+0.00824376j -0.00409717-0.000867392j 0.00182833-0.00552899j -0.000317487-0.00638411j -0.00321922-0.00281344j 
-8.03318e-05+0.000328834j -0.00057607-0.0020895j -0.00335472-0.00102676j -0.0013297-0.000130249j 0.00223674-0.00076133j -0.00213032+0.00132992j 0.0026608-0.00144016j -0.00103983-0.00159047j 0.00262312-0.00262016j -0.00298063+0.00223734j -0.00609378+0.00775106j -0.000252833-0.00324186j 0.00352438+0.00349144j 0.00799634+0.00515091j 0.000777042-0.0020688j 0.00417429-0.00894122j -0.00191386-0.00662696j 0.00304204+0.00512536j -0.000922642+0.000479599j 0.00203825-0.000917741j -0.00259973-0.00526814j -0.000299385-0.000919387j 0.00234446+0.00143143j -0.00508166+0.00183168j 0.00343654-0.00436104j -0.0110683-0.00180544j 0.000933601-0.00369333j 0.00390151+0.000360344j -0.000302565-0.00135791j 0.00134081-0.00288477j 0.00349977-0.00245022j -0.00473078+0.00625678j 0.000167513-0.00342461j 0.00226205+0.00159989j -0.0033112-0.000676141j 0.00477266-0.00382651j 0.00064093-0.00311062j -0.00259929+0.00686772j -0.00216548+0.00275474j -0.00126329+0.00130502j 0.00246642+0.000803305j 0.000319389-0.000127107j -0.0011651+0.00454557j -0.00238477-0.000768981j 0.00113577-0.00439045j 0.00245098+0.00236437j -0.00278011-0.00552966j -0.00243662-0.000962818j -0.00244421+0.00166087j 0.00294493-0.00266397j -0.00493902-0.00272977j -0.00270449+0.0043723j 
-0.00747043+0.00381824j -0.0020145-0.00760379j -0.0051263-0.00591093j -0.00565971+0.00120601j 0.00508539-0.00513373j 0.00485463+0.00140946j 0.00104288-0.000369547j -0.00236799+0.00353246j -0.0051346-0.00148446j 0.00306145+0.000550141j 0.00184115+0.00179277j 0.00329373+0.00445448j 0.00467844+0.00618846j 0.00342494-0.000841633j 0.000177803+0.00060233j 8.69506e-06-0.00143759j 0.000495591-0.0037047j -0.00245268+0.0019449j -0.00106463+0.00262812j 0.00148063+0.0019515j -0.00328095+0.00247052j 0.000285694+0.00307646j 0.00171103-0.00556576j -0.0029982+0.00242112j 0.000640957+0.00220965j -0.00110921+0.00309918j 0.00201561+0.00274396j 0.000707832-0.00221012j 0.00405712+0.00115285j 0.000276727+0.0033746j -0.00443787-0.00554819j -0.000216665+0.000632076j -0.00486666+0.00189116j 0.000693026+0.0015042j -0.00460056-0.00121559j 0.00129766+0.00117516j -0.000320203-0.00152314j -0.00512783-0.00122023j 0.002472-0.00376819j 0.000904162+0.00196202j 0.00065427-0.000706812j 0.00254693+0.001216j 0.00573186-0.00290038j -0.00104543-0.00399438j 0.00368795+0.00370602j -0.00474748-0.00358234j -0.00550652-0.00263375j 0.00209962+0.00599772j -0.00497821-0.00993989j 0.0082697-0.0065517j 0.00539645+0.0151675j 0.0140283-0.00550828j 
0.00118206-0.00751178j 0.0103365+0.00225758j -0.00221467+0.00186121j 0.00280017+0.00203078j -0.0048981+0.00896697j -0.00287035-0.00713157j 0.00232677-0.000969439j -0.00368216-0.000148085j -0.00122467+0.000335798j -0.00115508+0.00155355j 0.00433933-0.00248782j 0.00378472-0.0067526j 0.00444225+0.00871267j -0.00492457-0.0104448j -0.00795561-0.00243229j 0.00483213-0.00471218j -0.00855719-0.00591906j 0.00751397-0.00643782j -0.00461235-0.00379214j -0.00138579+0.00528075j -0.00424202+0.00558892j -0.00487573+0.00145013j -0.00309157-0.00201193j -0.00448052+0.00574803j -0.00117836+0.00655977j -0.00420957+0.00777512j 0.000390861-0.00369413j -0.00802524+0.0043504j -0.00235522+0.001994j -0.0033119-0.00479902j 0.00373689+0.010072j -0.00568907+0.000837636j 0.00289223+0.00485939j -0.00439866+0.00209434j 0.00582296-0.0088585j -0.00820438+0.00854452j -0.0105827-0.00611599j -0.00563696-0.00478457j 0.00319252-0.00807503j -0.00236584-0.00697277j -0.00500381+0.00286337j -0.00462008-0.00761543j 0.00137605+0.00720339j -0.000437217+0.00197607j -0.00451219+0.00259969j -0.00469675+0.00318771j -0.00670624-0.0111004j -0.00289051-0.00161509j -0.0165816-0.00475685j -0.00274965-0.0176032j -0.00881999+0.00433206j 0.00276858+0.00610357j 
-0.00618342-0.00493438j 0.00257964-0.00393213j -0.00507771-0.0168241j -0.0152946+0.00982229j -0.00490054+0.00113336j -0.00458183-0.00762208j 0.00305333-0.0100141j 0.0167469+0.00138455j -0.0124848+0.00548448j -0.00423143-0.0169357j 0.00264615-0.00174043j 0.00672344-0.00666055j -0.00468052-0.00879958j -0.00242131-0.00648783j 0.00281588+0.000118604j 0.00573466-0.000614777j 0.0040831-0.00208611j 0.00781646+7.98504e-06j -0.00272022+0.00890234j -0.00458431+0.00648198j -0.00873474-0.0037753j -0.000720424+0.00784524j -0.00296337-0.00679698j -0.00364515+0.00717174j 0.00716401+0.00743057j 0.00362411-0.0080346j 0.000116908-0.00437729j -0.0123113+0.000877425j -0.00426592-0.00148779j -0.00460679-7.59979e-05j 0.00325011+0.0116788j -0.000319229+0.00664148j -9.23035e-05+0.000964509j 0.0054945+0.00255564j -0.00305572-0.0106649j -0.00294509+0.00825621j -0.00492748+0.00427612j -0.00306023+0.00940663j 0.00793908-0.01156j -0.00250335-0.00235061j 0.00542645-0.000456563j 0.000795412-0.0139096j -0.00559562-0.00267827j 0.00630434-0.000271043j -0.0193182-0.00673818j 0.00515682+0.00286759j -0.00233162+0.00155437j 0.000153306-0.00713259j 0.00157161-0.00216236j -0.00741844-0.00758716j -0.00262165+0.00522802j 0.00596223+0.0035399j 
0.00285122-0.0042634j 0.0027033+0.00208578j 0.00095952+0.00125212j 0.000185268-0.000717627j -0.00301304+0.000847356j -0.00166983-0.00353175j -0.00121338-0.00447955j 0.00632936-0.00200224j 0.00257853+0.000268723j 0.00276485-0.00496267j 0.00351328+0.00128164j 0.00244612-0.00259138j -0.00344769+0.000387109j 0.000967477+0.000942063j -0.00337675+6.36731e-05j -0.00469118+0.00081738j 0.00122305+0.00232986j 0.00811542-0.00341548j -0.003027-0.000458701j -0.00848268+0.00172949j -0.000625841+0.0022708j -0.00074239+0.000209194j 0.000830673+0.002864j -0.00418761+0.00144701j 0.00114813+0.000971764j 0.0018463+0.000748559j -0.00061192-0.00113192j -0.00666635+0.00205263j 0.00109811-0.000507305j 0.000401005-9.21894e-06j 0.00517275+0.00468825j 0.00381441-0.00267632j 0.0033099+0.00430392j 0.000417656+0.00300036j 0.00113036-0.00338093j 0.00144834-0.00124834j -0.00306912-0.00193919j 0.000165105-0.0011652j -0.00259682-0.00345474j 0.00074755-0.00755833j -0.00241621-0.000501211j -0.00294299-0.00177942j -0.00214094-0.00204615j -0.000557136-0.000322977j -0.00158383-0.00370688j 0.000361505-0.00069106j -0.000283339-0.00231334j -0.00310565-0.0013047j -0.00386969+0.00546763j -0.00493303-0.00374364j -0.00370035-0.00381506j -0.00340655+0.00457379j 
0.00170565-0.00242085j 0.00535185+0.00144287j -0.00661241-0.000379084j -0.000556346+0.00107787j 0.00145821+0.0021452j 0.00134227-0.00593545j 0.00199265+0.00193404j -0.0100994+0.000331632j 0.00437519-0.00537821j -0.00176129+0.0048512j 0.00513454-0.00405411j -0.000290014-0.00212278j 0.000262982+0.00130311j -0.00127381-0.00371265j 0.000496678+0.00456452j 0.000686703-0.00550628j -4.84585e-05-0.00522831j 0.00147943+0.00438494j -0.00151696+0.000771381j 0.000939993+0.00142429j -5.24887e-06+0.00686297j -0.00117222-0.00419013j -0.00336816+0.00323699j 0.00261072+0.0013454j 0.0020556-0.000955949j 0.00213894+0.00729017j 0.0036237-0.000996995j -0.00423443+0.00150818j 0.00116881-0.00166288j -0.00352539-0.0024642j 0.000690818+0.0010782j -0.00129715+0.00181882j -0.00191277+0.00123846j 0.000705706+0.00683933j -0.0003385+0.000837429j -0.00111545+0.000113926j -0.00173485-0.00146551j -0.0045894-0.000228782j -0.00446318-0.00693052j 0.000288708-0.000905881j -0.0041503+0.00166544j -0.00120468-0.000683869j 0.00163039-0.00159804j -0.000803554+0.00336409j 0.000698317+0.0012264j -0.00449872-0.00108461j -0.00360739-0.00136259j 0.00321336+0.00337365j -0.0100781-0.0088793j 0.00815058-0.00937996j 0.000880678+0.00536385j 0.00509096-0.00196893j 
0.010555+0.00416902j -0.00150321+0.0113606j 0.00508922-0.00733345j 0.00162774-0.0056864j -0.00127313+0.0233259j -0.0112874+0.0100443j 0.000734651+0.0165321j -0.00345909-0.00377374j -0.00560029+0.0105391j -0.00104076-0.00602357j -0.00971975+0.00463729j 0.00209397+0.00877149j 0.0171057+0.00202038j -0.000533037-7.12318e-05j -0.0108922-0.00816238j -0.00970241-0.00409233j -0.00254409-0.0103529j -0.00339846+0.00682585j -0.000581879+0.00187347j 0.0293311-0.0133065j -0.00861686+0.00964235j 0.0127932+0.00209245j -0.0103667+0.00415894j -0.00731544+0.0034053j 0.00763246+0.000466774j -0.00807102+0.0130409j 0.0014414-0.00283377j 0.00394406-0.00882412j 0.0138304-0.0019729j 0.00260231+0.000192916j -0.00475026-0.00487192j 0.00199046-0.00184628j -0.00368946-0.0125071j -0.020684-0.0203814j -0.000528372-0.0042778j 0.00733533+0.0192919j 0.00533708-0.00451829j -0.00308315+0.00302292j 0.035616-0.0124321j -0.0083556+0.0055209j 0.0119365+0.00335962j 0.00178155+0.00671047j 0.00270774-0.0016478j -0.00328441-0.00780682j -0.0136288-0.00517037j -0.010724-0.00223878j -0.00472386-0.000267198j 0.00249819+0.00969712j -0.00119915-0.00355081j 0.0075448-0.00660134j 0.000111004-0.00292386j -0.00213887-0.00168006j 
