0.0236101+0.0331292j -0.0374895+0.0205525j 0.0449969+0.029882j 0.0274432-0.0430516j 0.0284924-0.00347532j 0.00745202+0.0386523j -0.00700419+0.0159313j -0.0175488-0.00649111j -0.000550376-0.0246525j -0.0163184-0.0013454j -0.0285102+0.00719345j -0.0110543-0.0161066j 0.00935818-0.028251j 0.0138425+0.0149156j -0.0032446-0.00986756j -0.0094556-0.0122083j 0.00148376-0.000623858j 0.011074+0.000613384j 0.00895017-0.0108758j 0.0123701-0.0139885j 0.0160975-0.00515076j 0.0115485-0.00586099j 0.00552112-0.000844247j 0.011105-0.0130454j 0.00877763-0.0215885j 0.000439808+0.00194792j 0.000655428+0.00213221j 0.0167658-0.0186128j -0.0104612-0.0233787j 0.0238307-0.00582521j 0.0031902+0.000182516j 0.0163411-0.00487859j -0.0076125-0.00649147j 0.00103418-0.00750234j 0.00952686+0.000344929j -0.00431572-0.00328906j -0.0113016+0.00719309j 0.0305336-0.00469475j 0.00447097+0.0155576j -1.55762e-05+0.0169325j -0.006856+0.00890087j 0.00716958+0.0239402j 0.000500568+0.0175458j 0.0274314-0.021334j -0.0118442+0.0146106j -0.0047572+0.0149985j 0.00201731+0.0123914j 0.0165992+0.0144528j 0.049785+0.01151j -0.00974516+0.0444153j 0.0131899-0.0373432j -0.0395101-0.0206964j 
-0.00170916+0.00416106j -0.00592875-0.00174663j 0.00643165+0.00627295j 0.00166284-0.00478483j -0.000215994-0.00640765j 0.00431558+0.00150164j 0.00244391-0.00398439j 0.00281148-0.00505499j -0.00512367-0.00483755j 0.0026812+0.00920202j -0.00218627+0.00504167j 0.00106845-0.00108784j 0.00462451-0.00880979j 0.00425455+0.00304193j 0.00174806-0.0046511j 0.00276389+0.003384j 0.00158533-0.00134732j 2.31757e-05-0.00771772j 0.00965599+0.00498759j 0.00202148+0.00130215j 0.00285903-0.010043j 0.000221114+0.00468861j 0.000994552-0.00155747j 0.00390076+0.000576896j -0.000776072+0.0045918j -0.000326494+0.00469921j -0.00901908+0.00211181j -0.00111114+0.0017303j -0.00291151+0.00664853j 0.00662814-0.00201753j 0.00555126+0.00731364j -0.00106451-0.00532764j -0.00600487-0.00337703j -0.00452787+0.00191976j -0.00937379+0.00631318j -0.00221144+0.00115075j -0.0104019-0.00603944j 0.00061934-0.00362771j -0.00389634+0.00161419j -0.00451017+0.0140151j -0.00995136-0.00530264j -4.07226e-06-0.00543156j 0.0110947-0.00278027j 0.00761549+0.00372616j -0.00465183+0.00474551j -0.00418553+0.00182039j -0.000130573-0.00515633j 0.00457239-0.00326176j 0.00929375+0.00210328j -0.00135517-0.00128511j 0.000729729-0.000286767j 0.000680069-0.00393514j 
0.000530489+0.00369412j -0.003477+0.00102924j 0.00238693+0.00135815j -0.00102018-0.00720793j -4.09906e-05-0.000481424j 0.000324577-0.000144757j 0.00274013-0.0026008j -0.000873097-0.00438456j -0.00182719-0.00414378j 0.000686428+0.00238503j -0.00284174+0.00180139j -0.000709584-0.00189233j 0.00366685-0.0110408j 0.00275661+0.00570338j 0.000166629-0.00426901j 0.00192428-0.00160792j 0.00342825-0.00180967j 0.000229378+0.00443718j 0.00114057+0.00563039j -0.00470209+0.00317097j 0.00510244-0.00874391j -0.000645492-0.00139078j -0.00969181-0.00700825j 0.00517576-0.00465483j -0.00342888+0.0055848j -0.000923262+0.00733582j -0.00509061+0.000466466j 6.85591e-06+0.00844081j -0.0015384-0.00192607j -0.000119993+0.00135412j 0.00214965-0.00473306j -0.00331442-0.00609813j -0.000902509-0.00296358j -0.00115079+0.00130034j -0.00649006-0.000277596j 0.00152432-0.000737276j 0.00304499-0.000908371j 0.00768186+0.00174101j -0.00230135+0.00107207j 0.00204263+0.00523242j -0.0081167+0.00211489j -0.00176812+0.00237832j -0.00370357-0.00152721j 0.00391352-0.00186141j -0.0121184+0.00250032j -0.00234461+0.00296759j -0.00144552-0.00217828j -0.00271372-0.000696314j 0.0132845+0.000132121j 0.0033934-0.0112675j -0.000367257+1.74447e-05j -1.61228e-05-0.00538523j 
0.000538285+0.00142554j -0.00140784+0.000301603j -0.000429292+0.00351152j -0.00108223-0.00240898j -0.000317372+0.00262144j 0.00010737+0.00499594j 0.00147034+0.000560927j -0.00332644+0.00045264j -0.00343023-0.00299029j 0.00350699+0.00361619j -0.000699538+0.00137755j -0.00201728-0.00567318j 0.0015147-0.00282936j -0.000261603+0.000994529j 0.00279161-0.000647628j 0.00223537+0.000675184j 0.00359118+0.00205405j 0.000479792-3.81524e-05j 0.000981953+0.0075025j 0.000946589-0.00155832j 0.00102845-0.000811885j 0.00362389-0.0060749j 0.00131757+0.00217978j 0.00655398+0.00414695j -0.00137977+0.0106355j -0.00152391-0.00128395j -0.00296115+0.00274985j 0.00307123+0.000198442j -0.003539+0.000625606j -0.00151015-0.000288961j -0.00255895-0.000269985j -0.00196939-0.0063525j 0.000535971+0.00122736j -0.00488615+0.000147915j 0.00290892+0.00283554j -0.00207979+0.000167159j 0.00199763-0.00315714j -0.000641291+0.00621134j -0.000527324+0.00157042j -0.000410355-0.00161185j -0.00378133+0.00395607j -0.000763978-0.000997717j 0.00123309+0.0030933j 0.0006612-0.00357253j 0.00179887+0.00335205j 0.000341574-0.00277902j 6.6551e-05-0.000466716j 0.00100623-0.00321473j 0.00298491-0.00408279j -0.00201456-7.23477e-05j 0.000399692+0.000714552j -0.000969589-0.000819164j 
0.00174687-0.000643375j -0.000408655+0.00122042j 0.00166381+0.000878329j -0.000756843+0.00185882j 0.00287697+0.00447342j 0.000491808+0.00247593j -0.00419157+0.00264092j 0.000875823+0.00076601j -0.00140358+0.00102431j -0.000265459-0.00160732j 0.0050145-0.00206675j -0.00261659-0.0058556j 0.00267752-0.000346138j -0.00427623-0.000509388j 0.00512745+0.00728379j 0.00498271-8.0142e-05j 0.00554264-0.000475989j 0.00524885-0.00590409j -0.00441494+0.00262348j -4.93973e-05-0.00741883j -0.00212972+0.00364203j -0.00156496-0.00758039j 0.000516677+0.00172759j -0.00285776+0.00328123j -0.00036075-0.000779953j 0.0024053-0.00664058j 0.000327084+0.00572298j 0.000578771-0.00387309j -0.00414017+0.0027843j 0.0062561-0.00109014j 0.00172818+0.00182082j -0.00155259-2.41999e-05j 0.000323585+0.00214639j -0.000804294-0.00447207j 0.0050842-0.000670478j -0.00390273+0.000498665j -0.00437149-0.00234996j 0.00213392+0.00927027j 0.00534831+0.00469544j 0.00290759+0.000284295j -0.00536199-0.000992177j -0.00156751+0.00279231j 0.00220627+0.00161022j -0.00175683-0.00524702j 0.00701674-0.00197936j 0.00113189-0.00122709j -0.000116491-0.00235471j 0.00101979+0.00371324j -0.0041981+0.00229371j -0.000361909+0.00228546j 0.00105334-0.00272651j -0.00208176+0.000613241j 
0.00409098-0.00106965j -0.000839503+0.00388189j 0.00361201+0.00414093j -0.000332705-0.00440086j -0.000950807+0.00319701j 0.00262304-0.00128437j -0.00364493+0.00469994j -0.000665083-0.0012264j 0.00083383-0.0019077j 0.00315789+0.00365263j 0.00112789-0.00736749j 0.00368171-0.00326402j -0.00843919-0.00137587j -0.00229706+0.000923376j -0.000535602+0.00445705j 0.000384777-0.00260383j 0.00129382-0.00997658j -0.00228772-0.00374122j 0.00020003-0.00430477j 0.00235621-0.000795751j -0.000797553+0.00538816j -0.00213574+0.00244103j -0.0014593+0.00241125j -0.00664115-0.0070721j -3.85323e-05-0.00992123j 0.00317992+0.000965421j -0.00219573-0.000574191j 0.0037242-0.00142021j 0.0026835-0.0049454j 0.00592209+0.0025488j -0.00892865+0.000813784j -5.98251e-05+0.00989816j -0.00169312-0.00201615j 0.00587352-0.000638504j 0.00178507-0.00151992j 0.000411899+9.87309e-05j -0.00526993+0.00481713j 0.0070724-0.00472755j 0.00300101-0.000305304j -0.000723303-0.00234608j -0.000450604+0.00227355j -0.000199193-0.00202188j 0.00320957+0.00209588j -0.0015052+0.00105819j 0.00226345-0.00118661j 0.000603026+0.00034455j 0.00132408-0.000783407j 0.000915522+0.00817393j 0.000837866+0.00330583j 0.000159122+0.00412495j 0.00184474-0.00410419j -0.00348748-0.000737947j 
0.00173939-0.00236j 0.00169515+0.00288013j -0.000985896-0.00282246j -0.00313373+1.11693e-05j -0.00158932+0.00462786j -0.00266536+0.00251822j -0.0031489-0.00377735j 0.00474035+0.00385506j -0.00686145-0.000267273j -0.00049712-0.0100632j -0.000957931+0.00178913j -0.00178781-0.00259245j -0.0043959+0.0109586j -0.00296143-0.00080996j 0.00283795-0.00503914j -0.00612187-0.00581589j 0.00362211+0.00521838j -0.00365483+0.00429388j -0.00193694+0.000233365j -0.00275126+0.00415835j -0.00180503-0.00261477j -0.00245177-0.00571137j -0.00448772+0.00246325j 0.00130235-0.000845547j -0.000941567-0.00648748j -0.00358108+0.00583845j 0.000845981+0.00162337j 0.00893947+0.00286335j -0.000609839-0.0115734j -0.00419108-0.00304113j -0.00407871+0.00666426j 6.0459e-05-0.00105257j 0.0017019+0.0014275j -0.00115175+0.00239311j 0.00280476-0.00201305j 0.00301898-0.00456212j 0.00775014+0.00467368j -0.00657415+0.00589953j 0.0013076-0.00499607j 0.00187218-0.00890982j 0.0114849-0.000487724j -0.000785208+0.00347342j -0.00300456+0.00477525j -0.000821614-0.00389911j 0.00198531-0.000736501j -0.00118022-0.000157907j -0.000203671+0.00157016j -0.00538014+0.00376466j -0.00510487-0.00306821j -0.00113876-0.00361595j 0.00122719-0.00247957j -0.00388125+0.00165875j 
-0.00141741+0.00339493j -0.00450503-0.00235692j 0.00215013+0.00305745j -0.000918177-0.00101412j 0.00381694-0.00523212j -0.00135004+0.00290586j 0.00191147+0.00268507j -0.00231381+0.00285855j -0.00101555-0.004072j 0.00388727+0.00580738j -0.00168065-0.000729424j -0.000326836-0.000148744j 0.00188972-0.00434654j 7.11979e-05-0.00205305j -0.0106791-0.00530725j 0.000227578+0.00640803j 3.50962e-05-0.0040465j 0.0041085+0.00336224j 0.000784051+0.0029729j 0.000395803+0.00409864j 0.0058637+0.000736103j 0.00623506-0.0029124j 0.00566833-0.00351079j 0.00455535+0.00508305j 0.00400786+0.00648008j -0.00580047-0.00307711j 0.00172654-0.00572309j -0.00067662-0.00289547j 0.0042876+0.00198771j -0.0073888-0.00245321j -0.00175071-0.00378694j 0.000285687-0.00662628j -0.000731752-0.0042545j -0.000432951+0.00138018j -0.00188322+0.00582225j 0.00445918-0.00281418j 0.000296715-0.00256711j -0.000205042-0.0015641j -0.00430495-0.00282079j 0.000976043-0.00123478j -0.00424231-0.00119296j 0.00208059+0.000524354j 0.0039461-6.285e-05j 0.00386329-0.00228508j -0.000947379+0.00081231j 0.00352586-0.00555089j -9.12228e-05-0.000814225j 0.00400586-0.00458271j 0.00676188-0.00436812j -0.00784046+0.00260959j -0.00102101+0.00290587j 0.000522243-0.0016323j 
0.00625735-0.00144458j 0.000620725+0.00300445j 0.000443788+0.00556281j 0.000419248-0.00336143j 0.000645249-0.00369572j -0.00612712-0.00695005j -0.00462727+0.00292795j -0.00367193-0.000619615j 0.00382292+0.00316758j -0.000765103+0.00225054j 0.000472036-0.00643375j -0.00193034-0.0054816j -0.00628973-0.00181559j 0.00423141+0.000761687j 0.0014987-9.35161e-05j 0.00639082+0.0038105j 0.00693846-0.00818231j -0.00655802-0.00731522j 0.00384994+0.00367603j 0.000751684+0.00263487j -0.00527944-0.00596183j 0.0133435+0.00592193j 0.010354+0.00834702j 0.00282449+0.00105539j 0.0051453-0.00365481j 0.000308042+0.00215587j -0.0153356-0.00100347j -0.00628015-0.00774693j 0.00472216-0.00718687j 0.000906873+0.00273417j -0.00375502+7.87856e-05j -0.00673413+0.00199599j -0.00728479-0.000542095j -0.0013289-0.00898608j 0.0158109-0.0112939j -0.000337963+0.00865524j 0.00194388+0.00374455j 0.0039258+0.01235j -0.00304455-0.00332534j 0.00218884-0.00696644j -0.00848131-0.00258207j -0.00570108-0.00765574j 0.00787546+0.00561366j 0.00199314+0.00359975j 0.00955704-0.00346876j 0.0024125-0.000591101j 0.00066291+0.00643092j 0.00404597+0.00378237j 0.00149907+0.0105805j 0.0095721-0.00190242j -0.00198094-0.00520083j -0.00108638+0.00262464j 
-0.00124113+0.00109967j -0.00204522+0.000388229j 0.00566595-0.00158952j 0.000522598-0.00350219j -0.00556106-0.00487843j -1.22159e-05-0.000456144j -0.00133941-0.0050829j 0.00387768-0.00617318j -0.00398827-0.000384087j 0.00234792+0.00227532j -0.003863+0.00209899j 0.00529399+0.00413393j -0.00478208+0.00304498j 0.00524249-0.00152833j -0.00155228-0.00659257j -0.00335649-0.00172274j -0.00981367-0.00311197j -0.00680718-0.00173034j 0.0115868-0.00440685j 0.00530879+0.00296177j -0.00310254-0.00721727j 0.00135342+0.0189741j 0.00621378+0.00648407j -0.00468694-0.0051884j 0.000766543-0.0127295j 0.00170068+0.0086546j -0.00534689-0.00369143j 0.00112341-0.000613088j 0.00278633-0.00533675j 0.00346845-0.000110026j 0.00305165+0.00933418j 0.00429591+0.00453635j -0.00819495-0.000815477j 0.00583113+0.00569588j -0.00708385+0.00452431j 0.00374743-0.00139629j -0.00804184+0.00539013j -0.00899092-0.0131996j -0.00589791-0.00330683j -0.00355341+0.010658j 0.00508993-0.00703657j 0.000264072-0.00710403j 0.00765129-0.00246944j 0.00985738+0.00965127j -0.00137672+0.00222006j -0.00554626+0.00381138j -0.000840536+0.00146994j 0.00485916+0.00180362j -0.00109452+0.000636473j 0.0011651+0.0074412j 0.00185621-0.00218967j -0.000724874+0.000129901j 
-0.00288149+0.00292796j -0.00281474-0.00172788j 0.000464006-0.00146164j -0.00447366+0.00504298j 0.000109807-0.00527008j 0.00312999-0.00295301j 0.00554507-0.00142305j -0.000657204+0.00664969j 0.000390279-0.00276653j 0.00163042-0.00561838j -4.59039e-05-0.00493391j -0.00431968-0.00379478j 0.000868514-0.00529808j -0.00911033+0.00206911j -0.00677342-0.00305816j 0.00408865+0.00794026j 0.00525205-0.00360074j 0.00424138+0.00393272j -0.00351061+0.00347778j 0.000272886+0.000797703j -0.00289979+0.00360203j 0.00814234+0.00315504j 0.00532044+0.000806707j 0.00496049+0.00409368j -0.00394879-0.00409435j -0.00365388+0.00117126j 0.00268801-0.00306174j 0.00395167-0.00202821j -0.00503728+0.00179645j 0.00598992-0.00186255j -0.00234646-0.00646728j -0.0019503-0.0018756j -0.00155339-0.0107548j 0.00298549+0.00235674j 0.00143304-0.00263558j 0.00554627+0.00273442j 0.000902681+0.00381699j 0.00263881+0.004128j -0.00198259+0.00213902j 0.00879091-0.00511786j -0.00614443-0.00297972j 0.00173889+0.00475532j -7.49537e-05-0.000501377j -0.00222073-0.00266105j -0.00101662-0.0064377j -0.00179452-0.000454164j -0.00243907-0.000376142j 0.00188398+0.00245277j 0.00207291-0.00304163j 0.00239135+0.000425521j 0.00170719+0.00237186j 0.0023408-0.00143436j 
-0.000498184-0.000157803j -0.00109838-0.00122909j 0.0050445-0.000249919j 0.00267773-0.00124076j 0.0038165+0.00102342j -0.00198413-0.00517218j -0.00580438-0.000252762j 0.00281681-0.00494565j -0.000474953-0.00192909j -0.00106652+0.00643823j 0.00144031+0.00514123j 0.00406394+0.00324738j 0.00563592-0.00237044j 0.00132226-0.00409441j -0.0016113-0.00126456j -0.0034181+0.00433473j 0.0034723-0.00913166j -0.00418285-0.0070369j -0.000667427-0.00824706j -0.00151699-4.74888e-05j 0.00307599-0.00136706j -0.0053411-0.00543412j -0.000476548-0.00554731j -0.00931468-0.00343172j 0.00486826-0.00304433j 0.000385094+0.000596124j -0.00766889+0.00145235j -0.0035669+0.00125648j 0.00464049+0.00309433j 0.0019194-0.00339454j 0.00545031+0.00493938j -0.00038443+0.00501453j -0.00624337-0.000834942j 0.00370077-0.00169139j -0.00556613+0.00776479j 0.002902-0.00375701j -0.00631727-0.00446502j -0.000738544+0.00180968j -0.00372409-0.0035272j -0.00299166+0.00960944j -0.0036032-0.00652455j -0.00457321-0.00485078j 0.00672807-0.00434504j 0.00583686-0.000880442j -0.00504338+0.00245622j 0.000174008+0.00480097j 0.000589526+0.000643667j -0.00208728-0.000226261j -0.00076566+0.00345598j 0.00128518-0.000472268j -0.000298665-0.00012147j 0.00173662-0.000866666j 
0.00350194+0.00327922j -0.00373047+0.00307014j 0.00501118+0.00677219j 0.000625288-0.000517558j 0.00658883+0.00606026j 0.00208372-0.0033072j -0.00203338+0.000916798j 0.000341531-0.00193379j -0.000298903-0.00228341j 0.00434858-0.00185614j 0.000236968-0.00764887j -0.00464058-0.00811976j 0.00501234-0.00500579j 0.00220066+0.000787621j -0.00268991-0.000998864j -0.00233329+0.00670368j -0.000271414-0.00903305j 0.00183417-0.00251117j -0.00284976-0.00535487j 6.77315e-05-0.00162189j 0.00828242-0.00177779j 0.00183444-0.00414157j 0.00482022+0.00114666j -0.00104831+3.38114e-05j 0.00257308+0.00606205j 0.000483768+0.00342941j -0.00672028-0.00208645j -0.00180385-0.00517192j 0.0001271+0.00121697j 0.000432951-0.00415707j -0.00100505-6.51948e-05j -0.0013176-0.00127157j -0.00208151-0.00179287j 0.00313693-0.00324409j 0.00270986+0.00139907j -0.00255348+0.00167905j 0.00239487-0.00608802j 0.00179619+0.00492478j -0.00316314-0.00309455j -0.00110723+0.0016368j -0.00592723-0.00246894j -0.000265723-0.000318838j 0.00448173+0.000521065j 0.00314423-0.00409749j -0.00210996-0.00122093j 0.000248531-0.00159484j -0.00267576-0.00115813j -0.00260659-9.28493e-05j 0.00199633-3.2389e-05j 0.00208001+0.00591918j -0.000664312-0.00157044j -0.00156026+0.00152614j 
0.000422404-0.000661944j -0.00131269+0.000734624j 0.00204203+0.00310737j -0.00350687-0.000849687j 0.0011824-0.00395219j -0.00356417-0.0016682j -0.00342083+0.00233678j 0.00064417+0.00748199j -0.00530184-0.000940558j 0.00545806-0.000589053j -0.00537586-0.00240511j -0.000617075-0.000454972j -0.00500841+0.00584559j -0.0105521+0.0008986j -0.0166905-0.00975817j -0.00400674+0.0073926j 0.00925397-0.00843061j -0.00510027+0.00699382j -0.00245878-0.00197462j -0.00129567+0.0159794j 0.00152166-0.00281704j 0.00834077-0.00495982j 0.000877014-0.00348564j 0.00259814-0.00255958j -0.0017053-0.00342115j -0.00610601+0.00930231j -0.00768752-0.00586481j 0.00842215-0.00450925j 0.00223996-0.0139285j -0.00961293-0.00263177j -0.011497+0.00454282j -0.00404828-0.000650492j -0.00514423-0.00774776j 0.00307649+0.0011625j 0.00208978+0.00123861j 0.00883447-0.00580214j 0.00580194+0.00489216j 0.000137991+0.00384646j -0.0102018-0.00932629j 0.00219576-0.0130721j 0.00400104-0.00284774j -0.00314464+0.000323807j 0.00529868+0.00198835j 0.00162577-0.00128768j -0.00243272-0.000117713j 0.00388277-0.00193915j 0.00447851+0.00176525j -0.00296425+0.00157433j 0.00411946-0.00234542j -0.00119481-0.00409473j 0.000326187+0.000374997j 4.55337e-05-0.000669514j 
-0.00169213+0.000515374j -0.000175954-0.00146326j -0.00465474-0.00196671j -0.00374144+0.00236335j 0.00219168+0.000710753j 0.00139233-0.00219565j 0.00490602-0.0025531j 0.00134634+0.00403856j 0.00126544-0.00412301j -0.00206289-0.00179004j -0.00221705-0.00174661j 0.00107276-0.000782941j -0.00105833+0.00142221j 0.00257636-0.00120606j -0.00364247-0.000528746j -0.00159734+0.00320909j -0.00176283+0.00123601j -0.00192019+0.00589067j -0.00178167-0.00282019j 0.00129252+0.00360566j 0.00165106+0.00180528j -0.000900528-0.0014617j -0.0013344-0.00224649j 0.00106822-0.000149816j 0.0012672+0.001781j -0.000735288+0.000178596j 0.00237531-0.00304617j -0.00121178+0.0034361j 0.0024607-0.00188407j -0.00681972+0.00128276j -0.00550804-0.0034848j 0.0028509+0.00341381j 0.0011504-0.000984313j 0.0038528-0.000809279j 0.00024705+0.00075014j 0.000137666+2.81514e-05j 0.00823666+0.000905425j -0.00143982-0.000514878j -0.000815788-0.00195983j -0.00123717-0.00259195j 0.00326435+0.00183634j 0.0023734+0.00136736j -0.00206976+0.00211918j -0.00158554-0.00291387j 7.17341e-06-0.00204098j 0.00435968-0.00147945j 0.000798833+0.000841047j 0.0025928-0.000409891j 0.00279875-0.00471151j -0.00132025-0.0014916j 0.000790418+0.00361493j 0.00260805-0.00150857j 
-0.00413815-0.0026419j 0.0028106-0.00420007j 0.000571761-0.00340171j 0.00202441+0.00243217j -0.00540228-0.00348772j -0.00309261+0.000999187j -0.00663874+0.0101502j -0.00249977+0.00270134j -0.00368289+0.00327871j -0.00116905+0.00347022j -0.00116044+0.00476858j 0.00358528+0.0107544j 0.00187519+0.00543326j -0.0151871+0.000447498j -0.00420813-0.00112305j 0.00376543-0.00539449j 0.00517975+0.0017343j 0.00429482-0.00081821j -0.00277309+0.00414227j -0.00372179+0.000285904j -0.00794507+0.00184281j -0.000722674+0.000377383j -0.00220394-0.00317443j -0.000974405+0.00317606j -0.00517425-0.00909887j -0.000671554-0.00425779j 0.00585109+0.00245777j 0.00615493-0.00250376j -0.00369968+0.00304386j -0.00357697-0.00179312j 0.00689001+0.00379676j -0.00102038-0.0048588j 3.74481e-05-0.00567174j -0.00440627+0.00783762j -0.00819389+0.00604993j 0.00548882-0.00564721j -0.0105849-0.00119153j -0.00250577+0.000174102j -0.00090205+0.00252831j 0.00675284-0.000767672j 0.00209335-0.0050239j -0.0010011-0.000384205j 0.00132743-0.00635421j -0.00162335+0.0031684j -0.00401089+0.0022597j -0.00154443+0.00172665j 0.00376213+0.000499748j -0.000482116-0.000757057j -0.00563599-0.0012555j -0.000399123-0.00175984j 0.000139476+0.00209138j 0.00242561-0.000169487j 
0.00327911+0.00381541j -0.00416571+0.00423057j 0.00512725+0.00609572j -0.000531642-0.00104616j -0.0054651-0.000949648j 0.0051769+0.000123584j -0.00300292+0.00993904j -0.00301779-0.000507791j -0.0075874+0.00122235j 0.00389182-0.00625472j -0.00665162-0.00693735j -0.00742994-0.00128933j -0.000665143+0.000631309j -0.00518038+0.00776457j -0.00401835-0.00100068j 0.00497174-0.00549334j -0.00127808+0.00546025j 0.00843648+0.00508158j 0.003928+0.0090961j -0.000173205-0.00147893j -0.00326215-0.0061008j 0.00786705+0.00792008j 0.00420095+0.00148385j 0.0116791-0.00124725j -0.00642937-0.00782866j 0.00512897+0.00602512j 0.00425196-3.83949e-05j 0.00394646-0.00499645j -0.0054765-0.00431717j -0.00447368-0.00209222j 0.00365623+0.000181926j -0.002041-0.0122588j 0.00277937-0.00624356j -0.000849455+0.00804225j -0.00275251-0.0010066j -0.00111432+0.0014334j -0.00248353+0.00109601j -0.00107849+0.00155782j -0.0013878+0.00398387j 0.00598186-0.00414732j -0.00532738-0.00403763j 0.0018163+0.00167414j 0.0014213-0.00357232j 0.000779096+0.00625558j -0.00285439-0.00140282j -0.00291216-0.000797088j 0.000286607-0.000337904j 0.00198878+0.000850075j 0.00342201-0.000779507j -0.000188135+0.00477237j 0.0016877-0.00326855j -0.00322484-0.00112384j 
0.00047553+0.000644459j -0.0011264+0.000594703j 0.00211279+0.00355468j -0.000671097-0.00123797j -0.00533374+0.000992272j 0.00897068-0.00789332j 0.00303656-0.00607198j 0.0047241+0.00371759j 0.00728144-0.0058831j -0.000910248+0.00170186j 4.09578e-05-0.00352782j 8.629e-06-0.00213391j -0.011215-0.00497661j -0.00567569-0.00170571j -0.00222481+0.00533465j 0.00243898+0.00748525j -0.00197083-0.00313196j -0.00438287+0.00416606j -0.00127742-0.00236355j 0.00205485+5.16117e-05j -0.00176984+0.0121582j 0.00288479+0.00216117j -0.00106128+0.00644272j -0.00345514-0.00429861j -0.00832083-0.00570184j 0.00193009+0.00203998j 0.00512476-0.00259474j -0.00422347+0.00975505j 0.00243806+0.00499661j 0.0184352-0.00325514j -0.0124982-0.00459517j 0.00570777+0.00631678j -0.00150195-0.00799929j 0.00960287+0.00129685j -0.0038432-0.00232044j 0.00597372+0.00685076j 0.000142366+0.00608485j 0.00612549-0.0107777j 0.00266714+0.00909083j 0.00206558-0.00361349j 0.000386757+0.00660319j 0.00140636+0.000314819j -0.00174428-0.00108154j -0.00373011+0.00529942j -0.00401721-0.00384166j -0.000900835+0.00238339j -0.00069169-0.00106698j -0.000526338+0.00472099j 0.00574831+0.00326207j -5.822e-07+0.00105449j 0.00123288-0.00147545j -0.00131429-0.00144454j 
-0.00349175+0.000119296j 0.000245934-0.0044263j 0.00173313-0.000266086j 0.00335868+0.00118736j -0.00817798-0.00290002j 0.00263006+0.00401615j 0.00153267-0.00366376j 0.00376907+0.00714409j 0.000193926-0.00616921j -0.00298275+0.00274906j 4.93885e-05+0.00897779j -0.00106837+0.000471717j -0.000496075-0.00109951j -0.00986266-0.0037438j -0.00147105-0.00396814j 0.00417488+0.00449449j 0.00345952+0.00366709j 0.000438709-0.00385271j 0.0032578+0.00560533j 0.00352823-0.00268539j -0.00898387+0.00949016j 0.00662037-0.00717242j 0.00905525+0.00942642j 0.00906939+0.0119358j -0.00371834+0.00248499j -0.00804598-0.00273378j 0.00420086+0.00244248j -0.00011355+0.001244j -0.00269683+0.010253j 0.0101314-0.00705037j 0.00168835+0.00370808j 0.00166177-0.00595243j -0.00696285-0.00712705j -0.00677961+0.00681595j 0.000465661+0.00433822j 0.00503535+0.00249442j -0.00566433-0.00342882j -0.00757475+0.00484338j -0.00107543+0.00911264j 0.00255672-0.00241273j 0.00126354+0.000522013j -0.00156932-0.000776883j 0.00475799-0.00287008j 0.00272943-0.0016263j 0.00391833+0.00151045j -0.00762417+0.00197024j -0.000850313+0.000302005j 0.0031302-0.00316248j -0.00438553-0.00273863j -0.00295014+0.00296884j -0.000663728+0.00105613j -0.000470908+0.00213602j 
0.00108474+3.58234e-05j 4.05763e-05+0.00168122j 0.000360597-0.00047103j 0.000293451+0.000775356j -0.000495035-0.00106219j -0.00250875+0.000551644j 0.000639457+0.00558974j -0.00230745-0.00262695j -0.000983677+0.00205053j 0.000138353-0.00367107j -0.00225666-0.00303111j 0.000903576+0.000961891j -0.000102964+0.000308171j 0.0037091+0.00392596j -0.000346089-0.000266659j -0.000670601-0.00547769j -0.00180447+0.00156845j 0.00405152+0.00101319j 0.00223591-0.000128063j 0.000600015+0.00035149j 0.0013571-0.00252941j 0.00264297+0.00440252j 0.00179396-0.00287383j 0.00145744-0.000240363j 0.00178315-0.00271982j 0.00116581-0.000485986j 0.000549539-0.00131607j 0.00360339-0.00348659j -0.000252466-0.00458138j -0.00651885+0.00353355j 0.00217649-0.00127656j -0.00107537-0.000715072j 0.000665553+0.000432296j -0.00113796-0.000640379j 0.00110957-0.00185998j -0.00182105-0.00224845j -0.00107943+0.00107645j 0.000439225-0.00247767j 0.001805-0.00335398j -0.00086478-0.000689704j -0.00106527-0.00113445j 0.00169749+0.00151898j -0.000614765+0.00164283j 4.91813e-05+0.000534702j 0.000669324-5.46511e-05j 0.0010703-0.000558835j -0.000163971-0.0006469j 0.00389386+0.000250867j 0.000387164-0.00113054j -0.00145117+0.00102086j -0.000989523-0.00149667j -0.00166821+0.000204605j 
