0.11748-0.0865843j -0.0738218-0.119254j -0.00115266+0.00609385j 0.00663047+0.00156432j 0.0156864-0.0220467j -0.0178536-0.0220916j -0.0257603-0.00265144j -0.0103557+0.027048j -0.0225991+0.0250246j 0.0156176+0.0357616j 0.00551251-0.0113676j -0.000222199-0.00972463j 0.00958208-0.0214832j 0.00107689+0.00779317j -0.000110948+0.00271983j 0.00107892-0.0161723j 0.0042526+0.000215584j 0.0199545-0.00334426j 0.00178671+0.0118432j -0.024106+0.0355092j -0.0193399-0.00997798j -0.00685727+0.0220494j -0.0358278+0.0196225j -0.00496645-0.0016721j 0.0240779+0.0146936j -0.00360996-0.0173457j 0.0214116+0.0470481j 0.0429866-0.0180942j 0.0202022-0.0244467j 0.0457791-0.00957045j -0.0505863+0.00504767j -0.0171788+0.00728093j 0.030104+0.025607j -0.00146192-0.00759507j 0.000630309+0.00321181j 0.0469809-0.00540801j -0.0109192-0.019476j 0.0236767+0.0392371j 0.0457526+0.00853076j 0.0496499+0.0529317j 0.00623837-0.00749253j -0.00504413+0.0236503j -0.00183744+0.0185616j -0.0241544+0.0154852j 0.0302693+0.0350206j 0.0212284+0.0141461j 0.0207889+0.00836608j 0.0011253-0.0173661j 0.0317698+0.0183899j 0.00100664-0.0186343j -0.00652738+0.032833j -0.0106603-0.00259868j -0.00110899-0.0063089j 0.00337096+0.000556723j 0.0255973-0.0546549j 0.00712188-0.0391584j -0.0190637+0.00152003j 0.0206417-0.00599431j 0.01403-0.00927737j -0.00904348-0.0153916j -0.0226256+0.0119736j -0.0136777+0.00673432j 0.00668321+0.024574j -0.00311411-0.00948451j -0.0174349-0.0198232j -0.00873825-0.0143586j -0.0148397-0.0149436j -0.00914488-0.0141522j -0.007052-0.0116505j 0.0110779+0.0042596j 0.00639656-0.0140472j -0.00681163+0.0151159j 0.00686552+0.0309156j -0.0297572-0.0675718j -0.00407669+0.0365559j 0.00585109-0.0429409j 0.0376676-0.0304887j 0.00704239+0.01186j -0.015136-0.0278735j 0.0171065-0.00340766j 0.000802452+0.00274637j 0.00345795-0.0329746j -0.0229649+0.000511564j 0.0062626-0.0010367j 0.0199458+0.0408603j -0.0330371+0.0297491j -0.0433148-0.0193489j 0.0112372-0.0346837j -0.0648662+0.0256831j 0.00431029-0.0256481j -0.0176124-0.0110212j -0.0122099+0.0305252j 0.0108024-0.0193451j -0.10731+0.100958j -0.100564-0.116178j 
0.00389722+0.00369976j 0.00214365-0.00133946j 0.00293497+0.0274815j 0.0267+9.33453e-05j 0.0114799+0.0125395j 0.0126835-0.00104085j 0.0109721-0.019235j 0.00955893+0.00682988j -0.00418154-0.00248777j -0.0164738-0.0223058j -0.000265825+0.0151575j -0.0212298+0.00543196j -0.0048421-0.0051487j 0.00267658+0.000167554j -0.00556745+0.00101086j -0.0114029-0.00391206j -0.00640808-0.0140678j -0.00021096-0.000947646j -0.00983854-0.0141757j 0.0195806-0.00128088j -0.00948499+0.00735359j 0.0115894-0.00970125j 0.0230388+0.0156137j -0.0103556+0.0102232j 0.0138811-0.0151384j 0.00208414+0.00063028j 0.00475204+0.0121156j 0.00621756-0.0102407j 0.00778779-0.0159531j 0.00338292+0.0159228j -0.0274938+0.0105819j 0.0135983-0.00798091j -0.00583295-0.00132562j -0.00638036+0.000255769j -0.00953832-0.00300473j -0.0275382-0.00327863j 0.00052561-0.000129092j 0.0177363-0.00393182j -0.00892347-0.0209381j -0.00630732-0.0272566j -0.00776683-0.000722142j 0.00849076+0.0110367j 0.00230028+0.0101291j -0.00197988+0.0196518j -0.0037533-0.0010534j -0.00565096-0.0113316j -0.00524615-0.00338727j -0.00179508+0.00656538j -0.000352163+0.0106023j 0.00101141+0.0149461j 0.00241968-0.0104804j 0.00453391-0.000543924j 0.000299201+0.00553464j -0.0012218-0.0104718j -0.00544468-0.000196666j 0.0072016+0.00536025j 0.00362215-0.00719821j -0.0139371+0.0067497j -0.00541869-0.0172558j -0.00268453-0.00249264j 0.00293069+0.00756603j 0.00339497+6.97698e-05j -0.00825686+0.00050742j -0.0120199+0.0195898j 0.00575822+0.000950622j 0.00553133-0.00126224j -0.00625001+0.00759222j 0.00470355+0.0102048j -0.000432414+0.00796423j 0.0179083-0.0036706j 0.00135067+0.00656762j -0.011611+0.00184538j 0.0146852-0.011609j 0.00863374+0.00252836j -0.00386563-0.0129831j -0.0115593+0.00819364j -0.0174285+0.0101796j 0.0173214+0.00717441j -0.0273256+0.0023052j 0.00394873+0.00957997j 0.00759327-0.00321408j 0.0040129+0.00515988j 0.00536643+0.013335j -0.00197912-0.00456858j 0.00996431-0.0148927j 0.00832083+0.008905j -0.020721-0.00434093j -0.0117526-0.0291609j -0.00836699+0.00275656j 0.0103239+0.00851516j 0.00590536-0.0101018j 0.00253867+0.0261144j 0.0282488+0.00165942j -0.0014912-0.0161408j 0.0216286-0.000712338j 
0.00977078-0.012597j -0.016853-0.00738238j -0.00932053+0.0253668j 0.027232+0.0155402j 0.00790176+0.0111933j 0.013057-0.00406127j -0.0117717-0.00936333j 0.0129253-0.0158143j -0.00355041+0.0222459j 0.0137868-0.0105668j 0.00519111-0.0107623j -0.0057833-0.0105075j -0.00255769+0.00694498j 0.00456094-0.00732708j 0.0105586+0.0011659j 0.0120983+0.0201598j -0.0113163+0.00383703j 0.000538864-0.00843371j -0.00856335-0.00892198j 0.0205308-0.00450671j 0.0220221+0.0189924j 0.0085515+0.00235288j 0.0184083+0.000785188j 0.00359534-0.00524512j 0.00553909-0.0190758j 0.00710107-0.00353696j -0.00151028+0.00270069j 0.000632972-0.00344778j -0.0085218-0.0144597j -0.00435679+0.000771259j -0.00590698+0.00783738j -0.00191629+0.0115922j 0.000949377-0.00326926j -0.0059782-0.0140129j -0.0207872-0.00797443j -0.030736-0.0119224j 0.00425621+0.00306557j 0.0218661-0.000347468j -0.00163839-0.0122332j 0.00207526-0.0205781j -0.0120557+0.00872249j 0.00886454+0.0101276j -0.00135275+0.0114371j 0.00731787+0.0255179j 0.0158199-0.0114127j -0.0119692-0.0220185j 0.0124335-0.00468419j -0.00557653+0.00941514j -0.0209668-0.000804594j -0.00165946+0.00839246j 0.00280527+0.002784j 0.00365938+0.0115393j -0.00142024+0.007604j -0.00320551-0.0045784j 0.00607798+0.00270743j 0.015383+0.0127161j 0.00945977-0.000839399j -0.00732817+0.000609505j -0.00554866-0.0198177j -0.00236526+0.000402857j 0.00229285+0.0138435j 0.00303459+0.00587091j -0.00857206-0.0101091j -0.0166483+0.0313985j 0.000375848+0.00812305j 0.00394359-0.00285225j -0.0112943+0.00835822j 0.00365381+0.0235542j -0.00582668+0.0131277j 0.0210448+0.000761519j -0.00121001+0.0111945j -0.0131336-0.0053005j 0.00865267-0.022278j 0.00481653+0.00786775j -0.00391196-0.015274j -0.0111332+0.00969323j -0.0216389+0.0173843j 0.0222727+0.00716222j -0.0227363+0.00590066j 0.00538752+0.0174477j 0.00576546-0.00359311j 0.0132338+0.00809067j 0.0118896+0.0124653j -0.00112088-0.00130377j 0.0174364-0.0171227j 0.0120981+0.00611659j -0.0263457-0.00764228j -0.011968-0.0374893j -0.0138678-0.00828859j 0.0164069+0.00372184j -0.00178487-0.0112193j 0.0012877+0.0392569j 0.0423571+0.00215391j -0.0199906-0.0206111j 0.028055-0.0167788j 
0.00304323+0.0336372j 0.0373239+0.000257747j 0.0315565-0.0072638j 0.000383757-0.0325579j 0.00578131+0.00961149j 0.0133459-0.00219141j 0.00932069+0.00497094j -0.00426512+0.00506925j 0.00398059+0.00545448j 0.00659107-0.00582922j -0.00434878-0.0183502j -0.00715278-0.00568928j -0.00297308+0.0042205j -0.00704981+0.00682005j 0.00371317+0.00136611j 0.00860832-0.0040028j -0.00693381-0.001688j -0.00266608+0.00100328j -0.00454627-0.00895162j 0.00803597-0.0164255j 0.00976889+0.00428816j -0.000640419-0.0217705j 0.0117525+0.0168057j 0.0026244-0.00595947j 0.0124489-0.0199246j 0.0085928+0.00462214j -0.00142524-0.00913119j 0.00251283+0.0191935j -0.0256351+0.00552453j -0.0168507+0.000445181j -0.00307207+0.010027j -0.00206838-0.00726898j -0.0151416+0.0086824j 0.00241824+0.00157422j 0.0177978+0.0130771j 0.00432252-0.0120751j 0.000472336-0.00680081j 0.0104645+0.00246504j -0.0102496-0.00649434j 0.0026044+0.000718995j 0.0139801-0.00267852j -0.00218377-0.00436351j -0.00140206+0.00526237j -0.0143139-0.00370915j -0.00969689+0.0031678j 0.020206-0.00446186j -0.0131702-0.000592016j -0.0190676-0.000219202j 0.0213792+0.00273142j 0.00329462+0.00924081j 0.00779736-0.00728769j 0.000614932+0.00646285j -0.00907776+0.0088768j 0.00131904-0.00852689j 0.0028555+0.00197879j -0.00245801-0.00782348j 0.0096398-0.00393854j -0.0110304+0.00577915j 0.00708226-0.00493059j 0.00904188-0.0144105j -0.00248447-0.0141033j -0.000738407-0.00321775j -0.00338267+0.0265928j -0.0214261-0.00971529j 0.00258084-0.00614039j 0.00442382-0.00799743j -0.00799413+0.00234327j 0.00116169-0.0181498j -0.00690337-0.00948571j 0.0075297-0.00935295j -0.00532993-0.0120015j -0.00345798+0.00534585j 0.000462553+0.0205869j 0.0140095+0.0161935j -0.00555953+0.00651506j -0.00132526-0.00156026j -0.000990629-0.0281052j 0.00534887+0.00266907j -0.00380629-0.00673141j -0.00171614+0.000844617j -0.0135883+0.00194581j -0.0137363-0.00186878j -0.0243623+0.021962j 0.00616279-0.00325333j 0.00959027+0.00266296j -0.000158046+0.00531964j -0.0322715+0.00456194j -0.00877746-0.0362608j 0.00125542+0.0343277j 0.00212059+0.0159588j 0.0212832-0.00188721j 0.0263033-0.0116425j -0.00815876-0.0181117j 0.0397993-0.0189686j 0.0188213+0.0333638j 
0.00120078-0.0130103j -0.0145466-0.00179064j -0.00655051+0.000540021j -0.00586702+0.00928581j -0.00803678-0.0041487j -0.00642841+0.00509252j -0.0094747+0.0100962j 0.00581955-0.007608j 0.00245025+0.0112292j 0.0104611+0.00906958j 0.00107048+0.000798385j -0.00160447+0.000331393j 0.00372862+0.00329878j -0.00256326-0.00106372j 0.0057447+0.00326218j -0.000461368-0.00475588j 0.000375928+0.00688561j -0.00797687-0.000255046j 0.000708247-0.00218856j 0.000273147-0.0014276j -0.00455313-0.00649541j -0.00446209+0.0112148j 0.00320076+0.00222232j 0.00603164-0.00195379j -0.00386284-0.00116578j -0.00236444+0.0022563j 0.00305707+0.000562546j -0.00385999-0.00346375j 0.00697188-0.00478244j 0.0107392+0.00473668j -0.0101485+0.00657892j -0.00390732+0.000199234j -0.00681643-0.00574131j 0.00510969+0.00148665j 0.00120641-0.00257309j 0.00279216-0.00322239j 0.00656323-0.0097682j -0.00792714+0.00025547j 0.00807407-0.00824183j 0.00343678+0.0108687j 0.00509108+0.000410243j 0.00364733+0.00563476j 0.00371747+0.000558418j 0.012578+0.00716861j -0.000548963-0.00483772j -0.00698776+0.005794j 0.00707609+0.0057037j 0.00732992+0.00746095j -0.00851721-0.0115379j -2.80389e-05-0.00817769j -0.00491829-0.0037731j 0.00064259-0.00663642j 0.00838974+0.00254241j -0.00337229-8.59293e-05j -0.00191244+0.00154295j 0.00532974+0.00634499j -0.00241219-0.00254872j 0.00268652+0.000821908j 0.00144484+0.00204906j -0.000966495+0.00204062j -0.0042126+0.0087673j 0.000524792+0.00328714j 0.0075537-0.0115727j 0.00591171+0.00322655j -0.00698834-0.0030993j -0.00596538-0.00275947j 0.00216004-0.00464531j 0.00225734+0.00583459j -0.000831672+0.0100684j -0.00483871+0.00360866j -0.0023739+0.0121629j 0.00250439-0.0072812j 0.00664488-0.00808383j -0.00745079-0.00807462j 0.00302962-0.00816955j 0.00310389+0.00772175j -0.00779498+0.0214827j 0.00211876-0.00243026j -0.0115821+0.0024345j 0.00160611+0.0128375j 0.00446507-0.0188251j 0.0138447-0.00810247j 0.0175581-1.25154e-05j -0.00718029+0.00422913j -0.0102814+0.0008729j 0.0158129-0.00302533j 0.01209+0.00300914j 0.00363433+0.0104678j -0.0051139-0.0139733j -0.0270753+0.0056061j 0.000944724+0.0253261j -0.00961379+0.0168371j 0.0183951+0.0193463j -0.0323421+0.00961715j -0.0108776-0.0291531j 
-0.00781164-0.00822187j -0.00804216+0.00904406j -0.00204736-0.00156753j -0.00212384+0.00181252j -0.00183671+0.00648313j 0.00342278+0.000344984j 0.0047774-0.00818335j -0.0122891+0.00120703j -0.0130262-0.0087132j -0.00211233+0.00857758j -0.00636872+0.00188814j 0.00203643-0.00856946j 0.00159112+0.00614913j -0.00182995+0.000159648j 0.00811373-0.00455368j 0.00193851-0.00148856j -0.00840287-0.00108366j 0.00150939+0.00801842j 0.000767053+0.00122772j -0.00199005-0.00133229j -0.00550577-0.00437213j -0.00783465-0.000767668j -0.00630002-0.00712676j -0.00314871+0.000928112j -0.00998676+0.00815516j 0.0111029-0.00228679j -0.0075365+0.0098102j -0.0013407+0.00592423j 0.0126444-0.00257889j 0.00468753+3.32699e-05j -0.00255866-0.000230492j 0.00459126+0.00401553j -0.0003657+0.00694598j -0.00244224+0.00716037j 0.000199122-0.00494102j 0.00127411-0.00193135j -0.00954782-0.0113296j -0.0021923-0.00611286j -0.00824827+0.014668j 0.000477939-0.00991155j 0.00210612+0.00132085j 0.000299075+0.0176659j -0.0225434-0.0126834j -0.00139919-0.00424411j 0.00708948+0.0100096j -0.00404034+0.00971207j -0.000579839+0.000981639j -0.00527187+0.00635191j 0.0121032-0.00237338j -0.00416136+0.00975054j -0.0203083-0.000606022j 0.00937159-0.000724189j 0.00803378-0.0146006j -0.0017542-0.00219948j -0.00342192-0.0124696j -0.00961046+0.00722104j 0.00435478-0.00232703j 0.00511596+0.00603119j 0.000534063+0.00657233j -3.60806e-05-0.00161065j -0.0096753-0.0159491j 0.0111602-0.00881109j -0.0013835+0.00423859j -0.00128919-0.0055429j 0.00177582+0.000425267j -0.0099677+0.000842414j 0.00767301+0.0138406j -0.000316697+0.0163575j -0.00606623-0.00707291j -0.0197374+0.0248628j -0.00477166+0.00122317j -0.0105162+0.0142736j -0.0226075-0.0202013j 0.00386359-0.0055324j 0.00602656+0.00980123j 0.000293856-0.019493j 0.00834714-0.0100026j 0.00938477-0.00784606j 0.0126728+0.00679381j 0.00204598+0.0246541j 0.00356117-0.0169552j -0.0165388+0.00158893j 0.0140326+0.00594589j -0.0146266+0.0103308j 0.00107982+0.00429139j 0.00806052-0.0110901j -0.00127448-0.00177607j 0.00809075+0.0143296j -0.00676348+0.00325097j 0.0104477-0.023576j -0.0256263-0.0152672j -0.00780938+0.00689424j 0.00940055+0.00509136j 0.00732905+0.00421045j -0.00651655+0.00713426j 
-0.0126608+0.0147995j 0.0137448+0.0144934j 0.0115864+0.00130864j 0.0017503-0.0110846j 0.00205097+0.0107922j 0.00822769+0.000367727j 0.00878628-0.00130853j -0.00974282+0.00715285j -0.0056107-0.00458318j -0.00271072-0.00090002j 0.00179462-0.000916089j -0.0020535-0.00355494j 0.00474504+0.00375255j -0.00185627+0.00260068j 0.00065556+0.0035883j 0.000853751+0.000823289j -0.00184407-0.00323355j 0.00206218+0.00265504j -0.00180929-0.00610433j 0.00430106-0.00847329j 0.00145161+0.00209821j 0.0089705-0.00383237j 0.00302539+0.000149089j -0.00281823-0.00222517j 0.00733742+0.00600649j -0.00517746-0.00301817j -0.0147387-0.00797265j -0.00610892+0.00631872j -0.0103549+0.00454841j -0.0116724-0.00916737j 0.00630297-0.0096673j 0.00477529+0.00105307j -0.000799317-0.00858598j -0.00341696-0.00625584j 0.0035264-0.000140209j 0.000218909+0.00194187j -0.00400105-0.0115745j -0.0100629-0.00863778j -0.0110391+0.00179373j -0.00342999-0.0113355j 0.00020749-0.00897988j -0.00471886-0.00316441j -0.0137905-0.00565968j 0.00600876-0.00316386j -0.00552363+0.00373854j 0.00392682-0.00678635j 0.0021673-0.0112037j -0.00426136+0.00426625j -0.00573371-0.00669536j 0.00115239+0.00771375j -0.00540615+0.000243061j -0.00252157+0.00432328j 0.00257687-0.00567748j -0.00687338+0.00887267j -0.00293003+0.0122886j -0.00340275+0.00509184j -0.00370465+0.0109073j 0.00250171+0.00196163j -0.00505178+0.0060316j -0.0161543+0.0057019j -0.00134522-0.0068427j 0.0076527-0.00261734j 0.00935002-0.00337755j 0.00967113-0.0029316j 0.00517105+0.00732545j 0.00143524+0.0117276j 0.0177378+0.00634507j -0.00490379-0.000462491j -0.000918417+0.00743288j -0.000550812-0.00112811j -0.0159546+0.0050339j -0.00620235+0.00939588j 0.00269434-0.00863291j -0.00976953-0.00523695j -0.00308139+0.00502051j -0.00308513-0.000228741j -0.00101986-0.0023313j -0.00432169-0.0032368j 0.00430613-0.00220727j 0.00142273+0.00796934j 0.00771324-0.00150322j -0.0142551-0.00375425j -0.00195279+0.00326264j -0.00859332+0.00226873j -0.00654238+0.00584022j 0.00543026+0.0100966j 0.0245552+0.0191793j -0.0160301+0.0307412j -0.00891442-0.00588925j 0.00182264+0.00361137j 0.000374727-0.00587785j -0.00218884+0.00182385j -0.00415897-0.000674204j 0.0266352-0.0167039j 0.0182804+0.0279286j 
-0.00314724-0.00651759j -0.00645722+0.00295237j -0.00132106-0.00479957j -0.00647253-0.00181882j 0.00203868-0.00418654j -0.00616632-0.00195992j -0.00306425+0.00103914j 0.00667544+0.00966307j -1.94839e-05+0.00652545j -0.000615982-0.000117324j 0.00708814-0.00186647j -0.00232161-0.000567484j 0.0118774-0.00443079j -0.00150689-0.00187558j 0.00105817+0.00665465j -0.00193443-0.00167267j 0.000486402-0.00725964j 0.00219924+0.00162752j 0.00177349-0.00396943j -0.00563511-0.0131634j 0.00365004+0.000754804j 0.00292421+0.00336969j 0.0103999-0.00789193j -0.00314825-0.00747835j 0.0029146-0.00356985j -0.00475878+0.00254617j -0.0129657+0.0105332j 0.00530599-0.00672182j -0.00746595+0.000516898j -0.00338207-0.00937192j -0.00594687-0.00944066j 0.00341096+0.000117863j 0.00384704-0.0081715j -0.0123963-0.0141529j -0.00416037-0.00380156j 0.00468276+0.00606692j 0.0123364-0.010497j -0.0140218-0.00580653j 0.00585896-0.00960574j -0.000224716+0.00114425j 0.00883141-0.00866927j -0.00125581-0.0079274j 0.00096948-0.0032534j 0.000455071+0.00164437j -0.00930907-0.00424997j 0.0120551+0.00135695j 0.00075995+0.000108114j 0.00094017-0.00728953j 0.00296755-0.0147011j 0.00934487-0.00254543j 0.00459586-0.00431463j -0.00249923-0.00916848j 0.00346167-0.000691166j -0.00545351+0.0010314j -0.0110011+0.0114846j -0.00445505+0.00820832j -0.00839097-0.00385041j 0.00429702-0.00453675j -0.000669357+0.00429917j -0.000695311+0.000216237j 0.00470407-0.000305484j -0.00618118+0.000869563j -0.00101491-0.00289029j 0.00696159-0.00300219j 0.00143167-0.00212817j -0.000524697-0.00374744j -0.000417865-0.011648j 0.000481526-0.00555617j -0.00159897-0.00522206j 0.00278049+0.000113063j -0.00641513-0.0019347j 0.00851532-0.000865807j 0.00344424+0.00471518j -0.00487817+0.0067771j -0.00331625-0.00275195j -0.000899813+0.0067448j 0.00282693+0.0069644j -0.00536516+0.00259412j 0.00196072-0.00233797j -0.00382582-0.00879819j 0.000958869+0.00595214j 0.00354537+0.00353664j -0.00502454-0.0105141j 0.0023081-0.00281071j 0.00184389-0.00234242j -0.00286789+0.00488679j 0.00581496-0.00258244j 0.000329588+0.00629463j 0.00168105+0.00643412j 0.00711922+0.00397547j 0.0056916-0.00379726j 0.00561622-2.20044e-05j 0.00445553+0.00257853j -0.00425205-0.00211162j 0.001512-0.00569222j 
-0.0190271+0.00934933j 0.00957779+0.0160486j 0.00754506-0.000643428j -0.00225782-0.0076415j 0.000696895+0.0104958j 0.00169478+0.00327348j 0.00623097-0.00453827j 0.00511736+0.00649306j -0.000720912+0.00937439j -0.00450682-0.000998692j 0.00128988-0.00566919j 0.000319975-0.00203906j 0.0164197-0.00237311j -0.00742068-0.00597617j 0.0135841-0.000829095j 0.00489723-0.00212646j -0.0112224-0.00619346j -0.00860063-0.00335945j -0.00663641-0.0153897j 0.00109556+0.00449633j -0.00651239-0.00206366j -0.00292731-0.00905943j 0.0106864-0.0108841j 0.0141417-0.00512591j 0.0105241-0.0102303j 0.0058185-0.00303994j -0.00270449+0.00478178j 0.00802568+0.00129827j -0.00481273+0.00094127j -0.00190969-0.00429229j -0.0010628-0.00102255j 0.00510913+0.00209506j 0.00851374+0.000398125j -0.00477966-0.00892899j 0.00658899-0.000557562j -0.0032233-0.000270641j 0.00565392-0.00407611j 0.0042059+0.00166396j -0.00493773+0.00416874j -0.000375987+0.00949056j 0.00723471+0.000218946j -0.00124903-0.00299768j -0.00171674-0.00077974j 0.000480085-0.00761683j -0.00593189+0.000765348j -0.0041075+0.00160928j -0.000908395-0.00117548j 0.00125698+0.005118j -0.0102953+0.0117496j -0.00178876+0.00483982j -0.0067091-0.0113655j -0.001721-0.00254422j 0.000242261+0.00935963j 0.00265741-0.00452922j -0.0065545+0.0129217j 0.000238221+0.00475838j 0.00992075-0.00769795j -0.00250876+0.00438738j -0.00375633-0.00558893j -0.000316879+0.00215127j 0.00441154+0.000424403j 0.00306856-0.000900004j -0.00457721+0.00233841j -0.00518259+0.00128017j 0.012368+0.00791574j 0.00465322+0.0080095j -0.003518+0.0091973j -0.00291209+6.22601e-05j 0.00633872-0.00101621j -0.00342309-0.0036157j 0.0182624-0.00303878j -0.00295594+0.00493772j -0.00210438-0.00843564j 0.0134126+0.00318616j 0.00871767+0.000331048j 0.00047186+0.00432766j -0.00536421-0.00353967j 0.00129804-0.0032013j 0.000543984+0.00801755j 0.00195548-0.00425176j 0.00348516-0.0032649j -0.0085447+0.00794814j 0.000124189+0.00778979j -0.00133942+0.000232288j -0.00817563-0.015306j -0.00220356-0.0152692j -0.00181164-0.0128372j 0.00286817-0.000553146j 0.0138387-0.00424167j 0.00265243+0.000549965j -0.00112898-0.00207813j 0.000313464-0.0110531j -0.0105238-0.0018513j 0.0146858-0.00805009j 0.0072946+0.0168175j 
-0.00193483-0.0040756j -0.00398091+0.00202881j -0.000799559+0.0154099j 0.0111828+0.0015224j -0.00123506+0.00592256j 0.0018853-0.00418895j -0.0102679+0.00122031j -0.00734371-0.000474728j -0.00627605+0.00187718j 0.0013415+0.0134343j 0.00412934+0.0010351j 0.00421203+0.00561714j 0.00324446+0.00657167j 0.00074962+0.00165656j -0.00480947+0.00421246j 0.00229291-0.00627686j 1.01092e-05+0.0107534j 0.000220019-0.0041786j -0.0022151+0.00811596j 0.000461136+0.0098687j 0.00140291-0.00197485j -0.0088301+0.0140044j -0.0113846+0.00993736j -0.00567474+0.000159347j -0.00531785-0.00738747j -0.00900309-0.00862604j 0.0048837+0.00313001j 0.010429+0.00603346j 0.00451598-0.00429913j -0.00533603+0.00460206j -0.00700119-0.00177008j -0.00527886+0.00120999j -0.0127057+0.00816058j 0.0137773+0.0119764j 0.0183344-0.000249456j -0.00530311-0.0175679j -0.00831061-0.0118706j -0.00171557-0.0145127j -0.00555528-0.00210967j 0.0131697+0.00847616j -0.00458182-0.00213645j 0.00117275-0.00659708j 0.00440473+0.00106387j 0.00780375-0.00836531j 0.00662017+0.005481j -0.00550809-0.00528238j 0.00572887-0.00152197j 0.00821946-0.0058142j -0.00863255-0.00491094j 0.000475498-0.00337442j 0.00301577-0.00474766j -0.000653463-0.00993557j 0.00149756-0.000251518j 0.000270106+0.00235564j -0.00930573-0.00155574j -0.00393387-0.000846531j -0.00873433-0.000773649j 0.00759416+0.000870697j -0.0121871+0.0024144j -0.00910253-0.000386591j 0.00549518+0.00350878j -0.00468391+0.0021056j 0.00187935-0.00419005j 0.00178601+0.00320702j 0.00498343+0.00462119j 0.00840221+0.000474875j 0.000759829-0.00908331j -0.00774744+0.00135219j 9.63789e-06-0.00324915j 0.0084249-0.00294804j -0.00138301+0.00329439j 0.00410673+0.000752397j 0.00646138+0.000126949j 0.00552505+0.00130801j -0.00267511-0.00209811j -0.00326324+0.00445765j 0.00816083+0.00759257j -0.0141193+0.00188247j 0.00382334-0.00656323j 0.0023929-0.0095198j 0.00150586+0.00118657j 0.00410661+0.00468138j -0.00220233-0.00387003j 0.00343075-0.00210505j 0.00301519+0.0020069j -0.00167502+0.00588536j 0.00745034+0.00169685j -0.00263832+0.0127724j 0.000744921-0.00156284j 0.0119944-0.00192278j -0.000806701-0.0143643j -0.00645239+0.000326239j 0.00493725-0.000371247j 0.000507281+0.000742647j -0.00109539+0.000795683j 
-0.000888662-1.38488e-05j 0.000544324+0.00190002j -0.0114141-0.00193599j -0.00503153+0.00540771j -0.000375245+0.00733441j 0.000565187+0.000631835j -0.00148556-0.0109542j -0.0158466+0.00146952j -0.0234692+0.010219j 0.0105389+0.00883113j -0.0158808+0.00501684j -0.00339776-0.012404j -0.00119879+0.00671974j -0.0128407-0.00785122j 0.0188374-0.0130311j 0.00628769-0.00532123j -0.0178852-0.000586171j -0.0140406+0.0106617j -0.00275666-0.00275615j 0.000413865+0.00119922j -0.0154247-0.00801041j -0.00115117+0.00094227j 0.00689697+0.00566947j 0.00567857+0.00796654j 0.00160651+0.00257268j -0.0087634-0.00416028j 0.0140921-0.00279991j 0.00546436-0.00514641j 0.000237111+0.000925233j 0.00300298-0.00273454j 0.010621+0.00224093j 0.0138014+0.000458242j -0.00156992+0.00505591j -0.00181697+0.0068627j -0.00663391+2.13678e-06j 0.00376105+0.00611226j -0.00570072+0.00262648j -0.00307603-0.00280387j -0.000724376-0.00254723j -0.00341918-0.00654793j -0.00608383+0.00151672j -0.00801397-0.00817385j 0.00551502+0.000344746j 0.00371877+0.00703301j 0.00100796-0.00436633j -0.00415963-0.00660051j 0.00318322-0.00101974j 0.00757045-0.00754222j 0.00152689-0.00468206j 0.00475865-0.00653806j 0.0100038+0.00209632j -0.00375364-0.00722277j 0.00111786+0.0021078j -0.000264905+0.00539088j 0.000705741+0.00195184j -0.000763731-0.00491265j 0.000620672+0.00249965j -0.00402005-0.00462336j 0.00326029+0.00392918j -0.0014483-0.00106658j 0.0068315+0.00641653j -0.0100555+0.0056702j -0.00319463-0.00198674j 0.0118397+0.00247598j -0.00156839+0.00406075j 0.00372908-0.00117382j -0.000672112-0.0195691j 0.000141704-0.0101338j -0.000221723-0.00100384j 0.00992644-0.00852149j -0.00391825+0.000137526j 0.0077145-0.00327608j 0.0122945+0.000466156j -0.00409084+0.00103405j -0.00249722-0.00521529j 0.00719276+0.00774462j 0.00341646+0.00893958j -0.0128371+0.00430265j -0.00552156-0.0139452j -0.00106733-0.016139j 0.00406941+0.00822489j 0.00928615-0.00452533j -0.00417377-0.00813267j 0.00380505-0.00628126j 0.00348607+0.000259134j -0.00294208+0.0152851j 0.00244048+0.00506937j -0.00261599+0.00161385j 0.00142236-0.00221933j 0.011346+0.00303967j 0.00785532-0.00897517j -0.00109377-0.00649615j -0.000353498+0.000331928j -0.00148709+0.00267362j -0.00273207-0.00187834j 
