0.118494+0.0798006j -0.0878061+0.101298j 0.0503018+0.0725246j -0.0532969+0.0595243j -0.018926+0.0284427j -0.0154031-0.0175008j -0.0246436-0.0242365j 0.000189254-0.0334504j 0.0463622-0.0366501j 0.0161183+0.0137576j -0.0100535-0.00903141j 0.00306334+0.0185004j -0.00993705+0.0127044j -0.0166544+0.00213773j 0.00626665-0.0255113j -0.0139343-0.0149605j 0.0135613-0.0274499j 0.00275299+0.0255536j 0.0369327+0.0438274j 0.0196617-0.00570412j -0.00286757-0.00597645j 0.0217157+0.00158943j -0.0047139+0.0256018j -0.00673017+0.0442331j 0.0353839-0.00929654j -0.0437926-0.0178633j 0.021709-0.0254486j 0.0118758+0.0101638j 0.038011-0.00187849j -0.0525365-0.0078831j -0.0156314+0.00128889j -0.0501713+0.00979343j -0.0165115+0.0184127j -0.00339218-0.00367388j 0.00701208-0.016041j 0.0234422-0.0381963j 0.0188966-0.00602951j 0.034735+0.00534358j 0.00477068-0.00928575j 0.0435777+0.0146042j -0.0126888+0.0056354j -0.0208726-0.00343328j -0.0137038-0.0402118j -0.0172863+0.0105083j -0.00517014+0.0376522j 0.013096-0.0432463j -0.00326974-0.0220936j 0.0670234+0.00930054j -0.0223856-0.0585357j -0.028316+0.0134146j -0.00312554-0.00275939j 0.0140837-0.00767802j -0.00526349-0.0179377j 0.0174277+0.0287544j -0.0317484+0.0281153j -0.0122166+0.0280179j 0.0116897-0.0610705j -0.0220778-0.013781j -0.0550279-0.00162094j -0.0317431+0.0288747j -0.00306292+0.0690675j 0.0111641-0.0243122j 0.0162199-0.0140049j -0.00582456-0.00676189j -0.00462687-0.0306492j 0.0595546+0.0381536j 0.000230371-0.0548308j -0.0663847-0.112921j -0.127027+0.0589645j 
-1.47131e-05+0.0018666j -0.001641-8.79715e-06j 0.00364959-0.00149638j 0.00245825+0.00384207j 0.00392399-0.00574497j -0.000199616+0.00520625j 0.00282628+0.00113395j -0.00088854+0.000415107j -0.00221006-0.00199554j 0.00322426-0.00503598j 0.00101907+0.00640349j 0.000177216-0.000181568j -0.00319807+0.00734241j 0.00287118+0.00213808j 0.00268185+0.00274987j -0.00428293-0.0062857j 0.00182577-0.00252269j 0.00210535+0.00487656j 0.000486726+0.00218987j 0.000336048+0.00231343j -0.00172056+3.51318e-05j 0.00209829+0.00832519j 0.00100223+0.00161178j -0.0012654+0.00171807j 0.00266725-0.00804145j -0.00362868+0.00161845j 0.00120115+7.61414e-05j -0.00106386+0.00091635j 5.27403e-05+0.00152495j 0.00254886-0.00741017j 0.00154528+0.00284203j -0.00025429+9.58677e-05j 0.000357442-0.000414545j -0.00283515+0.00546315j 0.00575955-0.00121465j -0.00674444+0.00522251j -0.00525229-0.00205329j -0.00217344+0.000645618j 0.00181562+0.00337455j -0.000734219-0.00210045j 0.00153632+0.000591554j 0.00124038-0.00264913j 0.000729328+0.00356636j 0.00382684+0.00321288j -0.00418678-0.00292218j -0.00220608+0.00462297j -0.000546708-0.00174451j -0.00144496+7.00272e-05j 0.0033687+0.00349653j 0.000410218-0.00137802j 0.00908438-5.34149e-05j 0.00426267-0.00125038j 0.00344751-0.000728186j 0.000171233+0.000802783j -0.000277276-0.00115247j -0.00256223+0.00178733j -0.00184844-0.00293703j -0.000582205+0.00134283j -4.83799e-05+0.00189606j -0.00120804-0.00273017j 0.00135718+0.00195618j 0.00144605-0.00270279j 0.00248538-0.00191574j 0.000341661-0.00183621j -0.0039761+0.000307917j 0.00141835-0.0037125j 0.00127888-0.00224019j 0.00378569+0.00152591j 0.00025958-0.00347492j 
-0.00167781-0.00154582j 0.000593253-0.00325034j 0.00130148+0.0014097j -0.000221503-0.0028027j -0.000419307-0.001486j -0.000720519+0.00642298j 0.00147158-0.00488283j -0.00268716+0.00478678j 0.00501579+0.00192012j 0.00364227+0.00770381j 0.00395838-0.00719512j 0.00362406-0.00208065j 0.00554755-0.00683733j 0.0112891+0.00314448j -0.00616892+0.00697268j 0.00488628+0.00510755j 0.00179471-0.00728586j 0.00340474-0.000701447j 0.00217991-0.0018471j 0.000660943-0.000876397j -0.00424747-0.00247421j -0.00797225-0.00231197j 0.00311866-0.00782737j 0.00542908-0.00456722j 0.00543207+0.00223971j -0.000644874-0.00262956j -0.00443591-0.00420949j 0.000718791+0.00365825j -0.00360141-0.00448525j 0.00281886+0.00561943j 0.00353565+0.00137743j -0.0145335-0.00210783j -0.0118558+0.00162052j 0.00688304+0.00155537j 9.39531e-05-0.00279726j 0.00221473-0.000523985j -0.00361653+0.010758j 0.00961796+0.00702471j -0.00219232-0.0113697j -0.00135737+0.00111827j -0.00124411-0.0096326j -0.00729804+0.00727233j 0.00293503+0.00762069j 0.000983051+0.00101622j 0.00600937+0.00300636j -0.00270813-8.43242e-05j 0.00454963+0.00553942j -0.000980264-0.00843452j 0.00592163+0.000527191j 0.0032506+0.00248229j -0.00267211-0.004452j -0.00293597+0.00338245j -0.0025856-0.00186133j 0.00149746-0.00475056j 0.00223943+0.0014206j 0.00379757-0.0060105j 0.00483659+0.00142522j 0.00367782-0.00022734j 0.00127499-0.00209283j 0.00494508+0.00109104j -0.000305999+0.00683608j -0.00353234-0.00886215j -0.0048603-0.00376074j -0.00138556-0.00186976j 0.00609236+0.000594j -0.00558159-0.00088588j 0.00284481-0.00692506j 0.00120732+0.00129252j 0.000680653+0.00256151j 
0.00484985-0.00113981j 0.000604816+0.00525013j -0.00213942+0.00503316j -0.004958-0.00378924j 0.00284533-0.00167215j -0.00042266+0.00401312j 0.00370772-0.00240237j -0.00104726+0.00913973j 0.00303836-0.00170831j -0.00547803+0.00770555j 0.0111263+0.00409318j 0.00353433-0.00887997j -0.0097952+0.00123395j 0.00405424+0.00820769j -0.000713227-0.000471702j 0.00106007+0.00147043j -0.00869995-0.00148315j -0.00302569+0.0153572j -0.00247663+0.0110816j -0.00163536+0.00472868j -0.00231384+0.00766227j 0.00449874+0.000963835j 0.00472524-5.23261e-05j -0.000738851-0.00110642j 0.00770838-0.00825385j 0.000626101-0.00253355j 0.00905886-0.00292404j 0.000608784-0.00376112j -0.00922256-0.00199468j -0.0105046+0.000885341j 0.00567824+7.4109e-06j -0.000948467+0.00101387j 0.00241589+0.00312152j 0.00376209+0.00283445j -0.00105181+0.00582909j -0.011721-0.00217727j 0.00879121+0.00682201j 0.00172504-0.0024121j 0.000711112+0.00565487j 0.00292484-0.00330231j 0.000291192+0.00715391j -2.66874e-05-0.00110844j -0.00192067-0.0036592j 0.00114517+0.000632533j -0.000736739+0.00074416j 0.00391735-0.000234884j -0.0023906-0.00136817j 0.00228442+0.00228856j 0.00200826+0.00165562j -0.00709538+0.000680462j 0.00266511-0.0109322j -0.000290189-0.00398492j -0.00153404-0.00420183j -0.00020017+0.00452277j -0.00225605-7.10864e-05j 0.00290413-0.000177279j 0.000255494-0.000695607j 0.00148949-0.00243238j -0.00233452+0.00229091j -0.00100013+0.00389449j 0.00102184-0.0030779j 0.00201546+0.000521266j 0.0019742+0.00395965j 0.000116595+0.000294599j 0.00271551-0.0006006j -6.87537e-05+0.00391834j 0.00113632-0.000649546j -0.00281323-0.00506961j -0.00406936+0.00240457j 
-0.00862059-0.0018724j 0.00211902-0.00718475j -0.00343835-0.00734175j 0.00682558-0.00680982j -0.00118131+0.00318901j -0.00185555-0.0017861j -0.00566841-0.000358137j -0.00311964-0.000992611j -0.00600192-0.00539897j 0.000176728-0.00748923j 0.00252913-0.000327494j 0.00265526+0.00489729j 0.00187082+0.00384239j 0.000764048-0.00305898j -0.00292408+0.00563193j -0.00345581-0.00140574j 0.00723549+0.00267916j 0.00387603-0.00356421j -0.00415796-0.00236347j 0.00219183-0.00383961j -0.00717763-0.0043039j -0.000302341+0.00433982j 0.00188428-0.0042655j 0.00765579+0.00129867j 0.000250527-0.00843222j -0.0064987-0.0034082j 0.00228102-0.00719098j 0.00343562+0.00054083j 0.00398906+0.00361964j 0.000222091-0.00303239j 0.00523948-0.0030249j -0.00227752-0.00317309j -0.00410294+0.00303441j -0.00730864-0.000721171j 0.000207026-0.000273956j -0.00204127+0.0040147j -0.0035007+0.00145783j -0.00201122+0.0032412j -0.0056747+0.00697293j -0.00149394-0.00317511j -0.000990508-0.00719501j -0.0103298-0.000745568j 0.00476136+0.0123215j -0.00523229-0.00160643j 0.00157549+0.00103062j -0.000920287+0.00322088j 0.000727598-4.26005e-05j -0.00618522-0.00468623j 0.00266876-0.00434475j 0.00657806-0.00654859j -0.00252997-0.00147822j -0.000136037+0.00227784j 0.00341724+0.00842663j 0.00174952+0.000921532j 0.00212928+0.00182034j -0.00340586-0.00268326j 0.00113807+0.00375247j -0.00244137+0.00649148j 0.00264345-0.00282091j 0.00347158-0.00779258j -0.000655236+0.00930077j 0.00217167-0.0119886j 0.00392209-0.00535315j -0.00113615+0.000203279j -0.00429138-0.00215184j -0.00421879-0.00347515j -0.00284372+0.0109947j 0.00287762+0.00724483j 0.00641344-0.00445186j 
0.000316016-0.00368009j 0.00275706+0.000609153j -0.00445961+0.00220709j -0.0018256-0.00930373j -0.0115876+0.0043393j 0.00808996+0.00136526j 0.00171282-0.00154256j -0.004453-0.000198601j -0.00387511+0.000793187j -0.00535826+0.000568434j -0.00269298-0.00451994j -0.00394966+0.00349532j -0.00275551-0.00875341j -0.00294398+0.00194971j -0.00748606-0.000294237j 0.000861483-0.00433289j -0.000998324+0.00603669j -0.000577168+0.00302083j -0.0005736+0.00196689j -0.00688428+0.00672717j 0.0111854+0.00696228j 0.00618471-0.00820393j 0.00115288+0.00215973j -0.0078658-0.00040469j 0.000608956+0.00199125j 0.0103975+0.00903412j -0.00431655-0.00245412j -0.00599123-0.00439847j -0.00329494-0.00353388j -0.00281883+0.00423043j -0.00340498+0.0024079j -0.00297543+0.00389251j -0.0018699+0.00146421j 0.000718502-0.00508368j -0.00563997-0.00657998j -0.00017727-0.00279901j -0.00286243+0.00145844j 0.0062308-0.00362047j -0.00231467-0.00722775j 0.00627379+0.0102554j -0.00387381-0.00464346j 0.00299794+0.000247936j -0.00696844-0.00981526j -0.00709897-0.00561056j -0.00112772+0.00661914j 0.000113758-0.000759312j -0.000533974-0.00587375j 0.000439201+0.00553544j 0.0015668-0.0124636j -0.000963128+0.00726903j -0.00306762-0.00250521j -0.00374529-0.000555882j -0.00635464-0.00476598j 0.00137883-0.00269515j 0.00487711+0.00404449j 0.000756322-0.0030301j 0.00493162-0.0033493j 0.00251467+0.000556867j 0.00182125+0.00598205j -0.00908745+0.0101777j 0.0019656-0.0064652j -0.0154189+0.0232161j -0.00075153+0.00357665j 0.00451505-0.00260217j 0.0021369-0.00133255j -0.00153638-0.00243299j 0.00326047+0.00228361j -0.000309341+0.00126556j 0.000680543+0.000598019j 
-0.00500172+0.000870963j 0.000456503-0.00485068j -0.00327092-0.00203285j 0.00157659-7.52992e-05j 0.00283306-2.11775e-05j -0.00526242+0.000706205j 0.00713566+0.00255534j 0.00365411+0.00928089j 0.00187708+0.00344977j 0.00493458+0.0126372j 0.0128435-0.0027564j 0.0050027-0.0126348j -0.00921353-0.00383179j 0.00990539+0.00210768j -0.00540724+0.00183952j 0.00790115+0.00793257j -0.00709313-0.0096148j -0.000906484+0.00152615j -0.00370586+0.0101806j -0.00458823-0.00180732j 0.00573971+0.0066821j 0.00114609-0.00865209j 0.00400051-0.00593567j -0.00093799-0.00581881j 0.00231773-0.00205269j 0.00474692+0.000441224j 0.00568816+0.00120867j 0.000426035-0.00318105j -0.0142244-0.00274895j -0.00839037+0.00565936j 0.00416176-0.00219191j -0.00343211-0.00572389j -0.00168169-0.00829537j 0.0048423-0.00023547j -3.73511e-05-0.000212001j -0.00524764-0.00812856j 0.00968014+0.00133981j -0.00100267+0.00223293j -0.00431035-0.00549543j 0.000622081-0.00801265j 0.000465401+0.00182616j -0.0031447+0.000304778j 0.00266157+0.000481454j 0.00340323+0.00459643j 0.00523502+0.00177307j -0.00365914+0.000735828j -0.000143773-0.00171734j -0.00484655+0.00371465j -0.00318616+0.00652085j 0.000656167-0.00532233j -0.00329962-0.0102598j 0.00181943+0.00132295j 0.002942+0.00300694j -0.000130222-0.00256948j 0.00080094-0.00115389j 0.00214752+0.00242785j -0.00169326+0.0031897j -0.00267511-0.000784357j 0.00327099+0.00085146j 0.00257794-0.00453214j -0.00162606-0.00260948j 0.00508056-0.00135752j -0.00232742-0.000272202j -0.000687188+0.00265148j -0.00288159+0.00114496j 0.000286132-0.000116985j -0.00258062+0.00446651j 0.00221524+0.00618119j 0.00625044-0.00273321j 
-0.00544285+0.00165597j -0.000672776-0.00649533j -0.00105109-0.00224888j 0.00702576+0.00370558j 0.00351074-0.00718257j -0.000970099+0.00176725j 0.00142885+0.00408204j 0.00058151-0.00328241j -0.00114803+0.00983386j 0.00726047+0.000421513j -0.0052574-0.000935092j 0.00444019-0.00251841j -0.00287603+0.00352502j -0.00263273+0.00122315j 0.000591571+0.00201859j 0.00558692+0.00157012j 0.00915619-0.00842326j -0.00589702-0.00483641j 0.00124455-0.0133759j 0.000894608+0.00444487j -0.00241159+0.00127469j -0.00538753-0.00366074j -0.001462-0.0037156j -0.00099472+0.00270694j -0.00189694+0.00249417j 0.00331592-0.00176988j -0.00952382+0.0026106j -0.000313966-0.000575303j -0.00354162-0.00283914j -0.00103187-0.00420592j -0.00925533-0.000600531j 0.00278675+0.000293415j -0.0039061-0.00140094j 0.00332594-0.0050903j 0.00264213-0.00168722j 0.00789959+0.00162602j 0.00148019-0.00417053j 0.00281152+0.00135911j 0.0078316-0.00242123j 0.000543988+0.00210326j 0.00276628-0.000824329j -0.00111316+0.00637033j 0.00190779+0.00107934j 0.000867499+0.00410199j 0.00172216-0.00283324j -0.00372415-0.000758609j 0.00445821+0.00488499j -0.00180507-0.00336245j -0.00736039-0.00393997j 0.00560311-0.00370799j 0.00235071+0.00677329j 0.00464604+0.00688106j 0.0016947+0.00251807j -0.000345383-0.00488672j 0.000948617-0.00146872j -0.00131143-0.00191106j 0.00115186+0.00394315j -0.000405583+0.00125709j 0.00274451+0.00141446j -0.00312088+0.00156323j 0.000524099+0.00117615j -0.000879174+9.78127e-05j -0.00353758-0.00260558j -0.000866972+0.00129876j -0.00248667+0.00312878j 0.00191643-0.00616812j -0.000447666+0.000682931j 0.0045739+0.00758557j 0.00647279-0.00421509j 
-0.00178661-0.00230619j 0.00339925-0.00181436j -0.0028288+0.00408473j -0.00345671-0.00183603j -0.00102338+0.00120952j 0.00414687-0.000505246j 0.00273263-0.00281844j -0.00541755-0.00233767j 0.000940586-0.00162679j -0.00658653+4.5221e-05j -0.00542483+0.00341784j -0.00586063+0.00753775j 0.00223731-0.00324473j -0.00606758-0.000572285j -0.000515377+0.00218123j -0.00653555-0.0010836j -0.000638108+0.00554908j -0.000349692+6.53958e-06j -0.000956626-0.00187979j 0.000253743+0.00587899j 0.0067165-0.00698654j -0.000741152-0.00162955j -0.00300702-0.00300745j -0.0024448-0.000802343j -0.00274187+0.00531972j 0.00766856+0.00456615j -0.00300016+0.000435126j -0.00422423+0.000861377j 0.00279247-0.00119606j 0.00220541+0.00308435j -0.00378593+0.00406294j -0.0017169+0.000297719j 0.00297446-0.00173693j 0.00193478-0.000610007j -0.00569898-0.0017114j 0.00128914+0.00216807j -0.00465599+0.000390894j 0.00263274-0.000911868j 0.00226942-0.00520745j 0.000942031+0.00322883j -0.000630212+0.00086976j 0.00251693-0.00226624j -0.0100822-0.00358121j -3.74072e-05+0.00144002j -0.00389048+0.000623741j 0.00484738+0.00283583j -0.00305198-0.00170723j -0.00243014-0.00081359j -0.00169663+0.00117571j 0.000499573-0.000328976j -0.000843691+0.00178767j -0.00475684-0.00123362j -0.00397569-0.00433091j 0.00158915+0.000437659j 0.00202444-0.00248601j 0.00209584-0.000432865j -0.000536738-0.00216808j -8.41153e-05-0.00315294j 0.0085158+0.00144258j 0.0014325+0.00519393j -0.00242024-0.0117501j -0.000814433+0.00738327j -0.00359412+0.00508067j 0.00121661+0.00128742j 0.00598176+0.00228725j -0.00105414+9.21074e-05j 0.00186217-0.00493303j -0.00226835+0.00198764j 0.00267385+0.0034708j 
0.00427158+0.00507653j -0.00360028+0.00420295j 0.00309647+0.00133635j -0.00775519+0.00476526j 0.00134555+0.00899106j -0.00726313-0.00563564j -0.00153458-9.77289e-05j 0.00339602-0.00140885j 0.00498664-0.0037657j -0.000949849+0.00526325j -0.00279445-0.00434908j 0.00181326+0.00202322j 0.00711702-0.00777172j -0.00375946-0.0124383j -0.00138913-0.00693816j 0.00172042+0.00744663j -0.00582877+0.000345927j -0.00317469-0.00943733j 0.00382816+0.00226667j -0.000521995-0.0103354j 0.00265168-0.00485037j -0.00522072-0.00317395j -0.000949068+0.00231082j 0.0062785-0.00940348j -0.00464218+0.0140939j 0.000121058-0.00316953j 0.00503779+0.0113874j 0.0100414+0.00234719j 0.00773639-0.000700022j 0.00453371+0.00748359j 0.00111442-0.00276709j 3.48136e-05-0.00273347j 0.00205126-0.0042767j 0.00522265-0.000997066j -0.00380726+0.00448133j 0.00881604-0.00916247j 0.00483872-0.00225778j -0.000813606+0.00110459j -0.00118006-0.00263259j -0.00311435-0.00091745j -0.00351106+0.0018016j 0.00223548+0.00300623j 0.000258578-0.0045904j 0.000629856+0.000567365j 0.00787737+0.00235332j 0.00227111-0.00542042j 0.000267756+0.00243003j 0.00360172+0.000106032j -0.00605132+0.00517141j 0.000166799+0.00154189j -0.00781953+0.00508746j -5.97229e-05+0.00104197j 0.00121643-0.000851907j 0.00220119-0.000292182j -0.00194689-0.00136913j 0.00115109+9.81614e-05j 0.00515056+0.00316505j -7.71339e-05-0.00384632j -0.000415415+0.00131877j -0.00236713+0.00174811j -0.000844323+0.0038745j 0.00177544-0.00655775j -0.00189888+0.000257057j 0.00151542+0.000511017j 0.000725772-4.19212e-06j 0.00283263-9.92339e-05j -0.000181185-0.00155647j -0.00265328-0.00167329j -0.00293368+0.00203691j 
0.000581503-0.00166152j 0.000776788+0.000529466j 0.00169662-0.000176211j 0.00437145+0.00390424j -0.00113012+2.25277e-05j 0.00211379-0.00386743j -0.000673985+0.00202424j 0.00355685-0.00330314j 0.00573217+0.0100706j 0.00542049+0.00226352j -0.0037071-0.00355876j -0.00595055-8.81541e-05j 0.000487926-0.00919874j 0.000805028+0.00173255j -5.45753e-05-0.000554088j 0.00725656+0.00451337j 0.000734334-0.00547719j -0.000575063-0.00550024j -0.000472826-0.00453083j -0.00108389-0.00531889j 0.00189919+0.0019148j -0.00570522-0.00797141j -0.000957346-0.00178105j -0.00197415+0.00531934j 0.000381956+0.00846739j -0.00546953-0.000600458j -0.00772449-0.000438768j -0.0059682-0.00076102j -0.00353722-0.00700397j -0.00273806+0.00239907j -0.00579632+0.0037131j 0.00279195-0.007786j -0.00325208-0.00819516j -0.00577676-0.00811567j -0.00214122-0.00375794j 0.00434361-0.0118809j -0.00230338-0.00705468j -0.00248082+0.0049654j -0.00305023-0.00651712j 0.000843172+0.000330382j -0.00106335-0.00896512j -0.0018823-0.00147617j 0.000649203+0.00140609j -0.000737532-0.00425831j -0.000291663+0.00324308j -0.00408936-0.00221073j -0.000327309+0.000169311j 0.00333737-0.00124243j 0.00149023+0.000339091j -0.000764065+0.00148083j -0.000987305+0.00276374j 0.000422381-0.000128001j -0.000860577+0.000529014j -0.00486759+0.000610261j 0.00259408+0.00188386j 0.000405677+0.00231248j -0.00202527-0.00153712j -0.000957459+0.00311663j -0.00087749+0.000395608j 0.000763344-0.00222357j -0.00202168+0.00242645j 0.00133124+0.00412012j 0.00415679-0.00337008j -0.00126747-0.00199104j -0.0012982-0.00176188j 0.000190831+0.00179496j -0.00160837+0.00551212j 0.000497548-0.00324691j -0.00241837-0.00253479j 
0.00230582+0.00169451j -0.00131505+0.00202055j 0.000801993+0.00233882j -0.0026666+0.00122872j 0.00413439-0.00824464j 0.000303152+0.00742253j 0.00163196-0.00225315j -0.00320747+0.00571418j 0.0013369+0.00182445j -0.00315294+0.00111005j 0.00174868+0.00227937j 0.00545885-0.00452304j -0.00100076+0.00614435j 0.00350956+0.00280757j 0.00218813+0.00368842j -0.000498508+0.00222093j 0.00202262-0.004647j -0.00235955+0.0026469j 0.00540527-0.000589847j 0.000360303+0.00203588j -0.00359549+3.20199e-05j -0.00469253+0.00660676j 0.00227874-0.00682818j 0.00266168-0.000646068j 0.00147345-0.00944719j -0.00337168-0.00294099j -0.00225378-0.00136843j 0.00100888-0.00249633j -0.00335023-0.000660436j -0.0052604-0.00412138j -0.00248016-0.00354149j -0.00369696+0.00284658j -0.00460694+0.0075659j 0.00486039-8.65266e-05j 0.00281371+0.00233979j -0.00115654+0.00452j -0.000821478+0.00154953j -0.000985102+0.00217349j 0.00351778+0.00382019j -0.00246987-0.000103948j -0.00131907-0.00342944j -0.00358266+0.0030315j -0.00414352+0.00564585j 0.00219001+0.00270341j 0.000231568+0.00358312j 0.00189186+0.00103459j 0.00210443+0.00180618j 0.000770622-0.00311924j -0.00118242-0.00265202j 0.000836788+0.000921971j 0.00265573-0.00227183j -0.000367183+0.00230688j 0.00166559-0.000826684j -0.00145325+0.00204076j 0.00012358-0.0015031j 0.000724135-0.00456045j 0.0063839+0.00180905j 0.00343865-0.00095605j 0.00417083+0.0018032j -0.00559214+0.000167868j -0.000368139+0.00343094j -0.00217553-0.0104171j -0.00225896-0.00123285j 0.000458332-0.0027998j 0.00236321+0.00106063j 0.00415686-0.00298522j 0.000173855-0.00308729j -1.44182e-05+0.00015645j -0.00165004-0.000252066j 
-0.00422809-0.00428127j 0.0042093-0.00326998j -0.00116688+0.00105878j -0.00165761-0.00367431j 0.00554564-0.0015301j 0.00254069+0.00608022j 0.00498638-0.00397554j -0.00278681+0.00377396j 0.00298688+0.00908227j 0.0014448-0.000784527j -0.00173817+0.00166975j -0.00111537-0.00740305j -0.00285924+0.0017944j 0.00342302+0.00801483j -0.00155095+0.00153389j 0.00262654-0.00124238j 0.00486181-0.00228738j -0.000974661+0.00338164j -0.00164052-0.00605231j -0.00302718+0.00399615j 0.00232827+0.00771354j 0.000290128-0.00418117j 0.00358678+0.00294288j -0.00814477+0.00549533j 0.000684801-0.00470708j 0.00663295-0.00518414j -0.0047884-0.0014978j -0.00838216-0.00166636j -0.0076911+0.000619151j -0.0018478-0.0045314j -0.00772905+0.000787227j 0.00427448+0.00353701j -0.00485421+0.00274636j 0.00381443-0.00339688j -0.00142356-0.0044827j 0.00130965+0.00285219j -0.000140733-0.00154531j 0.00110035-0.0014737j -0.00267764-1.12604e-05j 0.0052944+0.00209022j 0.000920376-0.00127326j 0.00540076+0.00575308j -0.00985785+0.00300742j 0.000722986-0.0025624j 0.00142398+0.0016373j 0.000882283+0.000292791j -0.00209606+0.00367462j -0.0031705+0.000762335j -0.00114513-0.00634865j -1.73743e-06+0.00121265j 0.00419398+0.00173868j 0.00198578+0.00492879j -0.00672479-0.00176481j -0.000338533-0.00373683j 0.000981298+0.00222532j 0.00175849-0.00420903j 0.000599369+0.00240472j 0.00089386+0.002234j -0.000120906+0.00302579j -0.00164576+0.0127995j 0.000974419-0.000384749j 0.00035601+0.0142851j -0.000750608+0.00134275j 0.00281561+0.00200814j 0.00314879-0.000818694j -0.00266893-0.00122237j 0.00454675+0.00318705j 0.0017532+0.00648731j 0.00606811-0.00267614j 
0.000832131-0.000402716j 0.00154827+0.00145426j 0.0008584+0.000840295j -0.00475016-0.000867818j -7.22866e-05+0.00284305j 0.000727202+0.00107362j 0.00309165-0.000752471j -0.00278116+0.00115074j -0.00209863-0.000876441j -0.00257503+0.000263393j -0.000271668-0.00216412j 0.000778189-0.00102389j -0.0011039+0.000218866j 1.95223e-05+0.000493351j -0.00520947-0.00184494j -0.00150632-0.00333433j 0.00241441+0.00225517j -0.00126006+0.000808372j -0.0015586+0.000505063j -0.00199319+0.00247138j 0.00465364+0.00312813j 0.00570329-0.000800191j 0.0058236+0.00616551j -0.00492117+0.00111916j -0.00150788-0.00123803j 0.00797987-0.00417877j 0.0049536+0.00212319j -0.00110006+0.00317543j 0.00094367+0.00568438j 0.00191427-0.000913418j 0.000284694-0.000952162j 0.00538109+0.00570148j -0.00185791+0.00155172j 0.00114153+0.00213692j -0.00325156-0.0034841j 0.00144903+0.00169316j 0.00108722-0.000106597j 0.000359332-0.00319803j -0.00557091+0.00339632j 0.00601448+0.000647878j 0.000146435+0.00372739j 0.0063101+0.00237931j -0.00483148-0.00359158j -0.00137065-0.00252104j 0.00318377+0.000427768j -0.00331716-0.000625224j -1.64524e-05-0.00101686j -0.000443415+0.00491233j -0.00368759-0.00478756j 0.000789103+0.00257428j -0.000905952+0.000600733j 0.00217202+0.000488127j -0.00290654+0.000342641j 0.0014099-0.00509048j -0.00230499+0.00285158j 0.00138614-0.00149287j 0.000836356+0.00186828j -0.00161615+0.00101413j -0.000135208+0.00158509j -0.00160679+0.00822339j -0.00113562+0.00061012j 0.00110944+0.0135202j -0.00135219+0.000313995j 0.00277397+0.00274731j -0.00040404-0.00125043j -0.000364536-0.000137055j 0.0027105+0.00325757j 0.000261682+0.00123901j 0.000444248-0.000783522j 
-0.00471731-0.00382116j 0.0038215-0.00435673j -0.00123922+0.00249614j 0.00153549-0.00311073j -0.000722197+0.000692445j 0.00502746+0.00221453j 0.0038275-0.00197662j 0.00101113+0.00103171j -0.00152687+0.00218554j -0.000237741+0.00554198j 0.000435529+0.00300111j 0.000502482-0.000830536j -0.0044097-0.00063891j -0.00251111+0.00088229j -0.0037894-0.00102474j -0.000217544+0.00123155j -0.00238005+0.00254375j -0.000345181+0.0031346j -0.00135908-0.00164154j 0.00230006+0.00827472j 0.00567876+0.000541244j 0.000646361-0.00626151j 0.000272608-0.00517243j -0.00101116-0.000781481j -0.00107095+0.00228398j 0.00566836+0.0032941j -0.000749674+0.00502506j -0.00186204-0.00113632j -0.00432566-0.00156736j 0.000137381+0.00549269j 0.000230718+0.00390857j 0.00340902-0.00184311j 0.00459589-0.00148249j -0.0006803-0.00137438j -0.00203918+0.00354586j -0.00331897+1.68433e-05j 0.00160104+0.00161467j 0.000579954-0.000878363j 0.00532335+0.00128535j 0.00218046-7.09537e-05j -0.00208798+0.00152235j 0.000806443-0.00422571j 0.00243338-0.00374189j -0.00487449+0.000505773j -0.00217828-0.00104885j -0.00361314-0.000218055j -0.000585962-0.00105121j 0.00442911-0.00206504j -0.000880369+0.00211098j 0.000245516+0.0020418j -0.000597767-0.000776612j -0.00310389+0.00139308j -0.00193001-0.0061481j -0.00181894+0.00250022j 0.00224199+0.000553387j 3.36988e-05-0.00324458j 0.000982154+0.000844342j 0.000719973+0.0018194j 0.00212156+0.00245567j 0.00301961+0.00389198j 0.00118197-0.00562545j -0.000769321+0.00713282j -0.00134817-0.000158407j -0.0011849+0.0013596j 0.00285809+0.00263913j -0.00168497+0.000121072j 0.00653268-0.000244212j 0.00160263+0.00217035j 0.00227548-0.000812491j 
