-0.127065-0.140835j 0.165459-0.122261j -0.0744319-0.23184j -0.236167+0.0228115j 0.0601534+0.126693j -0.0632047+0.0913029j 0.147123-0.0476716j 0.00743139-0.209612j -0.0497438+0.0162199j 0.0068405+0.0287805j 0.0691056-0.0524898j -0.0778706+0.0109916j 0.139584+0.107316j -0.0445098+0.0487205j 0.0399911-0.0369665j 0.0443651+0.0347443j 0.0188202-0.0108274j 0.0499878-0.0182255j 0.0140798+0.0270084j -0.121126+0.172894j -0.0405347-0.0874395j -0.0286041-0.0337525j -0.055739+0.0684538j 0.0643423-0.0951321j -0.0188088+0.0209436j 0.0399963+0.0966828j -0.0968661-0.00313701j -0.0622437+0.137769j 0.0399249-0.0110374j -0.0914598+0.0424868j 0.116339+0.00396493j -0.0154931+0.0712479j 0.0511686-0.00854505j 0.0180958-0.0161875j 0.0472703-0.00646033j -0.0561291-0.00250979j 0.0288121-0.0141944j 0.0278993+0.0298623j 0.00295133-0.105501j -0.0604164-0.0420485j -0.0460831+0.068405j -0.0300483-0.00452632j 0.0650614-0.0199232j 0.0867995+0.023559j -0.0280758+0.0393718j -0.0852277+0.0465986j -0.00433904+0.0947978j 0.0206864-0.0316361j 0.113279+0.0560336j -0.093185-0.0486921j -0.0458662-0.0664256j 0.072448-0.0440585j -0.0452272+0.106728j 0.0352354-0.00289272j 0.0454698-0.0128038j 0.0814953-0.0651192j 0.0244306-0.0397049j -0.0739321-0.00197236j -0.0901833-0.0455229j -0.0152634-0.0410007j -0.0910334+0.0503254j -0.0716926+0.057842j 0.183148-0.041118j -0.0797179-0.035668j 0.0852862-0.108454j -0.0522426-0.132045j 0.133789-0.15022j 0.120472+0.171559j -0.0995527+0.153013j 0.168065+0.124618j 
-0.0148467+0.00181638j -0.000644656-0.0124822j 0.0123752+0.0119579j 0.0107138-0.006174j -0.0200365+0.0177493j -0.00559633-0.00757017j 0.0163987+0.000366234j -0.0109265-0.00373141j 0.0277618-0.000870429j 0.00794592+0.0220813j 0.00232757+0.00166064j -0.00187903-0.00618674j 0.00510286-0.00300529j 0.0231686+0.0102397j -0.00918698-0.00639035j 0.00983576-0.000363753j 0.0106506-0.0112558j -0.0155719+0.00669943j 0.00618616-0.000442422j -0.0140292-0.00994559j 0.00265167-0.00432409j 0.00796916+0.00952576j 0.00954209+0.00470241j 0.0124966+0.00611147j 0.0157156-0.0259335j -0.00123505+0.014459j -0.0149097+0.00553517j 0.0190141+0.00147964j -0.00809756+0.0206217j -0.00825072-2.32961e-05j 0.00749879-0.00891547j 0.00501139+0.00192016j 0.00793243+0.0197698j -0.00207444-0.011454j -0.00467785+0.0150916j 0.00623876-0.00241402j -0.0030977+4.74994e-05j 0.0197028+0.0088596j 0.000966823-0.0145397j 0.0220668-0.00343003j 0.000869185+0.000773904j -0.0035705-0.00796803j -0.00644679-0.0290153j 0.00491925+0.00269067j 0.00745103-0.0178055j -0.00172729+0.00450872j 0.01227-0.0457484j 0.00582262+0.00760342j -0.0112629+0.0135461j -0.0414135-0.00503933j 0.0208227-6.91011e-05j 0.00173713+0.0202287j 0.00323469+0.00669835j 0.00537251-0.00354767j -0.000539583-0.0147677j -0.0073665+0.00283731j -0.00345754+0.00636409j 0.00274339+0.019558j 0.0271955-0.00925305j -0.0139556-0.00948702j 0.00667939+0.017046j -0.0013461+0.00416483j 0.0107789-0.0111853j -0.0154582-0.00612963j 0.00743684+0.00936151j 0.00491216-0.0117693j -0.012447+0.00248165j -0.00576025-0.0101542j -0.00168563+0.00489814j 0.00545971+0.000724093j 
0.00100691-0.0137878j 0.0147631-0.000110952j -0.00493225-0.00622884j -0.00573806+0.0095071j 0.00951455+0.0122984j -0.00523109+0.00753258j 0.0102914-0.0119061j -0.0152375-0.00600299j -0.00603917-0.00394777j -0.00120803-0.000574736j 0.00765215-0.00222398j 0.00804743+0.0112051j -0.000206934-0.00587774j -0.000188389+0.00750309j -0.00512739-0.00232342j 0.00759303+0.00099958j -0.000178403-0.00179362j 0.00379754+0.0034512j -0.00611451+0.000571487j 0.00186134+0.00470154j -0.00354444-0.00328131j -0.00716417+5.06668e-05j -0.00112816+0.00165493j -0.00725407+0.00425463j 0.00714511-0.00112597j 0.0091939-0.00362405j -0.00421052-0.00285652j -0.000616937+0.00197702j -0.00152125-0.00425353j 0.00047341-0.00765597j 0.00146426-0.00920584j 0.00428174-0.00291776j -0.00436642-0.00548994j -0.00551791-0.00394977j -0.000927571-0.000179255j 0.00420901-0.000692967j 0.00189261-0.000194148j -0.0080226-0.0016447j -0.0100478+0.0029573j 0.00334929+0.0091987j -0.000193337+0.00590385j -0.00590608+0.00371666j -0.000240176+0.00400664j -0.00593096+0.00247703j -0.00413484-0.00339758j 0.0062007+0.00314109j -0.00360294+0.00316932j 0.00344626+0.0075405j 0.00594725-0.000617145j -0.00415211+0.00540568j -0.00130725-0.00103084j 0.00207385+0.00410498j -0.00628764+0.00205723j -0.00227234+0.00619801j 0.00464482-0.00149291j 0.00243421-0.000997725j -0.00118891+0.000646288j -0.00255354+0.000270204j -0.00354911-0.00436817j -0.00378722+0.00337872j -0.00346146-0.00296392j 0.0017814-0.010273j 0.0144332-0.00134432j -0.00308532-0.00977325j 0.0076859-0.000944115j 0.000956304-0.0146671j 0.00379584-0.00959745j 0.0053446+0.00390543j -0.0158793-0.001147j -0.00304489+0.0148287j 
-0.0193582-0.00237205j 0.00133109-0.0233716j -0.00620199-0.0131634j -0.0181255+0.00740085j -0.00514946-0.00163215j 0.00965614-0.00409633j 0.0123801+0.000182675j 0.000500947-0.0152263j -0.00676577-0.00358043j 0.00568649-0.00909038j -0.00713989+0.00171206j -0.00923663+0.00329996j 0.00571858-0.0021022j 0.000674396-0.00286194j 0.00162612-0.00584834j 0.0048783+0.00144928j -0.0061123-0.00527786j -0.00279636+0.00458795j 0.00448674-0.00681045j -0.000998567-0.00290286j 0.00174907-0.000399702j -0.00266741-0.0051816j 0.00122954+0.00374745j -0.00100773-0.00575384j -0.00258967+0.00279301j 0.00136003-0.000962238j -0.00602123+0.0049353j 0.00101763+0.00887381j -0.00485252-0.00276552j -0.00704019+0.000748101j -0.00767933-0.00661534j 0.00222895+0.00229217j -0.00590452+0.0082525j -0.000149272+0.00359271j 0.00151649-0.000356419j -0.0067376+9.05876e-05j -6.42941e-05+3.03754e-05j 0.000340006+0.0113101j -0.00071067-0.000290797j 0.00304454-0.00723507j 0.00800608+0.00280261j 0.0052604+0.00254421j 0.00545683-0.00382268j 0.00736612+0.00627884j -0.002433-0.0023215j 0.00180911+0.000227318j -0.00204522+0.00168157j 0.00574242-0.00541332j 0.00179334+0.00288441j 0.00347016-0.00227569j 0.00032585-0.00601762j 0.00508433+0.00319236j -0.00720277-0.00269325j 0.00460481-0.00423707j -0.00208992+0.00370681j 0.00500685+0.00412275j 0.00527593+0.00303839j -0.00637885-0.00388372j 0.0071799+0.000488075j -0.00410985-0.00297205j 0.00272469+0.00122168j -0.000456214+0.00171552j 0.00286475+0.0131946j 0.00864327-0.00364981j 0.00948498+0.00598521j 0.00975429-0.00163281j 0.0149983+0.00192615j -0.00321592+0.0103433j -0.00313686+0.0233293j 0.0193341+0.0034605j 
0.00418778-0.00204516j 0.00382321+0.00530805j -0.00402591+0.00528242j 0.00689669+0.00231553j 0.00275588+0.00424626j -0.00491177-0.000641781j -0.00613501-0.0039886j -0.00541675+0.00256594j 0.00277609+0.000327434j -0.000661757+0.0044808j 0.00437723+0.00285221j -0.00474052-0.00412075j -0.00314565+0.0030513j 0.000332416+0.00133199j 0.000569169+0.000177471j 0.000109089-0.000233925j 0.00376849+0.00319094j 0.00532884-0.00142559j -0.00148333+0.00334344j -0.00415784+0.00555592j -0.000531528-0.00192968j -0.00313668+2.49343e-05j -0.00150834-0.000765136j 0.00186343-0.00573786j 0.00332085-0.00411812j 0.00268701+0.00251832j 0.00168672-0.00652992j -0.00330385+0.00382047j -0.00124988-0.000446195j 0.00274523-0.0044961j -0.00173486-0.00297647j 0.00470931+0.0031698j -0.00196929-0.00415749j -0.000616521+0.000642547j 0.00334939+0.00456429j -0.000542578-0.00384502j -0.00278701+0.000870586j -0.000931277+0.00141996j -0.00197878+0.000464675j -0.000641036+0.0022306j -0.00408966+0.00131655j -0.00096437+0.00590545j 0.00340626+0.00337827j -0.00290164+0.00252979j -0.000298684-0.0040846j -0.000964208-0.00178654j -0.00101165+0.00250499j 0.00341836+0.00222018j 0.00697266-0.0019365j -0.00244523+0.00239702j 0.00380618-0.00130981j -0.00166647-0.000913623j -0.00166185+0.000511901j -0.00170625+0.00119652j 0.000205368-0.00151463j 0.000282439-0.00277672j 0.00101506+0.00212521j 0.00196558-0.000894822j -0.00218908-0.000611671j -0.00420208-0.000392795j -0.000153042-0.000965496j 0.00594535-0.00298716j 0.00134778-0.00162242j 0.00231009-0.00224387j 0.00267617-5.34497e-05j 0.00416118-0.00798521j -0.00304879-0.000887269j 0.00226991-0.00265526j -0.00495778-0.00209064j -0.000254846+0.0027599j 
-0.000738108-0.000399097j -0.00337771-0.00230184j 0.00403056-0.0032449j -0.00722896-0.00165843j -0.00212197-0.00703621j 0.00674665-0.000611474j 0.00899293-0.000718528j -0.00130528-0.00211909j -0.00238492+0.0012405j 0.00391201-0.0127057j -0.0127489-0.000898228j 0.0039857+0.00289419j -0.00548008-0.00620407j 0.00305619+0.000557854j -0.00190533+0.00362735j -0.00804747-0.00677918j -0.00521069+0.0030306j -0.00695407-0.00303404j 0.00239503-0.00898012j -0.00406202-0.00728731j 0.0140263+0.00739563j -0.00338576-0.00892773j 0.00498032+0.00332933j -0.00298759-0.00738689j -0.00425606+0.0078364j -0.00400343+0.00319026j 0.00467391+0.0067222j 0.0022967-0.00177575j 0.00233659+0.00123643j 0.0026856+0.00990365j 0.000148487+0.0106001j -0.00488148-0.0042606j 0.00141553-0.00150748j 0.0066317+0.002736j -0.00523042-0.0023772j -0.000875843+0.00860384j -0.000361347+0.00611131j 0.00249987-0.00922431j 0.00637115-0.00351815j -0.0091045+0.000298404j 0.00589237-0.00782463j 0.00487935-0.00884198j -0.000530233+0.00226175j 0.00612699-0.00854473j 0.0057122+0.000331707j -0.00995185-0.00414821j 0.00772299-0.010455j -0.0131403-0.00287662j -0.00189317+0.000438649j -0.00162201+0.000639564j 0.000730542-0.000244506j -0.00445593-0.00792505j 0.0065555+0.00331523j -0.00267427-0.00549353j -0.000747081+0.00478186j -0.00436723-0.00500141j 0.00133801+0.00374017j 1.74404e-06+0.00373603j 0.00139768-0.00760912j 0.010663+0.00050834j -0.00747652-0.00386416j -0.0142472+0.00202343j -0.00141937+0.00144487j -0.0180693-0.00313988j -0.00653862+0.00226734j -0.0171921+0.00468285j -0.00829015+0.00241007j -0.00351339-0.00815268j -0.00150276-0.00707074j -0.0100707+0.00393301j 
0.00621808+0.00584405j -0.00401131+0.00276422j -0.00365227+0.0108628j 0.00731747+0.00117062j 0.00271554-0.00793992j -0.000540131-0.00548942j -0.0130072+0.00615591j -0.0066424+0.0114229j 0.00719264+0.00931146j 0.00434354+0.00492835j -0.00274478+0.00537419j -0.0208013-0.00341039j -0.0055053+0.00243314j 0.00781154-0.00270594j 0.00699153+0.00533041j -0.0169-0.00319243j 0.00160009+0.0107787j -0.00133585-0.0171633j -0.00325492+0.00994214j -0.00280164+0.0039451j -0.00754206+0.000980797j -0.00521912-0.0066434j 0.0072848+0.000281606j 0.0033185-0.0141221j 0.00433396-0.00103653j -0.00391408+0.0166629j 0.00313251-0.00280443j -0.00155566-0.00999425j 0.0127046+0.00208456j 0.00998692+0.00273905j 0.0120713+0.00368674j -0.00483288+0.00398135j 0.013315-0.0156656j -0.00393768-0.00988988j -0.00654724+0.000766118j 0.00255589-0.00203224j -0.00248843+0.00211727j 0.00126947-0.0202459j 0.00305876-0.00842943j -0.00135059+0.0199251j -0.0117643+0.00413945j -0.00540178+0.00108532j 0.00160624+0.0130066j -0.011682-0.00700218j 0.00715995+0.012205j -0.00879421-0.00960363j -0.00150099-0.00194648j -0.00668856+0.0102276j -0.0153708-0.00111647j -0.0148001+0.00399913j 0.00651031+0.00633086j 0.000963109-0.00610475j 0.00295002-0.0035047j -0.000155365+0.00615059j -0.00496745-0.00510845j -0.00336467-0.00360929j -0.0143165+0.00325666j 0.000916107-0.00166329j 0.00477588-0.00399635j -0.00338503+0.0120861j 0.00465595-0.00778095j -0.00785033-0.0234216j -0.00799729+0.0066153j 0.00536536-0.0157179j -0.00298739-0.002436j -0.00914544-0.024849j 0.00161446-0.00173859j 0.000914818+0.000600704j -0.0102613+0.00169373j -0.00156346+0.00318376j 
-0.00168099+0.00221526j -0.00186818-0.0016335j -0.000406801+0.00464338j 0.00310515+0.00376036j -0.00187667-0.00594844j 0.00487398+0.000775343j -0.00376985-0.00391907j -0.00349308+0.00630568j 0.00314549-0.00596976j 0.00538321-0.00563831j -0.00477276+0.00383756j -0.000772048-0.00535388j -0.00977208+0.000730697j 0.0135113-0.00213438j 0.00544187-0.000941224j -0.0041344-0.0040794j 0.00396132-0.00199438j -0.00624339-0.00122329j 0.00765554-0.00661535j 0.000544109-0.00227755j 0.0187115+0.00454631j -0.00243414-0.0089339j 0.00475913+0.00712186j -0.00510443-0.0146261j -0.0107492+0.00498116j -0.00944092-0.000427846j 0.000869413-0.000885043j 0.00795453+0.00323924j 0.00196649+0.00883434j 0.00417291+0.00215422j -0.00489054+0.00997836j 0.00188683-0.0106317j -0.00626205+0.00685924j 0.0138983+0.00284513j 0.00261733-0.00807461j -0.0142131+0.0102783j -0.000567008+0.0137229j 0.00768159-0.00528435j 0.00867108-0.00156047j -0.0115593-0.00111526j 0.00324059-0.00555419j 0.0170917-0.0103479j 0.0025774-0.00106793j 0.00854461-0.00542509j -0.00627061-0.00606025j -0.00487441-0.000603106j 0.0103049-0.0173237j -0.00963632-0.010531j -0.00236347-0.0120283j 0.00223269+0.000720132j 0.002421-0.011715j -0.0095674-0.000972767j 0.00916961-0.00552555j -0.00109217-0.00741969j -0.000779243+0.00992446j -0.0111903-0.00298391j 0.00476336+0.0132786j 0.00354885-0.000363678j -0.00342843-0.00509135j 0.00672127-0.00138119j -0.00412691+0.00237332j -0.0115392+0.00819125j 0.00691398+0.0127025j -0.00966443+0.00259603j -0.00288455+0.00783366j -0.0113756+0.00402929j 0.00244131+0.00444466j -0.00489097+0.00285317j -0.000178587-0.00419045j -0.00569683-0.000847336j 
-0.000484274-0.000368427j -0.00267875-0.00135899j 0.00225448+0.00103516j -0.000456991-0.000412817j 2.9806e-05-0.00227806j 0.00109122+0.00413121j 0.00821325+0.00260506j 0.00322498-0.00182856j 0.000648817+0.000306178j -3.127e-05-0.00482072j -0.00241726-0.000340174j 0.00315079+0.0103807j 0.00717491-0.00246337j -0.00159377+0.000489621j 0.0033819+0.0040258j 0.00236681+0.00131897j -0.00494958+0.0044436j -0.00283364+0.0032507j -0.00775566+0.00279215j -0.000772383+0.00105664j -0.00136118+0.000151048j 0.000691551+0.00306088j 4.58132e-05-0.000151142j -0.000860127-0.000243879j -0.000710453+0.00298245j -0.00619181+0.00262585j 0.00204491+0.00410718j -0.000994658-0.00866967j 0.000681583+0.00380541j -0.00196427+0.00664835j 0.00459475-0.000598823j -0.0110753+0.00357227j 0.00621645-0.000940904j -0.00647162-0.0064122j -0.00703187-0.0003079j -0.00127865-0.000864178j 0.00163082-0.00822866j -0.000858756-0.000739765j 0.00350784+0.00235667j 0.00840652+0.00137817j -0.00141873-0.00106773j -0.00406941-0.000653022j -0.00274151+0.00525733j -0.00429573-0.00118016j 0.00179221+0.00913944j 0.00449568-0.00977158j -0.00078083+0.00222965j -0.000938844+0.00301133j -0.0132776+0.00933032j -0.00137213-0.00124114j -0.000640411+0.00658031j 0.00439555-0.00381972j 0.000690378-0.00139667j -0.00113189-0.00302575j -0.00478001+0.000422874j -0.00146309-0.00057519j -0.00894757-0.00622663j 0.00434151+0.00340687j 0.00340536-0.00577283j 0.00280053-0.00325541j -0.00377167-0.0102681j 0.000383316-0.00316985j -0.00518927-0.00217802j -0.00113594-0.0043485j -0.00641836+0.00134287j 0.000320745+0.00734051j -0.00571932-0.00141883j -0.000508681-0.00633659j 0.00259872+2.49751e-05j -0.00117108+0.000539359j 
-0.00361847-0.00352925j 0.00050741-0.00283863j 0.00329931-0.00411697j -0.00402688-0.0015261j -0.00834416+0.00127116j 0.00419846-0.00321932j 0.0127063-0.000655512j 0.00479203-0.0109436j -0.00741008-0.00560929j -0.00200643-0.0166397j -0.00678695+0.00405506j 0.0022073+0.0122683j 0.00645052-0.00199556j -0.0128591+0.00621978j -0.0106768+0.00129802j 0.00995333-0.00226723j -0.0120424-0.00506742j 0.00145973+0.00781777j 0.000306093-0.00554035j -0.005379-0.0132275j 0.00253489+0.00575599j -4.49575e-05-0.000409815j -0.00248558-0.00131689j -0.000972234+0.00454876j 0.000188249+0.00313748j -0.00181105-0.00123389j 0.00364639+0.0168768j 0.00248197-0.00785037j 0.000476634-0.00901112j -0.00418391+0.00828282j 0.0107272+0.000595928j -0.0126176+0.000481624j 0.00363934+0.003078j -0.00638063-0.00703747j -0.012753-0.00661441j 0.00882373-0.00521558j -0.00417334-0.0113869j -0.00329636+0.000168353j 0.00559542-0.0055564j 0.00619234+0.00187037j 0.00645752+0.00863728j -0.00319996+0.00217105j -0.0126728+0.00581169j -0.00103385-0.00228449j 0.00182173+0.0179081j 0.00700834-0.00656018j 0.00240488+0.00453948j -0.00440452-0.000375122j -0.0157869+0.0129122j -0.00983622-0.00235498j -0.00715945+0.000477487j 0.0101431-0.010453j 0.00145696+0.00449179j 0.0052317-0.00188674j -0.00171404+0.00163831j 0.0112675-0.0050578j -0.0164657-0.00792929j -0.00240292+0.00848026j 0.00133175-0.0107347j 0.00610403+0.000740302j -0.0039668-0.00544241j -0.0127802-0.000158321j -0.0125321-0.00174457j -0.00335009+0.00196777j -0.00575313+0.000669908j -0.00295634+0.0125392j -0.0136649-0.00316222j 0.00253509-0.0117415j 0.00122383-0.000644525j -0.000709805+0.00317089j 
0.000768419-0.00129702j 0.00136605-0.00029059j 0.00203699-0.00217365j -0.00439164-0.00336682j -0.00771016+0.00102054j 0.000949141-0.012685j -0.000899607+0.00113714j 8.6312e-05-0.00378753j -0.00162788-0.000300965j 0.00216005-0.00500699j -0.00971011+0.00317685j -0.00283967-0.0069892j -0.00815923-0.00311642j -0.004802+0.00388745j -0.00857234+0.00749414j -0.00422795+0.00828568j -0.00883787-0.00249095j -0.00848908+0.00038616j 0.00090023-0.00631126j -0.0095069-0.00472014j -0.00449077+0.00379039j -0.00517375-0.00310744j -0.00500276+6.44611e-05j 0.00204809+0.000329723j 0.00424919-0.000530106j 0.000892698-0.00507603j 0.00398371+0.00396546j -0.00205249+0.00177624j -0.00278374-0.00680451j -0.000955837-0.00230177j -0.00140028-0.00191794j 0.00628906-0.00192754j -0.000633876+0.00350162j 0.00615166-0.000118726j -0.000712447+0.00376073j 0.00516075-0.00585885j -0.00188102+0.00478445j 5.52645e-05-0.000359792j -0.00761772+0.00181498j -0.00261948+0.00554747j 0.0014967-0.00136567j -0.00320951+0.00221919j -0.0034695-0.000684581j -0.000696668-0.00699556j 0.0037586-0.00481392j 0.00298852+0.00875938j 0.00174128+0.00133265j -0.0051826+0.00398375j 0.00436984-0.00431451j -0.00105521-0.00127105j -0.000339178+0.00361429j 0.00247777-0.0066845j 0.00203599+0.00259444j 0.0013481-0.00719318j -0.00551573-0.0032962j 0.00581944-0.00227649j 0.00723193-0.00332112j -0.0076401-0.00138464j 0.00228749-0.00166797j -0.00284018-0.000279641j 0.00181345+0.00471197j -0.000851073-0.00153265j -0.000464831-0.00423661j 0.00167823+1.68736e-05j 0.00036335-0.0125755j -0.00987791-0.00230946j -0.00882549+0.00332882j -0.00205638-0.00920402j -0.00297812-0.000232699j -0.00142699+0.00248364j 
0.00103161-0.00141732j -0.0033154-0.00136686j 0.00326369-0.00678438j -0.0118435-0.00492408j -0.00225581-0.00370765j 0.00110374-0.00630647j 0.0100787+0.00132406j 0.000237063-0.00830165j -0.000799162+0.00969603j 0.00549923-0.00741975j -0.0173193+0.00154218j -0.00672381-0.0101534j -0.00968231-0.00360568j -0.00190702-0.00670173j 0.000993552+0.00957164j -0.0126617+0.00829995j -0.00501367+0.00614577j -0.00516557-0.000461527j -0.00260872+0.000345583j -0.0027801-0.00354879j -0.00924105+0.00584662j -0.00465251+0.00210323j 0.000673772-5.4581e-05j 0.00607421+0.00712028j 0.00679339-0.000525778j 0.0090665+0.000556508j 0.00378705-0.00550955j -0.00749595+0.00843538j -0.00884492-0.00543027j 0.000119609+0.00238869j -0.00701672+0.00267733j 0.00957247+0.000448937j 0.0028103-0.00842746j 0.00910437+0.0102311j 0.00628254+0.0126849j 0.0117703+0.00234336j 0.00312132+0.00448888j -0.0016872-0.000262977j -0.0048242+0.00945642j -0.00542826+0.00361127j -0.00368271-0.0176692j -0.0123166-0.00214502j 0.00297888-0.00962475j -0.00720734-0.00778018j 0.0088921-0.0157558j -0.00658088+0.00986264j -0.00408113+0.00549215j -0.00595433+0.0119703j 0.0197374-0.0077628j 0.00401442-0.0029659j 0.0132501+0.0107114j 0.000406032+0.000946574j 0.0019047+0.0077454j -0.0064417-0.000338273j -0.0061586-0.00579604j 0.00624572+0.000220624j 0.0169823-0.015287j -0.00783717+0.00439417j 0.0153602-0.00209597j -0.00055483+0.00219429j 0.00785668-0.000413609j 0.0048752-0.0028304j -0.00269122-0.017025j -0.0137044-0.00485707j -0.00232901-0.00817883j -0.00985064-0.00699005j -0.00985037+0.00686918j -0.00684476-0.0123067j -0.00230287-0.00179478j -0.00398081+0.00482338j 
0.00252613+0.00165715j 0.00246944+0.00320941j 0.000806762+0.00154395j 0.00316678-0.00381309j -0.00426268+0.00176632j 0.00206278-0.00954978j -0.00710544-0.00209245j -0.00246164-0.00225147j -0.00581194+0.00060032j -0.00650027+0.00364479j 0.00916353+0.00966259j -0.016656-0.00112066j -0.00428564+0.0132655j -0.00462048+0.00197995j -0.0142182-0.00677422j -0.00689773-0.0176276j 0.00226792-0.00717525j 0.0222368-0.0133988j 0.0100789-0.0165638j -0.00789986-0.0164738j 0.00770639+0.000711881j 0.00014026-0.00592802j 0.00744971-0.0049832j 0.010068+0.00983994j -0.00383516-0.00892951j 0.0162001-0.0030742j 0.00336855+0.00248159j 0.0117965+0.00484175j -0.011599-0.0163987j 0.0045545-0.00580424j 0.00594788+0.00143417j 0.00282506-0.0124896j -0.00324673-0.00383536j 0.00161233+0.00528161j -0.00344613-0.00499664j 0.0143571-0.00949276j -0.00541936+0.00732072j -0.00416825-0.000962856j -0.00323388-0.0157329j -0.00607314+0.00409865j 0.0129484+0.00106393j 0.0039778+0.00241791j -0.0075061-0.000231987j -0.000241346+0.00180248j 0.00300574+0.00521822j -0.00562122+0.010791j 0.0010965+0.000720516j -0.00215258-0.000600261j 0.0062985-0.0108935j -0.00810979+0.0091578j -0.0109746-0.00636917j -0.00633025+0.00228212j 0.00351677+0.00453043j 0.0119947+0.0150682j 0.00784525-0.00417234j 0.0127627-0.0118916j -0.00392824+0.00728162j -0.00633365+0.0138407j 0.000481891+0.00663481j 0.0142547+0.012775j 0.0194759+0.00618236j -0.0114685+0.0137681j -0.00635027+0.0108109j 0.0101252+0.0106551j 0.00618972-0.00197809j -0.0017502-0.00322607j -0.00253251+0.0014416j 0.00259152-0.00120201j -0.00345346-0.00122525j -0.000667565-0.000955808j 
0.00416411+0.00170167j 0.00239735+0.00256076j 0.00130521+0.00673592j 0.00583984-0.0015983j -0.00487237+0.00386536j -0.00572179-0.0126498j -0.0140383+0.00715047j -0.000327821+0.00721926j -0.00466625-0.00864612j 0.00376956-0.00300371j -0.00645233+0.00222464j -0.00113906-0.0139206j -0.0100435-0.000449772j 0.000599783+0.0206094j -0.00411688+0.013606j 0.0132924+0.0107657j -0.0132767+1.9368e-05j -0.0147226+0.0113103j 0.003112-0.0068517j -0.0146445+0.00819858j -0.00094987+0.00552912j -0.00100365-0.00284848j -0.0170073+0.00203574j -0.00713131-0.00135408j 0.0111607+0.00130947j -0.00697592-0.00370932j 0.00897879+0.00629141j -0.00483293+0.0029465j 0.0120415-0.00971274j -0.00531975-0.0127798j -0.00273166-0.0018207j 0.00824527-0.00436154j 0.00353227+0.014325j 0.000734347-0.00896519j -0.000997826+0.00568332j 0.00255072-0.00726429j -0.00425344+0.00938255j -4.61633e-05-0.00709264j -0.00884623+0.0071843j 0.0010825+0.00694148j 0.00582322+0.0140473j 0.00933738-0.00098519j -0.00519396+0.00268178j 5.98347e-05-0.00800038j 0.00253712-0.00385421j 0.00966738+0.00334026j 0.00205131-0.00106093j -0.00299759+0.000547077j -0.00536896+0.00164594j -0.000101238-0.00107777j -0.00329018-0.00558909j -0.00193933-0.0147567j 0.00105692+0.00142076j -0.00189112-0.0159073j -0.000558472+0.00308815j -0.000733988-0.0016668j 0.00296984+0.00400125j -0.0133177-0.0111164j -0.007013+0.00281299j -0.0207769+3.8038e-05j -0.00453356+0.0235004j -0.00787018-0.00981499j 0.00372068+0.00546447j 0.0170285+0.000627582j -0.00438095-0.0166968j -0.0106752+0.00517984j -0.00170075-0.000241623j 0.000981426-0.00214228j -0.00236651+0.000109896j -0.00162472-0.00138026j 
0.00114064+0.00185205j -0.00244951-0.000620213j -0.00200331+0.0043334j 0.0029988+0.00135443j 0.0106085-0.00151154j -0.00118893+0.0107478j 0.00412576-0.00186389j -0.0033951-0.00152086j -0.00845119+0.00137733j 0.00797392-0.00871285j -0.00222949-0.00526368j -0.00773805-0.00140361j 0.00941183+0.00794384j -0.000839725+0.00767826j 0.00393022+0.00519972j 0.00133322-0.00371696j -0.00181676-0.0027885j 0.00542946-0.00733911j 0.00262513+0.00151185j -0.00564116-0.000808161j 0.00285455+0.00266387j 0.00793417+0.00580606j -0.00606842-0.0107541j 0.00280312+0.00879777j 0.00120096+0.00960146j 0.0132475+0.00222632j 0.00521575-0.00337916j -0.00435575+0.00660683j 0.000605897-0.00378149j -0.00434653-0.00545733j 0.000980221+0.00694321j -0.00448131-0.0038113j 0.00154721-0.00378516j 0.00259653+0.00948749j 0.000156358+0.00831046j 0.0184028+0.0052454j -0.00436588+0.00259923j -0.00362856-0.00027342j 0.00235504+0.00372544j -0.00195688-0.000349494j 0.00365099-0.00449507j 0.00474392-0.0121034j -0.00245663-0.00961337j -0.00451522+0.00290979j 0.010035-0.000183297j -0.00760264+0.00311062j -0.0056673+0.00796406j -0.00364041+0.00222417j 0.00265419-0.000419707j 0.0041273+0.00675623j 0.0112837-0.00673938j 0.00229764+0.00793882j -0.00134405+0.00606647j 0.0127269+0.00304744j 0.00686229+0.00256094j -0.00228626-0.0122937j -0.00144934-0.00703079j 0.00485587+0.00483561j 0.0110801-0.00494224j -0.00570011-0.00648773j 0.00229113+0.00817337j -0.00527688+0.000812404j -0.000634387+0.0050732j 0.000216307+0.000970123j 0.000755219+0.00802697j 0.00238916+0.000656673j 0.00517106-0.00407807j 0.00330272+0.00227228j 6.22741e-05+0.000214922j -0.00138483+5.35442e-05j 
