-0.0653324-0.0482602j -0.00756049-0.0100454j 0.0729625+0.093605j 0.171549-0.0185757j -0.0610594-0.0452659j -0.0928895-0.057338j -0.00136905-0.226654j -0.0148969+0.0994691j 0.043094-0.0696996j 0.0234674-0.0256032j -0.0735148+0.0356798j -0.0014487+0.0365374j 0.0522251+0.0713492j -0.0239874-0.152796j -0.147998+0.179858j -0.050375+0.0109397j -0.0176436-0.00236343j -0.00984879-0.0882625j -0.0385228+0.0868857j -0.0195536-0.0450609j -0.0493015+0.0384463j 0.121958-0.00585369j -0.0607622+0.0164239j -0.0444846-0.00473933j -0.0367387-0.0475047j 0.0777654+0.0401793j -0.00817425-0.0659186j 0.0203719+0.00518912j -0.071144+0.0242408j 0.00929146+0.12119j 0.00292213+0.0165226j 0.013043-0.0529745j 0.0103169-0.0477444j -0.035897-0.00445144j -0.00752506-0.00758037j -0.0433468+0.0369331j -0.0563296-0.00978989j 0.00805699-0.0134416j -0.118183-0.0234557j 0.0061444+0.010815j -0.00626047+0.00723241j -0.0260527-0.0250971j 0.0415505-0.0247781j 0.00961603+0.0155454j -0.0256165-0.0196698j 0.00681575+0.00880233j 0.013175+0.00013802j 0.0021543-0.0419098j -0.00831161-0.0267474j -0.0347594+0.0366372j -0.00302659+0.00188659j -0.00914486-0.010777j -0.00778888+0.0208782j -0.0124585+0.0262707j -0.0185668+0.0310827j 0.0157836-0.013631j 0.030379+0.0155998j -0.0298212-0.0326807j 0.0352133+0.0191629j 0.0542239-0.0229612j -0.0199544-0.0255564j -0.0250735+0.00684555j -0.0154133+0.0500547j -0.0244036-0.0195047j -0.0617879-0.0159995j -0.0417494+0.00278415j -0.0106055+0.0294694j -0.0203815+0.052376j -0.0552856+0.0209722j -0.018195-0.0109805j 0.0125006-0.00141893j 0.0162303+0.00928828j -0.0507635-0.0329835j 0.0808837+0.0127552j -0.0403145+0.00847369j 0.0264517-0.0226071j -0.0502017-0.027404j -0.00865354+0.0380848j -0.0147123-0.0131691j -0.0189998+0.00411796j 0.0174072+0.0672278j -0.00698336-0.0683051j -0.00438968+0.0136441j -0.00412994-0.0253515j 0.0205417+0.0308113j -0.0302706-0.0451126j 0.0225602+0.0132895j 0.00571646+0.010792j 0.0519441+0.0625978j 0.0437278+0.0406245j -0.0564374+0.084554j 0.0348701+0.00572732j -0.00974692-0.019424j 0.119962+0.14184j -0.0486452+0.0656469j 0.180206+0.101665j -0.0254744+0.0540438j 
0.0256224+0.00387408j 0.0395763+0.0092605j -0.013879+0.0117049j -0.0018094+0.00519014j -0.00721211+0.011213j 0.00185028-0.0168043j 0.0209561-0.0152054j 0.000853851-0.00592874j 0.0231648-0.00706088j -0.0136912+0.000578004j -0.012951+0.00335448j -0.00111526-0.0202195j -0.0226638-0.0131951j 0.0257051-0.00516771j -0.0051397-0.00108844j -0.015366-0.0100868j -0.0164403+0.00326397j 0.0340625+0.0116826j 0.0325615-0.0574955j -0.0178354+0.0209889j -0.00964315+0.00745266j -0.0329716+0.0105845j 0.00836746-0.0139345j 0.0192723+0.0115267j 0.0147796+0.00671258j 0.0104018-0.0203038j 0.0134833+0.00722415j -0.0132918-0.0123918j 0.00362293-0.00504504j 0.027302-0.0144316j 0.0259745+0.003552j 0.0246931-0.0125042j -0.0148047-0.0176355j 0.00590843+0.0102397j 0.0249704-0.00375032j 0.00125212-0.00576508j -0.0275514-0.0188125j -0.0156519+0.0579872j 0.0503774-0.0112691j 0.0148302+0.0809367j 0.100888+0.000192766j -0.0104-0.0162517j -0.0150778+0.020633j 0.00087294-0.0341886j -0.013938+0.0411752j 0.0637575-0.00428281j -0.0239675+0.0509483j 0.0208614-0.00567588j -0.00596468+0.0746885j -0.0386624+0.00439663j -0.00956912+0.029713j -0.0583816-0.0118658j 0.0523558-0.0333494j 0.00018332+0.0264347j 0.0974945-0.0474665j -0.0212076+0.0391647j -0.0284044+0.0516755j -0.00252678+0.0380762j -0.0628186-0.0463551j -0.00721523-0.00509885j -0.0577392-0.00645706j 0.057384-0.0291571j -0.0150319-0.0314108j -0.0484517-0.0223337j -0.0442509+0.0490401j 0.039345-0.0343944j 0.104221+0.00970411j 0.0681044-0.0837278j 0.0775417-0.0239445j -0.103669-0.0272324j -0.00908378-0.0542496j 0.0269962-0.0739545j -0.0552205+0.0522889j 0.0194302-0.0661294j 0.0277931-0.0479982j -0.0478019-0.0458623j 0.0203202+0.0708045j 0.0514897-0.0685726j -0.0374112-0.102733j 0.0612698+0.118086j 0.0624376-0.007873j -0.00816994-0.0141146j 0.00835144-0.104325j -0.028141-0.0205063j 0.0852169+0.00485604j 0.0491559+0.0356821j -0.0137757+0.0606546j 0.0664841+0.0525028j -0.0505697+0.0845356j 0.0962291+0.0909659j 0.000933671-0.0387471j 0.00251562+0.0477216j 0.0709129-0.0196646j -0.0623889+0.0285716j -0.0673447-0.0992929j -0.00530996+0.0382263j -0.094102+0.000200973j 
-0.0570406+0.00770716j 0.0198275+0.00972725j 0.00547955-0.00339459j 0.0263351-0.044655j -0.00309225-0.0111152j -0.017203+0.000416134j -0.0200753+0.00967731j -0.00199551+0.010191j -0.00021281+0.00910531j -0.00191827-0.00621564j -0.0172684-0.0215012j 0.00481265-0.0109769j 0.00688226+0.0110906j 0.0156083+0.00939084j 0.00185628-0.0139816j -0.0289379+0.0102948j 0.034394+0.0101078j 0.0369749-0.0838714j -0.0383119-0.00913012j 0.00735959+0.0160437j -0.0426017+0.017688j 0.0279585-0.00731049j -0.036288+0.0109391j -0.0143168+0.00543053j -0.0176665+0.0167793j 0.0142457+0.0136902j 0.00592586-0.0164801j 0.00959279-0.0346919j -0.012915-0.00911337j 0.0420387+0.00841724j -0.0101498+0.0126599j 0.0244182+0.0201122j 0.0233715-0.00421833j -0.036778-0.00966113j 0.00832962-0.0224231j -0.0245647+0.0274542j -0.0503117+0.0411955j 0.0724514+0.0431036j 0.0138905-0.0362889j 0.0933334-0.0128971j -0.0287555-0.0934264j -0.0102963-0.0429601j 0.0361603+0.0264096j -0.00891385+0.00521565j 0.0671724-0.0305561j 0.00820475-0.0662157j -0.0317482-0.0199269j 0.0426253-0.0487813j 0.0415209-0.00593312j -0.0267264+0.0452597j 0.0223553+0.00873294j -0.00429946+0.0188844j 0.0193827+0.0255364j -0.0122599+0.0104725j -0.101229-0.00342701j -0.00119564+0.0208673j -0.0215992+0.0140862j -0.0865954+0.0658432j 0.0274074-0.00972763j 0.022685+0.00227561j -0.0171802+0.01715j 0.0151793-0.0231548j -0.0165869+0.00547144j -0.0523175+0.104099j -0.0702029-0.0348584j -0.0167358+0.0262583j -0.0298357+0.058723j -0.0205643+0.0277423j -0.0863975+0.0903044j -0.0152178-0.0067125j 0.0203748-0.0206306j 0.0560133+0.00785769j -0.0898555-0.043119j 0.107365+0.0183839j -0.0396916+0.0293723j 0.0850433+0.089595j -0.158297+0.037401j 0.0317558-0.000935173j 0.0115563-0.0597915j -0.0398448+0.0354243j 0.0559773+0.0603429j -0.0502298-0.0772928j 0.00919704-0.013957j -0.00193509-0.0145379j 0.00643526+0.0569125j 0.0330416-0.0851348j 0.0253027+0.0315942j 0.0446825-0.0482837j 0.0711916+0.141917j 0.0614851-0.0305342j -0.0586786+0.0297456j 0.0289707-0.0025514j -0.0135731-0.0163563j 0.0926097+0.132926j -0.0810947+0.0399954j 0.118134-0.00994001j -0.00449521+0.0621258j 
0.035182-0.0266068j 0.00618732-0.00683418j -0.00717553-0.00640098j -0.0158332+0.0209245j 0.00426576-0.00507003j -0.00202471+0.014813j 0.00322-0.000542337j -0.0015536+0.00554235j 0.00440555-0.00480978j -0.00877718-0.00132031j 2.78878e-05+0.0041167j 0.00386399-0.00019579j -0.00625325+0.0098253j -0.022033+0.0160464j 0.0189422-0.00374416j -0.0108442-0.00153592j -0.0216771+0.0110494j 0.00828265+0.0376748j 0.0240616-0.00895439j 0.0042456-0.00571026j 0.0284502+0.0173751j 0.0161545-0.00399307j -0.0138331-0.0111361j 0.000839711-0.00242604j 0.0198644+0.0023876j -0.0142471+0.00173349j -0.0286522+0.0114881j 0.00493526+0.0119572j -0.000438079-0.00934766j -0.0111927-0.0106458j -0.000518543-0.0158322j 0.00351892-0.0252016j 0.0108208+0.0135606j -0.0227478-0.0362916j -0.00615168-0.0129394j 0.0043824+0.0287632j -0.0669567-0.00657804j -0.0245974+0.0319074j 0.0171446+0.023514j -0.0328479+0.0416751j 0.0456742+0.00503718j -0.0715118+0.0304918j -0.0101476-0.0896412j -0.00161515+0.0180437j -0.0645765-0.0684111j -0.0798624+0.0326371j -0.0260216+0.0642377j 0.0482789+0.0200851j 0.0140872+0.015502j -0.0244888-0.0120513j -0.010689+0.0499413j -0.000194803-0.0269608j 0.0153624-0.0608571j -0.048538-0.0831862j -0.00723901+0.00762811j 0.0298735+0.045868j 0.0140868+0.0244552j 0.0106058+0.0247777j -0.0195854-0.0549847j 0.0557589+0.0540139j 0.0463016+0.0174659j -0.0405699-0.093612j -0.0297663-0.0548671j -0.032729-0.0535098j -0.0561655-0.0390391j -0.0327966+0.00379038j 0.0406156+0.0172482j -0.0426494-0.0361049j -0.0202724-0.00872547j 0.000985816-0.00174946j -0.0531199-0.0347764j -0.0265181+0.0200087j 0.033443+0.0249025j 0.00535399+0.0643235j -0.0306205-0.0338167j 0.0383767+0.0898898j 0.00842677+0.0163004j 0.0626218-0.0397715j -0.0596635+0.0495289j 0.0430967-0.00676958j 0.042288+0.00489673j 0.00552171+0.00571407j 0.0220632-0.0870089j 0.0129745+0.00768788j -0.0705484+0.0129303j 0.044967-0.0154988j 0.0309802-0.0462043j -0.0472479+0.00786715j -0.0901937+0.118587j 0.174166-0.0231804j 0.0947969+0.0483763j -0.0377151+0.00123279j 0.0030435+0.0547978j 0.00505686-0.10844j 0.0240874+0.0431564j 0.0301479-0.0155618j 0.0350241+0.0624767j 
0.00591141+0.00807306j -0.0283283+0.00613078j 0.00263878-0.0100341j -0.0234135+0.0122605j 0.00319919-0.00390682j -0.00338782+0.0104764j -0.00420493+0.00863615j 0.0142285-0.000618202j 0.00333224+0.000503548j -0.0124847-0.00197623j -0.0116665+0.0102164j -0.018805-0.00278855j -0.00414641+0.00108144j 0.012938+0.00206086j -0.00292254-0.00630394j 0.0361323-0.0145337j 0.0116051-0.0298143j -0.0223509+0.0057732j -0.00662199+0.0217921j 0.0146694+0.000301883j 0.00121887-0.0182713j -0.00308146+0.00784208j 0.00978008+0.0259406j -0.0106373-0.0105643j -0.00918892-0.0163716j -0.0159257-0.00283753j 0.0130651+0.00941126j -0.0141652-0.00369598j 0.00676429-0.0190739j -0.0073058-0.0184782j 0.00704022-0.0117101j -0.0173001+0.0021739j 0.0163154+0.0168365j 0.00252031+0.00035068j -0.0253872+0.032083j 0.0345056-0.000336574j 0.0429501+0.0179954j 0.014594-0.0243128j -0.0308702+0.026024j -0.0401099-0.0135892j -0.00622874+0.0363905j 0.0143947-0.0255943j 0.0131458+0.0220169j 0.0205115-0.00502671j 0.0143378+0.00782054j 0.00726788+0.00857318j -0.0143395-0.0227037j -0.0386485+0.0364454j -0.000190038+0.00219547j 0.00677409+0.0091243j -0.0510695-0.0248795j 0.00188986-0.00729153j 0.0145037-0.0301817j 0.00180692+0.0685452j 0.028868-0.00851852j -0.0123274+0.00278477j 0.0124323-0.00357894j -0.0284128-0.0800862j -0.0736098+0.0195433j -0.057616-0.0321547j -0.0125044-0.0453052j -0.00647643+0.0154847j -0.0155111-0.029823j -0.00805557-0.0226486j 0.0335313+0.0355194j 0.0138284-0.0225442j 0.0084669-0.0886854j 0.0153244-0.0200543j 0.00466989-0.0480245j -0.0303669-0.0566122j 0.0149605-0.0114251j -0.032804-0.0266956j 0.0397912+0.0228194j 0.0380723-0.00920389j -0.0309846-0.0217835j -0.0443071+0.0208432j -0.0211375-0.00415989j 0.00954944+0.00549917j 0.0607309-0.0418599j 0.0398381-0.0329353j 0.0597119-0.00197063j 0.0504324-0.0427298j -0.0537116-0.0530461j -0.0314401-0.00479511j -0.053024+0.0157445j -0.0266469+0.00102856j -0.00295851-0.021224j 0.0102975-0.00338071j -0.0490012-0.0503764j -0.0267581+0.00283894j -0.0249285+0.00459414j 0.0168629+0.0355876j 0.0367234-0.010641j 0.0383361+0.00265285j 0.0253342+0.0366944j -0.0182233-0.024305j 0.0222022-0.00974988j 
0.0116123-0.000184714j 0.0475086-0.0180921j -0.0174583+0.0370855j 0.0224878+0.0249099j -0.00578286+0.00541074j 0.0147887-0.0181804j 0.0168681-0.0260916j 0.00700504-0.00269436j 0.00461152-0.00172113j 0.000285621-0.0124776j -0.0159619+0.000141148j 0.0121082-0.0182047j 0.00567151-0.00929196j 0.000536031-0.0170363j -0.000852392+0.0139817j -0.0265667-0.0141413j -0.0188596+0.0172954j 0.040748+0.0010224j 0.0144325-0.047759j -0.0180915-0.0053101j -0.00262092+0.0179787j -0.00470846+0.0130769j -0.00725506-0.0295938j 0.00547173+0.00636782j -0.0201032+0.0272003j 0.0410788-0.0181943j -0.00651276-0.0318278j 0.00379468-0.00319123j 0.0157266+0.0251057j 0.011833-0.00698245j 0.0348274-0.0125561j 0.00642072-0.00328761j -0.0275932+0.0106735j 0.0301994-0.00600883j -0.00345501+0.0154034j 0.000767837+0.00963287j -0.0311974-0.00627558j -0.0270284+0.0232083j -0.0123097+0.0266347j 0.0333601+0.0321917j 0.0454875-0.0143635j 0.0189999+0.0121231j -0.0197428+0.0258489j -0.0111844-0.0376997j -0.00353963+0.0258917j 0.033929+0.0108353j 0.0116759+0.00606352j 0.0113563-0.0359272j 0.00486819+0.0121884j 0.00396571-0.00174008j 0.0275159+0.00624739j 0.0124033+0.0204136j 0.018531+0.00252061j 0.00672611-0.00976802j -0.0228477-0.00116626j 0.000880102+0.00923717j -0.0226773+0.0195922j -0.0159431+0.0873582j 0.0209934-0.024501j 0.0355586+0.011785j 0.0346504+0.0167215j -0.00825617-0.0177871j 0.0284756+0.0129682j 0.0201569+0.0203803j -0.0130659-0.00118974j 0.0287524+0.039994j 0.0235447+0.0341616j 0.0335003-0.0160943j 0.0125423-0.00691682j -0.011134+0.00287918j 0.0106656-0.0142409j 0.010606-0.0101893j -0.0441185+0.0650108j 0.00234076+0.0264709j -0.0431272+0.00337546j 0.0180199+0.000782916j 0.00961768+0.0200742j 0.013971-0.0179385j -0.0584016-0.0155217j 0.0041093-0.000739163j 0.0300458+0.0316677j -0.0247125-0.00204249j -0.00515043-0.00799691j 0.0240168+0.0176519j 0.0128131-0.0124003j 0.0338676-0.006131j -0.0154066+0.0261832j 0.0383972+0.0128471j 0.0366087+0.00968275j 0.0446447-0.0188371j -0.00488931-0.0419852j 0.0193529+0.0220854j 0.00566013-0.0081173j -0.035098-0.013805j -0.0157283-0.0473782j -0.00630532+4.89548e-06j -0.0206288-0.011412j 
-0.0234256+0.018827j -0.0162803+0.0179318j 0.0117764+0.0231972j 0.010764-0.0190953j -0.00998392-0.00868277j -0.00279488+0.0123341j 0.0098829-0.00368585j 0.00920991+0.0216905j 0.00657251+0.00175486j 7.15792e-05+0.00709596j -0.00897402-0.0228692j -0.00781626-0.0121525j 0.0170359+0.0140744j 0.00634128-0.00132059j 0.00113991+0.00391132j 0.0157064-0.00193079j 0.01055+0.00940986j -0.000913775-0.0281455j -0.0340405+0.0220554j 0.0148548+0.00931551j -0.0211446-0.00269479j 0.0208654-0.00255188j 0.000543749+0.0152896j -0.00933923+0.00283902j 0.00109825-0.00959083j -0.00242193+0.00748362j 0.0193411-0.00169976j -0.000503082+0.00299131j -0.0137565-0.0244315j 0.0127732+0.0158957j 0.000720725+0.00989099j -0.00773992-0.0226937j -0.00108743-0.0250807j -0.021152-0.0165623j -0.00165575-0.00124767j -0.000128098-0.00118348j -0.00579664-0.00127869j 0.0208099+0.00966349j -0.00383895-0.024211j 0.000161265-0.0126684j -0.0125545-0.0166808j -0.0211078-0.03275j 0.0373837-0.00403144j 0.000282855+0.00876421j 0.0138754-0.0206347j -0.010553-0.01878j -0.0264292+0.0156358j 0.0223456+0.0342324j 0.00457475+0.00244187j -0.0145174+0.0106571j -0.0207887-0.00808632j -0.0194997-0.0158762j 0.0111491+0.00025946j -0.0157859+0.0168827j 0.0102572-0.0166189j 0.000170646+0.000754927j 0.022919-0.0160858j -0.00811316-0.0431768j -0.0251015-0.0119296j -0.0404716-0.0132312j -0.0316297+0.00546054j -0.0116035+0.0154814j 0.0181954+0.0119512j -0.00911081+0.00232153j 0.00181673+0.00745271j -0.0208996-0.0236248j -0.00990869+0.011785j -0.00135177+0.00822612j -0.0207049+0.0160018j 0.0124158-0.014098j -0.0163016+0.0379966j 0.0225192-0.00564663j -0.00949308-0.0234508j 0.0186124-0.0278501j 0.0184691+0.0114506j -0.0153637+0.0152926j -0.0181101+0.0132626j -0.0109014+0.0233108j 0.0265521-0.0139583j 0.012606+0.0146302j 0.00567841+0.00625882j -0.00707469-0.00939417j 0.0039455-0.0138982j -0.00250888-0.0201643j 0.0185174+0.0187879j -0.0406838-0.00458629j 0.0237859+0.00786721j -0.0151412-0.00695845j -0.0167334+0.00904082j 0.0201394+0.0343697j 0.0043891+0.0356642j 0.00780859+0.00537925j -0.0118411-0.0116448j 0.0303947+0.0524883j -0.00945979+0.023407j 0.0282916+0.014447j -0.00385244+0.0114082j 
-0.00498015+0.00138696j -0.00532057-0.00664186j -0.0129941+0.00602944j -0.0109736+0.0163577j 0.00176677-0.00502716j 0.00336626+0.0120687j -0.00080143-0.0025347j 0.00853664+0.0110691j 0.00203841-0.00220103j -0.00589029-0.00615524j -0.00724161-0.0233503j -0.0141356-0.00116021j 0.00339241-0.0229191j -0.0211133-0.0223146j -0.0113557-0.0140122j 0.00833886-0.00819321j 0.0141557-0.00760465j 0.00425832-0.00118703j 0.0107213+0.00901044j -0.0131468-0.00889769j -0.01176-0.00219894j -0.0111659-0.00910677j 0.00820392+0.00323137j 0.0134538+0.00100463j 0.0218243-0.009337j -0.0146816-0.00740583j -0.00994161+0.00967328j 0.010816-0.00874586j -0.00923169+0.00399794j -0.00834166+0.0103591j -0.00877787+0.0172537j -0.0130571-0.000384428j 0.00604155-0.0063143j -0.0173796-0.00317579j 0.0196234+0.00637888j -0.0238433-0.00790722j -0.00261748-0.0121216j 0.00417325-0.00833056j 0.0117811-0.0232654j -0.0172676-0.00111358j -0.0147036+0.000607614j 0.000196286+0.00343034j 0.00201125-0.0146186j 0.00493034+0.0217415j -0.00907467-0.0108274j -0.00978096+0.0102289j 0.00331843+0.0107858j 0.0070184+0.000568256j -0.0105169-0.0117665j -0.00744768+0.00106478j 0.00587844+0.014953j -0.0108869-0.0153702j -0.013383+0.0088181j 0.00239621-0.0230255j 0.0128009+0.0136748j 0.00584922-0.00675554j 0.00439263+0.000595295j 0.0256181-0.0184143j 0.00829532+0.00412014j 0.00542239+0.00568473j -0.01356+0.00953232j 0.0173417+0.00440065j -0.01395-0.00986725j -0.00636689-0.00409241j -0.00104846-0.00549878j -0.0109139-0.0152588j -0.00979038+0.0103591j -0.0173568-0.00151906j 0.00688645+0.0230457j 0.00557116+0.0215348j -0.00705484+0.0185645j -0.0131305+0.00505979j 0.0234868-0.0281623j -0.0128817-0.0178496j 0.0378508+0.0100585j -0.00564532-0.0135364j 0.0155326-0.00684327j -0.0125997+0.0136799j 0.00753508+0.0257905j -0.00313293+0.0127777j -0.0329789-0.018271j -0.0123148+0.0321307j 0.0068288+0.0178119j -0.00770706-0.007377j 0.0326583-0.0155436j -0.00756586+0.00928203j 0.0142267+0.000858021j -0.0302036+0.00295736j -0.00934302+0.00802804j 0.00139282+0.0151559j 0.00761847+0.00133124j -0.00644718-0.00224533j 0.00817804+0.0229722j -0.00884698+0.00198679j -0.0115947-0.0110663j -0.00222816+0.00834006j -0.0123243-0.0134808j 
0.00214985+0.00131985j -0.0248901+0.0138764j 0.00526137+0.00217952j -0.00908838-0.00109929j -0.00256923-0.00706796j 0.00640753+0.0219288j 0.00296718+0.0097898j -0.00267982+0.0126971j -0.00795465-0.00389226j -0.0027171+0.0027419j 0.000408025+0.00113907j -0.00244585-0.00638858j 0.00892483+0.0107941j 1.1395e-05+0.00182401j 0.000771716+0.00195533j 0.0252249+2.0703e-05j -0.00347233-0.00407865j -0.0141807+0.0166901j -0.000928007+0.0369287j -0.00506468-0.00876141j 0.0114151-0.00588486j -0.00499218-0.012022j -0.0173445+0.0075637j -0.00121812+0.00153654j -0.0019315-0.0265109j -0.0134751-0.0124362j -0.0157737+0.016922j 0.0115708+0.00800268j -0.0264917+0.0106487j -0.0240456-0.000462384j -0.025887-0.0126782j 0.0254199+0.00714995j 0.00763345-0.00174775j -0.0015451-0.00270786j -0.00676589-0.00935055j 0.00757715+0.00301498j 0.0163611+0.00348621j 0.00414011-0.0261302j -0.0140428+0.00252276j -0.0366683-0.0105627j -0.0122223+0.0268231j -0.00423607+0.0112856j -0.00882354-0.0386057j -0.00037934+0.0162738j -0.0122474+0.00439917j -0.00621146+0.0217964j 0.0139777-0.0239479j -0.0377342-0.0351927j 0.0011284-0.0128151j -0.00112569+0.00410693j -0.0119372+0.0258624j 0.0111903-0.00919196j -0.0239021-0.00481525j 0.0242396+0.0027879j 0.00504936+0.0215848j -0.00632854-0.00132282j -0.0172609+0.0328035j 0.000446862-0.0405316j 0.00924598+0.0256898j 0.0450286+0.00442558j -0.0014123-0.0497594j 0.0298713+0.00311199j -0.0880229-0.0545267j -0.0244867-0.0259586j -0.00305623-0.00323113j 0.0160797+0.0219327j -0.0210727-0.0591299j -0.0241954-0.01351j -0.00203193-0.00683742j -0.0250221+0.0110246j 0.0258247-0.0497495j -0.0514517-0.000216977j 0.0337393-0.0187347j -0.00156845+0.0367266j 0.00313867-0.0272261j 0.000629085-0.0390636j -0.00705565-0.0283657j -0.023046-0.0347214j 0.0446386+0.0529039j -0.00306387+0.0044215j -0.0141494-0.0395266j 0.00978726-0.011445j -0.0128715-0.0295144j -0.024451-0.00121435j -0.027345+0.00534344j 0.0218099-0.00409828j -0.0164852-0.0197261j -0.00500327-0.00927544j 0.00781566+0.0234966j -0.0327513-0.0228988j 0.00204065+0.00897763j 0.00918983+0.0093482j 0.00927276+0.00077572j 0.0299483-0.0392867j 0.0126252+0.026887j -0.000270601-0.00217252j 0.0204423-0.00295525j 
-0.0176157+0.0146547j -0.0110628+0.00851318j 0.0133402-0.0102966j 0.00960557-0.0193393j 0.00250319-0.00353587j -0.00769609-0.00341022j -0.0137449+0.000592388j 0.00690143-0.00216703j -0.00447796+0.00950468j 0.010048-0.00641841j 0.00112193-0.00128326j -0.000916353-0.00374493j 0.00672897+0.00301825j 0.0031594+0.00474299j -0.00473824+0.00147825j 0.00580295-0.00364123j 0.0204202-0.00542467j -0.010511-0.0285464j -0.0293743+0.0222603j 0.0117385-0.0149382j 0.00466402+0.0167956j 0.0357968-0.0113167j 0.00323881+0.0188702j -0.0103168+0.00247939j -0.0214355+0.00796989j -0.0288642+0.0150777j -0.014638-0.00192433j -0.0168376-0.0216112j -0.0129135+0.0117798j -0.0029809+0.0319937j 0.0160052-0.00199945j 0.0138359+0.0026925j 0.0112126-0.029657j 0.00410604-0.0249803j 0.00428926-0.0134667j 0.0257753+0.00183323j 0.0344658+0.0204741j 0.0029834-0.00192222j -0.0260145+0.00207829j 0.0151524-0.0295714j -0.0339973-0.00515387j -0.0347133-0.0293625j 0.0277237-0.0389323j -0.0149319-0.0287699j -0.0221916-0.0480832j -0.0274994-0.0270468j -0.0239928+0.0354795j 0.0961167-0.0178119j 0.0151539-0.0294251j -0.0189992+0.0557569j -0.028273+0.0773922j -0.010456-0.0207667j 0.019328+0.0440541j 0.0101828-0.0013444j 0.013452-0.0399693j -0.00074597+0.0324927j 0.00386527-0.0114561j 0.0282355-0.0222866j 0.00459936-0.00775645j 0.0107368-0.021805j -0.00397718-0.0233758j -0.024951+0.0253515j -0.048909+0.0411585j -0.00891013+0.0291997j 0.00271029+0.00525632j 0.0436095-0.0273788j -0.0436931-0.0366828j -0.0155083+0.04086j -0.0192661-0.0311788j -0.00500418-0.0339549j 0.0295791+0.0464225j -0.034981+0.0106754j -0.0147794-0.0596954j -0.0274471+0.00559029j -0.0215841+0.0238839j 0.00523564-0.0440119j -0.0156152-0.0104557j -0.0762453+0.0497489j 0.0863885+0.0419537j -0.00306988+0.0285458j -0.0200003-0.0377036j 0.00860692+0.0290689j -0.0203187-0.0297874j -0.00714563-0.0132265j 0.0489582-0.00231818j -0.024489+0.0217803j 0.042338-0.0213445j 0.0117164+0.0349718j -0.000821842+0.0911658j 0.0526733+0.0276726j 0.0557553+0.0321433j 0.00676808-0.0148499j -0.00500818-0.00556579j 0.0529404+0.0106318j -0.0253134+0.0539073j 0.00258211-0.0163652j 0.0153455-0.0051732j 
0.00119975+0.00441417j -0.0114867+0.0175932j 0.00561716-0.0135592j -0.000828642+0.00474403j 0.000347433-0.000297883j 0.000812634-0.0100164j 0.00349643-0.000916539j -0.00295291-0.00196078j -0.0198828-0.00510894j 0.00203562+0.00827294j 0.00373089+0.000328835j 0.0101777-0.00589728j -0.00879433-0.00918043j 0.00348313-0.00611086j -0.0187764+0.00502643j 0.00158221-0.0258723j -0.00109328+0.0056296j -0.0114862+0.025242j 0.00260002+0.0178683j -0.00181142-0.0093153j -0.00288934-0.00095971j 0.0139402+0.0136689j 0.0158301-0.00805694j -0.0205443+0.00103464j -0.0133099-0.0326448j 0.00314888-0.0413109j 0.0218469-0.00556118j 0.00170521+0.0191385j -0.0195775-0.00873512j 0.0105332-0.013224j 0.0123271-0.00941821j -0.002163-0.000586443j 0.0167127+0.00758792j -0.0183993+0.00106637j 0.0264491+0.00334326j -0.0143371+0.00454129j 0.00824749-0.0281839j -0.0330033+0.0166883j -0.0088628-0.0133419j -0.0260108+0.00155043j -0.00243795+0.0223922j -0.0318522-0.0320408j 0.0213087-0.0484894j -0.0107201+0.0115284j 0.0130121-0.00791625j -0.0130814-0.0114415j -0.0447927+0.0121846j 0.0152927+0.0155163j -0.00119671+0.00139399j -0.0269588-0.0173467j -0.00141664-0.0347782j 0.0249562-0.0245931j -0.012068+0.002363j -0.0529047-0.0402943j 0.00240249+0.010231j -0.0193866-0.0442386j 0.029415+0.0220208j 0.0112138+0.00394801j -0.0208548+0.0117947j 0.0333207+0.0100136j -0.021328-0.0125471j -0.0224286+0.00089631j 0.011202-0.0230127j 0.0197783+0.0164959j 0.0275048+0.00107522j -0.00455306+0.0393387j 0.00297368-0.0284947j -0.0225259-0.0470998j 0.0176587-0.0130163j -0.00677383+0.02014j -0.0149033+0.0395692j 0.0223448-0.0540377j 0.0146991-0.0151196j 0.00638136+0.0275815j 0.00107797-0.0071835j -0.00497264+0.0186259j -0.0328244-0.015482j 0.0180093-0.0629364j -0.00140284+0.065068j 0.00538339+0.035959j 0.00634385+0.00179589j -0.000769184-0.006157j 0.00783875-0.0140869j 0.06499+0.00374993j 0.00206662+0.0165942j 0.00568445+0.00852917j 0.0285852+0.00380787j -0.0101236+0.0240083j -0.0138064+0.0315257j 0.0139816-0.0241647j 0.0232235+0.00542885j -0.0191828-0.00304116j -0.0120356+0.0120188j 0.0173147-0.0102085j 0.0292299-0.000982909j 0.00336762+0.0101459j -0.0144578-0.000347095j 
