-0.0653324-0.0482602j -0.00756049-0.0100454j 0.0729625+0.093605j 0.171549-0.0185757j -0.0610594-0.0452659j -0.0928895-0.057338j -0.00136905-0.226654j -0.0148969+0.0994691j 0.043094-0.0696996j 0.0234674-0.0256032j -0.0735148+0.0356798j -0.0014487+0.0365374j 0.0522251+0.0713492j -0.0239874-0.152796j -0.147998+0.179858j -0.050375+0.0109397j -0.0176436-0.00236343j -0.00984879-0.0882625j -0.0385228+0.0868857j -0.0195536-0.0450609j -0.0493015+0.0384463j 0.121958-0.00585369j -0.0607622+0.0164239j -0.0444846-0.00473933j -0.0367387-0.0475047j 0.0777654+0.0401793j -0.00817425-0.0659186j 0.0203719+0.00518912j -0.071144+0.0242408j 0.00929146+0.12119j 0.00292213+0.0165226j 0.013043-0.0529745j 0.0103169-0.0477444j -0.035897-0.00445144j -0.00752506-0.00758037j -0.0433468+0.0369331j -0.0563296-0.00978989j 0.00805699-0.0134416j -0.118183-0.0234557j 0.0061444+0.010815j -0.00626047+0.00723241j -0.0260527-0.0250971j 0.0415505-0.0247781j 0.00961603+0.0155454j -0.0256165-0.0196698j 0.00681575+0.00880233j 0.013175+0.00013802j 0.0021543-0.0419098j -0.00831161-0.0267474j -0.0347594+0.0366372j -0.00302659+0.00188659j -0.00914486-0.010777j -0.00778888+0.0208782j -0.0124585+0.0262707j -0.0185668+0.0310827j 0.0157836-0.013631j 0.030379+0.0155998j -0.0298212-0.0326807j 0.0352133+0.0191629j 0.0542239-0.0229612j -0.0199544-0.0255564j -0.0250735+0.00684555j -0.0154133+0.0500547j -0.0244036-0.0195047j -0.0617879-0.0159995j -0.0417494+0.00278415j -0.0106055+0.0294694j -0.0203815+0.052376j -0.0552856+0.0209722j -0.018195-0.0109805j 0.0125006-0.00141893j 0.0162303+0.00928828j -0.0507635-0.0329835j 0.0808837+0.0127552j -0.0403145+0.00847369j 0.0264517-0.0226071j -0.0502017-0.027404j -0.00865354+0.0380848j -0.0147123-0.0131691j -0.0189998+0.00411796j 0.0174072+0.0672278j -0.00698336-0.0683051j -0.00438968+0.0136441j -0.00412994-0.0253515j 0.0205417+0.0308113j -0.0302706-0.0451126j 0.0225602+0.0132895j 0.00571646+0.010792j 0.0519441+0.0625978j 0.0437278+0.0406245j -0.0564374+0.084554j 0.0348701+0.00572732j -0.00974692-0.019424j 0.119962+0.14184j -0.0486452+0.0656469j 0.180206+0.101665j -0.0254744+0.0540438j 
-0.014611+0.0406066j -0.0610124-0.0184738j 0.0185544-0.000796855j -0.00706811-0.00361262j 0.026455-0.0227319j -0.00262537+0.0314395j -0.0327134+0.012333j 0.0260311-0.029332j 0.0120891+0.0157262j -0.0186153-0.0358117j 0.0492021+0.0249137j 0.0497728-0.0413674j 0.0224779-0.0306015j -0.036019-0.0368753j -0.00851816-0.0250882j 0.0263205+0.0847587j 0.0934422-0.0153688j -0.107761-0.0982085j -0.106378+0.0807204j 0.102152-0.0374729j 0.150801-0.00185849j -0.0309163-0.100717j 0.0276334+0.177828j -0.0503062+0.0436201j -0.0753254+0.0394255j -0.0175725+0.138598j -0.00287888+0.12428j -0.138161+0.0188506j -0.0751863-0.0787259j -0.147557-0.0343794j -0.049307-0.169887j 0.083953+0.121427j -0.159262-0.0219899j -0.0191575+0.0287201j -0.069447-0.0621066j 0.128924-0.0127037j -0.0544238+0.0776219j -0.0161855+0.115952j 0.0675422+0.171234j 0.0538383+0.0488907j 0.0481778-0.0384075j -0.0636474-0.0171059j -0.103332-0.0875602j -0.00230504+0.0219909j -0.0111244+0.0958565j 0.0495927-0.010374j -0.0309499-0.0206394j -0.0253031+0.0859885j 0.0254517+0.0354625j -0.0662311-0.0423735j 0.00476071+0.0226211j -0.0252105+0.00638115j 0.0158551-0.00257124j 0.0984114-0.0374125j 0.0380589-0.029071j -0.0125144+0.0129195j 0.0187512-0.0234854j -0.0289405+0.014055j 0.0708616-0.0279013j -0.0067471+0.00424691j -0.0209894+0.0348428j 0.0353845-0.0215515j 0.0346048+0.0249415j -0.0281525-0.00755089j 0.0171288-0.0150647j 0.0033365-0.0117813j -0.0256109+0.00914472j 0.0348698+0.0054726j 0.00522452+0.00157675j 0.00873756+0.00278484j 0.0101221-0.02946j -0.000707695+0.00884958j 0.0325881-0.0126116j -0.0246186+0.00615474j -0.0176798-0.00587267j -0.0106488+0.00286249j -0.043327+0.000702267j -0.0214546+0.0365676j 0.0368624-0.00195627j -0.0368495-0.0145283j 0.00226548-0.035494j -0.0446356-0.0166772j 0.00286638+0.0263292j -0.0253609+0.00471245j -0.0234318+0.0166752j 0.0104266+0.0283327j -0.0143288-0.0607548j -0.0540836-0.0177909j -0.0142438-0.0431985j -0.0273588+0.0333721j -0.00200147+0.0211496j 0.0199126-0.0246741j -0.0528581-0.0389934j 0.0252865+0.0343469j -0.0420571-3.23503e-05j 0.00175425+0.0138348j -0.0133401-0.0358163j 
0.0523816-0.00170771j -0.0478638+0.0577958j -0.0074931-0.0665497j -0.0457242+0.00192913j -0.0426828-0.0456068j -0.0686967+0.020303j 0.0152451-0.00804128j 0.0251021+0.0878713j 0.0159216-0.0322072j 0.0324102+0.030314j 0.00098432+0.00216565j -0.0105158-0.0126458j -0.00660504+0.00481035j 0.00196414-0.00503585j -5.90844e-05-0.019402j -0.00373168-0.0136215j 0.000955258-0.0074659j -0.134927+0.0423942j -0.0408805+0.236546j 0.035238-0.00555871j -0.259706-0.0406826j 0.237492+0.268389j 0.0459202-0.0581139j -0.209099+0.226974j 0.116941-0.0158963j 0.136824-0.0495188j 0.0995995-0.18503j 0.220452+0.145047j -0.0292342-0.183572j -0.0548047+0.262007j -0.21786-0.0283233j 0.0585637+0.0134178j -0.0141515+0.00533496j -0.00877473-0.0606326j 0.0255464-0.0809733j 0.0339867+0.0372076j -0.0379651+0.0360446j -0.0060082+0.0149429j -0.066618+0.0186185j -0.0139846+0.0123407j 0.0111222-0.0370364j -0.0765733+0.0972284j -0.141587+0.0618383j 0.00987129+0.0234594j 0.0456002+0.112424j 0.0740458-0.00701386j 0.0923644+0.0323816j -0.0876494-0.0502743j 0.0116574-0.0415312j 0.0155183+0.0724727j 0.0137558-0.0927245j 0.0110224+0.00838673j 0.0110112+0.00976834j 0.0222343+0.0596851j 0.0115518+0.0255019j -0.0392008-0.0137017j -0.0489814+0.00613186j 0.0193759+0.0122685j -0.0241808+0.0130969j -0.0331629-0.011332j 0.025972-0.0166308j 0.00630954+0.00566466j 0.00966846-0.03959j -0.0205176-0.0413441j 0.0205538+0.00592846j 0.0202858+0.0108459j 0.0150275-0.0441381j 0.0126523+0.0175148j 0.0304959-0.0110753j -0.00280817-0.0172214j -0.0217639-0.0164195j -0.00518706+0.0134817j 0.0118242-0.012135j -0.0153776+0.00218232j 0.00579-0.013963j 0.00208177-0.0222908j 0.0123524-0.0178501j 0.0168659+0.0038336j -0.0119662-0.00990793j -0.000164873+0.00154022j -0.00346347-0.00878106j 0.00770909-0.0391278j 0.0036918-0.0131823j 0.0103015+0.0111684j -0.0266383+0.00189435j 0.00410847+0.0442056j 0.020144-0.0109703j -0.0253379-0.0227631j -0.0527826-0.0123813j 0.0257539+0.0184876j 0.000979797+0.0505824j 0.0137599-0.000911683j -0.0131261-0.00319966j -0.000195534-0.0218182j -0.00661637-0.00144621j -0.00480314+0.000313847j 0.00916253-0.00061127j 
-0.0793092+0.00368587j 0.00432344-0.0340058j 0.0138098-0.00151866j 0.0289618-0.045217j 0.00633358+0.00859521j -0.010351+0.00306284j -0.0320996+0.0178058j 0.0145321-0.0394503j -0.0237838-0.0116375j 0.0098932-0.00933331j 0.046287-0.0186169j -0.0372596-0.0421731j -0.00915181+0.0131044j 0.000109362+0.0144178j 0.030134-0.0280807j -0.0972989-0.00588625j 0.00272282+0.0958908j 0.0798736-0.150683j -0.158359-0.0870423j 0.0621469+0.075272j -0.0609229+0.0648426j 0.0613595+0.0826865j -0.016872+0.0204577j 0.0831687-0.0236491j -0.128605-0.00941098j 0.179679-0.0887645j 0.0441567-0.234855j -0.0681367-0.0675429j -0.172941+0.0151492j -0.0468882+0.211788j 0.0456416-0.0423109j 0.0742176-0.173093j -0.00465517-0.0634414j -0.0688204+0.0167254j 0.000835985-0.00313599j -0.0220224+0.1489j -0.110625-0.08003j -0.090475-0.0691898j -0.193896+0.121391j -0.0532738+0.046599j 0.0521775+0.0780882j -0.0548271-0.0735589j 0.0744476-0.0680967j -0.0429401+0.00650663j -0.162906+0.00213209j 0.02815+0.064468j -0.0162715+0.0102512j -0.113487-0.0584946j -0.0354135+0.00751978j 0.0414024-0.00900522j -0.00546286+0.00645459j -0.00877647-0.0180128j 0.0121884+0.0102859j 0.0491125+0.0543454j 0.029495+0.020085j 0.000160249-0.0130373j 0.0228627-0.00437703j 0.0199934-0.028114j 0.00859428+0.0100414j -0.0135598-0.0434972j -0.00778503-0.0229092j 0.0132351+0.0175503j -0.000656427+0.0235652j -0.00889045-0.0423171j 0.00494855+0.0296775j 0.0488607-0.0139334j 0.0130855-0.0242103j 0.00569769+0.051356j 0.0320357-0.00733102j 0.00643757-0.0219571j 0.00530988-0.0111872j -0.00392895+0.026248j 0.00984059-0.00619947j -0.00346477-0.00689917j 0.0124635-0.0108684j 0.0282657-0.0303489j 0.0123112-0.0422247j -0.0186332-0.0217535j 0.000107811-0.0173794j 0.000231077-0.0319644j 0.00406754+0.00783969j 0.0370003-0.0532125j -0.0144893+0.0254777j 0.030025+0.014351j -0.0348735-0.051578j -0.0191142+0.0142844j 0.0571609-0.00374403j 0.00984888-0.0575118j 0.0364962+0.00431549j 0.0158479-0.0287257j -0.0136826+0.00342347j 0.0496236+0.0347159j 0.0204475-0.0207935j -0.0380601-0.0100033j 0.0166044-0.011981j -0.0164839-0.0488031j 0.0124522+0.00569207j 
-0.0240171+0.0393003j -0.00911904+8.55972e-05j 0.0110755-0.00867419j -0.010202-0.0487983j 0.00207496-0.00599666j -0.0210113-0.00318005j 0.00694808+0.00561722j -0.00544726+0.019005j 0.018409-0.0156131j 0.0147181-0.00862958j -0.0139472-0.00816603j -0.00444006-0.0139221j -0.0186901+0.00442924j -0.00345921+0.00515605j 0.0207012-0.00573281j -0.00876846+0.040973j 0.0538762+0.00150613j -0.042568-0.0903793j -0.0402571+0.0420882j -0.0173175+0.0375261j 0.0379436-0.0404608j -0.0884476-0.113097j 0.0155768+0.0469067j 0.020351+0.0576385j 0.0716583-0.0589365j -0.0522763+0.0382876j 0.0223699+0.0952003j 0.005372+0.00163432j -0.148207-0.0784435j 0.0785856+0.00663891j -0.000329489+0.0700751j 0.124641-0.106663j 0.114442-0.0756703j -0.0708487-0.167959j 0.116799+0.00938021j 0.118236-0.0142149j -0.0804495-0.0148559j -0.00568978+0.115812j 0.0886871-0.0136336j 0.0648441+0.075655j 0.0707343-0.0584392j -0.118776+0.017331j -0.0893279-0.0950407j 0.00535804-0.0128358j -0.0602383+0.0673388j 0.0189956+0.0258466j -0.0730799+0.0933808j 0.0473608+0.012944j 0.00307758+0.0476576j -0.00797357-0.0112776j 0.0156226+0.081902j -0.0112404+0.00528762j 0.00653711-0.0141401j -0.0355706-0.0575311j -0.00618426-0.0263113j 0.00331411+0.0429568j -0.0554101+0.0166877j -0.00107545+0.103906j -0.0253588-0.045043j 0.0284293+0.0548691j 0.0251056+0.0500989j 0.00949244-0.0639552j -0.0147142-0.035801j -0.017569+0.0149505j -0.0246441-0.000152099j 0.0113758-0.00233188j 0.0479212+0.056565j 0.00479954-0.0658274j 0.0123916-0.00324474j -0.0469816+0.0275398j -0.00186841+0.0149119j 0.0185374+0.0135772j -0.0153774+0.0645573j -0.016672+0.0719904j 0.011445-0.0449723j 0.0414641+0.0699895j 0.0258697+0.0420247j 0.0149101-0.074831j -0.05845-0.0348793j 0.0711037+0.0374916j 0.0780109+0.032615j 0.00188142+0.0115984j -0.0109442-0.0796185j 0.0806945-0.00437541j -0.00555178-0.040897j 0.0434638+0.0239318j -0.00506304-0.00179111j 0.0441559+0.0357247j 0.0623709+0.0918943j 0.160574-0.115925j 0.0897145-0.0733738j -0.0244071+0.0355638j 0.0405942+0.0386048j -0.0512119-0.0615142j 0.0252812-0.0747576j -0.0592778-0.0652033j -0.0224482-0.015839j 
0.0436081-0.00785315j 0.0282085-0.0203365j 0.00760613+0.00349034j -0.0104213-0.00423972j 0.00430166-0.00751889j 0.00198459-0.00998504j 0.0279269-0.0191013j -0.0109429+0.000232329j 0.00847413-0.00545157j -0.0117171-0.0175402j 0.0148037+0.00474826j 0.011051-0.0236935j -0.014099-0.015866j -0.00386339+0.0181554j -0.00564182-0.0161492j -0.0133244+0.00427449j -0.0402297+0.00882355j 0.00337329+0.0180686j -0.0356142-0.0352564j -0.0188607-0.00947754j 0.0572806-0.0416761j -0.0616137+0.00752876j 0.0195561+0.00241523j 0.0187118+0.00853257j -0.0263291+0.0065236j 0.0635516+0.000104892j -0.0136073+0.00863517j -0.0137037+0.0137678j -0.0193895+0.0985905j 0.00146384+0.0215887j -0.000857635-0.0255387j -0.063858-0.0372576j 0.0594571-0.0232516j 0.0168252-0.0370401j 0.0153797+0.045195j 0.0089627-0.0227038j -0.0190985-0.0287677j -0.0507895-0.0129374j -0.00333166-0.0194053j -0.0260245+0.0705866j 0.063224+0.0557056j -0.0618282+0.00281479j 0.0437873-0.105482j 0.0117863-0.0216126j -0.0378425-0.0220805j 0.0348438-0.0276914j 0.0343337+0.0399824j 0.0129133+0.0442736j -0.022786+0.0584421j 0.0191676-0.0206017j -0.0363065+0.0434286j -0.0788472+0.000719791j 0.00634281-0.0717061j 0.0323204-0.00716949j 0.0987261-0.0395511j -0.0125609+0.0360456j 0.0164282+0.0164925j 0.0178724+0.0155827j -0.0555229-0.00786257j 0.0097746+0.0305664j -0.0449718-0.0325119j 0.0127662+0.00321411j -0.0963172-0.0248264j -0.00224983-0.0620989j -0.0685767+0.0273106j 0.0498107-0.0624718j 0.158443-0.0026399j -0.0134721-0.00569968j 0.0154282-0.0374167j -0.0819948-0.0642843j -0.0591836-0.0712511j -0.013091-0.00248231j -0.0255886+0.0509341j 0.0792327-0.0311807j -0.07141-0.0804911j -0.0702629-0.204298j 0.029627-0.060295j -0.0622369-0.0504054j -0.0797128+0.00496038j -0.0541138+0.00418574j -0.0417962+0.00752302j 0.0609186-0.0323145j 0.0237139-0.0572269j -0.0333814-0.0837215j 0.0344852+0.0574703j 0.0218502+0.0843777j 0.0384194+0.127303j 0.0335009+0.0734392j -0.290983+0.030739j 0.0250306+0.177206j -0.0361183+0.1034j -0.0197792+0.00686595j 0.11855+0.0825006j 0.094496-0.0415238j -0.0241924+0.0297958j -0.00464074+0.029748j 0.0381319+0.065932j 
-0.00847519-0.00130966j -0.00655483+0.0235592j -0.0044629-0.0423584j -0.0296636-0.0307754j -0.00118877+0.000739056j 0.00467209+0.0264672j -0.00717599+0.0452701j -0.0117313+0.00364013j 0.012889+0.0297023j 0.00547261+0.0131197j -0.0165818-0.00973045j 0.0227499+0.000871648j 0.0278554-0.0218077j 0.0247974+0.0372483j -0.0054929-0.0356948j 0.0242761+0.0287428j 0.0154268-0.0253856j -0.0256603+0.0331471j 0.0317137+0.0085699j 0.0152857+0.00399687j 0.00396461+0.0015094j -0.00936838-0.011129j 0.00500029+0.0275901j -0.0234115+0.00626792j 0.00968834+0.0171786j -0.0508515+0.0187862j 0.0078254+0.0429925j -0.00153511+0.0158749j 0.0355812-0.0558909j -0.0414406-0.0754326j -0.0108271-0.0193263j 0.00633397+0.0558631j -0.064158+0.0382431j 0.0319946+0.0365303j -0.00397789-0.0163923j -0.000261326-0.0358242j 0.0271213+0.0485035j 0.0165801-0.00539288j 0.0777825+0.0303627j 0.0329563+0.00903431j -0.0374371-0.0679761j 0.0314554+0.00827582j -0.0316748+0.0438428j -0.0789083+0.0536286j 0.0873851+0.0299621j 0.0949382-0.136989j -0.022285-0.0237127j 0.0324012-0.0181305j 0.0153628+0.0226126j 0.0132491-0.00359143j -0.0121509-0.0219785j -0.0491933+0.0425064j -0.0138247+0.0166232j 0.0596809-0.0147048j -0.101413-0.0476006j 0.00880291+0.0412126j 0.00691832-0.0279996j -0.026782+0.0521021j -0.00212389-0.0267686j -0.124806-0.00244986j -0.0911727-0.0337525j 0.0132203-0.0171236j -0.0303541-0.0677489j -0.17132+0.0887622j -0.053089+0.033692j 0.11467+0.0181772j 0.0310087+0.071014j 0.00318825+0.0815248j 0.0127629+0.103971j -0.0605213-0.0525475j -0.021932+0.0551034j 0.00746343-0.0594521j -0.15482-0.10927j 0.030335+0.0347945j 0.0498549-0.0133798j 0.121583-0.0557554j -0.139208+0.0187961j -0.0449223-0.0989872j 0.0225076-0.12875j -0.038051+0.0253218j -0.00388601+0.0345379j 0.00073329-0.142816j 0.00761213-0.0323073j 0.0263031-0.0302472j 0.0172397-0.0994702j 0.085733-0.0228721j 0.17075+0.181273j 0.145119-0.160297j 0.102271+0.0694046j -0.0238051-0.0243955j -0.0692076-0.0724924j 0.199583+0.141048j 0.11126-0.0224782j 0.019968+0.0640146j -0.00503733+0.0515163j 0.0369747-0.00266182j -0.0126725-0.0204441j 
0.0142222-0.0119461j 0.0189234-0.0299242j -0.0271222-0.00109992j -0.00365815+0.0335902j 0.00267806-0.0101078j 0.00177315+0.00925366j 0.0101355+0.016578j -0.00747559-0.0062454j -0.0256912+0.0135j -0.0283187-0.0228779j 0.0198575-0.0235869j 0.037209+0.00379967j -0.0164087+0.00905203j -0.0200563+0.0339047j 0.0147543-0.0739841j -0.0113188-0.0269071j -0.0265128-0.0366101j 0.0354848+0.0126913j 0.00796564-0.0575939j -0.0429642-0.00483978j 0.0285315-0.0366829j -0.0688286-0.0212638j 0.0166997-0.0306299j 0.0301166+0.00576811j 0.01781+0.0192067j 0.0251985-0.00511796j -0.0291273+0.0328334j -0.00401812-0.00640421j 0.017161+0.0910537j 0.0741758-0.0352447j 0.0170609+0.0508313j -0.0540332-0.0348617j 0.0845669-0.0307521j 0.02596-0.0249451j 0.0356854+0.0670539j -0.0422726-0.053671j -0.0337275-0.0767048j 0.0157523-0.00345522j 0.0356564-0.0682613j -0.0297945-0.0169769j 0.0173016-0.0288016j -0.0331795+0.0257937j 0.019785-0.0515698j -0.0129554+0.0629797j -0.00265343-0.0884767j -0.105695+0.0189214j 0.00608464+0.0488337j 0.0280822+0.0157141j 0.0491729-0.00154175j -0.0392854-0.0143952j 0.0014728+0.00483873j 0.0646372+0.0111918j 0.0374406+0.0114618j 0.0379128-0.0627361j -0.146159+0.0325269j 0.0372852+0.0525308j 0.0665654-0.03187j 0.0142596-0.00643839j 0.0519231-0.0101482j -0.0215321+0.00621558j 0.126127+0.0475362j -0.0437145-0.138915j 0.0433979-0.0730896j -0.0701333-0.0400664j -0.00865896-0.0625407j 0.00440979+0.0491354j -0.0373524+0.00940945j -0.0718503+0.0382215j -0.0146952+0.0684445j 0.0706719-0.0600976j -0.14333-0.089313j -0.067347+0.00522963j 0.0381768-0.117494j 0.0323229+0.0771486j -0.0588366+0.0343678j 0.145373+0.0312562j -0.0803584-0.0278371j 0.0730299-0.0182053j 0.024064+0.164057j -0.0497108-0.0683124j -0.0939613-0.076396j -0.00236475-0.0877571j 0.00820794-0.00577168j -0.0245589+0.0622149j -0.115944+0.0536589j 0.0223869-0.0736529j 0.151706-0.140617j -0.153414-0.170855j -0.077395+0.0998474j 0.11088+0.0413736j 0.00584028+0.137835j 0.115264+0.00674487j -0.165441-0.0840503j 0.0590295-0.11183j 0.0584175+0.0429946j -0.0224491-0.000620749j 0.058636+0.0397564j 
6.17922e-06+0.00656803j 0.0194225-0.00422859j 0.0124513+0.0202709j -0.00964698+0.00348566j 0.0334985-0.00857492j -0.00533055-0.0121352j -0.0154863-0.00331206j 0.0322502-0.011163j 0.00967714-0.0109518j -0.00319184-0.0167464j -0.0298003-0.00297021j 0.0117624-0.0194813j -0.0493378+0.0401494j 0.0299469+0.0136789j 0.0142158-0.0314143j 0.00884415-0.0323019j -0.0192446+0.0174602j -0.0087932-0.00886804j -0.00165741-0.00712105j 0.0109605+0.0249506j -0.0305028+0.0227132j 0.0259903+0.0625859j 0.0328636+0.0168957j -0.0296232+0.0254172j 0.00572851+0.0270359j -0.022339+0.0107357j 0.0479152+0.0104276j 0.0394365-0.00865844j -0.0178868-0.0470124j 0.0223234+0.00374109j 0.021897+0.000825987j -0.0423385+0.028812j -0.0101223-0.0365988j 0.0650082+0.000494729j 0.029659-0.0142915j -0.00701799-0.00240679j 0.0108051+0.000360135j -0.0151136+0.0278108j -0.0252384-0.0174457j 0.0304044+0.0332099j 0.023874+0.0384465j -0.0109146-0.0225927j -0.00375539+0.0315591j 0.00510749-0.0489487j 0.0145953+0.0514054j -0.000304645-0.0319737j -0.022527-0.0387878j -0.104786+0.0625154j 0.0567124+0.0256275j 0.038803-0.0543221j -0.0080479-0.0450669j 0.0130602+0.0185684j 0.0352606-0.120132j -0.0283944+0.0439133j 0.02164-0.00979981j -0.00708976-0.0347276j 0.0383687+0.0546161j -0.151357+0.024307j -0.148492+0.00838396j 0.0478269+0.0490551j -0.0305983-0.0157444j -0.113772+0.0245795j 0.0343783+0.0107602j 0.0607339+0.0363191j -0.00163845+0.0128116j 0.0197905+0.127064j -0.000803257-0.12454j 0.097202-0.0138081j -0.0535654-0.0683834j 0.00907617-0.0934893j 0.0050755-0.125847j 0.0101797-0.102152j 0.0796098+0.201961j 0.0167005+0.0251756j -0.184671+0.00703437j -0.0424994+0.21473j -0.036737+0.101475j 0.167222-0.115214j -0.136217-0.0920586j -0.0159037-0.117721j 0.158611-0.0645712j -0.0315177-0.0699844j -0.170004-0.0402583j -0.0266412+0.147192j -0.115884+0.141135j -0.0334454-0.0855596j -0.0791065+0.026512j -0.0398795-0.0105418j 0.0285267-0.0506384j 0.0101044-0.12775j -0.00578188+0.00712839j -0.0380068-0.0176608j 0.0209924-0.038096j -0.0253875-0.079508j 0.0495205-0.0217468j 0.00449201-0.0328001j -0.0138157-0.00112685j 
0.00833942-0.00629321j -0.0171913+0.039186j 0.0104951-0.0173669j -0.031353-0.00798887j 0.0214844-0.0197486j 0.00821293+0.026444j -0.00488686+0.0196975j 0.0264147+0.00494186j -0.0199801+0.0343105j 0.0102631-0.00799806j -0.00342797+0.0123118j -0.0193584+0.00698027j -0.0293038-0.00643122j 0.0266333+0.0277749j 0.00096069-0.0381561j 0.0524061-0.0295354j -0.0102893-0.00394009j -0.017961+0.0158548j 0.0065587+0.0417952j -0.0126698-0.0360175j 0.0235779-0.0226311j -0.0173189-0.0846744j -0.0207099+0.00548759j 0.0419727-0.0158358j -0.00466415-0.0562867j -0.0187256-0.0384742j -0.0129895+0.0184372j -0.0336947-0.0122509j 0.0106227+0.0198043j -0.0152034-0.0170884j -0.0277099+0.0288189j 0.0677172-0.0150568j 0.0344602+0.0179275j -0.057901-0.0071637j -0.00132444+0.0410125j 0.00146555-0.0368527j 0.075117+0.0320738j 0.0117108+0.0155911j 0.0219482-0.0480168j 0.0115652-0.0178497j -0.0342195+0.0260503j 0.00578598-0.0272465j 0.0297353-0.00897685j -0.0214066-0.0299997j -0.00149062+0.00654101j -0.0486981-0.0234841j 0.0389926+0.048187j 0.0539612-0.0891696j 0.0649545-0.052575j -0.00735872+0.0717233j -0.0086215+0.134576j -0.0416381-0.00990477j 0.0598231-0.0230034j 0.0807+0.0647868j 0.0727824-0.0752227j 0.00745915+0.0285991j -0.0155726-0.0245416j -0.0246177-0.0860887j -0.0701055+0.00704015j 0.0218299-0.0802344j -0.00927697-0.0516789j -0.0611337+0.0605051j -0.11693+0.146759j -0.0337814+0.0744487j 0.0180435+0.0395146j 0.0629616-0.0356648j -0.101587-0.110899j 0.0762093+0.044512j -0.0487019-0.0990086j -0.0530878-0.141803j 0.109633-0.0448924j -0.16027-0.0293466j 0.0347498-0.0392597j -0.175233-0.000946509j -0.0654007+0.0500337j -0.0328745-0.0603692j 0.0195293-0.0419117j -0.00857779+0.187944j 0.190492-0.0581339j -0.0112991-0.0147892j -0.104587-0.0613336j 0.0679445-0.0210697j -0.200973-0.0405749j -0.126777+0.160446j 0.014387-0.0076227j -0.0450915+0.0655489j -0.017238-0.109769j -0.0293979+0.0746297j 0.083364+0.0893364j 0.0128733+0.00904968j 0.0214843-0.0309262j 0.0197433-0.0240841j 0.0235202-0.0549361j 0.012666+0.116569j -0.05551+0.0616933j 0.0150238+0.0514942j -0.00969201-0.0125212j 
-0.030226+0.0357577j 0.036798-0.0311989j 0.0300199+0.0071849j 0.0125991-0.0292492j 0.0568461+0.00568893j -0.0092972-0.0212174j -0.00929103+0.00372928j -0.00350092-0.0215546j -0.0069696+0.0182741j 0.02596+0.00187901j -0.00695491+0.00783975j -0.0166521-0.0167232j -0.00268702+0.00776288j -0.00156258-0.0151899j 0.0204388-0.0118057j -0.046951+0.0399981j -0.0102189+0.0187166j 0.02393+0.014232j -0.0204088-0.0313902j 0.00507601+0.0223338j -0.0196118-0.02922j -0.0631709+0.00542042j -0.0214071-0.0260366j 0.012271+0.0365168j 0.0112616+0.0123219j 0.0433729+0.0139309j -0.0501828+0.0248884j 0.020391+0.020656j -0.0160673+0.040784j -0.0266169+0.00916269j -0.0282927+0.0212017j 0.00501723-0.000534301j 0.0102846-0.00715936j -0.0231522-0.0169809j 0.0384478-0.0421601j 0.0027231+0.00491474j -0.0429533-0.00364622j -0.0445154-0.0183547j 0.00733025-0.0510181j 0.0829924+0.0452284j -0.0489589+0.00266811j -0.00746769+0.0644274j -0.0384711-0.00600247j -0.0549978-0.0165938j 0.0640286+0.0365315j 0.0249718-0.0396729j 0.0165927-0.0328276j 0.00510913-0.0255254j -0.0125529-0.0629259j 0.0493465-0.058749j -0.000453237+0.0551929j 0.0169461-0.0181997j -0.103458+0.0346411j 0.148092-0.0183863j -0.00635135-0.0544908j 0.0470311-0.123942j -0.138739-0.00928585j -0.0408741+0.231447j 0.0918033-0.050142j 0.163338+0.162616j -0.0459275+0.0483401j -0.091677+0.0151754j 0.0779682+0.19032j 0.114879+0.0735394j -0.0848396-0.0712103j 0.115585+0.0710204j 0.0373168+0.0258459j -0.014948+0.065057j -0.0154136-0.180836j 0.110905+0.0637889j 0.115196-0.106468j 0.0346836-0.0188904j -0.0514421+0.0644441j -0.045855+0.0491449j -0.118224+0.0436067j -0.0128648-0.106428j 0.0424371-0.15273j -0.0795983+0.066436j -0.109295+0.101258j -0.185631+0.031095j -0.180114-0.0312272j -0.0572504-0.0250254j -0.0591947+0.190149j 0.173842+0.0463238j 0.0683522+0.0187961j 0.0217898+0.0577966j -0.0668477+0.115956j 0.0100313+0.0383394j -0.0120734+0.0988137j 0.0506156+0.0243115j 0.011824-0.0273562j 0.0265203-0.0506102j 0.034062+0.0440273j 0.0583824-0.00642223j 0.0453332-0.0157121j -0.0136557-0.030098j 0.00599675+0.0426795j 
