-0.119088+0.230576j -0.266255-0.116104j 0.0145797-0.198292j 0.154772+0.0597679j 0.0911189-0.141137j 0.000531861+0.158451j 0.209965+0.089731j 0.0400066-0.0854248j 0.142646+0.139785j 0.0565039+0.0299943j 0.0196377-0.135133j -0.0855585-0.0765987j -0.0168634-0.173866j -0.0474891+0.0151022j -0.0888397+0.0100715j 0.0641155+0.0278169j -0.13014+0.0911703j 0.0510636-0.24788j 0.0334734+0.0544753j -0.121363+0.0193833j 0.162407-0.0703072j -0.142081+0.0285777j 0.00250482-0.048161j 0.0581233+0.132789j 0.0320619+0.043567j 0.19577-0.0978956j -0.140487-0.248233j -0.193711-0.168109j -0.204537+0.160625j 0.0373306-0.193687j 0.196032+0.030854j -0.00607025-0.0640732j 0.0583827-0.00239382j -0.0369262+0.0208852j -0.00663305+0.0404757j -0.00683035-0.0423604j 0.0533038-0.00306367j 0.01187+0.0238575j -0.00469123+0.000296758j -0.0245885+0.00307028j -0.00339294+0.00289248j -0.0123192+0.0101963j 0.0183451+0.0205664j -0.00110788-0.0179522j -0.00378675+0.00628954j 0.0143225+0.0100462j 0.00140722+0.00361831j 0.00387948-0.0092248j -0.00944934-0.0164457j -0.020265+0.0098377j -0.0177392-0.00137026j 0.0042007+0.0114005j -0.0061549-0.0119361j 0.00553792-0.008061j 0.00464151-0.0368231j -0.00649479+0.000791032j 0.00210307-0.0072425j -0.000401267-0.00774246j -0.0341078+0.00913793j -0.00884165+0.0082053j -0.0130378-0.0162531j 0.0024947-0.00605673j 0.028301-0.0179091j -0.0221219-0.012532j 0.00566409-0.00168699j 0.00433637+0.00397884j 0.0124596-0.0210733j -0.0466709-0.0241062j -0.0216695+0.0333959j 
-0.00126814-0.000235324j -0.00154244-0.00167641j -0.00190589+0.00112886j 0.00303774-0.000703468j 0.000921977-0.000789423j -0.00384695-0.00063714j -0.00102808-0.00180791j 0.00317775+0.000793882j 0.000440864-0.0010655j 0.00018443+0.000602311j 0.00115583+0.000648541j 0.00269577+0.00417516j -0.00347053-0.00255889j 0.0017474-0.000375812j -0.00372904-0.00205991j 0.00274114+0.0014844j -5.77172e-05+0.000210263j 0.0013334-0.00193286j -0.00562714-0.00040956j 0.00319091-0.00129769j -0.001131+0.000978091j -0.000802389+0.00577164j 0.000433306-0.00164479j -8.13271e-05+0.00102525j -0.00577191+0.0016163j 0.00205535-0.00411843j 0.00244237+0.00520432j 0.000845505+0.00215258j -0.00456289-0.00311614j -0.0023334-0.00157598j 0.0025166-0.00057257j 0.00148923+0.00141408j 0.00213371-0.00515956j 0.00121686+0.000500227j -0.000761129+0.00382841j 0.00220558+0.00172773j 0.00202422-0.00199293j -0.00395992-0.00368868j 0.00480241+0.00464488j -0.00106467+0.00376795j 0.00532574+0.000985754j 0.00373573-0.00122563j -0.0038492+0.0024769j 0.00457286+0.00160542j 0.000189423-0.00672954j 0.0054248-0.00240938j -0.000508665-0.0011093j 0.00206331-0.00343764j 0.00020519+0.00346362j -0.00987499-0.000611581j 0.00163409-0.00418697j -0.00397927+0.00091291j 0.00937945+0.00333514j 0.000275189+0.00607563j -0.00153682-0.00464879j -0.00321962-0.00324975j -0.00383907-0.0145216j -0.003113+0.00351357j 0.00459938-0.00238094j 0.00778143-0.00484302j 0.00401986-0.00309293j 0.000857816-0.00690955j 0.00634825+0.00764468j -0.00463666+0.000138936j 0.00235797-0.00209943j 0.00327485+0.0071488j -0.00823581+0.00610958j -0.000658809+9.27976e-05j 0.000473001-0.00309538j 
0.000143935+0.00175974j -0.00150978+0.000303481j -0.00102154-4.74405e-05j 0.000751989-0.000384676j -3.35027e-06+0.00188514j 0.000474679-0.00154527j -0.000424135+0.00104732j 0.0013206+0.000582383j 0.00120541-0.000174523j 0.00166722+0.00365522j -0.00224984+0.00130155j 0.00267156+0.000668146j -0.00118484-0.00167553j -0.00303558-0.000864683j -0.00218054-0.00210358j 0.00553345+0.000593075j 0.00174813-0.00509745j -0.000868674-5.0818e-05j 0.00133856+0.00250729j 0.000712822-0.000303872j -0.000997401-0.00187604j -0.00214706+0.00313988j -0.00212511+0.00228024j -0.00347772+0.000221411j -0.00133734-0.000645343j -0.000680634-0.00416936j 0.0041174+0.000173995j 0.000669978+0.00248029j -0.00219609+0.00139731j 0.000807155+0.00237606j -0.00199748+0.00113058j 0.000653704+0.00123715j 0.000632833+0.00521852j -0.000800234-0.00163119j 0.000561974+0.000551124j -0.00394057+0.00143936j -0.000516816+0.00239702j 0.00463775+0.00385536j -0.00239372-0.00342758j -0.000664461-0.00649754j -0.00481993-0.00177838j -0.00229886+0.00224935j -0.00229171-0.00871403j -0.00397726+0.00495921j -0.00152419+0.00597057j -0.00779928-0.000807178j 0.000273664+0.000551852j -0.00360462+0.00107617j 0.000419234+0.00394485j 0.00118066-0.00144765j -0.000424414+0.00961099j 0.00270895+0.00279925j -0.00623403-0.00527124j 0.00303504-0.0112268j 0.00709287+0.00225995j -0.00661503+0.00277564j -0.00164059+0.00248291j -0.00384258-0.000166531j -0.00577365+0.00948545j 0.00341392+0.00118494j 0.00137608+0.00526263j 0.00867062+0.000719741j -0.00668418+0.00449056j -0.00148003-0.00419086j -0.00377588+0.00223746j -0.0111118-0.000348232j -2.73881e-05-0.00717603j -0.00235337-0.00239471j -0.00216082+0.00161201j 
-0.000699739+0.00111356j -0.00180861-0.00148026j -0.000730069-0.00238635j 0.00075179-0.000605504j 0.00258685-0.000867952j 0.000327371+0.000385659j -0.0026507-0.00130385j -0.00226503-0.00203844j -0.0020333+0.00184618j 8.35807e-05-0.00219569j 0.00193425-0.00208178j -0.00453011-0.00299909j -0.000200537+0.00204698j 0.00384224+0.000423015j 0.00235422-0.000339042j -0.00576571-0.000113663j -0.00318132+0.00317569j -0.000851312+0.000761617j -0.00137724-0.00360667j -6.03472e-05+0.000230454j 0.000548574+0.00304583j 0.000246673-0.00346399j 0.000989596-0.00195119j 0.00338366-0.00191199j 0.00157715-0.000333397j -0.00282283-0.00061505j -0.00108623-0.00254436j 0.00161189-0.00148515j 0.00368652+0.000744592j -0.000641203+0.00249346j -0.00288131+0.000373919j 0.00331862+0.00487013j 0.00244856+0.000428151j 0.00102787+0.00467721j 0.00222838+0.00229137j -0.00109685+0.00464903j 0.000100981+0.000701315j -0.00265697-0.000368028j 0.00286946+0.00769882j 0.00869937+0.0023587j -0.00122682+0.000879437j -0.00058044-0.00170223j 0.00186358+0.006709j 0.00673118-0.00951094j 0.00132454-0.00316199j 0.00350117+0.00262922j -0.00610132-0.000182548j 0.00564677-0.006857j 0.00637167+0.00784505j -0.00984357-0.000927951j -0.00390751-0.000762803j -7.41695e-05+0.011267j -0.0020849-0.000507442j 0.00241944+0.000164071j 7.47312e-05+0.00602357j -0.000534249+0.00177261j -0.017968+0.0022516j -0.0019066+0.00594511j 0.0010551-0.00188126j 0.00334348-0.00121681j -0.00639626-0.00323324j 0.0076935+0.00349973j 0.0031755-0.00327041j 0.00216596-0.00390177j 0.00335301+0.0107843j -0.00597283+5.92644e-05j -0.00354216-0.00769679j 8.63506e-05-0.000763578j -0.0008374+0.00217622j 
-0.00234684-0.0021936j 0.00296088-0.000216003j 0.00180691-0.0013792j 0.000540963-0.00125102j 0.00260759-0.0022555j 0.00186113-0.00134683j -0.00271768-0.00209866j 0.00211349+0.00104597j 0.00134169+0.000346696j -0.000470549+0.00275539j 0.00113099+0.00243471j -0.00133031-0.000979316j -0.00113801-0.00330345j 0.00258639+0.0008763j 0.000965414-0.00287645j -0.000870066+0.00441256j -4.40348e-05-0.0053736j -0.00218146-0.00380426j 0.00401559-0.00372252j 0.00699528+0.00321553j -6.47036e-05-0.0021443j -0.00427324-0.00229611j -0.00389892+0.0049813j 0.000783849-9.69805e-06j -5.7862e-05+0.00292642j -0.00648754-0.00292302j 0.0040052-0.00538421j 0.00521764+0.00361259j 0.00182728+0.00102065j 0.00058443+0.000968984j -0.000633529-0.00196126j -0.000788271+0.00157219j -0.00375612-0.00306984j -0.00203558-0.00191581j -0.00532634+0.000349132j 0.00213911-0.00125497j 0.00336344-0.00436569j 0.00261667-0.00275945j -0.000976373-0.00193364j -0.0056515+0.00366217j 0.00471287+0.00240213j 0.00638328+0.000546557j 0.00414076+0.00330467j -0.000972788+0.00531776j 0.00146621-0.00485653j -0.00125726-0.00372025j 0.00317297-0.00179916j -0.00337735+0.00110527j -0.00196621-0.00312426j -0.000465962+0.00357556j 0.00327857-0.00409832j -0.00439124-0.00220623j 0.00953247-0.000607155j 0.00608781+0.00556222j 0.00253813-0.0060453j 7.17546e-05-0.00476778j 0.0073852-0.0100138j 0.000289436+0.00333709j 0.00475293-0.00064971j 0.00195275-0.0070619j 0.00942594-0.00463266j -0.00777709-0.00974721j 0.00542199+0.00613434j -0.000715547+0.00209694j 0.00325981-0.00280588j 0.00702406+0.00539334j -0.0063286+0.00392096j 0.00099468+0.00139885j -0.000731109-0.00185932j 
-0.000309602-0.00301542j 0.00597333+0.000367435j 0.00171167-9.42068e-05j -0.004507+0.00183844j -0.000842537+0.00127746j 0.00250539-0.0029995j 0.00333729+0.00132333j -0.00113767+0.00367421j 0.00136906-0.000399216j 0.000928723+0.00252243j -0.00444311+0.00308577j 3.18275e-05-0.00153365j 0.00484633-0.00285325j -0.0050976+0.00273507j 0.00350191+0.00157778j 0.00213105-0.00246722j 0.00307511-0.00637652j -0.000560753+0.000603281j 0.00728068+0.00119233j -0.000310561+0.00259855j -0.00138837-0.00319689j -0.000872934-0.00404072j -0.00181072+0.00472908j -0.00105307+0.000983084j 0.0048184-0.000940852j -0.00330205+0.00301157j -0.00335164-0.00449239j -0.000948267-0.000333325j 0.00284419-1.17764e-05j -0.00110822-0.00156964j 0.00184678-0.00218935j -0.00224585-0.00480641j 0.00135282+0.0011088j -2.06544e-05-0.00124999j -0.00191008+0.00024118j -0.00198107-0.00331689j 0.00159874-0.000595089j 0.00140601+9.96325e-05j -0.00393876-0.00395901j 0.000469911-0.00250751j -0.000946931-0.000154626j 0.000588201+0.00108849j -0.00426826-0.00399225j -0.00456212+0.00417109j 0.00709412+0.00123564j -0.00158466+0.00490044j 0.000792375+0.000240279j -0.000452919-0.000597042j -0.00451891-0.00344363j 0.0103679+0.00198431j 0.00386545-0.00197301j -0.00547858-0.00284241j 0.000372551-0.00420985j 0.00282283-0.00356274j -0.00154719+0.0068885j 0.00673871+0.00117469j 0.00468219-0.00211572j 0.000534098-0.0043797j -0.00183819-0.00113315j -0.0120133-0.00017523j 0.00243663-0.00303307j -0.00458161+0.000944165j -0.00424363-0.00462745j 0.00546288+0.00194965j 0.00113597-0.00386267j 0.000738664-0.000937133j 0.00128961+0.00591688j 0.00401174+0.00208176j 0.00163823-0.00246355j 
-0.00449102-0.00333866j 0.00453469-0.00125508j 0.0032048-0.00599592j -0.00289041-0.00228541j -4.40213e-05-0.000907223j 0.00695054-0.00314344j 0.0014274-0.000802941j -0.00146366+0.00281197j -0.00124751-0.00355773j -0.000711442+0.000235755j 0.00576143-0.00110333j -0.000646822-8.94624e-05j 0.00590046+0.00211051j -0.00308152+0.0027039j 0.00762257+0.00668471j 0.00200763-0.000718368j -0.00235503+0.00327387j 0.00120673-0.00365316j 0.00171918-0.0108379j 0.00524371+0.0012448j -0.00389023-0.00113016j -0.000185184-0.00103224j 0.00575065+0.000893325j 0.00428846+0.009197j -0.00355555+0.00284558j -0.00182106-0.000481406j -0.00292295-0.00284655j 0.00233843-0.00133699j 0.00586909-0.00253727j 0.00276848-0.000309267j 0.00071944-0.000469636j -0.00306679-0.00315836j -0.00438187+1.9755e-05j -0.0040472+0.00028806j -0.0036459-0.00206521j 8.49273e-05-0.00199299j 0.00161539-0.000257322j 0.00560171-0.00171019j 0.000290405-0.00143344j -0.00179081+0.00846297j -0.00140903+7.05961e-05j 0.00416566-0.00245747j 0.00822169+0.0034639j 0.00363492+0.00469237j -0.000974419-0.00552973j -0.00515173-0.00451941j 0.00373627-0.00233703j -0.00069561+0.00221179j -0.00371383-0.00104817j 0.00194116-0.00102598j 0.00140789-0.00168349j 0.000833903-0.00265823j 0.00785074+0.0044557j 0.00231807+0.00371915j -1.8563e-05-0.0105573j -0.00314969-0.00366053j 0.0105236-0.00786292j -0.00038656+0.00506371j 0.00676648-0.00013386j 0.00433953-0.0100303j 0.00719432-0.00161007j -0.00797341-0.00562357j 0.00709495+0.00230529j 0.00157482+0.00681911j -0.00393968-0.00133768j 0.000318944-0.00154444j -0.000320561+0.000478366j 0.0027361+0.00126493j 0.000849211-0.0016154j 
0.00148358+0.000618671j -0.00376105+0.000551604j -0.000477396+0.00259919j 0.00338211-0.000955726j 0.000170279-0.00195389j -0.00145424+0.00561665j -0.00571703-0.000960251j -3.25743e-05-0.00675538j -0.00278577+0.00192506j -0.000223281-0.00558589j 0.00646712-0.00516202j -0.00426214-0.000818025j -0.00388373+0.00199106j 0.00318062-0.00774397j -0.000930998-0.0054003j -0.0106257+0.00353794j -0.00467476+0.00637035j 0.000722229+0.00131115j -0.0033738-0.00331065j -0.00362519-0.00056454j 0.00251933+0.00292892j 0.00476415+0.00207129j 0.000687131-0.00496286j 0.00490884-0.0031449j 0.000415067+0.000710892j 0.00164709-0.00113884j 0.00128172+0.00200391j 0.00233532-2.42752e-05j 0.000237272+0.000996129j 0.00114826+0.00116676j -0.00057799+0.00177664j 0.00214527+0.00124576j 0.00105945-0.00245493j 0.000757651+0.00198646j 0.0021341+0.000304069j 0.00331301+0.000359588j 0.000105941-0.000506226j -0.00386993+0.001068j 0.00134334+0.00335585j 0.00399214+0.00125808j 0.00257916-0.000992204j 0.000437169+0.00109667j 0.00363011+0.00362371j 0.00281095-0.00640214j 0.000908982-0.00254725j 0.00319918+0.00143318j -0.000835121+0.00184472j 0.00432289-0.00314796j 0.00028955+0.000502936j -0.00640807-0.00113045j 0.000384289+0.00110467j 0.00615895+0.00404967j -4.54998e-05+0.00813397j -0.0035965+0.00181556j 0.000616132-0.00295471j -0.00450993-0.00159453j -0.00437613+0.00497616j 0.00193306+0.00215789j 0.00351312-0.00345215j 0.0032483-0.00254143j -0.00819614-0.000365778j 0.0021148+0.00278613j 0.00311965-0.000960864j -0.000891056+0.000531814j 0.00322332+0.003969j 0.00134527-9.23843e-05j -0.000513463-0.00215744j -0.00202844+0.000667955j -0.000392093+0.00195659j 
-0.000466201-0.000650852j 0.00142155-0.0011843j -0.00194048+0.000452675j -0.00175524+0.000619354j 0.00116406-0.00190674j -0.0020891-0.00127991j 0.00186487-0.00596837j -0.00177902-0.0025466j -0.000992648+0.00202686j 0.00077585+0.000478339j 0.00391562-0.00151545j -0.00428963-0.00312703j 0.00575448+0.000853205j -0.00605609-0.00782301j 0.00488571+0.00144384j -0.00245082-0.00138479j 0.00169349-0.00186826j -0.000489452+0.0046102j 0.00756369-0.000422256j -0.00663413-0.00157488j -0.00181238-0.000792136j 0.00362845+0.00129915j -0.000408244-0.00143306j 0.00789851+0.00330581j 0.00533158+0.00400311j -0.000262701+0.00375383j -0.00434957-0.00347301j -0.00159913-0.00156601j 0.00145302-0.000123081j -0.00124267-0.000242671j -0.00198359-0.00112159j 0.00277989-0.00042212j 6.88717e-05+0.00293818j 0.00226032-0.000743192j 0.00154595-0.00154286j 0.00015415+0.00130735j -0.00347074+0.00147137j -0.00128265+0.000903545j -3.85218e-05+0.000877615j -0.00620121+0.00848676j 0.00373999+0.00306506j -0.00610911-0.000267467j 0.0131314+0.00524102j 0.00147644-0.00113044j -0.0119258+0.00894981j -0.00564441-0.000905062j -0.00371389-0.0147217j -0.000291268+0.0125802j 0.00645496-0.00806227j -0.00106192-0.00121964j -0.00851504+0.00185049j -0.00717168-0.00571994j 0.00443638+0.00193588j 0.00313804-0.000797399j -0.0015363-0.00240645j -0.00355077+0.00186982j 0.0117243-0.00171785j 0.00384559+0.00105051j 0.00594649+0.00414055j 0.0151489+0.00267145j 0.00564185-0.00898982j -0.00499916+0.00423314j 0.00168121+0.00183807j -0.00746589+0.00540691j -0.00454373+0.00234353j -0.00231163-0.00262226j 0.00130147+0.00172464j 0.000442101-0.00145261j -0.000419716-1.5945e-05j 
-0.00220475-0.00255865j 0.00446241-0.000106725j 0.0020721-0.00279295j -0.00271223+0.00139854j 0.00124196-0.00203725j 0.000306234-0.00142099j 0.00270159-0.00272688j -0.00233265+0.00368404j -0.000681676+0.00279593j -0.00272452+0.00054865j -0.00633139+0.00295004j -0.00361787-0.000915762j 0.00117918-0.000885564j -4.93992e-06+0.00592579j 0.0027896+0.0059655j -0.00233849+0.00125625j -0.00144456+0.00313265j 0.00174165+0.00174153j 0.00191595-0.00204118j 0.00136373+0.00260866j -0.00254801+0.00233254j -0.00265028-0.00747434j -0.00181135-0.00125066j 0.0027254-0.00258653j 0.00463321+0.000204596j -0.000448821+0.00687983j -0.00548565-0.00394976j -0.00275887-0.0013705j 0.00456072-0.00189416j -0.00110467-0.00216346j -0.00115767-0.00182862j -0.00179894-0.00453647j -0.00547439-0.000443728j -0.000687817-0.00230372j -4.78933e-05+0.000623066j -0.00210361-0.00418851j 0.000523205-0.000549667j 0.00249763-0.000646716j 0.00671616-0.00317909j -0.000206768+0.00223333j 0.000572607-0.00549999j 0.00537582-0.00521232j -0.0105863-0.00940377j 0.00629157+0.0113877j -0.00249535-0.00617578j -0.00021671-0.0103032j 0.0041807+0.00449353j -0.000693903-0.000510287j -0.00725463+0.00583098j -0.00221639+0.000646956j 0.00398771-0.00307115j 0.0047924-0.00623193j 0.011342-0.00273363j -0.00192283+0.0023669j -0.00478474-0.0161743j -0.0105657-0.00258775j -0.00322671-0.0194146j -0.00771899+0.000566325j 0.00158386-0.00398331j 0.00391422-0.00939267j 0.00415009+0.00765154j -0.000858184-0.00640982j 0.00901823+0.00556067j -0.00313512+0.00146994j -0.00587524-0.00726322j -0.00165564+0.000905918j 0.00253168+0.0034484j 0.00251216-0.000492828j 0.00129374-0.00169472j 
0.00167099-0.0003759j -0.00252627+0.000705709j 0.00190173+0.00135211j 0.00235993-0.000560327j -0.00507956+0.00416986j 0.00621578+0.00327259j -0.0013214+0.00750669j 0.000593632+0.000608709j 0.00120178-0.00575911j 0.00272647-0.00366197j 0.00460637-0.000584822j 0.00400031+0.00199405j 0.00210694+0.00198847j 0.000272414-0.000769637j -0.00168127-0.00264297j 0.00185548-0.00288106j -0.00167487-5.77463e-05j 0.00262903-0.00174814j -0.00171411+0.00139232j -0.000770481+0.00135526j 0.00298102-0.00341217j 0.00491543+0.00597581j 0.00493191+0.00367751j -0.00761005+0.00431991j -0.00470665-0.00532984j 0.00170984-0.00213244j -0.000147527+0.00490552j 0.00201029-0.00159213j -0.000178346+0.00118235j 0.000655884-0.00131453j 0.00365972+0.00164973j -0.000305655-0.00132904j -0.00100997-4.80025e-05j 0.000859688-0.00179532j 0.00230342-0.00202228j 0.00108931-0.00591426j -0.000674298+0.000341405j -0.000379662+0.00102865j -0.000535603+0.0010558j -0.00414376+0.00475825j 0.00435824-0.000385367j 0.000665438+0.00292989j 0.00441181+0.000963575j 0.00243948+0.00323959j -0.0049962+0.00163074j -0.00811251-0.00104141j 0.00440602-0.00336875j 0.00198964+0.00792545j -0.00220338-0.00290841j 0.00272764-0.0027728j 0.00149683+0.00394786j 0.00402421-0.00507485j 0.00383278+0.0078142j -0.00332119-0.00167371j -0.0048976-0.0073986j -0.0114459-4.2123e-05j 0.00884346-0.00317222j -0.000377215+0.000533862j 0.000342883+0.00253966j 0.00847373-0.00287368j 0.00345695-0.000913633j -0.00354155-0.000477308j 0.00348135+0.00509364j -0.0041788+0.00491801j -0.00582386-0.00399249j -1.94872e-06-0.000821485j 0.00481951+0.00283835j -0.000469792+0.00164199j 0.000635309-0.000754995j 
0.00205455-0.00272111j 0.00362727+0.001086j 0.00234282-0.000510341j 0.000316245+0.00421265j 0.000546437-0.000386414j 0.00616697+0.000470897j -7.8596e-05+0.00402833j -0.00399643+0.0021991j 0.00479142+0.00294809j 0.00311035+2.09278e-05j -0.00662134+0.0072632j -0.0124093-0.00429762j 0.00285048-0.0062686j 0.00575865+0.00118352j 0.00111041-0.00571915j -0.0104758+0.00312567j -0.00545647-0.0100033j -0.0036068+0.00666108j 0.0155448-0.00163457j 0.00036391+0.00943688j 0.00495941-0.00561393j -0.0106323-0.0127875j -0.00727647+0.013806j -0.0086296-0.00941231j 0.0153613-0.0142645j -0.0109042+0.0101817j -0.011797-0.0158624j 0.00243911-0.00251549j 0.0112497+0.00404737j -0.000478927+0.00112816j -0.00317353-0.000522187j 0.00255429-0.000805427j -0.000837441+0.000411141j 0.00228187-0.00249606j 0.00244313+0.000921123j -0.000213687-0.000989339j -0.000248164-0.00259841j -0.00160946+0.00102721j -0.00197277+0.000217846j -0.000351246-0.00202006j 0.00481667-0.0012866j 0.00215889+0.00359943j 0.00219987+0.00227604j -0.000109282+0.000142243j 0.00211146-0.00142895j -0.00326521+0.00424482j 0.00250604-0.00247897j -0.00100209-0.00277936j 0.00262891+0.00331938j -0.0030807+0.00237084j 0.00111618+0.00383117j -0.00270989+0.00521092j 0.00187133-0.00395813j 0.00600655-0.00566269j 0.00306673+0.00587407j -0.00797704+0.00230935j -0.0109124-0.00282636j -0.000817731+0.00342056j -0.00131305+0.00219762j 0.00239452-0.00439691j 0.00286899-0.00715923j 5.60532e-05-0.00563919j 0.000998353+0.00285757j -0.00319972-0.00419027j 0.00515454-0.00201288j -0.00171266+0.00738949j -0.00528988-0.0015533j 0.00295411+0.00220947j 0.0029374+0.00133958j 
-0.00111845+0.00119992j -0.00183524-0.00350707j -0.00145752-0.00234677j 0.00212645+0.000160457j 0.0041608+0.00137211j -0.000107585-0.00182337j -0.00225904-0.00338066j -0.0039846-0.00402816j 0.00219867+0.00115073j -0.00203162+0.00142297j 0.00655697-0.00512045j 0.000636199-0.00269001j -0.00153436+0.0105803j 0.01175+0.0123876j -0.00466949+0.000386026j 0.00748473-0.000606951j -0.00247721-0.00200062j -0.00990241-0.00406828j -0.000963194-0.00592542j 0.00648688+0.00250969j 0.00357661+0.00262837j -0.00690058-0.00841487j 0.00141115+0.00478272j -0.00116573-0.000583262j -0.000735979+0.0027107j -0.00769033-0.00257353j 0.00301753-0.00893298j 0.00700986-0.00115609j 0.00167305+0.00468026j -0.000212384+0.00112695j -0.0002216-0.00137424j 0.000535266+0.00458568j 0.00405957+0.00078351j -0.00452816+0.00554233j -0.000993301+0.00133292j 0.00032195+0.00734019j -0.00525376+0.00679073j 0.00344965-0.00488881j 0.00557781+0.0032993j 0.00022796+0.00132234j -0.00897417+0.00565417j 0.000571488-0.0068329j -0.0111105-0.00756243j 0.00121412-0.00107307j -0.00502071+0.00325824j 0.00324928-0.0139776j -0.0133986+0.00265287j -0.00628803+0.00157864j 0.00302829-0.00139371j -0.00414983+0.00443565j -0.00376777-0.000904513j -0.000599572+0.00267613j -0.00818906-0.00786648j -0.00273337+0.0030426j 0.000787031-0.00643796j 0.0125213+0.000681011j -0.000685888+0.00212272j -0.00231113-5.60523e-05j 0.00469943+0.00294759j 0.00183118+0.00335095j 0.000272324+0.00902725j 0.00599155-0.0032936j -0.00171761+0.00450698j -0.00110463-0.00511448j -0.00252503+0.00342439j -0.00551008-0.00165718j 0.0003554-0.00257456j 0.00134648-0.00264432j -0.00433326+0.000553804j 
-0.00734713-0.000556441j 0.00200619-0.00203848j 0.0022755-0.00820971j 0.000709684-0.00470234j 0.00288493-0.00531347j 0.00789406-0.00493868j -0.00822087+0.00605452j 0.00616592-0.00178335j -0.00211959-0.00194305j 0.00279339+0.0049797j 0.00606054-0.00205562j -0.00100818-0.00455632j -0.00859771-0.0101414j -0.00106235-0.00796467j 0.00724335-0.00400843j 0.000721161+0.0102474j -0.00535163+0.000366522j -0.00540266-0.0139179j -0.00388015-0.0167984j 0.019685-0.00538695j -0.00750258+3.74508e-05j -0.00570506+0.00836196j -0.00177705+0.00256418j 0.0113324+0.000609732j -0.00306648+0.0105029j -0.0102678-0.014494j 0.0138664-0.0121754j 0.0127646+0.00651252j 0.00346066+0.000584117j 0.00471297+0.00219605j -0.000940698-0.000314231j 0.00379445-0.0053298j -0.0025499+7.79747e-05j 0.00176918-0.00350892j 0.00155158+0.000274416j 2.20403e-05-0.000215786j 0.00233486-0.00267921j 0.0015212+0.00342333j -0.00204655-0.00195335j -0.000371859-0.00425139j -0.000564904-0.00295858j -0.00138169+0.00378384j 0.00219784+0.000966716j 4.03207e-05+0.00245567j 0.00291133-0.00149348j -0.00312831+0.00501027j 0.00516783+0.000441973j -6.26418e-05-0.0036183j 0.00255051+0.00677484j -0.00248077-0.00261003j 0.00231979+0.0082916j 0.00516586+0.00458413j -0.0021204+0.00241086j 0.00179353-0.00646367j 0.0077467+0.00525498j -0.00925015+0.00297579j -0.00717417+0.00422142j -0.00397447+0.004647j -0.0048384+0.00495992j 0.00387951-0.00186948j 0.000912363+0.00124381j 0.00856474-0.00423957j -0.000652467+0.00168466j 0.000553048-0.00367644j 0.00271583+0.00277476j -0.00610769-0.00139904j -0.00113275-0.00455539j 0.00316256+0.00169583j -0.00216445-0.000554936j 
-0.000325126-0.000148072j -0.000450992+0.000366027j 0.00129977-0.000432663j 0.000703788-0.00145406j -9.48086e-05-0.00119549j 0.00162433+0.00474842j -0.00185491+0.00470349j -0.00122987+0.000552116j -0.00150411+0.001137j -0.00571057-0.00229859j -0.00509456+0.00127487j 0.00052937+0.00186774j -0.00630166+0.0028952j 0.0128665+0.00668362j -0.00158208+0.00390271j -0.0034221+0.00381089j -0.00382352+0.0124596j 0.00186842-0.00320118j -0.0118153-4.96333e-05j 0.00578435+0.00132177j 0.00239006+0.00496944j -0.00465423-0.00556204j -0.000349688-0.00535931j -0.00376671-0.00695822j -0.00224639-0.00199791j 0.00350718+0.000850591j 0.000818406+0.00306622j -0.000950795-0.000527781j 0.00149314-0.00074219j 0.000188144+3.44346e-05j 0.00136118-0.000466897j -0.000348001-0.00136421j -0.000421147+0.000630852j 0.000130842-0.00259605j -0.000790162+0.000208877j -0.000922831-0.00242225j 0.00158656+0.000754136j 0.00115771+1.67341e-05j -0.00290007-0.0042586j -0.00324872-0.00235276j -0.000772301-0.000844775j 0.00163001+0.00230885j -0.0019453-0.00241131j -0.00450119+0.00592923j 0.00184261+0.00502551j -0.00409705+0.00246593j 0.00312117-0.00192761j -0.0019329+0.00543411j -0.0025481-0.000833971j 0.00763718+0.000197187j 0.00125399+0.00264803j -0.00332484-0.00441653j -0.00236163-0.00509874j 0.00112658-0.00444462j 0.00115063+0.00228138j 0.00280766+0.0022113j 0.00515225-0.00361857j -0.000494565-0.00255339j -0.00399515+0.00251637j -0.00314961+0.00342577j 0.00595552-0.00138767j -0.00337235-0.00130291j -0.0027288+0.000762863j 0.000846858+0.000359178j -0.00211592-0.00437568j 0.00105643+0.00104862j 0.00154098+0.00237323j -0.000148289-0.000196868j 2.81196e-05-0.000111653j 
