-0.0933585+0.107217j 0.18374+0.0822251j -0.0230377-0.245593j -0.214609-0.0800512j -0.0207082+0.0786739j 0.0949547-0.0743879j 0.0372647+0.26819j 0.201171-0.135966j 0.0040913-0.0780397j 0.0567755+0.0795314j -0.0657769-0.0464072j 0.173328+0.0131606j -0.202729-0.0104917j -0.10465+0.0292329j -0.02903+0.0190369j -0.00360188+0.048067j -0.027477+0.04842j -0.0785289+0.0581061j 0.00532757+0.0106252j -0.123431+0.0716766j 0.0384251+0.12077j 0.0942508-0.0825644j -0.00331524+0.0749241j -0.0808249-0.022154j 0.0203822+0.189716j -0.0650021-0.0327524j -0.0626572-0.0677814j 0.00799521+0.051699j -0.0295156+0.130008j 0.0165456+0.0164604j 0.0941515-0.1444j -0.0149223+0.0663259j -0.0397839+0.00222414j -0.12122-0.00695654j -0.0607047-0.0142368j 0.0712336-0.0806857j -0.0513046+0.057238j -0.059259-0.0347276j 0.0267497+0.0069865j 0.0120307-0.051017j 0.012815+0.0095638j -0.0902194-0.000292189j 0.0300999-0.0620231j -0.0916784+0.0304729j 0.0306151-0.130994j -0.14513+0.0368119j 0.0364055-0.135674j -0.198591+0.0450696j -0.0659617+0.169754j -0.123462-0.158851j 0.115826+0.199287j -0.181347+0.0322321j 
-0.0107264-0.0116878j -0.0137838+0.00640469j -0.00385969-0.0130845j -0.0136759+0.00791104j 0.0329036+0.010433j 0.00190371-0.00307074j -0.00962411-0.0132046j -0.000781239-0.00872299j -0.00830349-0.0223569j 0.00835946-0.019147j 0.00820209-0.00717616j 0.00245848-0.0104978j 0.00946932-0.00244253j 0.00933759-0.0280871j 0.00874197+0.000642838j -0.0114763+0.00483039j 0.0042466-0.0230837j -0.018299-0.0251813j 0.0268183-0.00786573j -0.00267053+0.0149621j 0.0089013+0.00820653j -0.00607175+0.00834343j -0.00861753+0.0143608j -0.00399346-0.0204828j -0.00221062+0.0117999j -0.0171309+0.0266479j -0.0218338+0.00835653j 0.0231788+0.0325431j -0.00788092+0.00109294j 0.00509215-0.044305j 0.0096887+0.00655642j 0.0442748-0.0204871j -0.0194222+0.000203536j 0.0211768+0.0265934j 0.00374603+0.00996359j 0.005947+0.0133391j -0.00284164+0.00864726j 0.000740925-0.00673071j -0.005332+0.0010302j 0.00773264-0.00100642j 0.0113923-0.0232152j -0.0222325-0.00495168j 0.0105295+0.00412381j -0.00125667-0.00830542j 0.0181447+0.00687773j 0.00531052-0.0120392j -0.00814665+0.00257188j 0.00951846+0.00461502j -0.00311958+0.00699451j -0.00775156-0.0054852j -0.00435978-0.00110377j -0.00170394-0.00234128j 
0.00935916-0.00324896j -0.00431246-0.0123098j 0.000111702+0.00594273j 0.00701549-0.00149127j 0.0104025-0.0147251j -0.00859362+0.00362385j -0.0131059-0.0053306j -0.0118444+0.0151164j -0.000817777+0.00691445j -0.000447457+0.00114159j 0.009287+0.00284712j 0.0076323+0.0152428j 0.00498553-0.00822233j 0.00491902-0.00625822j -0.00132555-0.00557315j -0.00678269-0.00489469j -0.00609547-0.00316603j 0.00817792+0.00237105j -0.00403484-0.0063011j -0.000160599-0.00823788j -0.00320661-0.00250175j 0.00537754-0.0100762j -0.00686407+0.00651098j 0.00758-4.26191e-05j -0.00271038+0.00298393j -0.00859192-0.0103047j 0.00363185+0.00544046j -0.00540357-0.00328086j 0.0051415+0.00300629j -0.00765282-0.00671763j 0.0089547+0.00637938j 0.00557693-0.00575611j -0.00156893+0.00597929j -0.0025623-0.00542089j -0.0080189-0.00512668j 0.00115797+0.000998421j -0.00226209+0.00459223j 0.00515212+0.00599764j 0.00168956-0.0051107j 0.00345585+0.00781302j -0.000431155-0.00079586j 0.000610488+0.00483j -0.0029754+0.000438325j 0.00709039+0.00711165j 0.00384795+0.0112004j 0.00818045+0.000181188j -0.00245215+0.00148116j 0.0169036+0.0133884j 0.00118357-0.00384322j 0.00385886+0.00332642j 0.0085905-0.012946j 0.0103551+0.00833184j 
-0.00533821-0.0151282j -0.0161805+0.00637764j 0.00597725+0.0190094j 0.0181465-0.000970679j 0.0013888+0.00972473j 0.00825861+0.0104737j -0.0105372-0.00965157j -0.0165237+0.00515518j 0.00496848+0.00674879j -0.00870296+0.00578996j -0.0101801-0.00392443j -0.00647285-0.00180135j 0.0071799+0.000838068j -0.00561814-0.00251816j 0.00384897-0.00422348j -0.00826101-0.000451696j 0.00389606+0.00384819j -0.00299281-0.00706999j 0.00689639-0.00680278j 0.00739429-0.00530865j 0.00527506+0.00457499j 0.00237666-0.0057769j 0.000535776-0.000414722j 0.000707179-0.00567067j 0.00367754-0.00550833j -0.0101518+0.00221893j 0.00268783-0.0092834j -0.000759644+7.33168e-05j 0.00180671-0.0081867j -0.00205755+0.00791544j -0.00347894-0.00292504j -2.6371e-05-0.00373513j -0.00471135-0.00083515j 0.00878799+0.003319j -0.00565402+0.0124417j -0.00585494+0.000764561j 0.00893936-0.000133541j -0.00531494-0.000761164j -0.00470921+0.00493207j -0.00802219+0.00138388j 0.00673803-0.0033085j -0.00499686+0.00528021j 0.00199449+0.00198212j 0.00322884+0.000794376j -0.0146217+0.000365417j -0.00522352+0.00965328j -0.0101548+0.00831205j -0.00320881+0.0129116j 0.0142261-0.00216225j -0.00379867+0.0149555j -0.0153668-0.0128712j 0.0102931-0.0136361j 
-0.00537466-0.00203992j -0.00104945+0.00465153j -0.00263905+0.00661409j 0.00302195+0.00308835j -0.00208117+0.00630662j 0.00185871+0.00279209j 0.000334254-0.000986344j -0.00582589-0.00390265j 0.00479071+1.32436e-06j -0.00204498+0.00427799j -0.000477355-0.00324149j 0.000952424+0.0058682j -4.63654e-05+0.00769822j -0.00204999+0.000548489j -0.00312154-0.00308473j -0.00457676-0.00150791j 0.000978308+0.00171153j -0.00663314+0.0035126j -0.000809455+0.00119876j -0.000875565-0.00136571j -0.00130482+0.00502541j 0.00232793+0.000691582j 0.00191423+0.00240191j -0.0051325-0.00395103j -0.00378452+0.00265219j 0.0018073+0.00782128j -0.00114847-0.00291235j -0.00423868+0.00369756j -0.00175709+0.00514398j 0.00321536+0.00146181j -0.00460358-0.00645894j -0.00136205+0.00173012j -0.00515728-0.00644295j 0.000132696-0.00165939j 0.00281826+0.00384518j 0.00019423+0.00391187j 0.00182462+0.000233359j 0.000322908-0.00257139j 0.00274068+0.000346119j -0.0020214-0.00254563j 0.00291214+0.000351237j -0.000127111+0.000590822j 0.00284466-0.0017015j 0.000354645-0.00547307j -0.00437508-0.00450052j 0.000386241+0.00218793j -0.000320324-1.32979e-05j -0.00150754-0.00962475j 0.00661652-0.000944366j -0.00129523+0.00174208j -0.0027229+0.0018239j -0.00359771-0.00158845j 
0.00378792+0.000617775j -0.00331296-0.00173025j 0.00279142-0.00458605j 0.000970546-0.000787233j -0.000672378-0.010178j 0.000806857-0.00362578j 0.0069348-0.00364263j 0.00465879+0.00450657j -0.00606591-0.00370543j 0.00442622-0.0115276j 0.00539387+0.00030936j -0.00766454-0.00808126j 0.00137623-0.00343927j 0.00440634-0.00162879j 0.00979791+0.00157153j -0.00231004-0.00358734j -0.00300063-0.00506744j 0.0027016-0.00545989j -0.00285589+0.0071839j -0.00675168+0.00089637j -0.00839613-0.0138529j 0.000521339-0.00034288j -0.00448095+0.0124095j 0.00788129-0.00486542j 0.00286848+0.00745434j -0.0138377-0.00858618j 0.00104549+0.00384098j -0.00501194-0.000823352j 0.00774568-0.00968042j -0.0136402-0.000675076j 0.000771789-0.00147206j 0.00776792-0.0130314j 0.00115124+0.000855964j -0.00932184-0.00665741j -0.00716272+0.001471j 0.00411196-0.00282108j 0.0113197+0.00542497j 0.00517968+0.00145786j 0.00496153-0.00839978j -0.00715874+0.00655565j 0.00174695+0.00228711j -0.000914775+0.0104627j -0.00210903-0.00170057j 0.00557256+0.00434304j -0.0031618+0.0136312j -0.013981-0.00295313j 0.00500159+0.0072932j -0.0145863+0.019464j -0.00134101-0.00760554j -0.00098904+0.0136762j -0.00679267-0.0005838j 0.00408908-0.00492028j 
0.00167224-0.00500657j -0.00959-0.00375314j 0.00161973+0.0101585j 0.00583369+0.00467798j 0.00527725-0.00645925j 0.00207611+0.00955369j 0.00365624-0.00137618j -0.0160322+0.00633724j 0.00126991+0.00132576j 0.000217931+0.00402263j 0.00518895-0.00433023j 0.0116408+0.00633788j 0.00745755+0.012519j 0.000336256+0.000223609j -0.00296636-0.00697423j -0.0161317-0.000327125j -0.00360381-0.00520144j -0.00534335+0.0149727j 0.000529061-0.00181005j 0.00151874-0.00287948j 0.00181449-0.000779751j -0.00397362-0.0030122j -0.00145331+0.0177281j 0.0030507-0.0140859j -0.000700553+0.00238407j -0.0167277+0.00955063j -0.00949059-0.0201232j -0.00417066+0.000631407j -0.0108305-0.0101905j -0.00159838+0.021972j -0.0094453+0.00368552j -0.0104624+0.000474887j -0.0150691+0.00933188j 0.00737822-0.00957939j 0.00355708+0.0182821j -0.000488158+0.00535249j 0.0106145+0.00167792j -0.00799196+0.00635787j 0.00754684+0.0129918j -0.00335592+4.41712e-06j 0.0118031+0.00278292j -0.00679475+0.00403073j -0.00222999-0.00282401j -0.00519088+0.00710067j -0.0131609+0.0113413j 0.00791459-0.0169712j -0.00753637+0.00940135j -0.0265173-0.0209459j 0.00369643-0.00936549j -0.00936287-0.0054253j -0.00601069-0.000853254j -0.00027414+0.000442522j 
0.00590762+0.00271968j 0.00160864-0.00430438j -0.00350768+0.0046189j 0.00574013+0.00399173j -0.00198656-0.00310179j -0.00405537-0.00373608j 0.0021785-0.011771j -0.00183051+0.00483585j -0.00176242+7.10666e-05j 0.000111218-0.00219236j 0.00117427-0.0014784j -0.00452741+0.00460409j 0.0103135+0.00565717j 0.00691441+0.00134511j -0.00574366-0.00321861j -0.00145993+0.00137205j -0.000965622-0.00018643j 0.00322781+0.0045556j -0.00371055+0.00431633j -0.0150498-0.00161117j -0.00620129-0.00992093j -0.00251654-0.00601179j -0.0043692+0.00898103j 0.00335859+0.00730481j -0.00164907+0.00685638j -0.00645307-0.00242854j 0.00885941+0.000415368j -0.00710445+0.00894797j 0.0152759-0.0103031j -0.0128588-0.00889181j -0.0080038+0.000651019j 0.00326565-0.021122j -0.00979402+0.00205097j -0.0164001-0.00451045j -1.54693e-05+0.00532531j 0.0105873-0.000429358j 0.0156797-0.000716123j 0.00902855-0.00403797j 0.0111792-0.0107028j -0.00303586+0.00263636j 0.00259364-0.00271417j 0.013504+0.01072j -0.00662667-0.00914027j 0.00931769-0.00335409j 0.0152051+0.0131632j -0.0135689+0.00132855j 0.01092+0.00156832j -0.00842091+0.0111457j -0.00781731-0.00724655j 0.0030384+0.00435495j -0.000278645-0.0028733j 0.00488142+0.00090278j 
0.00107972-0.000795529j -0.00121866-0.000541531j 0.000631521-0.000470506j 0.0026083-0.000676255j 0.000404637-0.0033664j 0.0037398-0.00383688j 0.00287942+0.00186136j 0.00224829+0.00380543j -0.00258064-0.00112898j 0.00400975-0.0029886j -0.00200121-0.00354771j 0.00489124-0.00924069j -0.00610661-0.00301705j 0.00169141+0.000134343j 0.00290051-0.00311714j 0.00404048+0.00601323j -0.00356673-0.000860046j 0.0057622-0.0045592j 0.00814759-0.000305775j 0.0036134+0.00252803j -0.00172298-0.00277601j 0.00511446+0.000559209j -0.00585453+0.00472114j 0.00459021-0.00198319j -0.00202489-0.00744203j -0.00534437-0.00298728j 0.00321095+0.000988314j 0.00513881-0.00738723j -0.0116243+0.00096355j 0.000570308+0.00593552j 0.00798784+0.0103023j -0.00012498+0.00605672j 0.00507144+0.00373033j 0.0123048-2.59333e-05j 0.00127893-0.0068914j -0.00924544+0.00364598j -7.01093e-05-0.000699632j -0.000430763+0.00771726j -0.00240237+0.00493014j 0.0055661+0.00145634j 0.00347113+0.00656667j -0.00165449+0.00101584j 0.0120085+0.00578016j 0.00222974+0.00652897j -0.00716335+0.000257261j -0.00187684-0.00799059j -0.00306807+0.00563566j 0.00254029+0.00431642j 0.0049622-0.00100597j 0.000599194+0.00560233j 0.000573565-0.00110692j 0.00142141-0.000743667j 
0.000554161+0.00161561j 0.00239382+0.00200877j -0.000248648-0.00560348j -0.00204674-0.0024529j -0.00729669-0.00577155j -0.00125258-0.00541877j 0.00165071-0.000472548j 0.0103578+0.000465861j -0.000537184-0.00712647j 0.00458529-0.0123396j 0.00853543-0.00932724j 0.00198305-0.00724427j -0.0143755-0.0127159j -0.00375007-0.00217117j 0.00958542+0.0111364j 0.0101006+0.000606318j 0.00415509-0.00170304j 0.00155602-0.0158087j -0.00693371+0.00376195j 0.00138971-0.00179844j -0.0038266-0.0106129j -0.00533547+0.00978096j 0.00314345-0.00125786j 0.0138716+0.000895907j 0.00266794+0.000670615j -0.00531509-0.00702871j -0.00586038+0.013599j 0.00866731-0.0139437j -0.0116749-0.00999723j -0.00048917+0.00689002j 0.0223628+0.000745032j 0.00154393+0.0183819j 0.0105897+0.00272727j 0.0145566+0.00670536j -0.00359046-0.00846924j -0.00288182-0.00775867j -0.00637712+0.00262029j -0.00256915+0.00853939j 0.00122999+0.0181043j 0.00359751-0.00441833j 0.00506889+0.00959855j -0.0117406+0.00483217j 0.00920983+0.00734757j -0.00183003+0.019656j -0.0100037+0.00889613j -0.00110062-0.00896588j 0.00193731+0.00643322j 0.00338382+0.0153168j 0.0086146-6.56846e-05j -0.000189135+0.013419j 0.000628505+0.00277074j -0.000623468-0.00201801j 
0.00111926+0.000121564j 0.000147019-0.00234671j -0.000200359+0.0021672j 0.00153852+0.00146555j 0.00381373+0.0060468j 0.00543847-0.00218586j 0.00205583+0.00117316j -0.00335908-0.000514914j -0.00457098+0.0021571j 0.00150114+0.00457105j -0.0162903-0.00450663j 0.00763064-0.00697539j 0.00963467+0.00566737j 0.00122763+0.000456577j -0.0139506-0.00220927j 0.0104104-0.00351796j 0.00603889+0.004085j -0.00112768-0.00403602j 0.00466905-0.00830771j 0.00616825+0.00543141j -0.00252245-0.000213675j 0.00835868-0.0129804j -0.00451012+0.00414376j -9.64585e-05+0.00642319j -0.00341533-0.000810803j 0.0017963+0.00304009j 0.00229829-0.00981424j 0.00459672+0.00211649j 0.000645015+0.00163698j 0.00260723-0.00174949j 0.0053234+0.00827871j -0.000493756+0.00295727j -0.00409886+0.00431573j 0.00160804-0.00891203j 0.00117555-0.00747179j 0.00416342+0.0062405j 0.0023589-0.0112017j -0.00250013-0.00284471j -0.00316279+0.00544349j 0.000208617-0.00436913j 0.00239465-0.0046356j 0.00697994+0.00112892j 0.0070715+0.00110218j 0.00847578+0.00159279j 0.00636297+0.0011694j -0.00545983+0.00196103j 0.00675931+0.00376182j 0.00601746-0.00811328j -0.00664959+0.00403401j -0.00201273-0.00713219j 0.00166031-0.00309712j 0.00181584+0.00154164j 
0.00235922+0.000596612j 0.00393819-0.00204196j -0.004306+0.00821553j 0.00404972+0.0037065j -0.00113965+0.0116542j -0.0020509-0.000829147j -0.00787763-0.00951503j -0.00805267+0.00113669j 0.00407808+0.00113631j -0.0045151+0.00931982j -0.0217771-0.00825034j 0.0106298-0.00915698j 0.00354345+0.00599948j -0.00846087+0.00507705j -0.0111393+0.00982101j 0.0143378+0.000628139j 0.0124974+0.00543026j -0.000996293+0.00150933j -0.000780112+0.00156501j -0.00784308-0.00148942j -0.00440167-0.0011334j -0.00492168-0.00413439j -0.000995015+0.00552985j 0.0120234+0.0163543j -0.0047389+0.000291243j 0.00152327+0.00389572j 0.00166792-0.00188179j 0.0111123-0.000435827j -0.0087701-0.00749245j 0.00938501+0.00432532j 0.0138859-0.00156004j -0.000152089+0.0127297j -0.0111878+0.0151096j 0.0126815-0.00116308j 0.00721233-0.00719608j 0.00538286+0.000845437j -0.00300254-0.014056j -0.00202929+0.0042573j 0.0165687+0.0170426j 0.00568028-0.0137879j 0.0117423-0.0148056j 0.00988389+0.00394762j 0.0116056-0.0137085j 0.00661853+0.00338919j 0.0208212+0.00657051j -0.00440958-0.00590097j 0.00718933-0.00227101j 0.00977481-0.00564694j -0.00484387+0.00678273j -0.00253334-0.00832025j 0.00573779-0.0030684j 0.00195073+0.00342057j 
-2.13563e-05+0.00148515j 0.00251095-0.00132256j -0.00254073-0.00271454j 0.000685874-0.000600235j 0.00140987+0.00018309j 0.00534117-0.00467766j 0.00375776+0.00235256j 0.00187275+0.000671513j -0.00146851+0.00217338j 0.00836799-0.0023323j -0.00484726+0.0141832j -0.0094928-0.0141254j -0.00903127+0.00365386j 0.00778713+0.00372371j 0.00501953-0.0131641j 0.00612265+0.0291589j -0.0169295+0.00499059j 0.0240381+0.000432802j 0.0234292-0.00775663j -0.00496045+0.0047276j 0.0114914+0.00637458j 0.00432916-0.0075933j -0.00740128+0.0235362j -0.00616014-0.00145599j -0.0208079-0.0111579j -0.00692464-0.00297599j 0.0119781-0.0105067j 0.00386687-0.00798424j -0.00536621+0.0198935j 0.00116304+0.00147374j 0.00468602+0.0148315j -0.00537911-0.00785431j 0.00614069+0.000466425j 0.00478832-0.00108597j 0.00106078-0.0110308j -0.00961147+0.0186438j 0.00641431-0.00126384j 0.0119594+0.00963416j -0.0082321-0.0157601j 0.0187959+0.00169002j 0.00299979+0.00598719j 0.00779452-0.0132798j 0.0181805-0.0148742j -0.00867303-0.0156561j -0.0117025-0.011648j -0.01247+0.000496189j -0.0042499+0.00613755j -0.000854489+0.00118958j -0.00043888-0.000401586j 0.00123319-0.00204927j 0.00249294-0.00122651j -6.65065e-05+0.000718601j 
-0.000448238+0.0033132j 0.00129047+0.000118278j 0.00146318-0.00842166j -0.00420526-0.00111753j 0.00118181-0.00376218j 0.00728136-0.00768424j 0.0128521+0.00757923j 0.00933333-0.00342694j -0.0109831+0.00897279j 0.00176068-0.00819562j -0.0113105-0.00453818j 0.00941936-0.0141223j 0.0132805-0.00715736j 0.0108546-0.00742667j -0.0235921+0.00233473j -0.00224643-0.0240504j 0.00583008-0.00145964j -0.00820999+0.0010946j 0.00229636-0.0131041j 0.0295975+0.00892335j -0.00818551-0.000180019j 0.0100067-0.0263506j -0.0162591-0.00145659j -0.00338998+0.000755972j 0.00811928-0.00567476j 0.000236306+0.00281272j -0.00318266-0.00890263j -0.00155343+0.00765579j 0.00217832+0.0058144j -0.00501543+0.000243283j 0.00684678+0.0125364j 0.00258103-0.00112414j 0.00402043-0.00126006j -0.00820669-0.0131754j -0.000720868-0.00930702j 0.00220027+0.00600016j -0.00462909-0.00587455j -0.00615944-0.00492161j -0.0126103+0.00816766j -0.0101509+0.0131807j -0.00511756+0.00538214j -0.00153937+0.00335221j 0.0158191+0.0285994j 0.022244-0.000543467j -0.00617943-0.0019139j -0.0063712+0.0100275j 0.0148348+0.00483786j -0.000711465-0.0101327j -0.0048883+0.00232233j -0.000532684-0.000835928j 0.000913831+0.000414075j -0.00013354+0.00169428j 
-0.000996653+0.00199088j 0.00250604+0.00242449j -0.000123673-0.00153675j -0.00196277-0.00240738j -0.00616254-0.00789335j -0.00868691+0.00303978j -0.00890251-0.0063485j 0.00288593+0.00563771j 0.0084901+0.00870491j -0.0135362-0.004219j 0.00606314+0.0031338j -0.00245382-0.00909367j -0.00278153+0.00167965j 0.0050076-0.000486803j -0.00476731-0.00322372j 0.00365775-0.00728138j -0.00356106+0.00996199j 0.00596403+0.0140718j 0.00814138+0.00493513j 0.00361101+0.00977011j 1.44181e-05-0.00104802j -0.00841146+0.0036818j -0.00494199+0.00452845j 0.0036625+0.0054755j 0.000465849-0.00361284j -0.0122687+0.00478578j -7.28982e-05-0.000517888j -0.00832046+0.00401383j -0.00660597+0.00994274j 0.00716227+0.0138372j -0.00122719-0.010621j -0.00321545-0.00287656j -0.00641153+0.00836542j 0.0125851+0.00550113j 0.00781351-0.00180693j -0.00627778+0.0111092j -0.00757007-0.0031559j 0.0174797+0.00360901j 0.00371804-0.000760983j -0.00548734+0.00215261j 0.000849723-0.0121475j -0.015086-0.00430542j 0.00149426+0.00048154j -0.00121754-0.00586938j -0.00454974-0.000514211j -0.00172258+0.00127745j -0.00210239-0.000176174j -0.000995556+0.00194095j 0.00301681-0.00368856j 0.00293438+0.00206972j 0.00251986+0.000454272j -9.08312e-05+0.00218479j 
0.00108137-0.00178232j 0.000628648-0.000459398j -0.00225348+0.00457713j 0.00420328+0.00113786j -0.00680947+0.0109515j 0.00870355+0.00208965j -0.00411333+0.00461325j -0.00241669+0.00483044j -0.0185773+0.00345956j 0.00254289-0.0242182j 0.00509314+0.00876596j -0.0040109+0.00158862j -0.0139809-0.00972492j 0.00613158+0.0121104j -0.0111554+0.00657878j -0.00800773+0.000611106j 0.00709725-0.000664133j -0.00269022+0.0069636j 0.00921-0.0121398j -0.00264627-0.00076733j -0.00124018-0.000571252j -0.00606084-0.0039927j -0.00333548-0.00133188j 0.00511909+0.00114931j 0.00610512+0.0127197j 0.00914586+0.0120776j 0.000582294+0.000827216j -0.0165059+0.00145469j -0.00357388+0.000232718j -0.0090005+0.00834393j 0.000992623+0.016624j 0.00875793-0.00228578j 0.0237235-0.00202532j 0.00668878-0.00836442j 0.0163972+0.0111036j 0.0098881+0.00490013j -0.0110203+0.0300274j -0.0224027-0.00450412j -0.00439995-0.00756968j 0.0162687+0.00278784j 0.0126447+0.00196526j 0.00480838-0.00869202j -0.00680007+0.00153582j 0.00535374+0.00858726j -0.00307127-0.000160017j -0.00636945+0.00360315j 0.00349519+0.00207068j -0.000121491-0.000717138j 0.00177792-0.000666497j 0.00223487+0.000567839j 0.00210938-0.000389848j 0.000273869+0.000416741j 
0.000130809+0.00177143j -3.05771e-05-0.000543077j -0.00024406-0.00393334j 0.000341509+0.00645602j 0.0171654-0.000837953j 0.00879743+0.000893951j -0.000553926+3.53851e-05j -0.0157835+0.0031557j -0.0125622+0.00666481j 0.00910327-0.00405719j -0.00714116+0.0069732j 0.00240007+0.0079219j -0.00673596+0.00420907j -0.0112601+0.0196372j -0.00499873+0.00588673j -0.00218045+0.0126711j 0.00771678+0.0116876j 3.53737e-05-0.0168703j -0.0110707+0.0038453j -0.00796269-0.00522456j -0.00694681+0.0160578j 0.0174634+0.00598957j 0.00536445+0.0026913j -0.00204755+0.0152657j -0.0106807-0.000330811j -0.00896831+0.00038045j -0.00313554+0.0017981j -0.00185377-0.000265822j 0.011185-0.016946j 0.000400223+0.00861964j 0.00825578-0.00230327j 0.0111644-0.00108504j 0.00217796-0.000506561j 0.00874507+0.00850828j 0.00838045-0.015849j 0.0185741-0.00751314j 0.0175523+0.0120327j -0.00788318-0.0146957j 0.0111765+0.000183959j 0.00360746+0.000588927j 0.00951306+0.00573594j 0.0171114-0.0130852j -0.00327173-0.00511479j -0.000470427+0.00039433j 0.0021985-0.00341773j 4.15604e-05-0.0027865j 0.00162573+0.00289705j 0.0023834-0.00452327j -0.00167076+0.00393922j -0.00214285-0.000312413j -0.00180633+0.00218083j -0.000923544-0.00109577j 
-0.0014766+0.00197715j 0.00222045+0.00288742j 0.00133254-0.00466412j -0.00435903-0.00101228j -0.003775-0.0034137j -0.00194399+0.00830864j -0.0117023+0.000635171j -0.00179087+0.00412886j -0.000406758+0.011927j -0.0195974-0.0104685j 0.0080738+0.00382077j -0.00614988-0.00319254j -0.0110059-0.00145157j -0.000100676+0.00484624j -0.00995368+0.00827425j -0.00898844-0.0115142j 0.00661598+0.0147368j 0.00528511+0.0133587j 0.00562656+0.00236334j 0.00819285+0.00505501j -0.00595127+0.00283267j -0.00759796+0.0114996j -0.00378005+0.00315697j 0.00545366+0.00940424j 0.00726085+0.000713577j -0.00882132+0.0115226j -0.0065356+0.00280975j -0.0157656+0.0124052j 0.00195964+0.00450825j 0.0103711+0.0209212j -0.00460829-0.0110598j 0.00443215-0.0040085j 0.00318386+0.00582739j 0.0163978+0.0043623j 0.0176639-0.00329474j 0.00849885+0.00786574j -0.00811564+0.0187349j 0.00533797-0.0083746j 0.00348223-0.000809293j -0.0027783+0.00707487j -6.08513e-05-0.0146571j -0.0161786-0.0039751j -0.00484288+0.00595737j 0.00102732-0.00300107j -0.00551533+0.000293292j 0.00152809+0.00392773j -0.002722-0.000408054j -0.00223769+0.00257625j 0.00144242-0.00290121j 0.00263865+0.00113045j 0.00116495+0.00128929j -0.000114422+0.00108971j 
-0.000150206-0.00331291j -0.00169232-0.000333431j -0.00154525+0.00918332j 0.00671781+0.000818503j -0.00283215+0.0122083j 0.00591113-0.00116478j 0.00144928+0.00205027j -0.00311442+0.00158241j -0.00805359-0.000563907j 0.00221668-0.00800206j 0.00172973+0.00250664j 0.000329372+0.00535559j -0.0064592-0.000526912j 0.00438199+0.00477919j 0.00102275+0.00352393j -0.00105072+0.00911667j 0.00254836-0.00757375j -0.00254321+0.00213133j 0.00279474-0.00919474j -0.00971309-0.00357852j 0.00386817-0.00194349j -0.0043772-0.00262181j 0.00147171-0.00171938j 0.00240054-0.00428359j 0.00364251+0.00852953j 0.0141842+0.00211546j 0.00393512+4.38596e-05j -0.00301676+0.000520918j -0.00503853-0.00162738j -0.00551676-0.00186433j 0.00354944+0.0133919j 0.00144607-0.000921068j 0.00977521-0.00818779j -0.00322614-0.00743573j 0.00620996+0.00851852j 0.0027873-0.00325909j 0.00280276+0.0121915j -0.0183258+0.00643122j -0.00376211-0.00379524j 0.0134207-0.00805345j 0.00966653+0.000679276j 0.00735983-0.00461693j -0.00427643-0.0046911j 0.0023132+0.00506598j 0.00134411+0.000347073j -0.00322945+0.00187653j 0.00157239+3.63495e-05j 0.00115159-0.00157449j 0.00145552+0.000307901j 0.00016948-0.000925604j -6.85596e-05-0.00133339j 0.000140319-0.000856674j 
-0.00145751-0.00376594j -0.00201373-0.000264549j 0.00139191+0.0160643j 0.00801082+0.000112606j -0.00328161+0.0176218j -0.00445963+0.00283498j -0.00420329+0.00290726j 0.00157383-0.00921303j 0.00251767-0.013496j -0.00395351+6.43531e-05j -0.000789951-0.0100841j -0.00396499+0.00243004j 0.00179434-0.00184778j 0.00748397-0.0120496j 0.00184047+0.00171621j -0.00023767+0.000484998j -0.00430668-0.0104164j -0.000232039+0.00888894j 0.00618709-0.00542977j -0.00567514+0.00301996j 0.00378896-0.0139338j -0.0195972+0.000279809j 0.00299371+0.00101173j 0.00245373-0.0136227j 0.0071607+0.00733782j 0.0128515+0.00147563j 0.00429619-0.00750783j 0.00181938-0.00427064j -0.0132232+0.00516953j -0.00635456-0.00035271j 0.0015127+0.00916616j -0.00855941+0.0107233j 0.00345834-0.00179644j -0.0109832-0.00615083j 0.00436034+0.0200489j -0.00711217+0.00260458j -0.0102389-0.00117391j -0.00469454+0.013716j -0.00282657+0.00328903j 0.00542247-0.0098537j 0.00198545-0.00412111j 0.00411105+0.00990145j -0.00436501-0.00847541j 0.0017492+0.00650999j 0.006305+6.52066e-05j -0.000349052+0.00296538j -0.000207537-0.00535103j 0.00091092-0.0021482j 0.00347797-0.00185106j 0.000485135-0.000329872j 0.000122766-0.00192857j -0.000455351+0.00016544j 
