0.293782-0.126005j -0.1276-0.307476j -0.241921-0.0698207j 0.0823531-0.344121j -0.0419736+0.0990759j -0.193651+0.0536591j -0.0860217-0.034702j -0.234024+0.0435273j -0.0924027-0.00810082j -0.0719609+0.0996919j 0.120743+0.0893405j -0.204101-0.122511j 0.0928919+0.216374j -0.123768+0.416749j 0.384144+0.0895611j 0.100624-0.0689722j -0.063635-0.096808j -0.0675587-0.00369236j -0.0130717+0.0749589j 0.0510021-0.00403121j 0.0278828+0.0170836j 0.00322452+0.0166501j 0.018851+0.0251654j 0.0181065+0.0133629j -0.00487961-0.0200301j -0.0135373+0.0174822j 0.000255448+0.0014394j 0.00776105+0.0032877j 0.000287486+0.0286727j 0.00246522-0.0150521j 0.00264037+0.0125571j -0.0137023-0.0147734j -0.0116771+0.0202428j 0.0160098-0.0229741j -0.022659+8.81612e-05j -0.0312606+0.0260816j 0.028072+0.0322417j 0.0087917-0.000728385j -0.000680454-0.00740843j -0.00947121-0.0401683j 0.0282983-0.00649453j -0.0303854+0.0100068j 0.001587+0.0258178j -0.0051435-0.00262887j -0.00284159+0.0221223j 0.00565976+0.00885929j -0.0223973+0.0204384j 0.0155663+0.0202519j -0.00414981+0.00929219j 0.0117737-0.0179984j 0.00318857-0.00519279j -0.00372682-0.00452157j -0.0188757+0.0152508j 0.000230479+0.00337413j 0.0116181-0.00503624j -0.00199523+0.000592011j 0.000788099+0.00374049j 0.0022138+0.00148158j 0.00445255-0.00178232j -0.0110769+0.00592j -0.0109157+0.0021237j 0.014425-0.00456215j -0.00253481-0.00770341j -0.00528195-2.31622e-05j -0.000977959+0.000595136j -0.000469796-0.00137109j -0.000706228-0.00104231j 0.00212689+0.00224609j -0.00448995+0.00228611j -0.00245074+0.0023841j 0.0151926-0.00350669j -0.00949744+0.00319024j 0.0171809+0.000139247j 0.0022909+0.000753943j -0.000713818+0.000736527j -0.00351113-0.00370166j -0.00489789+0.00103354j 0.0037775+0.00201104j -0.0030565-0.000391949j 0.0153941-0.00322424j -0.00472189-0.00595955j -0.00924191-0.000938087j -0.0159568-0.00704226j 0.00353377-0.00248234j 0.00297579-0.0191396j 0.0235156+0.00755955j -0.00815607-0.00316337j 0.00126578-0.00159158j -0.00525861-0.00450939j 0.0236366-0.00919387j 0.0130614+0.0236523j -0.0130733+0.000366893j 0.00401439+0.00748692j -0.0136317-0.00108687j 0.00054952-0.0120748j 
0.00479928-0.00124572j 0.00293098+0.00622667j -0.000254269+0.000891047j -4.15554e-05-0.00330677j 0.00203405-0.000851863j -0.00179219-0.00044134j 0.00206056-0.00342802j 0.00296246+0.00217336j -0.00630916-0.00249159j -0.000316435+0.00262695j -0.000950865-0.0053575j 0.00352397-0.0048949j -0.000415857+0.00393491j 0.00496164-0.00211822j 0.000582662+0.00351954j -0.000816115-0.000780623j -0.000331562+0.00166037j -0.00090632+0.0038855j -0.00131427+0.000878571j 0.00344773-0.00284318j -0.000876935-0.00270184j 0.000846433+0.00981289j 0.000237975+0.00538664j -0.00429894-0.0040281j 0.0018335+0.00469785j -0.000659369-0.000722408j 0.00333996-0.00550365j -0.00426662-0.00216565j 0.00236284-0.00117764j 0.00233428+0.00181159j -0.00851925+0.00479605j 0.00452529-0.00266236j 0.00835051+0.0048014j -0.00146112+0.00286745j -0.00077327-0.00662497j -0.00211228-0.00112598j 0.000977925-0.00165242j -0.000509449-0.000871762j -0.00148057-0.00093008j -0.00175917+0.00135699j -0.000889356-0.0016733j -0.00246338+0.000341225j -0.00284388-0.000792434j 0.00560988+0.00104992j -0.00893746-0.000128658j 0.00283406-0.000938049j -0.00944637+0.000178342j 0.000438807+0.00256079j 0.00355989-0.0025636j -0.00931957-0.000189168j 0.0049599+0.00235798j -0.00708151+0.00145272j 0.0047489-1.37179e-05j -5.90051e-05-0.0013391j -0.00396871+0.00151756j -0.00385376-0.00527589j 0.00363367-0.000587415j 0.00331185-0.000302225j -0.00273947-0.00231729j 0.00955475+0.000656465j 0.00248625-0.00917992j -0.00162628-0.00315023j 0.00117167-0.00202353j 0.00112992-0.000368524j 0.00319014+0.00209325j 0.00576421+0.00120392j -0.00662898+0.00684464j 0.00442336-0.00233041j -0.00379247-0.00204609j 0.00316063-0.00259694j 0.00420241+0.000246968j 0.0056193-0.00482277j 0.0159878-0.00173745j -0.00135248-0.00534406j -0.00100149+0.00558829j -0.001115-0.000528854j -0.0129141+0.0024349j -0.00231556-0.00060823j 0.00237909-0.0012671j -0.00206344-0.00595836j -0.00478128-0.00186431j 0.00682018-0.000686186j -0.00587233-0.00275154j -0.000825395+0.00549272j -0.00143512+0.00322002j -0.00687628-0.002008j 0.00462952+0.00212039j 0.0013866+0.00263098j -0.00135806-0.000114012j 0.000712747+9.7642e-05j -0.00100933+0.00162452j -0.000936582+0.00133949j -0.00126442-0.00196597j 0.00109504+0.000568249j 7.71081e-05+0.000859413j 
-0.00113469-0.00729789j 0.00283098+0.0054247j -0.00135656+0.00183538j -0.00510146+0.000941344j -0.00146602-0.00098795j 0.00551485+0.000411414j -0.00297191-0.00460268j -0.00826974+0.0028106j 0.00399095-0.0153362j -0.00748127-0.000362241j 0.00590316+0.0175031j -0.0131382+0.00140101j -0.00193983-0.00397741j -0.00270823+0.00407993j -0.00779263+0.0043039j -0.00189619-0.00232413j 0.00130286+0.000734369j -0.00383303+0.00109826j -0.00277229-0.00653866j -0.00210662-0.00102778j -0.00231292-0.00241475j -0.00136721-0.00138726j 0.000526949+0.00454774j -0.0030275-0.000578347j 0.000149474-0.00207843j -0.00858382+0.00428078j 9.66246e-06+0.00215539j 0.0031117+0.00230306j 0.00657772+0.00651121j -0.00400888-0.00596467j 0.00477635-0.00595765j -0.00448411+0.00412669j -0.00524079-0.001059j 0.00321301-0.00506464j 0.00391369+0.0034783j 0.00221853-0.00213414j 0.00117677+0.000429843j 0.000480221+0.000671276j 0.00225448-0.0013021j 0.00205488-0.000125352j -0.00189439-0.00153462j -0.00179382-0.00243634j 0.00317154-0.00105251j -0.00306471+0.00606006j -0.00519211+0.00222545j 0.000302779+0.00218001j -0.00102391+0.00259855j -0.00283528-0.00498927j -0.000843248-0.00243587j -0.00395998-0.00299485j -0.000492676+0.00530351j -0.000394704-0.00151778j 5.25645e-05-0.00698222j -9.36093e-05+0.00941749j 0.00347614+0.00569299j 0.00553932-0.001363j 0.000894592+0.00572429j 0.00550756+0.000649872j -0.00111951+0.00732159j -0.00304269-0.0026933j -0.00342914+0.00626404j -0.000472742-9.09955e-05j -0.00240926+0.00158713j -0.00698332-0.000469667j 0.00900117-0.00031295j 0.000146597-0.0058568j -0.000727037-0.00442805j 0.000633122+0.00383144j 0.000439103-0.000984494j -0.00413026+0.0012299j -0.0061885-0.00165162j -0.00175632+0.00726126j -0.00123726-0.00669774j -0.00637709+0.00502259j 0.00200867-0.00271983j 0.00946633-0.00117588j -0.00228113+0.00279436j -0.00265523-0.00280969j 0.00293674-0.000714815j -0.0064386+0.00340738j -0.00311246+0.00642697j -0.00176688+0.000143556j 0.00479358-0.00705464j -0.00151816-0.00144899j 0.00713555+0.000305685j 0.00678285-0.0035812j -0.00113623+0.00196648j -0.00380427-0.00321015j 0.00272031+0.00730666j 0.000475298-0.00019747j -0.000863248-0.00133832j 0.00147373-0.0017036j 0.00158305+0.00290795j 0.000504691-0.000432406j 0.000354835+0.000826261j 
0.00333878+0.008824j -0.00446731-0.00319433j 0.00285097-0.000521168j 0.00483795-0.00121988j -0.00242756-0.00148921j 0.00286677-0.00115679j 0.0114179+0.011879j 0.00853058+0.000571787j 0.00823669+0.00186998j 0.00636711-0.00347952j 0.00662157+0.00341547j 0.00771426+0.00224044j 0.00551912-0.000697484j -0.00468066+0.00138217j 0.00722179-0.00765375j 0.000765066+0.00024414j -0.00426817-0.0023574j 0.00236802-0.0022669j 0.00129396+0.00352255j -0.000498511-0.00387966j 0.00151451-0.00150485j -0.00161536+0.00112319j -0.00303058+0.00207733j -0.00376999+0.00225381j 0.00193854+0.0025603j -0.00595566-0.00528134j -0.0037345+0.00291737j -0.00700085-0.00422746j -0.00223873+0.00215536j -0.0051645+0.00902127j -0.00579532+0.00523431j -0.000605064+0.000937945j 0.00769405-0.000943531j 0.00719794+0.00461035j -0.00558201+0.00505665j 0.00261146-0.00310929j 0.00207127+0.000742261j -0.000499798-0.00209825j -0.00137285-0.000325716j 0.00267534-0.000605241j -0.00372113+3.11988e-05j -0.00221708-0.00479974j 0.00331521-0.00253939j -0.00528816+0.00714864j -0.00209825-0.00259593j 6.10912e-05-0.00499182j -0.00196167+0.00154889j 0.0014663+0.00139253j -0.00920379-0.00261368j -0.00733315-0.00192271j -0.000636549-0.00219097j 0.00485597-0.00410202j 0.00105556-0.000377983j -0.00428683-0.00172605j -0.005267+0.00669215j -0.00594766-0.00814864j -0.00526416-0.00164989j 0.0036021+0.000473723j -0.000131118-0.00353962j -0.000207719+0.0120603j -0.000101908-0.00393677j 0.00616503-0.00581831j -0.00632633-6.18433e-05j -0.00618985-0.00984028j 0.00151727-0.00742096j 0.00911333+0.00457153j 0.00893038-0.00706827j 0.00346856+0.00647836j -0.00232482+0.00656117j -0.00901205-0.00821534j 0.0025013-0.000832131j -0.000507427+0.00491646j 0.000995086+0.007255j -0.00103604+0.00387927j -0.00119246+0.00414445j 0.0110314+0.00248486j 0.0081443-0.00150068j -0.00577073-0.00977831j -0.00239521+0.00114593j -0.000950721-0.00212088j -0.00269368-9.75384e-05j 0.0018699-0.00476929j 0.000585634-0.00581538j 0.005498+0.00388485j 0.00281994+0.00363101j 0.000320252+0.000170205j -0.00331778+0.00273876j 0.00422232-0.000181589j -0.00250619+0.0120866j 0.002105+0.000195214j 0.00265471+1.22676e-05j 0.00848865+0.00334242j -0.00128216+0.00427742j 3.08774e-05+0.00127017j -0.00370892+0.000669544j 
0.00391811+0.00361473j -0.00530653+0.00289253j -0.00124707+0.00191316j 0.00280086+0.000257955j -0.00354285-0.00637326j -0.0021997+0.000859768j 0.00335325+0.00192998j -0.00803694+0.0066567j 0.00927102+0.00172937j 0.00247719+0.00668165j -0.00706263+0.00258657j 0.00657438+0.00217951j -0.00225312+0.00517221j 0.00617847+0.000949586j -0.00186239+0.00428931j 0.000169468+0.00125759j 0.00283054+0.00210644j -0.00212537-0.000858503j 0.0020494-0.00649645j 0.00151343-1.07467e-05j -0.00098934+0.00480017j 0.00529618-0.000605565j 0.00620915+0.000181204j 0.00201231-0.00434216j -0.00577658-0.00278332j -0.00263223+0.00983611j 0.00282406-0.000340614j 0.00854602+0.012358j 0.00654819-0.00128429j 0.00901621-0.00674001j 0.00600774-0.0046943j 0.0032434+0.000163019j -0.00837237+0.000426336j -0.00726546-0.00820146j 0.00768866-0.0072476j -0.00386344+0.000424002j -0.004639-0.00212073j -7.48841e-05-0.00047496j 0.00238002+0.00308656j 0.000830002-0.000646162j -0.00101715-0.00222754j -0.0018312-0.00300832j 0.00503332-0.00142873j -0.00582595+0.00366505j -0.00213386+3.61919e-05j 9.92661e-05-0.00102404j -0.00211617-0.000395987j 0.00103509+0.00228927j -0.00791503-0.000811296j -0.00347288-0.00481675j 0.00253916-0.000393125j 0.00262627-0.00362742j 0.00374606+0.00928601j 0.000312396-0.0016154j -0.00382583+0.000816676j -0.00857125+0.00103282j 0.0020607-0.00138252j -0.00491919-0.00373138j 5.46895e-05+0.00407213j -0.00188832-0.00076207j -0.00166361-0.00686681j 0.000910033+0.00306018j 0.00279477+0.00707327j 0.0044317+0.00588452j -0.000809348-0.0011766j -0.00350851+0.00345025j 0.00396653-0.00083858j -0.00315489+0.00206087j -0.00326854+0.00185452j -0.00551841+0.0023822j -0.000381077+0.00265564j 0.00671118-0.00979741j -0.00278975+0.00483391j -0.00111116+0.00705766j 0.000534321-0.000318532j -0.000732392-0.000288419j -0.00290964-0.00290766j -0.00124316-0.000195809j 0.00140847-0.00102115j 0.0124989-0.00337409j -0.00559261+0.00525518j 0.00110102-0.00102688j -0.00537273+0.0037032j -0.00721622-0.00147808j -0.005172-0.00275617j -0.00818575+0.000331923j 0.00121505+0.00073157j 0.00328282-0.000316164j 0.000314286-0.00662336j 0.0004383-0.001445j 0.000220586+0.00136264j -0.00504046-0.00176691j 0.00274006-0.00319676j 0.00100283+0.00219218j 0.00110098+0.0013082j 
0.00543813+0.00539365j -0.00100443+0.00083032j 0.00288015-0.00112226j -0.00131389+0.0004212j -0.00501616+0.00256528j -0.000271073+0.00397598j -0.000404791-0.00384752j 0.0106163-0.000502311j -0.00543382+0.00444481j 0.00455367-0.00291377j 0.00317247-0.00153583j 0.000888051-0.00155751j 0.00258501-0.000819919j -0.00362633+0.00301165j -0.00100594-0.00339654j -0.00112085+0.00162805j -0.00121617+0.00130202j -0.00185965+0.00322622j -0.00241285-0.00151482j 0.000590527-0.000248973j -0.000904605+0.0026117j -0.00405982-0.00402919j -0.00413335-0.00336024j 0.00714691+0.000222103j -0.0108758-0.00629896j -0.00189588+0.000412207j 0.000555374+0.00766596j 0.00234139+0.0115937j 0.000293188+0.00383927j 0.0108992+0.00184194j 0.00466731-0.00437146j -0.00355571+0.00345114j -0.00755742+0.00170294j -0.00222362+0.00291163j -0.00135922+0.00161925j 0.00417292-0.00114915j -0.00083166+0.00207709j 0.000537071-0.000521329j 0.00291309-0.00107265j -0.00243309-0.00182593j -0.00168914-0.00212788j -0.00441723-0.00227518j 4.68864e-05-0.00192809j 0.00123248+0.0021183j 0.000525838-0.00231327j -0.00124103-0.00524205j -0.00568412-0.000360889j 0.00502418+0.00384784j 0.00114346+0.00308659j -0.00165439+0.000655819j -0.00524584-0.00745228j -0.00611286+0.00492661j 0.00514496+0.00043181j 0.00235885-0.00460653j 0.00617115-0.000578138j 0.00916259-0.00299907j 0.00876709-0.00081104j 0.00351597+0.00462585j -0.00172998+0.00608302j -0.00122529-0.0106288j 0.00826706-0.00456323j -0.00350833-0.00458462j 0.00616512-0.00542668j -0.0026157+0.000305554j -0.00610166-0.000201526j 0.0028892-0.0121949j 0.00460808+0.0131813j -0.00396084-0.00152668j -0.00323751+0.00449809j 0.00858607+0.00400123j -0.00153419+0.00794197j 0.00717439+0.00299925j -0.00484108-0.00807836j 0.00208365-0.0112319j -0.00992846+0.00593475j -0.0116726-0.0017064j -0.007014-0.00732685j 0.00325505-0.00243492j -0.000386824+0.00082353j 0.000268681-0.000592542j 0.0104014+0.00353262j 0.00148089-0.00370342j 0.00496087+0.0022427j 0.00203848+3.84045e-05j 0.0024239-0.00177344j 0.00739823+0.00312302j -0.00455542+0.00423878j -0.00219612-0.00329453j -0.00420192+0.00139985j -0.000262755-0.000127865j 0.000162594-0.00142791j 0.00140984-0.00164535j -0.00302582+0.00156958j 0.00218139+0.00151648j -0.00163158+0.00103152j 
-0.00172657-0.0058932j 0.00232103+0.00257748j -0.000237745+0.00254198j -0.000827679+8.55959e-05j -0.00563048+0.00532757j 0.000937624+0.00171482j -0.00196074-0.0105581j -0.00328672+0.00501861j 0.00131797-0.0120473j 0.000840181-0.00174601j 0.00492508+0.00813413j -0.00412091-0.00165969j -0.0011388-0.00194073j 0.00169021-0.00362637j -0.00228258+0.00342324j 1.97797e-05-0.00287196j 0.00174533+0.000497724j -0.00106863-0.00214308j 0.001551-0.00148037j 0.00125516-0.000567402j -0.00248495+0.0019026j 0.00291018+0.00366626j 0.00325008-0.000254885j -0.00856513+0.00194857j -0.00137389+0.00631325j -0.0049752+0.00201394j -0.00216867+0.00310919j 0.00337033+0.000416711j 0.00207587-0.000421575j -0.00704494+0.000233912j -0.00406908+0.00201415j -0.00136289+0.00406231j 0.00385976+0.00244338j 0.00296799-0.00443469j 0.000931501-0.000154041j -0.000758606-0.000778147j -0.00164985+0.000273699j 0.00107216+0.00161401j 0.0011375+0.000467465j 0.00221078-0.000610247j 0.00164425-0.00159591j 0.00123471-0.00185781j 0.00223547+9.09163e-05j 4.62781e-05-0.00468289j 0.000307257-0.00129829j -0.00378845-0.00328822j 0.00436528+0.00218812j -0.0012888+0.0013973j -0.00239726-0.00317808j -0.00101527+0.00465974j -0.00334628-0.00632469j 0.000557492-0.0064875j -0.0039402+0.00654778j -0.00273281-0.00897128j -0.00339371-0.00017806j -0.00564634-0.00118541j -0.00097177-0.000221832j -0.00298492-0.00130658j 0.00614819-0.00578927j -0.00180547+0.00397424j 0.00122994-0.00356661j 0.00554507+0.00101541j 0.000112146+0.00238828j 0.00400833+0.0011511j -0.00607088-0.00611628j 0.00179072+0.00639236j 0.000662403-0.0041872j 0.00410442-0.00206536j 0.00194889-0.000264684j -0.00198988-0.00252421j 0.00392529-0.0044935j 0.000628894-0.00155398j -0.00296265+0.00268772j 0.00599474+0.00204005j 0.00365682+0.00191998j 0.00295922+0.00269746j 0.00597762-0.00216425j -0.00276833+0.00418119j -0.000911989+0.00338664j 0.00521723+0.00174383j -0.00026046-0.005384j 0.00102237-0.00611802j -0.00312815+0.00155212j -0.00147116+0.00275961j -0.000879361+0.00018004j -0.00481905-0.000438348j -0.000106238+0.00484701j 0.00615011-0.00183706j 0.000199788-0.00286896j 0.000578839-0.00198229j 0.00139033+0.000409636j -0.000238994-0.0019744j 0.0016598+0.000913707j 0.000391079+0.000458832j -0.000516817+0.000104891j 
-0.00246739-0.000723035j -0.00512379-0.012829j -0.000730381-0.000268352j 0.00736795+0.000362311j -0.0119426+0.00892298j -0.00896888+0.00390504j -0.000862794-0.0137404j -0.00329718-0.000928738j 0.00447556+0.00941436j 0.0123699-0.00251501j -0.00948485-0.0160017j 0.012433-0.00141744j -0.00353323-9.46622e-05j 0.00916183-0.0105678j 0.00667149-0.00232487j -0.000284933+0.00143559j -0.00197642-0.00400284j 0.00200378+0.000822504j -0.00704122+0.00224191j -0.00476517-0.00102849j 0.000240272+0.0102656j 0.00129973-0.00358387j 0.000431919+0.00627085j 0.00767804-0.00324251j -0.00690257-0.00543673j -0.00567999+0.00552811j -0.000914332+0.00406929j 0.00613878-0.000837173j 0.0054219-0.000540878j -0.00807459-0.00394107j 0.00376391-0.0107518j 0.00323977+0.00804837j -0.00733098-0.00149391j 0.000938466-0.00447281j 0.00685085+0.000924565j 0.000307399-0.00289092j 0.000218137-0.000790101j 0.000586105+0.000976067j -0.000743456-0.000215164j 0.00115562-0.00198487j -0.00164839+0.0027413j -0.00152442+0.000780002j -0.00163196-0.000852096j 0.000106425-0.00109332j -0.000437754+0.00246566j -0.00307386+3.44106e-05j 0.00297907-0.00145637j -0.00157978+0.00539391j -0.00380428-0.00276959j 0.000252095+0.00421182j 0.0022322-0.000180539j -0.00333535+0.00242757j -0.00326902-0.00296163j -0.00180728+0.00233794j 0.00240689-0.00515737j 0.00121851-0.00832184j 0.00588214+0.00201511j 0.00225462-0.00150037j 0.00404249-0.0011958j 0.00663206+0.00626706j 0.0012268+0.00877476j -0.000766231-0.00232386j 0.00676051-0.0126549j -0.00937875-0.00599487j 0.0134122-0.00611178j 0.00529187-0.00528038j -0.00403686-0.00569925j 0.0147214+0.00802219j 0.00570552-0.00550455j -0.000686196-0.0120505j 0.000358531-0.00741925j -0.00268438+0.0075329j 0.00864106-0.00385524j -0.00499796-0.00198537j 0.00122081+0.00163659j 0.00502589+0.000817048j -0.00161379+0.0103221j -0.00259917+0.000612974j 0.0012257+0.00268812j -0.00433213-0.000785257j -0.00131355-0.00338205j 0.00156469-6.99142e-05j 0.00135764-0.00329078j -0.00536281+0.000161019j 0.0012318+0.00708555j 0.00275376+0.00124016j 0.0011705+0.00196143j -0.000355924-0.000233899j 0.000584122+0.00128183j -0.0015303+0.00108624j -0.00198618-0.000963133j 0.00160118-0.000775668j 0.000206528-0.000523921j -8.16257e-07-0.00125885j -0.000290885+0.000284475j 
-0.00447131+0.00228505j -0.00412126-0.00569972j -0.000427055+0.00184991j -7.67541e-05+0.00954905j -0.0148442+0.00658963j 0.0036428+0.00459862j -0.00820572-0.0105256j -0.00734901+0.00189451j 0.00413964-0.00742786j 0.00102227-0.000413125j 0.0102006+0.0105761j -0.00854535+0.0108685j -0.00577102-0.00805993j -0.00241227+0.00690127j -0.0102132+0.00122685j -0.00122959+0.00115343j -0.00401511+0.000607371j 0.00200275+0.00352294j -0.00439991+0.00385075j -0.00215159-0.00531946j 0.00598439+0.00515098j 0.00379759-0.00299694j 0.00181989+0.00457469j 0.00352955-0.00581878j -0.00630879+1.41483e-05j -0.00410791+0.000297267j -0.00256046+0.00228437j -0.00685395+0.00148998j -0.00272438+0.00196588j 0.00410417+0.00764659j -0.00179124+0.00540901j 0.00465211-0.00206282j 0.00547588-0.00309415j -7.15721e-05+0.00778118j -0.00547096-0.00398005j 0.0018043+5.90256e-05j -0.00136118-0.000662183j -0.000897194-0.00045072j -0.00123862-0.000112929j 0.000482494+4.20234e-06j -0.00183999+0.00249268j -0.000880075+0.00142118j 7.20862e-05-0.00236085j -0.00155531-0.000651015j 0.00143049+0.00253804j -0.00254071-0.00089516j 0.00339144-0.00110598j 0.000641093+0.0058212j -0.00442493+0.000699361j 0.00220442+0.00245587j 0.00183929-0.00154479j -0.00268778+0.00438127j -0.0059874+0.000284319j 0.000194447+0.000531901j 0.00132696-0.00311732j -0.00257626-0.00317192j 0.00803207-0.00464267j 0.0012751-0.00130244j 0.00130642+0.000660507j 0.00383015+0.0059835j 0.00440241+0.00293587j -0.00155574-0.00431013j 0.00302485-0.00395954j -0.00373975-0.00630798j 0.000259368-0.000125715j 0.00490308-0.00305924j 0.00511833+0.000898086j -0.00138613+0.00235075j -0.00279868+0.00591448j 0.00317647+0.00189138j 0.00109347+0.00511926j 0.00388586-0.00169141j -0.00475189+0.00579733j 0.000610259-0.000507938j -0.00254471-0.00223416j -0.00646989-0.00439786j 0.00330444-0.00377982j 0.00325064+0.000512492j 0.000860337-0.00108143j 0.00576129+0.00139117j 0.00152628+0.00395644j -0.000785238-0.00177091j -0.00287159+0.00107962j 0.00479995+0.00167425j -0.000661931-0.00719762j -0.00295863+0.000846097j 0.000842009-0.00123802j 0.00149545-1.92665e-05j 0.000239978+0.00117171j 0.000483175-0.000454994j 0.000772831-0.000291896j 0.00012759+0.00201172j 0.000334795+0.000395498j 0.000322052+0.0012445j -0.000799958-0.000476982j 
0.00280226+0.000568986j 5.83732e-05+0.00443361j -0.000638213+0.000691133j 0.000789674-0.00204154j 0.00138417+0.000278876j -0.000758329+0.000204597j 0.00113451-0.00208198j 0.00283815+0.00160116j -0.00471613-0.0022705j -0.000572382+0.00120586j 0.000862493-0.00364867j 0.00222-0.00221644j -0.00116297+0.00226329j 0.00269873+0.000186427j -0.000624979+0.00220671j 0.00112732-4.42509e-05j 0.000948152+0.00124978j 8.31807e-05+0.000183958j -0.000315775-0.000519877j -0.00446839-0.00183586j 0.00837102-0.00302386j 0.000220798-0.00658573j -0.00218472+0.00646529j 0.00583046-0.0055471j 0.00882768-0.00198354j 0.00129821+0.000674631j 0.00334938-0.00733398j -0.00101351-0.0070164j -0.00245511+0.00178504j 0.00152868-0.00661659j 0.00932285-0.00158989j 0.00363774-0.00740865j -0.00268083-0.0106694j -0.00227951-0.000219665j -0.00260616+3.05046e-05j 0.000282898+0.00106137j 0.000204523-4.50347e-05j 0.000424933-6.4085e-05j -0.000335812+9.8302e-05j 0.000769223+0.00288761j -0.00052373+0.00052043j 0.00251288+0.00126888j 0.00285686+0.00213572j -0.00759369-0.00154711j -0.00294812+0.00122917j -0.00263124+0.00336024j -0.000917908+0.00188321j 0.00366958-0.000532359j -0.0117663-0.003833j -0.00253299-0.00350937j 0.00126385-0.000953731j 0.00796209-0.00678773j -0.00118859-0.000536253j -0.00218917+4.05925e-05j 0.00192095+0.00023609j -0.00551594-0.000122546j 0.00475-0.00369988j -0.00061193+0.00918039j -0.00404226+0.0185452j -0.00476163-0.0011117j 0.00105979+0.00036684j -0.00211894+0.000394924j 0.00207212+0.00513776j -0.00152037+0.00414107j 0.011057-0.0035606j -0.00218283-0.00728424j 0.00939983-0.000301345j 0.00249379+0.0113937j -0.00478265-0.00147471j -0.00546985+0.000455514j -0.00216871+0.00377575j -0.00292505-0.000125174j -0.00555646-0.00499995j -0.0152319+0.0119859j 0.00452604-0.00220583j -0.00100079+0.00634288j 0.000764486-0.0029922j -0.00258795-0.00135298j 0.00137232+0.00156991j -0.000646021+0.00300662j -0.00227924+0.0113599j -0.000859874-0.00266246j -0.0034107+0.00198756j -0.00858181-0.0060935j -0.000411361-0.00221142j 0.000252909-0.00129146j 0.000426912+0.00378328j 0.00618325-0.001242j -0.00462686-0.00409976j 0.00171949+0.000744869j 0.000305951+0.00112871j 0.00122164-0.00128168j -0.00334482-0.00147813j 0.000863696+0.0010384j -0.00100076-4.39532e-05j 
-0.00349353-0.000267334j -0.00264487-0.00367676j -0.000424991+7.79609e-05j 0.00340552+0.00169885j -0.000801481-0.000714756j 0.0021936-0.00288371j 0.00418166+0.00622494j -0.00655745+0.00365182j 0.0102868-0.0055438j 0.000516871-0.000440384j 0.00321193+0.00604435j 0.00179272+0.00355272j -0.00023467-0.00179461j -3.68023e-05-0.000800163j 0.00225105-0.000870283j 8.48688e-05+0.000172055j -0.00190527-0.00161612j 0.0014814+0.000294903j 0.00213634+0.00462385j -0.000843369+0.00424582j -0.00254225-0.0084402j -0.00489374+0.00176369j -0.00280856+0.00250501j 0.00613234-0.000964249j 0.0102178-0.010372j 0.00925163-0.00696815j -0.000203973-0.0116442j -0.00924873-0.00488068j -0.00298232-0.00281966j 0.00219844-0.00278857j 0.00176254-0.00136169j 6.58947e-05-0.00789569j -0.00348726-0.00284192j -0.0014279+0.00363724j -3.51237e-05+0.0027448j -0.00149295+0.00108459j 0.00403439-0.00248092j -0.000313836+0.000364333j -0.00184914-0.000515j -0.00198858-0.000206568j -0.00118751-0.000693779j -0.00100017-0.00038315j -0.00477401+0.00133459j 0.00497218-0.00507656j 0.000884174-0.00451579j 0.00076921+7.49975e-06j -0.00133899+0.000798319j -0.00280305+0.00147411j 0.00243764-0.000805028j 0.00291455-0.00143766j 0.00436371-0.00429747j -0.0118205-0.00298617j -0.00165492-0.00256477j -0.000123146+0.000137743j 0.00223141-0.00822313j 0.00439977-0.000191113j 0.00750454+0.00533845j 0.00531074+0.0083076j 0.00630784+0.0120021j 0.00578477-0.00516139j 0.00411075+0.00252487j -0.005281+0.00183961j 0.00790493-0.000761348j 0.000529234+0.00327594j 0.00446438+0.00145938j -0.00222869-0.00837762j -0.00262257+0.00401245j 0.0125401-0.00565092j -0.00229914-0.00387025j 0.00525794+0.000225431j 0.00366582+0.00196042j 0.00514349+0.00760065j 0.00609574-0.00708147j -0.00208363+0.00543623j 0.00184688+0.000473396j -0.00636273-0.00387872j -0.00577896-0.00317446j 0.00179535+0.00530564j -0.00139108+0.00940844j -0.0042513+0.00839156j 0.0049657-0.00212624j 0.00769822-0.00431577j -0.000363695+0.0100719j -0.00127771+0.000286198j 0.000463192-0.00348574j 0.000856104-0.0015404j 0.00185397+0.00259168j 0.00147319-0.00307732j -0.00275039-0.00515404j 0.000138274+0.00106751j -0.00116623+0.000229081j -0.000248912-0.00124382j -0.00219517-0.000950572j -0.00080918-0.000635087j 0.000208112-0.000220754j 
