0.103798-0.00603098j 0.0374948+0.109728j 0.101549-0.025207j -0.097503-0.12082j -0.0492637+0.129057j -0.122824+0.0381688j 0.145758+0.132438j 0.0725779-0.192113j 0.0439487-0.105335j -0.00703471-0.0254857j 0.0687071+0.0552403j -0.0827392+0.259626j 0.178391-0.0567529j -0.155978+0.0775102j 0.000173087-0.0765039j 0.0563641+0.107812j 0.0347636-0.013408j -0.0666885-0.000421787j 0.0402521-0.0699908j 0.0277665+0.115137j 0.00236501+0.0223085j -0.00365403-0.021015j 0.0185756-0.0484058j 0.206816+0.115466j 0.0207053-0.0594791j -0.111331-0.103548j 0.0301988-0.016618j 0.0536517+0.0597009j -0.0189312-0.0345729j 0.0712397+0.0464125j 0.113372-0.00138815j -0.127536-0.0165533j 0.0815843-0.0360054j 0.0790948-0.0741778j -0.114968+0.00246232j 0.0384897-0.0557319j 0.00354447+0.00782595j 0.0953544-0.0495928j 0.104562+0.127312j -0.101946+0.0145473j -0.0133804+0.0262149j -0.00769148-0.0867247j -0.0126143-0.0930554j 0.0228223-0.0890726j 0.0510779+0.0223435j -0.0691004+0.179762j -0.0274253-0.0206787j 0.0912452+0.0107139j 0.0450406+0.0292772j -0.0511112-0.0688057j -0.0843629-0.00807996j -0.0970937-0.0146491j 0.0159278-0.040009j -0.0414487-0.0543522j 0.0261947+0.00887784j 0.00718795+0.00727115j 0.0151577-0.0338203j -0.0393472-0.021615j 0.0725583-0.0299766j -0.103074-0.0197348j 0.0719605-0.0486577j 0.201402-0.0364818j -0.0895454+0.134283j 0.127131-0.000760497j -0.00328062+0.102347j 0.184591-0.0107349j 0.0384495+0.12709j -0.0769841-0.0448916j 0.0592474-0.152444j -0.129304-0.107057j 
-0.000390012+0.00277112j -0.00273769-0.00472553j 0.00545454+0.00315647j 0.00064924+0.012805j 0.00868546+0.0197368j 0.0171771-0.000652285j -0.021033-0.00775962j 0.023744-0.0087841j -6.82662e-05+0.00581577j 0.00954435-0.0227604j 0.000332418+0.00517773j 0.0105717+0.0115856j -0.0100752+0.00601061j 0.0139358+0.00804079j 0.00927302+0.0112622j -0.0151757-0.00418336j -0.00207195+0.00347264j 0.00686277-0.00614926j 0.0129668-0.00631395j -0.0143753+0.00466456j -0.00941993-0.0107754j 0.00775321+0.0100777j -0.0252073+0.0040693j 0.00956465-0.0103442j -0.00292622+0.0016401j 0.00195424-0.0225002j 0.00424909+0.00777275j -0.016552-0.0192528j 0.00971585+0.00811356j 0.00445931+0.00379765j 0.00924436-0.00744546j 0.00282432+0.00459303j -0.000428583+0.00142521j 0.00623099-0.0114975j -0.00923258+0.00834985j -0.00401159-0.00118796j 0.0102056-0.000711019j 0.00299557-0.00700102j 0.00326914+0.00663679j 0.00939054-0.00975031j 0.00261699+0.00264301j 0.00158205-0.00161499j -0.00816902+0.000344021j -0.00375743+0.00410896j 0.00339379-0.00122908j -0.00422884-0.00614236j 0.000945528+0.000897028j -0.00214945-0.00212222j 0.00163302+0.00105504j 0.00640066+0.00483773j -0.0020501+0.000459449j 0.00215704-0.011259j -0.00178366+0.00822885j -0.000772372+0.00505775j 0.00400521-0.00320802j 0.00333931-0.00304489j 0.000739128-0.00393498j -0.000255671-0.000789532j 0.00833159+0.00373664j -0.00153543-0.00168921j 0.00158382-0.00271578j 0.000651028-0.00269688j 0.000100553-0.00211745j -0.00267645-0.00713439j 0.000737911+0.0034069j 0.000189974-0.00353226j -0.00202933-0.000775895j 0.00194597-0.00465647j -0.00261413+0.0030786j 0.000386857+0.00355092j 
0.00348996+0.00515599j -0.00264338+0.00420261j 0.000465711+0.00913492j -0.00689354+0.00209495j -0.0201032+0.0136306j -3.40673e-05+0.00561212j 0.00144184-0.018874j 0.00792224+0.0173396j 0.000756967+0.00330205j 0.00677078+0.005094j -0.00335926+0.00625966j -0.0110786+0.0123226j -0.00781459-0.0053304j -0.0114028+0.00408121j 0.00408747+0.00739713j -0.000524478-0.00396295j 0.00486967+0.0068447j -0.00415597-0.00168865j 0.00234104+0.0124597j -0.00847002+0.00969692j -6.00696e-05+0.00574989j 0.00318485-0.0127141j -0.000265149+0.014287j 0.000881304-0.0166177j -0.00943932+0.00107947j -0.0294862-0.00171637j 0.00429412-0.000215692j -0.00706379+0.00151266j -0.00306827-0.00192811j -0.00177783+0.00284798j -0.00865382-0.00904404j 0.00112449-0.0114831j 0.000778878-0.0114597j -0.00154406+0.00324084j -0.00106691-0.00257214j -0.000862506+0.00320147j 0.00762474-0.00413649j -0.00440453-0.00648026j 0.000496406-0.00350333j -0.00503392-0.00221175j -0.00119097-0.00195775j -0.00726925+0.000230801j -0.000545467+0.00474396j 0.00570318+0.000213821j 0.00182568-0.00607123j 0.0053774+0.00591988j -0.00857304+0.00124547j -0.00322031+0.00520646j 0.000254718+0.00769606j -0.00493859+0.000295212j -0.00101174-0.00292947j 0.00557676+0.00665099j -0.00257727+0.00296139j -0.00357765-0.00380211j 0.00732753+0.00422045j 0.00267036-0.000937864j 0.00674201-0.000903993j 0.00187138-0.000501529j 0.00440395+0.00140857j -0.00296691-0.00228427j 0.00443268+0.00403741j 0.000110237+0.00336461j -0.000580251-0.000888697j 0.00359701-0.00110917j 0.00204309+0.00042445j 0.00119243-0.00417191j 0.00182968+0.00280075j -9.30769e-05+0.00154222j 0.00248664+0.00321378j 0.00184379-0.00343839j 
0.000579782+0.00356319j -0.00504017-0.000374234j 0.00184536-0.00139998j 0.00295371+0.00127384j 0.00824085+0.00115046j 0.000557748-0.00244743j -0.00516167-2.91858e-05j 0.00112704-0.00383785j -0.00364316-0.000180239j -0.000605108-0.00677557j 0.00277882+0.00118998j 0.00399103+0.000432049j -0.0018927+0.000409462j 0.00256124-0.00327994j -0.000451782+0.00457226j -0.00260862+0.00187747j -0.000348908+0.000238812j 0.00463408-0.000802636j 0.00114488-0.00187103j -0.00555774+0.00272561j -0.00264597+0.000169986j 0.00282178+0.0032746j -0.00761194+0.00461828j 0.00409416+0.000306391j -0.00270246+0.00255031j -0.00264582-0.00807876j 0.00202516+0.0012002j -0.00627213-0.00866367j 0.00410551-0.00100181j 0.00132915-0.000223091j 0.00362369-0.00249312j -0.00116127+0.00060985j 0.0018994-0.00245494j 0.000800648-0.00200429j 0.000983799+0.00191316j 0.00266644+0.000276487j 0.00251504-0.000338282j 0.00132639-0.00179498j 0.00524156+0.0011292j 0.00128128-0.00504531j 0.00038612+0.00123202j -0.000752497-0.000412788j -0.00303037+5.84168e-05j -0.000980982+0.00386117j -0.000921406-0.00214948j -0.00105322+0.000838624j 0.00239022+0.000487433j -0.00302524+0.000175557j 0.000448667+0.000561208j 0.000406638+0.000204146j 6.86943e-05-0.000449979j -5.22836e-05-0.00204393j -0.00131586+0.00229036j 0.00147146+0.000395664j 0.00128544-0.00229643j 0.00132992-0.000635313j 0.00184451+0.00124149j 0.00038196+0.00199655j 0.00363362-0.00354713j -0.0031639+0.00116352j 0.00187273-6.88564e-05j 0.000475593-0.00111019j 0.0010598-0.00124183j -0.00265218-0.00115369j 0.00348661-0.000214034j 0.00019975-0.00212909j -0.000117381+0.000518745j -0.000596471-0.000733682j 0.00151929+0.00193966j 0.00122869-0.000219257j 
0.00382778-4.82031e-05j 7.58114e-05+0.00426896j -0.000121394+0.00151527j -0.0011441+0.00416088j -0.00266188+0.00561308j 0.000489799-0.00149398j -0.00190866-0.00410544j 0.00172887-0.000825788j 0.00406835-0.00109668j 0.00129706-0.00223043j -0.000208957+0.00287033j -0.000557811+0.00319427j -0.00232622-0.000362224j 0.00116726+0.00107499j 0.00260912+0.000397597j -0.00149155+0.0020793j 0.00199114-0.00105708j 0.000829743-0.00122042j -0.00043531-0.00107817j 0.00182729+0.00254212j -0.00154262+0.000684752j 0.00272909-0.00367677j 0.00420346+0.00472753j -0.00110307-0.00205178j -0.00193446+0.0013825j -0.0064061+0.00115376j -0.000711053-0.0018613j -0.00518151+0.00488502j -0.0025652-0.00335616j -0.00163621-0.000239238j -0.00205011-0.00364552j 0.000207406-0.00201435j -0.0024673-0.000882964j -0.00173706+0.00109621j 0.00260331-0.0024478j -0.000179261-0.0026304j -0.000549981-0.00200575j 0.00038941-5.6612e-05j -0.000662363-0.00302098j -0.00264283-0.00220625j 0.000536594-0.000284105j -0.00108477-0.000612686j -0.000219451-0.000127405j 0.00377141+0.0001258j -0.000755314-0.00224382j 0.00206836+0.00259471j -0.00324804+0.00393399j -0.00050271+0.00316141j 0.000349679+0.00252792j -0.00282447+0.00051743j -0.000750413-4.30787e-05j 0.00198257+0.00307073j -0.000245617+0.000332747j -0.00126116-0.00176595j 0.000130403+0.000765285j 0.000100687+0.000782208j 0.000436353-0.00141177j -0.000964419-0.00133585j 0.0016171+0.000364779j -0.000909614+0.000110699j 0.0020557+0.000332856j 0.000982721+0.00248991j 9.12965e-06+0.00265943j 0.00222515-0.000605662j -0.000161792-0.000569336j -0.000451914+0.000920618j 0.00233-0.000586422j 0.000810276+0.00163771j 0.00174455-0.000734604j -0.000991229-0.00137588j 
0.000622022+0.00195236j -0.00229177+0.000717795j -0.000376492+0.00186788j 0.00339099+0.000734073j 0.00100097+0.000275388j -0.00178324-0.00131386j -0.00260887-1.14757e-05j -0.00060629+0.00211775j -0.000558681+0.000877187j -0.00201714+0.000755112j 0.00228415+0.000813931j 0.000817751+0.000475483j -0.000465304+0.00111827j -0.000993411-0.000520008j -0.00124058+0.000398104j 0.000465298+0.000206134j 0.000204333+0.00115043j 0.000486884+0.000378353j -0.000695648+0.00197612j -0.00115159+0.00042644j -0.00192626-0.000149919j -0.000689988+0.00289438j 5.4534e-05+0.00174913j 0.000823247-0.00235258j -0.000978948+0.00188891j -0.00115429-0.00047358j 0.00174008+0.000229091j 9.77881e-05-3.76573e-06j -0.00134058+0.000269706j 0.000238766-0.000520056j -0.000956698+0.000776074j -0.000264673-0.00131578j 0.00119697+0.000746351j -0.00102746+0.000741275j 0.00100634+0.000841325j -0.00146582+0.00154049j -0.00153568-0.000536715j -0.000259614+0.000620574j -0.000651172-0.00120758j 0.000778863+0.00236482j -0.000274863+0.000224592j -0.000789354+0.0019555j 0.00284095+0.00118513j 5.51242e-05+0.000734812j -0.0030109+0.0028944j 0.00133421+0.000655411j 0.00186282+0.000427618j -0.000997128+0.00242187j -0.000957489+0.000410575j -0.00174823-0.000565695j -0.000459954-0.000491031j 0.00161345+0.000213575j -0.00124653+3.91493e-05j 0.00121316+0.000831517j 0.000993931-0.00171399j 0.000936152-0.000506166j -0.000575405-0.00106415j -0.00101786-0.000143073j 8.50729e-05-0.000625724j -0.0027313+0.00148299j 0.00122524+0.000235666j -0.000809625-0.0015706j 0.00152012-0.000234038j 0.0024038-0.000876714j 0.00292883-0.00239002j 0.00156794-0.00188598j 0.0024381-0.00172735j 0.000907748+0.00118438j 0.00205185+0.00301227j 0.00276889-0.00159974j 
0.00157814-0.000520526j 0.000465544+0.00212395j 0.00132085-0.00044618j -0.000914571-0.000722724j -0.000639184+0.0031664j -0.00155824+0.000300832j 0.0024195-0.000415756j 0.000471329-0.00304508j 0.00011854-0.00271317j -0.000814681-0.00117733j 0.000916427+0.000611057j 0.00258431+0.00292107j 0.00199377-0.00165587j -0.00257288+0.000573473j -0.00195402-0.000756962j 0.00134655+0.0010778j 0.000265542-0.000720921j 0.000532306+0.00263769j -0.000104995-0.00092032j 0.000944777+0.000331781j 0.000216929+0.0012131j 0.00138581-2.45714e-05j 0.00117968+0.000390735j 0.00124266+0.000162606j 0.000350502-0.000417096j -0.00194621+0.000918069j 0.000494313-0.000459753j 0.00127716+0.00084808j -0.000924781+0.000262514j -0.000407207+3.43878e-05j -0.000261143-0.000177185j -0.00198276-0.000481732j 0.000905009+0.000766719j 0.000593756+4.4719e-05j -3.8871e-05+0.000244513j 0.00135344+0.00123191j -0.000127416+0.000308065j 0.00122519+0.00192689j 0.000288793+0.000918248j 0.00206391-0.00155775j 0.000456026-1.17956e-05j 0.00109348-0.000234247j 0.000691718-0.00417808j 0.000766082-0.00013104j 0.00145128+0.00265014j 0.00102052+0.00138478j 0.00203166-0.00107871j 0.00220742+0.00071133j 0.00125576+0.00217256j -0.000164108+0.000538143j -0.00253441+0.00011871j 0.0003528+0.00136584j -0.00157923-0.000842687j -1.20893e-05-0.00125612j -0.000296486-0.000293296j 0.000478094+0.00179636j 0.000545571-0.00145547j -0.00148539-3.06055e-05j -0.000647179+0.00113709j -0.000848737-0.000184345j 0.00100452+0.00017627j 0.00274887+0.00254988j 0.0010658+0.00159047j 0.00153225+0.000541093j 0.000493145+0.000355329j 0.00189074+0.00368389j 0.000173596+0.000759063j 0.000496427-0.000398382j 0.00293942-0.00183382j -0.00152097-0.00237307j 
-0.00175999+0.00480613j -0.00522895-0.00261113j -0.00119573+0.00427312j 0.00469663+0.00445521j 0.00276102+0.000398576j 0.000883142-0.00524031j -0.0086305+0.000122447j -0.00165238+0.00586735j -0.000642411+0.00411447j -0.0048652+0.0028162j 0.00161649+0.00250845j -0.00176338-0.00071586j -0.00334328+0.00347861j -0.000792045-0.000907587j 0.00121507+0.000788625j -0.000895238-0.00188901j 0.00024097+0.00367493j 5.12154e-05-0.00238672j -0.00298425+0.00579323j -0.00230359+0.000743429j -0.00410012-0.00297454j -0.00245217+0.00460184j -0.000984636+0.00276532j 0.0021296-0.0034389j -0.00283388+0.00379376j 0.000315653-0.00223259j 0.00210187+0.00167514j -0.00327521-0.000961616j -0.00247727-8.79818e-05j -0.00022477+0.000567582j -0.00231628-0.000181846j 0.00184719-0.00201909j -0.00083569+0.00181356j -0.00221763+3.19477e-05j 0.000710396+0.00254478j -0.00341986-0.00188361j -0.00217195-0.00440506j 0.00129908+0.0030921j -0.00055696-0.00451177j -0.0014075+0.00475823j -0.000290345-0.000625974j -0.00367772+0.00282639j 0.00198216+0.00618948j 0.0017602+0.000965224j -0.0116386+0.00167661j -0.000193066-0.00146637j 0.00166263+0.00345891j -0.00348432+0.0039752j -0.00428386-0.00175879j 0.00181034-0.00622348j -0.000174538-0.00251478j 0.0022025+0.000173434j 0.000980244+0.00213578j 0.000207454+0.00200422j 0.00543284+0.00104064j 0.00493198+0.000600717j 0.00436208-0.000920458j 0.000485958+0.00280608j -0.000329751-0.00468891j -0.000139935-0.000282484j -0.00236445+0.00173033j -0.0029464-0.00264858j -0.000782999+1.12259e-05j -0.00229487-0.00521957j 0.00267846-2.20892e-05j -0.00629503-0.00784848j 0.000822587-0.00578177j -0.00430263+0.00155316j -0.000472932+0.00838786j 0.00684283-0.00121817j 
-0.00442545-0.00358106j 0.00371632-0.00671514j 0.000360362-0.00452039j -0.0025426+0.00127849j 0.00470627-0.00765363j 0.00555778-0.000619561j 0.000351968+0.00259731j -0.00197861+0.00169155j -0.00371434+0.00249917j 0.00338838+0.0021548j -0.00443214-0.00116131j -0.00497372-0.00677613j -0.00352345-0.000302944j 0.00780032+0.0021403j 0.00441999+0.00295315j -0.00552855-0.00116596j -0.000530858-0.00166735j 0.00086155-0.00622204j 0.00234556-0.00133296j -0.000391558-0.00304593j 0.00176166-0.00239391j -0.0013605-0.00623786j -0.00234582-0.00346066j -0.000895954+0.000924935j 3.51758e-07-0.00106275j 0.00412235-0.00032244j -0.00425952+0.000267013j -0.00363145-0.0031752j 0.00477122-0.000558482j -0.00149713+0.000356212j 0.000636572-0.00203358j 0.00151361+0.00310603j -0.00146388-0.00272011j -0.00421454-0.00240597j 0.00303925-0.000674731j 0.00300725-0.00575291j 0.000563064-0.00101288j -0.000625866-0.00257305j 0.00418862+0.00116217j -0.00392282-0.00164531j 0.00100444+0.00147424j -0.00133085+4.8631e-05j -0.00709442+0.00968267j -0.0016975+0.000999339j 0.000910292-0.0115469j -0.00155356-0.00348686j -0.00740067-0.00519908j -0.00568443-0.00439219j -0.00163981-0.00738578j 0.00482633-0.0022332j 0.00654268+0.00112516j 0.00326993-0.00365391j 0.00210985-0.000499949j -0.00515687+0.00257033j -0.00234999+0.000104195j -0.000456925-0.00109773j -0.000906378-0.00417599j 0.00727905+0.00128348j -0.000643574+0.00481176j 0.00635549-0.00464907j -0.00097607+0.000894926j 0.00343645-0.00352798j -0.00023455-0.00258507j -0.0108263+0.00313604j -0.000899779+0.0045811j -0.00400224+0.0063749j -0.0115523+0.00356631j -0.00169119+0.00164037j -0.00929571+0.000723889j -0.00243064+0.00891406j 
0.00136169-0.00256624j 0.00293137+0.00190482j 0.00223778-0.00395328j -0.00404102-0.00458335j -0.00233121-0.000165893j -0.00145894+0.0024859j 0.00651268+0.000470158j 0.00139155-0.00412941j -0.001427-0.00201839j 0.00245901-0.000286075j 0.000233426-0.0014686j 0.000776114+0.00153836j 0.00166236-0.00322878j 0.000287757+0.00122368j 0.000377445-0.000698519j 0.00232724+0.00276337j -0.000269415-0.00351481j 6.90047e-05-0.000569902j 0.00122876-0.00446444j 0.000341362+0.000929823j 0.00244451+0.0017233j 0.000625038-0.0040607j 0.00097903-0.00267903j -3.5092e-05+0.00170274j 0.0011135-0.00270254j -0.00201792+0.000754075j -0.00302605-0.00152097j 0.00121414-0.000693072j 0.00274161-0.000906736j 0.000118081-0.000877901j 0.00363462-0.000703559j -0.00306454+0.00293159j 0.00167365-0.0033408j 0.00127951+0.000781538j -0.00175951-0.0023203j 0.00382719-0.000508967j 0.00204626+0.00374671j 0.00169989-0.002325j 0.00349524+0.0045567j 0.00192262-0.00464972j 0.000517862-0.00020169j 0.00410998-0.0033278j -0.00272039-0.00740818j -0.00169521-0.00286432j 0.00890073-0.00118783j -0.000986779-0.000571089j -0.00147538-0.00321509j 0.00492067-0.00436654j 0.00257945+0.00170835j -0.00154935+0.00347509j -0.000753525+0.000197987j -0.00173253-0.00131253j -0.00113169-0.000144876j 0.000819338-0.00041625j -0.00414748-0.00165128j -0.0032422-0.00074987j -0.00117604-4.62136e-05j -6.49963e-05-0.0022138j 0.00247622+0.00253234j -7.22049e-05+0.000956662j 0.00379968-0.00132939j 0.00387203-0.000926763j 0.000575734-0.000605271j 0.00178426+0.00490203j -0.00205998-0.00203121j 0.0064599+0.00383751j -0.0014091+0.00789053j 0.00184509-0.00226445j 0.00124779-0.00642614j -0.00497506+0.000391432j 
0.00128532-6.60978e-05j -9.4143e-05+0.00130935j -0.00249353+0.00110924j 0.00239227+0.00280222j 0.00244797-0.000609281j -0.00112282+0.000757653j -0.00211175-0.00168673j -0.00269556+0.00285412j 0.0027035+1.01134e-05j 0.00184729+0.00121754j 0.000441962-0.0003948j -0.000498009-0.00290259j -0.00183628+0.00128914j 0.00369822-0.00157767j 0.000343676-8.86885e-06j -0.000731289-0.00109664j 0.001262+0.000135326j -0.000548819-3.9368e-05j 0.00154284+0.00135853j 0.00053968-0.000610368j 0.002206+0.00176919j -0.000513282-0.00100944j -0.000864696-0.000713733j -0.00243555+0.00348448j 0.000547484+0.00110922j 0.00159321-0.000501322j 0.0001491-4.21978e-05j -0.00165441+0.00188339j 0.000258601-0.000387059j 3.33242e-05-1.15155e-06j -0.00206237-0.0011541j 0.00288862-7.79681e-05j -0.00230108-0.00113878j 0.000170631+0.000450682j 0.00113825-0.000856252j -0.00188616+0.000129347j 0.000206269+0.000367621j -0.000843839-0.00416734j -0.00102718-0.00177411j -0.00324999-0.00232005j -0.00137612-1.81659e-05j -0.00182022-0.00133577j -0.00279857+0.00412834j -0.00149526+0.00193851j 0.00184481-0.00299295j -0.00115814+0.000700715j -0.00124972+0.00213581j -0.00249547-0.00182508j 0.00305545-0.000378594j -0.000581176+0.000518349j 0.000187534+0.00301535j 0.000976812+0.0016045j 0.00145225-0.00145452j -7.90423e-05-0.00301769j -0.00107935-9.3763e-05j 0.000219309-7.89216e-06j -0.00120757-0.000127205j 4.23942e-05-0.000487j -0.00284411+0.00251629j -0.00083541-0.000174656j 0.00045394+0.00169156j 0.000595838+0.00147133j 0.00259991+0.00148864j 0.00065371-0.00061107j 0.00300594+0.00062789j -0.000882797+0.00211224j 0.00419473-0.00233456j 0.00201285+0.00492528j -0.000875618+7.94018e-06j -0.000667915+0.000724472j 
-0.00101515+0.00294917j -0.00404365-0.00122817j 0.00118724+0.000401038j 0.000894698+0.00553574j 0.00212559+0.00245806j -0.000889262-0.00591093j -0.000812985-0.00120619j -0.00203573+0.00510732j -0.00281863+0.00206972j -0.00369752+0.00477192j 0.00208978+0.00272975j -0.000697755+0.00466565j -0.00562904+0.000318445j 0.00150498+0.000681153j 0.00528861-0.000891654j 0.00297585+0.00291376j 0.00103102-0.00230208j 0.000627349-0.00317739j -0.00376266+0.000269009j -0.00194094-4.52484e-05j -0.00159785-0.00117584j -0.000229915-0.00278893j 0.00126082-0.00045499j 0.00471825-0.00381231j -0.00175725+0.000348266j -0.00296588-0.00172862j -0.00267978-0.00167865j -0.00691573-0.00157486j 0.0016894-0.000624622j -0.000975796+0.00073673j -0.000306726-0.00199533j -0.00288158+0.00175895j 0.000144081-0.00197904j -0.00194509+0.00170231j -0.000561529-5.90564e-05j 0.00149614-0.00638053j 0.000589027-0.000749184j 0.00636032+0.000682935j 0.00645591+0.00273689j -8.56148e-05-0.00211325j 0.00133174-0.00230745j -0.00196244-0.00111408j 0.00196392+0.00117534j 0.00443584-0.00474992j -0.00420651-0.000528914j -0.00293288-0.00161939j 0.000855108+0.00360569j 0.00354935+0.000146951j -0.0063772-0.000816472j 0.000514598-0.00791883j -0.00214117-0.00522648j 0.00191195-0.00402284j -1.98428e-05-0.00389247j -0.00323899+0.00170556j 0.00270415+0.00149067j 0.00215812-0.000433922j 0.00427336-0.00130912j 0.00364818-0.00307395j 0.0060529-0.000286662j 0.00201477-0.00280563j 0.00487234+0.00142477j 0.00462013-0.00378303j -0.00311488+0.00430156j -0.00601633-0.000816372j -0.00245206-0.0026241j -0.000491595-0.00441189j -0.00703493-0.000569423j -0.00505742+0.00629859j 0.00161418+0.00463643j 0.0019028-0.000893123j 
-0.00383583-0.00471005j 0.00590275-0.0037659j -0.000542539-0.00686433j -0.00175796-0.00250186j 0.00126922-0.00563457j 0.00461959+0.00344373j 0.00190762-0.00429306j 0.00213402-0.000463027j -0.00566155+0.00338372j 0.00170215-0.00118468j -0.00326125-0.00272912j 0.00208034-0.00796138j -0.0024684+0.00122044j 0.00590602-0.000666231j 0.00107199+0.0034124j -0.00164759+0.000731265j -0.00396264-0.00282621j 0.00318332-0.00396703j -0.0018026-0.00447364j -0.00318386-0.00136656j 0.00317217-0.00401766j -0.00344542-0.00372923j -0.00377515-0.00373583j -0.00172421-0.00336893j -0.000374025-0.00369007j 0.00351416+0.00227267j -0.00496714+0.00136646j 0.000101249-0.00417223j 0.00610594-0.000402178j -0.00296119+0.00049538j 0.00403778-0.000572051j 0.00173871+0.00541038j 0.00210766-0.00365523j -0.00273167-0.00117487j 0.000613416-0.00267353j 0.00492735-0.00496103j 0.00515016+0.00215207j -0.00592576-0.00048826j 0.0068699+0.00203j -0.00272533-0.000931968j 0.00162163-0.00117144j 0.000969774-0.00120335j -0.00152226+0.00365209j -0.00340545-0.00243553j 0.000277513-0.0137129j 0.00308323-0.00488222j -0.00918068-0.00768617j -0.00285924-0.00241724j -0.00310412-0.0113649j 0.00456461+0.00558798j 0.0059634-0.0015753j 0.00388869-0.00352704j -0.00341643+8.58464e-05j -0.00398269+0.00518527j -0.00841285+0.00174303j -0.0108166+0.000495157j -0.00408385-0.00055295j -0.000219822-0.0042262j 0.0040743+0.00200199j 0.00580701+0.000662682j 0.00258982-0.00500395j 0.00315364-0.010704j 0.00562572+0.00491821j -0.00964329+0.00316485j -0.00143926+0.00234779j 0.000361021+0.00380083j -0.0138372+0.0184786j 0.0154781+0.00257667j -0.00523872-0.00267863j -0.00317013+0.0105499j 
-0.0054372+0.00275019j -0.00489577-0.00561741j -0.00228405+0.00215224j 0.00704547+0.00867972j 0.00209095-0.00638693j 0.000429903-0.00444592j -0.0033114-0.000726845j -0.002979+0.0115856j -0.00213337+0.00331761j -0.00262209-0.000739912j 0.000619899+0.00538329j -0.00313715+0.00462027j -0.00533627+0.00592184j 0.00380958-0.00401047j 0.00318246+0.000772977j -0.00754106+0.00236298j 0.00234518+0.00247399j -0.00240473-0.00262223j -0.000372339+0.00398549j -0.00392642-0.000725772j -0.00129976-0.00359905j -0.00611632+0.00254118j -0.00294067+0.00406453j 0.00872492-0.00423655j -0.00242677+0.00281198j -0.0024628-0.00299992j 0.00383515+0.00125357j -0.00282668+0.0013605j -0.000387466-0.000567997j 0.00235116+0.00206977j -0.00334193+0.00315737j -0.00155914-0.00230335j -0.000393166+0.00134523j -0.00762331+0.00032439j 0.00478815-0.000786237j -0.00368955-0.00298341j -0.00642319-0.00156109j 0.00156411+0.00141625j 0.00262931-0.00264833j -0.00150482+0.00903697j 0.00207362+0.000977297j -0.00145318+0.00383667j 0.00760647+0.0134342j 0.00278981+0.00258043j -0.0143578+0.00111518j -0.00165652-0.000979332j -0.000446494+0.00178979j -0.00394123+0.00424461j -0.0102961-0.00392361j 0.00378139-0.0116012j 0.00123828-0.00165567j 0.00392069-0.00527727j -0.00333951+0.000455885j -0.00482813+0.00764963j 0.00398673+0.000989659j 0.0103832+0.00227018j -0.00371611-0.00581448j 0.00449754+0.00133898j 0.00365211+0.00119791j -0.0019336-0.00704581j -0.00268716+0.00408085j 0.00903611-0.00320832j -0.007891+0.000923558j -0.00174401-0.00792163j 0.00510458+0.0104371j -0.00528775-0.00597781j -0.0188887-0.0132544j -0.00919069+0.0194652j -0.00382925+0.0143397j 0.00631924+0.00121959j 
-0.00242588-0.00517683j 0.00508929-0.00196788j -0.00534015-0.00470334j -0.0004394+0.0014076j -0.000531703-0.0041371j 0.0041499+0.00356902j -0.00158319-0.00879946j -0.00127942+0.0050286j -0.00109296+0.00238683j 0.00310522-0.00360393j -0.0022226-0.00214053j 0.00167673-0.00968437j -0.0051154+0.00268673j 0.00729163-0.00556133j 0.000729184+0.00165274j -0.00276164-0.000657534j -0.00145313-0.000935135j -0.00337641+0.000315331j 0.00162628-0.00436463j -0.00168729+0.000326482j 0.0082721-0.00541393j -0.00658761-0.000398002j -0.00595055-3.51564e-07j 0.000408406+0.0010693j 0.00102908-0.00162862j 0.00196814+0.000416188j 0.00206784+0.00086792j -0.000534941+0.000675328j 0.00181161-0.00058738j 0.00062516-0.000377949j -0.00097684-0.000730471j 0.00929468+0.00137511j -0.00494267-0.00300449j 0.000456054+0.00195689j 0.000240179-0.00210477j -0.00205105-0.00146407j 0.00218501+0.00441264j -0.00853387-0.0125784j -0.000953149-0.00425052j -0.0118482-0.000199307j -0.0011161-0.000379555j -0.00534404-0.00510368j -0.00378817+0.0160463j -0.00130823+0.00591386j 0.000374624-0.0122203j -0.000365514-0.000436519j -0.00795923+0.00182084j -0.00795369-0.00172436j 0.00316441-0.0114798j -5.80933e-05+0.00165689j 0.00629221+0.00651759j 0.0038944-0.00343068j 0.00212185-0.000499354j -0.00512211-0.00483071j -0.0145012+0.00318478j 0.000701982+0.000553783j -0.0122186-0.00397669j 0.00323389+0.00363346j -0.00126333+0.00696989j 0.00247062+0.00143111j 0.00155001-0.00252813j 0.00962412-0.0106525j -0.00128879+0.00298824j -0.00591919-0.0102488j 0.0103551+0.000177734j -0.00280666+0.0105484j -0.0133812+0.0110869j 0.017367+0.0148441j -0.00707075+0.00120071j -0.00389258+0.012062j 
