-0.0420682+0.198947j 0.147794-0.0358148j 0.0186419-0.114745j -0.0300581-0.0962274j 0.0157815+0.0384217j 0.00981847-0.024016j -0.00870805+0.115834j -0.0289405-0.0550761j 0.0184597-0.0396581j 0.0933574+0.121321j -0.168992+0.0299647j 0.120031+0.204182j -0.0504966-0.00889299j -0.203681+0.134712j 0.0780226+0.0108019j 0.0482205+0.0362178j -0.0355254-0.0748478j 0.0444345+0.0775084j 0.0102359+0.0554835j 0.0230787-0.0376104j 0.0363493-0.0195833j -0.0558905+0.0733156j -0.0296699-0.0400935j 0.0145081+0.0275145j 0.0961696-0.0202393j 0.212117+0.0720235j 0.0201723+0.1162j -0.023431+0.103175j -0.219234+0.0675689j 0.030845-0.112078j 0.0698947+0.0871666j 0.0895893+0.0849358j 0.0632173+0.00620951j -0.0367392-0.00644295j -0.0464399-0.0193513j 0.0155043+0.0122963j -0.0385483+0.0829154j 0.0106995-0.056932j -0.0398908+0.0459424j 0.0234665+0.0113332j -0.0816684-0.0618599j 0.101582+0.0662688j 0.0216265+0.0608543j 0.04333+0.00467699j 0.114772-0.0127152j 0.0282977+0.11597j 0.0597339+0.0655285j -0.126213+0.106876j 0.0350628-0.164337j 0.0292555-0.0746884j -0.0348683-0.0208936j -0.043797-0.0517316j -0.0209361-0.016501j 0.0441667-0.0112726j -0.00165447-0.0236487j 0.00380226+0.0366604j 0.00105087-0.0116476j -0.0153688-0.0142997j 0.000120082-0.0102224j 0.0225716-0.0184355j -0.00290821+0.027425j 0.0208447-0.0138201j 0.00958233+0.0066836j 0.0298263+0.0111245j 0.0765622-0.0120893j 0.00240133-0.00647703j 0.00703323-0.00967923j -0.0159553-0.00305269j 0.00759276-0.0116693j -0.0284345-0.00485114j -0.0444174+0.0114598j 0.0154804+0.0151354j -0.0145398-0.00576723j 0.00969801-0.0333894j -0.0122068+0.00182927j 0.0362575-0.0252587j -0.00860655-0.0286349j 0.0260772+0.0349713j 0.0105228+0.00716741j 0.00148414+0.00385823j 0.0018267+0.0080996j -0.0016635-0.0054586j -0.00830224+0.000617783j -0.00144484+0.00746864j -0.0105585-0.00117351j -0.00299014+0.00229146j -0.00329577-0.00545946j 0.00390286-0.000598206j -0.00296579+0.00140131j 0.0168302-0.011413j -0.0143148+0.00501202j 0.0141344-0.0211656j -0.0208838-0.0153343j 0.00498457+0.00503165j -0.0116745+0.00511432j 
0.00566651+0.00692233j 0.00975119-0.00442842j 0.00527711-0.000921201j -0.00191502-0.000179629j 0.0027957-0.00240577j 0.000918219+0.00199954j -0.00198142-0.00140544j -0.000367716-0.00322768j -0.00120931+0.0038241j -0.00144948-0.00380033j -0.0120221+0.0184476j -0.000192898+0.0103938j -0.00769179-0.0198023j -0.0029283-0.00884479j 0.00327788+0.00311365j 2.20747e-05-0.016963j -0.000311776-0.00438475j 0.00430401+0.0134985j -0.000314055+0.0148809j 0.00317863-0.00296858j -0.000499257-0.0099091j 0.00296026-0.00607718j 0.00630801+0.00380462j -0.0017594-0.0184922j -0.000648514-0.00504034j 0.00178524-0.0139311j -0.00454612+0.007125j 0.00621558+0.00454226j -0.00858746-0.0255003j 0.00786237+0.012087j -0.0122916-0.0153066j -0.0165874+0.0202463j 0.00665431-0.0107258j 0.0196583-0.029779j 0.0211413-0.0174165j -0.0002773+0.00925575j 0.000211346+0.00285253j -0.0107075-0.00590994j 0.0022668+0.00492671j -0.00227403-0.00595514j -0.00577758-0.00678485j -0.0032111-0.00210795j 0.00864276+0.00584036j 0.00657599+0.00441302j 0.00344669-9.6713e-05j -0.0168915-0.00662026j 0.0158178+0.00980745j 0.0276542+0.00225578j 0.0259292+0.00210989j -0.042812-0.0185278j 0.00309158-0.00355916j -0.0125576-0.015102j -0.0103455+0.0224654j 0.00746018-0.00728712j -0.00374871-0.00100959j -0.0083218+0.0197582j 0.00197596-0.00392941j -0.00441978-0.000167449j 0.00784296-0.008145j 0.00974783+0.0025224j -0.000887902+0.0149629j 0.00610596-0.0166607j -0.00917248-0.00407964j 0.0215419-0.00300346j 0.0138979-0.0327136j 0.0102892+0.0113155j 0.00567363-0.00864589j 0.00829522-4.85552e-05j -0.00178439-0.00691673j -0.00642022+0.0157797j -0.00311671+0.0177364j -0.00126199-0.00272963j -0.000784075-0.00477819j -0.00817399-0.0231071j 0.00500119+0.0177049j 0.0220351-0.00292896j -0.0359678+0.00939464j 0.0226184+0.00253699j 0.00500591+0.00389447j 0.00129496-0.0093563j 0.00342956+0.00396809j 0.00328185-0.0045894j -0.00336693-0.00206136j -0.00365834+0.00441691j 0.00235193-0.0103914j -0.00420192+0.00675785j -0.00175646-0.00222319j 0.00669904-0.00398294j -0.00228498-0.00516051j -0.000489759+0.0132882j -0.00513688-0.00704479j -0.0135284+0.00173125j 0.0180273+0.0324731j 0.0113196-0.0172003j 0.0250571-0.0068409j 
0.000234037+0.00164607j -0.00402426-0.000709577j -0.00346821+0.00311832j -0.0045689+0.00321024j 0.000633123-0.00253303j -0.00176173+0.00304174j 0.00100767-0.00327452j -0.00316095-0.00252829j 3.72642e-05+0.00422392j 0.000699258-0.00222227j -0.00216216-0.00192922j -0.00131334+0.00471522j 0.0036838-0.00945651j -0.00802643-0.001715j 0.00166021-0.00223338j -0.00399734-0.00573079j -0.0042117-0.002629j -0.000857768+0.00398518j -0.0033451+0.00111598j -0.00983558+0.00387965j -0.00261917-0.00432342j -0.00514928+0.00506854j -0.00218921+0.00310765j 0.00174299-0.010122j -0.000288115-0.00121745j -0.00579897+0.00180704j -0.00103425+0.00698632j -0.000343123-0.000881714j -0.0013705-0.0135555j -0.0109213-0.00309083j -0.00892195-0.0164734j -0.0235369+0.0152462j -0.00158338-0.000590305j 0.00926428-0.0150404j 0.00922778-0.0141156j -0.00521735+0.00349489j -0.00754668+0.00487106j -0.0118531+0.00619336j -0.00741127-0.00178985j 0.00244846-0.00989097j 0.00373269+0.00462465j -0.00841388-0.012039j -0.000210827+0.00293888j 0.00253552-0.00658658j 0.0225356+0.00296003j -0.00663458-0.0246368j 0.0137679+0.00918005j 0.0177016+0.0109121j -0.000356017+0.000606138j -0.0173206-0.0134128j -0.000682766+0.000526464j -0.00740323-0.0137531j -0.00215358+0.00917338j 0.00771386+0.00628176j -0.00145825+0.00121439j -0.00187368-0.0121814j 0.0028137+0.00449205j -0.0126606+0.0115574j -0.00307699+0.0072415j 0.000757293-0.00509861j 0.000921251+0.00686609j -0.00607838-0.00159305j -0.00686573+0.00237521j 0.0131338-0.0128697j 0.000404727-0.0209464j 0.00400011+0.000209094j -0.00391903-0.00424608j 0.0142458-0.0066579j -0.00302683+0.00158043j -0.0223072+0.0159106j -0.0126598+0.0155113j 0.011605-0.00838211j 0.00857195+0.00368012j 0.00474342-0.0107511j 0.00562011+0.00933562j 0.0169955-0.000105584j -0.0221224-0.00935157j -0.00475818+0.00288912j -0.0087106-0.000389777j -0.020801-0.00993137j -0.00251813+0.00190025j -0.0131217-0.00878362j 0.0053224+0.00431962j 0.0179613+0.0145492j 0.000503741-0.00208718j -0.00795589+0.013483j -0.0113814-0.0029286j 0.00368139+0.00906018j -0.00756776+0.0101418j -0.00762176+0.0442884j -0.0131614+0.000463769j 0.00786354+0.0154652j 0.029374+0.0119633j 0.00330544-0.0162877j 0.0300637-0.0246665j 
-0.00505772-0.00631931j 0.0039527-0.00285709j -0.0012506-0.0042961j 9.64963e-05-0.00538354j -0.00138837-0.000998418j -9.48209e-05+0.00539365j 0.00212863+0.000567875j 0.00617716-0.0034624j -0.00373936-0.00334894j 0.000442252-0.0019313j 0.00151968-0.00260757j -0.0075927+0.00554954j -0.00154016+0.00271574j 0.00551466+0.00763588j 0.00705721+0.00211466j 0.00257289+0.00676352j -0.00257231-0.00671372j 0.0045054+0.00273045j -0.0031695-0.000882088j -0.0089786-0.0106305j 0.00238279+0.00100683j -0.00708522-0.00126865j -0.00626027-0.00136504j 0.0123053+0.00745453j 0.00113474+0.00127861j 0.00138966+0.00359216j -0.00433669-0.000810956j -0.000615946-0.000496835j 0.00275492+0.00721098j 0.0112542-0.00420542j -0.00328453-0.00189536j -0.00430549-0.0036341j -0.0102497-0.0122649j -0.0157401-0.0120207j -0.0121052-0.0166036j -0.00132698+0.000619368j -0.00293389-0.00209394j -0.0135042+0.0138351j -0.00434169-0.00174274j 0.00913493-0.0119848j 0.00162536-0.00188084j 0.00585529-0.0081276j 0.00625956-0.0032197j 0.0140947-0.00166106j -0.0025599+0.0113182j -0.00283747+0.00365916j 0.0125174-0.00304479j 0.00870535+0.000751452j 0.00226211+0.0143147j -0.00627593-0.0156516j -0.00334816-0.000336448j -0.00648519+0.00516303j 0.00124246-0.00614495j -0.0120287+0.0132765j -0.00376809+0.00676805j -0.0110661-0.00527221j 0.000146644+0.00609014j 0.00517972+0.00289141j -0.00055302+0.00242133j -0.0101002-0.00498788j -0.00529451-0.0066042j 0.00662802+0.00206425j 0.0106852+0.00272707j -0.00687311-0.00865989j 3.73939e-05+0.000739336j -0.0165168-0.00672338j -0.00159374+0.0119336j -0.00364619-0.00977367j -0.000516474+0.00577141j -0.0016636+0.0176027j 0.00433517+0.00864296j 0.0123306-0.00868682j 0.0178649+0.00342371j 0.0102263+0.0175751j 0.0139861+0.00967809j 0.0119593+0.00678485j 0.00877792-0.00596659j 0.000873788+0.0154701j 0.00694111-0.00141311j -0.000899881+0.00587992j -0.000831018-0.00520567j 0.00347649+0.00861742j 0.0143492-0.00941191j 0.00535162-0.0145684j 0.013525-0.00424479j 0.0223912+0.00132506j 0.00813673+0.00611283j -0.00232698-0.00385691j 0.00496827+0.00191756j 0.00490258-0.00468067j 0.00372941+0.000770002j -0.00651375+0.00671617j 0.00313547-0.00434323j -0.00241607-0.00466274j -0.00133325-0.000565753j 
-0.00196379-0.00101119j -0.00681892+0.00182301j -0.000607594+0.00645194j -0.00575993+0.00888367j 0.00327528+0.00272056j 0.00369821+0.000933334j -0.00261706-0.00826443j -0.00421488+0.000848498j -0.00516486+0.000475906j 0.000356599+0.0056988j 0.00111375-0.0118708j 0.00464347-0.000773026j 0.00283588-0.00284082j -0.00735904+0.018287j -0.00404123-0.00450162j -0.00317424+0.000345412j -0.0015546+0.00549221j -0.000605385-0.00487244j -0.00524271-0.0144574j -0.00564448+0.00616986j -0.00149929+0.0100481j -0.00516523+0.00607915j -0.00290399+2.92373e-05j -0.000856432+0.00297159j -0.000569931+0.00726152j -0.00176697+0.0123242j 0.000163431+0.00720249j -0.00759-0.000339918j 0.00140607+0.0113971j -0.00951904-0.00534084j -0.0123367+0.00875622j 0.0127359+0.00299591j -0.00148033-0.00210111j 0.0025197-0.0115535j 0.0182132-0.0177779j 0.00558654-0.000372061j -0.000965922+0.00183823j 0.0122602+0.00377859j 0.00769051-0.00355061j 0.000880233+0.00757497j 0.00585438+0.00527843j 0.0129478-0.00535994j -0.0100268+0.00301656j 0.0231971-0.000475902j 0.00361751+0.00421856j -0.0106986-0.016719j 0.00717151+0.0131589j -0.00929594+0.0188047j -0.00978395-0.00261143j 0.0140109+0.00207023j -0.00160499+0.00272097j -0.00888121+0.00643137j 0.00854314+0.00464468j -0.0349905-0.0234556j -0.00604842-0.00065673j -0.00682244-0.00303851j -0.00550447-0.00466786j 0.000995809-0.00887708j -0.00108016-0.00403533j 0.000884681-0.00331144j 0.00165132-0.00571174j 0.00132513+0.00222639j 0.00596058+0.0126652j -0.0023555-0.00104486j 0.00172579+0.018635j -0.00639377-0.00980292j -0.00743952+0.0121051j -0.00521092-0.0128202j -0.00558555-0.00327891j -0.00337006-0.00394698j -0.000684501-0.00212061j 0.0112226+0.011273j -0.00568487+0.0245031j -0.0215085+0.0325883j -0.00892341+0.0131944j -0.0103425+0.0147613j 0.0282096+0.0154746j -0.0126076+0.00414823j 0.000678059+0.0045157j 0.0189743-0.00167439j 0.00533732-0.0102381j 0.00803949+0.00904851j 0.0190574+0.00292895j 0.00483807-0.0104799j 0.0260973+0.0125145j 0.0164069-0.00389774j 0.0106817+0.00882025j -0.00397314-0.0105415j 0.00481563-0.00608498j 0.00397804-0.0167587j 0.0109651-0.00213265j -0.00839765-0.003231j -0.0107319-0.0037856j -0.00226815+0.00917055j -0.0127339+0.0121774j 
0.00197876+0.00521686j 0.00545883+0.000465818j -0.00401661+0.00313242j 0.00267063-0.000569344j -0.0111189-0.00839717j -0.0137584+0.00603997j 0.00163925-3.976e-05j 0.00339132+0.00225098j 0.00529195+0.00098315j 0.000681546-0.00548204j -0.00366619+0.0144437j 0.00192005+0.00146696j 0.0175746-0.00395874j -0.000886934-3.34347e-05j 0.00826767-0.0010088j -0.00804637+0.0041999j -0.00646809-0.0159034j -0.00910017+0.00818158j -0.00201661-0.0040737j -0.0127322-0.0016668j -0.00069269-0.00284078j -5.0194e-05+0.0136229j -0.00919749+0.00393019j 0.0087435+0.000656552j 0.00247124-0.00338214j -0.00209329+0.00765608j 0.0145329+0.00563853j -0.00661538-0.00595495j 0.00190277-0.0192035j 0.00393962-0.00377053j 0.00682004-0.00915642j 0.0105359-0.00604547j 0.00538662+0.00636942j -0.00144749+0.0226704j -0.012417+0.0236913j -0.00263064-0.00516054j 0.00262429-0.00381083j 0.00244039+0.00170575j 0.000330951+0.00294269j -0.00212415+0.00145931j 0.00220331+0.00064579j -0.0164418-0.000848636j 0.00257523-0.00517161j -0.0239239-0.00847044j -0.00438642-0.00832446j -0.00485047+0.0132398j -0.00819324-0.0164659j -0.00673018-0.021627j -0.00217022-0.0102425j -0.0059649-0.00299027j -0.00117388+0.00140199j 0.00465578+0.0129717j -0.00960274-0.00723744j 0.0121166+0.0162204j 0.00229553+0.00351515j 0.0141297+0.0107575j -0.00403389-0.000309137j 0.0118218+0.0039761j -0.00197978-0.00238977j 0.00170196+0.00526254j 0.000851364+0.00310456j 0.00561753+0.000622613j -0.000913628-0.00567602j -0.00296363+0.00173851j 0.00577052-0.00540871j 0.00401472+0.000450904j 0.00991209-0.0129435j -0.0026225+0.00579782j 0.0035743-0.00129197j 0.00796968-0.00821504j 0.000517712-0.00283973j -0.0117909+0.00257485j -0.000879232-0.00870286j 0.0105385-0.00942935j 0.0104426-0.00799353j 0.00896228-0.00885385j -0.00620601+0.000744349j 0.0107853+0.00323517j 0.00385384+0.00105374j 0.00653225+0.000939879j -0.000581394+0.00578362j 0.00592413-0.00180009j -0.0171304+0.000527134j -0.0199234+0.00299102j -0.022948-0.000587315j -0.00910343+0.00213236j 0.00139116-0.000817521j 0.00133976-0.00181091j 0.00473323+0.000496926j 0.00848259-0.00494706j 0.00168051-0.0018094j -0.00452443+0.00168176j 0.00376941+0.00185007j 0.000495765-0.00290339j -0.00242052-0.00125024j 
-3.98702e-05-0.00911033j -0.00279327+0.00892874j 0.0123334-0.0102157j 0.00780503-0.00400293j 0.0274624+0.00361396j 0.0333448-0.0064702j 0.0147566+0.00761514j -0.00986641-0.00978202j -0.00077484-0.00637171j -0.00541127-0.017348j 0.000174568+0.0092935j 0.000647333+0.00505344j 0.00753831-0.00169j 0.000731254+0.00334582j 0.00896734+0.00160218j 0.00565894+0.00305289j -0.00408943-0.00560904j -0.00483459-0.0120818j -0.00920668+0.000718103j -0.000813169+0.00284226j -0.01079-0.00801991j 0.00159366-0.00904576j -0.00835635+0.0142431j -0.00614717+0.00832528j 0.00813519-0.00188407j -0.00440531+0.0053211j 0.00385783+0.0032722j 0.000107432+0.000628871j 0.00126946-0.00507638j 0.00117503-0.00307245j -3.62669e-05-0.00388935j 0.00339579-0.000791934j 0.00144898+0.000917461j 0.00245663+0.00288078j -0.00247886+0.00400707j 0.00190518+0.000862321j 0.000456434-0.000841304j -0.0003232+0.000511978j -0.00119363-0.001015j -0.00102877+0.000315461j 0.000808991+0.000981128j -0.00292928+0.0001592j -0.000679546+0.000157728j -0.00478752-0.00206439j 0.000245396-0.000599151j -0.00141179+0.00128096j -8.21698e-05-0.00283072j -0.000845406-0.00337474j -0.000391808-0.0010603j -0.000507768-0.000733242j -3.78205e-05+0.000746931j 0.000166777+0.00129731j -0.00136192-0.000690145j 0.00260296+0.00245337j -0.0010223+0.00116379j 0.00216101+0.0016539j -0.00179537+0.00153198j 0.00152108+0.00127144j 1.73593e-05-0.0011034j 0.000194099+0.000724235j 0.000269634+0.000973766j -0.000288175+0.000167688j -0.000632932-0.000678217j 0.000194976-9.16751e-05j 0.00101134-0.000732997j 0.00137774-0.000124785j 0.000687993-0.002697j 0.000742769+0.00184761j 0.000901361-0.000465593j 0.00151846-0.000169733j -0.000938406-0.000838514j -0.000942489+0.00104274j -0.000275919-0.00173408j 0.00168467-0.00140855j 0.00138731-0.000516845j 0.0016802-0.00149341j -0.00150541-0.000188209j 0.0012087+0.000457768j 0.000344654+0.000152459j 0.00035208+6.4988e-05j -0.000235904+0.00122536j -3.23782e-05-0.000736287j -0.00300256+0.0021903j -0.0030161+0.000370999j -0.00380959-0.00114462j -0.001535+0.000118578j -0.000558739-0.000290627j 0.000135033+0.000102673j 0.000322736+0.000388974j 0.000694652+0.00012273j -0.000252731-0.000140965j -0.00028079+0.000335246j 0.000914058+0.000378974j 0.000128524-0.000701073j 0.000221708-0.000600912j 
0.000390667+0.00711632j 0.00109599-0.00722926j 0.00610312+0.000371522j -0.00591849+0.00587819j 0.00557455+0.0024838j 0.00554806-0.00447022j -0.00963994-0.00641901j -0.0018176-0.00184984j -0.00779033+0.00539109j -0.00339142+0.00617749j -0.00593695+0.00818877j 0.00501307+0.0102116j 0.00284121-0.00218015j 0.00222368-0.0135003j 0.00253342+0.000274811j 0.00404798-0.0209313j 0.00340962+7.94158e-05j -0.00556308-0.00246182j -0.00074571-0.00569803j -0.00721904-0.00587324j 0.00296235-0.000604446j -0.000375797-0.00529264j -0.000524484+0.00159333j -0.00702459-0.0124293j -0.00153528+0.00629609j -0.000899731-0.00893483j 0.00047843+0.0109352j -0.00443375+0.00600079j 0.00183462-0.00394035j 0.00995535+0.00210615j -0.000872308+0.00644905j -0.00835901-0.0120009j 0.00400156+0.00530682j -0.00538649+0.0252349j -0.0187053+0.034434j 0.00450536-0.00179844j 0.0174519-0.00438857j 0.0294153-0.00513782j 0.00710499+0.00396199j -0.00787844-0.000426532j -0.00658056-0.00562344j -0.00376939+0.00637487j -0.000795148-0.00795477j -0.021447-0.00239766j 0.00515794-0.00463888j 0.0217446+0.0258109j -0.0109085-0.0264482j 7.78391e-05-0.0280511j -0.00748474-0.00384185j -0.0149297-0.00409608j 0.0050919+0.000735803j 0.0146046+0.013251j -0.00166003-0.0122238j 0.0278912+0.0302164j 0.00413052+0.00579288j 0.0193497+0.00529769j -0.00430092+0.00216681j 0.0206619+0.0103273j -0.00183973+0.00212543j 0.00240716-0.00117973j 0.0016292+0.00139362j 0.00802607+0.00338563j -0.0041402-0.00630175j -0.00404731-0.00356289j 0.00389085-0.0120103j 0.00277243-0.00633287j 0.0063899-0.0188475j 0.00125381+0.00825366j 0.00341967-0.00063726j 0.00373846-0.00349719j 0.00273679-0.0013111j -0.0142405-0.00209891j 0.00386549-0.0123477j 0.0182907-0.0195538j 0.0147272-0.0129471j 0.0123735-0.00925328j -0.00311878-0.00876384j 0.0117149+0.00424458j 0.00326573+0.00279539j -0.000261905+0.00819478j 0.000121027+0.00928872j 0.00111132-0.00103426j -0.0212229+0.00683468j -0.0192306+0.00830681j -0.0293607+0.00929115j -0.017382+0.00355838j -0.00442665-0.00249719j 0.00419214+0.00418861j 0.00354456+0.00394527j 0.00263725-0.000473997j 0.0020984+8.99577e-05j 0.0011839-0.00239095j -0.0017771-0.00235112j -0.000905504+0.0012387j -1.18047e-05-0.00166139j 
0.00127969-0.00244234j 0.000446672-0.00465226j 0.00497504+0.000648961j -0.00074977+0.00628248j -0.000797021-0.00144402j 0.00107767+0.00282005j -0.00647058-0.00625002j 0.00144908+0.00188725j -0.00433399-0.00126062j -0.00110554+0.00513553j 0.0037589+0.00395526j 0.00353538+0.00441566j -0.0025215-0.0129385j -0.00152322+0.0163077j 0.00270948-0.00262089j -0.00561968-0.00102621j -0.0044629-0.00328116j -0.00229936+0.00596402j -0.0107487-0.0124596j -0.0109588-0.00324205j 0.00218439+0.00672767j -0.00422438+0.00307492j -0.00616585+0.00344588j 0.00272914+0.00450783j 0.00161987+0.00635548j 0.000147342+0.00913662j 0.0102787+0.0068761j -0.00911352+0.000563173j -0.00621793+0.00445844j 0.00276643-0.00610862j -0.0129049-0.00660211j -0.00147293-0.00264992j 0.00856427-0.0151173j 0.00484004-0.0215703j 0.00438277-0.0182702j 0.00227594+0.00189012j 0.00822717-0.00689951j -0.00458873-0.00898025j 0.00747808-0.00683328j -0.00257854-0.000280761j -0.00517916-0.000676641j 0.00875655+0.00157006j 0.00362876+0.00127173j 0.0137011+0.0125062j 0.00378119+0.00364586j 0.000360577-0.00225447j 0.0107781+0.00761907j 0.009659+0.00497357j 0.00612007+0.0130991j 0.0153547+0.00155238j -0.0009901-0.00402735j -0.00526201-0.0150152j 0.00252931+0.00698517j -0.00590016-0.0137269j -0.000678147-0.00499013j -0.0119376-0.000688356j 0.00778324-0.00101483j -0.0182768-0.00466062j 0.00183271-0.000314758j -0.00115099-0.000344183j -0.00494374-0.00149565j -0.00619336-0.0012948j -0.00169227-0.00370886j 0.00511611+0.00559834j -0.00392946+0.00368112j 0.000195343+0.00713436j -2.82826e-05+0.0104542j 0.00287461+0.00487785j -0.000653403+0.00248258j 0.000191957+0.0011283j 0.00121737-0.00301268j 0.004161-0.00588132j -0.00306284-0.0049549j -0.00431803-0.00521386j -0.0125124+0.00321044j -0.00981114+0.00382826j -0.0103062+0.000279257j -0.00521334-0.00997552j -0.00292922-0.00378568j -0.0113368+0.002368j -0.00177255-0.00259148j -0.00605342+0.000142007j 0.00586963-0.00662996j 0.0119825-0.00450285j 0.00995475-0.00901703j 0.000940866-0.00687941j -0.0031538-0.0037723j -0.000327053+0.00510316j -0.00532402-0.000874173j -0.00699457+0.00165278j -0.00187966+0.00146142j 0.00460687-0.00419344j -0.00485228+0.0019624j 2.55902e-05+0.00139543j 0.001367+0.00158529j 
0.00529083-0.000263619j 0.000641118+1.07115e-05j 0.00113969-0.000128603j -0.00290575+0.000235895j 0.00255114-0.000762975j -0.00130228+0.00106733j -0.000784131-0.00146463j -0.00142001-0.00270697j 0.000709753+0.00413776j -0.00204379-0.00245385j 0.00210602-0.00436751j -0.00113455-0.00706906j 0.0050818-0.00334568j 0.000523126+0.000393813j -0.000146077+0.00175398j 0.00258675-0.000706294j -0.0015578+0.00281759j 0.000414264+0.000794344j -0.00337275+0.004939j 0.00085363+0.000477822j 0.0024323-0.000661954j 0.00156069-0.000876056j 0.00353612-0.000709941j -0.00111808-0.00338238j 0.00051705+0.000892383j 0.000619397-0.000508578j -0.00247527-0.00108791j -0.000189214-0.000728482j -0.00317829-4.717e-05j -0.000728233-0.0114451j 0.0067788+0.0047116j -0.00568149-0.00765743j 0.00187877+0.00655073j 0.000108316+0.0106731j 0.000744519-0.00285369j 0.00242936-0.00660605j -0.000294957+0.000528852j 0.0040498-0.00968597j 0.00183406-0.000474015j 0.0014342+0.000440046j -0.00218952-0.000854307j -0.00603454-0.0040318j 0.0020412+0.00497782j -0.00308052-0.000549471j 0.00297896+0.0110176j 0.00520128+0.00470356j -0.000386681+0.00802012j -0.00628496+0.000912455j 0.0031746-0.0023933j 0.00923396+0.00373214j 0.00251839-0.00410396j 0.00128743+0.00169527j 0.00495483+0.0103044j -0.00855659+0.00749385j -0.00470918+0.00266513j 0.00559615-0.00358235j -0.00653572+0.00245369j 0.000773607+0.00485881j -0.00212486-0.00168342j 0.0021676+0.00324033j 0.00322128-0.0013953j 0.00390748-0.00112935j -0.00152963-0.00568795j 0.0062249+0.00239267j 0.00339682-0.00578561j 0.00206417+0.00419869j 0.00192805-0.0020211j 0.00319488+0.00603216j -0.000585148+0.00215055j 0.00379505-0.002436j 0.00938931-0.000238617j 0.001138+0.00548063j 0.0100655+0.000175171j 0.000857981+0.000935222j -0.00549396-0.000710219j -0.00909659-0.00358528j -0.00396414+0.00615576j 0.0194839-0.00949339j 0.0133285+0.00190761j -0.013654+0.000730344j -0.00428291+0.00281424j -0.000886829+0.000701804j -0.00465808-0.00156381j -0.00462774-0.00549163j -0.00595758-0.00613386j -0.0036112+0.0103543j 0.000456759+0.00133501j -0.000685978-0.000578222j -0.000725175+0.0041738j 0.0118213-0.0109493j -0.00221522+0.0026102j -0.00887242-0.00373901j 0.0156497-0.000712387j -0.00392601-0.00868168j -0.00435006-0.0161469j 
0.00177829-0.000197974j 0.000611893+0.000439801j 0.000785353-5.96372e-05j -0.00192164+0.000546555j 0.00157971-0.00141998j 8.97981e-05+0.00109014j -0.000805161-0.00116115j -0.000839573-0.0019654j 0.000334554+0.00393247j -0.000616291-0.00195081j -0.00421938-0.00563043j -0.000706186-0.00117037j 0.00549587+0.00431187j 0.00633985+0.003267j 0.0001754-0.000334623j 0.00248038+0.00348676j -0.00101334+0.00125105j -0.000493981+0.000690172j -0.00498875+0.000776691j 0.000543167-0.000285965j 0.00547437+0.00171509j -0.00161788-0.0027459j -0.000342653-0.0024533j 0.00687533+0.00126492j 0.00260354+0.00187354j 0.000142552-0.000410438j -0.00192827+0.000909781j 0.000404858-0.000729614j 0.00519021+0.00531282j -0.000126855-0.0071816j 0.00604464+0.0122373j 0.00893287-0.00472965j 0.006327-0.00166843j 0.0033606+0.00486031j 0.000105967+0.00454244j 0.0031176-0.00315188j 0.00111759-0.00164878j 0.0043636-0.00425919j 0.00456818-0.000475307j 0.000224767-0.00250758j -0.00312389-0.000290402j -0.000249391+0.0011773j 0.000461545+0.000923485j 0.00461856+0.00750213j -0.00591001+0.00581837j 0.00410563-0.00391631j -0.00403483+0.00494956j -0.0055445+0.000585007j 0.0106469+0.00540919j 0.00367479+0.00558936j 0.00320342+0.000152507j 0.00249251+0.0168391j 0.0176819-0.00062368j -0.0109787-0.0041853j -0.000872608+0.00230758j -0.00577168+0.001199j -0.0026672-0.000198868j 0.00505616-0.00590976j 0.00112368-0.00361542j 3.10464e-05+0.00470741j 0.00159314-0.00138886j 0.00181219-0.00247936j -6.52814e-06+0.00284969j -0.00137093+0.000751684j -0.00383504+0.000145464j -0.00133062+0.00192026j -0.00352936+0.000555704j 0.000537108-0.00398233j 0.000566784+0.00247815j 0.00319098+0.00301374j 0.00622878-0.00212887j -0.001997-0.00409826j 0.00134449-0.00159783j -0.00417835+0.00560982j -0.00382198+0.00918422j -0.00995534+0.00842367j 0.00368931+0.00132402j 0.016595+0.00636405j 0.00929059+0.00564207j -0.00222206+0.00539983j 0.00609213+1.41339e-05j -0.00238929+0.00419277j 0.0034476-0.000225725j 0.00602083-0.00747871j 0.00274003+0.00113552j 0.00243563+0.00431819j -0.00257086+0.00285933j -0.000410599+0.00222523j 0.0030817-0.000132708j 0.00538284-0.00822746j -0.00341277+0.0107268j 0.00386369-0.0138302j 0.00142342-0.00182037j -0.00516762-0.00461683j -0.00937844-0.0156147j 
