-0.0104171-0.0013882j -0.0005645+0.010579j 0.00210566-0.00632636j -0.00637965-0.00226959j 0.00204024+0.00228713j 0.000797372+0.00311424j -0.00509185+0.00141263j -0.000934103+0.00307038j -0.00133105-0.00110747j 0.00168767-0.00118929j 0.00208167-3.86037e-05j -0.00126697-0.00454884j -0.00785545-0.00315891j -0.00155254+0.00819753j -0.00165822+0.00178765j 0.00143603+0.000968369j -0.00312823-0.000573695j 0.000233246-0.000113883j -0.00213523-0.00127105j 0.000177012+0.00218925j 0.00272419-0.00275595j -0.00127571-0.00113232j 0.00477196-0.00164592j 0.00190803+0.00112726j -0.00433218-0.00137969j 0.0013553-0.00214174j 0.00289795+0.00113154j 0.00289004-0.00550108j -0.000613983-0.00417249j 0.00141518+0.00334303j -0.000781649-0.000986478j -0.000110518+0.000812937j -0.00064435-0.00447374j 0.00155572+0.00169682j 0.00163971+8.30408e-05j 0.000575873-0.00517021j 0.00103699-0.000581001j 0.0051169-0.00237483j 0.00469223+0.00152896j 0.000536685+0.00261673j -0.0020322-0.00514076j -8.77578e-06-0.00192343j 0.0049112+0.000815602j 0.0027489+0.00385974j 0.000871162-0.00122001j -0.00219273-0.00324396j -5.98226e-05+0.00218535j 0.00261788-0.00251468j -0.00261098+0.000974729j 0.00537825-0.000643564j 0.00169594+0.00210094j -0.00295002+0.00421978j 0.00055939-0.000619734j -0.00107724+0.0013131j 0.00388528-0.00160126j 0.00162174+0.000932021j 0.00271116+0.00148849j 0.00227991-0.00319803j 0.00260855+0.00158177j 6.93411e-05-0.0031274j -0.00224818+0.00031143j -0.00188479-0.00271086j -0.000745173+0.00128766j -0.00122402+0.00237051j -0.00146612+0.000551985j -0.00212507+0.000966965j -0.00295864+0.000627986j -0.00264475-0.00305275j -0.0044201-0.00201706j 0.00121032+0.00243275j -0.00183802-0.00466997j -0.00268465+0.00196242j 0.0004865+0.000848317j 0.00230248+0.000793125j -0.00191393+0.00163189j -0.00611392-0.000696314j 0.00155931+0.000279154j 0.000268756-0.012806j 0.014271+0.00510056j 0.00582692-0.00946748j -0.00393469-0.00154809j -0.00354597+0.00243817j -0.00451924+0.00269892j 0.00429646+0.00570964j -0.000947292+0.0011773j -0.00561308-0.00604782j -0.000962986-0.00490218j 0.00584346-0.00912943j 0.0109699+0.00508633j -0.0050222+0.0076575j -0.0169015+0.0146513j -0.0130973-0.0185357j 
-0.000758345+0.000369007j -0.00306942-0.000750875j 0.000624547-0.000573105j -0.00185747+0.000518018j -0.000976875-0.000190942j -0.000759364+0.00042221j -0.00318788+0.00270107j -0.00110906+0.000578582j 0.0017203+0.00277316j -0.000375786+0.000100662j 0.00162166+0.0032952j 0.00173232+0.00175031j -0.000260004+0.00465435j 0.0015605-0.00200202j -0.00367926+0.00502114j 0.00094565-0.00174838j -0.000308714-0.00345733j -0.00500139+0.00343558j 0.00611541-0.00645034j 0.00167282+0.00200497j -0.00418122-0.000427586j -0.00341421+0.000263857j 0.00135379-0.00188371j 0.0082538-0.00449781j 0.00353509-0.00317038j -0.00438006+0.00987684j -0.00332925-0.00146374j 0.0118695+0.00599811j -0.00375565+0.00288737j 0.000504272+0.00309479j 0.0022084-0.00348565j -0.00478412-0.00286896j -0.00313686-0.000502659j -0.0030299+0.00136379j -0.00612234-0.00776906j 0.00613914-0.00147938j 0.00134681+0.00840298j 0.00100213-0.000292487j -0.0022351-0.00318583j -0.00145778+0.00250726j -0.00113785+0.00495616j -0.000496564+0.000244106j 8.10263e-06+0.00470853j 0.000257382+0.00165479j 0.00368919-0.00106006j -0.00183315+0.00761496j -0.00175234-0.00767421j -0.00357194+0.00687305j 0.00247639-0.000591752j 0.001547-0.00150129j 0.00280405+0.00188101j 0.00476066+5.02097e-05j 0.00369257-0.00288437j -0.000481019-0.00112899j 0.000749833+0.00362428j 5.31077e-05-0.00427081j 0.00950283+0.00808441j -0.0060904-0.000392295j -0.0022921-0.0035729j 0.00490068-0.0053513j -0.00173152+0.00163647j 0.0050352+5.20031e-05j -0.00162963-0.00159677j 0.00836113-0.0126534j 0.000453932+0.00544648j -0.00155807-0.00252583j -0.00516783+0.000229396j 0.00076164+0.00339824j -0.0014095-0.00872364j 0.00374043-0.00112395j -8.85821e-05+0.00328602j 0.00253905-0.00277896j 0.00164186-0.00426887j -0.000723004+0.000627205j -0.000852413+0.000256892j -0.00434792+0.00360893j 0.000584921-0.00182357j 0.00220844-0.0010602j -0.00180125+0.00528712j 0.00272775-0.00441312j 0.00307985-0.00654057j -0.00304985-0.00561753j -0.00189637-0.00370611j -0.0024061-0.000808575j -0.0024399-0.00440378j 0.00361187-0.00262659j -0.00257825-0.000523965j -0.00256681-0.00222655j -0.000178561+0.001828j 0.000894052-0.000712445j 0.00289335-0.00194829j -0.00108871-0.000430678j 
7.21693e-05-0.00255208j -0.00249149+0.000893687j 0.000557444-0.00184234j 0.00125448-0.000125709j -0.000321686-0.000219334j 0.00444849+0.00132879j -0.00220392-0.00114784j -0.00351724-0.00411612j 0.00209764+0.00128458j 0.00533316-0.000355142j -0.0028519+0.00214472j -0.000777362+0.0030094j 0.00101222-0.00257947j -0.000718178-0.000435302j -0.00163409-0.00423852j -0.00107204-0.00142469j 0.00553615-0.00514387j -0.000926626-0.000788828j -0.00713212+0.00497628j -0.000876041-0.00132449j 0.00454996-0.00283661j -0.00236717+0.00314244j 0.00184224+1.16573e-05j -0.00182548+0.00908698j 0.00231739-0.00284403j -0.00581072+0.00277318j 0.00751366-0.00164337j -0.000666698+0.0050918j -0.000306693+0.0064562j -0.00691841-0.00357346j 7.32369e-06-0.00402286j -0.00506009+0.00153475j 0.00367089-0.0043426j -0.00173994-0.00619232j -0.00137364+0.00112608j -0.00763352+0.00711545j 0.00370736+0.0156031j -0.00646465+0.00521028j -0.00222236-0.00441591j -0.00230714+0.0016512j 0.00208787-0.00838142j -0.00337275+0.0075066j -0.00323695+0.00132338j 0.00213612-0.00937158j -0.000776261+0.00178461j -0.00102069+0.00883022j 0.00206958-0.00164815j 0.00403847+0.000935611j 0.000419742+0.00259106j 7.04702e-05+0.00449753j 0.00250565-0.00158185j -0.00175711+0.000141646j -0.00142874-0.00229197j 0.00115105-0.00224569j 0.00855439-0.0012296j -0.00174767-0.00176393j -0.00323029+0.00480775j 0.00154338+0.00490948j 0.00318313+0.0038054j -0.000250012+0.00106071j 0.00147614-0.00250955j -0.00323588-0.00367032j 0.00502569+6.49135e-05j -0.00388191+0.00271325j -0.00191839+0.00581654j -0.00100584-0.00166625j -0.00364622-0.0048594j -0.000828947-0.00045435j -0.000620927-0.0038926j -0.00010304+0.000332605j -0.00489681-0.000349548j 0.00180296-0.00349657j 0.0049988+0.00546794j -0.000762412+0.00146695j -0.000509106-0.00232848j 0.0042156-0.00583728j 0.00192564+0.00305209j -0.000822137-0.00160644j -0.00218004-0.000360924j -0.00395958+0.00392774j -0.000758769-0.00537694j -0.00353757-0.000515741j 0.00132362+0.00436045j 0.00188702-0.00416547j -0.0036257+0.00214592j -0.00229194-0.00111378j 0.00120752+0.000648871j -0.00312446+0.0068346j 0.00178951-0.00238336j 0.000599101+0.000595777j 7.24818e-05+0.00385124j -0.00111552+0.00168069j 
-0.000105819-0.000786761j -0.000586971+0.00236638j 0.00193191-0.00307412j 0.000126188+0.00197378j -0.000962926-0.000322864j 0.00218348+0.00188697j -0.0017886+0.00342039j 0.0009556+0.00165164j 0.00334161-0.000240307j -0.00492122+0.00357563j 0.00223821-0.000236297j -0.00233529-0.00170118j -0.000137737+0.00332876j -0.00104715+0.000921596j 4.36926e-05-0.00982027j -0.000309373-0.00078647j -0.000819638+0.00678232j -0.00597196+0.00922603j -0.00128178+0.0112368j -0.00174468+0.000172493j -0.000932606+0.00378866j 0.00569745-0.000486797j 0.00373816+0.00555295j 0.00232364-0.00814054j -0.00800542-0.00283886j -0.000253233-0.011764j 0.00348534-0.0122997j -0.00524192+0.00371593j -0.000298025+0.00125288j -0.00196998-0.00199854j 0.00225357-0.00111699j 0.000110356+0.0022865j -0.00410255-0.00730903j -0.00326469+0.000314381j 0.00211594+0.00734279j 0.00366338+0.00411771j 0.00577856-0.000274505j 0.00592237+0.00202663j -0.000124162+0.00228339j 0.00010375+0.00129506j 0.00445242-0.00105017j 0.00715831-0.00279987j 0.0015345-0.0059168j -0.00381235-0.001379j 0.00125129-0.00426786j -0.000503917+0.00312645j -0.00397512-0.00772619j 0.00227244+0.00629424j 0.00276636+0.00061753j -0.00189854+0.00145983j -0.0123668+0.0035213j -0.00282204-0.00463468j -0.00162069-0.00914847j -0.00324157+0.00409651j -0.00375912+0.000256044j 0.000284991-0.00824109j 0.000471021+0.00469738j 0.000976781+0.00234347j -0.00409536-0.00742459j 0.00733926-0.00545007j 0.000321974+0.00415708j -5.72598e-05-0.00630685j 0.0100045+0.00292904j -0.00482178-0.0045899j 0.00574524+1.20761e-05j -0.00616714-0.000195217j -0.00189875+0.00510051j 0.00136508-0.00132697j -0.00367908-0.00319683j 0.00231482-0.00431252j -0.000377614-0.000720029j 0.00577671+0.000222821j 0.00187476-0.00417752j 0.00530684+0.00290662j 0.00191963+0.00176931j -0.00276946+0.0022938j 0.000102872-0.000913937j -0.000185979-0.00123007j -0.00347017+0.00272242j -0.00422052+0.00218694j 0.00596251-0.000693388j -0.00118705-0.000175409j -0.000594942+0.00180167j 0.00136145+0.00487605j -0.00129673+0.00074623j 0.00120726+0.00359591j 2.32214e-05-0.00149697j -0.00105387+0.00118547j 0.00139355+0.000873023j 0.0008654-0.00163766j -0.00114947-0.00176366j 0.000498588+0.000358202j 
-0.00121144+0.000503782j -0.00165625-0.00185297j 0.000442614+0.000863137j 0.00186791+0.00140967j 0.00195585+0.00663298j 0.000280953-0.00163852j 0.000290756-0.00351718j -0.000973985+0.0021427j -0.000959919-0.00356588j -0.00144359+0.00140246j 0.00273792+0.00134892j 0.00201836+0.0041436j 0.000907648-0.00356601j -0.00260359+0.000133804j 0.0103679+0.00469062j 0.00391288+0.00423574j -0.00403366+0.00374911j -0.000608498-0.0019589j -0.00475319+0.00202088j 0.00405993-0.0047686j 0.00185589+0.00614139j 0.00194978+0.00141304j -0.00137843-0.00358412j -0.000311928-0.0021992j 0.0023277+0.00256258j 0.0102105-0.00203624j 0.000458481+0.00125322j -0.00463653-0.00701168j 0.00291049-0.00119822j 0.00455843-0.00270688j -0.00651986-0.00056114j 0.000641222+2.36254e-05j 0.00214325-0.00246876j 0.00116542-0.00547688j -0.00168006-0.000376061j 0.000212299+0.00216842j 0.000326814-0.000528656j -0.00412402+0.00352742j -0.0075115+0.00668912j -0.000739051-0.00132076j -0.00123609-0.0111492j 0.00189109-0.00686577j -0.00325517+0.00201403j 0.00429959-0.00064705j -0.00166367+0.000171334j -0.00505142-0.00421558j 0.0029216-0.00330248j -0.00263957-0.00176459j 0.00523287+0.0034777j 0.00433282+0.000122563j 0.0014997+0.00318245j -0.00261916-0.00566804j 0.00286864+0.00524938j 0.00126537-0.00124867j 0.00184078+0.00106505j -0.00112811+0.00282453j 0.00204086+0.00777115j -0.00493067-0.00038705j -0.000149944+4.31389e-05j 0.00199162+0.000847055j -0.00357578-0.00353351j 0.00235171-0.00059373j 6.88716e-05+0.00211672j 0.00203378-0.00397927j 0.00135193+0.00273924j -0.00161653+0.00191695j -0.00269864+0.00510152j 0.00290484+0.000555454j -0.00190576-0.000451644j 0.001959+0.00419883j 0.00136932-0.00479644j 0.00712651-0.00103906j 0.000532941-0.00197925j -0.00215562+0.00121712j 0.00189443+0.000291479j -0.00409897+0.00215214j 0.000776535+0.000957746j 0.000502069+0.0016553j -0.000880824-0.00257822j 0.00214558-0.00546061j 0.00242006+0.00611428j -0.00260697+0.00520798j -0.00071179+0.00608978j -0.00466753-0.00381765j -0.00338469+0.0013911j 0.00626593-0.00165873j 0.000343045-0.00434266j -0.00283238+0.00123671j -0.00161549-0.00315817j 0.00159053-0.00137944j 0.0040738-0.00261116j 0.000464903-0.00140104j 
0.00145004-0.000307706j -0.000748118+0.00256887j 0.00258449-0.00107775j -0.000626193-0.00282122j -0.000497869+0.000143526j -0.0031366-0.000459569j -0.00233454-0.000188078j -0.00228568-0.00303175j 0.000833995-0.00401233j -0.0020726+0.000153334j -1.63468e-05+0.00336735j 0.000353033+0.000565065j 0.00172875-0.00245457j -9.98152e-05+0.00412647j -0.000424004+0.00448631j 0.000961675+0.00564827j 0.00217984+0.0056696j 0.000939479+0.00095136j 0.00273349-0.00183431j 0.00717025-0.000795493j -0.00110402+0.000639699j -0.0036464+0.00415299j 0.00482653+0.00826825j -0.00566337+0.00133857j 0.00299566+0.00255445j 0.00228894-0.00067964j -0.00958324+0.00135984j 0.00132958-0.00475326j -0.000626483-0.00308106j 0.000881741-0.00477136j -0.00501035-0.00299594j 0.00193873-0.00406073j -0.00290472-0.00436254j 0.0045224+0.000232599j -0.00171546+0.00400392j 0.00223885+0.0042291j -0.00641235-0.00314171j -0.00468919-0.00136823j 0.000240618-0.006207j 0.00761769+0.00530303j 0.00444785-0.00376737j -0.00423588-0.00134844j -0.00128062-0.0072564j 0.00429158+0.00348751j 0.000368834-0.00393189j 0.000217824+0.00362462j 0.00579908+0.00565631j 0.00281525-0.00217292j 0.00293091-0.000647676j 6.89963e-05+0.00270099j 0.00340222+0.000805088j 0.00810094+0.001131j -0.00175813+0.00145149j 0.000245644+0.00553347j -0.000854424-0.00339969j -0.00145228+0.000570415j 0.00254501-0.00237297j -0.00661933+0.00455847j 0.000536331-0.00282365j -0.00268136-0.00234039j -0.000475889-0.00219927j 0.00474625-0.00466061j -0.00566375+0.00439245j 0.000789086+0.00596682j -0.00341281-0.00780808j -0.000582796-0.00225923j 0.00518727+0.00342834j -0.000143707+0.000758371j 0.00562265+0.00343883j 0.00145508-5.33919e-05j 0.000259888-0.00487485j -0.000609763-0.000664405j -0.00638741-0.000632906j 0.00374762+0.00123048j 0.00417172-0.000624808j 0.00123526-0.00298824j 0.00276896+0.00496979j 0.000133913-0.00237283j -0.002496-0.000995695j 0.00303885+0.00394272j 0.00062934-0.00682383j -0.00663195-0.00306346j -0.00234813+0.0075042j -0.00514735+0.0017795j 0.00236536+0.00145567j 0.000487848-0.00214255j 0.000723281+0.00258006j -0.000812672+0.00303144j -0.000618311+0.0044833j -0.00169606+0.000607877j -0.00104345+0.00264663j -0.00282675+0.00610154j 
-0.00234741+0.00239483j 0.000108741-0.00052764j -0.00221603+0.00386838j -0.00357902-0.000885189j 0.00346698-0.0037896j -0.00106868+0.00353691j -0.00206819-0.000642657j 0.00322472+0.000497268j -1.3137e-05-0.00532525j 0.00345395-0.00666726j 0.000145063-0.00604722j 0.00149207-0.00184236j 0.00451724-0.000777068j 0.00374383-0.00636795j -0.00239406-0.00135905j -0.000423002-0.00170515j -0.000208193+0.0063214j -0.00221747-0.00223485j 0.000580751-0.000872584j -0.000217382-0.000512555j 0.0017104+0.00307069j 0.000839802+0.000247081j 0.000413123+0.00178691j -0.000334139+0.000496421j -0.00133449+0.00161114j -9.7389e-05-0.00181989j 0.00199452+0.00365206j -0.00153891-0.00198994j -2.59524e-05+0.00467139j 0.00178582+0.00356303j -0.00302075-0.000952621j -0.00278483-0.00624598j 0.00546799+0.00257437j 0.00231888+0.000867142j 0.00242268+0.00978689j 0.000981889+0.00341944j -0.0024835-0.000275959j -0.00241031+0.00048298j 0.001784+0.00441733j -0.00273931+0.00265554j -0.000360648-0.00228696j -0.00177737-0.00351714j -0.00397739-0.000620941j 0.0085293-0.00192904j -0.00107833+0.00231272j -0.00456298-0.000106595j 0.000115699+0.00108625j -0.000144367+0.0104148j 0.000104174+0.00378218j 0.00550854-0.00473223j 0.000857278+0.00311473j -0.00323688-0.00750922j -0.00290261-0.0104083j -0.00306953+0.00230881j 0.000897024+0.00651125j 0.00695963-0.0128337j 0.00574809+0.00362715j -0.00239615+0.0122453j 0.00102871-0.00274805j 0.0034828+0.00020562j -0.00695556-0.000608547j 0.00226337+0.00013266j -0.0015601-0.00194851j 0.000766794+0.00676213j 0.00262604-0.00342735j -0.00740915-0.000245864j 9.20686e-05-0.0113043j -0.00459253-0.000917329j 0.00239879+0.0026421j -0.00186759+0.00348931j -0.00129395+0.00890053j -0.000485551-0.00750651j -0.00519346+0.00469824j -0.00154724+0.00612116j -0.00525936+0.00408609j -0.00519826+0.00188796j 0.00380603-0.00191459j -0.000382264+0.00394664j -0.00200268-0.00411638j -0.0051699-0.00435813j -0.00253388+0.00286776j 0.00274774-0.000563996j -0.00438191-0.000819725j 0.00506645-0.00170658j -0.00442549-0.00561679j -0.000170684-0.000693809j -0.000494092+0.0016724j 0.00197347-0.00467558j 0.00086138+0.00929692j -0.00227714+0.00362723j 0.000340926+0.000471144j -0.000836019-0.000499604j 
-0.000747526-0.00199634j 0.0019261-0.00204721j -0.00134975-0.0012551j -0.000798045-0.00381484j -0.00135286-0.0029757j -0.00418854+0.000546121j 0.00307787+0.00297617j 0.000866889+0.00272758j -0.00203972-0.000829624j -0.00341804+0.000179026j -0.0015445+0.006062j -0.00207191-0.00308083j -0.000947368+0.00355814j -0.00303713-0.00201191j 0.00697244+0.00655234j -0.00161347+0.00199945j -0.00732426-0.000896259j -0.00225694-0.00138524j 0.000287685-0.00660802j -0.00417096+0.00216805j -0.00598185+0.00369168j 0.00445206+0.00141941j -0.00264671+0.000738012j -0.000678936+0.00116392j -0.00015515-0.00485475j -0.00812884+0.000824798j 0.0034064+0.00745971j 0.000697071+0.00145935j -0.00169617-0.00109044j 0.00187152-0.00717672j -0.00116925+0.00519207j 0.000254502-0.00685551j 0.00121014-0.000771364j 3.37141e-05-0.00417636j -0.00296312+0.00230969j -0.00230252-0.00876684j -0.00142178-0.0020271j 0.00420282-0.00548832j -0.00252258-0.00482589j -0.00129464+0.00478201j -0.000756873-1.94552e-05j 0.00359796+0.00428912j -0.00128134-0.0100572j -0.00409501+0.00247568j -0.000679306-0.00152597j 0.00405678+0.00250474j -0.00234444-0.0053023j -0.000119268+0.00109002j 0.00090784+0.00158899j -0.00362734+0.00064574j -0.00647698-0.0043621j -0.00235148+0.00112249j -0.000929759-0.00316855j 0.00108598+0.00196268j -0.00222013-0.00661677j -0.001197-0.00204282j -0.0114532-0.0014071j 0.00352092+0.00780712j -0.00140545-0.00667069j 0.00349705-0.00536816j 0.00196425+0.011618j -0.00120554-0.00149374j 0.00109793+0.000221899j -0.00289163-0.00624559j -0.0017594-0.00131881j -0.0011489-0.000590976j 0.000522802-0.000678322j 0.00281409-0.00053352j 0.000827922+0.00150228j 0.000970865-0.00397156j -0.00162756+0.00233237j 0.00567841-0.00369201j 0.00603221+0.00398392j -0.00311106+0.00124493j 0.00227258+0.00597245j 0.00116517-0.000755224j 0.00314319+0.00249623j -0.00484143-0.000541802j 9.81196e-05+0.000171832j 0.000593083-0.00438375j -0.000675984+0.0072937j -0.000351144+0.00475811j 0.00100692-0.00151926j -0.00200559+0.00130367j 0.000592797+0.00439179j -0.00113908+0.0048767j 0.000993334+0.00522549j 0.00173002-0.00161437j -0.000727624+0.00130973j -0.00371428+0.00164608j 0.00154006+0.00113366j -0.00245802-0.00301778j 
-0.000749916+0.00343298j -0.00236377-0.00294722j -0.00067932-0.000664922j 0.000383943+0.00169097j -0.000748608-0.00180875j -0.00183758+0.00197461j -0.00207128+0.0011249j -0.00334282+0.00104555j -0.000167352-0.000854536j 0.00308725+0.0031904j -0.00776503-0.0037616j -0.000187197-0.00327537j 0.00225274-0.000985612j 0.000276143-0.00392853j -0.000798624-0.000916181j -0.00433149+0.00252232j -0.00209583-0.00234884j -0.00157361-0.00366484j 0.00108538+0.00328413j 0.00288261+0.00464129j -0.00141474+0.00190206j -0.00691997-0.000172702j -0.00615445+0.00234692j -0.0012158+0.00611733j 0.00277966+0.00326108j -0.00749935-0.00412589j 0.00225766-0.00659609j 0.000700081-0.000160458j 0.000687237+0.00494705j 0.000846329-0.00406055j 0.00258571-0.00165702j 0.00206805-0.00817181j -0.0014668-0.00628898j 0.00202599+0.00471486j -0.000885444+0.00323147j -0.00457161+0.0033377j -0.00665087-0.00115706j 0.00339485+0.000862823j 0.000262229-0.00265634j -0.00213961+0.00123906j -0.00436477-0.00959982j -0.00159252-0.000283664j -0.00492407-0.000180022j -0.00370545-0.000362429j 0.00124964+0.00070118j -0.00030508-0.00269944j -0.00494394-0.00530716j 0.00252448-0.00348405j -0.000533573+0.00573172j -0.00444543+0.0045765j 0.00540134+0.00589736j -0.00223872+0.00794171j -0.000226294+0.000902656j 0.00185077+0.00151116j -0.00256534-0.000563666j 0.000781199+0.00455993j 0.00385469-0.00249012j 0.00362526+0.00125481j -0.0127183+0.004494j -0.00149663-0.00628213j 0.00126178+0.00203546j -0.00418394-0.00408687j 0.0018886-0.00268744j -0.00411402-0.00158831j 0.000780175-0.000722577j -0.000148979+6.42683e-05j 0.00194878+0.00144327j 0.00672202-0.00024231j -0.00191878+0.00702615j -0.00231992-0.00165386j 0.00582825-0.000693156j -0.00640135+0.00175305j -0.000157679-0.00239028j 0.00759137-0.00504167j -0.00555318+0.00826747j -0.00749016+0.00728711j -0.00366305+0.00118426j 0.00886258-0.00217949j 0.00105298-0.00962872j 0.000781396-0.00327377j 0.00271239-0.000544143j -0.00217696+0.000597993j 0.00119601-0.00214356j -0.0058692-0.00257249j 0.00268632-0.00133921j 0.00313288+0.00221815j 0.00280142+0.00274927j 0.000285593-0.000129474j -0.000958584-0.00314689j 0.000774036-0.00346502j 0.00201874-0.00245907j 0.0011043-0.00373136j 
0.00110298+0.00103163j -0.00294201+0.00174755j 0.00148713+0.000555126j 7.51521e-05+0.000962736j -0.00295699-0.000495103j 0.00127101+0.0034305j 0.00110519+0.00269801j -0.00249892-0.00240055j -0.00171273+0.000523177j -0.000356803+0.000531334j -0.00103588-0.000879082j 0.000682755+0.0013392j 0.00284483+0.000383251j -0.00016511+9.48236e-05j -0.0052915-0.00821674j -0.00168716-0.00409759j 0.00140903+0.00400706j 0.00201087+0.00761693j 0.000405478+0.00298563j 0.00197867-0.00121126j 0.00103124+0.00364166j -1.40383e-05-0.00597005j -0.00147154+0.00116419j -0.00416723-0.00173357j -0.000712495-0.00210425j 0.00565501-0.00681393j -0.00376808-0.00308722j -0.0014394+0.00312502j 0.00423589-0.00449106j 0.00187696+0.000660724j -0.00216817+0.00345174j 0.000478782-0.0049034j 0.00127235-0.00532365j -0.000433827-2.85032e-05j 0.00192109-0.00168921j -0.00207876-0.00305114j 0.00599219+0.00216259j -0.000163064+0.00462225j 0.005948+0.00351367j 0.00428502-0.00393742j -0.00336251+0.00115219j -0.00466245+0.00593802j -0.0037227+0.00202031j -0.000222845+0.00352767j 0.00175672-0.00325831j 0.000932191+0.00163796j 0.00182142-0.00157456j 0.0019455+0.000915522j 0.00281516+0.00159048j -0.00690688-0.00206597j 0.00143557-0.00825453j -0.00115655+0.000111484j -0.0123579-0.000526227j 0.00223877-0.00325826j -0.00100231-0.00627825j -0.000254539-0.00156824j 0.00338627-0.0130571j 0.00466707+0.00628839j -0.0104654-0.00521833j -0.00207444+0.000993041j 0.00387775-0.00027723j -0.00638116+0.00487256j -0.00269925+0.00477816j -0.00304595-0.00204428j 0.00243205+0.00384553j 0.00132841+0.00870208j -0.00214128-0.000440216j -4.06561e-05+0.00337394j 0.00031576-0.00297451j 0.00194618+0.00587668j 0.00579569-0.000308825j -0.00393466+0.00130764j 0.00198369-0.0062321j 0.0098017-0.00242401j 7.89718e-05+0.000636197j -0.00224377+0.00218769j 0.0035646-0.00331829j -0.00225644-0.00422734j 0.00395555+0.000821547j -0.00647343+0.00132452j -0.00200357+0.00345289j -0.00201278+0.00316807j -0.00428253-0.00196799j 0.00019707+0.000952338j 0.00262098+0.00501868j -0.00110379+0.000190731j -0.000859125-0.000811681j -0.00277563-0.00173218j 0.00305928+0.000948995j 0.000261918-0.00207049j -0.00290194-0.00155597j -0.000779786+0.00353338j 
0.000258211-0.000907934j 0.00315258+0.00346817j 0.0025107-0.00309825j 0.000789737+0.00362991j -0.00114781-0.00101721j 0.000527605-0.00257251j 0.000217518+0.00243862j 0.00243055-0.00664382j -0.000628949+0.00122862j -0.00810845-0.00143318j -0.00113905-0.00397197j -0.00312264+0.000894434j -0.000173762-0.000669932j -0.00236223+0.00308171j 0.00168152-0.00426452j -0.00304264-0.000123631j -0.00589106-0.00425415j -0.0050142+0.00323088j -0.00708123+0.00110505j 0.00169253-0.000323808j -0.0041491-0.000467294j 0.00123536-0.00742973j -0.00406162-0.00390748j 0.00522492-0.00783419j -1.67144e-05+0.0012207j 0.00420146-0.00547461j 0.0075206+0.00456821j 0.00400358-0.00845616j 0.000684793+0.00164412j 0.00330827-0.00618393j -0.00333708+0.000806374j 0.00353452+0.00633361j 0.00643794-0.00251447j 0.000359262+0.00214937j -0.00442468+0.0049976j -0.000905575-0.00319849j 0.0051777-0.00728061j 0.000626092+0.00264088j -0.00607755-0.00189335j -0.0056509+0.000179655j -0.0041766-0.00419991j 0.00145121+0.00657969j -0.000304975-0.00615013j -0.00514052+9.84861e-05j 0.00639526-0.00103946j 0.00586321-0.00283925j 0.0054987-0.00211328j -0.00112081-0.00434112j -0.00360796+0.00063691j -0.000548036+0.00633704j 0.00318102+0.00270832j 0.00488276-0.00390964j 0.00460556+0.00280327j 8.94243e-05-0.00134889j 0.00241988-0.00183583j 0.00258746-0.00373011j 0.00181503-0.000977753j -3.87578e-06+0.00197322j 0.00266797-0.00181812j -0.000924088+0.00642766j 0.00530126-0.0102804j -0.00194588+0.00570205j -0.00236182+0.00312274j -0.00369473+0.00630156j -0.000979013-0.00219828j -0.00130967-0.00363771j -0.000484513-0.00492977j 0.00296561+0.0066282j 0.00108818+0.0026009j -0.000790834-0.00185379j 0.00365719+6.56381e-05j -0.00464643-0.00148926j -0.00273642-0.0015958j 0.00204062+0.0110049j 0.000610757-0.00169117j -0.0014915-0.00443094j 0.00488529+0.00159614j 0.00274825-0.00449901j -0.000331392-0.000710796j -0.00055182-0.000445961j -0.0012947-0.00221449j 0.000419915-0.00105151j 0.000530503-0.00175563j -0.00345667+0.000515251j -0.00337032+0.000774529j -0.00143221-0.000374369j -0.00119253-0.0029943j 0.00104804+0.00100042j 0.000158227-0.000905793j -0.00095173-0.00203816j -0.000451066+0.00119851j 0.000647991+0.000394133j 
