-0.00810938-0.00377109j -0.00301526+0.00788226j 0.00679087-0.0024074j -0.00309983-0.00676448j -0.00156348+0.00148292j -0.00131586+0.000291943j 0.00285783+0.0046499j -0.0058514+0.0014453j -0.000544248-0.00381216j -0.00262226-0.00144439j 0.00213957-0.000465721j -0.000955723+0.00464929j -0.00521196-0.000174526j 0.00100222-0.00334552j 0.00469733-0.00263717j -0.00158666-0.000532311j 0.000834803-0.000976448j -0.000623831-0.00160474j 0.000820058-0.00364331j 0.00073752+0.000549074j -0.00417918-0.00010775j -0.00173905-0.00479844j -0.000599898-0.000812955j -0.00350392+0.0021522j -0.000389014+0.00183933j 0.000782138+0.00364698j 0.000576337+0.00105827j -0.000775158+0.00330765j -0.00206836-0.00130278j 0.000826545-0.000573759j -0.00483708-0.00080164j 0.00393888-0.000359717j 0.000252747+0.00202693j -0.0014097-0.00264541j -0.00301304-0.00174847j 0.00331229-0.000145731j 0.00173956-7.90989e-05j -0.0054662-0.00147543j 0.00049646+0.00092702j 0.00316751+0.00331474j -0.00924445+0.000306942j 0.00325507-0.00933121j -0.00334775+0.000383924j 0.00248008+0.00554963j 0.00066984+0.000403894j -0.00389104-0.00622299j 0.00209255-0.00315203j -0.00328478+0.00619447j 0.0106233+0.00124612j -0.00358075+0.00734149j -0.00967275+0.0108123j -0.0106943-0.0109447j 
-0.000731525+0.000746001j -0.00108621+0.000628101j -0.00144077-0.0015207j -0.00578976-0.00107341j -0.00244639-0.00206272j -0.00466838-0.00220186j -0.00404899-0.00248939j -0.00405961-0.0028679j 0.00888364+0.00332703j -0.000661527-0.001842j 0.00212063-0.00112602j 0.00792645+0.00300042j 0.00137473-0.0031213j 0.0036124-0.0120257j 0.000627951+0.00440684j 0.00259861+5.82529e-05j 0.00636241+0.00482441j 0.00310019+0.00112749j -0.00418115-0.000580677j -0.000369137+0.00245701j 0.000636358+0.00171732j 0.00809466+0.0019943j 2.48299e-06-0.00413833j -0.00159923+0.00150783j 0.00355928+0.00126172j 0.00249463-0.000577788j 0.00633791+0.00234815j -0.00709787+0.0016497j 0.00117826+0.00196436j -0.00758967+0.00453628j -0.00394673-0.000184679j -0.00278704+0.00322457j -0.00567574-0.000536102j -0.00186139-0.00148963j -0.00116733+0.00344279j 0.000334105-0.00381806j 0.00257031-8.62447e-05j 0.00100354+0.000987364j -0.000767641+0.00428635j 0.00332372+0.00139192j 0.00328442+0.00248486j 0.000981529+0.00649035j -0.000481223-0.00189858j -0.000704816-0.00359239j 0.000692886+0.00233397j -0.000285212-0.0011486j 0.00179933+0.00290755j 5.35782e-05+0.0011142j 0.000820769+0.00265937j 0.000442699+0.000957346j 0.000720866+0.00132593j -0.00121656+0.000684483j 
-0.00366549+0.000847657j -0.00193219-0.000980248j 0.000692064+0.00021255j 0.00229618+7.14208e-05j 0.00487753-0.0014888j -0.00156015-0.00192147j -0.000368238+0.000679651j -0.00131474+0.00388454j 0.00605007-0.0053631j 0.00343322+0.00077864j 0.000693252-0.000426029j 0.00323262+0.00324152j 0.00306436+0.00193216j 0.00534821+0.0107184j 0.00328023-0.00934478j 0.0090144-0.00976967j 0.004366+0.00757053j 0.00353978-0.00267294j -0.00163323+0.00305062j 0.000150712+8.72882e-05j -0.00537585-0.00245141j 0.00170627+0.00224508j -0.000227658+0.00702198j -0.00571811-0.000187101j 0.0115046-0.00378103j 0.00325334+0.00176141j 0.000548703-0.00311655j -0.00569387-0.00481193j -0.000923118+0.00722055j -0.00145393-0.000152684j -0.000509236-0.00249846j -0.000228901-0.00542128j 0.00112575-0.00294006j -0.00152908+0.000373713j 0.00302864-0.00403924j -0.00480756+0.0018982j -0.00531276+0.00710731j 0.00336635-0.00127914j 0.000825739+0.000600136j 0.00136757+0.00464744j -0.00509562+0.00338034j 0.00187463-0.00279765j 0.00692176-0.00107759j -0.00121635+0.000341047j 0.000953487+0.00202659j -0.00185359-0.00069886j -0.00199806-0.00195024j -0.00389391+0.00103772j -0.00186101+0.000477528j -0.00184288+0.00294651j 0.00105857-0.00289719j -0.000914567+0.00191049j 
-0.000147036+0.00106969j 0.00214124+0.00100308j -0.000567269-0.000141545j -0.00265433-0.00358039j -0.00180556-0.00422077j -0.00141165-0.000906017j 0.0015539-0.000216061j 0.00182617+0.00238738j -0.000929666-0.000371608j 0.00149927+0.00392118j -1.56133e-05-0.00410641j -2.8955e-05-0.000401362j 0.000536387+0.00456374j 0.000789244+0.00300307j -0.00215438-0.000318519j -0.00788347-0.000876746j -0.00195226+0.00205991j -0.000436931-0.000522271j 0.00165999-0.00724304j -0.00201005+0.00122668j -0.00034322-0.00291842j 0.0121096-0.00692037j 0.00242798+0.0018408j -0.00238178-0.0029372j -0.00242579-0.00213113j -0.000698655+0.0006422j 0.00445701+0.000895706j 0.00117976-0.000706074j 0.00513013+0.00567293j -0.00283761-0.00660025j -0.00516626-0.00152001j -0.00072354-0.000933732j -0.00504885-0.00109182j -0.00511151+0.00374875j -0.00467445-0.00103611j 0.00718835-0.00258468j 0.00483759-0.00452534j 0.00227017-0.000802481j 0.00619822+0.000634929j 0.00228367-0.00509925j 0.00469277+0.000402765j 0.00131332+0.000129712j 0.00189466+0.00120499j -0.0069914+0.00283545j -0.000284748-0.00199678j -0.00208639+0.00042121j 0.00388475+0.000254495j -0.00331145+0.00109427j -0.000639528+0.000933195j 0.00374038+0.00032266j -0.00170085+0.00101512j 0.00144231-0.0013466j 
-0.00213194-0.000300729j -0.000790789-0.0013901j 0.00029098-0.00147993j 0.00329475-0.00059923j 0.00575496+6.72334e-05j -0.000425473+0.000647741j -0.00160806-0.00123362j -0.00087992-0.00146796j -7.85592e-05-0.00129725j -0.00449078+0.00606304j 0.0014975+0.000115953j 0.00207256-1.52018e-05j -3.26926e-05-0.00220966j -0.00106673-0.00110942j 0.00208352+0.00656971j -0.0029911+0.00451753j -0.0016142+0.00438986j 0.00421103-0.00585344j 0.00892796-0.0063579j -0.0041241+0.00103833j -0.0027931+0.000541656j 0.0036977-0.0106921j -0.000630451-0.00158617j 0.00275405-0.00501496j 0.00322046+0.0006245j 0.000326842-0.00231909j -0.00380315+0.000114228j 0.00318456-0.00226662j -0.00212552+0.00229471j 0.00665914+0.000308799j -0.00230452-0.00170579j -0.00242355-0.000321251j 0.00124248+0.00073082j -0.0086324+0.00579045j -0.0021416+0.00203939j 0.00478643-0.0018847j -0.00105431+0.000942119j 0.00426757-0.00186649j 0.00235667+0.00125308j 0.00284615-0.00317381j 0.00146522+6.64834e-06j 0.00434909-0.00485259j -0.000208791-0.000670449j -0.00620553+0.00309949j 0.00382702-0.00236071j -0.00202907-0.00268967j 0.00460487-0.000598782j -0.00320048+0.000131565j -0.00232751-0.00231454j 0.000799774+0.00107474j 0.000240593-0.00288472j 0.00192831-0.000190308j 
-0.0027856+0.000312256j -0.00128807-0.00177999j 0.00330766-0.00104905j 0.00289417+5.70667e-05j 0.00166679+0.002285j -0.00023111+0.00103073j -0.000127237+0.0017126j 0.000353561+0.00348557j 0.00046168+0.00144034j 0.000380637+0.00260898j -0.00315584-0.00123577j 0.00311214-0.00685654j 0.000330708+0.00653288j 0.00455081+0.00485994j -5.87959e-05+0.00147636j 0.000496736+0.00332895j 0.00232397+0.00067682j -0.0037856+0.00581588j 0.00130436-0.00213905j -0.00160904+0.00430754j -0.00396619-0.00320714j -0.00778843+0.00474535j -0.00248128+0.0053102j -0.00238741-0.000675151j 0.00630511+9.8241e-05j -0.000760955+0.00349632j -0.00470352+0.00414741j -0.00793827-0.000338472j -0.00939906+0.000603538j 0.00920983-0.00800564j 0.0127733-0.00486871j -0.00179891-0.000170418j -0.00281978+0.00196178j 0.00277413-3.73725e-05j -0.0062363+0.00415486j 0.00601291-0.000326356j 0.00680553-0.00273733j 0.00342577-0.00118729j -0.00309521-0.00263022j 0.0112683-0.00302165j 0.00621057+0.000287244j -0.00354855+0.000253569j -0.00753693+0.00239426j 0.00097865-0.000243425j -0.00362523+0.00117177j 0.000613078+0.000353176j 0.000325431-0.000177148j 0.00228205-0.00211814j 0.00043369-0.00191982j -0.00209574+0.00285346j 0.00102936-0.00182425j -0.00291629+0.0016635j 
0.00149915-0.00315484j -0.000722669-0.000768479j 0.00300364+0.00256893j 0.00255984-0.000317073j -0.00183488+0.000373461j 0.00230514-0.000930562j 0.00411557+0.000754962j 0.000212311+0.00299308j -0.000975683-0.000385821j 0.000928117-0.00294058j -0.00542226-5.11359e-05j 0.00223385-0.00329387j 0.000332146+0.00556347j 0.00329944+0.00554563j -0.00553175+0.00173416j 0.000465145-0.00245672j -0.00455383+0.00486615j -0.00173807+0.00171411j -0.0011288-0.00171004j 0.00589993-0.00111674j 0.000593722-0.00366707j 0.00975827-0.0017652j -0.00194596+0.00163418j 0.00310558-0.00334283j -0.00465001+0.00722679j 0.00565535-0.000549886j 0.00434137-0.00282322j 0.00807211-0.00473038j 0.00353541-0.00414415j -0.00673884-0.00241545j -0.00197267+0.0037799j -0.00199497-0.00198529j -0.0084738-0.00167203j 0.00156869-0.00148948j 0.00276602-0.00325373j -0.00433323+0.00235312j -0.0049534+0.00321233j -0.00485827+0.00162467j 0.00450934-0.00493654j -0.00151667+0.00343856j -0.00202717-0.000876497j -0.00204806-0.00290378j 0.0019986-0.000150619j 0.00414377+0.000822475j -0.00186985+8.46088e-05j 0.000141249+0.00100543j -0.00133231-0.000106987j 0.00224044-0.000844987j -0.00124481-0.00117537j -0.00171754-0.00206028j 0.00200237+0.000167483j 0.000528003-0.00053062j 
-0.000631542+0.000346791j 0.00376174-0.00115879j -0.00147385+0.000163022j -0.00484064-0.0036052j 0.00123651-0.00206158j 0.000722415-9.53578e-05j 0.00503137+0.00111444j 0.00153498+0.00254171j -0.00584898-0.00843737j 0.00250311+0.000983075j 0.0047409+0.000712462j -0.00914125+0.00261356j -0.00145233+0.00200902j -0.00399405+0.00114146j 0.00381328-0.0126903j -0.00675644-0.0013751j 0.000619373-0.00753169j -0.00416085+0.00274144j -0.00381817+0.00105828j -0.00700801-0.00285472j 0.00173362-0.00492773j -0.00412918+0.00376708j -0.00133221+0.001045j -0.00155811+0.00395071j 0.00124721-0.00838059j -0.0105975-0.00144988j 0.00406296-0.000591518j 0.000151796+0.00187485j 0.00545033+0.00451176j -0.00882975-0.00925346j -0.00427298-0.00348024j -0.00257503+0.00148596j 0.00461708-0.00271108j 0.000477402-0.0030179j -0.00117857-0.00792491j 0.00370565+0.00352572j 0.00324128-0.000213058j 0.000412167+0.00413485j -0.00323933+0.00173476j -0.00658547-0.00197374j -0.000316263+0.00260335j -0.00146914+0.000516597j 0.00231559-0.000410598j -0.00224688-0.000195202j -0.00100895-0.000749174j -0.00137503+0.000552933j 0.00261677-0.000435552j -0.00290247-0.000775605j 0.00055502+0.00203824j 0.00152586+0.0012147j -0.00121541+0.00156221j -0.00067925-0.00334081j 
-0.00229054+0.00101056j -0.000163074-0.00362244j 0.00216524-0.000407959j 0.00295516-0.00119657j 0.00377015-0.00141674j 0.00325158-0.00103473j -0.00397831-0.00027227j -0.000727086-0.00312045j -0.00307572-0.00301883j -0.000421127+0.00122569j -0.00388224-0.000611701j -0.00169458+0.00311709j -0.00971516-0.00293189j 0.0013322-0.00328137j 0.00413844+4.96208e-05j -0.00921795+0.00182416j -0.00386116-0.00388548j -0.00459072-0.000940304j -0.00499869-0.00233545j 0.00174143-0.000477512j -0.000674725-0.000441136j 0.00122721+0.00374412j -0.00886205+0.000108075j 0.000476817+0.00349339j -0.00147336-0.00397147j 0.00594909+0.00146633j 0.00218446+0.00301301j 0.0105717+0.0043275j 0.00422577+0.00185151j -0.00469446-0.00308149j 0.00039206-0.00301788j -0.00438961-0.00020345j 0.00389224+0.00185426j 0.00128002+0.000659544j 0.00348813+0.00224j 0.000637096+0.00309681j -0.00360633-0.00235757j 0.000147034-0.00250022j 0.000616131+0.00469141j -0.00687388-0.0044186j -0.0029266-0.000693443j 0.00124796-0.000735743j -0.00227217-0.00124843j -3.19767e-05+0.00158755j 0.000804236-0.00086352j 0.00042627+0.00108924j 0.000982755-0.000284628j -0.00148086-0.00142047j -0.000675152-0.00169252j -0.000868984+0.00156177j 0.000225689-0.00149201j -0.0017568-0.000286049j 
0.00177429-0.00191575j -0.00124286+0.000472822j -0.000406512+0.00309919j 0.00363358+0.00229179j 0.00489677-0.00261705j 0.0019261-0.000687421j 0.00401978-0.000305292j 0.000396821-0.0036155j 0.00059108-0.00365772j -3.19917e-05+0.00165142j 0.000286173+0.00309759j 5.46738e-05+0.00779258j 0.00258523-0.00471777j 0.00723422+0.00280387j 0.00415039-0.00844203j 0.00680712-0.00541737j -0.000173881-0.00195222j 0.00203795-0.00564197j 0.00633686+0.000162089j 0.0037917+0.00593312j -0.00208038+0.00261608j -0.00314317+0.00336022j -0.00137529-8.97099e-06j 0.000103471+0.000193633j 0.00160064-0.0020825j -0.00122627+0.00339013j -0.00424258-0.00589461j -0.00488179+0.00617774j -0.00788404+0.00273154j 0.00355008+0.00299332j 0.00659641-0.00351595j 0.00173912-0.000422382j -0.000693009-0.00306785j 0.000421949+0.00406j 0.000420416+0.000592722j 0.000337051-0.00340427j 0.0041961-0.000816729j 0.000908152-0.00413079j -0.0069435+0.00428232j -0.000667482-0.00293246j 0.000706723-0.00135509j -0.00147351-0.00597899j -0.00134375-0.000543122j -0.00680117+0.00686217j 0.00421328-0.00147491j -0.00138721-0.00185192j -0.000779521-0.00125516j -0.000938284+0.000726643j -0.00188337-0.00123328j 0.00122981-0.00262317j 4.79238e-05+4.23787e-05j 0.0030814-0.00059741j 
-0.00374546+0.00209253j 0.00128952+0.00325606j -0.000580129+0.00121465j 0.00266811+0.00432064j -0.00485017-0.00287047j 0.0028159-0.00137611j -0.00589279+0.0012765j 0.00486313+8.02673e-05j 0.00240182-0.00146852j -0.00733375-0.00230551j -0.0114661-0.00193365j -0.00163612+0.00213782j -0.00808375+0.00424978j -0.00677658+0.00413968j 0.00999253-0.00223907j -0.00870615-0.00639278j -5.12194e-05-0.00294334j 0.00215291+0.00101424j -0.00462495+0.00471317j 0.00100618+0.00417412j -0.00740699+0.00662234j 0.00144531+0.00268181j -0.00620148+0.00814449j -0.00261732-0.00202427j -0.00202612-6.28023e-05j 0.00518758+0.00342279j 0.00315491-0.00196507j 0.00490619+0.0041533j 0.00309431-0.00212007j -0.00339559+0.0064396j 0.00211295+0.000814876j -0.0012704-0.000629908j 0.00729582+0.00276042j -0.00123318+0.0029521j 0.00236151+0.00148945j 0.00424489+0.00224767j -0.0041647-0.00429474j 0.00258957-0.00158947j 0.00184878+0.00349262j -0.00316168-0.00403265j -0.00283612-0.00326793j 0.00664696+0.00224532j -0.00449225-0.00236631j -0.00664217+0.00189353j 0.00329942-0.000514577j 0.00328661+0.0036008j -0.000166206+0.00164996j -0.00176681+0.00107498j 0.000128262-0.00252927j 0.00118824+0.00033326j -0.00261683-0.00159955j -0.000361142-0.000646542j 
0.000212784-0.000417184j -0.00492043-0.000495327j -0.00100004+0.000922057j -0.00620752+0.00164883j 0.00290188+0.00253728j -0.00205867-0.00056283j -0.00274111+0.000201152j 0.00381574-0.000360308j -0.0042305-0.00909572j 0.00541117+0.00991339j -0.00358024+0.0029529j 0.00012503+0.00575594j 0.00684723-0.00231858j 0.000259177-0.00405831j -0.00334492-0.00403447j -0.000294793+0.00202475j 0.00126597+0.000630194j -0.00191048-0.00518444j 0.00105096+0.00234619j -0.00109276+0.0048802j -0.00257275-0.00417333j 0.00414519-0.00337108j -0.000347803-0.00119356j 0.000355947+0.0042908j -0.00315343-0.00377885j -0.000176469+0.00455927j 0.0044914-0.00256934j -0.00376331+0.00666138j 0.00293181+0.0101357j -0.00969624-0.00632496j -0.000753335-0.00504676j -0.000566284+0.00111052j -0.00384564+0.000139271j -0.000606242+0.00467544j -0.00265743+0.00508228j 0.00304506-0.00700083j 0.0053583-0.00214951j -0.000462481-0.00244477j -0.00347831+0.00512244j 0.00358378-0.000834166j 0.00207092+0.00065426j 0.000837161-0.00645417j -0.0024935+0.000793858j -0.00442721+0.0053785j 0.000612187-0.00234679j -0.00044661-0.00111869j -0.000419613-0.00365085j 0.00197489+0.00354964j 7.30985e-05+0.002655j 0.00275104-0.00230086j -0.00268022-0.000920704j 0.0020374+7.79103e-05j 
-0.00283255+0.000151087j -0.00202393-0.003255j 3.85154e-05-0.00179486j 0.00274818-0.00240283j 0.00735529+0.00177462j -8.47403e-05-0.00297042j -0.003382+0.00193699j 0.00196602-0.00154074j 0.00121714-0.00252021j 0.00452611+0.0031878j -0.0019922+0.000781571j -0.000212559+0.00391172j -0.00791073-0.000340389j 0.000364572+0.00133412j 0.00238956+0.00186727j -0.000875729+0.00224113j -0.00190005+0.000807385j -0.00330277-0.00040086j -0.00272-0.00277115j 0.00336794-0.00359553j 0.00133328-0.000749335j 0.00451393+0.000253413j -0.00856756+0.000674421j -0.00065011+0.00170868j -0.000567452+0.000369397j 0.00326754-0.00279489j 0.00479539+0.00424144j 0.0053509+0.000853766j -0.000286999+0.00677922j -0.000786468-0.00588487j 0.00263272-0.00501208j -0.000595124+0.000514777j 0.00262611-0.000735381j 0.00285184-0.000469988j 0.00565193+0.00112071j 0.00011134+0.00296396j -0.00104269+0.00363384j -0.00229188-0.00136547j 0.000137442+0.00228058j -0.00177624-0.00182258j -0.00349711+0.00180485j -0.00242517-0.00384394j -0.00137768-0.000999801j -0.000355579+0.00212001j 0.000104375-0.000352612j 0.00293732-0.000715338j -0.00120882+0.000715466j -0.000361734+1.53634e-05j -0.00236752-0.00208225j 0.000961895+0.00354256j -0.000461953-0.00463869j 0.00171911+0.000375016j 
-0.00100124+0.00242318j 0.00255399+0.000926664j 5.7253e-05+0.000519039j 0.00209873-0.000787057j -0.000155295-0.00319893j -0.000892365-0.00210792j 0.00332678+0.000721708j -0.00360186+7.96538e-05j 0.00382172+0.00436774j 0.000675765+0.00158979j 0.0075374-0.00540937j 0.000238319+0.00443392j -0.00371721-0.00573017j -0.0147074+0.00436771j 0.00132853+0.00267981j 0.0143409-0.00376859j -0.00675085+0.00499891j -0.00311778+4.03336e-06j 0.00481352-0.00574884j -0.00331259+0.00229488j 0.0103136+0.00416784j -0.00784159+0.00232573j -0.00565635-0.000560761j 0.00536482-6.81925e-05j -0.00277341-0.000289584j -0.0119967-0.00182459j -0.000372519+0.00227511j -0.00068188+0.00136948j -0.00903291+0.00856474j 0.00466531+0.000642199j 0.000376954-0.00396577j 0.00622972-0.00337857j -0.00375166-0.00137125j -0.0011005-0.00181461j -0.00154028+0.000634568j 4.34283e-05-0.00413971j 0.00315736-0.00284279j -0.00207911+0.000674008j -0.00406071+0.00339543j 0.00240343-0.00178215j -0.00154731-0.000443644j -0.00121824-0.00012177j 0.00376618+9.35984e-05j -0.00378865+0.000490438j -0.00315836+0.000558301j -0.000352837+0.000561686j -0.00182598+0.00144611j -0.000311224-0.000286211j -0.000667849-0.000634362j 0.00104171+0.000328272j -0.00144951+0.000141704j 0.000231758-0.00199677j 
0.000156075-0.00349137j -0.00167665-0.000688874j -0.00106749+2.89604e-05j -0.00197265+0.00108036j -0.000116791+0.00318314j -0.00118243-0.00156552j -0.00705672+0.000796581j -0.000473886-0.00080696j -0.00144046-0.00240644j 0.000791574+0.00126909j -0.0014352-0.0014813j 0.00137194+0.00121101j -0.00247521-0.00216869j -0.00447317+0.00350165j -0.000357694+0.00423642j -0.00155514-0.00565432j 0.000652202+0.00279068j -0.00158196+0.000751465j -0.00206751-0.00205575j -0.000824938-0.00144558j -0.00051983-0.00571968j 0.00113627+0.00105599j -0.00263858-0.00556114j -0.00168057-0.000945439j 0.000367671+0.00299912j 0.00218958+0.00354477j -0.000558388+0.00403591j 0.00403073+0.00286339j 0.00333127+0.00517803j 0.00267027-0.00403043j 0.00288789-0.000987643j 0.00126326-0.00261548j -0.00156356+0.00231227j 0.00129683-0.000348676j 0.00274887+0.00048983j -0.00293785+0.00173696j -0.00322113+0.000972134j 0.00146011+0.00132824j 0.00442921+0.00259218j 0.00232925-0.00163479j -0.0019392+4.38055e-05j 0.000549397-0.000987178j 0.000662902-0.000619549j 0.0016197+0.00186356j -0.000813085-1.01726e-05j 0.0019712-0.000384629j 0.000117051+0.00185606j 0.00269382+0.00031178j 0.000721443+0.000789084j -0.00236475-0.000145744j 0.00144284-0.000493831j 0.00095381-0.000277928j 
0.00383572-0.000841886j 0.00149643+0.000876045j -0.000848152-0.00204879j -0.00201871-0.00227108j -0.00225273-0.000964862j 0.00335032-0.0036527j 0.00271006-0.000294646j 0.00257253-0.000693657j -0.00191859+0.0037388j 0.00125974-0.00226492j -0.00263525+0.00289684j -0.00537045+0.00119439j 0.00465765-0.00245755j 0.0088136+0.00278262j -0.000489682+0.00329599j -0.00215728-0.00938068j -0.000963385+0.00259193j 0.00241876+7.6271e-06j 0.00360409-0.00276438j 0.00541896-0.0033698j 0.000109518+0.00091013j 0.000238925+0.00578089j 0.00598873+0.000305121j -0.00274609-0.00170732j -0.0032571+0.00164393j 2.84978e-06+0.000579519j -0.00381821+0.00362879j -0.000670776-9.73739e-05j -0.00442923+0.00400455j 0.00376957-0.00605354j 0.00347558-0.00315051j 0.00264797-0.00467202j 0.00116217+0.0016608j 0.00139096-0.00184946j 0.000637875-0.00154955j 5.93668e-05+0.00197242j 0.00172667-0.000534837j -0.00194791+0.00214798j -0.00477751-0.000504542j -0.000640058-0.00352084j -0.00149324-0.000570311j -0.0052724-0.000312601j 0.00391526-0.000509385j 0.00057529-0.000678552j -0.000560243+0.00132731j 0.000704267-0.000427206j -0.00214894+0.00240782j 0.00131443-0.00107288j 0.000372675+0.000903274j -0.000677575-0.00062881j 0.000595824+0.000815706j 0.00307884-0.000722261j 
0.00299019-0.000105276j 0.000991617+0.00137875j -0.00180535-0.00070646j 0.00201589-0.00213837j 0.00338162-0.00104903j 0.00248581+0.00283203j 0.00556879-0.00190825j -0.000888251-0.000278664j 0.00618569-0.0027812j 0.000867028-0.00370834j -0.000307751+0.00381566j -0.00228273-0.00537805j 0.00197528-0.00437801j 0.0161379-0.00999559j 0.00107307+6.38068e-05j 0.00371738-0.00611963j 0.00240159-0.00669339j 0.00188776-0.00644424j 0.00303049-0.000343512j 0.00913056-0.00321714j 0.00183726+0.00572287j -0.00132355+0.0014612j 0.00672916-0.00151808j -0.00472012+0.00153835j 0.00397834-0.0051438j 0.00400311-0.00448631j -0.00509367-0.00241718j -0.00639417+0.00615761j -0.00406746-0.000955468j 0.003589+0.000448071j 0.000401464+0.000430209j -0.000434721+0.000513809j -0.000933199-0.000601248j 0.00380524+0.00140016j -0.000477884+0.000713117j -0.00388555+0.00208055j 0.00220543-0.00175358j -0.00317921-0.00123118j -0.00497345+0.0008552j -0.00132107-0.00352471j 0.00245457-0.00205792j -0.00594776+0.000645631j 0.0010378-0.00110626j 0.00194123-0.00099614j 0.0023617-1.8053e-05j -0.00336891-0.00202146j 0.000587455+0.000447646j 0.000488627-0.00189373j -0.0020345-0.00106987j 0.00206868-0.00205133j -0.000722551+6.07248e-05j 0.00305743-0.0012429j 
0.0039403+0.000948498j -0.00262963+0.00129032j -0.00296718+0.00229562j 0.000481199-0.00183619j 0.0033985-0.00413225j 0.000604545-0.00203177j 0.00490946-0.00178882j -0.00472691+0.00264874j -0.00301382+0.00633288j -0.00160256+0.00613566j 0.000410988+0.00363411j 0.00498763+0.00920365j -0.00222494+0.0122382j 0.00786419+0.00130818j 0.00559202-0.00608014j 0.00138718+0.00724341j -0.00508384+0.00612806j 0.00215397+0.000915057j 0.00166756+0.0038926j 0.00201915+0.00360385j 0.0029216-0.00338133j -0.00107723+0.000740836j 0.00128992+0.00619198j -0.00301839+0.000542961j 0.000853694+0.000847455j -0.000990887+0.000169749j -0.00224263-0.00242098j 0.00282501-0.00851055j -0.00503143-0.00468241j 0.00415118+0.00656112j -5.98983e-05+0.000442814j -0.000123859+0.00298564j 0.000459581-0.00883753j 0.00266956-8.28861e-05j -0.000719948+0.00209587j 0.00690547-0.00408583j 0.00137685+0.00178991j -0.000953832-0.000956985j 0.00256984-0.00260527j -0.00698339+0.00620008j -0.00148564+0.0051148j -0.00378936-0.00362479j -0.000526608-0.00121879j 0.000510397+0.00423279j -0.00100763+0.0014481j -0.00269752-0.00349904j 0.00351348-0.00173666j -0.00511331+5.37199e-05j -0.0042077+0.00147051j 0.00293377-0.00397599j -0.00125235+0.00219728j -0.000143579+0.00187843j 
0.000469367-0.00171625j 0.00144845-0.00250999j -0.000389499+0.00247738j 0.00592813-0.00184723j 0.00500515-0.00161948j -0.00445351+0.00326018j 0.00343109-0.00131459j -0.00453626-0.00387081j 0.00107974-0.00311796j -0.004089-0.00632112j 0.0108408-0.000906897j 0.00259555+0.00391945j -0.00735622-0.00199247j -0.00433309-0.00864776j 0.0016751-0.00492396j 0.00271225+0.00359006j -0.00370952-0.00396588j -0.00368463+0.000311372j -0.00174215-0.00330439j -0.00340131-0.00648596j 0.00678425+0.00173071j -0.00436467-0.00232075j -0.00576965-0.0069122j 0.00119305+0.00293821j 0.0022354-0.00148295j -0.0055302-0.00598261j -0.00144954+0.000167454j 0.00307395+0.00169791j -0.00277633-0.00281281j 0.00104785+0.0037138j -9.95018e-05+0.00206849j 0.00162837+0.000771641j -0.0026987-0.00251068j 0.00127971-0.00100733j -0.000100229-0.00161875j -0.00165898+0.00192902j 0.000935316+0.00173978j 0.000508427+0.000195687j 0.00250871+0.00155889j -0.00172542+0.00247116j 0.00141486-0.000430953j -0.00209158+0.00278315j 0.000262729-0.00053419j 0.00095385+0.000991793j 0.000754536-0.00227979j -0.00472166-0.00104118j 0.00375207-0.00209665j -0.00418497-0.0020257j -0.00404086-0.00312333j 0.0015893-0.00128175j 4.08824e-05-0.000292415j -0.000597688-0.00212846j 
0.00611119+0.000312887j 0.00177737+9.57324e-05j -0.00789819+0.00246915j -0.00545466+0.00156492j -0.00104543-0.0042779j -0.000131392+0.00315868j -0.00532975+0.00685688j -0.00695031+0.00423077j 0.010087-0.0116694j -0.000563596+8.95139e-05j -0.00316429-0.00204591j 0.00355168-0.00808029j -0.000773316+0.00616551j -0.0104522+0.000670566j 0.0146758-0.00313859j 0.00108399-0.00812934j 0.00646904-0.00223971j -0.00035531-0.00368958j 0.00168764-0.000809738j 0.00169016-0.002693j 0.0066496-0.00382373j -0.00251392+0.00257436j 8.33485e-05-0.00133496j -0.00291642-0.00103501j 0.00311674-0.00249451j 0.000123519-0.00309983j 0.00187564+0.00164759j -0.00188316-0.000627546j -0.00284294+0.00169167j 0.0151016-0.00217386j 0.00309487+0.00286481j -0.00181223-0.000509185j -0.000490722+0.00305254j 0.0024864+0.000636311j 0.00831901+0.000343551j -0.00253721+0.0014804j 8.04652e-05+0.00063614j -0.00179962-0.000548767j 0.00470022-4.62227e-05j 0.000346549-0.00106995j 0.000470944-0.00169887j 0.00500292+0.00164647j -0.00198442+5.93182e-05j -0.00360892-0.00149695j 0.00126955-0.00166475j -0.00537125-0.00156509j 0.00426769-0.00135675j 0.000809897+0.00154941j -0.000134607+0.00256023j 0.00029496-0.00209675j 0.000917311+0.00124955j 0.00373599+0.000787058j 
