-0.000522631-0.00265042j 0.00147327-0.000516047j 0.00107553+0.00404858j 0.00256965-0.00350982j -0.00114169-0.00389695j -0.00080525+0.00409595j 0.00104556-0.00388476j 0.00312312-0.00849764j 0.00225206-0.0049896j 0.00081212-0.000333464j 0.00176468-0.00346996j -0.00112857+0.00175355j 0.000291861-0.000830691j -0.00177368+0.00328813j 0.00414502-0.00650425j -0.00163104+0.00232027j 0.000109144+8.07683e-05j -0.00122013+0.00180179j 0.000265396-0.00136173j 0.00149549-0.00315275j 0.000197741-0.00069756j -0.00322606+0.00478744j -0.00276212+0.00461065j 0.000380373-0.00149751j 0.00350584-0.00557769j 0.00382719-0.00456788j 0.00384777-0.00386555j 0.000947029+0.00228664j 0.00324576-0.00196029j -0.00198745-0.000506438j 0.00208199-0.00283089j 0.000336004-0.0039016j 0.00202069+0.00223348j 0.00122294+0.00546745j 0.00130844-0.00167783j -0.00254882-0.00469057j 0.00184915+0.00455395j -0.00230375-0.00900289j 0.00197568+0.009987j 0.000364772+0.00504519j 0.000863616+0.00733091j 0.000267027-0.00494228j 0.000157502+0.00508633j 0.000527523+0.000178789j -0.000488104-0.00700208j -0.000139496-0.00555033j -9.78223e-05-0.00983272j -3.0852e-05-0.00573008j -0.000195048+0.00192535j -7.93402e-05-0.000193381j 8.6995e-06+0.000242003j -0.00122768-0.000457967j -2.50196e-06+1.68077e-05j 0.000115846-0.00217373j -0.000625766+0.00688717j 0.0009507-0.00761642j 0.00087459-0.00758003j -0.000658214+0.00536773j -1.81482e-05-0.00205625j -0.000531141+0.00462166j -0.000164484+0.0058535j -0.00120669+0.00684975j -0.000257119+0.00294512j 0.00265017-0.00938586j -0.00361763+0.00695484j -0.00206072+0.00180207j -0.00244626+0.000887812j -0.000166396-0.00573813j 0.00380327-0.0051039j 0.00115194+0.00492588j -0.00270529+0.00330607j 0.00153002+0.003174j 
0.00178586-0.0015553j 0.000623168-0.0020842j -0.000855448-0.000660805j -0.000247413-0.000570329j 0.00238568-0.000541228j -0.000536159+0.000984149j 0.00211968-0.000431216j -0.00120615+0.00197584j 0.00197445-0.000646555j 0.00450226-0.00113042j -0.000309099+8.32395e-05j 0.000335371+0.000661652j 0.00168693+0.000276244j 0.00195864-0.000207986j 0.000815676+0.000723331j -0.0010581-0.000366021j 0.00473014+0.000718655j 0.000346878+6.28867e-05j -0.00176691-0.00103619j -0.00140149-0.000670099j -0.00340555-0.000368288j 0.00106265+0.00083113j -0.00257617+0.00068113j 0.00148601+0.00220212j -0.0016239+0.000371269j -0.00178537+0.000421181j -0.000631319+3.20888e-05j 0.00257601+4.62889e-05j -0.00188853-0.000962539j -0.000941709+0.000785955j 0.000985938+0.0016269j -0.000645526+0.000174695j -0.0027044+0.00171384j -0.000964204-0.00181586j -0.00202994+0.00107449j -2.97969e-05+0.00132762j -0.00116992+0.000219725j 0.00122355-0.00050005j 0.00192922-4.56145e-05j -0.00153224-0.00175706j 0.000680135-0.00162257j -0.00111742+0.000489366j -0.000724983-9.60962e-05j 0.00115187-0.000825485j 7.95385e-05-0.0017328j 0.00128031-0.00104606j -0.000862301+0.00133147j 0.000470238-0.00103908j -0.00010567-0.00209636j -0.00345573+0.000665489j 0.000114078-0.000281665j 0.000341672-0.0018169j 0.00362846-0.00104747j -0.000427068-0.00149143j -0.00016292-0.000879897j -0.00113782-0.000344481j 0.000937797+0.000526194j -0.000241582-0.000292556j 0.00106986+0.0012668j -0.00151577+0.0014153j 0.00100268+0.000645078j 0.000983028+0.00125402j -0.00106769+0.000179182j -0.00158058+0.000410355j -0.00195153+0.000141656j -0.000302967+0.000151794j 0.000875284+0.00115319j -0.001838-0.000234792j 0.00175831-0.0022613j 0.00169974+0.00141449j 0.000970034+0.000884145j -0.000711702+0.00121881j 
0.000444695-0.000900494j -0.000756931+0.000647049j -0.000440369+0.000862602j -0.000452108+0.00168723j -0.000556508-0.000207487j 7.08445e-05+0.000152356j 0.000413991-0.00118348j 0.000574665-0.00107057j 0.000730732-0.000973722j 0.00100294-0.000601191j 0.000669623-0.000577583j 0.000925049-0.000784537j 0.000154127+0.000200015j 0.000717137-0.00014456j 0.000995277-0.000611571j 0.000213281-0.00024824j -5.76657e-05+6.39573e-06j 0.000190783-0.000652562j -0.000604427+0.00143888j -0.001732+0.00105694j 3.12622e-05-0.000147775j 0.000854691-0.000266259j 0.000970292-0.000918919j 0.00102872+0.000160417j -0.0010098+0.000609425j 0.000463738-0.000364062j -0.000645941-0.000707369j -0.000355685-0.000572131j 0.000549565-0.00036824j 0.000127673-0.000768606j 0.000665117+3.10509e-05j 0.00118101-4.47429e-05j 0.00026367+0.000186378j -0.000376721+0.00090131j -0.000345657+0.000522917j 0.000380222-5.31149e-05j -0.000400144-0.000469112j 0.000189773+0.000909771j 0.000858947-0.000132364j -0.00177068-0.00084965j 0.000332331-0.000524518j -0.000403222-0.000628694j -2.23861e-05+0.000555363j -0.000118858+0.00190318j -0.000578774-0.000281977j 0.00024406+0.000609994j 0.000265978+0.00110146j -0.000544653+0.000196685j -0.000422175-0.00077223j -0.000255313-5.01755e-05j 0.000787826-0.00134117j -0.000544413+0.000269573j 0.000359975-5.55796e-05j -0.000619646-0.000356715j -7.57323e-05+0.000231383j -0.000165221+0.00038524j 0.000499807+0.000296215j -0.000539838+0.000855624j 0.00122222+0.000110103j 0.000137426+0.00103682j 0.0004699+0.00113554j -9.14245e-05+0.00132171j 0.000692623-0.00172806j 0.000472896-0.00041976j -0.00059429-0.000366565j 8.91301e-05+0.000420591j 0.000338996-0.000184418j 3.41386e-05-0.000226749j -0.000808318-0.000523214j 0.0011154-0.000649817j 0.000889774-0.000712184j 0.000257361+0.00065508j 
-0.000131664+2.06072e-05j 0.000914374+0.000467338j -0.00055868-0.000569964j 0.000183821+0.000743604j 0.000422487+0.00150412j 0.00238255-0.00212555j 0.00183841-0.0017573j -0.000496291+0.000705278j 0.0020032-0.00218619j 0.00188371-0.000875511j -0.000624602+0.000904917j -0.000382215-0.0012434j 0.000902043+0.00128857j -0.000394539+0.000377753j 0.00053966-0.000824304j 0.00346186-0.0016766j 0.00181013+0.000542817j 0.000166133-0.00123211j -0.00070333-0.000789321j -0.000189211-0.000597028j -0.00108626-0.000541661j -0.000657866+0.000179638j -0.0010489-2.90251e-05j 0.0036916-0.00131039j -0.00257783+0.00088771j -0.0013596-0.00157663j 0.00124315+0.000894894j -0.00119357+0.00109104j 0.000262153-6.29477e-05j 0.00161822-0.000354015j -0.000789025-0.000395849j 0.00035909-0.000301862j -0.000985637+0.000901971j -0.000990002+2.22106e-05j -0.000962333+0.000396624j -0.00133032-0.00204618j -0.000968518+0.000824926j 0.00194043+0.000338664j 0.0013074-0.00029027j -0.00171485-0.00113998j 0.00110529+0.000304483j -0.000837044-0.000443359j -0.000949832+0.00189665j -4.51485e-05+0.00105723j 0.000660078+0.000943492j 0.000671146+0.000508884j 9.29377e-05+0.0005589j -0.000659239-0.000862546j -0.000332522+0.0023732j -0.00259134-0.000318532j 0.000840075-0.000531229j -0.000601047+0.000680463j 0.00110499+0.000399657j -0.00102105-0.00128135j -0.00141584+0.00196031j -0.000353625+0.00071804j 0.00067717+0.000919641j -5.18536e-05-0.000820071j 0.00167844-3.9596e-05j 0.000615488-0.000101211j 0.000898074+0.00101612j 0.000364783+0.000197808j 0.00029878-0.00282384j -0.00118715+0.000181753j -0.000793733-0.000677687j -0.000606611+0.000349185j 0.000667888+0.00187586j -0.000623317-0.000614164j 3.07615e-05-2.54412e-05j 0.00146583-0.000406824j 0.000750052+0.000279594j 2.51643e-05-0.00123614j 
0.000291574-6.61739e-05j -0.000783671-0.000169098j 0.000889777-3.49195e-05j -0.00062675-0.000710495j -0.000374705-0.000715455j -0.00102727-0.00219872j -0.000696544-0.0012735j 0.000409085+0.000778198j 0.000322652-0.00127624j 0.000567591-0.00209261j 0.000201645+0.00169167j 0.00113758-0.00115966j -0.0019828+0.000124236j 0.000816461-0.000200892j 0.00101617-0.00113552j -4.14998e-05-0.00181632j -0.00057404-0.00192989j 0.000612419-0.000162474j 2.20476e-07+0.000167631j -0.000647537-0.00048393j -0.000629776+0.00198871j -0.000149431+0.000215081j -0.000171188+0.0014224j 0.00193682-0.00137467j -0.00129461+0.00159756j 0.000508726+0.000105273j -0.000504498-0.00141167j 0.000592287-0.000546014j 0.000824967+0.000337874j -0.000865509-0.000241318j 0.000693349+0.000816934j 0.000253703-3.14529e-05j 0.00035625-0.000506271j 0.00096769-0.000251169j 0.000586808-0.00108466j -0.000809904-0.00210885j -0.000786869-0.000130828j -0.00038485+0.00226047j -0.000371742+0.00177622j -0.00050561-0.00421436j 0.000446176+0.00123605j -0.000218808-0.00142709j 0.000652877+0.000315844j 0.000881431+0.00177072j 0.000257007-3.99375e-06j 0.000151728+0.00191387j 0.000302323+0.000715174j 0.000522243-0.00139766j -6.59086e-05+0.000929669j 0.00115021-0.00283488j -0.000485738+0.000322977j 0.000916445+0.000182906j -0.00109923+0.00231156j 0.00030499-0.00121798j 0.000738327+0.000600686j 0.000643658+0.000317376j -0.00076131+0.00126715j 0.000460569+8.95882e-05j -0.00156675+0.00239244j -0.000221763+0.00121337j -0.0010344+0.00225503j -0.000733038+0.000686174j 0.00117307-0.00398801j 0.00046452-0.000519255j 0.000560387-0.00135j 0.000975216+0.000859884j -0.0019319+0.00198783j 0.00012609-0.000851773j 5.59862e-05+0.00039831j -0.000688944-0.0003059j -0.000460415-0.000780886j 0.000109519+0.000772695j 
-0.00243117+0.00252727j -0.0013831+0.00297377j -0.00112876+0.000916601j -0.00210922+0.00180566j 0.00130189-0.00189049j -0.00126286-0.00016703j 0.000994234-0.000200191j 0.0030443-0.00179844j -0.00124151-0.000213988j -0.00119368+0.000766715j 0.00224906-0.000927264j 0.00186956+0.00134098j 0.00406388-0.00132409j 0.00112924+0.00119806j 0.00137925+0.0010542j -0.000179149+0.000109996j -0.000834442-0.000747567j -0.00224091-0.000754098j -0.00197003+0.00232106j -0.00336097+0.000178319j 0.00128037-0.000896675j 0.00289963+0.000157199j 0.00495252+1.0818e-05j -0.00200998-0.00108627j -0.000637849-0.00109592j 0.00117271+0.000454471j 0.00211775+0.00162555j -0.000894437+0.00056036j 0.000666214+0.00100466j -0.00108005-0.000554435j -0.00268417-0.000610241j 0.000571892-2.10607e-05j -0.000881563-0.000656157j 0.00368875-0.000121622j -0.000501488+0.00172439j 0.00202419-0.0026009j -0.00111745+0.00110521j 0.00244153-0.000895128j 0.000251472-0.00255168j 0.00297018+0.00330993j -0.000633368-0.000152746j -0.00109508+0.000236123j -0.00166731+7.9023e-05j 0.00224916+1.6332e-05j -4.99104e-05+0.00331311j 0.000588453-0.000150498j 0.00114252-0.00127283j 0.00221006+0.000280133j -0.00326167+0.00178617j -0.00128204-0.000665395j -0.00189977-0.00206962j -0.000360245+0.00194692j 0.000484703-0.00133155j 0.00141242-9.55562e-05j -0.00327048+0.00116932j -0.000315075-0.000156851j -0.000420274-0.000610093j 0.00214856+0.000474527j 2.3764e-06-0.003461j 0.00121897-0.00149065j 0.00176787-0.00210398j 0.00233165-0.000523687j 0.000353514-0.000191272j -0.00291267-0.00084649j -0.000938535+0.000944829j -0.00166542-0.000184355j -0.00240363-0.00143446j -0.00104761-0.00110315j 0.000559674+0.00277256j 0.0012388-0.00118127j -0.00143713-0.000970934j 0.00179346-0.00206111j 
-0.000280908-0.000890018j 1.58808e-05-0.000851616j 0.00162676-0.00314244j -0.000888853+0.000879444j -0.00118967+0.00342453j -3.92595e-05-0.00264693j 0.000105247+0.000800187j -5.18376e-05+0.00325563j 0.00298263-0.000295275j 0.000391288+0.000570911j -0.000500377+0.00506406j 0.000338795-0.00228829j -0.00493424+0.00526866j -0.00100365+8.88517e-05j 1.52257e-05-0.00198319j 0.00275955-0.00102206j -0.00270756+0.000904089j 0.0033262-0.000133025j 0.00134962-0.00497464j 0.00100013-0.00402429j 0.00102773+0.0021085j -0.00273213+0.00231112j -0.000388852+0.00174117j 0.00392228-0.00177561j -0.00176828-0.000912899j 0.00055687-0.00177418j -0.00222808-0.00131925j 0.000159921-0.00176563j 0.00360028-0.000656587j -5.28222e-06-0.00103929j 0.0016698+0.000783491j 0.00074652-0.000395157j 0.00161282+0.00180903j 0.000995925+0.000685541j 0.00188043+0.000514721j -0.00359612-0.000988181j 0.000708959+0.00236619j -0.000219434-0.00292474j -0.00016503-0.000516471j -0.0007534+9.52365e-06j 0.00144666+0.00175735j -0.000708863+0.000694173j 0.00265393+0.00424646j 0.0029469-0.000297776j 0.00138332-0.0011738j 0.00175533+3.86424e-05j 0.00136954-0.000823485j 0.000530455+0.000391842j 0.00193571+0.00429542j -0.000703475+0.00296275j -0.00187135+0.00137363j 0.00177054+0.00187411j 0.000392282-0.000759675j -0.000599892+0.00342403j 0.00188621+0.00355223j 0.00114543+0.00202231j 0.00127845+9.89951e-05j 5.9526e-05+0.000275004j -0.000736721+0.000319415j -0.00032363-0.00192733j 0.000622712-0.000930585j 0.00106795-0.00286206j -0.00291004-0.00405636j -0.000437363+0.00228621j -0.000887136-0.000178875j 0.00100793+0.000363959j 0.00059014+0.000556467j -0.00121959+0.00168772j 0.00120961-0.000360526j -0.000660821-0.00217085j -0.00108679-0.00219313j -0.0009078+0.00103752j 
0.00169445-0.000495274j -0.00163679-0.00176286j -0.000249064-0.000527839j 0.000554577-0.00159528j 0.00173746-0.000845378j -0.00243224+0.00264579j -0.000853066+0.00278228j -0.00156997+6.15263e-07j -0.000316651+0.000683555j 0.00174206+0.00104073j 0.00184675-0.00347534j -0.00195534+0.00361129j 0.00102926-0.00188995j 2.92236e-05+0.00149482j -0.00105876+0.00272062j -0.00450286+0.000290706j 0.00153869+0.00165365j 0.00049476+2.73376e-05j -0.00129808+0.000250421j -0.000587196+0.000978491j 4.60608e-06-0.00167009j 0.0014183+0.000641193j -0.00261052-0.000151206j -0.00431829+0.00365671j 0.0017564-0.000402577j -0.0012161+0.00248578j -0.004039+0.000283877j 0.00112374+3.93192e-05j -0.00415021+0.000467794j -0.000634891+0.000451729j 0.000875873+0.00159704j -0.000260638-0.000835471j -0.00117044+0.00225686j -0.00219657-0.000448199j -0.000754138+0.00182192j 0.00558318-0.000130538j -0.000954157-0.000794586j -0.00124684-0.000100667j 0.000860557-0.000692121j 0.000619738-0.00208135j -0.00182295-0.000706041j 0.000524997+8.48412e-05j -0.0023704-0.000355457j -0.00127525-0.00102838j -0.00295253-0.000785182j -0.00106258-0.000907325j -0.000768548+0.00210775j 0.00155783-0.00165221j -0.00505035-0.00257413j -0.000397029+0.00138905j 0.000247078-0.000300479j -0.0018034-0.00198304j 0.000608549-0.00348302j 0.00126185-0.00173543j -0.00302316-0.00179426j -0.00207005+0.000502904j -0.000191434-1.59691e-05j 0.000721647+0.000512842j 0.00122625+0.00089715j -0.000791904+0.00312085j -0.000617055+0.000176749j 0.00102318+0.000707433j 0.00413876+0.0018698j -0.00100159+0.00048295j -0.000361069+0.00121799j -0.000606102+0.000614877j -0.00197944-0.000958313j -0.000145035+0.000378205j -0.00121999-0.00354721j 0.00291289+0.0006974j 0.00125576+0.000893073j 0.00147627+0.00261239j 
-1.85362e-05+0.000719256j 0.00145458+0.000282323j -7.31111e-05-0.0020419j -0.000169565+0.000684389j -0.000191699+0.00251687j -0.000749591+9.31655e-05j -0.00116641+0.00558221j 0.000949173+0.000886413j 1.24189e-05+0.00579707j -0.00343458+0.005954j 0.0014521+0.00328361j -0.00206424-0.000392854j -0.000585975+0.00472894j -0.00268619-0.000490775j -0.00374855+0.000977345j 0.000870761+0.00333447j -0.00407382+0.00352083j 0.00138699+0.00249376j 0.000877198-0.00623102j 0.00230654-0.00571926j 0.00363923+0.000253748j -0.00187592+0.0023228j 0.00213633-0.000452607j -0.00453098-7.39397e-06j 0.00312461-0.00565132j 0.00195612-0.00244878j 0.000179507-0.000451703j -0.000651176-0.000807149j 0.00138691-0.00123328j 0.00111928+0.000645492j -0.000908259-0.001598j -0.000649569+0.00075311j 0.000913429-0.00101416j 0.000254946+0.000346215j 0.00138358-0.00134357j 0.000435688-0.000408158j 0.00222037-0.00136167j -0.00377861-0.00131959j -0.00241594+0.000889364j 0.0067483+0.000553999j 0.00033565+0.00248082j 0.00229096-0.000139497j 0.000716784+0.00139849j -0.00329502-0.00099047j 0.00106312-3.81443e-05j -0.00177577-0.000196963j -0.00181356-0.00179413j 0.00134341+0.00181066j 0.00251457+0.00247958j 0.00359341+0.000968772j 0.000847866+0.00233141j 0.000730189+0.00163765j -0.00239733+0.000517319j 0.00283916+0.00289346j 0.000427381+0.00121381j 0.000197825+0.000607185j -0.00136918-0.00103838j -0.000916747-0.000596083j -0.00280728-0.000570786j -0.00217266-0.00329121j -0.00344494-0.00200972j -0.00265293-0.0034831j 0.00340645+0.00244439j 0.00110665+0.000816515j 0.00207151-0.000870749j -0.000453768-0.000398086j -0.00138873-0.00147463j 0.00166837+0.000862141j 0.000722863+0.000895926j -0.00126966+0.000618096j 0.000373761+0.000531283j -0.00155223-0.00151945j 
8.6881e-05+0.000743668j 0.000318766-0.00299018j 0.000471755-0.00150908j 0.000530429-0.00285028j 0.00209484-0.000901453j -0.000286126-0.000584725j -0.00035774+0.00148551j -0.00207021+0.00328156j -0.000442759+0.00134796j 0.000838024-0.000410444j -0.00189424+0.00146672j -0.000711245+0.00138245j -0.000395943-0.000663756j 0.000212617-0.000167807j -0.00100089+0.000803554j -0.00151504+0.000426177j 0.00274949-0.00093565j -0.000358086+0.00137029j 0.000934037-0.00268945j 0.00281247-0.00238739j -0.00250063+0.00124339j -0.000956452+0.000473686j -0.00356733+0.00248476j -0.00021505+0.00117879j 0.00116428+7.84738e-05j -0.00120308+0.00163063j 0.000284683+0.000399983j 0.0023691-2.15704e-05j -0.00278931+0.000334264j -0.00110738+0.00209799j 0.000365638+0.00149895j -0.0017865-9.80573e-06j -0.00181698+0.00214595j -0.000848467-0.00273302j 0.00017311+0.000405419j 0.000869576-0.00196672j -0.00116354+0.00140222j 0.000584685-0.00149672j -0.000114097+0.00140766j 0.00076231-0.00279848j -0.00182728+0.00187533j 0.000162978+0.00052949j -0.00249626+0.00137576j 0.00100296-0.00218103j 0.000413349-0.000597102j 0.000137725+0.000158291j -0.000538331-0.000187229j 0.00100645-0.00183641j -0.00372011+0.00159987j -0.00205982-5.80989e-05j -0.00239943+0.00275966j -8.81642e-05-0.00109681j 0.000351803+0.000206388j -0.000921177-0.000808159j -0.00182464+0.000225871j -0.00167215+0.000391729j -0.000461446+0.00132136j 0.00165765-0.00143174j -0.00178137+0.00235732j 0.000504534-0.000176957j -0.000755772-0.000511892j 0.00240768-0.00125681j 0.00156234+0.000166092j -0.00240453+0.00118552j 0.00129128-0.000164361j 0.000509353+0.000721905j -0.00172998+0.00225203j -0.00128405+0.000485867j 0.00116342-0.00159287j -7.57283e-05+0.000924622j -0.000716008+0.00173009j -0.000252411+0.00072431j 
0.00032044+0.000485277j -0.00160512-0.000761808j -0.000910929+0.0010839j 0.00206579-3.62418e-05j 0.00114979+0.000323419j 0.000118394-0.00316395j 0.000941776+0.000758463j -0.000435985+0.00328671j 0.00248404+0.00396763j 0.000470237+0.00216396j 0.00106703+0.00744899j -0.00147583-0.00314457j 0.000318421+0.00325674j -0.0011683-0.00297486j -0.00266887-0.000574867j 0.00225836+0.000665215j 0.00116015-0.00081317j 0.00129021+0.00378837j -0.000726956-0.00672864j 0.000875511-0.00742365j -0.000394229+0.00394776j -0.00176188+0.00213526j -0.00151479+0.00137771j 0.0024696-0.00191184j 0.000326914-0.0026321j -9.60729e-05-0.00269129j 0.000528038-0.0040196j 0.000474715-0.00149619j -0.00315464-0.00095184j -0.000394154+0.00219758j 0.000931654-0.00167707j -0.000173315-0.000175631j 0.000433168-0.000632691j -0.00218671+0.000381227j -0.000967744-0.0020611j -0.000299412+0.00215527j 0.000144969-0.000105847j -0.000617726+0.00109308j 0.00243922+0.00214813j -0.00394024+0.000534239j 0.0014599+0.00240572j 0.000392235-0.0010869j 0.00111261+0.000838643j -0.000963624+0.000257653j -0.00225568-0.00155802j 0.000567607+0.00115589j 0.000251314-0.000143177j -0.00080537+0.00193465j 0.00036115+0.000495558j 0.000450934-0.000984766j 0.00255444+0.0027479j -0.000839945-0.000358608j 0.000933972+0.00277749j -0.000239726+0.00351761j 0.000183809-0.00190386j 0.000529357+0.000833895j 0.00090677+0.000827534j -0.000708503+0.000250059j 0.00272375+0.0039022j 0.00106996-0.00123721j 0.000367354+0.0016173j -0.000243183-0.000658304j -0.000456564-0.000665275j 0.00100988-0.000874862j 0.000420747-0.00303521j 0.00141812-0.00198085j 0.00263562+0.000291079j 0.00132283+0.000762158j -0.0023253-0.00075006j -0.000284356+0.00170236j 0.000405404+0.00089893j 0.00094601+0.00202402j 
-0.000395964+0.00119861j 0.000832472-0.00100698j 0.00122881-0.00249329j 0.00223352-0.00248048j -0.000322768+0.00246641j -0.00143118+0.000263377j 0.0015524-0.000400104j 0.00194664-0.00179279j 0.00503683-0.0061396j 0.00289025+0.000518621j 0.00714129-0.00493903j -0.00605842+0.00274905j 0.00293253+0.000349399j -0.00549515+0.00499159j -0.000936352+0.00298999j 0.00349257-0.00557697j -0.00162704+0.00354489j 0.00482766-0.00532186j -0.0068059+0.00145778j -0.00655415+0.00227574j 0.00592141-0.00417599j 0.000578158+0.0015073j -0.0010894-0.00171418j -0.00227039-0.00122333j -0.00547315+0.00201159j -0.00577064-0.00030967j -0.00549332+0.00196155j -0.00461903+0.00107119j -0.000458573+0.000369934j 0.00364367-0.00112849j -0.00234111+0.0004265j 0.000161024-0.000682722j 0.00073159+0.000561769j -0.000187695-0.000153039j -0.00012135-0.000412798j -0.00217403+0.000218213j 0.00139288+6.19409e-05j -0.00189535+0.000126013j 0.00125199-0.00132728j 0.00155549-0.00235146j 0.00523138-0.00205066j -0.000906863-2.00549e-05j 0.00524197-0.000784784j 0.00104575-0.00129277j -0.000133279-0.000175025j 0.00165099-0.00187457j -0.00199459-0.00032604j 0.00362917-0.00316607j 0.00569036+0.000264162j -0.000152359+0.00031883j 0.0030258-0.000288751j 0.00353839-0.00103498j 0.00247693-0.00154347j 0.00698232-0.00225281j 0.00219783+0.00149511j 0.00271292-0.000447821j 0.000723429-0.000703607j 0.000703075-0.000488348j 0.00206754-0.000255989j -0.0058078+0.000638911j -0.00115325+0.000489607j -0.00446831-0.00101822j -0.00342504-0.00154815j 0.000471884+0.00175508j -0.00441739-1.31925e-06j -0.00190557-0.000489859j -0.00111153+0.000312796j 0.00115486-0.000469078j 0.00201601-0.000455173j 5.89581e-05+0.000263516j -0.00142597+0.000362381j 0.000311362+0.000437955j 
-0.000232402-9.99864e-05j -8.9338e-05+0.00109051j 6.03081e-05+0.00240038j 3.96305e-05+0.00140822j 0.00151493-0.00332049j -0.00314962-0.00199872j 0.00139414-0.00149382j 0.00381296+0.00255223j 0.00432326+0.00227165j 0.00219257-0.000107074j 0.00667956+0.00682533j -0.000346963-0.00436682j 0.00434009+0.00179856j -0.000550641-0.00457732j -0.00105922-0.000258701j 0.00178631+0.000572575j 0.000730607-0.00361022j 0.00232884+0.00351755j -0.00502343-0.00386826j -0.00660942-0.00599354j 0.000919136+0.00568995j 0.00225146+0.00176811j 0.00322648+0.00141392j 0.000753089-0.00403872j -0.00260848-0.00255353j -0.000360421-0.003028j -4.45388e-05-0.00499756j 0.0014817-0.00323221j -0.00145412-0.000590243j -0.00121425+0.00343736j -0.000903069-0.00153301j -0.000102995+0.000799953j -0.00281942-0.00062147j 0.00170471-0.00133141j -0.0024692+0.000146137j 0.00148823+0.000624471j -0.000558094+0.000833582j 0.00169095-0.000957274j 0.00278986+0.000529556j 0.00212178+0.00344531j 0.0021803+0.00247968j -0.00089557-0.000545344j -0.000495626+0.00153086j 0.00205195+0.000428278j -0.000301185+5.85396e-05j 0.00255114+0.000725213j -0.000496098-0.00171352j 0.0032005+0.00342123j -0.000652376+0.0015494j -0.0022165-0.00154215j 0.000828245+0.00135428j 0.000766652+0.00167077j 0.00419003+0.00248564j 0.00266058+0.00507681j -0.00203758-0.000749535j -0.000405653+0.000290569j 0.000808958+0.000469881j 0.000909825+0.000708201j 0.00131397+0.0011864j -0.000964125-0.00478473j 0.00114034-0.000948963j 0.00168148-0.00207066j 0.000117138-9.15177e-05j -0.00286562-0.001355j -0.00112144-0.003493j -0.000605668-0.00233208j 1.94594e-05-0.0020733j -0.000388317-0.000476373j 0.00141341+0.00232488j 0.000603315+0.00222619j -0.000403838-0.000163187j 0.000313947+0.00028728j 
-0.000587486-0.00118041j 1.70756e-06+0.000767475j 0.000146152+0.000813945j 0.000133967+0.00150765j -0.000679984-0.00110203j -4.00084e-05+0.00399051j 0.00311772+0.00409392j 0.000779446-0.000768162j 0.00353662+0.00448181j 0.00149638+0.00397867j 0.00174123-0.00138968j 0.000588856+0.000861294j 0.00126522+3.46444e-05j -0.00099552-0.00098487j 0.000236+0.00281892j 0.00113695+0.00552825j -0.000420076+0.00226966j 0.00241566+0.00171868j -0.00192634-0.00144997j -0.00225658-0.0018132j 0.00185226-0.000762689j 0.00159771-0.00026292j 0.00180108-0.00184254j -0.00167398+0.00573634j -0.00127837-0.00622886j 0.00149308-0.00221253j -0.00170554+0.000288892j -0.000210023-0.00200225j -0.000300848+0.000599481j -0.0001108+0.000877077j -0.000483492-0.000537834j 0.000405359+0.000454527j -0.000141209+3.89161e-06j 0.00132747+0.000915129j 0.000293401+0.000457889j 0.00121392-0.0034322j -0.000926139-0.000825581j -0.000972838+0.00109344j 0.000383304+0.000517269j 0.0025141-0.00191312j 0.00132862+0.00209419j -0.000220423-0.0015563j 0.000544421+0.00238808j 0.000120272+0.00285827j -0.00026649+0.00104183j 0.000241296+0.00167345j -1.72741e-05+9.50233e-05j 0.00259701+0.000843512j -0.000762785+0.00211148j 0.0012432-0.00138149j 0.000506744-0.000447898j 0.000698769+0.00239893j -0.000479956+0.00100041j 0.00260767+0.00109881j -0.00121969+0.00183274j 0.000444749+0.00157395j -0.000481407+0.000428907j 0.000531119+0.00135387j -0.00033314+0.000221263j -0.00112591-0.00127651j -0.00102108+0.000352924j -0.000677014-0.000619013j 0.00329984-0.0037976j -0.000532554-0.000229734j -0.000255952-0.00202895j -0.000328667-0.000224176j -0.00254251-0.000513634j 0.000523959-0.000485985j -0.000446366+0.00139129j 0.000953855-0.000922958j 0.00036259-0.00169786j 0.000402543+0.000162842j 
