-0.000963718+0.000408631j -0.00062503-0.00208547j -0.0016685+0.00164003j 0.00169752+0.00465659j 0.000720885-0.0037562j 0.00201006+0.00219774j 0.00157558+0.000676038j 0.0024145+0.00692713j 0.000513328-0.00644313j 0.00179457+0.000264491j -0.00196982-0.00093948j -0.00151618-0.00286083j -0.00303767-0.00741118j 0.00215495+0.00505264j 0.00275519+0.0127234j 6.79458e-05+0.00313287j -0.000588589-0.00371333j -0.00110115-0.00605723j -0.000952296-0.00291475j 0.000810775+0.00952326j 0.000344563+0.00114189j 8.21795e-05+0.0063376j -0.000144281+0.00451803j 0.000465497+0.00472093j -0.000409848-0.00482423j -5.32572e-05-0.00238826j 0.000430125+0.0107317j 0.000557325+0.00379999j 0.000560833+0.00861968j -6.8555e-05-0.00308348j -0.000105211+0.00481059j -2.14673e-05+0.00851502j -3.55562e-05-0.000453425j -5.45571e-05-0.00163549j -0.000469019+0.00216695j -8.18088e-05+1.47464e-05j -0.000276105+0.00126264j 0.00075637+0.000431858j 0.000452403+0.00015925j 0.000192916+0.000261437j 7.02523e-05+0.00174214j -0.000148608-0.000514224j 0.000168806+0.00370868j -0.000153732+0.00252919j 0.000723925-0.00975107j 3.25581e-05-0.00133109j 0.000225705-0.00395597j 0.000350519-0.00343751j -0.00151747+0.0110147j -0.000308246+0.00133721j -0.000470769+0.00619302j -0.000179769+0.00252757j 0.000620713-0.00371413j 0.000510266-0.00240917j -0.000316664+0.0050514j -0.000736831+0.00662467j 0.000228896+4.12059e-05j 0.00114977-0.00751857j 0.00122357-0.00304796j 0.00125625-0.00539931j -0.000342056+0.00223718j 0.000295057-0.00248554j -0.00289778+0.00920352j -0.00246318+0.00404401j 0.00239668-0.00432783j 0.00114194-0.00157994j 0.0016795-0.000123097j -0.00148913-0.000416747j -0.000497313-0.00582474j -0.00225938+0.00586519j -0.00143512+0.00052536j -0.00183946+0.00173596j -0.000716033-0.00344378j 0.0016618-0.00429646j 0.00170355+0.00169411j -0.000675372+0.00212573j 0.00113816+0.000531348j 
0.00106602-5.62142e-05j -0.00104021-0.000128163j -0.000308586+0.000197976j -0.000233814+0.000693704j 0.00239479-0.0002219j -0.00029641+0.000454473j 0.00327243-3.32447e-05j -0.00113755+0.00183765j 0.00231287-0.000698826j -0.00261898-0.000148763j -0.00221638-0.000420557j 0.00125246+0.000126977j -0.00368468+0.000375991j -0.00216651-0.00035377j 0.00210102+0.0003253j -0.000187485-0.000195271j -3.37891e-05-0.00143953j -7.79376e-05-0.00204656j -0.000396002-0.00091321j 0.000874724+0.000833795j -0.00195855+0.000730888j 0.000294222+0.000103494j -0.00299397-0.00110342j -0.00251893+4.46081e-05j -0.0020729-0.000446511j -0.00181771-3.29221e-05j 0.00130417-0.000429741j 0.000259473+0.000369367j -0.00109661-0.00195377j 0.00144367-0.000461434j 0.00136828-0.000372114j 0.000266253+0.000820231j -0.00156047-0.000575081j -0.00108313+8.10315e-05j 0.00125568+0.00111529j 0.001369+5.45629e-05j -0.00163755-0.00139056j -0.00228182-0.00126615j -0.00142819-0.00125705j 0.00569588+0.00208538j 0.00256844+0.00100575j 0.00179145-0.00146491j -0.000596498-3.99468e-05j -0.000698633+0.000275279j 0.00355034+0.00145031j -0.000435154-0.00200803j 0.000648316+0.000952307j 0.000174928-0.00103073j 0.000255036-0.001633j 0.00190314+0.000517882j -0.00194724-0.00096777j -0.00194398+0.000702528j 0.00147887+0.000599818j 0.00114478+0.000316014j 0.000790085-0.000637128j 0.0006471-0.000957701j 0.00011596-0.00128016j 0.000567333+0.000370345j 0.00146675+0.000676076j 2.52258e-05-0.00196063j -0.000975641+0.000115799j -0.000572462+0.000297593j 0.000192142-0.000878665j 0.00303114+0.00203062j 0.000475885+0.00156823j -0.00132836-0.000875096j 3.25444e-05-0.000864968j 0.00182356+0.00248851j -0.00185218-0.000387334j 0.00183487+0.00173595j -0.00170011-0.00136869j -0.000462684-0.000912915j -0.00063972+9.27995e-05j -0.00107287+0.000345589j -2.99647e-05-0.000635225j -0.000750303-0.00136692j -0.000340756-0.000269022j 
0.00194735-0.000556643j -0.00223049+0.000474396j 0.00273653-0.00140236j 0.00127901+0.000673185j -0.000954823-0.000393453j 0.000677843+0.000825227j -0.000111319+0.00059151j 0.000945932+0.00147629j -0.00239706+0.00149269j -0.00110298+0.00147394j 0.00176968-0.00337354j 0.00219837-0.0023991j 0.00140836-0.000546945j 0.00150249-0.00364264j -0.00110858+0.00374194j -0.00278459+0.000920199j 0.00180512-0.00462487j 0.00134678-0.00293893j -0.00172366-0.00244368j -0.002228+0.00301086j -0.00121429-0.00168204j -0.000840257+0.00317708j 0.0049375-0.00365592j 0.00320975-0.000813281j -5.24305e-05+0.00146695j 0.00271835+0.00198104j 0.000645709-0.00256018j -0.0033186+0.000459202j 0.00163344-0.00193956j 0.00364816-0.000854596j 0.000107991-0.000947091j -0.00282728+0.0018425j 0.000258732-0.00176656j -0.000367079+0.00341805j 0.000803973-0.000153431j -0.00233061-0.00606685j -0.000426374-0.00137499j -0.000327972-0.00483626j 0.00239664-0.000691194j -0.00159614+0.00197156j -0.00077978+0.00210429j -0.00398894-0.00288275j 0.000537641-0.00323659j 0.00143558+1.69095e-05j -0.00237209-0.00104585j -7.23102e-05-0.00301277j -0.00124346+0.00145981j -0.00182603-0.00352296j 0.00303178-0.000195216j 0.000257085-0.000861967j 0.0010298-0.00151461j 0.00171143+0.00348674j -0.00175074+0.00130545j 0.00107979-0.00105491j 0.000731348-0.00378186j -0.00238784-0.00188381j 0.000178294-0.00258531j -0.000215877+0.0010444j 0.0031654-0.0010414j 0.00304135-0.00286879j -0.00208711+0.00171984j -0.00110034-0.000497672j -0.000969642-0.00216406j 0.000308692-0.000412783j -0.00154055+0.00111085j 0.00129689-0.0014753j 0.00168733-0.000888613j -0.00274358+0.00173976j -0.0013996+0.00104137j -0.000993954-0.00196198j 0.000556699-0.000869714j -0.00051229-0.00035041j -0.00117004+0.00108526j 0.00138421+0.00232946j 0.000569177-0.00082222j -0.00110949-0.00189155j -0.000101584-0.000334107j 
-1.87777e-05-0.00065228j 0.000568897-0.000502333j 6.5152e-05-0.000315394j 7.7592e-05-0.000248937j 0.000243636+0.000520395j -0.000490321+0.000385956j -0.000226014+0.000584802j -0.000457067-0.00021225j -0.000297145+0.00119046j 0.000520238-0.00124413j 0.000434068+8.71354e-05j 0.0007255-0.00100831j -4.10478e-05-0.000313823j 0.000130503-0.0006361j -0.000355768+0.000102304j -0.000455825+0.00137488j -0.000535481-0.00203883j 0.00142179+0.00117085j 8.13201e-05-0.00195202j -0.000163203-0.00171138j -0.00132233-0.000266871j -0.0011466+0.00203014j -0.000216054-0.00118914j 0.000571571-0.000880482j 0.00185099+0.00207021j -0.000582754-0.000660636j 0.000503242+0.000893675j -0.00121748-0.00013601j 0.000984639-0.000203727j -1.72461e-05+0.000672457j 0.00116854+0.00168646j -0.000746851+0.000828911j 0.000397642-2.92356e-05j -0.000253978+0.00144655j 0.000708327-0.00266617j 0.000441491+0.000992332j -0.000374387+0.000421931j 0.00138006-0.000300432j 0.00130119+3.79636e-05j -0.000489697+0.00130111j 0.000719001+0.00153528j 0.000515942+0.0013467j -0.000354369-0.00212459j 0.000127133-0.00180229j -0.000727306-0.000586738j 0.000362741+0.000367714j 0.000906395-0.00145837j 0.000261185+0.000724932j 0.000968834+0.000263817j 0.000132372+0.00101657j -0.000210823-3.52866e-05j -0.000686791-5.98819e-05j -0.00179213+0.00341281j 0.00100678+0.00028464j 0.00104443+3.45687e-06j 0.000472314+0.00232486j -0.00105573+0.000208348j 0.000298384+0.001659j 0.000584412-0.00129336j -0.000695739+0.000701842j -0.00102252+0.0017503j -0.000328282-0.00139393j 0.000350337-0.000143561j -0.00054102+0.000763331j -0.000475558+0.000466937j -0.000662974-0.000937764j -8.43524e-05+0.000610147j -0.00154368+0.000713274j 1.59692e-05-0.000284015j -0.000729326+0.000608643j 0.000374059-0.000578711j -7.96785e-05+0.000187501j -8.15387e-05-0.000248016j 3.08567e-06-0.000391734j 0.000134564-0.000117786j 0.000249179+0.000226743j 0.000608027-0.00041705j 
-0.00161767-0.000171923j 0.00232409+0.000888176j -0.00296487-0.000689832j -0.0015224+0.000365637j 0.00131587-0.000998617j 0.00120713+0.00149433j -0.000502818+0.00102784j -0.00081558+6.04589e-05j 0.00386235-0.000352295j 0.00342149+0.00238675j -0.0010105-0.00247701j -0.000927525-0.00319651j 0.000206463-0.00249903j -0.000792491+0.000262168j 0.00170085+0.00516998j 0.00152513+0.00164552j 0.000920423-0.0043884j 0.00143489-0.00447378j 0.00331944-0.000208699j 0.000460085+0.00398416j -0.000756628+0.000750846j 0.00217464+0.00076089j -0.000147357-0.00700775j -0.00342749-0.00330554j -0.000561445-0.00127737j -0.000575603+0.000623858j 0.00214661-0.00117355j 0.00123011+0.00667886j -0.00198788-0.00470056j 0.000488688-0.0036277j 0.00129952-0.00122399j 0.000274009+0.00248489j -0.000102715-0.00392866j -0.0001979+0.00280058j 0.00174694+0.000435332j 0.00300169-0.0028893j 0.00102882-0.000630764j -0.000548944-0.00511245j -0.000813774-0.00491235j -0.00215738+0.000729358j -0.00113217+0.000548274j 0.00192343-0.0030954j 0.000225406-0.00495386j -0.000460265+0.00117131j 0.00159608+0.00602315j 0.00301098-0.00108824j -0.00140632+0.00144969j 0.00302183+0.000545705j 0.000278358-0.0039757j 0.00145296-0.00130216j 0.000224049-0.000978509j -0.00394242+0.00200663j -0.000600593-9.05743e-05j 0.00122581-0.0010097j 0.00293939-0.00515445j 0.00380608-0.00405879j 0.00295081-0.00263743j -0.00126788+0.000797676j 0.0011693-0.00186619j 0.00380334-0.00224497j -0.00157903+0.00148829j -0.000905479+0.00066049j 0.000244779-0.000752418j -0.00129257+0.00110332j -0.000716433-0.00114257j 0.000254492-0.000713095j 0.000393502-0.000931264j -0.00277738+0.000572597j -0.000419301-0.000627284j 0.00304858-0.000721433j 0.00161334+0.00175289j 0.00104811+0.00268049j -0.00179632+0.001056j -0.00277018-0.00139168j -0.000475539-0.000589338j 0.00205725+0.00128603j -0.00097817+9.11097e-05j 
0.00109251-0.000544087j -0.000350351+0.000180881j 0.000289404+0.000148784j 0.000981758-0.000589724j 0.00112-0.000585818j 0.000207129-0.000171079j 0.000201451+0.000379655j -0.000170879+4.20395e-05j 0.000366468-0.000785573j 0.000210341-0.00050043j 0.000522563-0.00211395j -0.000377164+0.000622157j 0.000548689+0.000751412j 0.000356359-0.00149123j -0.000252781-0.00010105j 0.000642222-0.00121073j -0.000828089+0.00310066j -0.000289626-0.00388999j -0.00240292+0.0018888j -0.0012569+0.00119231j 0.00106864+0.00101181j 0.00246852-0.00288743j 0.000601091+0.000768982j -0.000208053+0.00126769j 0.00147833-0.00472155j -0.000753077+0.000571709j 0.000455095-0.0019753j 0.0015777-0.00177646j -0.000135716+0.000437012j 0.00171927-0.00175814j 0.00157546-0.00427062j -0.000259621+0.000386228j -0.00029198+0.000479893j 0.00133676-0.003405j -0.00179857+0.0029096j -0.0015263-0.000618309j 0.00166979+0.000105927j -0.00058121-9.12406e-05j -0.00154406+7.76704e-05j -0.000655798-2.21906e-05j 4.58589e-05-0.00121214j -0.000366598+0.000905229j -0.00329967+0.00380133j -0.00197817+0.00217119j -0.00130159+0.00122797j -0.000344243-0.00111721j -0.00251097+0.00196337j 0.000112907-0.001951j 0.000597627-0.000141026j -0.000516791-0.000957681j 0.000175941-0.000610614j 0.000567643-0.000338042j 0.00522572-0.00283651j 0.000284577-0.00138829j -0.00100193-0.000367229j 0.00108-0.0022818j 0.00109993+0.000654128j 0.00195439-0.00260154j -0.00116929+0.00117948j 0.00246018-0.00152127j 0.00310788-0.000897565j -0.00125744+0.00202176j -2.0681e-05-0.000234981j 0.000283173-0.00116171j -0.000503296+0.000419957j -0.00133051+0.000837413j 0.00133683-0.00159494j -0.000668466+0.00035742j 0.000462493-0.000766616j 0.000216463+0.000481168j -0.000169103-0.000485857j -0.00031985-0.000634891j -0.000429368+6.57016e-05j -0.000426327+9.92217e-05j -0.000717233-0.000491831j -0.000951568-0.000612552j 0.000139353-2.69588e-06j 
0.00053232+0.00095864j 0.000338515+0.000609325j 0.000283879+0.00054674j 0.000153047+9.74396e-05j -0.000747573-0.00130692j 0.00148905+0.00177888j -0.00019564+0.000880955j -0.000102787-0.00185885j 7.1828e-05+0.0002417j -0.00140747-0.00120741j 0.00112278+0.00187159j -0.00164782-0.000900307j -0.00167936-0.00046395j -6.02314e-05+0.000452576j 0.000820481+0.000796533j 0.00227218+0.000531398j -0.00150491+0.00114529j 0.0033062+0.000323334j -0.00147057+0.00189025j -0.00165397-0.00164771j 0.000533544+0.00333308j 0.0021189-0.000858424j -0.000197413+0.00268319j -0.00167273-0.000563153j 0.00263974-0.00262886j 0.000519597+0.000573746j 0.00196592+0.000760595j 0.00147413-0.000245176j -0.000134188-0.000111217j 0.00100696+0.00208294j 0.00253415-0.00144977j 0.000146481-1.10949e-05j -0.000845866-0.00125243j 0.002988+5.14621e-05j -0.00332206-0.00210659j -0.000466337+0.00191431j 0.000157392+0.000767436j -0.00121816-0.00109592j -0.000156243-0.000637847j 0.000564785+0.000346699j 0.00183444-0.00106538j -0.00144826-0.000832312j -0.00242541+0.000817999j -0.000884774-0.000650756j -0.00051536-8.72591e-05j 0.000279022+0.00198949j -0.00210968-0.00212669j 0.00198095+0.000387835j -0.000509126+0.000136203j 0.000817468+0.00101337j 0.000876787+0.00178611j 0.00157466+0.000280011j 0.00349858+0.00206079j 0.000487496-0.000386492j -0.000656842-0.000287784j 0.00205218-0.00170059j 9.06862e-05+0.00133755j 0.00350646-0.00148245j -0.00173857+0.0012442j 0.00062415+0.00330101j 0.00190964+0.00122341j -0.000928187-4.34734e-05j -0.000817567+0.00105953j 0.0014943+0.00210804j 0.000828132-0.000186161j -0.000781827+0.00101688j 0.000370097+0.00212576j 0.000145176+0.00179665j 0.000405543-6.66146e-05j 1.61359e-05-0.00171669j 0.000568058+3.88367e-05j -0.000472915+0.00129855j 0.000824396-0.000692284j 0.000241825+0.000306582j 6.14931e-05+0.000469556j 0.000437155-0.000541444j -0.000183657+0.00107871j 
0.000572302+0.000441879j 0.000353313+0.000400451j -1.29944e-05+6.64676e-05j -0.000485704+0.00113762j 0.000271546-0.000114784j 1.22662e-05+0.000354191j 5.77283e-05+0.000401413j -0.000527887-8.84162e-06j -0.000151793-0.00051846j -0.00011385+0.000112641j 0.000274498+0.000319946j 0.000144+0.00136716j -0.000868323-0.000434662j 0.000423586+0.000121153j -0.000626184+0.00048504j 0.000174808-0.000778442j 0.00122152+0.00256551j 0.000298532+0.000455026j 0.000383113+0.00272143j -0.000576373+0.00122358j 0.00111771+0.000286363j -0.000984033-0.000813426j 0.00032361+0.0016925j -0.000464166-0.000480684j -0.000471293-0.00278732j -0.00100733+0.000713257j 0.000161839+0.000510483j 2.27684e-05+0.000567659j 0.000246075-0.000397225j 0.000207554+0.00134064j 8.85952e-05-0.000546462j -0.000271699-0.00192531j 0.000659215-0.00109912j -0.000621108-0.00162207j -0.000749623+0.00285728j 0.00129251-0.000102563j 0.000503893-0.000517065j 0.000722675-0.000239758j 0.00011702-0.000551583j -4.09796e-06-0.000250995j -0.000651767-0.000694913j 0.000698748-0.00156008j 0.000661812+0.00176378j -0.000692005+0.00150023j -0.000502151+0.00122591j 0.000517761+0.000477301j -0.00061408+0.000701496j 0.000507175+4.93755e-05j -0.000409835+0.000369605j 0.000409689+0.000126647j 0.000229382+0.000423407j -0.000200992-0.00125066j 0.00100136-0.00250504j -0.000516776+0.000893157j -0.000219743+0.00121483j 0.000935995-0.00168058j 0.000723862+0.000469654j 0.000274616-0.00118843j -0.00108441+0.00262821j 2.91672e-05+0.00116542j 0.00107113-0.00226659j 0.00044528+0.000681208j 0.000435755+0.000615962j 0.000793022+0.000545233j 5.45518e-05-0.000310277j -4.68072e-05+0.000363369j 0.000146375+9.03099e-05j 0.000322856-0.0010448j -0.000100794-9.82128e-05j 0.000499194-0.000344021j 1.95406e-05+0.000426149j -0.000104231-7.77227e-05j 1.62572e-05-0.00039569j -0.000172522-0.000132183j 0.000663302-0.000122019j 0.000353657+8.95989e-05j 0.000225042+0.000527567j 
0.000161906+0.00147599j 0.000441561-0.000109788j 0.000147906+0.00149499j 0.000133823-0.00083953j -0.000171371+0.00109245j -0.000645732-0.00062274j -0.000134447-7.8473e-05j 0.00050777-9.99891e-05j 0.000535367-0.000118046j -0.00113961-0.0016602j -0.00213088-0.000884417j -0.00108209-0.00117797j -0.000412431-0.00134115j 0.000998593+0.00292606j 0.00132949+0.00057191j 0.000803916-0.000687807j 0.00354645+0.00168554j -0.000319305-0.00225705j 0.00349304+0.00287457j 0.00109528-0.00149622j 0.00172356+0.0016082j 0.00122398+0.000444595j 0.00174107+0.0013217j -0.00224477-0.00185714j -0.00423959-0.00487646j 0.00174802+0.000241781j -0.000470663+0.000193933j 0.00295611+0.00170636j -0.000359428-0.00108388j 0.000288907+0.00145109j -0.00225573-0.00215513j -0.000440209-0.00091276j -0.000984293-0.000410078j -0.00156556-0.00233447j 0.00167011+0.00311886j -0.00174205+0.000513564j 0.00111236+0.000234474j -0.00177734-0.00144609j -0.000335063-0.00152578j 0.000429012-0.000976016j -0.00120616-0.00203717j -0.00145687-0.00126544j 0.00267221+0.00408616j 0.00222726+0.00325037j 0.00297988+0.00345589j 0.000417566-0.000927471j 0.000219476-0.000470903j 0.000958997-0.000241095j -0.000749051-0.000990161j 0.000136012+0.000147141j 0.00106733+0.000115776j 0.000210196+0.000530053j -0.00134-0.00209088j -0.00070739+0.000663081j 0.000289164-0.000933846j -0.000786023-0.00472071j 5.22316e-05+0.0021036j -2.54463e-05-0.0033736j 0.000941283+0.00217272j 0.000946968+0.0016049j -0.000304216-0.00443494j 0.000805455+0.00156952j 0.000209043+0.00126868j -9.86075e-05+0.000520078j 0.00114102-0.00320588j 0.00118241+0.00373997j -0.000560835-0.001346j -0.00052415+0.000817827j 0.000171176-0.00137111j 0.000118414-0.000261874j 0.000150188+0.000934673j 0.000596844-0.00174197j 0.00103702+0.000347906j -0.000504562+0.000492339j -0.000484504+0.00104819j 0.000614779-0.000473295j -0.000268532+0.00117812j 
-4.40312e-05-0.000418359j 0.000655424-0.000740209j 2.17582e-05-0.000475232j 0.000872849+0.000241632j -0.000453399+0.00054919j -0.000457677+0.000443706j -0.000834777+0.000578952j 0.000702816+0.000106443j -0.000527563+0.00108553j -0.000683252+0.00238125j 0.000181021-0.000806973j -0.000829966+0.00136661j 0.00048485-0.000867298j 0.000826421-0.00061226j -0.000263432+0.00176851j -0.000707457-0.000598484j 0.00311627-0.000248749j -0.00152747-3.24983e-05j 0.0032506-9.59145e-06j -0.000776313+0.004316j 0.00189552-0.00332785j 1.32764e-05+0.00119355j 0.00343526-0.00247243j -0.000753866-0.000247918j -0.00372193+6.96832e-05j 0.00161707+0.00109557j -0.00127055-0.000153099j 9.51289e-05+0.00203528j 0.000306158-0.00163455j 0.0012538-0.000941434j -0.00296646+0.000508977j -0.00169198-0.000493619j 0.000456147-0.00146361j -0.00209341+0.00156047j 0.00113075+0.00279457j -0.000343176-0.00229253j 0.00104096-0.00179889j -0.000602958-0.00115451j 0.000574485-0.0012744j -0.00195206-0.000318797j -0.00255725+3.51164e-05j -0.000604485-0.00158001j 0.00456919-0.00145927j 0.0021656+0.00071654j 0.00054974+0.00136187j 0.000380332-0.000703918j -0.00142792+0.00200777j -0.00100822-1.44648e-05j 0.000412138+0.000502101j 0.000455387-0.00105009j 0.00111674-0.00148822j 0.000796108-0.000462617j -0.00154114-0.00262549j -0.000805519+0.00130534j -0.000454496+0.000471242j -0.00271661-0.00110397j 0.00258126-0.000762441j -0.0037343-0.000273681j 0.00120504+0.00145659j 0.00165278-0.000581845j -0.00246004-0.00202217j 0.00167262+0.000230119j 0.000605397-0.000159224j -0.000576757-0.00102648j -0.00140389-0.00102437j 0.00347325-0.000189879j -7.20206e-05-0.000331887j 0.00047397-0.000745868j -0.00046879+0.000943477j -0.000828465-0.000606939j 0.000931777+0.000633108j -0.00113288+5.03594e-05j 0.000477907+6.0952e-06j -4.84284e-05-6.0409e-05j 0.000307365-0.000612223j 0.00042648-2.43202e-05j 0.000991717-0.00020465j 
-0.000605717+7.4178e-05j -0.000212024-0.000405502j -0.000251033-0.000466852j -1.72633e-05-4.22566e-05j -0.000111791-0.000271763j -0.000572569+0.000978356j 0.000192444-0.000683011j 0.00147307-0.00151411j 2.55928e-06+0.000417589j -0.000761582-0.000360981j -0.00142438-0.000122782j 0.000890957-0.00028438j -0.00078244+0.00306596j -0.00142564-0.00187851j 0.00238018-0.000181073j 0.000103108-0.000609875j 0.00140415-0.00185349j -2.91258e-05-0.00426952j -0.000265403-0.000637913j 0.00159444-0.000153097j -0.00204928+0.0030154j 0.00145768-0.00337813j -0.000421552-0.000434409j -0.00145437+0.00399888j -0.000958957-0.00202417j 0.00130826+9.08329e-07j -0.000118982-0.00244498j 0.00148527-0.00233197j -0.00131298+0.00172074j 0.000497197-0.00288869j 0.000457739-0.00525027j 0.000132837+0.00163219j -0.00144862+0.000462955j -3.15878e-05-0.00164592j 0.00203466-0.000423873j -0.00116905-0.000199261j -0.000864848-2.83753e-05j -0.0023401+0.000891195j -0.000864443-0.000575616j 0.00187291+0.000211055j 0.00103882+0.000425005j -0.00143548+0.00411334j -0.000228019+0.00081553j 0.00106966-0.000129246j 0.00253796-1.00847e-05j -0.000998646-0.00110308j -0.00109088+0.003516j 0.00157525-0.00335732j 0.000495972+0.000210986j 0.00117512-0.00155354j 0.000327996-0.00219601j 0.000465791-0.000706044j -1.82245e-06-0.00204961j 0.00226387-0.00339606j -3.58984e-05-0.000644274j 0.00120188-0.000361671j 0.000353692-0.00108141j 0.00256404-0.00355586j 0.00186077-0.000568386j 0.00145424-0.00255671j -0.000901008+0.00025618j -0.000717543+0.000752543j -0.00129823-0.000345063j 0.00226615-0.00111639j -0.000677135+0.00204265j -0.000310195+0.000207044j -0.000820242-0.0011167j -0.000928197+0.00148305j 0.00100883+1.25432e-05j 0.000238378-0.000169346j 0.000210607-0.000434159j -0.00104386-0.000157244j 0.00159393-0.000350469j 0.000485452-0.000417634j 0.000495442-0.000207705j 0.000685758-6.58975e-05j 0.000234235-0.000511462j 
0.000436114+0.000813806j -6.53967e-05-0.000291939j 0.000301802+0.000672672j 0.000296356+0.000640711j 0.000355151-0.000908398j 0.00024684+0.00208724j -0.000799975+0.000651482j 0.00044345-0.00178686j -0.000946421-0.00040739j 0.000779479-0.000539073j -0.00130208+0.00232796j 0.00076054+0.000483668j -0.000398985-4.28244e-05j 0.000677713-0.000530843j 0.00107978-0.000125504j -0.000860576-0.000254659j 0.00222372-0.00241183j -0.00218114+0.00213693j 0.00228224-0.00108275j 0.00247014-0.000735976j 0.000262335+9.18907e-05j -0.00131761-0.0016414j -0.000276517+0.000129792j -7.11863e-05+0.00191518j -0.00394697+0.00181448j 0.000975878+0.00019622j -0.00110592+0.00134892j 0.0020827-0.00194035j -0.000936157+0.00112702j -0.00115685+0.000626266j -0.00247263+0.00105137j -0.00148359-0.000384841j -0.000848654-0.000949699j -0.0018841+0.00146468j 0.00454663-0.00152995j -0.00198551+0.000465934j -0.000793751-0.00117218j -0.000743194+0.000938361j -0.00156558+0.000429462j -0.00148801+0.000396508j -0.00115523+0.001388j -0.0011786-0.000459988j 0.00237433-0.00200519j 0.00325953-0.000842948j 0.00268687-0.00185731j -0.0016083+0.000579147j 0.00239127+0.00130554j -0.000551366-0.000801462j -0.000744572+0.000702933j -0.00110108-0.000384143j -0.00111981-0.000290317j -0.000194966-0.000357244j -0.00443365-0.000641821j 7.94894e-05+0.000201516j -0.00060162+0.000461881j -0.00259642-0.000833251j 0.000427042-0.00147815j -0.00178875-0.000336632j 0.00138493+0.000838786j -0.00118952-0.000383199j -0.00323701-0.000219066j 0.00201751-0.000717635j 5.8823e-05+0.00033924j -0.000529117+1.17228e-05j -0.00128343+0.000448405j 0.00151273-0.00113953j -0.0022962+0.000894005j -0.00125975+0.000362776j 0.0001392-4.47827e-05j 5.70207e-05-0.00176181j 0.00141443+0.0001996j -0.00157755+0.000772198j 0.000970965-0.00123076j -1.67278e-05+0.000718832j 0.000168476-0.000257769j 0.000661569-0.00083014j 0.000105918+0.000102907j 
-0.000187496+2.79741e-05j 0.0016052-0.000526667j -0.00152349+0.000711187j 0.00196079-0.000617244j -0.000813022+0.000572333j 0.000468716-0.00100754j -6.27405e-05+0.000968101j -0.000331574-0.00135851j 0.00126567+0.000883891j -0.000523245+0.00144517j 0.00152993+0.000676485j -0.00218738+0.00197676j -0.000615917-0.000524835j -0.00205227-0.000484336j 0.0017545-0.000440479j 0.00090652-0.000228002j -0.00317697-0.00114705j 0.00113432+0.000521314j -3.1982e-05-0.00317603j 0.000166499+0.00118251j -0.000305506-0.00176536j 0.00195584-0.00152523j -0.000341735-0.00264411j -0.00164863+0.00130917j 0.00207857+0.00376961j 0.00105928-0.00212493j -0.000190769-0.000208921j 0.00170476-0.000661117j 0.000768226+0.0010622j 0.000553463-0.00183939j 0.000949878+0.00199779j 0.000789494+0.00149639j -0.00147279+0.000954843j 0.0028096+0.00136972j -0.00310978-0.00195637j -0.00105009+0.0010258j -0.000189916-0.000595521j -0.00172996+0.00145461j -0.000462026+0.000628642j 0.0009592+0.00155685j 0.0012297+0.00137696j 0.000653915+0.00237073j -0.00175764-0.00355844j -0.000938031-0.00289007j 0.000722729-0.000503599j 0.000685347+4.61706e-05j -0.00202145+0.000213348j 0.000173673+0.00112628j 7.66155e-05+0.00109039j 0.00047742+0.000137632j 0.000247622-0.00148157j 0.00123569-0.000254046j 0.00236887+0.00251036j -0.000523945+0.000230562j -0.00115726+0.000905817j -0.000128482+0.00317138j 0.00104297-0.00159507j -0.00130224+0.00219738j -0.00075059-0.00162218j 0.00131823-0.00141612j -0.00034843+0.00352505j -0.000371464-0.000872852j -0.000453142-0.000218713j -0.000471545+0.000896278j -0.000276362+0.00108647j 0.000890421-0.00234006j 0.00122475+0.00170535j 0.00227405+0.000281633j 0.000785649+0.000510996j -0.00186253+0.000477834j 0.000915584-0.00147886j 0.000509261+0.00066186j 0.000672192+0.000166857j -0.00085118-0.00114227j -0.000986135-0.000640933j 0.000329852-0.000125627j 0.000751257+0.000423434j 
