0.26913-0.150985j 0.151014+0.268748j 0.0585125-0.0957067j 0.0969947+0.0547071j 0.0477219+0.0693549j -0.0957751+0.0230526j -0.0873206+0.0857713j 0.06579+0.158105j 0.157988-0.0292943j 0.0406966-0.0785073j 0.0419937-0.0508841j -0.0196582+0.00800238j 0.11995+0.062308j -0.0608223-0.189506j 0.0773677-0.179441j -0.0828282-0.00487793j -0.0578362-0.0227983j 0.0664171-0.0482418j -0.0771077+0.0213471j -0.040673+0.0544288j 0.00483374+0.041303j 0.0210192-0.0704822j -0.0245671+0.0622677j 0.0801198-0.0351906j -0.0647501+0.0457321j 0.0623167+0.0350204j 0.165569-0.0712499j 0.0602006+0.0455055j -0.0999105-0.00122997j -0.0257131-0.0221169j -0.0621988+0.0230953j 0.0422202-0.00821994j 0.00729669+0.00927515j 0.0406808-0.0143023j -0.014871+0.021817j 0.0124497+0.0342615j 0.0352938+0.0135759j 0.00726689+0.0151593j -0.00596409+0.073182j 0.00277153-0.0153735j -0.0450346+0.00690148j 0.0142756-0.0318042j -0.0179204-0.0283687j -0.0412096-0.0293829j -0.0670068-0.028547j -0.00280904-0.00391911j 0.0524172+0.0378469j -0.0398895+0.0142918j -0.156746-0.053047j -0.0451581-0.00510661j 0.0768746+0.115213j -0.0747807+0.0127576j 0.0457584+0.0621359j -0.0504039-0.0352305j 0.012936+0.0783904j 0.0159772+0.0760318j -0.0172326+0.0469838j -0.0144235-0.0528309j 0.0836488+0.0500683j -0.040533-0.056634j 0.0306261-0.0271378j 0.0868261-0.00199294j -0.0187956-0.181898j 0.10372-0.174191j -0.115097+0.00425163j -0.0248412+0.0115668j -0.036625-0.051378j 0.0352698+0.07514j 0.154495+0.0322678j 0.066254-0.145099j -0.0757719-0.0886365j -0.0971571-0.02395j 0.0470007-0.0695483j -0.0978154+0.0580262j 0.0612341+0.0964516j -0.151393+0.266926j 0.267194+0.151357j 
0.000412467+0.002294j -0.00239416+0.00043001j 0.00293612+0.00164343j -0.00183809+0.00128806j 0.00127867+0.00151866j -6.66066e-05-0.00235459j -0.00140339+0.000596886j 0.000442876-0.00508958j -0.00870538-0.00292811j 0.00635257-0.00213985j -0.00507412+0.000347176j -0.00430915+0.000296048j -0.00399478+0.00515854j -0.0018685-0.00795696j -0.00102819+0.00958707j 0.00457444+0.000897655j -0.00118712-0.00160381j 0.00152761+0.000210849j 0.00391354+0.00148695j -0.00361641-0.00511042j 0.0028706-0.00280497j -0.000899584+0.00898997j -0.00644227+0.00777061j 0.0103632-0.0075853j 0.00472747+0.00129638j 0.00695374-0.00147887j -0.000368979-0.00371207j -0.00858652-0.00702628j -0.00921696+0.00702691j -0.000824518+0.0073914j 0.000756411+0.00754972j 0.000669457-0.0033989j -0.00658957-0.00384417j 0.00414566-0.00378803j 0.00269175-0.00235568j -0.0086925+0.00274801j 0.00269341+0.0017274j 0.0186672-0.00250374j -0.000786285+0.00939644j 0.000319569+0.00507549j 0.00308291+0.00399249j 0.00781177+0.00644833j -0.00154065-0.00230302j 0.000890426+0.00587097j -0.000835299-0.011236j -0.0033582+0.00397343j 0.00119335-0.00388553j 0.00408102-0.00347379j 0.000531293-0.0040726j 0.00673266+0.000342032j 0.00738141-0.00545375j -0.000670983+0.00227419j 0.00176241-0.000532609j -0.000466278-0.00200051j 0.00549748+0.000762607j 0.00540704+0.0018279j 0.00272418-0.00168832j -0.00107027-0.00241083j -0.0023582+0.000539329j 0.00117892-0.000659825j -0.000541386+0.000934952j -0.00217739-0.0003105j 2.46207e-05+9.50827e-05j -0.000506456+0.000472022j 0.000585106-0.00138053j -0.00091583+0.00196698j 0.00159076-0.00173563j 0.000836951-0.00078772j -0.000248305+0.00118935j -0.000437182+0.000728064j 0.000640971+0.00028155j -0.000667259-0.000252401j 0.000104131-0.00120479j -0.000586155-0.000325326j -0.000458922+5.20563e-05j -0.000193929-0.000793903j -0.000829625+0.000117499j 
-0.000310229-0.000319764j 0.000216217-0.0002408j 0.0006392-0.0022712j 0.00213189+0.000994634j -3.91518e-05-0.00121751j 0.000946058+0.00163823j 0.00286006+0.000876259j 0.00176305-0.00214107j 0.00173554+0.00100626j 0.0030597-0.00149829j 0.000181308-0.00470906j 0.0040476+0.00219281j -0.00270554-0.00200709j -0.000270053+0.0019595j -0.00531111+0.00212233j -0.00368828-0.00314132j 0.00678235+0.00329578j 0.00148775-0.00305371j -0.00158574+0.00774134j -0.00203772+0.000129271j 0.00443937-0.00296724j -0.00021369+0.0013504j 0.000971677+0.00326294j -0.00348613+0.000707825j -0.001601-0.001141j 0.00465223-0.00244068j 0.000438218-0.000881141j 0.00070259+0.00403365j -0.000139107-0.00189162j -0.00367939-0.00182126j -0.00315454-0.00180392j 0.00171302-0.00366292j -0.00262824+0.000848519j -0.00181971+0.00334025j 0.00239196+0.00209422j 3.73732e-05-6.79265e-05j 0.00307641+0.00170892j -0.00306598-0.00142393j 0.00121029-0.00192052j 0.00165901+0.000690713j -0.00320537+0.00578183j 0.00477974-0.00367242j 0.00265936-0.00144657j 0.000353168+0.000977963j -0.00126293-0.00272967j 9.65256e-05+0.001473j -0.000868491+0.00247917j 0.000422515-0.000124339j 0.000194155+0.000871614j -0.00330533-0.00310051j -0.000127517+0.00209376j -0.00206328-0.00184736j -0.00386441-0.00218205j 0.000586091-0.00459961j 0.00110996-0.00185492j 0.00197656+0.000493152j -0.00229106+0.00165203j 0.00102619+0.00113188j 0.00253093+0.00495171j 0.00293853+0.00112874j -0.0048837+0.00882248j -0.00762947-0.0033495j 0.00171212+0.000778964j 0.000611397+0.00100352j -0.000255655+0.00178784j 0.000586697+0.000802891j 0.00328588+0.00126454j -0.00198279+0.00605804j 0.00305364+0.000584156j 0.00170842+0.000558278j 0.00162111-0.00237616j -0.00107861-0.00131076j 0.000773549+6.15765e-05j 0.00133373+0.000233875j 9.91346e-05-0.00102517j -0.000843302+0.000393447j 0.00028152+0.000899877j 
-0.000158817-0.000217972j 0.000316406-0.000209124j -0.000222278-0.000465847j 0.000687092+8.34603e-05j -0.00203632+0.00155958j -0.00149843-0.00195784j -0.000958172-0.000973708j -0.00204722+0.000159722j -0.00139899+0.00190716j 0.000379982+0.00370148j -8.31077e-06+0.000408851j -0.00204356-0.00417002j 0.00248403-0.00317746j 0.00243513+0.00162747j -0.0021447-0.000588305j 0.00152678+0.00200658j 0.000351619+0.00149621j -0.00239928+0.00141472j 0.00289441+0.00467602j 0.00057991+0.0045665j 0.00923893-0.00127337j -0.00187319+0.0043753j 0.00180828+0.000244768j 0.00016283-0.00232969j 7.24955e-05-0.00188624j 0.00386048-0.00405819j 0.000609455-0.000296099j -0.00219249+0.00571075j 0.000339326+0.000385156j -0.00671256+0.00123131j -0.00208334-0.00100034j 0.000473214-0.000815599j -0.000885613+0.000253701j 0.000462355+0.00108189j 0.000187636+0.00124895j -0.00204062-0.00160142j 0.000456842-0.000858559j -0.00430109-0.00105601j 0.00273122+0.000683631j -0.00468949+0.00163099j -0.000371998+0.00275571j 0.00364817-0.00246589j -0.00124886+0.00206219j 0.00223912-0.00103196j -8.88562e-05-0.00257124j 0.000268603+0.00103024j -0.00319739-0.00220247j 0.00256769-0.0010003j -0.00293038+0.000902145j -0.000597416-0.00418155j 0.000739942-0.00052109j 0.00429454+0.00248185j 0.00189548+0.0030498j -1.9663e-06-0.00129118j 0.000862798+0.0016239j 0.00137264+0.00161131j 0.00641477-0.00155541j -0.00118916+0.00211261j 0.000836481-0.00321356j -0.000175168-0.00783166j 0.000675109-0.000852855j 0.000473321-0.00125148j 0.00354208+0.00147734j 0.00185981-0.00141778j 0.0040643+0.000694964j -0.00114463-0.00483973j -0.000449828+0.00101884j -0.00139824+0.00263846j 0.00218047+0.00176103j 0.00164457+0.00116968j 0.00227602-0.00114704j -0.00118296-0.00126526j 0.000276219-0.00104791j 0.00147574-0.000736083j -0.000598928-0.00147861j -0.000557244+0.000332509j 0.000410172+0.00053661j 
0.000719723+0.000424378j -0.000419211+0.000579487j -0.00112678+0.00130231j -0.00134932-0.00178394j 0.00182433+0.000492917j 0.000891473+0.000663407j -0.00042157-0.00291679j -0.00198579+5.96405e-05j -0.000439492-0.000143424j 0.00170377-0.00353939j -0.00418351-0.00154966j 0.000122373+0.000763925j 0.00186384+0.000110927j -0.00371336+0.000869509j 0.00193205-0.00126259j 0.000966817-0.00402676j 0.00434596-0.0017997j 0.00307168+0.00536611j -0.00335923+0.0022272j 0.000506887-0.00013609j 0.00308241+0.00242916j 0.00112304-0.00331041j -0.00269523-0.00245052j 0.000117007+0.000240659j 0.00176793-0.00357218j -0.00164444+0.000559188j 0.000374464+0.000311822j -0.000237038-0.00236775j 0.00287566-0.000963148j 0.00137314-0.00155744j -0.00060682+0.00469044j 0.00162039-0.000363898j 0.00178979+0.00248907j 0.000954452+0.000855489j 0.00261444-0.000582686j 0.00110895+0.000181688j 0.00290794+0.0021782j 0.000277725-0.00138466j -0.000371177-0.000924961j -0.00136229+0.000181952j 0.00059838+0.00225759j -0.00338278-0.000281971j 0.0021452-0.00109937j -4.25609e-05+0.00178414j -0.000424402+0.00150398j 0.000981197-0.000500823j 0.00234141+0.00254221j 0.00286218+0.00122156j 0.00226067-0.000606911j 0.000563098+0.000835683j -0.00165253+0.0018828j -0.00111818+0.000749255j -0.00324277-0.000799052j 0.00214479-8.66933e-05j 0.00142163-0.00110144j 0.00117548+0.000310518j -0.00153701-0.000622771j 0.000935145+0.00347149j 0.00221735+0.000282088j -0.00126628+0.0036576j -0.00279436+0.000259925j -0.000579631-0.00260518j -0.00171104+7.52467e-05j 0.00257644-0.00192617j 0.000900591+0.00018292j 0.00146896-0.00204844j -0.00164102-0.00582399j 0.00418241-0.000317311j 0.0020205-0.00197584j -0.00071409+0.000436833j 0.00176234+0.0007656j -0.000183561-0.000530337j -0.000451472+3.42016e-05j 0.000578519-0.000453811j -0.000799846-0.000787562j -0.000165516+8.64454e-05j 0.000136987-7.95599e-06j 
-0.000246354+0.000198083j -0.000267938-0.00024164j 0.00154027-0.00207298j 0.00213498+0.00144793j -0.000230768-0.00484618j 0.00518771-1.88356e-05j -0.00168914-0.000722211j 0.00113042+0.00182913j 0.000230492+0.000717662j 0.00308908+0.000856584j 0.000141757-0.000957646j -0.00263313-0.00148292j 0.000731161-0.00217655j 0.00229564-0.00328704j 0.00194593-0.000557435j 0.000177277+0.00286497j 0.000488375+0.00362602j 0.000720077+0.00409765j -0.000243518-0.00138907j -0.000239593+0.00153822j -0.00204828+0.000291916j -0.00159296-0.0004282j 0.000232733-0.000238388j 0.000601179+0.00276774j -0.0017096-0.00392505j 0.00364012-0.00198154j -0.0033155+0.00245577j 0.000626998+0.000683782j -7.93598e-05+0.00054627j 0.00163633+0.000175192j 0.000297648-0.00184693j 0.00148198+0.000519314j 0.00294875+0.00128439j 0.000610096+0.00040154j -0.000803477-0.000901394j -0.000225711-0.00210638j 0.00047735-0.00327663j -0.00162812+0.00139067j 0.00054236+0.00203498j -0.00134599-0.00231693j -0.000416363-0.00175499j 0.00155524-0.000323284j -0.001064+0.00254361j -0.00136976+0.000622803j -4.99963e-05+0.000633102j 0.00344311-0.000323471j -0.00287264-0.00108994j 0.00448266-0.000870151j -0.000920363-0.000488295j 2.85895e-05-0.000905961j -0.00442978-0.00184224j -0.00161292-0.000124864j 0.000902203-0.00317567j 0.00011338+0.00111302j 0.000595698-0.00117604j -0.00157387+0.000267127j 0.00673429+0.00105326j 0.000324103+0.0010374j 0.000231958-0.0034122j -0.000204433+0.00228555j -0.000859354+0.00403124j -0.0021368+0.00212605j -0.00307459+8.78376e-05j -0.00244985-0.00439253j 2.57536e-05-0.000408392j -0.00254826+0.00109341j -0.000412764+0.000811654j 0.000390589+0.00100239j 0.00284801+0.000807441j 0.00176393-0.00144055j 0.000124703+0.000101493j 0.00396395-0.00116522j 9.03828e-05+0.00376112j -0.000518147+0.00172765j 0.00163852+0.000379251j 0.000189807-0.000223014j -0.000258906-0.000163929j 
0.000435237+0.000447079j -0.000563167+0.000298357j -0.000932816-0.00126249j 0.00133042-0.00158163j 0.00137602+0.00324301j -0.0019318+0.000296225j -0.000946439-0.00133514j -0.0015341-0.000786998j -0.0050494+0.000223529j 0.00160176+0.00466005j 0.000816837+0.000475419j -0.000689238+0.000251676j -0.000149506-0.00303699j 0.000728563+0.00282132j -0.00433085+0.000457053j -0.0028957+0.0013108j -0.00231904-0.00133962j -0.00184194-0.00393775j 0.00129525+0.000197525j -0.000260313+0.00414943j 0.00588013-0.000540491j -0.00075832+0.00237331j 0.00319645+0.00196385j 0.000669585+0.000471976j -0.00202506+0.00149026j -0.000615993-0.000692927j 0.00423382+0.00121817j -0.00142635+0.00320212j -0.000197894+0.0002724j -0.00651764+0.00119848j -0.00264712-0.00203165j 0.00127717-0.00208071j -0.00340781+0.00261287j -0.00259993-0.00060453j -0.000754479+0.00261222j -0.00174485-0.00271996j 0.000831176-0.000790102j -0.00255181-0.000433994j 0.00202323-0.000597099j -0.00181937+0.00124924j 0.00281267+0.00113728j 0.00223138-0.00350497j -0.000344808+0.00128044j -0.000514726-0.00107917j 0.00297619-0.000453458j 0.000788836+0.00441485j -0.00311917-9.07725e-05j 0.000625567-0.000704861j -0.00144517+6.67722e-05j 4.62501e-05-0.00226958j -0.000322031+0.00126403j 0.00244325+0.000603921j 8.28495e-05+0.00366719j -0.00062056-0.00266518j 0.000711399+0.000178385j 0.00130031-0.000589607j 0.00328507-0.00222758j -0.00041005+0.0016055j -0.00240814-0.000904301j -0.000453254-0.0040713j 0.00307815-0.00264906j -0.00135162-0.000135419j -1.58935e-05-0.000479652j 0.000707857+0.00051013j 0.00110127+0.00296892j 0.000393313+0.000134816j 0.000147288+0.002659j -0.00510655+0.00172388j 0.00268133+0.00150914j 0.00076121+7.97649e-05j 0.000633529-0.00231483j -0.00332137+0.00183002j -0.0024058-0.00162542j 0.00187036-0.00070482j -0.00126802-0.00197368j -0.00138158+0.000632433j 0.000590259+0.0011995j 
-0.00175292+0.00215081j -0.00210009-0.00169198j -0.00106418-0.000794819j 0.000122011-0.000927431j 0.000399557-0.00147723j -0.000800148-0.00143018j -0.00226575+0.000490334j -0.00241955+0.00151638j -0.00344911+0.00668409j 0.00385919+0.00255031j 0.00358788-0.00296102j 0.00516428+0.00262663j 0.000967304+0.00179762j -0.00298266+0.00222557j 0.00265938-0.00369904j -0.00579813-0.000661412j -0.00389959-0.00560542j 0.00413404-0.000641453j 0.000363664+0.00161847j -0.00244473+0.00304381j 0.00488705-0.0011602j 0.00214606-0.00132728j -0.00206293+0.00019969j 0.00138508+0.00446174j 0.00211088+0.00392676j -0.00298757+0.00159368j -0.00560181+0.000473181j -0.00166447-0.000564301j 0.00158748-0.000962419j -0.00085209-0.000880231j -0.00282614+0.00279804j -0.0024271+0.00835795j 0.00194621-0.00095624j -0.00286133-0.000810893j 0.00097766+0.00254227j -0.0034519-0.00229807j -0.00335333-0.00400114j -0.000582027-0.000450977j -0.000181825-0.00306389j -0.00247877-0.000933236j -0.000694189+0.00201726j -0.00129002+9.83332e-05j 0.000850318-0.00075318j -0.00314743+0.000672748j 0.000542457-0.000866006j -0.00146164-0.00227724j -0.00219386+0.00258127j 0.00521898+0.00320751j -0.000265089-0.00225218j -0.00271349+0.000310542j 0.00425895-0.00270764j 0.00283361+0.00403155j -0.00222437-0.0024674j 0.000400682-0.000627618j -0.00158077-0.00187799j -0.00174252-0.000220194j 0.00379604+0.00333011j 0.00734168+0.00587393j 0.00119673-0.00616529j -0.000790017+0.00596048j -0.000968888-0.00363237j -0.0020351-0.000900977j -0.00480527-0.000410233j -3.68433e-06+0.0012348j -0.00152223+0.00285171j 0.00172838+0.00219769j 0.00281846-2.81136e-05j -0.00258145+0.00140115j 0.000611825+0.00426787j -0.000527577-5.11074e-05j -0.000625766+0.00135146j -0.00170759-0.000240694j 0.00111628-0.00387453j 0.00156875-0.00194531j -0.00164713-0.00198991j 0.000892866+0.000537836j 0.000531325-0.000806283j 
0.000199333-0.000241682j 0.000309632+2.53317e-05j 0.000558776-0.000560369j 0.000949122+0.000419092j -0.000442095-0.00206195j 0.00372204+0.00148952j 0.00301936-0.00275313j 0.000549536-0.00189235j 0.00171781-0.000120237j 0.00570096+0.000774577j 0.00205097-0.00639732j 0.000927249+0.0063566j -0.00494064-0.00151671j -0.00323671-0.00239274j -0.00405851+0.00318912j -0.00505611+0.00045908j 0.000889582-0.00046227j 0.000295181-0.00678847j -0.000392377-0.000526565j -0.00425254-0.000938511j -0.00312878-0.00137133j -0.00139043-0.00169113j 0.00105621+0.0033682j -0.00131863+0.00233576j -0.00323536+0.00107569j 0.00094272+0.000484612j -0.000520808+0.00124051j -0.000714181+0.00138842j -0.00250713-0.00174126j 6.13142e-05-0.000402694j -0.00136091-0.00415636j 0.00229372-0.00224827j 4.48605e-05+0.00229897j -0.00345602+0.00126493j -0.000200608-0.000969883j -0.00219597-0.00104935j 0.00143476-0.000555272j 0.000759816-0.000433867j -0.000359267+0.00192992j 0.0044812-0.00103588j -0.00117768+0.00194315j 0.00315273-0.00111819j 0.000194506+0.00106316j -0.00219122+0.00233474j -0.000776323-0.00115294j 0.00358271+0.000957655j -0.00158507+0.00164173j -0.000240578-0.000542083j 0.00161193+0.00127674j -0.000386345-0.000461205j -0.000396102+0.000556175j -0.0026234-0.00271127j -0.00285043-0.00415894j -0.00110335-0.00459469j 0.000412177-0.00373464j -0.000700266+0.000757111j -0.00284311+0.00424072j 0.000539823-0.00219771j -0.000623729+0.00245817j 0.00418009+0.00538048j -0.000230191+0.00606295j -0.00855581+0.0011514j -0.00255818-0.00125376j -0.000213238+0.00036796j -0.00361484+0.000721428j -0.00313854+0.00488309j 0.00423844+0.00216855j -0.0025161+0.00234377j 0.00255121+0.00126048j -0.00126324-0.000580325j 5.91943e-05+0.00200744j 0.000795599+0.000858745j -0.00165738+0.00010216j 0.00155494-0.000219318j -0.00035352-0.00189651j -0.000842454+0.000737246j 0.000850187+0.000695123j 
-0.00131381+0.00135706j -0.00132699-0.00129137j 0.000880531-0.00119121j 0.000252702+0.00100942j -0.00137658-0.00285734j 0.0010295-0.00207248j -0.00109786+0.000472566j -0.0023412-0.000369706j -0.00276248+0.00690215j 0.00213846-0.000465355j 0.000427561+0.0031339j -0.0046065-0.000847585j 0.00308638-0.00170423j -0.000795014-0.00287452j 0.00124073+0.000727811j 0.000602226+0.00184819j -0.00300934+0.00232201j -0.000304122+0.00137228j 0.0019506+0.000410644j -0.00220355+0.00429259j 0.00235065-0.000776609j -0.00266786+0.00121241j -0.00325637+0.000885204j 0.00207435-0.00208289j 0.00239473+0.00156103j 0.000718106-0.00371398j -0.00437486-0.00108698j -0.00274803+1.78458e-05j -0.00107486+0.00380266j -0.00124539+0.00432172j -0.0018896+0.00236835j -0.000984219+0.0024919j 0.000323085-0.000194166j 0.00241716-0.00424054j -0.00143964-0.00480976j -0.00304894-0.000554211j 0.000483105+0.000255085j 0.0024103-0.0020923j 0.00140157+0.00488984j -0.00314048+0.00213792j 0.000614181+0.00379054j 0.000204133+0.000753603j -0.00198468+0.00536248j -0.0032534-0.000494895j -0.000273715-0.0045536j -0.000714947-0.000206145j -0.00100823-0.00203145j 0.00385107-0.00136097j -0.00142912-0.00279511j 0.00171689+0.000758898j 0.00120709-0.00247272j 0.00185221+0.000802889j 0.00180736+0.00137379j 0.00121552-0.000368243j 0.00218253+0.00056788j -0.00368819+0.00111878j 0.00775744-0.00069537j 0.000756249+0.00280041j 0.000641235-0.00439221j -0.0014161-0.00173771j 0.00122064-0.00051318j 0.000709198+0.00191128j -0.000323728+0.000966893j 0.000120101-0.0025855j -0.000441227-0.00228216j -0.00278204+0.000593431j -0.00017914+0.000663052j -0.000724958+0.00173116j 0.00292026-0.000541179j 0.000836257+0.000824194j 0.00186685-0.000592414j 0.000961214-0.000457845j -0.00110176+0.00128804j 0.000518412+0.000549048j 8.5385e-05-0.000379218j -0.000353717-0.000612329j -0.000629438+0.000317001j 
-0.000921627+0.00024584j -0.000460502-0.00081662j -0.000397274-0.00169654j 0.000401892-2.4552e-05j 0.00139428-0.00216081j 0.000601277+0.00255847j 0.00267973+0.0018152j 0.000618954-0.00127914j 0.00216177+0.00336232j -0.0035775-0.00524531j 0.000628506+0.00419164j 0.000532866+0.00272759j 0.0015554-0.00133278j -0.0015136+0.00114859j -0.00155772+0.000369934j -0.00328749-0.00320326j 0.00205055+0.00307729j -0.00015805-0.00248218j -0.00430159+0.000820059j -0.000364768+0.00110263j -0.00415269+0.00281432j -0.0037225-0.00474143j -0.00256061-0.00066591j -0.00297994+0.00115436j 0.000512348+0.00398645j -0.00429482+0.000839919j 0.000907692-0.00217103j 0.0036867-0.00292602j 0.000743262+0.000455719j 0.000987839-0.000258039j -0.00255379+0.00117432j -0.000805762-0.000947578j -0.000613296+0.00131454j 0.00170601-0.00371542j -0.00189968-0.0046206j 0.00369359+0.000373087j 0.00354015+0.00515379j 0.00083553-0.000188082j -0.000844885+4.88268e-05j 0.00207174+0.000713985j 9.27573e-05+0.00355712j -0.00502904+0.000371062j 0.00160465+0.00255583j -0.00487183-0.00209572j 0.00212919+0.000586635j -0.00207324+0.0002626j 0.00468745+0.00163114j -0.00323323+0.00155917j 0.00204883-0.00195855j 9.78963e-06+0.00436656j -0.000931783+0.00527446j -0.00380713-0.00380022j -0.00178656+0.00320162j 0.00243987-0.00117613j 0.000583054+0.00028849j -0.00520026+0.000172902j -0.00415435+0.000377038j -6.96342e-05+0.00048594j 0.00265093+0.00520735j -0.00036032+0.00150786j 0.00028589+0.00251935j 0.00115785+0.000828143j 0.000851287-0.000668386j 0.000885828+0.00110452j -0.00482833-0.00214767j 0.0014623+0.00364304j -0.00124555+5.97233e-05j -0.000744581+0.00133658j 0.001101-0.00599661j 0.00017763+0.000588702j 0.000949052-0.0036702j -0.00110856+0.00111725j -0.00189576+0.0026108j -0.000263298+0.00217414j 0.00101666+0.00130081j -0.00170857-0.000272261j -0.000517953+0.00165938j 
0.000163925+0.00123294j -0.00124427+0.000229266j 0.00215721+0.000361741j -0.000519377+0.00161382j 0.00066069-0.00019384j -0.000256876-0.000468747j 0.000969027+0.00145118j 0.000744738-0.00331619j -0.00343654-0.000663002j 0.00369493-0.00294064j -0.00244073-0.00207364j 0.00168093+0.00236833j -0.0036643+0.0050889j -0.00298293-0.00214115j 0.00152117+0.00517021j 0.00142639-0.00126506j 0.000144258-0.00132713j 0.00170376-0.00156026j 0.00222256+0.000602778j -0.00377113-0.0038526j -0.00141934-0.00340894j 0.0037409+0.00384805j -0.00105371+0.00547855j 0.00237986-0.00376875j 0.00228187+0.000215478j 0.00346408-0.000848331j -0.00258836-0.00137182j -0.00449943-0.00193758j -0.00314116+0.00386813j 0.00249169+0.00185984j 0.00197562+0.00264154j -0.000678349-0.00119332j -0.00376519-0.00200087j 5.9339e-05-0.000373333j 0.00208005+2.78774e-05j -0.00314254+0.00403524j 5.97978e-05-2.43717e-05j 0.00792183-0.00431275j 0.000502958+0.00230923j 0.00325722+0.00114134j 0.000660819+0.00129896j 0.0052059+0.00145391j -0.000179023-0.00319189j 0.00222711+0.00327845j -0.00397187-0.0044563j -0.00175746+0.00120262j 0.000265264-0.000430866j 0.000175745-0.00148089j 0.000240272-0.0011854j 0.00150054-0.00096037j 0.00329059-0.00495146j -0.0011927+0.000733831j -0.000956972-0.00340911j -0.00163054-0.00113454j 0.00179774-0.00180701j 0.00458379-0.000755891j -0.00218744+0.000689276j -3.80361e-05-0.00246947j -0.00121794+0.00217151j 0.0022912+0.0024943j -0.00184856+0.0028625j -0.00396498-0.000370126j -0.000631426+0.000282413j -0.000994051+0.00211461j -0.000333251+0.000565351j 0.000761372+0.00234481j 0.00276579-0.00108608j 0.000736541-0.000322512j -0.00161015+0.00199417j -0.00074511+0.000251912j -0.000741099+0.00135851j 1.39877e-05-0.000236214j 0.00106874-0.00156775j -0.000481819-0.000892002j -0.000547401+5.79847e-05j 0.00110674-0.00074232j -0.000752131-0.00103895j 
-0.000289261+0.000198297j -0.00036636-0.000165386j -0.00129075-0.00280495j 0.00233441-0.00115917j 0.0016435-1.59478e-05j -0.00139163+0.00103787j -0.000703219+0.00218194j 0.000768593+0.000623907j -0.000789853+0.00293875j 0.00270048-0.000152383j 0.000725124-0.00332217j 0.00605927-0.000155034j 0.000104001+0.00011234j 0.000640808+0.00348825j -0.00146115-0.0011973j -0.00579475-0.000817298j -9.14624e-05-0.00117907j 0.0018358-0.00260277j -0.000918299+0.00308319j -0.000320175+0.00179701j 0.00282162-0.00254173j 0.00167242-0.000456226j 0.00104402+0.000896472j -0.000882988+0.00386898j -0.000202958+0.00269472j -0.000348367+0.000474334j 0.000621074+0.000465262j 0.00193148+0.00195474j 0.00103531-0.000818697j -0.00295348-0.00121487j -0.00355792+0.000545265j -0.000466195+0.00116594j -0.00185689+0.000598671j -0.00174557+0.00164999j 0.00175814+0.00324435j -0.000653357-0.000761957j -0.00102131-0.000247493j -0.00446633+0.00083658j 3.67235e-05-0.00386632j -0.000320239-0.000220187j -0.000685224+0.00264357j -0.000363763-0.0038077j 0.00199833-0.00139651j -0.00186829-0.00122697j 0.00138146+0.000158305j -0.00132415+0.000836946j -0.000351387+0.00448398j 0.00150698+0.00072889j -0.000393595-0.00183622j -0.00375403-0.000781924j 0.000367979+0.000928181j 0.000689613+4.55985e-05j -0.0035459+0.000597881j -0.000721386-0.00116887j -0.000780434-0.000491526j 0.000204613-0.00150834j 0.000790486+0.00116459j 0.00355876+0.00302893j 0.00121358+0.000136508j -0.000168019+0.00205082j -0.00124739+0.000986955j -0.00289844-0.000962759j -0.00185614+0.00013378j 0.000651666+0.000868292j -0.000263161+0.00354941j 0.00277187+0.00144829j 0.00263444+0.000949291j -0.00221038+0.00483998j 0.00175155+0.000852128j 0.00112084-0.000112927j -0.000354299-0.0027723j -0.00270319+0.000399746j 0.000383779-0.00174622j 0.000272266-0.000968329j -0.00107923-2.32557e-05j -0.000102596+0.00106666j 0.00088505+0.000198096j 
