0.0265789+0.0279399j 0.0280629-0.026693j 0.0166417+0.0124999j -0.0123321+0.0172644j 0.00715716+0.0043578j -0.00134335+0.0020572j 0.00186142+0.00069932j -0.000293314+0.00630554j 0.00290274-0.00192767j -0.00106612+0.00103763j -0.000881279+0.0019923j 0.00192724+0.00204668j 0.000960057+0.00121312j -0.00181522+0.0028262j 0.00454325-0.00160699j 0.000794186-0.00146801j 0.00210016+0.000986177j -0.00214662-0.00018741j -0.00236969-0.00447021j -0.00248408+0.00145261j 0.00184241-0.000978605j -0.000160803+0.00271822j -0.000941384-0.00503515j -0.00625845+0.00398007j 0.00631296+0.00477674j -0.000749581-0.00480416j -0.00239746+0.0179062j -0.0189598-0.000627656j -0.0242975+0.026318j -0.0262991-0.0245401j 0.00784445+0.0135886j -0.0131608+0.00834125j -0.0182767+0.0379166j 0.0419253+0.0173902j -0.00259057-0.0329094j 0.0274844-0.017127j 0.0213713-0.00144437j 0.0287925+0.00579791j -0.0264233-0.0129971j -0.00739062-0.015131j 0.0121534+0.0202094j -0.00407973+0.0194895j 0.000749675+0.0128236j -0.00665666-0.00022298j 0.00685481+0.013326j -0.00392734-0.0122709j 0.00400292+0.0233047j -0.00487056-0.0175821j -0.00180992+0.00652827j 0.000544164-0.00135705j 0.000149156-9.07819e-05j -0.0208783-0.000538967j -3.76731e-05-0.000809105j 0.00200204+0.00746309j 0.00752006-0.0203893j -0.0090472+0.0166279j 0.00978979-0.0155321j -0.0091909+0.00875871j 0.00335568+0.00567419j -0.00503401+0.00953107j 0.000905466-0.018444j -0.0161731+0.0173548j 0.00294583-0.0118973j -0.0308647+0.00953733j 0.0321619+0.00957798j -0.0161254-0.0112125j 0.0168568+0.0238878j 0.0224174-0.0307325j 0.049511+0.0289578j 0.0263319-0.0456352j 0.0499784+0.0297938j -0.0296558+0.0496746j 
0.011038-0.00433877j -0.00426717-0.0109237j 0.0041065-0.00689119j 0.00704604+0.00396594j 0.00258487+0.000106852j -0.00867638-0.00439118j 0.00788044-0.00870411j 0.00112715+0.00361964j -0.00126125+0.000907757j -0.00221147-0.00994587j 0.00261919+0.00404266j -0.00303918-0.0048786j 0.000131891-0.00548287j 0.00295008+0.00342405j -0.00437128+0.00336516j 0.00289551-0.000537733j 0.0013642+0.00252017j 0.00730477-0.00301082j -0.00207663+0.00655854j -0.00547603+0.000679302j -0.00277344+0.00194561j -0.00276595+0.000667624j 0.00534909-0.00143955j -0.00585426-0.00698247j -0.00652402+0.00144237j -0.0045774+0.0093957j 0.0156453+0.00666606j -0.00422329+0.0125412j 0.00114917-0.00121496j 0.0016156+0.00116902j -0.00445927+0.00653524j -0.00639692-0.00460935j -0.00765033+0.000179076j 0.000543445+0.00793276j 0.00550475-8.99908e-05j -0.0031618+0.00504785j -0.000713934-0.00672106j 0.00731381+0.00131226j 0.000408825-0.00455129j -0.00075158+0.00223533j 0.00137276+0.000121389j 0.00242218-0.00192205j -0.00261237+0.00090435j 0.00479024-0.00308892j 0.0014568+0.00302315j 0.00239452+0.000539272j 0.00226779+0.000580993j -0.00196611-0.00192906j 0.00197169+0.000603018j 0.00243871+0.000489983j 0.00243082+0.00318332j 0.00566198-0.000713367j -0.00361089-0.00116013j -0.00251022-0.000936999j -0.000867858-0.00415573j 0.0015564+0.00416862j 0.000707723-0.00179759j 0.000710864-0.000191442j -0.00322045-0.00525949j 0.000136902+0.00417019j 0.00259883+0.000880656j -0.00378395+0.00286529j -0.00201917+0.00330354j -0.00287595+0.00280052j -0.00108522+2.0967e-05j -0.00255956+0.00513852j 0.00463158+0.00117914j -0.000985653-1.93139e-05j -0.00533862-0.00466514j -0.0038759+0.00556483j -0.00688921+0.0068106j -0.00695717-0.00701434j 
0.00365815+0.0048218j 0.00490421-0.00378774j 0.00453367-0.000681768j 0.000638389+0.00434422j -0.00103855-0.0011233j -0.000540159-0.00343416j 0.00255177-9.49947e-05j -0.00144269-0.000950222j -0.00101661+0.00136767j 0.000797183-0.00456427j 0.000790184+0.00143752j -0.000881577-0.0012397j 0.00156984-0.00168551j 0.000250742-0.000182228j -0.00184883+0.00200701j 0.00126897-0.00129838j 0.000385261+0.000145408j 0.00410522-0.000196189j 0.00134482+0.00143554j -0.00307709+0.000916017j -0.00111717-0.00034766j -0.00020815-0.00135092j 0.00363661-0.000359335j -0.00274183-0.00391936j -0.00032554+0.00220504j -0.000438479+0.00218256j 0.0044723-0.000332725j 0.00116578+0.00311223j -0.0063756-9.89378e-05j 0.000529649-0.00664982j 0.00289128+0.00783257j -0.00768928+0.002871j -0.0034397+0.0111735j 0.0115127+0.00329645j 0.00296812-0.00342919j -0.00492139+0.00543145j -0.00506762-0.0105909j 0.00926924-0.00190065j 0.00428668+0.00162755j -0.00440865-0.00155104j -0.00408633-0.00214256j -0.0011771+0.00232895j -0.00253239-0.00451644j 0.000316429+0.00690329j 0.00452841+0.00179991j 0.0016814+0.00168974j 0.00388188-0.00557243j -0.0023927+0.00353175j -0.00172854+0.00296998j -0.0021153+0.00363639j -0.00102747+0.00798339j -0.00460059-0.00280558j 0.0031298-0.00170464j 0.00203051-0.0020239j -0.00369298+0.000878282j 0.00387219+0.00340051j 0.000941517-0.00193408j 0.00530203-0.00501622j 0.00636032+0.000822712j -0.00416236+0.00151039j 0.000132666-0.00208904j 0.000234561+0.00034166j -0.00443842-0.00550866j -0.00202934-0.00113623j -0.0116817+4.90481e-05j -0.00527204+0.0124541j 0.00651568+0.00877847j 0.00587121+0.0027764j -0.0117872+0.0029769j 0.00253989+0.0105878j -0.00424179-0.00855095j 0.00850422-0.00410935j 
-0.00960526-0.00696166j -0.00716947+0.00967023j 0.00959844-0.00980566j 0.0108366+0.011229j 0.00898899+0.00104709j -0.0125129-9.74291e-05j 0.00736546-0.0151159j 0.0068417+0.00868077j -5.3902e-05+0.000680958j -0.00857564+0.00226858j -0.00308023+0.0012019j -0.00485711-0.0039319j -0.00892363-2.88251e-05j 0.00381337+0.00543196j -0.00175943+0.00345584j 0.00366045+0.00428626j 0.000639271+0.00584589j -0.00712563-0.0105705j -0.00598874+0.00509488j 3.90007e-05-0.00289608j 0.00253771+0.00998278j -0.00242976+0.00848322j 0.00510872-0.00491428j -0.0104037-0.00201765j -0.0115731+0.00572086j -0.00382936+0.00745795j 0.00519532+0.0142164j -0.011893+0.00399999j 0.00676164-0.00571505j 0.00589991+0.00719021j 0.00940125+0.00632685j -0.0061297+0.00970291j -0.00136629-0.00929859j -0.0099395+0.00120845j -0.00234567+0.00502518j 0.000354933-0.00559486j 0.00574722+0.00863863j -0.0111732+0.00465841j 0.000774603+0.00420691j 0.00300879-0.00287546j -0.00144396-0.000142122j -0.00225709+0.000612339j 0.00301051-0.00108508j -0.00464491+0.00145462j -0.00481388-0.0032472j -0.00252833-4.95286e-05j -0.00294011+0.00141116j 0.00320873+0.00048507j -0.0021385-0.00198514j -0.00244094-0.00126119j -0.00334998-0.0057707j -0.00302253+0.00245499j 0.00252662+0.00119534j 0.00182616+0.00169386j 0.00265178+0.00333244j -0.00342433-0.00534002j 5.94263e-05+0.00281523j -0.00276906+0.00255676j 0.00151549+0.00524152j 0.000251502-0.00498305j -0.00214897+0.000500322j 0.00267755-0.00352491j 0.00459752-0.00109593j 0.00327774-0.00379807j 0.00542739+0.000595246j 0.00466022-0.00973179j -0.00673858-0.00413065j -0.000189233-0.000983142j 0.00970093+0.00680424j 0.00613644-0.00926347j 0.00611525-0.00216263j 0.00232781+0.00610203j 
-0.0128662+0.0034493j 0.0032474+0.012901j 0.00829573+0.0108726j -0.0110429+0.0090812j 0.00247977+0.0033792j 0.00542316-0.00264165j 0.00399202+0.0043733j 0.00252367+0.00384565j 0.000458587-0.00216169j -0.00109325+0.0137889j -0.00805023-0.00364459j 0.00407944+0.00205973j -0.00457249+0.0065505j -0.00280658+0.00134522j 0.0041885-0.00535122j -0.00134416+0.00472495j -0.00188244+0.000807121j -0.0143601-0.00142836j -0.00514026-0.00653485j 0.00721845-0.00371285j 0.00407573+0.00312849j 0.00196206+0.00532987j -0.00460766-0.00150972j 0.00136822+0.00906493j 0.00327849+0.00100926j 0.00175603-0.00952017j -0.0149223+0.00749068j -0.00825549-0.011033j 0.0024543+0.0050214j -0.00523767+0.00305089j 0.0159552-0.00923448j 0.00946225+0.0163833j 0.00125848+0.00724308j 0.00690754-0.00184101j -0.0011861-0.0010337j -0.00114792+0.00116677j -0.00319312-0.00192185j 0.000528406-0.00173624j 0.00539048+0.00343109j -0.00336842+0.000113973j -0.00358777-0.000279558j -0.00246191+0.00334476j -0.00245799-0.00423049j 9.12941e-05+0.00751492j 0.00233842-0.00134652j -0.000465753+0.00161623j 0.000237488-0.00643083j 0.000229465+0.00376901j -0.00158675+0.0026659j -0.00169565+0.00301037j -0.00114019+0.00495718j -0.00717226-0.000173056j 0.00375023-0.00266497j 0.00272897-0.00209843j -0.00161899+0.00375086j 0.00305701-0.00117137j 0.000386424+0.00016764j 0.00323406-0.00481558j 0.00833851+0.00153216j -0.00356753-0.000228744j -0.00251251-0.00210868j 0.00199064-0.00242031j -0.00397416-0.00549027j 0.000690407-0.00304735j -0.00973042+0.00101819j -0.002012+0.009071j 0.00490682+0.00644023j 0.00610222+0.00103995j -0.00613775+0.00752593j 0.00649874+0.00527018j -0.000290291-0.00952295j 0.00967081-0.000148636j 
0.00596911+0.000431719j 0.000711382-0.00566024j -0.00332232-2.43606e-06j -0.000390533-0.00381044j -0.000271782+1.18856e-05j -0.000149579-0.000405044j 0.00076374-0.000916178j 0.000528414+0.000723871j 0.000274192-0.000657184j 0.000156669-0.00100282j 0.000605743+0.000805288j 0.00037071+0.00020096j 0.00096679-0.00102735j 0.000327221+0.000648575j 0.000763795-0.000796927j -8.73756e-05-0.00112814j 0.00106621-0.000450739j 0.000652673+0.00089808j -0.000135371-3.51579e-05j -0.00122892+0.00075912j 1.82628e-05-0.00131519j -0.000925996+6.09747e-06j -0.00139444-0.00153313j -0.00142701+0.0015695j 0.00194377+5.05519e-05j 0.000235792+0.00127484j 0.00168603+0.00240494j -0.00273995+0.000469433j -0.000637544+0.00318961j -0.00288166-0.000569736j 0.00130081-0.00423487j 0.00413614+0.000909843j -0.0013084-0.00376771j -0.00465948+0.000893226j 0.000981374+0.0030566j 0.000795689+0.00210821j 0.00169016-5.98266e-05j 0.000991023+0.000993852j 0.00149428-0.0041017j -0.00314116+0.00292283j 0.00219546+0.00358988j 0.0035045-0.00174739j -0.00323655+0.00020636j 0.00621656+0.000111758j -0.00125639+0.00168562j 0.00145244-0.000878355j 0.0004438+0.00208359j -0.000462616-0.00358011j 0.00175013+0.00160616j 0.00258532+0.00252788j 0.00167746-0.000180542j 0.00394971+0.00275323j -0.00151343-0.00336401j -0.00175817-0.00205073j 0.00113128-0.00160431j -0.000544275+0.00265422j 0.000141863+0.000499141j -0.00093775+0.000281759j 0.00118124-0.00611517j -0.00140278+0.0034216j 0.00123102-0.000379669j -0.00184246-0.000897847j -0.0035973+0.000178424j -0.00266375+0.00213499j 0.00472236+0.000317908j 0.000681636-0.00229098j -0.000100066-0.00106878j -0.00198103-0.00368575j 0.000781036-0.00365971j -0.0027646+0.000554484j -0.00497223+0.0031823j -0.00334365-0.00463035j 
-0.00353711+0.00402484j 0.00401552+0.00321684j 0.000819173-0.00257236j 0.00283569+0.0024415j 0.000400182-0.00143319j -0.000297225-0.000574838j -0.000489013+0.00155425j -0.000283923-0.000795246j 0.000260412+0.00115312j 0.00258805-0.000673746j 0.00058823+0.000982869j -0.000581908+0.00100213j 0.00165418+0.00118197j -0.000950898+0.000494241j 0.000239587+0.00127309j -4.26689e-05-0.000402183j -0.000827945+0.00111097j -0.000124869+0.000447303j 0.00118061-0.000389476j 0.000311362-0.0005947j 0.000690387-0.000347701j 0.000113646-0.00080972j 0.00252454+0.00045541j -0.00026854-0.00146406j -0.00128068+0.000267052j -0.000837622-0.000357265j -0.00206456-0.00119237j 0.000996538-0.00158737j -0.00101047-0.00288106j 0.00249118-0.00139988j 0.000645161+0.00253751j -0.00263018+0.000975328j 0.00366907+0.00204796j 0.00263088-0.00295134j -0.000688048-0.00165276j -0.00110362-0.00154637j -0.00107135-0.000146546j -0.00114409-0.000452299j 0.000507449+0.00305476j 0.000235279-0.00318175j -0.0031668-0.00128843j -0.00166165+0.00314923j 0.00174823-0.00171364j -0.00337766+0.00460923j 0.000993519-0.00113241j -0.00160446+0.000507549j -0.000794445-0.000639277j 0.00217771+0.00319659j -0.00219029-6.54596e-05j -0.0030313+0.000903138j -0.0018536+0.000991094j -0.00516934+0.0010373j 0.0028641+0.000778594j 0.00208459-0.000624728j 0.000690497+0.00392284j -0.0012254-0.0023779j 0.000666195-0.00158j 0.000396829+0.000101192j 0.00427758+0.00408803j -0.00186593-0.00141163j -0.00228705+0.000692793j 0.00190695-0.00192771j -0.000240115-0.0024448j -0.00158671-0.00203578j -0.000717997+0.00322119j 0.00239036-0.000319209j 0.00194457+0.000886516j 0.00113564-0.00203733j -0.000998959-0.000382318j -0.00158065+0.000769897j 0.00018429-0.00242415j 0.00270422+0.000257717j 
0.00456194-0.0043614j -0.00415851-0.00405361j -0.00165879+0.002321j -0.00306452-0.00329129j 0.000981309+0.00155333j 0.000418773+0.000991582j 0.000216862-0.00221306j 0.000935412+0.00114259j -8.29271e-05-0.00123533j -0.00200026+0.00232772j -0.00112849-0.000471848j 0.000293066-0.00121302j -0.0019427-0.000515719j 0.00127901-0.000766809j -0.000249347-0.00130177j 0.000144079+0.000361319j 0.00083863-0.00118469j -0.00118813+4.93392e-05j -0.00180664+0.00117952j -0.000193097+0.000390512j 0.000230734+0.000317018j 8.23157e-05+0.00103616j -0.00279685-0.0011421j -0.000623904+0.00218121j 0.00243259-0.000170158j 0.000155924+0.000730851j 0.0016895+0.00293002j -0.0018544+0.000406326j 0.000192022+0.00346957j -0.00262055+0.00088429j 0.000748048-0.00346013j 0.0034117+0.000180595j -0.00242235-0.00487959j -0.00582545+0.00118905j 0.000202807+0.00107642j 0.00376931+0.00116676j 0.00239228+0.000577355j 0.00185144+0.000958817j -0.00169685-0.00455829j -0.000196757+0.00219861j 0.00340645+0.00179138j 0.0013099-0.0031445j -0.00160567+0.00259243j 0.000973635-0.00395814j -0.00430365+0.000668341j 0.00252262-0.00289925j 0.000303773+0.00135854j -0.00383289-0.00280225j 0.00201178-0.000443999j 0.00196189-0.00117154j 0.0012119-0.00348541j 0.0034617-0.00192088j -0.00120386-0.0010075j -0.00129152+0.00264681j -0.0015596-0.00354679j 0.00188689+0.00160708j 2.12208e-05+0.00335277j -0.00130342+3.32867e-05j -0.00331781-0.00139096j 0.000659221-0.000925421j 0.00185873-0.00281412j 0.000229619+0.00181672j 0.00325611-0.000967502j 0.00247617+0.000747909j 0.00209772-0.00423216j -0.00173758-0.000219762j -0.00237253-0.000548173j 0.000606303-0.000327498j 0.000215106+0.00414199j 0.00522365+0.000630836j -0.000333309-0.0027073j 0.00221341-5.77026e-05j 
0.00289843-0.00221072j -0.00237103-0.00264126j 0.00173133+0.00261099j -0.0035061+0.000569879j 8.19184e-05+0.00232276j -0.00160147-0.000563735j 0.000418898-0.0034407j 0.0013803-0.00119998j -0.000723266+0.00108481j -0.00171835+0.00452184j -0.00230266-0.000267995j -0.000802927-0.00189987j -0.00314819+0.000765388j 0.00141998-0.000151495j -0.000737188+0.000353899j 0.00114833+0.00147165j 0.000454397-0.00028215j -0.00295299-0.000100157j -0.00147424+0.000848142j 0.000821143-0.00020485j -4.69395e-05+0.0031989j 0.0024628+0.000359754j -0.000433714-0.00146112j -0.000346217+0.00056134j 0.00197948-0.000294874j -0.00299049-0.00164834j 0.000774962+0.000642956j 0.00156462+0.00100417j -0.00379614+0.00285933j -0.00248314-0.00327327j -0.00066589-0.000380574j 0.000473156-0.000908301j -0.000370416-0.00223364j -0.00210146+0.000276756j 0.00115077-0.000838314j 0.00176656+0.00134187j -0.000720382+0.00107971j 0.000771283-0.000501688j -0.000624451-0.000862514j 0.0013003+0.000781713j 0.000530772-0.000749136j 4.4474e-05-0.00113966j -0.000170148+0.00128434j 0.000196746-0.00378563j 0.000463116-0.000394023j 0.000256545+0.000925541j -0.000672721-0.000976846j -0.000817313-0.00117861j 0.00115414-0.000550758j 0.00166102-0.00100199j 0.000793438+0.000464045j 0.00120323-0.00210715j -0.000801833+0.000235579j -0.0015113+0.000914403j -1.43158e-05-0.00118279j 0.00135991+0.000675348j -0.00159967+0.000367829j -0.000215842-0.000805172j -0.00271766-0.00050799j 0.00208515+0.000425256j 0.00117474-0.0019465j -0.00130835+0.000920763j 0.000213748+0.00189963j 0.00224464-0.000408098j -0.0021319+0.0011103j 0.0010396+0.000696147j -0.00312698-0.000236461j 0.00416703+0.00391714j 0.00377172+0.00161285j 0.00100888-0.00459788j 0.0015992-0.00249111j 0.00213138+0.00130269j 
-0.000700674-0.00262013j -0.00276876+0.00102675j -0.000172419+0.00429504j -0.00412039-0.00227319j 2.59661e-05+0.000170249j 0.00283686-0.00110028j 0.00218597-0.00187329j 0.00164726+0.00224756j -0.00113174-0.00191034j -0.00132429+0.00341327j -0.00355302-0.00184699j 0.000290903-0.00134732j -0.00320917+0.00138753j -0.000633354-0.00243327j 8.7064e-05-0.00146715j 0.00334009+0.00204088j 0.00179228-0.000733592j -3.46807e-05+0.00148872j -0.00144084+0.000168992j -0.00126399-0.00235852j 0.000670901+0.000898235j 0.00217307-0.000509509j -0.000721765+0.00134402j 0.00351078-0.00247743j -0.000194336+0.00182965j 0.000155092-0.000420307j 0.00282705+0.00100319j 0.000692877+0.00368462j -0.00439989+0.00222309j -0.0013703-0.0038268j 0.0012745-0.000172514j 0.000300272+0.000873066j -0.0029672-0.005767j -0.00651215+0.00205612j -0.000157917+0.00232603j -0.00375287+0.000524872j -0.00232738-0.00511648j 0.00284534-0.00305544j -0.00118493+0.000121385j -0.00138963+0.00379746j 0.00237955+7.51565e-05j -0.000504896-0.00340853j -0.00181047-0.000410023j 0.00129131-0.00204193j 0.000100801+0.0018251j 0.00150975+5.50439e-05j 0.00369776-0.00153944j -0.00264271-8.42007e-05j 0.00162651-9.57043e-05j 0.000720962+0.000220732j 0.00161018-0.000166955j 0.00200268-0.00179302j -0.000776225+0.00175484j 0.001937-0.000511115j -0.00318919-0.00342771j 0.000405546+0.0034442j -0.000761557+0.00368843j -0.000925935-0.00249101j -0.00304622-0.000446226j 0.00059328-0.0013158j 0.00325165+0.000524417j 0.00143454+0.00120592j 8.59559e-06-0.00134999j 0.00391221+0.000753491j -0.00647879-0.00422975j -0.00423278+0.00420511j -0.00232707-2.28925e-05j -0.0010908+0.00559679j 0.00520369+0.00660562j 0.00795661-0.00600295j -0.00257596-0.00427822j 0.00408911-0.00286038j 
-0.00149634-0.00747202j -0.0077069+0.00176676j 0.000272045+0.000553835j 0.00053434-0.000421097j 0.00472808+0.00144546j 0.00362592+0.00533262j -0.00198657+0.00361016j -0.000425089+0.00327503j 0.00169423-0.00351903j 0.00140278+0.000795599j -0.000439949+0.00130239j 0.00325305-0.000144368j 0.00117859+0.00265302j -0.00181086-0.00292433j 0.000647628-0.00244909j 0.00118492+0.000808729j -4.23896e-05-0.000662138j 0.00167035+0.00272833j -0.00268851+0.00127352j 0.000289489-0.00265825j 0.00229674-0.00340748j 0.00142258-0.00206362j -0.00140213+0.00307728j 0.0058293-0.00142342j -0.000369334+0.000201958j 0.000502434+0.000189584j 0.00482365-0.000280249j 0.0022178+0.0065889j 0.00092153+0.00442442j -0.00449981+0.00193793j 0.00124738+0.000167128j 0.000176954+0.000834955j 0.00412286-0.0014311j -0.000950676-0.00478178j 0.000306276-0.00415999j 0.0084307+0.00182058j 0.00336179+0.00688744j -0.000644186+0.00747895j 0.00107709-0.00323459j -0.000574779-0.00556459j -0.00346861+0.000142956j 0.00103704+0.00119462j 0.00405384+0.00136395j -0.00661199+0.00436819j -0.00865755+0.000768099j 0.000910813-0.00686733j -0.00272375+0.00105207j 0.000243442+0.00191817j -0.00228594+0.000642847j -0.0024774-0.0023229j -0.00263331-0.00364407j 0.00118063+0.00294476j 0.00284593-0.00136708j 0.0020683+0.00516632j -0.00129054-0.00173445j 0.000729698-0.00307491j 0.00558708-0.000187727j -0.000353975+0.00355099j 0.000932838+0.00712464j -0.00335083-0.00550686j -0.00131119+0.000806098j 0.0022649+0.00369985j 0.00951499-0.00323491j -0.000612516-0.000256046j 0.00480356-0.00577472j -0.00644972+0.00286692j 0.00731148+0.00277729j 0.000255813-0.00538348j -0.00440136+0.00468179j 0.00468962+0.00609039j -0.00569705-0.00198973j 0.00185032-0.0058107j 
-0.00410515-0.000867339j -0.00109826+0.00396619j 0.000206589-0.00136153j 0.00209267+0.000711704j 0.00146591+6.6193e-05j 0.00123661+0.00275844j -0.00143164+0.00294799j -0.00173579+0.00118445j -7.1154e-05-0.00163458j 0.000125976-0.00395979j 0.00178502+0.000494526j 0.00244664-0.000184407j 0.00247108-0.000295235j -0.000934563+1.71794e-05j -0.000151909-0.00124272j -0.0011363-0.000950398j -0.000544158+0.000129769j 0.00300806-0.000174849j -0.000173969-0.000806358j -0.00142023+8.62484e-05j -0.00048509-0.00307022j -0.00170285+0.000695295j -0.000409268+0.00309378j 0.00194696-0.00093469j -0.00268262-4.03498e-05j 0.00347074+0.001005j 0.00031237-0.000758136j -0.00135577+0.00050981j 0.00432229-0.00266168j 0.00229633+0.00385666j 0.00099048+0.000928364j -0.00068326+0.00111575j 0.00445617+0.00524222j 0.00575981-0.00391146j -0.000422219-0.00236538j 0.00256066+0.000178336j 0.0016486+0.00490109j -0.00290896+0.00483709j 0.00275587+0.00165016j -0.00152288-0.00470493j -0.00396942+0.000112446j 0.000686318+0.00306088j 0.00350774-0.00178058j -0.0032214+0.00540455j -0.00136421-0.00021799j -0.00201807-0.00131586j -0.0025129+0.000513703j 0.00417476+0.00127304j -0.00298571+0.00159685j -0.00240508-0.000888995j -0.00237135+0.000829091j -0.000431411+0.00374321j 0.00126165-0.00112689j 0.00105+0.000541616j 0.00170119+0.00169946j -0.00103564-0.00344456j 0.00249094-0.00397924j 0.00207632+0.00329199j 0.00324626+0.00369623j -0.00223662-0.000960709j -0.00211064+0.00339709j 0.000993596+0.000239462j 0.0021528+0.000111346j -0.00339986+0.00104336j 0.00497739-0.000186074j -0.00216289-0.000142073j 0.00676861+0.00188059j -0.000994627-0.00594304j -0.00364452-0.0029596j -0.00339211+0.0048964j -0.00245856+0.00475539j -0.00445261-0.0025464j 
-0.00227011+0.00400525j 0.00416142+0.00205897j -0.00678647-0.00654258j 0.00668564-0.00523761j -0.00106848+0.00138688j -0.00155845+0.00147401j -0.000525516+0.00414799j -0.00570856-0.000110981j -0.00179581-0.00109759j 0.00031057-0.0104831j 0.00504583-0.00139992j 0.00176455-0.00123429j 0.00494752-0.00183794j 0.000990604+0.0033745j -0.00164451-0.000598885j -0.00571569-0.0021815j -0.00240613+0.00169896j 0.00243412-0.00123234j -0.000542973-0.0006564j -0.00317687+0.00308293j -0.00244766-0.00399299j -0.0046042+0.00581908j -0.00282992+0.00394734j -0.00169291+0.0020387j -0.00711617-0.00151122j 0.00591104+0.00525846j -0.00275945+0.000556038j -0.00483764-0.00462104j 0.00940871-0.00200453j 0.00115183+0.00919205j 0.00111709-0.00572194j 0.00556157+0.00156617j 0.000146166+0.00134693j 0.00128434-0.000250273j 0.00284349+0.00285783j -0.00240316+0.00490349j -0.00275971-0.000910279j -0.00256323-0.000320897j 0.000881516+0.00407987j -0.00437413+0.000738443j 0.00285678+0.00166245j -0.00313138-0.00179528j -0.000888627-0.000729144j -0.00205286-0.00246455j 0.000878322+0.00178943j 0.00113918-0.00134626j 0.00224142-0.00452322j -0.00139961-0.00126753j -0.00115018+0.0033007j 0.00126494-0.00277635j -0.000777316-0.000884881j 0.00210012-0.00189438j -0.00106555+0.00196461j 0.000435706-0.00153584j -0.00212922-0.000577338j 0.00215293+0.00329784j 0.00035159+0.000708023j 0.00352861+0.000858762j -0.00263915+0.00212206j -0.000269055-0.000532138j 0.00361846+0.00249728j 0.00543592-0.00049829j -0.00246734-0.00110754j -0.000942335+0.0051934j 0.00299443-0.00181458j -0.00603224-0.000353294j 0.00114416+0.0080223j 0.00567989-0.00283796j 0.00136039+0.00466255j 0.00437783-0.00105512j 0.000731924+0.000825911j -0.000840909+0.00099397j 
0.000992837+0.00161224j 0.00162248-0.000948394j -0.000410146+0.00339138j -0.00290407-0.000323337j 0.00271791+0.000455276j 0.000889235+0.00274877j -0.00131724+0.000108961j -0.00113601+0.0020375j 0.000323593+0.000584906j -0.00152934-0.000329448j -0.00127889+0.0010774j 0.000928601-0.000727522j 0.000634517+0.00179987j -0.000294597-0.0012603j 0.000103729+0.00060739j 0.00137672+0.000477013j 0.000901589+0.000380566j 0.000964641+0.000828904j -0.00107286-0.00106874j -0.00215978-0.000350088j 0.00143682-0.000756378j 0.00175762+0.000799809j 0.000968834+0.00245691j 0.00193558-0.00186563j -0.00218591+0.00142965j 0.000586923+0.000765485j 0.00157672+0.00123267j -0.000897554+0.00229656j -0.00293882+0.00259143j -0.00243882-0.00271919j 0.00214835+0.0017445j -0.00169677+0.00213108j -0.00314169+0.000220978j 0.000535277+0.00291992j -0.00105885-0.00427883j 0.00634107-0.00405256j 0.00383058+0.00260876j 0.00273406+0.00135104j -0.000287658-0.00719763j 0.00522285+0.0019907j -0.00166616-0.00238347j 0.00399155-0.000216055j 0.000164227+0.00119149j 0.00101767+0.00205474j -0.00235855-0.0029109j -0.000683801-0.000537553j -0.00195373+0.00273708j -8.05624e-05+0.000497393j 0.00237705-0.00356903j -0.000700722+0.00266139j 0.000940317-0.000801219j 0.000296379+0.000149746j 0.00137674-0.00222215j -0.00147264+0.00388718j 0.000227842-0.00111035j 0.000962821-0.00378081j -0.000268239+0.000248706j -0.00415593-0.00084484j 0.00263084-0.000583029j 0.000460562-0.00132336j -0.00275211-0.00236785j -0.00303139-0.000615115j 0.00493066+0.00250155j 0.00531144-0.00422039j -0.00325962-0.00350511j 0.00295906+0.00448223j 0.00371924-0.0065207j -0.00582673-0.00196458j -0.000547267-0.00159625j -0.000992675+0.000930046j -0.000290031-0.00225778j 0.00224564-0.000308334j 
