-0.251318+0.165485j 0.134347+0.260012j 0.00211814+0.0683004j 0.0292547+0.017731j 0.101343+0.116346j 0.0996636+0.0467623j -0.179744+0.083481j -0.122715-0.198299j 0.0959627+0.0198727j 0.0143412+0.168722j 0.0732099+0.0646783j -0.0835204-0.153189j 0.00796997+0.025624j 0.00441335-0.0893002j 0.0769333-0.0338715j 0.0443896+0.0503603j 0.00101647+0.0253587j 0.0564739-0.200899j 0.0770509-0.0984041j 0.0216949+0.131922j -0.0271011-0.0536148j -0.0982735+0.18921j -0.167488-0.0147895j 0.129654-0.0253769j -0.0885994+0.132327j 0.0995154-0.0601601j -0.122184-0.016805j 0.242273-0.210187j -0.211706-0.298472j 0.0745645-0.174362j -0.154034-0.0567613j 0.0430894-0.0235775j 0.0190785+0.0304445j -0.00709406+0.0345138j -0.0541776-0.000752198j -0.0113185+0.0163106j 0.00458115+0.0479004j -0.0314483+0.00681528j -0.0202065+0.0114543j -0.010565-0.00444568j -0.0168815-0.0221314j 0.00384832-0.0100139j -0.00798599+0.00394219j 0.00692701-0.0120128j -0.0107287-0.0185591j -0.0269099+0.000499516j -0.00321395-0.00218619j -0.00709367-0.00937954j -0.00954929+0.00231312j -0.0340458+0.00378732j 0.00629242-0.00650041j -0.00123774+0.00636372j 0.000817782+0.0151715j -0.000654122+0.00439304j 0.00785526+0.00532578j -0.00885522+0.0076259j -0.0133423+0.00518464j 0.0223767+0.0143244j -0.0176549-0.0159121j 0.0103979-0.0148237j 0.0116896-0.000897076j 0.0352633+0.0202094j -0.00404116+0.0179656j 0.00490404+0.01243j -0.000165876-0.00276216j -0.00332454-0.00891178j 0.00588971+0.0115368j -0.0387192+0.00508672j -0.00652494-0.0481651j 
-0.0022153-0.00479354j -0.00507262+0.00245096j 0.00763869+0.00762302j 0.00440424-0.00727913j -0.00443472-0.00256183j 0.00332907-0.00471087j 0.0132297-0.00487168j -0.00108788+0.00494179j 0.000330053+0.00661185j 0.0104733+0.000222494j -0.00571063-0.00362365j -0.00280254-0.00162425j -0.00400799-0.000386605j 0.00208421-0.00687933j -0.00562224-0.00643811j -0.004031+0.00117008j -0.000949714-0.00627755j 0.00188723-0.00378757j -0.00164059-0.00079416j -0.00473835-0.00694145j -0.00207624+0.00223161j -0.00100473+0.00264872j 0.00320216+0.00698198j -0.000585336-0.00283757j 0.00466883-0.00612432j 0.00908771-0.00788455j 0.000511265-0.0075291j 0.00472758-0.00257979j -0.0045868-0.00457564j 0.00637529-0.00418084j -0.00660739-0.00376553j -0.0134579+0.00570457j -0.0067927-0.0152968j -0.0101592+0.00221023j 0.00486984-0.00466607j 0.00696897-0.0160981j -0.00520888-0.00543519j -0.00150647-0.00676907j 0.0058805-0.00379671j -0.00273445-0.000547133j -0.00497771-0.00787953j -0.0060043-0.00308117j 0.00377697+0.00274718j -0.00748681-0.00293253j 0.00791423-0.00284362j 0.0110128+0.00790514j -0.00247239+0.00169218j -0.00082068-0.00157843j -0.00223229+0.00761106j -0.00284997+0.0015193j 0.000638058-0.0031083j -0.000944699+0.000113387j -0.0109543+0.00299332j -0.0065934-0.0049783j 0.000479368-0.000465409j -0.00171427+0.00245694j -0.00561819-0.00158812j -0.000987-0.00110234j 0.00719715+0.00165098j -0.00427343+0.00651316j 0.00475637+0.00744384j -0.00276714+0.00557701j -0.00854669-0.0120396j -0.00576319-0.00506229j -0.0173733+0.00651992j -0.0150816+0.0168144j -0.0158487-0.011483j -0.00937291+0.00603j -0.0098455-0.00781665j 
-0.00419931+1.59185e-05j -0.00224071+0.00402543j 0.00216011+0.000623107j -0.00158449-0.00338508j 0.00416376-0.00607779j -0.00459188+0.00226604j -0.00360923-0.000917938j 0.000897614-0.00420785j -0.00818618-0.00811526j 0.00424537-0.000154207j 0.00187515+0.0150763j 0.0138434+0.00235493j 0.00522421+0.00340745j 0.000561657-0.00279672j 0.00119169+0.00510396j 0.00388385+0.00264516j -0.00864933+0.00314583j -0.00500029+0.00907084j 0.00209634-0.000998544j -0.00751833-0.00270978j -0.00530539+0.000544843j -0.00267462+0.000610114j 0.00278804+0.0032381j -0.00329983-0.00218403j 0.00273285+0.00547032j 0.00297134+0.00364518j 0.000279607+0.00468055j -0.00385687-0.00640843j -0.00465812+0.00281877j -0.00109899-0.00296669j -0.00700811+0.00142859j 0.00551267-0.000465902j 0.00393263+0.00116086j -0.015897-0.0103709j -0.0088961-0.0149242j 0.000934572+0.016548j 0.00981559+0.00600169j 0.00197395-0.00535804j 0.00474814-0.000865172j 0.00633635+0.0173017j 0.0227744-0.0195797j 0.0196806-0.00546005j 0.00675349+0.00433912j 0.0141723-0.00247757j 0.000579947-0.00906626j -0.0122308+0.00406112j -0.00388128-0.00665569j -0.00883842+0.00429764j 0.00629689-0.0015643j -0.00922738-0.00368574j 0.00376405-0.0147695j 0.00688439-0.011068j -0.00402002+0.000311305j -0.0166321+0.00385018j 0.00413021-0.0128098j -0.00251981+0.00805752j -0.0140585-0.00892467j -0.00811597-0.00418379j -0.00241941-0.000315308j 0.003972-0.00323181j -0.00394434-0.00265057j -0.0063347+0.00644501j 0.000620017-0.0126184j 0.00251601-0.00348902j -0.00195728-0.0284762j -0.00642355-0.00784671j 0.00434228-0.00674396j 0.00335258+0.0144469j -0.0141361-0.00215694j 
-0.00178227+0.00111215j 0.00120419+0.00219797j -0.00512201-8.26815e-05j 0.00114308+0.00293415j 0.00234116-0.0061409j -0.00370256+0.00879528j -0.00963301+0.00179692j 0.00137863-0.00406163j -0.00323502+0.000103404j -0.00618473-0.0010213j 0.00710695-0.00151348j 0.00118456-0.000963607j -0.00103312+0.00165239j -0.00612632+0.00418475j 0.000970521+0.00801678j 0.000505573+0.000724929j 0.00200585+0.00633086j 0.00433679+0.00299681j -0.00667873-0.00237873j 0.000347726+0.00403485j -0.000568309+0.00222545j 0.00438555-0.00469595j -0.0016317+0.00158515j 0.0024005-0.0017229j -0.00187365+0.00957031j -0.00204221+0.00245335j -0.00319603+0.00458181j -0.00422992+0.000723713j 0.00182905+0.00323996j -0.00198229-0.00306086j -0.00394665+0.00274902j -0.00393502-0.00326949j 0.00368495-0.00699799j -0.00197297-0.00309711j -0.0102406-0.00269341j -0.00265269+0.0129204j 0.00260308+0.00733428j -0.00750885+0.00135474j -0.00610009-0.000849743j -0.0105334-0.0231888j -0.0131848+0.0120813j -0.00653164+0.0110057j 0.002198-0.0116032j 0.00423931+0.00178632j 0.000201453-0.00185383j 0.00530575-0.00867201j -0.00960928+0.00300059j 0.00755615+0.00374579j 0.00120622+0.00749761j 0.017579+0.00363827j -0.00673637-0.00406474j -0.0109975+0.00171472j 0.00091811+0.00603287j -0.00236912+0.00469392j 0.00465707+0.00895858j -0.000863039+0.000501242j -0.00537541+0.00811009j 0.00748083+0.0111764j 0.00155495+0.00709471j -0.00683178+0.0155727j 0.0161426+0.00286869j -0.00681367-0.0130764j 0.0103128-0.00347991j 0.0023713+0.00849209j 0.0225395-0.0003478j -0.0100165+0.00847364j -0.00488009-0.00772888j 0.00427915-0.000468771j 0.000968473+0.00421192j 
-0.00726659-0.00285449j -0.00181547+0.00704412j 0.00994655+0.00630462j 0.00276221-0.0101322j -0.00815539-0.010543j -0.00309713+0.00996605j -0.00108164-0.00994703j 0.00305491+0.00071167j -0.013152+0.00472653j 0.00889874-0.00261049j 0.00366307+0.00884132j 0.00915141-0.00489637j -0.000437002+0.00204099j -0.0052428-0.00691208j -0.00148966+0.00475029j -0.00208854+0.0026036j -0.0109008+0.00372742j 0.00344565+0.0112903j -0.00620046-0.000911451j -0.014998-0.00486607j -0.0059387+0.00910464j 0.00183584+0.000431341j 0.00706924+0.0109556j -0.00136042-0.0110206j 0.0147912+0.00450857j 0.0155366-0.0064932j -0.000453898-0.0026234j -0.00117895-0.00790944j -0.00948527+0.000685521j 0.00175354-0.00140924j -0.00200154-0.00060692j -0.0103311-3.60374e-05j -0.00270404-0.0106312j -0.00461176+0.00192337j -0.00898001+0.00216813j 0.00414723+0.00459304j 0.00125791+0.00333244j -0.00356187-0.00121717j -0.00181525+0.00353894j -0.0170553-0.0098382j -0.0052004+0.0114318j -0.00223603+0.00893707j -0.00137459-0.00783197j 0.00193124-0.00102298j 0.000736899-0.00195543j 0.00157255-0.00577282j -0.00330025+0.00537263j 0.00618279-0.00198097j 0.00161356+0.00649073j 0.0112057-0.00516687j -0.00593492-0.00156634j -0.00533665+0.0059793j 0.00206955+0.00296436j -0.00145889+0.00220513j 0.0039809+0.0025331j -0.00269584-0.00116978j -5.56729e-05+0.00597759j 0.00831167+0.00393875j 0.00818162+0.00321216j -0.0002145+0.01399j 0.0111798-0.0032928j -0.0075693-0.00508029j 0.00307103-0.00699486j 0.00505376+0.00391553j 0.00726861-0.00642455j -0.00551083+0.012998j -0.0116786-0.00424583j 0.00291658+0.00011479j -0.000855078+0.00323096j 
-0.00152054+0.0021028j 0.00218562+0.00149244j -0.00342931-0.00594165j -0.00793823+0.00308854j 0.00801209-0.00623794j -0.00152278-0.00628157j 0.00268194+0.0059665j -0.00411432-0.00841054j -0.0133449-0.00721554j 0.0058576-0.00496894j 0.0152673+0.0242135j 0.0208757-0.012217j 0.0133267-0.00199721j 0.0065479-0.00703761j 0.00249044-0.00101869j 0.0112078+0.000104891j -0.0113857+0.00777757j -0.00177737+0.018763j 0.0145398-0.00209565j -0.010551-0.00254625j -0.00770595-0.00461237j -0.0118497+0.00824162j 0.00664706-0.000745132j -0.0132732+0.00981317j 0.00420005-0.00412085j 0.00393604+0.0130475j 0.0126276+0.00586779j -0.00439333-0.00686473j -0.00874122+0.00290273j -0.00171007-0.00106134j 0.000394172+0.000364493j 0.00167105-9.85086e-05j -0.000169898+0.00435679j 0.00505519-0.0109129j 0.021374+0.00610919j 0.00216799-0.013188j 0.00042974-0.00687316j -0.00042268+0.0121136j -0.0044922-0.00616558j -0.000670859-0.00403882j -0.00603349+0.00750641j -0.00349697+0.0038497j -0.00915832+0.00262215j -0.0101531+0.00579197j -0.000642924+0.000119339j 0.00804535-0.00182011j 0.0016157+0.00517168j -0.00476759+0.000644154j -0.000558833-0.000398301j 0.0024817+0.00569493j 0.00619471+0.010975j -0.00465674+0.00771168j -0.00331866+0.00107209j 0.00552034-0.00622106j 0.0054096+0.0105894j 0.00492442+0.0045813j 0.0075079+0.0042686j 0.00515738-0.00241847j -0.006621+0.000134272j 0.00385612-0.00652728j -0.000858167+0.00403446j 0.00316215+0.00526947j 0.000701135-0.00858059j -0.0188452-0.000747604j -7.67286e-05+0.0170647j 0.00477094-0.00182169j -1.43537e-05+0.00394836j -0.00262739-0.00499772j 0.00616787-0.00105307j 
0.00565938+0.00187491j 0.00114882-0.00444053j -0.000120999-0.00141843j -0.000973639+0.00394064j -0.00686554+0.00752018j -0.00281653+0.00869599j -0.00645237-0.00508237j 0.000124684+0.0060776j -0.0151408-0.0034859j 0.00236398+0.00398894j 0.00128775+0.0131461j 0.0116848-0.00150791j 0.00601437-0.0100332j 0.00328831-0.00422809j 0.0130457-0.00549837j 0.00114994-0.00583109j -0.00946944+0.00453202j -0.011465+0.0135741j 0.0137626+0.000260708j -0.00191535+0.0012377j 0.00158609-0.00104527j -0.00114551+0.00991111j -0.00265498-0.0136778j 0.00453645-0.00857906j 0.0134664+0.00250228j 0.00316217+0.00483842j 0.00424739+0.00217945j -0.00184522-0.00522103j -0.0061529+0.000794778j 0.00322059+0.00623966j 0.00824359-0.00338031j -0.00327928+0.00396823j -0.00412334-0.00255679j 0.00667758+0.0202314j -0.0113224-0.00481672j -0.00986715-0.00575323j -0.0153131+0.00562612j 0.00634243-0.0135594j 0.00608587+0.0117513j -0.00501617+0.00481368j 0.0021433+0.0048349j -0.00893851-0.00202668j 0.00452708+0.00213303j -0.000988912-0.00391676j 0.00552198+0.00816764j -0.00380452+0.00216284j 0.00683515-0.00656152j 0.00887194-0.00843787j -0.00598188+0.00196532j -0.00837846-0.00552547j -0.00257134-0.000544607j 0.0111735+0.000843887j 0.00534598-0.00418236j 0.00291461-0.00309422j -0.0104781-0.00557568j -0.00509252-0.01329j 0.00686829-0.0064934j -0.00740775-0.000665738j 0.00773746-0.00381135j -0.00589282+0.00301503j -0.00281258+0.000381274j 0.00829697-0.00788074j -0.00368761+0.0252457j 0.0230231+0.00041084j -0.0051609-0.0016851j 0.000253267+0.00287848j -0.00029624-0.000411664j -0.00689251-0.00257318j 0.00148732-0.00559308j 
0.00149894+0.00242788j 0.00285947-0.00121856j -0.00601923+0.00143675j 0.00204431+0.00217668j -0.0069061-0.00613326j 0.00472748+0.0272586j -0.0217419+0.0112865j 0.000807073-0.00774352j -0.0102878-0.00106549j -0.0117565+0.00589159j 0.00686794-0.00496994j 0.00925122+0.00896836j -0.00510937+0.00448122j -0.00756559+0.014399j 0.0132252+0.0155202j 9.63571e-05+0.00246265j 0.0083506+0.0137846j -0.00254364+0.00375519j -0.0116054-0.00386946j -5.14757e-05+0.00582435j 0.00591967+0.00484746j 0.0102028-0.0142639j -0.00710654+0.00404522j 0.00679715-0.0149647j 0.00481131+0.0258302j -0.00303456+0.00600217j -0.00713661+0.0121215j -0.0106376-0.000307165j 0.00134742+0.00702892j 0.00386779-0.00254977j -0.00256532-0.00321016j -0.000801007+0.00691776j -0.00755748-0.00136415j 0.00231014-0.000555889j 0.00836325-0.00434165j -0.00422781-0.0138164j -0.00815396-0.000224737j 0.00133426-0.00428819j 0.0058968-0.00308212j 0.00340316+0.00653112j 0.000486792-0.00255697j -0.00503396-0.00220223j 0.00172319+0.00553716j -0.00785542+0.00222941j 0.00528738-0.000160652j 0.00665084+0.00575187j 0.00408255-0.00230921j -0.00381868-0.0035123j -0.00199857+0.0032827j -0.00878636+0.00230352j 0.00359447+0.00243341j 0.00620609+0.000217774j -0.00705055-6.7491e-05j -0.00172852-0.00605085j -0.00239201+0.000122927j -0.0014832-0.000673899j 0.000653296-0.00542099j -0.00280235-0.00454563j 0.00229098-0.00416416j -0.00123054-0.00293412j -0.00393164+0.0040698j 0.00326068+0.00627895j -0.00386812+0.000763418j -0.00453066-0.00645565j -0.0113414+0.00718937j 0.000184894+0.00442869j -0.00384223-0.00177844j -0.00746342+0.000270244j -0.00108602-0.00584736j 
0.00252908-0.00297378j -0.00417358-0.00208009j 0.00652213-0.00125282j 0.00253163-0.00262306j -0.004869+0.0207874j 4.1081e-05+0.00606275j -0.0078848-0.0132026j 0.00889846+0.0143759j -0.00621646+0.0057407j 0.00442321+0.00467789j -0.0116644+0.00477644j -0.00325059+0.00155015j -0.00174644-0.0116818j -0.000232686-0.00580831j 0.007227-0.0136033j -0.009417-0.00668659j -0.00863635-0.00320364j -0.00840512+0.00603818j 0.00889703+0.00373671j 0.00479611+0.00169272j 0.00522205-0.000183534j 0.00485937+0.0107344j -0.00674925-0.0170142j 0.0102843-0.0150956j 0.0134337-0.00528274j 0.00248188-0.00728993j -0.00174902-0.00649751j 0.00413425-0.000108454j -0.000922238-0.00211135j -0.00347548+0.00334218j 0.00385543+0.00270511j 0.00242325-0.00373753j 0.00536624+0.00255568j 0.000895611+0.0011762j -0.00584072+0.00276237j 0.000243602+0.0102546j 0.00593681+0.00216797j -0.00412749+0.00304564j -0.00255932-1.24384e-05j -0.00130296-0.00427193j -0.000121308+0.000789235j 0.00129447+0.00287958j -0.000820201-0.00538489j 0.00431041-0.00244595j -0.00106159-0.000410186j -0.00262407-0.00232224j -0.00467059-0.00018253j 0.00121518-0.00032865j 0.00167758-0.00148593j 0.00428331+0.000430729j -0.00268744-0.000142698j -0.00453191-0.00243114j 0.00332063+1.38424e-05j 0.0017509+0.00352564j -0.000975482+0.00331654j -0.00207583+0.00139009j -0.00133361+0.00381328j 0.000835836+0.00325571j -0.00381847+0.00103374j 0.002465+0.00292744j 0.00242257-0.00111955j -0.00348518-0.00541474j 0.00879495+0.00225595j 0.00365381-0.00387393j 0.00460519-0.00260171j 0.000892984-0.00220856j 0.00263203+0.00111849j 0.00295358+0.000427373j 0.00025237+0.00237055j 
0.00132043-0.00650091j -0.0069232-0.00168391j 0.000123409-0.00595455j -0.0106518+0.005439j -0.0145404-0.00340457j -0.000860244-0.00260725j 0.00983266+0.00106264j -0.0126007-0.0089202j 0.00336781-0.00225313j 0.0067913-0.00725661j 0.0127283-0.00616969j 0.00757002+0.0202875j -0.0149348-0.00584857j 0.00581211+0.00253265j -0.00170735+0.00101428j 0.00784832+0.00777882j 0.0147158+0.0112016j -0.0185434-0.0152934j 0.0176836-0.0246534j -0.0112612-0.00535301j 0.0104603-0.00496843j 0.00672063-0.00134844j 0.000848006+0.00354508j -0.00607456+0.00292521j -0.00447271-0.00346291j 0.00345504+0.00245532j 0.00289664-0.00335518j -0.000557692-0.000918032j -0.000964051-0.000681551j 0.00736208+0.00334602j 0.00543441-0.00631369j 0.00461123+0.00506438j -0.00598963+0.00728288j -0.0105179+0.0106745j -0.00745054-0.00175152j 0.00422674+0.00649036j 0.00636747-0.00368081j -0.00560416+0.00364378j -0.00707401-0.00182791j -0.00256678-0.00697492j 0.00880067-0.0020303j -0.00679022+0.00975212j 0.00103292-0.00169477j 0.00334709-0.0124802j 0.00830568-0.00100997j 0.00213241-0.00309073j -0.00895068-0.0103649j -0.000264881-0.00843844j -0.00113167-0.00230747j 0.0146894-0.00139377j 0.00411583+0.000966025j -0.00255987-0.00720526j 0.00943704+0.00829422j 0.00390421+0.000705221j -0.00646365-0.00115472j -0.0096182+0.00397386j 0.00685054+0.0104557j -0.0132242-0.0163363j -0.0123912+0.015182j 0.00129106+0.0114603j 0.00929266+0.000658733j 0.000725013-0.00503595j 0.00415502+0.00681391j 0.00772184-0.00679322j -0.00266514-0.000336627j -0.000722957-0.00237915j 0.00339312-0.00250134j -0.00227356+0.00194306j -0.00221772-0.00064701j 
0.00407414+0.00343661j 0.00327347-0.00251921j -0.0128502+0.000215196j 0.00108522+0.0115923j 0.012497-0.00866451j -0.00814636-0.0126464j 0.00849384+0.00698544j -0.00728901-0.00415085j 0.00448459-0.0106847j -0.00745099-0.00147115j 0.00682082+0.0010414j -0.00120244-0.00777335j 0.0107717+0.00128016j 0.00486023-0.000615816j -0.00342347+0.00266376j 0.0084471-0.00342436j 0.0018168-0.0026396j 0.00414459-0.00104776j 0.00349895+0.00160416j 0.00538057+0.00181167j -0.0069854-0.00573573j -0.0100372+0.00248644j 0.00156948-0.00269159j -0.00347545+0.0212612j -0.0160596-0.00258419j -0.00957269+0.0120263j 0.00601382+0.00597342j -0.00178919+0.00168193j 0.00240829+0.000288506j 8.88347e-05-0.00415513j -0.00467168+0.00153642j -0.00673646+0.00802916j -0.00912506-0.0109264j 0.00933109+0.0129855j -0.0214033+0.00426031j -0.00244973+0.00601793j -0.00593812+0.0142429j -0.00611159-0.0168758j 0.0122989+0.00511748j -0.00983634+0.00444482j -0.000170204+0.00316621j -0.00360838+0.00176531j 0.00529808-0.00738703j 0.00156016-0.00423764j 0.00574577-0.000689047j -0.00184992+0.00315834j -0.000768335-0.00071594j 0.0066857-0.0081956j 0.00134004+0.00864043j -0.00621285-0.00531489j -0.0113769-0.00509203j 0.00464906-0.00256614j -0.000924462-0.00244689j -0.00525814+0.00343102j -0.00664213-0.00253134j -0.00874224-0.00655827j -0.00720991-0.00380257j 0.00262693+0.00890949j 0.0141553-0.00831935j -0.00115653+0.0152248j 0.00474202-0.00269489j -0.00873215-0.0075631j 0.00517168+0.00923081j 0.0206724-0.00813296j -0.00276675-0.0123797j -0.00409271+0.0158616j -0.0108636-0.0047651j -0.00332675+0.00193432j -0.00355051-0.00275208j 
-0.0113579+0.00143279j 0.00104393+0.00853899j 0.00907986-0.00143357j -0.00686885-0.00500396j -0.0185574-0.00573994j 0.00185262-0.00256064j 0.0116774-0.00729213j -0.0085417-0.00236778j 0.00220383+0.00288213j 0.00721828-0.00840305j 0.00297559-0.00794693j 0.00707513+0.00703464j -0.00975789+0.00722538j 0.000477881-0.00198699j -0.00598072+0.0064178j 0.00437205+0.00760511j 0.00698106+0.00118125j -0.0056985-0.00705418j -0.00447708-0.0113781j -0.0157555-0.00438698j 0.00179684+0.0028621j 0.00292278-0.00520019j 0.010579+0.0151938j -0.00722311-0.000247839j 0.00232886-0.00214336j 0.0104264-0.00678487j 9.58152e-05-0.00594595j 0.00331238-0.00245651j -0.00269889-0.00211285j -0.00094995+0.0116221j 0.0116504-0.00134605j -0.00429604-0.00901725j 0.00996229-0.0023344j 0.0176432-0.00738032j -0.000453379+0.00850743j -0.00997877+0.00368184j -0.00184893+0.0139769j 0.00388762-0.0084876j 0.00978131+0.00491146j 0.00573012+0.00496593j -0.00595356+0.00915702j 0.00137778-0.0117515j -0.0014788-0.0026669j 0.00200711+0.00913196j -0.00714115+0.00898273j -0.0101461+0.0044112j 0.0127277+0.00243089j 0.0055533+0.00320243j -0.00182635-0.00164763j -0.0176989+0.00601884j -0.0091639+0.00309283j 0.00647052+0.00437509j -0.00384232-0.0142387j 0.00338589+0.00157411j -0.00315271+0.00320983j 0.00435881-0.012181j -0.00434279-0.0104178j 0.0136871+0.0177371j 0.00616599-0.0210565j -0.00329698-0.0114446j -0.0139228+0.000193491j 0.00362232-0.00541409j 0.00620176+0.0133567j 0.0098509+0.002513j 0.00392534-0.00275303j 0.00754627-0.00463952j 0.00287225+0.00900418j 0.00264664-0.00592552j 0.00715526+0.000505517j 
-0.0023055+0.00744995j 0.010076+0.00161316j 0.0092189+0.00672084j 0.0024064-0.0137074j 0.00306427-0.0157248j -0.000775068-0.00205225j 0.00296362-0.00191667j 0.00524753-0.00183127j 0.00141502+0.00269982j 0.000299331+0.00114394j -0.00353631+0.00318339j -0.00761253-0.0122085j 0.00874337+0.00905158j -0.00607779-0.00199829j -0.00624723+0.00859317j -0.00222558+0.00234204j -0.00930552-0.00521235j 0.0181677+0.00207616j -0.0158089+0.0153638j -0.00345972-0.00105125j -0.00976633+0.00959426j -0.00519237-0.00326733j 0.00875459+0.0131298j -0.00235982+0.00223044j 0.00122124+0.00268888j 0.00550656-0.00548502j -0.00278481-0.000556708j 0.00132211-0.00374845j -0.00397638-0.000543849j 0.010728+0.00366268j 0.00543061-0.0108623j 0.00639129-0.00333149j 0.00231871+0.00904293j 0.00142893+0.00585214j -0.00348427+0.000720652j -0.00068987+0.00217373j -0.000586698+0.00131014j -0.00210786+0.000784997j -0.00101886+0.00267603j 0.00302905+0.000220931j 0.00671237-0.00151521j -0.00758965+0.00449511j 0.00101524+0.000221818j 0.000264186-0.00937239j 0.00454114+0.00406012j -0.00192833+0.000139844j -0.00249165-0.0132173j -0.000313901-0.00789776j -0.0042213-0.00520116j 0.000419522+0.000683855j 0.00292819+0.00382945j 0.00303809-0.00537773j 0.00678947+0.000330285j 0.0073052-0.00129246j -0.00973476+0.00109988j -0.00825457+0.000111775j 0.00852837+0.00242148j -0.0119921-0.010953j -0.0129697+0.00628044j -0.00103487+0.00143413j -0.000116355+0.00335142j 0.0075638-0.00381964j 0.00479046+0.01769j 0.0111361-0.00580469j -0.00420907+0.00175807j 0.00399259-0.00699837j 0.00616052+0.00199121j -0.00548822+0.000247037j 0.000150709-0.00457904j 
-0.00147439-0.00231774j -0.00440639+0.00239181j -0.00593705-0.00265498j 0.000129096+0.008409j 4.88778e-05+0.00959911j 0.000811245-3.566e-05j -0.00051009+0.000697209j -0.00302851+0.00151225j -0.000942874-0.00168952j -0.00033027-0.000726489j 0.00119561-0.00240444j 0.00508343+0.00474647j -0.00469472-0.00272938j 0.00314302-0.000250218j 0.00220217-0.00478319j 0.001415-0.00132789j 0.00451653+0.00111497j -0.00904053+0.000873664j 0.00572536-0.00826411j 0.00157337+0.000410378j 0.00361478-0.00525052j 0.00193564+0.00129779j -0.00410995-0.00513466j 0.000778417-0.000626807j -0.00132801-0.0014373j -0.00190279+0.00286081j 0.00156769-8.39637e-05j 7.57248e-05+0.00167946j 0.00201589-0.000587613j -0.0097519+0.00127718j -0.00136105+0.0105285j -0.00919908+0.00366144j -0.00467561-0.013121j -0.00506618-0.0131254j 0.00518835-0.00268034j -0.00237945+0.000183549j 0.00347722+0.00282615j -0.00154102-0.00441703j 0.00360513-0.0061593j 0.000264732+0.0020937j -0.00369364+0.00579727j 0.00263657-0.00866085j -0.00101862-0.00148605j 0.0055011+0.0101026j -0.00407212-2.14683e-05j 0.00174308+0.00260913j 0.00816897+0.00653866j 0.00350283+0.00706064j 0.00560184+0.0039696j -0.00313016+0.00804616j -0.00561188+8.17133e-05j 0.0019758+0.00426929j -0.0127512+0.00239794j -0.00732016+0.00314881j 0.00983153-0.00368675j 0.00490096-0.00447251j -0.0143451-0.000542468j 0.0221677+0.00523061j 0.00319453-0.0158002j -0.00377521-0.000964483j -0.00102483+0.0023514j -0.00600998+0.00675315j -0.00662705-0.0124757j -0.00404025+0.00645223j 0.00143699-0.00653185j 0.00132825+0.00815893j -0.00697161+0.00329293j 0.00374109-0.00239185j 0.00121454+0.00209367j 
0.00260716+0.000112073j -0.000318657-0.00185048j 9.47256e-05+0.00324328j 0.00153273+0.000348294j -0.00107691+0.000210372j 0.00279464-0.00165493j 9.87255e-05+0.000237787j -0.00207157+0.00163861j 0.000842142+0.00122429j 0.000482813+0.000166844j -0.000134438-0.000843446j -0.00240873-2.77865e-05j -0.00307374-6.50992e-05j 0.000738821-0.00150438j -0.000448573+0.0013289j -0.000538198+0.00300319j -0.00219504-0.000321625j 0.000319485+0.000717477j 0.00112035+0.000301692j -0.000949625-0.000365066j 0.000629756-0.00257259j 0.000299282+0.00211469j 0.000505604-0.000456357j 3.23382e-05-0.00119092j 0.000747795-0.000171289j 0.00175678+0.00125795j -0.000106723+0.00011853j 0.00147545-0.000831857j -0.000222575-0.000822133j 0.00432573+0.000729469j 0.000244578-0.00419716j -0.00295054+0.000923289j -0.00410425-0.00309287j -0.00243753-0.00190627j 0.0046202+0.00104513j 0.00356598-0.00887108j 0.00166886-0.00318115j -0.000267162-0.00379258j 0.00432937+0.00202425j -0.00702148+0.00179271j -0.00391334-0.002058j -0.00485496+0.00165048j 0.00265402+0.00199195j 0.000223122+0.00180412j 0.000475926-0.00442643j 0.000400685+0.00275826j -0.000698376-0.00168888j -0.00713186-0.00418982j 0.00137791+0.00523868j -0.00191119-0.00211693j 0.0012216-0.0053688j 0.00360661+0.00410946j -0.00314125+0.00642514j -0.00646074+0.00151182j -0.00144795+0.00126054j -0.00193672+0.00672802j -0.00133708-0.000570521j -0.00116531-0.00156677j 0.000610116-0.00300394j 0.00158906-0.00201459j 0.00167056-0.000554468j -0.000495339-0.00176129j -0.00170798+8.68494e-05j -0.000500022+7.00414e-05j 0.00533637-0.00388828j -0.000577557-0.00297237j 0.00253545-0.00531681j -0.00301952+0.00345109j -0.00320301-0.00264065j 
