0.123771-0.0150528j -0.0120929-0.123811j -0.0477446-0.027399j -0.0344136+0.0568394j 0.0153266-0.0160263j -0.0300689-0.00666449j 0.00767095+0.00663956j -0.0371615-0.0045712j -0.0109857-0.00821985j 0.0210072-0.0045517j -0.00786633-0.015889j 0.0194495+0.0270409j -0.006059+0.0295521j -0.0266567+0.0128861j 0.0110049+0.0223164j -0.211503+0.0194808j -0.00909459-0.204728j -0.214892-0.0853539j -0.135624+0.242103j 0.230401+0.0508721j -0.0860101-0.105356j -0.000224751-0.0642238j -0.0761334-0.14772j -0.0881427-0.108817j 0.0131939-0.104325j 0.0953056-0.0479151j -0.00225862-0.0204955j 0.0283235+0.0346089j -0.0300083+0.20085j 0.0444793-0.0809364j -0.0204293+0.0856595j -0.0352553-0.146642j 0.126546-0.114738j -0.199516+0.136903j 0.185801+0.0871041j -0.397122+0.109003j -0.13074-0.420314j 0.0741494-0.110386j -0.112709-0.0415496j -0.0599052-0.0238567j 0.014173-0.0692349j -0.0151181+0.0568349j 0.109402-0.0137443j 0.073542+0.0193141j -0.0131662+0.0221629j 0.0488406+0.0385158j -0.00150953-2.56844e-05j 0.0125698+0.0190952j 0.0113569+0.0382832j -0.00135783-0.00120887j 0.0231653+0.0163746j 0.0163856+0.0223413j 0.0216231-0.00222368j -0.00633943-0.00514315j -0.021356-0.0121667j 0.0116351+0.0372749j -0.0115115+0.0148712j -0.00271602+0.0116987j -0.00321864-0.0102423j 0.0120262+0.00148065j 0.00595759+0.00612979j -0.0133063-0.0172477j -0.00726897+0.00449921j -0.000422312-0.0112374j 0.000947764+0.0126968j -0.00030958-0.00343655j 0.000762807-0.00898234j 0.00174183-0.00183701j -0.000289674-0.0069501j 0.00117044-0.0121803j 0.0125783-0.00374563j 0.000781724+0.0124872j -0.00629201-0.00836671j -0.00402169+0.001142j 0.00259289-0.00596106j 0.00796163+0.0025222j 0.0033406-0.0049998j -0.0159156-0.013841j 0.00588702+0.001406j 0.00295047+0.0197206j 0.00387514+0.0272694j -0.0104586-0.017339j -0.00087854+0.00575349j 0.00160609-0.0211058j -0.00827398+0.0149279j 0.00697398+0.00261664j 0.00844248-0.00679509j -0.0157298-0.0149659j -0.000982485-0.0322217j 0.0229379+0.000925024j 0.00117118-0.0273957j 0.0191182-0.0031749j -0.00336515-0.0338422j -0.0372287+0.00909721j -0.012005-0.0466027j 
-0.000713718-0.000161838j 2.247e-05-0.000929793j -0.00374802+0.00142676j -0.00337512-0.00702438j 0.00527213-0.00165596j 0.0052096-0.00202048j 0.00859787+0.00106273j -0.00018671+0.00329399j 0.00281904+0.0030062j -0.00767958-0.00426244j 0.00241945+0.00100389j 0.00324219+0.00982591j 0.00943425-0.000416676j -0.00365416+0.00172774j -0.00593391-0.00348655j -1.61468e-05-0.000321578j 0.000253848+0.000529463j -0.00244012+0.00108118j 0.00515289+0.00260345j -8.27431e-05-0.00788932j 0.00239621+0.00944939j -0.00176707+0.000296122j 0.00736181-0.0121823j -0.000486782-0.000801236j -0.0118637+0.00445923j -0.0073548+0.00263744j 0.013699-0.00550636j -0.00783673-0.00247189j 0.0044247-0.000407845j 0.00348982+0.00625271j 0.00127496-0.00157615j 0.0075139+0.00432004j 0.00251864+0.00708016j -0.00175093+0.0035497j 0.00119695+0.00561263j -0.000922773-0.00101558j 0.000732332-0.00142873j 0.000745481-0.00338755j -0.00373531-0.000118425j -0.00334592-0.00181404j 0.00152869-0.000839317j 0.00191659-0.00144143j 0.00357908-0.00161528j 0.0045377+0.0056713j -0.00224211+0.00504261j 0.00443978+0.00870659j -0.00136398-0.00125652j -0.00619352+0.0074539j 0.00170103-0.000206216j -0.00737655-0.00631772j 0.000487247+0.00291152j 0.00144603+0.00186192j 0.00263751-0.0104706j -0.000362163-0.00474138j -0.00216637-0.00929332j -0.0054247-0.00404959j 0.000468532+0.00062453j -0.00107504+0.00573346j 0.000630881+0.000399861j 0.00384613-0.000460078j -0.00668173+0.0021188j 0.0166924+0.00612188j 0.00601431+0.00696857j 0.00805243+0.00393862j -0.000158166+0.00236344j 0.00111996+0.00213607j -5.44828e-05+0.00138583j 0.00866323+0.00764655j -0.00168803-0.00678847j -0.00280477-0.00694835j -0.0072338+0.012603j -0.00886075+0.00181372j 0.00268498+0.000620533j -0.00118886-0.000520349j 0.0052059+0.00773729j 0.00641337+0.00167974j 0.00360554+0.00239679j 0.00688067+0.00533212j 0.000690568-0.00167989j 0.00518018+0.000376796j 0.00315839-0.00354173j 0.00108364+0.00285877j 0.000426622+0.00207387j -0.00112259-0.00827221j -0.0033249-0.00531611j 0.000451247-0.000116886j -0.000308641-0.00458777j -0.00192732+0.00286374j -0.000444413+0.0128518j 0.00287426+0.000491544j -0.000788753-0.00247154j -0.000760742+0.00315688j -0.000321183-0.00193903j -0.00145377+0.00401336j -0.00518669+0.000137889j 
-0.000969377-0.00111559j 0.00167083-0.000588446j -0.00794318-0.00206487j 0.00364964-0.00434434j 0.00468012+0.00874071j -0.00379308-0.000955732j 0.00590048+0.0041832j 0.00280235+0.00649717j 0.00234854+0.0015269j -0.00359573-0.000285413j 0.00311471+0.00706083j -0.00122741+0.00702311j 0.00233623+0.00379128j -0.00288831+0.000989179j -0.00332307-0.00214838j 0.000745595-0.00183022j 0.000735081+0.00331185j 0.00742031+0.00383238j -0.0016799+0.00420913j 0.00569708+0.00776562j -0.00554599+0.000939684j -0.00105255+0.00174527j -0.00594682+0.00461201j 0.00512053+0.00595159j 0.00321271+0.000376941j 0.0121017-0.000881995j -0.00822182+0.00109174j 0.00272131+0.0103325j 0.000563925+0.00178633j 0.00530257-0.00143871j 0.000719353+0.000429362j -0.00307019-3.11865e-05j -0.00294+0.0042003j 0.00105861+0.00299828j -0.00163334+0.00524148j 0.00302951+0.00110246j 0.000390196+0.0011582j -0.00248569+0.00134866j 0.00212519+0.00275018j 0.00461242+0.00424035j -0.00545763-0.000210871j -0.00313504+0.00470128j 0.00093359+0.00139758j 0.00439783-0.00277915j -0.00459076+0.00095437j 0.00200893+0.00644889j 0.00864454-0.00538617j 0.00716758+0.00171841j -0.0115131-0.000604205j 0.00622809+0.00135156j -0.000779389+0.00087654j -0.0027589+0.00551489j 0.00148332-0.00538373j 0.0108101-0.00183212j 0.00717167+0.00160239j 0.00630777+0.00266836j 0.0020496+3.77818e-05j 0.00672047-0.0019649j 0.0138003-0.00385306j -0.00177927-0.00785587j 0.00158821-0.00179987j -0.000781261-0.000943429j 0.00284875-0.0107741j -0.00932438-0.00281857j -0.00189485-0.000810706j -0.000294143+0.00406034j 0.0060796+0.00342865j 0.000378087-0.00031192j 0.00686708+0.000885533j 0.00891562+0.0151338j 0.0153188-0.00604828j 0.00518294-0.00436803j -0.00480396+0.00314948j 0.00242083+0.00398481j 0.00213212+0.00473873j -0.00645593+0.000378557j -0.00376956-0.00432181j -0.00143899-0.00499822j -0.00132041+0.00316805j -0.000688638+0.000142017j -0.00662032-0.00397947j -0.0015472+0.00133417j 0.00307476-0.00192093j 0.00335397-0.00469026j 0.00270608-0.00503405j -0.00256758+0.000465786j 0.00729145+0.00221896j 0.000497065-0.00717935j 0.00229087+0.00791043j -0.00134791-0.00116877j -0.00185981+0.000625068j -0.000498142+0.00509347j 0.00398266-0.00124819j -0.000109395+0.00229141j -0.00301325+0.00102401j 
0.000207636+0.00151741j -0.00181284+0.00155399j 0.00385072+0.00548623j -0.00544567+0.00970386j 0.00218208+0.00983841j 0.00434812-0.00879826j 0.00299637-0.00248777j 0.00408268-0.000830009j 0.00515292-0.00659635j 0.00219177-0.00369934j -0.00173299+0.0141047j 0.00699281+0.00158347j -0.00118895-0.00143714j 0.00142737-0.00036333j 0.00167584+0.00298237j -0.00109918-0.00189263j 0.00297829-0.00051681j -0.00347104+0.0085233j 0.000649386-0.00164116j -0.000241416+0.00835766j -0.000361888-0.000975618j -0.000919719+0.00133396j 0.00136972-0.00281678j 0.000573094-0.0073885j -0.00478868+0.00347125j -0.00664174-0.0014181j -0.0013138+0.00291116j 0.0115899-0.00207187j -0.00299511-0.00777376j -0.000810184-0.00507057j 0.00172414+0.00137024j -0.0068764-0.00730384j -0.0024811+0.00490209j -0.00424098+0.00710925j -0.00172442-0.00127905j -0.000215395+0.000632895j 0.00289545+0.000581125j 0.000462123+0.00130306j 0.00118185-0.000666449j 0.00426625-0.00132752j 0.00232344+0.00484456j 0.00731838+7.32862e-05j -0.0016012-0.00745448j -0.00447906-0.00492482j -0.00502204+0.00100263j 0.00159471-0.00109515j 0.00446982+0.00639177j -0.00259634+0.00158258j 0.00597438-0.00535254j 0.00308168+0.0143706j 0.00389564+0.00472389j -0.00367254+0.00449522j 0.00152929+0.000221678j 0.00569576+0.00331482j -0.00269626+0.00275073j 0.00658903-0.0018806j -0.00616693-0.00360892j 0.00390695-0.00247161j -0.00293402-0.0064068j -0.000787811+0.00466948j -0.00119875-0.000537007j -0.00476868+0.00270709j 0.00208379+0.00494025j 0.00103225+0.00857224j 0.00151035-0.00136805j -0.00414396-1.05886e-05j 0.00339835-0.00330845j 0.00721856-0.00873983j -0.00604097-0.00278281j 0.00125142-0.00361589j -0.0119822-0.00138272j -0.000519516+0.00753795j 0.00174521+0.00156585j 0.00377957-0.000888131j -0.00858232-0.00269687j 0.00547241-0.00331134j -0.00340594-0.0084071j -0.000522408-0.00426577j 0.00167063+0.00757794j 0.0057307+0.00358719j -0.0111136-0.00102079j -0.00482649+0.00637885j 0.00113699-0.000396049j 0.00330997+0.00533906j -2.43006e-05+0.000576246j 0.00163605+0.00188405j 0.00939884-0.00130565j -0.00222487-0.0118492j 0.00100007-0.00373848j -0.00119987-0.000343813j 0.000126862+0.00108493j -0.00126333-0.000667343j 0.000612645+0.000586914j 0.00188374-0.00138658j 0.00165522+0.00115713j 
0.000870347+0.00192064j -0.000950996+0.000694664j 0.00713892+0.00469424j -0.0068765-0.000645792j 3.82866e-05-0.0108446j 0.0117217-0.00509685j 0.00288524-0.00515417j -0.00512459-0.00495615j -5.19687e-05-0.00203208j -6.65065e-05-0.00531396j -0.00193751-0.00489019j 0.00273196+0.00101065j 0.00705599-0.00344418j -0.000594152+0.00031404j -0.000756826-0.00163811j 0.00140382-0.00202032j 0.00394321+0.00131532j 0.00526459-0.00387319j -0.00326107+0.00090949j 0.00626193+0.00486962j -0.0048255-0.00251351j 0.000634475+0.00109097j -0.00469106+0.0123818j 0.00622326+0.00529376j 0.00750111+0.000294923j 0.0030009-0.00499178j -0.0083788+0.0034315j 0.00278714+0.00526667j 0.00420732+0.00480205j 0.00354889-0.00608374j 0.00105197+0.000837686j -0.0045873+0.00231053j -0.00240011-0.000686265j 0.000799031-0.00121241j -0.00445065+0.000115472j 0.000751026+0.000182975j 0.000241759+0.000770738j -0.00340833-0.00257351j -0.00332778+0.00353826j -6.2349e-05+0.00221674j -0.00441196+0.00204007j 0.00284478-0.000887679j -0.000161201-0.000534462j -0.00712364+0.00224819j 0.000469843+0.000496394j 0.000128647-0.000789888j 0.00124705-0.000411862j -0.00306177-0.00337177j 0.00391938+0.00812251j 0.000345342-0.00281477j -0.000593885-0.000194879j 0.00282845-0.00322692j 0.00372527-0.00112526j 0.00197056-0.00251698j -0.00942078-0.00705159j 0.00210648-0.00678931j -0.00358516-0.00578396j 0.00356921+0.000343855j -0.00130873-0.00182945j 0.000987354+0.00243308j -0.00563049-0.00257604j 0.0011048-0.00299464j -0.00106519-0.00484122j -0.00469288-0.00173222j 0.0041149+0.0042165j -0.00149886-0.000662472j -0.00363799-0.00231318j -0.00137589+0.00597935j -0.000260205-0.00769971j 0.00212507-0.00281304j -0.00388775-0.000998053j -0.00536359+0.00104455j 0.00214539+0.00514548j -0.00220694-0.00204147j -0.00130121-0.00127328j -0.00790776-0.00131278j -0.00144681-0.00112576j 0.00836497-0.00686278j -0.00312033+0.00340638j -0.00682708-0.00495818j -0.00330126-0.0016726j 0.00823548-0.00478203j -0.00149969-0.0022372j -0.00206053-0.00341867j -0.00158104-0.00321562j -3.26324e-05+0.00207816j -0.00274744+0.00196228j 0.00293786+0.00426835j -0.00205156+0.00238427j 0.00160684-0.000668688j -0.000343918-0.00137814j -0.00234478+0.000132114j 0.00074713+0.00104234j 0.00155072+0.00068777j -0.000706243+0.00114251j 
-0.00102473-0.000347295j -0.000149761-0.000450996j -0.00239644+0.00379429j -0.00284949+0.0024146j 0.00606562+0.0101589j -0.00137439-0.007833j 0.004919-0.0026099j 0.00544737+0.00377395j 0.00436493-0.00457074j -0.00205948-0.00223951j 0.00314115+0.0136192j 0.00540772+0.00620779j 0.00213439+0.000281748j 0.000132062+0.00127751j -0.00198961+0.00147091j 0.000725546+0.00144027j -0.00127331+0.00102727j 0.00109053-0.00345852j 0.00233581+0.000811048j 0.0127384+0.000434305j 0.0102888-0.00770087j -0.000621939+0.0172074j 0.00143393-0.00142124j 0.00616246+0.00629445j 0.00500837-0.00243315j -0.0074735-0.00302183j -0.00357966-0.00399215j -0.00460853-0.00543887j 0.00194175+0.00619924j 0.00771569-0.00734719j -0.0108712-0.0110492j 0.000133591+0.00289164j -0.0124126+0.0089529j 0.00325689+0.00208424j -0.000235477-0.00623341j -0.00348425-0.000995425j -0.000606808-0.00186554j -0.000285313-4.22238e-05j -0.000499836-2.73437e-05j -0.00362132-0.00127205j 0.00103927-0.0024441j -0.00249874-0.00224357j -0.00213644+0.00265284j -0.00218575+0.00153884j 0.00391348-0.00106825j -0.00280313-0.00801013j -0.00932969-0.0030726j 0.00225107-0.00851342j 0.00397417+0.00263802j -0.00467911-0.00149474j 0.0107921+0.003777j -0.00435073+0.00048322j 0.000443615-0.00228703j -0.00470333+0.00996785j -0.000475783-0.00093476j -0.000733671+0.00107923j -0.00871773+0.00312187j -0.00135261-0.00380827j -0.00443999+0.00300673j -0.00199522+0.00346031j 0.00252727-0.00172067j 0.00136452-0.00262839j 0.0012392+6.16586e-05j 0.00304963-0.00168498j 0.00556322+0.00485011j -0.00605118-0.00270274j 5.55078e-05-0.00306145j -0.00543739-0.000520084j 0.00257458-0.00380321j -0.00466139+0.00225341j 0.00251522+0.00516099j 0.00369455-0.00507948j 0.00447183+0.0006462j -0.00531671+0.00285638j -0.00308009-0.00260165j 0.000771965-0.00162554j -6.27608e-06+0.0092624j 0.00405364+6.41453e-05j -0.000148371+0.00836567j -0.00152307+0.00115992j -0.00227202+0.00327331j -0.0022425+0.0018951j -0.00956106-0.00761951j -0.00869583-0.00253917j 0.00127657+0.00120011j 0.00221715-0.00466747j -0.00866235-0.00144441j -0.00325719+0.00693019j -7.75368e-05-0.00894532j 0.00539348-3.00972e-05j 0.00145229-0.00474719j -0.00244943-0.00230076j -0.0012138+0.00356852j 0.000623502-0.000549271j 0.00104744+5.70216e-05j 
0.000262055-0.000409561j -0.00108717+8.89084e-06j 0.00120862+2.86359e-07j -0.000390681+0.00622523j -0.00476214+0.00564321j -0.00362797+0.000792611j -0.00564126+0.000793048j 0.00177-0.000417961j -0.000498871-0.00217825j 0.00546156+0.00283712j -0.00267658+0.00459997j -0.000571971-0.00337997j -0.00689243-0.0011111j 0.0033363-0.000344885j 0.0029354+0.00291058j 9.79532e-05+0.00316253j -0.00126561-0.00137905j -0.000988428-0.00854337j -0.000430481+0.00302138j -0.00156034-0.00760549j -0.00236655+0.00394301j -0.00407151-0.00470957j 0.00314815+0.00110367j -0.00376552+0.00521872j 0.00341353-0.00519525j 0.0105209+0.00207873j 0.00389727-0.00118398j -0.008183+0.00198426j 0.000464582+0.00368679j -0.00220109+0.00758873j 0.00291237+0.000932423j 0.00803036+0.00453995j 0.00427737-0.00626475j 0.00267327-0.0075332j 0.00363032+0.00285803j 0.000773187-0.000274979j -0.00190339-0.000708858j -0.00101617-0.000247031j -0.000812652+0.00113917j 0.000879371+0.000340405j -0.00161729+0.00337704j -0.000451214-0.00516468j -0.00700893+0.00273416j 0.00246699-0.00620519j -0.0133001-0.00388748j 0.00249821+0.0101515j 0.000380266-0.0024828j -0.00191901-0.00821012j 0.00596837-0.00181534j 0.00483053-0.000703183j -0.00472967+0.00315787j 0.00260857-0.00468177j -0.00422939+0.00691409j 0.000211884-0.00286346j 0.00178862+0.00153957j 0.00317958+0.00124719j 0.00205202+0.000874218j -0.00257198+0.00109161j -0.00221923+4.64509e-06j -0.00276049+0.00290108j 0.000957661+0.00396226j -0.00765673-0.000601351j -0.00313512-0.00349281j -0.00453486-0.00489527j -0.00851885+0.00081828j -0.000829759+0.00095566j -0.00291468+0.00181131j -0.00262558+0.00239172j 0.00230636+0.00345662j 0.0050575-0.00448431j -0.000797318-0.00683876j 0.00256432-0.00299767j 0.00138493+0.0031827j -0.00274274-0.00130385j -0.00200545+0.000959271j -0.0114783+0.00210864j -0.000501695-0.00465695j 0.0066079-0.00440498j -0.00203548+0.000733639j -0.00302893-0.00277814j 0.00581021+0.004352j 1.1397e-05-0.00575614j -0.00120085+0.0105891j 0.00213529-0.00556174j 9.67065e-05+0.000818751j -0.00083547-0.00902526j 0.000525028-0.00454674j -0.000300569-0.00571773j 0.0107555+0.00170605j -0.00306374+0.000407711j 0.000906393+0.00265745j -0.00401143-0.00360298j -0.00499325+0.00541076j -0.00478473+0.00055329j 0.00053914-0.00510939j 
0.00242719-0.00126544j 0.00042671+0.000746682j 0.00138955-0.00624224j 0.00892189+0.00374328j 0.00499864+0.00513028j -0.00327107+0.00225948j 0.00345345+0.00294188j 0.0022044+0.000899734j 0.00463414-0.00011543j -0.0019081+0.00186314j 0.00133063+0.00228481j 0.000834643-0.00435434j -0.00579203+0.00272517j -0.00220973-0.00185347j 0.00238566-0.000663017j 0.000833147-0.000607285j 0.000166527-0.000928174j -4.24522e-05+0.00221216j 0.00600448+0.00290759j 0.00851345-0.00762286j 0.00526051+0.00325505j 0.00216313+0.00866302j 0.00494744-0.0139232j 0.00117637+0.000388572j -0.00688229-0.00568881j 0.00642713+0.00182237j 0.00322655-0.00643591j -0.00589516+4.01159e-05j -0.00259862-0.0019022j 0.00264369+0.00560697j -0.00882723-0.0063051j 0.00547432-0.000812343j -0.00152231+0.00896306j 0.000901818+0.00272484j 0.00557629+0.00418024j 0.000680497+0.000373975j -0.00167428-0.000936189j -0.00327008-0.00329186j -0.00323031+0.00362908j 0.00160097+0.00084851j -0.0034171+0.000622482j 0.00124995+0.00351494j 0.00703946+0.00120324j -0.00411828+0.0116851j 0.00594595+0.00299946j -0.00527453-0.00451356j -0.000811528-0.00931808j 0.00691735+0.00257477j -0.00909674-0.000860508j -0.000785112-0.000212824j 0.00106954-0.00382581j -0.000422191+0.000512517j 0.00369291-0.000761452j 0.00865582+0.00463338j 0.00709303-0.00240571j -0.000364056-0.000108054j 0.00242318-0.00657885j 0.00867145-0.000935617j 0.00278911-0.00703247j -0.00185436+0.0010161j 0.00275386-0.000683932j -0.00727402-0.000751478j -0.00802035-0.00524175j -0.00737332-0.00205919j 0.000259766-0.00786012j -0.00067671+0.00413811j 0.00816473+0.00124218j -0.00556752+0.00212402j 0.00449569-0.00113563j 0.00589918+0.00651689j 0.000420561-0.00715677j -0.0036809-0.00399171j -0.000881246+0.00269359j 0.00579659-0.000285461j -0.00108411-0.000145943j -0.00586514+0.00342407j -0.00826511-0.00399471j -0.00353235-0.00709001j -0.00757735+0.00514999j -0.00339375+0.00839583j -0.00799935-0.000327844j 0.0035202+0.00261564j -0.000256431-0.0027524j -0.00231749+0.00170747j 0.00317994+0.00239134j -0.00306288+0.000164914j -0.00630459+0.00206292j 9.68881e-05+0.0110973j -0.00486448+0.00366038j -0.00343789+0.00237718j 0.000972022+0.00191701j 0.00391296+0.0052783j 0.00457531-0.00363848j 0.000100144+0.000664244j -0.000880797+0.000424112j 
-0.00414728+0.000950834j -0.00136914-0.000114763j -0.00404376+0.00915271j -0.00647103+0.00358947j -0.00530908+0.00505579j -0.00715828+0.0015175j -0.0120296-0.00238485j 0.00369459-0.00206391j -0.00658691-0.0049927j 0.00989443+0.00306572j 0.00141332+0.0066757j -0.00134828+0.00179446j -0.00288443-0.00228859j 0.00764105+0.00209201j 0.00151441+0.00501436j 0.000886892+0.00293653j -0.000129124+0.00243379j -0.00294596+0.000785021j 0.00705414+0.000424414j -0.00174935-0.00454708j 0.00209118+0.000806721j -0.00112486+0.00044121j 0.000109282-0.0101959j -0.0021759+0.00037662j -0.00608539-0.00106215j 0.00456489+0.00582363j 0.00575441-0.0038048j -0.00406388+0.00085453j -0.00361705-0.00259415j -0.00160788+0.00452423j -0.00184596-0.000315833j 0.0044064-0.00239754j 0.00125038+0.00285342j 8.86523e-05+0.00159992j 0.00461679+0.00181663j -0.000323119+0.00117841j 8.79923e-05-0.00117532j 0.00602415-0.00223845j -0.00204843-0.00414349j -0.000658031-0.00269784j 0.00613042-0.00101889j -0.00783471-3.24621e-06j -0.000600179+0.00308789j 0.0107219+0.00326057j 0.000766496-0.0031092j 0.000407834-0.00209374j -0.0116462-0.00132302j 0.00462675-0.00489473j -0.00309271+0.000350721j -0.00829885-0.00416332j 0.00122202+0.00251801j 0.000140283+0.00159818j -0.00522185+0.00495496j -0.00589664+0.00611961j 0.0106214-0.00308482j -0.00143247+0.00832331j 0.0055032+0.00539288j -0.00584437+0.00499277j -0.00160692+0.00103522j -0.0043256+0.00287501j 0.00332478+0.00161569j 0.00145949+0.000311228j -5.37275e-05+0.00484825j 0.0045886-0.00346326j -0.00515567-0.00195873j 0.000446659+0.00072937j 0.0050596+0.00250582j -0.00580691+0.0023096j 0.00544397+0.00334065j -0.0003882-0.000747491j 0.00479908-0.000614171j -0.00169933-0.00803968j -0.00145575-0.000397866j 6.82364e-05+0.001073j 0.00474721+0.000988127j 0.00583029+0.00185445j 0.00649647+0.00625428j 0.00092911+0.00914755j -0.00261919-0.00234092j 0.00648885+0.00236485j 0.00918177+0.00167471j -0.00483536+0.00418501j -0.00442211+0.0048849j -0.00361243+0.00034177j -0.000506752+0.00194768j -0.00306593-0.0070221j -0.0107031-0.00443767j -0.00175343+0.00743037j 0.00457759-0.0015886j 0.00120446-3.41701e-06j 0.000211193-0.0010175j 0.000398406-0.00446072j -0.00620327+0.00380578j -0.00483113+0.00171455j -0.000784793-0.00449312j 
0.00222123+0.00138162j -0.00412668+0.00373699j 0.0139154-0.000644118j -0.0020261+0.0111127j -0.000940562-0.00378986j 0.00942182-0.00622425j 0.000859177-0.00347112j -0.0043492-0.00650224j 0.00319476-0.00551414j 0.00263647-0.00459559j -0.00353973+0.000430789j 0.00499416-0.00729793j -0.00296987-0.00342107j -0.000390837-0.00205413j 0.00420775+9.93756e-05j 0.00194535+0.00171778j 0.000608001-0.00172601j 0.00250882-0.000336243j 0.00162405+0.00125932j 0.00722673-0.00291057j -0.00286286+0.0063937j 0.001768+0.00106584j 0.00153621-0.00310714j 0.00197671+0.0031937j -0.00154424-0.00320538j 0.0110053+1.43296e-05j -0.00184015-0.000737326j -0.000995834+0.00474569j -0.000326684-0.000147316j 0.00236834+0.00361218j -0.00167467-0.00199525j 0.00155745+0.000455874j 0.00066658+0.00375393j 0.00165437+0.0020569j 0.0028325+0.00612719j 0.00257412-0.000602154j -0.000354721-0.00064177j -0.000586291+0.00432525j 0.00547566+0.000552966j -0.0026589-0.00695184j 0.0047907-0.00554155j 0.00767117+0.00600745j 0.0062779-0.00283055j 0.00127455+0.00106829j 0.000769995+0.00471298j -0.000530329+0.00131497j 0.00147191+0.00148375j -0.000250034+0.0103291j -0.00122608-0.00919465j -0.00502053+0.00653082j -0.00213425-0.00312835j 0.000948046-0.00109052j -0.00103321-0.000706294j 0.000822802+0.00127391j 0.00405344+0.0032985j -0.00614796+0.00560346j 0.00456203-0.000720807j 0.000978527+0.00186539j -0.00441533-3.79851e-05j 0.000969627+0.00259004j 0.00293641+0.00591998j 0.00323907+0.00402597j 0.0034476+0.00929288j 0.00762843+0.00599947j -0.00427894-0.00324016j 0.00414731+0.00133944j 0.00404813-0.00211949j 0.00601685-0.00597947j -0.00525681+0.00423237j -0.00530098-0.00383524j -0.00853629+0.00379488j -0.000907089+0.00853207j 0.0012658-0.00297346j 0.00254482-0.00222673j 0.00130447-0.00173633j 0.0146782-0.00247034j 0.000493316-0.00246905j -0.00173116+0.00775195j 0.0056589-0.00384326j 0.006498+0.00239749j -0.00217921-3.11194e-05j -0.00180364+0.0109333j 0.00462494+0.00263875j 0.00344592+0.00813655j 8.32373e-05+0.00717688j 0.00424745+0.00194898j 0.00470869-0.000681061j -0.00373263-0.00140129j -0.00485356+0.00174285j -0.00209739+0.00223476j 0.00113419+0.00047121j 0.0039014+0.00469013j 0.00517338-0.00409378j -0.00134457+0.00306369j -0.00355522-0.000865087j 
0.00404693-0.00415747j -0.000201372-0.00192691j -0.00245497-0.00576779j 0.00400288-0.00566615j 0.00517855-0.00351911j 0.00520108+0.00225575j 0.00887584+0.00155205j 0.000829604+0.000671122j 0.00668431+0.00372324j -0.00658413+0.00117927j -0.00160481-0.00417309j 0.000286676-0.000539917j 0.00182237+0.00335891j -0.00444566-0.000701497j -0.0012954-0.00213622j -0.00362237+0.00332734j -0.00745626-0.00554859j -0.0102323+0.00240658j -0.000625056-0.00600582j -0.0122341-0.0017542j 0.00864043-0.00466906j 0.000764227-0.00133695j 0.00579245-0.0069879j -0.00978283-0.00671765j -0.00247089+0.00406428j -0.0182835+0.00426244j 0.00733689-0.00314728j -0.0021109-0.0142968j -0.0023704-0.00134292j -0.00453316+0.000356244j -0.000812726-0.00132398j 0.0035701-0.00236288j 0.00101969-0.00546315j -0.00286305-0.00177727j -7.79019e-05-0.00725609j -0.00445324-0.000541176j -0.000651262-0.00126713j 0.00446057+0.00328481j 0.00419054-0.00543174j 0.000792549+0.00137099j -0.00108019+0.000670717j -0.00280043+0.00169797j 0.00324002+0.00244105j 0.00265253-0.0102407j 0.00315003-0.00323241j -0.00218858-0.00185861j 0.0019948+0.00481642j 0.00170997-0.00209874j -0.00480051+0.00710813j 0.00310633-5.82953e-05j 0.00248478+0.00146379j -0.00312061+0.00966705j -0.000844295+0.00180245j -0.00186289-0.00149278j 0.00315838+0.00261167j 0.00643669+0.00249063j 0.00222118+0.00642066j -0.00285496-0.00283453j 0.0075307+0.000608866j -0.00236604-0.00735662j 0.000283696-0.00187444j 0.00183581+0.00334484j -0.000704513-0.00019407j -0.00099137+0.00315915j 0.00375404+0.00140074j -0.000569962+0.00018994j -0.00114189+0.00151123j 0.00069017-0.00157131j 0.00318728-0.00159221j 0.00517263+0.00640902j 0.00635215-0.00320493j 0.00500412-0.0032352j -0.00451409-0.00366246j 0.00308669+0.0034468j 0.00404604+0.000505816j 0.00443274+0.00197852j 0.00400769+0.0026863j -0.0082013+0.00643247j 0.00212792-0.00463854j 0.00493397+0.00308238j 0.00244964-0.00340931j -0.00843919+0.000606041j 0.00200842-0.00406807j 0.00406559-0.00113213j -0.000699649-0.00403731j -0.00194851+0.00473718j 0.00382164-0.00173036j -0.00277872-0.00607525j -0.00108108-0.00639103j -0.000836285-0.00186023j -0.00174721+0.0022163j 0.00225202-0.00184105j 0.000434119-0.00317905j -0.000755547-0.000626693j 0.000235784-0.00142154j 
