-0.141195+0.124858j 0.120776+0.164905j -0.230323+0.0780471j -0.0281299-0.234369j -0.125958+0.06353j 0.0952071+0.0637347j -0.0441512-0.148181j 0.209247+0.00578966j -0.0194897-0.0481936j 0.0304405-0.00702178j -0.05123-0.072752j 0.0131611+0.078483j -0.1057+0.137952j 0.049807+0.0468455j 0.035424+0.0372287j -0.0341385+0.0423103j 0.011913+0.0150023j -0.0203387-0.0508331j -0.0286334+0.0138611j 0.175127+0.121478j -0.0886729+0.0408399j 0.0276371-0.0330742j -0.071499-0.0601919j 0.0916994+0.0608499j 0.0187893+0.017034j -0.0981881+0.03852j -0.00872285+0.0948556j -0.13917-0.065762j -0.0147677-0.0427844j 0.0420247+0.0935963j -0.0054635+0.116565j -0.0711187-0.0158136j 0.0066321+0.0514823j -0.0161942-0.0170163j -0.0219071-0.0487447j -0.00863934-0.0498352j 0.013693+0.0312797j -0.0299697+0.024884j -0.104146-0.00209868j 0.0414143-0.05909j -0.068085-0.0443452j -0.00480424+0.0279541j 0.0202196+0.0626983j -0.022937+0.0906427j -0.0400351-0.0308879j -0.045997-0.0886783j 0.0953042+0.00466653j -0.0260094-0.021083j -0.0597477+0.113862j -0.0461837+0.0966159j 0.0657037-0.0425065j -0.0465499-0.0702033j 0.108365+0.044013j 0.000971513+0.0327045j 0.0118998+0.0475966j 0.0630249+0.0806599j 0.0400043+0.0226161j -0.00307442+0.0757308j 0.0457014-0.0873601j -0.0428637+0.0134615j 0.0500058+0.0921003j 0.0584495+0.0698394j -0.0456123-0.179554j 0.0317674-0.0818142j -0.106811-0.0851727j 0.131114-0.0563347j -0.14963-0.135341j -0.173085+0.120942j 0.152045+0.100554j -0.125228+0.166209j 
-0.00161536-0.0149207j -0.0125609+0.000418121j -0.0121547+0.0123032j -0.00614678-0.010695j 0.0179712+0.0205338j 0.00741077-0.00599621j -0.00059445+0.0165322j -0.00397359+0.0105608j -0.000891553-0.0276095j -0.0220539+0.0081703j -0.00100651+0.00225341j 0.00611009-0.00236282j -0.00329896-0.00508646j -0.00998307+0.0230458j -0.00653638+0.00870975j -0.00133046-0.0108317j -0.0109191-0.00978865j -0.00683404-0.0156171j -0.000234121-0.00627736j 0.0102975-0.0141249j 0.00419159+0.00284846j 0.00918452-0.00742845j 0.0042713-0.00888248j 0.00684623-0.0131243j 0.0258292+0.0156291j 0.0143213+0.00162155j -0.00566556-0.0159707j 0.00216591-0.0182078j -0.0206938-0.00852936j 0.000125033-0.00826572j -0.00874016-0.0074521j 0.00177417-0.00474256j 0.0198956-0.00799226j 0.0110661-0.00192551j -0.0038697-0.00365524j -0.0157598-0.00475132j 0.000138352+0.00272989j 0.00933087-0.0198992j 0.0145773+0.00121101j -0.00321603-0.0219105j 0.000879343-0.000846758j 0.00851975-0.00386283j -0.0290954+0.0063139j 0.00120457-0.00451175j -0.0180308-0.00765072j 0.00441816+0.00188162j 0.0457231+0.0123642j -0.00522687+0.00679377j 0.0126988+0.012138j 0.00611106-0.0408227j 0.000566457-0.0202775j -0.0203909+0.000105337j -0.00685833+0.00368787j -0.00228123-0.00519181j -0.0147722-1.99619e-05j 0.00304205+0.00758626j 0.00660584+0.00383834j -0.0192359+0.00277764j -0.00919265-0.0274078j 0.010393-0.0142321j -0.0170299+0.00620781j -0.00438271-0.00147354j 0.0112596+0.0107079j -0.00598951+0.0156136j -0.00971781+0.00726104j -0.0116087-0.00504211j -0.00225702-0.0125939j -0.0103354+0.00546798j -0.00493059-0.00180269j 0.000834389-0.00548937j 
-0.0135672-0.000537396j 0.000626809+0.0144968j -0.00627402+0.00520943j -0.00967472-0.00589787j -0.0120495+0.00915993j 0.0075196+0.00476861j -0.0115416-0.0105745j 0.00640546-0.0147947j 0.00365707-0.00596492j -0.00067993+0.000891638j -0.00218756-0.0075819j 0.0111062-0.00768914j 0.00546772-4.86617e-05j 0.0073846+1.61247e-06j 0.00236734-0.00489652j -0.000956207+0.00745877j 0.00190184-0.000706063j 0.00339758-0.00366257j -0.000578716-0.00598358j 0.00460824-0.00206138j -0.00332618+0.00396405j -9.4636e-05-0.00695355j -0.00143439-0.000742088j -0.00421418-0.00701038j -0.00119703-0.00694216j 0.00358008+0.00913774j -0.0027917+0.00436432j -0.00194473-0.000768067j -0.00431839+0.00150211j -0.00746462-0.000186556j 0.00924666+0.00135649j 0.00277923+0.00430047j 0.00532115-0.00423037j -0.00382391+0.00563618j 0.00236084+0.00328914j 0.000122891+0.000837453j 0.000305917+0.00169405j 0.00127487-0.0078227j 0.00288335+0.0100169j -0.00895562+0.0035141j -0.00587036-0.000144736j 0.0037994+0.00573883j -0.00373596+0.000247884j -0.00284442-0.00587983j 0.0032384-0.00413221j -0.00326719+0.0061044j 0.0027371+0.00373262j 0.00746054-0.00342739j 0.000350642+0.00580261j 0.00528836+0.00423389j 0.00118777-0.00112758j 0.00421173-0.00221565j 0.00199065+0.00637745j -0.00608127-0.00221484j 0.000953524+0.00420891j 0.000968504+0.00254397j -0.000686588-0.00108801j 8.43999e-05+0.00280815j 0.00420342-0.00331753j 0.0032795+0.00382196j -0.00270156+0.00338426j -0.00973368-0.00167453j -0.00127168-0.0141991j 0.00952651-0.0029089j -0.000604483-0.00774883j 0.0145915+0.00117597j -0.00943035-0.00426626j -0.00439943+0.00530624j -0.000422035+0.0156165j -0.014618-0.00236122j 
0.00207792-0.0192286j -0.0230497-0.00100839j 0.0128953-0.0061985j 0.00726632+0.0177854j -0.00185546+0.00544366j 0.00407611+0.00938002j -0.000581199+0.0119884j -0.0148611-0.00113058j -0.00348641+0.00672434j 0.00882413+0.00541142j -0.00193209-0.0071135j -0.00321095-0.00918234j -0.00189556-0.00563658j 0.00270815+0.000573409j -0.00583628-0.00151986j 0.000903951-0.00428916j -0.00511281+0.00641079j -0.00452011-0.00264222j -0.00690603-0.00447871j 0.00273371-0.000879087j 0.000644978+0.00190097j -0.00508396+0.00240832j 0.00408809-0.00122521j -0.00520402+0.000855835j -0.00275639-0.00280883j -0.000883638-0.0011984j -0.00442365-0.00593032j 0.0089855-0.000739816j 0.00276592-0.00473925j -0.000953681-0.00696681j -0.0064291+0.00761553j 0.00215243-0.00212385j 0.00827965+0.00581029j -0.00377074-0.000141356j 0.00273758+0.00600136j 0.000807096+0.00177213j 0.000168437+0.000137522j 0.0112029-0.000585788j 0.000139311-0.000571897j -0.00752095-0.00296841j 0.00261824-0.00791817j -0.00240578+0.00540628j -0.00433853-0.00494122j 0.00589063-0.00770944j -0.00227221+0.00230776j 0.000231533-0.00181762j -0.0021246-0.00214586j 0.00551514+0.0054281j 0.00307417-0.00170358j 0.00254643+0.00336053j -0.00571917-0.000386416j -0.00304293+0.00514404j 0.00273065-0.00685052j -0.00447298-0.00489903j 0.00325043+0.00191107j 0.00418689-0.00481266j 0.00279078-0.00507562j 0.00379136-0.00621679j 0.000722732-0.00729171j 0.0030074-0.00375058j -0.001099+0.00262907j -0.00201765-0.000672254j -0.0129456+0.00279492j -0.00349671-0.00836667j -0.00584701+0.00882093j -0.00115411-0.00971528j -0.00225409+0.0147022j 0.0101636+0.00354766j -0.0229952-0.0026096j 0.00297951-0.0191709j 
-0.00196458-0.00418301j -0.00525254+0.0037546j 0.00531497+0.00393274j -0.00228082+0.00695074j -0.0042884+0.00283273j -0.000566577+0.00480565j -0.00388746+0.00606859j -0.00247573-0.00547579j -0.000376164+0.00284243j 0.00461977+0.000560334j 0.00272458-0.00441768j -0.00415872+0.0046807j -0.00290511-0.00318883j 0.00121301-0.000302794j -0.000184873+0.000627373j -9.64413e-05+0.000276289j -0.00307571+0.00387407j -0.00150012-0.00520287j -0.00340582-0.00141556j 0.00558706+0.00397042j -0.0018761+0.000721727j -0.000355421-0.00323163j 0.000539205-0.00159735j 0.00571902+0.0017921j -0.00420547-0.0033252j -0.00251111+0.00270835j -0.00665858-0.00169942j -0.00356712-0.00322948j -0.000474645+0.00114478j -0.00452144-0.00271257j 0.00299139-0.00168758j -0.00319333+0.00474333j 0.0041464-0.00195263j 0.000576997+0.000727994j 0.0029003-0.00204992j 0.0046365-0.00367246j -0.00092984-0.00283688j -0.00139622-0.000877602j 0.000434539+0.00201238j -0.00227285-0.000602789j -0.00132478-0.00410262j 0.00594315+0.000841633j -0.00312316+0.00354151j -0.00277056-0.00275686j 0.00403556-0.000246049j 0.00166929-0.00096435j 0.00239514+0.00125306j 0.00238278-0.00340051j 0.00184085+0.00676808j 0.00252015+0.00248995j 0.00136001+0.00402467j -0.000882658+0.0016793j 0.000428615+0.00165696j -0.00124853-0.00168534j 0.00140992-1.09196e-05j 0.00275275+0.000353652j -0.00219113+0.00098415j -0.000951839-0.00185235j 0.000532258-0.00222765j -0.000323689+0.00425455j -0.000894439+0.000231486j -0.00288759-0.00581594j -0.00156119-0.00142263j 0.00215508+0.00241347j 8.74865e-05-0.0026366j 0.00805032+0.00433101j -0.000937221+0.00281393j 0.00242704+0.00224048j -0.00196983+0.00487928j -0.00269952-0.000146567j 
-0.000280057+0.000789178j 0.00236128-0.00341952j -0.00298724-0.00375464j 0.00146586-0.00707694j 0.00740259-0.00239998j -0.000894128-0.0067829j -0.000896382-0.00858197j 0.00167671-0.00148732j -0.00122629-0.00230784j -0.0128234-0.00380842j -0.000259906+0.0131196j 0.0026337-0.00342468j 0.00595145-0.00574887j 0.000452384-0.00375165j -0.00382037-0.0016835j 0.0065867-0.00877891j -0.00371689-0.0044139j -0.00351256+0.00710084j 0.00916448+0.00208067j -0.00692724+0.00406731j 0.00709117-0.0144783j 0.00947276-0.00391536j -0.00406806+0.00555826j 0.00806825-0.00310535j 0.00800129+0.00436782j -0.00370776-0.00419784j 0.00661329-0.00478752j 0.00155406+0.00272896j 0.00140995-0.00247124j 0.00998554-0.00308402j -0.010975+0.000283773j 0.00427612-0.00487579j 0.00155587+0.00138859j 0.00259353-0.00707151j -0.00822088+0.00215692j -0.00299088+0.00591473j -0.00645158-0.000300771j 0.00981175+0.0025963j -0.0039137-0.00666557j -0.000708744-0.00951635j 0.00788994+0.00576548j -0.00914235-0.00522251j -0.00298605-0.00071321j 0.00881957+0.00618604j -0.000236392+0.00551797j 0.0043335-0.0103024j -0.011013-0.00856743j -0.00354598+0.0130202j 6.41937e-05-0.00212485j 0.00100659+0.00171691j 0.000546309+0.000705759j -0.00788288+0.00493414j 0.00283301-0.00684764j 0.0061777-0.00278727j -0.00458957-0.00100458j 0.00498055-0.00477335j -0.00437755+0.00131494j 0.00351437-0.000183543j 0.00791343+0.00142121j 0.000808238-0.0109095j -0.00384797+0.0071817j 0.00188097+0.0144542j 0.00195703+0.00163921j 0.00358593-0.0181879j 0.00232739+0.0062103j -0.00412061-0.0181681j 0.00239529+0.00837032j 0.00813277-0.00336508j -0.00713942+0.00190414j -0.00410518-0.0102588j 
-0.00591719+0.00613089j 0.00274239+0.00401001j -0.0109892-0.00360476j 0.00107558-0.00763008j -0.00788229-0.00274279j 0.00566881-0.000595394j -0.00609191-0.0131458j 0.0116743+0.00677619j 0.00898729-0.00733306j -0.0052922+0.00435883j -0.00525328-0.00272107j 0.00362153-0.0210644j 0.00246873+0.00568276j 0.00296283+0.00746333j 0.00531073-0.00704551j -0.00181663+0.0166699j 0.0102902-0.00311219j 0.0172007-0.00163232j 0.0101065+0.00272319j -0.00435992-0.00248746j -0.00112429-0.00785367j -0.0061146+0.00512187j 0.000868074-0.0069427j -0.0143235-0.00357j 0.0011268+0.00428083j 0.0167292+0.00386008j 0.00246458+0.00314476j -0.00979641+0.00128765j -0.00229786+0.0126446j -0.00247073+0.00989512j 0.00357768-0.0120962j 0.00431674+0.00467119j -0.0153434-0.0132109j 0.0101046-0.00369776j -0.00299865-0.000922177j -0.00101657-0.00635398j 0.00187948+0.00242585j -0.0198931-0.00122933j 0.00878085+0.00299807j 0.0199811+0.0013078j 0.00422615+0.011811j -0.00122812-0.005178j 0.0132231-0.00235668j -0.00606396+0.0116369j 0.0121822-0.00700105j -0.00932263+0.00880681j 0.00278192-0.000990773j -0.0100517-0.00639999j -0.00145414+0.0157j -0.00430441-0.01467j 0.00600762-0.00592616j 0.00591841+0.000341476j 0.00360904+0.00308039j 0.0064003-0.000141044j -0.00450333+0.00498817j -0.00357125+0.00357323j 0.00340018+0.0141737j 0.00177289+0.00102004j -0.00369428-0.00449468j -0.0122599-0.00365241j 0.00732207+0.00466596j 0.022989-0.00771412j -0.00643101-0.00783944j -0.0156452-0.00587103j 0.00200282-0.00268255j -0.0254828+0.00875615j 0.00184144+0.00187877j 0.00110507-0.000966164j -0.00196533-0.010203j 0.00309975+0.00115296j 
-0.0021434-0.00168285j -0.00154911+0.00166902j -0.00466791-0.000553074j 0.00375088-0.00326467j -0.00554718+0.00182034j -0.000820601+0.00457931j 0.00415046-0.00392052j 0.00633758+0.00343862j -0.00604285-0.00314836j 0.00509579+0.00511021j -0.0038893-0.0044571j 0.00543931-0.000791681j 0.000808529+0.00940356j 0.00217925+0.013348j -0.00121784-0.00562225j -0.00397583+0.00340698j -0.00177035-0.00432307j 0.00102554-0.0059647j -0.00674913-0.0071357j 0.00159649+0.000737455j -0.00383032+0.0186033j -0.00843324+0.00237742j 0.00782413-0.00494432j -0.0139826+0.00520354j -0.0046907-0.0106289j -0.000457508+0.00908762j 0.00122772+0.00041587j 0.00360523-0.00796945j -0.00867522+0.00158098j -0.00170833+0.00404058j 0.00965165+0.00499275j -0.0104349-0.00215979j 0.00706093+0.00664148j -0.00299583+0.0137064j 0.0144279+0.00845641j 0.00931389+0.00264213j 0.0135017+0.000208985j -0.00497025-0.00737912j 0.00151465+0.00844415j -0.00137469+0.0112973j -0.00533049-0.00307817j 0.0101625+0.0170343j -0.00103402-0.00190953j -0.00531101-0.00883272j -0.00664522+0.00659419j -0.000343355+0.00454468j 0.0162101+0.0104162j 0.0114414-0.00843421j -0.011892+0.00193632j -0.00069106+0.0028543j -0.0121716-0.00224241j 0.000312942-0.00971044j 0.0059819+0.00876645j -0.00790945+0.00134794j 0.00920037+0.000668466j -0.00252425+0.0111073j 0.0131721-0.00514289j 0.000660182+0.0035349j -0.00452326+0.00364933j 0.00157979+0.00644849j -0.00265764-0.00385336j -0.00838176-0.0107785j -0.0126954+0.0069387j 0.00263667+0.00928098j -0.00764402-0.00242994j 0.00417323+0.0111219j -0.00445197+0.00276399j 0.00327221+0.00467307j 0.00399354-0.000160832j -0.000892321+0.00537537j 
-0.000352008+0.0005179j 0.0013695-0.00265715j 0.00101165-0.00220821j 0.000443768-0.0005087j 0.00244114-1.73595e-05j 0.00414879-0.00106403j 0.00258626-0.00815267j 0.00172663+0.00327818j -0.000342359+0.000595475j -0.00481788+4.16218e-05j -0.000191659+0.0023397j 0.0103464-0.00298636j 0.00227654+0.00722092j 0.000593359+0.00148633j -0.00416316+0.00345875j -0.00159987+0.00189277j -0.00429952-0.0051122j 0.00316428+0.0027279j -0.00294641-0.00769385j 0.00104922+0.0008529j 0.000228835+0.00152671j -0.00299267+0.000672745j 8.01204e-05+0.000134286j 0.000290397-0.000857641j 0.00309082+0.000716633j -0.00272904-0.00622071j 0.00439398-0.00217596j 0.00837623-0.00100314j 0.00406306-0.000715026j 0.00656019+0.00187353j 0.000525591+0.00454236j -0.00362364-0.0110706j 0.000927761+0.00626934j -0.00635729+0.0062558j 0.000486105-0.0020235j -0.00034842+0.00693031j 0.00813263+0.00160648j 0.000718406-0.00081207j 0.00237696-0.00352075j -0.00136202+0.0083658j 0.00109316-0.00144286j -0.000613893+0.00411798j -0.00540091-0.00234611j 0.000858337-0.00446278j -0.00911216+0.00185491j 0.0097954+0.00444491j 0.00173348+0.000562833j 0.00309491+0.00101469j -0.00908053-0.0132681j -0.00116937+0.00137148j -0.00676715-0.000990541j -0.00380079-0.00425321j -0.00141689-0.00077643j 0.00310708-0.000769464j -8.41227e-05-0.00480988j 0.000530834-0.00161352j 0.00601892-0.00888168j 0.00319791-0.00448978j 0.00591921+0.0032323j -0.00298163-0.00280698j -0.0103751+0.00370639j -0.00326225-0.000350468j -0.00213095+0.00514479j 0.00455317-0.00112492j 0.00130463+0.00640164j -0.00719208+0.000260533j -0.00144615+0.00570779j 0.00633551-0.000475846j -5.39967e-07-0.00256072j -0.000509073-0.00121346j 
0.00350974-0.00363614j -0.00285307-0.000543005j 0.00412374+0.00318041j -0.00142778+0.00412061j 0.0012933+0.00850007j 0.003188+0.00400773j 0.0006867+0.0124842j -0.0109346-0.00489025j -0.00552019+0.00764361j 0.0165786-0.00224359j -0.00471154-0.00665341j -0.0121867+0.00218508j -0.00167393-0.00638841j -0.0065086-0.0125421j 0.00132506+0.0108792j -0.00294876-0.00905291j -0.00457782+0.0126249j -0.00783735+0.0018774j -0.00571809+2.74752e-05j 0.01323-0.005429j -0.00559366+0.00272966j -0.00110497+0.000306296j -0.00130337+0.00226429j 0.00442627+0.00110369j -0.00332432+0.000226275j -0.00107614+0.00194391j -0.0169893+0.00368258j -0.00738452-0.00259635j 0.00892133+0.000337388j -0.00837843-0.00406772j 0.000510819-0.0107529j 0.000408672+0.0126511j 0.00319267-0.00375893j 0.00704751-0.00627902j -0.00909425-0.00545027j 0.0058329-0.0127306j -0.0113266+0.00429981j 0.000280173+0.00314978j 0.00557787+0.00562985j 0.00190359-0.0062604j 0.00857192-0.00659265j -0.00227119-0.00330971j 0.00601957+0.0124571j -0.00194852+0.001627j 0.0179876-0.00186899j -0.0066122-0.00688189j -0.00398528+0.00302446j 0.000236633-0.00425387j 0.0129135+0.0157594j 0.00206413-0.0100875j 0.000690875+0.00764488j 0.0106069+0.00973407j -0.00441599+0.00178235j -0.00218835-0.00563946j 0.0015236+0.00119128j -0.00504474-0.0108763j -0.00759889+0.0165884j -0.00835766-0.00227479j -0.0110864-0.00116638j -0.000854823+0.00628586j 0.00542803-0.00384842j 0.000292975-0.012978j 0.00139416-0.0125725j 0.00173994+0.00315651j -0.000482566-0.00563006j 0.0125282+0.00315211j 0.00324099-0.013701j -0.0118489-0.00265904j 0.000691568+0.00117646j 0.00314389+0.000816817j 
-0.00125925-0.000743058j 0.000273594+0.00138483j -0.00218919-0.00192004j 0.00320427-0.00433052j -0.00133027-0.00773235j -0.0126392-0.000674227j 0.00117302+0.00113716j 0.00371134+7.38062e-05j 0.000402765-0.00175058j -0.00490184-0.00178173j 0.00336301+0.00976459j -0.00697453+0.00257492j 0.00312118-0.00806201j 0.00396026+0.00462463j -0.00753073-0.00873922j -0.00791625-0.00442063j 0.00313908-0.00846194j 0.000734008+0.00851267j 0.0064011+0.000936917j -0.00462312+0.00939841j 0.00355796+0.00428217j 0.00331805-0.00535912j -0.000137496-0.00516454j -0.000223503+0.00159824j -0.000539732-0.00428738j 0.00505047+0.000746743j 0.00386867-0.00400374j -0.0017262-0.00187198j -0.00679928+0.00264568j -0.00229002+0.000982449j 0.00210913-0.00141036j 0.00202338+0.00623601j -0.00365617-0.000653529j -0.000166442-0.00602716j 0.00725082+0.00210655j 0.00416317+0.000497672j -0.00470934-0.00199766j 0.000402031+0.00019859j 0.00179623+0.00754759j -0.00559887-0.00261837j 0.00123097+0.00156894j 0.00218791+0.00309346j 0.000363577-0.00341767j 0.00695427-0.000888985j 0.00452026+0.00369982j -0.00867472+0.00301091j 0.00116101-0.00205777j 0.00393635+0.00502129j 0.00432697+0.00415527j -0.000941426+0.001262j -0.00336985-0.000304857j -0.00672296-0.00246564j 0.00248095-0.00222385j 0.00715814+0.00194609j 0.00364716-0.00525664j 0.00213034+0.00573181j 0.00316513+0.00693798j -0.00153906+0.00766684j 0.00172882+0.00233435j -0.000400236+0.00285149j 0.0048029-0.00162704j -0.00154468+0.000884383j -0.00404629+0.000439943j -0.000120271+0.00205535j -0.0125397-0.000594337j 0.00243848-0.00981026j 0.00306331+0.00875927j 0.00910606-0.00183928j -0.000215057+0.00293451j -0.00241837-0.00137154j 
-0.0013546-0.000979078j 0.00136133-0.00328403j -0.00694796-0.00314374j 0.00484499-0.0119033j 0.00360143-0.00256545j -0.00662852-0.000916077j 0.00145146-0.00988433j 0.0082824+0.000285804j -0.00957009-0.000972907j -0.00738077-0.00493011j 0.0019054+0.0176781j -0.0102575+0.00661832j 0.00370572-0.00983527j -0.00677923+0.00191123j -0.00978986+0.000709503j -0.00883011-0.0129533j -0.00534002-0.00415889j -0.000359106+0.00549327j -0.000243301-0.00227719j -0.00377399+0.00283958j 0.0060165+0.00937058j -0.00175171-0.00481682j 0.000453483+0.000163453j -0.00704499+0.00616604j -0.000641513-0.0069119j -0.000377012+0.0091211j -0.00591425-0.00392419j -0.00811545-0.00748071j -0.00575335+0.00873022j 0.00238364-5.47079e-05j -0.00269619-0.00713526j -0.000338037+0.00966794j 0.00846809+0.00273102j 0.0100081-0.00921595j 0.00170374+0.0115619j 0.0133707-0.00570536j -0.00467574+0.0029583j 0.000366247-0.00165775j 0.00956535+0.00491019j -0.00383466-0.0055848j 0.0175914-0.003517j -0.00238146+0.0121731j 0.00920393+0.00348317j 0.00821932-0.00725822j 0.0153574+0.00890002j -0.00993502-0.00666295j 0.00516973+0.00393501j 0.0124396+0.00634586j 0.00824184+0.0193946j -0.00269855-0.00359699j -0.0105454+0.0137112j 0.000764425-0.000750891j 0.00783173-0.00210237j 0.000259047-0.00586298j 0.00570067-0.00667521j -5.99452e-05+0.00644653j 0.0152429+0.0166327j 0.00437044+0.00798617j 0.00231601+0.0156747j 0.00234022+0.00076891j -0.000128806-0.0080578j -0.00278754-0.0049068j -0.0171049+0.00291256j 0.00461539-0.0132379j -0.00832227+0.00209503j 0.00715973-0.0101732j 0.00663433+0.0101142j 0.0124875-0.00663062j -0.00181759+0.00239066j -0.00481165-0.00399566j 
-0.00164538+0.00252924j 0.0032011-0.00242415j -0.00148425+0.000858836j -0.00376263-0.00312964j 0.00191939+0.00418699j 0.00949975+0.00202156j 0.00210988-0.00719568j -0.00228496+0.00258353j 0.000664252+0.00572777j -0.00407645-0.006253j -0.00954825+0.00940998j 0.00120879-0.0164401j 0.0132197+0.00461333j -0.00176354-0.00472854j -0.00705257+0.0145385j -0.0180931+0.00704968j -0.00570877-0.00352381j 0.0138391+0.022123j -0.0164586-0.00960174j 0.0164004-0.00757217j -0.00029564+0.00783002j -0.006305+0.000233211j -0.00564799-0.0070051j 0.00936291-0.0107185j 0.00892438-0.00390157j -0.00318016-0.0161762j -0.00213237+0.00244566j 0.00441055-0.0117114j 0.0163903-0.0120024j 0.00547858+0.00474045j 0.0013902-0.0059697j -0.0124414-0.00269394j -0.00397106+0.00331019j -0.00517765+0.001333j -0.0147347-0.00949079j 0.00371377-0.00318445j 0.0072236+0.00547651j -0.000851388+0.00408789j 0.0158735-0.00323743j 0.00398421+0.00593073j 0.000935985-0.0129j -0.00238396+0.00402424j -0.000412305+0.00755745j 0.00179929+0.000386869j 0.00529201-0.00288554j 0.0108826+0.00577956j -0.000773202+0.0011062j 0.000740618-0.00189329j -0.0105666-0.00660772j -0.0091898-0.00790703j -0.00660554+0.0108051j -0.00239731-0.0065599j -0.00458994+0.00360999j 0.0153409-0.0115308j -0.00286619-0.00906271j -0.0120503-0.01247j 0.00731879+0.00413487j -0.0142531-0.00588072j 0.00650915-0.000536229j -0.0122966+0.0139819j -0.00631447+0.0198434j -0.0138537-0.0114193j -0.0109879-0.00612051j 0.0106171-0.0101931j 0.001948+0.00627065j -0.00320839+0.00150383j -0.00137766-0.00240385j -0.00110473-0.00261704j 0.00117465-0.00338081j -0.00094909+0.000578026j 
0.00172349-0.00419622j -0.00261504+0.00238864j 0.00678948-0.00132653j 0.00161044+0.00594948j -0.0041383-0.00458356j -0.0125544+0.00583116j 0.00709447+0.0142188j -0.00731224-0.000497045j 0.00859466-0.00470835j -0.00281465-0.00344296j 0.00243513+0.00642258j -0.0141196+0.00116233j 0.000388423-0.00985366j 0.0204709-0.000832966j -0.0136262-0.00421727j -0.0100028+0.0127236j 0.000679901-0.01435j 0.0116358+0.0138771j 0.00726863+0.00305017j 0.00829808+0.0146875j 0.00507821+0.000401589j 0.00268648-0.00122767j -0.00222547-0.0163672j 0.00101292-0.00813002j 0.00115832-0.0113073j 0.00373233-0.00692862j 0.00601969-0.00942015j -0.00295118-0.00389396j -0.00993625-0.0120509j -0.0128435+0.00538166j 0.00213724-0.00274923j 0.00463576+0.00823535j -0.0144422+0.0035975j -0.00863828-0.000781191j 0.00748292-0.000887004j 0.00590362+0.000583656j -0.0091926-0.00442888j 0.00727666+9.5086e-05j 0.00693056+0.00877178j -0.00710896+0.0010538j -0.0141224+0.00580882j -0.000811777-0.00932766j -0.00306724-0.00549148j 0.00788343-0.000109681j 0.00384169+0.00260764j -0.00335349+0.00966071j -0.00124314-0.00224048j 0.000374199+0.00271436j -0.00189814-0.00538369j -0.00051319+8.31078e-06j 0.00577261-0.00363038j -0.0146649+0.00210746j 0.0012781-0.00110671j 0.0161002-0.00182254j -0.00200718-0.000388769j 0.00137851-0.000634645j -0.00415497+0.00302837j -0.0109875+0.0136198j -0.00291727-0.0068732j -0.000437175+0.0203674j 0.0235288+0.00503844j -0.00976914+0.00796881j 0.0057312-0.00378835j -0.00066385+0.0172745j -0.0167325+0.00404079j -0.00477106-0.0104888j -0.000356785+0.00153968j 0.00193834+0.00108737j 0.000146018+0.00232233j 0.00142123-0.00151307j 
0.00186968-0.00111543j 0.000632597-0.00248175j 0.00438512+0.00192658j -0.00126362+0.00310713j 0.00176581+0.0107266j 0.0108633+0.000972747j -0.00182795-0.00430434j 0.00150162-0.00343213j -0.00138821-0.00848769j -0.00887729-0.00798297j -0.00495579+0.00237704j -0.0017517+0.00789133j -0.00807099+0.00937018j 0.00766813+0.000918304j -0.00523946+0.00382208j 0.00376578+0.00108553j 0.00269075-0.00194261j -0.00732874-0.00560581j -0.00156972+0.00251521j -0.000930409+0.00581241j 0.00297225-0.00305969j -0.00572329+0.00776768j 0.0111952-0.00629314j -0.00825438+0.00254754j 0.0097416-0.0014496j -0.00197903+0.0132662j -0.00375329-0.00542028j -0.00636577-0.00412576j -0.00403136-0.000653063j -0.00548264+0.00440903j -0.00707441+0.00102424j 0.00384119-0.00450313j 0.00387584+0.00146543j 0.00945301-0.00265571j 0.00191768+0.018671j 0.00938845+0.000825846j -0.00261105-0.00445051j 0.00030001-0.0036051j 0.00393252-0.00237609j 0.000403406-0.00184382j 0.00434693+0.00363182j -0.0124155-0.00481175j 0.00946532-0.00234271j -0.00229782-0.00450997j 3.67235e-05+0.0100307j -0.00305147-0.00773921j 0.00786915+0.00560635j 0.00264288+0.00396101j 2.57339e-05+0.00226492j 0.00664451-0.00394197j 0.00682967+0.0114184j 0.0079825-0.00236805j 0.00598378+0.00129774j -0.00269183+0.0120781j -0.00272864+0.00780349j 0.0124573-0.00268691j 0.00690281-0.00148901j 0.00483692-0.00506416j 0.00528905+0.0110777j -0.00689276+0.00601001j 0.00801589-0.00209046j 0.000709143+0.00535437j 0.00509721+0.000690988j -0.000900379+0.000178645j 0.00807676-0.000623557j -0.000843025+0.00243834j -0.00402149-0.00527553j -0.00239709+0.00325039j 0.000235282-3.33542e-05j -8.01494e-05-0.00135196j 
