-0.00295329+0.000695745j -0.000873304+7.61995e-05j 0.00388016-9.13835e-05j 0.00242559-0.00172533j 0.00244513+0.00150076j 0.0101015-0.00416519j -0.00288864-0.00293716j 0.00388898-0.00791756j 0.00152588-0.00232288j 0.00243059-0.0051885j 0.00699499+0.01029j 0.00317423+0.0242975j -0.00877037-0.0179721j -0.00108721-0.00902602j -0.00312779-0.00118369j 0.00603751+0.00469009j -0.00257348-0.0122291j -0.00949055-0.0296884j 0.00182769-0.0139647j -0.0224146+0.00690062j -0.00259116+0.00749171j 0.00762221+0.00413827j -0.00124531-0.00382056j -0.0033-0.000798648j -0.000397579+0.00876838j 0.00264638+0.000881136j 0.00183327-0.0019098j -0.00440375-0.00312342j 0.00144775-0.00460231j 0.00396492+0.00280232j 0.000509383-0.0128137j 0.00221819-0.00262009j 0.00222992-0.00467739j 0.00152412-0.00207364j -0.00251954+0.00450053j 0.00163423+0.000121592j 0.000508898-0.000518457j 0.000980237+0.00316642j -0.000949475+0.00528402j -0.00486128+0.00446167j 0.00151635+0.00362605j 0.00165819+0.00037139j -0.0064295-0.00790095j 0.000108514+0.000894316j -0.000661026+0.00450805j 0.00202449+0.00115208j 0.00189197-0.00491065j 0.00294706+0.000386338j -0.00280291+0.000809175j 0.001769-0.00429901j 0.00244495-0.00162747j 0.00411123+0.00279416j 0.00431524+0.00252756j -2.38214e-05-0.00967268j 0.00024483-0.00750605j -0.000559257+0.00805442j 0.00408473+0.00188038j -0.00222146-0.0130876j 0.00524848-0.0103544j 0.000371065+0.00170914j 0.000248474-0.00125251j 0.00265865-0.00233997j 0.000741629+0.00077132j 0.000500676+0.00188993j 0.000637995+0.00106074j -0.00225811+0.00143449j -0.000451586-0.000697085j -0.000992917+0.00183953j -0.000183761-0.000491122j 8.5317e-05-0.000202745j 8.44579e-05-0.00252811j -0.00116361+0.000766299j 0.000334857-0.00217198j 0.00182066-0.00020111j -0.0025563-0.000205304j 0.00119063+0.00166215j -0.00245886-0.0019722j 0.000289556-0.00109188j 0.00201515-0.00517291j -0.00218391+0.00098151j 0.00225131+0.00179521j 0.00320942+0.00147454j 0.00141902-0.000509712j 0.000473872+0.00420876j -0.000111569+0.00219654j -0.00148515+0.000625607j -0.000643981+0.000201258j -0.00013915+0.0036042j 0.000132249+0.000943297j 0.00201085+0.00112946j 0.000294512-0.00269669j 0.000717241+0.000819339j 
0.000108213-0.00192466j 0.000446552+0.000569556j 0.00108801-0.00148466j -0.00079576-0.000215363j 0.000360133+5.57476e-05j 9.43217e-06+0.000441866j -0.00195343+0.00128429j 0.000943974-0.00106141j -0.00160872-0.00155648j 0.000667447-0.0018533j -0.00162117+0.000860447j -0.000957016-0.00194617j 0.000823017-0.00103076j -0.0023561+1.14004e-05j -0.0011962+0.00274697j -0.00126379+0.000884j -0.00161992-0.000521395j -0.00410537-0.00218946j -0.00241428+0.000266948j 0.000441744-0.00451932j -0.0003202-0.00167608j 0.00268776+0.00246235j 0.00376252+0.000461905j 0.000854599+0.000839736j 0.000937289+0.000487055j 0.00210304-0.000847596j -0.0078538-0.00354605j -0.00542928+0.00185972j -0.00814447+0.0115872j -0.00217553+0.00519646j -0.000486029-0.00384453j 0.000640936+0.00141048j 0.0149371-0.00554625j 0.0194669-0.0025202j 0.0100118-0.00223478j -0.00236268+0.00379694j -0.0118999+0.000704141j 0.00263199-0.000665408j 0.000334918+0.0027994j 0.00445256-0.00106071j 0.00195485+0.000186584j 0.0167636+0.000719363j 0.00168261+0.0056075j 0.0158962+0.00344783j -0.00254475-0.00268921j -0.0180159+0.00911439j 0.0146632+0.00706342j 0.00361383+0.000368003j -0.00951529+0.00764744j 0.00121154-0.000176803j 0.00453914+0.00275433j 0.00901182+0.00541334j 0.00557198+0.000743353j 0.00363393-0.00368315j -0.00210919+0.000308297j -0.00357836-0.000290167j 0.000496831-0.000899646j -0.00154194+0.0010966j -0.00347303-0.000931449j -0.00356813+0.00146097j -0.00260145+0.00280344j -0.0152821+0.00173347j 0.0111191+0.00502197j -0.0045969+0.00268492j -0.00133587-0.00137926j -0.00208859-0.00204516j 0.0373949+0.0007616j 0.0105919-0.00270251j 0.00395635+0.00326152j -0.00804951+0.00071529j 0.00496598-0.000239327j 0.0459923-0.000568881j 0.0062004+0.00223892j -0.0133854+0.000422304j -0.0205917-0.00122142j 0.00525418+0.00633935j 0.0109114-0.00246116j -0.00962825-0.00275279j -0.00422661+0.0038232j -0.00483574-0.00119091j -0.0121331+0.00100522j -0.00638496+0.00119955j 0.00210959+0.00392584j -0.00357198-0.00102556j -0.00155187+0.000365697j -0.000900127-0.00122844j 0.00137259-0.000555466j -0.00310688-0.00164475j -0.000981477+0.00323013j 5.8834e-05+0.00274083j 0.000609878+0.000937667j 0.000825637-0.000660637j 
-0.00046796-0.0044188j 0.00264321-0.000488675j -0.00132756-0.0030661j -0.00124537+0.00131454j 0.00228746+0.000866611j -0.00419966-0.00241245j -0.00245891-0.000840113j 0.0095042-0.00781277j -0.00313559-0.00478458j 0.00477346-0.00862179j -0.00141073-0.00672703j -0.00376432+0.00120824j 0.00154018-0.00198289j -0.00439391-0.000683922j -9.86655e-06-0.00100337j -0.00578036-0.00119442j -0.00261615-0.00733379j -0.00417954-0.00223152j -0.00612315-0.0019652j -0.00181283+0.000391014j -0.00291691-0.000622348j 0.00709947-0.0012063j -0.00357083+0.00482751j 0.00988786-0.00626685j 0.00181881-0.0100198j -0.0121405+0.00207205j -0.00362837-0.00644002j -0.0145909-0.00622247j -0.0293623+0.0190707j -0.0116788+0.00402571j 0.00627969-0.0129736j 0.000642903+0.00777052j -0.000534065-0.000359993j -0.00883692+0.0102062j 0.00691938-0.00143848j 0.00282472-0.000694684j 0.0106138+0.00477702j 0.011209-0.00515905j 0.0141735+0.00285712j -0.00168576-0.000363698j -0.00883474+0.00179038j 0.0180794-0.000667156j 0.00147694+0.00413362j 0.00086602+0.0145903j 0.00363948+0.00587015j 0.0140687+0.0101376j 0.00388332+0.0109481j 0.00417225-0.00679087j 0.00535927+0.00353282j -0.00375904+0.00156874j 0.00294+0.00729761j 0.00832937+0.00910139j 0.000778203+0.0130714j 0.00100816+0.00222821j -0.0121622-0.00299426j -0.00171034+0.00109798j -0.00135828+0.00113283j 0.000871135-0.00474221j -0.00459698-0.000967058j -0.00588087+0.00456877j -0.00661001+0.0060624j -0.00250922+0.00725676j -0.00306681+0.00119146j -0.00880826-0.000858659j -0.0173145+0.00360544j 0.00317687-0.00344735j -0.013904-0.00264375j 0.000582268-0.00152603j 0.00829722+0.00876433j -0.00486866+0.000142089j -0.0122465-0.000375356j -0.0231832-0.000957104j -0.00838737+0.00449174j -0.00741984+0.00245932j -0.00195954+0.000976903j -0.0115267+0.00734048j 0.00297034-0.00849865j 0.00794332+0.00430557j 0.00866103+0.00775812j -0.0032045-0.000744748j 0.00113291+0.00503867j -0.00418302+0.0016124j 0.00422377+0.00817328j -0.00715349-0.00434509j -0.00172364+0.00387536j -0.00447586-0.00576814j -0.000148677-0.000797385j -0.00194794+0.0028528j -0.00206061+0.00574985j 0.00191847+0.0068709j 0.00153914+0.000901375j 0.00224439-0.000503254j 
0.00282871+0.00532091j -0.000321921-0.00297102j 0.000605494+0.00481597j 0.000705082+0.00191482j -0.00106528-0.00233321j -0.00265417-0.00255708j -0.00941588-0.00307877j -0.00316331-0.0159656j -0.00248555-0.00406758j -0.00126991-0.00216521j -0.000658576-0.0140491j -0.000330202+0.0141292j -0.00402117-0.00280867j -0.00140647-0.0094641j -0.00272489-0.011185j 0.000688166-0.0113004j 0.000942484-0.00719669j 0.00329539-0.000299684j -0.00106035-0.00743971j 2.56982e-05+0.00673409j 0.00303155+0.000233223j -0.000506104-0.00197522j -0.00209167-0.00319305j 0.00527615+0.00658067j -0.000612769-0.00169519j 0.0155694+0.00172308j 0.000174777+0.00247186j -0.0134347-0.00126704j 0.0165026+0.00325973j -0.0271821+0.00178547j -0.00130581-0.0108211j 0.0119457+0.00375718j -0.00911-0.00318679j -0.00104983+0.0244876j -0.00325239+0.00159178j 0.00683345-0.00689275j -0.000990333+0.0261268j -0.0141962+0.0035714j -0.00498313-0.00478883j 0.00832467-0.00230345j -0.00555123+0.00262221j 0.000271118+0.00967922j -0.0135871+0.00403258j 0.00313255-0.00181868j -0.0114348+0.00281619j 0.00117205+0.000564671j 0.00723101-0.00478613j -0.00262733+0.000306972j 0.000337606-0.00666088j 0.00409179-0.00208267j -0.0100258-0.000819702j -0.00460997+0.00203535j 0.00350777+0.00720073j -0.00466132+0.00272771j 0.00462996+0.00384494j 0.00487993-0.00386992j 0.000318283+0.00510214j -0.000891893-0.0050188j 0.00347088-0.000726257j 0.000541369-1.6151e-05j 0.00263394-0.00338167j 0.00303563-0.00172441j 6.83793e-05-0.00365983j 0.00323055-0.000546266j 0.00556261-0.000968415j -0.00124068+0.000448952j 0.00344288-0.00247697j 0.00946269+0.00339259j -0.0068732-0.00301134j 0.0328601-0.00188475j 0.00788166+0.00140396j 0.0122732-0.00109781j 0.00352776-0.0039491j 0.0112705+0.000480883j 0.00138366+0.00242574j 0.00464341-0.00429679j 0.000251297+0.00414249j -0.0031045-0.000215956j -0.00296106-0.00307243j -0.00366629+0.00010908j -0.00117765-0.00520462j 0.00100054-0.00362848j 0.00148207-0.00143129j 0.001589-6.41376e-05j -0.000171142-0.000886518j 0.000469535+0.00266739j -0.00030745+7.57572e-05j 0.000309502-0.0014133j 0.00119076+0.000183178j 0.000556526-0.000660965j -0.000478852-0.000337754j -0.000483621+5.10037e-05j 
-0.00306097+0.00226143j -0.000109081-0.00249171j -0.00163296+1.07149e-05j -0.00117473+0.0040761j -0.00135948-0.00179917j 0.00451834-0.00797472j 0.00479911+0.0065937j 0.0059018-0.00784991j -0.000196728+0.000450484j -0.000842536-0.000947596j -0.00319304+0.00294202j -0.000985564+0.00170647j 0.000510392+0.00238463j -0.00229548-0.0121251j -0.00147483+0.00610634j 0.0030666+0.00437827j 0.00091104-0.00346528j -0.00319819+0.00193115j 0.00770361-0.0094999j 0.00522976+0.00781768j 0.00416304-0.00349946j 0.00520439+0.000524764j -0.000245107-0.000169926j -0.0099742-0.00145921j -0.00175288+0.000740353j -0.00910563-0.00597044j 0.005302+0.00046263j 0.0080447+0.000937716j -0.00358258-0.0102157j 0.00116392+0.00303884j -0.00401356+0.0102617j 0.0139054-0.00687042j 0.00274975+0.00636343j 0.00425231-0.0183507j -0.00784937+0.00560455j 0.00973828+0.00622571j 0.00434559-0.0119081j 0.0011336+0.00379636j 0.0164704-0.00143833j 0.000234421-0.00159647j -0.0160172-0.00291715j -0.00909325+0.000802786j -0.0108941-0.00187212j 0.00383804-0.00794786j -0.00316068-0.00300098j -0.0114257-0.00352608j 0.0106163-0.00500194j -0.0221108+0.00458073j -0.00274292-0.00313739j 0.0139973-0.0022641j -0.00241372-0.000136713j 0.00693456-0.00217927j -0.00320247+0.00605571j -0.00269247-0.00119451j 0.00412985+0.00206235j 0.0193729+0.000368009j 0.00594186+0.00051302j -0.0120383-0.00323785j 0.00285987-0.00226399j -0.0050614+0.00266634j 0.000619219+0.00127517j -0.0180902-0.00266153j -0.00702349-0.000544149j -0.0157994+0.0126412j -0.0213557-0.00460363j -0.00520406+0.0145341j 0.000745677+0.00176795j 0.00739045-7.15009e-05j -0.00869361+4.96848e-05j 0.0285452+0.00256085j 0.0203808-0.00243134j -0.00426307+0.00140889j -0.009754-0.000965502j -0.000738917-0.00163309j -0.0318276-0.00327134j -0.0244069+0.00418224j 0.0104773-0.000782859j -0.00614245+0.00637166j 0.000700773+0.00338336j -0.00458964-0.00351407j -0.00693063-0.00169715j -0.00463973+0.00312331j 0.00153114-0.000879071j 0.000689696+0.00331762j 0.00199613+0.000761495j 0.00219559+0.00139186j 9.93262e-06+0.000415134j -0.00133381+0.000840141j 0.00205639-0.00115704j -0.00282254-0.00709728j -0.00119146+0.00273542j -0.00372991-0.00484764j 
-0.00261844+0.0020008j 0.000108285-0.000113907j -0.0012149+0.0014107j -0.000947879-0.000952854j 0.000813056-0.000726326j 0.00186565-0.00158618j 0.00242872-0.0046947j -0.0021654+0.0118897j -0.0030926+0.00380432j 0.0017553-0.00125481j 0.00129902-0.00239124j 0.00282939+0.000791732j 0.0017618+0.00314779j -0.00244398+0.0124571j -0.00109068-0.0025406j -0.00127576-0.000282687j -0.00049096+0.000526154j 7.57727e-05+0.00335761j -0.00634112+0.00813169j -0.00186354+0.0077033j -0.00216405+0.00267221j 0.00666381+0.00010421j 0.00110333-0.00122064j -0.00348451+0.00604765j -0.00742056-0.00320454j -0.00380069+0.00777933j -0.015532+0.00269974j -0.00910687+0.00159591j 0.00808197-0.0036172j -0.00497797+0.000946757j 0.00399808-0.00505181j -0.00641536+0.00223378j -0.00735972-0.000229333j -0.00271644+0.0104239j 0.000864138+0.000614155j -0.00806097+0.00368227j -0.00478338+0.0101162j -0.0142975+0.00198978j -0.00138493-0.00453787j 0.00218761-5.76745e-05j 0.00534066+0.00032232j -0.000475144+0.00445917j -0.00640987+0.000552066j 0.00457128-0.00177569j 0.00621881-0.000239919j 0.0118356-0.00144997j -0.00614949+0.000811576j 0.00710051-0.000537618j -0.00176294-0.0058674j 0.00829119-0.00202034j 0.0140664-0.00408031j -0.00757284-0.0061434j 0.00562076+0.00311455j 0.00107711-0.000455382j -0.00684929+0.00488652j -0.00168547-0.00172848j -0.000626086-0.00583621j -0.00271122-0.0062231j 0.01733-0.00241711j -0.00256227-0.00169204j -0.0167193+0.00401852j -0.0246867-0.00112247j -0.00248545-0.00273202j -0.0311833+0.00482479j -0.0209226-0.00393857j -0.0146327+0.0190836j 0.00827776-0.00363299j 0.00458658+0.00482503j -0.0094738-0.00477195j -0.00374794-0.000213359j -0.020423-0.00556924j 0.000457942-0.00423835j 0.00615845+0.00193892j -0.0288985-0.000833617j 0.00710317-0.00247206j -0.0370424+0.00538498j 0.00513918-0.00120696j -0.0157538+0.00546126j -0.00642051+0.00668844j 0.00417556-0.00585382j -0.0148537+0.0032733j -0.00557515+0.000213416j 0.000518501-0.00728947j 0.000315233-0.00196242j -0.00145961-0.00438862j 0.0047776+0.00253919j -7.02516e-05-0.000569737j 0.00193835+0.000933346j 0.00160381-0.00641334j -0.00305482-0.00270359j 0.00295709-0.00129873j -0.00415175+0.00324384j 
0.0022328-0.00590656j -0.00368873-0.00453613j 0.000432673-0.000961945j 0.000872458+0.00342396j -0.00557132-0.00208795j -0.00100971+0.0146874j -0.00122711-0.00642397j -0.0113882-0.0103835j -0.00412433+0.00456344j 0.00176822+0.0113965j 0.000940193+0.00111591j -0.000472295-0.00538183j -0.00377045-0.00338928j -0.00270638-0.00494839j 0.00164312-0.0137012j -0.000210194+0.00412326j 3.90633e-05+0.00190115j 0.00183116-0.00525125j -0.00107549-0.0113511j -0.00244959-0.0113972j -0.00336359+0.00847133j -0.00308559-0.00100562j 0.0261148-0.00085399j -0.00441733-0.0120128j 0.0169781-0.0114769j -0.00705516-0.000972863j 0.0061162-0.00384133j 0.000441412-0.00524013j 0.0111802+0.00190494j -0.00244108-0.00556067j 0.00664963+0.00396073j -0.00218693+0.00175024j -0.00449807+0.0028789j -0.000451874+0.00249631j 0.000112586-0.00366244j 0.0041548-0.00986809j -0.00231059-0.00396483j 0.000896328-0.0058691j 0.00214614+0.0131439j 0.00401791+0.00185477j 0.00465164+0.00163977j 0.000984723-0.00845367j -0.00291264-0.00926673j 0.000407649+0.00540108j 0.00337445+0.0094492j -0.00320434-0.00477286j -3.84879e-05+0.00813922j -0.000727888-0.00527408j 0.00726662+2.39164e-05j -0.0120454+0.00504699j -0.00425054+0.00677704j -0.000342579-0.00257875j 0.00489673+5.65318e-05j -0.0054193+0.0130812j -0.00653179-0.0138893j -0.00630776+0.00424617j -0.00244518-0.00121702j -0.00388925+0.00203519j 0.00152494+0.00834712j -0.00311061+0.00381756j 0.00364085+0.00797535j 0.00322165+0.0078761j 0.000287267+0.00155104j -0.00426573+0.00425503j 0.00263425+0.00166986j -0.00227454+0.00440149j -0.000533485-0.00151364j 0.00137972+0.00169822j -0.00401956-0.00925717j 0.00690868+6.5614e-05j -0.00411488-0.00432462j 3.17371e-05-0.00195755j 0.00259409+0.000581582j -0.00126268-0.00180552j 0.0135317-0.00419468j -0.00415256+0.00378236j -0.00338007-0.00537912j -0.00549259+0.00820545j -0.00724951-0.00244566j 0.00130288-0.0130627j -0.000190431+0.00416986j 0.00425278-0.000490222j 0.00514656-0.00481212j 0.00224208+0.00334466j 0.00320102+0.00020862j 0.00314834+0.0028633j 0.000221101+0.000210883j 0.00318865+0.00102703j 0.00376276+0.0037468j -0.00174539-0.00252719j 0.00128805-0.000458628j -0.00571717-0.00233332j 
0.00541989+0.00208063j 0.00295588+0.00256746j 0.000292924+0.000380184j -0.000402533-0.00180427j 0.0040644+0.00134517j -0.0153206-0.00727973j 0.0131537+3.98578e-05j 0.00137117-0.00344583j 0.00364177-0.00670636j -0.00117562-0.00983908j -0.00176747-0.00402322j 0.000556454+0.00305931j 0.00115666-0.00177622j -0.000191525-0.000257202j 0.00359568+0.00613711j -0.00225166-0.00409317j -0.00191393-0.00396892j 0.00374177-0.00129629j -0.00292094+0.00436414j 0.000286022+0.00318293j 0.0065965-0.00469168j -5.94954e-05-0.00219321j -0.0144505+0.00808245j 0.00144171+0.00794806j -0.00544361+0.00235519j -0.000327085+6.35735e-05j -0.00261636+0.0011608j 0.0126174-0.000723043j -0.0108473+0.00493061j 0.0147105+0.00362712j -0.00824508-0.00233199j -0.00524101+0.00111002j 0.00424785-0.00288565j 0.00803089+0.0053845j 0.000715858-0.00111601j 0.00463476+0.00268604j -0.00115365+0.00520872j 0.00624483-0.00114357j 0.00322901-0.00163448j -0.00324197-0.000610616j 0.00582022-0.00103248j -0.00133113+0.00426686j 0.00726155+0.00267051j -0.00337352+0.00102844j 0.00332935-0.000252315j -0.00108726+0.00518661j 0.00620394-0.00143681j 0.00470751+0.00331952j -0.00275702+0.000520827j -0.00541539+0.00086988j 0.00253816+0.00260835j 0.00159892+0.00320108j -0.00689892-0.000832078j 0.00103244-0.00332559j -0.00502964+0.00833613j -0.00291363+0.00340186j 0.00171558-0.00209779j 0.00517759-0.00571366j -0.0123646-0.000713795j -0.0176932+0.0017123j 0.0106015+0.00509144j -0.00125116-0.00365353j -0.00499266-0.00168959j -0.00697535+0.00146568j 0.0210947-0.00257176j -0.0139127+0.00599613j -0.00216948+0.00030666j -0.0110968+0.00243594j -1.56467e-06-0.00592488j -0.0198135+0.00065122j -0.00192403-0.00727694j -0.000667543-0.00183904j -0.011804+0.000875021j 0.00792657-0.00688019j -0.00348515-0.00752137j 0.00389317+0.00516575j -0.00189883+0.00316291j 0.00281676+0.0119792j -0.0116077+0.00593153j -0.00288961-0.0191725j 0.00618041+0.00304689j 0.00999227-0.00783219j 0.0119404-0.00577737j 0.00876406-0.000276573j 0.00393734-0.000200013j 0.00074079+0.00308276j -8.75361e-05-0.000132147j 0.00722256+0.00474725j 0.00650685+0.0103004j -0.000509903-0.00161522j -0.00136178-0.002406j -0.00700958-0.00405204j 
-0.00555151+0.00773032j -0.00548251-0.00345217j -0.000699269+0.00533321j 0.00117353+0.00404207j -0.00504238-0.00441545j 0.0169786-0.00385764j 0.00881272-0.00977597j -0.0112413-0.0137752j 0.00286066-0.00256647j 0.00313476-0.00790399j -0.0012425-0.0105068j 0.000208979+0.00592499j 0.00316759-0.00590658j 0.00334043-0.00610187j 1.84032e-05-0.00878992j 0.00217581-0.00428747j 0.00111264-0.00564102j -0.00250658-0.00126728j -0.000224664-0.00206057j -0.00064278+0.00376171j 0.00165862+0.00185659j -0.000809386-0.000599598j 0.00966438+0.00140924j -0.0185904-0.00016133j 0.00168221-0.00366401j -0.0118644+0.00684426j 0.00720882+0.00366463j 0.0146115-0.00725725j -0.00243393+0.0111321j 0.0265419-0.00301941j -0.000268376-0.00861558j -0.00609651+0.00368768j 0.0199096-0.00398065j 0.00276426+0.0170504j 0.00260223-0.0054289j -0.009556-0.0075108j 0.00391088+0.0138969j 0.0171087+0.00122449j 0.000282097+0.000478205j -0.0102454-0.000143798j 0.00921448+0.000445123j -0.0139347+0.00284774j 0.0126973+0.00160952j -0.000815365+0.00131192j 0.00714336+0.00332134j -0.0025691+0.00200692j 0.00110029+0.00034974j -0.00258436-0.00411884j -0.00196808-0.00476672j 0.00287316-0.00347399j 0.0162852+0.0015939j -0.00343419+0.00365664j -0.00374909+0.00417202j 0.00404208+0.000198835j -0.00654874-0.000826331j 0.00775481+0.00059576j -0.00638945+0.00232406j 0.000705561+0.00146733j 0.0124709-0.00383642j 0.00220146+0.00300927j 0.00315141-0.00654307j -0.00623207-0.000562213j 0.00140677-0.0049131j 0.00485529+0.00224358j -0.00595446-0.00663446j 0.000487361+0.000529242j 0.00561813-0.00412679j -0.0156507-0.000322436j 0.00270412+0.00685845j -0.0338032+0.000237166j -0.000452798-0.00196616j -0.00285049-0.0036625j 0.00350125-0.0038829j -0.0133098-0.000895189j -0.00277152-0.000178298j -0.00207359-0.00606973j 0.000462025+0.000449527j -0.00226002+0.00562961j 0.00427775+0.00184901j -0.0032981+0.010181j -0.00229889-0.000655853j -0.00331986+0.00466098j -0.0111071-0.00163378j 0.0047335+0.00537636j 0.00336908+0.00138832j 0.00302114-0.00035316j -0.000511485-0.00139512j -0.00328395-0.00237662j -0.000632896-0.00746705j -0.00330267-0.0110672j -0.00471869+0.0041205j 0.000394618-0.00425976j 
0.000838039+0.000748719j -0.00599712-0.00200762j 0.00136988+0.000936589j 0.00285814+0.00210213j -0.00664794-0.00246556j 0.0058791-0.000539413j -0.000915004-0.000237161j 0.00336184-0.00574576j 0.00702564+0.00150379j 0.0033313+0.00183412j -0.00293305-0.00157813j 7.54532e-06-0.00118287j 0.00238655-0.00231509j -0.00151992-0.00217569j -0.00203735-0.00496077j 0.00103174+0.000923996j -0.00146412-6.96216e-05j 0.00399683-0.0015826j -0.000763085-0.00371745j 0.00765038-0.00247576j 0.00202023+0.00146349j 0.015353-0.00244291j -0.0202418+0.00698795j 0.00478204-0.00787546j -0.0118886-0.0015064j 0.0118978+0.00270068j -0.00681112-0.000714156j 0.00699458+0.00490284j -0.00936315+0.00287906j 0.0172169-0.00834666j 0.00190202+0.000733041j -0.00640036+0.00179988j -0.00595974+0.00314253j 0.0111231-0.00164945j 0.0026056-0.00222597j 0.0179022-0.00279365j 0.000152752+0.0049581j -0.00865758+0.0039224j 0.0072485-0.00512136j -3.75522e-05+0.000378952j 0.00280929-0.000446644j 0.00414208-0.00221781j -0.00700342+0.00220495j -0.00311688+0.00131954j -0.00113533+0.00211136j 0.00436848-0.00310335j 0.00355834+0.00356856j 0.000429867+6.08908e-05j -0.0107329+0.00646249j 0.00655666-0.0042721j 0.0142462-0.00415637j -0.00745326+0.00189682j -0.00778063+0.00295522j -0.0103371+0.0111188j -0.00131684+0.00309056j 0.00460661-0.000597187j -2.73526e-05-0.0088001j -0.0130721-0.00590345j -0.00535144+0.0046956j 0.00405381-0.0127564j 0.00226905+0.00857968j 0.014017+0.000672698j 0.0112391-0.00136951j 0.0169011-0.0121881j -0.00491096+0.00413072j 0.0138465+0.0128247j -0.00064499-0.000851483j -0.000156408-0.00017927j 0.0046135-0.00325293j -0.00638593+0.000680884j -0.00102211-0.00587755j -0.00103224+0.0013168j 0.000100243-0.00809771j 0.00660439+0.00215939j -0.00835486-0.00345578j 0.0244215-0.00463024j 0.00323773-0.0159012j -0.00396733+0.000584121j 0.0179663-0.00526268j 0.000931015-0.00819805j 0.00761207-0.000492791j 0.00649217+0.00317664j 0.00237247-0.00559986j -0.00623591+0.000604121j -0.000798533+0.00452775j -0.00116592-0.00131843j -0.000643776-0.000501512j -0.00127241+0.00155792j 0.00344643-0.00291696j 0.00223221+7.59003e-05j 0.00547154+0.0010562j -0.003231+0.00170809j 
0.0022319-0.00580653j 0.00475356+0.00118104j -0.00063549-0.00179509j -0.00112738-0.00103617j 0.00421614+0.00316633j -0.00918647+0.00743112j -0.00347376+0.00176421j 0.00485067+0.000674738j -0.000919643-0.00204206j -2.0315e-05+0.000404305j 0.00175091+0.00110597j -0.00183726-0.00341182j -0.00132874+0.000921389j -0.00108919+0.000571934j -0.000269795+0.00247813j -0.00283015+0.000238505j 6.61143e-05+0.000424463j -0.000860039-0.00471137j -0.00466299-0.000160303j -0.0039672-0.00723703j 0.00450609-0.00530307j -0.0037519-0.0039589j -0.0139556+0.00578382j 0.013813-0.00960365j -0.00642494+0.00170462j 0.00411032+0.00210913j 0.000884409-0.00941041j -0.0146249+0.0050954j -0.00764688-0.00301328j -0.00257645-0.00465147j -0.00473707+0.000442259j 0.00525678-0.0051913j 0.00366957-0.00681075j -0.00326892+0.000519575j 0.00406696-0.00363065j 0.00347397-0.00288704j 0.0034341-0.00629107j -0.00127795-0.00289174j -0.0025763+0.0071614j 0.00122667+0.00293394j -0.00290625+0.00352806j 0.00402306-0.00547845j -0.0039177-0.00259671j -0.000973675+0.00108638j -0.0042853+0.00179354j 0.000683305-8.21175e-05j 0.00801538+0.00460391j -0.00311839-0.00401543j -0.000794184+0.00181067j -0.000265152-0.00694829j -0.00480606-0.00434437j -0.00752125-0.000199554j 0.00575009-0.00280746j -0.00104115+0.00187387j -0.00509686-0.0113256j 0.0122577-0.00767467j -0.0143521-0.00437865j 0.0173041+0.00243376j 0.00727836-0.00452011j -0.0129349+0.00501353j -0.00513707-0.00296589j -0.00963985+0.00499117j -0.0100279+0.00405913j 0.0081781-0.000411623j 0.00791409+0.00128062j -0.0193194+0.00956764j -0.00244839-0.000319497j -0.00225609+0.00231722j 0.00475679+0.0132822j 0.000779099+0.00103189j 0.0106622-0.00710227j -0.00378013+0.00645976j 0.00379576-0.00876886j 0.00431152+0.00951721j -0.007565+0.00410677j 0.0100073+0.00437091j 0.00145474+0.0118511j 0.0016869+0.0106336j 0.0156927+0.00878465j 0.000296183-0.00109168j -0.0109278-0.00558492j 0.000861959-0.0012688j -0.0232383-0.0144255j 0.016598+0.000254507j 0.0125888+0.00784064j 0.0034244-0.00439777j -0.00036306-0.000763045j -0.00276707-0.00420161j -0.002902-0.0114844j -0.00780991-0.0146969j -0.00860876+0.00282456j 0.000215956-0.00190112j 
