0.00425694-0.00126994j -0.00133161-0.00438279j -0.00201923+0.00157277j -0.00152818-0.00243466j -0.00138448+0.00079535j -0.00130298-0.000682034j 0.0020267+0.0014443j 0.000227439-0.00237097j -0.000553144+0.00100759j 0.000445418+0.000375257j -0.000222701+0.00111743j -0.00104852-0.00191932j -0.00163929+0.00166746j 0.000503571-0.0018509j 8.45636e-05+0.00025907j 0.00118855-9.36781e-05j 0.000639637-0.00074195j -0.000475257+0.000329425j 0.000338072+0.000209608j 0.000326304-0.000446276j 0.00080891-0.00173124j 0.000655646+0.000610878j -0.000265641+0.00160026j -0.000440211-0.000615761j 0.000306037+9.24487e-05j 0.000190313-0.000112955j -0.000618401+0.000469265j 0.00183553-0.000843275j -0.00172434+0.000482482j 0.000158628-0.000312817j -0.000247956+0.000861717j -0.00107582+0.000569496j 0.000350254+0.00167907j -0.000451809-0.00100136j 0.000913337-0.000604791j 0.000294273-8.12649e-06j 0.00207034-0.000347777j -8.30709e-05+0.0011726j 0.000687077-0.000331297j -0.000774518+5.99157e-05j -0.000770961+0.00044384j -0.000104842-0.00052795j -0.00153249+0.000921256j 0.00124001-0.000952906j -0.0008148+0.0012926j -0.000902023-0.000601064j 0.00108792-0.000376041j -0.000616395+3.96066e-05j -0.00227308-0.000392892j -0.000358275-0.00159481j -6.40958e-05+0.000829112j 0.00104156+0.000264921j -0.00132683-0.0013894j -0.000290776-0.00122936j 0.00139333+0.000266337j -0.00125396+0.000803418j 0.000906426+0.000625019j -0.00188845-0.000567547j -0.00158239+1.01291e-05j -0.000280489-0.000899404j 0.000307124+0.00102565j -0.00103964-9.37054e-05j 0.000994183+0.000738529j -0.000631554+0.00165949j 0.000783986+0.000270067j -0.00136271+3.64845e-06j 0.000335049+0.000994822j 0.00240511+0.00087608j 0.000827437+0.00332286j 0.000783752-0.00091565j 0.00139518+0.00091193j 0.000766054-0.0034119j 0.00277141-0.000102231j -0.00227608-0.00178011j -0.00155997+0.00181216j 0.00630337-0.00728717j 0.00722562+0.00637915j 
0.0217285+0.00249929j 0.00263017-0.0216708j -0.00826546-0.00109128j 0.00113113-0.00822453j -0.00415639+0.00619786j -0.00925917-0.00496399j -0.00395934+0.0100845j 0.00733245+0.00229272j 0.000470903+0.000377291j 0.00749991-0.000298628j -0.0010724+0.00690456j -0.000874041+0.00087419j -0.0050048+0.00279971j -0.00410128-0.00586948j 0.000508076+0.000243717j 0.0065274-0.00129401j -0.00145077-0.0028314j 0.00263362+0.000211988j 0.00317722+0.00381199j 0.00459998+0.00256925j 0.00233234-0.00416122j 0.00377595+0.00159543j 0.00116868+0.00157259j -0.00208068+0.00180497j -0.00106718+0.00376627j -0.00186678-0.00380496j -0.00218882+9.93298e-05j -0.00159519-0.00374204j -0.00185112-0.00032295j -0.00337655+0.00200251j 0.00159647+0.00254161j -0.00405502-0.0036716j -0.000754797-0.000649769j 0.00118836+0.0010444j 0.00054911-0.00324148j -0.00125653-0.00306969j -0.000583277-0.000582686j 0.000345241+0.00131411j -0.000529797-0.00562862j 0.00150144+0.000676253j 0.00349776-0.00195102j -0.00083031+0.0018181j -0.00116302+0.000502546j 0.00110051-0.000224435j -0.00115771-0.00567461j -0.000519753+0.00142614j -0.000262656-0.0010526j -0.00132893+0.00573127j -0.0013974+0.00254467j -0.00132106-0.00399326j -0.000893175-0.000512389j 0.00511917-0.00269971j 0.000577825+0.00131248j -0.00223412+0.00351165j 0.000466153-0.00261292j 0.00143143-0.00157955j -6.83769e-05-0.00402052j -0.00158645-0.00115472j -0.00852007+0.00425261j -0.00276798+0.00161362j 0.000480154-0.000274315j -0.0066081-0.00116591j 0.00272732-0.000173159j 0.00466601+0.00350318j 0.00663496+0.00805265j 0.00545737-0.00729493j -0.00241769+0.00208099j 0.00756162+8.42155e-05j 0.00421755+0.00577993j -0.00759623-0.00991505j -0.00930848+0.0131142j 0.0087052+0.000856058j 0.00483039+0.000844958j -0.0128065-0.0100933j -0.00945853+0.0123373j 0.00704214-0.011435j 0.0113834+0.00693786j 
-0.00641257+0.00436002j 0.00381407+0.00660123j -0.00366793-0.00150006j 0.000911979-0.00402656j -0.00214433-0.00096196j -4.54089e-05-1.37864e-05j 0.00343074-0.00258594j -0.00292257-0.0003407j 0.00229067+0.00197854j 0.000460082+0.00330011j -0.00154859+0.000193771j -0.00437092-0.000921232j -0.000654712-0.00209988j 0.00161413-0.00425067j -0.00256083-9.6093e-05j 0.00171936+0.000634773j 0.00109054-0.00126269j -0.000995919+0.00113965j 0.00303602-0.00103371j -0.00250545+0.00106809j -0.00130244+0.000350724j 0.000276007+0.00337238j 0.00283827+0.000717296j -0.00296774-0.00159253j 0.000156997-0.00124712j -0.00117091+0.00038146j 0.00119041-0.00290778j -0.000327063-0.00298578j 0.000680088+0.000322637j 0.00145625-0.000479907j 0.00110708+0.00165945j 0.00198122-0.00296684j 0.00322019+0.00263385j -0.00323579+0.000874039j -0.00153069-0.00204872j 0.00224952-0.00307402j -0.00135036-0.0017616j -0.0013214+0.000647059j -0.000427111-0.00516801j 0.0012356+0.000396105j -0.000914732+0.00339234j 0.00205431+0.00051984j 0.00428645+0.00277564j -0.0024676-0.000582645j 0.00653582+0.00218256j -0.00011527+0.000636113j -0.00155202+2.62024e-05j -0.00181086+0.00330071j -0.00143357+0.00316197j 0.00275799-0.00436801j 0.0035508+0.000592977j -0.00194327-0.0051031j -0.0015396+0.000806103j -0.000768479-0.000631079j 0.00270663-0.00270088j 0.00177148+0.00174484j 0.00789317+0.000830099j 0.00111337+0.00358416j -0.00372809+0.00494232j -0.00163318+0.000283016j -0.00318161-0.000453959j -0.00112256+0.00203486j 0.00120345-0.00270919j 0.00233283-0.00207924j -0.00334921-0.00434473j -0.000150146+0.00700867j -0.00466835-0.00229092j 0.00320557+0.00180257j 0.00481661+0.00207199j 0.00354637-0.000183428j 0.00200548-0.00607733j -0.00440761+0.00259608j -0.00564333-0.00205309j -0.00992781+0.00707508j 0.0053481+0.0093518j 0.00136464-0.011252j 0.0116566+0.00161585j 
0.00858535+7.76486e-05j -0.00014153-0.00855106j -0.00338945+0.000450559j -0.000761947-0.00312655j -0.000159377-0.00153231j 0.00147287+0.000580023j 0.000260309-0.000437897j 0.000522195+0.00249344j 0.0025977-0.000271739j 0.00148967-0.000396675j -0.000481849+0.000757754j -0.00210068+0.000104336j -0.00167985-0.00290877j -0.0014173-0.00513526j -0.000752635+0.00339774j 0.00154382-0.00169693j 0.000881371+0.000343859j -0.00125441+0.00186335j 0.00193112-0.000283937j 0.000893428+0.00227847j 0.000294387-0.000630328j 0.00101697+0.00154954j 0.00242166+0.000756376j -0.00233503+0.00160847j -0.00174479+0.00313663j -0.000145257+0.000487633j -0.00248552+0.00198034j -0.00307138-0.000347762j 0.00187652-0.00203388j 0.000800748+0.00116298j 0.000747072+0.00181814j -0.000237285-0.00306082j -0.00119837+0.000566761j 0.000415367+0.000463232j -0.00248217-0.0029814j 0.000475997+0.000605764j -0.00315148-0.000212802j 0.000742092+0.00431149j -0.00326324-0.00346313j 0.0023039+0.00115517j 0.00190702-0.00125375j 0.0033119+0.00261816j 0.00349782-0.000231222j 0.00213431+3.99811e-05j 0.00440548-0.00287019j 0.000883744-0.000622615j 0.00240076+0.000792323j -0.00237008+0.00190895j -0.00241423+0.00293862j 0.000537166-0.00381727j -0.000400267+0.00122838j 0.000469745-0.00351457j 0.000399843+0.0016662j 0.00131643+0.00586462j -0.00179025-0.000449872j 0.000859007+0.00113517j -0.00153188-0.00120085j 0.00379535+0.000211886j -0.00525262+0.00573282j 0.00041519+0.00125412j -0.00236482-0.00372452j -0.00139081+0.00183895j 0.00216496-0.00193642j 0.00707707-0.00196165j 0.00127554-0.00276796j 0.00112668-0.00254067j -0.00830022-0.00247659j 0.00435597+0.00119474j 0.00634476+0.00161323j -0.00103385-0.00242467j 0.000931042+0.000536512j -0.00140063+0.000441473j -0.00167941-0.0021585j -0.0064048-0.000175j -0.00126289+0.00611892j 0.00502982+0.01562j -0.015415+0.00521701j 
0.0433145-0.00290462j -0.00286332-0.0433787j -0.0255649+0.00067488j -0.000366963-0.0255861j -0.00797952+0.0100021j -0.0179957-0.00846741j -0.00621982+0.0212601j 0.0147777+0.00517909j 0.00389009+0.00207091j 0.0141173-0.00274798j -0.00335661+0.0116581j -0.00358176-0.0035436j -0.015823-0.00363487j 0.00146431-0.0204509j -0.0076076+0.00832178j 0.0152395+0.00561782j -0.00452992-0.00736416j -0.00458846-0.00128351j 0.00681382+0.00674688j 0.00165549+0.00439643j 0.00453875-0.00646524j 0.00071206+0.00946112j -0.00233882+0.00816596j -0.00629338+0.000102211j -0.00659102+0.00371096j -0.000188258-0.00559363j -0.0139884-0.0043169j 0.00597586-0.0104206j -0.000809729+0.00417388j -0.00142+0.00324707j -0.00395982+0.00305066j -0.00609581-0.00187021j 0.00130958+0.0032471j 0.0037771+0.00172907j 0.00431521-0.00440561j -0.000392168-0.00512361j 0.00431974+0.00190371j 6.60794e-05+0.0042318j 0.00521903-0.0113284j -0.00309233+0.0011346j 0.00591104-0.000974439j -0.00435358+0.00521389j -0.00351316+0.00397512j 0.00184886+0.00306198j -0.00142699-0.0011093j -0.00141227-0.00175931j 0.0014228+0.00348661j -0.00331916+0.00427699j -0.010877-0.00353805j -0.000878008-0.012893j -0.00447947+0.00184451j 0.0111205-0.00251094j -0.000647641-0.00786467j -0.00732111-0.00285987j 0.00332244-0.00711547j -0.00411657+0.00200258j 0.00506295-0.00663594j -0.0062451-0.00336669j -0.0120614-0.00289516j -0.00322996-0.00111421j -2.5733e-06+0.009209j -0.0147021-0.00516747j 0.000408561+0.00680758j -0.0109276+0.0101796j 0.00443413+0.0171671j 0.00969883-0.00569666j -0.00383715+0.0104799j 0.014561+0.0104649j -0.00943087+0.00234039j -0.0163264+0.0071388j 0.00778447+0.0266088j 0.0240374-0.0094886j 0.00827589+0.0126516j 0.00394455-0.0206072j -0.0201491-0.00397433j -0.0037009-0.0446211j 0.0445795-0.00369487j 
-0.00201468-0.0034662j -0.00362408+0.00179169j -0.00188404-0.000249744j 0.000128391-0.00227501j -0.00105352-0.00356571j 0.00312592-0.000115891j 0.0021933+0.00101584j 0.00164898-0.00120518j 0.000975315-0.0010943j -0.00233186-0.000491277j 0.000345057-0.00043309j -0.000310786-0.00248839j 0.000124887-0.000974406j 0.00101417-0.000839789j -0.000824196+0.000212669j -0.00344891-3.52841e-05j 0.00270852+0.00192462j -0.000843615-0.00243603j -0.000490216+0.000888126j -9.53999e-05-0.00142713j 0.00153576-0.00213935j -0.000496619-0.00141673j -0.0015695+0.000154646j 0.00120744-0.000267506j -0.000591369-0.000276076j -8.14511e-05+0.0026569j 0.00198467+0.000772763j -9.05706e-05+0.00226486j -0.000620155-0.000853692j -0.00160546+0.00228048j -0.000366764-0.00128269j 0.000500904+0.00134191j -0.00186153-0.00067071j 0.000611537-0.00207046j 0.00215412+0.000799204j 0.000630146+0.00204528j -0.00125808-8.76344e-05j 0.00018402+0.000982478j 0.000385824+5.71596e-05j 0.000232722-0.000787491j 0.00108801+0.000133252j -0.000191784+0.000344655j -0.00108851-0.00184813j 0.000562459+0.000536392j -0.000926954+0.000789977j 0.00120253-0.000319894j -0.00106866-8.82274e-05j 0.000399702-0.00197361j -0.00103833-0.00125976j 0.00199546+0.00137534j -0.000842996+0.000774632j 0.000812137+6.01844e-05j 0.000344218+0.000845625j 0.00207055-0.000102493j -6.43697e-05+0.00088022j -0.00361978+0.00187624j -0.00306763+0.0024334j 0.00140294-0.00181035j 0.000805718+7.70888e-05j 0.000723927-0.00102159j -0.0014436-0.00103619j -0.000906061-0.00174301j -5.03023e-05-0.00186133j -0.000250075-0.00234095j -0.00150026-0.00261683j -0.0032886+0.00119212j -0.0019683-5.62879e-05j 0.000225491+0.00185199j -0.000115772-0.00190436j -0.00372958+0.00309992j 0.000740494+0.00361087j 0.000455627+0.00641292j -0.00771434-0.00098194j 0.000683973-0.00216667j -0.00280714-0.00108581j -0.000709497-0.00287216j 0.00283004-0.000470618j 
0.0119154-0.00737126j -0.00754018-0.0117385j 0.00550997+3.69286e-05j 0.00021093+0.00575471j 0.00277487-0.000101526j -0.00105816+0.00251861j -0.000295573+0.00275485j 0.00396703+0.00201434j 0.00138582-0.0015666j -0.00105047-0.000845576j 0.00114742+0.00234801j 0.00453397+0.000764092j -0.000488894-0.00152595j -0.00492487+0.00553766j 0.00219187-0.000537251j -0.0069185-0.00810353j 0.00120223-0.000701024j 0.00314165+0.00170503j -0.0054338-0.00406745j 0.00301097-0.00242102j 0.00234426+0.001308j 0.00466904+0.00137259j -0.000127837-0.00794583j 0.00163028+0.00700325j 0.00193151+0.000223574j -0.0014009+0.00356088j 0.00201922+0.00322648j -0.00177195+0.00519936j -0.00191591-0.00297149j -0.000857556-0.00248137j 0.00357757-0.00294799j -0.00379088-0.00113309j 0.000170174+0.00145672j 0.00162612-0.00271106j -0.00603262+0.00662943j -0.00237402+0.00289103j -0.00169215+0.0021489j 0.00198831-0.000298753j -0.00301188+0.00142371j 0.00338654-0.00418279j 0.000433501-0.0014378j 0.00464448-0.0048323j 0.00697376-0.0084239j 0.00186475-0.000264163j -0.00299527-0.00342109j -0.00251351-0.000323308j 0.000663097-0.00174104j 0.00353609+0.00144774j 0.00514765+0.00339322j -0.002628-0.000341326j 0.00206124-0.000472479j -0.00655309+0.00222087j 0.000637804+0.00111358j 0.00815562+7.51462e-05j -0.0019372+0.000844286j -0.00326047-0.00404513j -0.00132401-0.00289142j 0.0037005-0.00145567j 0.00411499+0.00672642j 0.00230595-0.0010431j -0.00472975-0.00279733j 0.00815143+0.00215472j -0.00110255-0.000746353j -0.00011251-0.00760097j 1.4287e-05-0.00186089j 0.0013179-0.00191841j -0.0046405+0.00201685j -0.00130566-0.00140218j -0.000995814-0.00517665j -0.000310979+0.0027565j 0.00338961-0.00291975j -0.00114241-0.00216296j 0.00112037+0.000730887j -0.00563353+0.00164795j 0.00146486+0.00652721j 0.0170387+0.000491616j -0.000197767+0.0169374j 
-0.0231202-0.00445863j -0.00454064+0.0229221j 0.00100516-0.0130546j 0.0134181+0.000427849j -0.000172861-0.00548571j 0.00102734+0.00244254j 0.010053+0.0081572j 0.00732087-0.011509j -0.00601492-0.000837257j -0.00244365+0.00225385j 0.00209847-0.00305768j -0.00416034-0.00385151j 0.00461916+0.00382525j 0.00646478+0.00352326j -0.000752981-0.00839886j -0.00612756+0.00704824j 0.000548653+0.00209501j 0.00240986-0.00624954j 0.00104173+0.00932556j -0.00503447-0.00439791j 0.000105215-0.0043994j -0.00508356-0.00397686j -0.00714631+0.00152991j 0.00549452-0.00617573j 0.00242171-0.0041577j 0.000527979+0.00206455j 0.00781885-0.00552381j 0.00633607+0.00126922j -0.00459825+0.00662532j -0.00236734+0.00525988j -0.00285666-0.00384459j 0.00118408+0.00532825j 0.000554081+0.00262344j -0.00312588-0.0013438j 0.00903262+0.00201545j 0.00409492+0.00233748j 0.00344824+0.00127989j -0.00314618-0.00634436j 0.00552892+0.00327468j -0.00519133-0.00228689j -0.00305593-0.00140794j -0.00695206-0.000516288j -0.0103234-0.000966513j -0.00242147-0.00266135j -0.00673939+0.00767858j -0.00205948+0.00182187j -0.00733598-0.000116097j 0.00133127-0.00468807j 0.00335317-0.00523618j 0.00591668+0.00574445j -0.00297302-0.00155199j 0.0055801-0.000154348j 0.00275878-0.00236366j -0.00247185-0.0107041j 0.00256531+0.00538225j -0.00444469+0.00274134j -0.00317518+0.00792858j -0.00684199-0.00288119j 0.00638751-0.00577156j -0.00369909-0.00258213j -0.00363602+0.004521j -0.00383238-0.0101925j -0.00260066-0.00318971j -0.00486674+0.00197577j -0.00364973+0.00484409j -0.000871148+0.00327404j 0.00653988+0.00206996j 0.00028735+0.00264803j -0.0123507+0.0016401j -0.00049283+0.0167581j 0.0101642+0.00280901j 0.00304436+0.0038783j -0.0094637+0.00166507j 0.00027263+0.0129104j 0.0130347-0.000577059j -0.0142053-0.0116581j 0.011491-0.0141031j 
-0.00580957-0.0153391j -0.015435+0.00578683j -0.00592105+0.014039j -0.0144514-0.00611018j -0.00204329-0.00560381j 0.0152843+0.00103639j 0.00684552-0.0253747j -0.0221462-0.00616951j -0.000659319+0.00334533j -0.00771069-0.000893362j 0.00319332-0.00785353j 0.00791413-0.00241777j 0.00455592-0.0136089j 0.00744916+0.00770233j -0.00863423+0.00888363j -0.0138355+0.00420169j 0.00736011+0.00260378j -0.0118544-0.00393002j -0.00103303-0.0106107j -0.00380272+0.00131835j -0.00567353+0.00416286j -0.000466295+0.00132527j -0.00476711+0.00385718j 0.00171383+0.00164657j -0.00777615-0.00378152j 0.00840163+0.0114073j -0.00873074+0.000880047j 0.00346931+0.00185273j 0.00955168+0.000602263j 0.00883416-0.00344079j -0.00745879-0.00263672j 0.00663177+0.00485633j 0.000703574-0.00211326j -0.0013503-0.000998584j 0.000533423+0.000844074j 0.00350024+0.00866391j 0.000969504-0.00564351j -0.00375026+0.00977043j 0.000188523+0.00383478j -0.00124122-0.00084909j -0.00422587+0.00573471j 0.0022111-0.000837418j 0.000625173-0.000756446j 0.000215332+0.00100165j 0.00879953+0.0107489j 0.0035367+0.00173236j 0.00372157+0.00779719j -0.000620768-0.0114339j -0.007452-0.00809958j -0.00195936-0.000684692j 0.00163266+0.00491468j -0.00945194+0.00785248j -0.00559643-0.000772921j -0.000169165-0.000730528j 0.00323079-0.00303452j -0.00747897+0.00970815j -0.00122527+0.00774335j 0.00388199+0.00215887j 0.00804195-0.00808385j 0.0101857+0.000565717j 0.00453821+0.00206706j 0.00820323+0.00770493j 0.000147882+0.00800766j -0.00227056-0.00353366j 0.000406396-0.0197906j -0.0138752+0.00177792j -0.000718039-0.00643842j -0.00747451+0.000102221j 0.00167531+0.00884894j 0.0258104-2.86719e-05j 0.0031701-0.0251668j -0.00981197-0.00428482j 0.00247848+0.00247165j 0.0183912-0.000601215j -0.000668763-0.0183934j 0.00908519-0.00339156j 0.00337947+0.00919053j 
-0.00876508+0.000501318j 0.000261979+0.00872692j 0.00384627-0.0152627j 0.0153348+0.00378064j 0.00254347-0.00081056j -0.00469658+0.00301377j 0.00166379+0.00961998j 0.00702262+0.00201423j 0.0028346+0.00235012j 0.00288221+0.00117138j -0.00217733-0.00140766j -0.0100982-0.0014505j -0.00158686+0.00321932j 0.00362841-0.00810792j 0.000597148-0.00404525j 0.00673339+0.00531794j -0.00148014+0.00067837j 0.00124644+0.000120449j 0.00567396+0.00773233j -0.00139951-0.000769655j -0.000483007-0.000813618j -0.00378688-0.00115874j 0.00224964+0.00358258j 0.000552595-0.00590826j 0.00248908+0.00288794j -0.00276094-0.00723387j 0.00622431-0.00289823j -0.00301363-0.00137311j -0.000217251+0.000911796j -0.00165793+0.00646537j 0.00284419+0.00401553j 0.00380224-0.00410859j -0.00253217+0.00488745j -0.00206281-0.00207803j 0.00446441-0.00552194j 0.00437364-0.00351915j -0.00243674+0.00175677j 0.00212788-0.00352049j 0.00229288-0.00548273j -0.00202542+0.00185133j 0.00101141-0.00358793j 0.000168122+0.00464482j -0.00149043+0.00614853j 0.000966955-0.000854974j 0.000234412+0.000228718j 0.00131423+0.00143809j -0.00145141-0.00348323j -0.00402075+0.0043656j 0.000230036+0.00245764j 0.0071263+0.0022476j -0.00182099+0.00139766j 0.00966227-0.00557838j 0.00192178+0.00183454j -0.00225107+0.00270367j -0.000425087+0.00258424j 0.00606084+0.0032791j -0.0011529+0.00209452j -0.00385279+2.46216e-05j -0.00902534+0.00181032j -0.00756859+0.00038847j -0.00145428-0.0036703j -0.00570066-0.00564553j 0.000253214-0.00478189j 0.00355038+0.00547601j -0.00144512+0.0056191j 0.00358489+0.0039639j 0.0036711-0.000176292j 0.00614399-0.0031778j 0.00232136+0.00220296j -0.00699488+0.00470119j 0.0044493+0.0131847j 0.0117147+0.00362969j -0.00722167+0.00495586j -0.0188782+0.00683182j 0.00580068+0.018345j 6.80557e-05+0.00846727j -0.00835987+0.000307922j 
0.00265485+0.00417511j 0.00448016-0.00254275j -0.00311876-0.000225695j 0.000578131-0.00307267j 0.000270318+0.00155492j -0.000182075+0.000446838j -0.00020257-0.00230312j -0.00218223-0.000775841j 0.000289138+0.000626833j 0.00148213-0.00123852j -0.000551533-0.000510501j -0.000587257+0.00238548j -0.00177138+0.00180634j -0.000277587-0.00177217j -0.000831616+0.00260793j 0.00290588+0.000885157j -0.00100193+0.00033086j -0.00100049+0.00151396j 0.00272959-0.00126139j -0.000339533+0.00404303j -0.00167962+0.00060244j 0.00189254+0.000980152j -0.000399596+0.00236365j -0.00224005-0.000509821j -0.00271027+7.27176e-05j 0.000647256-0.00155545j -0.00535367-0.000255816j 0.000931365-0.00285865j 0.000744123+0.00047873j 0.00239408-0.00242019j -0.00137411+0.00234789j 1.12659e-05-0.00229035j 0.00205263+0.00136905j -0.001838-0.000235144j 0.00197873-0.00109379j 0.000136425-0.000979909j 0.00381952-0.00169997j -0.00190342+0.0016699j -0.00188006-0.00187878j -0.00099465-7.15016e-06j -0.00226111+0.0014909j 0.000386979+0.000977073j -0.00129907+0.00187883j 0.000911164+0.000136781j 0.00170733+0.00168854j -0.00106111+0.00066118j 0.00148977+0.00112397j -0.00130475+0.000507138j -0.00373264-0.000741814j -0.00137269-0.00322595j 1.12413e-05-0.000472695j 0.0012029+0.00129183j -0.00336436-0.000736342j -0.00458557-2.23132e-05j 7.11338e-05-0.000551174j 0.00189462+0.00137356j 0.00156249-0.000157097j 8.39846e-05+0.000928957j -0.00385777-0.00246359j 0.00143292+0.00282956j 0.00376664+0.00288692j -0.000691365+0.00121402j 0.00365355+0.00457091j 0.00151879+0.00752991j 0.00233612-0.000511557j -0.000292386-0.00205082j 0.00228632-0.00104305j 0.00185877+0.00237901j -0.000294548+0.0116214j 0.00444952-0.0099762j -0.00746285+0.00239214j 0.00448526-0.00638853j 0.0112296+0.000562576j -0.0135749+0.00318497j 0.00477035+0.0129472j 0.00357946+0.0106368j -0.0107859+0.00330084j 
-0.0109176+0.00162984j 0.00174147+0.0107567j 0.0097946-0.00149998j 0.00194589+0.00968617j 0.00199078+0.00432365j -0.00618939+2.13816e-05j -0.00069644+0.00376356j -0.0013713-0.000987154j -0.00298788+0.00453171j 0.000607793+0.00113046j -0.00190816-0.00223177j -0.000465787+0.00456125j 0.00744178+0.00233925j -0.00102282+0.00255752j -2.3705e-05-0.00535667j 0.00245432-0.00436593j -0.00360791+0.00276843j 0.0044388+0.00326535j 0.00363655+0.00342025j -0.00215673+0.00107094j 0.00184808+0.00171484j -0.00205012+0.00146725j 0.000874607-0.000845673j -0.00296747-0.00197783j 0.0013024+0.0013523j -0.00324473-0.00291622j -0.0011522-0.00150691j -0.0012737-0.00189942j 0.00128375+0.00014095j 0.000775617-0.000158598j -0.000184641-0.000159039j 0.00228817+0.000633868j -0.000132501+0.00236293j -0.000189616+0.00369308j -7.67866e-05-0.00118213j 0.00167651-0.00420154j 0.00285942-0.00118154j -0.00353249-0.00456345j 0.00135908+0.00119293j 0.0030327+0.000604193j -0.00318771-0.000411684j 0.00132524-0.000846542j -0.000971417+0.00527259j -0.000351291-0.00332558j 0.0011563+0.00316789j -0.00367229+0.00381718j -0.00249204-0.000299658j -0.00297582+0.00241156j 0.000305788-0.00410896j 0.00113747+0.000166706j 0.00315229-0.000579683j 0.000547306-0.00560054j 0.00291609-0.00276735j 0.00193759+0.00096347j 0.00129427+1.0444e-05j 0.00663719-0.00233246j 0.000948809+0.00444493j -0.00462319+0.00448935j -0.00409014-0.000862553j -0.00224076+0.00283587j -9.69272e-06-0.00727796j -0.00170114+0.00327157j 0.000498437+0.00205144j 0.007161+0.00732684j 0.00835585+0.00307179j 0.000734851-0.000613488j 0.0102049-0.0045356j 0.00156107-0.00220238j -0.00490457+0.00981838j 0.00473006+0.00110856j -0.00704987-0.0061836j -0.0115442+0.0110426j -0.00804655-0.01225j -0.00685443+0.000983756j 0.00166328+0.00542742j 0.00598319+0.00147785j -0.00169571+0.00596949j 
0.0146894+0.00102226j 0.00122313-0.0148402j 0.00847414-0.00245489j 0.0027644+0.00855639j 0.00652302+0.00125496j -0.00235828+0.00431854j -0.00186602+0.00444876j 0.00385532+0.0021922j 0.00140949-0.00298923j -0.00241121-0.0047984j 0.00369014+0.00356901j 0.012238+0.00300573j 0.00610259-0.00177752j -0.00655973+0.0123627j -0.00177967-0.00146767j -0.00759889-0.0134221j -0.000357801+0.00207194j 0.00439654-0.00181159j -0.0029635-0.00612287j 0.00299881-0.00165762j 0.000695205-0.00119257j 0.0045714-0.00113411j -0.00134347-0.00822916j -0.00120699+0.00734526j 0.00136412-0.00260707j -0.00645244+0.00489048j -0.00104553+0.0027861j -0.00301548+0.0044646j -0.00325811-0.00219006j -0.00141341-0.00181155j 0.0024548-0.00358405j -0.00444039+6.44651e-05j -0.0018021-0.00321412j 0.00258871-0.00224265j -0.00528052+0.00543904j -0.00879337+0.00250417j 0.000338188-0.00188876j -0.00432251-0.00134096j -0.00272911+0.00239869j 0.0059296-0.00442463j -0.000943761+0.000550667j 0.000897357-0.00478328j 0.00625563-0.00528654j -0.000880294+0.00100697j -0.00421487-0.00166986j -3.15844e-05+0.00168286j -0.00154115-0.000512951j 0.00630337+0.00238582j 0.00249756-0.00217162j -0.00525131+2.40315e-05j 0.00179099-0.00403152j -0.00888402+0.00125205j -0.00160076+0.000422626j 0.00732879+0.000183471j -0.00228088-0.000815863j -0.00420889-0.0112215j -0.00133173-0.00383425j 0.00719122+0.00215341j 0.00346649+0.00527712j 0.00584839+0.00433747j -0.00305207-0.00297398j 0.00714839+0.00900115j 0.00120544+0.00394389j 0.0053167-0.00579734j 0.0119218-0.00917475j -0.00301836-0.00851929j -0.00165192-0.0085845j -0.00982761-0.000399758j 0.000618188-0.00245714j -0.00354366-0.00474079j -0.00926683+0.00302727j -0.00300004+0.00867389j -0.00484863-0.00645465j -0.00989657-0.00466145j -0.00421403+0.00916966j 0.0106561-0.00343742j 0.00321258+0.0105699j 
