0.000129485-0.00200773j 0.0019156+7.5291e-05j -0.000922946-0.000420515j -0.000557603+0.00089599j -0.000142193-0.0010599j 0.000162121+0.000779087j 0.000190404-0.00146609j -0.00129684+0.000534922j -0.000917179-0.000419954j -3.64676e-05+0.000301245j 0.00076749-0.000508704j -0.000139566+0.000933567j -0.001472+0.000244314j 6.39038e-05-0.000570385j -0.000511075+0.000264939j -0.000236028-0.000167133j 0.000975266+7.46301e-05j 0.000208513+0.000129478j -0.000691042-0.000501738j -0.000778102+0.000515856j -0.000323644-0.000362014j 0.000127772-0.000363501j -0.000816119+0.000290113j -0.000605673-0.00107198j 0.000502962-0.000122159j 0.000583374+0.000402074j 5.03544e-05+0.000273089j 0.000514925+0.000676663j 0.000157026-0.000113747j 0.00106031+0.000269291j -0.000759968+0.000296491j 6.44901e-05-0.000495892j 0.000231543-0.000378222j -0.000238562+0.000389782j 0.000402086+0.000836883j 0.000213282-1.48427e-05j 0.000422709+0.00130789j 0.000303167-2.27636e-05j 0.000371001+0.000935683j -0.000270601-0.000688031j 0.000513881+0.000334801j -0.000503591-0.000871387j 0.000542437-5.97427e-05j -0.000750661-0.000161313j -0.00086094+0.000605869j -0.000337657-0.00219872j 0.000419134-8.82345e-05j -0.000608032-0.000346831j -0.00033229+4.47642e-05j 0.000989706-3.03263e-05j 0.000174148-0.000109922j 6.79642e-05-0.000668175j 0.000641586-0.000537198j -0.00117625+0.00118111j 0.000190008+0.00086925j -0.000816759+0.000970426j -0.000333612+0.00031034j -0.000482709+0.000219267j -0.000456154+0.000951163j -0.000226155+0.000178661j -2.17028e-05+8.5606e-05j -0.000953386-0.000220176j 0.00043321-2.55431e-05j -0.000458597-0.000465707j -0.00066874+0.000226853j -0.000402361-5.40664e-05j 0.000929742-0.00105569j 0.000768182-0.000695218j -0.00165258+6.78649e-06j -0.000835903-0.000405152j 0.00118738-0.000533004j -0.00178247-0.0007343j 0.000702511+0.00112531j -0.000785246+0.00066524j -0.000487702-0.000698743j 0.00443871+0.00382522j 0.00373486-0.00441132j 
0.00236318+0.000476678j -0.000512859+0.00242083j 0.00234421+0.0018214j 0.00171309-0.000836625j -0.00522101-0.00219959j -0.000224915+0.00293227j -0.000674038-0.00166584j -0.00360743+0.00168065j 0.00152683+0.00262686j 0.00100892-0.00215368j 0.00236359+0.00350357j -0.00673765+0.000217783j -0.000366236+0.000293007j -0.00237088-0.00108201j 0.000933163-0.00112618j 0.00369646-0.00194152j 0.00129346-7.25182e-05j -0.00129949+0.00544754j -0.00178893+6.13732e-05j 0.00308931-0.00496656j -0.00227771+0.00519104j -0.00346418-0.0011242j -9.04126e-05-0.000379851j 0.00202471-0.00100619j 0.000729407+0.0023219j -0.000582966-0.0027213j -0.004559+0.000898426j 0.00616067-0.00300605j 0.000278877-0.000457062j -0.00530976-0.00125698j -0.000539141-0.00393231j -0.000508498-0.00348492j -0.0016797-0.00138292j 0.00161708+0.000495879j 0.00374342+0.00105399j -0.00110307-0.000907898j 0.000744674-0.000339026j -0.000153331-0.00147839j 0.000417294+0.00145001j 0.00131893+0.00275822j -0.00181329+0.000454835j 0.000394265+0.000581825j -0.00227398+0.00413192j 0.000744673+0.00193845j 0.00102917+0.002643j 0.000249873-0.000666892j -0.00128418-0.000580417j -0.00327497+0.00200663j -0.00100888-0.00307078j 0.000293202-0.00508927j 0.000955425+0.00261507j 0.000495487+0.000294081j -0.00196144-1.84521e-05j 0.00079977+0.000512182j -0.000465047+0.00200375j 0.000884769-0.00361792j -0.000630622-0.00353148j -0.000125478-0.00216878j -0.002925-0.00198286j -0.002875-1.04562e-05j -0.00219757-0.00109025j 0.000160311+0.00122749j -0.00290615+0.000111981j 0.00127351+0.00224187j 0.00291804+0.00174104j -0.000579391+0.00281086j -0.000596501-0.000163878j -0.00126775-0.000488542j -0.0015704-0.00198126j 0.00282042+0.00102561j 0.0011862-0.00173734j -0.00137844-0.00102764j 0.00047469+0.00144005j -0.000782169+0.00139534j -0.00156692-0.000302963j 0.000168814+0.000852053j 0.000856289-0.000235977j 
-0.00485306-0.00518738j 0.00522208-0.00499708j 0.000540009-0.00157184j -0.00272633-0.0010442j 0.00172405-0.00306445j -0.000378383+0.000429143j 0.000414286-0.00299831j -0.00285127+0.00331413j -0.00872798-0.00215962j -0.0013363+0.00267064j 0.00183078+0.00293223j -0.00139434-0.00262968j 0.000755695-0.00396772j 0.00108631+0.000266927j -8.33539e-05+0.000924497j 0.00225134-0.00279249j -0.0020207-0.000285351j 0.00275442-0.00265619j 0.000769269-0.00489049j -0.00262838-0.00501801j -0.00222203-0.000723003j 0.00348922-0.000480232j 0.00336799-0.00248115j 0.00188055-0.00619291j -0.000402205+0.00348404j -0.00120479-0.00385061j -0.00122511-0.000499702j -0.00256743+0.0012817j 0.00172436+0.00237194j -0.0016373-0.00219241j -0.000975656+0.00133448j -0.000235295+0.00172232j 0.00161485+7.45551e-05j 0.00521199-0.000744419j 0.000522213+0.00135133j -0.00263957+0.00333816j -0.000354568-0.00208535j 0.000617674-0.00282434j 0.00433695-0.00186714j -0.00247907-5.01087e-05j 3.44737e-07+0.00121525j 0.00374879+0.0011871j -0.00279621+0.000143668j -0.00440323-0.00153354j -0.000153836+0.000266873j 0.00127008+0.00146151j 0.000669056+0.00166261j 0.00301721+0.00327532j -0.00117172+0.00149194j 0.000236357-0.00173667j 0.00310696+0.0017151j -0.00246958+0.00478778j 0.000345978-0.000281651j 0.00490769+0.00405551j 0.00430939+0.00304779j 0.00221645+0.00067549j -0.00363202+0.00243424j -0.00324161+0.00163358j 0.00311643+0.00274111j 0.00127371+0.000588866j -0.000953186+0.00277684j -0.00094557+0.000805925j -0.00253773-0.00213418j 0.00247763-0.000314135j -7.57853e-05+0.00122714j -0.000546661-0.0021401j 0.00329409-0.00181141j 0.00144689-0.000343938j -0.00479996-0.000385288j -0.000834519-0.000575446j 0.00274378+0.00215053j -0.000363751-0.00410454j -0.000571202+0.00381809j -0.0032541-0.00115754j 0.00162961-0.00231722j 0.000935737+0.000999272j 0.000982186-0.00114191j 
-0.00367903-0.00195732j 0.00198189-0.00381113j -0.00224192+0.000826371j 0.000290138+0.00149093j 0.00141591-0.00307715j -0.00399016+0.00149242j 0.00286244+0.000331965j -0.00376833+0.000154778j -0.0052402-0.00430024j 0.00161811+0.000539164j 0.00117866+0.00234743j 0.00529555+0.00151546j 0.00182973+0.00286397j 0.000537632-0.00339412j -0.00469401+0.0035267j -0.00257827-0.00349882j 0.00113025+0.00521378j -0.00189199-0.00447191j 0.00308506-0.000382133j -0.00264535+0.00373123j -0.00358084+0.000636707j -0.000532789+0.00202154j 0.00130299-0.00175113j 0.00141731-0.000818368j 0.00183532-0.00314923j -0.00135345-0.000998032j 0.0029507-0.00271332j -0.00481563+0.00439441j -0.00175278+0.00214704j -6.07185e-05-0.00337124j 0.0022876-0.00159055j 0.000681334-0.00208263j 0.000118189+1.74105e-06j -0.00144559+0.000779556j 0.00184278+0.0021804j 0.00180398+0.00115805j 0.00134911+0.00163818j 0.00161941+0.00248287j 0.00440213-0.000515578j -0.00293216-0.00193088j 0.000916707+0.000191303j 0.001675+0.000137282j -0.00350698-0.0021401j -0.00295485+0.000715895j 0.0015304+0.00226866j 0.00210048+0.00164889j -0.000752831+0.00020669j 0.00124213+0.000233765j 0.00019977+0.00172123j 0.00398268-3.37935e-05j -0.0010795-0.00226005j -0.000338722+0.00383892j 0.000366607+0.000605734j -0.000748585+0.00382263j 0.00118854-0.00265625j 0.00347756+8.10184e-05j 0.000324984-0.000332799j -0.00218492-0.00223904j -0.00258514+0.00306332j 0.001187-0.00178641j -0.000888789-0.00199319j 0.00271465-0.000689018j 0.000417566+0.0019089j 0.00113077+6.29481e-05j -0.00059507-0.000113232j 0.000448209-0.00504548j 0.00415512-0.00164266j 0.0020084-0.000379073j -0.00251948+0.000793459j -0.00221189-0.00146256j 0.00127289+0.000544832j -0.00158061-0.00202684j -0.000976307+0.00241624j -0.0038679-0.00159861j 0.00186617-0.00365239j 0.00170829+0.000877469j 0.00084348-0.00171855j 
0.00391462-0.00061095j 0.000548825+0.00389475j -0.000183495+0.0010265j 0.00129676-0.000574995j 0.00231493+0.00250471j 0.00178566-0.00257849j -0.00282613-0.000957593j 0.00165188+0.00376334j -0.00395462-0.00336087j 0.000578185+0.00117274j -0.00122797-0.00208183j 0.00742017+0.00255506j -4.65339e-05+0.00273645j 0.001595+0.00072756j -0.0026352+0.00193335j 0.000726143+0.00145891j 0.0013029+0.00221086j -0.00132062+0.00208937j 0.00325051+0.00142498j 0.00137867+0.00209876j -0.00185294+0.00773597j 0.00156912-0.0056322j -0.00163949+0.00205418j -0.000893207+0.00527384j 0.000990165-0.000310716j -0.0105594-0.000190349j 0.00362037-0.00149373j 0.00647465+0.00495967j 0.00263409+0.000683397j 0.00240836+0.00235228j -0.00193821-0.00165102j -0.00271896+0.00244375j 0.00187709+0.00482416j 0.000462619-0.00144196j 0.00256351+0.00155839j 0.00195084+7.15082e-05j 0.00333629+0.00604056j -0.00151815-0.00115872j -0.00494339-0.00620562j 0.00205424+0.0036308j 0.00224281+0.00490593j 0.000626551-0.00184846j -0.00414721-0.00165802j -0.00297704+0.00401022j 0.00492893+0.00587718j 0.00127674-0.00254734j -0.000342945-0.00180707j 0.00233418+0.00145459j 0.000504798-0.00147705j 0.00195665+0.000668895j 0.000581176+0.0039429j 0.00857592-0.00602059j 0.000402899+0.00293922j 0.00397651-0.000979517j 0.00151217+0.00139985j -0.00151738-0.00276489j 0.00520438+0.00358545j 0.000296413+0.00409718j -0.000589606+0.000353076j -0.000592434-0.000479084j 0.00109328-0.000359663j -0.000364639-0.000332408j -0.000339098-0.00040672j 0.00408117+0.00252486j -0.000896272+0.00525183j -0.00348931+0.00118622j 0.0012735+2.76616e-05j -0.00305432-8.31275e-05j 0.000116454-0.0010062j -8.75873e-06+0.00389333j 0.00186903+0.00235454j 0.00241378-0.000372659j 0.000120415+0.000469234j -0.000942699-0.00317586j 0.00282294-0.000315829j 0.00123088-0.000241762j -0.000290557-0.00124169j 
0.00350122-0.00472268j 0.00449495+0.00336295j -0.00250034-0.00440823j -0.00556966+0.00198815j 0.00188342-0.00553599j 2.78749e-06+0.00127156j 0.00159149-0.00540531j -0.00352433-0.000575007j -0.00257293+0.00234226j 0.00511859+0.000640016j 0.00476061-0.000370292j 0.000524966+0.00501626j -0.00479574-0.00218992j 0.00227012-4.45346e-05j -0.000809882+0.00186723j -0.000298122+0.00413128j 0.000848874+0.00219009j -0.000867901-0.000702202j 0.00245797+0.000444867j 0.000869463+0.00150658j -0.00247297-0.00128877j 0.00447403-0.00155272j -0.000444953+0.00310815j -0.00117681-0.000272731j -0.00352106-0.00017245j 0.00179156-0.00249397j 0.00239293+0.000713987j -0.000890554+0.00286357j -0.00141701+0.000943828j 0.00358637-0.00207552j -0.000345706-0.00114107j -0.00248717+0.00290952j 0.000820139-0.00224071j -0.000151798-0.000354398j 0.0032794+0.00259411j 0.000330642+0.000818352j 0.000423736-0.00269809j -0.00616514+0.000360449j 0.000685624+0.00365083j -0.00537312+0.00109533j -0.00279733+0.00125856j 0.000473436-0.00582417j -0.00435634-0.000588933j 0.00148506-0.000688652j 0.00133657-0.000504695j 0.000720868+0.00165654j 0.00198052-0.000103546j -0.000754024+0.00202649j 0.00258128+0.00398221j -0.00483944-0.0043546j -0.000507561-0.00167155j 0.000291196+0.00223657j -0.00162626+0.000227585j -0.0040604-0.000662213j -0.000729625-0.00457106j 0.00246033+0.000687648j -0.00357499-0.0019287j 0.00160879-0.00103404j -0.000102406+0.00166173j 0.000586199+0.0011776j -0.000996254+0.00128185j 0.00198291-0.000645685j -0.000258926-0.00160539j 0.00124684-0.000482338j -0.00283456+0.000576715j 0.000439152-0.000736449j 0.000613878-0.000693353j -0.000144298-0.00232441j -0.00524874+0.00390564j -0.00456868-0.00123648j 0.00287979+0.0042674j -0.000308714-0.00246074j 0.000973269+0.00338002j -0.00175709+0.000803826j -0.00049613-0.000833232j 0.00450731-0.000634616j -0.000811462-0.00454737j 
0.00164062+0.000693698j -0.000607131+0.00167657j 0.000762304+0.00186601j 0.00277995-0.000510406j 0.000544023+0.00209678j -0.000500601-0.00277454j -0.00120278+0.00155553j -0.00156187-0.00126726j 0.00138343-0.00258234j -0.00183834+0.00255723j -0.00157337+0.00134569j -0.00114261+0.00213852j -0.00127189+0.00116857j -0.000957856-0.00457973j -0.00119932+0.00243756j -0.00129034+0.00202786j 0.00212031+0.00125105j 0.000417911+0.00214842j 0.0024072+0.00177587j -0.00135063-0.00171424j -0.00161441-0.00333619j -0.000358245+0.00262859j -0.00126326-0.00180807j 0.00307822-0.000202012j -0.0004618-0.00293744j 0.00485973-0.00416095j -0.00423765-0.00222706j 6.34713e-05-0.000433631j 0.000760678-0.0001949j -0.00347014+0.000152144j 0.00379083-0.00264487j -0.00367686-0.00109299j -0.00300088-0.00170268j 0.00196164-0.000292044j 0.000270588-0.00690682j 0.00371723-0.00100006j -0.00331174-0.0021877j 0.00149369+0.00124975j 0.00250891+0.00208354j -0.00117705-0.000837205j -0.00274799-0.00444564j -0.00401489+0.000735259j 0.00478278+0.00328538j -0.000877157+0.000453092j -0.000403275-0.00215399j 0.00278938-0.000481937j -0.00112848+0.00470309j 0.000761675-0.00537672j 0.000830369-5.01838e-05j -0.00146537-0.00415092j 0.000100473-0.00454711j -0.00159538+0.00582643j 0.00392994+0.00131381j -0.000780981+0.00102306j -0.00252436-0.000206007j 0.00472961-0.0023554j -0.00454968-9.94696e-05j -0.00112455-0.000489696j 0.00231978-2.80442e-05j 0.00062815+0.000509263j 0.000355416-0.00130232j 0.000362249-0.00255592j 0.00037898-0.00120248j -0.00197886-0.000739996j 0.000238943+0.00157499j -0.000216665-0.00497731j 0.0024514-0.00126339j -0.000212266-0.00252084j -0.000767819+0.00437186j -0.00219784+0.000363259j 0.0035543+0.000725982j 4.63489e-05-0.00132097j 0.00172226-0.00135517j -0.000678293+0.000414355j 0.000534293-0.00117558j 0.000124985-0.0015099j -0.00162948-7.6824e-05j 
-0.000852931+0.00027477j -0.000333646-0.000765749j 9.81498e-05+0.000331346j -0.000206382+0.00034904j -0.00149028-0.0021626j -0.000682893+0.00051929j -0.000601394+0.000209427j -7.26194e-05-1.25035e-05j 0.00058137+0.00125191j -0.00123364-0.000681295j 0.000948462-0.000875101j -0.0017723-7.5464e-05j -0.00028799-0.000502889j -0.000789821-0.00147918j -0.000391911+0.000344482j 0.00273147-0.000373148j 0.00191711-0.00199054j 0.000138957+0.00242862j -0.00043578+0.000357378j 0.00182728-0.00162311j -0.000329033+0.00207707j 0.00021725+0.000246582j -0.000556674-0.000652988j -0.000236719-0.000868089j -0.00182522+0.000559989j 0.000403382+0.000610341j 0.000472576-0.000781059j 0.00273343+0.00052947j -0.00148637-0.00039241j -0.00208968-0.000829138j 0.000585111-0.00134566j 0.000567513+0.000696734j 0.000609507+0.000209149j -0.000127926+0.00209664j 0.00112706+0.00153226j -0.000602748+0.000762649j 7.16565e-05+0.000520323j 0.000430824-0.000453947j -0.000368273+0.00028023j -0.000663785+0.000870362j 0.000521908-0.000371556j 0.0012294-9.89497e-05j -0.00083554+0.000717458j 0.000160636+0.00135592j 0.000355803+3.21726e-06j 0.000382902+0.00213379j 0.000502879+0.000434504j -0.00125914+0.00154795j 0.000684084-0.00135959j 0.00261884-0.00129137j 0.00114259+0.00267585j -0.000763109-0.000873827j 0.000721803-0.00138045j 0.000907596+0.00108073j -0.000774894+0.000680205j 0.000782409+0.000259535j 0.000156786-0.00153648j 0.00155617-0.000750529j 0.000125739-0.0011163j -0.000366396-0.00255198j -0.00311111-0.000803492j 0.00185661-0.00059571j -0.00189647-0.00103335j 9.7734e-05+0.00285714j 9.07155e-05+0.000203042j 0.000962539+0.000982301j -3.89702e-05+0.000801665j -0.00108682-0.000592364j -0.00177783-0.000765913j 0.000941319-0.000372846j -0.000417061-0.000169515j 3.36831e-05-0.000166887j -0.000251941+0.000675402j 0.000368234+0.000366696j -0.000452842+0.000714157j 0.000862533+0.000390403j 0.000460356-0.00091451j 
0.00029372-0.00472295j 0.00471408+0.000266841j -0.00274865+0.000145148j -5.9224e-05+0.00330695j -0.00053167-0.00110915j -0.000499524-0.0021966j -0.00266152-1.08488e-05j -0.000585314+0.000607573j -0.00233062+0.00136267j -0.000545691+0.000290952j 0.00109525+0.000622169j 0.000566259+0.000386903j 0.000208054+0.00162142j 0.00294188-0.00558858j -0.00277229+0.00166292j -0.0034253-2.84902e-06j 0.00210259+0.00281266j -0.00121488-0.00218059j -0.00195747+0.00131771j -0.0036908+2.82313e-05j 0.000446261-0.00426291j -0.0027285+0.00257833j 0.00207056-0.00595717j 0.00290711-0.00368549j -0.000686324-0.00164674j 0.000777234+0.00232275j -0.00122884-0.00107951j 0.00127603+0.0011927j 0.00357935-0.000343814j 0.00337303+0.00280256j 0.00350935-0.00171527j 0.000575504-0.00431132j 0.00157436+0.000670122j 0.00556865-0.00299469j -0.000807838+0.00145872j 0.00357967+0.000668374j 0.00148386-0.000523932j 0.0105479-0.00110187j -0.00115123-0.000501101j 0.00494932-0.000409788j -0.00145568-0.00218753j 0.00370995-0.000572887j -0.00132576+0.000311486j -0.00616277-0.0021453j 0.0044631+0.000980222j -0.00242782-0.00431j 0.00139405+0.0022995j 0.00566192-0.004203j -0.00173791+0.000183106j 0.00354857+0.00109563j -0.00287592-0.00221749j -0.000820496-0.000665535j 0.000396187+0.0018789j 0.00258292+0.00382758j 0.00258456+0.0019419j -0.00195159-0.00149035j 0.00121482+0.00251239j -0.00344965+0.000537135j -0.00255491+0.00272066j 0.00213446+0.00125986j -0.00065001-0.00148984j 0.00107214+0.0011649j 0.000152221-0.00217878j 0.00127422+0.0058213j -0.00204651-0.00123438j -0.000557741-0.00307507j 0.00270847-0.000562614j -0.000882344-0.00100769j -0.0015348-0.000801262j -0.000975442+0.00123465j 0.000637308+0.00130063j 0.00151289-0.000936334j -0.00180806+2.62516e-05j 0.00125645-0.000780662j 0.000132165+0.0012839j -0.000232767+0.000772833j 0.000827418+0.000227402j 
0.000136516+0.00121613j -0.00119306+0.000122335j 0.000860004-0.00142491j -0.000936555-0.00107821j -0.000230888+0.00249503j 0.00110762+0.0011488j 0.00101937+0.000752581j 0.00166341+0.000951471j 0.000880063-0.00377789j -0.00549141+0.00141586j -0.00421685-0.00376527j 0.000903959-0.0037237j -0.000950153-0.00237187j -0.002196+0.00262597j -0.00133684-0.00177883j -0.00137776-0.00140766j -0.00274532+0.00191757j -0.00181379+0.00286307j 6.38082e-05+0.000889179j 0.00122875+4.00163e-05j -0.000964641+0.000392336j 0.000149927-0.00337568j -0.00197966+0.00167345j -0.000253378+0.00371099j 0.00407151-0.00165114j -0.00072779-0.00185327j -0.000669841-0.00368913j 0.0011159+0.000380865j 0.000399424-7.45878e-05j -0.00254066-0.00138566j 0.000565145+0.000112336j -0.00092572+0.000152137j -0.00124958+0.00239037j -0.0016047-0.000586978j -0.00247895+0.000535197j 0.00218136+0.000354869j 0.00109305+0.00181334j -0.00314373+0.000368985j 0.000297079-0.0015607j -0.00109973-0.00125291j 0.000169188+3.28543e-05j -0.00247205+0.00204372j -0.000196147+0.000941754j 0.00175884+0.00329007j 0.000636974+0.000516263j 0.00206097+0.00248329j -0.00156533-0.000316697j -0.00241034-4.67023e-05j 0.000346374-0.00182821j 0.00137122+0.000344807j 0.00120206+0.000166507j 9.32245e-05+0.000400946j 0.00146554-0.000271752j 0.000590675-0.00135268j -0.00108994+0.00143885j 0.00196587+0.000709983j 0.000784117-8.7145e-05j 0.000246435+0.000143592j 0.00315387-0.000130194j -0.000560831-4.01808e-06j 0.00193261+6.70991e-05j 8.49899e-05+4.93122e-05j -0.000220643+0.000847909j 0.000593725-0.000781657j 0.0011124+0.000899041j 0.000751127+0.00131899j -0.00121595-0.000809704j 0.000301713+0.00101538j 0.000841269+0.00111906j -0.00048248-0.00090635j -0.00164247-0.000293045j -0.000603858+0.00164193j 0.000892036-0.000179474j 0.000995945+0.000682843j -0.000554391+0.000868328j -0.0021285+0.00012197j 0.000125118+0.00215055j 
0.000769525+0.001033j -0.00105916+0.000713496j 0.000246817+0.0033249j 0.00300961-0.000423094j 0.00120827-0.000815289j -0.000614466+0.00028575j 0.00141393-0.000799062j -0.00139037-0.00124765j -0.00301692+0.000920947j 0.00182533+0.00189786j 0.00050981+0.00291843j -0.0014176-0.000875363j -0.000247029-0.000235667j 0.000580627-0.00378612j -0.00104412-0.00249726j 0.00466984+0.000634113j -0.000437905+0.000204418j -0.00261201+0.00135983j -0.000659097-0.000200191j 0.00147744+0.00104368j -0.00116702-0.0024636j 0.00138455-0.00231484j 1.50297e-05-0.00147661j 0.000344852+0.000497007j -0.000790947+0.000583339j 0.000746615-0.00109782j 0.000891308-0.00183922j 0.00296333+0.00205215j 0.00020908-0.000489256j -0.000891221-0.00155686j 0.00500398-0.000487901j -0.000798006+0.00108779j -0.000278338-0.00168402j 0.000861484+0.000341696j -0.00180327-0.00216077j 0.0020593+0.000886908j -0.00165683-9.17814e-05j 0.000167524-0.00128789j -0.000545602+0.00019346j -0.00094184+0.0016136j -0.00067654-0.00348605j -0.00164151-0.00165694j 0.000558126+0.00125989j 0.00043049+0.00128316j -0.00151708+0.000388941j 0.000456548+0.0023672j 0.000998432+0.0025324j 6.82399e-05-0.00292412j 0.00412556-0.000821085j 0.0010078+7.93243e-05j 0.00167936+1.48176e-07j -0.00107471+0.000352602j 7.80055e-05-0.000424918j 0.000644538-9.2276e-05j -0.00172615+0.000311842j 0.00220944-0.00116229j 4.66715e-05+8.01691e-05j 0.000859758-0.000903581j 0.00112772-0.00177319j 0.00178121-0.0020419j 0.00068029+0.000307179j 0.000833429+0.00391414j -0.00363367-0.00239224j -0.00347736+0.000957699j -0.000842305+0.00154103j -0.000763075-0.00155166j 0.00204178+8.73306e-05j 0.00168642-0.00146003j -0.000198709-0.00113721j 0.000282779+0.00215679j 0.00125225-0.000311167j -0.00168642+0.00071178j 0.00224717+0.00214531j -0.000935339-0.00150301j 0.00202569-0.000504606j -4.3009e-05+0.000413987j 0.000342133-1.26622e-05j 
0.000810162-0.00216603j 0.0020571+0.000756925j 0.00214371+0.00559137j 0.00505881-0.00209094j 0.00121038+0.000325745j 7.34404e-05+0.00131958j 0.00221961+0.00168841j 0.00621742-0.0041254j 0.00437092+0.00885983j 0.0025949-0.0029401j 0.00471899-0.00570371j -0.00210426-0.000947321j -0.00653453-0.00276036j -0.00178139+0.0040493j 0.00354571+0.000723832j -0.000134579+0.000751924j 0.00134672+0.00129909j 0.00456911+0.00258997j -0.00342306-0.00167538j 0.00314711-0.00544429j 0.000920063-0.00537153j 0.00150626-0.00125828j 0.00646147-0.00146977j 0.00407656-0.00491704j -0.00199185+0.00179479j -0.000544417-0.0015424j 0.000498649+0.00516207j 0.000322539-0.00436552j -0.000359262-0.000202687j 0.000755259-0.000980205j -0.000926061-0.000485997j -0.00188516+0.00192788j -0.0011415-0.00230268j 0.00412331+0.0014727j 0.000234361-0.00148447j 0.000494665+0.000285191j -0.001011-0.00186689j -0.000561736+0.000603404j -2.7325e-05-0.00194939j -0.000437118-0.000503356j -0.00216092+0.000977437j 0.00150552+0.000954116j 0.00305176+0.00155542j -0.0013413-0.0018078j -0.000211126-0.00321588j 0.000608519+0.000975156j 0.00261816-0.00143351j 0.00112424+0.00026875j -0.00225062+0.0020077j -0.00228896-0.00356582j 0.00126319+0.00199014j -0.000739721+0.00219299j -0.000471336+0.000833919j 0.002293-0.000836957j 0.00485482+0.00498775j -0.000405888-0.000853871j -0.00260582+0.0025905j -0.000231123+0.00286275j 0.00323312-0.0014004j -0.000602063+0.00222178j 0.000705325+0.00206448j -0.00146498-0.000330713j -0.00032247-0.00126264j 0.00162802-0.00199422j 0.00338885-0.000524949j 0.00123973+0.00559893j -0.00279125+0.00159209j -0.0013019+0.00198971j -0.000258782-0.00143236j 0.00335261-0.000774169j -0.0022687+0.000491241j 0.00190013+0.00175853j 0.00165043-0.000964237j 0.0015063-0.000188259j 0.000428855+0.00184022j -0.00275639-0.000468711j -0.000484996+0.00263448j 
-0.00117983+0.00205026j -0.00203299-0.0012726j -0.0026617-0.00244293j -0.00284108+0.00323911j -0.000250542-0.00390263j -0.00308145-0.00141412j -0.000746749+0.000781832j -0.00160736-0.00210199j 0.00295409+7.25125e-05j -0.00119351+4.90672e-05j -9.50568e-05-0.00100604j -0.00311597-0.00110884j -0.00474407+0.000708184j -0.00236369-0.00233407j 0.00132812-0.000914415j 0.00452299-0.00033556j -0.00111394+0.00112339j -0.000438048+0.00127883j -0.00281809+0.00121534j 0.00318057-0.00370868j -0.00472263+0.00141113j -0.0015279-0.000824316j 0.0017525-2.69424e-05j 0.00107079+0.000505408j 0.00124669+0.00151578j 0.00150233-0.00353963j -0.000830495+0.00328472j 0.00104342-0.000518109j -0.00173428-0.00143493j -0.0020914-0.00471201j 0.000736852-0.00188352j 0.00164915-0.00309379j -0.00223028-0.00255375j -0.00062513-3.46527e-05j 0.000806677+0.00264355j -0.0015367+0.000915326j -0.00155738+0.00157229j 0.000375724+0.000710927j 0.000702353+0.00168953j -0.000129743-0.000349481j -0.000173564+0.00111428j 0.000521648+0.0010718j -0.00139792-0.00101497j -0.00320804+0.000587981j -0.00151979+0.00110649j -0.00155085+0.000415683j 0.000834697-0.00200416j -0.00468563+0.000764505j -0.00016957-0.000753517j 0.00101383+0.00088367j -0.0016604+0.00190138j -0.0007866+0.00128227j -0.00160685-0.000585578j -0.00177064+0.00118469j -0.00112029+0.00279669j 0.00231033+0.00124857j 0.000257411-0.000827717j 0.00241491-0.00104622j -0.00218182-0.00346843j 0.00114032+0.00132564j 0.00149152-0.00182642j 0.000434467+0.0022228j -0.00102589-0.000797442j 0.0014701+0.00253614j 0.000166558+0.00150767j -0.000517044+0.00138115j 0.000637649+0.000605142j -0.000547813+0.00139958j 0.0014255-0.00105676j -0.00174088+0.00316862j 0.00206397+0.00280731j 0.00155526-0.00141689j -0.000416175+0.000822562j 0.000228793-0.000561397j 4.95922e-05+0.00052441j -0.000493057-0.000339846j -0.000401672+0.000462539j 
