0.0344366+0.0181263j 0.0376841-0.0317632j 0.025128+0.0307908j 0.0182615+0.0188747j 0.00473373+0.0324469j 0.0671849+0.00935475j -0.0020367+0.00816595j -0.000487265-0.0750842j 0.0551792+0.0485185j 0.0046338+0.0412266j 0.0385306+0.021274j 0.0103716-0.00547508j 0.0226396+0.022561j 0.0267945-0.0185654j 0.0141839-0.0160611j 0.0186346+0.0163239j -0.0173675+0.0176753j -0.0434946-0.00947539j 0.00173381+0.00499924j 0.039754+0.0124909j 0.0188517+0.00898992j 0.00710313+0.0073593j 0.00782438-0.0214725j -0.0385774+0.0346206j 0.00414269+0.0259641j -0.0389716-0.0309123j 0.066458+0.00647368j -0.0748843+0.061473j -0.0441967+0.0482013j 0.0533975-0.0384506j -0.0180578-0.0663841j -0.00175311-0.0174229j 0.024955-0.00247498j -0.0702389-0.0153507j 0.0181013-0.0555361j -0.0489618-0.0209732j -0.00570961+0.0289924j 0.0198151-0.0172811j -0.0341817+0.0154272j -0.0137393-0.0173422j -0.00624648-0.0487526j -0.00556297+2.9558e-05j -0.011626-0.00578759j -0.032842+0.0187149j 0.0225679-0.0198689j -0.0104765-0.0349048j 0.0149234+0.00262211j 0.0181525-0.0453496j 0.0256034+0.000406297j 0.0100937-0.0419832j -0.0477363-0.00950813j -0.0182729+0.0282989j -0.00407384-0.0347382j -0.0132672+0.0386597j -0.00119428+0.029484j -0.00862312-0.00538205j -0.0281466-0.0294811j -0.000864884-0.00776349j -0.020633+0.000907501j 0.0696737+0.0823735j -0.00476558-0.0110746j 0.0595871+0.00513375j 0.0368842-0.0470621j 0.06144+0.0349133j 0.040234+0.000324631j 0.0225201-0.00621055j 0.0145145-0.0280371j -0.0584718-0.0166812j -0.00672666-0.00245095j -0.0433347-0.0210572j -0.0192773-0.0174135j -0.00632591-0.0272713j 0.018959-0.0128996j 0.00294861-0.00178584j -0.02962+0.00911766j 0.0421173-0.00842521j -0.0489862-0.0252934j -0.0485906+0.0135004j 0.00584746+0.0224096j -0.0441055-0.0185242j -0.0346145+0.0302662j 0.036824+0.0153955j 0.0538049-0.0161407j -0.0303968-0.00479324j 0.0186648+0.00312861j 0.0343224-0.0106706j -0.15454+0.0543426j 0.0286363-0.0584675j -0.0121927+0.0192703j -0.0735867-0.0303088j 0.057778+0.0377768j -0.0192817+0.0449988j 
-0.00640335+0.00432238j 0.00660247+0.00526396j -0.00626802-0.00139274j -0.0049102+0.00652626j 0.00577309+0.00383933j 0.0139026+0.00526396j -0.00783866+0.00735791j -0.0139547+0.00418401j 0.000688179+0.00609524j 0.00499705+0.00878712j 0.00878791+0.00223139j -0.000722705+0.0170656j -0.00778977-0.00786671j -0.00170187-0.00713294j 0.00470248-0.00555577j 0.00129409+0.00357754j 0.0016382-0.00902014j 0.00240666-0.000462231j -0.00192372-7.76669e-05j -0.000769647+0.0053674j -0.000756008-0.000306659j -0.00666474+0.00117342j 0.000168369-0.000440393j -0.00503838-0.000162251j 0.00722574+0.0096585j -0.000224186-0.00753853j 0.00641065-0.0052912j -0.00711551-0.00285825j -0.00374028+0.00330311j 0.00651205+0.000164415j -0.00374737-0.00422347j -0.0132425+0.0109038j 0.00719768-0.00304576j -0.000433418-0.00614083j -0.0063406-0.00448903j -0.00132303-0.00191511j -0.0159164-0.00987035j -0.00334876+0.0003155j -0.00119405-0.00405688j 0.00561087-0.00881998j 0.00604287+0.00422321j 0.00384328+0.0106957j -0.00192618-0.00563969j 0.00346483-0.00954658j -0.00280621-0.00560302j -0.00870514-0.00532382j -0.00563948+0.00191065j 0.00216554+0.00331199j 0.00165657-0.00486128j -0.0129657-0.00315966j -0.00948276-0.0129721j 0.00662981+0.00924915j 0.00545116-0.0036072j -0.00746261+0.00284436j -0.0100816+0.000423972j -0.00222811+0.00377448j 0.00253605+0.00745573j -0.00516306+0.00968653j -0.00346022-0.00173824j -0.0208762+0.0111444j 0.0145759-0.00633667j 0.0169018-0.00497936j 0.00862572-0.000867743j -0.00513649-0.00182046j 0.00875302+0.000473702j 0.00126011+0.00285749j -0.0118405-0.000858178j 0.00010566-0.0105676j -0.00568961-0.00429193j 0.00532547-0.00410409j 0.0180586+0.00931393j -0.00139238+0.00930457j 0.00260637-0.00411223j 0.00826524-0.00237471j 0.00115579+0.00114739j 0.0129395-0.00727467j -0.00516706+0.0144058j -0.00944397-0.00292469j -0.00637453+0.00877364j -0.000339264+0.00219752j 0.00207626+0.00746851j 0.0114615-0.00284507j 0.00842827+0.00100244j 0.000586875+0.00676199j 0.00509836-0.0125451j -0.00350724+0.004449j -0.0116208+0.00405028j 0.00130669-0.012387j -0.00818474+0.00204134j -0.00469107-0.00132845j 0.00796647+0.0125952j -0.00677844-0.00848907j 
0.00409653+0.00462345j 0.00859014-0.00422901j -0.00511278+0.00114965j 0.00222779+0.00787261j 0.0027854+0.00310842j 0.00961314+0.0075109j 0.00472637+0.00855716j -0.00331707-0.00225695j 0.00421724+0.00609251j 0.00511492+0.0044181j 0.00586437-0.00395851j 0.00226184+0.00964851j 0.00407741+0.000540559j -0.00114105-0.00485385j 0.000528874-0.003542j 0.00491482+0.00265148j -0.00166258-0.00277397j -0.0115772-0.00631655j 0.00170929+0.000686711j 0.0059136+0.00310501j -6.91465e-05+0.0019213j -0.00425965-0.0044088j 0.00129757-0.00222893j -0.00603994+0.000363499j 0.00189365+0.00354494j -0.0133619+0.00444856j 0.0122557+0.00454234j -0.012758+0.00611228j -0.00877787+0.00234641j 0.000922311-0.00200982j -0.00103199-0.00437066j -0.0128491-0.00396595j 0.00290409-0.0036554j -0.00859403+0.0036098j 0.00966637-0.00290956j -0.00803913+0.00403839j 0.00763884+0.00327271j 0.00539559+2.10883e-05j -0.00332594-0.00114728j 0.00248116-0.00663623j 0.00144685-0.000380082j -0.00258567+0.00526768j 0.0019535-0.000298906j -0.00528117+0.00209729j 0.000861758-0.0021384j 0.00717355-0.0107558j -0.00146266+0.00478488j 0.00467075+0.0044334j 0.000808942+0.00159155j -0.00114123+0.0026597j -0.0120583-0.00398623j -0.00964508+0.00167302j -0.00441653+0.00049925j 0.00578558+0.00509659j 0.00178617-0.00198472j -0.00557315-0.00114836j -0.0107647-0.00241661j 0.00884431-0.00459151j 0.00564116-0.000369717j 0.00445072+0.0123614j -0.000341321-0.00657157j 0.0141404-0.00570811j 0.00198326-0.000813988j 0.00629349+0.00731565j 0.00499638+0.00474682j 0.00821938-0.00363673j -0.00517801+0.000867621j -0.00350099+0.0108151j 0.0068415-0.00640479j -0.00870407+0.00396825j 0.00252754+0.00171638j -0.0042672+0.00422071j -0.000853139+0.0111621j 0.0056588+0.00472236j 0.00431931-0.00296289j 0.00649924-0.00702336j 0.000420042-0.00808928j -0.00225705+0.0103735j 0.0132827+0.00771094j -0.00402415-0.00471404j -0.00443676-0.00799109j -0.000498368+0.000107497j -0.0022149+0.00832756j -0.00222132+0.00804113j 0.00618229+0.00263674j 0.0100109+0.00111552j -0.0168263-0.00585157j 0.0143977-0.00133738j -0.0025178-0.0080077j -0.00404131-0.00516137j 0.0170145+0.0062675j -0.00273412+0.00405304j 
0.00503501+0.000154139j 0.00448364-0.0073399j 0.0056651+0.00169215j 0.000757356-0.00698329j -0.0105192+0.00105701j 0.00498371-0.00123945j 0.00387243-0.00156882j 0.00599299-0.017522j 0.000734317+0.00245177j -0.00387933+0.00830251j 0.00166366-0.00848562j 0.00325938-0.00858564j -0.00238056-0.00349945j 0.00158719-0.00399442j -0.00390573+0.00153841j -0.000530318+0.00177742j -0.0116069+0.0110165j 0.00222846-0.0115942j -0.00241439+0.00160617j 0.00664738+0.000668488j 0.00251203-0.0018826j 0.00079114-0.0047402j -0.00170959-0.00242465j 0.000159914+0.00633502j 0.00437314+0.00417471j -0.00201769-0.000588889j 0.00866453-0.00617495j -0.0031624+0.0135324j -0.0109743-0.0102579j 0.0144824-0.00851947j -0.00344262-0.00576695j 0.00765127+0.00624732j -0.00269615+0.00964557j -0.0163516+0.0109529j 0.00468485-0.00563107j -0.0118269-1.80266e-05j 0.00230995+0.00853512j 0.00215914+0.000728476j 0.00444154+0.00686494j 0.00767002-0.000928462j 0.00187799-0.008916j 0.00298547-0.0121982j -0.00694609-0.00146679j -0.00401155+0.00228835j -0.000129608+0.00092313j -0.00788709+0.00655142j -0.000373348-0.00845254j -0.00546174-0.00749391j 0.000729286-0.00254749j -0.0109955-0.00551672j -0.0126912-0.00507646j 0.00355008+0.00324077j -0.000768289+0.00376373j -0.00326177+0.00655465j 0.00118847+0.00580077j 0.00022165+0.0042572j -0.00555083-0.0109673j 0.007552+0.0132323j 0.0063322+0.0138725j 0.00808183+0.0115142j -0.0100936-0.00676227j 0.0136804-0.00300749j 0.0063471-0.0103616j 0.00483756+0.0052064j 0.00534436+0.0163281j 0.0092042+0.00603351j -0.0048535-0.00828917j -0.00154672-0.00730203j 0.00324031+0.00597297j -0.0129803+0.00553424j -0.00729921+0.00575861j -0.01076-0.00750045j -0.00900035-0.00749651j 0.00148691+0.000389698j -0.00678784-0.00281975j -0.0108804-0.00241979j -0.016513-0.0123259j -0.0132047+0.0040449j -0.00372083+0.00372508j -0.00102839-0.00487466j 0.00528684+0.00428477j 0.000774089-0.00729696j 0.00630475+0.00350391j -0.00570424-0.0105152j 0.00833991+0.00693377j -0.00617898+0.0175788j -0.0193126-0.00792645j 0.0154804-0.0217388j -0.00407892-0.00261585j -0.00288693-0.00577439j 0.0169114+0.00855501j -0.00365675+0.00402261j 
0.00401769-0.00168118j 1.74503e-05-0.00304194j 0.00127458-0.00543975j -0.00588238+0.00765469j 0.000686244+0.0107001j 0.00318951+0.0127088j 0.00609243+0.0039899j -0.00245036-0.00377497j 0.00485144+0.00767342j -0.000851693-0.00102607j 0.000683926+0.00527589j -0.00654713-0.0012729j -0.000737031+0.00203284j -0.00484341-0.0059121j 0.00192717+0.00247188j 0.000644532-0.00457992j -0.000873126-0.00505638j -0.00860505+0.00109542j -0.0010661-0.00213007j 0.000790769+0.00336282j 0.00512306+0.00654551j 0.00656512-0.00414369j 0.00515123+0.00635627j 0.00532119+0.0023598j -0.0021041-0.00319471j -0.00194559+0.0105598j -0.00680404-0.00180784j -0.00533435+0.00654914j 0.00345764+0.00596442j -2.06771e-05-0.00596202j -0.00266783+0.00276573j -0.00511538+4.36176e-05j 0.00347141-0.00241221j -0.00251588-0.0101192j -0.000689502-0.00498456j -0.00233973+0.0047895j 0.00965892+0.00135243j 0.00237435-0.000101923j 0.00504545-0.000891068j -0.00237349-0.000103895j 0.00335243-0.000175267j 0.00317025-0.00012685j 0.000575918-0.00352744j -0.00647089-0.00491736j 0.000777297-0.00230106j -0.00196565+0.00175254j 0.00205767+0.0011437j 0.00860427-0.00324193j -0.000722467+0.00226203j 0.00391666+0.000291462j -5.32692e-06-0.00727972j -0.000753929-0.00119552j 0.00595857-0.00267898j 0.00406156-0.0027261j 0.0042785+0.0083721j 0.00358645+0.000144695j 0.00120739+0.00448921j 0.00327292+0.00214881j 0.00282787-0.00559073j 0.0111293-0.000576576j -0.00296263-0.00983937j -0.00191831+0.00950724j -0.00229683-0.00234355j -0.00809136-0.00448923j 0.00955856-0.00288312j 0.00730043+0.0102349j 0.0151181-0.00820731j 0.00498057-0.013324j -0.00181509+0.00132047j -0.00421331+0.00724324j 0.00374666-0.00399558j -0.00627869-0.00383127j -0.00255599-0.0162262j 0.00150266-0.0109518j 0.00481034+0.00530095j 0.00720483+0.000100055j -0.00502982+0.00357458j -0.00900753+0.0146581j 0.00459098+0.00963063j -0.00946488-0.0032331j 0.011241+0.00305352j -0.00596756+0.00454135j -0.00311724-0.00511413j -0.0044138-0.014037j -0.00826541+0.00756323j 0.00215486-0.0120531j -0.00109365-0.0146203j 0.0101982-0.00181874j -0.00383941+0.00508355j -0.00356103-0.00723715j 0.00295775-0.00190762j 0.00167473+0.00416749j 
-0.00573976+0.00146729j 0.00271084+0.000854621j -0.00591015-0.00556602j -0.00978059+0.00236898j 0.00549367-0.000749994j 0.00960187-0.00284809j -0.000947575+0.00340252j -0.00965386+0.0111867j 0.000564043-0.0104829j 0.00207787+0.00307731j -0.000943904+0.00424421j -0.00942274-0.00111508j -0.00395046-0.00840842j -0.00372919-0.00172008j 0.00249475-0.00728179j -0.000537655+0.00135526j -0.000314997-0.00294454j -0.00165031+0.00701436j -0.00242777-0.004827j -0.00154008-5.4433e-05j 0.00126558+0.0027085j 0.0016024+0.00141753j 0.00341614-0.00829161j 0.00559999+0.000898537j 0.000113253+0.00463503j 0.00205086-0.0118991j -0.00107831-0.00510671j 0.000744394-0.00147751j 0.00640025+0.00210608j -0.000635611-0.000329671j -0.00226857-0.000130052j 0.00830089+0.0062975j 0.000107549+0.0112979j 0.0038298+0.00452048j -0.0114051-0.00273855j -0.0021285+0.00416402j -0.00499062-0.00166664j -0.00385893-0.00301667j 0.00626853-0.00501122j 0.00222053-0.00273309j 0.0012367-0.00191322j 0.00221989+0.00517318j -0.000805096-0.00119208j 0.00167082-0.00483149j -0.000553782-0.00186559j -0.00278627-0.00166958j 0.00285549-0.00146369j 0.000717372-0.00332168j 0.0041047+0.00367256j -0.00530311-0.0045609j -0.00288983-0.00558036j -0.00850863+0.0118886j -8.71721e-05+0.00489092j -0.00341957-0.00183756j -0.00360957-0.000129203j -0.00293498+0.00247582j 0.00874068+0.000714796j -0.00136094+0.0092149j -0.000730796-0.0042333j -0.0180258+0.00432434j 0.00975024-0.00925004j 0.00593993+0.0014324j 0.00389814-0.00072566j 0.0147859+0.00303246j 0.000308845-0.000729673j 0.00180605-0.00310848j -0.00101739-0.00937889j -0.0109684-0.00774102j 0.00246793+0.00285807j 0.00169343-0.00271618j 1.01174e-06+0.0103731j -0.0035865-0.00155498j -0.00572374-0.00960305j -0.00103229-0.000834607j -0.00910379-0.00184394j 0.00868295-0.00367963j -0.000399409+0.00108111j -0.00776125+0.00388908j -0.00336634-0.00505698j 0.00525233+0.00220136j -0.00242386+0.000982644j 0.0135297-0.0031721j 0.0146221+0.00662572j 0.00163768+0.0110241j -0.00684058-0.0136352j 0.00435132+0.00350123j -0.0116654+0.00218151j -0.00357915-0.014286j -0.00767038+0.00235617j -0.000749903+0.00331237j -0.00349688+0.0065114j -0.00407604-0.000971206j 
-0.00102874+0.00383113j 0.00496912-0.00377531j -0.0122387+0.000967458j -0.00530837-0.00731433j 0.00660599-0.00411081j 0.00219699-0.00513217j -0.00818891-0.0045415j -0.00852003-0.000553008j -0.0118453-0.00623617j 0.00309124-0.00108793j -0.00159183-0.00166476j -0.0142313-0.00269951j 0.00218743+0.00266095j 0.00141313+0.00548339j 0.0052574-0.00640753j -0.00561408-0.000684405j -0.00247462+0.00311879j -0.0109939-0.00703687j -0.00529741-0.00788743j 0.00751502-0.00144426j -0.00606628-0.00842121j 0.00359725-0.00935312j -0.00680238-0.00452295j -0.00498658-0.00399962j 0.000925851-0.00303904j -0.0011059+0.000125952j -0.0114583+0.00386084j -0.00121752-0.00198627j 0.00580002-0.010589j -0.00202944+0.00332186j 0.003653-0.00664226j 0.00740014+0.00581845j 0.00775523-0.00262341j 0.00240763-0.00353101j 0.00154914-0.00642612j 0.00537437-0.0042207j 0.00486953+0.000438539j 0.00198344+0.00363655j 0.00619331+0.00484138j 0.00432818+0.00252754j -0.00142058+0.00410259j -0.00499698+0.00415121j -0.00435737+9.75814e-05j -0.00737263-0.00132293j 0.00538207+0.00467888j 0.00481061+0.00185233j 0.00428972+0.00405366j -0.00618693+0.00352745j 0.00783263-0.000358899j -0.0037186-0.00103678j -0.0058527+0.000841534j -0.00265862-0.016522j 0.0191256+0.0147055j -0.00583414+0.00139557j 0.000121071-0.0120406j -0.00639607-0.00502038j -0.00170237+0.00149682j 0.00649446+0.000868032j -0.00327346+0.00462835j -0.000159922-0.00393293j -0.00892863-0.00247836j -0.00986668-0.0117088j 0.0018058+0.00303078j 0.00883006-0.00152809j 0.00585751+0.00551645j 0.00477731+0.0098511j -0.00660629-0.0033849j -0.000626011+0.00245144j -0.00476987-0.00331903j -0.00594868-0.00420427j 0.00919599-0.00469268j -0.00540535-0.00955104j 0.00201491+0.00195843j 0.0135753-0.000454469j -0.00450096-0.00154677j -0.00289651+0.0110686j -0.0166211-0.0144317j 0.02151-0.00687745j 0.00518524-0.00277055j -0.00699938-0.00269152j 0.00277476-0.00561354j -0.0115737+0.0141626j 0.00193909+0.00332567j 0.00398487+0.00692059j 0.000703987+0.00109706j -0.00221249+0.0152558j 0.00166253+0.00593944j 0.00427033+0.00234268j 0.0248702-0.0123008j 0.0162308+0.0200377j -0.0016469-0.00111715j -0.00683988-0.00478536j 
0.00396606-0.00688895j -0.00612788-0.00230176j 0.0125064-0.00877138j 0.0075798-0.00232485j -0.00931105+0.0111582j -0.00589371+0.00936641j -0.00188405+0.0106634j 0.00450336-0.0140235j 0.00966152+0.00375915j -0.00271303-0.00154762j -0.00211815-0.00538011j 0.010804-0.00653753j 0.00544849-0.0016683j -0.000164381-0.00600627j -0.0039154+0.00322946j 0.00181506-0.00108012j 0.00105376+0.00047091j 0.00406145-0.0113258j 0.00714308+0.000265236j 0.00346574-0.000501603j -0.00734493+0.00778831j -0.00183015+0.00058188j -0.000232546-0.000527805j -0.000557645-1.5787e-05j -0.00363648-0.00284338j -0.000992554+0.00251897j 0.0135779-0.000463687j 0.0065598-0.00922027j 0.00204707-0.000205364j -0.00320473-0.000696083j 0.00253455-0.00174044j -0.00999965-0.00657571j -0.00818921+0.00552267j 3.02785e-05+0.00145247j 0.00138262-0.0075006j -0.00209612-0.00424461j 0.00478869+0.000984033j 0.000391313+0.00295504j -0.00431743-0.00108293j -0.00106917+0.000879368j -0.00283236-0.001119j 0.00130972-0.0034598j 0.00302847+2.16273e-05j 0.00779323+0.000980106j -0.000984323+0.000416707j -0.0125543+0.00437057j 0.00251828+0.000855294j -0.00456445+0.0041608j 0.000709087-0.00132181j -0.00514868+0.00632609j 0.00328968+0.00391506j 0.00193597-0.00151333j -0.00812338-0.000284813j -0.000715307+0.00411055j -0.00222199+0.0093881j 0.00110823+0.00464818j -0.00341846-0.0014119j 0.00623089-0.000655604j 0.000741049+0.0080796j -0.00123947-0.0112136j 0.00320851-0.00669916j -0.00208292+0.0040515j 0.00302038-0.00595923j -0.00483956-0.00511275j -0.00989167-0.00181038j -0.00506285-0.00704423j -0.0146543-0.000770189j 0.00834479+0.00118613j 0.00674993-0.00329389j 0.00648104+0.00482832j 0.000967947+0.00242844j -0.00571642+0.00111283j -2.63266e-05+0.00565983j -0.00454266+0.00240764j 0.00711285+0.00624819j 0.00462844-0.00278292j 0.0089706+0.0026696j 0.000832054+0.0155694j 0.00228996+0.00130423j 0.0147545-0.0103775j 0.0041312-0.0141723j 0.010985-0.01195j 0.00310265+0.00498184j 0.0101824+0.00890455j -0.0137796-0.000308093j -0.0163626+0.0102583j 0.00408114-0.0165357j -0.00638508-0.00885102j -0.0164779+0.0015874j 0.000214283-0.031935j 0.00676984-0.00940267j 0.00863575+0.0115287j 
-0.000852275-7.46106e-05j 0.000292465-0.00187736j 0.004467+0.00365328j -0.00599005-0.00784515j 0.00799192-0.0038378j 0.00527078-0.00468226j -0.00202622-0.00674075j -0.00220642+0.00093992j -0.00287018-0.000921815j 0.00363824+0.000252783j 0.00266744+0.00384706j -0.00248517-0.000721259j -0.00243867-0.000846143j 0.00445713+9.0853e-05j 0.00254579+0.000572918j -0.00996569+0.0016774j -0.0128395-0.000387405j 0.00358092+0.00414351j -0.0107525-0.00549775j 0.00609283+0.00302923j 0.00333911-0.0088477j 0.00316575-0.00138243j -0.000327074-0.00031627j -0.00247816+0.00258335j 0.00398055+0.00130854j 0.00547444-0.00534537j 0.000770846+0.000498807j -0.00211731+0.00640757j 0.00248252+0.0042453j 0.00355375-0.00396882j 0.00943058+0.0039527j 0.00453431-0.00467462j 0.0065946+0.0024717j -0.00641611-0.00936662j 0.00282227+0.00381615j -0.00306898-0.011812j -0.0136122+0.00784376j -0.00141739-0.00515449j 0.0106246-0.000174098j -0.000394857-0.00246383j -0.00586806-0.00286341j -0.0111118+0.00571048j -0.00535076+0.00180279j 0.0036177-0.000317438j 0.00108887+0.000885684j 0.00492794-0.00137959j -0.00573701-0.000387174j 0.00128626-0.00404144j -0.000692473-0.00127442j -0.00256552-0.0088646j 0.00525956+0.0045084j 0.00408603+0.00413134j 0.00596088-0.00370976j 6.28231e-05-0.00176733j -0.000516014+0.000636661j 0.00331507-0.00418002j 0.00377955+0.00365278j -0.00231558+0.0119748j 0.00595626-0.00713576j -0.00307383+0.0087805j -0.0107872-0.0013144j 0.00383742+0.00222191j -0.00242411-0.00187147j -0.00294962-0.000275789j 0.00352064+0.0105743j 0.00955644-0.00282789j -0.00324171+0.00732154j -0.00914906-0.00548204j -0.00625329+0.0137542j -0.00807766-0.00529375j -0.00505915+0.00190675j 0.00707949-0.00924219j 0.0071235-0.0119474j 0.00229062+0.00793762j 0.000437214-0.00737218j 0.00153662+0.0111179j -0.00994457+0.0115141j -0.0127085-0.00192616j 0.000917256-0.00409132j -0.0106669-0.00350191j 0.00756366+0.00473321j 0.00848646+0.00297159j 0.000816494+0.000164683j 0.00463765+0.00372582j 0.00264207+0.00289673j -0.000576063-0.00501089j -0.0112309+0.00325549j -0.00628066-0.00481296j 0.00153625-0.00376935j -0.00893543+0.00798861j 0.000484535+0.00620251j -0.0047318-0.00264885j 
0.00227026-0.00528627j -0.00579812-0.000523843j 0.004189-0.0050551j 0.00941834-0.00283742j 0.00103792+0.00346091j -0.00168468+0.000406425j -0.00704802+0.000860909j -0.00203508-0.00381737j -0.000640227+0.00349596j -0.000288274+0.000408944j 0.00635872+0.00325962j 0.00524013-0.00373811j 0.00447847+0.000800722j 0.00336689-0.00194393j -0.00206588+0.00124389j 0.000123397-0.000596652j 0.00156592+0.00183864j -0.000351155-0.00179426j -0.000955684-0.00193457j 0.00488421+0.00200694j -0.00331835+0.00257753j -0.00279468+0.000758601j -0.00317256+0.00296029j -0.00111682+0.00226291j 0.00104545-0.000985516j -0.00577602-0.00339388j 0.000507516+0.00188863j 0.00467497-0.00264912j 0.00585033-0.00718821j 0.00822242+0.00777005j 0.00548747+0.00110386j -0.00213235+0.00577609j 0.00622649+0.00226468j 0.00124682+0.00043246j 0.0112961-0.00683418j 0.00382497-0.00624907j -0.000766729-0.000303254j 0.00225418-0.000165078j -0.000963897+0.00729221j -0.00289859+0.00381142j 0.00594457+0.00440301j -0.0031792+0.00397527j 0.0018322-0.00354457j -0.000527538-0.00357717j 0.00294535+0.000145785j -0.00448917-0.00362895j -0.00377927+0.00122344j -0.00309395-0.000649875j -0.00684837-0.0057018j 0.00342533-0.00342295j 0.00628926+0.000362137j 0.00714421+0.00714258j 0.00593895-0.00364665j 0.00119781+0.0101901j 0.000258039+0.00583739j 0.00845301+0.008814j -0.00364333-0.00112072j -0.000199346+0.00416356j 0.00456178+0.000536026j 0.00367099-0.00158678j -0.0037353-0.00447722j -0.00313509-0.000982896j -0.00118886-0.00611721j -0.00374838+0.000844636j -0.0108841+0.000728907j -0.00277594-0.00623123j -0.0106728-0.00264269j 0.00393218+0.00256426j -0.0104103+0.00133183j 0.00481862+0.00472832j -3.93289e-05+0.000288552j -0.00409643-0.00160822j 0.00352891-0.00363153j 0.00534944+0.0050072j 0.00018928-0.00285307j 0.00331878+0.00134138j -0.00593901-0.00665517j -0.00414863-0.00357493j -0.00262075+0.00247174j 0.00281467-0.00363318j 0.00713816-0.00033782j 0.0145447-0.000635962j -0.00368277+0.00336288j -0.00181304-0.00357269j -0.0111119-0.00344336j -0.013711+0.0114115j -0.000892347-0.00455371j -0.0178693-0.0111577j -0.0023521+0.000844541j -0.0042425-0.0171434j 0.00193157-0.00313271j 0.00297614+0.00302473j 
-0.000609338+0.00381323j 0.00546482-0.00307215j -0.00250684-0.000707589j -0.00147443+0.00109439j 0.00496066+0.00352755j -0.00103362+0.00476672j 0.00260699-0.0015262j -0.00519608-0.000450812j 0.00233957-0.00425655j -0.00263442-0.0100699j -0.00177072-0.00202329j 0.000482553-0.00593151j -0.00300571+0.0116597j -0.00403783+0.00494275j -0.0113732-0.00215773j -0.0137969-0.00711779j 0.00578201-0.0126497j -9.58472e-05-0.0102192j -0.00965838-0.0163886j 0.0159903-0.00963031j 0.0153582-0.00836829j 0.00445137-0.0077745j 0.0009333+0.000504717j -0.00826785-0.00168314j 0.0164464-0.00656563j 0.00351837-0.00579062j -0.00646257-0.00580494j -0.00655052+0.00643957j -0.00326791-0.000661504j 0.00214269+0.00471632j 0.000857164+8.99496e-05j -0.00521806+0.00182317j 0.000304011-0.000468836j 0.000954681+0.00466457j -0.00163869+0.00581547j -0.00449079-0.00019733j 0.00441236-0.000302762j 5.52286e-06+0.00848388j 0.00588707-0.00498123j 0.0045525-0.00110699j -0.002163+0.00891309j 0.00308939-0.00820204j 0.002524+0.00199893j -0.00523158+0.00738696j -0.00526113-5.4051e-05j -0.000630647+0.000190915j -0.00400129+0.0017518j -0.00568356-0.00426279j 0.00325457-0.00225831j -0.00286339-0.00770362j -0.00198496+0.0156691j -0.00622232-0.00815186j 0.00603297+0.00626298j 0.0047881+0.000538008j -0.0105217+0.00567882j -0.00213162-0.00334845j 0.00380544+0.00414264j 0.00588892+0.00514999j -0.007799-0.0059629j 0.000481927+0.0088239j -0.00348193+0.00483873j -0.00598179+0.00777104j -0.00685308-0.00798898j -0.000914312-0.00267026j 0.000264499-0.00564924j 0.0012923-0.00315712j 0.0041456-0.0063074j -0.00285033-0.00427776j 0.00422314-0.00151969j -0.00389534+0.00106194j 0.000884344-0.00400062j -0.00548754+0.0031253j -0.00512521-0.00445594j 0.00479714+0.0110791j -0.00134305-0.00658599j 0.000546627-0.00594582j -0.00270986+0.0120067j -0.000252763+0.0102007j 0.00531343+0.0013944j 0.00702344+0.00911485j 0.00302952+0.00653371j 0.00151329+0.00258462j 0.00574309+0.00036248j 0.00506491-0.00610721j 0.000381415+0.00552387j 0.0107998-0.00221657j -0.000466883-0.00522672j 0.0126006+0.00120897j 0.00322308-0.00102825j 0.00131183+0.00894878j 0.00019716-0.000306363j -0.00401945-0.00179833j 
