0.0113492+0.0182502j 0.0488738-0.0196268j -0.03002-0.0691049j 0.023707-0.0143672j -0.0252157+0.0268818j -0.0244031-0.00239096j -0.0219505-0.00254271j -0.0390877-0.0197354j 0.0137302+0.0214884j 0.0602385-0.0153909j 0.0842029-0.0083555j -0.0478581+0.0548488j 0.0177968-0.054565j -0.000270364+0.0665226j -0.044942+0.0387742j -0.0702543-0.017314j -0.038093-0.0236139j 0.00762269-0.0394802j 0.0513104-0.0441012j -0.00639149+0.0304629j 0.0534511+0.00113951j -0.0224441-0.0580385j 0.0280958+0.0412367j 0.0677405+0.0146652j 0.0425624+0.00357563j -0.0695364+0.0715395j -0.0530451-0.120733j -0.0223538+0.0318774j 0.0595863+0.0394887j -0.0669446-0.0369325j 0.0450175-0.0207035j -0.0332068-0.012932j 0.0319908+0.0227584j 0.0100904+0.0138633j 0.044985+0.0324969j 0.0232838+0.0335888j -0.0131046+0.0167441j 0.12521+0.0151133j 0.0148159+0.0148407j 0.0599274-0.0261005j 0.0117672+0.0094755j -0.0214636-0.0151125j -0.0352788-0.0153933j 0.0514164-0.0207777j -0.0522888+0.00291102j -0.15213+0.0673849j 0.0332262-0.0349844j 0.0628637-0.0648577j 0.00355773-0.0216482j 0.0838721+0.0176159j 0.0279235+0.06201j 0.0398086-0.0157694j 
-0.00182397+0.000308279j 0.000872393+0.000457334j -0.000345257-0.00514912j -0.00315602+0.000175594j -0.00341952-0.00378293j -0.000665632+5.42646e-05j -0.00110507-0.000445212j 0.00135359-0.00136325j -0.00572165+0.00159804j 0.000734602-0.0019802j 0.00166626+0.000158713j -0.00303249+0.00338j 0.00168803-0.000802515j -0.00317884-0.000380964j 0.00152859-0.000842041j -0.00691009+0.0010304j -0.00509558+0.00225689j 0.000791528-6.53325e-05j 0.00457785-0.000944254j -0.00171957+0.000801706j -0.00029159-0.000536608j -0.00265978-0.00550977j -0.000703851+0.000453743j 0.00811065+0.00028239j 0.00069885+0.000244834j 0.00034144+0.00289062j -0.000645724-0.00248547j -4.47517e-05-0.00106332j 0.00254296+0.00389156j 0.00289925+0.00560663j -0.000668923-0.000496722j 0.000291222-8.62965e-05j -0.00264465-0.00352078j 0.00261984-0.00148351j -0.000727049+0.00351892j -0.00121575+0.00029098j 4.44923e-05+0.000563711j 0.00254444-0.00111552j -0.000367911-0.00317006j 0.000870622-0.00510216j -0.00149945-0.000676868j 0.000597819+0.00067911j -0.00196561-0.00215684j -0.000558366-0.00290826j 0.00277952-0.00379336j -0.00285708+0.00161415j -0.000926973+0.000306413j 0.00327274-0.00128987j 0.0029679-0.00370166j 0.00246475+0.00488732j 0.0027671+0.00142082j 0.00153464-0.00270598j 
0.00622521-0.0023984j 0.00359612-0.00073299j -0.00390548+0.00454369j 0.00476552+0.00195422j 0.00898452-0.00331304j 0.00438287-0.000330133j 0.00487204-0.00116295j 0.00118269-0.000619938j 0.0123649+0.00525227j 0.00673744+0.00396176j 0.00186495-0.00301464j 0.00432752-0.00410705j 0.00293968-0.002618j 0.000113774+0.00129242j -0.000359211-0.000248491j 0.00801816-0.0153079j 0.0028459-0.00467918j -0.00293382-0.0089437j -0.00487809-0.00235935j 0.00395505+0.00512791j -0.00319139-0.00324194j -0.00164947+0.000585256j -0.00335537+0.00278541j 0.00056597-0.00153913j -0.00914847+0.00446114j 0.00259945-0.00151838j -0.00551051-0.000776787j -0.00871545-0.00146226j -0.00379943-0.00627684j -0.00343745-0.00333187j 0.00508272-0.00185464j -0.010376+0.00857381j 0.0043871+0.00917739j -0.00094367+0.00276873j 0.00203956-0.00360792j -0.00201431+0.000685346j 0.00207299+0.0015482j -0.00426498-0.000107554j 0.00154651+0.00134891j -0.00372061+0.00681545j -0.000106312-0.00440209j -0.00189439-0.000188303j 8.149e-05+0.00555843j 0.00726856+0.00492041j 0.00949962+0.000268195j -0.00174685-0.00717602j 0.00350705-0.00946607j -0.0145861+0.00503715j 0.00101441+0.00463271j 0.0129947+0.00704058j 0.000591597-0.00107902j -0.00599995-0.00785388j 
-0.00386689+0.00225863j -0.00125844-0.00160269j 0.00440175-0.0139469j -0.00360865+0.00534895j -0.00765797-0.00616399j 0.00490437+0.00399187j -0.00606865-0.00847163j -0.00766805-0.00215904j -0.0134729+0.00698258j -0.00520422-0.00503506j 0.00149305-0.00240785j -0.00413263+0.00372558j -0.00113944+0.00359396j -0.0119483+0.000514713j 0.00386058+0.003511j -0.0102034+0.00403229j 0.000812461+0.00651529j -0.00041343+0.00412636j 0.00878114+0.00231101j -0.0137856-0.0140288j 0.00357583+0.00726565j -0.0103013-0.00352166j 0.00862374-0.00758598j 0.00416119-0.00717709j 0.0030059+0.000653033j 0.0114152-0.00167938j -0.00354479+0.00287169j -0.000439633-0.000172772j -0.00660541+0.00665893j 0.00488077+0.00497344j -0.00101578+8.61654e-05j 0.00508708-0.00768947j -0.00254771-0.0150381j 0.00752208-0.00638125j -0.00420144+0.000941311j 0.00661707-0.00426298j 0.011046-0.00200272j 0.000604369-0.00440546j 0.00100882-0.00794304j -0.00701435-0.00831715j -0.0048391-0.00100787j 0.00390687-0.00368873j 0.00406619-0.00401291j -0.000314464+0.000635376j -0.00235079-0.0102493j -0.00243822-0.00712742j 0.00605151-0.00195671j 0.00688863+0.00284338j -0.00250309-0.00101097j 0.0002441-0.00517097j -0.00292599-0.00203875j 0.00442063+0.00103545j 
0.00297712-0.0015959j 0.000963753+9.54175e-05j -0.00221845+0.0113081j 0.00174507-0.00251761j 0.0076099-0.00158774j -0.000329483-0.00196186j 0.00705112+0.0063855j 0.00734877+0.00354014j 0.0089452-0.00370004j 0.00644224-0.00197637j 0.00193343-0.00132122j 0.00316674-0.000267459j -0.000361023+0.00510745j -0.00219631-0.00162451j 0.00330322-0.0063985j 0.0119336-0.00729458j 0.00155724-0.0070778j -0.00340786-0.00639893j -0.00543904+0.00114155j 0.00716086+0.00776074j -0.00238842-0.00661628j 0.00338514+0.00374737j -0.0051515+0.00541604j -0.00168439+0.00289361j -0.00525186-0.00235435j -0.00139694-0.00382892j 0.000220186+0.000161735j -0.000632369-0.00304105j -0.00105042-0.00416745j 0.00129647-1.68493e-06j 0.00665193-0.00258383j -0.00799265+0.00858432j -0.00356139+0.00832947j -0.0043979-0.00135976j 0.0018866+0.0029688j -0.000623071+0.00289745j -0.0038361+0.0017481j -0.00572008-0.00198512j -0.00145925+0.00448555j -0.000270445+0.00438077j 0.00224432-0.00325273j 0.001084+0.0022712j -0.00628559+0.00280001j 0.000572982-0.00231596j 0.0062992+0.00699737j 0.00646993+0.00135472j -0.00408245-0.00233438j -0.00933624+0.00170758j -0.00216174+0.00150703j 0.00128347+0.00195001j -0.000612002+2.58662e-05j -0.00683873-0.00189569j 
0.00136534+0.000275382j -0.00131484-0.000685602j 0.00121159+0.00497727j 0.000514781-0.00314495j 4.01936e-05+0.00615882j -0.00157498+0.00168461j -8.44158e-05+0.000775701j 0.000468076+0.000713714j 0.00436321-0.000500079j 0.00422205-0.000115351j -0.00141795+0.00190281j 0.0017634+0.00107352j 0.00065405-0.00232154j 0.00457539-0.00137225j -0.000619025-0.00240051j 0.00148991+0.000952874j -0.000145835-0.00165109j 0.00167812+0.000915247j -0.00178263-0.00129323j 0.00493811+0.00440232j 0.00076361-0.00104953j 0.00865983-0.000909459j -0.00214912+0.00154909j -0.000706842+0.00349398j 0.0031624-0.00179541j -0.00610537-0.00078951j 0.00105321-0.00561162j 0.00529334+0.00212913j 0.00439388+0.000266592j -0.000675074-0.00252603j -0.00230737-0.000845611j -0.000815838+0.00251056j 0.00155896+0.00683004j -0.000781318+0.00504741j 0.00208676-0.00234554j -0.00197425+0.000419962j -0.00437933+0.000782375j 0.00116676-0.000794923j -0.000621497+0.00020061j 0.00254056+0.00224544j -0.000302136+0.00112749j -0.0020734+0.000232786j -0.00130851+0.00339715j -0.00179295-0.00210384j -0.00544092+0.00261255j -0.000701395+0.00709024j -0.00398096-0.000130113j 0.00141753-0.000406696j 0.00114189-6.49941e-05j -0.00429123-0.00135187j 0.00146802+0.00209454j -0.00132092+0.00205542j 
0.00059394+0.00340205j -0.000362928-0.000631726j 0.000330925+0.00274701j -0.00122096-0.00154397j 0.00471803-0.00309568j -0.00596187-0.000863308j 0.00184758-0.00568275j -0.00472037-0.00297585j 0.00230477+0.00377124j 0.00287186+0.00152897j -3.94424e-05+0.00876518j 0.00337397+0.00111136j 0.0022603-0.00892769j 0.00294465-0.00274219j -0.00407682-0.00134733j -0.00618373+0.00688903j -0.00538949+0.00299371j -0.00426767+0.000370591j 0.00360612-0.00670508j 0.00497607-0.00403992j 0.00354964+0.00193373j 0.0097467-0.00487698j -0.00616855-0.00539159j 0.00605826+0.00699336j 0.00684223-0.0123886j -0.00837129+0.0023911j 0.00169956-0.00918662j 0.00551975-0.00141958j 0.0169236+0.00486739j 0.00813493-4.98441e-06j -0.000724832+0.000567887j 0.00116687+0.00380249j -0.000692739+0.00571152j 0.00116715-0.0024307j -0.00200725+0.000711492j 0.00233233-0.00319823j 0.00109568+0.00539654j -0.000124519+0.000922663j -0.00369847+0.00688404j 0.00431108+0.0033483j 0.00172416-0.00519628j -0.00405946+0.00043014j -0.00338+0.00484407j -0.00644987+0.000805027j -0.00489579+0.00653252j -0.00223447+0.000351457j -0.00307475+8.44397e-05j 0.0154404+0.0037722j 0.00376133-0.00391514j -0.0150165-0.00150067j 0.00425152-0.00345586j 0.00913518+0.00288288j 
0.00573815-0.00162373j -0.00477772+0.00136326j 0.00410443+0.00187737j 0.00328671+0.00277999j 0.00228259-0.001572j 0.0143797+0.00679918j -0.00776999+0.00159563j 0.00198429-0.00167582j 0.000810043+0.00877038j 0.00625632+0.000656229j 0.00132157-0.000590154j 0.000143423-0.00458447j 0.00529551-0.00137593j -0.00309058-0.00318045j 0.0136076-0.00434711j -0.000990703-0.00451895j -0.0102345+0.00540005j 0.00603043-0.00386073j 0.000410699-0.00980871j 0.0163568+0.0120304j 0.00152515-0.00641735j 0.00394252-0.0141551j -0.00501715+0.0020703j 0.00223341-0.00198681j -0.00876842+0.013147j 0.00714571+0.00274853j -0.010274-0.00943655j -0.00441302+0.000470173j -0.00111543-0.00382674j -0.00590735+0.00289191j -0.00498627-0.00307268j 0.00353342+0.0019541j -0.00786766+0.00250323j 0.00964221-0.00273714j 0.00922652-0.00788645j -0.00834405+0.0036106j 0.000506677-0.00230462j -0.00570221-0.00258j 0.00478577-0.0139758j -0.00336161+0.00401822j -0.00768584+0.00523506j 0.00140677+0.0116617j -0.00333442-0.0012577j -0.00246203-0.0115153j 0.000857899-0.0155146j 0.00513993+0.0134435j -0.00608241-0.014068j -0.0101702+0.000121271j 0.016622+0.00403742j 0.0139701+0.0201569j 0.0118384+0.0160278j -0.0210107-0.0150089j 
0.00327184+0.000126164j 0.00133618+0.0016682j -0.00444282-0.00139369j 0.00505985+7.20909e-05j -0.000571524-0.00904504j 0.00330095-0.00688223j 0.00607407+0.000105349j 0.00123946-0.000572608j -0.000835816+0.00673599j 0.00638889-0.000282806j 0.00375187-0.00280723j -0.0066873-0.00130917j 0.00195644+0.00285752j -0.00238228+0.000577924j 0.00468411-0.000410016j -0.00532284-0.00194708j -0.00702252+0.00346279j -0.00298464-0.0093691j 0.0047448-0.00355365j 0.00380522+0.00382083j 0.00501846-0.000140612j 0.00129913-0.00545201j -0.000862735-0.000861652j 0.00741934+0.000763532j -0.00386004+0.00305216j 0.00643621-0.000190212j -0.00555034-0.00488521j -0.00253194-0.00259015j 0.00516558-0.00412602j -0.00798336+0.00111246j 0.00189179+0.00160785j 0.000735351-0.00257651j -0.00778937+0.00238495j 0.00322329-0.00183877j 0.00679863+0.000689823j -0.00269873+0.0010579j 0.00477043+0.00153235j -9.39861e-05+0.00082909j 0.00160072-0.00272384j 0.00037043+0.00272413j -0.00128357-0.00149546j 0.000944296+0.00242563j -0.00361651-0.0097218j -0.000738401-0.0055393j 0.00120031-0.0106646j -0.00180366+0.000518004j -0.00678748-0.00574923j -0.00128964+0.00191795j 0.00641072+0.00381961j 0.00766555+0.00611194j 0.00882023+0.00655j -0.00683469-0.00709567j 
-0.000797626+0.000197841j -0.00184605+0.000303115j 0.0023338+0.00150972j -0.00253878-0.000480416j 0.00110347+0.00233849j 0.00325724+0.00374855j -0.00219569-0.000128827j 0.00221819+0.000947726j 0.000263575+0.000395529j -0.00119555-0.00175804j -0.00312609+0.00422502j 0.00248048+0.00108012j -0.000613452-0.00192558j -0.00142206-0.000237018j 0.000807072-0.00179883j 0.00100983+0.00151016j 0.000557531+0.00161105j 0.00072645+0.0039685j -0.00297103-0.00103047j 0.00257242+0.00246327j -0.00164916-0.00382749j 0.00329751-0.00220941j -0.00156537+0.00282291j 0.00089368-1.83952e-05j -0.00167465-0.000519518j -0.00138087-0.000120951j 0.00144056+5.53561e-05j 0.000439002-0.00055647j -0.00140307+0.00365676j 0.00585871+0.00221723j -0.000995165-0.00164408j 0.000406549+0.00405227j -0.000879628+0.0013986j 0.000260287+0.000982579j -0.00194838-0.00233559j -0.00228492-0.000265153j -0.00315589-0.000370276j -0.00379011-0.00307917j -0.00123008-0.00309114j -0.0018017-0.00149647j -0.00144953+0.00140811j 0.000276895+4.43675e-06j -0.00111875+0.00545552j -0.00219325-0.00207277j 0.0018938+0.00266563j 0.00393357+0.0037009j -0.00168494+0.000734035j 0.000443888+0.000968787j 0.00269228-0.00275136j -0.00186172+0.00241042j -0.000393984-0.000219738j -0.00155827+1.15789e-05j 
0.00586277-0.00122478j -9.22792e-05+0.00321413j -0.0033595-0.00449524j -0.00233731+0.00130186j 0.00176564-0.00417283j 0.004491-0.0034058j -0.00174131+0.000694988j -0.000482607-0.00446053j -0.00330182+0.00825615j 0.00576933+0.00325318j 0.000618001-0.00375577j -0.00790575+0.0019351j 0.00217356+0.000136789j -0.00209039-0.0037049j -0.000654917-0.000610686j -0.00599603+0.00517889j -0.0106679+0.00754633j -0.000330098-0.00176273j 0.00515668+0.000687342j 0.00722898+0.0122682j 0.00727696+0.000471759j 0.00496308-0.0147313j -0.00459762-0.00304519j 0.0120341-0.002348j -0.000419384-0.00118916j 0.00493013+0.00985856j -0.00933608-0.0178812j -0.000471059-0.00241862j 0.0161898-0.00285479j -0.00738994+0.0062633j -0.00281579-0.00233203j 0.00418822+0.00255816j -0.000211133+0.00106602j -0.00143889-0.000375576j 0.00940929+0.000437865j -0.00526503-0.0052213j 0.00875207+0.001684j 0.00396605+0.0067302j -0.00155012+0.00577697j 0.00109623+0.00175767j -0.00273159-0.000102258j -0.00436908-0.000934475j -0.00182435-0.00816831j -0.00291556+0.000740294j -0.00434191-0.0085197j -0.00560707-0.00249913j -0.0130957+6.15835e-05j 0.003336-0.00967165j 0.0130838+0.00124273j 0.00370289+0.0198517j 0.0186568+0.00817383j 0.00268813-0.00495888j 
0.00340901-1.85885e-05j 0.00306182+0.00321843j -0.00209275-0.00334296j -0.0110168+0.00238572j 0.00944851+0.00670856j 0.000186892-0.000273878j -0.00565523-0.000449729j -0.000467559-0.00634369j -0.00129091-0.00306112j 0.00123951+0.0107812j -0.000893528-0.0084618j -0.00496558+0.00672586j 0.000847653-0.00133007j -0.00761753-0.00345953j -0.00598667+0.000853662j 0.00221826+0.000650867j -0.00817992+0.000198308j -0.000281544+0.0087607j 0.00652228+0.00838007j 0.00502163+0.0201004j 0.00578999+0.00415456j -0.00217022-0.01481j -0.00587166-0.00163663j 0.00742058+0.00208139j 0.00471944-0.00734941j -0.000925126+0.0099115j -0.00521517-0.0202262j -0.00104107+0.00294666j 0.00612959-0.00115622j -0.000276545+0.0115365j -0.00126766-0.00416669j -0.00211395+0.00545549j 0.00845742+0.00319268j -0.00151892-0.000939214j 0.00540179+0.00113646j -0.00658967-0.014718j 0.00526471+0.00176957j 0.00171942+0.00521629j -0.00453139+0.0182467j 0.00406099+0.000595414j -8.35567e-05-0.00152985j -0.00619824-0.00355074j -0.000453568+0.00139162j -0.00196476+0.0103068j -0.00482321+0.00207067j -0.00690696-0.0102957j -0.0102864+0.000133026j 0.00129614-0.00868593j 0.0100684-0.000289063j -0.000516927+0.00139309j 0.0157832+0.00560421j 0.0119903+0.0134178j 
0.00168239+0.000450619j 0.000275354-0.000943143j 0.000492822-0.00108584j 0.000906479+0.00108018j 0.00215773+0.00103427j -0.00160718+0.00129034j -0.00285807-0.000770688j -0.00265306-0.00014334j 0.00159846-0.000876034j -0.00206695+0.00357073j 0.00221154-0.00124263j 0.0013136-0.000482043j 0.000830519-0.00139492j -0.0027515-0.000186841j 1.51885e-05-0.000134088j 0.00103079-0.00150447j -0.000380527+9.58815e-05j 0.000592518+0.000986667j 0.00338868-0.000752594j -0.000225874+0.00213583j 0.00077371+0.00304821j -0.00418204-0.0033341j -0.00120075-0.00183388j -0.00135287+0.00175341j 0.00196186-0.000344157j 0.000621499+0.00267824j -0.00434499-0.00421561j 0.00122846+0.00333495j 0.00132705-0.00212365j 0.000552804+0.000118535j -0.000910127+0.000753792j -0.00107599-0.0019396j 0.00274919+0.00154885j 0.000206599+0.000523815j 0.000379996+0.000605161j -3.04651e-05-0.00232307j 0.000769023+0.000777321j 0.00269384+0.00126556j 0.000887677+0.00424147j 0.000600058+0.000390551j 0.000234245+0.000153897j -0.00171134-0.000864772j 0.000877739+0.000418441j 0.00170087+0.00244585j -0.0013836-0.0013609j -0.00293182-0.00373585j 0.000673217-0.00321542j 9.31171e-05-0.000490209j -0.000539397+0.00113083j -0.00153082-0.00135955j 0.00165504+0.000512201j 0.00279548+0.0017743j 
0.00231239-0.00147036j -0.00186021+0.000242202j -0.00299945-0.00300009j 0.0060779+0.00105672j 0.00225524-0.00778888j 0.00703444-0.00225076j 0.000780243+0.000840632j -0.000123107-0.000791986j 0.00231195+0.012768j 0.00373007-0.00582549j -0.00250363+0.00341546j 0.000721766+0.00074842j 0.00182917-0.00176511j -0.00227183-0.00578235j 0.000486134+0.00326163j -0.00343935+0.00535549j -0.00268003+0.00696015j -0.00127736-0.00220907j -0.000984206-0.00273176j -0.000456156-0.00246684j 0.00268477-0.00327235j 0.0100056-0.00269063j 0.00146105-0.00439614j 0.00573479-0.0023054j -0.00172206+0.000472371j 0.00574565-0.000377953j -0.00758158+0.000427344j 0.00272601-0.00222823j 0.00641213+0.00567428j -0.0024055-0.00391439j -0.00147972-0.00323392j 0.000753216+0.00508344j -0.00172737-0.00149077j -0.00225198+0.000579334j 0.00382386+0.000740143j -0.0027025+0.00822779j 0.00334446+0.00157866j -0.000845704+0.000663881j -0.00125521-0.0112172j -0.000623508-0.000387336j -0.00168389-0.00323514j -0.000380718-0.00491793j -0.00180757-0.00262138j -0.000125674-0.00537898j -0.000845919-0.0083075j 0.00203575+0.00236309j -0.00160124-0.000890364j 0.00691037+0.00851847j 0.00414425-0.00143947j -0.00165839+0.00395846j 0.00433936-0.00155157j -0.00104666-0.00713732j 
0.00356914+0.000945158j -0.00160314-0.0019789j 0.00706059+0.00346556j -0.00549427+0.000354907j 0.00164738+0.00315232j -0.00661948+0.0033739j -0.00264499-0.00158014j -0.00563812+0.00149573j -0.00447434-0.00646079j -0.0015527+0.00755309j 0.00464158+0.00216201j -0.000772821+0.000780967j 0.00477156-0.0022782j 0.00679982+0.000991669j -0.00259107-0.00308464j 0.00220189-0.0036153j -0.00334834-0.000832296j 0.00114609-0.00177048j 0.0108299-0.00553737j 0.00187088-0.00763847j -0.00115293-0.00144535j -0.0107275+0.000430527j -0.00720135-0.00215889j -0.0127151+0.000438515j 0.000709309+0.00668061j -0.00611586-0.00291081j 0.00327549-0.00706598j -0.00739404+0.000808373j 0.00546034-0.00648015j 0.00674882+0.00168398j -0.000710043+0.00303306j 0.00421612-0.00647558j 0.00030801-0.000141047j 0.0101167-0.00295684j -0.00480409-0.00216226j 0.00573257-0.00450024j -0.00437571+0.00112417j 0.00178342+0.00388141j 0.00620205+0.00952453j -0.00211108+0.00348316j -0.00247852+0.00631532j 0.0023357+0.00542716j 0.000812873+0.00792461j 0.000171393+0.00296181j -0.00214893+0.0101561j -0.00236132-0.00520299j -0.00187574-0.00527928j -0.00781291-0.00235548j -0.000204416+0.00290221j -0.00111251+0.00251281j -0.00143949+0.00016154j -0.000951281-0.000762325j 
0.00462051-0.00198371j -0.00642687-0.00163146j 0.00997749+0.00625013j -0.00733168+0.00208261j 0.00359971+0.00291032j -0.00290028+0.00125476j -0.00379492-9.83394e-05j -0.00756101-0.00114716j -0.00960037-0.00233736j 0.00534303+0.00474831j -0.00128076+0.00467471j -0.000342534+0.00955694j 0.00953644-0.00267673j 0.0118075-0.00604012j -0.00535923-0.00280974j 0.00164545+0.00421581j -0.00708303+0.0022202j -0.0023142-0.00316256j 0.0126457-0.00609356j 0.00380589-0.0105762j 8.39542e-05-0.00447378j 0.00151262+0.00411628j -0.0100462-0.0042856j -0.0130631-0.00358756j -0.00279773+0.0129203j -0.0106077-0.00742923j 0.0052363-0.00649474j -0.0134555-0.00232576j 0.0106349-0.00322918j 0.0117493+0.00078591j -0.000368698-0.00268493j 0.0103684-0.000794871j 0.000742869-0.0117085j 0.0110434-0.00196735j -0.00551326-0.00120994j 0.00778501+0.00140868j -0.00493583+0.0038551j -0.00464675+0.00602398j 0.00754576+0.00658689j -0.000393246+0.0062455j -0.0043548+0.00536159j 0.010232+0.00356333j -0.00170248+0.0108857j -0.00232615-0.00195369j -0.00543099+0.0100567j 0.00335065-0.00506514j -0.00617704-0.00416501j -0.0100663+0.00452559j 0.00353819+0.00277604j 0.000232756+0.00212654j -0.00133304-0.00280493j -0.00487333-0.00396394j 
0.00705861-0.00133462j 0.00188755-0.0012531j 0.00745442-0.0037396j 0.0106704+0.0074662j 0.00526689-0.00235847j 0.00820828+0.00270807j 0.00487025+0.00396499j -0.00105639-0.00505414j 0.00465635-0.000777729j -0.00725199+0.00916605j 0.00468741-0.0045504j -0.00383197-0.00238438j 0.00833468-0.000188024j -0.00839703+0.00532387j 0.00363029+0.00737902j 0.00303797-0.00287985j -0.00210884+0.00166535j 0.00262002-0.00349727j 0.0136772-0.0133437j -0.00521295-0.00753648j 0.00424856+0.00763611j -0.000434588+0.00126698j 0.0050597-0.0235633j -0.0172534+0.00198488j 0.00697271+0.0135251j 0.00560754+0.00219012j -0.00122417-0.00610489j 0.00556147+0.00663308j 0.00227471-4.7034e-05j 0.00214545+0.00478748j -0.00382181-0.00799041j -0.00739785-0.0041011j 0.0146197+0.0114853j -0.00142373-0.00324083j 0.0117426-0.0027682j 0.000827861-0.00861229j -0.000825465+0.000739349j -0.00036241-0.00125992j 0.0112146+0.00410352j -0.0161584+0.00659725j -0.00632775+0.0175959j 0.00072103+0.00379986j 0.00194382+0.000321475j 0.0114278-0.00533843j -0.00925967-0.0077092j -0.00751092+0.00643852j 0.00126966+0.012093j 0.0162034+0.0141842j 0.000620633+0.00398399j -0.0110083-0.00617175j 0.00477855+0.00428425j 0.00547115-0.000265171j 
-0.000640045-0.00128906j 0.00236914+0.00305028j -0.0085701-0.0073534j -0.0103672-0.00136789j 0.00479053+0.00146872j -0.00611508-0.000989782j 0.00141405+0.0020611j 0.00516609+0.00358016j 0.0019345+0.00674307j -0.00314533-0.00268714j -0.00712237-0.00457643j -0.00114909-0.00047607j 0.00309615-0.00160273j 0.00466033-0.0120669j -0.0160764+0.00904909j 0.00721381-0.00920161j -0.0163893+0.00507533j 0.00759292-0.00708325j 0.0071058-0.00334257j -0.00458177-0.0107815j -0.00816329-0.0178197j -0.0126689+0.0020349j -0.00734612-0.00523571j -0.00278714-0.0100707j -0.00129165-0.00274106j 3.96704e-05-0.00940448j 0.00520845-0.0031006j 0.00580337-0.00753701j 0.00286243+0.00508857j -0.00603181-0.00518193j -0.000305232+0.0040581j -0.00611014+0.0141514j -0.00202881+0.00454942j 0.00216001-0.00763124j 0.00671077-0.0105712j -0.00466595+0.0143477j 0.00156158-0.00546773j -0.00015994+0.00310389j -0.00748973-0.0228731j 0.00411788-0.00580417j -0.00617465-0.00796107j -0.00240892+0.00376745j -0.00584413-0.00209336j -0.00452261+0.0075211j 0.00688932+0.0084549j -0.000885378+0.00569339j 0.00275625+0.000193164j 0.00338513+0.00498508j -0.00191743-0.00143423j -0.00255073+0.00075219j 0.000961502+0.00194391j 0.00104997-0.000608542j 
0.00322139-0.00270928j -0.000954673-0.00229743j 0.000369132-0.00171473j -0.000751519+0.00273262j 0.00572072-0.00305923j 0.00305434-0.00555712j 0.000839535+0.00247513j -0.00320037-0.00120772j -0.0017407+0.00542706j 0.00379077-0.00152193j 0.000104391+0.00077769j 0.00366324-0.00160625j 0.00338932+0.00214711j 0.00437539-0.00159979j -0.000379977-0.00363745j 9.83283e-05+0.00316108j 0.00203399+0.00256269j 0.00305726+0.00178872j -0.00360878+0.0044157j -0.00218112+0.00292867j 0.000127998+0.00156732j 0.00215271+0.000531932j 0.00272199+0.000537913j 0.00122805+0.00100693j 0.00146681+4.13657e-05j 0.00428289-0.00180342j -0.00354308-0.00141642j -0.000955512+0.00399291j 0.000411599+0.0014538j -0.00185824-0.00107942j -0.00364667-0.000167884j 0.00260981+0.00140413j -0.000139153-0.00309364j 0.00410355+0.00289153j -0.00395774+0.00487879j 0.00226192+0.000538639j 0.0014296+0.00351674j 0.00160087+0.00211052j -0.000481768+0.00215688j -0.00126067-0.00170361j -0.00171104-0.00235327j 0.00197619-0.00494087j 0.00342076-0.00332143j -0.001155-0.00128479j -0.0013539-0.00479297j -0.00065224-0.000927412j 0.00258977-0.00274037j -0.00266864-0.000629951j 0.00213082+0.000217996j 0.000853687+0.000196611j 0.00171281-0.00283193j -0.00109586-6.84382e-05j 
0.00838536+0.000135922j -0.00159527-0.00779737j 0.000252279+0.00207368j 0.000875428+0.000473335j 0.0053707-0.00526092j -0.000163423-0.00051671j 0.00422699-0.00148922j -0.00755849+0.00360767j 0.00274812+0.00814786j 0.00522349-0.00484175j -0.00838662+0.00308262j 0.000302595-0.00320396j -0.00962375-0.000561899j -0.00318464-0.000377239j 0.00902398+0.0070534j -0.000563863-0.00097216j 0.000220593+0.0058994j 0.00355493+0.00476321j -0.0048487+0.00185274j -0.00153942+0.00784642j -0.00530868-0.00154921j 0.0104532+0.00276256j -0.00281188+0.00165561j -0.00496717+0.00250871j -0.00679836-0.0025709j 0.0131087-0.01444j -0.0162454+0.00385196j -0.000107324+0.00937215j 0.00583536+0.00746147j -0.00305843-0.00393323j -0.00713614+0.0130746j -0.00667287-0.0104703j 0.00550063+0.0103228j 0.00587589-0.00200468j -0.0154807+0.00118072j -0.00886057-0.00700581j -0.00878962-0.00974817j 0.0122792+0.0111269j -0.0121043+0.0173054j -0.00202925-0.00973444j -0.000514326+0.0116817j -0.0118451-0.00381694j -0.00415437+0.00335066j 0.0046171+0.00541428j 0.00474199+0.0139777j 0.0027416-0.00104473j -0.00940444-0.00386823j -0.00546125+0.00465836j -0.0027132+0.00158996j -0.00351803-0.00661111j 0.000958647-0.00601152j -0.00417526-0.0025574j 
