0.00425875+8.50015e-17j -0.00866424+8.79902e-06j 0.0090355+0.00142028j -0.0122932-0.00184978j -0.00546928-0.000181518j -0.0139227+0.000858835j 0.0127715+0.00411156j 0.0115444+0.00190962j 0.00356629+0.00196258j -0.011212-0.00315855j 0.025473-0.00152758j -0.0188698-0.00466162j 0.0153663+0.00305724j -0.00761009+0.00366957j -0.0151639-0.00101717j -0.00428134+0.000414392j 0.0156406+0.00306803j 0.00621995-0.00245595j 0.0134949-0.00098809j -0.0105483-0.00195931j 0.00120503-0.00201878j -0.0116094-0.00213298j 0.000194455+0.00203856j 0.0132378-0.000667945j -0.0158542-0.00177022j -0.00168268-0.00160886j 0.00563123+0.00183599j -0.0147733-0.00227322j 0.000644385-0.000760507j 0.00257812+0.00478827j 0.00564159+0.000642971j 0.00970075-0.000780251j 0.000155552+0.00219678j 0.00401836+0.00179967j 0.00150642-0.00213206j 0.0086602+0.000641982j 0.0110353+0.00124973j 0.00251186+0.000381668j 0.00116359-0.00287752j 0.00489983+0.000383394j 0.00150992-0.000117304j -0.0036462-0.00188516j -0.0025693+0.00106962j -0.00826842+0.00341236j -0.0123913-1.78763e-05j 0.00224402+0.00010048j -0.00588904+0.000186716j -0.00323448+0.0020939j 0.0106821-0.000623674j 0.0061078-0.00222112j -0.00445068-0.00312449j 0.0139173+0.0049626j 0.0104621+0.00578987j 0.0148715+0.00100915j 0.00489362-0.000231693j 0.0102674-0.00101013j 0.00845313-0.00182416j 0.00474483+0.00328865j 0.00370728-0.0033374j -0.0169252-0.000152451j 0.0171214-0.00183343j -0.000349247+0.00121621j -0.00533529-0.00115224j 0.00481343+0.00177058j -0.00710278-0.00167687j -0.0037152+0.00726538j 0.000234633-0.000687623j 0.0170776+0.00403973j 0.000959257-0.00819018j -0.0227738-0.00300814j 0.00392202+0.00546961j -0.0183652-0.00088974j -0.0046601-0.00232255j 0.0188707+0.00750961j 0.0233758+0.00568486j -0.00931922+0.00718658j -0.0605736-2.16669e-05j -0.0152686-0.00372638j -0.014974-0.00918463j -0.0145024-0.0223985j 0.0128242+0.00227074j 0.0144939+0.00510558j -0.133832-0.0111621j 0.0267347-0.0270465j 0.0517646+0.0123918j 0.0297769+0.000268713j 0.00676863-0.0099515j -0.0363425+0.00216937j 0.0168346+0.0128527j 0.0269223-0.00373355j 0.0146776-0.000633008j -0.0152327-0.010913j -0.025896+0.0053409j -0.0203994-0.010431j -0.0143557-0.0109606j -0.0648854+0.00690604j -0.00266164-0.00320287j -0.118761+0.0136988j 
-0.0188698+0.00466162j 0.0115951+0.00156397j -0.021706+0.00214514j 0.0150401-0.00305153j 0.00147891-0.000290109j 0.000948353+0.000984235j -0.0176556+0.000814418j -0.0202945+0.00199282j 0.00267373-0.000446819j 0.0161076-0.00269786j -0.027768+0.00329371j 0.0168203+2.98372e-16j 0.0140689-0.00266371j -0.0142937+0.00073135j 0.0605242-0.00288557j 0.0194971+0.000775356j -0.00910716-0.00372637j -0.0237672+0.00157935j -0.00508219-0.0010826j -0.00646016+7.68333e-05j 0.0107963-0.00500066j -0.0115006+0.00154431j -0.0450822-0.00236931j -0.0345712+0.00157891j -0.0254048+0.00185315j 0.000910176+8.96379e-05j 0.00531421-0.00325039j -0.0532352-0.00174941j -0.00213511-0.00128885j 0.0645193-7.40466e-05j 0.00850295+0.00194833j -0.028624-0.00119137j -0.0150679+0.00448978j -0.0174147+0.00507608j -0.0291417-0.00198015j -0.00778626-0.00205921j -0.0691622+0.00236902j 0.01073-0.00197356j -0.0526821-0.00329573j 0.033081-0.0023865j -0.000907951-0.00386098j -0.0183396-0.00298462j -0.03074+0.0025516j 0.0203505+0.000691131j 0.0442424-6.29974e-05j 0.000180956-0.00366664j -0.0303095+0.00281176j -0.0743464-0.00289043j -0.10549-0.00253839j 0.025068-0.000624046j -0.0301497-0.000755929j 0.117012+0.00285705j -0.173627-0.00322441j 0.0784365+0.00112905j 0.020492+0.0044384j -0.10305+0.00163651j 0.168333+0.00120196j -0.219893-0.00731801j 0.0873222+0.00471561j -0.0103532-0.0209605j -0.178897-0.00803053j 0.00467558+0.00669405j 0.0737698-0.000406104j -0.0809374+0.00464187j -0.0760647-0.00226026j -0.0155591+0.000967109j 0.0805569-0.00177417j 0.0780501-0.00182466j 0.0280642-0.00151164j 0.049546+0.00283833j -0.0831824-0.00245388j 0.0527405+0.00298855j 0.0716348-0.00284015j 0.0655587+0.00351075j 0.0119903+0.00113244j -0.0185531+0.00940221j 0.000505268-0.00596729j 0.0656149+0.00571739j 0.0398146-0.00375584j 0.141808-0.00623901j -0.0686666-0.0087748j -0.0815166-0.00122192j 0.0835148+0.00363287j 0.183202+0.00707967j -0.0689305+0.00642848j 0.0252122-0.00290047j 0.0486629+0.0198317j 0.0273161+0.000839726j -0.0599051+0.0121785j 0.000684958-0.00488149j 0.00400366-0.012775j 0.0342373-0.00589368j -0.0224785+0.000631344j 0.0538305+0.000319106j -0.0629313-0.00154876j 0.00984312+0.0108455j -0.0340431+0.00135811j -0.0189224-0.0138924j 
0.0153663-0.00305724j -0.0206046-0.00214277j 0.00133381+0.0057497j -0.0225824+0.00135128j -0.0101638-0.000970557j -0.0331278+0.000528898j 0.00600379-0.00609618j 0.01241+0.00267674j -0.013207-0.0019973j 0.0315897-0.00097832j -0.00115367-0.00240522j 0.0140689+0.00266371j 0.0421465-3.60822e-16j 0.0301052-0.000318053j -0.0289947-0.00269382j 0.00793909-0.00343135j -0.0141195-0.00285364j -0.0328102+0.000587817j -0.0284403-0.00248145j 0.0237185-0.000385445j 0.00218163+0.00127286j 0.018712+0.00104408j 0.00868669+0.00204479j 0.00463093+0.00192725j -0.0486248+0.00105484j 0.00918546-0.00106412j -0.0173249-0.000699994j -0.0422971-0.000747926j 0.0107549-0.000589539j 0.00654276-0.000535082j 0.00976911+0.00114572j -0.0378336-0.001072j 0.0291989+0.00345046j -0.0316859+0.00567037j -0.0252102+0.00369128j -0.0051351+0.00505167j -0.0491243+0.00152729j 0.0252311+0.00276228j 0.0170884+0.00150763j -0.042461-0.000796874j -0.00633999-0.00367081j -0.105205+0.000931441j 0.00643393-0.00278592j 0.0199222-7.19639e-06j -0.099597-0.00131603j 0.051488-0.00272679j -0.0734212+0.00218356j -0.0201865-0.00121702j -0.0289334-0.0035322j 0.0250911-0.00284144j -0.114181-0.00708524j 0.202602+0.0101854j -0.116312+0.00372726j -0.00137415+0.000462292j 0.0431686-0.00896638j 0.052904-0.000151099j -0.0274797-0.00340099j 0.101479-0.00287592j -0.0458263-0.00845282j 0.0717488+0.00033135j -0.0522151+0.00168122j 0.0194284+0.00114656j 0.0544977+0.00186512j -0.0416703-0.00127579j -0.0559086-0.00419727j 0.00405522-0.00224922j 0.04768-0.00768385j 0.0093611-0.00251819j -0.00734179+0.00532898j -0.0823274-2.10859e-05j 0.0134549+0.000765845j -0.0412931+2.07837e-05j 0.057259+0.00299695j 0.0552415+0.000824714j 0.177087-0.00555683j -0.0396258+0.00136931j -0.125074+0.000252318j -0.0100171+0.00217739j -0.0634012+0.000571102j -0.194083-0.00712775j 0.0760211+0.00697731j 0.0390894+0.00605847j -0.330975-0.00255337j -0.117151+0.00380191j 0.167561+0.00084992j 0.0792124-0.00128907j -0.0128659-0.00880804j -0.0747808+0.00836587j 0.126311-0.00104508j 0.0506557-0.00977202j 0.030524-0.00216115j -0.0429924-0.00340365j -0.0372327+0.011935j -0.0515804-0.00762321j 0.0422849-0.0113082j -0.102327-0.00270067j 0.0361458-0.0160592j 0.0574795+0.0222731j 
-0.00761009-0.00366957j -0.0212394+0.00276462j 0.0177294+0.00037594j -0.0026073+0.00219104j -0.0179347+0.00161799j -0.0146018+0.00608395j -0.0149497-0.00158555j 0.0198153+0.000528505j 0.00767465-0.00345113j -0.0140241-0.00349818j 0.00706452-0.00635022j -0.0142937-0.00073135j 0.0301052+0.000318053j -0.0709453+8.91648e-16j -0.0207822+0.00284819j 0.000602969-0.0024152j 0.0231725-0.000501908j 0.0118796+0.000298909j 0.00176467-0.00495614j 0.00237187-0.000926975j -0.0124734+0.000953247j -0.0172325-0.00123853j -0.0220484+0.00223645j -0.0365864-0.00536888j -0.0443209-0.00239829j 0.00918539-0.00199248j 0.0184999+0.00350691j -0.0308186+0.000152706j -0.0295943-5.03652e-05j -0.024559+0.00227149j 0.00251784+5.70421e-05j -0.000789434-0.00181847j -0.0224549-0.00189044j -0.0529097+0.00224291j -0.0584352-0.00155823j -0.0444192+0.0015637j 0.0506333+0.00535498j 0.00864069+0.00328223j -0.0218112+0.00480077j 0.0287612+0.00114511j -0.0207167-0.00219405j -0.0239033-0.00116175j -0.00759435+0.00123019j -0.107478-0.00442765j -0.0366793-0.00521979j 0.00575707+0.00570022j -0.0653992-0.00868969j 0.0111796+0.00207478j 0.159378+0.00230712j 0.090599+0.00153817j -0.0581193-0.00419485j -0.0179642+0.00186505j -0.0201706+0.00186359j 0.215436+0.000800761j 0.0999347+0.00491975j 0.047251+0.00481256j 0.0286647+0.00198668j 0.115163+0.00736574j -0.054948-0.00773376j -0.0208458+6.71169e-05j 0.0144035-0.00248228j 0.0156161+0.00611948j -0.149526-0.00167912j 0.0102211+0.00100628j -0.00462003-0.00736749j 0.0570847-0.00445774j 0.00609236+0.00200958j 0.142481-0.00769662j -0.0678307+0.00440532j 0.0310798-0.000683852j -0.0174246+0.0079901j 0.0285607-0.00485373j 0.0398595+0.00185771j -0.0711089-0.00415259j -0.0808295+0.00172092j -0.0601633-0.0028201j -0.105168+0.00221861j -0.035515-0.00586222j 0.0562823-0.0011982j 0.218458+0.00487357j 0.0303854-0.00158934j -0.00287061+0.00113893j -0.133501-0.000537966j 0.32315+0.000759232j 0.0235484+0.00540898j 0.0539264+0.00612698j 0.0989049-0.0117325j -0.0463812-0.00809689j -0.075062+0.0107352j 0.0843318-0.00279645j 0.000648099+0.00525651j 0.0350878-0.00435459j -0.0429081-0.00991178j 0.0343086-0.00733495j -0.093734+0.00351935j -0.00388637+0.0161594j -0.0486534-0.0194388j 0.0371054-0.01352j 
-0.0151639+0.00101717j -0.0140688+0.00357087j -0.000470651+0.00402565j 0.0101543-0.00211999j -0.000856511+0.00151216j -0.0239023-0.00245477j -0.0261851-0.0013436j -0.0108047+0.0015327j -0.0189352-0.00102457j 0.0456684-0.00675329j 0.0428978+0.00223289j 0.0605242+0.00288557j -0.0289947+0.00269382j -0.0207822-0.00284819j -0.00479449-2.35922e-16j 0.0133432-0.00160128j -0.0556507-0.00165529j -0.00913643+0.00415432j -0.0129401+8.19463e-05j 0.0322715+0.000303953j 0.0190922+0.00129727j 0.0358198+0.00259904j -0.0242708-0.00237718j -0.00266338-0.00150434j -0.0122988-0.0022979j 0.0388133-0.001701j -0.0583923+0.000342659j -0.0233119-0.000688112j 0.00786558+0.002843j 0.00703305+0.000321204j 0.0116222-0.00140787j 5.17543e-05+0.000443392j -0.0595092-0.00500236j -0.130002+0.000784132j -0.0258844-0.00199015j -0.0881627+0.00148424j -0.0882254+0.00201097j -0.0883387-0.000289035j -0.0267429-0.00267224j -0.0695104+0.0012369j 0.0544246-0.00158013j 0.0264522-0.00160271j -0.0829107+0.00272924j 0.0845109-0.0028897j 0.0557376-0.00137377j 0.0733216+0.00093608j 0.0829639-0.00237583j -0.153687+0.00159804j 0.14097+0.00296353j 0.153269+0.00313164j 0.043596+0.00244754j 0.0507238-0.000826645j -0.182704-0.00665454j 0.0708686+0.00435982j -0.066919+0.000342826j 0.0752179-0.00135912j -0.104029-0.00330933j 0.0768098+0.00885168j 0.0316683+0.0019657j -0.224661+0.00118233j 0.00602417+0.00376781j -0.109381+0.00231078j -0.0211034-0.0100977j 0.039658-0.00195078j -0.0372449+0.0091021j -0.0663757-0.00442153j 0.021566-0.00420198j -0.0193265-0.00525525j 0.142833+0.00940893j -0.11056-0.000888938j 0.103369-0.00303736j -0.176881-0.000583378j -0.0719279+0.00319768j 0.0330733+0.000142017j -0.0237764+0.00428533j 0.0117595-0.00264292j 0.0774424+0.00158332j 0.0432885+0.00285261j 0.0290067-0.00191397j -0.0246414-0.00501361j -0.0197237-0.00788945j 0.0242616-0.00205643j 0.11376+0.0037401j -0.00673188+0.00586244j -0.0497981+0.00151469j 0.0937086+0.00134614j -0.0214001+0.00280636j 0.048557-0.00776421j -0.0388119+0.000467624j -0.0199038-0.00188769j 0.0836469-0.00278183j -0.0312474+0.0132854j 0.0376172-0.000122015j 0.02275-0.0116182j 0.057755+0.0108882j 0.018268-0.00929725j -0.017412+0.00139738j -0.00494039-0.00415173j 
-0.00428134-0.000414392j -0.00768996+0.00165711j 0.00656827-0.000152438j 0.015202+0.000279917j 0.00764985+0.00260058j -0.00675886+0.00179193j -0.00762346-0.00101543j 0.0119604-0.0034729j -0.0140224+0.00234878j -0.00359179+0.00101305j -0.0263806+0.00305508j 0.0194971-0.000775356j 0.00793909+0.00343135j 0.000602969+0.0024152j 0.0133432+0.00160128j 0.00899293-1.2837e-16j -0.0139081-0.00441623j -0.014791+0.00222688j -0.0229888+0.00111977j -0.0287424+0.00124663j -0.00331133-0.00441279j 0.0254153-0.00367696j -0.00467987-0.00365372j 0.0120518+0.00152279j -0.0242033+0.00326539j 0.0282446+0.00310584j 0.0132397+0.000494322j -0.0362018+0.00153241j 0.0647711-0.00144109j 0.0481592-0.000288406j 0.0271592+0.000784444j -0.00658824+0.00317069j -0.0194185+0.00160757j 0.0409369+0.00107095j 0.0462036-6.07342e-05j 0.0561259-0.00189735j -0.0298383+0.0030659j 0.00255818-0.00537136j -0.0434613-0.00193957j 0.0829581+0.00155226j -0.0231325+0.00489125j 0.113888+0.00181853j -0.0597385+0.00504181j 0.0774887-0.000308546j 0.00694237+0.00342233j 0.0324194-0.00713172j 0.115266+0.00411055j -0.0523019+0.00265506j 0.145271-0.00301209j -0.050642-0.00783565j -0.229799-0.00403285j -0.0403892-0.00645824j -0.0357666+0.00102174j 0.0508028-0.0120093j -0.0822916+0.0019799j -0.0303443+0.00740872j 0.0444896-0.00140834j 0.00925843+0.00778641j -0.0321996+0.00039414j 0.00763747+0.00240012j 0.0101019-0.00503464j 0.362357+0.00352304j -0.0474203+0.00205655j 0.00221184+0.00153406j 0.0546316-0.0017193j -0.163583+0.00499648j -0.141068+0.00201543j -0.225917+0.00539667j 0.208405-0.00644752j 0.042227-0.00151709j -0.0800273-0.00351441j -0.0334313+0.00936264j 0.0592916+0.0042383j 0.0107676+0.000888388j 0.133009-0.00151739j -0.0506955+0.000622815j 0.00244726-0.0041923j 0.014612+0.00091784j 0.105264+0.00782714j 0.00371308-0.00515694j 0.0251058-0.003624j 0.0677391+0.00275913j -0.137151-0.000550695j -0.0249371-0.00568226j -0.0610502+0.00328986j 0.0348895+0.00131332j 0.0057905-0.00886384j -0.0542835+0.00294272j -0.0159319-0.00599835j -0.0438104+0.00250449j -0.00846487-0.0132615j 0.0340093+0.00632892j -0.0414835-0.009348j -0.0553982-0.00716898j 0.0262072-0.00592983j -0.0224164-0.00767734j -0.0122106-0.00220022j 0.00728134-0.00232802j 
0.0156406-0.00306803j -0.00953912-0.0025808j 0.0210557-0.00215119j -0.000412616+0.0025281j 0.0133612-0.000711081j -0.0216324-0.00263895j 0.00968002-0.002678j 0.0162397-0.00579881j 0.0150549+0.00316789j 0.00764247+0.00202377j -0.0026723+0.00323176j -0.00910716+0.00372637j -0.0141195+0.00285364j 0.0231725+0.000501908j -0.0556507+0.00165529j -0.0139081+0.00441623j 0.00187687-2.67581e-16j -0.0194782+0.00202627j 0.0069895+0.00131444j -0.0274999+0.00059161j -0.0415268-0.000107218j 0.0232271+0.00028412j 0.0133462+0.000317927j 0.0677869+0.00342884j 0.0207484+0.00242607j 0.0297697-0.00114947j -0.0130848+0.000908217j 0.0310583+0.000797605j 0.0246888+6.17229e-05j -0.0476847-0.000955305j 0.00441018+0.00259537j 0.00337317+0.000385354j 0.106842-0.000929249j 0.0212478-0.000123422j 0.0705825+0.00169475j 0.0296225-0.0025652j 0.0500814-0.00368325j 0.0486124-0.00441232j 0.0161806-0.0048652j -0.00999713+0.00178037j 0.0134957+0.00383802j 0.0713267-0.00179853j 0.0495054+0.000630127j 0.0204041+0.00547907j 0.0706572-0.00449757j -0.079898-0.00671099j 0.0548874+0.00302398j 0.120748-0.00203002j 0.25031-0.00311916j -0.190305-0.00387j -0.016195-0.00436324j 0.0817279+0.00308347j 0.134236-0.00301547j -0.111457-0.00534323j 0.158111+0.00214295j -0.12657+0.00367965j 0.236455+0.00398165j 0.0496096-0.000265736j 0.0380405+0.00392325j -0.113947-0.00341134j 0.0575864-0.00525576j -0.116069-0.003622j 0.0257241-0.00345452j -0.0217764-0.00168764j -0.270771+0.00111745j 0.0229627-0.0036077j 0.0584286+0.00355185j 0.0707727-0.00319271j 0.115814-0.000734351j -0.190658+0.0062846j 0.213271-0.00363411j -0.182477+0.00396415j -0.173425+0.00630085j 0.0452062-0.00298233j -0.221065+0.00215209j 0.120722+0.00504018j -0.094679+0.00357831j 0.0724409-0.00269884j -0.0823142+0.00206593j -0.0174655-0.00276058j 0.0234607-0.000404437j 0.0559485+0.00856459j -0.0888628-0.002637j 0.0384789-0.00214534j 0.0621559+0.00205755j 0.0105628-0.00567241j -0.0305232-2.72614e-05j -0.0218055+0.00886618j -0.0342119+0.000231393j 0.0720445-0.00283693j 0.139909+0.00965051j -0.0732876+0.00224746j -0.0311279+0.00443422j 0.0445326-0.0144913j 0.0213481+0.0164889j 0.0343542-3.5299e-05j 0.00102579-0.0101421j 0.0384005+0.00434757j 
0.00621995+0.00245595j 0.0101201-0.00164585j -0.000777418+0.0028198j -0.0175346+0.000987277j -0.00424155+0.00261971j 0.0140229-0.00355664j 0.0432062-0.000136449j 0.0174737+0.00263281j 0.000151443-0.00176932j 0.0258542+5.27431e-05j 0.00978521+0.000702594j -0.0237672-0.00157935j -0.0328102-0.000587817j 0.0118796-0.000298909j -0.00913643-0.00415432j -0.014791-0.00222688j -0.0194782-0.00202627j -0.0264067+8.88178e-16j -0.0205986-0.00351076j -0.045412+0.00124516j 0.0293664-0.00264877j 0.015905+0.000790525j 0.0287942+0.000467036j -0.00919377-0.00363066j -0.0138691+0.000225543j 0.0289747+0.00166057j -0.000766579-0.00104365j 0.0159632+0.000245476j -0.0162855-0.00422119j 0.0325175-0.00419486j 0.0621595+8.1772e-06j -0.0189659-0.0042243j -0.0982353-0.000132119j 0.0259954-0.000224174j 0.0262643-0.00288751j 0.0177407-0.00178761j 0.00323656+0.00194263j 0.00106256-0.00457043j -0.0490977-0.00121928j 0.057151-0.00234884j 0.0129187+0.000178303j 0.0554471-0.00131902j 0.000828446+0.000925473j 0.168696-0.00310363j -0.0447066+0.00648767j 0.188335+0.00302299j 0.0755497-0.00197425j -0.112187-0.00311738j 0.0264722-0.000603881j 0.0421428-0.000879125j -0.136188+0.00129947j -0.150627-0.000201416j 0.00297846+0.00343916j -0.127224-0.00348572j 0.0460597-0.00171514j 0.030852+0.00626035j -0.0984191+5.658e-06j -0.016434+0.0035981j 0.0894455-0.00108943j -0.0944201-0.00165333j -0.0173528+0.00245848j 0.00680691+0.00534749j 0.126234-0.000220892j 0.128027+0.0010789j -0.119163+0.00542222j 0.0849456+0.000518359j 0.0539765-0.00253874j 0.296145-0.00367966j -0.356057+0.00521488j -0.0724161-0.0063432j -0.0241912+0.0029724j 0.171981-0.00199016j -0.0259562+0.000375091j 0.106501-0.00433836j -0.195343-0.00133642j 0.0923876-0.00196238j -0.0502489-0.00101344j -0.0372138+0.000323162j -0.116981+0.00864707j -0.0060385+0.00333057j 0.0400961-0.00164973j -0.117705+0.00334259j -0.0372663+0.00108843j -0.0417062-0.00657736j 0.0739825-0.00359247j -0.0132268-0.013194j 0.0225285+0.00511302j 0.019192+0.00330922j 0.0550441+0.00486154j 0.103906-0.00562957j -0.103651+0.016202j -0.119336-0.0123033j -0.0188547+0.00458353j 0.0426672+0.0131456j -0.0500393-0.00166777j 0.0021901+0.0184135j 0.0319698-0.000357807j 0.0103089+0.00925087j 
0.0134949+0.00098809j 0.00769704-0.00273344j 0.00207623+0.00227786j -0.00663209-0.00029411j 0.00247208+0.00389521j -0.0187369-0.000433912j 0.0161773-0.00274964j 0.0260979-0.00163111j 0.00638962-0.0024275j -0.0273534-0.00152686j 0.0476773+0.00380627j -0.00508219+0.0010826j -0.0284403+0.00248145j 0.00176467+0.00495614j -0.0129401-8.19463e-05j -0.0229888-0.00111977j 0.0069895-0.00131444j -0.0205986+0.00351076j 0.0560266+1.38995e-16j -0.00994794-0.00216554j 0.0149976-0.00055851j -0.00454097-0.00193953j -0.0131153+0.00287682j -0.0112687+0.00291421j -0.0616069+0.000499883j -0.0453901+0.00126649j -0.0672085+0.00161941j 0.00755716+0.000589496j -0.0353352+0.00216318j 0.0084267-0.00120126j 0.0297375+0.00266844j 0.0310705+0.00140424j 0.0317953-0.00106448j 0.0268942+0.00245066j 0.00203118+0.00122721j -0.0840128+0.00192269j 0.11983+0.00323554j 0.0648574-0.000272945j -0.0356153-0.00382551j -0.146085+0.00207287j 0.0113703+0.000211839j 0.0430316+0.000471182j -0.0699144+0.00287414j -0.0373412+0.00141283j 0.0165311-0.00237419j -0.0181578+0.000482159j 0.0368811+0.00304067j 0.160148+0.00399422j 0.0737184+0.00446199j 0.125919-0.000499254j -0.0214737+0.00225026j 0.278716+0.00465811j -0.176159+0.00319816j 0.0247156+0.00217716j -0.0946271+0.00107985j -0.065315-0.00183098j -0.137642-0.000761317j 0.156649+0.00407803j -0.191095+0.00798724j -0.0352944-0.0038651j -0.122894+0.00029048j 0.34034-0.00872996j -0.110234-0.00380436j -0.0801661+0.000505048j -0.0284289-0.00255928j 0.0829085-0.00136037j -0.125608-0.000620947j 0.0914518+0.00541749j -0.130976-0.00105038j -0.0433815+0.00429296j -0.0148023+0.000637141j 0.0597297+0.00647115j 0.041665+0.00442365j 0.0302701+0.00620917j -0.0868012-0.00099663j 0.10472+0.00265817j 0.0754445+0.0048326j 0.0112413+0.00080124j -0.0402556+0.000488171j 0.0917702-0.0018162j 0.0305135-0.00353927j 0.0413157+0.0024488j -0.0108637-0.00531267j -0.0288579+0.00362352j -0.0274061+0.00375155j -0.013216+0.00302702j -0.075275-0.000800766j 0.0446002+0.00611654j -0.0169208-0.00193772j 0.0944577+0.00831957j -0.078041+0.00436705j -0.033676+0.00156974j -0.0111534+0.00821641j 0.0514703+0.00716653j -0.00141404+0.00881087j 0.0509544+0.00663454j 0.0166873+0.00381828j 0.00273804+0.00608463j 
-0.0105483+0.00195931j -0.00107247+0.00165363j -0.00285689-0.00251816j 0.0207531-0.00228602j 0.0249413+0.000391565j -0.00878176-0.00505981j -0.00228779-0.000759246j -0.0127623-0.0027919j -0.00298714+0.00310305j 0.0317035-0.00251675j -0.0163893+0.00238861j -0.00646016-7.68333e-05j 0.0237185+0.000385445j 0.00237187+0.000926975j 0.0322715-0.000303953j -0.0287424-0.00124663j -0.0274999-0.00059161j -0.045412-0.00124516j -0.00994794+0.00216554j 0.00812254-2.88831e-16j 0.0274235-0.000401293j 0.00211127+0.00144829j -0.0262476+0.000818136j -0.0598299+0.0014151j -0.0156142+0.000331364j 0.0455532+0.00110957j 0.0275972+0.000252144j -0.0221998-0.00153598j -0.0660361+0.00318447j 0.0139524+0.0023148j 0.0535821-0.00146097j -0.0634818-0.004272j 0.0779149+0.00162238j -0.0520414+0.00247914j 0.0566809-0.00106712j 0.0122841+0.000721698j -0.0461218-0.000905434j 0.0882179-0.000697555j -0.0287271-0.00292028j 0.0546464-0.000863333j 0.0839484-0.000226925j 0.0110567-0.000199796j 0.0819127-0.00150268j 0.178215+0.0015278j -0.0768214+2.29177e-05j -0.116255+0.000699273j -0.341375-0.00351814j 0.0366419-0.0070929j 0.0293618-0.00234779j 0.285271+0.0065562j 0.0326171-0.0030356j -0.0770485+0.000924459j -0.0244745+0.00827429j -0.195608-0.00047196j -0.23553-0.00367696j -0.0252771-0.000849351j 0.138745+0.000234898j -0.0472124+0.00448227j 0.127169-0.00583132j 0.00225689+0.00722475j -0.00418136-0.0100518j 0.229413-0.00473736j 0.189492-0.00132574j -0.203051-0.0086896j -0.0881872-0.00699851j -0.0195443+0.000534022j -0.0425923-0.00249426j -0.0365237-0.00349066j 0.0200464-0.00911119j -0.0246492+0.00778321j 0.020181+0.00661564j -0.0910239-0.0101256j -0.0730378-0.00680981j -0.00307283-0.00251216j -0.0127318+0.00571789j -0.00412552-0.00244082j -0.0647734-0.0017743j 0.0317713-0.00147116j 0.0522877+0.00967984j 0.0417388-0.00327413j 0.0219299+0.0104863j 0.00987745-0.00744756j -0.0310194-0.0011879j 0.00375322-0.00361127j -0.0695818+0.00542425j 0.0269628-0.0063872j 0.0490105-0.00315861j 0.0483148+0.00203543j -0.0206507+0.00446549j 0.0109385+0.00709493j 0.0409262+0.00327998j -0.00797076+0.012161j -0.0518602-0.00488658j 0.0186044+0.00196469j 0.00174412+0.00709698j -0.00128813-0.00146007j -0.0116868+0.000990752j -0.00209306-0.0041547j 
0.00120503+0.00201878j 0.00666132-0.000584771j -0.015864+9.94307e-05j -0.0124699-0.00389455j 0.00551111-0.00269448j -0.00405967-0.0037008j 0.00592362+0.00264301j -0.0405702-0.000676584j 0.0335293+0.00267561j 0.021163-0.002871j 0.045055+0.00220317j 0.0107963+0.00500066j 0.00218163-0.00127286j -0.0124734-0.000953247j 0.0190922-0.00129727j -0.00331133+0.00441279j -0.0415268+0.000107218j 0.0293664+0.00264877j 0.0149976+0.00055851j 0.0274235+0.000401293j 0.0181367-6.45317e-16j -0.0201024+0.00458769j 0.0359235+0.000448341j -0.0740875+0.00214934j 0.00207136-0.00116115j -0.0274807-0.00507435j -0.00683699-0.000914257j 0.0528977-0.0007782j -0.101529+0.00808613j -0.0166351+0.00491143j -0.00054276-0.00386999j 0.00824208-0.000817043j -0.0232364-0.00238002j -0.16633-0.00069624j -0.124585-0.000756906j -0.132984-0.00060836j 0.0840612-0.00460095j -0.0674269-0.000246276j -0.0453888+0.00013921j 0.0255116-0.00288305j 0.190316-0.00125217j -0.212593-0.00627295j 0.0463454+0.0038084j 0.233676+0.00652488j 0.0789904-0.00678117j -0.115797-0.00282062j -0.105798-0.00505742j 0.0175433-0.000874369j 0.0503653-0.000211728j -0.283346-0.00270636j -0.110569-0.000420923j -0.0400278+0.00503368j -0.102099-0.0115967j 0.169004+0.0017223j -0.0937259+0.00271877j 0.0541017+0.0065784j 0.0597147+0.000755546j -0.00866252+0.000997023j -0.125645-0.00230404j 0.0129587-0.00271544j 0.0120696+0.00219637j 0.122182-0.0100755j -0.0358237-0.00535632j -0.0521541-0.00838781j 0.0268512-0.0022113j -0.00304787+0.00339274j 0.0410226+0.00889562j -0.008932+4.80665e-05j -0.100598-0.00238052j 0.0211486-0.00103193j -0.0517962-0.00358691j 0.150688-0.00253469j 0.0255045+0.00523182j 0.00444398-0.00432654j -0.0238874-0.000124727j 0.00635033-0.00145312j 0.00261028-0.00309185j -0.0413534-0.00410691j -0.0196366-0.00253802j -0.0478884-0.00882755j -0.0247966+0.000876464j -0.0379531+0.00717974j -0.0185824+0.00201731j -0.11382+0.00325104j 0.0275337-0.0124919j -0.016716-0.000427557j -0.0310716+0.0056887j 0.0117181+0.00613841j 0.0369501-0.0047778j 0.015022-0.000700775j -0.0621316-0.000115317j -0.0218382-0.0054366j 0.0128492+0.00704758j -0.00889816+0.00880617j 0.00201667-0.00597463j -0.0182789-0.00362939j 0.0246438+0.00586203j -0.00905159+0.00715859j 
