-0.00594764-1.58727e-16j -0.0118732+2.17782e-05j 0.0107453+0.000846015j 0.016422+0.00256158j -0.00731306-0.000594111j -0.0171496+0.00162976j -0.0198589-0.00505197j 0.0150178+0.00156106j -0.000609001-0.00401023j -0.0179474-0.00284699j 0.0238068-0.000476842j -0.0192537-0.00441169j -0.00848745-0.00288445j 0.0275562-0.000871446j -0.0024354+8.25661e-05j 0.0144923+0.00516641j 0.00193042-0.00125698j -0.00499121-0.00265226j -0.00630837-0.00308006j -0.00397456-0.00185621j -0.0111586-0.000992534j 0.00830281+0.000237886j 0.0109009-0.000544278j 0.0120444-0.00157876j -0.011151-0.00246065j 0.00209062-0.0021439j 0.00543351-0.00437148j -0.00621735-0.00146688j -0.00837028+0.00105737j -0.0287318-0.00167547j -0.00276399+0.00203712j 0.00622617+0.000206627j 8.80787e-05-0.000368215j -0.00407834-0.000962321j 0.0127671+0.00797454j 0.0147328+0.00220966j 0.00233372+0.00127328j 0.00743916+0.00326113j -0.0298507+0.00181238j 0.0256441+0.00578245j -0.0154999-0.000694394j 0.0201323+0.00132795j -0.0093478+0.00223512j 0.0201664-0.00244416j -0.00177581-0.00119569j -0.0117434+0.00697744j 0.0331735+0.00643064j -0.00944077-0.00352245j 0.0327865-0.00638105j -0.00983198+0.00471158j -0.0398558-0.0057185j 0.0393673+0.0126484j 0.016291+0.00905819j -0.0845316+0.00749023j 0.0161638+0.0170796j -0.0706467-0.0216827j 0.0527267-0.00658198j -0.0917333-0.00570523j 0.0839298+0.00634561j 0.00662731-0.0139743j -0.0412514+0.00380249j 0.012757+0.0131872j 0.00783095+0.00885148j 0.0342045-0.0021968j 0.0207005-0.00173812j 0.019135+0.0113491j 0.031436-0.00440127j -0.0263998-0.0102208j 0.016279+0.00969853j -0.0678358+0.00789378j 0.00459717+0.0042796j -0.104427+0.0144524j 
-0.0192537+0.00441169j -0.0116402-0.00184493j 0.0190638-0.00236477j 0.0138106-0.00252651j -0.00615823-0.000728356j 0.00814354-8.14645e-05j -0.0106488+0.00120611j 0.0136548-0.00248211j 0.00181252-0.00164617j -0.0059468+0.00202054j 0.0116279-0.0041691j -0.0265755+1.63671e-14j -0.0373596+0.00253974j 0.0216595-0.00050196j -0.0368222+0.00426345j -0.00328417+0.0019131j -0.00727279+0.00312916j 0.00360277+0.00137751j 0.00362512+0.000904303j -0.0403902+0.00146434j 0.000320076+0.00131173j 0.0549089+0.000782232j -0.00991799+0.000220772j 0.0578572+0.00244991j 0.0119033-0.00299534j 0.0665592-0.0022163j 0.0518934+0.000618662j -0.0133952+0.00215971j 0.0484694+0.00394886j 0.055644+0.00543736j 0.0812134-0.00390321j 0.289652-0.00489878j -0.0717909+0.00542155j -0.256527-0.00197773j 0.106966-0.00133796j 0.0108354-0.00309778j 0.301618+0.0061099j 0.149152+0.00485527j 0.243522+0.0059201j 0.0373094-0.0068987j 0.0857254-0.00824671j 0.0480085+0.0017939j -0.175467-0.0029539j 0.0747861-0.00257445j -0.00598728-0.000704363j -0.142575+0.00349782j -0.0631415-0.00284534j -0.031621-0.00320418j 0.0221721+0.00421974j -0.0874169-0.00778103j -0.0524348+0.0021172j 0.0440742-0.00315959j 0.0214025-0.00228897j -0.110628-0.00289742j 0.186569+0.00973238j -0.149114-0.00188394j 0.0110302-0.000153534j -0.00153354+0.00124358j 0.0334201+0.000112505j -0.0516198+0.00178995j -0.0249448+0.017127j 0.0851238+0.00525499j 0.00237983-0.00792635j 0.0220871-0.00113723j 0.00549877+0.00875673j 0.0154872-0.00327403j 0.00306209+0.00287379j -0.0603438-0.00501142j -0.0380351+0.00167278j -0.0257012-0.00883164j -0.0182907+0.00387914j 0.0226394+0.00890874j 
-0.00848745+0.00288445j -0.0111723-0.00130729j 0.0105106+0.0033048j 0.0303574-0.00153723j -0.02905-0.00162227j -0.0124038+0.00332155j -0.0206728+0.000719773j 0.0336999+0.00518303j -0.0238366-0.00014892j 0.00121226-0.00152017j 0.059106-0.00441414j -0.0373596-0.00253974j 0.0341843-9.85323e-16j 0.0519994-0.00487388j -0.0234398+0.00271304j -0.0102233-0.00282783j 0.000807931+0.00301744j 0.0319864-0.00306208j 0.00426302-0.00577471j -0.0012335-0.00151278j -0.000362319+0.000699799j 0.0451354+0.00277452j -0.0220867+0.000815046j -0.0113635+0.000823343j 0.0419359-0.00154612j 0.0433244-0.000592112j 0.229536+0.000344059j -0.0641981-0.00753702j 0.0119633-0.00187827j -0.168236-0.0048776j -0.0322345-0.00497142j 0.028988+0.000791798j -0.196752-0.00461481j -0.176724-0.00379298j 0.0213265+0.00491303j 0.271421+0.00349806j -0.0450421-0.00178069j -0.0812212+0.00386504j 0.206126+0.00262934j 0.114438+0.00207379j -0.189739-0.00278873j 0.0380027+0.00290102j 0.111256-0.00595599j -0.0781778+0.00773239j 0.0987369-0.00645932j 0.388104-0.0129304j 0.189716-0.0019359j 0.095846+0.00325055j -0.00616152-0.00538211j 0.00746675-0.00549161j 0.137617-0.00303097j -0.0540333-0.00454258j 0.04092+0.00213791j -0.0750688-0.0043331j -0.0615902-0.00511921j 0.0788423+0.00291199j 0.118254+0.00150444j -0.102662+0.00214831j 0.0608419+0.00350871j -0.00562954-0.00178212j -0.0126719-0.00143423j -0.0449602+0.0125148j 0.0275867+0.00797063j 0.0876217+0.00128326j -0.0443464+0.0107516j 0.0343993+0.00806506j 0.00767011+9.90202e-05j 0.0394101+0.00660427j 0.0587808-0.000110067j -0.00082191+0.0134371j -0.00320938+0.00941017j 0.0248679+0.00290883j 
0.0275562+0.000871446j -0.00727222+0.00521519j 0.0257369-0.00505475j -0.027646-0.00143031j -0.00282727-0.000609592j 0.0188135+0.000689769j 0.0237561-0.0036003j -0.00969953-0.000378473j -0.0289963-0.00113634j -0.0122738-0.00200479j 0.0383027+0.000391062j 0.0216595+0.00050196j 0.0519994+0.00487388j 0.0075643+7.50268e-16j 0.00518078+0.00438239j -0.0335255+0.00103108j -0.0387739+0.00201647j 0.0151859+0.000471135j 0.0083722-0.0011856j -0.0755856+0.00176758j -0.0568354+0.00679612j -0.0292695+0.00373555j -0.0984507-0.00308733j 0.00125733+0.000576119j 0.158112+0.00149445j 0.119479+0.000578652j 0.131001+0.004125j 0.0711553-0.0021587j -0.0414943-0.00235027j 0.0692386+0.000715069j 0.0393611-0.00655786j 0.0592583-0.00305955j -0.0979159-0.0073231j 0.245126-0.00106793j -0.234544-0.00811545j 0.20233+0.00605188j 0.190305-0.00825207j -0.0868662-0.00231733j -0.0745694+0.00610367j 0.124798-0.000653351j 0.0414284-0.00211501j -0.0356996+0.000350836j -0.233006-0.00325663j 0.00758123+0.000170908j 0.0840563+0.0059472j -0.206079+0.00408693j -0.136682+0.0019319j -0.0465991-0.00580336j -0.0438797+3.69283e-05j 0.0198181+0.00276181j 0.000704074-0.00621586j -0.169186-0.00435266j -0.0178048+0.000761014j -0.0346578-0.00402631j -0.0850598-0.00880622j 0.130507+0.00489085j 0.00398058-0.0115742j 0.0950235+0.00194364j -0.0575742+0.00383728j 0.117885+0.00126231j -0.0277582-0.0113211j -0.0620391+0.00306233j -0.0985202+0.00453926j -0.0773739+0.0129293j 0.0125325-0.00448049j -0.0682999-0.0064057j -0.00946337+0.0111278j -0.0114221-0.00366443j 0.0238183-0.00334474j 0.0297555-0.00176746j 0.048333+0.000913561j -0.0193873-0.0179363j 
-0.0024354-8.25661e-05j 0.00445198-0.000387045j -0.00846074-0.00119085j 0.014325-0.000119026j -0.00558092+0.00043971j 0.00285791+0.00617513j -0.0154181-0.00132563j -0.0159932+0.000316123j 0.0167569-0.000128109j -0.0711229+0.00220362j -0.0341624-0.000932433j -0.0368222-0.00426345j -0.0234398-0.00271304j 0.00518078-0.00438239j 0.133343-6.03901e-16j 0.00166512+0.000418644j 0.0790604-0.0028008j -0.0605823-0.00157485j -0.0946819-0.000382074j -0.00826226-0.00280261j 0.00394588-0.00264545j 0.0899189+0.000616479j -0.0437857+0.000211363j -0.0297341-0.00291784j -0.0897993-0.00251919j -0.0506128-0.0025794j -0.0918182+0.000479587j -0.135608-0.00485656j 0.187088-0.000978341j -0.315239-0.00082375j -0.0888526+0.00378584j -0.0642831+0.00167278j 0.0019443-0.00375083j 0.0913541-0.000979821j 0.0306616+0.0055913j -0.130581+0.00122225j 0.135282+0.00350501j -0.0211617+0.00221257j 0.147312-0.00111572j -0.141404+0.000266454j 0.375889+0.00255739j -0.0711056-0.00404316j -0.190008+0.00818871j -0.0646022+0.00279061j 0.171798-0.00533763j 0.107558+0.00998847j -0.217686+0.003162j -0.0818885+0.00600399j 0.14561-0.00352838j -0.115068-0.00257345j -0.046247-0.00280679j -0.0742086-0.000309484j -0.00522949+0.0041765j -0.0753071-0.0052089j -0.0401876+0.000556325j 0.0111171-0.000224215j 0.0416044+0.00212065j -0.0169083+0.00122716j -0.0569337+0.00434362j 0.0329074-0.00697147j -0.0193984+0.00139609j -0.00683657+0.00572171j -0.0132421-0.00182802j -0.00385341+0.00309887j -0.114438-0.00689729j -0.0802933+0.00319254j 0.010463+0.00699449j -0.0337997+0.00982381j 0.0487382+0.010603j -0.00644534+0.00378919j 0.00351113-0.00304976j -0.0139464-0.00380936j 
0.0144923-0.00516641j 0.0293375+0.00065083j -0.0223759-0.00218548j -0.00155912+0.00246361j 0.00191532-0.00301769j 0.0589573-0.00351772j -0.0159781-0.00582055j -0.0263131+0.00369802j -0.0130398-0.000629824j -0.006714+0.00257399j 0.00997005+0.00221603j -0.00328417-0.0019131j -0.0102233+0.00282783j -0.0335255-0.00103108j 0.00166512-0.000418644j 0.000663651+5.75495e-16j -0.0634403+0.0030134j 0.0102611+0.000100942j 0.06439-0.00255148j -0.111753+0.00704296j -0.105726+0.00199752j 0.0114415-0.00141237j -0.00553596+0.0014272j 0.0617405-0.000516571j -0.0703431+0.00304482j -0.0517459-0.00171474j -0.0568723+0.000613196j -0.00843039-1.06832e-05j -0.0196226-0.00424833j 0.414776+0.00274675j -0.229093-0.000646036j 0.0827894-0.00411727j 0.0537874+0.00335331j 0.0155872+0.00261041j -0.201665+0.00227518j 0.0662038+0.00345905j 0.106125+0.00277042j -0.00137614-0.000106931j 0.0840566-0.00387892j -0.00623921+0.000857069j 0.0266004-0.0027186j -0.155536-0.00214209j 0.1112-0.00330592j -0.0961492-0.00631451j 0.0657498-0.00221713j 0.440527-0.00166201j -0.0643683+0.000938103j -0.116102+0.00293808j 0.114387-0.00284991j -0.0463458-0.000307953j 0.0998611+0.000501915j 0.0506379-0.000377214j 0.12143-0.00457806j 0.0350839-0.0118914j -0.0187902+0.00641899j 0.032525+0.000178915j -0.0919868+0.000885135j -0.0257058+0.00523993j -0.15068-0.0100236j -0.113424+0.00569378j -0.0102197+0.00148682j 0.0331051-0.0101657j 0.10056+0.000642652j -0.0113838-0.00114753j -0.15261-0.000501404j -0.00110314+0.00957719j -0.0344659-0.00452291j -0.0193393+0.0245677j 0.0404958+0.0173592j -0.0307483+0.00159939j -0.0302717-0.012423j -0.0401455+0.00350967j 
0.00193042+0.00125698j -0.0119851+0.00113706j -0.00972647+0.00395736j -0.00257286+0.00100868j -0.0133086+0.00124973j -0.0189904+0.0054096j 0.0407407+0.00330223j 0.0102638+0.00458244j 0.0651707+0.00164645j -0.0105097-0.000863453j -0.0700107-0.00431148j -0.00727279-0.00312916j 0.000807931-0.00301744j -0.0387739-0.00201647j 0.0790604+0.0028008j -0.0634403-0.0030134j 0.0929488+1.49555e-15j -0.0814414+0.000204312j -0.0870709+0.00146199j 0.025782+0.000187034j 0.129746-0.00596683j 0.10527+0.0026333j 0.05893+0.00229208j 0.0764675-0.000790019j 0.0493986-0.00236804j 0.0928957-0.00406982j -0.210717+0.00495446j -0.112662-0.00533219j -0.442449-0.00362776j -0.150924-0.00565631j -0.0803048+0.00291033j 0.2019-0.0020609j 0.220601-0.000175808j 0.0593423+0.00192769j -0.190151+0.00142165j 0.109231-0.00282839j 0.125954+0.00771264j -0.227909+0.00290236j 0.196612-0.0020533j -0.0229969-0.00185936j -0.216878+8.21412e-05j 0.0124076-0.00183941j -0.00967128-0.003641j -0.0190057-0.00375853j 0.0534069-0.00953162j -0.0515079-0.00551728j -0.0353675+0.00542935j -0.0537914+0.0038849j -0.00681433+0.000730485j -0.0660624+0.00490633j -0.124516+0.00156708j 0.0142283+0.00586445j -0.0638862+0.000777061j 0.0717193+0.00652115j -0.0301766-0.00590758j 0.13094+0.00729925j 0.0131137+0.00683167j 0.0514306-0.0107114j 0.0429076+0.000551569j 0.0169271+0.00220229j -0.00627367-0.00821528j -0.0129502+0.0111912j 0.0075286-0.00179873j -0.0571951-0.00176839j 0.031395-0.000437947j -0.0495292-0.00334488j -0.0299647+0.000240664j -0.00836065-0.00347951j -0.0176692+0.0007531j -0.00148983-0.00332868j 0.019268+0.00114477j -0.00539024-0.00428193j 
-0.00499121+0.00265226j -0.0121425-0.00010072j 0.00943201-0.00193156j -0.0133512-0.00182614j 0.0108013-0.00165942j 0.0153004-0.00195992j 0.0115729+0.00188284j 0.0165985-0.00171742j -0.031619-0.00314038j 0.0155981+0.00156177j -0.0713781-0.000376914j 0.00360277-0.00137751j 0.0319864+0.00306208j 0.0151859-0.000471135j -0.0605823+0.00157485j 0.0102611-0.000100942j -0.0814414-0.000204312j -0.0140779+2.09078e-15j -0.0322469+0.0002807j -0.0207467+0.00230703j -0.122382-0.00195703j -0.0700805-0.00190642j 0.209626-0.000892568j -0.137612-0.000144952j -0.23643+0.00102153j -0.153655-0.00296163j -0.0242524+0.00216345j 0.150984+0.000201833j 0.0380102-0.00171316j -0.00553566+0.00326969j -0.488162-0.0050424j 0.138147+0.00214574j -0.214633+0.00369796j 0.107041+0.0053182j -0.160851+0.00781635j 0.13422+0.000428718j -0.0201081+0.00704898j 0.0898349+3.60402e-06j -0.20724+0.00336095j 0.00352275-0.00781268j -0.027262+0.00544784j -0.0806628-0.000765668j 0.0320233+0.0084164j 0.0417319+0.00202359j -0.00376395-0.00532051j -0.132337+0.00473793j -0.0465342-0.00851938j 0.170242+0.0113692j -0.0539837-0.00905573j -0.0419818-0.000978098j -0.147242-0.00995385j 0.0399811+0.000605042j -0.00442579-0.000247789j -0.0829727-0.005621j 0.0153071+0.00653378j -0.0262316+0.00408933j 0.0533085+0.00142137j -0.0253129-0.00237469j 0.0674201-0.00385819j 0.0753842-0.00600215j -0.0837896+0.00303541j -0.0453311+0.0081239j 0.000974841+0.00457989j -0.0310184-0.00135703j 0.0919754-0.000623256j -0.00880559-0.002943j 0.032837+0.00310483j -0.0120991-0.0106249j -0.00272775-0.00294745j -0.0215293-0.000746328j 0.0187327+0.00990369j 0.023281-0.00268168j 
-0.00630837+0.00308006j -0.00390793-0.00080575j -0.000608149-0.00269277j -0.0106678-6.32251e-05j 0.00762937-0.00693402j 0.0291333+0.00380276j 0.00772994-0.00188898j 0.0322962-0.0015951j -0.0554991-0.00388519j -0.0401337+0.00351117j -0.0123957+0.00102125j 0.00362512-0.000904303j 0.00426302+0.00577471j 0.0083722+0.0011856j -0.0946819+0.000382074j 0.06439+0.00255148j -0.0870709-0.00146199j -0.0322469-0.0002807j 0.245682-2.26501e-15j -0.143967+0.00197757j -0.0394805-0.00169603j 0.0503355-0.00228756j 0.0204106-0.00231598j 0.0446639-0.00119681j -0.0495947-0.00130675j 0.250385+0.000240842j 0.113363+0.00109407j -0.10496+0.000944177j 0.234941+0.00222715j 0.170552+0.00212684j -0.109706+0.000495576j -0.361779-0.00411196j 0.202379+0.00368808j -0.0477678-0.00237817j 0.103711-0.00422176j 0.246259+0.000110001j 0.111648+0.00365434j -0.0342806-0.00375145j 0.133553-0.00518948j -0.0308088+0.0046951j -0.259136+0.00801114j 0.0303109-0.00633764j -0.00325816+1.11737e-05j -0.0573445-0.00154413j 0.164699+0.00197455j -0.114701+0.0022896j -0.124985+0.00442404j 0.00999737-0.000686521j 0.0970236+0.00320672j -0.0983139-0.0051641j -0.115252+0.0021674j -0.0355492+0.00134101j -0.00454602+0.00393406j 0.0426961-0.00702091j -0.0164597-0.000321431j -0.0441623+0.000159567j 0.0823355+0.00258546j -0.0472352+0.010589j -0.0858648+0.0049819j -0.0225879-0.00627184j -0.0620372-0.00614338j 0.0379147+0.00458113j 0.0152079-0.00914817j -0.0667404-0.00613586j 0.0677325-0.00566944j -0.0600162+0.00102587j -0.0169512-0.000305051j -0.0330607-0.00512704j 0.00455555+0.00978113j -0.0277376-0.00870188j 0.00604456+0.0029422j 0.000104146-0.000990644j 
-0.00397456+0.00185621j -0.00972922+0.000863489j 0.00835549+0.00259304j 0.0138577-0.00392648j -0.0223971+0.00404445j 0.0148381+0.0022846j -0.00242814+0.00137128j 0.0401375+0.00236906j 0.0207791+0.00193087j 0.0390814+0.000921574j -0.0416166-0.00506048j -0.0403902-0.00146434j -0.0012335+0.00151278j -0.0755856-0.00176758j -0.00826226+0.00280261j -0.111753-0.00704296j 0.025782-0.000187034j -0.0207467-0.00230703j -0.143967-0.00197757j -0.0950707-3.80441e-14j -0.0206159-0.00213475j -0.0651183+0.00131605j 0.0256661-5.40759e-05j 0.114985-0.00239032j -0.0385593+0.00116462j 0.417656-0.00133585j -0.0198083+0.00890416j -0.203953-0.0036983j 0.0580532-0.000796515j -0.0324147+0.00458117j -0.0332329+0.00196733j -0.0651321+0.000569508j 0.139178-0.00459971j -0.0380036+0.00377683j -0.113174+0.00283558j 0.0282149-0.00299899j -0.100925+0.00645173j -0.0315124+0.00365475j -0.332099+0.0057469j 0.156982-0.00863468j 0.150467+0.00107195j -0.287587-0.00669673j -0.0131375-0.00338952j 0.00875253+0.00307589j -0.148719-0.00546111j 0.00432762-0.0075648j 0.0552878+0.00457858j -0.00671888+0.00438385j 0.0962804-0.00340844j 0.200382+0.000101453j -0.00842826+0.000355972j 0.0453731-0.00415836j -0.0206401-0.00167646j -0.00819497-0.000221296j -0.00596653-0.0105623j -0.0266467-0.00262155j -0.0492283-0.0116651j -0.0372562+0.00683624j 0.0275334-0.00100134j 0.0697827-0.00312724j -0.0661173+0.00131367j -0.00962102-0.000653501j -0.00660448+0.00705916j 0.0205378-0.00350041j -0.0422671-0.000296621j 0.0562964+0.00837519j 0.00231247+0.0108625j -0.0260492-0.00478108j -0.00129817-0.000823713j -0.00454527+0.00824036j 0.00475027+0.00585877j 0.0141166-0.0016087j 
-0.0111586+0.000992534j 0.0148479-0.00182272j 0.0104789-0.00501024j 0.00773837-0.00744896j -0.00269072+0.0014096j 0.0345835+0.00284361j -0.00639762+0.00150857j 0.0483386-0.00421893j -0.0360664+0.00565679j -0.0872313+0.0026829j 0.000904303-0.00162508j 0.000320076-0.00131173j -0.000362319-0.000699799j -0.0568354-0.00679612j 0.00394588+0.00264545j -0.105726-0.00199752j 0.129746+0.00596683j -0.122382+0.00195703j -0.0394805+0.00169603j -0.0206159+0.00213475j -0.520667+1.29527e-14j 0.242392-3.47105e-05j -0.0167244+0.00314411j -0.268507+0.00428377j 0.183585-0.00371361j -0.045248-0.00373091j -0.0946464+0.000898417j 0.121355-0.00147143j -0.119765+0.0018828j -0.000237005+0.00300287j -0.0581073-0.00118276j -0.228298-0.00225193j 0.12965+0.000840755j -0.292576-0.00143778j -0.02323+0.00301995j 0.0451007+0.00216951j -0.0279324+0.00074078j -0.0242289+0.00158089j -0.010919-0.0022206j 0.047006-0.00860086j -0.0076493-0.00610334j -0.0230571-0.00267278j -0.19295-0.00252292j 0.0480356+0.00334901j -0.0661558+0.0029229j -0.0167418+0.00236834j -0.020011-0.00957164j 0.104124-0.00783334j -0.0755446-0.0109735j 0.0767904+0.00189881j 0.14636+0.0150282j 0.0380045-0.00305165j 0.0684012+0.00774493j -0.00620521+0.000385842j -0.113466+0.0019323j -0.112778+0.00627499j 0.0312786-0.00564067j 0.0842488-0.00599919j -0.0846951+0.00903415j 0.0672147+0.00450511j 0.0216623+0.00330976j 0.0308503-0.00242148j -0.085111-0.00422884j 0.0464888+0.000348919j -0.00274572-0.00306299j 0.0198061-0.000632155j -0.00327129+0.00560066j -0.00719872-0.0050632j 0.0141015-0.0117128j 0.0585724+0.00934899j 0.00236589+7.4042e-05j -0.000910208-0.00361378j 
0.00830281-0.000237886j -0.00565044+0.00315478j -0.0272706-0.00235069j -0.013454+0.00439103j 0.0203248-0.00115428j 0.00963776+0.00424171j 0.0428148-0.00251467j -0.0510555-0.00102289j 0.028279-0.00144718j -0.0564882-6.27965e-05j -0.0888322+0.00059272j 0.0549089-0.000782232j 0.0451354-0.00277452j -0.0292695-0.00373555j 0.0899189-0.000616479j 0.0114415+0.00141237j 0.10527-0.0026333j -0.0700805+0.00190642j 0.0503355+0.00228756j -0.0651183-0.00131605j 0.242392+3.47105e-05j 0.12252+1.82122e-15j -0.192308-0.000784316j -0.2769-0.00219028j 0.148641-0.000263093j -0.0950092-0.00125287j 0.0946108-0.00502121j 0.278065-0.00227076j 0.0744231-0.00306094j -0.0470308-0.0061431j -0.0654698-0.000427934j -0.119594-0.00199865j 0.0374758-0.0019295j -0.0868434-0.00375678j -0.0688303-0.00244211j -0.120094-0.000542629j -0.0891123+0.00381309j -0.128763+0.000778748j -0.233292+0.0046276j -0.180196-0.00869196j -0.130923-0.00163023j -0.0523952+0.0126533j -0.040145-0.00717147j 0.161273+0.00267585j 0.0225187-0.00397801j 0.147217-0.00385297j -0.045331+0.00785882j -0.109261+0.002734j 0.16346+0.000249134j -0.0434649-0.000383632j -0.0373451-0.00321556j -0.0833887+0.00344998j 0.0103847+0.0030417j 0.0686527+0.00113913j 0.0374563+0.0012974j 0.0384193+0.000199525j -0.108997-0.000607658j -0.0107007+0.00933804j -0.0899523-0.00837056j -0.0466986+0.00873864j -0.0437312-0.00359985j -0.0178457+0.00041588j 0.105186-0.00561931j -0.072626-0.00220015j -0.0375316+0.00395619j -0.0257539+0.00544836j -0.0267555+0.00652954j -0.0380439+0.00777529j -0.00300565+0.0135943j -0.0492455-0.00885194j 0.00248856-0.00778524j -0.031181-0.00506458j 
0.0109009+0.000544278j -0.00431475+0.00318086j -0.000440197+0.00121819j -0.0223413-0.000370293j -0.000530354+0.00169939j -0.0114097+0.00126231j 0.0554332-0.000249834j 0.0399675+0.00104361j 0.00348367+0.00183932j 0.0384388-0.00115087j -0.0286257+0.000399811j -0.00991799-0.000220772j -0.0220867-0.000815046j -0.0984507+0.00308733j -0.0437857-0.000211363j -0.00553596-0.0014272j 0.05893-0.00229208j 0.209626+0.000892568j 0.0204106+0.00231598j 0.0256661+5.40759e-05j -0.0167244-0.00314411j -0.192308+0.000784316j 0.079737+9.92153e-15j 0.175447+0.00207615j 0.172013+0.00200084j -0.0231532+0.00119507j 0.143208+0.00351471j 0.276395+0.000213244j 0.206192-0.00176903j -0.22835+0.00250023j -0.0329557+0.00350945j 0.248861+0.00424375j 0.0364495-0.00163655j -0.371422+0.00111831j -0.03166-0.000302416j 0.0778844-0.00465809j 0.096466-0.000135537j -0.127631-0.000815324j -0.0367883-0.00368436j 0.257095-0.00351027j -0.00791685+0.00642255j -0.0951962-0.00225124j 0.0422851-0.000291364j -0.0904054-0.00252819j -0.124139-0.00298579j 0.0669445+0.00684324j -0.211633-9.14025e-05j -0.0451712+0.00934734j 0.024091-0.000964237j -0.101552-0.000321704j -0.0558731+0.00138032j -0.0535811-0.0101843j 0.0241762-0.00307147j 0.0873389+0.00407094j -0.0076002-0.000177491j 0.0267873-0.00419919j -0.0701229+0.00898271j 0.00989914-0.000835238j 0.0143039-0.00079332j 0.0459262+0.010525j -0.0709506-0.00325761j 0.0572288-0.00993686j -0.0342151-0.00107878j -0.0317782-0.00964972j -0.0216569-0.0101465j -0.0116043+0.00859727j -0.0416477-0.00206367j -0.0207541-0.00213334j -0.0109244+0.00885794j -0.0148823-0.00275523j 0.0103978+0.0021202j -0.00432972-0.00323707j 
0.0120444+0.00157876j -0.00924629+0.00319858j 0.012602-0.00316354j -0.0187984-0.00172189j -0.00276559+0.00059548j 0.0239467+0.00259874j 0.0333604+0.000346593j 0.0120528-0.00232187j -0.000880378+0.00136786j -0.0576727-0.00119573j -0.0466017-0.0016087j 0.0578572-0.00244991j -0.0113635-0.000823343j 0.00125733-0.000576119j -0.0297341+0.00291784j 0.0617405+0.000516571j 0.0764675+0.000790019j -0.137612+0.000144952j 0.0446639+0.00119681j 0.114985+0.00239032j -0.268507-0.00428377j -0.2769+0.00219028j 0.175447-0.00207615j 0.248589+1.50357e-14j 0.179059-0.00246427j -0.188839-0.00250488j 0.222953+0.00277159j -0.05014-0.000179334j 0.116925+0.00186125j -0.210967+0.000470192j -0.0179917+0.00356921j -0.225473-0.00533206j 0.083807+0.000449395j 0.124969+0.00446808j -0.127757+0.00766644j -0.0539884+0.0060628j -0.183855+0.00410925j 0.0523506+0.00237472j 0.0853745+0.00456736j -0.153648-0.00432049j 0.0114727-0.00478421j -0.0178683-0.00880128j 0.0702024-0.00322887j -0.0788151-0.00788573j -0.0579164-0.00358323j 0.0104233-0.00604729j -0.000148685-0.00294743j -0.12614-0.00111355j 0.00268444+0.00029475j -0.0916442+0.00117211j -0.0730359+0.000365567j -0.0587965-0.00199317j -0.0528445-0.0094711j -0.0181441+0.00267274j -0.0635541-0.00246577j 0.0613521-0.00734482j 0.0405553+0.00280269j 0.00181246-0.00525302j -0.0571144-0.000788175j 0.0121284-0.0057743j 0.00586754-0.00503023j -0.0490853+0.00258906j 0.0456292-0.00267745j -0.0218036+0.00106723j -0.00806781+0.00299689j -0.0285362-0.0042724j 0.00538932+0.00496905j -0.0118593+0.00419624j 0.0153147+0.00246561j -0.0104279-0.00107371j 0.0206402-0.000884523j -0.00900262-0.00733116j 
-0.011151+0.00246065j -0.0074691-0.00239114j -0.0065931+0.00417803j 0.0321829+0.00183194j -0.0245432-0.0042325j -0.0395567+0.00179997j -0.0148248+0.0049776j -0.0347255+0.00370913j 0.012671-0.00115511j 0.0596957-0.00224566j 0.0724901-0.00172811j 0.0119033+0.00299534j 0.0419359+0.00154612j 0.158112-0.00149445j -0.0897993+0.00251919j -0.0703431-0.00304482j 0.0493986+0.00236804j -0.23643-0.00102153j -0.0495947+0.00130675j -0.0385593-0.00116462j 0.183585+0.00371361j 0.148641+0.000263093j 0.172013-0.00200084j 0.179059+0.00246427j 0.0619461-3.24827e-15j -0.401831-0.000169917j -0.283699-0.00217679j 0.0373951-0.00384843j 0.223011+0.00116255j 0.0485864-0.00136744j 0.150195-0.00114904j -0.166096-0.00196979j 0.0264212+0.000678548j 0.173527-0.00423648j -0.118326+0.00141265j 0.204858-0.00258541j 0.107587-0.000173202j -0.0796492+0.000149715j -0.0635185-0.00202031j 0.273409+0.000858901j -0.0104515-0.00361309j -0.0929057-0.000395833j -0.0959833-0.00291416j -0.0266554-0.00112715j -0.0732241+0.00190337j -0.00611477-0.00229179j 0.0270868-4.52982e-05j 0.0732498+0.0081098j 0.0409062+0.00192359j 0.00364104-0.0160377j -0.069178+0.0013585j -0.00183125+0.00141762j 0.0688701+0.00399553j 0.0478541+0.00183144j -0.0554093-0.00427405j -0.0366968-0.00116161j -0.0129929-0.00622626j -0.0723839+0.00315287j 0.0433536+0.0036009j 0.0199058+0.00147453j -0.0354105-0.00514444j 0.0336021-0.00426366j -0.0280461+0.000993424j 0.0260504-0.00640558j -0.00278094-0.00296414j 0.0204584+0.00920167j -0.0338719-0.00460807j -0.0153338-0.00891393j -0.0073135+0.00124776j -0.00976619+0.000937001j -0.00487973+0.00665619j 0.0197526+0.00518192j 
