-0.00594764-1.58727e-16j -0.0118732+2.17782e-05j 0.0107453+0.000846015j 0.016422+0.00256158j -0.00731306-0.000594111j -0.0171496+0.00162976j -0.0198589-0.00505197j 0.0150178+0.00156106j -0.000609001-0.00401023j -0.0179474-0.00284699j 0.0238068-0.000476842j -0.0192537-0.00441169j -0.00848745-0.00288445j 0.0275562-0.000871446j -0.0024354+8.25661e-05j 0.0144923+0.00516641j 0.00193042-0.00125698j -0.00499121-0.00265226j -0.00630837-0.00308006j -0.00397456-0.00185621j -0.0111586-0.000992534j 0.00830281+0.000237886j 0.0109009-0.000544278j 0.0120444-0.00157876j -0.011151-0.00246065j 0.00209062-0.0021439j 0.00543351-0.00437148j -0.00621735-0.00146688j -0.00837028+0.00105737j -0.0287318-0.00167547j -0.00276399+0.00203712j 0.00622617+0.000206627j 8.80787e-05-0.000368215j -0.00407834-0.000962321j 0.0127671+0.00797454j 0.0147328+0.00220966j 0.00233372+0.00127328j 0.00743916+0.00326113j -0.0298507+0.00181238j 0.0256441+0.00578245j -0.0154999-0.000694394j 0.0201323+0.00132795j -0.0093478+0.00223512j 0.0201664-0.00244416j -0.00177581-0.00119569j -0.0117434+0.00697744j 0.0331735+0.00643064j -0.00944077-0.00352245j 0.0327865-0.00638105j -0.00983198+0.00471158j -0.0398558-0.0057185j 0.0393673+0.0126484j 0.016291+0.00905819j -0.0845316+0.00749023j 0.0161638+0.0170796j -0.0706467-0.0216827j 0.0527267-0.00658198j -0.0917333-0.00570523j 0.0839298+0.00634561j 0.00662731-0.0139743j -0.0412514+0.00380249j 0.012757+0.0131872j 0.00783095+0.00885148j 0.0342045-0.0021968j 0.0207005-0.00173812j 0.019135+0.0113491j 0.031436-0.00440127j -0.0263998-0.0102208j 0.016279+0.00969853j -0.0678358+0.00789378j 0.00459717+0.0042796j -0.104427+0.0144524j 
0.0256441-0.00578245j -0.000296018+0.00796937j -0.0660978+0.00998376j 0.0394271+0.00453975j 0.014978+0.0090998j 0.214712-0.0061754j 0.00667066-0.0119599j -0.0964398+0.0117707j 0.122348+0.000181099j -0.133041-0.000269288j 0.0787493-0.0119459j 0.0373094+0.0068987j 0.114438-0.00207379j 0.124798+0.000653351j -0.141404-0.000266454j -0.00623921-0.000857069j -0.0229969+0.00185936j 0.00352275+0.00781268j -0.0308088-0.0046951j 0.156982+0.00863468j 0.047006+0.00860086j -0.180196+0.00869196j 0.257095+0.00351027j -0.153648+0.00432049j 0.273409-0.000858901j 0.219814+0.00342892j -0.0370631-0.000374478j 0.0122013+0.00376348j 0.0132186+0.00447485j 0.285531-0.00400147j 0.0383363-0.00855628j -0.0368767+0.00020473j 0.064662-0.00160238j 0.0818968+0.00420744j 0.159941+0.00261414j -0.0753634-0.00118401j 0.00258654+0.000712005j -0.00829528+0.00736227j 0.0958806+0.0133095j 0.113498+2.85531e-14j 0.1266-0.00619681j -0.00951024+0.00254215j 0.00176892+0.00116426j 0.0101844-9.98267e-05j 0.00539662-0.00138208j 0.0242054-0.00291968j -0.0083113+0.00690708j -0.0599965-0.00454884j -0.0537166+0.00033812j 0.0354478+0.0072062j 0.0603748+0.000384901j 0.0200909+0.00158203j 0.0282016-0.00426521j -0.00447091-0.0110904j -0.0318908+0.00511004j -0.0332327-0.00333342j -0.0322418-0.00355759j 0.0114753+0.00247236j -0.0168363-0.00384343j 0.0242023+0.00116936j -0.0227904+0.00222802j 0.00238081-0.00775434j -0.022501+0.00380396j -0.00401752+0.00225414j -0.028615-0.00722229j -0.0266544-0.00263413j 0.0085893+0.00168585j 0.000217842+0.00626771j 0.0315367-0.00140565j 0.0166732+0.0100171j -0.00992584-0.00651074j -0.0186748+0.000341928j 
-0.0154999+0.000694394j 0.000792947-0.00523874j -0.0423085+0.0125356j 0.117421+0.00632851j -0.0878201-0.0116854j -0.0888007+0.00495186j -0.0839938+0.00549551j -0.292138+0.0117359j -0.0231828-0.00524387j -0.105927-0.00361456j 0.0230973+0.00233923j 0.0857254+0.00824671j -0.189739+0.00278873j 0.0414284+0.00211501j 0.375889-0.00255739j 0.0266004+0.0027186j -0.216878-8.21412e-05j -0.027262-0.00544784j -0.259136-0.00801114j 0.150467-0.00107195j -0.0076493+0.00610334j -0.130923+0.00163023j -0.00791685-0.00642255j 0.0114727+0.00478421j -0.0104515+0.00361309j -0.142894+0.00124078j 0.0981853+0.000595173j 0.101822-0.00327988j 0.00260976-0.00890503j 0.064707-0.00493844j -0.0371704+0.00156062j -0.110607-0.00104345j -0.0232011-0.0037844j -0.0768605+0.00193944j 0.150361-0.00749745j 0.0696926-0.00136616j -0.0715344-0.00621189j 0.00630417+0.00376471j -0.0455563-0.00766406j 0.1266+0.00619681j 0.064738+4.17266e-15j 0.0868415+0.000930251j -0.0211602+6.73913e-05j -0.10589-0.00459398j -0.0257533-0.0020364j -0.0155177-0.00210829j -0.0432691-0.000464881j -0.00884169+0.00118009j -0.052902+0.00311536j -0.0348898-0.00131906j 0.00788781-0.000846965j 0.0284017-0.00586507j 0.0458886-0.000229138j -0.00194273+0.000545457j 0.00304353-0.00292616j -0.0651963-0.00220513j 0.0335084-0.00101267j 0.0130375+0.00123127j 0.00521339-0.000219794j -0.00181836+0.0025318j 0.0115612-0.00230531j 0.00177417+0.00477071j 0.00748898+0.000613538j -0.0183363-0.00200619j 0.0171399-0.00782387j -0.0233699+0.00175089j -0.047323-0.00357582j -0.0218029-0.00693872j 0.015336+0.00139985j 0.0113509+0.00410485j -0.0267262+0.00102416j 0.00897096+0.00716133j 
0.0201323-0.00132795j -0.0165764+0.00393336j -0.0207626+0.00382988j 0.0096953+0.00383783j 0.0592875+0.00470276j -0.0717882-0.00589638j -0.132745+0.00545415j 0.137126+0.000756063j 0.139759-0.00273636j -0.0129249-0.00667945j 0.0453767-0.00261254j 0.0480085-0.0017939j 0.0380027-0.00290102j -0.0356996-0.000350836j -0.0711056+0.00404316j -0.155536+0.00214209j 0.0124076+0.00183941j -0.0806628+0.000765668j 0.0303109+0.00633764j -0.287587+0.00669673j -0.0230571+0.00267278j -0.0523952-0.0126533j -0.0951962+0.00225124j -0.0178683+0.00880128j -0.0929057+0.000395833j -0.0290653-0.00399922j -0.0577639+0.000274035j -0.0753147+0.00036417j 0.0701632-0.00639632j -0.0424697-0.00627393j -0.101223+0.00800471j -0.0605491+0.00579339j 0.0562817+0.00631168j 0.0600374-0.00447425j 0.0424135+0.000110171j 0.0380088-0.00229844j -0.0221876+0.000170989j -0.0298033-0.00597032j 0.0535541-0.00752837j -0.00951024-0.00254215j 0.0868415-0.000930251j -0.0596827+4.40082e-14j 0.0410709+0.00620688j 0.018456-0.000239062j 0.0468022-0.00394511j -0.00855149-0.00282413j 0.0335275+0.000175495j 0.038352-0.00207333j -0.0110718-0.000252901j 0.0237813-0.00391865j -0.00663002-0.00187242j 0.0264603+0.00118832j 0.00470696-0.00425974j -0.0317021-0.00319419j 0.0133631+0.00273227j 0.0105613+0.00273451j -0.01043-0.000603907j 0.0118042+0.00121649j -0.0152033+0.00302349j -0.0131192-0.00137244j 0.0232796+0.00158869j -0.0105946-0.00159601j 0.0197667+0.00315437j -0.00645637+0.00154429j -0.0182988+0.000661118j -0.00603007-0.00254888j 0.00082756-0.00170835j 0.0163472+0.00513894j -0.00970116-0.00345574j 0.00892857-0.00141017j -0.00393495-0.00138611j 0.00341295+0.00137831j 
-0.0093478-0.00223512j -0.00420108-0.00113444j -0.0284875-0.00623219j -0.016446+0.0027177j 0.234849-0.0096369j 0.0153269-0.00828046j 0.0753634-0.00439032j 0.0194628-0.00869461j 0.0497458+0.000108577j -0.152459-0.000658979j 0.024048-0.00781339j -0.175467+0.0029539j 0.111256+0.00595599j -0.233006+0.00325663j -0.190008-0.00818871j 0.1112+0.00330592j -0.00967128+0.003641j 0.0320233-0.0084164j -0.00325816-1.11737e-05j -0.0131375+0.00338952j -0.19295+0.00252292j -0.040145+0.00717147j 0.0422851+0.000291364j 0.0702024+0.00322887j -0.0959833+0.00291416j -0.0286847+0.00611131j -0.050554+0.000267398j 0.228549-0.00261014j 0.137651-0.00455832j 0.0427439-0.00457956j 0.0638344-0.00205167j 0.106861+0.000266081j 0.106897+0.00362059j 0.157332-0.00174197j -0.0186933-0.00238651j -0.158744+0.00340873j 0.101352+0.00162219j 0.0548822-0.00273394j 0.00427538-0.00736964j 0.00176892-0.00116426j -0.0211602-6.73913e-05j 0.0410709-0.00620688j 0.169687+4.03757e-15j -0.00409033+0.00326243j 0.0439912+0.00308426j -0.0341812-0.00435966j -0.045669+0.0068705j -0.00667102+0.00251894j -0.033526-0.00525708j -0.0402622+0.00454373j -0.0260153-0.000329232j 0.00262974-0.00113087j -0.00408728-0.00413226j 0.0275735-0.00255055j 0.0452258+0.00490461j -0.000183237-0.00138314j 0.00177899+0.00487708j 0.0133979-0.0017296j -0.00928809+0.00493253j -0.0181869-0.00110552j -0.00298032+0.00532606j -0.0379282-0.008958j -0.00197094-0.00558134j 0.0264845+0.00234703j -0.0215283+0.00390348j -0.00911325+0.00197479j -0.0137411-0.0074022j 0.0493399+0.00233575j -0.0327681-0.0056609j -0.00464323-0.00391454j -0.00347707-0.00320117j -0.00879246+0.00187956j 
0.0201664+0.00244416j -0.0173135+0.00455904j 0.0420351-0.00497737j -0.0657406-0.00046081j 0.0165313+0.00292931j -0.0687504+0.00619627j 0.072524-0.00381653j -0.0681527-0.00204515j -0.0330595+0.00318621j -0.030928-0.00352768j 0.162614+0.00456923j 0.0747861+0.00257445j -0.0781778-0.00773239j 0.00758123-0.000170908j -0.0646022-0.00279061j -0.0961492+0.00631451j -0.0190057+0.00375853j 0.0417319-0.00202359j -0.0573445+0.00154413j 0.00875253-0.00307589j 0.0480356-0.00334901j 0.161273-0.00267585j -0.0904054+0.00252819j -0.0788151+0.00788573j -0.0266554+0.00112715j -0.00778587-0.000464033j 0.150561-0.00138895j 0.170069-0.00229125j 0.0753341+0.000988513j 0.122771+0.00738644j 0.304334-0.00653308j -0.0522778+0.00186884j -0.0148997-0.00331916j 0.0541403-0.00340882j -0.066554-0.00171394j -0.0659744-0.00766451j 0.10157-0.00124868j -0.0258118+0.00981792j -0.0448604+0.00325678j 0.0101844+9.98267e-05j -0.10589+0.00459398j 0.018456+0.000239062j -0.00409033-0.00326243j 0.100881+2.32696e-14j 0.0876422+0.00207543j -0.00697765-0.00272306j -0.0214927+0.0085212j -0.0437727+0.00158663j 0.0456987-0.000564828j -0.0147287-0.00112043j 0.00285319+0.00360544j -0.0549137-0.000531101j 0.0067766+0.00331884j 0.0394577-0.00533805j -0.0299288+0.00291324j 0.0452575-0.0065543j 0.00769528-0.00288804j 0.0326731+0.00229092j 0.00167909+0.00399068j 0.0523244+0.00507578j -0.0372309-0.00590007j 0.00199924-0.00892691j -0.0308016-0.00418043j 0.0221466+0.00451454j -0.00471497+0.00145698j 0.00596936+0.00412501j 0.0131985+0.00260112j 0.0229742-0.00297018j -0.0141787+0.00264656j -0.0262223-0.000556145j 0.0221933+0.000899006j -0.00740692-0.00435765j 
-0.00177581+0.00119569j -0.0165247-0.00182063j 0.0605669-0.00338998j 0.016352-0.00667186j 0.0965181-0.00882848j -0.0122497-0.0103774j -0.143024+0.000512553j -0.0918053+0.000238645j 0.02276-0.0089574j 0.034513-0.0064904j 0.0759292+0.000215813j -0.00598728+0.000704363j 0.0987369+0.00645932j 0.0840563-0.0059472j 0.171798+0.00533763j 0.0657498+0.00221713j 0.0534069+0.00953162j -0.00376395+0.00532051j 0.164699-0.00197455j -0.148719+0.00546111j -0.0661558-0.0029229j 0.0225187+0.00397801j -0.124139+0.00298579j -0.0579164+0.00358323j -0.0732241-0.00190337j 0.0679517+0.00113212j -0.016088-0.00155263j 0.164696+0.000381043j 0.145599+0.00536519j 0.0377304-0.00254438j 0.0956531+0.00674485j 0.089899-0.00255127j -0.171768+0.00128026j 0.103302-0.00505668j 0.0659162-0.00278839j -0.0228946+0.00846563j -0.0435855+0.00298589j -0.0108668+0.000845926j -0.0845982-0.00570625j 0.00539662+0.00138208j -0.0257533+0.0020364j 0.0468022+0.00394511j 0.0439912-0.00308426j 0.0876422-0.00207543j 0.102136+3.84024e-16j -0.0105772-0.00279153j -0.0420049-0.000716353j -0.0152623+0.00606945j -0.015123-0.0021303j 0.0015219+0.0053063j -0.0121219+0.00213725j 0.0163255-0.000284554j -0.025626+0.000274723j -0.00857456-0.00536106j 0.00779596+0.00197402j 0.0159417-0.0048652j 0.00877851+0.00464881j 0.0418139+0.00351343j -0.0242541+0.00465836j 0.0290402+0.00430214j -0.00412763+0.00220619j 0.00873481-0.00187489j 0.00893862+0.000435682j 0.0038263+0.00917981j -0.0265221+0.00331636j -0.00722846-0.000281841j -0.00622239-0.0034041j 0.0298192-0.000680467j -0.0215148-0.00136417j -0.00239941-0.000512505j -0.00148238+0.00013152j 0.00335096+0.00129797j 
-0.0117434-0.00697744j 0.0368108-0.00805667j 0.0387598+0.00548312j 0.176262-0.0163846j 0.106358-0.0231583j 0.0336505-0.00753119j 0.124802-0.0178893j -0.153192-0.010767j 0.148484+0.00418471j 0.0958781+0.00155354j -0.0574995-0.00135143j -0.142575-0.00349782j 0.388104+0.0129304j -0.206079-0.00408693j 0.107558-0.00998847j 0.440527+0.00166201j -0.0515079+0.00551728j -0.132337-0.00473793j -0.114701-0.0022896j 0.00432762+0.0075648j -0.0167418-0.00236834j 0.147217+0.00385297j 0.0669445-0.00684324j 0.0104233+0.00604729j -0.00611477+0.00229179j 0.0806487-9.92626e-05j -0.0291713+0.00436556j -0.0495308+0.00368782j 0.0555331+0.00322233j -0.0491958+0.00664594j 0.00119173-0.00319433j 0.0382437+0.00110568j -0.047243+0.00237529j -0.0590307-0.00173726j 0.0604608+0.00191634j 0.0421931-0.00163221j 0.00225996-0.000867833j -0.0209573+0.00258717j -0.0345793+0.00162662j 0.0242054+0.00291968j -0.0155177+0.00210829j -0.00855149+0.00282413j -0.0341812+0.00435966j -0.00697765+0.00272306j -0.0105772+0.00279153j 0.0145458+5.07136e-15j 0.0194591-0.00462154j 0.0243834-0.00179896j -0.00359264+9.17035e-05j 0.0198574-0.00314576j -0.00638577+0.00122224j 0.0140242+0.00146665j 0.0185502+0.003671j 0.00351837+0.000324148j -0.019417-0.00370905j -0.0141152-0.000582328j 0.00663553-0.000704944j -0.0118543+0.00107468j 0.00902049+0.000794797j 0.00263654-0.00103595j 0.0153616+0.000854215j 0.00567282+0.00408674j -0.0120325-0.000181873j -0.010259-0.00209309j 0.00100927-0.00203842j 0.000294648+0.00307426j -0.0154292-0.00107444j -0.0100144-0.00267644j 0.00941893-0.00172969j 0.0155595+0.000839864j -0.0177091+0.000251772j 0.00306271+0.00433442j 
0.0331735-0.00643064j 0.0198494+0.00368417j -0.0794167+0.00412681j 0.0067818+0.00947297j 0.0882622-0.00195099j -0.118146-0.00222625j 0.174473+0.000173907j 0.0925738-0.0106922j 0.126262+0.00157018j 0.0433733-0.00496702j -0.0844101+0.00501746j -0.0631415+0.00284534j 0.189716+0.0019359j -0.136682-0.0019319j -0.217686-0.003162j -0.0643683-0.000938103j -0.0353675-0.00542935j -0.0465342+0.00851938j -0.124985-0.00442404j 0.0552878-0.00457858j -0.020011+0.00957164j -0.045331-0.00785882j -0.211633+9.14025e-05j -0.000148685+0.00294743j 0.0270868+4.52982e-05j -0.210237+0.00271136j -0.119162+0.00318905j 0.00854631-0.00310015j -0.0099079+0.00383792j -0.0101174-0.00180775j 0.133712-0.00615131j -0.0638452+0.00289503j 0.0332262-0.00590125j -0.0904224+0.00501171j -0.00645825-0.00154773j -0.00311669+0.00557738j -0.0420239+0.0019416j -0.0292997+0.00260369j 0.0471923-0.0111008j -0.0083113-0.00690708j -0.0432691+0.000464881j 0.0335275-0.000175495j -0.045669-0.0068705j -0.0214927-0.0085212j -0.0420049+0.000716353j 0.0194591+0.00462154j 0.0113986+3.63338e-15j 0.00180352+0.000162625j 0.0079161+0.00548862j -0.0161408-0.00628903j 0.0447511+0.000230963j 0.0275044-0.000311397j 0.0140201+0.00272148j 0.0300822+0.00302499j -0.0074617+0.000465106j 0.0141629+0.00022784j 0.0219238-0.000698318j 0.0010945-0.00101488j 0.0373205-0.00198586j 0.00262071+0.00275642j 0.00548506-0.00112685j -0.0114677-0.00040493j -0.000173748+0.00196632j 0.0177056-0.00220948j 0.0348357+0.000951969j -0.0116774+0.00023461j -0.0019463-0.0044397j -0.00407141-0.00442055j 0.0118214+0.00157305j -0.00845268-1.44029e-05j 0.00343312-0.0017678j -0.0128578-8.34011e-05j 
-0.00944077+0.00352245j -0.0256903+0.0023132j -0.138086+0.00306714j -0.0183074+0.0192074j 0.0659453+0.00868112j 0.025204-0.00196505j 0.0311718+0.00579262j 0.163805-0.00421037j 0.0309746-0.00394363j -0.253071+0.00083929j -0.170695+0.000401921j -0.031621+0.00320418j 0.095846-0.00325055j -0.0465991+0.00580336j -0.0818885-0.00600399j -0.116102-0.00293808j -0.0537914-0.0038849j 0.170242-0.0113692j 0.00999737+0.000686521j -0.00671888-0.00438385j 0.104124+0.00783334j -0.109261-0.002734j -0.0451712-0.00934734j -0.12614+0.00111355j 0.0732498-0.0081098j 0.0246932-0.00569641j -0.0985154-0.00106629j 0.0715751-0.00344218j -0.100467+0.00479116j -0.0824634+0.000525097j -0.0522415+0.0055462j -0.0234153-0.00177443j 0.0429501+0.00377081j -0.0573284-0.00697825j 0.0571132+0.00360383j -0.00344802+0.00404799j 0.0477915-0.00104308j 0.00439444-0.00404955j -0.064203-0.00217243j -0.0599965+0.00454884j -0.00884169-0.00118009j 0.038352+0.00207333j -0.00667102-0.00251894j -0.0437727-0.00158663j -0.0152623-0.00606945j 0.0243834+0.00179896j 0.00180352-0.000162625j 0.00870801+1.93855e-16j -0.005916+0.00920367j 0.0210896-0.000431265j -0.0167595-0.0064365j -0.00812982+0.00384314j -0.0191174+0.00328201j 0.00642726+0.00533276j -0.0122508-0.00153214j 0.0473642+0.00137745j 0.0263123+0.00228168j -0.023731-0.00337314j 0.0431253+0.00132596j 0.0139792-0.00188533j 0.00822523-0.00352752j -0.0434661+0.00105816j -0.00990121+0.00262606j 0.0111532-0.00296404j 0.0407837+0.00265986j -0.0105177-0.00122991j 0.00368036-0.00527817j -0.00448431-0.00404669j 0.0156285-0.00107731j 0.000970295-0.00080584j -0.00094133-0.000572868j -0.00797411-4.56316e-05j 
0.0327865+0.00638105j -0.0453629+0.00799848j 0.116426+0.000255622j 0.095065-0.0141625j -0.0699578-0.00280188j -0.0652984+0.00856199j 0.0184133-0.0102304j 0.0440258-0.00129697j 0.242869+0.00537144j -0.0400835-0.0015798j 0.145286-0.00484333j 0.0221721-0.00421974j -0.00616152+0.00538211j -0.0438797-3.69283e-05j 0.14561+0.00352838j 0.114387+0.00284991j -0.00681433-0.000730485j -0.0539837+0.00905573j 0.0970236-0.00320672j 0.0962804+0.00340844j -0.0755446+0.0109735j 0.16346-0.000249134j 0.024091+0.000964237j 0.00268444-0.00029475j 0.0409062-0.00192359j 0.0494654-0.00247996j 0.0966281+0.000330764j -0.0939119+0.00141907j -0.0821322-0.00525348j -0.122461+0.00282386j -0.0386444+0.00136303j -0.0317221-0.00211565j 0.0310686-0.000330297j -0.0762779+0.00520478j -0.111093+0.00110183j -0.0414457-0.000731406j 0.0752047-0.00257935j 0.0765405-0.00113666j -0.00818332-0.00256087j -0.0537166-0.00033812j -0.052902-0.00311536j -0.0110718+0.000252901j -0.033526+0.00525708j 0.0456987+0.000564828j -0.015123+0.0021303j -0.00359264-9.17035e-05j 0.0079161-0.00548862j -0.005916-0.00920367j 0.0190132+9.62772e-17j -0.0259736+0.00297997j 0.00765293-0.00388034j -0.048093-0.00106613j -0.0192027-0.0023525j -0.0301251+0.00501427j -0.0388703+0.000979141j 0.0128624+0.00372197j 0.015023-0.00207365j -0.0244554-0.00602971j 0.0306984+0.00421013j 0.0134317-0.00150282j 0.0153142-0.00262689j 0.00823409+0.00218098j -0.036167+0.00229592j 0.0303882+0.00100282j 0.0246441+0.00195121j 0.0533613+0.00139939j 0.0215614+0.00597548j -0.0188966-0.000187611j -0.00555252-0.00104395j -0.0188476-0.0027664j 0.0204497+0.0065254j 0.0179424-0.00259369j 
-0.00983198-0.00471158j 0.0344315-0.0031938j -0.0870121+0.00537892j -0.0228954+0.00986408j 0.0072201-0.00114988j 0.0266256+0.0068092j 0.136339+0.000565654j -0.0679131-0.000191916j -0.0616308-0.00271729j 0.0369752-0.00186793j -0.131472+0.00379231j -0.0874169+0.00778103j 0.00746675+0.00549161j 0.0198181-0.00276181j -0.115068+0.00257345j -0.0463458+0.000307953j -0.0660624-0.00490633j -0.0419818+0.000978098j -0.0983139+0.0051641j 0.200382-0.000101453j 0.0767904-0.00189881j -0.0434649+0.000383632j -0.101552+0.000321704j -0.0916442-0.00117211j 0.00364104+0.0160377j 0.0163291+0.00931823j -0.0943382+0.00412337j -0.00654728-0.000653177j 0.00788674-0.010714j 0.0658117+0.00393219j 0.00548661+0.0071778j -0.0242416-0.00158594j -0.0397476+0.00167621j -0.0403066+0.00528586j 0.0397855+0.00367685j 0.0134329-0.00774796j -0.0496574-0.00328479j 0.000579629+0.00687899j 0.0432214+0.000859735j 0.0354478-0.0072062j -0.0348898+0.00131906j 0.0237813+0.00391865j -0.0402622-0.00454373j -0.0147287+0.00112043j 0.0015219-0.0053063j 0.0198574+0.00314576j -0.0161408+0.00628903j 0.0210896+0.000431265j -0.0259736-0.00297997j -0.0367887+6.92155e-16j -0.0207764+0.00374667j 0.03135+0.00117622j 0.0122645+0.00119363j 0.020156-0.00107466j 0.00396566+0.000561824j -0.00426734-0.00139034j 0.0163909+0.000690502j -0.00473792+0.00318849j 0.0222681-0.00148838j 0.00781065+0.00142718j -0.0206007-0.00203966j -0.00842883+0.00324225j 0.0109254+0.000350217j -0.0170452-0.00294888j 0.018244-0.0038736j -0.0272239-0.000294758j -0.0114989+5.53899e-05j -0.0124772-0.00251326j 0.0197444+0.00329426j 0.00108+0.00382507j -0.00793688-0.00212556j -0.0133165+0.000535667j 
-0.0398558+0.0057185j -0.0200159-0.00582316j -0.121786+0.0167047j 0.109131+0.00881259j 0.0704602-0.0029976j 0.010036+0.0064062j 0.010689+0.00281335j -0.0434928-0.00246025j 0.0432312-0.00262054j -0.240078+6.33383e-05j -0.0847099-0.00332838j -0.0524348-0.0021172j 0.137617+0.00303097j 0.000704074+0.00621586j -0.046247+0.00280679j 0.0998611-0.000501915j -0.124516-0.00156708j -0.147242+0.00995385j -0.115252-0.0021674j -0.00842826-0.000355972j 0.14636-0.0150282j -0.0373451+0.00321556j -0.0558731-0.00138032j -0.0730359-0.000365567j -0.069178-0.0013585j -0.0276801-0.00171939j 0.0357379-0.00593814j -0.0700065+0.00375974j -0.0283069+0.00342389j 0.0201176-0.00252563j -0.062456-0.00762017j -0.0390135+0.00334275j 0.0107526-0.00839455j -0.0213366-0.00149975j 0.0344715-0.000489458j 0.0399916-0.00298258j -0.0184602-0.000878373j -0.0201189+0.00104699j 0.00673129-0.00127153j 0.0603748-0.000384901j 0.00788781+0.000846965j -0.00663002+0.00187242j -0.0260153+0.000329232j 0.00285319-0.00360544j -0.0121219-0.00213725j -0.00638577-0.00122224j 0.0447511-0.000230963j -0.0167595+0.0064365j 0.00765293+0.00388034j -0.0207764-0.00374667j -0.0270582+1.96891e-16j 0.023151+0.00206909j 0.00730226-0.00166436j 0.0230174-0.000349797j -0.00199037-0.00388176j 0.0281383-0.00169958j -0.018168+0.000281301j -0.0062485+0.00138902j -0.000634786-0.00518454j -0.0176297+0.0011418j 0.0221554-0.000883469j -0.000417485+0.00497866j 0.0157386+0.000113828j -0.042927-0.00330307j 0.00387345-0.000172249j -0.0165678+0.00103315j -0.0345434+0.00115619j -0.0138287-0.00249935j 0.00230326+0.00152568j 0.0168619-0.00101111j -0.022387-0.000554722j 0.00405243+0.00324519j 
0.0393673-0.0126484j 0.0580899+0.0029447j 0.0184616-0.00480267j -0.0340206+0.000393228j -0.0301488-0.00525964j -0.0118486-0.0080647j 0.0495842-0.00320193j -0.00760249+0.00238697j -0.00634518+0.00554098j 0.203592+0.00293005j 0.0487185-0.0042905j 0.0440742+0.00315959j -0.0540333+0.00454258j -0.169186+0.00435266j -0.0742086+0.000309484j 0.0506379+0.000377214j 0.0142283-0.00586445j 0.0399811-0.000605042j -0.0355492-0.00134101j 0.0453731+0.00415836j 0.0380045+0.00305165j -0.0833887-0.00344998j -0.0535811+0.0101843j -0.0587965+0.00199317j -0.00183125-0.00141762j -0.0215523+0.000916332j 0.025983-0.000861201j 0.0376552-0.00359757j -0.0290398-0.00257158j 0.0259517-0.00817136j -0.0340041-0.00806934j 0.0186425-0.000333621j 0.0544087-0.00480088j 0.077238-0.00526745j 0.0393803-0.00104738j -0.0349232+0.00171187j -0.0107537-0.00299248j -0.0300948+0.00194287j 0.0295461-0.00150982j 0.0200909-0.00158203j 0.0284017+0.00586507j 0.0264603-0.00118832j 0.00262974+0.00113087j -0.0549137+0.000531101j 0.0163255+0.000284554j 0.0140242-0.00146665j 0.0275044+0.000311397j -0.00812982-0.00384314j -0.048093+0.00106613j 0.03135-0.00117622j 0.023151-0.00206909j -0.0197562-4.25441e-16j -0.0048354-0.00108616j 0.0077146-0.00429483j 0.0318059-0.00239854j 0.0131867+0.0041355j -0.0085463-0.000693418j 0.0194213-0.00081202j -0.0141279-0.00156541j -0.0104871-0.00142051j -0.00507661+0.00223752j -0.0376753-0.00190664j 0.0179088+0.00113681j -0.0120853+0.00124453j 0.00583766-0.000686589j -0.0359469-0.00291243j -0.00186905-0.00161771j -0.000963145+0.00319037j 0.0222045-0.000698396j 0.0121571+0.00124374j -0.00170898-0.00337271j -0.0162381-0.000982761j 
0.016291-0.00905819j 0.0433586+0.000456965j 0.0120401+0.00387494j 0.0301082-0.00458287j -0.0418971-9.0708e-06j 0.0389412-0.0095211j 0.021715-0.00302679j -0.030237-0.00225732j 0.0477831+0.000407279j 0.155457+0.000600415j -0.0262944+0.00257298j 0.0214025+0.00228897j 0.04092-0.00213791j -0.0178048-0.000761014j -0.00522949-0.0041765j 0.12143+0.00457806j -0.0638862-0.000777061j -0.00442579+0.000247789j -0.00454602-0.00393406j -0.0206401+0.00167646j 0.0684012-0.00774493j 0.0103847-0.0030417j 0.0241762+0.00307147j -0.0528445+0.0094711j 0.0688701-0.00399553j 0.00246996-0.00110822j -0.0469908+0.00155371j -0.0656923-0.00144087j -0.00959545+0.00073497j 0.0455871+0.00451083j -0.0767079+0.00559642j -0.00414359-0.0012801j -0.0121981+0.00840637j 0.00879428+0.00333299j 0.052362-0.00296005j 0.0206685-0.00244813j -0.0150276+0.000390015j -0.0237935+0.000154952j 0.00591565+0.00210921j 0.0282016+0.00426521j 0.0458886+0.000229138j 0.00470696+0.00425974j -0.00408728+0.00413226j 0.0067766-0.00331884j -0.025626-0.000274723j 0.0185502-0.003671j 0.0140201-0.00272148j -0.0191174-0.00328201j -0.0192027+0.0023525j 0.0122645-0.00119363j 0.00730226+0.00166436j -0.0048354+0.00108616j 0.0130981-5.47739e-16j 0.00501705-0.000583081j 0.00667908-0.00231914j 0.0137832-6.65535e-05j -0.0424393-0.000259051j 0.010738+0.00151212j -0.0372109-0.00354058j -0.02084+0.00284236j 0.00889529-0.000867839j -0.00545052-0.00245119j 0.0203251-0.000615606j -0.0329603+0.000590544j -0.00942352-0.00278153j -0.0258955-0.0024194j -0.00832387-0.00108949j -0.00882746+0.00375332j 0.0171028+0.000307499j 0.017315+0.00082092j -0.00930049-0.00342853j -0.00886217-0.000211338j 
