-0.01787+0.0375118j 0.0362537+0.020902j 0.0215107-0.0321028j -0.0305102-0.0143558j -0.0034603+0.00247533j -0.00598334-0.00323766j 0.00184531-0.00323835j -0.0127596-0.0118219j 0.0021335-0.00569163j 0.000101313-0.00809281j 0.00113257-0.00579359j 0.0110751-0.00642286j -0.00993361+0.00660943j -0.00472299+0.000126357j -0.00549501-0.00235813j 0.00511263+0.00726475j 0.0114254-0.000221668j -0.00668588+0.004823j -0.0057648-0.00194865j -0.00254829-0.0145864j -0.00608344-0.000298455j 0.00697782+0.00520973j 0.00756164-0.00158795j 0.00109378+0.00251649j -0.00622865-0.00408743j -0.0029223+0.00230621j 0.00906377-0.0027569j -0.000789827+0.00930228j -0.00765999+0.00285378j 0.00544524-0.0112004j -0.00856345+0.00104058j -0.00475078-0.00231978j -0.00421186-0.00285918j 0.00807619-0.00528588j 0.00352375+0.00508889j 0.00377886-0.00223708j -0.00489343+0.00263984j 0.00488264+0.00283461j 0.00675934+0.00231301j 0.00065101+0.00546514j -0.00721667-0.00382326j -0.00482994-0.000236612j -0.00164928+0.00370766j 0.00579287+0.00521381j -0.00140468-0.00132241j -0.00242453-0.00224396j 0.0102202+0.00457482j 0.00276465-0.00026356j -0.000654604-0.00217729j -0.00115038+0.00403408j -0.00146041-0.00179103j 0.00111635+0.0038029j 0.010425+0.00302622j -0.00101426-0.00160606j 0.00467205+0.00413531j 0.00385422+8.95512e-05j 0.00268071-0.00148753j -0.00283224+0.00554891j -0.00351613-0.0038494j 0.00976822+0.00165859j 0.00414243-0.00781221j -0.00473382-0.00689932j -0.00323612+0.0037429j 0.00836293-0.0006256j 0.00442389+0.00174234j 0.0157658+0.00147657j -0.00275805-0.00215564j -0.00477121-0.00481996j -0.0016576-0.00523953j -0.001048+0.00686203j 0.00138538-0.00493726j -0.00135305+0.00747736j 0.00654159+0.00321804j -0.00119019+0.00460296j 0.00861517-0.00522121j 0.000852684-0.0146464j 0.00948516+0.00232152j -0.000680164-0.0109022j 0.00818821-0.00642126j 0.00510164-0.00484497j 0.014978+0.00493721j -0.0152873+0.00152645j -0.00070235+0.00820836j -0.0057898-0.017761j -0.0025606+0.0215601j 0.00239852-0.000412371j 0.0014157+0.0109652j -0.00935662+0.00408888j -0.0190169+0.0240915j -0.0240888-0.0229935j -0.0401864+0.000676311j 0.000972234-0.0407251j 
0.000953841-0.00801254j -0.0120443+0.00129137j -0.00206734+0.0193528j 0.0113752+0.00982598j -0.0011362+0.0186155j -0.00950488-0.00955568j -0.0103914+0.0189296j 0.0209261+0.00411404j -0.00305132-0.00118653j 0.00696982-0.00351039j 0.00387367-0.00808622j 0.00292179-0.00356666j -0.0177271-0.0106956j -0.0156084+0.00660545j -0.00405358-0.00284202j 0.0180188+0.0104253j 0.00517636+0.0070551j -0.00181833-0.00923209j -0.00616661+0.00388675j -0.00186818-0.00238045j 0.00166609+0.00636755j 0.00120188+0.0059595j -0.0104768-0.00249279j -0.000385366-0.000484933j 0.00161626+0.00603183j 0.00316594+0.00665375j -0.00264824+0.00287997j -0.00774135-0.00120066j 0.000123167-0.00251241j 0.00121907-0.0205665j -0.00544507-0.00148529j 0.00123001+0.0167091j -0.00204869-0.00252163j 0.00662347-0.00729234j -0.00763763+0.00814437j 0.00449168-0.00111667j 0.00232015+0.00309097j -0.000428214+0.00604693j -0.000539185+0.00715229j -0.00222856+0.00790323j 0.0107614-0.00460837j 0.00120748-0.00811102j -0.00405755+0.0079829j 0.00425172+0.0171203j -0.00328299-0.00628805j -0.00213879-0.0026687j -0.0161693+0.00177576j -0.000732678-0.00798623j 0.00233266+0.000995777j -0.00778517+0.00502151j -0.000582603+0.00745959j 0.0102056-0.00904493j -0.000796019+0.0028964j -0.00592775-0.0066467j 0.0114718+0.00771006j -0.00818605-0.000595837j 0.00123395+0.000686935j 0.000399662-0.00908083j 0.00038955-0.000891107j 0.00875973-0.00946324j -0.000989595-0.0039643j 0.00777483+0.00588385j 0.00136487-0.00519167j -0.00325723-0.00352077j -0.00934261+0.00403749j 0.00290912+0.00545965j -0.00460326-0.00246333j 0.00612409+0.00608904j -0.0152607-0.00587789j -0.00911039+0.000973204j 0.00873735-0.00811208j 0.013414-0.0152632j 0.0115334-0.00071386j 0.00295801+0.00336093j -0.00330758-0.00160373j -0.00808193+0.00231075j 0.000596816+0.00195943j 0.00216319+0.00189778j 0.00275368+0.0121032j 0.010032-0.0122228j 0.00256026+0.00458212j -0.00252501-0.002328j -0.00675113+0.00376249j 0.00276328+0.0024258j 0.0131301+0.000445594j 0.00380862+0.0120805j -0.0108092-0.0104183j 0.00567157+0.00234167j 0.00527442+0.00360447j -0.00434052+0.0162163j 0.0126758+0.00343133j -0.00390427+0.00893525j 
-0.00360905+0.0191225j 0.0218012+0.00311546j 0.0115588-0.0165066j -0.0141758-0.0100804j 0.00291889+0.00353408j -0.000929844+0.00627127j 0.00150557-0.00139878j -0.0123003-0.00655936j 0.00725137-0.0161844j 0.0132511-0.00596739j 0.00849072-0.0198813j -0.00964259-0.0110243j -0.00907557-0.00215337j -0.00728027-0.00160889j 0.00644668+0.00868822j -0.00502457+0.00462883j 0.0150948+0.000293761j 0.00370861-0.00205044j -0.00231335-0.0110039j -0.00898602-0.00883377j -0.00932315+0.0033093j -0.00153908+0.0105324j -0.00443367-0.000154247j -0.00247535+0.00124852j -0.00846768+0.00487162j -0.00478422-0.0106872j -0.000716222+0.00446294j 0.00365186+0.00776825j -0.00342682+0.00407988j 0.00198-0.00785694j -0.00261076+0.0128708j -0.000505282+0.00159012j 0.0001301+0.00619241j 0.00139563+0.012751j 0.0154603+0.00521857j 0.00174287-0.0043197j -0.00371321-0.00208839j -0.0071297-0.00810271j -0.00470748+0.00223262j -0.00373511+0.00105529j 0.00273137+0.00047235j 0.00329983+0.00202687j 0.00127932-0.00100587j -0.00370415-0.0060948j 0.00536607-0.00689241j 0.00487448-0.00802169j 0.00845378+0.00347325j 0.0134095+0.00716527j -0.00729679-0.00301051j 0.00141637+0.00304802j -0.00179515-0.00325491j 0.00403512-0.00683911j -0.00113026-0.00768989j -0.00363312+0.00416068j 0.00198983-0.000145582j 0.0120394+0.0120678j -0.000951377+0.00255086j 0.00613688+0.00344699j -0.000861087+0.00394438j 0.0055444-0.00367802j 0.00867915-0.00203198j 0.00301719+0.000969597j -0.00664641-0.00301368j 0.00121648-0.0025145j 0.00770377-0.00339433j 0.00136106-0.00214466j -0.00576341-0.00191885j 0.0160679-0.00153096j -0.0103615+0.000386203j -0.00388615+0.00464524j -0.00152541+0.00120553j -0.00430955+0.0125845j -0.00419429+0.0108477j 0.00389669-0.00162687j 0.00655806-0.0012222j -0.00265167-0.0123739j 0.0068666-0.00138147j 0.00212644-0.00551736j 0.0119638-0.000278972j -0.00753372-0.00568709j 0.00268108+0.0118469j -0.00592914-0.000346997j -0.00874062+0.00313845j -0.00294388+0.00113182j -0.00449515+0.00298309j -0.000181924+0.00220901j -0.00662798+0.00433978j 0.00248487-0.00389358j -0.015671-0.00125336j -4.2303e-05-0.0134364j -0.0216016+0.00732099j -0.00435731-0.0177397j 
-0.00720586+0.0147659j 0.0151688+0.00804379j 0.014181-0.0189459j -0.0201239-0.0136532j -0.00685329+0.011711j -0.0143646-0.00301322j -0.00286401-0.0126444j -0.0137509-0.00411007j -0.00281844-0.00447012j 0.00438337-0.00663025j 0.00221914-0.00331883j 5.24004e-05-0.000218828j -0.00307936+0.00574489j 0.00647854-0.00557712j 0.00404496-0.00161388j -0.000728615-0.00402444j 0.00999136-0.00447968j -0.000676848-0.00273283j 0.00647735-0.000503372j 0.00518693-0.00853359j -0.00296775-0.00522508j 0.00999043+0.00782271j 0.000360268+0.0084537j -0.00283463+0.00137692j 0.0107682-0.0122442j 0.0058209+0.00870147j 0.000433925-0.00948069j 0.00667875-0.00219183j 0.00490608-0.00294989j 0.00413623-0.00517158j -0.000747252-0.00113761j -0.00263556+0.00239063j -0.0045033-0.00659635j 0.00259192-0.000582064j -0.000393567+0.00276246j -0.000958112+0.00939266j -0.00618624-0.00100475j 0.00595221+0.00626999j -0.00542507+0.000304936j 0.00893019-0.00875505j -0.0151224-0.0119999j -0.000139869-0.00444386j 0.000998476-0.000932899j -0.00865-0.000560342j -5.88597e-05-0.0025572j 0.00251042+0.00952386j 0.0123416+0.00270638j 0.00182741-0.00611873j 0.0038848+0.00281788j 0.00579446+0.0116786j -0.000270638+0.00161358j -0.00472568+0.0157857j 0.00190979+0.00457516j 0.00408083-0.00837704j 0.00218712-0.00686253j -0.00335191+0.00488116j 0.00892149-0.000316006j -0.00230904+0.00416467j 0.00433261-0.00422567j 0.00402959-0.0103558j 0.000811269-0.00868718j 0.00173955+0.00309609j 0.00259395+0.00822267j 0.00024059+0.00565199j 0.00709781-0.00225025j 0.00830264+0.00181333j -0.00845268+0.0112451j -0.0101891+0.00309429j -0.000966081+0.00202599j -0.0127609+0.00489248j -0.00530863+0.000269736j -0.00223403+0.00184809j 0.00705172+0.00417417j -0.00113547+0.00535568j 0.00270193-0.00599725j 0.00694834-0.00918506j 0.000240954-0.00140658j 0.0010083-0.00588924j 0.00613015-0.00132169j 0.000194155-0.00311629j 0.0108776+0.000947417j -0.00275609-0.00579435j -0.00138315+0.00206695j -0.00392949-0.00301562j -0.00472223+0.00932623j 0.00901315-0.00784945j 0.00868246+0.0022058j 0.00436734+0.00240732j -0.0178251+0.0106031j -0.0118712-0.0173878j -0.0152455+0.00497098j -0.002222-0.0142891j 
0.00865433-0.0166536j -0.0162483-0.00958132j 0.00170434+0.0072932j 0.00353534-0.00248114j -0.0104165+0.0134177j -0.00813379-0.00137144j -0.0144267-0.00785334j 0.00563102+0.0136339j -0.0106447+0.00775647j 0.00514738+0.000971434j 0.00568514+0.0107269j -0.0114186+0.0049756j 0.00714773-0.0023693j 0.00968482+0.00453288j -0.00505851-0.00621111j -0.0109345-0.018822j -0.015799-0.00260019j -0.00893485+0.00364217j -0.000825397+0.00189947j 0.00320386+0.0043319j 0.00498342+0.0102682j -0.0111747-0.0187374j 0.00667986-0.0104607j 0.00117027-0.00812445j 0.0113908+0.0154382j 0.0131688+0.000720835j 0.00275811+0.0017587j 0.00775412-0.00482585j -0.00242096-0.00606099j -8.04548e-05+0.00841272j 0.00297971+0.000791343j -0.00628875+0.000783731j -0.00545124-0.00408247j 0.00941943-0.000372961j 0.00785088+0.00382434j 0.00534936+0.00779107j -0.00133505-0.000533095j 0.00433861-0.00226045j -0.00374152-0.0114111j 0.00860922+0.00475868j -0.00137574+0.00392341j -0.000811593-0.000758271j -0.00403131+0.00340703j -0.000619689-0.0088477j 0.00511774+0.00604103j -0.00842641+0.00908617j 0.00196198-0.0019399j -0.00470097-0.00471504j 0.00931405+0.00201004j 0.000480734+0.00474827j 0.00539402-0.00440726j 0.00493532+0.0106976j -0.00584415+0.0138149j 0.00345526+0.00327027j 0.00832424-0.00391214j -0.000448204-0.0155709j -0.00637094-0.00467477j -0.0040619+0.00606834j 0.000137355-0.00863842j -0.0128678-0.00103114j -0.0116229+0.000320045j 0.00890704-0.00760854j 0.0108151-0.00219338j -0.0100707+0.000314478j -0.0123742+0.0032584j -0.00668344+0.00154354j -0.00661106-0.00887698j -0.00205206-0.00128343j -0.000441898-0.000584483j 0.0163515+0.00667587j -0.0191623-0.00693856j -0.0122674+0.0187697j -0.0111965-0.00488316j 0.000108584-0.0141924j 0.00374101+0.000165652j 0.00103087+0.0181612j -0.00507324-0.00161217j -0.0033015+0.0130142j -0.00635241-0.00177329j 0.000957376-6.98371e-05j -0.00969987+0.0035146j 0.00356582+0.00793475j 0.000767799+0.0109569j 0.0161761+0.00261559j 0.0101116-0.0132488j 0.000553989+0.000506357j 0.00790897-0.00645006j 0.00677285+0.0109974j -0.00106083-0.00655286j 0.00681463+0.00223678j 0.0172137-0.0018216j 0.0019401+0.017178j 
-0.000515953+0.0174622j 0.0170651+0.00131164j 0.00467915-0.00783529j -0.0072097-0.00378654j 0.0123876-0.0107133j 0.0107148+0.00304508j 0.00943182+0.012963j 0.00629327-0.00312336j 0.000506813-0.00846653j 0.00210999-0.00110714j -0.00737097-0.0033035j -0.0026707+0.00353375j 0.00671615+0.000543961j -0.00148251-0.00275033j 0.00388102+0.00525792j 0.00147836-0.00500102j 0.0123671+0.00397873j 0.00216288+0.0130554j 0.00650218-0.000562953j -0.00706889-0.00399458j -0.00377142+0.00724816j -0.00299587+0.00791286j 0.00683768+0.00623981j 0.00773414-0.0023195j 0.00206719+0.0033197j 0.0032128+0.000708726j 0.00370797-0.0159782j 0.00758046-0.00400891j 0.00024619-0.0032985j 0.0104752-0.00602336j -0.0026521+0.00776566j -0.00920182+0.00253023j -0.00201291+0.00116215j 0.000299778-0.00456712j -0.00248493+0.00780486j 0.00108363+0.00394904j 0.00212995+0.00031788j -0.00395134+0.00335245j 0.00636557+0.00198499j 0.00870572-0.0016229j -0.00784632-0.00468385j -0.000120942-0.00850928j -0.000597151-0.000760047j 0.00748782-0.00335123j 0.00562913-0.000435625j 0.0037185+0.00715713j 0.00081319-0.00712499j -0.00295159-0.0156113j -0.00706883+0.000376522j 0.000661185+0.0038496j -0.0038323+0.00198509j 0.00235541+0.0178646j 0.00110223+0.00417339j 0.00733751+0.00137857j 0.00457467+0.00822874j -0.00612619+0.00284392j 0.0151943+0.00276369j -0.00450153+0.00851037j 0.00493498+0.00273215j 0.000240475-0.00270186j 0.00119901-0.00636838j 0.00266447+0.00317304j -0.00385006+0.00360588j 0.00381348+0.00474544j -0.00293871+0.00168933j 0.0118385+0.00402432j 0.0105597+0.00214824j -0.000186052+0.00384315j -0.00961113-0.00688379j -0.00842122-0.0104788j 0.00847441-0.00136653j 0.000540539-0.0125054j 0.00181088+0.0102167j -0.0126331+0.00959365j 0.000806861-0.00129559j -0.000182129-0.00861061j 0.002827+0.00534971j -0.00487034-0.00384483j 0.00619733-0.0038046j -0.00649186-0.00999009j -0.00663428+0.00567381j -0.00465917+0.00189474j -0.00407954-0.0089901j -0.00549296-0.0013327j -0.00654041+0.00776257j -0.00595103+0.00121757j -0.0119717-0.00532112j -0.00111621-0.00609208j -0.0124189-0.00127552j -0.00202803-0.011397j -0.0178534+0.00370556j -0.00564191-0.017438j 
-0.0109861+0.012691j 0.0126723+0.0107163j 0.0107537-0.0160811j -0.01728-0.00376069j -0.00615836+0.0135841j -0.0223729-0.0162531j 0.00482879-0.0133684j 0.00324945-0.00696528j -0.00986964+0.00642832j -0.0110689-0.0152735j 0.00530489+0.000720091j 0.00851124-0.00809065j 0.00181609+0.00260052j -0.00439391+0.000172062j -0.00686572+0.00314626j 0.00628245-0.00118432j 0.000842447-0.00385914j -0.0101786+0.00823758j -0.00446271+0.00768159j 0.000865627-0.00849823j 0.0039787+0.000505341j 0.00353285+0.00154528j 0.0026732-0.00251328j 0.00475525+0.00321698j -0.00525832-0.00595424j -0.0123384-0.00181144j 0.00286853+0.00711112j -0.00583524+0.00981092j -0.00479988-0.00251332j 0.0157901+0.00588594j -0.00628817-0.00343855j -0.00764593+0.00714137j 0.00229999-0.00139247j 0.00501357+0.000108159j 0.00922611+0.0169962j -0.0023046+0.00443294j -0.000528939-0.000993315j 0.00300415-0.00019568j -0.00222216+0.00508267j -0.00231322+0.00825635j -0.00728136-0.0049364j -0.00604652+0.0107317j -0.00765577-0.00590614j 0.00614009+0.0045358j -0.00245814+0.00104659j 0.00340899-0.0134084j -0.00136024+0.00177729j 0.0189389+0.00205195j 0.0013952-0.000618309j -0.00371708-0.00944675j 0.00794559-0.00714687j -0.00298039+0.00136063j 0.00630753+0.0141257j -0.00953074-0.000614917j -0.000825448+0.00273848j -0.00483007-0.00410875j 0.0143439-0.00273998j -0.00452349+0.00429009j -0.00901956-0.00629155j 0.00473892-0.00167619j 0.000812482+0.000371356j -0.00733628+0.00379766j 0.00869947+0.0058279j 0.00246297+0.00639338j 0.00181311+0.00210724j -0.00365986-0.00400553j -0.00338817-0.000445454j -0.00331745-0.00768078j 0.000799082-0.00743094j -0.00576028-0.00553258j -0.0098236-0.00564994j -0.00249593+0.00457078j 0.00581111+0.00147157j -0.00291986+0.00391363j -0.000948484-0.00438693j 0.00135113-0.00128857j 0.00132392+0.00675279j 0.00953472-0.0030063j -0.00313315+0.00921053j 0.00374242-0.00680622j 0.0106089-0.00624729j 0.00318733+0.00287029j 0.00594502+0.0188139j 0.00909068-0.0063893j 0.00847906+0.00559386j 0.00481481+0.00334992j 0.00393142+0.00929954j -0.00129429+0.00342593j -0.012455+0.0235343j -0.022755-0.00825175j -0.0165452+0.00088153j 0.00298511-0.0158938j 
-0.00794627-0.0075346j -0.00702006+0.00613677j -0.0162985-0.0106835j -0.00829213+0.0113374j -0.00204271-0.0117096j 0.00447748-0.00367882j 0.00485641-0.00526734j -0.0030775+0.00193817j 0.00523463-0.00866772j 0.00172707+0.0123121j -0.00679613+0.00199009j -0.00562502-0.00252713j 0.00745099+0.00487483j 0.0108225-0.00411805j 0.0132043+0.000497752j -0.000959871-0.00205329j 0.00359186+0.00575855j 0.00465874+0.00431993j 0.00127605-0.00711795j -0.00152112+0.00260037j -0.00729601+4.76387e-05j -0.00392836-0.00027111j 0.000147389-0.00537668j -0.00577644-0.00103478j -0.00580343+0.000830614j 0.00701485+0.00126025j -0.00328919+0.00178666j 0.000638951+0.00318175j 0.00375745+0.00459558j -0.00289593+0.00157534j 0.00461525+0.00129953j -0.00323886-0.00160845j -0.00439691+0.00436273j -0.0130097+0.00219646j 0.00146238+0.000865262j -0.00084844+0.00317185j 0.00658233+0.00513637j -0.00452208-0.00512323j 0.00757137+0.00392241j -0.00173286-0.00192794j -0.00522232+0.000692278j 0.0107029-0.00576964j -0.0028667-0.00358917j 0.00129701+0.000381407j -0.00187996+0.00697941j -0.0013225-0.000277504j -0.00710802+0.00368089j 0.00791173+0.0114393j -0.00122927+0.00186261j 0.00370218-0.0132483j 0.00300073-0.0144611j 0.00148069-0.00162395j -0.00363732+0.00713262j 0.00944585+0.00606238j 0.0061771+0.000125998j -0.0156671+0.00968569j 0.0012533-0.00574648j -0.00212756-0.00831663j -0.007291-0.00121188j -0.00297052+0.00290893j -0.00198273-0.0029445j -0.00632451-0.000643236j -0.000605793+0.00905132j -0.00435091-0.000877126j -0.00183659-0.0056306j -0.00166431+0.000780643j -0.00505475-0.00247593j -0.00276999-0.00590977j 0.00733393-0.00621238j -0.00547101-0.00284863j -0.0015644+0.00282669j 0.00312228-0.0161304j 0.00762623-0.00168521j -0.00349835+0.00370066j 0.00750785+0.0123808j -0.00619386+0.00387227j -0.00776152+0.00513508j 0.00182822-0.00625399j 0.00888435-0.00747723j -0.00362941-0.000493206j -0.00748136-0.00841388j -0.00909414+0.0136975j 0.00625595-0.0136091j -0.0178851-0.00426975j 0.000301363+0.00254197j -0.00555081+0.0095754j -0.0124399+0.00238078j -0.00096531-0.00552389j 0.00620966+0.00422313j -0.00321453+0.00608911j 0.00509309-0.0135833j 0.0135756+0.00574019j 
-0.00220532+0.0037518j 0.00635202+0.0030452j -0.00333283-0.0116536j -0.0114705-0.000643261j -0.00514399-0.0018801j -0.000699553-0.00486644j 0.00672358-0.00791667j -0.00269844+0.00129221j 0.00245751-0.00496882j 0.00141378+0.004308j -0.00515519-0.0026779j -0.0102043-0.000280763j 0.00604272-0.00302976j -0.00409333+0.000458115j -0.00530573+0.00610226j -0.0097813-0.00468348j 0.00411405-0.00341913j -0.00340404+0.000672835j 0.0111477-0.00256834j -0.00342829-0.00434457j -0.00357642+0.00333887j -0.00391614-0.00506934j -0.0092972-0.00147069j -0.00717605-0.00155112j -0.00106205-0.00358304j -0.00381209-0.0056766j -0.00848857-0.00621051j 0.00262828+0.0155414j -0.0033538-0.00258106j -0.00563334-0.000204355j -0.00149518+0.00744967j 0.00214941-0.00788228j 0.00245409-0.00811485j 0.0131424+0.00150046j -0.00374045+0.00426003j -0.00394377-0.00629655j -0.004961-0.00804807j 0.0121276-0.00441726j -0.00137381-0.00103754j 0.00303655-0.0024832j 0.0072326+0.00911016j 0.00247949+0.00598249j 0.00513004+0.00730134j -0.000335141+0.0049509j -0.00137423-0.0079896j -0.000576072+0.00335486j 0.004411+0.00937397j 0.00586431-0.0072663j -0.00227452-0.000674388j 0.00806392+0.00448957j -0.0101661+0.0099925j -0.0022318+0.00212536j 0.00974735-0.00245855j -0.00822551-0.00877278j -0.00693968+0.00746815j -0.00640212+0.000737536j -0.00685426+0.00811892j -0.00759683+0.00315103j 0.00286181+0.0028726j 0.00240711-0.00578826j -0.00296467+0.0108448j 0.00557419+0.00803664j 0.00594308+0.00197842j 0.00223243+0.000378675j 0.00209625-0.0034895j 0.000961559-0.00691053j 0.00283414-0.00295669j 0.00269978-0.00644145j 0.00394287-0.00235959j 0.000739955-0.00432782j -0.00915926+0.00281992j -0.00568499+0.00174516j -0.00254977-0.00107547j -0.00290556-0.000335393j 0.00236465+0.00641743j -0.00116577+0.00532955j -7.39948e-05+0.00836849j 0.00689752-0.00695409j 0.011645-0.00207421j -0.00546944-0.000663787j -0.00382271-0.00291367j 0.0037868+0.00501365j 0.00731777+0.000286416j 0.00268875-0.0061412j -0.00065109+0.00538605j 0.00188166-0.0017056j -0.00164559+0.00329845j -0.00201801+0.000736677j -0.0103516+0.00918248j -0.00753741-0.011653j -0.00914943-0.00437602j 0.00347683-0.00557273j 
-0.0110752+0.025316j 0.0214393+0.0121785j 0.0105162-0.00855428j -0.0104051-0.00417816j 0.00726207-0.00846544j 0.00582747+0.000971067j 0.00463305+0.00972956j 0.00375216-0.0110194j 0.00804587-0.00422219j 0.00904226+0.00647088j 0.000194424+0.00339936j 0.00625896-0.00247181j -0.0129787-0.00445143j -0.00440327+0.00753456j -0.0113011-0.000414031j 0.00404797+0.00474046j 0.00429622+0.000230628j -0.00316252+0.00635537j -0.00370661+0.000160165j -0.00566158-0.00971528j -0.0093455-0.000117658j 0.00717111-0.00321829j -0.00448238+0.00167035j -0.00502702-0.000736327j -0.00527573-0.00623526j -0.00309449+0.00352713j -0.00216382-0.00351062j 0.00219617+0.0139905j 0.00157589-0.00176535j 0.00217465-0.010804j -0.00283601+0.00770858j 0.00421246+0.0021904j -0.00555866-0.00105279j 0.00761887-0.00262008j -0.00142823-0.00516407j 0.0018027-0.00542001j 0.00110873+7.37618e-05j 0.00693888+0.00195118j 0.0043016+0.00393604j -0.00516186+0.00602327j 0.000750569-0.00215768j -0.00481305+0.00422524j 0.000490172+0.00445369j -0.00119339+0.00814321j -0.00420832+0.000378177j -0.00931158-0.00309099j 0.00390606+0.00289847j -0.00349258-0.00286523j -0.00166417+0.00178092j 0.00153258+0.00286846j -0.0100269+0.00553323j -0.00829305-0.00596394j 0.01021+0.00332356j -0.00505891-0.00985796j 0.00296181+0.00756521j -0.000219328-0.00570344j 0.0050413+0.00169429j 0.00180847-0.00316676j -0.00209113-0.0015975j 0.00316932+0.0115359j 0.00120263-9.87933e-05j -0.0020945-0.0063024j 0.00523401+0.00366596j 0.00857181-0.00442788j -0.00199851+0.000183955j 0.0143997+0.0010383j -0.00137425-0.00664709j -0.00525942-0.00366389j 0.00495288-0.00108135j -0.00372005+0.00311794j 0.00891356-0.00567759j 0.00681573+0.00187048j 0.00498659+0.00433454j -0.0017552+7.5222e-05j -0.00309069-0.00190001j -0.000914845-0.0103284j 0.00716395-0.00664216j -0.00846277-0.00559562j 0.00411937-0.00554632j 0.00441016-0.00777295j 0.0126811+0.00263909j -0.00257286+0.00309238j -0.00503043+0.00162774j -0.0102418-0.00188794j -0.00295423+0.0166365j -0.00675414+0.00105397j -0.00789355+0.000957855j -0.00471008-0.0100086j -0.00813266+0.00823237j -0.0143376-0.00414548j -0.0214462+0.00282756j -0.00219542-0.024647j 
0.0120395+0.00899464j 0.00946039-0.0108246j 0.0249391+0.00333021j -0.00181545-0.0200403j 0.00535618+0.018521j -0.00918621-5.51581e-05j -0.00360403+0.0111341j 0.0112588-0.00935596j -0.00819506+0.00454794j 0.00362792-0.0165559j 0.00963808-0.0019114j -0.000633803+0.00394028j 0.00512368-0.0116314j -0.0116257-0.00924605j -0.00386161-0.00222115j -0.00774941-0.00521386j -0.00634156-0.00794259j -0.000651221-0.000380547j 0.00122934-0.000880841j -0.00175174+0.00169469j 0.00479501+0.0082546j -0.0015053-0.00760717j 0.00413126+9.31798e-05j -0.00203702+0.0040979j 0.00553576+0.00288685j -0.00522588-0.00204806j -0.00513237+0.00125407j 0.00304475+0.00683208j -0.00520576-0.00857121j -0.011495-0.00225487j -0.00803266+0.00708372j -0.00377991+0.00481454j 0.00765082-0.00912839j 0.0110454-0.00184719j 0.00767601+0.00139808j -0.00143451-0.00807235j -0.00368796-0.00129701j 0.00451381+0.000857479j 0.00291837-0.000817738j -0.00064346+0.00231573j 0.00523699+0.00194197j 0.000777301+0.00746556j -0.00282393+0.00672451j -0.00494325-0.00118389j 0.00476987-0.00163335j -0.0128856-0.00380466j 0.000492092-0.00254792j 0.00326857+0.00130253j 0.00533062-0.00923732j -0.00261073+0.00521814j 0.000364044-0.0046126j -0.00213623+0.00314065j -0.00174024-0.00128149j -0.00702816-0.000126079j 0.0106757+0.00210539j -0.00419096-0.00126455j 0.00139404+0.00582558j 0.00985403+0.00041809j -0.00286047-0.0066033j -0.00214307-0.00117939j 0.00595918-0.00794722j 0.00716197-0.0056374j 0.0107803-0.00366498j 0.00698071+0.000801928j -0.00395956-0.00728991j 0.0112413+0.00789469j -0.00248106+0.00271001j 0.00163366-0.0106372j 0.00675094-0.00721795j 0.00692163+0.00782313j 0.000404324-0.00529417j -0.00747439-0.00573268j 0.0143536-0.00165275j -0.0114846+0.0102485j 0.00338822-0.00535538j -0.00175791-0.000326527j 0.00807417+0.00315513j -0.00132728+0.00360236j -0.00915203+0.00374272j 0.0132964-0.00611514j 0.00142564+0.00782403j 0.00160673+0.000373502j -0.00592887+0.00569953j 0.0103172+0.00454682j 0.000295562-0.0156537j 0.00254068-0.00383257j 0.0101265-0.0138309j 0.0146901+0.0128473j -0.0230275-0.00598524j 0.00435287-0.017732j -0.0094991+0.0201009j -0.0183664-0.00942798j 
