0.0937997-0j -0.000123086-0j 3.541e-08-0j -3.24259e-12-0j 1.00936e-16-0j -2.72828e-20-0j -7.53591e-06-0j 1.88992e-09-0j -1.34401e-13-0j 2.80473e-18-0j 4.02492e-11-0j -2.50568e-15-0j 3.06594e-20-0j -2.00999e-17-0j -3.80646e-07-0j 6.03738e-11-0j -2.65768e-15-0j -5.37033e-20-0j 1.44477e-12-0j -5.19941e-17-0j -3.29579e-19-0j 2.02015e-14-0j -3.49571e-19-0j -1.57367e-08-0j 1.58266e-12-0j -4.02745e-17-0j 2.95061e-14-0j -5.10581e-19-0j 4.32938e-16-0j 3.00622e-18-0j -5.29905e-10-0j 3.29888e-14-0j -4.0365e-19-0j 4.56357e-16-0j 4.3391e-18-0j -1.43787e-11-0j 5.1746e-16-0j 4.6387e-18-0j -3.07109e-13-0j 5.3143e-18-0j 1.66243e-16-0j -3.09526e-15-0j 3.78735e-20-0j 1.19056e-20-0j -3.02775e-17-0j 6.12346e-07-0j 8.92358e-13-0j 1.10055e-09-0j -3.21141e-17-0j -2.87883e-19-0j -6.91685e-19-0j -3.43394e-07-0j -1.10683e-13-0j 5.44652e-11-0j -0.00124399-0j -2.39758e-15-0j -4.84476e-20-0j 2.8166e-18-0j 1.30337e-12-0j -0.000101365-0j -4.69057e-17-0j -2.97324e-19-0j -1.19138e-15-0j 2.57732e-14-0j -4.45986e-19-0j -4.16971e-20-0j 2.76173e-16-0j -8.86632e-11-0j -1.44894e-08-0j -6.58253e-06-0j 1.45721e-12-0j 4.12402e-08-0j -3.70822e-17-0j 1.65082e-09-0j 2.71674e-14-0j -4.70111e-19-0j 0.417149-0j 3.98622e-16-0j 3.91445e-18-0j -1.17397e-13-0j -4.94824e-10-0j -4.62523e-12-0j 3.08049e-14-0j -3.76927e-19-0j 2.44989e-18-0j 4.26145e-16-0j 4.05185e-18-0j 4.45848e-15-0j -1.35659e-11-0j 4.97197e-11-0j 4.8821e-16-0j 4.37649e-18-0j 
1.43912e-17-0j 2.53653e-13-0j 1.65764e-09-0j 3.19921e-06-0j -0.00012071-0j 0.00103032-0j 1.28814e-14-0j 1.551e-10-0j 6.05734e-07-0j 0.000522816-0j 4.40309e-12-0j 2.83381e-08-0j 3.4998e-05-0j 4.15435e-10-0j -2.24348e-13-0j -2.283e-09-0j -6.90643e-06-0j -0.00344159-0j -8.19811e-11-0j -3.73089e-07-0j -4.73669e-09-0j 6.60953e-10-0j 1.73663e-06-0j 3.73615e-12-0j 3.10429e-08-0j 6.6404e-05-0j 9.65383e-10-0j 2.53652e-06-0j -8.98723e-09-0j 4.32052e-08-0j 2.00381e-08-0j 0.000128964-0j 0.159273-0j 3.27463e-06-0j -2.15562e-05-0j 8.15898e-10-0j 3.71308e-06-0j 6.66671e-08-0j -1.0048e-08-0j -2.64009e-05-0j -4.90546e-05-0j 3.5006e-08-0j 4.32329e-05-0j 0.000755624-0j 6.28522e-10-0j -8.31358e-11-0j -5.06356e-11-0j -2.61287e-13-0j -2.30438e-07-0j -4.13744e-09-0j -0.000136715-0j -2.02392e-13-0j -2.17098e-09-0j -2.05958e-09-0j -1.12193e-14-0j -6.23053e-06-0j -0.00310478-0j -4.64396e-06-0j -7.3958e-11-0j -6.04315e-16-0j -3.36576e-07-0j -4.27313e-09-0j -3.89793e-11-0j 8.4325e-10-0j 2.21562e-06-0j -1.02417e-07-0j -5.733e-09-0j -1.89847e-07-0j -1.1891e-09-0j 1.12517e-14-0j -9.87995e-06-0j -8.40196e-12-0j -0.0211343-0j 1.35478e-10-0j -3.07251e-07-0j -0.000807292-0j -5.75766e-19-0j 2.86035e-06-0j -1.94466e-05-0j 5.29101e-07-0j -5.41317e-11-0j -4.01881e-08-0j -3.4839e-07-0j -0.000430266-0j 0.000456673-0j -8.84621e-09-0j 5.82329e-08-0j 9.24762e-06-0j 7.69779e-10-0j 5.43913e-12-0j 3.5032e-06-0j 6.28987e-08-0j 
-4.26573e-10-0j 1.01285e-08-0j -1.02433e-07-0j 3.43663e-07-0j 1.39648e-08-0j -2.41167e-12-0j 1.91169e-05-0j -0.000188934-0j 0.000309938-0j -3.69863e-07-0j 0.00147454-0j 0.000119836-0j -3.27221e-08-0j 7.98258e-06-0j 1.10112e-06-0j -6.39867e-06-0j -3.67711e-07-0j 8.19811e-11-0j -0.00333173-0j 6.88648e-06-0j 3.51752e-07-0j 2.79503e-06-0j -1.07933e-09-0j -9.12877e-06-0j 2.11783e-05-0j -3.09531e-08-0j -0.000703535-0j 2.71677e-07-0j 3.32735e-07-0j 9.28197e-09-0j -0.0194132-0j -0.00157772-0j 4.30806e-07-0j 0.0208932-0j -4.63102e-06-0j -0.000192408-0j 3.97695e-07-0j -2.46823e-06-0j -4.2491e-05-0j 1.64084e-08-0j -3.96383e-06-0j 7.38025e-05-0j -2.01523e-08-0j 7.65338e-10-0j 8.04361e-06-0j 9.01383e-09-0j 1.1941e-05-0j -0.000220681-0j -2.46814e-08-0j 1.53181e-07-0j -5.51485e-11-0j 9.93361e-07-0j 0.000511968-0j -5.77246e-06-0j -6.72819e-10-0j -3.31725e-07-0j 7.3958e-11-0j -7.48265e-07-0j -0.00300567-0j -1.43745e-06-0j 6.21253e-06-0j 3.17327e-07-0j 8.55495e-05-0j 3.56593e-06-0j -1.37702e-09-0j -3.30358e-08-0j 2.12254e-07-0j -5.1433e-08-0j 0.0029054-0j -9.68958e-08-0j -0.00674038-0j 2.05592e-05-0j 9.85137e-06-0j 9.57631e-07-0j 0.223913-0j -8.64662e-05-0j 2.34833e-11-0j -0.000105899-0j -4.17781e-06-0j -1.57095e-06-0j 5.24435e-05-0j -8.4478e-05-0j 4.2621e-06-0j -1.1638e-09-0j 1.87469e-09-0j -5.64417e-05-0j 1.25104e-08-0j 5.9661e-08-0j -0.000181532-0j 0.000908112-0j 3.75215e-07-0j -2.32871e-06-0j 
-2.34774e-14-0j -1.09662e-10-0j 4.69535e-09-0j -7.98055e-08-0j 4.93504e-07-0j 1.83134e-08-0j 2.53315e-09-0j 7.21287e-06-0j -0.000147414-0j 0.00055456-0j 9.90599e-07-0j 0.00105184-0j 9.91332e-05-0j 3.46253e-05-0j 2.19344e-10-0j 4.92434e-07-0j -6.48319e-06-0j -3.73089e-07-0j -6.88648e-06-0j -0.00342187-0j 4.63102e-06-0j -2.14157e-07-0j 1.62784e-06-0j -3.04224e-09-0j -5.01458e-06-0j 3.08952e-05-0j 5.39051e-05-0j -0.000409742-0j 1.44328e-06-0j 1.22203e-07-0j -1.30418e-05-0j -0.0138481-0j -0.00130515-0j 0.0906264-0j -6.09703e-05-0j -3.97695e-07-0j -0.000197613-0j -3.24957e-05-0j 3.25568e-06-0j -2.4747e-05-0j -0.000104983-0j 0.000647787-0j 6.10524e-05-0j -4.64734e-06-0j 3.489e-05-0j -2.74847e-10-0j 2.46814e-08-0j -7.35438e-08-0j 1.22641e-05-0j 2.01672e-06-0j 1.37972e-07-0j 1.97878e-10-0j -0.000121223-0j 4.44241e-07-0j 5.45803e-12-0j -5.84871e-06-0j -3.36576e-07-0j 0.000746867-0j -6.21253e-06-0j -1.35859e-10-0j -0.00308699-0j 4.17781e-06-0j -6.55484e-06-0j -2.73223e-07-0j 2.07682e-06-0j 4.98245e-05-0j 9.20673e-07-0j 5.9249e-09-0j 9.68249e-07-0j -1.28395e-11-0j 0.00159598-0j -4.69149e-07-0j -0.00983296-0j -3.65591e-08-0j -0.0171563-0j 0.130408-0j 1.03338e-15-0j -0.000459348-0j -5.50034e-05-0j 7.47183e-07-0j 3.52317e-08-0j 1.30594e-05-0j 3.74098e-05-0j 3.52578e-06-0j -2.81084e-06-0j -0.000244822-0j 1.64708e-07-0j -5.68759e-08-0j -3.75215e-07-0j 6.10072e-07-0j -0.000186443-0j -3.06589e-05-0j 
1.78633e-16-0j -9.10852e-15-0j 2.59055e-13-0j -4.40309e-12-0j 4.09906e-11-0j -1.39341e-10-0j -5.52694e-11-0j 1.9252e-09-0j -3.27221e-08-0j 2.48726e-07-0j 3.24626e-06-0j -6.04421e-05-0j 0.000324867-0j 0.000924214-0j -2.78476e-12-0j 8.19811e-11-0j -1.07933e-09-0j 4.73669e-09-0j 3.51752e-07-0j -4.63102e-06-0j -0.00349221-0j 8.20418e-09-0j -6.23614e-08-0j 4.63755e-11-0j -1.11473e-09-0j 1.03776e-08-0j -4.14211e-06-0j 3.14849e-05-0j -1.11555e-07-0j 5.36292e-07-0j 2.48726e-07-0j -4.63102e-06-0j 2.4891e-05-0j -0.0140503-0j -0.00026757-0j 1.01275e-08-0j -1.33334e-07-0j -0.000286045-0j -1.24723e-07-0j 9.48039e-07-0j -2.33374e-08-0j 4.34518e-07-0j -2.33546e-06-0j 8.86956e-08-0j 0.00046339-0j -1.29924e-14-0j -6.28522e-10-0j -1.92639e-07-0j 8.27487e-09-0j 1.77523e-05-0j 1.84895e-11-0j -2.51223e-12-0j 4.63047e-06-0j 7.3958e-11-0j 4.02877e-16-0j -9.73702e-10-0j 4.27313e-09-0j -4.31073e-05-0j 3.17327e-07-0j 2.5929e-12-0j -4.17781e-06-0j -0.00315044-0j -8.67169e-05-0j 1.0467e-08-0j -7.95613e-08-0j 0.000659149-0j -7.11618e-08-0j 2.61287e-13-0j -1.47598e-08-0j 1.39664e-13-0j 3.54783e-07-0j -1.04291e-10-0j -3.30285e-06-0j -4.86491e-12-0j 0.0013183-0j -0.0100206-0j -7.14678e-18-0j 3.55045e-05-0j -0.000241384-0j 8.26875e-11-0j -6.71918e-10-0j 2.17098e-09-0j 1.25104e-08-0j -6.72416e-08-0j -6.28522e-10-0j 3.79559e-05-0j 7.22825e-07-0j -3.14028e-12-0j 9.555e-09-0j -2.33374e-08-0j -1.25797e-07-0j -0.000269876-0j 
1.05503e-11-0j -3.34363e-10-0j 5.08433e-09-0j -3.44066e-08-0j 5.21452e-08-0j -2.74973e-11-0j 4.39845e-09-0j -7.27465e-08-0j 3.67711e-07-0j 1.62664e-08-0j 4.27078e-07-0j -1.29452e-06-0j 1.07933e-09-0j -1.16572e-07-0j 1.25767e-05-0j -0.000147413-0j 0.000315953-0j -2.15091e-07-0j 0.000909577-0j 6.96922e-05-0j 2.66986e-06-0j -0.00481366-0j 5.67593e-06-0j 6.05736e-07-0j -4.33005e-06-0j -2.34597e-07-0j 1.52439e-05-0j -1.79745e-08-0j -0.000580304-0j 1.05831e-07-0j 0.00194359-0j -0.00589125-0j 4.91194e-06-0j -0.00091887-0j 0.0121503-0j 3.93391e-05-0j 3.01418e-06-0j 1.633e-07-0j -0.000158663-0j 1.87084e-07-0j 8.58864e-08-0j 0.000367975-0j -3.06806e-07-0j -5.06356e-11-0j 4.05835e-05-0j -3.57405e-10-0j 0.00112604-0j -4.23621e-08-0j 8.62777e-05-0j 4.67431e-06-0j -4.17977e-10-0j -4.9306e-08-0j 3.02822e-07-0j 5.77922e-07-0j 1.90264e-11-0j -1.23867e-06-0j 8.4325e-10-0j 1.64065e-08-0j -3.56593e-06-0j -2.75358e-10-0j -2.73223e-07-0j -1.0467e-08-0j -6.15501e-07-0j -0.003064-0j 3.61285e-06-0j 7.25754e-10-0j 1.6087e-06-0j 3.41282e-09-0j -0.000192786-0j -8.84085e-07-0j 0.00137812-0j 5.92146e-09-0j 7.46647e-05-0j 1.4622e-05-0j -0.00485163-0j 5.7207e-06-0j -5.16097e-13-0j 0.184692-0j -4.76343e-05-0j -7.39096e-05-0j -5.2505e-06-0j -4.90776e-08-0j 1.59149e-05-0j -1.32693e-08-0j -3.26953e-06-0j 2.48227e-06-0j -3.28233e-05-0j -1.21981e-08-0j 3.71154e-05-0j -0.000121399-0j 2.8438e-06-0j 1.5407e-07-0j 
2.67949e-16-0j 1.56515e-12-0j -8.94172e-11-0j 2.283e-09-0j -2.83586e-08-0j 1.20553e-07-0j 2.39838e-13-0j 9.57029e-10-0j -3.26747e-08-0j 3.73089e-07-0j 8.19811e-11-0j 1.74858e-07-0j -1.88787e-06-0j 7.73498e-09-0j 9.61206e-10-0j 3.2416e-06-0j -8.57277e-05-0j 0.000565146-0j 3.51243e-07-0j 0.000529742-0j 2.0294e-05-0j -5.67593e-06-0j -0.00494235-0j 6.95633e-11-0j 1.91548e-07-0j -3.58199e-06-0j 1.79745e-08-0j 1.56514e-05-0j 3.85052e-05-0j 8.04437e-07-0j 3.73089e-07-0j 0.000795764-0j -0.00859155-0j 6.09703e-05-0j 0.0923564-0j 1.51912e-08-0j 2.29113e-05-0j 1.24127e-06-0j -1.87084e-07-0j -0.000162905-0j -3.5006e-08-0j -4.97045e-05-0j 0.000536639-0j 1.7752e-07-0j -2.69286e-06-0j 4.48454e-12-0j 4.34832e-07-0j -4.86491e-12-0j 0.000655811-0j 3.55302e-05-0j -1.59965e-08-0j -3.76834e-12-0j -1.33959e-08-0j -1.27084e-08-0j -6.92277e-14-0j 3.36089e-07-0j -2.21562e-06-0j 2.50506e-07-0j -1.37702e-09-0j -1.12517e-14-0j -2.07682e-06-0j -7.95613e-08-0j -7.25754e-10-0j -3.61285e-06-0j -0.00314591-0j -6.31955e-07-0j -1.06743e-07-0j -1.35478e-10-0j -2.21398e-08-0j -4.82074e-11-0j -6.09635e-05-0j -5.18436e-11-0j 0.00114003-0j -1.92362e-07-0j -5.7207e-06-0j -0.00498133-0j -1.07202e-17-0j -0.012255-0j -0.000362076-0j 6.56759e-06-0j -1.00788e-09-0j 2.16784e-09-0j -2.14971e-06-0j 2.32095e-05-0j -7.49906e-05-0j -1.64708e-07-0j -0.000249495-0j 2.17255e-09-0j 1.43325e-08-0j -2.33036e-08-0j 2.16162e-05-0j 1.17111e-06-0j 
-1.95488e-13-0j 7.97094e-12-0j -1.69903e-10-0j 1.92241e-09-0j -8.90946e-09-0j -2.64381e-10-0j -1.22395e-10-0j 3.04224e-09-0j -3.09531e-08-0j 7.75163e-08-0j -2.38622e-08-0j 2.2118e-07-0j 1.03776e-08-0j -5.55517e-07-0j 1.8264e-09-0j -3.57934e-08-0j 2.34597e-07-0j 8.98723e-09-0j 3.32735e-07-0j -1.44328e-06-0j -1.11555e-07-0j -1.78321e-06-0j -1.18322e-07-0j 7.29272e-06-0j -0.000104934-0j 0.000321847-0j 0.00074982-0j 4.97532e-05-0j -0.00345975-0j -0.000586896-0j -0.000108595-0j 0.00100657-0j 4.72274e-05-0j -0.00437881-0j -0.000507679-0j -3.31147e-06-0j 1.43639e-05-0j 1.5701e-06-0j 2.7109e-05-0j 1.79878e-06-0j -1.46744e-08-0j 2.73223e-07-0j 1.28194e-08-0j -4.86851e-10-0j -8.40456e-07-0j 9.94544e-12-0j 2.05514e-07-0j 1.77157e-09-0j -8.91438e-07-0j -9.74423e-08-0j -1.99184e-09-0j -4.74343e-07-0j -2.54908e-08-0j 9.29605e-06-0j -3.96726e-13-0j -6.09282e-05-0j -2.33411e-06-0j 7.81843e-08-0j -8.64162e-05-0j 6.56432e-12-0j 0.000374839-0j 2.89725e-05-0j 1.05164e-07-0j 0.000654958-0j 4.34588e-05-0j 6.97799e-09-0j -0.00442166-0j -1.42723e-10-0j 8.06228e-06-0j -1.0691e-10-0j -0.000116007-0j -1.97878e-10-0j 0.00035581-0j 2.65736e-09-0j 0.000828944-0j 5.50034e-05-0j 8.60462e-15-0j -0.00382484-0j 0.131852-0j -2.70371e-08-0j 2.93363e-07-0j 2.74213e-09-0j -2.71919e-06-0j -1.27582e-07-0j 6.77096e-08-0j 1.18291e-05-0j 1.37146e-06-0j 1.02681e-09-0j -3.12429e-06-0j -2.9477e-08-0j 1.35519e-05-0j 1.48135e-06-0j 
1.66298e-15-0j -8.47957e-14-0j 2.41167e-12-0j -4.09906e-11-0j 3.81601e-10-0j -1.29719e-09-0j 1.48852e-12-0j -5.18494e-11-0j 8.8127e-10-0j -6.69869e-09-0j 5.08802e-10-0j -9.47337e-09-0j 5.09178e-08-0j 4.80058e-08-0j -2.59247e-11-0j 7.63203e-10-0j -1.0048e-08-0j 4.40961e-08-0j -9.47337e-09-0j 1.24723e-07-0j -5.4735e-07-0j 7.63768e-08-0j -5.80553e-07-0j 4.31733e-10-0j -1.03776e-08-0j 9.66098e-08-0j 1.11555e-07-0j -8.47952e-07-0j -1.03852e-06-0j 4.9926e-06-0j 4.63772e-06-0j -8.63497e-05-0j 0.000464116-0j 0.000757898-0j -0.00498909-0j 9.42815e-08-0j -1.24127e-06-0j 7.70375e-06-0j -1.16111e-06-0j 8.82576e-06-0j 6.28522e-10-0j -1.17024e-08-0j 6.28987e-08-0j -2.38875e-09-0j 7.26292e-08-0j -1.20953e-13-0j -5.85122e-09-0j -3.01932e-11-0j 7.70349e-08-0j -4.78104e-07-0j 1.72128e-10-0j -2.33876e-11-0j 7.25754e-10-0j 6.88511e-10-0j 3.75058e-15-0j -9.06467e-09-0j 3.97806e-08-0j -6.75641e-09-0j -8.54625e-09-0j -6.9832e-14-0j 1.12517e-07-0j -4.93784e-07-0j -4.50427e-09-0j 9.74423e-08-0j -7.40675e-07-0j 3.42377e-08-0j -6.6248e-07-0j 2.43245e-12-0j -2.75211e-07-0j 1.3002e-12-0j 6.61525e-06-0j 2.80876e-12-0j -6.15846e-05-0j -4.52898e-11-0j -7.11118e-05-0j 0.000540533-0j -6.65329e-17-0j 0.000662014-0j -0.00450083-0j 7.69779e-10-0j -6.25522e-09-0j -5.84689e-11-0j 1.16466e-07-0j -6.25985e-07-0j -5.85122e-09-0j -1.02223e-06-0j 6.72913e-06-0j -2.92344e-11-0j 8.89522e-08-0j 6.28522e-10-0j -1.17111e-06-0j 7.2683e-06-0j 
-2.79898e-06-0j 3.14862e-05-0j -9.38589e-05-0j -4.64246e-06-0j 2.21513e-09-0j -1.13765e-13-0j -0.000205761-0j 0.000321464-0j -8.79019e-07-0j 1.6913e-10-0j 5.76252e-05-0j -5.49912e-08-0j 4.46555e-12-0j -1.21206e-09-0j 0.00100895-0j 8.64379e-05-0j -5.8327e-08-0j 3.86728e-12-0j 9.44917e-06-0j -3.14902e-09-0j -4.80032e-11-0j 4.43353e-07-0j -5.09151e-11-0j -0.00267672-0j 1.03511e-05-0j -2.43922e-09-0j 6.47559e-07-0j -7.43663e-11-0j 2.62208e-08-0j 4.37857e-10-0j -0.000758672-0j 7.23993e-07-0j -5.87917e-11-0j 2.76392e-08-0j 6.31992e-10-0j 0.0379402-0j -1.26439e-05-0j -2.72578e-07-0j -6.74e-06-0j 7.74029e-10-0j 3.64845e-09-0j -6.79305e-08-0j 5.51629e-12-0j -2.09496e-13-0j -1.83375e-09-0j 1.67195e-05-0j 5.83627e-06-0j 0.000187196-0j -1.94499e-09-0j -4.19302e-11-0j -4.34591e-12-0j 0.000910211-0j -7.23901e-07-0j 7.79786e-05-0j -3.14717e-06-0j -5.26187e-08-0j 3.48881e-12-0j 1.70587e-10-0j 8.52442e-06-0j 2.59299e-05-0j -2.84084e-09-0j -4.33053e-11-0j -2.61465e-08-0j 5.65635e-07-0j -6.4958e-11-0j 3.00269e-12-0j 1.67264e-08-0j -1.50811e-05-0j -0.00246455-0j -0.00017973-0j 9.5306e-06-0j -0.000109313-0j -2.24588e-09-0j 0.000280794-0j 5.96231e-07-0j -6.84718e-11-0j 2.05726e-07-0j 2.41425e-08-0j 5.70141e-10-0j -7.67813e-07-0j 0.285819-0j -6.622e-06-0j -0.000272754-0j 2.21489e-08-0j 1.47733e-10-0j -1.04127e-05-0j -2.38094e-07-0j 2.91598e-08-0j -8.8725e-05-0j 7.11844e-05-0j 2.95684e-08-0j 6.37437e-10-0j 
-4.83688e-10-0j -1.31562e-06-0j 2.6727e-05-0j -0.000134699-0j -7.30328e-06-0j 1.57724e-09-0j -1.25783e-07-0j -0.000142406-0j 0.000469261-0j -8.41205e-07-0j -4.83694e-06-0j 4.50317e-05-0j -2.46998e-08-0j -1.74401e-08-0j 1.24856e-06-0j 0.000831147-0j 9.59437e-05-0j -3.21324e-08-0j 2.19216e-05-0j 5.19059e-06-0j -1.15385e-09-0j 3.16927e-06-0j 1.40198e-07-0j -1.03511e-05-0j -0.00275093-0j 8.07632e-06-0j 4.62901e-06-0j 2.04773e-07-0j 3.77287e-07-0j 1.05248e-08-0j 6.36812e-05-0j -0.00059287-0j 3.25188e-07-0j 3.97695e-07-0j 1.51912e-08-0j 0.0880194-0j 0.0208412-0j -6.55196e-06-0j -4.81803e-05-0j -2.13134e-06-0j -9.01521e-06-0j 5.56276e-05-0j -3.05116e-08-0j 2.32256e-09-0j -2.63855e-08-0j -2.3519e-06-0j 1.35399e-05-0j 7.23901e-07-0j 3.20596e-06-0j -1.00788e-09-0j 3.60673e-08-0j 1.12637e-06-0j 0.000192386-0j 0.000749806-0j 8.7395e-08-0j 8.65541e-05-0j -2.89878e-08-0j -5.64817e-07-0j 1.97762e-05-0j 9.45793e-09-0j 4.68261e-06-0j -1.04093e-09-0j -1.86906e-07-0j 4.04339e-06-0j 1.78867e-07-0j -8.26811e-09-0j 2.40673e-07-0j 2.01591e-05-0j -9.5306e-06-0j -1.0987e-07-0j -0.00253288-0j 1.54962e-05-0j 7.43617e-06-0j -0.00012439-0j 4.2621e-06-0j 1.88542e-07-0j 2.66276e-11-0j 3.47382e-07-0j 1.37045e-08-0j 0.000409894-0j -0.023991-0j -0.000127904-0j 0.223355-0j -0.00012251-0j -7.34782e-07-0j -0.000149826-0j -5.72306e-06-0j -3.12013e-05-0j -0.000205838-0j -5.97506e-06-0j -4.87381e-05-0j 1.53221e-08-0j 
-1.88238e-14-0j -1.76617e-10-0j -4.29371e-07-0j 1.47027e-05-0j -0.000136675-0j -6.76935e-06-0j -1.17855e-11-0j -6.7409e-08-0j -7.82232e-05-0j 0.000592848-0j -2.29772e-09-0j -4.90083e-06-0j 2.62257e-05-0j -5.34913e-08-0j 1.75866e-10-0j 7.93097e-07-0j 0.000592863-0j 6.87347e-05-0j 3.20395e-08-0j 3.19796e-05-0j -1.07418e-08-0j -1.71707e-07-0j 2.62175e-06-0j -2.43922e-09-0j -8.07632e-06-0j -0.00282525-0j -2.50795e-07-0j 3.82931e-06-0j 1.15719e-06-0j 9.79802e-08-0j 3.02509e-08-0j 6.45224e-05-0j -0.000345277-0j 1.21979e-06-0j 1.41422e-07-0j 0.000128644-0j 0.128404-0j -6.09955e-05-0j 2.61035e-06-0j -3.98567e-05-0j -0.000112231-0j -6.05399e-06-0j 3.23966e-05-0j -7.46853e-06-0j -8.09284e-08-0j 2.51337e-08-0j 1.97891e-08-0j 1.70587e-10-0j 1.97522e-05-0j -9.38282e-09-0j -5.10001e-05-0j 1.58655e-10-0j 5.64817e-07-0j 7.1548e-07-0j 8.79052e-12-0j 0.000534842-0j 6.20079e-05-0j 0.000197584-0j 2.89039e-08-0j 6.32086e-13-0j 2.88499e-05-0j -9.69054e-09-0j 1.01263e-08-0j -2.19066e-07-0j 3.34485e-06-0j -1.54616e-07-0j 7.38181e-07-0j -1.09155e-06-0j -2.24588e-09-0j -1.02945e-11-0j -7.43617e-06-0j 4.3845e-09-0j -0.00260131-0j -5.88809e-08-0j -2.30916e-07-0j 3.52578e-06-0j 8.28548e-16-0j 1.06547e-06-0j 1.27582e-07-0j -6.8327e-05-0j -1.13966e-05-0j 6.92978e-06-0j -0.0243079-0j 0.130078-0j 0.000517845-0j -0.000459538-0j -5.32788e-05-0j 1.57517e-05-0j -3.00841e-07-0j -2.83837e-09-0j -0.000300279-0j 1.42641e-07-0j 
1.12787e-11-0j -3.57449e-10-0j 5.43537e-09-0j -3.67822e-08-0j 5.57455e-08-0j -2.93958e-11-0j -8.10336e-07-0j 1.34022e-05-0j -6.77441e-05-0j -2.99679e-06-0j -0.000157819-0j 0.000478368-0j -3.98849e-07-0j 6.46782e-05-0j -5.84285e-08-0j 6.84848e-07-0j -1.46785e-06-0j 9.99267e-10-0j 0.000728228-0j 5.57971e-05-0j 4.2875e-06-0j 1.11574e-05-0j -1.3156e-08-0j 6.47559e-07-0j -4.62901e-06-0j -2.50795e-07-0j -0.00280841-0j 3.31147e-06-0j 2.69596e-06-0j 1.13138e-07-0j -6.01096e-06-0j 1.82199e-05-0j -1.51912e-08-0j -0.000489736-0j 1.633e-07-0j -0.0169669-0j -0.00130001-0j 0.0121377-0j -0.000169618-0j 2.00001e-07-0j -1.5823e-05-0j 0.000294609-0j -2.45636e-07-0j 9.32869e-09-0j 6.51727e-05-0j -3.82082e-10-0j -2.61e-06-0j 1.56542e-05-0j -1.99979e-07-0j 1.86712e-06-0j -4.46836e-10-0j -5.27103e-08-0j -0.000111903-0j 6.17825e-07-0j 2.034e-11-0j -1.3242e-06-0j 9.01473e-10-0j -6.06276e-06-0j 0.000656959-0j 5.07299e-08-0j 5.03365e-05-0j 3.8679e-06-0j 0.000341501-0j 1.42347e-05-0j -1.67845e-08-0j -4.02673e-07-0j 1.71977e-06-0j 3.64845e-09-0j 5.96231e-07-0j 4.10726e-09-0j -4.2621e-06-0j -1.09092e-06-0j -2.30916e-07-0j -6.79305e-08-0j -0.0025858-0j 3.04899e-06-0j -5.51731e-13-0j 2.48227e-06-0j 1.47319e-07-0j 3.43368e-07-0j 0.00226454-0j 9.04167e-06-0j -0.00686408-0j 5.72306e-06-0j 1.51895e-08-0j 0.184501-0j -6.15211e-05-0j -1.30403e-08-0j 3.9678e-05-0j -9.7195e-05-0j 3.04015e-06-0j -2.83846e-05-0j 
2.8645e-16-0j 1.67321e-12-0j -9.5591e-11-0j 2.44063e-09-0j -3.03167e-08-0j 1.28877e-07-0j -4.41859e-11-0j -1.76315e-07-0j 6.01973e-06-0j -6.87349e-05-0j -3.02947e-08-0j -6.46159e-05-0j 0.000697632-0j -4.29163e-06-0j -4.46555e-12-0j -1.50597e-08-0j 3.98272e-07-0j -2.62554e-06-0j 2.81213e-07-0j 0.000424123-0j 3.259e-05-0j 1.3156e-08-0j 1.14556e-05-0j 7.43663e-11-0j 2.04773e-07-0j -3.82931e-06-0j -3.31147e-06-0j -0.00288348-0j -1.78887e-07-0j 8.5998e-07-0j -1.15385e-09-0j -2.46106e-06-0j 2.65711e-05-0j 3.24957e-05-0j 1.24127e-06-0j -6.55196e-06-0j -0.00988163-0j 0.0922607-0j -2.00001e-07-0j -0.000174152-0j 6.44924e-06-0j -3.97945e-05-0j 0.000429645-0j -3.27048e-05-0j -4.32444e-06-0j 4.79417e-12-0j -1.00788e-09-0j 1.79774e-09-0j -1.52007e-06-0j 1.41923e-05-0j -1.7101e-08-0j -4.02853e-12-0j 4.95022e-06-0j -1.35859e-08-0j -7.40075e-14-0j 3.59295e-07-0j -2.36859e-06-0j -9.25704e-05-0j 2.53692e-07-0j 2.07293e-12-0j 0.000382616-0j 2.94005e-05-0j 4.02673e-07-0j 1.67845e-08-0j 1.46152e-05-0j 0.00035063-0j -1.14113e-07-0j -1.44832e-10-0j 6.84718e-11-0j 2.23961e-13-0j 1.88542e-07-0j 9.55126e-09-0j -3.52578e-06-0j 8.93671e-10-0j -3.04899e-06-0j -0.00265493-0j -1.14603e-17-0j -1.64708e-07-0j 1.1198e-06-0j -3.05116e-08-0j 4.34698e-07-0j -3.99386e-07-0j 0.00092717-0j -0.0100103-0j 3.4839e-07-0j -0.0122423-0j -0.000467632-0j 2.32256e-09-0j 1.53221e-08-0j -1.86574e-08-0j 2.31087e-05-0j -0.000215756-0j 
