0.0937997-0j -0.000123086-0j 3.541e-08-0j -3.24259e-12-0j 1.00936e-16-0j -2.72828e-20-0j -7.53591e-06-0j 1.88992e-09-0j -1.34401e-13-0j 2.80473e-18-0j 4.02492e-11-0j -2.50568e-15-0j 3.06594e-20-0j -2.00999e-17-0j -3.80646e-07-0j 6.03738e-11-0j -2.65768e-15-0j -5.37033e-20-0j 1.44477e-12-0j -5.19941e-17-0j -3.29579e-19-0j 2.02015e-14-0j -3.49571e-19-0j -1.57367e-08-0j 1.58266e-12-0j -4.02745e-17-0j 2.95061e-14-0j -5.10581e-19-0j 4.32938e-16-0j 3.00622e-18-0j -5.29905e-10-0j 3.29888e-14-0j -4.0365e-19-0j 4.56357e-16-0j 4.3391e-18-0j -1.43787e-11-0j 5.1746e-16-0j 4.6387e-18-0j -3.07109e-13-0j 5.3143e-18-0j 1.66243e-16-0j -3.09526e-15-0j 3.78735e-20-0j 1.19056e-20-0j -3.02775e-17-0j 6.12346e-07-0j 8.92358e-13-0j 1.10055e-09-0j -3.21141e-17-0j -2.87883e-19-0j -6.91685e-19-0j -3.43394e-07-0j -1.10683e-13-0j 5.44652e-11-0j -0.00124399-0j -2.39758e-15-0j -4.84476e-20-0j 2.8166e-18-0j 1.30337e-12-0j -0.000101365-0j -4.69057e-17-0j -2.97324e-19-0j -1.19138e-15-0j 2.57732e-14-0j -4.45986e-19-0j -4.16971e-20-0j 2.76173e-16-0j -8.86632e-11-0j -1.44894e-08-0j -6.58253e-06-0j 1.45721e-12-0j 4.12402e-08-0j -3.70822e-17-0j 1.65082e-09-0j 2.71674e-14-0j -4.70111e-19-0j 0.417149-0j 3.98622e-16-0j 3.91445e-18-0j -1.17397e-13-0j -4.94824e-10-0j -4.62523e-12-0j 3.08049e-14-0j -3.76927e-19-0j 2.44989e-18-0j 4.26145e-16-0j 4.05185e-18-0j 4.45848e-15-0j -1.35659e-11-0j 4.97197e-11-0j 4.8821e-16-0j 4.37649e-18-0j 
-7.18314e-17-0j -1.35087e-12-0j -9.94597e-09-0j -2.58206e-05-0j -0.0135276-0j -0.00204277-0j 7.75042e-12-0j 8.88519e-08-0j 0.000312262-0j 0.179424-0j 3.03083e-09-0j 1.29571e-05-0j -0.00020999-0j 1.05939e-07-0j 6.71104e-13-0j 6.06605e-09-0j 1.37331e-05-0j -0.00012071-0j -2.10699e-08-0j -4.21524e-05-0j 1.41691e-08-0j -6.55233e-10-0j 2.00526e-08-0j -9.30804e-12-0j -6.17722e-08-0j -6.54441e-05-0j 1.64928e-07-0j -5.04741e-06-0j 4.41584e-09-0j 3.73891e-10-0j 1.15437e-10-0j 4.93504e-07-0j -7.99802e-06-0j -8.02161e-07-0j 5.39666e-10-0j -1.21679e-09-0j -2.4343e-06-0j -9.94237e-08-0j 9.96107e-09-0j -3.04846e-07-0j -0.0339664-0j 7.97977e-06-0j -0.000129325-0j 0.12739-0j 1.06749e-07-0j 5.82197e-10-0j 7.55151e-11-0j -2.25014e-10-0j 1.51076e-07-0j 6.17035e-09-0j -0.0153902-0j 6.05426e-13-0j -1.49329e-06-0j 5.47239e-09-0j 6.72348e-14-0j 1.23891e-05-0j -0.000108897-0j -0.00158206-0j -1.90078e-08-0j -4.15673e-13-0j -3.80271e-05-0j 1.27824e-08-0j -2.00552e-08-0j -8.35953e-10-0j 2.55833e-08-0j 6.13763e-07-0j 2.81689e-09-0j 1.91696e-06-0j -8.57025e-12-0j -3.92837e-14-0j -5.68759e-08-0j -5.77922e-09-0j -6.02568e-05-0j -4.50354e-10-0j 1.51855e-07-0j -4.64734e-06-0j 3.16173e-18-0j 4.06583e-09-0j 4.86851e-10-0j -1.58273e-06-0j 1.07795e-10-0j -2.76632e-05-0j 4.60833e-07-0j -7.46853e-06-0j -0.000909429-0j -7.49056e-07-0j 5.03939e-10-0j 0.00155904-0j -1.14801e-09-0j 1.86658e-09-0j -2.2967e-06-0j -9.38038e-08-0j 
3.54027e-06-0j -2.37344e-05-0j 2.24264e-05-0j -6.20923e-08-0j 1.46663e-11-0j -5.01287e-16-0j -0.035373-0j -0.00307351-0j 2.68941e-06-0j -3.09304e-10-0j 0.0457787-0j -2.16261e-05-0j 1.16873e-09-0j -1.14931e-06-0j -0.000241076-0j 1.1561e-06-0j -3.86182e-10-0j 1.70405e-14-0j -2.89103e-05-0j 5.75893e-09-0j -1.25634e-08-0j 2.93544e-09-0j -2.24348e-13-0j -7.40369e-05-0j 9.1619e-08-0j -1.29051e-11-0j -1.48204e-06-0j 1.13269e-10-0j 1.38725e-10-0j 1.92934e-12-0j -1.01471e-05-0j 4.79355e-09-0j -2.59055e-13-0j -5.05466e-08-0j 2.78476e-12-0j -8.32371e-07-0j 1.65808e-10-0j -1.02906e-09-0j -4.46255e-08-0j 3.41062e-12-0j -8.35005e-09-0j 1.5547e-07-0j -8.40196e-12-0j 3.19087e-13-0j -5.7625e-07-0j -8.31527e-06-0j 5.16579e-08-0j 0.307542-0j -1.02903e-11-0j 6.38647e-11-0j -2.29927e-14-0j -0.000217483-0j -0.000380576-0j 1.04295e-06-0j 3.17711e-06-0j -3.48388e-10-0j 1.53728e-14-0j 5.36063e-08-0j -2.6081e-05-0j 0.00675642-0j 5.19533e-09-0j -1.13339e-08-0j -3.10271e-05-0j 3.74506e-09-0j -2.86226e-13-0j 2.37133e-09-0j 8.84935e-11-0j -4.17136e-07-0j -6.81685e-05-0j 8.93865e-05-0j 8.4357e-08-0j -0.00902842-0j -1.18822e-11-0j 7.76665e-06-0j -1.36457e-06-0j 1.04291e-10-0j -3.12696e-07-0j 1.27729e-10-0j 2.51223e-12-0j -6.79605e-09-0j -9.47537e-06-0j 3.06151e-05-0j 4.4762e-09-0j -2.41905e-13-0j 7.81601e-13-0j -4.72003e-08-0j 2.6004e-12-0j 2.58098e-10-0j -7.85321e-07-0j -0.000329103-0j 1.56436e-10-0j -9.70893e-10-0j 
1.05212e-09-0j 2.04043e-06-0j -2.47478e-05-0j 4.01664e-05-0j -7.92868e-08-0j 8.51179e-12-0j -5.38516e-05-0j -0.0301637-0j -0.00359624-0j 2.09532e-06-0j 0.0856705-0j 0.0290377-0j -7.91728e-06-0j -2.25239e-05-0j -1.1561e-06-0j -0.000247843-0j 1.0416e-06-0j -1.73407e-10-0j -0.000167999-0j -1.2929e-05-0j -3.69857e-07-0j 3.44066e-08-0j 7.56598e-10-0j 6.34281e-06-0j -6.09895e-05-0j 5.81974e-08-0j -1.73712e-05-0j -3.8199e-07-0j 2.7187e-09-0j 5.67982e-11-0j -1.89894e-05-0j -6.4364e-06-0j 1.75491e-09-0j -9.90599e-07-0j 8.19811e-11-0j -4.83694e-06-0j -3.72245e-07-0j -3.02947e-08-0j -5.23061e-07-0j -1.15021e-08-0j 3.38311e-05-0j -0.000208752-0j 5.69173e-08-0j -4.33257e-09-0j -1.12932e-05-0j 2.913e-06-0j 3.00186e-07-0j -0.0263474-0j 2.31019e-08-0j 1.88013e-09-0j 2.59899e-10-0j -1.04295e-06-0j 0.253344-0j -0.000223588-0j -1.62827e-07-0j 9.3966e-07-0j -1.56436e-10-0j -0.000241746-0j -0.000151557-0j 5.07041e-06-0j -1.16637e-05-0j -3.33661e-07-0j -0.000363673-0j 4.38963e-08-0j 9.65275e-10-0j -7.99712e-06-0j 1.73427e-09-0j -1.23529e-05-0j 5.84005e-06-0j 1.36081e-07-0j -5.61553e-05-0j 0.00495984-0j 5.35845e-08-0j 7.62225e-05-0j -1.59943e-05-0j -3.51712e-07-0j -6.62291e-11-0j 2.50321e-09-0j 7.3958e-11-0j 9.08756e-06-0j -1.77322e-05-0j -0.0131838-0j -6.01029e-06-0j 1.63873e-09-0j -5.29479e-09-0j -9.25019e-07-0j 7.65538e-11-0j -6.9175e-07-0j -4.56353e-06-0j -0.000615884-0j -3.51204e-07-0j -2.85823e-08-0j 
7.45466e-14-0j 5.43649e-10-0j 9.4285e-07-0j -1.93094e-05-0j 5.8699e-05-0j -5.16635e-08-0j -1.07429e-08-0j -4.08856e-05-0j -0.0235707-0j -0.00315555-0j 0.000179239-0j 0.125018-0j 0.0118885-0j -0.000147626-0j -3.86182e-10-0j -1.0416e-06-0j -0.000254621-0j 5.24581e-07-0j 9.65435e-06-0j -0.000170218-0j -4.8694e-06-0j 7.37444e-08-0j 2.00091e-08-0j 4.28003e-09-0j 7.04034e-06-0j -4.35042e-05-0j -3.7232e-05-0j -1.01022e-05-0j 1.78189e-08-0j 7.47783e-10-0j -3.97294e-08-0j -2.77109e-05-0j -2.63515e-06-0j -6.49258e-06-0j 1.07933e-09-0j 2.77963e-07-0j -4.90083e-06-0j -3.98849e-07-0j -1.12109e-06-0j -3.04185e-07-0j -0.0166613-0j -0.000898751-0j -8.5466e-05-0j 1.97029e-05-0j -7.40179e-05-0j -6.62782e-08-0j -1.72507e-08-0j -1.77788e-05-0j 3.04151e-07-0j 2.4753e-08-0j -7.85318e-07-0j -3.48388e-10-0j -0.0292449-0j -9.3966e-07-0j -3.09355e-11-0j -0.000229702-0j 4.73243e-07-0j 0.180712-0j 8.70952e-06-0j 6.72542e-10-0j -0.000153559-0j -4.39285e-06-0j -0.000779466-0j 9.40839e-08-0j 2.55278e-08-0j -0.000211493-0j 1.13668e-08-0j 1.91531e-06-0j 3.94078e-09-0j 2.71469e-11-0j 6.4823e-06-0j 3.32803e-06-0j -4.0056e-05-0j 1.03317e-07-0j -3.42808e-05-0j -9.30144e-06-0j -3.64665e-15-0j 1.64065e-08-0j 9.73702e-10-0j 5.95625e-05-0j -3.70992e-08-0j 0.00314594-0j -2.58764e-05-0j -2.4607e-06-0j 7.97397e-06-0j -6.06276e-06-0j 1.00788e-09-0j -1.37312e-05-0j 2.62251e-07-0j -1.28855e-06-0j -4.62381e-06-0j -3.76304e-07-0j 
1.09309e-18-0j 1.92664e-14-0j 1.25907e-10-0j 2.42997e-07-0j -9.16862e-06-0j 7.82583e-05-0j -3.38204e-13-0j -4.07218e-09-0j -1.59037e-05-0j -0.0137267-0j 1.98645e-08-0j 0.000127847-0j 0.157893-0j 5.65545e-06-0j -1.70405e-14-0j -1.73407e-10-0j -5.24581e-07-0j -0.000261408-0j 2.15244e-09-0j 9.79555e-06-0j -2.13695e-05-0j 5.0203e-11-0j 1.31907e-07-0j 2.83781e-13-0j 2.35788e-09-0j 5.04374e-06-0j -2.53464e-08-0j -6.65969e-05-0j -6.82629e-10-0j 3.28167e-09-0j -4.40309e-12-0j -2.83381e-08-0j -3.4998e-05-0j 2.48726e-07-0j 4.73669e-09-0j 6.19719e-11-0j 2.82029e-07-0j -1.75036e-06-0j -7.63203e-10-0j -2.00529e-06-0j 0.00128794-0j -9.19093e-07-0j -0.00113509-0j -0.0198391-0j 2.83557e-06-0j -6.31462e-12-0j -3.84605e-12-0j -1.1788e-09-0j -1.7503e-08-0j 1.0863e-07-0j -1.03843e-05-0j -1.53728e-14-0j -9.79437e-06-0j -1.56436e-10-0j -8.52166e-16-0j -4.73243e-07-0j -0.000235825-0j -0.0209512-0j 1.94179e-09-0j 1.58665e-14-0j 8.8369e-06-0j -1.92782e-05-0j -5.30637e-07-0j 6.40495e-11-0j 1.68288e-07-0j -0.00139423-0j -4.35453e-10-0j -1.44199e-08-0j 2.61287e-13-0j 8.54631e-16-0j 2.17098e-09-0j 2.20596e-10-0j 4.64396e-06-0j 1.02903e-11-0j -2.33374e-08-0j -6.13182e-05-0j -4.37325e-20-0j -6.28522e-10-0j 4.27313e-09-0j 4.01881e-08-0j -4.1116e-12-0j 1.05515e-06-0j -2.64621e-08-0j -3.2681e-05-0j 3.46868e-05-0j 2.3226e-07-0j 4.42311e-09-0j 7.02407e-07-0j 5.84689e-11-0j -1.42806e-10-0j 2.66087e-07-0j -1.65142e-06-0j 
-1.87064e-11-0j 4.44162e-10-0j -4.49199e-09-0j 1.50706e-08-0j 6.12398e-10-0j -1.05759e-13-0j 2.52472e-06-0j -2.49521e-05-0j 4.09327e-05-0j -4.8847e-08-0j -0.0335275-0j -0.00272479-0j 7.44023e-07-0j 0.0207115-0j 4.82875e-08-0j -2.806e-07-0j -1.61252e-08-0j 3.59511e-12-0j -0.000440014-0j 9.09481e-07-0j -7.99801e-06-0j 1.2257e-07-0j -4.73318e-11-0j -4.00323e-07-0j 9.2873e-07-0j -1.35738e-09-0j -9.29142e-05-0j 3.58798e-08-0j 1.45914e-08-0j 4.07041e-10-0j 2.46285e-06-0j 2.00156e-07-0j -5.46541e-11-0j -7.98258e-06-0j 5.87514e-10-0j -8.43764e-06-0j 1.74401e-08-0j -3.25973e-07-0j -1.86336e-06-0j 7.19554e-10-0j -5.23494e-07-0j 9.74693e-06-0j -2.66146e-09-0j 1.01076e-10-0j -0.000182893-0j 3.95283e-10-0j 5.23649e-07-0j 0.00501776-0j -1.08235e-09-0j 2.02302e-08-0j -2.41842e-12-0j 4.35618e-08-0j -0.011641-0j -2.53139e-07-0j -2.95051e-11-0j -1.45471e-08-0j 3.24327e-12-0j 1.70138e-05-0j -0.000396951-0j -1.89841e-07-0j 8.20474e-07-0j -7.21528e-06-0j 0.221966-0j 1.56376e-07-0j -6.03864e-11-0j -8.57143e-05-0j 9.30794e-09-0j -2.25549e-09-0j -3.68592e-07-0j -4.24916e-09-0j 8.55116e-07-0j 2.7152e-06-0j -1.24979e-09-0j 4.19949e-08-0j -8.55495e-05-0j 3.30358e-08-0j 1.02981e-12-0j 1.34349e-08-0j 5.30016e-10-0j -6.88906e-08-0j 2.2998e-06-0j -1.11568e-05-0j 1.86906e-07-0j -5.10358e-11-0j 8.22105e-11-0j -7.45412e-06-0j 5.48619e-10-0j 2.61631e-09-0j -7.96069e-06-0j 0.000119932-0j 1.64543e-08-0j -3.07547e-07-0j 
-1.02955e-15-0j -4.80898e-12-0j 2.05905e-10-0j -3.4997e-09-0j 2.16416e-08-0j 8.03094e-10-0j 3.34547e-10-0j 9.52587e-07-0j -1.94687e-05-0j 7.32395e-05-0j -2.25239e-05-0j -0.0239163-0j -0.00225406-0j 0.0898383-0j 9.61886e-12-0j 2.15946e-08-0j -2.84307e-07-0j -1.6361e-08-0j -9.09481e-07-0j -0.000451918-0j -0.000105299-0j -9.39139e-09-0j 7.13856e-08-0j -1.33411e-10-0j -2.19904e-07-0j 1.35485e-06-0j 7.11913e-06-0j -5.41137e-05-0j 6.32918e-08-0j 5.35895e-09-0j 1.65455e-09-0j 1.75683e-06-0j 1.65577e-07-0j -3.46253e-05-0j 7.73498e-09-0j -1.74401e-08-0j -8.66592e-06-0j -4.29163e-06-0j 1.42771e-07-0j -1.08523e-06-0j -1.38648e-05-0j 8.55517e-05-0j 8.06305e-06-0j -6.13763e-07-0j -0.000793318-0j -1.20528e-11-0j 1.08235e-09-0j 1.67221e-06-0j 5.37817e-07-0j 2.66343e-07-0j 6.05049e-09-0j 8.67751e-12-0j 0.00275634-0j 1.94813e-08-0j 2.39351e-13-0j -2.56483e-07-0j -1.47598e-08-0j -0.016982-0j -8.20474e-07-0j -1.79426e-11-0j -0.000407691-0j -9.49936e-05-0j -0.0170071-0j -1.19816e-08-0j 9.10744e-08-0j 0.129274-0j 4.03742e-08-0j 2.59824e-10-0j -1.22837e-10-0j -5.6305e-13-0j -2.02474e-07-0j -6.19594e-08-0j 1.24746e-06-0j -1.60322e-09-0j 6.55484e-06-0j -4.98245e-05-0j 4.53168e-17-0j 5.82751e-08-0j 6.97799e-09-0j 3.27661e-08-0j 1.54501e-09-0j 1.72473e-06-0j 1.64053e-06-0j 1.54616e-07-0j -1.23264e-07-0j -3.2333e-05-0j 7.2229e-09-0j -2.49418e-09-0j -1.64543e-08-0j 8.05708e-08-0j -8.17608e-06-0j -4.04904e-06-0j 
5.53917e-18-0j -2.82443e-16-0j 8.03296e-15-0j -1.36534e-13-0j 1.27106e-12-0j -4.32078e-12-0j -3.43262e-12-0j 1.19568e-10-0j -2.03227e-09-0j 1.54476e-08-0j 6.08666e-07-0j -1.13327e-05-0j 6.09116e-05-0j -0.0198126-0j -8.63517e-14-0j 2.54213e-12-0j -3.34686e-11-0j 1.46878e-10-0j 2.18463e-08-0j -2.87619e-07-0j -0.000654781-0j 2.54401e-10-0j -1.93374e-09-0j 1.43804e-12-0j -3.45663e-11-0j 3.21794e-10-0j -2.57255e-07-0j 1.95544e-06-0j -3.45919e-09-0j 1.66297e-08-0j -2.23124e-11-0j 4.15435e-10-0j -2.2329e-09-0j 2.52446e-06-0j 2.40029e-08-0j 3.14039e-10-0j -4.13452e-09-0j -1.77654e-05-0j -3.86749e-09-0j 2.93974e-08-0j -1.44942e-09-0j 2.69866e-08-0j -1.45049e-07-0j 5.50863e-09-0j 8.68843e-05-0j -4.02877e-16-0j -1.94896e-11-0j -3.61193e-08-0j 2.56593e-10-0j 1.10254e-06-0j 5.73335e-13-0j -7.79008e-14-0j 8.68201e-07-0j 2.29334e-12-0j 1.24927e-17-0j -3.01932e-11-0j 1.32504e-10-0j -8.08251e-06-0j 1.97083e-08-0j 1.61037e-13-0j -2.59471e-07-0j -0.0005907-0j 0.00185897-0j 3.24567e-10-0j -2.46709e-09-0j -0.0141303-0j -2.20663e-09-0j 8.10218e-15-0j 1.32406e-12-0j 4.3308e-15-0j -3.18264e-11-0j -6.47719e-12-0j 2.96288e-10-0j -1.50854e-13-0j -2.36864e-07-0j 1.80044e-06-0j -2.21612e-19-0j -3.185e-09-0j 2.16538e-08-0j 2.56403e-12-0j -2.08353e-11-0j 1.34833e-10-0j 3.87932e-10-0j -2.08507e-09-0j -1.94896e-11-0j 2.35733e-06-0j 2.24139e-08-0j -9.73761e-14-0j 2.96288e-10-0j -1.44942e-09-0j -3.90081e-09-0j -1.67612e-05-0j 
0.00515483-0j -0.00529729-0j 2.51742e-05-0j -1.09074e-08-0j 1.02301e-12-0j -1.86947e-17-0j -0.00174846-0j 3.16372e-06-0j -8.15978e-10-0j 4.45259e-14-0j 1.3539e-07-0j -2.53967e-11-0j 7.33809e-16-0j -3.19093e-13-0j 0.0622713-0j -4.6732e-05-0j 6.19856e-09-0j -1.46235e-13-0j -2.01842e-06-0j 1.90768e-10-0j 1.81516e-12-0j -9.44373e-08-0j 3.85891e-12-0j -2.63432e-05-0j 9.6087e-09-0j -6.42162e-13-0j 2.99063e-10-0j -1.22204e-14-0j -1.58846e-09-0j 7.19515e-14-0j -1.78249e-06-0j 3.34363e-10-0j -9.66105e-15-0j 7.27644e-12-0j -2.38978e-11-0j -8.72964e-08-0j 8.2507e-12-0j 1.11024e-13-0j -3.11275e-09-0j 1.27194e-13-0j 1.68497e-12-0j 7.21915e-09-0j -2.0859e-13-0j -3.44258e-17-0j 1.11089e-10-0j 0.000142075-0j -2.49877e-06-0j 1.84231e-06-0j 2.36168e-10-0j 3.17794e-12-0j -1.14413e-15-0j -0.00024413-0j -6.71984e-10-0j 1.83209e-07-0j 0.00227065-0j -2.4301e-11-0j 5.73304e-16-0j 4.49096e-14-0j 7.91308e-09-0j -0.00436249-0j -7.47894e-13-0j -7.11622e-15-0j -1.20753e-11-0j -6.01114e-08-0j 2.45628e-12-0j 4.93421e-16-0j 4.40348e-12-0j -1.48422e-07-0j -2.42552e-05-0j 0.351439-0j 8.84709e-09-0j 2.93191e-05-0j -5.91262e-13-0j -0.000635905-0j 2.75358e-10-0j -1.12517e-14-0j -0.000765119-0j -1.46256e-09-0j 9.36895e-14-0j 1.64011e-07-0j -1.66448e-06-0j -1.55583e-08-0j 3.12227e-10-0j -9.02146e-15-0j -8.94968e-12-0j 6.79472e-12-0j -2.23157e-11-0j 2.70685e-11-0j -8.23619e-08-0j -3.84853e-05-0j 7.78433e-12-0j 1.04748e-13-0j 
5.31041e-06-0j 0.00407837-0j -0.00774083-0j 3.21948e-05-0j -1.01467e-08-0j 4.33697e-13-0j 0.000153499-0j -0.00152786-0j 2.68552e-06-0j -4.63956e-10-0j 1.1561e-06-0j 6.25638e-08-0j -6.79173e-12-0j -9.61886e-12-0j 0.0832114-0j 0.0457129-0j -3.06732e-05-0j 2.03314e-09-0j -2.88685e-05-0j -6.58763e-07-0j 7.30089e-11-0j -2.03083e-06-0j -1.77804e-08-0j -0.000111055-0j -1.57432e-05-0j 4.4544e-09-0j 6.43122e-09-0j 5.63067e-11-0j -4.78833e-08-0j 2.89401e-12-0j -1.52207e-05-0j -8.23691e-07-0j 8.94172e-11-0j 2.19344e-10-0j -9.61206e-10-0j -1.24856e-06-0j -2.84914e-08-0j 4.46555e-12-0j -6.69383e-08-0j -5.86058e-10-0j -1.25251e-08-0j -1.77841e-05-0j 1.93059e-09-0j 6.38636e-13-0j 3.34872e-09-0j 0.00287015-0j -3.57387e-05-0j 7.76665e-06-0j -8.15537e-07-0j 1.27822e-10-0j 1.98925e-11-0j -0.000326225-0j 1.101e-06-0j -0.000179214-0j -0.000545933-0j 1.20252e-07-0j -7.9708e-12-0j -3.11518e-10-0j 1.13177e-07-0j -2.93191e-05-0j 2.58263e-09-0j -2.86226e-13-0j -2.59673e-10-0j -1.29267e-06-0j -1.13176e-08-0j -2.27349e-12-0j 1.3274e-10-0j 0.000216285-0j -0.000102253-0j -0.0308532-0j -1.44953e-05-0j -0.00448809-0j 4.10133e-09-0j 0.307099-0j 5.92146e-09-0j 5.18436e-11-0j -4.69044e-07-0j -4.40879e-08-0j 3.76834e-12-0j -0.000539787-0j -1.42131e-05-0j 3.05709e-05-0j -7.69161e-07-0j 8.34976e-11-0j 9.32549e-08-0j 2.04823e-10-0j -8.97572e-10-0j -1.78561e-07-0j -1.17798e-06-0j -0.000328627-0j -2.68809e-08-0j 4.21313e-12-0j 
1.11594e-09-0j 4.34729e-06-0j 0.00299378-0j -0.00978915-0j 2.90482e-05-0j -4.16216e-09-0j 1.65241e-07-0j 0.000185919-0j -0.00125856-0j 1.47732e-06-0j 1.52984e-06-0j 1.0416e-06-0j 1.6125e-08-0j -1.33295e-10-0j 0.000282168-0j 0.12151-0j 0.0289949-0j -9.72491e-06-0j -0.000118621-0j -1.83376e-05-0j 1.5198e-09-0j -1.68317e-05-0j -7.43486e-07-0j 6.72756e-06-0j -0.000129943-0j -7.04025e-06-0j 5.33025e-08-0j 2.35446e-09-0j -6.63553e-07-0j 6.02436e-11-0j -2.01413e-05-0j -1.37133e-05-0j -2.12295e-07-0j 3.0396e-09-0j -2.00091e-08-0j -5.13035e-06-0j -7.93097e-07-0j 9.29578e-11-0j -5.5479e-07-0j -2.4506e-08-0j 2.38529e-05-0j -0.00029608-0j -4.58362e-06-0j -4.59206e-09-0j 4.64055e-08-0j -0.000352391-0j -0.000146851-0j -4.70492e-07-0j -2.27016e-05-0j 2.66082e-09-0j -1.27087e-07-0j -1.10622e-06-0j 9.08756e-06-0j -0.000476372-0j -3.46915e-07-0j -0.000113672-0j 3.81258e-08-0j 4.9236e-07-0j 4.65046e-07-0j -1.55583e-08-0j 7.18912e-08-0j -5.95827e-12-0j -2.1522e-09-0j -1.07138e-05-0j -4.73246e-07-0j -9.50662e-11-0j 1.83948e-09-0j 0.00301059-0j 6.19431e-06-0j -3.32133e-05-0j -0.000119643-0j -3.05709e-05-0j -6.48222e-06-0j -0.0373696-0j 4.90776e-08-0j 2.16784e-09-0j -7.02465e-11-0j -6.10957e-07-0j 7.84443e-11-0j 0.25297-0j -1.88079e-05-0j -0.0046139-0j -1.28054e-05-0j -1.98241e-07-0j -0.00029694-0j 2.83837e-09-0j -1.86845e-08-0j 0.000253436-0j -4.84035e-06-0j -0.000434866-0j -7.48267e-07-0j 8.77033e-11-0j 
6.45592e-14-0j 7.07244e-10-0j 2.4711e-06-0j 0.00189883-0j -0.0116636-0j 1.54433e-05-0j 2.6915e-11-0j 1.53873e-07-0j 0.000178716-0j -0.000897707-0j 2.61337e-09-0j 2.73817e-06-0j 5.24581e-07-0j -7.13327e-10-0j 7.69592e-08-0j 0.000311808-0j 0.153561-0j 0.0118704-0j 5.56588e-06-0j -0.000147413-0j 1.63374e-08-0j -2.94557e-05-0j -1.20057e-05-0j 3.70661e-09-0j 9.15892e-06-0j -0.00011402-0j 9.32801e-08-0j 3.80196e-08-0j -3.55099e-06-0j 6.47599e-10-0j -3.44066e-08-0j -3.60497e-05-0j -6.90643e-06-0j 1.62664e-08-0j -2.15091e-07-0j 2.40723e-07-0j -6.37559e-06-0j 9.99267e-10-0j -9.7089e-07-0j -3.95721e-07-0j -0.00473989-0j -0.000778341-0j -0.000149115-0j 1.1326e-05-0j 2.48338e-07-0j -1.73708e-07-0j 6.89046e-06-0j -2.59222e-10-0j -0.000182495-0j 2.8603e-08-0j 0.000234749-0j -3.01713e-10-0j -6.40529e-07-0j -1.22242e-06-0j -4.02446e-11-0j -0.000602024-0j -4.65372e-05-0j 7.97397e-06-0j -2.18206e-08-0j -1.68497e-12-0j 5.77922e-07-0j -6.40495e-11-0j -3.76637e-09-0j -1.87492e-05-0j -7.64191e-06-0j -1.53512e-09-0j 9.84392e-09-0j -0.000188346-0j 3.41282e-09-0j -5.40989e-09-0j 8.43295e-06-0j -1.25251e-08-0j -0.000104982-0j -3.09285e-05-0j 8.58864e-08-0j 3.5006e-08-0j -3.1581e-15-0j -3.26953e-06-0j 8.4325e-10-0j -0.0359219-0j -3.21288e-08-0j -2.38529e-05-0j -3.36631e-05-0j -6.44921e-06-0j 0.180438-0j 1.51895e-08-0j -2.00852e-07-0j 0.00272843-0j 2.27116e-07-0j -7.42866e-07-0j -6.01521e-06-0j 9.42783e-10-0j 
8.19816e-19-0j 1.92803e-14-0j 1.89409e-10-0j 7.3865e-07-0j 0.000777347-0j -0.0134471-0j 7.33809e-16-0j 1.17892e-11-0j 6.92136e-08-0j 0.00012071-0j 2.50829e-13-0j 2.15399e-09-0j 3.99901e-06-0j 2.36659e-11-0j 2.9409e-12-0j 3.99316e-08-0j 0.000181594-0j 0.182849-0j 1.07466e-09-0j 6.52564e-06-0j 6.20915e-08-0j -1.7366e-08-0j -6.08824e-05-0j 2.12836e-13-0j 2.35958e-09-0j 7.58758e-06-0j 5.49946e-11-0j 1.92802e-07-0j 1.1781e-07-0j 2.46125e-09-0j -3.30232e-12-0j -2.83586e-08-0j -5.26494e-05-0j -5.39666e-10-0j -8.17473e-07-0j 4.64789e-11-0j 2.82233e-07-0j 3.7978e-09-0j -5.72402e-10-0j -2.00674e-06-0j -1.1326e-05-0j -6.12285e-07-0j -0.00113674-0j -0.00486604-0j -8.23907e-09-0j -9.49942e-12-0j 1.33041e-09-0j -1.48847e-14-0j 8.07862e-06-0j 1.08708e-07-0j 0.00178433-0j -1.15296e-14-0j -1.65017e-10-0j -1.56549e-10-0j -8.52782e-16-0j -7.11925e-07-0j -0.000716848-0j -5.30638e-07-0j -4.21313e-12-0j -3.44258e-17-0j -2.55833e-08-0j -2.43425e-10-0j -2.22052e-12-0j -1.10539e-08-0j -3.8753e-05-0j -7.78475e-09-0j -3.26589e-10-0j -4.38328e-08-0j 1.95966e-13-0j -1.47495e-13-0j 2.17255e-09-0j -6.38636e-13-0j 6.98617e-06-0j -2.36961e-09-0j 5.06356e-11-0j 1.7752e-07-0j -3.27994e-20-0j 1.08472e-07-0j 3.20484e-09-0j -1.39119e-05-0j -3.0837e-12-0j -4.59206e-09-0j -2.64812e-08-0j -4.91639e-05-0j -0.0242627-0j -5.03939e-10-0j -7.63354e-07-0j -5.95525e-05-0j 4.38517e-11-0j -7.12996e-11-0j 2.66279e-07-0j 3.58313e-09-0j 
