-0.069593-0.0165114j 0.00702755+0.0120201j -0.013223-0.0425725j 0.0217983+0.0548923j 0.00327384+0.0237466j 0.0225264-0.0289267j 0.00515018+0.0278492j 0.0188004-0.0429627j -0.0198696+0.0173417j -0.00384195-0.00123858j 0.0405296+0.00180817j -0.0094267+0.00496798j -0.00755191-0.0328231j 0.0056675+0.0123209j -0.0533876+0.0172912j -0.00961053-0.00977331j 0.00770035-0.0154402j -0.0147983+0.00589281j 0.000795178+0.00416408j -0.0144754-0.00426295j -0.0049706-0.00922702j -0.0169073-0.00327519j -0.0028034+0.00629634j -0.0275205+0.0104271j -0.0190244-0.00039077j -0.0161534-0.000418955j -0.0251665-0.00823482j -0.000708407-0.0100743j 0.0153844+0.00838277j -0.0139216+0.0194996j -0.0212047+0.00379265j -0.0123689+0.00907374j 0.000793339+0.00425165j 0.00129198-0.00821661j -0.00368144+0.00679855j 0.00249448+0.000646225j -0.0057092-0.00515621j 0.00339344-0.00495366j -0.0163596+0.00857654j -0.00162819+0.000749066j 0.0105454+0.0031353j -0.00780968+0.0154751j -0.00717522+0.0128375j -0.0045377-8.11739e-05j 0.0109574+0.00229852j 0.00785413+0.00372624j 0.000995439+0.00180026j -0.000385028+0.00776092j -0.00407627-0.00149881j 0.0287846-0.00888826j -0.00536872+0.00931909j 0.0154457+0.000532479j -0.00819123-0.00344729j 0.00930937-0.00711765j -0.00827037+0.00450911j 0.00359602-0.00767633j 0.00768359-0.00433429j 0.00106416+0.000995149j -0.00398128+0.00353207j -0.00399999-0.00177448j -0.0245007+0.00176517j -0.0119329-0.0116991j -0.0128953-0.0178094j -0.0146478-0.00550144j 0.0204559+0.00646272j -0.0216627-0.00821692j 0.00889255-0.0237915j 0.00637851-0.00256138j 0.00659729+0.0154953j 0.00776148-0.0232785j 0.0281629+0.0106669j -0.0320303-0.0603889j -0.0151024+0.00331321j 0.00934131-0.012399j 0.0192666-0.0136723j -0.0540783+0.00665177j 0.0136433+0.0227671j 0.0410256+0.0435628j -0.0826413+0.0060048j -0.0523074+0.0774379j 0.0396353-0.070063j 0.0637362-0.0300255j 0.0714566+0.0477508j 0.0384175-0.0916514j 0.0028177-0.0786309j -0.059025+0.00660117j -0.0545741+0.0816671j 0.0784572-0.0368143j -0.0627743+0.00250818j 0.100112-0.113751j -0.199729-0.135079j 0.0699297+0.146966j 
0.0016741-0.0286323j 0.0282653-0.0337344j -0.0332699-0.000335692j 0.0226039+0.00550233j 0.0131829-0.00674621j 0.0470897+0.0283484j 0.0429837-0.00325258j -0.00580868-0.0101887j -0.0341189+0.0068226j 0.0366149-0.0372568j 0.0290474-0.00228929j 0.0149201-0.00839142j 0.0148748+0.0219958j 0.0375791-0.0180626j 0.0533022-0.033054j -0.00155163+0.00594908j 0.00469892-0.0034366j -0.0179978+0.00986808j 0.0411188-0.0223347j -0.00442281-0.0130797j -0.0511863-0.0665202j 0.0433424+0.0475407j -0.00194877-0.00530514j -0.00791713-0.0319038j 0.0249495-0.0416085j 0.00538776-4.89548e-05j 0.0332338-0.00792201j -0.00168347-0.0144046j 0.0286837-0.0145578j -0.0101392+0.049942j -0.0206445+0.00128677j -0.0450112-0.00248842j -0.00614376+0.0773609j 0.0398971+0.00533292j 0.0196226-0.0076427j 0.00342264+0.0357781j 0.00403113+0.0575271j 0.0437809+0.0382536j -0.0141321+0.0208703j 0.0356243+0.0286637j 0.00624025+0.0122631j -0.06557-0.0111208j -0.0294772-0.00590792j -0.00718566-0.097917j -0.0105274-0.00957926j -0.00679299+0.054625j 0.0120058+0.0344493j -0.00732351+0.0191043j -0.00959526-0.0237324j -0.00233908-0.066021j 0.11865+0.0978629j 0.0576482-0.0181848j 0.00158814-0.0324641j -0.0474732-0.0251361j -0.0132658+0.0406059j 0.0379245+0.0161645j -0.023342+0.111234j 0.0137494+0.0288105j 0.0347891-0.0720301j 0.0814023+0.0845334j -0.0385928-0.0312153j -0.0172784+0.0563114j 0.11268-0.0372688j 0.0764628+0.117512j 0.0491746-0.0532698j 0.0280717+0.00631012j 0.1127+0.0394834j 0.102544-0.0204274j -0.0365195-0.025702j -0.00484149-0.0808576j -0.0279889-0.0723746j -0.00390654-0.0876079j 0.00447856+0.00485243j -0.0792469+0.00863612j 0.0696731+0.0233531j -0.0717382-0.0441019j 0.0136574+0.00362346j 0.0101224-0.00667658j -0.0135847-0.0385979j -0.048852-0.0780299j 0.00558902+0.0436018j 0.0126187+0.0522214j -0.030474-0.0138876j -0.000498351-0.00743676j 0.0264837-0.0559405j 0.036205-0.018462j -0.0487631+0.0316625j -0.0596929-0.0236056j -0.00731123-0.0240259j -0.0511187-0.0421241j 0.0231369+0.0232303j 0.0215834-0.014694j 
0.0148801-0.0158844j -0.000450567-0.00040611j 3.79326e-05+0.0106026j 0.00952874-0.0294902j 0.0162148-0.0143385j 0.0462197+0.029927j -0.0254525-0.0547712j -0.0094037+0.00225972j 0.0194123+0.0131468j -0.0122007+0.033303j -0.0549989+0.0188226j 0.0100407+0.0217308j -0.0167351-0.0257239j -0.000512629-0.00560241j -0.00380798-0.00701972j 0.0192074+0.0392384j 0.00433778-0.00480184j 0.00802577-0.0315468j -0.0288712+0.0158402j 0.0151455+0.0227485j -0.00976651-0.0304375j -0.0262209-0.0289295j 0.0256166+0.0114432j -0.0136462+0.00201867j -0.0423987-0.0114012j 0.0281551-0.00987942j -0.00649751+0.00475347j -0.00668994+0.0359464j 0.00925364+0.0336101j 0.00105679-0.0266473j -0.00128822+0.039674j 0.0338357-0.0069146j 0.056584+0.0133422j 0.0212088+0.0424592j 0.0221+0.0131701j 0.0316806+0.0403298j -0.00732293+0.0197481j -0.0493659+0.00504672j 0.00516029-0.0176953j 0.0107297+0.0210719j 0.0712259+0.0753602j 0.075395+0.0181926j -0.0183082-0.0307944j -0.0797263-0.000818384j 0.00904458+0.00309268j -0.00388833-0.0447728j -0.00546862+0.024319j 0.0873787+0.00188744j -0.0295239+0.0636915j 0.0332886-0.00455671j -0.0406545+0.00773321j 0.0342619-0.0816919j -0.0351949-0.000434266j 0.0725954+0.0407835j 0.00535611-0.0605025j -0.113747-0.0546684j 0.158087+0.0426087j -0.0898779+0.0496783j 0.0531534-0.0474628j -0.0476177-0.114526j 0.0135485+0.106855j 0.0661084-0.187571j 0.0845923+0.030248j 0.0204653-0.106928j -0.116451-0.0293948j -0.0902862+0.0788951j 0.0619544-0.125301j 0.0485711+0.119816j 0.0111197+0.161598j 0.0747334+0.0188548j -0.0917213-0.0740769j 0.0355158+0.126324j -0.0459196+0.00924455j 0.0299815+0.0378003j 0.0103923-0.0603029j -0.0566408+0.000141135j -0.0761629-0.0297853j 0.107265+0.104068j -0.0544229-0.147516j 0.129842+0.055859j -0.0404971+0.0674607j -0.024043-0.114626j 0.1014+0.0355281j 0.0809053+0.0885815j 0.028067-0.0065052j 0.0155277+0.0371995j -0.0758781-0.0256367j -0.011808+0.0102658j -0.00652064-0.0655278j -0.00441612-0.00514087j -0.0137915+0.0349103j 0.031729+0.01739j 
-0.0209262-0.00498374j -0.00449955-0.00724672j -0.0152294-0.016942j 0.026319+0.0273508j -0.0215789-0.00533745j -0.0298945-0.0113449j 0.0135124+0.0482992j 0.00508874-0.00572491j -0.0342331+0.0217807j -0.00302427-0.0186482j 0.0260782+0.0127817j -0.000960565-0.0380946j -0.00270339+0.0126688j -0.00071229-0.016184j 0.0138013+0.00924769j 0.0015718-0.0072474j 0.0349992-0.00206891j -0.010429-0.0412864j -0.00180429+0.023112j 0.0198848-0.0159355j 0.026874+0.00755856j -0.0222082-0.0177598j 0.0269936+0.00751249j -0.0528546+0.0251801j -0.00924394+0.0365447j -0.00643567-0.0109558j -0.0379432+0.0123437j 0.0158154-0.0334908j 0.0108345-0.00370958j -0.00139176-0.00855396j -0.0227246+0.0400833j -0.000763433-0.0196398j 0.00260588-0.0592659j -0.000331911-0.0145863j -0.0303604+0.0425534j -0.0167721+0.0012015j -0.0354917+0.0118603j 0.018292-0.00727711j -0.031354-0.00962983j -0.0350857-0.00993226j 0.0317058-0.0199156j -0.0277328+0.0688073j 0.00213839+0.0176044j 0.00431729+0.0440652j -0.0559756-0.0131285j -0.0160987+0.0245933j -0.0495479+0.0380865j -0.0333252-0.016507j 0.00680328+0.023648j 0.019487+0.00810617j 0.0867021-0.0955589j 0.0557226-0.0258932j 0.0633004-0.0142297j -0.0568085-0.0617525j -0.0409875+0.0257581j 0.0893392+0.0464967j 0.0764527-0.0739287j 0.0156527-0.0666603j 0.0324763-0.0201566j -0.0147936-0.112505j -0.00221045-0.0433628j -0.0838157+0.0658474j -0.0519088+0.0019526j -0.0400449-0.0223007j 0.00746615+0.0887425j 0.0627907-0.0393943j 0.0576823+0.0764774j 0.0153911-0.042832j 8.77484e-07-0.0463782j 0.0502546+0.0143695j 0.0904977+0.0245421j 0.0423727-0.0547122j -0.0132127+0.00590369j -0.0335274+0.00186754j -0.00103495-0.00647969j 0.0150433+0.00169195j 0.0588694+0.0381073j -0.0366748+0.0393936j 0.113872+0.074859j 0.0293093+0.0948441j 0.046947+0.0694299j 0.0459685-0.00326008j -0.0340035+0.0105328j 0.0530581-0.0404454j 0.0710348-0.0200592j 0.0347057+0.00834737j 0.0362937+0.0738165j -0.030934-0.0231674j -0.0135866+0.0259654j 0.00363748+0.00872442j -0.0206132-0.0313985j 0.0117965+0.0218341j 
0.000966744+0.00642594j -0.00611107+0.0135449j 0.0123141-0.0194302j 0.0141271-0.00792519j -0.02404+0.0132012j -0.0130534-0.00777081j -0.0209591+0.0265786j -0.00614048+0.0182559j 0.0842407-0.0196803j -0.0312003+0.0153523j -0.0149294+0.00037327j 0.0241618-0.0295629j -0.0422069+0.00998545j -0.0328343+0.0154257j -0.000260073-0.0118057j 0.0846557+0.0250663j 0.0370526-0.0224365j 0.0308537-0.00276807j -0.0277081+0.0470333j -0.000307875-0.0350575j -0.0196615-0.00274543j -0.0534843+0.0381932j 0.0118344+0.014536j -0.0189571+0.0399733j -0.0123225-0.00802038j 0.064157+0.0297956j -0.00964602-0.04968j -0.0270095+0.0152561j 0.00362896-0.00957691j -0.0360682-0.0239118j -0.0244145+0.000788172j 0.0112317+0.034484j -0.0922042+0.0202424j 0.00400236-0.0467188j 0.0205202+0.0069244j -0.0182185-0.0337042j -0.0211397-0.0363406j -0.0224447-0.0337413j 0.0230787-0.010794j 0.0315077-0.0402463j 0.0565427+0.00550524j 0.0310618-0.0597589j 0.00765768-0.0827288j 0.0474449-0.0317379j -0.00573993+0.0799024j 0.0497231+0.0255777j 0.040935-0.0397888j -0.00855725-0.015824j -0.0247322-0.0684417j -0.0607813-0.10945j -0.0309403-0.0268677j 0.0244685+0.0116767j -0.0192228-0.0776361j 0.0228004+0.0265484j 0.00360241-0.0327923j -0.0228068-0.026401j 0.059766-0.0301319j -0.0273412+0.0152678j 0.0326625-0.0459898j 0.0317019+0.111221j -0.00491127-0.0382353j 0.0643925-0.0816616j 0.121374-0.00262761j -0.0265281-0.0498263j 0.0382357-0.0278889j -0.0485011+0.0493042j 0.0441731+0.0277643j -0.00953078+0.044052j 0.0523499+0.0420449j 0.0465962+0.00927281j 0.00684937-0.0942032j -0.0226285+0.0465545j -0.00730165+0.0544597j 0.0906904-0.00966425j 0.0257989-0.0395483j 0.0588188+0.0473824j 0.0615455-0.037221j 0.0281189+0.0188111j -0.0312633-0.0260093j 0.0123834+0.0278553j -0.0308482-0.0229082j 0.011829-0.0245849j 0.0163927-0.0434979j 0.00275391-0.0452676j 0.0546395+0.00182655j 0.0320627+0.0181421j -0.0184081-0.0437296j 0.00509865-0.0139334j 0.00236083+0.00352928j 0.0391781+0.00401503j -0.0117577-0.00383427j 0.00320443+0.00991073j 
-0.00151839-0.00872052j 0.0104836-0.0115407j -0.0101291+0.0106303j -0.00497461+0.000748429j 0.0116375-0.0161165j 0.0218461-0.000212635j 0.0159157-0.0150317j 0.0102574-0.00968917j -0.00914915-0.0272201j 0.034735-0.00908314j -0.0203711-0.0152396j 0.0239434-0.0444466j 0.0442702-0.0205317j 0.0287397-0.0142833j 0.0154606+0.0220183j -0.0524471-0.00658648j 0.0383058+0.00473039j -0.00361786+0.0231993j -0.0179817-0.00837618j 0.0200246-0.0342167j 0.0133195+0.016805j -0.000750898-0.00137249j -0.0029254+0.0120903j 0.0190251+0.00967476j -0.0103825-0.0140392j -0.0364762+0.00920034j 0.0117011+0.0098128j 0.0648023-0.0352709j -0.00540269-0.00904992j -0.00657245+0.0800226j -0.0110672-0.0122256j -0.0284112+4.00638e-05j 0.0384131-0.0427027j -0.00751901-0.000433202j -0.0144922+0.000400946j 0.0246334+0.0358956j 0.022348-0.0143914j 0.0245469-0.034182j -0.0459427+0.0338265j -0.004585+0.0249577j 0.0443995-0.0189171j -0.03322+0.0481258j 0.10523-0.102313j -0.0374074+0.067781j 0.000223147-0.0337795j 0.00162822-0.000918023j 0.0497488+0.0148624j 0.009214-0.0117716j 0.0249217+0.0555786j 0.0215191-0.0221651j 0.0393466+0.0506029j 0.0109976-0.00555562j -0.00739841-0.0244677j 0.0330505+0.100801j 0.122717-0.0823189j -0.03042-0.0131457j -0.0674144-0.00390303j -0.00670367-0.0106132j 0.00434076+0.0576533j -0.00173322-0.0303049j 0.0561604+0.0461198j 0.118585+0.0177115j 0.0630442+0.0712905j -0.0187093-0.0376326j 0.0201878+0.0499209j -0.105296+0.014355j -0.0269155-0.0454983j 0.0132887+0.0698677j -0.0590714-0.0344775j 0.00300117-0.017223j -0.00855905+0.021651j 0.0254055+0.0361582j 0.0141823-0.0106409j -0.0129375+0.00272187j -0.0597344+0.0285148j 0.0456303+0.0103521j -0.00141204-0.061035j -0.0115549+0.00520066j -0.0143996-0.000254111j -0.11831-0.0819601j -0.0350761-0.0497358j -0.0316283+0.0225954j -0.0356235-0.00518984j 0.0336236-0.0128791j -0.0227488+0.00222909j -0.00119994+0.0291857j -0.0207904-0.00572171j -0.00203272-0.0311051j -0.00192965+0.0105291j -0.0103408-0.0214841j 0.0308844+0.0209842j 0.00154195-0.0250567j 
0.0100865-0.00291696j -0.00105647-0.0189804j 0.000799437+0.00390749j 0.0213471-0.0212581j -0.0206108-0.0237098j 0.00516752-0.0051878j 0.0233821-0.0395032j -0.00365915+0.00564075j -0.0195703-0.013846j -0.01126-0.0151527j 0.0443447-0.0665197j -0.00816132-0.0904633j -0.00189989+0.0292612j 0.00645428+0.00892697j 0.0159248-0.00781882j -0.00661034-0.0472028j 0.0128635-0.0625338j 0.000546452-0.0107064j 0.00167959-0.0153146j 0.00811126-0.0529459j 0.00226097+0.0435189j -0.0362488-0.00446523j -0.00813514-0.0113608j -0.0248281-0.00202705j 0.010825-0.0109828j -0.000455842+0.0282044j -0.0375403-0.00931554j 0.000193881-0.0338255j -0.0132936+0.0349971j -0.0126784-0.0339903j 0.0551079-0.00740743j 0.00530115-0.0465048j -0.039787+0.0150121j -0.0106276-0.0253839j 0.0448957-0.0113569j 0.0317812-0.0262044j -0.0144356+0.029914j 0.0365772+0.0325205j 0.0524949-0.0280443j -0.0329561+0.0304829j 0.011005+0.0433214j -0.000891575-0.0643475j -0.0352702-0.0453538j -0.0529293+0.116951j 0.0633673-0.0597368j 0.0390381-0.00951271j -0.0783844+0.0815183j -0.00853981-0.0966599j 0.0754852-0.0283677j 0.0348151+0.076708j 0.0971238+0.0652033j -0.00158558+0.0160459j 0.069405+0.0770009j -0.0370393-0.010613j 0.0698725+0.0446804j -0.0470137+0.0508748j 0.0210989+0.114667j 0.0292262+0.0313829j -0.0153086+0.0233874j 0.063288+0.160785j 0.0738599+0.0249659j 0.0285507+0.0405545j 0.0809134+0.0653227j 0.0368993+0.104647j 0.0573712-0.0119433j -0.0165653+0.0400211j 0.034467+0.0616944j 0.0843951+0.0333764j -0.00576453-0.0123111j -0.0170478-0.052268j 0.027949-0.0884872j -0.0271774+0.0919744j -0.0572718+0.0683414j 0.0402218+0.037427j 0.0688561-0.00523732j -0.0169209-0.0615181j 0.0726126-0.0858636j 0.0678123-0.00263755j -0.0572541-0.0408149j -0.0192919-0.125003j -0.0375844+0.0152715j -0.0140875+0.0164023j -0.0834933-0.0736375j -0.0272327-0.0041598j 0.00497145-0.0432974j 0.0125302+0.00659393j 0.00617906+0.0790183j -0.029057-0.000802095j 0.0132359+0.00116968j -0.0171959-0.0114246j 0.0664548-0.00283963j -0.0268364-0.061761j 
0.00417469+0.0129586j 0.0203268-0.00556909j 0.00330516-0.0341141j 0.0347583-0.00108577j -0.0209396+0.00391144j 0.00466459+0.00831056j -0.0194513-0.0397781j 0.0143291+0.00350298j -0.0325381+0.00981287j 0.0150539+0.0292828j 0.0100146-0.0382126j -0.00987861+0.0154303j -0.0033754+0.0187988j -0.0294665+0.00502597j -0.0398432-0.050307j 0.0712515-0.00732645j 0.00687643+0.0618155j 0.0213207-0.0700712j -0.0405515-0.0317277j 0.026154+0.0133887j 0.0106912+0.00205981j -0.0164662-0.00839754j 0.0491206+0.00962931j 0.0280357+0.0162669j 0.00140729+0.0448067j 0.059099-0.0175636j 0.0501474-0.0346367j -0.0398944-0.0402035j 0.00400699+0.000794696j -0.00610898-0.0592413j -0.0155077-0.0321774j 0.0252174+0.00643849j 0.0263584-0.0141585j 0.00901942-0.0771146j -0.077062+0.0240104j -0.0185946+0.0123351j 0.0575085+0.0520126j 0.0441871-0.00318794j 0.0117331-0.0244167j 0.00695074+0.0173532j 0.0103636+0.00539092j 0.0254306+0.0248601j 0.0232592-0.0217143j -0.0287549-0.0894814j 0.132019+0.0294045j -0.0741441+0.0659323j 0.0161263+0.029235j -0.0287931-0.0149761j -0.0281786+0.0521557j 0.018179-0.0794223j 0.0457383+0.100395j 0.021086-0.0341114j -0.0623226-0.0885472j 0.0634503+0.0588292j 0.0751711+0.152667j -0.103769-0.00423227j 0.0769247-0.00304877j 0.0395646-0.0149261j 0.012045+0.00243575j 0.0966672+0.0096935j -0.0811279+0.0376087j 0.0660129+0.0783498j 0.0832512+0.13982j 0.161438-0.00394486j -0.0658051+0.0948386j -0.0572145+0.116586j -0.0339095-0.0621275j -0.0508164+0.0735087j -0.00224515+0.0414943j 0.0846187-0.104138j 0.0572695+0.0687196j -0.0107125-0.0403206j 0.0280887+0.0234679j -0.0786879-0.087526j -0.0759387-0.0375513j -0.0129026+0.00548255j -0.123138-0.0390666j 0.00553498-0.032494j -0.00553643-0.0524666j 0.0458783-0.0398984j -0.0242775+0.0180935j 0.0241532-0.0270864j 0.0124074-0.0344142j 0.0706063+0.0680624j 0.0587506-0.0624616j 0.0303456+0.00104251j 0.0269316-0.00531868j -0.0387631-0.0619839j -0.00781795+0.00853784j 0.00356142-0.0274988j 0.00279983-0.000552721j 0.00088345-0.0211561j 
-0.0033662+0.00051452j 0.0221869-0.0019481j -0.00907161-0.0303866j 0.00117885-0.00469881j -0.0318477+0.0207106j -0.0186007+0.0063025j -0.0407551+0.0331085j -0.00933931+0.00899281j 0.0220326-0.0335609j 0.00397896+0.00974508j -0.00708139+0.0260982j 0.0156588-0.0344501j -0.0601116+0.0108132j -0.0109694+0.0182254j 0.00502938-0.0250271j 0.028158+0.0178547j 0.0853176+0.0699542j -0.000185176-0.019742j -0.0972215+0.0382581j 0.0624903+0.00347655j -0.00511802-0.0119227j -0.0374528-0.00960369j 0.0659936+0.0161162j 0.0167575-0.00212595j -0.025628+0.0442771j -0.00505243+0.00229207j 0.0112225+0.0176307j 0.0102512-0.0204694j -0.00879271+0.0387003j -0.0645328+0.00014639j -0.0201797+0.0116109j -0.0415471+0.0452635j -0.00135702+0.00139034j 0.0135318-0.00398005j -0.0427327+0.0756547j -0.0576128+0.0810792j -0.00131505-0.00150186j 0.011194+0.0329751j 0.0139712+0.0499693j -0.00726677-0.0400477j 0.0492674+0.0346963j 0.0085705+0.00205471j -0.0397042+0.0634373j -0.0644008-0.0585873j 0.0114175-0.0230027j 0.0241877-0.0176467j -0.0617211+0.0102979j 0.0119153+0.0535528j -0.0115923-0.0469303j -0.111961-0.103458j 0.0295896-0.0292729j 0.121491+0.0450498j 0.0350403+0.0404903j 0.0233164-0.0189606j -0.0987609-0.0580395j 0.108636+0.0436797j 0.0617416+0.0394307j 0.0400528-0.0536314j 0.0800139+0.0236055j -0.0159735+0.0207113j 0.0422554+0.0834889j -0.128328+0.0535983j 0.0978942+0.100461j -0.0230652-0.00293452j 0.0617326-0.0270189j 0.102458-0.0703823j 0.0891746+0.0943243j 0.0289724+1.35521e-05j -0.0351405-0.0468918j -0.0515328-0.0117911j 0.042978-0.169521j -0.0898025-0.01132j 0.0466205+0.0451534j -0.0122634+0.00119402j 0.0409992+0.0349487j -0.0362685-0.0202272j 0.0705558-0.0330558j 0.0138391-0.0188088j -0.0361967+0.0108259j -0.0332689+0.0109385j -0.00676021+0.0239399j 0.00754345-0.070998j 0.132697-0.0310358j 0.126255+0.0733998j 0.0335404-0.0492141j 0.0506948-0.0503001j 0.0354376-0.0408498j 0.0130296+0.00180367j -0.00476968-0.00269471j 0.00155465-0.0231688j -0.0347388+0.0182293j 0.0147805+0.023545j 
0.00502375-0.0262358j 0.01654-0.0100173j -0.0163544-0.0327476j 0.020925+0.0162752j 0.0118973+0.00167279j -0.0175998-0.0196521j 0.0270629+0.0251872j 0.0036356-0.0280584j -0.0364263-0.0422729j 0.0424468-0.0307338j 0.026785+0.00218096j 0.0405994-0.033719j 0.029634+0.0298981j 0.0230259+0.00766962j -0.026244+0.00901582j -0.0574803-0.00109509j 0.0246683-0.0227809j 0.00891322+0.0292456j -0.0356163-0.0296659j 0.0238231-0.00590074j -0.0113642+0.0621931j -0.00626581+0.0124264j -0.0301627-0.00351235j 0.0082518+0.0043745j 0.0206017-0.0111685j -0.0196151+0.00928782j 0.00737622-0.00050618j 0.0286565-0.0432514j -0.00591525+0.0176951j 0.0333275-0.0468078j -0.0258499-0.0356798j -0.0290476+0.0383292j -0.03905-0.0176779j -0.00748984-0.0938672j 0.0258971-0.0405026j -0.0120711-0.00572377j 0.0763172+0.0178269j 0.0865629+0.00683516j -0.0151945-0.00510758j -0.00758097-0.0367782j 0.00234089-0.0946882j -0.0578619-0.0246064j -0.0273678-0.0334738j -0.0190351+0.0517264j 0.0246162-0.0263746j -0.0115478+0.0127766j -0.010295-0.00191735j 0.00361531+0.0372954j -0.0530551+0.00465593j 0.104515+0.116586j -0.00163825-0.0454566j 0.0404652-0.145326j -0.0251944+0.0148887j 0.0369006+0.0657488j 0.0966474+0.0106206j -0.10126-0.0578533j -0.0687306-0.0368324j -0.026747+0.106576j 0.00660298+0.010069j 0.0297531+0.00908398j 0.0502426-0.00673107j 0.111332+0.0537865j 0.0228029+0.11786j 0.000556376+0.00624876j -0.0659052+0.106886j -0.0827978+0.042416j -0.101562-0.0237046j -0.0327035+0.106159j 0.0524309+0.0201351j -0.0310221-0.0791068j 0.0781982-0.0124392j -0.0552701+0.0446006j -0.067729-0.0267354j 0.021753-0.00756279j -0.0634008+0.0288055j -0.00927808-0.0621538j -0.0564516-0.0449748j -0.0168766+0.0464972j 0.0178794+0.055108j -0.038775+0.000386637j -0.0628668+0.00126345j 0.00512632+0.0481016j -0.0249389-0.0617474j 0.0114033-0.0536403j -0.0436035-0.0382989j -0.0231726-0.0515914j 0.0812261+0.0339511j -0.000122056-0.00616721j 0.0318594+0.0197016j -0.02818-0.0242204j -0.0023982-0.0242866j -0.00383247+0.00566689j 
-0.0148438+0.00607553j 0.0233704-0.0257835j -0.00907883+0.00325094j -0.0190783-0.0111836j 0.00186115+0.018665j -0.0217961-0.0333399j 0.0294207+0.030965j 0.00744164+0.0260585j 0.028474+0.0292854j 0.0314735-0.021582j 0.0145967-0.0246049j 0.00654865+0.0350186j 0.00702743+0.00262181j 0.00966113-0.00696493j 0.00860283-0.0793176j -0.00122142-0.0205468j 0.0234171+0.0490902j 0.0283252+0.0340238j 0.00877816-0.00346078j -0.0202594-0.0195685j -0.0264376+0.0190975j 0.0414123+0.032127j -0.0292196+0.0145143j 0.0314025-0.0311095j -0.0471147-0.00949125j 0.0496603+0.0538214j -0.0432426-0.0310296j -0.0521052-0.0964142j 0.0298333+0.0147981j -0.051353+0.081774j -0.0163519-0.00813268j -0.0148269+0.0523246j -0.0358151-0.0465573j 0.0136898-0.0396083j -0.0635001-0.0467285j -0.0361005+0.0475249j 0.0274795+0.0487779j -0.0350313+0.038267j -0.026197+0.023635j -0.011169-0.0792526j -0.0836782+0.0133535j 0.100655+0.0179387j 0.00288428+0.00316884j -0.092888-0.0233418j -0.033624+0.118907j 0.0641717-0.03033j -0.0591889-0.0148699j -0.0928817-0.14068j 0.0714948+0.0243748j 0.0425501-0.102301j 0.061966-0.0441597j 0.0543313-0.0786464j -0.0869042+0.0237063j -0.0461466+0.163302j 0.122153+0.00473786j 0.0481075+0.00907919j -0.00782338+0.0515731j -0.139631+0.102981j -0.036985-0.0768856j 0.00575868+0.070732j -0.000603879-0.0097422j -0.0228501+0.0860226j 0.0052085-0.00165141j -0.0204547-0.00721366j -0.000319553-0.0333337j -0.0631081+0.0151068j 0.0549824-0.063167j 0.045696-0.0226656j -0.00557926-0.00318821j 0.0570761-0.0235413j -0.10124+0.0354827j 0.00938554+0.00703071j 0.0010504+0.0502524j 0.0614368-0.0520874j -0.0309296-0.0971385j 0.0351334+0.0547403j 0.0937035-0.149759j 0.0458203-0.0359031j -0.0164166-0.0048695j -0.127953-0.0378764j -0.0409359-0.00423173j 0.129815+0.127497j -0.0176927+0.0359434j -0.0546098+0.0176754j 0.0453888-0.0225591j 0.0267305-0.0133516j 0.00204375+0.0137259j -0.0098863-0.0251825j -0.044734-0.00440115j 0.00848529+0.0377026j 0.0175589+0.00176365j -0.0396794-0.0242591j 
